,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
SLIT2,0.03125647249041263,0.18983389287659283,0.0025333987170517297,-0.03763385440397283,0.043299822012726495,-0.00836091434120328,-0.04908863236298837
PLTP,0.07357251404291403,0.0028222778613957067,-0.06338181947238097,0.05343266554566552,0.0038293139766010956,0.056554004287253816,0.1098187224356701
APOD,0.002823872221722107,-0.0229415219025694,-0.014049643245772079,-0.0267703451202374,0.013987288979867044,-0.02941439754240121,0.018296417399783067
B2M,-0.03530522170133136,0.018886105291279483,-0.007360439917320291,0.10567615991584395,0.036991229167506204,-0.08026700438899921,-0.021853786366086477
OMG,-0.044099591730257355,-0.0007947743179028319,-0.012851372138143998,-0.04994267934874078,-0.01956384615194707,0.18067015322526064,-0.06157240408159633
CXCL3,-0.04088042712370199,,0.01425111059656779,-0.018788973116062303,-0.001122760532047908,-0.030965337393856457,0.011932344420206338
CXCL10,-0.07976089719388552,0.0790018650629309,0.10664910927170193,-0.025312754571772796,-0.008175028898020223,0.1736640126523512,0.011658885702643201
RSPO3,,,0.10518506429632159,,0.033412852252516556,0.042668181948507855,0.03715196311083244
CORT,,,-0.02275012689847601,,0.06325551093138818,,
NCAN,-0.014758386251531872,-0.0269696581823036,-0.022718102751397833,0.08356203041847284,0.019692943214236303,0.11328633846007968,0.010604273588483565
PRG4,,,-0.02185254522480905,,0.0003946929880995907,0.0120491232193395,-0.014713152963516612
ZG16B,,-0.021725667533347065,,,,0.010203246061160699,0.0446268689111477
TGM2,0.007724127638205949,0.03690269908023278,0.00037739486843911676,0.08094593942062252,-0.05844913440196737,0.004065446430597352,0.13902342571980203
VEGFC,-0.04194797662785641,-0.028160779906906727,-0.0077836909025903785,-0.024782965147590447,0.024508316658405842,-0.0011726255011284088,0.02847818760488055
WNT6,0.09210873299135837,-0.02066111237488664,-0.02978417493497501,,-0.01042567947853178,-0.02088826207895325,0.14402255524793106
NRG4,,,,0.18045862823178022,0.0066271368809548425,-0.03128806924490318,0.0048039230746817225
PMCH,,,-0.020279448489790085,,-0.028451799011386312,-0.0020343078765145232,0.0162807611067017
COL9A1,0.08614826918789843,-0.019072746261293183,0.03457483209416462,0.11192048403019005,-0.012803071161406459,0.11812008217255353,0.08701793121809723
GDF11,0.02451637542762918,0.0874873864905966,-0.015338715427100797,-0.011942192647276941,0.022424152083303554,0.11449744738068518,0.04678538257851051
RAET1E,,,,,,0.05651894480170801,
IL24,,,-0.01511986812153059,,,,0.03132950243492882
SORBS1,-0.06281482817792815,7.684848822507539e-05,0.07753842420968222,0.006729298511687782,-0.023912340724358525,0.05036161613812705,-0.029221362651467606
DLL1,0.011324735414771499,0.049565694237391274,-0.023441279690312115,-0.026236737427919078,0.025230530768129627,0.04131708322216731,0.01495988309529585
TLN1,-0.038499667719401776,0.025505210087121144,-0.005385106961356423,0.03310529508575046,-0.03164324228702778,0.007859049031782287,-0.0057269307601012535
COL2A1,,,-0.006337477126550468,,-0.05338146849510712,0.08415848769981883,-0.027655630374253004
SHH,-0.08399184547346565,,0.04227255685515103,0.07670610076960274,0.11803559556156323,0.0004871727052278279,0.01429128462563341
PON2,-0.10703730857852942,0.006309818707851217,-0.031179766222496363,0.03235096096083531,-0.026895022110954552,0.14549881788201208,0.10755957637769066
ICAM5,,,0.012782975373109795,,0.0044971891306573,0.07443321780070741,-0.034324423358620584
HPX,-0.0923770907053744,0.1393700573081113,-0.038291903391562535,-0.0064624824615413315,0.0243919958880431,0.021113293511705516,0.026232187718295233
SFRP2,0.021334503526486328,0.0032285345384819517,0.004884285233097279,-0.03337358056501892,0.03846104987485987,0.052618550367794614,0.016508858150065652
CFC1,,,,,,,-0.011502696938695293
CD70,,,0.11353289258166331,,0.05930075110138132,0.058083098018345033,-0.026018510789353706
HP,0.012941795522269104,0.009586390732763727,-0.05016302347800124,-0.00503955166857991,-0.004844853453261016,-0.04183195877757824,-0.08744174482788951
CXCL2,-0.052394575453477844,,0.06329842503237264,-0.013496451493836461,0.013204303272728953,-0.002088948347557851,0.020830838620389314
NPPB,,,0.04946048088972904,,-0.024354995426203115,-0.043161228629473004,
CCK,,-0.02704027855664389,0.015595204072207186,-0.055714386059683936,-0.02595302360453723,0.07501265333251869,-0.11483997742733482
SEMA6A,-0.0988543793155037,0.01803947844252603,-0.006788852479058282,-0.018194547076695673,-0.046083207588435156,0.05123865408690509,0.04691316862854442
IRAK4,-0.06830986117047257,0.02042076453972604,0.03226980239866892,0.04241476374225919,0.0057689545869427615,0.1294852328964219,-0.025035710304592226
GSTP1,-0.1077978190448759,0.05536298613941739,0.082922522223533,-0.055201072829951764,0.0006471054535033625,0.15421719906846523,0.08722917853912424
VCAM1,0.005183045714570827,0.053048898982162015,0.015206930607905268,-0.033671623164981596,0.03348098115772579,0.16842399740086425,0.052631169938830484
NXPH3,-0.05053452312023612,-0.0453907182707864,0.037709476111773645,-0.008002902163931581,0.019813004825165154,0.18442659932303726,0.004041258815658577
MTMR4,-0.0035308893569916604,0.07616288384373016,-0.018869435983574174,0.011906685197315253,0.04920203606874241,0.04868042327194507,-0.02438149769315208
LAMC2,,,-0.018588498582891043,0.19158535941375993,-0.027616908789979574,0.05240883945366954,-0.0047720479651116145
IL10,0.0020047693291115735,0.05930423719052183,-0.03538097998469552,-0.018559382244273413,-0.0028039629783908715,0.060187481496904414,0.08127774164422732
SEMA4D,-0.013419628236166716,-0.07594603288909678,0.0016376727607201,-0.06482952482481207,-0.025096082735245398,0.15310478590283422,-0.025344284361184636
TRH,-0.001377856832088989,,0.016100597736447852,0.047236166503796105,0.05048181136718429,-0.039172166451605706,0.028950308514243316
SEMA6D,0.02410837129103442,0.07284234583053863,-0.041584101845980034,-0.061831733528113525,0.07223201709174054,0.12167417598882942,0.014829092170177954
CEL,-0.04739957567044889,0.0632472358937308,-0.0038439146017477375,0.05603244142300204,-0.017929796477097446,0.06562482288173058,0.05715600629010835
PDCD1LG2,-0.011215008373583574,0.024729096074579866,0.008804179090583002,0.01892549530874172,0.0034445992854079273,0.09988799581979395,-0.03286342451271649
SPINT1,0.137347080935879,0.06499554701644235,0.09909591029075744,-0.024545074429128986,-0.012042015576520767,0.06270837957289335,0.08709832177477272
CTHRC1,0.010644195989964125,0.04354207230054558,-0.06942463202555915,0.09894158355403374,-0.002443450303700415,-0.019889593299919565,0.0527530402651165
PODXL,-0.01345224979127204,0.002781259517835567,-0.04295986892873388,0.15630054770965515,-0.0032740692593296126,0.071455888589907,0.04755525595607112
JAM3,-0.12699744671420934,0.007782429074883703,0.10195210130585743,-0.05534958735048097,-0.0010593637487586504,-0.010422058501524759,0.06199811279504148
TGFB2,-0.07642576779901405,-0.0018703957252156893,0.012471600099417857,0.059814443819299457,0.04911060458438566,0.012624351571707335,-0.041308841645702775
COL18A1,-0.05602866756906944,0.08618085208780213,0.058532086724550236,0.16103249167874698,0.0037471092506950127,-0.04512661709574693,0.047744409085165355
NODAL,-0.028794952530340125,0.10795919076695391,-0.02260269440320834,0.1336861397709277,0.05311311495192837,0.049286534785809084,-0.06003253298481813
INHBB,-0.03153109526657778,0.04680480782207288,0.06520302833059594,0.021263996504890244,0.011844989989283078,0.09541812835958009,0.04880793637694478
LCN1,,,-0.02404161893985934,,,0.05240407510722655,0.00378545203710769
ARF4,0.031161296482764864,0.050257011497334476,-0.020719878888342088,0.001146973174325959,-0.0007212041390018549,-0.09128353024259846,0.0009639165430412092
CXCL14,0.09705906386131317,0.02739528691830726,0.0019774872720279765,0.04651388154593641,-0.06909836959245992,0.10639813242679563,0.02627207331268897
LIF,-0.029864176970704277,0.09584129632549579,0.05983277672442279,0.009431653011930202,0.0281510328129129,-0.07524997862602252,0.02649182720092498
IL17B,-0.024636653816123982,,-0.020921294758414224,,-0.007569884840696565,-0.015905665300535568,-0.01823085630470155
MMP1,-0.08687341043904241,,-0.03305401695205662,,-0.02845179675817792,0.0009256501894431238,-0.007350033399834781
MATN1,,,-0.030251301156968027,-0.01946277132899196,0.08467407822386853,-0.05061173942590473,-0.03108917704976184
ADAM28,-0.020666593756429468,0.022200974068926405,0.029693097116198712,-0.010945618300905386,0.003205498168275527,0.09787124619573392,0.0415914150581194
TCN2,0.010407700993461808,0.011953425316783934,0.050326198124410124,0.15275116285757911,-0.04216539390252126,0.07706872926464788,0.08647259769833901
THPO,-0.04692519335657675,-0.022409556068047023,,,-0.023612130699259142,0.05683430115754581,-0.03598535000910002
CUBN,-0.04711241760478215,0.15744275079432907,0.011265862643541253,0.14220870083380632,0.015454155342705774,0.1443257467366249,-0.003600062299267571
TIMP3,-0.05698465745583693,-0.07481468004839659,0.014118551243350251,0.10679295730462332,-0.07421888792996446,0.006221022582895776,0.05512493570787697
PIGF,-0.012641786355550536,-0.022046051149344457,-0.013967201716288685,-0.0177137323016265,-0.0022825745052316073,0.17155582293046287,0.017154985159933408
CRH,,,0.00735624358743708,0.030757610152169334,0.009952381452125614,0.05797633681758541,0.003822338080027407
BDNF,-0.08145689292415659,,0.029574219368240333,0.06786979280748605,0.09943097641097677,0.04252946192139722,0.022323480654134652
CCL5,0.07361719567578666,0.01601251078668453,0.011147367136634181,-0.011410658866167541,0.05767902889682449,0.04204106470229678,-0.010543643132596928
GAD1,0.005719616783213923,0.040837806497702085,-0.025294295926888793,-0.02027215473415509,-0.03347865434695802,0.07786451853745444,-0.08250993295071919
COL14A1,-0.0913516914498959,0.028660228620238988,0.1062218518449399,0.0867635638441645,0.03575247997794141,0.06456688690363636,0.029268846151823076
HLA-A,-0.10150709309985237,0.0380043739082395,0.047799675484021725,0.1111116056593905,-0.037266582983914255,-0.08324534671756018,-0.08845497248250066
CD5L,,-0.02557989242979691,,,,,
FGF18,,,-0.006055607061666147,,-0.01766398314830165,0.020513942030439106,0.04267792818009287
ADM,-0.014576491880562608,0.009476257529231012,0.03481149015952562,0.1147859763315818,-0.034900773786429744,-0.005424513503674093,0.03267931021517209
CCL15,,,,,,0.04957781254650194,
GNAI2,0.02463638359744345,0.013542142127930173,-0.011205962236573577,0.029345980466904814,-0.024529695673790593,-0.03576747819431207,0.04539458080211608
HDC,,,,,,0.13052091415622613,0.0009237095912648032
COL11A1,0.0015539703687805042,0.06947439857874317,0.09013266672779344,0.039680219477791476,0.07687361649488096,0.00172743119009225,0.12127207694439754
NUCB2,0.03295785716946588,0.06179619461374243,-0.012122086834539867,0.07810435814538809,-0.07346017313698429,0.009359361762029682,-0.12901774205796376
FGF16,,,,,,,0.03842189143710105
CXCL1,0.08921790923819584,,0.046999956262747264,0.07328577336886723,0.015119006724547185,0.06902591537953048,0.12665852024466265
VCAN,0.024113109999029467,-0.025213480188634868,-0.09994187423323397,0.022070443967924912,0.040764222295319216,-0.14837427342190415,0.0036916584943357733
MMP7,0.022207523069696266,,0.041915852133965315,,0.038470266901128286,-0.05797781386686137,-0.05357457607109227
PTPN6,-0.018518208652411144,0.0724029804613289,0.03185267285740022,0.023242960737245303,0.029532678007604278,0.11608815254350677,0.04341224093628746
PTGS2,-0.012822939693467589,-0.03952091305162781,0.02950683681078186,0.18514947329603978,0.010323829469248145,-0.022787106795804587,0.03051094615193867
XCL1,,,,,,,0.07645217944434672
CD58,-0.03908539323630861,0.07388468833984188,0.07095500050165429,-0.03571136438095862,-0.032757826542826496,0.07858676673476907,0.09646121083374724
TNFSF14,-0.021747899629142087,0.08256022186843968,-0.019785884449158155,-0.04049681790137445,-0.0015056090085943466,0.04279633932771228,0.025028363143637263
CNTN4,,0.12136631536377658,-0.0404039305254216,-0.02442427256718883,0.033262398122179106,0.03277031134431463,-0.02580404581144
INSL3,,,-0.02200437117320517,,-0.041082897366732984,0.029917593475500066,
BTLA,,-0.02870682353081107,,,,0.08038328495934233,
MFNG,-0.012673644668796868,-0.007877502692764762,-0.023501331611539278,0.09798274926182292,0.014522975492897407,0.08727552939925261,0.05574712816428763
ICAM1,-0.01096065333553498,0.007299363470358254,0.05264722147239758,-0.006041668405055905,0.006879142602210918,0.13110885761583238,0.02921817704412893
PROS1,0.014150803599243065,0.06990431757560947,0.04449409869370884,0.03329004679473162,0.023980245576200897,0.0660291502329797,-0.01431378416721809
CLCF1,0.03393534426151187,0.05522421202389488,0.048095535057665416,0.07454346361348899,-0.009474831452973122,0.008114417644142774,0.02055578148078166
PSAP,-0.07217195841202598,-0.042172169703441266,0.07708092170193889,0.08480587197007114,0.031042066092985002,0.10628643811495206,-0.07316022584071673
EFEMP1,-0.003701596448475114,0.025316277002075574,0.06594073425367467,0.040446712786685,0.052676341431536,-0.026144118713616916,-0.03471954398425853
C1QTNF1,-0.005702986175192744,0.01694541016587139,0.0937343761181845,0.05577319655530614,0.0093495732201394,-0.014457912100648266,0.0028827386245585526
ALB,-0.031292863977090045,-0.0411699631127777,-0.005382093166059574,0.051262859683849686,0.021943814884631905,-0.009803968497680327,0.0054085941495107485
CCL13,,,-0.014687675258134608,,0.006495086300588595,,
EFNA3,-0.011754223148676902,0.075194033661663,0.10307339830041032,0.0016043361512350824,0.01742312119543489,0.10815023284348421,-0.0028767261773332384
DRAXIN,-0.05408528288404663,0.07889672154825284,-0.012437763830626234,0.06356238717507802,0.03803312485402676,0.10501968239738675,0.021042945584604365
RAET1L,,,,,0.005297207897459587,,
NPTX2,-0.001526491135450112,-0.014411251039027339,0.06280234863680417,0.09073224416918586,0.013296297005407963,-0.02877243032530655,-0.02597782091394058
FGF11,0.07188688136837613,0.04604003677837278,0.012326448325978987,-0.03858520659477853,0.04550328388412193,0.11770610451043317,0.04103208904686316
CD59,-0.16192155123483684,0.047805068957251,0.04968975705511297,0.023883546163018566,-0.06813071645769965,-0.03143771440968455,-0.04678660681663806
COL9A2,-0.05518142122597182,0.03864429031864234,-0.020223839958447103,0.02623654291939111,-0.0014705387384936638,0.1717937675183715,0.01976858425898354
DLL3,-0.008329583001045172,-0.0041954612214448895,-0.07411907789855327,0.011254332036290391,0.04647393667796315,0.14219975824717251,-0.07205468721133247
FGF5,,,,,,-0.014197848145835053,0.05478780511164315
LIN7C,-0.00990702862872885,-0.0003197042569786717,0.04045253689472899,0.057093468575881594,0.01511887901846939,0.05745027977139967,-0.02158263013947791
GDF7,,-0.03255238396164298,,0.0004950062038150549,-0.03339799757171001,0.06048941372844656,-0.00034140571694739444
PSPN,-0.06906192853760572,0.04187888223974791,-0.018755817769058793,0.01273945887597067,-0.008555614682659944,0.08553588555453207,0.08909619818827648
ANGPT1,0.04790221670286238,0.12895189195471402,0.07023438477447949,0.10582846227083485,0.01871918762729935,0.02265131946278385,0.04169119855956599
PNOC,,,,,0.048121397593135364,0.10368860661588924,-0.07138311337124378
L1CAM,-0.04035745660299103,0.04436175244536326,0.13372940141572928,-0.031070136264631086,0.05705544296422597,0.025902905519109752,-0.10557113373414516
APOA1,0.058207236365252775,-0.0064050952595880685,0.08494060749239567,-0.00786774328359453,0.1183629304175788,0.09363161255012517,0.06683278548083003
PSEN1,-0.011379182489911772,-0.05322424981170156,-0.038461638921274716,-0.028557394292205922,-0.010758156623962742,-0.017731166398078556,0.050061369620091
CALM2,0.09744435125781224,-0.057448771937095786,0.042141926394784014,-0.0864685241612708,0.10567565583271493,0.12619527653076418,-0.07785064356758993
CLEC2B,0.08473226480730603,0.02344088609474645,-0.0048084224517236825,0.06231673716933089,-0.0017579455788489752,0.11581221869336146,0.01931853519600635
NTNG1,0.02039746745515808,0.09322897482932496,0.027072492829864153,-0.002913800304712621,0.038843461467721385,0.14988327669016963,-0.033376017134634846
LRIG1,-0.0067153962724465855,-0.03319183746755688,-0.05774439226125941,0.024220660344489442,-0.0878645772019007,0.12598625862946386,0.0242597763468716
CPAMD8,,0.08754337574648634,,-0.03902126743640963,,-0.032841005267949655,0.18373692410284892
GHRL,0.03461014050977566,-0.043557681772344564,,-0.039145693277671,-0.03612641863810654,0.0021621284093113063,-0.029705162566981424
NPY,-0.05151405354608943,0.06994593885380254,0.039085966584642744,-0.025576868354548424,0.08219333104371691,0.021821388846192794,-0.04666985591273941
MMP2,-0.10937223014588215,0.08779909215222834,0.0066154173963198365,0.0820739330134163,0.04895527755419143,0.06267246258011566,0.025865675058535948
PPY,,,0.0787484040456525,,0.03161344038895267,0.01889157024430977,0.040999895017583395
ALKAL2,-0.04787031659904283,-0.04014513949671329,-0.053235378480504976,0.06872029372397316,0.03379714805313266,0.0723435151230752,-0.0122656490960105
CSF1,-0.05829795232312128,0.05207306587954853,0.017138978061478384,0.09695812623639184,0.010154489840495905,0.11854298630936873,0.04244015721293006
SEMA4C,-0.0293893590369047,0.0023127028407282754,0.039502876731350424,0.04813464476061528,-0.014564259265957408,0.06284541645281753,-0.02072867926943458
BMP8A,,,,,,0.03315260022056576,
ICAM2,-0.10674084585685963,0.04457137358786577,0.003172102914670843,0.15998525341913955,-0.04608152685015598,0.07920442257077788,0.04418049109722618
SYTL3,0.07203103992824289,-0.057138790561192775,-0.013895065680830722,0.003921171924370135,-0.0007827888137518846,0.05552976589685734,0.0511073012841232
IL1A,0.03652388445745656,-0.05789666152665779,-0.03710654565788752,-0.024421994466496826,-0.04602098953651317,0.09604590735547075,-0.015254846923536765
HLA-G,-0.04194797662785641,,0.009700296389460806,,-0.009845275116850669,,
PGF,-0.04885041480603805,0.12362274191874394,-0.05693990844516211,0.1314132963740084,0.00704870501072948,0.047594714294553905,0.0218940671529359
LGALS8,0.011032395764222215,-0.01796824027973862,0.020420158348514395,0.012490788173987712,-0.002082142411205135,0.08664417294018219,-0.01146167604127279
DKK3,-0.1046272955705321,-0.006760581912493193,0.05174038415987473,0.07899309393323976,-0.011466093052749569,0.12490064515485859,-0.07144663760511441
COL16A1,-0.15267778247447927,-0.02004090183402352,-0.0041746232103819616,0.058914116434939136,-0.05040321307923332,0.10232575924161211,0.11231199294946563
TPH1,-0.05454922618273783,,0.014449357564129644,0.029650981405898103,0.05233111453536185,0.09674779181071758,0.09460952529300895
TNC,0.012699302481893776,0.0700622691295878,0.0708463702474533,0.08422733652075964,0.0678560472225865,-0.04379002871017323,-0.028037741922304314
TNFSF9,,0.023438457063258592,-0.024157725626002838,0.0216019813182886,0.07668172824218003,0.08225257742327101,0.011254325775892526
C4A,-0.049261079129966974,,-0.016352021544438305,0.01116750647308309,0.012736173811097803,0.06896932332407806,
CNTN2,-0.03914722358584153,-0.056418604553262384,0.03363097014550701,-0.0006147497996983988,0.006830295535441907,-0.008390104121904335,-0.1233693047625914
F7,,,0.06423374333514699,,0.045986491376157505,,-0.017381210684131
LUM,-0.05246953716888173,0.0024063771289608263,-0.015638574043371326,0.09407710233237901,0.02357975111652896,-0.028437734493866208,0.04709541941167046
BTC,,,0.1010759072847371,0.02121607798306945,-0.03231988998707852,0.02895095751645246,0.012525596678327934
