,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk,ZH916inf
ICOSLG,0.010215390336254949,0.043017615348276896,0.007849738081964762,-0.006395163312147407,-0.03201934442707678,-0.007227249512413959
WIF1,,,,-0.0023501570519899257,0.03426325379619454,0.040733940253180535
NPPC,0.02120646826228963,0.1332786705872256,-0.03637179660332991,0.028155586669014687,0.07626567985035439,0.06536114067123396
LYZ,0.011892346361635584,-0.00784746860728662,0.007172063244602582,-0.03849730108342889,-0.019188206693375655,0.014084158402428524
EREG,0.0032877550300946094,-0.02977890571010276,,0.039426847787996724,0.019178612352104198,
SPTAN1,0.04168512217442692,-0.023899995309698562,0.005478746509861296,-0.03723689532759691,-0.022778384674599708,-0.030087477562194702
PTH2,,,,0.0063374134515759295,,
LIPC,,,0.01829501715753909,,0.08796295756812125,
COL8A1,0.05213529887794169,0.016361327490665503,-0.009205123829190549,0.012697428016292148,0.08488085367394164,
GSTM2,0.03633114347394563,-0.008071673438807412,-0.019848117796620948,-0.030786427074542475,0.08225880247697039,
SPX,0.025564497423979163,0.023241662952569977,-0.03358272713234505,-0.04124977705292819,0.0529045469346484,0.0599130964953061
MFGE8,0.007040659750463451,0.031191279244549577,0.003937622557251559,-0.0038022431913903292,0.021192544236125904,0.03237090359637184
TGFA,0.036632012284973293,0.07713175529235462,-0.007371458281637412,0.03455140598666086,0.00517272446565177,-0.01264984439901587
SLIT2,-0.0010125219062758458,0.08895078223304619,0.025521026255992518,0.0021327440002370896,0.03496636038349499,-0.06457121207697414
PLTP,0.04580311130546137,-0.07749118955205571,-0.05296243092434619,-0.003738576584348786,0.011268964669214832,0.0401303600500773
APOD,0.10388903244919208,0.06922586292447074,0.07795386148080058,0.008610550591159522,0.0067064229483379005,0.13383460378459652
B2M,0.060540232444670286,-0.033903688518034825,-0.05026885997082986,0.07768915633125072,0.00043802526070182263,0.12110438658467176
OMG,0.03142106797541609,0.10972899927368623,-0.03843567620299833,-0.02071061083687744,0.0026791563859623626,0.0038553571616715926
CXCL3,-0.05160015440308444,0.04112702744817886,-0.026997797980376787,0.013791401927887002,-0.03389432672862976,
CXCL10,-0.013513265403357028,-0.02034518606741972,0.005701582472754437,0.04262166452904341,0.0368942482975965,
RSPO3,-0.03887474984027622,0.04231841060989158,,-0.006000138660951916,-0.022022965143333517,-0.0353395017925851
CORT,-0.04038941339051337,-0.009503260130962468,,0.026148320205690908,,0.08964405053321158
NCAN,0.07012704301983734,0.062451358110710904,-0.007825434910975378,-0.017280530672345255,-0.03341465640149989,-0.02288207624711992
PRG4,0.03162431487297095,0.04114114822929318,,0.06333969260641718,-0.023450630738253122,
ZG16B,,,,,0.043683311344016415,
TGM2,-0.030009665477275134,0.02320218479681234,0.036322532562945806,0.015738487624015873,0.01758624871282167,0.03722896984282645
VEGFC,0.004874555016887184,0.04833887825998827,0.007598467965647331,-0.027836854740788453,-0.006142247327467442,
WNT6,0.0273932515832825,0.03243136552318203,,-0.0033549392792429637,-0.01045845157118484,
NRG4,,,0.06417390647535737,-0.029480073826858022,0.07012438723582733,
PMCH,-0.011241017725623324,0.02033512159634087,,-0.016973409346890407,-0.03636979758932687,
COL9A1,0.04751958718680652,0.021607510354594114,-0.018789430001136122,-0.05566652792169107,0.02694531661989913,-0.05749732958310104
GDF11,0.04630463972591075,0.03336590020766595,0.021860427449462375,-0.003160650067412301,-0.0045690844999035545,0.06943281497124064
IL24,-0.02684304165404248,0.06327573048296747,,,-0.02629117784360145,
SORBS1,0.006158551940331043,-0.04588332984508821,0.023994475354806574,0.005369824865195736,-0.016890893674795113,0.026571820588059125
DLL1,0.04133026285170998,0.06569668846990813,0.11288303764082429,0.0045462669102472285,-0.027320550185416643,-0.11837573388314829
TLN1,0.024918189421171962,-0.03499852374425217,0.05299809693296488,0.03144610677673444,0.0001326676887915381,0.0984047252129816
COL2A1,-0.001444217218918021,-0.023446437646683135,,-0.03575722126196594,0.0698525259107314,
SHH,0.04438028532094502,0.013779258567855475,-0.018967018794565894,-0.014705285787030812,0.03193879935297213,
PON2,0.05468432076128025,0.03586752223672635,-0.021545652496997372,-0.057245628928839144,0.07337325598736562,0.07426607186804707
ICAM5,-0.02547724586607841,0.023662277443487128,,-0.006276160982589498,-0.0717358309356828,-0.04276047146561338
HPX,-0.006809140682359381,0.025609738204347508,0.017805624741921693,-0.04698317050236549,-0.011300640675942757,
SFRP2,0.06828005512802142,0.04303023526532541,0.08117963493642553,-0.0020577627391377643,0.052289921299616106,-0.06837426787019674
CFC1,,,,,-0.024264738564924226,
CD70,0.023534181599271266,0.004427574567717108,,0.011667939043501484,-0.0022671554490598968,
HP,0.021530201200144372,-0.03982830502209804,0.02137011558800654,-0.006041737700870233,-0.0010653404866310993,
CXCL2,0.04103897201420326,0.01608447898838698,0.024783124202672507,-0.013262722277948434,0.0191423334508301,0.0003324111938348661
NPPB,-0.006132341886981247,-0.014869704699910731,,-0.010921808365043837,,
CCK,-0.017972579955850665,0.04346292229711488,-0.0513737938183841,-0.032425820756658355,-0.04929234912944543,0.021960536762825243
SEMA6A,-0.02957883221204116,0.018227276345888752,-0.02817346737461872,-0.025499849588597703,0.07813908529945097,0.10035515556698481
IRAK4,-0.026455902201688614,0.023202874502013773,-0.031719345759290744,0.057110926295995276,0.033167262767872976,-0.027951019416773512
GSTP1,-0.0011071494432995273,0.05235545181014459,-0.0006804960832050804,0.005220154142310215,0.11740141370595192,-0.08738468507068721
VCAM1,0.01675134280662449,-0.013528168341178873,-0.07349286973633783,-0.03151183249468443,0.02075673403225534,0.04059808757086022
NXPH3,0.02315049962116697,0.0004699877756459577,-0.09843592864054532,-0.022265983891333666,0.060773549228951625,0.045956485370432995
MTMR4,-0.00025143029617541354,0.04091802531362923,-0.00582140074939708,-0.02596432160421535,0.002875441492392972,0.02100642911796222
LAMC2,-0.03300107102363687,-0.03164083788519703,-0.02764670270516092,-0.01647534124645214,-0.0031588468368503354,
IL10,-0.01808265483303768,0.04146512519663564,-0.007334276158934995,0.005186781591537662,0.10326957097772638,
SEMA4D,0.05073289502941496,0.08273756134980513,0.021597439307472883,0.008085332860575195,0.06355504241776033,0.032563695953048755
TRH,0.07875520487641695,0.012940474583867502,-0.0611073971263838,0.04070757475270602,-0.05648602982814916,
SEMA6D,0.05827126423488907,-0.004579168096109783,0.08597370607010003,0.018532313807612204,0.00879825235454254,0.015999517820347007
CEL,-0.00828420208428991,0.026828255901455485,0.07070310446454135,-0.03228539273081964,-0.03181309466075321,
PDCD1LG2,-0.023755487577348158,0.06832684123595363,0.07015975022003544,0.06530969357184542,0.02488046969029426,
SPINT1,0.034709584027293995,0.02525757940613369,0.014923968041859997,0.011349137217328555,0.012844022897173145,
CTHRC1,0.020818992919542628,0.05484367363468324,-0.003740197489295536,0.046846791784943526,0.02391025687361093,0.02902742657158174
PODXL,0.04014353184388464,0.027791845943253277,-0.03686028818944269,0.04241970146814867,0.04844683972798055,-0.005817159293452425
JAM3,0.005384886584401088,0.014749568829535764,0.06328098659803573,-0.05482376536160694,0.005058915224560151,-0.09952448279649681
TGFB2,-0.04392958893325683,0.02501477086079232,-0.039235471921886804,-0.011266821131490046,0.00799622824556857,-0.05657806627516035
COL18A1,0.04295309728356897,-0.010790528511944366,0.04633487185441009,0.002624514635885153,0.013969807470788981,0.02110509653516934
NODAL,0.04863836516388214,0.010768461800994444,-0.04158951555335149,0.000499562724509034,-0.0036484807987777717,
INHBB,-0.03509101835179399,0.004727055640755614,-0.008255308408182567,0.007280744792351937,-0.010741801043074423,-0.03511157768427598
LCN1,0.020270838154823712,-0.028105028793263136,,,-0.011781470136677907,
ARF4,0.02693103516889263,0.039574198157032385,-0.062499420044232826,0.03483537673295578,-0.0015648421443859766,0.09175959378549534
CXCL14,-0.06615150656567682,-0.09176627887847587,-0.07558160640017995,-0.04052989678330176,0.0025703557604844583,0.07339269563765162
LIF,-0.04553978416509761,-0.05763899284657404,0.011905113444687867,-0.013072460119910374,0.006822943162572479,
IL17B,0.11096284990406695,-0.03566810204228861,,-0.02343969147979518,0.09452269082861368,
MMP1,0.029085164224456946,0.01018075818719797,,-0.016973408002700245,-0.022761418848800775,
MATN1,-0.0011705922958536814,0.018452759613225796,0.00884517018265355,-0.02415711843925448,-0.030022372291947125,
ADAM28,0.011833774621565322,0.018091539817815944,0.009297055367646903,-0.03114192393344943,0.022671715138478005,-0.018574579353543157
TCN2,0.015923798496434174,0.051433933468488416,-0.01645292306644727,0.02324323853036477,0.002803554045144454,-0.07392614593103855
THPO,,,,-0.020955181340930752,0.0027215653812481654,
CUBN,0.0034743260068868962,-0.021553944474739274,0.005598437670222798,-0.03675044955813351,-0.016744783315046734,
TIMP3,0.00984228747944527,0.022418992615824324,-0.018298227712296476,-0.0217942317147094,0.024229509757923512,0.017916188366026854
PIGF,0.04222798303660554,0.007498391012764192,0.0352922425070939,0.030541153763842834,0.049838199080332914,-0.05612407269810637
CRH,-0.014453468932303065,-0.008124955295869369,-0.047136301667689735,-0.017364188562108356,0.09086112307769727,-0.008292387904749173
BDNF,-0.06903751608171019,-0.005328635871399227,-0.04017000620065415,-0.040069293503801375,0.059440519668939006,-0.08145299750437165
CCL5,0.08019539413556749,-0.025008552835750493,0.04552985363276809,-0.04270970456525642,-0.019206680949959018,
GAD1,0.07203952454277836,0.08352946440867469,0.038906121793600854,-0.007964576032829412,0.024999774774129055,-0.08492413645815768
COL14A1,0.002342142223837357,-0.0026969739138108808,0.042105662365024984,0.03215468441938295,0.07148250324406354,
HLA-A,-0.0003762390971331305,-0.09349734729969425,-0.02998194746068256,-0.007426601175854164,-0.055050860651276505,0.05454085032057008
FGF18,-0.0015775699041675926,-0.006804345421824097,,-0.02933125681903386,-0.004696781189677113,
ADM,-0.05825666503957294,-0.027021314445598354,0.04826030443305952,-0.01099905730837622,0.03914262187634232,-0.016094320642968424
GNAI2,0.014843465745314253,0.006073495614827764,0.050176200213936664,0.0051224506165939345,0.03054938447205856,-0.012902876095170043
HDC,,,,,0.08511432225677566,
COL11A1,0.06060506911253317,-0.09972755253709949,0.08023453157042072,-0.0014957636193751016,0.05905721618400681,-0.06071024076608729
NUCB2,0.02023426849878617,-0.0006350401190131369,-0.04285142487684975,0.019686199616751075,-0.011268398245051433,-0.09325394169573019
FGF16,,,,,-0.029583131611783425,
CXCL1,-0.027584381375467787,-0.013259460907504432,0.06027449250131784,0.058940971098953465,-0.009586966671454079,-0.0407372919353051
VCAN,0.016445788592094546,0.09390101576579797,-0.00304735030542452,0.012599665704119514,0.016200921452427974,0.07876614094620457
MMP7,0.001397021171363831,-0.020815582254660767,,0.013886660327352057,-0.03600672534483045,
PTPN6,0.026135215881197923,0.029077917939957145,0.08101457238500082,0.0070369528012959506,0.0009820787131849746,0.0008745322278005712
PTGS2,-0.03525755613431876,0.015446371480801779,0.13087235020038954,0.017544930013798348,-0.06665963042034852,-0.03725499217303847
XCL1,,,,,-0.01460658316532733,
CD58,0.0597017547630533,0.00588072271928113,-0.03544815723103161,-0.09880756209694155,0.06653990764192995,0.020230603574674974
TNFSF14,-0.03512684873716074,-0.038497910672113354,-0.04838159223336264,-0.024508710372051403,-0.015038728077068027,-0.04423635599988928
CNTN4,0.018338255874039682,-0.008806495976240508,-0.020207685330349615,0.048428544450586496,0.008883625689479242,0.04149020975215965
INSL3,-0.028137099624389685,-0.027762901867009672,,-0.02450870800411535,,
MFNG,0.014631832399273152,0.0167949655948022,-0.07517254032655328,0.056745162638390294,0.03725905618778441,-0.014217088781743386
ICAM1,0.01164576578895881,-0.016798228370782597,-0.025646770373243727,0.03116328686674489,0.07052051881797311,0.020084772163764007
PROS1,0.07950281246643762,-0.008830865007260805,-0.04647230181270035,-0.053134924074116796,0.028082420873249705,0.08796052038659352
CLCF1,-0.00424908194370079,-0.004438024086593267,-0.002993397276042725,-0.021491622910116276,0.013308166538593003,
PSAP,0.06701993036084218,-0.05151614628008191,0.025581159676972907,-0.02681785539929101,-0.0749499868464365,0.09136733023487477
EFEMP1,0.03396816192317613,-0.010353323139045101,-0.06134284129777528,0.009086957154220188,0.05469771070209747,0.05098428913189118
C1QTNF1,0.004178014989356422,-0.0009659175874287642,-0.02982351158113448,-0.013724446132739671,0.03581303521903263,0.06041498405652688
ALB,-0.012804646148499108,0.01759632792734017,0.05662354612528985,0.024053988200626274,-0.018082882256744908,0.034744244002607824
CCL13,0.026193016918745052,,,0.0005767790984439804,,
EFNA3,0.04183462478793769,0.015044810983125979,-0.03422715667765717,-0.02109040797973764,0.06553628596055702,-0.0713736321426354
DRAXIN,0.03589774961220099,-0.032929251820498426,0.03142816429711065,-0.04575140951571052,0.04358863010965953,0.022678315274788658
RAET1L,,0.0015613957119019464,,0.0199603734579727,,
NPTX2,0.05439520632610648,-0.019442299269021676,-0.019341833543986907,0.027333804101425576,-0.048201121279195513,-0.08596661258101738
FGF11,0.004448372992624477,0.008025841556715322,0.02100048114333107,4.5174460006191135e-06,-0.0028949222387396585,0.061595521307463916
CD59,0.029557840247860498,-0.0007895513708057985,-0.012437264400153036,-0.012767458803004927,0.020037736410973523,-0.037279215627616075
COL9A2,0.015901125282567707,0.05229321320107268,-0.005276553670979428,-0.003797249950867462,0.011642875731272236,0.0589424348745777
DLL3,0.019460278850271264,0.07521753946225297,0.024124795924831764,-0.04688041104548629,-0.01442182205911759,-0.0026505482995676996
FGF5,,,,,0.011617811446489825,
LIN7C,-0.01590116705263229,0.030655078065282088,0.014473255174136345,-0.03921864162036497,0.02141495665942476,0.03290323470816482
GDF7,,0.0650806816373168,0.02748651515889192,0.09312313045351413,-0.04589317747898365,
PSPN,0.025487352547120826,0.01265714477742222,-0.06719287603459428,0.027089266414749114,-0.005617241684590711,0.040838628669586194
ANGPT1,0.0451931711146051,0.033028242259004456,0.02219732999536041,0.07587625225318824,-0.011340452282529265,0.10184582035959415
PNOC,,-0.025620584803771558,,-0.023620892461145442,0.008284406106660352,0.017397886115145467
L1CAM,-0.0045592585252256295,-0.05447728445054347,0.07388500565870472,0.022801111779818195,-0.015934168044697057,0.12441551515025272
APOA1,0.020032422759580636,-0.03510529547797575,0.01819011922489454,0.0066796638782601345,0.034782837082723964,-0.0369534037731471
PSEN1,-0.04275476926661883,0.0012970717241143933,0.02105171953037334,-0.040537871803646736,0.08909085005749316,0.10185630168052603
CALM2,0.07269160800109468,-0.02398955824455537,-0.0974922443128153,0.04096417646609654,0.030316758494029695,-0.03897613298427729
CLEC2B,0.01346822979819036,-0.029901063627580826,0.003240093025201435,-0.015797753061394533,0.028735561299338623,0.04847801394621654
NTNG1,0.0012248740803815909,0.02393592100568653,-0.001509741835077415,0.02746649228427079,0.017478573653286186,-0.026728778227325244
LRIG1,0.041401380441871215,0.09236450846213291,-0.0069038949035914905,-0.09619213578814657,0.04340350382926857,-0.06948961253234694
CPAMD8,,0.018059002177698562,-0.03624242475441615,,0.000340595769326095,-0.02905326272064036
GHRL,,,-0.000658479597553723,-0.021551835493295785,-0.02868584936009298,
NPY,-0.02418056279594843,-0.04381543020519276,-0.05237712576759852,-0.03312826169646084,-0.01058201896184958,0.039228800391582413
MMP2,0.06696617796097605,0.026828676799426365,-0.023114154350777984,-0.02426257285902464,0.05509784202556398,0.0184005513775383
PPY,-0.009544324585462916,-0.008587553353723146,,0.00392555720695835,0.05240796494033117,
ALKAL2,-0.036782993579830045,-0.004293689258132292,-0.03812045214287426,0.005483575841268623,-0.00972929319743318,0.08224522845244764
CSF1,-0.023331985144361418,-0.019728333383275832,-0.021579491407932715,0.03247289887987669,0.07287873586428777,0.007991981650859107
SEMA4C,0.05189858223019317,-0.023481912453048027,0.11769445059884086,0.0019304809609321935,0.03355734288890467,0.08382698916400656
ICAM2,0.040109214427936586,0.0029352224261828107,0.02375987706819205,-0.015521797051115156,-0.0034264372292275576,0.030767570573165003
SYTL3,0.06896467344663047,-0.018281002862946535,-0.05471156808038518,0.008440521470174583,-0.001184944130683363,
IL1A,-0.020793863069417096,-0.03376556759842366,0.03731995507663251,0.05091738600546101,0.06356100467573142,-0.05412513249324671
HLA-G,0.004855941163737007,0.028085564204692767,,-0.015463194369294903,,
PGF,0.017886039391309443,0.08580651671692305,0.032241944051549565,0.03215988103042798,-0.04940604262398227,-0.007999328687841204
LGALS8,0.09374028024173367,0.020341609075862042,0.103096581051626,0.0006687572843763408,0.019815564908660387,0.03992535254655418
DKK3,0.08354925743813393,0.06187647691433585,-0.017150358672444122,0.02153710806951987,-0.03940214753091849,-0.07066449490347781
COL16A1,0.049187126064057965,-0.02776313868081092,-0.057997662307391375,-0.017830117911784082,0.06538708772220225,0.03827862531178701
TPH1,-0.013355633944529271,0.010757481635855642,-0.025269162551486098,-0.01862885405946391,0.06660610279484079,0.03361199707768039
TNC,-0.00892136054355354,-0.060843848145681556,-0.05278726425598364,-0.004965881265686005,0.006263064442623395,0.06417105185921076
TNFSF9,0.04239104593704598,0.005486146724569467,-0.00505357377576645,0.03075653042339879,-0.006353833365644668,-0.015093584742198513
C4A,0.001899346266534796,,-0.024788155715836115,-0.020134281997355872,,
CNTN2,0.0028807158009054026,0.018293137333646927,0.016029868867053706,-0.0668034488415214,-0.019301130313083954,0.06000092229711991
F7,-0.02403281953357416,,,-0.019924150973368315,-0.014053777134739114,
LUM,0.009257954719156393,0.016146942686625008,0.015843282543316444,0.0401504760315303,-0.013085354946334993,
BTC,0.03730617037174358,0.027959760747828973,-0.03268879023828033,-0.019280985451134703,0.04289664273118289,
APOC1,-0.0461723746522011,-0.05226512924717681,-0.042097407695187126,0.006708154940409561,0.05957947465605928,0.07104116263894455
PKM,-0.051762493690746175,-0.06519185350306879,-0.027772791476476027,-0.00020451884875249846,-0.020085431831808522,0.0008394896619836577
TNF,0.04038551789275632,-0.013879154863441457,,,-0.01427883042962519,-0.06175219988922192
GNAS,-0.02932171813694331,0.04342415983473232,-0.03803383268665025,0.039354082908814196,-0.0003524958020079026,0.13425243152331362
BMP8B,-0.005868155148375281,0.041348050498530506,-0.029389034836482746,0.012962786567739712,-0.006092352493947291,0.13075895052604272
LIPH,-0.02607575810754977,0.03354117686823586,,0.016310947686103045,-0.009961392397063005,
CCL28,,,0.08751679261679073,,-0.04736387900836652,
PTPN11,-0.046095793008778356,-0.05347503007972765,-0.035236205779550604,-0.03326211020672727,-0.06227706579331089,0.08455120950866227
ADAM12,-0.022527973840857505,0.014490457719059676,-0.04498299406779278,-0.01087695000083612,-0.021943279933290306,
EPO,0.0642290081603716,-0.032543451031607544,,-0.019062074243951316,,
EDN3,0.05398850070530146,-0.007663349070391153,0.004653814645783511,-0.02525769448279783,-0.017998377143237352,0.003302230227575511
CCL22,0.025111227922401214,0.0858592904963467,-0.03268879168495958,0.005489133676002631,,
CCL2,-0.02649268315846741,-0.030044300970807156,-0.025193220257259046,0.030592736487352744,0.012805358818390821,0.045854649978600344
DSCAM,0.04044572913555785,0.07401090035823692,-0.02323400611095698,0.015014223500621735,0.04612354340234698,-0.11984551990730094
ANG,0.04142027117185309,0.010680500524838963,0.049264088054979616,0.013870757912149523,-0.007846562849015365,
FBLN2,0.09238268041295984,0.046602991141492106,-0.02825451030171733,0.047400291757721286,0.03264058354817571,-0.03615465442059095
VTN,-0.018050134063285504,-0.02288389871076072,,0.036910685321053884,0.03630503161955928,
VEGFA,-0.0518192750859615,-0.0366479637083331,0.03681676271664329,-0.013281533429417795,0.045130236820673714,-0.07910196596748655
F10,,-0.028358444019025833,0.04265927213062788,0.03658365262332276,0.10384192349490295,
SERPINA1,0.0006640941420242436,-0.07919127011099523,-0.06878191436433358,0.03717775197600255,-0.02376066615110031,0.0529792123703828
VWF,0.01612229979278428,0.016592110750329736,-0.018939487010767503,0.006459904444794471,-0.062434524434198925,-0.08369277847769974
GDNF,-0.04420381674726456,-0.03299514787663606,,-0.02669268921668376,,-0.050006396658637195
VASP,-0.027895980880339902,-0.04738136228976953,0.007292838464598098,0.05722599482590884,0.006831369419411811,-0.006609331696621885
ADAM15,0.04995412165870027,-0.004865928043454624,-0.045824560485934085,-0.017069310776398044,-0.014029566343828178,0.07296371356571588
WNT2,0.01311207466672137,-0.03342375435061139,,0.009489712491547533,0.09180200271340697,
CALCB,-0.01697377508047583,0.025647657636637775,,-0.004802824041602252,-0.007059723124217292,
OLFM2,0.018611560117050237,-0.014273969537493393,-0.0624816471107051,-0.006989941936715426,0.06669191263039774,-0.04092354415748381
MFAP2,0.09622968529681784,0.03811516126770323,-0.01019679666992844,0.03721093858441042,0.03590254364415704,
HLA-C,-0.013068523247504174,-0.07103036565320925,-0.037975714478628776,0.05416824641719105,-0.008866420158089333,0.05650207724218018
THBS1,0.10992676726723641,0.0032689998456812515,0.06273099391877701,-0.0093677823333854,-0.0006384124775395931,-0.08881847208516115
HSPA4,-0.0381655541692261,0.022331784550420224,-0.024129289762905713,-0.005975282581822615,-0.04899538464241215,-0.049627284113913504
LMAN1,-0.031499457198252256,-0.04530941133352786,0.029660665626747865,-0.021640588251289353,-0.06592241535122478,0.03234917005876079
LYPD3,0.018096480941411846,-0.006862473836169691,,0.0471896082033089,0.033166861499181785,
APOE,0.005193644162726113,-0.001003682158756774,-0.03260199860313606,-0.06648078825561479,-0.050813737966585004,0.08298102523342554
SOSTDC1,0.03622863029955834,-0.05483687695594314,,0.07524917519410189,-0.044990943944429054,-0.037736936051408584
