,MGH258,UKF243,UKF259,UKF260,UKF269,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
QDPR,-0.0633298661145479,0.02543881746661105,-0.023020228509682137,0.04270818453627768,-0.08844404533855789,0.005482569880951671,0.01202505630194337,-0.014904828982072653,0.07114109571011155,-0.11636841920794776,0.05675431325213816,0.10800439706349929,-0.0067315117506971545,0.0074656799122577566,0.06586607593384804,-0.06361745011510299,-0.03289979126866261
POMC,-0.016439212091740128,0.018349902300188996,-0.0001270589273558994,0.006412814810740548,0.046201070566940484,-0.019782322333804867,-0.03641007755688733,-0.08682483206261973,0.05567307308701147,-0.008663955676251067,0.00374616440989696,-0.01635148507169405,0.001999612070896598,-0.01169810147994002,0.06554120077472224,0.042257954343415616,-0.022056872474766575
CCL18,,0.02597079772950174,,,,,,-0.051822704067719515,,-0.044101755848839026,0.02439443303510943,-0.0218508006985261,,-0.030898045136212183,,,
CCL17,,,0.02143869151124561,,,-0.01309750604072965,,,,,-0.027938514479456483,-0.04824775373319317,-0.04336727147195093,,-0.03515126909545754,,
VEGFD,,-0.041920835476338486,0.025785648794199725,0.10023777745571255,0.010165179550915006,0.08059477558579775,,-0.08370481052267739,-0.01967129346272736,,,-0.008995297518418186,-0.023300770008831587,,,,
TNFSF13,,,0.018086758008468186,,,,,,,,0.030431267054632897,0.09134909815506344,0.0991298827628894,-0.031061922559115517,-0.02300718017823696,0.01636652651385585,
WNT5A,0.01707123469914738,0.0025143323434733225,0.007876463282243368,0.031719708330024306,0.038869455426579644,0.0005588426160708221,0.1521925677600716,-0.014159828731645101,0.023495092224504053,0.08070652254143558,0.008016564104889283,-0.0034751318069197986,0.01791754049436235,0.03959282381180265,0.03358688559265208,0.043721843042093075,0.020763433506061673
CXCL8,,-0.11919134137138401,0.006783576748874831,-0.02674183866408125,0.030325814374982274,-0.0258232400868255,,-0.0431010096963222,-0.048875323250364026,-0.015104815568455205,-0.0639505478286768,-0.17714176530078712,0.00859710398050983,-0.03546349800529671,0.009410182556606982,-0.048796704669162395,-0.09730636692581929
GRN,-0.032705098949953784,-0.02257219711340985,0.019957390674205423,-0.009222317549805454,0.06352097057623443,0.061465270479026744,0.03222230344385384,-0.14010551544800587,0.014658871480728544,0.09186201175001664,0.0128665571571661,-0.01488083347746939,0.058654062840236686,0.008994297144409972,-0.005508026177192486,-0.023487839772303502,0.01623483813666682
MIA,0.06632194225775953,-0.008228288678881921,0.09091249666619212,-0.03131302296918847,-0.010339713327428366,-0.019224318749469314,0.04292219525871364,0.13039188377890445,0.0257456753907222,0.12333043544330714,0.048347811648092,0.15856498522886972,0.06173171211221025,-0.0775273281750887,0.07437582350855225,0.07956596437164448,
COL4A4,0.025776667929308175,-0.013983551082777206,0.015799358272599266,-0.0016219696847651196,0.09895444873049694,-0.018648302391878337,,,0.068141238316481,0.048063457006869925,-0.03699010235515534,0.028752841764282472,0.010641378374273465,0.014606823068780367,0.0032847412396669095,0.003057053599713729,
TAC1,0.07406234430948476,0.11630179319941142,-0.002592099808602198,0.04591177719018837,-0.05566073798950491,0.06396069120312699,,,,,,,,0.04004098110622127,0.009699936215917946,0.02176750783168871,0.0230960551077685
RARRES2,0.03894382800177133,0.012623286345676584,-0.010111581275165038,-0.04274136395029131,0.11010127939001883,-0.008876197400339956,0.029498305647232693,0.08346986784170225,0.02498366554698841,0.02316345564399939,-0.01070757617002606,-0.049286871782891664,-0.07425508845534935,-0.1004516866722863,0.029769937107091856,-0.0595393980364579,0.011315778382936443
FGF7,0.09381062264826942,-0.0019535431264647895,0.005251072218364432,0.017357367254222027,-0.00913341853381189,-0.03624484040895639,-0.029530498784027248,-0.06988069943796262,-0.003137234968365823,0.0545064097974131,-0.034078095057945686,0.009090359711521796,-0.018660792911275793,0.0172464551934578,0.11006708793444894,0.02009569513223616,0.025950085463112026
EFNA2,,,,,,,,,,,,-0.01775096294386371,,,,,
HBEGF,6.307085083555954e-05,-0.011264471751859378,0.008899030732027679,-0.07243119370147107,0.029696209805152498,0.00013675581163613597,-0.00030631875057488,-0.0070212962237519525,0.03200936541429678,-0.024953748884419813,-0.03758672704024875,-0.029060622092847873,-0.029665362667118715,0.05025767677744179,-0.12364067625970268,0.0073231492568261005,0.018271054722383308
CSF3,,-0.04220060356117321,0.03955558594471356,0.017545473825263436,-0.014572828699951641,,,,,,-0.05803690702185913,-0.060968692354048934,,-0.03965642642912898,-0.02508902579448326,-0.02280789837172795,
PI3,,0.0019980563135616426,-0.008879566545044914,-0.06394280748249229,0.029579415266100837,,,-0.08957527305858383,,,-0.06603514347848903,-0.19636018123348367,0.005595375577904292,-0.09134480374050315,-0.045202782677557056,-0.08172538980944268,
PCSK1N,0.0490690189683575,0.09496811117983157,-0.0008163876437745921,0.07066653303901946,-0.05432815941786408,0.011087908814652431,-0.020149131381459028,-0.02407846719399072,0.03713068815955339,0.000814731451526585,0.020371709388633818,0.028181779862137005,0.03738803783525222,-0.0047624358774961744,0.06584414725756868,0.04486648124830458,0.007747021645136268
NTS,,,,-0.01781369220732221,-0.017911759457693823,,,,,,0.01782531766867529,0.060124068533188295,,0.05697207936694739,0.08558041430061682,,
SFRP1,0.00633000825010375,0.0030256753751847117,-0.021596461744071604,0.023792043931389208,0.0558774968650823,-0.0373991804672253,-0.014338872934605368,0.10159162640982351,0.09405054972646043,0.018593811068311105,0.09990317922935328,0.03182651784359204,0.002533862663510133,0.048386147823520256,0.0009357517339978358,-0.027472483630145348,0.049282190304852376
CXCL13,,,,0.024238616044024268,,,,,,,-0.02102954649872382,-0.05157131960649118,,0.003044097224609414,,-0.030382679682094283,
MICA,0.030863397760618024,0.019336418399632106,-0.016178020536461942,0.017795435300067046,0.06023670612424903,0.027430458226222115,0.06619113641430431,0.07873978717338348,-0.06052859867671332,0.028916248538350956,-0.0007679276536943061,0.0728402774307734,0.07112496868807944,0.04958017927784301,0.06910192220623931,0.04226565175238597,-0.012652881165137865
TG,-0.032673786452591155,-0.0336406167517842,-0.023306003840933134,0.030344185888685624,-0.01758810043936243,-0.002876227445247698,0.08981654788972666,-0.006104027196783165,0.023017504338021005,0.12874062700471609,0.012340136460360215,0.056798631767612066,,0.0848470470671581,0.02325543484916546,0.1293011281614242,
ADA,0.03074566544947643,-0.025108065238049523,-0.021583422214094768,0.029487613563504798,0.09673278803008172,0.05478923936487788,-0.0027142507525907754,0.12484233098045625,0.00037335631393515823,0.07072755178517212,-0.01178493802320828,0.09401663052623868,0.1377036369902239,0.037432018640804615,0.031872493059727766,-0.01447032303172569,0.10710509740033063
LAMC3,0.06497750691745555,0.033901769124420694,-0.019807502567752447,-0.023875117780274655,0.06949544663908817,0.042368695149976474,0.05153303386254409,-0.07032647912082211,-0.02128257412355219,0.07588841291875645,0.027299478228364666,0.08993471215838238,0.09216442088969547,0.01807512104616726,0.0772925744019603,0.11249038360398596,-0.068761932061232
CCL7,,,-0.016850203540309316,-0.018982602286933097,,,,,,,-0.04187339335974387,,,,0.010734931442996315,-0.08801867517125966,
NGF,,-0.024312967326984503,0.0733814968667511,0.012685489133594866,,,,,-0.008334123611315029,-0.027513017172100904,0.05634360576387242,0.010325203946654583,,-0.005669470310845887,0.04254455617426996,-0.050345180004102194,
TNFSF15,,-0.030078174924619946,-0.018763525775032576,-0.00739072245056526,,,0.032259895263863546,,-0.016939086505786464,0.021915677112078907,0.02216800201445152,,,-0.024625959995650246,0.013835368197614443,0.02250530278981405,
HMGB1,0.005745055867493246,0.08046196501449161,-0.018600914743569816,-0.020394656025011188,0.06839411347229747,0.012284587846281341,-0.08750741648440441,-0.042848935838037144,0.034552426423442514,-0.08662429583935596,-0.03006487412936523,-0.08170443979669796,0.05998301377150046,0.01219649397743865,-0.021335071020415004,0.029283889586490055,0.04420850454120899
ITGB3BP,0.08895990839351256,-0.05393856222142134,-0.031133723607817396,-0.030439320199828184,0.05736773631444106,-0.05495664869976341,0.08484072730212043,0.06513744324158216,-0.044056075662785896,-0.012669707332124898,-0.036468244830154366,0.01592581551930127,0.015861825753514972,-0.046115202199547164,0.04515707533932041,0.013122909498944839,0.11187649248774546
AANAT,,0.01282496447912478,0.0001490534273049027,0.03194038779614921,-0.013145085856089067,-0.017569051563654337,,0.06713069964847287,,-0.04593382738015638,-0.03673478117948574,-0.00376633617230565,-0.014126833681347848,,0.057092063803531296,-0.03173877940342547,
RELN,0.04182467199458909,0.10075036017313457,0.059599334806963895,-0.013366868993810366,-0.03857180630451079,-0.019450456527999687,,,0.08033648906202014,,,,-0.0008635336135239076,-0.004987492065616764,,-0.04620223621972343,0.017108222555210207
IL15,0.06222493837109991,-0.029300307060458365,-0.038594586340703785,0.03913515673736651,0.061355766144904324,-0.016294483296935485,-0.018736138385334746,0.007082271136514905,0.06932530064259898,0.11554643432541317,0.020940525023824697,0.07759419131385664,0.09319430239278514,0.015455745460224317,0.033523377662412694,-0.02751216140526164,
UTS2,,,,,0.05500816730961906,,0.02651339366941433,0.009025253682167198,,,0.06622169183608884,,,,,,
BSG,0.14222908884177968,-0.08601588707795846,-0.0042407834835197005,0.04034549991763079,0.014418934742936254,-0.037802491369133606,0.013858167403828656,0.029408362524051167,-0.00025726338239645736,0.01897924142273478,-0.006238768070266843,0.005240960281807765,0.0871719307600095,-0.05705415664030201,0.06718832348789953,0.08154863837571134,0.07726152918341367
ADAMTS3,-0.01027666867813977,0.06047213704399519,0.042901483244969896,-0.00016935650404409578,0.0890408003415013,0.010593443756192264,0.03078769557270506,0.10043224691014149,,0.014956598509751824,0.07957305344962838,0.13836745956514443,0.08361577004114534,-0.016596308998147027,0.037676142385604294,0.015505492678903082,
CD34,0.055883616873380816,0.021819564386258063,0.0073910584390422295,0.04052556539521246,0.055714697842501146,-0.008741634236620199,0.07940289765811456,-0.02601616683738428,0.039887338048237575,0.07796617243562658,0.08701859534235223,0.04752606104155265,0.022226550358894478,0.003463772102059459,0.021364418138320147,-0.02249336065803969,-0.11683865809409227
CCL23,,,,,0.11456476387429454,,-0.0009497142511351401,,,,,,,,,,
PLAT,0.05338042520338314,0.0022578989384685415,0.05745560900571428,-0.015713488610230766,0.05944549040888934,-0.013185577160061551,-0.03433491149071597,0.012599193032882568,-0.08209038805243848,0.04620166609971518,0.05093661632805114,0.13188826339131823,0.08594634930878539,0.016662470005796102,0.06560217858194362,0.11144524463439648,0.1258666861998084
NTF3,,,,,,,,,,,0.06892983129621254,0.08984022780828123,,0.0033783717799099546,,,
LTA,,,0.03225453688309721,,,-0.016294485308334106,,,,,,,,,0.0582649634852124,,
CKLF,0.04109658000221816,-0.044432100923865854,-0.01718171776944068,-0.024572278836359134,0.11537868952607609,-0.0024704636854856127,0.07346628374571437,-0.027718411020332786,0.08141945902104912,0.14942828494560645,0.012973990385039887,0.09893278585645303,0.02191330972271805,0.03296592587742151,0.12069151568340282,0.05544793603685464,0.08273420156072712
CD24,-0.031840231112497806,-0.06055276598905168,0.0485754455605205,0.040539552693644225,0.03290828086021523,-0.019161382300254423,-0.01641527174487344,0.07864852598216845,-0.07878952629048415,0.02438918048463652,0.04193010115037339,0.05470868891495232,-0.012503503336339863,0.06477614518088369,-0.014461965605669043,-0.06762032383419866,0.01636896593051796
HSP90AA1,-0.05503245797399642,-0.022261913140747873,-0.02438518135205173,-0.002294647702174471,-0.10063078161983684,0.024009104874555622,-0.045181626076202686,-0.16397752427861106,0.04968450599613441,-0.0671142204600251,-0.10557974899426964,-0.22609737626237028,-0.0015816102384272662,-0.01587160580134359,-0.0796449132963345,-0.0324257489373524,0.020785523125839523
BMP4,0.025572613002285874,0.07646957367795944,-0.006459638758088928,0.02278690829305662,0.020538600448453282,0.033510396971959865,0.03077871528300583,0.09607195274711848,0.08496653650213401,0.05287408987937551,0.007556051655630046,0.016082576704604976,0.11504767563301475,0.010889200596573258,0.025645245568085135,-0.038721967686693816,
SCGB3A1,,,,-0.02482333871021673,,-0.011370076362599525,-0.04862982368215528,0.15132533765425255,-0.04362874732827602,,-0.004711841649035486,0.005661421422112068,,-0.04327900144411143,-0.018983303799077787,-0.008855234258398516,
IGFBP4,0.05881289800210633,-0.007333267135685887,0.0016448988609072128,0.03520151663085447,0.059981586210954084,-0.050217088136651836,-0.0074134235824937465,-0.10026909768532703,-0.03246936890507146,-0.003330875054548253,-0.03673830139391826,-0.055589418618859784,0.13312732994698956,-0.004160260569499561,0.03176798507093857,0.04612359267879672,0.050222708936041624
RSPO4,,0.010035972613754766,0.0320047614532948,0.036562378888666466,,0.00913292338844271,,,-0.04831865889927511,,,,,-0.011247881738423187,-0.014276210507078382,0.06424360986337241,
LEFTY2,-0.00206080355383118,-0.002279047110865403,-0.010369269275968823,-0.00835202170568909,0.06307773711289917,0.013120125945608054,0.013851220444627745,0.10921182695834271,,0.029289114493393588,-0.009881857976755495,-0.036525229160645295,0.12110706610915312,0.06543046343497713,0.0022974167825631168,0.03684971771488068,
PF4,,,0.004775270979744669,,,,,,,,,0.028539901681013072,,,-0.02071894031339539,0.03121752086224465,
ANGPTL2,0.006186885931120955,0.013901049320871193,-0.004995677897051422,-0.01806707652285453,0.05380584066587218,-0.02094537794875753,0.0030916305299711387,0.13601476999278805,0.02458159763231913,-0.04564180711324077,-0.0037473708111838556,0.13715400584134857,0.0064651748336147855,-0.01625489469411704,0.06323378154092454,0.04302240659713166,-0.04248343845509818
LRIG2,-0.0378407529291759,-0.005678681298033503,-0.018427669223505864,0.01875535875602167,0.05071292407299602,-0.032912032932919257,0.0010637281074426946,0.0990204895861758,0.029974660183133,0.007484436107130306,0.056850997223521355,0.11383585629928382,-0.01255745474301275,0.019786621426032686,0.0735657872595798,0.013723072993882604,0.05181008270898477
ICOSLG,-0.0070373496521087125,0.021926410827810612,0.018222118760497712,0.017627633388167013,0.04643890804113504,-0.010412726665621975,-0.016246021431081996,-0.08945119048411394,0.06423814681196915,0.009446813270932592,0.03415377732400466,0.07289191058187015,0.10906579527189339,0.057840941810513836,0.0952300750960498,0.041292778446712745,-0.01681011631149253
WIF1,,0.11997942226919332,,0.0358555015044998,-0.05262009321803762,0.043365412634680425,,,,,,,,-0.03201610439971556,,-0.0009089046522256508,0.0021272962502016414
NPPC,0.0627239353916112,0.029349470084892415,0.015196017723294458,0.0037180387983938856,0.010174484329294728,-0.0364864676131786,0.10150738125842823,0.07924211686688522,-0.05102312373427474,0.030609115567632825,0.06888981154160208,-0.05508898371403921,-0.007647545507142389,0.001754235484449774,,0.029709878671941154,-0.011039410910226817
LYZ,-0.06341540727832314,-0.005354001352213173,0.0018750582277838144,-0.01861100193240419,0.054000997737196986,0.05704223403742001,0.051571965598055027,-0.06771200542510578,-0.010394626647477348,0.06797362770141553,0.039134572845933094,0.002192148572386932,0.047248852990387544,0.02981221372673086,-0.008904977959404465,0.06106930661047566,0.0056033787019016896
EREG,,,,-0.04031758423393871,,,,,,,0.03706852622956672,-0.06344046701962941,,0.02847470347978828,0.005161760749558811,0.07568364593320037,
SPTAN1,0.06738328019705243,0.059445814100966124,0.01389036621808427,0.06134564314496771,-0.0022523248742881592,0.03998605313473325,0.009709677675413116,0.12513986623979936,-0.038993653474810916,0.11175919651112766,0.05446277689119508,0.12276550524512707,0.04975958227982042,0.07765776948757148,0.14201298090101058,-0.019946715422559918,0.017429614088104832
PTH2,,,,,,,,,,,,,,-0.0056525434345846845,,,
LIPC,-0.01886120352481357,-0.01020346263109591,-0.014826089575767193,-0.002005874284887332,-0.010441005478083958,0.0028513665328501843,-0.03691912823731947,0.006006264330364231,-0.029830492757244392,0.08243477676912414,,,-0.02933948994260175,,0.047041693717222034,0.025195262158978684,
COL8A1,-0.02168549512676956,-0.039625524580984645,0.02091417411486103,0.04760136591166742,0.07739021125723802,-0.01945703672063581,0.02600132001914546,0.06601647089659012,-0.0352642229776097,0.10875533328913795,0.06454815240149965,0.035534460733647105,0.07387491077410888,-0.006457015301367872,-0.012827416582888157,-0.022035771833991406,
GSTM2,-0.031458578969610615,0.014361096127289962,0.038027770310071686,-0.006084081903430263,0.03489497505478895,-0.04528012387686474,0.06005356064760079,-0.0006597165468417236,-0.06387038951164749,6.829352396553695e-05,0.06677405951738735,0.04049430147426252,-0.026017856938580407,-0.029688543863444525,-0.03312479169936379,0.046888428411857266,
IL4,,,,,,,,0.10217046743564921,,,,,,,,,
SPX,-0.02640426043383043,0.14413535213656248,0.004591128951081616,0.02100542137493631,0.011305131749684377,0.05150203544104684,0.02077384248708496,,,0.0281176323353311,0.010355021490029705,-0.03615094667937393,-0.07246608795026835,0.04025682685471958,0.11076148431219089,0.02963873478910207,0.044926235447655255
MFGE8,-0.02092655120871192,-0.02380464419909796,0.026062061217697226,0.06690069841409785,0.014709706364738978,0.03087404955801373,-0.014431562216078195,0.10540719300554191,0.022759175699454588,-0.01688903756385201,-0.014161314711635023,0.042361561081505746,0.0526676311189691,0.02713037701067095,0.06939883809692503,-0.016697903257778066,-0.09263242172840203
TGFA,-0.0016726573268381754,-0.08976128427165708,-0.02657150103967479,-0.01343502330250141,0.014282437309743014,0.011173594495640557,-0.0669280655197247,-0.02909646698066912,0.11393137926382771,0.06195676548648024,0.015394837161512432,0.06429947383587842,-0.012778195089866244,0.045596564535837096,0.030265243530024803,0.02326618348815091,0.11640586981530449
SLIT2,-0.006684377154501948,0.12545764374291227,0.0020560521097575295,0.051266102106077904,-0.04367910665656807,0.025248040606914806,0.03065927920206414,-0.1006828457876572,0.0696935111341082,0.10057447353639959,0.01439672558258994,0.057011839014977875,0.08198945403088859,-0.005351073672412305,-0.003661238123393295,-0.03199388939598163,0.13365751243292895
PLTP,0.0791272912804001,-0.05409989047807869,-0.021743947655159013,-0.031623721130281765,0.08707732138011225,-0.018133863998353553,0.0501423924308638,-0.06742272188854748,0.02017359573114194,0.04466754983666464,0.03249520004732828,-0.011170639688280148,0.06651489124495327,-0.03522350045930305,0.08359571260089425,0.055470775168873325,-0.011113376708611608
APOD,-0.07504585180612444,0.04062148198421287,0.0006624808591504275,0.06083378115380129,0.0019812921364092293,0.007735030770504875,-0.056080205382236806,0.1164856081169158,0.09216645444841201,-0.06426187679852845,0.1282988530949062,0.20089650180051677,-0.0707394684584233,0.024660081462444697,-0.0031171934195683916,0.02262860568041811,-0.018701148287914707
B2M,0.01620374627751915,0.09223368249593755,-0.034679961483265444,-0.05495709189094637,0.09846572906232215,0.0024301625141775122,0.04535612648600425,-0.019063872857685685,0.07383359143468059,0.0857279941931103,0.035155774790256285,0.08311694883066251,0.10596493178755814,-0.02964745941160583,-0.02153272992906554,0.03792822074095179,-0.025744976204683866
OMG,-0.05902158588819197,0.11656540019966524,-0.01929865231676663,0.014280725577297558,-0.020373596541579046,0.016111627499891822,0.04848456024494703,0.08731870349775578,0.0948202528407693,0.028006756983335233,0.09914510039573805,0.1887056770356495,-0.10763109525680647,0.0606024853264201,0.14479103641587812,0.04013248323115216,-0.031011195844961485
CXCL3,0.047511896147847,-0.009749981106051154,-0.0006818875427898508,-0.05509139461997502,-0.017258869359994062,-0.011734980131509719,-0.03588169447969036,-0.019748266345924075,,,0.001668765539205635,-0.030322484867508014,0.04923273561915535,-0.037206999838384595,-0.036956698874544315,-0.026731114134759357,
CXCL10,0.048021979365263194,0.038359484333378206,0.033097975104358066,0.00531352844757665,0.09056087370381954,0.05224439837196845,0.026273778541361925,-0.08800167420330793,-0.004047065494272299,-0.015153400080148802,0.07816913060007474,0.01713494391105266,0.010991170909017883,-0.022439355227637747,0.037208715429534085,0.05125457745269135,
RSPO3,,,-0.017072890004213644,0.039209168231703985,-0.021584927985672825,-0.01226282806784046,,,,,0.09623316238438498,0.10017782404283623,,0.032563805972770164,0.02585067138170112,0.07159710897594267,0.0822993455285112
CORT,0.07298400439659032,0.06036019744877135,-0.030774710240771035,0.010719371190807011,-0.03735755385548334,-0.032532902053718046,,,,,-0.047746749689998494,0.048710611050303304,,0.03293397791731437,,,0.22543139996059783
NCAN,0.034264340655793535,0.0314587122755623,0.03898802372179358,0.07240269355293827,0.1115531294998923,-0.02835908008194777,-0.09069553721535727,0.06567691556518919,0.08296615838699621,0.14864507581860278,0.06204979463750522,0.21975580594755248,0.009016685569418521,0.0645280945526157,0.14787579971482293,0.08408144857420694,0.009583446631369502
PRG4,,-0.018280297070846163,-0.016850206166163405,-0.019860352164557296,0.02275102148341902,-0.014337273131563712,,,,,0.025848976825210257,0.029116400718398446,,0.05602936766301713,0.05295021396764231,-0.04363629724394038,
ZG16B,,,0.08649093828909915,,-0.02018794055027865,,,,,0.004583807878406225,,,,,-0.01430936402686755,-0.0074795488282911144,
TGM2,-0.03870118078617793,0.032971117538051625,-0.015439611341081403,-0.024375285533538488,0.04414971665991143,0.008890967885728091,0.0479795967670157,-0.0820384203405397,0.0519218118773225,0.04224060639054908,-0.045988919045746875,-0.013960877893082669,0.008108498786363574,0.0456071527744106,-0.025699228668108903,0.04267280713454584,-0.038609657612992204
VEGFC,-0.03267379539357816,-0.03260871511939417,0.03700465673339265,0.03383524692454634,-0.02465268219772889,0.008689676752207543,0.04586345096937263,-0.01930947477535633,-0.021120559746811717,0.03831241839696649,-0.05388865173037435,0.014176425279474034,0.04551819016785721,0.019995419983681047,-0.018861827315011914,-0.017032385951736378,
WNT6,,0.01658676631682726,-0.023306004808610777,0.05555864594270121,0.06809531104531796,-0.012769860145434459,,-0.008222475502960267,,-0.04856095494200914,-0.04817383991905333,-0.033238640844012915,,0.01785631483836539,-0.052040653240328215,-0.00985598312673958,
NRG4,,-0.03082035919367916,-0.00601569944718266,0.023924417040376983,-0.02329005831257804,-0.01706965317484738,,,-0.0004536442648804975,,,,-0.04001057628095353,0.01606737997620971,-0.027398934847424377,-0.041560655748301284,
PMCH,,,-0.02841509999432408,,,,,,,,-0.021978190677368926,0.039170751390290665,,-0.026185525599674412,0.013537856012207921,0.026285095045663624,
COL9A1,0.03741731229865963,-0.0480142739741868,0.0769882589643653,0.04488394526550781,0.053807818389136064,0.10527538772617312,0.05132354868882853,-0.049053187104290824,0.036570504506055375,0.07984487142046075,0.028656260460148686,0.15037700119630695,-0.010664879304656103,-0.006392115281400718,0.10911008763718141,0.07853747756305479,0.04047082792259627
GDF11,0.02977730773351148,-0.013269934282628997,0.025949731771753606,0.002146667396419923,0.024607460000396413,-0.007887726912379791,-0.04971710540429578,-0.07081661430018717,-0.011711315489443637,0.024311012616413358,0.05539079417125167,0.04171870589737236,0.0020240265801710726,0.006450407058772534,0.08991153665809785,-0.02985214020190908,0.0011894274895527135
RAET1E,,,,,,,,,,,,,,,0.0414995023805986,,
IL24,,,,,,,,,,,-0.03173277062436382,-0.02865153122525107,,,,-0.003921654314278623,
SORBS1,0.004630788282717824,0.05346992647891777,-0.016288355272571754,-0.0038642074456517387,-0.011135750202421938,0.0026717449557519075,0.02173244430009183,0.030046608897183646,-0.0845857373383354,-0.001632262989644208,0.005380641006520944,0.022393458915801637,-0.02917328836449184,-0.0038737983071364074,0.05435910074995007,0.02580746838946183,-0.018867415828621364
DLL1,-0.02842251884452537,0.1750717842235354,-0.020978026991283937,0.015420304213220765,0.007670937975115529,-0.052279149677714395,-0.01103251582893782,0.0468165209029721,0.08103640847371897,0.01730868326705135,0.036579950441546785,0.18027261471817368,-0.0022655730234170533,-0.014434144113778745,0.05957289627060542,0.00234335052255749,0.139759541851074
TLN1,-0.006130794489742802,-0.044817764145202006,0.03573276064972608,-0.023522012240124065,0.07110076329309693,-0.07082987486638094,-0.022178246557096118,-0.031148771002336106,-0.10601711310225762,0.006620735480420981,-0.09093468714525307,-0.0627867866952166,0.019341974313707166,-0.019459316693857396,-0.02616073769925628,0.016154867441796384,0.033243194834115
COL2A1,-0.030689047925642494,0.02544120381680839,,-0.017738307334008257,0.026961252118325802,-0.011913414060300234,,,,,0.09331686420535709,-0.0066759514384236085,,-0.04828876680003688,0.059166883509676714,0.08565917092499681,
SHH,,,0.015175310041929114,-0.036481777345360934,-0.013567572996442463,-0.011370075368784068,-0.002225888058821211,0.03401797575577301,,,-0.04470827486223808,-0.008206685176222878,0.1380448729439774,-0.03105396625038334,-0.004559688363453733,0.047831962696340276,
PON2,0.08770889029369848,0.028627591026468585,0.003548236296982111,0.032467040609411475,0.04268989906031555,0.03146941543033571,0.031197027722380446,0.20472822840448524,0.02789344103065287,0.11284833321588406,0.12653876597752353,0.118048429995152,0.014010245371312255,0.009963308563402516,0.10838381456032409,0.11436635332011655,-0.019554241771062165
