,UKF259,ZH8812bulk,ZH881T1,ZH916T1
TGFA,0.022140192250036727,0.03833265330414361,0.02397811143144026,0.013233335238240027
SLIT2,0.00047033225163868424,0.008730223774691197,-0.013056453107645869,0.016272204672313464
PLTP,-0.06908791564582686,-0.0625734308236186,-0.11959520876041807,0.03501057740764728
APOD,-0.0030609947744489946,0.10338543060788156,-0.03902954892668115,-0.0470740752584067
B2M,0.08960084186112614,0.07964405786657945,-0.09323429983251674,0.0925990758155888
OMG,0.005371515621723503,-0.0014027403503299547,0.10306275099815866,0.07891567571715857
CXCL3,-0.03169613133739286,0.0702578813691139,-0.03574982947794277,0.06486737044403483
CXCL10,0.03946834338008239,-0.029199768783965647,-0.024607682677753068,0.07251228099748959
RSPO3,-0.011518564370316304,,0.011626480254164441,0.07184288783039203
CORT,0.02165784874812898,,0.06229922502269494,
NCAN,-0.04611260188749564,-0.029780447438170328,0.16065554893581746,0.017487672648748905
PRG4,-0.011368326295674129,,-0.03453585684114888,0.04487097069624624
ZG16B,-0.013194333009492229,,,0.003189240941861176
TGM2,0.06360198483618092,-0.026280926945157816,-0.0518091792250587,0.0809378504033605
VEGFC,-0.005514553631207899,0.047443752662313786,-0.030736313083035455,-0.0015917946529882515
WNT6,0.057258473262311115,,-0.02390092227396201,-0.033367520556438345
NRG4,0.0690855724700132,0.04325074436453091,-0.008490307363223006,-0.02215817367044585
PMCH,-0.019170811637210662,,-0.013692343508098488,0.07174010994548978
COL9A1,-0.014450455247326627,-0.030135380063629844,-0.02030325654443574,0.07483939284314346
GDF11,-0.02008641514621434,0.03529241992820126,-0.004412410995671186,0.03415722722899399
RAET1E,,,,0.02837929140435953
SORBS1,0.025797311671283473,-0.05366831223087859,-0.06427664874159054,-0.025295005482118178
DLL1,-0.011912033637689692,-0.001686752825230697,0.07205668009518001,0.06059001409743255
TLN1,0.001487885961973385,-0.006268590260648077,-0.06490906496329832,0.06538612154632881
COL2A1,,,0.038665910406168076,0.09691466331426384
SHH,-0.011813557541976277,-0.03915551725354413,0.03784777507332477,-0.05076718297829057
PON2,-0.019608936686366273,-0.0031479987782883317,0.05243130262688093,-0.019811858406688282
ICAM5,-0.018412267910354798,,-0.007300442369254379,0.012873877479579746
HPX,-0.007467865050503706,-0.03077843643914199,-0.0379010307517155,0.03700702744945749
SFRP2,-0.013454361806730387,0.015835112833089707,-0.09194586424220638,0.027155634277542612
CD70,-0.022868586929885977,,-0.03463171582013884,-0.008313845375317435
HP,-0.015267668785706564,-0.029401049530922502,-0.0792985835866193,0.047571628650056576
CXCL2,-0.025347246908539695,0.0022614629343757596,-0.052968006618075845,0.07114396169943159
NPPB,-0.02789287344168515,,-0.020464622540315624,-0.00345606256813048
CCK,0.04327336007472757,0.07315613752882873,0.09860466684140776,0.07007933380000066
SEMA6A,0.007103315616787046,-0.014588497100166563,0.10639370119006572,-0.006137161573099495
IRAK4,0.012658437652431787,0.05789095223826411,0.015183550212948234,0.02669476456478948
GSTP1,0.03417563748778021,-0.0138912468070767,-0.033952606673015924,0.009570858498106035
VCAM1,-0.009069042228000767,-0.032456735154883856,0.032971260086070105,0.06717943311771803
NXPH3,0.011693285868279286,-0.037907663124008485,0.08043434387389534,0.032196483972237795
MTMR4,0.04043032416799593,0.02397746425283058,0.015693473484247124,0.01967379492984145
LAMC2,0.01958847350163808,0.06812946857862799,-0.013290555076425731,0.05759528829554803
IL10,0.0011100455083481787,-0.021409351904764538,-0.021507157190183035,0.00814353169175512
SEMA4D,0.04715276388617912,0.06126770800250089,0.1010831818774994,0.00547729125695195
TRH,0.20542391529196008,-0.04905784777573136,-0.038060823544706655,0.00870856456641326
SEMA6D,0.0022485611679141358,0.07054219295981017,0.09619717777490261,0.009357283869148048
CEL,,-0.016924968470929426,-0.02220934662743962,0.052670946576405975
PDCD1LG2,-0.010018510762709083,-0.024355980423934224,0.03633755843162225,0.10138470772314628
SPINT1,-0.03292007844028063,0.08602720281286966,0.05309832268451668,0.04482668127291692
CTHRC1,0.028578637613387806,-0.038456393768847755,-0.09099973991836877,0.09916484020479102
PODXL,0.011207113269950098,0.030366938635881063,0.0020402490842130285,0.06130343156096705
JAM3,-0.03340710878238364,0.004115698905637937,-0.05409477371503248,-0.0035737073651882748
TGFB2,-0.01650495471768757,-0.016573012732891804,0.030077722238268677,-0.0019254558111719902
COL18A1,0.012951405179859491,0.01436693340944781,-0.12283993550099645,0.08226236531713192
NODAL,0.001341124648067346,-0.0017241207038434583,-0.01519874653994658,0.05352771984519123
INHBB,0.05810544274283816,0.03386366966120649,-0.040582629023247364,0.013669920249742696
LCN1,,,,0.006579412364985127
ARF4,0.007781377133699466,0.040190896165361284,0.004527541601090523,0.010875603792558489
CXCL14,0.024284950451243195,0.010468462190848366,-0.05341434784338778,-0.02184183880470114
LIF,0.022322268733532175,-0.058669174999270386,-0.08046816855709463,-0.026922767216913533
IL17B,,,-0.018908652993984573,0.07836925131644751
MMP1,,,-0.013692342423748666,0.08378087240951293
MATN1,,0.09290378843895641,-0.019487396849748997,-0.03061908772506613
ADAM28,-0.02328902311646915,-0.02297895063060278,0.02742178239987624,0.056420905428738434
TCN2,-0.027502658611503233,-0.02125025611711193,0.018051098956605668,0.07363907766247069
THPO,-0.023966683164243795,,-0.016904414153370174,-0.020699868889549
CUBN,-0.02012236938006304,-0.04295426215770546,0.017227703113033753,0.08300801529916219
TIMP3,0.11137827454665952,-0.11942151116266539,-0.03189545904282688,0.07889125662786423
PIGF,0.009310704639453955,-0.04993429261272549,-0.00014440881918497607,0.04177825214780496
CRH,-0.0133249452225874,0.0342118648850292,0.006836663730046068,0.05280489153327899
BDNF,-0.0023505696909871107,-0.035835181874568564,-0.03358612248137492,0.02359458761917242
CCL5,0.062171946406919705,0.017537095913654197,-0.013462060852118748,0.08693341308375743
GAD1,0.07323318941864276,-0.003602202997923883,-0.020616199392476303,0.041717519223177284
COL14A1,0.05246177493702305,-0.04472535590364242,-0.0976641160757727,0.030959963539004026
HLA-A,0.023521683690915802,0.04126027275631425,-0.07146924369977933,0.06683915006741267
FGF18,-0.010586569332340512,,0.007704419874134933,-0.02517574871988426
ADM,0.02115866691310826,-0.030314613022162176,-0.0184258772302957,-0.021284191925880006
CCL15,,,,-0.021834924910280492
GNAI2,0.02873401805395743,-0.005399864200625258,-0.13529232558453294,0.05012313216006332
HDC,,,,0.03335075375828612
COL11A1,0.028164471081862166,0.030317197173089495,-0.01633588952531998,-7.858262865531102e-06
NUCB2,0.019028350869692283,0.0020489135693427377,-0.01536673762190349,-0.0012739972961704736
CXCL1,-0.017975199323968693,0.05811498399589605,-0.0019043701384935214,0.16944495269030185
VCAN,0.001620023656566179,-0.05829916484027184,-0.08976983434362351,-0.006087428522978923
MMP7,-0.02104681996127177,,-0.06004873556477237,0.059940216199153004
PTPN6,0.012765690288518483,-0.02575720404522311,0.046285462814880954,0.03894475402080784
PTGS2,0.007522709865780574,-0.00998677501575923,-0.04646991456736652,0.05265874282036804
XCL1,-0.011518566308914013,,,
CD58,0.043013325145705286,0.015345832332967707,-0.051348114700182065,-0.006393841859225315
TNFSF14,-0.0258879253879183,-0.021658956380021948,0.01719399522104095,-0.019677504701771684
CNTN4,-0.020700935964559172,-0.02817485191729257,-0.04102065171870457,0.010824400022710644
NTF4,0.02593828002764546,,,
INSL3,-0.010586567255846726,,0.09489195620479648,0.053550136788153485
BTLA,0.017313673874659367,,,0.027988269393454928
MFNG,-0.0017227224519725075,0.04774429429062008,0.0031252614547053865,0.06571764393400277
ICAM1,-0.013754740797698397,-0.0006156831476256225,-0.004993995229207348,0.007745036089814712
PROS1,-0.012286035488817529,-0.004289843850032442,-0.07323935898502308,0.023611839874590097
CLCF1,0.037401028377935304,0.058473364892526976,-0.019385416247684865,-0.00716083955348436
PSAP,0.018434175432929044,-0.0017934398099113298,-0.002213052167110622,0.06501752211518029
EFEMP1,0.07693385986491316,0.03066376413041206,-0.05151935455417716,-0.008204168450129213
C1QTNF1,0.04209851307743961,-0.031311481079407455,-0.0687186567518952,-0.03587744607248886
ALB,-0.01879493874224491,0.018798863691223997,-0.009628981674786404,-0.009159210062275238
CCL13,,,-0.02217730946922858,
EFNA3,0.007312943394016182,0.10289223028047238,0.019050543471567056,0.13180322752975604
DRAXIN,-0.029304215327876384,-0.032262032296845385,-0.05745563931053742,-0.0032646047589041612
RAET1L,,,-0.024019948229774952,
NPTX2,0.019254092292665403,-0.00503080422053878,-0.07186319674108917,0.048109925767929856
FGF11,0.020869572847274958,-0.04436075427832018,-0.0016903549065827616,-0.03151875487097508
CD59,0.04522662602756322,-0.0870253785851898,-0.04738158633556424,0.0400883919669968
COL9A2,0.0024960109154811396,0.016331259070002074,0.008560846163197116,0.061829986350083826
DLL3,-0.04524385024936161,-0.0657674071240717,0.10612307754857518,-0.016552801916316296
FGF5,,,,-0.020004469434931442
LIN7C,-0.006943106571726631,-0.10320563355163019,-0.04437502025234795,0.0027435354790982624
GDF7,-0.018889526741039664,0.020656812116593194,-0.016072686829099424,-0.0032329008654714553
PSPN,-0.02366910063171077,-0.021061588593122852,0.04716066190258541,0.04680294594304347
ANGPT1,0.024659164317004968,-0.06987044262103458,0.022161204379391557,0.05311155107222404
PNOC,0.02707865623512517,,-0.019054826696034997,-0.0032622320144564975
L1CAM,0.0498175071177778,0.022948310485615832,-0.041615884253677085,-0.037553764726380716
APOA1,-0.016486829361225114,-0.03097095415029669,-0.010618980959914941,0.062379367753074844
PSEN1,-0.011472621964850136,-0.028291428298269947,0.032436882404993775,0.011890066117264411
CALM2,-0.004784285578822467,0.09501976187130412,0.046185649178355374,-0.0033757665887095053
CLEC2B,0.02419513426826886,-0.014084677958271303,-0.04342299436999155,0.10564117219790656
NTNG1,0.07211558632755198,-0.0166738033926168,-0.03961141373128733,0.044450965555554514
LRIG1,-0.0008684073587089342,0.012538246591681694,0.1282810248775018,-0.037618141417960604
CPAMD8,-0.01252202003954513,0.003798095178660597,,0.08921337319955291
GHRL,0.03012554445124289,0.004323295007376307,-0.017385731338547945,0.09982550653014666
NPY,0.009020765154626707,-0.006627374457363163,0.08193796923578778,-0.003667903511612132
MMP2,-0.05504001670313817,-0.05571882381067218,0.024202752058556442,0.07797253995084992
LHB,0.01517237110215762,,,
PPY,0.04203607105087446,,-0.01473606547880657,-0.029959564680638675
ALKAL2,-0.01074729048628827,-0.03960591884015359,0.004575732024299759,0.0019483531536495814
CSF1,-0.018052921161185682,0.027285204797005785,-0.020271485021508655,-0.004069270525624269
SEMA4C,0.001845293932286499,-0.0042764431469567285,0.010427075373908096,0.07984776078683768
BMP8A,,,,0.03384165388057997
ICAM2,-0.0048447078599108675,0.00930807217162619,-0.02144427869213832,0.10253787326134717
SYTL3,0.008018874067472627,-0.009895107474263793,-0.03177269476058387,0.07833923963778137
IL1A,0.019527010018571066,0.06742815842748362,-0.025636758931075122,-0.01596068464981624
HLA-G,-0.011518565268690733,,0.022022785094460495,
PGF,0.02217322790019332,-0.039699584866034414,-0.035895965228817085,0.09209378307874728
LGALS8,0.010973707744556586,-0.018955650681677795,0.0154644888328981,0.01472664688244387
DKK3,-0.07091729712300385,0.015387152029896618,0.059564345865440474,0.056777736824590766
COL16A1,-0.011841997157865368,0.023114271632095753,-0.011879823913001845,0.09656983041079185
TPH1,-0.02096081414357422,0.0020898026526745593,-0.020562903304753726,0.06876898193630285
TNC,0.038578865485951935,-0.0032523416801854724,-0.1090396471598438,0.0021432280399047553
TNFSF9,0.04166726604150871,-0.0008168024938650388,0.03968218762309278,-0.002419296445578081
C4A,0.07652665532821455,0.07154568383325884,-0.01624219977038535,-0.03613626420692872
CNTN2,-0.0034664265539381084,0.06146338684266184,0.04041234861517696,0.04905228629307645
F7,,,-0.016072688383288965,
LUM,-0.03336820406982974,-0.08421889421815999,-0.10377015410096123,0.08021786890010722
BTC,0.04180201680029219,-0.02624300446254778,-0.015553850765989556,0.022535592147754274
APOC1,0.06889312864550799,-0.024622714116606652,0.06985785969982107,0.018075429098761687
PKM,0.01694088887885886,-0.03595111578664363,-0.06969456547250934,-0.06517403527083558
TNF,-0.017190675837376587,,,0.06250534413695649
GNAS,-0.05465222103049091,-0.08681841328481152,-0.0720196654492235,-0.00991526348278714
BMP8B,0.05177195886530763,0.048692651989784334,-0.0369551594073276,0.09413509644670749
LIPH,-0.016379827999982267,,0.003098813798345922,-0.028049855392200704
CCL28,,-0.021141463683179852,,0.018824896739571526
PTPN11,-0.011699014893884392,0.05402887708598708,0.04033382165466717,-0.033810354200310574
ADAM12,0.004798480370486773,-0.03906808862629704,-0.03148368238888785,0.049243333670783894
EPO,-0.01669895307238323,,-0.015377256459844658,-0.02215816694456646
EDN3,-0.0207878754896534,-0.05198633682270677,-0.047800036745778235,0.057516526842488494
CCL22,,0.05326308254071105,0.04196787842854464,-0.008941167680486339
CCL2,-0.014661084329393021,-0.06590426627029584,-0.062207192830718405,-0.052953355110069406
DSCAM,0.003862662680782079,0.061254037570900456,0.06821440071040921,-0.03768938974241684
ANG,0.12654801158363568,0.028056258921647544,-0.046131558507402325,0.06531146268172096
FBLN2,0.011188173499312518,-0.05185546867142786,-0.08907635144550183,0.036900852134784674
VTN,-0.007563819442833923,,-0.019911471647426206,-0.02454247654493975
VEGFA,0.018282229220571527,0.05218854083347167,-0.02552401475688099,-0.1124079794265701
F10,,0.07045917730551057,-0.026632416779823226,0.059149798433649724
SERPINA1,-0.023490774744564007,0.07491563718475229,-0.07139179741060518,0.038491900185674145
VWF,-0.028109008430851144,-0.028668067548762603,0.0005125612893475414,0.05946731283386298
GDNF,-0.013582616391919156,,-0.021532825989182238,
VASP,0.02677110045902586,-0.05148674724163764,-0.03948346548681348,0.04798434914230259
ADAM15,0.01825838133121721,-0.0631715417576529,0.004794403791697932,0.0808730940752778
WNT2,,,-0.01846383413984913,0.00339190870060209
CALCB,,,0.0065232480521057925,
OLFM2,-0.02282206521383991,-0.06849733324426117,0.06529717122121016,-0.027215942499578746
MFAP2,0.0651828229810422,-0.05444004010641292,-0.053843396649328315,0.08146847253019822
HLA-C,0.037601268206070584,0.10880689294394826,-0.06763501905304213,0.08313846774112167
THBS1,0.045233871600434704,-0.010683456968596388,-0.1144046265534547,0.006589263594749291
HSPA4,-0.02793042017894038,0.03492559648360851,-0.010942716871465035,-0.04643861243309136
LMAN1,-0.012817191552722667,-0.019706870773053817,-0.006965384526234891,0.008209346423964864
LYPD3,-0.012243316706543285,,-0.024491095183661344,0.13224727832541014
APOE,-0.0627207861732747,-0.1001659232321506,0.10474510973344743,0.04179329620709608
SOSTDC1,,,-0.041543306532557604,0.018546135599332967
ANXA1,0.050265497550555455,-0.09806399813260776,-0.0397492766273558,0.006837116286106301
WNT2B,0.009065496494930667,-0.02853003473740235,0.0665514370487463,0.01759195392549241
AMH,0.06942216750091199,-0.02114146098719384,0.028325262535176136,-0.00479403716414788
GDF10,,-0.02668289806156485,0.0852068041702461,0.07441052328223591
EFNB3,-0.024306367212600485,-0.07953312792877253,0.013712954538418455,-0.001050041391307306
LTB,-0.0290095387265598,-0.010900695232526101,-0.00848833161011634,0.08843547182317085
ANGPT2,0.016344346301275323,-0.003125365422684931,-0.027931867393709953,0.06253720293209246
NRTN,,-0.026682907633928853,-0.013692343508098488,
ADAM17,0.06704517151630342,0.03499209353767392,-0.10570804938002576,0.05655274332118031
LRPAP1,0.0207892180969119,-0.02718809396486794,0.05351112796126295,0.001266003557585302
NID1,0.02959132040447253,-0.06787347340087237,-0.09389220426829198,0.10492092711071108
MST1,-0.0027660405790536488,-0.03624878444416946,0.0626047656322392,0.05929676972814536
DCN,0.011763259869623245,-0.09986215115066463,-0.11358594456433509,0.06456817496238451
IGFL2,,,,-0.015671821086757933
COL7A1,0.005016799692499434,-0.012547084231751363,0.06149620232932854,0.054210592820172133
CALR,-0.033566725373913794,-0.036124543352261604,-0.09235982803138647,0.04955183946701775
PIGA,0.04145235524988943,-0.05528959205208221,-0.03764156102629291,0.07803676935199247
CD200,-0.02451641448669246,0.010286945038124804,-0.02734907674596131,0.040856528144867066
GRP,,-0.02919977311350382,-0.015018262809840482,-0.010868023428989395
CDH1,-0.020114177279624994,-0.040698229915049566,0.019807150720536425,-0.04458351142075567
LPL,-0.010372099249424418,-0.10244310715897728,-0.0855325043155034,0.0005484587267008326
SEMA5A,0.02396822587837245,0.016644087004538035,0.0315133258513314,0.038886009300299736
SEMA7A,0.016941195315319884,0.034694784738708004,-0.05769122931512805,0.11292312401294333
SEMA4G,-0.020793936387728668,0.04316713421682497,-0.03892822132362794,0.011164536813209504
SEMA3B,0.03386306624229331,0.05213737029116614,-0.07787385597256899,-0.0025490453502892614
RPH3A,0.0020121855365293215,0.06368824574995312,0.02156162459843684,0.06177768816775775
JAG2,0.0007330452787360283,0.006160105187799374,0.015949741449444336,0.09271212816198342
CGN,0.021768821284955716,0.02751463051722409,0.04110692199288417,-0.03200790468913845
GDF15,0.021585809829377686,-0.012934869231398966,-0.03548076107741125,0.04173613207334164
SEMA4F,0.05018572979202285,-0.07189792738055048,-0.028982658759580105,-7.35371109832597e-05
NXPH1,-0.025958020335637082,-0.05326008221412505,-0.00519646533583606,0.029247528278477826
ARF1,-0.004800002559866473,-0.023992296436000107,-0.039009165728869005,0.06191039479243385
DSC3,,,,0.01599507407467296
EBI3,0.04402483191947972,0.01601890439294666,0.013238786891320638,0.07849455252565271
TIMP1,0.02685659619337952,-0.038524765360372824,-0.1445429769199819,0.06595643435587223
SEMA3C,-0.014021598718480868,-0.015214244737426913,-0.01986887606151076,0.06464028443458675
GNRH2,,,,0.04469390305900769
GAS6,-0.01579878898385954,-0.04677092195186907,0.022440390284284132,-0.02330891135384232
MEPE,0.03620485688460942,,-0.006221034143236277,0.1323448350108017
SERPINE1,0.012375039217936378,0.008279512793093856,-0.10390875768954173,-0.006478867867356321
RSPO2,-0.013835770810949208,-0.008470637001776542,0.08308638385738452,0.019831111455879083
SHBG,-0.022138744285716255,0.023637713397441397,-0.02179263104488277,-0.03614801459394083
LGALS3BP,-0.02445088173556439,0.006907205149315045,-0.03300961922241947,0.05811780873632577
LAMB1,0.04489806760111222,-0.047778323148972304,-0.10949919181947117,0.08276408486488726
SPTBN2,0.04648634529692075,-0.018490333584372496,0.029686512171888592,0.03707352215955662
COL1A2,-0.0008867508084787225,-0.030888087783119036,-0.13308721071190277,0.053850647769820924
DEFB1,,,,0.07418042630501441
WNT11,-0.018699922647631356,,0.014155593608733029,0.057678960570902896
LGALS1,-0.010495689049827164,0.025352585082274743,-0.12283205645509,0.04564936091347433
BCAN,-0.04113903734854395,-0.009784285155313214,0.10969313614197458,0.017801513146095935
ANOS1,0.02037166795635001,-0.021147203084704528,0.06218408921148129,0.022978670139958222
EDA,0.03053411630370436,-0.038811572155716276,-0.030833331271068947,0.10372382396467532
FGF22,,-0.02858862593873603,-0.023053056890094667,-0.002446564637878824
SHANK1,0.0026006139596531142,,0.05954232264177747,-0.02897558383191781
RAET1G,,,,-0.0276288500071232
TGFB1,-0.018612644619291543,-0.0018122923542000923,-0.09222673448167593,0.07544757040635035
MSTN,-0.0010420579895297744,-0.001116474410946222,0.33744454514532113,0.04334582431198102
WNT4,,-0.020596026716569373,-0.06698134807054829,0.018652785685786974
TNFSF4,-0.004052562249304639,-0.014810733276131282,-0.005240169412063662,0.06082192509900804
NTN1,0.020564813846333855,-0.03692237905982638,0.08378133359495264,0.0382095084925454
CXCL12,0.0050156117573311315,0.0037304496639339827,-0.03801578639325216,0.07588991029858816
GNRH1,0.007005171343753911,0.027292045811607612,0.01284554383615975,0.11159811419414235
FGF8,,,-0.027703947357864897,
RIMS1,-0.02191926147413326,-0.060604752940933905,-0.0546354664950001,-0.039302962668162786
FGF14,-0.04051185575718482,0.033479240507562645,-0.011810987523678932,0.02913909842840451
IGF1,0.026984751488566185,-0.05632552499643919,-0.03902510751600813,0.10065491441325099
TNFSF10,-0.05278228407444844,0.0014991439010613374,-0.0041885942816986595,0.08906130851368022
GDF5,,-0.008726088904572948,0.011124336444587097,0.09472215349238196
CHAD,,-0.023204888420872864,0.03206183542344802,
RGMA,-0.05547196341224787,-0.02087303572200944,0.07923001618009091,-0.00662433404279974
WNT16,0.14170324862607026,-0.019169708912938746,-0.01369234170084892,0.06987733105009288
CX3CL1,-0.016544642091471246,0.007038526129396657,-0.011241906596993756,0.12672717685726717
FGF1,-0.003915938119858216,-0.03620076882896467,0.08696999970678003,0.007914352074806081
ALOX5AP,0.04882553940862213,0.04606839435456319,-0.0704664687020775,-0.01774357148828222
IL1RN,0.05793317444624677,,-0.019218900624013775,0.03941731813704449
PCSK9,,,-0.013290556563773358,
NPW,-0.015499543197669188,-0.021409344798458435,-0.0016126385096116047,-0.017160669454834736
CXCL9,0.023103091195071424,-0.02511353639396913,,0.09166479773476009
ANGPTL4,0.006018909635974015,0.037011765179732495,-0.10776282549316944,-0.005368357431828433
UCN2,0.016151149399591103,,-0.015018262809840482,
OBP2A,,,,0.04292383623659042
COL4A3,0.002918707444609796,0.02489368123145651,0.06762491242545782,-0.029882357185164216
NRG3,0.026016563962880702,0.04834619903841095,-0.0002754583206482501,0.08953720084277751
IL23A,0.01825603641869131,,,0.12547021641204179
COLQ,-0.033106199648262176,-0.048376713757643366,-0.03900329411559181,-0.05896914563355461
SCGB1A1,,,0.032155479452370836,
TNFSF12,-0.042731554319849006,-0.0766900270069255,-0.060446708496023197,0.007982859574211059
DKK2,-0.010905734685095992,,-0.01769989783962166,0.11800864084419223
FYN,0.008868738325998077,-0.018414271465414887,0.10209815281574719,0.02207311787289885
ACE,-0.027471236984103566,-0.025444656620279057,-0.03375741923991141,0.07421881858892836
IL18,-0.002985228801346052,-0.05571156987612592,-0.047209059797970306,0.07370686904798238
PPBP,,-0.02464884304142545,,
CCL27,0.009171536798908692,-0.02646377000326792,0.07027396060869444,0.030776139668792828
SERPING1,0.03092531654738729,0.02801590765091077,-0.06412918804383351,-0.008467174739953572
AZGP1,0.005815320921659024,-0.03441555734921,-0.05822036793601186,0.021562651076147563
INHA,0.014006866197785968,-0.021409344671560176,0.01737327910011604,0.005313131995632413
