,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
LAMB1,-0.0013098766838510261,0.0753863571239263,-0.0028306166805686355,-0.0023733115143337595,0.027791391369770588,0.04755243753388119,0.13579051144683832,-0.006024034747885169,0.028413610058661675,-0.02207582547367603,-0.014297352584799947,0.04873770939070366,0.11263212784181055,-0.09682345207358539,0.08069789523597776,0.05378290474659979,0.012537791046886237,0.04750367322138272,-0.019306059688576262,0.01564530881067259,-0.032525774345251196
SPTBN2,0.05879619223494357,0.06736377639958299,0.0011320490913565681,-0.008634499684972128,-0.0865122366333382,0.0010720477461210849,-0.054423843302536544,-0.0595601928084618,-0.05544050404781992,0.1624196029992696,0.03019110367877853,0.030759410513387424,-0.005296867594312666,0.03694140632562441,-0.023725878202159007,0.011215965680196257,-0.00649382838297591,-0.017046776182335643,-0.03268939795375376,0.0826437130506229,0.026852921605534864
COL1A2,0.0327790820588133,0.0458265411967999,-0.040836888545848236,0.010118747032693436,0.053439982454238553,0.037552113668009784,0.14330933961489603,0.009825039310667824,0.057442451123387216,0.00772720352273239,0.029327106985765714,0.004483336795070344,0.08917374901956894,-0.007724038116375276,0.0014175150171696974,-0.0018942122373573507,-0.06791343057217288,-0.083329410177399,-0.013389313606543822,-0.023554970604617923,-0.05759847765710916
DEFB1,,,,,-0.0019253651701089621,,,0.03881049205354272,,,,,,,,,,,,-0.0332653689694213,-0.02205995071763248
CEACAM16,,,,,,,,,,,,-0.002152227950097785,,,,,,,,,
SCT,,,,,,,,-0.004270988328265925,,,,,,,,,,,,,
WNT11,,0.01010658247296196,,0.006353144879847169,,,0.06135519522734028,,0.01172291084973375,,-0.01942674813741845,,,,,0.09456087663917472,0.006300016498972896,,0.045668576895281525,-0.01721152426722661,-0.015842258293235996
LGALS1,-0.03879288367411543,-0.0311555563553393,0.06503281170497255,-0.025540834785650213,0.05189031066241702,0.0028146241211416284,0.1726440120952057,-0.08895241330266554,0.026266761518304475,-0.0973108442719645,-0.007678649540445863,-0.02848886646048551,0.07817643721101634,0.023992339865451115,0.09506637082271328,-0.010347498105174137,-0.0005556656344000567,-0.11266628540188424,0.06563476028520653,-0.022442925844722388,-0.014486735121701242
BCAN,0.008562679173575135,0.008690786604568826,-0.07057651916470203,-0.019781095031970036,-0.1220505041985385,-0.029119269758306816,0.08564421252941816,0.21001908034440547,-0.10298213920345346,0.13768944821872064,-0.019600087999242097,-0.05077037954126628,-0.06673375500433538,0.0042837574227778214,0.09849387889634995,-0.004361432359601839,-0.0045858666181200795,0.017169723663708333,-0.0680107183656912,0.09186273834912646,0.02230517062978708
ANOS1,0.04253687200700726,0.022089088787030385,-0.0369806667808283,-0.004102800695038297,-0.04612894105635395,-0.0301427342118434,0.11691387444809227,0.08661072465105595,0.03786248535024274,-0.014426531520942105,-0.03469988089582962,0.007513018198282421,0.05738054531577628,0.027261969954314264,0.08230421244077622,0.01459583499547976,0.023678910344549595,-0.033212742243092626,-0.03808953348927392,0.0825455295420081,0.05174173758429173
EDA,-0.01902831911494364,-0.01583071471172313,0.012189710788423775,0.08087295610283422,-0.02658839393801435,-0.019909863228884106,0.008638526756210409,-0.013353856531766418,0.10159834261196253,-0.0035477636061911045,0.016333606553687385,-0.009054470420874353,-0.038126568547685986,0.03794869860516705,0.011756162687019,0.05089741933837271,0.008939677974177978,0.0107817986749163,-0.03382529900802141,0.0014117133419019414,-0.018395588273700168
FGF22,-0.008648374928189723,-0.022511338188339614,,,-0.023809678792497777,-0.010198190207913316,-0.039153647682551515,,-0.04453283969125995,0.06931579585187521,,-0.024779881157019644,,,0.016238592109844928,-0.03945633435026928,0.07200049091385735,0.0794545717114773,-0.025290051713875234,0.03390904998517028,0.012232656152002584
SHANK1,,-0.02162380923509342,,-0.022167145275685418,,0.06429631330796672,-0.024609734538012323,0.0020376015813984593,-0.014904710727282614,-0.034153970466781355,,-0.015277644635714491,,,-0.08626284702682996,0.06634411025658016,0.008697617565886344,,0.0068922408152005355,-0.03468461663141538,-0.010587960817208739
NPVF,,,,,,,,,,,,,,,,0.09209374102244325,-0.025640003595864182,,,,
RAET1G,,,,,,,,,,,,,,,,,,,,0.009566742532996777,0.016254900241477056
TGFB1,0.008343779082717863,0.010051431683417366,-0.011324160122828619,-0.03888856384645739,-0.03442896016676206,,0.03410658932771151,0.02745220345734042,-0.02385282798429087,-0.06059886525697846,0.02939943809088935,-0.02529310291902218,-0.016219570410867735,-0.026898727300134942,-0.007794298226170659,0.015281884071036629,-0.017236955284289736,-0.005663267566404081,-0.03244369187138399,-0.012869508712446902,-0.012857630734144703
MSTN,0.03515025803652952,-0.026116910202973163,,0.003119643748792184,0.022606244644375325,-0.022028012805353218,0.12192209209993048,0.009414021046140492,0.115595807452645,,,-0.02608853137119784,-0.026639993021884325,0.10923718009248468,0.06728948863814421,0.046707107449848566,-0.01674508614689112,0.024926396842914436,-0.02555877167607345,0.047887754419646045,0.035746443794828116
WNT4,-0.03431318534542932,-0.01457007530502376,0.026135555892580854,,0.07732028332621375,0.013913283883936835,-0.0032718036657727813,-0.032349560900803376,-0.016237896485048964,-0.004389851046958287,,0.007108136049573528,-0.010173594518011293,,0.014538106013405062,0.06802580830085157,0.010439704607526903,-0.018119437628441967,-0.01377257921486996,0.01051162037920182,-0.0017813692807348816
TNFSF4,0.004452875004030264,-0.03331909509387905,-0.020449793153963496,-0.02625676834547029,0.057881201940694633,0.14928391322885484,0.06451293934443728,0.03396829253488012,0.009812788223047868,-0.022093026508099616,-0.012834141258236897,0.007779617709100064,-0.037822906920123744,0.011533852330302057,0.05387242361006452,0.05140412696014755,0.08346529749945947,0.08271816770545058,0.05663697249726146,0.04631007668241833,0.009781190811532961
NTN1,0.015417604165686402,0.028363187793044795,-0.06259248715764801,0.006140802503212491,0.08850608847814889,0.034935621192704734,0.08193917775494797,-0.06602806155380873,0.011332947459772135,-0.033254914245742596,0.02538098537282734,0.06289781695378306,-0.021364165247890612,-0.09091646427009262,0.07671785535049398,0.038662572259785574,0.008311944446565397,-0.0037833296738854607,0.0029872846977490497,0.06956710363652123,0.10818224238250986
CXCL12,0.08053051546159033,0.04541056812409712,-0.029499168193738243,0.05194414124825499,0.054013624589062774,0.004105630592885654,-0.004194666861253122,0.017894297261637805,0.13000052655239722,-0.07099605487817996,0.047133828218424385,0.022583759915690522,0.06672043588886849,-0.004643566622569651,-0.05588375317724932,0.04234465317689408,-0.015612091878645033,0.016099220930983565,-0.018730158482461078,0.02728655410889134,-0.029453612853981077
GNRH1,0.08167263855975704,0.046808887236985404,-0.0316348475097989,-0.03083832532340006,-0.012190628997942496,0.06135510285404886,0.037061967645704935,-0.04796148151664195,-0.0021373140389869074,0.03675695997985801,0.036269011128715015,-0.037726008630453334,0.01722839327261449,0.016727051146969207,0.009161546281275584,0.09653366035353907,0.014455983059381084,-0.018360808051607478,0.04172396360391533,0.039674199486171194,0.04007668329784663
FGF8,,,,,,-0.011228020850640145,,,,,,,,,,0.004042420336121003,-0.024043374183463393,,-0.030392249700295755,,
RIMS1,0.07908750406324057,-0.03415283188935744,-0.03437285924761204,0.011686796878574305,0.01095821119143783,-0.019661361318774374,0.01243250495405852,-0.011279667488236444,-0.05113963462574857,0.09015312972470699,,0.04061875049502786,-0.03720946243746349,0.03524027231718269,-0.029544101890004126,0.09111377039866934,0.04791265577619381,0.13938736462585805,0.03527584328316134,-0.012332992524634531,0.020421208936155337
FGF14,0.07034409169517973,-0.022349635425195614,-0.015816813289649696,-0.011966744255911849,0.11426491379435702,-0.015485159641761505,-0.0008521946861176621,0.16557354220652712,-0.05070365182756103,0.1220581391699461,,0.047993065150873704,-0.0045672571685032365,0.03011159723746201,0.13369333454461302,0.03251910840974555,0.03333789316119655,0.013284668693520085,0.002911023594211945,-0.012683140131943675,-0.038689467560630755
IGF1,0.01823922123952028,0.03018005651157442,-0.0429060753498133,0.06918008669494387,0.027909753184281613,0.016339260121410494,0.0346524021137594,0.017353674267876745,-0.011281908547161375,-0.044151677038480136,-0.006043514140582563,-0.0241965198021289,-0.04298403916963033,0.00799037327468889,-0.004138040257311665,0.04327788886130316,0.020494251962733034,-0.013419269996088935,-0.04962175373959657,0.06457349938428002,-0.020122068952415355
TNFSF10,0.007515933670221077,0.005546398447554879,0.04315689789688421,0.03567474028926437,0.08582987142497768,0.01929315958027669,0.08430379427869979,0.08284266289025623,0.014773715494649398,-0.03752223633500369,0.029927631338586284,0.01782136556491652,0.03662345475770333,0.04950037121018605,0.017333556089747668,0.05142179399111639,0.042402260800674614,0.032605340773930146,-0.015435456863482494,0.02122040672762632,-0.07854915655423186
GDF5,0.04036638314803657,-0.02233642079587734,,,-0.038413740648379685,-0.021091149028349326,0.038390386399489454,,-0.04222196572900652,0.012408848926802189,0.0645047232181283,-0.011092878052929866,,,0.015461026041396797,0.032758349147270265,-0.007241563013986203,0.06351385208656159,-0.027710515298299647,0.10582773894222865,0.022363749363569753
CHAD,,,-0.05506904456303654,,-0.032181333882171696,-0.03608814479522875,,,-0.01801178287890807,,,,,,,-0.03569102013693985,0.06750030392505002,-0.020414594242039123,-0.02347865280566515,,
RGMA,0.046712102275556715,0.040996296791366044,-0.015687967583521117,-0.05382570838100954,-0.023810271758015658,-0.006107378684559815,0.12650585717710436,-0.13311224581943432,0.032730683363502024,-0.05842910238245682,0.007200607444088543,-0.021058621701974544,0.030754625439471214,0.051961518580790206,0.18559399104841287,0.05352190545193295,0.03349502139371281,0.01960462216335072,-0.056744082367202645,0.11590008471524578,0.07890735237295923
CLEC3A,,,,,,,,,0.043849345602596575,,,,,,,,,,,,
WNT16,-0.011363648338341843,0.07627553465102672,-0.025650333990695655,0.018724193880493668,0.01898861607606314,-0.024567921312802294,0.015020289143331655,0.012298669074405983,0.11311859126206472,0.07183379039746284,0.039136933469212286,,,,,,,-0.016864628784150168,-0.01502100269605927,-0.04273619966673725,0.042859709819429465
CX3CL1,0.07014862777183861,0.025079334380052706,-0.02168770730136743,0.02332490562167136,-0.016969666198848283,0.06594933926725556,-0.007976680356423514,0.012154296917634895,-0.0760961432400471,0.11357542991888558,0.005124225660307747,0.06835279218906333,-0.00820605768595016,-0.12229005647820543,0.0038608941212557053,0.10438232666045624,0.047045879403177185,-0.05540466241439458,-0.0023074289477537507,0.08567020073475713,0.014327429503472097
FGF1,0.06448123411716894,0.02471817970015433,-0.02486333061933783,-0.03573218619745505,-0.03001767758954962,-0.02164687452053254,-0.008937317548479217,-0.08221522343716599,0.048490190256846095,-0.10519214248709106,-0.014314117275355403,0.03283003688818861,-0.012983396490456264,-0.010736711035815982,-0.09898993269801243,0.026374933253201914,-0.005903501833652012,-0.03359550817094476,0.0008991484354181528,0.011370611625423875,0.03319617746195569
ALOX5AP,0.05377028744004139,0.02986058250536059,0.006552871106545918,-0.015562786363482004,0.09641892321026399,-0.006130565594608622,0.14751574309053522,0.21164332018497053,0.025499688344772942,-0.15226304365646443,-0.023522528770283355,-0.043883841342552445,-0.07301970442574475,-0.08041964013331562,-0.048761738493417216,0.07076515701460076,-0.023125104731390286,0.021474514180742154,0.06390930963505258,0.02088100858734491,-0.007946581699453005
IL1RN,-0.039627220745573996,0.03130870505006568,0.031705042569724916,-0.01107239156981477,0.01859284239081111,0.02228991108550208,0.10237555468133984,-0.03795555672933113,,-0.05665697747442726,0.09214991228500814,-0.011913408121120878,,0.06048437376357762,-0.013404368481626744,-0.01901980457363917,0.023603046973134645,,0.026835860055615286,0.06213179461705068,0.008802647491269478
PCSK9,,,,,,,,,,,0.05985750897007967,,,,,-0.008144746544374543,0.0025679441764517035,,-0.014580229615814387,,
NPW,0.011919846978980676,,0.0423256424413442,-0.010728808150874658,-0.045875627999150535,-0.025925058525824454,,-0.03723395962943825,,,0.017678439192362463,-0.013268942812912703,0.056262546386888684,-0.02469035984249933,0.04723093159913278,-0.012358911709234689,0.06260622530153559,-0.01883495749349522,0.047746800730856936,0.03695425563948668,0.06418858729315131
CXCL9,0.04812847331980793,0.019372795953502657,,0.019095212500174173,-0.040263817954043206,,0.026442512622351342,0.11187174302195259,0.00552733058086564,0.049153341507904874,0.0038235405486290908,,-0.04218998123976845,0.09445073349612908,-0.02647860523593324,,,0.07243539869782938,,0.0728624727325362,-0.021817011631125073
ANGPTL4,-0.012689861370219718,0.006332627962385624,0.11605857317335715,0.016820186852102452,0.01603212321335995,0.0590841317571616,0.01511238672998061,-0.12201504062584036,0.027559209345489496,0.011746096797695485,-0.025120247534222796,-0.04333795062125038,-0.0323392475576546,0.10821526051006972,0.012200048653525449,0.01775286404748196,-0.02704700181015012,-0.009409603065292566,0.08815659712535669,-0.018966022000334967,-0.04271612862615291
CCL11,,,,,,,,,,,0.056771524785979535,,,,,,,,,,
UCN2,,,-0.004358980102723595,0.09449276985224721,,,-0.02388160720535666,-0.05154733769036409,,,0.017485051300920176,,,,,-0.044174177039909876,0.07127338512286954,,-0.016475586943813566,,
OBP2A,,,,,,,,,,,-0.016222232693255022,,-0.03195348264132812,,,,,,,0.0562263060840446,
COL4A3,0.030154392403633365,-0.029276564523391807,0.0745299945685508,-0.018095493959291484,-0.12095851222507069,,,-0.014577340232717817,0.0188665585366261,,,-0.015024259138546313,,,,,-0.021512431152982132,-0.03168107151657906,-0.02304297713272263,0.023582851386473012,0.027117342311518963
NRG3,-0.02312281292324801,0.06700687432210924,-0.027103718542330485,0.05604866842954135,-9.720237780915788e-05,0.0045322925800675585,-0.047602338342754104,0.034416524675605915,-0.03264504366409655,0.08774426114036929,,0.004313588005286428,0.04983640525841782,0.022401810129464662,0.01319265134113045,-0.01697485204464529,0.03545044259524723,0.04173247593710288,-0.044578472822382316,0.053472323325309996,0.040233012288100625
IL23A,-0.04240564234302058,0.031866326434825704,-0.030457242808447235,0.023085691073156958,-0.018680685053661463,,0.08810697729557637,,,,,-0.01827958734273568,-0.029403711115892874,-0.13868634805249216,,-0.02554739571500754,0.04740268682656649,,,0.007710181895946964,-0.017759571866467972
COLQ,-0.02777103426546574,0.03684153157379067,0.03460436396986057,0.01938448523315005,0.10961469171033487,0.009161879103312646,0.12841744742961608,0.031960176608551806,0.06395013323313507,0.04928485968993034,0.08771469842151966,-0.01924302063143801,-0.03658757686819078,0.00516950123830523,0.07775011565991206,0.15994047937971162,0.0024746542006276145,-0.04255960917429882,0.06624111833211292,0.08465787609530988,0.07796270446181988
SCGB1A1,,,,,,,,,,,,,,,,,0.014067527499098224,,-0.016869416086562183,,
TNFSF12,0.027368599774952467,0.04236044939851663,-0.040729449907747725,0.009563106037919576,-0.0004940701270258198,-0.00748785075438042,0.0754927620309751,-0.013079745975485111,0.0330631355490895,-0.06773879164087775,0.019882873186847984,0.06375526919203053,-0.079263498852159,-0.05340336382169156,0.041440036370190024,0.035920259234195506,-0.0025610524296940263,0.03736364162392652,0.03291382921562719,0.022895976059744073,0.07926836879998572
DKK2,0.001845687553593014,-0.025001095654052535,,0.035342930710444705,0.06286869283604551,-0.014112086096643432,0.04461463481097384,0.022610146110698937,-0.04284554290535438,0.05396572442705954,-0.03218441452414217,,,,0.009220151671746472,0.05840672582656982,,,-0.019417439250179292,0.04612536419930719,0.12169709223220136
FYN,0.01970352968013479,0.08102616501782237,-0.07918190719459564,0.01805688543108407,-0.05760355597789836,0.013146234656919309,0.05294769016572319,-0.07599378929053388,0.022468761520737252,0.03200656482581048,0.013159206402717203,-0.06336127627790772,-0.05374347669963277,0.08557728045840034,0.004801390201698192,-0.049994548560771596,0.018430300200141865,-0.03018742226164881,-0.012362599598693616,0.08665641234161926,0.06346051417459064
ACE,0.03275189713433774,0.0015927632452830353,-0.031047142922019225,-0.021185499269071872,-0.0019092685685371709,0.1052330341921637,0.16314852535540433,0.10107641463773523,-0.007864699858120312,0.06816443602223478,0.0055259283448482925,0.09869959084639653,0.1521001239531622,-0.06910777013356413,0.11848159276276046,0.030984919459898626,0.028011445281788068,-0.031941432736400426,0.005010262749962108,0.04240896937112743,-0.02268021779178401
IL18,-0.027403065282295296,0.013744272382738319,-0.027005326142815922,-0.0034141423222418714,0.027863261596667584,0.03804225095085429,0.1578349560907392,0.034326581032892815,-0.002098153125473853,-0.10363676465432345,-0.034808170874507854,0.009427737963383977,-0.035249647882019994,-0.03321125830612628,0.038988541527769816,0.10222331398691444,0.004767754645449221,-0.019679963075675107,-0.09883121292998578,0.05773300239472244,-0.010194277303892102
PPBP,,,,,-0.02641856846431151,,,,,,-0.015160330428538833,,,,,-0.03128032919809001,-0.03218143422292008,0.04789094691600666,,,0.017207258805130778
CCL27,-0.06833790622956455,0.07025792064474476,0.011763064304899864,-0.042395339992813,-0.008005043370255732,,0.0175423022961555,-0.03190819862655225,0.0169861465731973,-0.01956335647030375,,0.027920711704098614,0.0195837899550174,-0.07701679061421862,-0.008188283684948372,0.004589696610667954,0.003623799675307063,-0.023281608466835253,-0.009843721019914547,0.05032354629186822,0.05309579437518576
SERPING1,-0.02735934529483017,0.002090560791926629,0.001996597579015215,0.00798061099723078,0.14830611915149386,0.012827343404447189,0.15236725852867222,0.3893584088496393,0.10679197325225721,-0.09148663084625147,-0.05217485800269361,0.0397052732047553,0.036335084637124,0.0027395896921652233,-0.036028807518869346,0.07523652799604465,-0.036267749980682315,-0.02635426382309988,0.03162041083106354,-0.02992963706448164,0.01469930149461086
AZGP1,-0.00037849395876986047,-0.007078292509220428,0.005324081811055595,-0.034766998906511984,-0.12880872968251844,-0.08055886255244396,0.010526356954098199,0.3859264609240472,0.025026831152257477,-0.03650096252929869,,-0.009208286514824087,-0.0703747563740701,,-0.05545582597051661,0.0471814027942433,0.01181970930755683,0.07399426501317138,0.015278917348711514,0.07609624915636788,0.06579953480014543
INHA,-0.007742696783337966,0.11972952098499298,0.11051605213934543,0.011448684866546908,0.0447883264466614,-0.03300821352810154,0.02866331177385515,-0.08229253843291237,-0.046656176980009005,-0.02450972864790073,-0.00032667002409159156,-0.011481723584284995,,0.022148492530625074,0.025960216820956353,0.030726960736827746,0.01651039610002532,-0.018834957381855966,0.027242926123519216,-0.012729618873451427,0.048884106454803275
SEMA3G,-0.04357711643187179,0.023235855424099634,,-0.00015752437565280455,-0.028719107662888814,-0.034918301499243735,-0.0008554488984809627,-0.03516167974703754,0.013026651024787454,0.01558165624695245,-0.022359385521727695,0.022246732286850285,0.12309011840338585,-0.021341427566008195,-0.08149528742549313,,,0.011658953279776665,-0.02418936923325632,-0.005909614115368599,0.014773091795343094
OXT,,,,,,,,,,,,,,,,,,,0.08958619881216635,,
COL6A1,-0.028305847309452934,0.025165891684786095,-0.0412652458380354,-0.021272944154370164,0.027368431425496626,0.018270709906460396,0.14063468824555148,-0.22139170541202263,0.10825017604632105,0.017649847229592536,-0.006451288812216837,-0.010619098943343943,0.05729931774914563,0.03719773896092096,0.05723601034603371,-0.003323385949341524,-0.05436464505445213,-0.041036399576404245,0.01323559021844709,-0.02189328337145976,-0.07952671691616797
FGF17,-0.03154665697789286,0.08512639111564929,-0.03632573527797932,0.11213768443578669,-0.04746861943989279,-0.02422274808476613,-0.005426300023927495,-0.0366424292972716,-0.0771356443249711,-0.00850827768340338,-0.017222378151429938,0.028312922111208654,,,,-0.03654119120770144,0.045045922615002315,,-0.038958397550966306,0.06084236843354372,0.013679534593587282
TNFSF8,-0.023851779345466523,,,0.041492016596891564,0.03009016318572155,,0.032697734903702674,-0.004191712253344842,,,,,-0.03595671706502039,,,-0.021225823844279013,-0.001042228261570751,-0.016864635340608676,-0.015021004678678547,-0.02199713826287066,-0.003348984046345215
FGF20,,0.02515968143783313,,0.04333176390034574,0.09407229228651487,-0.021879645734898822,0.010382813637039363,-0.010379357492714047,0.05508471706021175,0.08067049380514262,,-0.014505250873886554,-0.025372817630723913,0.059467307895864206,-0.0570749768575821,0.009484150166366846,0.007296014146001075,-0.0322725923043199,-0.004765966391952545,-0.02212669705959067,0.024534735880662135
ICAM3,0.0009309556048604447,-0.018863204626184328,-0.002452664869098935,-0.011319608176171812,-0.00950520407474108,0.03565214816429763,0.08734216835367765,0.03759809527301427,0.012428868838426218,-0.0053403888327485435,-0.0076425272106912835,0.03766207708193205,-0.006326412747158882,-0.08835399072678755,0.028906195530183948,0.09439660640834797,0.05208940030505138,0.02750855644197734,-0.07697138811161204,0.0094180453764953,0.035365630636844066
LAMA4,-0.002192680104612547,0.039400312038960834,-0.009598900335711353,-0.024546108167311606,0.03290854477409899,-0.004411431324031135,0.10531954115634869,0.004563766580262562,-0.03715247357721727,0.07041567353557085,-0.012796068969490246,0.04226706752312827,0.05527799213717746,-0.021742631363630752,0.06280161452444313,0.009852879938231189,-0.022462133216090037,-0.045452511611519295,0.013132500255020755,0.03253513536283037,0.014975147607324364
INHBE,-0.03751591623977088,,,,,,,,,,0.037552901847137665,,,,,,,,,,
DLL4,-0.04130287356127068,0.04106159258182781,0.06380079587511624,0.01727856351915415,0.07544105406293142,-0.004020864085018704,0.09252151424946477,0.04191373196257884,-0.002252415627982245,-0.04000744497568118,-0.049809065938965384,-0.007457413067111826,0.08447834826634408,-0.06623851977746244,0.01692997050713831,0.033645808507067484,0.07374047096672849,-0.020577287952069857,-0.04101403140692332,0.05475582237786929,-0.0018849030149891326
SEMA3A,0.03689467373625762,0.0017748272837251632,-0.07695138386072199,-0.013492161213178616,0.13431959830643053,0.1036235184691802,0.05960596988754421,-0.052630628701147264,0.07701041589585352,0.06643098391713621,-0.03575830553243998,0.020956754040190595,-0.03223537089663495,,,0.08885566141798362,0.06517047166204931,0.0005158933800658624,0.024631639918231786,0.06029326137272708,0.009401278874262474
RLN2,,,0.1256130258388106,-0.0148844421492137,-0.0032055630764155894,0.16502756569759083,0.04325481984467047,0.04239297046077135,-0.0023727373514349994,0.07845284423392189,,-0.01142784096680393,,,,0.05261767505634274,,-0.028080746432665185,-0.016475585127032528,0.05132274280345877,-0.04155273861665935
C5,-0.012789963489906499,-0.04617879638271046,0.07501856231236052,0.0077643088404596725,-0.008589414302054739,-0.02020959003729452,0.09481432798547663,0.0229736143105884,-0.04067782991492017,-0.01200607503003732,-0.03906990272655565,-0.031877503825244916,-0.014873628696746076,0.017153137813649497,0.03148844237656017,0.06929286869574756,0.044322012894962896,0.01959242328293944,0.08174583354837772,0.02724486464798433,0.04499263619023289
COMP,,,,,,,,,,,-0.023557063211670753,,,,,,,-0.020195853037963455,,0.015511172838635982,
EDN2,-0.03225816700515823,-0.01788619856206408,,,-0.023425705750972248,,0.05026877799576104,-0.10785734159679289,,,-0.01580556233767616,-0.03011769148276416,,,,,,,,,
C1QA,0.03834814581586641,-0.02172406029607533,-0.07849229385190556,0.005569268904480896,0.1145414760309882,0.009291684357951397,0.18024531841768365,0.3076336247463893,0.04402505700023439,-0.13565028314493366,-0.034406992282441436,-0.06315077127872336,-0.021655131927621397,0.0010318458737431527,-0.034493245835905,0.055034261557741944,-0.0696944168726262,-0.06726736431749922,0.005483031386496144,-0.027452419874229066,-0.0576373277942555
UTS2B,-0.02564964863270983,-0.019140248716238827,,-0.02655110881089378,-0.0289762568334449,0.10225929992026361,,0.04348783682376914,0.06072800892651917,,,,,0.07274108646281942,,,,,,0.10606084330604368,
COL9A3,-0.029789079059205394,0.05766975034934714,-0.0310568531121256,0.007113351654137643,-0.09022587099658863,-0.0007842436077431339,0.047545048824157644,-0.24996170570573925,0.04225657033720258,-0.045541904437421246,-0.02664411969528201,0.00826752219674836,-0.005230081852617853,-0.14105875398417428,-0.012438982794629396,0.05891536614270442,-0.00607102292644843,-0.025006035916033155,0.011444826188593245,0.12281127408716182,-0.02681313832677698
DLK1,,,,-0.010698337397142616,-0.02360000344754364,-0.014251807916621707,,-0.0416183442495484,,,-0.025121451137963092,,-0.029278211323185706,,,,,,,,0.018795064872789684
HGF,0.022454246497600285,0.021750470313275663,0.06795506125162039,0.02797986289755821,0.11736867306236144,-0.016138665192714428,-0.021867086680299668,0.05505490101118932,0.05050218620007904,-0.04046696018164248,0.041536038078186184,-0.017405871860256928,-0.0445409764459519,0.012558593724725885,0.022505400831164975,0.11333132838143305,0.00653332500703397,-0.02319553528158617,-0.002073284417332958,0.004352512673761454,0.03867653241834343
GIP,,,,,,,,,,,-0.020939563395307385,,,,,,,,,,
P4HB,-0.01776914849218529,0.014571127652151211,0.09033769632196166,-0.01819728319732769,-0.042533276293120474,0.02106093764171249,0.07867653167728982,-0.09030522246179915,0.0065429528424241256,-0.07699609063925507,-0.025393769773213257,-0.011306994462469787,0.08494311145217863,-0.08663002566393033,0.050606610838387675,0.03882630011017773,-0.014380469544032009,0.0024880564178799995,0.05611537202655784,0.016680171966145903,-0.044866431365113785
ADCYAP1,,0.07550760067333855,-0.03871043622324436,-0.014433375734850682,-0.008134412880008697,0.07391328269046028,-0.016731868922147387,0.0226740459132253,-0.12684966361966074,0.04022057720174398,,0.0027313663214629975,0.12158772922149902,-0.0036319890102411907,-0.02868772811181376,0.09061909658378875,-0.051047234830166766,-0.03400355932562623,0.02262221159422007,-0.038821962971580685,0.01610301146087497
GREM1,0.018788983367323868,-0.02515915763615263,,-0.022948481950586082,0.00727010472279364,-0.019336813662110937,0.0008893961941250064,0.14468190551320378,-0.022446486421944,-0.04854215034398379,0.046581832355498495,-0.03881908501533584,0.04722779752543661,-0.08429420631778207,-0.011584651561333615,0.009515164854800527,-0.003642517803103025,0.06936669575481638,-0.013138389322084389,0.04257247558812082,-0.014118908734434351
EGF,-0.0159125100399795,-0.02435677694132551,,0.016824033982354103,0.022773155443935295,-0.03061947384816595,0.18428112946827827,0.01447480819213225,0.026315109628981807,-0.041227410386966756,-0.02061211411523725,-0.02079993531785846,0.0857318571374761,-0.05656058275612522,0.0031276740420438814,-0.028696524096089866,0.006324362503239639,0.022099579637484133,-0.0020788235204184237,0.04644071549808971,0.007556049649686299
VEGFB,-0.04082722085510019,-0.022610022460302873,0.03917960600640284,-0.012063746020311418,-0.019371251238881598,-0.024013558924013488,0.025830284943853456,-0.07533570984616382,0.005286745998873532,-0.0042132332649669185,-0.009277196226172948,-0.04032428993671535,-0.022745868790309574,0.05979630552250486,-0.07580595562500722,-0.04687769708873146,0.06508163769606481,0.010489360771695764,-0.03415960361776533,0.06979169637898833,-0.03950430033565551
FARP2,-0.06122747305342052,0.005763840664987597,-0.0004566033682806369,0.010942056376682777,0.01593794177553361,0.0021632877833797667,0.10674609129734179,0.08988970802607466,-0.017738216487361694,-0.0022516926004825383,0.05078811365615199,-0.004594242246936397,-0.004408254627102874,0.07277787907482151,0.08712796529868867,-0.041086445089918745,0.014770005951781249,0.05906109278461797,-0.01111092069677294,0.07373333050982663,0.05521102861765624
BMP3,,,,,,0.023628485064988176,,,0.010948328642467224,0.003993143548235114,,,,,,,,,,,
IHH,,,,,,,,,0.0033929535256772966,,,,,,,0.028164824366228594,0.04686823597954258,,-0.016275310742372477,,
LAMA2,0.022685868640418466,0.019247549316930786,0.019131891939157843,0.005282846080043822,0.05708595807181322,0.03370456009616068,0.0904792130856401,-0.1400006095829548,0.004798870404746424,0.0012289417006246556,0.02144060535603626,-0.03420627868921978,0.04518973767951491,0.09120357152635301,0.053919078275419856,0.05186149974115098,0.040468426047823094,-0.024777465366424615,-0.023008621954299004,-0.0033252385675393136,-0.022420533887670863
SERPINC1,,,,,,,,-0.018005342323375167,,,,,,,,,0.0055573174667220724,,0.07468044902331071,,
