,MGH258,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
SFRP1,0.07582399628917239,-0.03757271714876223,0.06762300612400607,0.1568127103504542,0.01768437637212831,0.06771952126864006,-0.0006262231515611369,-0.024440506146456993,-0.11389707352400708,-0.10520890802666116,0.030210215510597938,0.050370195093580164,0.034652317069065665
CXCL13,,,,,,0.036926558696022106,-0.002783086301001855,,0.09704351397435165,,,0.048941701547587146,
MICA,-0.07297606490541393,-0.017579714861073584,0.012799040234737392,-0.07461665367279416,-0.031466598699196026,0.07440240237480554,0.04061692446848692,0.09264520428124344,-0.021611436774181716,0.04026551668639664,0.02077551549541356,-0.04146971176654487,0.03129709505485722
TG,0.04908494836630604,0.09660022192789926,-0.04305282716597352,-0.09791533010027864,-0.07836558009240935,-0.05004965441256973,-0.009697014321401843,,-0.07796174273128369,,-0.043218541507794535,0.06453337549657191,
ADA,-0.0814706169863113,-0.033978575444583145,0.06253861846567506,0.07566374846537913,0.06946909251865306,0.03736264714897518,0.05887440490868104,0.049782364691668496,-0.09682385784322879,-0.07401121826005641,-0.011380622161693799,0.09811378930519339,0.021169256925808844
LAMC3,-0.09395789422209959,-0.06565836031055008,-0.09182030025838075,0.052572890246514535,-0.0574611374750153,0.06410906674880239,0.028833106673877017,-0.026087962094773657,-0.0333182193562662,-0.030231020428960528,-0.010504383583066343,-0.013203741563183883,0.04029386894789069
CCL7,,,,,,0.02181342700260818,,,,,0.07886360391886917,0.010172720579585764,
NGF,,,,-0.06332428539593953,0.05616402622701555,-0.010177906763980272,-0.005143476845702563,,-0.051505039732899764,,-0.004624483556159418,0.016875497078635608,
TNFSF15,,-0.11832427526139085,,-0.04749018595093562,0.0532999540554528,0.006811688515276323,,,-0.023414110885292834,,0.03215595014304939,0.001092503656142922,
HMGB1,0.047301450353740934,-0.011749351169551036,-0.03091488489224645,-0.001635240392425279,-0.047833703505053345,-0.026842992003705348,-0.04324155947414689,0.045644089685708274,0.006306108312412774,-0.0631780448501096,0.10788668616324025,-0.008959962450656885,-0.22301881529869633
ITGB3BP,-0.06147360537151635,-0.07615199744700696,0.017145604465301847,0.04510385601489609,0.09873606314041194,0.038468839266377966,0.0017794364005074839,0.03575026206205262,-0.025081371483593528,-0.13432447508766063,0.15895705504903762,-0.04585129008243553,0.006949682836705141
AANAT,,,-0.05417507072396109,,-0.026591770798047518,0.07165949065317136,0.020019762762495907,-0.052836430506902274,,,-0.016152130585061656,0.03618407119315859,
RELN,0.04118445471521202,,,0.03594480166198476,,,,-0.024869063643962026,0.0014394569684216254,0.03905622110995642,,0.046717501558067955,-0.04451393563997982
IL15,-0.07391673954804509,-0.0021189085635579304,0.15799454943174526,-0.1158161262615346,-0.04942334231612942,-0.008432118612694058,0.04470563853277198,-0.03574737362084319,0.024419059573528096,-0.09812809163069706,-0.0011123297846590775,-0.0051706713541732575,
UTS2,,0.06515190327654541,0.03295048814468337,,,-0.03603603452977886,,,,,,,
BSG,-0.1023293511649737,-0.0708226527889271,-0.011254837402468649,0.04643843545642408,-0.04546755109475271,0.13741041983873084,0.0762738289978992,-0.10004277911761698,0.01480561815424465,-0.1823064322279011,0.07237455774188115,-0.02511373501307408,0.1573845045810157
ADAMTS3,-0.04651503699204096,0.14988490369503685,-0.024065088428692386,,-0.025122278977731054,0.0022048383730090527,0.01800787964798073,-0.01503056112421366,-0.057931796637697534,0.022688090697061306,0.04207595128734091,0.07873501456734586,
CD34,-0.05371015782633594,-0.08767666247447425,-0.0730726091877891,0.09426843150462927,-0.005287590682789736,0.06592358294790783,0.022791296641524277,-0.031148810524117554,-0.0718719729655679,-0.13164441971516117,0.09227581093196831,0.1140628326463942,0.0842792986296825
CCL23,,-0.011975515145350241,,,,,,,,,,,
PLAT,-0.06653203035132768,-0.07909657076238033,-0.08966413204903134,-0.01756045467051064,0.016310387349785047,0.004914165777811811,0.005691715649042693,-0.0337890308211341,-0.1967723622836926,0.03845381245485282,-0.04383593376587885,0.0007803743001611485,-0.07087958428012361
NTF3,,,,,,-0.018448795654312785,0.015300919131055024,,-0.07468990123013529,,,,
LTA,,,,,,,,,,,-0.034703426553838394,,
CKLF,0.05467073133589075,0.018076874613443136,0.06048104412016206,-0.02576541237482166,0.0846996831966188,0.002246511801430947,-0.0022103521155920043,0.02019966135736506,-0.13292937503169866,-0.12455642426435722,-0.11224327701965424,-0.013947502023489457,0.07135358958738217
CD24,-0.00019320264488023971,0.0010862448289123766,-0.025345201269856604,0.048127162794042395,0.13786523072329654,-0.051470258055787574,0.0071703601082400625,-0.04093089701280384,-0.11664538568160773,0.029421337914171723,0.021309652029466844,0.10465010111807956,-0.009471991212346396
HSP90AA1,0.07365215400711381,0.027489067945333342,-0.018829320772908508,0.05312122401819225,-0.04874554637429447,-0.009349486133865097,0.011562131560218349,0.0016070007113258894,0.2556601597489968,0.24461703638052368,0.20340939473320865,0.032678047207973814,-0.0504735205929216
BMP4,-0.06067057879439217,0.029052602818349677,-0.011202390047987369,0.059528611813928316,-0.026880969389189505,-0.04073861921540877,0.05141781825352668,-0.002423989957271904,-0.05400446106539952,,0.02953263381943985,0.0111852777221016,
SCGB3A1,,-0.02079154447577027,-0.020962353073837692,-0.0099639213007134,,0.007639261651702725,-0.043522565556926476,,-0.03855376864283247,,-0.04035427507884315,0.04170587354267327,
IGFBP4,-0.011986258306746303,-0.07515093878944308,-0.02730397823175423,0.04283963226975647,0.0005664002826615223,0.045279550163523974,-0.03576289015524475,-0.0840544635841789,0.04902137661863668,-0.05826607700161902,-0.01946284165499339,0.033898520214584386,-0.0014545962374930808
RSPO4,,,,-0.0418377427980656,,,,,-0.029629399029402603,,-0.024775206672892496,-0.02614519445388557,
LEFTY2,0.043006293858905774,-0.011345529101076854,-0.09800124116304391,,0.08443482784500675,-0.017813682803711317,-0.010135334171928948,-0.07225830742305764,0.01247137477905024,-0.011239982530819726,-0.012168414207622023,0.05469019234022387,
PF4,,,,,,,-0.0254396875686527,,,,0.11690269028421629,-0.053030141464247664,
ANGPTL2,0.005679283262432371,-0.0326557252273176,-0.029477550501018437,0.06234676044244616,0.013815832074394194,0.049793386193631585,0.022520650503891803,0.0257214233760664,-0.18246693023819785,-0.14068689370904366,0.009199360421064912,0.007173585833529093,-0.08635584918214803
LRIG2,-0.051519840529677896,0.033520552561998616,0.0006405105921818539,0.04481142875025644,0.14370155443206153,0.05619700194795894,0.07037730807457475,0.0438974376506534,-0.05231654405160673,-0.14541770951838773,0.029568448920017237,0.027133836710847296,0.0050577607375413836
ICOSLG,0.05903252609044786,-0.002308323694645622,-0.15084289802165912,0.0523108266857591,-0.07081582586477696,-0.020318970591504698,0.05293531897660684,-0.026561915720680746,-0.0722101434526977,-0.03449338295334782,0.006954021815025963,-0.008521391586705855,0.04758845724024431
WIF1,,,,,,,,,0.005867343325935166,0.08634690819640817,,0.032474755408382926,0.14539548823687168
NPPC,-0.060323509410051546,0.019619560025492932,-0.007526405447962313,0.061168150174204336,0.030477255167135134,0.015059875349209386,0.022988613889444866,-0.0477729221064674,0.07546266444796636,-0.008812771840256773,,0.07245584893269864,0.1121920277172919
LYZ,0.04098530424214272,-0.0049573846096772674,0.027371668895186288,0.033641997963326016,0.024377042109083612,0.05520335547851344,0.013888320959858052,-0.022322812878582343,0.04373436114212706,-0.10521743879976718,0.060719990508625234,0.02083576115143105,0.061251865170542735
EREG,,,,,,0.008828665974773421,0.07297028991703933,,0.052552990353654405,,-0.044762795435838186,-0.0029918229488546536,
SPTAN1,-0.10737271020394892,0.014128971858067751,-0.10327791201636136,-0.017749765118140873,-0.07290788222165588,-0.0594301380054343,-0.032672620136715506,-0.003814410420657358,-0.15520937354644726,-0.02606693624072252,0.012602258769402809,0.04554500047589358,0.1099633795800057
PTH2,,,,,,,,,0.0383836859942697,,,,
LIPC,-0.00424322311043682,0.015776486295238066,0.1560049658673933,0.041921151400293635,-0.010264500201154995,,,0.007607358731772592,,,-0.008960976915794661,-0.03907084969954794,
COL8A1,-0.005782985246837738,-0.08296228351327865,0.0008527014079215125,0.008944584856028339,0.03281495823092462,0.0377090597618779,0.008316465916058644,-0.017058817573167347,0.02325756619615036,-0.25452988948702976,-0.04126040632819855,0.02609782436734522,
GSTM2,-0.03231097257272718,0.058811522074806374,0.031135219234767864,-0.02948651978652047,-0.014183298378966563,0.019795266833125977,0.009543688390096255,0.04952015610700781,-0.014542845565548282,-0.05546996711515437,-0.013693002437471733,0.005695102600814086,
IL4,,,-0.042099545724790736,,,,,,,,,,
SPX,0.030658267783254006,0.05628388421313274,,,0.04445610457209124,0.04769364483694403,0.013375503605941853,-0.01847628977712583,0.012688819843390377,-0.02355018777564917,0.021746615946549107,0.013377811719659745,-0.0491829959885598
MFGE8,-0.0012754666306895445,0.012865563750231103,-0.13063214811690954,0.063438118718502,0.045326723843306535,0.03809864419696109,0.06272087439845767,-0.055115724789287265,-0.07252752032359713,-0.08570219004520868,-0.021495698586077874,-0.019672474137846584,0.1102703844906408
TGFA,0.028892658087054317,0.06678442799011924,-0.03405381966277627,-0.04893829135256269,0.05893291805694545,0.027373643081020527,0.08367348343831355,0.02890929808875813,-0.06165037660187707,0.027034992461756217,0.07681126878021864,0.06036401794229614,-0.08272197073467985
SLIT2,-0.045139043561397474,-0.010709156487934428,0.02685486448530469,0.01554909426196605,0.10083511040816978,0.10214281493799968,0.06252866521592627,0.00522162084429258,-0.013093185244529319,0.051075373232928704,0.12940736685214946,-0.005842697084222387,0.1654201058750143
PLTP,-0.08206167684855128,0.006512166626937816,0.009194485595172868,0.15319657367152334,0.011972125826351902,0.07592313234647378,0.025426754172508864,-0.08397647303206543,0.13960954747457546,-0.2379725606520109,-0.0655421334786748,0.0010691498225027358,-0.07810257684287698
APOD,0.11851310898548321,-0.03804233991785118,0.041552888771361415,0.10128387772391567,-0.17364387043029242,0.06352216908050093,0.016195393189402645,0.12318088601635914,-0.04134968663786761,-0.011566619131416636,-0.029390473513193318,0.024103556394814055,-0.21428941161414525
B2M,-0.053462175759846325,-0.08161172053677389,-0.03887356835408219,-0.03220970622219953,-0.02033838031356917,0.0908184358506295,0.022955371052176876,-0.10318635896863777,0.08378740060575875,-0.5433612231539303,-0.0729989492210454,0.010023950171561555,-0.06641267395686633
OMG,0.022972835692640962,0.08018816327043192,-0.12438608122397901,0.032349107349054815,-0.08519578757703201,0.03853593795784415,0.040792791108512506,0.05485411984634428,-0.04302025153059563,-0.032424565196153624,0.016835444611853753,0.028466395327122123,0.0009260859662247009
CXCL3,0.04670212243509037,-0.01657431082747119,-0.06480993258567773,,,0.06309784969719771,0.03851913941104776,-0.011400633830642336,0.09322495257931086,0.06668957544133755,0.027730452347996877,-0.00527843237792617,
CXCL10,-0.11138155693436635,-0.07576617622585693,0.07470075482903082,-0.05366236841828281,0.05901753779384248,0.048391626356205086,0.02303841592505754,0.05570463514517997,0.025171061322168883,,-0.02554365393240753,0.02813686053796047,
RSPO3,,,,,,0.03632842229276207,-0.03907794334326407,,0.00022733789846910435,-0.05526512996045215,0.03575818316548911,-0.01293118148450874,0.13463763721143202
CORT,0.06222279434630895,,,,,0.07235231698589589,0.05138425604100249,,-0.05136062166592466,-0.04316687303648903,,,0.0772746613009821
NCAN,0.07342585172201857,-0.04279417905715731,-0.0890435414189255,-0.11849306833126629,-0.07771158107966865,-0.004151305625487296,0.008764448759347924,-0.1059622956970133,-0.19662880049988835,-0.15133186726340095,-0.015292037144703155,0.029288531620617418,-0.0363007058968154
PRG4,,,,,,0.01869915887726938,-0.028098659309436436,,-0.04800905841805615,,-0.006937925741730585,-0.020120682608575635,
ZG16B,,,,,0.06971287388352042,,,,,,9.023789207503317e-05,-0.009418422935680812,
TGM2,-0.0333194923055392,-0.021802633930758857,0.056105403141376485,0.08048681795603342,-0.05820803516632796,0.04294025019601214,0.04744970081061487,-0.06795043419135693,-0.02813504633520228,-0.032257521696136514,0.0637738339788624,0.002873478001376104,0.039670720993601215
VEGFC,0.0014442115040273237,0.002676817959583146,-0.04888157441109864,0.024101606727046747,0.01815579234177091,0.02394280069679174,0.07378018028176198,-0.017056889233625604,-0.05670826406295847,,0.03221832206682003,0.04138913172163528,
WNT6,,,0.04781803432204214,,-0.04030494280116534,-0.012293787029584667,-0.04004215985053962,,-0.06689736359125859,,-0.023374079277495345,-0.045010802161805086,
NRG4,,,,-0.010196538754793968,,,,-0.00037237380019226613,-0.0607216623064713,,0.023588051626808854,-0.027870748408930387,
PMCH,,,,,,0.021418757409152094,0.034226013944073395,,-0.07105341873534293,,0.03272494797624559,0.05457545711093123,
COL9A1,-0.06075576854095755,0.015449572655332295,-0.035467605507672716,-0.01432524654130946,0.08919658878176841,-0.0506673015156025,0.06049841813639007,-0.030315079352963865,-0.005093181647880075,,-0.029242171825171682,-0.03155442448589804,0.09513967874498065
GDF11,0.018475346282218124,0.03943197797494773,0.12983869207834892,0.07621721552966193,0.008975428236781007,-0.035525877208777805,0.01973877154073939,0.019014792735673865,0.06077557560242433,-0.0639991908814752,0.06957307311614554,0.009140907074093011,-0.0006976966538666309
RAET1E,,,,,,,,,,,-0.0041405872107732,,
IL24,,,,,,0.0866921573693629,0.039496537286359275,,,,,0.006370970794528719,
SORBS1,0.007796320359401121,-0.07173249753559507,-0.06966116596405984,-0.046876279721581704,-0.003538540891615826,0.05477749993335507,0.026510975413756722,0.03677340683154962,-0.04626563953780047,0.021106628656601515,-0.056391322841895436,0.005993110492819954,-0.08322045412517982
DLL1,0.0022772441117952726,-0.010017717982284121,-0.05754485838040186,0.017056037493907106,0.11451114943333934,0.015253330361248218,0.051644026409512975,0.003476311628442243,-0.15052967037197393,-0.09735457533033301,0.054964157658957596,0.017775306203380074,-0.0865963054042071
TLN1,-0.014669803832210176,-0.017966623042759915,-0.10960623718535795,0.08715324534231873,0.031667773768637934,0.051114585351320345,0.05933157538305637,-0.019652988180156497,-0.03400940944982325,-0.1271918517046403,-0.057104532688056674,-0.025097460137966803,-0.11937212148537903
COL2A1,0.001268506357955961,,,,,0.01917269299148796,0.04239076320543776,,-0.0021764281281669907,,-0.003582758293684854,0.008652366192130397,
SHH,,0.0005592441664945917,-0.0262519703831764,,,0.0644488398036115,0.058701965577156956,0.0030893304967234718,0.029055607438408584,,0.04819655000889064,-0.013007244393654908,
PON2,-0.08205899377755102,0.024459601258791326,-0.06322560445567597,-0.02280826708028133,-0.13073613591884706,0.031200469965496663,0.012485553946471344,-0.0369934885710321,-0.0038017109659573573,-0.012148367318486607,-0.11820314114458826,0.008619368543092816,-0.1372383282827634
ICAM5,,,,,,0.015835456259080893,-0.014230323567378916,,0.040335221480623185,0.07707583608387798,0.013692910037514517,0.046684866139676304,0.05186483077872259
HPX,-0.03134893710027729,0.01892919964017498,-0.08386330717708164,0.009566646755154298,0.05135197605475481,0.036452720442965734,-0.008180634928800716,-0.00927745204159567,-0.08512947517779652,,-0.02662646973862317,0.057439894505156484,
SFRP2,,-0.0864239419005271,0.05911048773937641,,-0.009686364891795887,0.0642582810848156,0.0268456150331523,0.016638608593680812,-0.019620820235387703,-0.009822260927583804,0.03355162090179019,-0.01909082901385165,-0.07119876421245315
CFC1,,,,,,,,,,,,0.018164667699032813,
CD70,,,,0.0847734751010661,,0.0680552855705787,0.04624444743991255,,0.045348761665700836,,0.04751254941203691,-0.014087435130737631,
HP,0.04689384055121065,0.08865186531952247,-0.0848622367647123,-0.1800336829077378,0.11128850299166704,0.034612193220856714,-0.010994971923867123,0.0725146492991046,0.08872789505515137,,0.015532546572560294,0.059298253472289696,
CXCL2,0.016504109494022107,-0.03316225100446737,0.1250784749926522,0.06570772123702158,,0.11022659075817853,0.032385521979263865,0.08952933302914577,0.06963046294825628,0.0255856014959441,0.061261927791039054,0.04366361410449037,0.022463905885122315
NPPB,,,,,,0.016090868484861874,0.04153093311869927,,0.002736406555746348,,0.09926449910085945,,
CCK,-0.04050077142789221,-0.01536213040854044,,,0.005646836681586356,-0.023720727356426028,-0.03126250420661013,0.00593016435815644,-0.007731617433017955,0.07623317737831059,-0.06296225604876357,0.05690910236546178,0.2562934395404817
SEMA6A,0.08375929773374242,-0.02486627822496614,-0.06080320106477532,-0.1280123910718333,-0.03803080586629908,0.016540363919365593,-0.010341134578988822,0.046304968724506984,-0.0644763624338579,-0.1442799869893855,0.020469437266871747,-0.009375716274430236,-0.16555408071232142
IRAK4,-0.05429329521079523,0.01501525852047534,0.04122982653002387,0.008366009088423164,-0.01672649591450336,0.018379635028201054,0.01707970633122772,-0.017473643533428767,-0.0336442316182244,-0.07030979698874841,0.02688449705325589,0.021410658194880708,-0.03193005124889773
GSTP1,-0.09610859669648147,0.027070719092853555,0.03985321998223319,-0.09640636642597972,0.022731133246094232,0.042404427571172375,0.05680277494130654,0.06613234266735184,-0.1763834341303693,-0.20971632540022556,-0.04607242758746239,-0.010741654929286186,0.0040998932715291874
VCAM1,0.05691025625030723,0.06533610536492479,-0.0013101522198694213,-0.10102835935520815,-0.0491784487695925,0.08065643421777735,0.026021613687825445,-0.03560110828371822,-0.03261865337186626,0.04056334646518575,0.09288939008533902,0.058926288893360844,-0.054398326551706525
NXPH3,0.018120546504599076,0.0055215575338998625,-0.08502773056033089,0.002327328333154671,0.029146343094863456,0.002497070669027629,0.024998551884731483,0.027369591561476524,-0.032273643051458314,-0.05371749331932008,-0.004159492689516186,0.06578061060875737,0.015021100916942578
MTMR4,-0.028857316936249246,-0.006140104308506222,-0.00905742657089311,-0.014522728630853183,0.028403795742074654,-0.004920747703113543,0.06279524496939239,-0.0382903994254388,-0.05938733782443349,-0.07778826125160714,0.0986414070914816,0.07731916910860727,0.043297444401653826
LAMC2,,,,-0.06906601164246398,,0.008167786937441843,-0.013399561242762545,0.04159670629943499,-0.02829898244203303,,0.006653010915745073,0.022595705022756547,
IL10,0.01439085322730177,0.0601314497967491,0.06254439735467367,-0.11416291822755532,0.006597122682716809,0.04618996220898257,-0.0014176981498923821,-0.025741265747407194,-0.008102422376636232,,-0.03241929989384135,-0.053735201792855,
SEMA4D,0.030425898455374835,0.003659667092739526,0.034942906299312126,-0.025222600711785285,-0.07544389784676463,0.0030313584181986836,-0.003304545869803541,0.07854140061556918,-0.09594193512344763,-0.06265512164053658,0.06588712561345102,0.017996470992513728,-0.2494137053312295
TRH,0.0007015586902064014,-0.033995160296879705,0.027130367073027115,,,-0.0010292865988357827,0.02604767442975928,-0.06571209686420589,-0.014935805410862021,-0.04880134075189073,-0.024444141345666165,-0.03427640560992985,
SEMA6D,-0.06880930032731311,0.03435632842159371,-0.046566983132193075,-0.03185007406698819,0.029772765414401867,0.0363716407832328,-0.035127096600166836,0.03157716195279771,-0.18896283085783638,-0.10982988028638672,-0.027761626270682956,-0.08887224128587407,-0.058892423587287634
CEL,,,-0.014021320506721021,-0.015635286932503694,-0.01615170117483662,0.009379302374055577,0.01020502620859537,-0.015841715092904756,-0.06257845184292224,,-0.05577135002432384,-0.011161968808227821,
PDCD1LG2,0.018260992360557112,-0.06277855880435922,-0.07615033676555914,0.07019055182920853,0.09393363289449654,0.026354237221308432,0.005905459851554145,-0.034847935139359285,-0.0515227810151616,,0.03325851755781131,-0.000574111485051911,
SPINT1,0.03427073263866552,0.05341721865025693,0.017694572864031075,0.007438008380959304,0.07534155293991772,0.12243628781276646,0.02868699810128488,-0.005602323442581957,-0.027603204593713418,,0.011084583811461364,0.05182733170358863,
CTHRC1,-0.048763275135976406,0.04308949497004341,-0.013753913228683565,0.06189271964697257,0.028147617454815733,0.007497216066419579,0.024586745565185423,-0.05743388922067004,-0.08025490112985115,,0.01983127076085198,-0.05883568540431085,0.08551666774758075
PODXL,-0.0036177753229395867,-0.015530562801858055,-0.17655681058942135,0.09928870783072787,-0.03862310892847772,0.00598407285451915,-0.03254540855967546,-0.07991628802737194,-0.14261854907005966,-0.18786758749904434,-0.0885060875023301,-0.04126634635100453,0.17372390990263126
JAM3,0.02615696964437564,0.03109328909411394,-0.09394454356017373,0.03098066393727965,-0.12341000067264031,0.08050252553783423,0.04760710014924709,0.04680459900610864,-0.017187399957567615,0.07296885823630998,-0.04702291545122153,-0.04297596178881383,-0.1941685447377921
TGFB2,0.02062291796180484,-0.10946777337158212,-0.023067631854910443,0.004664293493290742,0.14108839826811626,0.052654557247034495,0.02686431206799414,-0.12003687464062882,-0.09638216455170857,-0.09844454680110488,0.053260019135693955,-0.02253227111772783,-0.08834945383636272
COL18A1,-0.003835046671949154,-0.08233817541421584,-0.12518615278259204,0.11241823885939921,-0.015433313563142013,0.08630843379260017,0.06751694155298124,-0.035391554633412474,0.05522995374141935,-0.010091642462349358,-0.09468559203333025,-0.023223241757585042,-0.01796415496254324
NODAL,-0.04735738918448958,0.08745015231602495,-0.09475683362710671,0.03764689889667863,0.03384618070625839,0.0037409995444719385,0.10146198587056976,-0.027014223703090222,-0.06523213472063236,,-0.015524036214524362,0.02667995395027938,
INHBB,0.044163543327203646,-0.08056714830682987,0.11470319361659796,0.05314492583462369,0.01872433192789454,0.047802690988535596,0.06122336604603113,-0.030332308693091704,0.0607662920180561,-0.2670913040221914,0.064958664106786,-0.027366013942755365,-0.018737968893117286
LCN1,,-0.002819592075893229,,,,0.038761527966678734,-0.011256971346423342,,,,0.0038484694851511052,0.07319477296478834,
