,MGH258,UKF251,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8812bulk,ZH881inf,ZH916inf
CXCL8,,0.019678470374038387,-0.019492776593914376,-0.05666508268471553,0.003180904436572642,-0.01004300522646305,-0.029737615397825955,-0.00410469100497919,,-0.03850780913418572,0.004348735481759877,0.014247783590090385,-0.0247019441830621
GRN,-0.03855734443992266,0.04301967270252575,-0.02095879579702505,0.004866219120596598,-0.018835495676442018,0.02128766988873041,0.0258932008017679,0.028831676392171907,-0.11481341973040185,-0.10544443153555741,-0.020963291355433216,-0.026296021554115617,0.02585717480205431
MIA,0.07584899866146225,-0.026360995855563292,-0.009223370091213151,-0.04725345323191017,-0.02481227316823044,-0.012265109646904429,,-0.02162092229703185,-0.06825158738197336,0.007377729555721344,0.04380227105548585,,
COL4A4,0.07300893942485108,0.0020101317104266442,-0.013038566889681573,-0.03011977222068016,-0.01758671872250241,0.03750276343444545,,-0.01283517188613006,,-0.055758351514295076,0.01771294828141508,,
TAC1,-0.0207832883652302,-0.01881957362685061,-0.006311293300067423,-0.025170472343948477,-0.009233557949757363,-0.017960416611726097,-0.027915328085491787,-0.058055099004341526,,,,0.05148034520771477,0.02930045211261105
RARRES2,-0.12635621683391146,0.020535082817249212,0.001938755951209613,-0.08616171655320927,0.051478875834536066,0.028500325778083774,-0.011506931301279536,0.018120616520778277,0.06769230590078733,0.0919658119560338,0.046241327476970226,-0.032881778845284405,0.05205465321169178
FGF7,0.05080156628261153,-0.023599828849064714,-0.01655626247629728,-0.00839166277832484,-0.02496444015877806,-0.005101681824979096,0.0142109965845869,0.002142167892209089,-0.07540498703388425,0.07746678708031687,0.04730410480495423,0.06281531062350411,0.03605264054561124
HBEGF,0.046972867563006636,-0.0026147305872324914,-0.003634210278266411,-0.03627971436968791,0.0015545291563927623,-0.006477553150412777,0.08824071728790876,0.03835076478789317,0.04124979461083687,-0.00045315363177957487,0.02406835873201225,0.012466641510080765,-0.03908089866221703
CSF3,,,,-0.03186613927585406,,,,,,,,-0.05324322865724075,
PI3,,,,-0.03588169341212548,,,,,,,-0.010747865169392882,,
PCSK1N,-0.10921172151367618,0.01581384405084616,-0.02043896244675408,-0.04345976184424702,0.03317548417044454,-0.08813465750567603,-0.09712701711341282,-0.020302134244599777,-0.012322150156986839,0.018168377919192763,-0.06750387110488683,0.030143505472845163,0.003971420718671646
NTS,,,-0.01591712770327761,-0.00023296559179200441,0.04892232584768133,0.1049887018521853,0.005360342616706006,,,,,,
SFRP1,0.09190879658049089,-0.021347243309312768,0.03145472801769539,0.07542997757949195,0.056219467902423215,-0.014702567056618047,0.022400040587084873,0.026560643363345432,-0.0012373147900242337,0.030530837158093932,-0.02593288205875242,0.05842511594314929,0.09827596220001408
CXCL13,,0.013061768194434038,,,,,,,,,,,
MICA,0.062085162019255506,0.002029279847116743,0.010854838522495596,-0.13037935075593768,0.048793767255945086,0.013082353804613438,0.03582743126327625,0.029000025069368548,-0.0677688400693833,-0.03485653669393599,-0.051663688334210964,-0.03551923562612921,-0.04764678593812161
TG,0.07048550776712903,-0.028141004718442244,-0.018372561335742835,-0.018842844010067042,-0.016970716971849497,-0.010640183824040746,,-0.008258025193073592,0.13531813173441762,0.004726960998377804,,,
ADA,0.007917566237832083,0.0018509996969646387,-0.03589260327897948,-0.09413706369405837,-0.04338074803861624,-0.017280514214394832,0.02560391659838477,0.08316502951305774,0.02378372781503662,-0.04843665863271265,-0.0330144079708886,0.020547932456148183,0.09267234228429601
LAMC3,-0.07306924073906845,0.07880969418915312,0.000888854215722276,-0.12863539178772643,-0.05017358689927229,0.03341261377077416,0.03760383074921256,-0.03919361754823246,-0.046724700241071004,-0.04135845861306986,-0.018078575121608723,-0.06449246103336143,-0.033021169842822204
NGF,,,-0.017532351348018827,,,,-0.03320630325043583,,,0.037171224275165185,,,
TNFSF15,,,-0.021288118207487598,,,,,,0.01986495776290766,0.017604279816077716,,,
HMGB1,0.1286105808800928,0.03215415525691264,-0.0076639267724260334,0.034466393176032506,0.004612478621925442,0.04929009922732178,0.06997660736981076,0.10030957070340109,-0.010353812499641157,-0.007012119389862712,0.0029600968976301292,-0.049790488607011754,0.04636469565850873
ITGB3BP,0.04931048675102144,-0.013196063608063314,-0.04371927521391546,-0.09731694786272808,-0.004905082541255729,-0.0012024110441477243,0.052049313779111754,0.021316095598742438,-0.06686646753277725,0.0679131561236234,0.01912276425799288,0.0035525492269373573,0.040730742609041824
AANAT,,,,-0.028744119985750157,-0.015261864949962938,-0.012265110329121143,-0.021996637818080682,0.09486834250418212,,-0.0459337881536089,-0.012706891858052858,,
RELN,0.025911098354199993,-0.023615761832735914,0.009387333588008012,-0.047521228615478604,0.010303614199007965,0.0114527378795264,0.0038465495839209883,-0.04534687753434257,,,-0.013761807618257729,-0.053291468257748026,7.407482813276184e-06
IL15,-0.03809873565524238,-0.01768928307991651,-0.015147761668631177,-0.03583772934620253,-0.030522787415566088,-0.026361741614264928,-0.07934905813301997,-0.03798902804609461,-0.02077431102644072,0.07101358707161841,-0.033922413767947156,0.03382393710818013,
UTS2,,,,-0.0865821518377187,,,,,-0.05514075322240693,,,,
BSG,-0.10007350087808514,0.04455862721906116,0.054324244931470644,-0.19645949991644382,-0.05554103297401476,0.00882883870247694,0.003715994544697483,0.01408971335008976,-0.04713158009271133,0.07205935181821754,-0.004974867326455696,0.04411894482543912,0.047098144811117806
ADAMTS3,-0.031440617519348214,-0.035447515657432885,0.007463411258460545,-0.10848901277343298,0.030143429402602877,-0.05004452592915221,-0.01588494222325552,-0.011683269918583193,0.030818026341362655,-0.0027390079179242183,-0.032277481868925484,0.06674350306253175,
CD34,0.006327669293854541,0.015950687343264363,-0.04748721501905353,-0.036723643004059295,0.022471890621583963,-0.022947688402375467,-0.06174119378463258,-0.02170847599169588,0.06097702298612734,0.013854340869297366,0.0141322795769439,-0.04603376792629714,0.05900719652048721
CCL23,,,,-0.03270624571505743,,,,,-0.028153476503933943,,,,
PLAT,-0.011100839251532543,0.01573200275715614,-0.021355632104606014,-0.10815348848463355,-0.05542676604788352,-0.04551657217538942,-0.0047620615413925095,0.09625204265860281,-0.034827701312126355,0.01394125577842887,-0.00794178078683643,0.04030121877931704,-0.02696827142920668
NTF3,,,,,,-0.01979881396874181,,,,,,,
LTA,,-0.020694983323933318,,,0.08081627676499492,,,-0.03798903273547796,,,,,
CKLF,0.03834264266399589,0.05039437471935161,-0.036023660018754886,-0.07324337639569235,0.002428570410625481,-0.00283575260718108,0.01759714630290175,-0.013062993636729886,-0.05430432671158483,-0.05134803512124133,-0.028163632617770665,0.03504651274769537,0.08538136576391105
CD24,0.16103300035255363,0.04159606230626949,0.023514885003725148,0.0688975665788779,0.06581462367111775,-0.02551205569299383,0.0701405421828314,0.034305300007233495,-0.03514164489514525,-0.03408005819585212,-0.0723146059573913,-0.04331313494522552,0.0961729898027002
HSP90AA1,0.07175838551950305,0.028992607719529634,0.06324287357455968,0.0973370713702763,0.12638217375376803,0.016035589319753886,-0.0963812906632538,-0.08525172803005883,0.07412688700863979,0.04500655223054421,0.025804502264694804,-0.00478174969218642,0.028591614642306303
BMP4,-0.02477110039276703,-0.021937895463409584,0.02356555078940367,-0.04971367378897805,0.034337013265901516,-0.01985366353738618,-0.04692935629352152,0.011215424639677235,-0.0622687281649645,-0.04843843231441504,0.08169543859265944,,
SCGB3A1,,,-0.019336385678070934,,,-0.010345740523849083,-0.019326852727149377,-0.026508244658869643,-0.034743651749528474,,,,
IGFBP4,-0.032298584371547284,-0.005368479341999022,-0.05514498446297496,-0.15271953063502336,-0.04923577914856374,-0.01878785962202805,0.02795557669098525,-0.005271004973486851,-0.027510704825500384,-0.0425075529348804,0.02092563259881092,-0.007907605044715783,0.08867859713187161
RSPO4,,-0.03345580412685621,,,-0.017095560256563724,-0.010345739010550494,,0.021116585159193253,,,,,
LEFTY2,0.05423665564178852,-0.02094914920601686,-0.04342006135335888,-0.10818411360099141,-0.002050550118230171,-0.011344229356236815,-0.01937961902735911,-0.03952118305003023,-0.037206085117021524,-0.0586994883794404,0.019099458032345924,-0.0933776669108118,
PF4,,-0.018824900075537655,,,,,,,,,,,
ANGPTL2,0.009615707498881038,-0.013011531770968022,-0.0329192549904774,-0.08262270430048073,-0.011337075712901915,-0.02038206637853408,0.1353565809098363,0.03502891955337146,-0.058559565812440116,-0.04529865988112519,0.01088083757423939,0.06585946399332658,0.10529343879276636
LRIG2,-0.022693250349907067,-0.002029093847004813,0.014730412466835633,-0.05597999408333913,-0.006245060203348108,-0.015238796654672598,0.05693043402863447,0.045952125827402976,0.06744635958898398,-0.017592275062203854,-0.05077608043164924,-0.055435535826701875,0.034484230618030985
ICOSLG,0.16872294027147455,0.03706413330699293,0.09103397724246452,0.005984327049413468,-0.035266905513535604,0.09988803597489322,0.1500985355671161,0.10225068341473537,-0.06110883322753554,0.10735343286293723,0.006309580955491742,-0.0727232395805506,0.06528048093646918
WIF1,,,-0.01524937763132526,-0.019874479550282587,-0.013192238929976584,-0.019468538781605198,-0.049316692115758336,-0.0936036931346587,,,,-0.05814252239621763,0.12538173200123692
NPPC,-0.06530063186339555,,-0.002912350813198194,0.03211913411595312,-0.02573386649320542,-0.014378045402601637,0.041196103933702884,0.05033636507945969,-0.024874562733251896,-0.0004616735512964336,-0.04701852656901574,-0.04966791838859496,0.04886232718774277
LYZ,0.023086569003641602,0.09830729936169041,0.012457922847219713,-0.08693330966760192,-0.054693228197106675,0.08993831412815835,0.06884457881311207,-0.04669413204788627,-0.07706301609723606,-0.012940646199871663,-0.06824835999377306,0.12794641753138697,0.027853063343365476
EREG,,,,,,,-0.03078358652711581,,,,,,
SPTAN1,-0.04897141721781454,0.04896589775560719,0.06351977475248903,-0.09456851180376033,-0.004273444615809907,-0.04056720879982379,-0.08525017953705424,0.03443244455191745,0.052739072906339564,0.023216021764536056,-0.020015892271473608,-0.017367315891517424,-0.021550810936545303
LIPC,-0.030816277883789964,-0.016942987537566522,-0.023490294259306717,-0.01743541083791779,0.060441700692348055,,0.06831555662874451,0.0350762804035376,-0.026376927515867177,0.03048420449666549,0.03163669468293967,,
COL8A1,0.07573679776337261,-0.039341213290895904,-0.014870254888849304,-0.061401614447757866,-0.004097168177217863,0.012493144884197255,-0.057390836635243456,0.053470454028174505,0.007107156008459703,0.007504829565447878,-0.0012252793067412215,0.007574345063704826,
GSTM2,0.02687213220870061,0.014441066964286927,-0.012809472176491872,-0.043713299923328126,-0.03337291600686203,0.008038366050834028,-0.03134791343841343,0.024751267812899613,-0.01945545596030765,-0.019232448776905924,0.04307991447648673,0.03334808596687133,
SPX,0.12928431114200425,0.015419635361002717,0.0377063900199205,0.046892234775245456,-0.017750492914152392,0.03410052461425313,0.06917351972438403,-0.0437629579642433,0.0601509241705126,0.014566936817350027,0.0017484981069984793,-0.017934824088251866,0.09343361720982983
MFGE8,-0.03320508842269976,-0.021425589253565604,0.05212404369798991,0.034292686626755234,-0.018050886964791773,0.054267326524568206,-0.023304027035177262,0.08604213667076772,-0.06907229795041718,-0.012364284118556763,-0.014195553098118858,-0.019471415522665146,0.11483023607752808
TGFA,0.13843295115546453,-0.06808195002995512,-0.022436959243261407,0.04629561981603999,-0.055834032724402724,0.009343249847330615,0.05211019964521881,0.10855642244410627,0.007801725931377988,0.1296102876571946,0.025988449700895557,0.08778298735147083,-0.013094457183222566
SLIT2,0.049662608127655695,-0.004641696137525629,-0.00984930433983439,0.0068667550019343064,-0.030551270504759316,-0.02844346293035001,-0.054850206982366465,-0.055390510273070064,-0.0028879309261683143,-0.05131487127198906,0.08543999470902543,0.1575841615814593,0.12922669412135282
PLTP,-0.025981874187236624,0.019200135229414553,0.025728684530406977,-0.1268769711409848,0.00116804869640524,0.009939833375496896,0.03753054796855959,-0.009721279944017312,0.042779480944330005,-0.09731087455358173,0.02236271600985743,-0.018331930712584047,0.030069770166374413
APOD,0.15363034748996793,-0.006367891779788802,-0.021791774504017532,0.188141701265152,0.030182459597253793,0.04444200430356908,0.1314407796855349,0.06967996433577403,0.09649904862829681,0.08022005297083291,0.024750147335567112,0.048286463809178934,-0.028001845037604733
B2M,0.07116596505873353,0.018010955577299557,-0.061427929667121114,-0.0926468487578905,0.040461568495778526,0.06769466352061973,0.07270605266969386,-0.004740249129393518,-0.06159217250403044,-0.09051486893474067,-0.03347987838448917,0.0007433868189652502,-0.0765880064271727
OMG,0.1148893250085299,0.057489371252198836,0.0004784034168172428,0.18868998567193368,0.07245561394255962,0.026675093261951856,0.16391961764283264,0.04688998916795144,0.020725841512957862,0.021378267139020864,0.02062302165661969,0.03363536678994966,0.11445178984278852
CXCL3,-0.019383315579200717,-0.021466570748633104,,-0.017793342064698268,-0.028905769738609945,-0.011067753893243321,-0.010944377457142666,-0.027358982866313275,-0.02563573138437684,,-0.007396308935649334,0.03821415418159419,
CXCL10,-0.17371262979346347,0.03062808244593315,-0.020705274141673037,-0.15073267523095446,0.03833080401946575,-0.0168127282315674,-0.009295464880194247,-0.02792410526303899,-0.0647327288588883,0.08994241578858199,-0.010550051715247706,,
RSPO3,,,0.01990396060236129,-0.0040938295211668755,-0.0029008039936098797,-0.02687586651098402,0.027878769745025237,-0.028589609802554514,,,,0.037531892569989796,0.15014330899811162
CORT,-0.02406959306496877,-0.03362007945578007,0.030176442909474754,-0.013988338907099275,0.012028439571471016,0.04153585547322637,0.03152595232359869,-0.003453183414755206,,,,-0.05901268595619457,0.08643225159323054
NCAN,0.08519146627853733,0.060124707160587314,-0.040602270129896124,-0.04847027943281893,-0.05954988707639807,-0.00823768100266235,-0.04122363093950767,0.13561139406575037,0.09852803304381186,-0.04353403223389055,-0.02300432759975092,-0.0710146380350104,-0.027623237151192016
PRG4,,,,-0.04088747713822359,0.043794235973373334,,,-0.011501824700891334,,,,,
ZG16B,,-0.02265270765569953,,0.04068629087902081,-0.011679504301571237,,,,,-0.05106299419239169,,,
TGM2,0.04099551385436994,-0.014956286038258153,-0.025928231083225846,-0.11577674589465496,-0.024374172065596746,0.013198083207995662,0.0524483401620888,-0.06435278930143289,-0.07504295847661034,-0.02145286328029656,-0.025367402607951818,-0.012920872539922381,0.08041890127048135
VEGFC,0.09761984155065394,-0.017412242525780046,0.046619975271570385,0.03436968227904517,0.03311130597573008,0.0032243154880377068,0.08337504333692052,-0.02414496615780872,-0.04243064172206877,-0.04408517639504771,-0.031820788204895346,,
WNT6,,0.04090437358395925,-0.015536936115459145,-0.04020747978198633,-0.025992320242904994,,,0.03091684618541949,,-0.016896097101814597,,,
NRG4,,,-0.019020081987616812,-0.020261672289952855,-0.00983237879431096,-0.007904964832855483,-0.061723997386966226,-0.03979626241467511,,,-0.034806494969782616,,
PMCH,,,,,-0.017095559431518297,,,,,,,,
COL9A1,-0.0009213408691006017,-0.04508574951434368,-0.020553503688893665,-0.024505506452287364,0.004984671289351875,-0.009043079298787043,-0.06904166238520282,-0.029134404356286246,0.09029614224452259,-0.045811848602610665,0.03235953157083779,,0.022346463466469787
GDF11,-0.05730442189611292,0.013011015549875351,0.005465999599800126,-0.0689932362559795,0.049039534290597035,0.04537088268467868,-0.03220641307378228,0.0952055187347697,-0.014440981033676548,0.09679851689259983,0.0404836463305408,-0.05027830368870007,0.058296639925641214
SORBS1,-0.006041099645472631,-0.034673022836386146,-0.009347556096361318,-0.028268710295938703,0.003402418150367165,-0.025416934485279555,0.03767780277056961,0.008063990855129467,0.025849093043568378,0.028868546507147947,-0.0018748810961744273,-0.007521681445307331,-0.13581045842298486
DLL1,0.019553405179087206,0.017926043134574045,0.0064444128344818994,-0.03977096748015303,0.03363875676135885,0.022878787214093636,0.10081314481557134,0.052903981814781516,-0.013825446597919747,0.0644441487548043,-0.028523321665130597,-0.02320972841995229,0.17904857914372044
TLN1,0.03650109345734663,0.030315166841626547,-0.016683693470731197,0.04657754450393454,-0.06565937847773907,0.005208573720113493,0.05004246484342848,0.07038188604126311,-0.07683167014462518,-0.09246521261085104,0.014023312940953903,-0.08579988613639747,0.056935400804371546
COL2A1,0.10278808945459676,,0.15737083173624639,-0.004958671313404595,,,,-0.02777498449101485,,,,,
SHH,,,-0.018372563299837052,0.04733258177501842,0.0087136191173469,-0.011878755205738806,,-0.026508242341884043,0.07706245748936742,,-0.002832011875976969,,
PON2,-0.1152994923631235,-0.031609251822927786,0.05731940644411142,0.009179612641121064,-0.013439629783259707,0.022881397944961832,0.12558057210961265,0.0669473654655308,-0.0273993596025603,-0.009541498262139556,-0.010456284955703415,0.04246794380650678,0.07741192072630684
ICAM5,,-0.014953824086618422,0.01367520344343659,-0.014074154737653785,-0.03794982149535224,-0.01907393385944109,-0.01921037916762947,0.03411384233587802,,,,-0.032776552137502316,0.09473190483097407
HPX,0.06345927434961157,,0.05535336046356277,-0.04086679844426977,-0.010319630335145172,-0.010345739469125753,,0.012957958239559616,-0.025635717972313135,-0.017155013000155674,-0.04619198909489696,,
SFRP2,,,-0.03672927137043396,0.010163565686690974,0.05212390599298795,0.06453097805244414,-0.06824502006870206,-0.04554129944383096,-0.008300734545682566,-0.08592829202639084,0.044794680301674966,0.06823560970999433,0.010728749610428209
CFC1,,,0.033396874471232386,,-0.014698767370211521,,0.046620682549323895,,,,,,
CD70,,,,,0.023810106625550394,,,,,,,,
HP,0.04923320046239234,,,-0.03973286400669912,-0.039782379737311156,0.0014077553479702153,-0.043970583069503744,-0.01168549158160218,0.07326405522681269,-0.05324712029311463,-0.05108132774638977,,
CXCL2,0.06916384284227596,0.0049715090861087744,0.04117162018759788,-0.04802364606175537,-0.0001693083498462836,-0.014378044277331409,0.014847176714401588,-0.010113882216725344,-0.04601075725776771,,0.11050108236668384,0.031239504300753198,0.005107825498498316
NPPB,,,,,-0.012870838488940477,,,-0.02338157392329265,,,,,
CCK,-0.05172205504411591,-0.059170141281355323,0.05482428711233903,-0.056476214457495774,0.0622007748091876,-0.05450183805880189,-0.09177821663600715,-0.09355765869548771,-0.026376948805658603,0.02799595098797625,0.09825607382023235,-0.05266597562943228,0.012618682971027455
SEMA6A,0.028276726991105675,-0.02389373663720369,-0.03264710566731781,0.06122096873971252,-0.006641359810944086,0.04761670940643418,0.1182730284033057,0.08084966261799985,-0.044049467688181715,0.08144522621665555,-0.04294172767626396,0.05166389978017904,0.08412742020433865
IRAK4,-0.041968990786445254,-0.017505842450339048,-0.04658308321418746,-0.07563114277273554,-0.013653480591680135,0.01875092896585809,0.09330502379704837,0.03670946284128319,0.03632422412921068,-0.03558034632317255,0.020109934767609784,-0.041947137716549614,-0.007121397046818438
GSTP1,-0.014077115633055463,0.011263417110782534,-0.013806621602816871,-0.007098696350647202,0.052656100849379536,0.09837552746452469,0.09752775130079407,0.02553185398964701,0.04992063894766673,0.05193624288783628,0.08336351618367084,0.06582276193222296,0.00817911877835566
VCAM1,-0.006544831165493054,-0.07915415725460315,-0.03166168811435191,-0.17432954239792034,0.0668428798150819,-0.006787329044289409,-0.0005481557896312334,0.050053732537429396,0.024726713324675003,0.012992088125448283,0.04162562011149619,-0.01157132064041422,0.0748542207545788
NXPH3,0.005458979738553687,-0.04673524033995686,0.009288508990747032,0.01499316871740268,0.035671380404045584,0.03602341439634703,-0.06394345827322716,-0.00533565613634466,-0.06492032400913805,0.08171147240717844,0.034313264573528506,-0.08189534896124197,-0.05888959384297895
MTMR4,0.05744791295444273,0.009958248491589407,-0.010613690871936057,-0.05811308439693906,-0.020421295281684338,-0.03662576950330428,0.013392361454441908,-0.015506059969007835,-0.003741102470781866,0.06033251496245094,0.014288244960242533,0.1062046039126598,0.04918878126228965
LAMC2,,,-0.021288116115218185,,0.10422696292306398,,,,,,-0.033488411471189514,,
IL10,-0.02500097980902972,-0.01921090758328716,,-0.049522871218999405,0.0019813849931177604,,-0.06856047090145548,0.04792354783506093,0.019739483963056,-0.03344815607731643,-0.00879019458617529,,
SEMA4D,0.08754091046783123,0.03443448310729049,-0.034315938158085646,0.1496697058902754,0.09331250748142902,0.0319782908080783,0.16271774836478475,0.12808567526307574,0.03189385006018169,0.08577846974064882,0.024258508314873573,0.05091705912479483,-0.016998726573257343
TRH,0.06106221644101545,,0.024391231275637613,-0.014158851746121385,0.014144974712804431,,0.05214211767963925,0.05050201718942424,0.03002143873358826,,-0.06710929737234154,-0.02451145040555944,
SEMA6D,-0.023422816408063672,0.01848430306878902,-0.012166000931325686,-0.002360128305735958,0.02354950340136355,-0.02679091341321611,-0.027011131754427854,0.09488539111518031,-0.002971726711806477,0.05381847329206729,-0.007418521670155924,0.04557963370221118,-0.020453645125013166
CEL,,,,,,,,,,-0.049565559393523057,-0.00863040778102622,,
PDCD1LG2,0.027345990714921463,0.016149164367229005,-0.0149495937552707,-0.047270189488806603,-0.038583494016458636,-0.03956007656540598,-0.004401784801914041,0.0496380804995631,-0.046729863244387,0.027610728846763098,0.001152793929843994,,
SPINT1,-0.008126133207738173,0.043143292496676144,-0.019336391586309336,-0.007585748834365275,0.10453895717153791,-0.016907214409462974,-0.0042738999034183135,0.025825346120679375,-0.054522344397485635,-0.011132716754510878,-0.0422029295502507,,
CTHRC1,0.027996386474292086,0.06260445516245557,-0.009565005671400022,-0.11807132233381315,0.030475829043346513,0.016596702742038897,-0.021525670346162568,0.051264688234588636,-0.06275743135895703,-0.05042406268520271,-0.04876591317880703,,-0.037814959025206346
PODXL,0.04730646965590186,0.018809876713448297,-0.04397782424942636,-0.11939948459551503,0.007366346697259404,0.0015314785201610626,-0.023726374642769457,-0.017407439223699833,-0.07034727931360259,-0.03321717978487821,0.03902655835310383,0.004820271117061713,-0.005202854812384092
JAM3,0.010399981875340063,0.017288290082608463,-0.025167127344344745,0.04122727234088447,-0.05527382360112647,0.04327507673288907,0.17467623962165466,0.04656388492700255,-0.021955128869413493,-0.04307936348089598,-0.042532828593766524,-0.021112415873796267,-0.01076846691318958
TGFB2,0.09624830447778436,0.00431085737914135,0.05831732164973358,-0.1434159070248007,-0.0032799154631083225,-0.0030212733573152916,0.01921551603406749,-0.015509861529255986,0.053616907418472665,-0.0772397812611548,0.0002525875748812623,-0.043271145646082775,0.053782455557890484
COL18A1,0.009378383938138288,0.057702593539293835,-0.05678581082836342,-0.10160862213662403,-0.07046729072751297,-0.025720441034127205,0.0349593351668745,0.018046153953547063,-0.018616493097742885,-0.010575851334954147,-0.0593307997370733,-0.0048042859427144405,0.04725995841822149
NODAL,-0.03496413695510421,-0.020177543556695942,-0.041835399102428776,-0.02957471445154868,,,,0.024012205440082174,0.03597514563204222,-0.04139761606657658,-0.0060085972200133245,,
INHBB,0.009589807487155782,-0.007790338507791313,0.010677703598202805,-0.046463174949639426,-0.005973017020001574,0.04674085502281059,-0.0406152564698996,0.0037237295497759486,-0.05450828649664944,-0.03863943162390258,0.03159361290912173,0.011727107788965503,0.044798386717935235
LCN1,,,,-0.03311874806298136,,,,,-0.03386946373451886,,,,
ARF4,-0.04136662526043344,-0.04711948418139661,0.013032908463108726,-0.014284566781707584,0.01614809765332147,-0.008347146841619186,0.05041798438155155,0.044540159296507516,-0.07126509851293128,-0.044661494656977836,-0.010357324826201874,-0.0823381354250292,0.13553680653107517
CXCL14,0.1325971501731734,-0.02679180036693439,0.031432371950277725,-0.12852315271526338,-0.0723511932652653,-0.02568975515671626,-0.05501317676729356,-0.06568754774519403,-0.04025689333214376,0.015248844403537708,0.020021158586224847,-0.060363192890301016,0.10864374725008216
LIF,0.031703611283632985,0.050636334421783995,-0.018860115538557404,-0.07586518588957944,-0.04133230971748556,-0.012265110329121143,-0.09750668217912059,0.036879247235113245,-0.07540494109355138,-0.02392663935988629,-0.09318849608653582,-0.046380497077985604,
IL17B,,,,-0.01163965570699384,,,,,-0.04042580090298358,,,,
MMP1,,,,,,,,,-0.042704911436771645,,,,
MATN1,,,-0.0182073815891009,-0.03472275576659656,0.008321777095341511,,,-0.02777498103455093,,,-0.01971646802656415,,
ADAM28,0.03712520701245311,-0.02076093666682104,-0.0014349731693026433,-0.0422756882816745,-0.009450625432914951,0.039338844104757076,0.10365494008305341,-0.048686420824281554,-0.07670837529234889,0.026378213478701694,0.002336690996868984,0.04064251644294264,0.0008747018445057063
