,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Bbulk,ZH881T1,ZH916bulk,ZH916inf
QDPR,0.10312629796406532,0.002643078660475461,0.0557043636144913,0.06566879530162147,-0.01862373865208788,0.07884016213481787,0.03941899086160473,0.0017643634611951007,-0.22675295090235964,0.012662935282628835,0.04385584111342837,-0.009529992609165972,0.024430086551214272,0.050474213784592846
POMC,0.2682024089088866,-0.009995276508801595,0.07221588568216243,0.08122817779439882,0.07966863090411237,0.02856765510927286,-0.010288356797609075,-0.02793683940262089,-0.047666690988429086,-0.017624988011690382,-0.023838262469369747,0.02067065124318706,0.04012610306159661,0.10935675866916193
CCL18,0.061992528550600265,0.04562495721411542,,,,,,,-0.08286294752375228,,0.07985732754816273,-0.008569688570292439,,
CCL17,,,-0.02418746601845909,,,,0.04641052449367612,-0.004427748918182626,,-0.018512928603764734,0.07099595498088797,,,
VEGFD,-0.03089092132279771,-0.02055991770584877,0.017451423748168146,0.03914241467007324,,-0.04948450777142277,0.018540766988018372,-0.022932582385675825,0.06890062431845781,-0.0027004222019091926,0.11827592517012177,,,
TNFSF13,,0.006371880979741991,-0.016683972728058924,,-0.028329755654498478,,,,,,-0.028670713730736788,0.014670749362815108,-0.019219774962175626,
WNT5A,-0.04451416689586744,0.006510433955904603,0.06295885656947722,-0.027048351228680267,-0.024985743140000703,-0.18158356224072705,-0.013553221597708838,-0.014489272746751406,0.008365610610395587,-0.05557303328907757,0.03719505008181032,-0.007899514846067731,-0.05587161115961009,-0.0359273697200635
CXCL8,-0.12035981608312346,-0.023034400662210994,-0.040286701595154656,-0.06991959999711511,-0.04029723997449416,-0.07295715730516063,-0.05213828882072455,-0.021355817859373707,-0.036658283736635586,-0.0415899375371541,-0.038948126145248806,-0.00722373934043674,-0.06462755852622201,0.027833459719855114
GRN,-0.10934421300312605,0.052116503617884606,-0.04447098567987438,-0.09466302451959797,-0.05036952782218393,-0.18747740387156545,-0.011346767791043079,-0.025938661151309973,-0.17309660943132932,0.04654053561417145,-0.08961567788658567,-0.0863482303768633,0.0788140790259538,-0.13552448148226146
MIA,0.010433666634836131,0.0017868645460555246,0.05610387606432956,-0.05505590229949835,0.04308111831697062,-0.07929250101243647,-0.021187274628606773,-0.02608098290682514,,-0.02717299303838415,0.1248102179419655,-0.023498075138618256,0.04575762021761176,
COL4A4,-0.031097103424756523,0.060342857434004554,-0.04713030124785521,-0.05466629260441649,-0.026954510884869387,-0.02910776205206198,-0.025060447206406145,-0.01654816256930942,,-0.02635881134077538,-0.01473301339192215,0.0015580772011207012,-0.05661911331950045,
TAC1,0.26878282193077807,0.043377096338517954,0.16092496920098884,0.16744297435129907,0.14099298546534916,0.2837353468890409,0.1280591515881341,0.11304182471819257,0.2677129897310357,0.18259850609915407,,0.07617997412744755,0.19155858718136484,0.3431686666258642
RARRES2,-0.01862365850121482,-0.018867021749981356,0.07233055735917197,-0.09708072519272397,-0.05861764788762815,-0.22767935102456008,0.0374080470393023,-0.0013709832892531196,-0.0010594561240234793,-0.11954392121844461,-0.022809234452292895,-0.007920436738270276,-0.03611196004033711,0.08179932509984518
FGF7,-0.041675793585417883,,0.05814627263133427,0.014938818970439088,-0.01581126784144434,-0.06615962320806724,0.01735132210039055,0.024979417094589756,-0.048556626789443655,-0.04125293378950965,-0.02543172929144399,-0.000539501950234987,0.06800576569631803,-0.009024070677498091
EFNA2,,,,,,,,,,,-0.017366347487000746,,,
HBEGF,-0.00611086976511087,0.006411494210402251,-0.037509214172257194,-0.016715776227187628,-0.0036636766901069744,-0.07869371561854606,-0.06131640371782397,-0.037446061476316524,-0.06394086828314431,-0.03295919521333777,0.014277976762523781,-0.022049867553793793,0.0007749628968570236,-0.017325230320116864
CSF3,-0.03109707880508685,,0.0015427926078086223,-0.029481224754009126,,-0.030795451996232945,,,,,-0.02827057119642473,0.061261671436885975,0.019574173599213457,
PI3,-0.0368391270715952,-0.0060063938762167585,-0.04975075513776174,-0.056633807811221966,,-0.034676085403729615,,,,,-0.03559186196579255,-0.04421155949510548,-0.008597738697450522,
PCSK1N,0.21349602157340755,0.0058573831553547576,0.026985569780887415,0.03905851921146812,0.01783631977058041,0.17091149447247225,-0.027094705635776366,0.054656017178936055,0.2605995701202089,0.21333679302581876,-0.02193068480388247,0.05011694893516833,0.10032490915261603,0.10571385798172733
NTS,,,,-0.05703539941984952,-0.032905333505124985,-0.017952485669868633,-0.02862864784295469,-0.0069397618179153275,-0.037075210485234544,,-0.02115759891535189,0.047729272156361795,,
SFRP1,0.14022584631670218,-0.03619321268641438,0.03483980062383064,-0.013154041699440547,-0.006056631942351931,-0.04656677373223275,0.06174749442630784,-0.002506418933859317,0.05744772684437518,0.06107641366454647,0.0517018991171298,-0.013364172757640628,0.04969171903880513,0.01584147790941722
CXCL13,,,,-0.026618386813549652,,,,,,,0.12511529874983543,-0.043654867935094474,-0.004928306709834737,
MICA,-0.06260259059675168,-0.02380580388751967,-0.0280610224599173,-0.025877173586355544,0.022041117983997507,-0.057111633394874975,0.00019964480672607498,-0.006674470390745284,-0.01481972710330576,-0.08478724461235747,0.014489258261332587,-0.0133666112295308,-0.003676041959849785,0.10455893034504092
TG,-0.024789335267812344,-0.021432676670718045,-0.022775098132499415,0.048162823127132916,-0.016749145329327447,-0.004270170404378883,-0.02418266667242064,0.004613065353662356,,-0.027809030991486242,0.0048076410904888565,-0.022025777843807274,0.013393002471010516,
ADA,-0.020657054254463247,-0.05902716849944468,-0.014353342278491273,-0.011061313366557463,-0.06200845890428835,-0.1268352455244182,-0.010929001368440446,0.02733142901909435,-0.11145349199096434,-0.0847422849399432,-0.015807454943300832,0.013744726246764918,-0.003299024638636586,0.08490128620879103
LAMC3,-0.0018130567973724196,-0.016653636352357604,0.015730900858610775,-0.015723472667090427,0.07679275621545426,-0.058932063796866996,-0.016188049452777808,0.007980203051853539,-0.02410373710673955,-0.0378361847731373,0.07493235017984624,-0.061360299838933506,0.06507102656928097,-0.04565893861315974
CCL7,,-0.013077840363993955,-0.016466359561355347,-0.0352910664390129,,,,,,,,,0.0038079244575719706,
NGF,-0.01791591108067365,-0.02245400247137523,-0.004214009676454742,0.010082883590399126,0.008756011390518108,,,,0.12886608367998614,,-0.017132914559884565,-0.036530684263571096,0.14462239688929213,
TNFSF15,-0.022164217973523467,,-0.018336096730898803,-0.01209034625931554,-0.010052323749018191,,,,,,,-0.01661892409357841,-0.00948155737783334,
HMGB1,0.08626328441589598,-0.016174208351062022,-0.0012481428638535853,0.036833447621947936,0.05727743756593892,-0.2120728456368912,0.043019601928093246,-0.008235727764448078,-0.12869398388079162,0.003435835966634001,0.0036218543432249527,-0.0010413342106957283,-0.009703927270491046,-0.09660840642385067
ITGB3BP,-0.13958085156744646,0.052788204241057485,-0.01914151828532534,-0.0036742135246061484,-0.060048214050618276,-0.16027610929452918,-0.013239150672043983,-0.01137691885485824,0.03405867051622024,-0.10463738950712385,-0.001547802966862204,0.02330928065060949,-0.014460764789303072,0.11449386873929646
AANAT,0.0031006411381390023,-0.018973956713657196,-0.016683974508707577,-0.023544139324041088,,-0.02777833108467781,-0.021747613462451805,0.021096479303834674,0.030945342756845472,-0.011129819279876428,0.02895039411179935,,-0.03636532648689845,
RELN,0.06321856901241776,0.020235726461456893,-0.028959643453750263,-0.003767493178447213,0.05293057677819857,0.13824422306231587,-0.024629562187444047,-0.028505862167255997,0.04681574123521792,0.07238932276024203,,-0.02007385927355043,0.06177261506833196,0.010570051367642896
IL15,-0.03150605326361353,-0.024210079979327358,0.012478835807656732,-0.008437403702414355,-0.018283652169781794,-0.04964855786986695,-0.00694755705571611,-0.02835075793641423,-0.002792803126157956,-0.023031759250450288,0.016845083194971574,-0.021089642347938937,-0.04503220891786611,
UTS2,,,,,,-0.0916308330780566,,,,,,,,
BSG,-0.12120830344945423,-0.06308087494969612,0.029991883748615587,-0.057914735697645776,-0.026617709730295692,0.0883539212563822,-0.05910693394704354,0.002120957321814623,0.1939382313826974,-0.11601926968000288,0.04825933538871625,-0.03850675747106565,-0.009930044011705882,0.13449538067129665
ADAMTS3,-0.02731802002856895,-0.01932489653654428,0.03854486036688175,0.005993361051167399,-0.011063547500086401,-0.2139523327665876,-0.0018314377382826594,-0.0262965260871069,0.024454921621165877,-0.028515376629095444,-0.014620789107838868,0.05329841892570708,0.057744755502965574,
CD34,0.08414407736971098,-0.00590432084593821,0.0005564933500158594,0.003347546340437972,-0.01595511607049256,-0.12894388505399182,-0.005754698220933612,0.03934820694675065,0.02205619280701181,0.004364917157710609,0.061939470817797854,-0.027683635039236893,-0.02084662643443551,0.07996844474682564
CCL23,,,,,,-0.03160733125453448,,,,,,,,
PLAT,-0.02175010380400219,-0.06364536174280504,0.015077677368504776,-0.06263776566314647,-0.06343977205261007,-0.19791598259898494,-0.08311022424424044,-0.024753864285510376,0.007849170802163394,-0.123607722059823,0.06824396614744331,0.01694687150709312,0.05082234450619582,-0.03341987445730051
NTF3,,,,,,,,0.04510891045937418,,,0.10435499036839097,0.02550172720240127,,
LTA,,,-0.007219325393629209,,,,-0.020945218220119535,,,-0.023031762093501402,,,,
CKLF,-0.070478170745164,-0.019928238570027183,-0.03659673611256723,-0.06379228431382224,-0.0584703365088801,-0.23173225761229388,0.006490015077739871,-0.007196705764632301,-0.12113719606992308,-0.16199980579706957,0.030008533483433793,0.0031692652198584805,-0.012673480095533565,-0.03800980240519058
CD24,-0.07965638982581645,0.03950777152942198,0.03138872582202985,0.006836669300933906,-0.04365854800735344,-0.006572041607132922,0.08840873283868263,-0.02482960138856923,0.03618850234589193,-0.02428986517107254,0.010366709944817918,0.04286455890381259,0.08210680668345861,0.14278077059198419
HSP90AA1,0.08469081132000324,0.006127500309630847,0.05947156020574003,0.11302399020840463,0.06319231822034961,0.2422866203197705,-0.06471538293429216,-0.021129610395609868,0.22505279647699908,0.2119936591166787,-0.0976460097588652,0.03403126345900228,0.08181698507975363,0.06522677045531561
BMP4,0.13487006551584688,0.021505269500366565,-0.005290135290264757,-0.0012837142433004922,-0.04970291205652045,-0.009921100888075863,0.02201366954555778,0.011784145732322698,0.004966299638515055,0.05157175163035881,-0.013846114363725067,-0.016985416349963492,0.04310961778789408,
SCGB3A1,,-0.013077839056227392,,-0.028038163420295477,0.001230425255196085,,,-0.02199956539557372,0.0020565909291781043,0.04721750828013915,0.17972047273255937,0.09717922198991416,-0.04315153880183582,
IGFBP4,-0.017007969000758967,0.0053897910711465154,-0.06542368311469171,-0.08807349925831467,-0.05751424951473859,-0.08266719403454147,-0.04276623197274759,0.0002670701227031862,-0.025032175898316425,-0.04891810074019081,-0.013603538711307551,-0.07176530998282768,0.07688396711715792,0.1905221078425901
RSPO4,-0.02188612219187926,,0.023915759920216825,-0.03236059833524527,,,0.022125918425677526,-0.021999562177639615,,-0.03194867995611818,,-0.007554641029769611,0.01894937093656658,
LEFTY2,-0.036659396245561957,-0.0011661827425333124,0.027234500395954424,0.0008855276336512173,-0.04692234429222775,-0.15207019648493425,-0.04918554342024395,-0.024122788988338976,-0.007627043124319115,-0.02843245309413028,0.06109736753886733,0.0431145793597547,0.05441847906923217,
PF4,,-0.013566158720597493,0.006271053133640839,,,,,,,,-0.015917459800083744,,-0.0359210012483801,
ANGPTL2,0.0038462897673812333,0.05691986728634986,0.049981002888737296,-0.008561032240124021,-0.07148654038410632,-0.1424171392963485,0.08400911181536404,0.014132389320579693,-0.10499109631227878,-0.17695231333729,0.016534241680636157,0.0009780327973781516,0.02365377823752631,-0.0273426233715035
LRIG2,0.0006755742334756376,-0.002504789051380102,-0.03305111088821141,0.0027442384021822805,0.06594175776725435,-0.07443213448326018,0.050559833481243724,-0.001322229521513122,-0.047053881828818346,-0.01930077656059765,0.00041182874942252674,0.003528556880515845,0.05443999924210959,-0.005475617601847707
ICOSLG,0.0012988183813724883,-0.019675170118586376,0.019255039509352624,-0.04848991119060354,-0.041984096584065704,-0.10196145410582447,-0.0009561948892301948,-0.006742921540452031,-0.1032156163346243,-0.08867965301919117,0.043602040559835575,0.010835453614922295,0.0022334256202877606,-0.03343869597100687
WIF1,0.36605876072493476,-0.024410100649574856,,0.09808868381611735,0.10344672254972363,0.21570716390914152,-0.018798470166919948,0.0008278250492826137,0.20931710416893165,0.2753408859635613,,0.06584021325556544,0.0544755615126099,0.20776563961676517
NPPC,0.027636058604568338,-0.04057095967300554,0.0038941384685145775,0.08804882554795175,0.014973726844211112,0.09297484460380478,0.04539969581427194,-0.011202658664404062,0.112414966515803,-0.12426390894342591,0.10857637812710824,-0.05865139863100718,0.1903653645389617,0.12845344573021195
LYZ,-0.011326585686730452,0.021342141381382837,-0.02234220411608092,-0.08436592081450578,-0.004607776008405187,-0.1429669656370373,-0.01646277731454386,0.028706839238788546,-0.14312304621881938,-0.024556054300939167,-0.049242427802132026,-0.06810426417375492,0.021809756196500794,-0.06448207618043846
EREG,,,,-0.045539040040469735,,,,,-0.03813958190286716,,0.010320721652297731,0.06257327456172525,-0.041355713415304966,
SPTAN1,0.13821696573483916,-0.005623735883105001,0.05492270355532805,0.014676513878816643,0.1059663683122023,0.17450266834350206,0.06305062205432603,0.04535494708718808,0.23845968316989488,0.17346644651861806,8.430490095785589e-05,0.008384434890838944,0.06316874842551885,0.1348010543857885
PTH2,,,,,,,,,,,,0.017500726533493337,,
LIPC,-0.045902496184539954,-0.016608544068176436,0.019597225365190634,0.07671169002883509,0.09163058108850136,-0.07265383583804677,0.006002779520043274,,-0.0021049473998601778,-0.03618074444221424,,,-0.03689145073836672,
COL8A1,-0.08857063094251265,0.03332666713125762,-0.003956395421219226,-0.07433428970303706,-0.02108103973533738,-0.062458091097687615,-0.025923696220877,0.04766102026919075,-0.04918779118777235,-0.1192754016187982,0.050797160820511035,-0.02173717968902791,-0.07108378506031361,
GSTM2,-0.031157780508991283,0.007412182906409878,-0.058693810076719526,-0.03259817227084565,0.001301385602584069,-0.06486703901631946,-0.018752542812584094,0.026062645005038562,0.006301599825138506,-0.030796260256415384,0.0007838297772897405,-0.02371183819663288,-0.04516593761423788,
SPX,0.09207832925799492,-0.026861696066442713,-0.04230537438139969,0.04381229854680186,-0.01601010724631024,0.012873419842928514,0.06534995482672791,-0.037427401033609274,0.07776781072490471,0.20637143285376525,0.06529297902225428,0.05568291996085992,0.008357448391957803,-0.04286622533237425
MFGE8,-0.12474979117701111,-0.034115456726886026,0.044103796188161175,-0.005660443378261619,-0.017894618145204003,-0.061214572265399496,0.051110871380988895,-0.019877314779568382,0.020725233650170427,-0.08062043003665408,-0.009441450711797283,-0.040262983049055436,0.0037509313604723355,0.05727752099793427
TGFA,-0.1738002594897774,0.0003314312535488269,-0.03559177938980632,-0.0210195708002541,-0.012360837526652697,-0.13504237454941007,-0.04052839892104811,0.01709926317246534,-0.0783836621724043,-0.09758916364212247,-0.0458455906359427,0.0003326398494064461,0.054533214552048404,-0.11933616417381271
SLIT2,0.30814842945893955,0.016464158924217705,0.01704251007897575,0.040256905515456,-0.02729931538800685,0.02366328165208871,0.0170558747932592,-0.004254261317156681,0.15068469036410007,0.26445166554929966,0.11519442142407206,-0.03446068059414559,0.025387607896371702,0.28872545313342096
PLTP,-0.05003053321161526,0.036181662550247295,-0.03673005339137583,-0.08944880502926107,-0.06661676027533749,-0.2490719891708004,0.027149813244235026,-0.018340745291369625,-0.15873470153215408,-0.02721365953939551,-0.04955507472119606,-0.10673521658989736,-0.06000853692674568,-0.06010370567590576
APOD,0.11323272484463792,0.001038316741040654,0.026261880130639414,-0.014354169431012755,-0.010456755422447,-0.23088422158251382,-0.0666374093469143,0.00994419468169787,-0.18691747327949124,0.0473497928017648,0.10969702559280833,0.0014282562075542203,0.01769777481276965,-0.12356931378083827
B2M,0.018537795347929948,0.06122306011561936,-0.04584008621971479,-0.06867319481501633,-0.06406422757009152,-0.2719922787284195,0.01121366539864847,-0.033759954933176656,-0.23229828024989524,-0.21293903095677683,0.04648944683266653,-0.0994198585024179,-0.0037322074029483444,-0.18087928126440633
OMG,0.16999339024411272,-0.01048848192925438,-0.01450085460849264,0.09372037911517475,0.031155892731127833,-0.03508080702402497,0.03913503194059787,0.006615681740154427,-0.07907958262543446,0.1511266579842955,0.05065608419503118,0.03597506622236784,0.08013524484938044,-0.11513589415352159
CXCL3,-0.08561626333676055,-0.012403258482278431,-0.026436682286937872,-0.06137080847024876,,-0.03647162083821904,-0.05974473000447574,0.0603101334803712,-0.033532618706791174,-0.016587039445956568,-0.0154256380507859,-0.059544260206087336,-0.036707419610721034,
CXCL10,0.0709516434870862,-0.0013773353653264869,0.0015590025317785785,-0.016173001808237157,0.07604765593973878,-0.19647962417982248,-0.011408032752130325,0.0134536312052406,-0.08726505289512808,-0.02635881300600321,0.054514199841883514,0.014662826410112092,-0.023109868914978064,
RSPO3,,-0.0177645826869453,0.22823490741687796,-0.007905802819125006,0.05984218330316226,0.04318249538460378,-0.02019195919820993,-0.009363516145376397,0.20289462585960893,-0.017333136537154487,0.014698582902404733,0.11781088106604613,0.13255033685560352,-0.003279157078854584
CORT,0.1439931150355969,0.06950420426678301,0.043079494895938424,-0.019045448130616257,0.10475872693969118,0.08695475021836083,0.004028191005915688,-0.024736127617491995,0.007982991285389722,0.011521717486444998,-0.01665681265832126,4.261044510637597e-05,,0.0853055297822081
NCAN,-0.00466174753556746,-0.04289031983144206,-0.05856913041680292,0.10446656052361321,-0.07120912296954893,-0.04981761501774306,-0.021989350288501554,0.02467335740731733,0.15327919826502595,-0.18950793014603995,0.0408226970927181,0.07971485221022598,0.07089099805106479,0.01740566191013142
PRG4,-0.03348888038614904,-0.019667510079616774,0.03600858732850933,-0.02243242966125626,,-0.02944660687956866,0.0049806496112087565,,,-0.02026530188510048,0.09170607372446773,-0.04783115138551363,-0.02851654690646835,
ZG16B,,0.057466293477114495,-0.01911122708066424,,,0.022684541601274137,-0.016642877251002747,,,,,,0.04217882351628928,
TGM2,-0.06449399775388025,0.04766029700499862,-0.034203672187803014,-0.06950690285729144,0.04841642500984141,0.022908618446868256,-0.032399179857440834,-0.03439226298213832,-0.08148566594450353,0.08593238612430591,0.008104709409559036,0.012908943462211431,-0.007390101703559931,0.05588822563831319
VEGFC,-0.024028940304858443,-0.024971816748301002,-0.029347466339787773,-0.03453094263731804,-0.000927247807491896,-0.001956525632280505,-0.006069183569452318,0.006806905559636378,0.07369084003054799,0.04592174280358903,0.015353713857332394,-0.009194201156660102,-0.013240755524500132,
WNT6,-0.030475097823911123,-0.02110080631553211,0.0025825368152830124,0.018804058246766998,-0.03211936688939988,-0.038856527387799815,0.025390614023406297,,,-0.018049811041684308,0.03440990168672178,-0.01902939541878805,-0.0316647539066783,
NRG4,0.08098412627553689,-0.0120451501059815,0.036918901896763716,0.0031056765536062575,-0.009603664981680625,-0.024818908327932907,0.06838604233472888,-0.02197854553859218,0.09482373973630796,0.018937189742631293,,-0.017790304236501905,-0.006283277899604159,
PMCH,,-0.01388268371806173,-0.006821516032508772,,,,-0.001038084957615672,,,,0.010661355208270506,-0.01767140295721708,0.04465328020130889,
COL9A1,0.030307674098449502,-0.0060111073340809095,-0.02093064738111103,0.03677435838748352,-0.04319771685969176,-0.05870926297041965,0.0009398885795221872,0.0134420078546765,0.09751178146471642,-0.027492642493095784,0.009881483226132302,0.014154321089812348,-0.07820659672839865,0.02542489198709873
GDF11,0.002900050126264646,-0.0077292681739452125,-0.035999944037448994,0.02537212629434642,-0.10993975914859275,-0.0700466241462946,-0.004416623484429986,0.008155372854029704,-0.02876166337568573,-0.09512004008045655,0.00665555855129055,-0.06607251793919952,0.00355874967853662,-0.021983845848729634
IL24,,,,,,,,,,,0.11522483543322727,,0.014557681784150367,
SORBS1,-0.012446525471157885,0.028958514206645605,0.03005904592944296,-0.03917620441373308,0.013023498276104295,0.043768452574099496,-0.007257551498290129,0.02164107765835985,-0.016847237283983924,0.04143312835885446,0.07345191889426379,-0.005575149246978767,0.012260114922133756,-0.043612727944725524
DLL1,0.03632126869541249,-0.0018215142039274285,0.010195184585150712,0.0660254809678835,-0.03326421227283452,-0.1170576793757923,0.04564530525919788,-0.0026477725754517484,-0.043679978496687324,-0.06162499424096611,0.0617767824829145,0.05030882861092355,0.034222135839019306,0.08467411693069024
TLN1,-0.11104808471076923,0.032871227136883466,0.00032386984411103466,-0.0658261054862325,-0.07608048092629842,-0.2389485596690081,0.001769955582034695,-0.024480871311900822,-0.11609884795095916,-0.20509430818640514,-0.0805426055064261,-0.031558171945282744,0.02923524434241242,-0.07490572552408313
COL2A1,0.17390418840111427,0.022568442891323967,,-0.020035562727331733,-0.012623491867337336,-0.03647163324991582,,,,-0.01683925040687658,0.0021411976959494327,-0.015913734327118217,0.017251647039312604,
SHH,,,-0.01711125379757949,-0.020665671975814925,-0.018442269729551708,0.0008016061208905651,-0.05018228444208883,-0.025259424529761647,,0.06811565557213803,-0.003921156503153562,0.019198320150542233,0.03759830461700864,
PON2,-0.006566031238666791,-0.04779622410343242,0.03447430259467832,0.016309396944893237,0.024164875765648353,-0.19792561714891999,0.012762376277304349,-0.02479691882533065,-0.061381846154480134,-0.13965184073067727,0.12456652009339045,0.03981054479852052,-0.0029125298368820477,0.000618983254860812
ICAM5,0.3113058689352617,0.017329154254604507,0.028895754322388292,0.1682611898327337,0.019677438096261997,0.1573530591868928,-0.019839079344440774,0.00770977196845614,0.12302208140905486,0.14664541259163286,-0.031475288749598436,0.06028765699835284,0.08614822757131452,0.11680199581673735
HPX,-0.005628816940177145,-0.021613550084812763,0.0404384776878153,-0.03092176876831902,0.04995876973052677,-0.05311029646099109,0.0040786979804579146,0.03040006861211483,,-0.0232522132755417,0.0627413529624274,-0.018587042719903912,-0.011806812157810662,
SFRP2,0.07034249725843042,0.0025166854901818047,-0.01948786373125926,,0.0041056366835665326,-0.00101988519285568,-0.02722048693182519,0.008503105718542655,-0.0792481717418103,-0.008344360926654875,0.004370355314095771,-0.05893707673431873,0.0512041027022971,0.015477850040096561
CFC1,,,,,0.021719779581324747,,-0.020945219485947266,,0.001193025748085281,,,,0.03316449578325117,
CD70,,0.015224342660031837,-0.033123823501842974,,,,-0.03907016793790991,,,,0.0033858920595295416,-0.015565032849156018,-0.032490813967901225,
HP,-0.019269847538378394,-0.010408510783568274,-0.01729212267202671,-0.05255487807220762,,-0.07293089255550524,-0.014537839951557888,0.01822137744268118,-0.027115516525298308,-0.03579881373677118,-0.012776970331196754,-0.04762316297538582,0.029787960783164088,
CXCL2,0.029729915023752673,-0.04367872298422716,-0.02184110308633553,-0.04010666536650323,-0.049641875342832514,-0.05139554765376383,-0.05865011298237995,-0.03057400527400091,-0.029864329457329433,-0.020446707379679838,-0.02571445282027074,-0.018327247415089877,-0.023156816276981178,0.22608310730717943
NPPB,,-0.016871678116104512,-0.035366152738275314,,,,-0.01834048599649052,,,-0.020681549850136795,0.026422839351173094,0.031006212896909878,,
CCK,0.26740526984262497,-0.02354539357857859,0.06736587470141003,0.17245221209208805,0.12800307708239697,0.2656657991529985,0.06374414458298726,0.03271898546600455,0.24619690030330893,0.25735343699196556,0.07094557002315502,0.05738782022956287,0.061286330915159955,0.22019003797600314
SEMA6A,-0.10576955013309582,0.04421281859523028,0.030770694860858695,0.021817597547450076,-0.06274999301088534,-0.2192511089220427,0.042141706901475416,-0.0037957237288122345,-0.1358393370463587,-0.16857927534816503,0.0463553912895565,-0.034588228733462026,0.011304717580274315,-0.08495267881372805
IRAK4,-0.03498659000737734,-0.005067184974964008,-0.009234647811162944,-0.05216307937081642,-0.06726386882768827,-0.08881592334210733,-0.06196590311955818,0.025062751210771096,-0.05231984781515471,-0.03930977948736398,0.0530102203110253,-0.046670667683341424,-0.012001792590589746,-0.09751280503808991
GSTP1,-0.026343970537377987,-0.03511632982288678,-0.05846294748664344,-0.05642469770876789,-0.03940685117883256,-0.24015604219924275,-0.0031598499915444847,-0.003806134353789637,-0.1856077276378297,-0.15362876267126496,0.07464938446108556,0.010079431103337588,-0.038787340886529846,0.008299632381608373
VCAM1,-0.07986020946213972,0.08474277752717609,0.001991347869105189,-0.09577042287210095,-0.026800095496276714,-0.1952041415656915,0.05608983088625133,-0.0057613013260158314,-0.0684485037316171,-0.041890114521156895,0.036532319939772975,0.01554151517360343,-0.00426302397109755,0.02170348601782349
NXPH3,-0.13006501819050292,-0.048700177347199794,0.04307058097082413,0.06508656818720929,-0.025328542014119257,-0.06140668802137055,-0.05333325884188879,-0.030889052373487973,0.07390912115617204,-0.01188888534652727,0.014113861490045504,0.0034062234968504925,0.035558316008839554,0.11732313215739665
MTMR4,0.04731265986399555,0.00037393317324876967,-0.004199064688676557,0.004572015059311117,0.03644781535434379,0.051959434605750685,-0.031905544694730045,-0.04958398194516766,0.09380921379779245,0.021808087461538197,0.010311412650835818,0.007231845934984095,0.08545076028450481,0.09479434939421738
LAMC2,-0.020739724093596406,0.012896087685153997,0.016677474445776885,,0.05937968446469098,,-0.023088625728204568,,,,-0.02057078596692743,0.050074539433964456,-0.04585526147974872,
IL10,-0.03290429550844537,-0.027979953608279123,-0.042968835507848364,-0.03917538728800789,,-0.04785892605747572,-0.03305698070920285,,-0.1039749811370567,-0.01851292742535895,0.07077062034390061,-0.005386185251586259,-0.039981032094141424,
