,UKF248,UKF251,UKF266,UKF269,UKF275,UKF304,UKF313,ZH1007inf,ZH1019inf,ZH8812bulk,ZH916inf
VEGFD,-0.04093446952534685,0.010616499271430825,,-0.006354712669327965,0.03794036106060666,-0.05957843307182881,-0.03567622916667682,,,0.036755485212213064,
TNFSF13,0.0010785645236365373,,0.07706060813274407,,,,,,,-0.003924681904570775,
WNT5A,-0.025294288599222673,0.08104730958310162,0.32909307191342546,-0.04271481504662376,0.03484731526921392,-0.04875143621494564,0.04062465925733939,-0.013766773178244224,0.05362024056012666,0.0009020614208384705,0.09468131865619119
CXCL8,-0.10906410685254708,-0.03275157659347271,0.006009915130451551,-0.01894322235641866,0.036823316118487284,0.1456807933355109,-0.00514299218720059,,-0.035151283513660404,-0.053940696776366696,0.09105217806859955
GRN,0.01656854562123641,-0.09013829440123303,0.2138920166842455,-0.0400373544638409,0.06516527910347075,0.22923653421704407,-0.04499369451506555,-0.003146545066706556,0.05364678536220213,-0.01147989256819845,-0.011251537958734894
MIA,-0.01579808017960526,-0.010071812370634686,0.07067932735049628,-0.028999088483184488,-0.03515069594435738,,0.0148610808416271,0.05157299768727264,-0.014505711853424232,-0.05921490347560807,
COL4A4,0.05174284154466737,0.11563147374588477,0.0867680066448668,-0.013411322485374386,-0.018671161079281965,,,,0.031926314007000134,-0.021696942442623587,
TAC1,0.022393118849040883,-0.03674300941565062,-0.251991735843023,-0.020011118053235567,0.04218781180457121,-0.14677641651023807,,,,,0.10076161364499754
RARRES2,0.0671701603523957,0.1037964389608562,0.16913841657534298,-0.01342282004915088,0.02346688882102911,0.17098537007849682,-0.06798026866872194,-0.03966574000370766,-0.011727689952092913,0.07806823107170444,0.13524235615016644
FGF7,,0.036393661397895634,0.045049000621719515,0.025078290273069077,0.05394599366062153,-0.014252424393464273,-0.01920989776938349,-0.019434691422928817,0.05227385188313437,-0.023815945574128607,0.14626683216108557
HBEGF,-0.054102900432279076,-0.01029565635318281,0.2920381365206453,0.01784890195249057,0.03080856684675781,0.13335945195022375,-0.004680227477094797,0.03450311115931438,-0.04303202180558381,-0.011343722455814142,-0.03209574685181438
CSF3,,,,-0.014188921053622851,,,-0.05359733519446548,,,,
PI3,-0.05650559667473762,,,-0.015976912379866648,,,,,,-0.03228060289808998,
PCSK1N,0.11164260819669487,-0.03286723130852325,-0.13577037987362425,0.004267147810824819,0.0086335538878123,-0.2610156444926665,0.01887511123492561,0.039943972748043094,0.01713283414092463,0.09635083923408272,0.07125498918922898
NTS,,,-0.003321556963113354,-0.01743989077958101,-0.008357833920719244,0.027976129165760675,,,,,
SFRP1,0.011810089934191241,0.05274823271624425,0.1478730949739671,0.00661571424002495,0.0049383010070358875,0.15022125847539283,-0.029437540059175593,0.008613732907324562,-0.025513639690879338,0.011904782714535291,0.06581640382076372
CXCL13,,0.07683235308896018,,,,,-0.033687712172444005,,,,
MICA,-0.025511979002033166,-0.01826121821082067,0.02895276114048935,-0.03312019119841273,0.012674067411558828,0.044541134945787555,0.028582253874801927,-0.05741739886014938,-0.03750935850988152,-0.03430050176833323,0.014066275200762323
TG,0.06446279230107263,0.02147926982900977,0.013933258322641143,-0.01712475825768343,0.011890689637799396,,0.024585358376180977,-0.030917197496291002,-0.032507463660770314,,
ADA,-0.00641823339875201,0.007860349275209408,0.0806797679435089,-0.011952311139556138,0.024643999330193088,0.18415494683014993,-0.04291132000960583,0.01259837567729054,0.0590767102766609,0.009821418177419331,0.14496967059578914
LAMC3,0.05835448959495456,0.008925835754127705,0.24923088307311658,-0.03327293947899094,-0.022514856213959142,0.10791061560140096,-0.05828643916187176,-0.013425730506857326,0.006836453036563709,0.01060478273158298,-0.011738411603998038
CCL7,0.009950017874731732,,,,,,,,,,
NGF,-0.023492611280461748,,0.0051875090218281746,,,-0.02483523625639586,-0.029517620964961827,,-0.029669045948681395,,
TNFSF15,,,0.09822174157298673,,,,-0.03413183654205357,-0.02849782962794362,0.06495133649153965,,
HMGB1,0.1059750911249282,0.04255999331793946,0.2354464485468509,0.0331115264214149,-0.01906097615317179,0.12636071224304715,-0.09459900888830323,-0.044566509429950475,0.07907851095433059,-0.006759828281256334,-0.024304386686764132
ITGB3BP,0.07518302270489798,0.07209105766789871,0.3270444516229316,-0.016981233746262744,-0.013142653802929236,0.02142221332714357,0.034475273499621324,-0.01924606308093533,-0.04679980069937138,0.013269633079209989,0.08432732321642859
AANAT,0.0884958958649411,,,-0.01279879076982227,0.05209783416983998,0.04717880467680707,,,-0.020794241035712223,-0.035538156425085586,
RELN,-0.004614264443749535,0.10224020880230886,-0.10883758819866293,0.06467638730419989,-0.035673667413969004,-0.1059065189260842,,,,0.03575480025750572,-0.017163655548457564
IL15,-0.0371136467206977,0.04155770522604987,-0.038826485548581445,0.01577268601389369,-0.01927358671676366,0.05753562486454922,-0.07015128801526438,-0.04864545591546099,-0.01347757599150872,-0.013132884240845924,
UTS2,,,,-0.04221865802720733,,,,0.033597482564854106,,,
BSG,0.12134244984801328,0.08663891169773748,0.12809235899154983,-0.05606324567885712,-0.024396469586435876,-0.13090618770262424,-0.09736494635085796,-0.06789168189894247,0.04747662803603247,-0.01829762043199774,0.03191667767354083
ADAMTS3,0.01258698438710785,0.03257007434838946,-0.019250927834647828,-0.019762960251292604,-0.0013812645426244884,-0.04305353506290881,-0.011171121132241201,-0.016723405656931294,0.003000141631420762,-0.033635812474364916,
CD34,-0.01324284924839904,0.055867987676128564,0.1526182261932144,-0.06028246129042538,0.016154353324755837,0.04236858903368622,-0.10341984228789419,0.010567773083094442,0.12064886414306569,0.010931657473145237,0.04218766971263676
CCL23,,,,-0.014562992221746101,,,,-0.02689082316040576,,,
PLAT,0.1180276254516364,0.04821001540974042,0.34277203902344405,-0.01011653018640201,-0.029230059750683195,0.11260630929876432,-0.05745046844729247,-0.09296918195174135,-0.05467128011876688,-0.07251013369221251,0.029639231716308466
NTF3,,,,,,,0.05075816921274346,,,,
LTA,,0.0065186927011006545,,,-0.01560513026793052,,,,,,
CKLF,0.04459678079112528,-0.007378516146849084,0.2807618804366862,-0.05504888134597341,0.03652634610216956,0.21939359729351088,-0.015297597609219397,-0.033857336678226393,0.07303965509443815,-0.00743494854986281,-0.014568771227913432
APELA,,,,,,,-0.05001236760928154,,,,
CD24,0.12649267002129522,0.18033778846429022,0.18833222319591184,-0.020244718067315582,-0.011462064992949973,0.18970742230895055,0.04522299323200301,0.04899718201730929,-0.01792692267751138,0.04559321973042198,-0.0596836185568106
HSP90AA1,-0.006752542276400755,0.05199486291967448,-0.3715685911514329,0.03735949869916772,0.030751343459615253,-0.29002743969262873,0.0027142805479462547,0.0694030799550722,-0.01799442299635301,0.045164296400127764,0.05440473204346709
BMP4,0.013809284015253467,0.05951748859758511,0.32496364938640787,0.06790609960857881,0.017109306599453724,-0.0034852180760772517,0.06958097215357129,0.06456227003350164,-0.0009467292692195958,-0.02623971668929805,
SCGB3A1,0.011135158955150859,,0.007006385874392145,,,0.12971244004798968,-0.02323741262651178,0.013784513390198814,,,
IGFBP4,0.006967794449029277,-0.037933676106527266,0.3217538448825695,0.036766109221865385,0.06542291760065383,0.2517447515399561,-0.11218587548120734,0.018833827140558125,0.028009259022747566,0.00048661966906233406,0.014465913929394853
RSPO4,,0.029423549207123333,,,-0.01814971651775268,,,,,,
LEFTY2,-0.011437957634964496,-0.04989038575758177,0.18768360873563597,0.0003113406449184032,-0.04469641160533949,0.02329774079576251,-0.03859252149679523,0.009881955501009749,0.1034264139540229,-0.024005140576247266,
PF4,0.027718297839105715,0.00860407159058932,,,,,,,,,
ANGPTL2,0.042040932965594205,0.1065924813108975,0.5125604449274644,0.004781221093872817,0.012448889312695686,0.18214785011345044,0.1043303535395204,-0.046888519416203214,-0.05284189807443881,-0.0562979035349699,-0.031887752904985835
LRIG2,0.02020988933409661,0.04960569392730786,0.14904929199637632,-0.028087342970064225,-0.010990977862151221,-0.09359329323299617,0.012074535322830135,0.050994591647251085,-0.001447129258269059,0.0885054453537847,-0.00897653331424321
ICOSLG,-0.00953949292874518,-0.010997949874936254,0.11072400878858207,-0.03318317304379358,-0.00480082857320964,-0.007473055294107624,-0.019849499300885483,0.02467474077686772,0.06391783041285261,0.05823643892838102,-0.008469728613783688
WIF1,-0.00875816701181264,,-0.3428422055074984,0.08549128965587262,-0.014005706348325516,-0.07098083111025362,,,,,0.10423413156675836
NPPC,0.029671106003888052,,-0.05611054915187659,-0.011632718186477055,-0.01696364739379471,-0.13893097832590248,,-0.023758965169322147,0.08831351694404929,-0.021038449429655232,0.11696868557478916
LYZ,-0.008196329152167595,-0.009841578299590165,0.07716017673434071,0.005547535284843914,-0.037771757859874355,0.25896027930839294,-0.023407392481351964,0.07831611774725575,-0.024773470457865814,0.00435525417826043,0.07379023978350735
EREG,,,,,,0.07566541620795555,0.015853182152683692,,,,
SPTAN1,0.13179699721278945,-0.05910493927097792,-0.1769358157580234,-0.029173296176429074,0.029804310248186763,-0.19201687626593075,-0.06450479645903708,-0.04568310847712243,0.013950586328377281,0.0009599545007998091,0.1291585481680322
LIPC,0.01980154644799444,0.03472180330983407,-0.07039139567735976,-0.033475057975282274,0.0011646973367120275,-0.06892073953106045,-0.04941295826944407,0.03523216514742623,0.07081685326748037,0.02493130016257942,
COL8A1,-0.029771678372104003,-0.05180760685434092,0.1856677460781983,-0.025654088812873767,0.013361663689666436,0.1535744874143764,0.04396316782023656,-0.04383282406172646,-0.056291616916990535,-0.062395881828475955,
GSTM2,-0.008859792049194895,0.03625716457110106,0.04085384152729144,-0.03876856223496892,-0.006087853442847267,0.02108470376992541,0.034100507279945985,-0.03262025621544173,-0.026908408358497525,0.015045054124081709,
SPX,0.03803591342140415,-0.04312452859668626,-0.09141886831843161,-0.016048691604329583,-0.009974307270204132,-0.1822671089149173,,0.06368115671911043,0.04443322416752396,0.015746325838510117,0.053513153207316526
MFGE8,0.031598208998517605,0.017028801031004098,0.11417508391364693,-0.031059258264147887,-0.003645900829420306,0.013555839367416162,-0.013307240111031623,0.04482826802667343,0.03479604888018926,0.01718680848522345,0.13170353065492602
TGFA,0.12855405887854152,0.02716862805526449,0.2652429089095305,-0.052967905725910785,-0.04797483907585749,0.05698706497017983,-0.03423929143863576,0.060298839524367764,-0.03629442393605959,0.019247612152807913,-0.006994486982431142
SLIT2,-0.03417576552034524,-0.03449699932169458,0.00034706723903145566,-0.03301466897406915,-0.04018197590501919,-0.15767657936045876,0.016850679739745113,-0.02106745948177688,0.07198948437674353,0.004824343617448401,0.25871265461345305
PLTP,0.05454170097673291,0.012156716629289103,0.13964729977657248,-0.06014128634248995,-0.006003624779552023,0.38623447268947697,-0.07880572905931103,0.0016033966111191477,0.011060334533008153,-0.06056930807428,-0.03737400736854953
APOD,0.17313919575298217,0.01515121088845951,-0.0536732654195153,0.007415352514538986,0.02738639344548292,0.08068101301808993,-0.07266563755285445,0.009955553740515512,0.019083489002265055,0.051005421537281055,0.016807424950829864
B2M,0.004723453162248711,-0.13815591961009197,0.3231625731465652,-0.020529039713198895,0.02543174373911425,0.4278614813498675,-0.13225760195349767,0.04217965828275528,-0.01985231463843686,-0.026044074150488216,-0.0796714406576873
OMG,0.15230687218206115,-0.02845613703009886,-0.11967425455145428,-0.08777327614311793,0.02149833612699177,-0.08400122614079844,0.0699550257289758,0.06088904169105926,-0.01971493038320472,0.0165378590562586,-0.08192428167262594
CXCL3,-0.08258751513232271,0.0009877777365405068,,-0.016804200465525183,-0.007544848217837019,0.026679543236045627,-0.07936185896473988,-0.024485996219636135,,-0.03309402839225441,
CXCL10,0.06113749017589007,-0.028702060657427062,0.016152625124220485,0.004818039030052415,0.011186947070125049,0.06163036996607996,1.635092532165616e-05,-0.009086649822070088,-0.033585675567507065,0.051587276264871966,
RSPO3,-0.005902687617105088,,-0.08831614548813746,-0.021016293091941893,0.04329148178955891,-0.04501128441918281,,,,,-0.032052065948234135
CORT,0.0638475631018912,-0.06735520665192339,-0.011568697553849976,0.024164012312276696,-0.020798361908313003,0.02253994101354725,,,,,0.20891893294754516
NCAN,0.17485635239174505,0.1339835946441681,0.19624197269599636,0.00674271063317633,0.028707820152426223,-0.08419725101538462,,0.07645304851695536,0.0780703032065337,-0.03156431228880361,0.020590006734744246
PRG4,0.008145083305455726,,,-0.01820581966876861,-0.02319461719335286,,,,,,
ZG16B,0.019705311402330693,0.012261047529309474,,-0.01965610799391924,0.009579181338606763,,-0.034910086375229056,,0.035849673828534045,,
TGM2,-0.08422517629313553,-0.022896583126032714,0.037601988574001,-0.03677443588889302,-0.029826456528076733,0.06904340724051644,-0.02839585532429312,0.004518569319086415,-0.009525840390989488,-0.017425233475368142,0.06443495743518877
VEGFC,0.03991131976168145,-0.006825191493819169,0.07282021692342001,0.007546383035204674,-0.03338931297348299,0.06758161648722728,0.04401981783748854,-0.000630530980395405,-0.02996323060717845,-0.018800221343693784,
WNT6,0.007894584294080851,-0.03180487095919944,0.08005519173510703,-0.01790303969530525,0.03405614613289173,,-0.022153397050295173,,0.07525106740988513,,
NRG4,0.03730538068180867,,-0.01553067572379748,-0.02267650334300156,0.022612306348744206,-0.04644356904476292,,,,-0.03505157922557382,
PMCH,-0.02649486710913886,,,,-0.018149715641832827,,,,,,
COL9A1,-0.0063911533915648674,0.06376083196693896,0.4180746236944598,0.02932772756349892,-0.024951563294183715,0.02613753169721523,,0.02579358749443511,0.06169032592118353,0.04027416739996507,0.017840784571883133
GDF11,0.03775127953742475,0.055010372814730375,0.29707035943388665,0.03239525067166676,-0.007074245201540698,0.06000046843525075,-0.0197520959610313,-0.0025552992850802004,0.09071903396701586,-0.0505580743453646,0.05410523974094785
IL24,,,,,,,0.03389374990746674,,,,
SORBS1,0.013837217249136858,-0.0947858256604074,-0.0592925442647701,0.039696169084956004,-0.003378253048175778,0.011675503147727362,0.041148288800982445,-0.010834649237660681,-0.06957467291934608,0.013045360202288215,-0.02239220288805792
DLL1,0.09788701400811832,0.1005062817734615,0.31695848276088107,-0.004578759216774881,-0.010473000155950379,0.02701247708457071,0.001195752826591753,-0.0760960602878028,-0.03485704451903637,-0.0028266943962804245,0.0037042231021404463
TLN1,-0.04456426611737106,0.03489221454514599,0.2882152081726932,-0.06201788413760069,0.042375571266275606,0.25489601939448014,-0.011964427875732184,-0.006251743938266766,-0.001323331466051404,0.04357408322715538,-0.043040013272667446
COL2A1,0.06874250141698778,,0.024066066694431232,-0.01680420618418084,,,,,,,
SHH,,,-0.010073098126251604,-0.013210147878594508,-0.015444672481725348,,,0.0009514201874018897,,0.04127935824751715,
PON2,0.13567831177850379,0.008153350217063645,0.013914743908659807,-0.005647627738901131,-0.07568908389062036,0.09963186064105858,-0.05392188484478039,-0.013630324043431421,0.08303259069478358,-0.016867099209699303,0.043488707297655006
ICAM5,0.0635485328757846,-0.0009769287648629837,-0.13641653659257424,-0.03283706103918126,0.02818557597566154,-0.13627204305582172,0.010165783169950388,,,,0.12419670483986218
HPX,0.01229654145722559,,0.09125962602274716,-0.024470425169005116,-0.024333628236483714,,-0.0030357903491364064,-0.02448598340908916,-0.03788400436574868,-0.046995160761102404,
SFRP2,0.05610637763424161,,-0.032708939866927765,-0.013411318536227186,-0.020280487892916695,0.24422677184169966,-0.031683827347904536,-0.017035988598628673,-0.016869169744321125,0.06764672679671968,0.021443394217001373
CFC1,,,-0.015166986494269575,,0.01984995810460859,-0.06431072363805151,,,,,
CD70,0.029379861911319853,,,,0.029159378122106217,,-0.09514470816717487,,,,
HP,-0.006219756216058561,,,-0.017393658254271718,0.06827836018286955,0.25619408561450885,,0.02945210425742027,0.026445426326165217,-0.03309061724910939,
CXCL2,0.09697336937683174,0.022743589064479108,0.09751030620064328,-0.03191938420159205,0.049405052539117235,0.18356167657622227,-0.0021206382561060615,0.06680893913192051,,-0.00515801659827696,0.006683687061584327
NPPB,-0.05180851133270883,,,,-0.013664487528588601,,,,,,
CCK,0.12551636330768925,-0.09507419569189066,-0.44031189792575165,0.03719034951470589,0.024772578534683815,-0.32162317283172787,,-0.025193970831450585,-0.028771010772906534,-0.025835164476600322,0.09831672735984684
SEMA6A,0.07804413960493008,0.006388199544055718,0.28248120975826924,0.005942461238460668,0.05383505437734255,0.04590092013483264,0.015829577182823403,-0.05939866890828573,-0.05034688686645781,-0.007061197359979887,-0.01721186574798014
IRAK4,0.004397480237965982,0.01367567207455591,0.2060686993026089,-0.01323670298612317,-0.0025129071902376325,0.047041064212665774,0.0987253014163603,-0.03331543814275366,-0.007401298504646118,-0.023076287371047395,0.02321212763888796
GSTP1,0.19337329774398762,0.10582833207154482,0.3659185192661729,-0.0015065390859173515,-0.0010911864427007524,0.24498988870265775,-0.17083470996721167,0.018448217407465883,-0.053692374569173765,0.08358519882312558,-0.08814874681235192
VCAM1,0.058793387434731836,0.034636900368638604,0.21422199653534707,-0.03136424337703739,0.013100159489009498,0.15787955471385126,0.05999642116876198,0.015741103153013157,-0.06020680970256792,-0.007879032010286434,0.18751118386319765
NXPH3,-0.04091813844292507,-0.007152940411036709,0.24966910416373084,-0.009539886292519317,0.020926225465668184,-0.0704068107229113,-0.03121133994684261,0.062011547679562455,-0.01411212349530636,-0.01011065190428457,0.06604615030474058
MTMR4,-0.028405491555264308,0.002925518379568807,0.11273278613288334,-0.004729555920521998,-0.024635679008517767,0.013393776094212556,0.1302993848547368,0.0039060506305765405,0.008319235717673845,0.020439959394811864,0.0800773743318825
LAMC2,-0.038575156146533104,,0.009006547111503003,,-0.0013599969762486542,,0.05618376458967402,,,-0.03388945887149138,
IL10,0.013128316452605246,0.007738079538973253,,-0.02205087048645246,0.06848722866770957,0.24302716505471547,-0.011893983912791554,0.09590623111386756,-0.02135592947403841,-0.03268963764760597,
SEMA4D,0.07760524343598105,0.032957304052853284,0.03723433929074905,0.030304003155621605,-0.0017919121262678056,0.06045715107351421,-0.007871479716766081,0.013714945446212726,0.02691307327501525,0.028184103904195457,-0.03604576824642751
TRH,-0.04246161064330469,,0.1947152656809988,-0.03481353965287667,0.00837079316279228,-0.02114795590285405,,0.068995776330479,,-0.038829159621760166,
SEMA6D,0.022418062110814766,0.015068336706766631,0.3262094373940892,-0.0026251853019389013,-0.019746200897340083,-0.07480206702083772,-0.043261173026823856,0.007044800210786318,0.043934652297392365,-0.03409244735330834,-0.026273267969657954
CEL,,,,,,,,,0.05332265014143347,0.034144651403995335,
PDCD1LG2,0.017675859760586023,-0.015973937035832636,0.08084429111892169,-0.03068893784469225,0.009271698810093506,0.040166341036409335,0.011196975893181192,0.07309990158205779,0.11677345330906085,-0.08504723463750832,
SPINT1,-0.01923506488198322,-0.053652917767223494,0.005072210232522419,0.054756121218384315,-0.029884829465064423,-0.010422722408322453,-0.07335914298243809,0.0593600554641284,-0.014265585714544851,-0.05115371142183096,
CTHRC1,0.003489513976599765,0.01254266472002444,0.48876168398305636,-0.05475412754145183,-0.0014288519929159594,0.1361861577815652,0.15556049706803451,0.002123192339629872,-0.010341880258624075,-0.010436714185184173,-0.04046283084534749
PODXL,0.03475332187332669,0.03916133236215606,0.3200400856939017,-0.015856740377117498,0.023662360283549413,-0.010864933767444369,-0.0300696897731189,-0.03042414328302124,0.07403628946216667,-0.023578390683269362,0.04326278558108024
JAM3,-0.08517534793316933,0.0243365632692555,0.26393037868014846,-0.06115315690870413,-0.015147687354127201,0.19363754947582404,0.01612802747805653,-0.048939342442082555,-0.027292899449547433,0.00997287026728879,-0.0664596313106122
TGFB2,-0.06093926235650788,-0.03864829002351303,-0.06775798538454665,-0.029298877990566647,0.02713255048583264,0.03123911001670298,-0.004725707354743908,-0.012440123738185458,0.03564956125063672,0.02190049652199518,0.03687383774060791
COL18A1,-0.0024959387776947208,0.023538436019843335,0.3746721295106457,-0.033503651272939305,-0.018792079529680056,0.34874317794035353,-0.10059685737823525,0.0026845083379003257,-0.000598204825831218,-0.03926756321576453,0.03150304810847345
NODAL,-0.021579894470196998,0.04282324813925836,0.22389115727800535,-0.01470340801527763,,,,0.04960649039002564,-0.004857564643098693,0.07482346237486202,
INHBB,0.029739662106148396,0.06647320509840036,-0.014061994442541704,-0.029393964023870102,0.05629456342199243,0.04076132229593932,-0.02291387408348881,-0.059977382827019914,0.01690498909299502,0.019810964341739356,0.05919365895566372
LCN1,0.008141448784646172,,,-0.014746665656373985,,,,-0.03235045447035494,,,
ARF4,0.011303901110776915,0.08919850878007747,0.23895402077517472,0.00921016769186196,0.028860513240754917,0.08373923605176475,-0.13376202416539554,0.025036720241258918,0.009775615033551474,-0.014129181488720338,0.00973981900414173
CXCL14,0.0026379614820343684,-0.09721036558084473,-0.3087996282543419,0.028781017581077047,0.020702822197558465,-0.0001447709452949503,0.06874621295478989,0.07446869670301802,0.015318033589103448,-0.019654856014388145,0.14048749543823308
LIF,-0.08513390316397024,-0.028655119703198857,0.07611856014443624,-0.005327356735640151,-0.01247124175230892,0.09888845389642964,0.010550992905709235,0.020055579894505297,-0.03432533703988325,0.13931546012742124,
IL17B,,,,-0.024354337408924873,,,0.05669295230686176,-0.018824770967471996,,,
MMP1,-0.03727465611761725,,,,,,0.10153821146204123,0.02199533793671409,,,
MATN1,0.022632102308294953,,-0.00688020963337997,0.03481347801654603,-0.013836102776913235,,-0.032104019939509516,,,0.027740178156481093,
ADAM28,-0.06854995318917634,0.009704363512515702,0.1214327068227866,-0.020753550404156496,0.04245850219472562,0.13281189409892974,-0.027287476969327214,0.014522115619762023,-0.017907267967564745,-0.027803993477692326,-0.06542137568345611
TCN2,0.04858479029637383,0.016215377033234297,0.1671664450345787,-0.02720250055393368,-0.004145553994957858,0.19052745342764274,-0.11154668473869533,0.002266582271286815,0.05110957313859801,-0.04569859724057994,-0.05275917146523606
THPO,0.028554904504965364,,-0.03594419453275639,-0.003740654381216403,0.0013713922441698128,0.014306111690429247,,,0.2173364204799731,,
CUBN,0.009876494503161496,-0.012752997191074374,0.09287055170085302,-0.016511461851931565,-0.007478592799280091,0.041118436397160577,-0.04085136325458665,-0.04801207112918236,-0.03390886007396283,0.010225557761155411,
TIMP3,0.004178845778518275,0.06853440828768609,0.03180114324835052,0.0025475024349639634,0.04432603522534138,-0.03944028922050957,0.018623122002758976,-0.0763829297491759,-0.09080239042490283,0.03211571337157903,-0.09826988907803637
PIGF,0.0922377342502833,0.033677732577219045,0.2578662498563126,-0.03186664452707265,0.0017437195718257093,0.10963782255589839,-0.008206575967412769,-0.02184025790917895,0.09234490636441522,0.050052867843346976,0.10171157354955235
CRH,-0.015155667974215485,-0.062115469439515215,0.03513679040075788,-0.022676493940755483,-0.0217812554848789,-0.040296381972117545,,,,-0.057779901413819765,0.06224753362568774
BDNF,-0.015672333188042016,-0.03622618711551379,-0.07904717381462105,0.012347674670804984,0.02384257385741196,-0.05512624379892933,0.00010855709194882821,0.07406519419461921,,-0.05080191944055594,0.09855016034145175
CCL5,0.06889933471968089,-0.04560542740675486,0.02520965400208179,-0.03347505613209753,-0.01818874907090932,-0.015156743911137274,-0.03261686542909823,0.04190877868765676,-0.03741518398857291,-0.020590836875328665,
GAD1,0.1403644337008404,-0.03155988611522654,-0.3073237158045291,0.01016732815952744,0.01242016446089344,-0.15057799429623142,-0.03962698231217781,-0.04987393476150654,0.0886566050697617,-0.026986163477434086,0.2125571927907142
COL14A1,-0.0031409127548179374,-0.04792433911994861,0.07798742077278929,-0.026159732307547593,0.04634517425206738,0.2967729876036095,0.012477103254182475,0.0418412770612753,0.0061457106207762,-0.03468540215462726,
HLA-A,0.041938841208892005,-0.10754542883497925,0.21347546814257876,-0.007567215581818496,0.008103128589342543,0.3616601541871612,-0.04417522661149689,-0.00711256018145047,-0.04336965970783012,-0.00043609108637636266,0.01734544251170517
CD5L,-0.055123980309197004,0.030705725289748603,,,,-0.044568299144432964,,,-0.02721715159574972,,
FGF18,-0.007028504387439579,,-0.002248286469587323,,0.06029711253034631,,0.0019812353046444135,,,,
ADM,-0.18122475053592754,-0.02900771968186449,0.16795207648751312,-0.03264030979461777,-0.051728431143627907,0.051038105621559984,0.07430985982882163,-0.012336223429786769,-0.004297155699244197,0.05859757604277098,0.04070678261168663
CCL15,-0.026288562315447992,,,,,,,-0.024485996219636135,,,
GNAI2,-0.011195687925216602,-0.023155222057440326,0.33192333943780944,-0.0651514562643136,0.012306128626445602,0.30090873384067623,-0.0004684412510848294,0.07339087159604425,0.05670854769175211,0.05117112930378713,-0.01160604588486481
HDC,,,,0.023607869237358713,,,,,,,
COL11A1,0.03168488870909238,0.15765470353003266,0.474692579046556,-0.02681067945885654,-0.00859386384967469,0.02026376239907052,0.01494236732482737,-0.10886221278030761,0.045986800806648256,0.05915079108317484,0.012395267237579485
NUCB2,-0.045360215750367666,0.0007014551261136427,0.019186595581757136,0.04838847303492715,0.03842089555357351,0.018904453878445956,-0.023397635652148134,0.02650785155427026,-0.01274609115615854,0.0070571212787060985,-0.006603274485524871
CXCL1,-0.01784800800251946,0.0001619649416263332,,0.004564117855726113,0.10038149331802164,0.14857174638806636,-0.05587211183596874,-0.026223810059680996,,-0.051529086528129577,-0.036947729917823274
