,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
ADA,-0.03511227152266655,0.09669674962839954,0.10751367890387419,0.055759043972341125,0.06143064310575005,0.05811877930288094,0.125462534826965,-0.02912100987541618,-0.02861877752232298,-0.051545704524343844,0.08747304388672994,0.003302069239243272,0.015932879543098147,-0.0464537738280689,0.017172710796639838,0.07106351958582373,-0.007141425187813774,0.1803984597838286,0.077836611769161,0.05277628792456492
LAMC3,0.07663500199215469,0.10592937731819455,0.013900780992504719,-0.10163248223797688,0.050737948431826864,-0.0011895482199843523,0.17712064569999894,0.010043599408113328,-0.05836780973972648,-0.045700460974231534,0.11596088811239189,0.0476287025679382,0.1602095122134814,-0.15043385726515057,0.03737526188341489,0.1246296311342378,0.07029130438056708,0.20725879692284513,0.11029389981734418,0.08235586130894408
CCL7,,-0.02514941510211961,,-0.015366237820700665,-0.028341942338801156,,,,,,,,,,0.045470034836930594,,,-0.02519186188972383,-0.014169312673141162,
NGF,-0.01715982059141952,-0.009650804752911161,,0.049074143371770525,-0.018243740174406345,-0.03856322597922628,,,,0.0806997609519382,0.06692418068103997,,,,0.10263068768223081,-0.002076735756346263,-0.00437732891082365,0.16772925550066606,0.04518992098963843,
TNFSF15,-0.021228839675647565,,,0.10100562696045948,0.012986498715696527,-0.015470928393438358,,,,,0.021429490254891367,,0.05590477565194261,,0.046145112910551137,,-0.022630915300901527,0.07804745046135947,0.014542616904260891,
HMGB1,0.031137307140240475,0.023534058346303392,-0.023548331689227046,-0.008324593283797999,0.0423127551702271,0.020037597733935934,0.10067924944869293,0.010326768396341597,-0.04656703022949554,-0.07005294871680975,0.10075073704987332,0.02002219209858501,0.01864970066489497,-0.04063124047508436,-0.06460184389028188,-0.08032464089048495,-0.051975549451827294,-0.17795238852679074,-0.03697095583913683,0.05308269207133422
ITGB3BP,0.01450078382017806,-0.020543795456594724,-0.0027035096822103743,0.036026137964196764,0.001070577566349184,-0.010793510110503786,0.09252790369304237,-0.010635492610365857,-0.06229778237075464,0.01812807527689107,0.03371359075249668,-0.0915861725420114,0.05044405244294338,-0.011043599826642075,-0.022959713571068994,-0.01648648389728192,-0.031984222184305376,0.03487089206246449,0.005775087734839745,-0.01654831301581569
AANAT,-0.01137708314670509,-0.03648797509680587,,-0.015569313857142952,-0.01890808939683993,,0.03426280891406826,-0.022144563109939,0.12042366149677448,-0.027796316962326872,,-0.008010507753913952,,0.0547045590971602,0.022479517573405126,0.07989731129071592,,0.06745240855014882,-0.02994796877658066,
RELN,0.1265058969668988,0.02124099114502996,-0.03151680362219646,-0.02702484218536011,0.021264298851663643,0.05150358197946998,-0.09007079205778416,-0.04252361603282392,-0.020821642177904994,0.048240111499451135,,0.06843355772221471,,,,,0.012620405957235632,,0.0530983261136592,-0.08512739445035027
IL15,0.01007911368661668,0.015475587196217175,-0.03293370452004565,0.003619579647781363,-0.007732740301281437,0.04570859684560019,0.018584040765408223,-0.024416603351001525,0.09668128702646085,0.0397077090766311,0.03196732669612303,-0.021237250934128662,0.03466134640387806,0.01715582457402555,0.017398703114050257,0.1295518425856994,0.05074059467017276,0.11588504255734663,0.04217469022499151,
UTS2,,,,,,,0.061575470948688586,,,,,,-0.0076418764059454514,-0.07578583716732169,0.1755812389395917,,,,,
BSG,-0.022798934639650086,-0.0075943797883096026,-0.026211772226687687,-0.020179612222996794,-0.04360745625304264,0.0340503933154796,0.019542833112710507,-0.01725048653050775,-0.047431375378872404,0.11677686058014998,-0.013100007396440272,-0.09714502644658907,0.15197295833703567,-0.002167922054514688,0.13452147274593182,0.05399670694018596,-0.02292377431909539,0.01678403250852905,0.07377641175529684,-0.014097784338796507
ADAMTS3,-0.04320476052281714,0.09063401853181881,-0.02636481158124083,0.03552623266261757,0.019396333094638653,-0.008535986619804614,0.1588910744442243,-0.00714025226116096,0.004245177190814049,0.03043044693742143,0.09628409033486307,0.00461455803801501,0.018894936002372326,-0.11803661346048865,0.05079191747166904,0.008071806120299237,0.029538708969972356,0.0907622466157451,0.05943044678412758,
CD34,-0.0013396801833195503,0.0749016474750954,-0.02773084746972038,-0.018875916168277683,0.050743984870137586,0.01146889380741977,0.11094835118016107,0.05847898797348536,-0.011035586265213138,0.05870238898464611,0.10102622306860241,0.015572530853420738,0.09480100135126959,-0.12389623180696782,0.06358680680785203,0.11715913600650939,0.05482933993835106,0.1774660248519313,-0.02855278831209078,0.11017581440034793
CCL23,,,,,,,0.15833286865231266,,,,,,-0.0072844386338927055,,,,,,,
PLAT,-0.027094118542169827,0.07153675472086445,0.017328515593984496,-0.0001058343209680134,0.006835235891822578,-0.019855727027000312,0.14741282749676637,-0.04081254859418691,-0.019631275770855862,-0.06059316431817963,0.06098816131187526,0.025113326376966488,0.10351489361774667,0.013758495018989214,0.11903420653528794,0.11298821981179202,-0.016739045977158765,0.12842605029456694,0.06743064532144857,-0.007499015813571973
NTF3,,,,,,,,,-0.007050003193895967,,-0.02069581338290394,,,,0.0766576643313057,0.06790663833876125,0.033644609623737734,,,
LTA,,,-0.023587416059317714,-0.019694501073914853,,,,-0.021327522099272696,,,,-0.02123725355566483,,,,,,0.052276544823165426,,
CKLF,-0.018455940738826584,0.036520919385502476,-0.01056057716555718,-0.0020756612600476634,-0.01590067540550905,0.04949492606465636,0.14886084058297613,0.060357918586024684,-0.00620684238389588,-0.03532149150749833,0.07539248006646519,-0.03673548248693438,-0.040830723080557595,0.004612146921424114,0.011057877214095561,0.08791053421718965,0.03554778484392303,0.0028806395598423877,0.029410430225030648,-0.011593901164955811
APELA,,,,,,,,,,,0.08399513803488079,,,,,,,,,
CD24,-0.06769537684392397,-0.008874660551454463,-0.003263195138424747,-0.004402743222887985,0.04853461853889706,0.080793166499921,0.04279630568003235,0.012528283162479564,-0.11536411185973644,0.07382836396763624,0.039624058371956976,-0.014480421439132793,0.04669664298773812,-0.13443393648138688,0.0643781750745208,0.029848034763711794,0.0970608305081077,0.025265924197365584,-0.005998067344661644,-0.05689170090931976
HSP90AA1,0.11534303038425067,-0.07396177021345728,0.051771859705404495,0.002293811202795081,0.05913196283952025,0.05377689046577665,-0.12693525897561392,0.046839676495223886,-0.014678779500935622,0.2049166602574015,-0.07164888230627095,0.09462251418309144,-0.011530023156972219,0.012776043021907253,-0.07343975791277549,-0.15284905459329565,-0.042622525288970294,-0.18165736612202604,-0.04645910018311319,0.015288126591936948
BMP4,-0.004323761179516642,0.07290727020547531,-0.025004043717340465,-3.218703384515564e-06,0.023682519520576484,0.06493969887840646,-0.0022481871608306288,-0.016765786273549223,-0.03337913773179586,0.06902554506269762,0.06855697693069714,-0.0180963335069585,0.08790036720688045,0.10114675379176054,0.06606299443948448,-0.006764774975690949,0.07891318633453422,0.17553192281626812,0.05231819142680364,
SCGB3A1,,0.018106375374970975,,,-0.022517200275518935,-0.023991424734748284,,,-0.022202203513890045,0.018422179755583256,0.0272243723468995,0.05361274072609304,-0.025978485512766283,0.003921866531429875,0.03038513225360064,0.06194007652300793,-0.029351046579149588,0.10477648012886095,-0.014495235900763527,
IGFBP4,0.09604072345870568,0.16898267998027636,0.009651216423964668,-0.021982880038245167,0.05434716570512609,-0.0039363890462133806,0.1577407039342901,0.03569887970281676,0.006353436231775025,-0.05534113683933015,0.033034421607935655,-0.041703280958246984,0.13654735516636987,-0.11236315938654431,0.04992071454859746,0.022992952651961357,0.03798978332130456,0.22120655728016567,0.1000962886071511,0.020116396547261876
RSPO4,-0.020962480142004147,,0.01600879826112812,0.06060321051858401,0.03242601092461855,,,-0.02480520658795108,0.02787985196484483,,,-0.006169666545827546,,,,,0.086621137466489,0.03265961895647001,-0.03776320236118661,
LEFTY2,0.015492872384765018,0.06505822109451395,0.003534212606263536,0.007004565480951964,0.034637525002706636,0.008423982803181327,0.19856552235194905,-0.04658149734301623,-0.024344984130890403,-0.029565924270528777,-0.005997965789605225,-0.0001499649181156732,-0.022309366061236412,-0.07664386025533754,0.0505060373992949,0.09764385689134061,0.02168581020052751,0.15866293149229965,-0.0031262325113348977,
PF4,,-0.026088478487999372,-0.02145596077109547,-0.013406739765624984,,,,,,,,,,,,-0.028015028037446404,,-0.018489107818995112,0.03773749434294409,
ANGPTL2,0.008240732938032588,0.05196056173646833,-0.02485355135018336,-0.05850501823445888,-0.0472447163741484,-0.023975820518737756,0.13670447491080548,0.03744037577617809,-0.03606425028429141,-0.08100843519172231,-0.048886446030247284,-0.07914077303411272,0.13107838223023435,-0.07554054665236501,0.07026999802319443,0.08031305229877647,-0.037040583032649316,0.15455374254850704,0.0641300873772558,0.08465088837445832
LRIG2,0.041450442813211474,-0.02402795142205955,0.08128039157110409,0.019757724881951124,0.0065025485667292585,0.04589344153851095,0.11246519100403227,0.026397627248279525,-0.034688872488688814,0.01041524624664984,0.08287476348732618,0.012117948505127573,-0.06879800215545927,0.015578343640275123,0.07058581176656663,0.0476138481627071,-0.0071247059210672176,0.04921878903965667,0.05051618714967025,-0.031340452643131504
ICOSLG,0.07285169022135374,0.059516618141281785,0.00934896089366339,0.03465264006116861,-0.03987717549390651,0.011171175183254379,0.06726641306969319,-0.016683808724332866,-0.042135630024360105,-0.04043288627794859,-0.005519092145952271,-0.012964398722684381,0.0016015494381715172,0.03829254411852993,0.02043635660904995,0.10274020622368624,0.014903049149130035,0.07990362540486894,-0.00736476832309629,0.09424210090306274
WIF1,0.16031145534542765,-0.015006032937321277,,,0.06716533032801604,0.0065806122206743135,-0.07998166590924691,-0.004596692370803448,-0.00664201814993505,0.19244497805587568,,0.07257954019785097,,,,,-0.0294223553949882,,0.04367578524395996,-0.05448603510362742
NPPC,-0.012354963698984171,-0.02306629929982462,,-0.020797159564655422,0.007596175738312606,0.07775973249226707,0.027214420421339508,0.10281164827804093,0.10263741025833042,0.039231411761574915,,-0.0799806379204563,0.08588637405017983,0.10725674341567519,0.1307497727811077,-0.02095119144008747,-0.019435281334609453,,0.0011800628637262793,0.05589134131135571
LYZ,-0.07201150290144977,0.04702876115262093,-0.05776240711151337,-0.057070544384397785,-0.032706082563525404,0.002251898695558992,0.08467759600939995,-0.02321488586858756,-0.0283095805038649,-0.1053141239834999,0.13506598984998283,0.01887887975890402,7.54252073489522e-05,-0.005836558923551599,-0.049543010722436436,0.09990157213819206,0.02929197250701071,0.14281354327041393,-0.035914910432014995,0.06121934761527847
EREG,,,,,-0.03657199901345488,,,,,-0.030414695777075295,-0.032031280230020526,,,,-0.024007947799846427,0.019438108083802183,-0.03942143224569754,0.052828696788292336,0.1278836515486362,
SPTAN1,0.008049184140924348,0.04853309325398278,-0.012359174846325437,0.0506979695052811,0.05386121827202776,0.08565372544482146,-0.023520734963201832,0.028163208591013573,-0.03255976454661842,0.19080213400837223,0.08220888973995465,0.06633200167838126,0.021594898873205783,-0.06774830495198557,0.0723681295668141,-0.01548316881040663,0.06893750673937275,0.000817471552257991,-0.012010787176874751,0.013172543519354705
PTH2,,,,,,,,,,,,,,,,,0.10738612957083868,,,
LIPC,0.05524796561908107,-0.031939154890009064,0.027586570959157078,0.024753340477006537,0.09589507100119814,0.041144879346465636,0.13651591119567388,0.001560823517152633,,0.113081388590563,-0.08682602963044374,-0.013123534534928226,0.058527248470582424,-0.050910244384753965,,,,0.17516744419077848,0.17099864854598193,
COL8A1,-0.08215597076876621,0.09202493142972437,0.047008608557318546,-0.06273957004983198,-0.028360661654056755,0.013711675772035713,0.08598080451685298,-0.04284533579420603,-0.041129192656659444,-0.07032669219399655,-0.07212688731205201,-0.023911034934420736,0.026914245603362866,-0.06898941219943294,0.007238289348392812,0.08158082804495602,-0.00638272765040451,0.05935925297879335,-0.007710530230326615,
GSTM2,0.023422396895897066,-0.038521769338524525,-0.01741166894083141,0.0017938628723841834,-0.04351943089182652,-0.028175032567578976,0.1030719496911182,-0.03774006581329475,0.028592421544278768,0.02899189594290227,0.031525105091051844,-0.03110629426727411,0.037291799551043725,0.07691665461825199,0.059266616461253877,-0.0024355914512068154,0.031175951373855218,-0.004375206271088819,-0.04799898117872756,
IL4,,,,,,,,,,,,,,-0.024063918281056022,,,,,,
SPX,0.030179515167680405,-0.03782797997963388,0.004943876694817738,-0.008425517853955912,0.09573457170253385,0.019684035248090873,-0.04762315744280956,0.0012323068252944665,-0.027236122227621857,0.049417958469057416,,0.10967850631524405,0.02481902768995359,,0.010868543982568294,0.16002610920717336,-0.0065302166384604765,-0.018620222222138008,-0.055301762731608584,0.0015793238250398575
MFGE8,-0.13040382433909456,0.06419085432794698,-0.0282498346018176,0.0125871993756524,0.0614150762906897,-0.07074699343855159,0.04587399423789774,-0.019809685166849122,-0.04637675520315362,0.08368502853554291,0.008127442726220535,-0.07830190163890796,0.06843974929961821,-0.08073992872221822,0.023481627231143748,0.08722274773117587,0.0120704436737332,0.17404738037032538,-0.01644527359219669,0.025221901761603858
TGFA,-0.09881230826237042,-0.0007012560994955334,0.028245167953090212,0.006245839669972509,-0.017100667197059802,0.015396536922593199,0.03880417392026413,-0.04166645726798154,-0.020818831542494056,-0.02644626707938204,0.059352558502620986,-0.02346547452971745,0.03274190938705571,0.10158523695179109,0.06402463289280821,0.021348216816120823,0.06517326331961297,0.03649346918021743,0.05038279503074663,0.010241170024631511
SLIT2,0.00017264062782979114,0.058114228143895615,-0.019695338267599165,-0.012197896862760443,0.015017752046943472,0.007573821044319085,-0.061996625615687445,0.007476264256987069,0.016602083488689627,0.09231829477009847,0.04916398640656907,0.1381267506563706,0.08103162727537151,-0.06429781689727346,0.09044923007187623,0.07041746987374625,-0.0383528960811603,0.08664229948505053,-0.03949883065010451,-0.029796490661721044
PLTP,-0.024790209833395412,0.028950994012445868,-0.025873756239477474,-0.052798847050232106,-0.03874921432977776,-0.03233988350469388,0.09314375761278645,-0.008836752770631201,-0.12232488832717825,-0.14264159317631558,0.042130010054918746,-0.015962007887672314,0.026946947891201334,-0.09481491424039018,0.014060866983568914,-0.009977290817780893,-0.022904354090640847,0.0853281271794586,0.03874625453446062,0.1246706769337738
APOD,0.10578654335259079,-0.07923236117121994,0.02563220130174058,0.0226817997145778,0.04973003284484789,-0.08053591667184619,-0.0015060988394917517,0.019136295228802672,-0.10599740731296667,-0.15167621478658808,0.047940776604856586,0.01412093064670697,-0.027058689197307285,0.00277984687449871,0.042228267974064204,0.1684738297373475,-0.003648987289820324,-0.04206778943442214,0.059619791261372734,-0.022563494114399202
B2M,-0.0012485212877191428,0.11447618760250872,0.0019705913918547594,-0.12092776368876543,-0.047264915382783074,-0.08208211100425451,0.1493113939872978,0.04150329916514801,-0.0907820152080748,-0.16103416294541026,0.1381784181048378,-0.07292528221064651,0.07104489150558996,-0.06931852474638808,0.038945914735721496,0.08019746267266245,-0.031192963170947465,0.20362772637846988,0.023939630746676883,-0.06195260024910267
OMG,0.03336770153655626,-0.021445016758953463,0.02125465758096535,-0.0026813246900083756,0.05015325001488408,0.007011618448637233,-0.044074579202315715,-0.0011667654294622576,0.010782697305246582,0.04682777316366238,0.009349212870628749,0.02052794076335498,-0.026613761918630408,0.022913952204990005,0.015724619979982136,0.13090012453158759,-0.003624715214824423,0.05831729823316284,-0.0263162712143671,0.0017908981409176271
CXCL3,-0.00216727974036346,-0.008170808061140265,-0.013247508947534617,0.015518644130651578,-0.0656983275106398,,0.017145000458898746,0.0053778868264457574,-0.01162565171975267,-0.042816129744652355,0.08725070420803119,-0.015294668337642644,-0.039394188776248125,0.10981116074116408,0.004161840804634863,-0.018069125968813965,-0.019124622658995966,0.10842174242746304,-0.01768577131771401,
CXCL10,0.009395825793509095,-0.03349740468751271,-0.0615885365508713,-0.041510428911735626,0.02787080244118048,0.01923246154769495,0.12832640501637838,0.03763485076918772,-0.01937714081229094,-0.045579364922888874,0.1463412765618377,-0.024305078915034257,-0.08280583529066854,0.05786697908790268,0.06804965658212306,0.05075756301100891,-0.007870218515479002,0.16232618620215838,0.027760340707475444,
RSPO3,,-0.034162281514000074,,-0.015569312706746935,0.04714810471035501,0.012084252601411709,-0.020261962198447152,0.014922782076475792,0.0045233864446449935,0.1001868101562192,,-0.015982633636979646,,,0.06516606967003645,0.0889646886896122,0.07402966496977224,-0.013567222806954651,-0.06830874862013339,-0.030552714355229833
CORT,0.0021625317236164806,0.0889635644343533,-0.004161466989493272,0.01616293644906597,0.006001276269096242,0.027325620530328706,-0.0298179009779008,0.0038007235218924028,0.008002839994186656,0.05825274369690116,,-0.03311896658629179,,,-0.022154079310896475,0.055361427829036136,0.07690005895317042,,,-0.032625350341080085
