,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
PCSK1N,0.06524598787981459,0.025172020273227663,-0.036535568832032676,-0.021309038958458766,-0.013619891175362237,-0.012969464166336526,-0.06754886207205404,0.0018476339118903232,0.01769865166725048,0.05663777105063139,-0.011553387346574281,0.019106015210069945,-0.028134473679932877,0.018437228070343932,0.015039316558383344,0.046697251121958695,-0.004317938041646197,0.04861361782468679,0.010864032502481842,0.13095964698221482,-0.005593773863343901,-0.012086142833728965
NTS,,,,,,0.07235412909072676,-0.006617452570685338,0.02017195192047305,0.007757239259889292,0.045099498695695094,-0.017003783307121836,,,,,,-0.03365473031900309,0.054509088033615954,0.010240128099515983,0.015623244074243797,,
SFRP1,0.03331182159358473,-0.03010710935728252,0.006490131875617935,,-0.03606595493693596,-0.028705657314490676,0.0018340926974213102,0.03632627980421168,-0.022192389879843035,-0.022494163750435475,-0.03910920811332538,0.08145321429914691,-0.01756400077959827,0.0214463674950155,-0.07723446433796939,-0.035839543239320384,0.0007722447035602872,0.04773587354466015,-0.009071991907321508,0.030483874312732494,0.016985543321644106,-0.03422099206910862
CXCL13,,,0.014067715045352593,-0.019922933824160157,,-0.002462466687059716,,,,,,0.06654769597316779,,,,,0.049264958042950974,-0.022440410902208247,-0.04365486731705404,,0.13605737472181287,
MICA,-0.0240131002466097,0.060889718043102246,0.04996331557072037,-0.03695670191917029,0.0633713730856491,-0.002325944227258853,-0.018816835974687564,0.13048551441206307,-0.06113892594916667,0.0030625629463998808,-0.009117285506344525,0.04189411640772704,0.0075865196487391534,-0.03116257436766205,0.004875292379750882,0.07921172906919491,0.012406887304975108,0.06814104472071177,-0.05384350813916597,0.05271786513928709,0.058434469956455334,-0.047429283402975114
TG,0.1004352601280259,0.040452130673164624,0.0033539901770910183,,-0.007085528750241435,-0.03242000504411318,0.015025581998914999,-0.005725826159055215,0.01853043857979579,0.035084281404212006,,0.037700738916406566,0.03775046265232719,0.03095689541222651,-0.006799063961869937,0.020538828100108004,-0.019168760318711873,-0.014798111829050536,-0.02202577753197902,0.07890916462826386,0.0028607120118773507,
ADA,0.022861227978173543,-0.011477525229179861,0.032593119046902236,-0.05413747887818799,0.010753834989396326,-0.00672300722084788,-0.00626857980482474,0.05854806570211402,0.027995260864571693,-0.026438288969092325,-0.06323233517984633,0.13087656081192517,0.04546482865123688,0.07940063883153667,0.0615754842630355,0.08241069203156182,0.06232314732651051,0.033575980802891384,-0.06624674210467409,0.07914360685558212,-0.007406091559309683,0.04324826577837167
LAMC3,-0.01251680418038104,-0.04821467733136251,-0.0009906293899100158,0.05027189031784181,0.016132252586208585,0.037938741163987925,0.06668624956198878,0.09618623036091048,0.040940114459372734,0.00233524595024009,-0.015593923207351921,-0.004413169294682431,-0.04411016828240836,-0.06204617367105825,0.017791548409145385,-0.0017405650629331432,0.009512052775658914,0.009688426975373296,-0.05014951766597023,0.009701509330118737,0.04398325080197114,-0.04367696280107209
CCL7,,-0.024464848267957136,,,0.01300321178576503,0.04327323292883852,,,,,,,,,,,0.018187185153326395,,,-0.02178961766224435,-0.06237680441098851,
NGF,,0.07604516413139918,,,0.02982548678443382,-0.030245831525320357,-0.010349830080269021,,,,-0.01700379450298496,0.04520137773808751,,,0.08841552560284832,-0.019640564674178036,-0.024971088957484684,0.09359153684220932,0.02078915469528681,-0.04517504051567248,-0.013967447771935782,
TNFSF15,,,,,-0.0037518542579715016,-0.00144785755184165,0.01756057489534524,,,,,-0.023875481931842836,,,0.06143764225650355,0.07209451828833581,-0.021078523970153803,,-0.01661892385829727,-0.006860845952145683,0.06401578225855971,
HMGB1,0.017974211144604665,-0.04264044632348247,0.0640565527748356,-0.035524445629933725,-0.030741381636979644,0.06789091385346004,0.06774439490039443,0.1418564226650336,-0.013118811800151373,0.06498274084239149,-0.01648066843991424,0.06433496534857003,-0.043771255013456,-0.06082579067495505,-0.03578293236856101,-0.04136363142941437,0.0349801905678475,0.06663774068277505,0.04530684116297626,-0.006985195210508247,-0.0395524110621175,0.023247018264693792
ITGB3BP,0.0329169458230152,-0.056953456264241545,-0.016514502055477623,0.016567577039809694,0.013801412585463992,-0.05485228359743411,0.14955312013217714,0.14226750282815084,-0.01322227702387177,0.07330416824847302,-0.06376686250586819,0.09452436626795674,0.05040044385337998,-0.024963105467858782,-0.02389283832550779,0.015517431913367023,-0.004259407135922618,-0.05765612134935546,0.03396711272639637,0.03201939582559496,-0.026069916244402084,0.007665458835586867
AANAT,,-0.0259498849475804,,,0.06937728862793918,-0.025162155052217996,,0.09729969461762088,0.028136941208660376,-0.018764981591171927,0.017235619316450415,,-0.023971486406306024,0.045454697608643284,,-0.02745930611829329,-0.018968146749934224,-0.0203083450224992,,0.04016949295928072,-0.025654298479996087,
RELN,0.0703197819838698,-0.007682688164914526,-0.05078436693482784,-0.030898913934784705,-0.03667925506660071,0.07878965765992907,-0.03980394852001075,-0.06171128830871967,-0.007936753251798979,0.015094882958229583,-0.04493358298765734,,0.013817165046186223,,-0.030787608233403395,,,,-0.020073858989356312,,0.054540556001900935,0.01945169099648084
IL15,-0.04411533967464687,0.06041763119707198,0.005024979779209049,,-0.003563389646942367,-0.013000274163872021,-0.02221918985510937,-0.025367741285938623,-0.016702651268244596,-0.010888146224237786,-0.03275902308031478,0.03712351884821089,0.007916246930117886,-0.06502180556077501,0.06557159609238013,0.08548111925909013,-0.03475042200279353,-0.05317014817271773,-0.040538670111621565,0.11604443358655354,0.0895415873595016,
UTS2,,,,,,,,0.08169129072090778,,,,,,0.03010214327933719,,,-0.01615276519048415,,,,,
BSG,0.09098389684826545,-0.00044316492553633704,0.007551595794656976,-0.007199577227705155,0.01338053289150761,-0.02898181592044137,0.055623013122448446,-0.002152736926186259,0.041295323190788776,-0.017838214746425538,-0.012094043060759053,0.04726607459547582,0.02236932072813021,0.13534348954379413,-0.037662414570066305,0.030225951141283753,0.02722862042905395,-0.030567905089918725,-0.0421287226577768,0.09044153440548687,0.0841032942409954,0.10979609523183817
ADAMTS3,0.03724213137682746,0.06763152817644222,-0.006239495315174844,,0.00043868573351995633,0.020969785240200087,-0.03578868712472893,0.11632637699468312,0.034506261776336686,-0.0035658339882016408,-0.004378966181451892,0.12332599105377731,0.018610986848174218,-0.05912101369374279,,0.010486285920783291,-0.00945772359707454,-0.029738582377542795,0.017564789422384694,0.10669901306231802,0.0588796638887533,
CD34,0.008781023727759877,-0.012973762417640608,0.06468856054465032,0.0005495991190322671,0.033522575465511545,-0.029926348391729474,0.024277148824980225,0.13663767249882505,0.03131295468285423,0.05569855518194637,0.009552027083033965,0.052892791502571646,-0.011536689829933229,-0.05441962189664465,0.07753923891310412,0.035099031299871394,0.017548346282377957,-0.051133904849525735,-0.07947395748793534,-0.015362147768432345,0.039953655845762624,0.08428319480782769
CCL23,,,,,,,,0.01819767075069279,,,,,,,,,,,,,,
PLAT,0.08849619352352121,-0.06263072507183791,-0.010084145262450675,0.06466405148189633,-0.054635634379051196,0.00870587076935271,0.07974927343375054,0.16592829401124762,-0.025430928251002217,-0.003326688104457156,-0.0067175616343426925,0.004494425890159599,0.006186011059487887,-0.04740854177057865,0.0019977691150959453,-0.017148563212681576,0.06275378694482922,0.07265390915611458,0.01872931996988475,-0.016185944697672035,0.0791135744286806,0.008401942490433521
NTF3,,,,,,,,,,0.0841929933422997,,0.04683349240158466,,,,,-0.03439694543807761,0.013730401824308746,0.04894704896686463,,,
LTA,,,-0.02637975686523125,,-0.019426500427495857,,,,0.029243890017769114,,,,-0.022232448442153663,,,,,,,-0.005854307521064906,,
CKLF,-0.06464158020702215,-0.055581818277772206,0.002711896864083967,0.03882871879794674,0.02907582643157519,0.03352181197305662,0.0849364266989202,0.16358115843522056,-0.041428899765792206,0.010918188073446536,0.058858305199932785,0.09381173596924626,-0.024727850093927743,-0.008447406990566798,-0.0865596992081871,-0.00778070606425196,0.03139311372130631,0.0432095283025036,0.006131288063658765,0.08971190222894988,0.08464865101885077,0.06009693899652386
APELA,,,,,,,,,,,,0.061600916213209386,,,,,,,,,,
CD24,0.06607472980923322,-0.006742340941294967,0.049291590261067476,-0.010695534227427082,0.026560950136964665,-0.040682540594528825,0.05366811295375206,0.024109940727564193,0.034965933232791645,-0.036595090800967414,-0.035081065185334936,0.013088459969741425,0.009718230519934095,0.020015294952973745,-0.009350248288382802,0.02507388213345852,-0.02058006335634667,0.053512205417624296,0.02814594150726355,0.05934043531929309,0.03690956441983356,0.06071810989304545
HSP90AA1,-0.024299214933888768,0.06855825494163144,0.022904408555382692,0.017018691617834023,-0.02025565733964568,-0.04132752397219189,-0.11668212029892042,-0.16813353779542345,-0.014809043990083646,0.034378534327754465,0.04200006804728091,-0.07751131338780379,-0.03040516349299892,-0.027962356073857563,-0.03147665862809061,-0.09243681614988628,-0.0518863946071541,-0.0810075546615142,-0.047961048817603824,-0.07550042014581622,-0.06599373197478241,-0.03438778599973914
BMP4,-0.019648239465235896,-0.04103728615730145,0.02100719892835795,0.022987929038735994,0.024501590295819504,-0.03307689847334624,0.2051920395466319,0.01682873607158338,-0.02275115279606553,-0.03420303656597863,0.06271904832978388,-0.016102178941064325,0.08597278040137597,-0.042635791122765776,0.09616272040168906,0.04645161469560457,-0.04217771633015778,-0.034236792855649414,-0.011796703992090755,0.03430633036174928,-0.05089007185355166,
SCGB3A1,,-0.024464845821505,,-0.011423684114185177,,-0.029965020409155916,0.012029647866303086,,,0.05719040808182549,-0.02813995249751122,0.08629694516164253,-0.015513508511100544,-0.04666803511195706,-0.042543960650514294,,0.008285843565908751,0.05201111097558738,0.012407443268826571,-0.0027214897917372106,0.005983222928715264,
IGFBP4,0.09339325334680078,-0.06604487760979112,0.013715858119335728,-0.0348297126874126,0.004591895491171469,-0.04498133743363138,0.07599284066647366,0.07387885045369959,0.02979583167303265,-0.004989754038594363,-0.0016781072675520756,0.03522282483293938,0.06938571811486052,-0.09725663065654565,-0.015982587693574767,0.029426692715631524,0.015345479352562086,-0.007895773584879848,-0.027146473867571463,0.002389138296644267,0.05361181936644045,0.021453572256348502
RSPO4,,,0.021927567619924176,,-0.019850832513378644,-0.03458450452094207,,,-0.02556694752387979,0.07334573594094403,,,0.056312059617274736,,0.053001459816226996,,,,-0.023242538922426465,0.025476146566457143,-0.017343261513700803,
LEFTY2,-0.018903039452245595,-0.057837556495056466,-0.0002297724086442249,-0.0354322765529444,-0.019639393509617156,0.03791763440499851,0.003916515733016044,0.11608456299167735,0.004559290261513582,-0.017356081545421332,-0.01700379450298496,0.0028616542381790454,-0.02744570931798408,0.04154840200750096,,0.08794382159381393,-0.01835419578948736,-0.02836539938770602,-0.03160831739644153,0.06090598072515257,0.08862628927326269,
PF4,,-0.011243540266353894,-0.023995974252883467,,0.034231226148584176,,,,,,,,,,,,,0.012816605164540671,,0.029193112107190645,0.04265709681724289,
ANGPTL2,0.06670888904886393,-0.027859009195693136,0.003548562579739004,-0.041951004381451926,0.039881599627578576,-0.011887636529163576,0.16697891760341882,0.12742635777903896,-0.04780063727522216,0.028219368500899324,0.027551681307617443,-0.0340605750879255,0.026869082001901672,0.031039413232834028,-0.020406795201644807,0.008467977003718817,0.018218179412714874,0.06013591262426031,0.023153126003684982,0.03680667510208412,0.013059489413413495,0.11992616203665633
LRIG2,0.024956299320286344,0.010169118150291263,0.003120339785874198,0.0035570387311684897,-0.029156420814485676,0.01583340795175051,0.028868660299644355,0.09935208148160357,-0.020201522156357777,-0.034392660549553075,-0.049268073069971004,-0.0037605922152844,0.00396638825428062,0.0766946928673507,0.04177927613628805,0.10575342879760655,-0.02905056756272155,0.04141847543686797,-0.023339003886506757,0.09389387666049391,0.03666472249247736,-0.09359864330993165
ICOSLG,-0.0068766734221326516,0.00012198876405463602,-0.011918406868761961,-0.0016497707569831433,-0.011323182826195367,0.001375215438560014,0.052773160971645694,0.08841879759812335,0.043131705994015924,-0.011491883613147886,-0.04791810034602261,-0.032635118736720745,-0.03631962113761126,-0.045161812647715696,0.06104190280891279,0.034034998583357526,0.012836035366918961,0.002034523849959633,-0.02733739348140349,0.051568559791470216,-0.0019000764574056913,-0.09090623223188413
WIF1,,0.010952667018147578,,0.026235338076484226,,-0.03281655963586357,-0.09111634949449914,-0.11501769959000295,-0.019729407833574627,-0.02978585288192967,0.07778605079816545,,-0.012943502713441692,,,,,,-0.02160619124501749,,-0.026603018457956495,0.04909339203370747
NPPC,-0.023654330896403845,-0.03589086837690349,,0.07979339758028449,-0.022814194700294683,-0.023669223715234215,-0.02556270226753242,-0.004836995881528549,-0.0007464955353692422,-0.021997662479746046,0.06265939993637644,,0.06746745854884666,0.09884317206985976,-0.06641872683477071,-0.03287966045593771,0.008947129717429388,-0.03329369248550398,0.022326992674393486,,0.043061161474269874,0.03276446672791647
LYZ,-0.06191448039356589,-0.05919891454398765,0.025914489538658197,0.012478157344408864,0.018699682289189525,0.0407979661020288,-0.014325331198570683,0.11915228865735483,0.013689887708179478,-0.020057632605329702,0.02302215188381387,0.049800700991732595,-0.028386050839767068,0.024411145050324726,-0.035467425548691055,-0.0228074131072492,0.040754141552660245,-0.06327733618291786,-0.022994930036384267,-0.03381652639693479,-0.048120375690433786,-0.06201124654580088
EREG,,,,0.08828102133516105,,0.004890753348708162,,,,,-0.01749193538250727,0.0195493655720812,,,,,-0.043887745871444186,-0.03605261236463655,-0.0035229458318579935,-0.035428047254865924,0.0258619457159806,
SPTAN1,0.057457225909701294,-0.02968585917128461,0.008657813664885583,-0.059377322270744416,-0.08535511526595756,-0.00020729721192573093,-0.10286994369405973,0.024722259936210363,-0.03912627714561397,-0.014291105292419302,0.010939851663748853,0.08757130133748818,-0.045115474989971135,0.0997457622983754,0.026020226378363428,0.08413791971328823,-0.04467194835705044,0.053153125993597214,0.0197335475035532,0.06459930428910587,0.02693342358569522,0.09674119558663886
PTH2,,,,,,,,,,,,,,,,,,,-0.03696337995120207,,,
LIPC,0.015528087344750934,-0.007327011365920629,0.019598434802316305,,0.0580192761052896,0.024707401198532385,-0.034456266167745046,0.11184736107711066,0.012830686986069054,,-0.03132773745918481,0.031178573618592074,-0.015833654725247292,0.12001081613564821,-0.057724128590949775,0.06844054284177135,,,,-0.033789594858655146,0.18791188509853188,
COL8A1,-0.018617856853287436,-0.035784578922167756,-0.03280439797683818,-0.034256326690196084,-0.022409562725847963,0.05208590477196026,0.034880395533564236,0.1038590473160467,0.005861783935311304,0.038305046529007666,0.05177771174713384,-0.04224005272618583,0.04345026284356083,-0.0812549615103126,0.08727697367310086,-0.046612954032555005,0.029858581465095152,0.048072283764065166,0.04361568116884987,-0.03565532327971333,0.060246997629735115,
GSTM2,0.12027505339052255,-0.03036366996676218,0.011368993926500679,0.013119939446802306,0.057200426527316335,0.027894095841061395,0.0014789089734560633,0.0397832277601231,0.005456857824039843,0.01976725766001748,-0.027821138728049397,-0.0014933496931061928,0.017174367429795154,0.07699993250581166,0.07209104505128544,0.04711321119616559,0.018646651751515288,-0.0037402233251000276,-0.01886999454410839,0.032614214934997436,-0.018375096114647195,
IL4,,,,,,,,,,,,,,-0.040179833239424964,,,,,,,,
SPX,-0.021289107760953368,-0.02207236738492107,0.022947817939712283,,-0.04709742748811921,0.037701847179761834,-0.02339768019751753,-0.011982184510347717,0.03425778659537584,0.00746027870920774,-0.0421166481901314,,0.0060468856502454045,,,0.06364115279782182,-0.0010586440083127436,-0.028074732571670737,-0.050785846911799895,0.10761342321048031,0.07839696631729268,-0.03479276875898227
MFGE8,0.0600992380497285,-0.007576572351533139,0.028860812668536323,0.03397160813319689,-0.0020681786770645567,-0.00460025872879096,0.026840376502582003,0.03040513801677408,-0.012657108659946119,-0.005226434764834813,0.00819186519133183,-0.012402559652401555,0.011389179825347805,0.05803951666629756,-0.09860596718320186,0.04616977031452906,-0.0051176200066582744,0.055257708996274156,-0.06643819497519377,-0.01407701695672783,0.0345323468067589,0.0881708939223001
TGFA,-0.009293571852259203,0.03992768814817441,-0.017508027693005933,-0.019709952347945685,0.08929071933271626,-0.024377240825730652,0.05484277753416985,0.027506598465774468,0.031014713811510046,0.031905678255588626,0.0060520480136797405,0.05773393808726103,0.02007888925671018,0.0938370273913021,-0.02764126005594832,-0.009460365974541874,-0.0030972517543015445,0.03320656922796293,-0.02028518000136419,0.08769107737307,-0.04971492820012739,0.02524060081565036
SLIT2,-0.019648236321222926,0.01808483948698394,-0.020929075160607494,-0.021798676986229427,0.02346620036191387,0.0023044568426427046,-0.013247690134556466,-0.07643098938964298,-0.020646403870976483,-0.03893682384638387,0.04812643754682024,0.0068011949115719195,-0.03545589896349913,0.00212987860420355,0.0123809452503079,-0.037183988186335344,0.0015494364756573386,-0.0014150275750451932,0.011370865231153394,-0.0018293843514535573,-0.00658974471071654,0.014966373604637718
PLTP,0.04037746970818738,0.017722040508719037,-0.01660952296911688,-0.03345724692418824,-0.018167421554688926,0.0675553059090987,0.010706087493312456,0.12309482952507186,-0.031726164175978046,0.015592383475593784,-0.01968693969764282,0.025834514088933204,0.011080325149070536,-0.08794906451664675,0.04086083115524458,0.009939201037661589,0.022806580899522606,0.033378748153975006,0.004622493419320401,0.07583076214037117,0.06097905420493822,0.021221887572221185
APOD,-0.08520095476977547,0.03535331696573884,-0.05305061835904532,-0.012351100856888765,-0.017714073804382554,-0.04826328215860073,-0.03789550662313325,0.09031069977418998,-0.005582955849006881,0.07296324717173547,-0.008992801353478137,0.046154003691378016,-0.013767975195540485,-0.00911666442849565,-0.030016150776602996,-0.12213753286289035,0.10612472904177885,0.08511197419892251,-0.02506694860263747,-0.04739672333123197,0.014057964834297082,-0.0124854099625935
