,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk,ZH916inf
TNFSF13,,,0.031823529014414,,,-0.02577491368026517,,-0.006426353052082096,,,,,,,,,-0.013158013668744199,-0.029675003789662847,-0.026246689269312222,
WNT5A,-0.0253801862107829,0.02388779806449282,0.05903334477115345,0.0619726874326254,0.01891853087110281,-0.03571072532304466,0.04678647750417249,0.10262818113036838,-0.04620307154338432,0.014467948281567954,0.017321312346155183,0.06898792651877311,0.051603081143581045,-0.05540810979256226,-0.0012338410125641286,-0.06111317406634669,0.043373254495155826,0.05430392130244126,-0.010928754910577643,0.07236590897119725
CXCL8,,-0.007805863854209398,-0.04199614972319356,-0.009553673733863373,0.0039112256643301785,0.034232579588611096,0.01952793529681657,-0.020815512752757902,0.050895214888414225,-0.017507816964809398,-0.00766238329267933,-0.07229403298031914,-0.04353460104308411,-0.0059264951519540105,-0.028052971800686603,0.08652863659682039,0.08296613999124787,-0.00027725307975665043,-0.07113563216225349,-0.06298384216819368
GRN,0.033783023902886275,-0.0472507093618509,0.07549138812101358,-0.023852644970755264,-0.04948321276763352,0.05458748167962776,-0.016052519078072165,0.046803831610890655,-0.0733798503345054,0.0036295185285114043,-0.053248727478993514,-0.14399483062480606,0.03411238619687971,-0.0208289762412825,0.06379216264909611,-0.013405950845572058,-0.014759607773739898,-0.02508450965628309,-0.01874057794002933,0.031658195924107874
MIA,0.12619541056171507,0.09398466404363198,-0.023643726668429947,0.0028575933340828667,-0.06335020273872123,0.022364073168938892,-0.01201701835334378,0.05839225113603593,-0.023987728009218376,-0.0299987024611349,-0.04549164596859963,,0.03653440693238401,-0.028623315041536278,0.12759923679068633,0.03472004676548311,0.008439454042345251,0.08399342054178835,0.006253753563888017,
COL4A4,-0.0004202407669815944,0.035291202965633074,0.011095856977677183,0.009972106221430115,0.007901429043347534,-0.012052759865765478,0.06810472523580233,-0.0006776535927052917,-0.013526242226552385,0.08395429575293052,0.015837787091753295,,,-0.02776567748947166,0.004551528271333721,-0.03000934780325643,0.004665212488206777,0.004368943978402407,0.04829400517878006,
TAC1,-0.018635831235831655,0.07548709042969565,0.036627632727520426,-0.03185897826971689,-0.006970540056163765,0.05461782965121613,-0.09788676764591875,-0.03356222769794589,0.06258683002271612,0.13132504139501455,0.03283808033605262,0.15914908567608094,,0.1268889517706542,,,,0.03889953721081767,0.10430733782227555,0.029233885623579235
RARRES2,-0.05290783797962187,-0.014644267517902123,-0.08285680351355781,0.04209278402056412,-0.020792767562812002,0.017764150425322145,0.010247883476498227,0.010632085635490087,-0.025366328256007778,0.08225735867212904,-0.08128550374759866,-0.04963065094901114,0.023519510962001933,-0.049898426096260655,0.03277992285681166,-0.09215796849975934,-0.0347744534464031,0.10863008517516971,-0.020306139197087587,0.013684780898549057
FGF7,0.06919518674178356,-0.014453564072277455,,0.0009018089668756715,-0.008417064688777204,0.00538606866901508,-0.0371464007951241,0.05764975173970242,-0.02176655799643795,0.02327447605766379,0.03466506858155733,0.06360508770597643,0.07265122307653597,0.029106867865763494,0.06840415844384018,0.015340371001746846,0.11732444783097316,0.10264582386488087,0.039030617557222966,-0.048365198693157654
HBEGF,0.07069484434930937,-0.011512944185148784,0.06107594424965992,0.01141414942024116,0.04575529822466494,-0.0025379661014610076,-0.039050565247226846,0.1025982449539026,0.06427200826208866,-0.07508399783154641,-0.006979040064734995,-0.11384980484481576,-0.0026665176229357106,-0.0009043923075160377,0.059806290168995656,-0.05707827165190873,-0.004051270735730012,-0.023078099357702102,-0.010496582981459803,0.036524295618245814
CSF3,,-0.022025217853057624,,,-0.008731994608706915,0.04775064011499975,-0.07465073004467769,,-0.03772716708208742,,,,-0.02867747299914854,,,,,0.006601324669129344,0.024126127109883076,
PI3,,-0.06702324491491239,-0.06807204819941172,,0.00905317478948529,0.020293232368145845,-0.05038107936658834,,-0.024575326793206783,,,,,,,,-0.00287379286414167,-0.06771530678599268,-0.03288960508845374,
PCSK1N,-0.045158364156115266,0.015925758081424782,0.05099375644368946,-0.049035741587863765,-0.018805486463714285,0.0033882776921292596,0.012004554028814457,-0.03334247769372954,0.04997602984899724,-0.03426151312364016,0.004613544382323379,0.2722109792719596,-0.018864463631371734,0.1350012290841702,-0.011313992280673644,-0.03097706890813535,0.02718431580112787,0.11896106113439432,0.05673759876437032,0.08242463073665968
NTS,,,,,,,-0.03208889842001065,0.03679146431438066,0.024851880280473013,-0.026728896867867218,0.0028749187523288014,-0.048778879521616345,,,,,,0.1931800252603818,,
SFRP1,0.12505985525242566,0.0453204137017806,0.04773525806489264,0.05695953501657311,,0.042044600771690505,-0.05829732777855086,0.06356379521982654,-0.05311372131604899,-0.024007881698368802,0.0149221283425129,-0.11712892648474087,0.06163782746206655,-0.03599912952714934,-0.0144365260006798,-0.029291088175333917,0.009178161357784563,-0.04138837684590139,0.0023569001035258583,-0.08293106316883819
CXCL13,,,,0.035523227817740234,-0.005440711489269873,,-0.028460969017800427,,,,,,0.02783637627447884,,,,,,-0.054976374577108404,
MICA,0.07827597148539185,0.016110318221661295,0.06828637940275452,0.02401399452311263,0.0007024046066347556,0.015832815903814974,-0.02824708390474192,0.02227156773698781,0.021177044642310863,0.00300035942581407,0.09900346928741192,-0.031051273450102727,0.035148604430025134,-0.03189415214969434,-0.012042932807340284,-0.0009592641910172591,0.010978128208843597,0.03605213036079711,0.05247515480346889,0.07090458899624635
TG,0.1293782117231022,0.1139929363852654,-0.007106797967532022,-0.010722528158857192,,0.0702293491223917,0.04301673536680003,-0.024878535996565018,0.007163099150442586,-0.022577943849213602,-0.0025665626563153225,,-0.013436624757944054,-0.0176415132299405,0.09530573461869397,-0.03864727759222119,,-0.0027549858101596747,0.10850200790519676,
ADA,0.05238913835773394,-0.02400089176605296,0.03870031613049475,-0.018185686302072793,0.0505784150001448,0.021908397926094576,0.06839186186639842,0.0608018909164536,-0.07630954048598712,-0.007706675180200262,0.054228118090687234,-0.11456533399106093,-0.001634371403801329,-0.049739931945656686,0.004308284897764944,-0.08822291709211806,-0.02824538661011502,0.05475373867322819,-0.03780697690503554,0.2035274178578917
LAMC3,-0.010691388709255185,-0.047464298433345695,0.12636795534063364,0.04910313515537448,-0.018490945851842237,0.023936771134140222,-0.03685437957075413,0.07271940095003722,0.01842730396474104,-0.035352463781257344,-0.05856413312822175,-0.0301453316510261,-0.006495369327767742,0.006046109615776098,0.07577168948625126,-0.06485092934831123,0.031405214840146696,0.0016848954235781487,0.02318358993598286,-0.0054808433792869525
CCL7,,,0.04561280688614778,,,-0.025438725130997118,0.0007508488126998208,,,,,,,,,,,0.012326766441163912,-0.019900305078281284,
NGF,,-0.019720206405725582,-0.002894738263950455,,,-0.019732611779045763,-0.027481430224935485,-0.04967274676369395,,,,0.060908825512178924,0.05357277332560901,,0.03755502012489982,0.09089398412019929,,-0.012898448578101369,0.006632969642626189,
TNFSF15,,-0.031292057881944314,,,,0.05342189579562078,-0.001742892085327086,0.016648128361680004,,,,,0.06855780782366888,,0.16780654652939317,0.0030004017967670393,,0.08368149446549475,0.02312116882918422,
HMGB1,0.06395082677231616,-0.11870263353281009,0.009525190793794313,0.05096735557734975,0.04158306538151458,0.05011763618487375,0.01581533562253307,0.10652749283697761,-0.009753766240295909,0.05527484218898875,-0.042711447598601786,-0.076806658491253,0.06263409928714563,-0.008966039672135188,-0.009514940185576784,0.06046101298172315,-0.0190786240496939,0.009930274776257485,0.03943072935317544,0.10867974269614565
ITGB3BP,0.05975073196626889,-0.03573267152607383,-0.017034809088209136,0.02482123857818499,0.06799949657629553,0.050542677457247165,0.08035654197681094,0.11790093905123801,-0.0006803775725707891,-0.009974288610587268,0.039411401683306826,0.02690544829297985,0.14122463320235537,-0.07004558350323682,-0.018365458402743125,0.010313399216274824,-0.06085417829381344,0.09172794425508064,-0.006832821443233602,0.012645719587972148
AANAT,,-0.047115429686264775,-0.006928376892337046,,,0.06794564152088606,-0.01946862540593959,,-0.009758205479483197,-0.020304476849512344,-0.04033699555692082,0.0003903252943737585,,-0.02615876819569254,,-0.024721732030929037,0.025631202504850785,0.07836259524022364,0.041316668650437406,
RELN,0.007473417777057083,0.01639599386479279,0.024259580850299525,0.04583195452085563,-0.032297436132185824,-0.037696652619171905,0.04679782555689253,-0.02038627355076544,0.02673859669589127,-0.023928336158746545,0.015376190148475353,0.0663866440875977,,0.08113034531635464,0.028600534791680256,,-0.030480101035386044,,0.05652718500105651,-0.034771332488209815
IL15,-0.03140846392444611,0.05296397525467812,0.01912072535562312,0.02107719112835846,,0.06175229474526983,0.02558711068172176,-0.03465577690676877,-0.009435249625270977,0.005521064755810467,0.029544388810996414,0.0370302563345376,0.028581480865217793,0.07430852064471884,-0.023404370152067658,-0.0066107864747760306,0.006749040864393913,0.04278475727089433,-0.011609682129610378,
UTS2,,,,,,,,,0.006476433592274114,,,,,,,,,,,
BSG,-0.07382899931003978,0.14422331953806244,-0.001624815053859283,0.010884733715920102,0.03388640438392259,-0.09667247007917901,0.005240870261415621,0.06011175216375753,-0.0002903275066350891,-0.05484765721427464,0.024940860230273663,0.1931843597884237,-0.035307023990017776,-0.11210767483536543,0.1035758111989655,-0.04936214313651065,0.04464334850541696,0.038107248062133725,0.046317856743091676,0.030043605080607678
ADAMTS3,-0.05509605181867068,-0.06944612841551666,0.06913467410316335,0.0451424313149229,,0.03876869231580679,-0.019395979373828816,-0.03730039565513602,-0.03500047995786912,-0.00260911400781431,0.038821350908368565,0.0052230376370116524,-0.003158471559618959,0.005219672264133949,,-0.029601757330391686,0.06076204165017388,0.055070259441579325,0.04235823509665834,
CD34,0.04908313206039505,-0.04621941797998602,0.03752923655138552,0.012764360224685283,-0.00448586415037524,-0.0017505268549523022,-0.02273163042494159,0.08372310994587853,-0.008846316878973127,-0.011736974123965528,0.06064481303106704,-0.02779196173332987,0.012954743794856763,-0.015905291523390184,0.0659875097081682,-0.043918215554661306,0.08388741220168083,-0.019051947466394333,0.09623202211902639,0.029122561312151962
CCL23,,,,,,,,,0.042570160447252814,,,,,,,,,,,
PLAT,-0.0047143706057760915,-0.006831053628389926,0.08854237842808374,0.038280167418681774,-0.05411449938280693,0.012717549455768473,-0.027128888586672662,0.13119148910141512,-0.046290341559969674,-0.09785896234734584,0.023355014667401985,0.02971097836293833,0.05086533597528698,-0.0722114546851666,0.05692769848760683,-0.06916320215295735,0.02148100323631658,0.05892245518821044,0.05377603103911827,0.008326587202990371
NTF3,,,,,,,,,,,-0.028987229832375127,,0.000432855687233882,,,,,,,
LTA,,,,0.002571323975973267,,-0.014599037380354165,,,,-0.01955532726350266,,,,-0.02426105145770154,,,,0.020151458478748108,,
CKLF,0.05449628830885929,-0.03400263072979209,0.05212810859160959,0.03445157576334442,-0.004313231735733878,-0.003845006212067074,0.001898120240063029,0.06083763074143012,0.0074908362853428265,-0.016639499585253573,-0.03513603897071435,-0.07134780091460025,0.12002140023379518,-0.06082940258826665,0.10855791528729526,-0.027757135699046323,0.03098483881713558,0.05392980722229127,0.03257807765528112,0.05944775857363249
APELA,,,,,,,,,,,,,0.0712799578856211,,,,,,,
CD24,0.10239567465714022,0.047335600316761546,0.07895766235534371,0.09876579186174968,0.00631946222519534,-0.08684384292748909,0.029801825238731313,0.06700354631326538,-0.004718240385727132,0.02747115840179705,0.08989456410787122,-0.06504092165137472,0.006798942151895958,0.0725042315637051,-0.13644932971131185,-0.03900921770509903,-0.04268639209317273,0.014221589003778207,-0.009774130108313296,-0.0012126261799585054
HSP90AA1,-0.0009018832999098627,0.11406684376348687,-0.08055149683230721,0.04323402154029739,-0.011625009668629798,0.0294544694655057,-0.09770201127899777,-0.10973125077575889,0.04135775216343205,0.022211149374886992,-0.042692385992748966,0.28765011191399886,0.06284936625021673,0.18154076149261175,0.013439990790721135,0.10462870574333373,-0.04605046392653472,-0.10516064475951174,0.09347732260820578,0.01316620032339946
BMP4,-0.022211598007644565,-0.005315282899488137,0.027430787297444262,0.02157605609622778,0.002372460341186877,-0.0258387601498714,0.03707800107395888,0.10030619245437575,-0.0011203262721207602,0.027894697878526317,0.011407185138450893,0.04827362187768699,0.031790281999953804,0.0943866181867327,-0.020674894977445946,-0.06061729000593876,-0.009467274951547401,0.03701350416197298,0.021240067612090605,
SCGB3A1,,,0.0006400753514911411,,-0.0076390462799013495,,0.06870782108270315,-0.021716935703145517,,,0.044196046782304314,0.02766041412619395,0.02247600748926614,0.10323691788454324,0.06421765508546465,,,-0.028896060573655687,0.0576983503984002,
IGFBP4,0.04876757103747768,-0.01308242567068692,0.07188657694806902,0.07342903142871661,0.011094722338389592,-0.04122050817445144,-0.05620432069360973,0.13515468653806223,-0.031121338191006757,-0.042723877928204014,-0.04916245430270338,-0.0387682930347104,-0.022294374078435243,-0.045829467419576796,0.08225843546747984,-0.005225440369932015,0.04380851655683358,0.007365843875423145,-0.06504252477957555,0.05852710901213168
RSPO4,,0.0133627996200382,,-0.024425744997705258,,-0.02028803102941291,-0.0019648712242838185,,,0.026049524640842564,-0.03810462393013862,,,-0.03365389783353677,-0.02758323963874759,,,0.10779761420866096,-0.04078550155386941,
LEFTY2,-0.021369177334122236,0.04408706603542943,0.06084633557840606,-0.024518697511790373,-0.054832570146342914,0.04072888766048668,-0.06708593627405599,0.0929958698924695,-0.04279585520145632,-0.0009296504513661506,0.003513066358184728,0.007934500957287953,0.053848136253317816,0.015362903732100464,,-0.031592278372867995,0.01847678488513788,0.08561632216076309,0.0063130008019022,
PF4,,,-0.030019214290047367,-0.019950101081428293,,-0.022194786504026114,,,,,,,,,,,,0.024215853999542843,0.0009648950533588874,
ANGPTL2,0.03568477555633387,-0.09130954707901623,0.014642379419563667,-0.005817284443664922,0.017417891484647577,0.011946546483723229,0.009152320568472858,0.08462737572293542,0.014837765439201508,0.05500164596329703,0.019374463393353636,-0.11900267104106013,0.014284162011985574,-0.129460634990639,-0.004353351498742854,0.013148270723213009,-0.09598579259858386,0.010421638118737558,-0.003838139507167457,0.07946351680892161
LRIG2,-0.02890067846412143,-0.06473012603303951,0.009485037620521016,0.020539013560745962,-0.01829803606169328,0.04699249108295227,0.09958699245953097,0.08039132090989189,-0.013517524954562666,-0.030118847636609585,0.008146002659482265,0.09429339295084109,-0.031893090711094384,-0.06270870564729956,-0.08056417953865945,-0.09656370559771733,-0.052907948219967124,0.1051523285574007,0.030597374166875378,0.006578658008384128
ICOSLG,0.03888956414421526,0.0320500568693301,0.00672405467744037,-0.015414826707297359,0.04985129067510085,0.03481396118956598,0.0168298364855863,0.07476750879717609,-0.03138130565048764,0.02473069619983565,-0.014413061326241344,-0.08293637139753243,0.02963221230969636,-0.057590044147623996,-0.01581588849707082,-0.06966941943973218,-0.0271100179183286,0.0769595117519052,-0.02311843493782234,0.00664836949078559
WIF1,,0.02488924033891268,-0.00979903553760179,,0.09650150728684717,,-0.004724050985400708,-0.027788620307219986,0.045555853493282394,-0.01755103395457549,-0.029435377349923082,0.18008035230944686,,0.13127245254461142,,,,,-0.01957103840521359,0.010639285182227027
NPPC,-0.04278374518680696,0.01001287011724082,0.020328221350253074,,-0.01495720007293033,-0.0012021389180266809,0.0598887981411559,0.023799729327850065,-0.02313039597557817,0.050321560591173944,0.028142143795346474,0.05240437767512116,,-0.09294409636747221,-0.006799358053685297,-0.02960170047844413,-0.03266197797975413,,0.03247018241137235,-0.006657180234659589
LYZ,0.06710472934610316,0.014758644019257847,-0.03347417052931189,0.00765405245012313,0.0004735814228653932,-0.05128943610217596,-0.01040833206475683,0.02613940070476384,-0.03962334815803489,-0.005686933553068512,0.0050937940085111376,-0.16915864281592274,0.03642736772968475,-0.020359466877129122,-0.08314357445297788,-0.020172750497349158,0.07215537291705404,0.017273177564442674,0.04282996031949429,-0.09785329867326902
EREG,,,,,-0.01777334270247221,,-0.06912019821756116,,,,,-0.05017924500754206,0.035360849224401976,,,,,-0.005375575432198503,0.001051478173969808,
SPTAN1,-0.019195834284110848,-0.022413790834751222,0.06987223209849759,-0.00657465907097698,0.027513636896936967,-0.01942578586278941,-0.047017231499110315,-0.009961243235409242,0.03802581819322776,0.025682081905960667,-0.0219025252207017,0.23305336166059662,0.07965697693067658,0.10396629241327501,-0.06068838351968183,-0.11287900041569911,0.03065493083985611,0.04166829381047108,0.07745244318754013,0.047315635903116486
LIPC,-0.02763215059458856,-0.05253264352056477,0.047454384842606834,-0.047595963855487325,,-0.039885684356677546,-0.028822330827660468,-0.00824972639950204,-0.020200690378243798,0.062409185948213604,,0.017751443981133604,0.0010764377975344826,-0.03811184307683441,0.04433325770863171,-0.04701481633518432,-0.027316907564133807,0.08569004876304506,-0.03635904411839637,
COL8A1,0.014155560469956505,-0.11478943153203987,-0.018954951812568496,-0.0034641206504095827,0.007993893180810176,0.05837403231740163,0.004202299972721661,0.034553411064299044,-0.028009265929209413,-0.037499908654587494,0.018672585513872342,-0.1186056232049744,-0.0045793745870832524,-0.10118330351054695,-0.10480664959281677,-0.04221157879087447,0.007137206925869754,0.028411692877585666,-0.06925791737594385,
GSTM2,0.0009078011404874932,0.06737623848298271,-0.025899201567406764,0.1680667847017608,0.023320053865349293,0.03345347300223976,-0.02060423816622966,-0.05162147035035873,0.02501609890932579,0.019572484478082654,0.040931045613284985,-0.027125456002368546,0.06755360738192401,-0.057530427005810035,-0.06593061711284416,-0.0744748444952328,0.05759949159339073,0.0517058185963765,0.058146020338180955,
SPX,0.02738601019422733,0.03374365855156378,-0.04595195513243275,0.015916252284273808,,-0.04108495841884283,-0.02637807187719709,-0.018624547948474367,0.016019704642509625,0.06403233223882701,-0.05613685889912981,0.0760582570291891,,0.1377006057278697,,-0.04921008848994619,-0.02680342579864978,0.14473282491061706,0.0378839501951493,-0.004739220332546419
MFGE8,0.007971013136419038,0.03060722273274548,0.014598252107347552,0.009530805670300953,0.0029943803367491143,-0.012669573284413461,0.06178457323444122,0.03578908918215556,0.025485719721655347,-0.03375592688113971,0.029917157453660987,0.11580946433762314,0.03456070950842966,-0.07671232079271292,0.055337783195532425,-0.06420095035901732,-0.01254823745137975,0.03090918227571629,0.06267111679977488,0.046905823560838424
TGFA,0.17928456319840577,0.10934083198866217,0.06670902472567106,0.09755638468181729,0.030487538242549204,0.026508255827236295,0.01023647305056515,0.13028755812928533,-0.041621258719294105,-0.06906370393891247,0.051975570119032116,-0.05411639227212272,-0.013040736490671794,-0.03400797614140829,-0.04309351629452708,0.04509481306017565,-0.08145601010483516,0.16681635109905016,0.008009707458290584,0.018120987482260563
SLIT2,0.12532763892462206,0.08242548877024432,0.0037260362900578122,0.012912511994964126,-0.005152775609152678,0.03275592983153185,-0.0016529976588316286,-0.021109796605969722,0.06481484068477131,0.03240958358840093,0.06871445758847367,0.1563099567436209,-0.010156034144652168,0.1435316263133,-0.06392960524817316,0.049068032455040315,-0.04856034086277258,0.05247569484568646,0.050603392860647405,0.12405147008065145
PLTP,-0.007871366579529075,-0.05659170735913825,-0.007694813134690228,-0.07656616086249658,-0.015232641122905845,0.027117198093752175,-0.03246467768908655,0.004943912893717812,-0.04406235330205151,0.05833702209046253,0.03125373539504832,-0.24726350831540975,-0.06836060618104078,0.006193988152166171,-0.03430389687443121,-0.07614895929656852,0.017861943925969036,0.01494013151437884,-0.02054700121740043,0.007062289241118709
APOD,0.13784920604361456,-0.011249260845338395,0.009938234315841721,-0.018594747413306256,0.008836376614782817,-0.012289536383435197,0.0520075335229776,-0.05868124128384801,-0.06612360853478842,0.009724968110281023,-0.08236695191947833,-0.14383497645597676,0.050813876610480924,0.07030850171257089,0.014839802296417305,-0.030472917426322955,-0.013400531847360073,-0.007731228329447668,-0.021438844244280334,0.03363433908147326
B2M,0.09616928978716205,-0.16487109853409046,0.05440299416477493,-0.05256993155326463,-0.07393230739221662,0.07352807746218991,-0.11324459739924078,0.037626737752610856,-0.06601389971486375,-0.04832780945798081,0.003080007386828565,-0.28026621582279565,0.05814807013671627,-0.1464863227993464,0.13073223219811564,-0.031133628950173502,0.03415649537307125,-0.12042424421334094,-0.014309950997169415,-0.09195082701851018
OMG,0.08172304848414139,-0.008516625903424904,0.01466185489112995,0.00046885677517829354,0.002652069803407453,0.03298685391225922,-0.012106323981872192,-0.04444599678989329,-0.012729572027056124,0.04937500623574094,0.014755982926445206,-0.04954739190561025,0.04310723440164426,0.05794964169799446,0.011122981332740155,0.015491171384218464,-0.003035685270545779,0.14219003147339368,0.05337019696862997,0.07906165624399175
CXCL3,-0.017380512245077053,0.019930700774728614,-0.043678079439017414,0.03404070151686018,0.027631055951207916,0.005235221031766588,-0.08413315032232467,,-0.007378339274120608,-0.021536669481772096,-0.007455625557852059,-0.06235780081829965,-0.015335242456851394,0.020887401640631027,,,0.01738265356542843,0.0525494254104577,-0.04067536795635807,
CXCL10,-0.14030008404624228,-0.035596079781600926,0.0365528150421731,-0.020482759648730933,,0.013697121676709145,0.0910864762816461,0.0735318774149847,-0.004175874874186709,-0.08845354960372387,0.016677629015843933,-0.05998552838877135,-0.00838957858552072,-0.015558334497372378,0.013093905175714187,0.018138235846339137,-0.03266197442830175,0.02590961436010976,-0.008901002841755212,
RSPO3,,,0.01151715327609529,,0.035137880440485374,0.009129917615484743,-0.018217920745089114,0.04298740482044153,-0.03238556251297115,0.041280326767435496,0.02215510353894364,0.10120914855739081,,-0.018258269416994585,,,,-0.008719672730584872,0.07008257834392609,0.05105854096179095
CORT,-0.021582574729816277,-0.03763547094221017,0.08475268053310794,-0.02231618530258807,0.1321668077995234,0.04698779325083685,-0.0011804425631855688,-0.004942895969293271,-0.009199791520121412,0.0669632333176699,-0.017450557674040353,0.0055618885314896215,,-0.00027756348480934294,,,,,,0.041181588088827374
NCAN,0.012630622016456407,-0.10137076632704253,0.1540140557821867,0.04281921446002001,0.026677086457531005,-0.021444675014853077,0.022610757216941214,0.05666084203219822,0.0019310582255474178,-0.019284082685635168,0.04626287064890228,0.19059924426064817,,-0.132250829940065,0.10040086339082756,-0.025296000833426667,-0.012612789962721752,0.052726479031228166,0.06606196533816576,0.026975141406289208
PRG4,,-0.03147392347345594,-0.02931435806625878,,-0.06109382328700257,0.023874508993513094,0.026143084576478067,,0.027805606728656358,-0.02906597523891303,,,,0.152303544259026,,,,0.017008330761535406,-0.011142365325446085,
ZG16B,,,-0.018647959334255622,0.04406961352287899,,0.012359735768055255,,,0.0004115770215543743,-0.015538482713779283,,,-0.008338232516224599,,,-0.02748228939663476,,-0.035157082264067295,-0.048896209406127225,
