,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
PDAP1,0.0010201722329665711,0.04685986545883919,-0.011477635629795719,0.07901670500538772,-0.021857938425509447,-0.03713981446136399,-0.0031385793565745826,-0.06269185574326522,0.010999638488648556,0.003508866407957363,-0.02480825254562639,-0.03913190205392023,0.04082652169724664,0.04374571884840481,0.02431549321001142,0.07379443941014632,0.008747995395827277,-0.028116339730537333,0.07635518005852619
QDPR,0.07930532317107043,0.03098241009524512,-0.014786770671682457,-0.09469567463276277,0.019573998812987176,0.029326842732465032,0.10212824034412854,0.009496683447439968,0.07585641596399686,0.2091462267095238,-0.0020484491347530307,0.05066040509131505,0.04797565427327457,-0.00045641315782241705,0.028524146748223428,-0.0011305195679136828,-0.1170348728325941,0.10620561579738137,0.06495036114361963
POMC,0.029373732879417337,-0.008390038187532173,0.01857995935398843,,-0.0046607404793352685,0.1636714761450614,0.00045405546688855806,-0.039505050477818375,-0.023925332075546788,0.0574265283524016,0.014235061186703108,0.061256818779375104,-0.030398324385985286,-0.03869902648623375,0.011490140889684343,-0.03401124179485652,,0.08007718472666965,0.017811170957301795
CCL18,,-0.009551212047665139,,,,,,,,,-0.04365449659621305,,,0.08760296502260767,-0.0006338337322898874,-0.02851955324233059,,,
CCL17,,,,,-0.020512772605594053,,,,0.06281049321051094,0.04550551184670819,,0.04171161871008825,,-0.020186637384261085,-0.049701648255746175,,,,
VEGFD,,-0.021690990137709826,0.009697363291720516,,-0.02285349390237671,0.010978958130848397,,-0.025828865997902288,0.07515135203129959,0.009038944463400797,-0.028641879195901086,-0.03155336239794732,,,0.059823927501511096,,,,
TNFSF13,,0.004022207535820357,,,0.06665863286864562,,-0.005190864370572999,,,,,,,-0.03873512506094403,-0.01083250664386141,-0.0035833697023562095,,0.02936229040972738,
WNT5A,-0.06264615744504211,-0.0035590922379391677,-0.02040526115515397,-0.05674055198771481,-0.0032701046923981477,-0.025647514616843246,-0.05515774346589523,-0.02729969126712802,0.039829267657258624,-0.009765699603636328,-0.03561454629445032,0.005156124297821718,0.08675747350249682,0.0174248988798442,-0.007739709399005075,-0.00602440939325354,-0.050042382735011805,-0.05953751029994586,0.007599083122159292
CXCL8,,0.016289438115018682,0.0239491261522534,0.01687602072269991,-0.04682055273487313,-0.04457948792987315,0.008009175148687965,-0.039491265162467086,0.0020511858008853807,0.007961842296521856,-0.04542911000559415,-0.0873847189037972,,-0.010922819655368572,-0.05300212139905852,0.006727875407615955,0.08854941286008208,-0.06884380360506297,0.05563281776179193
GRN,-0.014386033373656753,-0.014786768647841092,0.022262614688517226,-0.032608034816291605,0.00903071947204957,-0.029536708715429932,0.054126820148073185,-0.052435574594203775,-0.008624300758153345,0.06320326110631508,-0.0755055498026909,0.039694900845478,0.03822917815201465,-0.020475391189147492,-0.021610649714144642,0.023273112175548765,0.00714419377736569,-0.004237716300732738,0.010271781256954646
MIA,0.037744019639723014,-0.04076248798660716,-0.03129742827811073,0.06961096489466721,-0.005216119631257339,-0.03583017145389654,-0.03141550805873631,-0.057847870718686696,-0.03850353361611904,-0.011852681885188253,,-0.043213775817605285,0.05848982100717598,0.10186343187501956,0.09662817422320988,0.04468357871695278,,-0.05188069646633326,
COL4A4,0.0712441823567293,-0.03855034376684104,-0.02004243267971998,0.0005542376375883315,0.023677815224036138,-0.034490186434861944,-0.04070904686295173,0.032345751177918665,-0.016205025361416325,-0.005797760522600308,,-0.041918965735198745,,0.04162007879453279,0.06348836566811054,-0.015361671528860704,,-0.03444187948715916,
TAC1,-0.01771009709347965,-0.07053333804482861,0.04625337317195167,0.013472315111878795,0.022026356136765023,0.08766238578540943,0.005339213259283202,0.0666190742879534,0.028482384241957367,-0.11453298082884747,0.03782864252347994,0.13225433625770805,,,,-0.04536230955735874,0.029884722340943613,0.09474570252986333,-0.003861010406263602
RARRES2,-0.026933993340394494,-0.0010575953648191637,-0.0029638131956037177,-0.02996589472424337,-0.0006550066356784123,-0.09615555701247168,0.01678141650939061,-0.0666980889700148,0.08330494827984394,0.028285009853751358,-0.07799260100493145,-0.056422068929650994,-0.030113161061491957,-0.00026014276875176455,-0.04885094842444917,-0.013123643669012086,-0.0006284713028296466,-0.0032941751871212637,-0.09883276472595569
FGF7,0.003952570826821805,,0.08096779772898445,0.004087018319110754,-0.027662204479739,0.08953955539122636,-0.04315836675187779,-0.029589126559036356,-0.013693166285104384,0.01730024429625166,0.035746855722786276,0.02640215066953968,0.01800919312948098,0.05239206069632424,-0.02182079148443336,0.04447123034776011,-0.0061625501268418904,0.05172807057167307,0.0935757341985984
EFNA2,,,,,,,,,,,,,,,-0.019567731613063404,,,,
HBEGF,-0.014123722771289501,0.052145140822136386,0.04329264027647215,-0.025550840359088847,-0.011274416894019432,-0.0574124701996245,0.07465175884218521,-0.05397799383525332,-0.03458813240445024,0.03158765238618955,-0.09012038289312399,-0.013910420016278603,0.017772854914734158,-0.04475939756237753,0.03618870952639013,0.07728418888213287,-0.015460467492934253,-0.019180870889379836,-0.061663987344990394
CSF3,,,,0.024501540704945275,-0.024449436374920093,-0.03345793348194729,,-0.013474681708422202,,,,,,-0.03595047744585134,-0.06031808475614259,-0.027477474213740194,0.014657267180653957,0.034798168344853574,
PI3,,0.07804937452210034,,0.02858667356443696,0.008391476627165063,-0.01264351476894199,,-0.030722546485251162,,,,,,-0.013514473387140376,-0.07905283117403206,-0.013396128780245863,,-0.06092014692635249,
PCSK1N,-0.08632434701308167,-0.06361403933853468,0.016497639480888834,-0.023931672708697293,0.030042678058088766,-0.042735509503376394,-0.02877524663207657,0.07215422615787008,-0.053486120390535324,-0.07360338259789749,0.1901966731707141,0.1279662892987072,0.04718975959524166,0.10309231761282091,0.0152072754120748,0.06423831582632585,0.07949557351955112,0.06833536804042253,-0.08833138980076272
NTS,,,,,,-0.0018167518958004498,-0.049696496791308026,0.013382583805904385,-0.0017028202655859205,0.08204573127653113,-0.05808689467733197,,,0.08402219286557161,-0.019589193225168854,-0.03783269262562486,,,
SFRP1,0.048802534614708785,0.016201514776561676,0.0698502197390163,,-0.0178981869906929,0.027163038896906265,-0.02319038814743121,0.028174840634460505,0.0534286690251969,0.00043952473042277516,-0.0627565993617776,-0.028757656846559194,0.00690059537024143,0.07935787562289762,0.023517495417931685,0.00224563632440552,-0.10628496279931494,0.05181232616405287,0.04579767999072646
CXCL13,,,-0.014617574536535966,-0.01628394234680855,,0.15923747510965433,,,,,,,,-0.04534332640561903,-0.0730436793806998,0.02329930374302797,,-0.0024651495676585315,
MICA,0.02265645111785759,0.019570675392855175,0.053870669699805716,-0.05249328410212282,-0.02487613797430846,-0.009332748513723097,0.0492713313863082,-0.04151986173189295,-0.008100088093628393,-0.014420298713547901,0.017346706428531856,-0.03830189792919209,-0.037799490143194,0.03420183989026714,-0.0049016679941749335,-0.0014547950186967527,0.0032550439869868295,-0.018957110493747285,-0.07699885623472805
TG,-0.020510456934872343,-0.01320716694154916,0.04834228724156198,,-0.019314979448674503,0.030143563509657228,-0.05736285795343846,-0.00740265706891628,0.03905955068735909,-0.03772053300551398,,0.03705893604857443,-0.031407839578767686,-0.026822994135087097,-0.04910068111758256,-0.007066112809920837,,0.009369495051008123,
ADA,-0.028684380958921417,0.02807162942848045,-0.049965820305641805,-0.0070795259414429814,-0.028699478872619533,0.058432174111992176,0.07667381794740986,-0.06285112535128443,-0.0473734457294016,0.0567635395562137,-0.0046210773036870646,-0.02001704042507342,-0.05178498553446245,0.006002558425197061,0.010805717699156898,0.025142525531034497,-0.03290322824781763,-0.005258188104984107,0.021146884116505435
LAMC3,-0.04529716225443028,-0.01589254809775647,0.005624817973619348,-0.04186143260120041,-0.015973659620701627,0.0427455926325964,-0.03837149335877334,-0.07508063234904241,-0.02753654572515262,0.04076216900900152,-0.05809239629780001,0.04623157557377116,-0.04203874734633391,-0.007550124750885879,-0.007693742822412634,0.023900113709436815,0.01006541843784734,-0.028511515197423204,0.06589065409939131
CCL7,,0.014029299634073266,,,-0.013964699281282958,-0.004560754134587209,,,,,,,,-0.030255116406537014,,,,-0.011871482138097139,
NGF,,-0.02555297351193551,,,-0.012625623927550204,0.05422326069624773,0.10920815315679765,,,,-0.006129252227439954,,,0.016275788422185213,0.006389152104378842,-0.014377210707926401,,-0.05450178389000855,
TNFSF15,,,,,-0.015550375654401247,0.1612968224345782,-0.00928706630711474,,,,,,-0.0022940876496514682,0.028562949384244262,,0.023713826140337936,,-0.028632130256387216,
HMGB1,0.06606054485614857,-0.006847447003162138,0.113093462166922,-0.008816001777362739,0.00024590838496732194,0.05567593010957981,-0.02351142571539464,-0.07993889733506798,-0.016410131411225954,0.09702472967391011,-0.12245218974838057,0.012679408535529272,-0.06344819575794634,-0.04407267718319624,0.0692990614233047,0.016709158448585084,0.07437537315954759,-0.027758882741042826,0.06798899466144788
ITGB3BP,-0.02423472448922184,-0.013557575590649837,-0.026037494514175044,-0.053612995580041525,-0.045276840714821305,-0.03458837033377547,-0.013340882363583592,-0.07116498969997208,-0.05756025894482648,0.04241006711112768,0.0759188781244771,-0.12340396371842675,-0.02946567081185935,-0.01765604688839528,0.038277013611806326,-0.016666118396236485,0.09457721312150537,0.002282420643963184,-0.021165114907487393
AANAT,,-0.006262383871596527,,,-0.014149252964054355,-0.01454162266445063,,-0.024611228692495976,-0.0232996964497987,0.036855224607697586,0.008820761475659158,-0.004787147548728758,,0.006440004218600508,0.006459156275071348,,,-0.05057818432662032,
RELN,-0.017003712575367556,0.021779103207048442,-0.04280410215153514,-0.025255122439992537,-0.024559934490554138,0.02275411005031773,-0.052862481302399296,0.042680878808650645,-0.05129841041550087,-0.026991164801470104,-0.016053990844657872,0.13604095488161247,,,,-0.0026908076930892777,0.01376891316330699,0.05394928509135994,-0.014403346147455316
IL15,-0.04739341059561223,0.007268364878958956,0.044753584888275286,,0.004234207477377634,-0.055117229101035246,-0.03804448135786591,-0.0256464208446708,0.045899857678269484,0.003761913663136298,-0.03342928587117372,-0.026756170915950173,0.032990281297354346,-0.039454347571578896,-0.028187026310311395,0.029114236469223353,0.013733144488897698,0.0026039060983445556,
UTS2,,,,,,,,-0.07596631981220255,,,,,-0.03946033500008793,-0.022602688894119916,,,,,
BSG,-0.08842242288515606,-0.010297290897287098,-0.05559129792291026,-0.015972471691575663,-0.0034799417334130302,-0.025063323239640143,-0.020881846660625366,0.05788326193208404,-0.07211524822123379,0.0349999315893854,0.14156341429538613,-0.13045077159794946,-0.0036846581373920356,0.09142241852969184,-0.05331054696743294,0.10259603489959111,-0.0027627741096887507,-0.07326258714684857,-0.036295695098014294
ADAMTS3,-0.07253408509236506,0.04612705404059183,-0.001161957599808963,,-0.01043700598848496,0.034229533529484324,0.020161138493744322,-0.10879348562300263,-0.01842684883605095,-0.014528507448076166,0.0934641350684942,-0.017480664560761944,0.001698797487757882,-0.03317688837657059,0.02977172513185555,-0.0013666544580430557,-0.058727656287321,0.05727467257574106,
CD34,-0.0013873892753119342,0.005024331659118454,-0.02282729794951127,-0.037184805104875866,-0.02213079271393934,0.06812933240900063,-0.03338747024312731,-0.07438178284444306,0.09082512100394897,0.008193322602844874,-0.04328416735679654,0.12297912559637418,0.02477396037564523,0.035767716063443485,0.010489776596178021,0.06644184449892909,0.05651633222827264,0.04374616491556334,0.06750967527030065
CCL23,,,,,,,,-0.0280036714766461,,,,,-0.027317568484800592,,,,,,
PLAT,0.004953911119111301,0.037538523731785275,-0.035893274591621796,-0.011448452976083698,0.011374345568383114,-0.003613786102156669,0.018189513982747946,-0.06341528483823881,-0.03096985728747273,0.030234577576090788,-0.06890948931513427,-0.0010230265636712941,-0.06833037761663877,0.05419488718968121,0.04973427040614309,0.05343215525296316,0.014063625469060396,-0.09651682659746261,0.027437519529991954
NTF3,,,,,,,,,,-0.04178247833067729,,,,0.09301546643829023,0.04061679136885201,0.0830990487688917,,,
LTA,,,0.030140962188123642,,-0.01789818615338758,,,,0.06549989760969296,,,-0.036627890140296965,,,,,,,
CKLF,-0.05378754257033189,0.055025475185439945,-0.032256239400367516,-0.04357615896556453,-0.034758127126615634,-0.038001842842470525,-0.00565327213985811,-0.06149247306577012,-0.025138559387623195,0.02783737857051149,-0.045262284815013105,-0.06198539293325892,-0.08121524773975286,0.03599898038374902,0.03930559451431761,0.019098924919911567,-0.04440039453222465,0.010504937721499475,0.0053131203200873335
CD24,0.05595594804966554,0.032077722775285956,0.06536088205429666,-0.06085276065225298,0.026131874717984838,0.0382735667069841,0.06325624726423118,-0.009685691393253253,0.11745292631978273,0.04720303898923365,-0.05683901250422546,0.034304722316951725,-0.0009483679987342032,0.02761274780420377,0.03305075761477798,-0.009913345166596062,0.07051310335694283,0.12716628881190026,-0.034427382579295694
HSP90AA1,0.04431169934942166,0.02305532715512885,0.03609462874084755,0.005213491319587258,-0.019557063988145374,0.05699371907560748,0.10474459322916034,0.08244486740725544,0.07294821616509367,0.008527897543712033,0.17836998152401734,0.1853071240907361,-0.09617884605756245,-0.02177825516813679,-0.08671950648838758,0.02823303005688734,0.10274724520737756,0.06368358297458092,0.05227160409058219
BMP4,-0.02110823779946994,0.00027588161750443334,-0.043782195909336345,-0.06206247524669491,-0.041758616884326416,-0.028220367811455236,-0.08669658634760441,0.0021756003427272335,0.056024482249724075,-0.04615769467383033,-0.01410439752885111,-0.031210745490122344,0.037387314075338234,-0.060959694583315016,-0.061281675811836314,-0.03767138642348415,,0.04798562988565887,
SCGB3A1,,-0.02041751766699387,,-0.023971195185195887,,-0.017317277435825108,-0.044967242019095806,,,0.04467403393109536,-0.03798034332589624,0.04426091786316699,0.03171886190764064,-0.04604956620230659,0.04858906183540427,-0.01675383562742653,,0.004923964745729451,
IGFBP4,0.010961573541462441,0.011531090182078686,-0.00796833348007764,-0.08213226420315321,0.0011122730181475514,-0.020032041567979216,-0.006364475716435731,-0.026633847141911016,-0.009124264483085896,-0.008683476719605997,-0.013082642703825054,-0.0038285782942358267,0.009087522891309449,-0.009944694706031262,-0.0758839448532975,0.036832968171098476,-0.032555600752221636,-0.06777589044961327,-0.03537482390120044
RSPO4,,,0.03480456440868029,,0.014114630380271111,0.03426496972089734,,,-0.01516300523945461,-0.0034379151436971815,,-0.05080865002032952,,,,0.035036946945898324,,-0.015714960241291785,
LEFTY2,0.0024622981899918165,0.06793967441877272,0.032900784011726816,-0.04388266837004133,-0.009838714119157804,-0.031022840913144393,-0.026874479157090996,-0.03439840428124854,-0.024911152814894963,-0.042661508563920515,-0.034930014909611055,0.032100561125047444,-0.10205223649328993,0.008921893833590362,-0.026735151267927207,-0.026508282037360605,0.040821538307288345,0.04743992673775431,
PF4,,-0.021179897088513772,-0.018246494540308383,,-0.012183925001938701,,,,,,,,,,-0.029993139880702766,,,-0.0015133233764628874,
ANGPTL2,0.02345966348267704,-0.004508718597510069,-0.022905651896927903,-0.01512692918189694,0.01434624867421543,-0.004635660290136312,-0.020765631718052423,-0.05809763626670276,0.014951993543080236,-0.02074530355582493,-0.04394534202300049,-0.12733690983901352,-0.003938902161503268,0.008707654133200345,0.07996287198750522,0.06304772048847729,0.01769458068606876,-0.0414709150520433,0.008089286579621605
LRIG2,0.02258401203951605,-0.00888128118865226,0.025093450235237947,-0.03427013812888826,-0.010531379085487584,-0.015618088429723394,-0.012210726732309945,-0.01628546622754235,0.06823969831794519,-0.022634547051358513,0.07593768068770468,-0.03175548438828575,-0.011084482190394835,0.01432906133303136,0.010934318773639729,0.0446017738500863,-0.06813106070318063,0.009427610821080545,0.005797264325244096
ICOSLG,-0.06353304874747716,0.09625092888882371,0.04904735482762356,-0.04294639007625948,-0.016940102811654752,-0.029660642377107856,0.03897789991419693,-0.05515131587559502,0.011215819401896072,0.046622222956766775,0.035089731793681314,-0.023311408666859604,0.04595081365016246,0.00741524244494333,0.01865977753130573,0.015464669456900481,-0.0004174166613820838,0.003938956248584155,-0.08893515306605518
WIF1,,-0.03810978703155616,,0.17553751026991052,,0.013418939515922995,-0.12088236992492943,0.08497658378921623,0.008111466615875973,0.02198467034475289,-0.03394265243702147,0.11896299235214895,,,,-0.004821185827187818,0.004570520793416405,-0.03872041896488106,-0.08623602058930933
NPPC,-0.05840155934642185,-0.06334060866852767,,-0.011859162614739455,-0.01890027231220009,-0.0040848643218849776,-0.04620821094276009,-0.02586261744159662,-0.024357854373554158,-0.07537425598407528,0.03098395476394874,-0.13659410999215946,0.09781743890474665,0.03414035282706274,-0.03411661380924095,0.020889064311794523,0.03613131257374997,0.09530377743041499,-0.07694527186146087
LYZ,0.06379306827459359,0.03531241609041847,0.019209615192041802,-0.0027216592736657034,-0.028162815351331957,-0.020234418385935246,0.009142577723039374,0.020776283401257027,0.015430555035547962,-0.01010708224279579,-0.10889775719653073,-0.03434125194025774,0.0635699511875708,-0.05024481865981209,-0.039095524436144745,-0.021186841604527547,-0.08663000689100733,0.03357392192890649,0.14213020194252576
EREG,,,,-0.012212865146326713,,-0.02812638540979201,,,,,-0.016753428762299877,,,-0.03181576791305765,0.007873948021071088,-0.04077399766763367,,0.011839013277289702,
SPTAN1,0.01923056813867362,-0.01163025519048645,0.01075720194482831,-0.05382736253412781,0.01411997736343634,0.03793318609654275,0.013174342031324986,0.012052625123895908,0.05920085726756329,0.00724282986204476,0.18379378151857356,0.10080763694591519,-0.029802140964499284,0.14010637594277292,-0.009589173611949466,0.05354933083767021,0.09560486197503622,0.14148140546175766,-0.04630192307618952
PTH2,,,,,,,,,,,,,,,,0.045986358094362995,,,
LIPC,0.0097087254487327,-0.02592976106198247,0.004618470205452955,,-0.02189542065496352,-0.01935066033653122,-0.07334145676572872,-0.013434405998819992,-0.04879497739795461,,0.004670505308610059,0.01706069847309821,-0.025593767211400626,,,,,-0.00902835726496437,
COL8A1,-0.034988282522412754,0.015491636998130602,-0.057619044252867166,-0.027999292361254778,-0.015321298011858914,-0.05355988302126576,-0.0025666641237081255,-0.010151274426850772,-0.026710108297629605,0.02826463922252153,-0.0821337291370475,-0.08596126693318343,-0.029880619394971275,0.09146363719434583,-0.013829381731241229,-0.008218247414646253,-0.07714920307532039,-0.0056096837186560096,
GSTM2,-0.0264669255155264,-0.0007089510486343272,0.013864764804125242,-0.03731651886344113,0.05135586326708236,0.01897007981447441,0.04500528621484121,0.04092792221502773,-0.003909756666356464,0.01371503447843594,0.016402849021696794,-0.06552003005492113,-0.05025170843447065,0.05120666909986708,-0.009853333749352112,0.014678080093183152,0.028846610441810153,0.05189036789590925,
SPX,0.07539433432307148,-0.008292421152475365,-0.016184560802290283,,-0.0004190653914630957,0.139600879244789,0.03068114280200695,-0.011212235315158053,0.05815199669540284,0.040329232697822466,0.1427795968286383,0.15423603691993876,-0.03199691028614492,0.056452851871975435,-0.037240316842654456,-0.0019476518359734082,-0.02975743799472151,0.08301419802489897,0.04140668847441025
MFGE8,-0.04203674402935206,-0.029917583777613835,0.003173908063845247,0.023640579673235337,-0.020373932346386955,0.025257452587812684,-0.03979715234411113,-0.020791770707754925,-0.027929757221800633,0.0361841911932476,0.10579394021490364,-0.011891084365630845,-0.04210637994379059,0.01684389626570827,-0.000600703941829235,0.11726472208077125,0.052471828427020695,-0.03516670561337921,-0.01637005263413536
TGFA,-0.013860989907301294,-0.04879265165879122,0.040055204916173995,-0.020450353554139378,-0.02041282122016363,-0.042472197979494634,-0.040365280004531164,0.008526779228056999,-0.01466031957708306,0.08430717312377405,0.017120138732058136,-0.04351823671023959,0.12072154235407166,0.07370293958081338,0.02366935534702294,0.05808693905407366,0.08988320086121514,0.03514739566108518,0.07091736543469263
SLIT2,0.11110691038912852,-0.037162008778549596,0.01911052772799943,-0.017817074654436636,0.010351311607429536,0.08042004196651742,0.014121272911641964,0.01101920932485961,-0.0009798472526101405,-0.016578607805423976,-0.010510501739850204,0.09986808032087471,0.028500613806485695,0.0807376449783306,-0.016062618092218754,-0.00832738902867284,-0.07474482939030795,0.06073060482855126,0.014823029032179039
PLTP,-0.020087991298215598,-0.06098723006577044,0.001855981654878107,-0.02863564574295846,0.007035858760961,-0.046917874709866546,0.0497757472092827,-0.09593592405721536,0.021835917587166707,0.183006135230072,-0.18542197886065354,-0.008182139703339772,0.002412912436166382,-0.10118054615774434,-0.10204825961102229,0.023788615819513893,-0.009717654385836013,-0.06366530446292361,0.0867673351740862
APOD,0.08445914953963482,-0.05844664451620874,0.020366047635815947,0.02269841986275611,0.020882228544764517,0.021985716564418705,0.1724416010790969,-0.047703460899274054,0.05220247935240286,-0.1221451906476588,0.05431904805815516,0.16792015785788472,0.0160971506301362,0.021007765316852504,0.11942223151264461,0.05175331467545285,-0.1333753667423961,-0.004344011467388336,0.1256674357978646
B2M,-0.05753999601655232,0.0390475798347908,-0.01605192821128791,-0.09208623717747927,-0.06822744714956504,-0.03827808303353585,0.12739237498402306,-0.08126133352785853,0.07332404555238167,0.1165750431576659,-0.1776118125290696,-0.1422146285741908,0.018998907410930035,-0.08247976484843171,-0.016059496839403088,0.028690817675500732,-0.10734750223166989,0.07729380625700125,0.075466876243571
OMG,-0.005157846216888637,-0.03901833990327097,-0.007096154064324141,-0.027769372518517063,-0.019765471858427124,0.01024755818836428,0.08186964793334835,-0.05018310676299027,0.015057395665126098,0.030450610731145182,0.011828040728182254,0.1397846226080558,0.04473856255336326,0.012341357468902647,0.0756065864176557,0.022473826944346634,-0.042945451986228664,0.14938466370990908,0.03916273523047209
CXCL3,-0.016517136021434356,0.025244827957959855,-0.02216887005075506,-0.042225103797669035,-0.031056316262158157,-0.004307382375585263,,-0.03231336679295763,-0.0348896756521536,0.0175547945159479,-0.01180696414567481,0.06356892936769423,-0.02487457801713443,-0.05940973692938221,-0.05146338166305209,0.006519292500427924,0.0071889047981069,-0.038828986106688924,
CXCL10,-0.10794512649687438,0.00409836972980355,0.013764705955670295,,-0.04969768219820414,-0.002775011347533045,-0.04240709146377687,-0.05013811436417432,0.07440559990268336,0.04178077583660954,-0.03794620898849202,-0.008374951528585504,-0.024319820045384723,-0.01730639017898066,-0.020088773412264484,-0.001484011941091636,,0.08850845101929221,
RSPO3,,0.07748962113038645,,-0.02242601838238153,-0.014149251918584758,0.18774001648230246,0.02861569400330608,0.08056692349833068,-0.03222733093899979,-0.09510271103038513,0.07567472450941234,-0.014656784276273776,,-0.010707218277459414,0.015542707867364289,0.03903156020342619,0.05875592855989078,0.08882615817528743,-0.04327049855118146
CORT,-0.0205104612268329,0.02506422889407733,-0.023595509434376515,-0.029762381753833726,-0.012111953824822195,0.072241822965491,-0.03156570957442697,0.03185221562903369,0.09636775652487048,0.06572592041426321,0.08113851784285367,-0.013971298566064787,,0.018432736251942482,-0.017844237651415844,0.14844868658438082,0.06263664807032474,,0.12536746265856638
NCAN,-0.02219910892895312,-0.070525143753741,0.06283919491242183,-0.09955311039105683,0.03501922574295583,0.06528568262275809,0.026916614974269476,0.03866739359520938,0.007183747942509642,0.011786739844988769,0.04629444991466232,-0.09891466130127854,0.05594821630158153,0.02575476364893216,0.07637654433034516,-0.023079990326074655,0.06692300114303021,0.08454221367846339,-0.027473308534217325
PRG4,,-0.030705511269091535,,-0.02507518563160898,0.0688393002283172,-0.013854994786228161,,-0.013288266590401408,0.019006845575264546,,,-0.03222833094984306,,0.02001303342393711,-0.0057141700604369725,0.017983347686393432,,-0.037229230780474444,
ZG16B,,0.01911457912331258,0.015594663045097401,,-0.01620774392077105,,,-0.015809030202934938,-0.017830645586428728,,,,,,,,,0.009659106302612564,
TGM2,-0.04636335032663156,0.028708693386825086,-0.030263660368146903,-0.004073910851034331,0.039264216368766085,-0.009105494235912021,0.015034541874822626,-0.010557144100363803,0.02424120769809998,0.0030512057043773537,-0.06665792452341635,-0.0007677187386242434,0.04465581542725278,-0.04268380600063256,-0.04000929441672666,-0.004349139406753705,-0.0012701164757013906,0.07690895961197362,-0.06884544996463779
VEGFC,0.023804149705819448,0.01730924067799541,0.003755853188901497,-0.0013182714940655415,-0.0006552532975497172,-0.02132742807748059,-0.06431284629530892,-0.0109598622251954,0.0035438071791952823,-0.04216092932831194,-0.03171066290376501,-0.03289029635118179,-0.00015700592036523215,-0.03893659673307597,-0.004031326058465011,0.05582141677541831,,0.001738936867246006,
WNT6,,0.008200333816999555,-0.002620506462793524,0.06266933990007217,-0.019314980250642697,0.09673669221007601,-0.010099901389054035,-0.034426362002174485,0.018382119396189462,,,0.07960333316674484,,-0.0038634238783223436,0.004235481755826725,0.01914873161647172,,0.027305261518063412,
