,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
ITGB3BP,-0.008852247654948645,-0.24759286371145325,0.026512081473063217,-0.011687641654633082,0.032999216336928976,-0.001181260565606592,-0.0400890339087812,-0.3736034118106776,-0.4360194260389752,-0.0797093997037431,-0.057714882573316584,-0.053297361955389956,-0.2966874907136554,-0.003353218063000558,0.001963278006834585,-0.0889639816259183,-0.1235478132831459,-0.13300064908908849,0.04724855242592145
AANAT,,0.0060060717576990675,0.052213423975306025,,,-0.00038876024525007414,0.005116049248576917,,-0.018554889212671004,-0.029232728893923695,0.03552718847342515,-0.03606770185413548,-0.052003562178597786,,-0.010526185247800135,,,-0.006717138287194755,
RELN,0.029143289820177,0.175926795248489,-0.007814799249407341,0.03692450325049119,-0.05407473286834482,0.03086117309535622,0.10278466241447833,0.13394538592926974,0.25715949894317747,0.1545415637088282,-0.061257325737106495,0.10682183520410155,0.147960344214199,,0.01233835052438607,0.049779031146432,0.05574710441859992,0.14869246222663743,-0.00993763007834254
IL15,0.027543654377587653,-0.047486275839706237,-0.01677683092116164,-0.007336521939522415,,-0.009588712996627956,-0.039608919686099996,0.029478385184542454,-0.17337703462606902,0.020117819722621517,0.030008840455588656,-0.1102503245714398,-0.03349054124062962,-0.005895843264490398,-0.03702268588916179,0.0017197690614063762,0.0029191751943930667,-0.1048546417059591,
UTS2,,,,,,,,,-0.2566885206523107,,,,,0.04885319853389784,,,,,
BSG,0.13500607421526933,-0.1838528001664391,0.09759381165596041,0.07542825604181062,0.06231407704541507,-0.022709239931222574,-0.12346104001093947,-0.108027429519948,0.24866941526323796,-0.3170915457431043,0.013483613872442915,0.42237363980441756,-0.3860315889662779,0.03916172393812895,0.009384172203340181,-0.048498237398777615,-0.1009003664176619,-0.126833299793334,0.13649428620268902
ADAMTS3,0.11658686920405459,-0.07297763039156967,0.06416884605441231,-0.06324027140833939,,0.0415412284085271,-0.05464201746200239,0.02875625263967069,-0.5266340070976991,-0.05331240838641679,0.008427009806458425,0.10099858827798099,0.056550664927188576,0.054886420255221696,-0.024692223350340763,-0.03523698857006187,0.009336802814698732,0.008084996086038368,
CD34,0.05682183631627888,0.1684187670813532,-0.07488521904105983,0.06690338939935622,0.2005167264021388,-0.008399144371507967,0.06125565766606503,-0.12130437247412898,-0.30888634942565235,0.05615102836494916,0.10586222170018834,0.005736793811566987,0.09887618388661569,-0.012263820169282437,-0.011590900262057918,-0.05359644501111528,0.0646477995794676,0.08318887805979297,-0.04754764033197754
CCL23,,,,,,,,,-0.07732183888246887,,,,,-0.0375182031056673,,,,,
PLAT,0.04624396825170476,-0.10058675416035087,0.02039091058160854,-0.09088937927774775,0.11497101328559861,-0.016735617901322605,-0.03480771074744218,-0.45706589987021784,-0.4873541832936689,-0.49601175282274484,-0.028113924523595613,-0.036655164430925195,-0.18588119440903628,0.036482036049757985,-0.04885971012532066,-0.23570668911072423,-0.03851766120839071,0.061395500447319264,0.06666116915925173
NTF3,,,,,,,,,,,-1.0929588848467647e-05,,,,,-0.03418472749551668,,,
LTA,,,,-0.0012258103790780993,,0.0049722828147976345,,,,-0.05635005701202117,,,-0.08319233452659679,,,,,,
CKLF,0.006514267944613931,-0.025133218045675216,-0.007696092756635585,-0.018930739708516442,0.08761512156021112,0.07683471342931572,-0.06562337397630086,-0.38573544128633974,-0.6072130148553063,-0.025027638554632168,-0.1260658942141045,-0.36894816197882613,-0.3273776227542763,0.032385438800070616,-0.053378637144800414,-0.10008198951181288,-0.08368091102404479,-0.1353993338940545,-0.058735363224650894
CD24,0.05270419916942395,-0.13923841908026358,0.06938222943021731,-0.1450003075701146,0.03406738257528368,-0.08605757794170549,0.06479573933533238,-0.17145987715606886,-0.08714747100145871,0.22806056184998155,-0.3380324272009289,-0.09117547967746348,-0.021382051430346213,0.10770050972859156,0.03688233183505563,-0.04445403680369974,0.19090826415186868,0.021284332391916863,0.07157885437647214
HSP90AA1,-0.020206915226228042,0.2311606451531044,-0.05945822437857309,0.028975865335707462,-0.14842835649601097,0.03142729501854571,0.3849529719081285,0.5806723807369307,0.6796117936539284,-0.08701209765255781,0.032382108061636564,0.6962854061912224,0.6165496566197382,-0.03495138421001724,-0.014381988993138726,0.04643523845038198,0.119972414791738,0.34918016845123906,0.23453322262134224
BMP4,-0.039382879739598003,0.13478633084254854,0.022874478864691607,-0.028877820022742976,0.023149519849114283,-0.023228964396731878,-0.053960768890115245,-0.31836397853245185,0.07426603002949582,0.08444108276885252,-0.07193872836629937,0.0683409899200939,0.05386867564869269,-0.009274929124885504,-0.05849109647911037,-0.05041893847068678,,0.005420983189085956,
SCGB3A1,,,-0.05225967424444679,,-0.0299583309676887,,-0.020124991070008175,-0.03686165565624482,,,-0.02076224098509733,-0.04403676678545459,0.09778399093827003,0.002072738488664709,,-0.021438661969954573,,0.043002006809342665,
IGFBP4,0.037877298560440746,-0.017022472275310323,-0.05077949847294558,-0.04140563309552049,0.009158299470016694,-0.1420427495637273,-0.112492848175848,-0.40387562336820276,-0.38328688854813947,-0.27423014363941944,-0.011102693887347869,-0.27328496655901424,-0.14715467888678463,-0.032795546803866406,0.07762192940462043,-0.2272415072506888,0.016497321073533952,0.18232054796957503,-0.01586660897480949
RSPO4,,0.025261880473307925,,0.031744209484018626,,0.015865412639930597,-0.06346168811536561,,,-0.013880127846348877,0.037695731620181756,,-0.07447978613645877,,,0.025820579300412077,,-0.09684653544917131,
LEFTY2,-0.03788920278469982,-0.01748519539609815,0.019300212532464615,-0.016080686016939887,0.08356857868846969,-0.04163276685419126,-0.026901394481536306,-0.18325069060965565,-0.3874934198740849,-0.07647195018512554,0.008360289462404758,-0.02495102888997542,0.04791743357126254,0.041636706884993914,-0.0811922116965604,0.0830933354925599,-0.007748992923745341,0.11963458346001214,
PF4,,,-0.04315980403313967,-0.04257778335760785,,0.005725811238047505,,,,,,,,,,,,0.08159391657428315,
ANGPTL2,0.0120474056307468,-0.06886356545967712,0.04092854802973526,-0.013210779003041283,0.02310217110514344,0.0600902092196863,-0.07028574006132277,-0.5861807781157155,-0.436844176066977,0.02848745372486865,-0.0960532470571857,-0.34379737396197907,-0.4549002055755542,0.03766786698219244,-0.01552755371076922,-0.017413939522319115,-0.0457680975976175,0.09222836454216289,-0.0019304178700651291
LRIG2,0.06629246171474888,-0.1233932058838895,0.019725686823501527,0.0020258880872887765,-0.037222723496596825,0.015566915581718339,0.022593504526947084,-0.1655517905419048,-0.19571991663370325,-0.0635945675819293,-0.12247290592010393,0.044532163733270916,-0.14323508667652873,-0.026169697285102204,-0.000362533467255705,0.03989591815619826,0.013894184940689076,-0.054132675582525575,-0.04476129154997326
ICOSLG,-0.0799915382520592,-0.09333539773958309,-0.036885064485703084,-0.05332272147694498,0.10723473908839007,-0.005750447784291602,-0.061772288249738336,-0.19390113697402814,-0.30508649703231494,-0.08798109244641117,-0.04308634833558311,-0.18879566482226476,-0.12180042143160708,0.10457337363153867,0.0597752608834536,-0.061277249505200214,-0.08597095067880894,-0.028467415475051407,-0.040422097923831675
WIF1,,0.5707570430821071,0.057780178867401694,,-0.027028195122927354,,0.22358691557309274,0.46525870309497347,0.5602534953530042,0.08310917289829117,0.11111798508779336,0.3426473930097907,0.44265984101938644,,,0.07262650048286766,0.03506029426147113,-0.005055590376484337,0.23347401715055757
NPPC,0.060662309271636655,0.012219983490753553,0.042954932122804976,,0.011807366726011629,0.1652718656998727,0.1537189769298021,0.18992126982590143,0.09759570540996072,0.16283830386301523,0.04089138237213007,0.19649164968826602,-0.37501398219187676,0.01351821946453758,-0.008382579549060127,0.006236929735501062,0.020654136450520413,0.18422377267212045,0.18422601363587204
LYZ,-0.07247371230298924,-0.053143537163118815,-0.0823787022410531,-0.13898401898576437,0.03467994996440066,-0.0658509631679748,-0.21195633719936297,-0.10103970986799836,-0.412601263938786,0.03531544059828502,-0.10348703954163051,-0.5398435659312814,-0.07160445182428936,0.10758981610177218,0.008846962040767193,0.047589109121636934,-0.03400652030088635,0.04688493373349315,0.0047355757625435965
EREG,,,,,-0.04962147068448861,,-0.08232322921358304,,,,,-0.07981754080739288,,,,-0.052147940308657346,,-0.006683136122990985,
SPTAN1,0.07671201741373744,0.2528398509936485,0.1357073829120534,0.0728828545567282,0.1658835627949361,0.07749927608639569,0.11755009926052395,0.3222259104761228,0.3923096458962852,0.22654612442440003,-0.040332226608292235,0.6429204462273174,0.3466109309283894,0.0001128681808099295,0.02222054220305505,0.06953566615195914,0.03758699258604575,0.47300639609555234,0.24143395323066438
PTH2,,,,,,,,,,,,,,,,-0.023320700918851103,,,
LIPC,-0.048993938366730994,-0.08301641476273972,-0.024812631058705042,0.0006228814654946198,,0.02980078670845515,0.013498463391437884,0.10078559235059369,-0.11150881548324938,0.015138401620698549,,-0.04674614008098128,-0.06755904398278546,-0.03515071837417621,0.015526657559977187,,,-0.036542461854025085,
COL8A1,0.010603822556828442,-0.3215049804350633,-0.05938700310455162,0.09475912852738604,0.004266407907560412,-0.05323085264808639,-0.10249759123528736,-0.3310754717200123,-0.1885612688572135,-0.1385968508847259,-0.06772715990016946,-0.31359897293728345,-0.3181180753017843,0.06417588883948232,-0.003133245277511811,-0.13164727578218458,0.03880686008112574,-0.25428261738012564,
GSTM2,0.06987575241436755,-0.005573265882858438,0.05216513088692569,0.0035004405387292032,0.02696982194667168,0.033563866297263815,-0.03159725465527582,0.030823697959359107,-0.15888950226493148,-0.08290127270655288,-0.03756369952314802,-0.036746807233508594,-0.12099998508880057,0.04729382172002826,0.0583474923461198,0.026902652544326163,0.08883649962610704,-0.03408799577441271,
SPX,-0.06030642640156788,0.26641916433741114,0.03615874622006141,-0.030337550207686973,,0.06104535076607074,0.30703245021519626,0.10067677997259679,0.22425144675026693,0.3082433898099643,-0.03133668340591112,0.18292540392938833,0.4808724554941571,0.08755530680829748,0.0064040419215659755,0.19953112658644082,-0.02706389478172498,0.04134478447040418,-0.09706745900278213
MFGE8,-0.029766815023728844,-0.20995613607764865,-0.0790040562834721,0.032226035087805444,0.03447607545640024,-0.0258864548105202,0.12677472380340546,-0.20121268831998607,-0.12732114803131758,-0.17298146873510822,-0.10294423859711466,0.14375878721996377,-0.14206416757860282,0.01047155412462871,-0.04085483749801642,-0.07811383649586646,0.036785515781177607,-0.021594976901266303,0.21764227215958623
TGFA,-0.05342143622694692,-0.3302030340464896,0.13509530373889228,-0.03686026152554873,0.016284277534146917,-0.018143339658430957,-0.12786508140142835,-0.25543161700322425,-0.3456751977463179,-0.3430288140830142,-0.017761884022336274,-0.2094852360656813,-0.18267849598255217,-0.00018627423377569582,-0.025686285911019513,0.0034254052214810235,-0.04028006177872626,-0.07013962393538485,-0.13715990509423764
SLIT2,-0.03938287343774664,0.4608548831281117,0.0953266569466628,0.06115901876164132,0.22030653881007545,0.0905052839463262,0.1651851702227078,0.13032526145372408,0.25576121096669313,0.20668936970506044,0.021301471856053033,0.3416954952438833,0.45175105803641685,0.00668213267965724,-0.013416606673405556,-0.05183726057914346,0.012553663253824308,-0.049238299970096475,0.2781480706738699
PLTP,0.029855928940338505,-0.03291773225671379,-0.07667626184088512,-0.02843736914658045,0.13361804350331585,-0.07979972177905233,-0.2427756081007744,-0.25700544406469217,-0.6053787903231352,0.1173901138094412,-0.26656371004559215,-0.6969036277458368,-0.08690835090911796,0.02094120168387007,-0.018634420240183084,-0.07956742396128041,-0.05346254926689332,-0.0197820764237559,-0.037440547169643075
APOD,-0.13507070450668865,0.329084093408216,0.07644580900918693,0.04865423641656533,0.20673086020727083,0.10172807904527453,0.05694207453528279,-0.07676845441935237,-0.5521800533739872,0.1496757140569461,-0.09766971224275502,-0.4192646649429016,0.369775479899048,0.006563627279358283,0.025553700660971113,0.010797430983225597,-0.038440622982611486,0.2516138721430929,-0.25404540087119554
B2M,0.020905877579507584,0.10128913328876857,-0.01796740539506544,0.135940523838623,0.17322287268578643,0.09039452301240725,-0.16778720376107126,-0.5725492888717213,-0.7406004794573676,0.0294477008153063,-0.31057892381495084,-0.796086212305074,-0.4922348285823169,0.18818254277178587,-0.08203182743973977,-0.14525483132736408,-0.09448395590378143,0.1413034064357657,-0.3258811176355887
OMG,-0.04484933006311214,0.3117008770363231,0.16619463205125634,0.030478809071225993,0.16589813227785877,0.07439877689744602,0.21998480170153062,0.08281953061070128,-0.001641127556749513,0.2876303628566871,0.10763757764043576,0.005905452593302544,0.457604204687664,0.0013901175711232311,0.08262282271226087,0.12410667928475709,0.003637405548897449,0.4864603604334892,-0.14100526516166276
CXCL3,0.03291277813034333,-0.12038907270384129,-0.0898259673846503,0.004290323261911174,-0.06276117605046018,0.010121392952364423,-0.15238922672088004,,-0.0656275689680402,-0.23103628854077188,0.03766052551997945,-0.05652420819569504,-0.027182539563224094,-0.012177061205864497,-0.026794835668041306,-0.021950325512314278,0.1267525001600076,-0.28029526028536345,
CXCL10,0.02791447977100611,0.03284508866795863,0.02937458526959959,-0.01994965479632758,,0.15442660105186914,-0.023898639515819078,0.0030668064366877073,-0.501152281305576,-0.07202158300074886,-0.021586108192779202,-0.07111386482013207,-0.03470578250569867,0.12024781121944272,-0.036098359120876625,0.06526992111397778,,0.06252653488883135,
RSPO3,,,0.06751733169746177,,0.09611148568336526,0.1498794193371457,0.2523216295109742,0.1791156904590083,0.22623186917474206,0.14366345236324113,0.09258309081660737,0.27751482922315407,0.15397466102987925,,,-0.04040805400950428,0.03684385149163837,0.22789741289114107,0.15172347789638274
CORT,0.06735744197450098,0.1474083293738751,0.13704101883947165,0.010826950572370405,0.33981524822940046,0.12386077662065148,0.1900836427265714,0.06687520745057687,0.3024239868161308,0.03719564607227638,0.000850050969116123,0.08813787123136009,0.10290381903025442,,,0.07643533231417768,-0.05348190630933877,,0.13843390749534135
NCAN,-0.01686360573931022,0.02150833854775678,0.17052575300652364,-0.07791583277538848,0.20944386132446,-0.13706561671367096,0.39980473341994555,-0.2530907000629484,-0.26818758076218063,-0.18616752532686612,0.03503725140196636,0.3822825021406404,-0.41484877666281417,0.07652672835640552,-0.028903613165742924,0.2314192238406951,-0.011535842735714816,0.38514549926798647,-0.10974649179774276
PRG4,,-0.024818320035429366,-0.029881269797206195,,0.11927384004136024,0.005526532647985353,0.07479055644257195,,-0.07905924744942718,-0.08489835920706892,,,0.010859045207405351,,,-0.10295032082346856,,-0.12251466253211722,
ZG16B,,,0.007091030285188396,-0.03647780033594551,,-0.0037745248363294,,,0.08856739594368494,0.00670385673087672,,,,,,,,-0.04062800843880273,
TGM2,-0.03279114207076267,-0.08554182166382293,-0.13668043314214742,0.004124761727962936,-0.0669558871264388,-0.06599218142389254,-0.07259527113005622,-0.014348100308340888,-0.22186427601746847,-0.08415588872212235,0.0028912345996894282,-0.07341611878345389,0.253121626049034,-0.0069113791826323065,-0.041609947828843696,-0.07706570506471375,0.03652931028987098,0.05765136901423249,0.019820002905866354
VEGFC,-0.025141190449677327,-0.029033772200579788,-0.11258735224728228,0.008954143459825948,0.03487743170199656,0.015133469408529119,0.009487972583056465,-0.05171831396446691,-0.02274738811026347,0.09592432607814018,-0.04291379894845596,-0.05322714872394614,0.011776311026438694,-0.043078875860375024,-0.03534282977544919,0.02760327326836769,,-0.13288804540665372,
WNT6,,-0.005571325778027864,0.025768554202251277,0.01964232934424542,-0.03720155047107161,0.06323590332650728,0.018387044825541494,-0.030674129093897162,-0.061290756389983686,-0.07883144684657646,,,0.050481860653099286,,,-0.026586525325536143,,-0.03698611309965805,
NRG4,,0.07533904020270814,0.00877438684921706,,0.04774556702029976,-0.01427428693650271,0.06940711684668081,0.030425626996474407,-0.030310926599813947,-0.015065586222382276,-0.05631813134711267,0.21391227126873577,0.05693501427842447,,-0.028379781818111915,-0.025795807814919785,,0.13768680759603094,
PMCH,,,-0.04663152508915516,,,-0.0036866351666505607,,,,-0.031199042061581448,,,,,,0.057248547154995624,,0.04124530122568456,
