,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
CEACAM1,-0.02358391789291431,,0.05513078587905424,-0.013536577509989614,,-0.04751643021786971,-0.02252171920489275,,0.07154235689956026,-0.021242232071199903,,,,-0.02615016957507192,0.08100072842006759,-0.02448576476278585,-0.025816664394537697,-0.02699779950509897,0.0045169848312003194,-0.023926107326726825,
PDAP1,0.026393255170514735,-0.001720703354703231,-0.040997374698166625,0.06801655325484958,-0.09221929182944627,0.013953536493848442,0.01578165103718099,0.001197783593851654,0.09781473135839003,0.03847854534065973,0.06962521456639392,0.0009257153931983806,0.07004869766985188,-0.027553798059068345,0.05889957048083347,-0.023807063172759584,-0.02656506879437465,-0.013370305479154446,0.09087304060011057,0.024790054939375483,-0.021661807189422035
QDPR,-0.04775037299762642,0.07126235848620435,-0.04982026295019132,0.011753673676894857,0.039781639665124165,-0.06009978834361299,-0.02142788722616374,0.003232373963603993,-0.0951505749041783,0.013107760037884398,0.032051460034340826,0.03869379611919295,0.05859806710806337,-0.0047927682150939585,0.004363396490054538,0.009700225690692482,0.05165020073838625,-0.11664925038219742,0.008000891489960988,0.02164618128374827,-0.09239339612934863
POMC,-0.027390020907892044,-0.012334699140781622,-0.00549636006211414,-0.01005623561902651,,-0.01133810152526133,-0.012845584139183878,-0.025247781401935874,-0.023743369974414993,0.001792499834864976,0.004851317306494608,0.04484946514562279,-0.0005884738246034932,-0.016988876802004282,-0.018874737728938943,0.13549197042414968,-0.009362648001299392,-0.0074692810608308945,-0.028077932106352958,0.010057919648171045,0.019423795797304924
CCL18,,-0.03452983962657719,-0.03149400549369708,,,,,,,,-0.01878069943975272,0.11330264845278844,,-0.042466830734729406,,-0.035111958027493964,0.05947247073017522,,-0.05910820477867442,,
CCL17,,,,,,-0.006642965959175704,,,,0.0995550829221924,,,-0.01773941108682292,,,-0.017371464954868476,0.00898217233884108,-0.02402075620772199,,-0.023233537676657194,
VEGFD,,0.06715992602157284,-0.03165300758975209,0.09971992765150103,,0.07420848847218017,0.013108245792001183,,-0.0014383704819387925,-0.017946941142961692,0.009264227558473524,-0.01549219767834971,-0.019011876310501642,-0.04784363182302431,0.023647260654565346,,0.037301020665575,-0.02533448380910605,,,
TNFSF13,,,-0.015044848519751151,,,-0.018997241743293845,,-0.013056613611803748,,,,,,,,0.04476946308132941,0.024177261196759284,-0.025759154593876045,-0.01927394121925446,-0.004067911534806671,-0.019561583691101222
WNT5A,-0.047774552917127046,-0.06274185485694973,0.011182494204029312,0.027012143225410328,0.05424408509145867,0.015112254954119593,-0.003661950678108684,0.02916864607876097,0.09982765901264916,0.031750227841498564,-0.006354921036728604,0.022997328067395933,-0.026887112122767468,0.033420912057864835,0.06878222725002842,-0.03129636718964368,-0.004886911049816922,0.007015824458416183,-0.013109303449708842,0.0194359416481696,0.045053236170802397
CXCL8,,-0.029042676774527775,0.004196975660512907,-0.018154178019014422,-0.11303471636804713,0.10106914354202119,-0.03807627098891611,-0.018572186021857055,0.015789542477433104,-0.006270595021126524,-0.016905450464185286,-0.05333288245867751,0.011145474383116461,-0.16051338042310412,-0.024905929684039957,-0.10933153059137093,-0.10957148855698921,-0.005327023077229932,-0.026201187079345364,0.05239766198097744,0.011458633827077088
GRN,-0.03397617043432297,-0.015952747600511546,0.018841819732824863,-0.023123784864906998,0.03929611370292424,-0.050952136046029724,-0.05599735010186691,0.12385426027074245,0.13850441097845892,0.06984240001690023,0.04976296114861431,0.02602929845033173,0.040890802834518354,-0.028936440326801982,0.08073281853934713,0.050531213593366625,0.0019023523821554045,0.059332038545033425,-0.0566906711097875,-0.017139493037784025,-0.05792309374006049
MIA,-0.000685818370863445,0.009099543565472535,0.022344190240299357,-0.01724271504218165,-0.05362865064551492,0.020103244980051182,-0.010983034070562973,0.039399962477481364,0.0779972643334063,-0.014845921741955462,,-0.02101020327038118,0.015272593954050154,-0.025959411238900432,-0.011095769206133796,0.0418273150762378,0.10960169975350098,0.11603489068199031,-0.0005565303326797518,-0.027332558104465353,0.038827345323827644
COL4A4,-0.019670780304333193,-0.009675514585902292,-0.017157243626105486,-0.028997111018028637,0.0003263502472969082,0.021783645791035283,-0.07445917670787147,-0.012422791005012224,0.10862663964583556,-0.017586719205015824,,,0.09460419341746085,,0.054076911984350086,-0.024668977460086082,-0.0214393208363678,-0.009170933841756974,-0.023842843853249657,0.03086851099122161,0.015166027246847175
TAC1,0.03717150588721524,-0.010277980672563313,0.05086316951879378,0.013583133732030473,0.032638896420057004,0.022688058580732733,-0.022408696042240734,-0.05589457722467954,-0.14698077455747446,0.05379297118991871,-0.000972367407443335,,-0.04476152769229853,,,,,,0.021579772488454264,-0.03054284776151406,-0.05420141285333152
RARRES2,0.06414175972205015,0.012437242754627,0.013420545723369455,-0.03080034499903621,-0.030944833704520565,0.01508133686689073,0.04106776002594524,0.05585897752089453,0.15044630631931852,0.022678842786357224,0.03440180955187973,-0.049763761539522534,0.05550109338058977,0.05324653292102406,-0.07444099483557312,0.0013152878782345784,-0.029996506732143356,-0.00021922199009244542,0.013853723919602006,0.061139941478423644,0.01596358423954345
FGF7,-0.010822726124063133,0.06999192084019337,,-0.02188342996394147,-0.036785433011362764,-0.018485537360785245,-0.023736838682141236,-0.024605119837822275,0.06789931453405884,-0.007650939504293317,-0.005728703068243948,-0.010926426949634997,-0.030794279049082628,-0.08447281089989563,0.12662539816376112,0.06503936088012542,-0.0022904337780421495,-0.06057327853783679,-0.008430328041095574,0.046740139473731346,-0.006404378857145088
EFNA2,,,,,,,,,,,,,,,,,-0.02453701177638434,,,,
HBEGF,-0.07054376084962023,0.03601575024589786,-0.015069762586247048,0.017562159591658185,-0.004806734511292782,0.013920253061576592,-0.030200921449793076,0.0942437452434662,0.0301347803733953,-0.007423868182915532,-0.005561019858604399,0.061153494866850136,0.022543617770263057,-0.0248028561567383,-0.014196197185478938,0.0017102969008502135,0.009258258206100519,0.039677825184865206,-0.050100215075426564,-0.020696279819218486,0.011563194155700673
CSF3,,0.023994965913409588,,,-0.028564356535616578,0.14935674826335088,-0.0430667008944572,,-0.034478025970779085,,,-0.02327433507577657,,,,-0.07521652108951571,-0.06304106624461407,,0.03435776513313004,-0.02446133097729505,-0.014657811610389516
PI3,,-0.046396401591139155,0.0031621569839309716,,-0.02261169094571965,0.08130923535984133,-4.268376885647612e-05,,-0.028221605634082197,,,,,0.0051133565305250435,,-0.1423431262898023,-0.0921112157770854,0.004504743304340843,-0.007097102230108158,-0.044711294149554236,-0.016752979847831286
PCSK1N,-0.00980099295133323,-0.018178697350868696,-0.05230270657092525,-0.011630931797613335,0.10307311321692009,-0.04236805884489133,0.04500963100915253,-0.020383304090348286,-0.07773382698110452,0.004732969499563531,-0.03233400605635078,0.039784511006445936,-0.01715991887973977,0.041519997615565137,0.05242724858544019,-0.027492008834690242,-0.001084747811869937,0.01646186960857759,0.03486547048795592,0.027123640927825605,-0.13217965683878788
NTS,,,,,,,0.04754544952292261,-0.015165405257412995,0.0024606361906694507,-0.020090782366590076,-0.0172893427951478,,,,,-0.040525819436849866,-0.029893692622159122,,0.015209202223638557,0.022617013380594367,
SFRP1,-0.02471369197187137,0.0672589093088033,0.04840717892730436,0.012579926276009791,,-0.02403068361149162,-0.009946640848952795,0.012701700279110785,-0.002038494665286793,0.018037510668057147,0.03284516440108806,0.07758555898515224,-0.04352260695302254,0.05739611542390832,0.0008042865058450311,0.036369861584397506,0.0684945632239171,-0.001506517027550166,0.04235962000499132,-0.011330727882801025,-0.04976448123347106
CXCL13,,,,-0.012890377464356124,-0.020741102659281533,,-0.008803975464294317,,,,,-0.017437708611515317,,,,-0.03901987193798327,-0.049211761234576476,,0.03857187017785826,,-0.032355229763580864
MICA,0.025066841250802566,-0.04904244465105287,0.033777746130766124,0.010955722089378646,-0.005937624397872573,0.030770484493122835,0.005038781429484318,0.029181873662356077,0.03523943482170437,0.09236343067915252,-0.045426119160011456,0.036118414523656744,0.0747842743125364,0.10293312243160635,-0.09627681411399973,-0.02089999275172914,0.05316176365780086,0.05518870970039656,-0.03668234363134166,0.0610221837679401,0.0476606390942285
TG,0.027993027201674736,-0.031220499661340318,0.08222776558659979,-0.018407018005671634,,0.03041641190394466,-0.022315379337400725,-0.01750487546919932,0.10505871884642597,-0.01697071743746214,,0.0016092869807883806,0.02342263034123266,0.052026889762309896,-0.035504711328836445,-0.02308233380986964,0.020762309616544468,,-0.020251804090095804,-0.0024759324489106835,-0.03565563063580745
ADA,0.030454362409946336,-0.032095139331469395,-0.03290335900641326,0.060984026948620956,0.045550368643872755,0.02537336018050112,0.015676279594037827,0.11907225893640536,0.10436738701061331,-0.03946823492712948,-0.010630942058216493,0.04339802493495424,0.07282132322904812,0.16010640080558852,0.03167421825759613,0.048451618181563516,0.13520969149952453,0.031780404485319665,-0.06624933069243408,0.01535165034314797,0.027291517738643998
LAMC3,-0.0013383528577214318,0.01446987902701453,-0.014319351256539301,0.049557492538994684,0.030515530463749208,-0.053828792305678275,0.04535959706793724,-0.046473922486544965,0.13149518521421788,-0.003254316156144821,0.022540792863442308,0.01947828437995197,0.013974798795458931,0.0811904306301286,0.039374613924796846,0.026420903299087143,0.064716406302755,0.05578427245917319,-0.0334485494065315,0.0215664436271178,0.02664283624562117
CCL7,,,0.0537694147127984,,,-0.018749456038907084,0.06153982586676077,,,,,,,,,-0.02603582183387311,,,,-0.025633103712663332,-0.008993044289111438
NGF,,-0.022563884419807476,-0.0015740281701344182,,,-0.00143599091347154,-0.024065459016731704,-0.016704346303215635,,,-0.0172893541790329,0.0006261548824295701,,,0.03057815039959739,-0.0012993667776754762,0.00945040292061937,,-0.0320628290615307,0.07630234984779047,-0.03281739545207448
TNFSF15,,-0.02791434107693721,,,,0.006251387911081059,-0.008868939927152509,-0.0013485397543727769,,,,-0.014821554048332984,,,0.023038550806457305,0.041121169080202136,,,-0.015280422662845954,0.010343980788795226,-0.006374608742740349
HMGB1,-0.05096004686077318,-0.028007326351178086,-0.013068542100373066,-0.032548536208317075,0.1263220569066318,-0.03286841428869565,-0.012050476570768695,0.0018328001572860007,0.10338074778739094,8.415447612996102e-07,0.037530742198087816,0.0719926043272832,0.015156662833244051,-0.038711239161717384,0.030032203843684366,0.061556485822068775,-0.03216359685746645,-0.010580860111053955,-0.021901920178718334,-0.028189951611416023,-0.030580452289186818
ITGB3BP,-0.004615561803126448,0.10296138578310134,-0.017336367901083394,-0.013220227203629137,-0.016588939971802188,0.030807642340785365,0.03760050951742131,0.04784498501447422,0.06925505360307277,0.011677251992611479,-0.029356225954718596,0.020128598375398498,0.016559329254652092,0.0697500727240831,0.036925679672464566,0.008938867746708122,-0.045324742333224324,0.021236769794001086,0.011753000629883823,0.058718351852210644,0.04717304788794426
AANAT,,-0.02590059265005888,-0.0032867326057563428,,,0.08859755120397829,0.05014715589744254,,-0.031100112467242796,0.0030029251316348957,0.04789160968775809,,-0.008954809203154427,0.2414238301322655,,-0.0033562503148404257,0.1350979128871512,-0.029712904793176988,,0.03601952951580736,-0.024356048019782358
RELN,-0.01630759471203579,-0.038905016520151436,-0.024475361574276048,0.002523200831971079,-0.03216782988078264,-0.03297496084761927,0.015474567953852545,-0.030628067325028333,-0.06436199827203197,-0.033601700995379284,0.00793124250899354,,-0.02634391945333609,,-0.01933087135188112,,,0.01799688529725725,-0.018457094601741653,,0.010685612731338391
IL15,0.02057638593050959,-0.03967975399985874,0.0030831485246113244,-0.02345025932826643,,-0.024313000280980098,0.026035104777887622,-0.014432374278193083,0.023086024638168123,-0.008749711116892553,-0.03330917416669844,-0.0015528404426379415,0.039440441035945885,0.02311768449689091,-0.011748175382428387,-0.030200604354795386,-0.04650153727861339,-0.008605834286646944,-0.026953899102389243,-0.0003328257198533193,0.0617115443211787
UTS2,,,,,,,,,0.10327677531083324,,,,,0.06011924973219211,,-0.019450580625980336,,,,,
BSG,0.04963352253976789,0.010288555626555833,0.008023942806240933,0.07026992114709507,0.02336916030694523,-0.017281752612300007,-0.03123071387841473,-0.005956475718182957,-0.05609235362973181,-0.03477150601057186,0.019381363510537993,-0.04817134190893376,0.002568557212432035,0.016634283055187424,-0.002022947989037744,-0.027869483004483508,0.020170676532794668,0.050647395973401066,0.005211433987281848,0.04203596312581408,-0.017804958370975194
ADAMTS3,0.02053305447318825,-0.028433971319206837,0.028087009893048267,0.028844900456238623,,0.01145619088706486,-0.002729180900531628,-0.023246379858015545,0.1357527338532693,-0.03095034234195171,0.05950595813942927,0.010228369574138842,0.019182341319540736,0.026217136600251843,,0.06496102631861349,0.007300963865907286,0.043451978881136354,0.023531371312375992,0.016601039447546765,0.009484895651684932
CD34,-0.037750433908301094,-0.01526153989755375,0.007203224507548344,0.01318680723228653,0.044043489347303136,-0.03327668963927828,-0.012040044040517483,-0.05120279217868172,0.1020622694653756,0.00814765053444612,-0.023949849755786623,0.08524495694320733,0.031102665427079776,0.09666734783977118,0.10349184989911586,0.020262726335111236,0.0716834779378119,0.07289907704830141,-0.02413256497161248,0.00983656864104741,-0.00501951341529171
CCL23,,,,,,,,,0.08082144990388514,,,,,,,,,,,,
PLAT,0.09971956668070746,0.005931699013421821,0.09346906446225119,0.07120436528102024,-0.018744655535217078,-0.04130081446881521,-0.0379574670196506,0.13228617795925765,0.13533423734729527,-0.025477523899324624,0.10850342054606181,0.034391709719588284,0.022198299170748947,0.07826619523264716,0.09093459413993338,0.01482347339855515,0.03260312848612452,0.04635548069901319,-0.05725201769919391,-0.004463298411800596,-0.012218972517813531
NTF3,,,,,,,,,,,,-0.03157078917748314,,,,-0.00025187947696793183,0.06417941875029892,,0.06173630264242571,,
LTA,,,,0.033542745472189495,,0.024227263184296015,,,,-0.014698766885168002,,,-0.022069436153253515,,,,,,,-0.03650063433638826,
CKLF,-0.0194199972770644,0.068190765896958,0.030177149455681007,-0.011452206168062615,0.0909664336779305,0.023068972034211987,-0.013827413192207974,0.1249357419996385,0.15309669961944855,0.019402858122406445,0.03157086851261304,0.0705769348258309,0.071801302138513,0.06659971078527013,0.12416308820597129,0.0820229445121635,0.057943357906215014,-0.05258598697430417,-0.00844295928492286,0.03162522489486556,0.10279226167793287
APELA,,,,,,,,,,,,-0.027322740537340826,,,,,,,,,
CD24,-0.022189399341130997,0.011471768677456147,0.04104146561368226,0.004667164515853234,0.027444552753790513,-0.03429508448976487,0.06634856373047873,0.025878943231361435,0.06157991607606994,0.03274734406854079,0.04331205870696768,0.017666443265985144,-0.042339509257834335,0.09769828285237502,-0.11534947372443798,0.040551833680386326,-0.035862742985654145,-0.007880795137757444,0.10090690855651939,0.02051971593824385,-0.024775832355864
HSP90AA1,-0.10183944773217585,-0.015148288058520306,-0.07171813519251578,-0.017539226455933442,-0.10220168478726417,-0.0016658809452280684,0.005840446293789076,-0.04661177166598431,-0.1671605949374001,0.014697373275900885,-0.03327987948770264,-0.031331085913516556,0.0007404167769641058,-0.13878914845061538,0.01309016526706623,-0.06558184736741937,-0.17959184172241666,0.039892456647711926,0.02055285522988067,-0.08022745359415477,-0.1090512785189538
BMP4,-0.020244084084183545,0.029786402858666315,0.0003313024077106101,-0.014349567147362158,-0.013995418538210552,-0.0017080123671254896,-0.02397820524284524,0.026681608499681278,-0.07130987513455367,-0.013014108924392802,-0.004855213116062037,0.01095301504047721,-0.018805439031605534,0.13895312624117173,0.09536261883563564,0.022014135768229477,0.09574740003661492,0.0440800124784284,-0.05295028564368375,0.09210618003579872,-0.02356904344365213
SCGB3A1,,,-0.02999768531610547,,-0.03053247239598991,,-0.011508184406166145,0.06231634027939106,,,0.047309087369632075,0.12525106036076025,0.07125811889429325,-0.0011550349458046769,-0.04046561613025107,0.019778888405532945,0.06459505340771025,,-0.03173261622464486,-0.02139263788922162,-0.04894361969970842
IGFBP4,0.029368683343110626,-0.029820533075858937,0.05161817250149196,0.00702058754887436,0.022070621834414213,-0.05511485543247691,-0.01783872280177591,0.07275487169994717,0.12565121426397288,0.026210813878613615,0.1505095950555246,0.026190989923308337,-0.0634226657998658,0.07246495962064672,0.06472595809962972,0.060158301885716525,-0.013094349886304915,0.030674015949717175,-0.02476375281147763,0.03104091509884988,-0.024883473980470815
RSPO4,,0.014016296810077907,,-0.021883425809373688,,-0.01981231152029886,0.01946256485215893,,,-0.0170955607256016,,,0.017206701998800904,,-0.034924028543205025,,,,0.1359015501206688,0.08612556929726496,0.0022080433346621754
LEFTY2,-0.019476285434884603,0.053938190447892706,0.07074079378172812,-0.013702828683509765,0.0943012351245208,0.036789474934674125,-0.02066081935832675,0.14022003721945278,0.11938458037512609,-0.022543362457755397,0.046013232533180515,-0.01675858087863057,0.021726192593800375,0.0792474430887052,,-0.022101464412964216,0.00010973797566784438,0.048623621317498485,-0.02906255865886727,0.08039841224971188,0.023988831866564416
PF4,,,-0.0311177831826154,-0.012313358322217437,,-0.016358531007636797,,,,,,,,,,,-0.02248987006951984,,,0.008669763545860982,-0.003546191098808894
ANGPTL2,-0.04436604218259043,0.030117810717897528,-0.013414405010755205,-0.009232967628009266,0.010906845827808069,-0.007158027103919803,-0.04183362050180183,0.10975272160078905,0.1520516584603602,0.007891498483346276,0.07963392527955013,0.010188596255770727,-0.017707663511176343,0.10617581017583809,0.009145053058645573,0.09097849404452532,0.08208069877596143,0.02063191035809523,-0.05156320323925731,0.06954472766970084,-0.0033880125164903363
LRIG2,0.046163916484571674,0.051860071085780085,0.01528859710848522,0.05086369397585735,-0.016882872517960362,0.0041302356996477385,0.008495727234577548,0.008281444446749638,0.11653336530783075,-0.006419653241060224,-0.045642685523021656,0.037534435824089184,0.06135969438911729,-0.0249580292256387,-0.010404727072108268,0.033447120325467365,0.019314895277909194,0.013968945992619781,-0.022813943770164095,0.0326667617932143,-0.044091170215632296
ICOSLG,0.03547137251699906,0.0837809112400434,0.0475481767106064,-0.0230996003104988,-0.024627319848591244,0.009910951865710626,0.08106659872829396,-0.03179083532618788,0.10167375957690594,0.031201283886631372,-0.044461639738599776,0.017982218903277492,0.009681110665333077,-0.06622726129397694,0.15357475183211958,-0.022026035001544528,0.09314350296160108,-0.03257383605401505,0.02671397072399704,-0.004388326955693243,0.021807764023348213
WIF1,,0.003102601884601168,0.004658120471042256,,0.02013373791854825,,-0.04830061063209864,-0.0880318486678732,-0.09820523828691273,-0.013192239291922002,-0.03960500648055619,,-0.06442282178292146,,,,,,-0.019866011612618067,,-0.01970420121574088
NPPC,0.004469210540439968,-0.056254316932568486,0.026513505783482806,,-0.03830551398740105,0.08858202529305982,0.011144178763787125,-0.035344807661428945,-0.03815978891568571,-0.02573386719924593,-0.029701064934280937,,0.03478353088730799,0.040364715143847874,-0.047961859468754066,0.04228239179089107,0.05650341475344378,0.009582608035214903,0.04824269439701867,,-0.0010982276476884517
LYZ,-0.04315854477900265,-0.02858354831946751,0.02988093282125789,0.0061767763223921825,0.021016749833899066,-0.023180763685929574,-0.006804374217809511,0.0900618759771302,0.1025636578677064,-0.01837094492501095,0.07184157476404482,0.016675950740412254,-0.014004062815038616,-0.08951150655345655,-0.002441772719031555,0.05650842762678694,0.059752725985262614,-0.0021544471774811395,0.004827069654046443,0.016678094550189905,-0.027802442865439293
EREG,,,,,0.0653443301644626,,-0.006065148007385331,,,,0.18888860804243332,-0.019596544663907117,,,,-0.02068434321324459,-0.04628577878268056,,-0.026617400961462954,-0.021592724021959494,0.11892682133753492
SPTAN1,0.06797556523390036,0.015848397194209888,0.0789586835540467,-0.007348165678783978,0.045539250871815797,-0.04552787639775471,0.026079826872371654,-0.06175754760269906,-0.08455483495206091,0.04126618082490348,0.014590859291960486,0.04660989021582425,-0.030338048436027828,0.09048305796262074,0.029216804725446986,-0.05145679700948162,0.0583097175196349,-0.012552559197440282,0.02757442879116684,0.0398723130211573,-0.09294488615959315
PTH2,,,,,,,,,,,,,,,,,,,0.010092303460130228,,
LIPC,-0.02518448154298258,0.0279577863010777,-0.028205173054267795,-0.018532262357120247,,0.07490196932670591,-0.02867345240082133,-0.022380911851634672,0.04738585079797059,-0.004990969707816888,-0.03185385170730686,-0.024502961742172993,-0.0038059991230720135,-0.01564031299060586,0.05272591003593205,,,0.02583236133240423,,0.018684673707099565,0.06904938363724074
COL8A1,0.011739477415517037,-0.0017125307768667034,0.07124959743861858,0.019929235473410717,-0.004430028515169165,0.023936372042734244,-0.00479413069227394,0.06759067719523719,0.041362945026728125,0.028768840602570855,0.013752408566939673,-0.08916207743054845,0.0469202024524931,0.0919314470868666,-0.033305889293635794,0.03641758583058313,0.03744669595193085,0.024326237512492865,0.010497921859282043,-0.02155217682822263,0.11517711481544671
GSTM2,0.08121154770660101,0.024650618571166145,-0.014957235694989097,-0.026981748383252395,-0.047530612191423044,0.016065293301333567,0.0035464739335042657,-0.012204515809096242,0.012245062719987074,-0.012986102334008652,0.12822305312795454,0.04859137725649548,-0.015401154788664738,0.08410424499237376,0.02662124769965694,-0.027312228998563143,0.03582718009662772,-0.04980701867770022,0.08414516426876426,0.027461213679539728,0.02922395702594975
IL4,,,,,,,,,,,,,,-0.04119194808414296,,,,,,,
SPX,0.08144176390153754,0.05061001147453534,-0.00468378783036973,-0.023241480125934272,,0.006302612433961852,0.037291172028983924,-0.025173368601413712,-0.046525783391469504,0.015557775629768046,-0.05019109405022531,,-0.037556882417439715,,,0.059839556373505326,0.04630475390160394,-0.0062648400267358,7.870558821417515e-05,0.10700788344562776,0.08607207699577056
MFGE8,0.06064123890702187,-0.0577596311476321,0.031206718971007977,0.03432707610350224,-0.017953725149571647,-0.04207629548785332,-0.03358817038871442,-0.022392177276065135,0.01070379213241339,-0.026139463543959685,0.0587879562150261,-0.0905608929574385,0.0059974933856002674,0.09843507532477618,0.07043858225820876,-0.0198139336646002,0.06714435294343783,0.042910426098094354,-0.002045863447728659,0.03294324092978799,-0.06392221684084179
TGFA,0.018906613225936373,0.07801068817078642,0.004634132034379498,-0.05984779555382984,-0.017967094938336117,0.06128073518175301,-0.025906232479950442,0.04935118545796289,0.0018727397658757946,-0.04287640158848856,-0.02653714375772633,-0.026410099645150058,0.05626802000342462,-0.010096876181276256,-0.012170065295989314,0.047863047410320735,0.025552130080277572,0.035229463273726724,0.037576947777253566,0.05066956275877162,0.05488827506862899
SLIT2,0.002609732585384851,-0.02031059594989086,0.0958655432578853,0.04636000966450383,0.138546959551621,0.02775510874473598,-0.027167670894664507,-0.010760124592299962,-0.058897977516227204,0.018782487600207416,-0.06739159914730224,0.014363927718527562,-0.049642643110595956,-0.01525673670617994,-0.04381681047758992,-0.01132774161303182,0.007215631941727957,0.007714116369813408,0.051269682549244744,0.03127067532596129,0.017610460285375506
PLTP,0.004246754300255043,-0.0008981923280008169,0.009079571521846975,-0.0007405415977225559,0.0696064265566408,-0.052046789504289766,0.06091214761387464,0.04567629713495806,0.16735411239693068,0.02279595105218544,0.0681101924153319,0.07589942332989999,-0.016581279927138513,-0.004801310407063533,0.02180954242809682,0.03789768711074719,0.011835712016609564,0.039518557863489845,-0.07643663971815313,0.05285198427554698,0.0542269462542103
APOD,-0.06579624226264899,-0.09018345000729674,0.007048794300832083,0.01536092417897217,0.07396444098302501,-0.06262905002344168,-0.048093851943283535,0.002632881521676849,0.08451633316948767,0.03264812975774192,-0.0021746069330705804,0.022532177265819943,-0.01287639363284329,-0.0008183507211724579,0.009172229096840906,0.0780833943666994,0.11798964356061357,-0.0729203037161137,-0.08541775280897718,0.004367663078547978,-0.05910107074068412
B2M,-0.0033016683627816066,-0.03783352929135138,0.05107222033668993,-0.009302438767498186,0.040472184955857506,-0.05024737912555512,-0.02217712245808989,0.08313117983052454,0.15528963522678685,0.07066911456505597,0.07985019678338189,0.04601704144725651,0.005768748227907442,0.11889084632135209,0.09875182342003906,0.06234763246318248,0.11211720311171666,0.11341808216724839,-0.0659406100401475,-0.02925958814390592,0.021778880952249377
OMG,-0.027010681656429055,0.05446604515835716,0.0503911349565122,-0.005610792211510548,0.0692331477297676,0.01010039167928687,0.010178174287120085,-0.009339694474119104,-0.00844173671009567,0.06176421989073462,-0.02782929533845337,-0.012410599406723804,-0.00813930442826124,0.1537000564781607,-0.03699479174915364,0.06636502137130272,0.13120392879401638,-0.04948697351322568,0.03232177977184702,0.059506787861924405,-0.09329927217188556
