,UKF243,UKF251,UKF296,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH916T1,ZH916bulk
POMC,-0.05156777191491798,0.0004126582354929442,-0.0021214353388271222,0.011603165915943783,0.03402862023586494,0.09308134176960049,-0.048008245921405956,-0.019197050722003547,-0.003438056227255747,0.0026258240885737947
CCL18,0.04137810508090308,,,0.09412264040278533,,-0.03758159939171309,,-0.025903242438751608,,
CCL17,,,0.0056246096407962225,,-0.0139440212364722,,,,0.0028645251836330655,
VEGFD,0.15810472922433172,-0.02561073167903337,-0.01986194163547443,0.08463841078001498,0.03121746733531331,-0.042339872637283414,-0.03167930082362317,,,
TNFSF13,,,,,,,,,0.028317840852983837,-0.017509660179948292
WNT5A,0.04919804708769514,-0.022460414812402452,-0.01926913001898512,0.09375961326230514,0.007074282819365806,-0.07132697629292709,-0.035427784101706876,0.06912520874282149,0.09554536020228376,0.04389062961368944
CXCL8,-0.07227211801640161,0.030083805284046538,0.012709451158345122,0.021293202680694855,0.01682870772429129,0.08787787992126225,0.04766652608302233,0.04960914390958306,-0.028597571954706948,0.05037271011313408
GRN,0.033776563450908834,0.09542010214425248,-0.03255801272422204,-0.03419932215479937,-0.009815273313646535,0.0038755327933318903,0.03937706583988551,0.024232957514257015,0.029732486341116814,-0.018136752016089466
MIA,-0.026853551926487827,-0.022776393724554637,-0.022588775724391722,-0.033702188093381484,0.01326596216936753,-0.07489757468926984,0.09003274168038523,0.05044877519343035,0.01885874229602384,-0.0337439016833474
COL4A4,-0.010878971355445938,-0.0205091468007113,-0.030566177610311197,,-0.019853575464510394,,0.12629911576412794,0.058385744559702725,-0.05164887404591206,0.04665281970690541
TAC1,-0.052028875859270886,-0.024038840917934533,-0.01678271765251907,,0.18893051926195026,,,,-0.037782205626431475,-0.09020792777869507
RARRES2,0.02412931065029256,0.008761594956242985,0.07364850417967082,0.0695745643090606,-0.08840910615504335,-0.019191751644057734,-0.012670260589188012,0.10081130949206277,0.03779971109007252,0.056197886813426204
FGF7,0.045312801268252434,0.10891089382833227,-0.059172963746907156,0.027150252235765004,-0.03006747838887379,0.02638973810420059,-0.052690440341030195,0.00388987030993652,0.038250353434694524,0.03335359181339079
HBEGF,0.07456342984140692,0.024762669884691488,0.004343565337508357,0.016502273019675488,-0.01287746362845432,-0.07669700406823027,-0.0024436520219880786,0.027454935387696586,-0.044454476100091934,0.15584999600606955
CSF3,-0.012035763456492626,,,0.01852175906072066,,,,,0.10108315658896556,0.17415130244699523
PI3,-0.04921337323523851,,,,,-0.06015831591547286,,,-0.059440637871563125,-0.06092692194230037
PCSK1N,0.017031105187623075,-0.04965607816641818,0.008126732462692791,0.03037883501027572,0.11711364976709422,0.03097759227065352,-0.02004675764130227,-0.024314628835919047,0.10942308210850028,-0.11080581945012216
NTS,,,-0.007817927843059232,,,,,,0.014186969782744687,
SFRP1,-0.014029584853880233,0.02398935045781395,-0.005971130685177769,0.07097139457008556,-0.011871921444426281,-0.07123228967490187,0.020045621079174517,0.054573153257522475,0.052567314782765794,-0.006500060978998692
CXCL13,,-0.043237431850234515,,0.039471569250580235,,,,,,0.18086039431593373
MICA,0.05179918915152585,0.07008143496413344,-0.013897713831697087,0.12328727490615683,-0.03173232699498329,-0.0037299537687184863,0.16538098063969056,0.10222366322367059,0.08348013125324397,0.11451034372057779
TG,-0.033116061800741343,0.05623003717029938,-0.01959613350282753,0.043324461182740436,-0.02094588743955627,0.06418411471487799,0.013052262576017534,-0.006260911756565019,0.022510839513778275,-0.0343480929769367
ADA,-0.04897324536130274,0.01570569998294022,-0.031825696730697114,0.039730170456363144,-0.04835171002721921,-0.033917805243144784,0.029931716826540403,0.03446030041509295,0.042345961179337144,0.1191317070469534
LAMC3,0.008464025332857086,0.03431705106225979,0.01413998201855057,0.04413881633192227,0.004584162337379979,-0.06858728826563444,-0.07114009989339774,0.05354690894012023,0.027028810142632014,0.09949249512484705
CCL7,,,,,,,,,-0.005518433249295588,-0.034297450066433054
NGF,-0.023933857530038335,,,0.054155846626180074,,,0.06159327413149886,0.16930985191893372,0.012896819563428044,0.003673944305602101
TNFSF15,-0.029609168791603503,,,0.04839045819807499,,,-0.01864323435578578,0.016734785642813978,0.053822134490682495,0.17269084352129987
HMGB1,-0.025341434700340882,0.04531032894414393,-0.021703492186222268,0.07910584001811667,-0.024583788362587723,0.026489790421531646,-0.02121905956782999,-0.06606026253693018,-0.048144450795424364,-0.07572837224707865
ITGB3BP,0.05515507421548604,-0.015261143169587765,0.022516227679497867,0.04452912480337646,-0.10328226922670006,0.02597414998312601,-0.06902544876304158,0.029411347417633946,0.03594228248183176,0.021262559582887308
AANAT,0.01473359491472701,,-0.0225887769808371,,-0.0002689096265734904,-0.05118097293193667,,-0.026979312815711382,-0.008032324914559933,-0.023462880532929734
RELN,0.0933417503431923,0.018501877343599767,-0.04871464631010374,,-0.004398595908175454,,0.060884062645301336,,,-0.04162963783283904
IL15,0.002078265003258304,-0.030976115889921198,-0.03669548764024908,0.018644577863304014,-0.01734762483966392,-0.05899139064470806,-0.0046007362563825595,0.018844783352003024,0.11170781110947946,0.14538182199773095
UTS2,,,,,,0.004045402548185715,,,,
BSG,0.08420037560806086,0.019678722254928276,0.0002953724679414085,-0.02139969612112598,-0.07076529220698331,-0.05214594686292693,0.02038895151093694,0.043541779543670875,0.08118222470362317,0.1049726244931959
ADAMTS3,-0.02584474208803345,-0.012906927338082566,-0.010392364937815987,-0.0234942811037753,0.03305905743283267,-0.05171975396072406,,-0.032304980488917716,0.09845187607987352,-0.01848095220804482
CD34,-0.014647937996843673,-0.014437975199819424,-0.007097807140260712,0.058794774062567765,-0.020482139860299526,-0.039287143878434454,-0.031041783849295485,0.04578687013210954,0.03086770724429089,0.08931745035927376
PLAT,0.009761161836332135,-0.05370409764755907,-0.04457621261999147,0.025231353925232555,-0.10280210416089965,-0.05838763372167618,-0.006573164396869867,0.05483753076221135,0.020083636935283596,0.08200164056410218
NTF3,,,-0.0028372385348287062,-0.033146247780123345,,,,,,
LTA,,-6.237531993374463e-05,,,-0.01734762698106283,,,,0.03844276284849382,
CKLF,0.07156645987477384,-0.019787407248754465,0.021205730914697497,0.03668442605829421,-0.1160766968485719,-0.10592081106218308,-0.002124671603201803,0.06559472191194017,0.08939523419305793,0.09593268387900875
APELA,,,,-0.008371088312648985,,,,,,
CD24,-0.03231384632488426,-0.029948134678718964,0.03642061931046353,0.03482555506156943,-0.030490344177924213,0.02152944203458299,-0.061767305575421275,0.06673403545896203,0.029345144913394298,0.0049661388507689945
HSP90AA1,-0.04204211823509785,0.029677111819038676,-0.034782579373270714,-0.012320689342484606,0.12323488603593837,0.13476712078744996,-0.030352967193894836,-0.05166121129116254,-0.16450749501918524,-0.19227786075375364
BMP4,0.029435834493678776,0.11651865346607208,0.02385633220892668,0.05743311319300849,-0.014781969927551543,-0.008765635087998238,-0.037747742821966856,-0.0075355224186437406,-0.00300396291744322,0.0034406237695882532
SCGB3A1,,,-0.019053854317149163,0.007941247284607537,0.15576861355940771,-0.042339831479105985,-0.012448920469142552,,0.028862108704484038,0.00731239604990753
IGFBP4,-0.018995960891474272,-0.064133854523317,-0.05133768529233775,0.010853994017392924,-0.09210793354151692,0.01875086363199387,0.026252897081710434,-0.05133396958818866,0.0171422388034501,0.08626503242843572
RSPO4,0.04966539121470805,0.018276696504987384,-0.019053851530091943,,-0.024063889691378782,,0.03686905310284133,,0.052895876956939154,-0.029585762966143146
LEFTY2,-0.02500503759498599,-0.018100456944989927,0.03298210958407239,0.10835332689580841,-0.021415451776167327,0.04610807200178922,,-0.034477275286225496,0.03323630114212432,-0.020312382755803843
PF4,,0.024500358110954502,,,,,,,0.034974637396648384,0.1300309286285473
ANGPTL2,0.00645876624958566,-0.011405222263043597,-0.005283441227189744,-0.012836585615814439,-0.11606177797449137,0.05529340460738942,-0.06622101228699037,-0.06712164065821619,0.013331253251268585,0.034540733896845074
LRIG2,0.07564377360726188,0.056292980851278325,-0.009763406674879982,0.04117822605278244,-0.04025099908056622,0.018228805206811055,-0.035298405923773986,0.031683919580092194,0.09741265149286357,0.025275798399844677
ICOSLG,0.11671345180509572,0.0030802358469373056,0.0038466939205278215,-0.021599886180064577,-0.04525737421378329,-0.038645637866658096,0.0024662894356546014,0.03606174880209423,0.10992432971242437,0.0316015101091685
WIF1,-0.06804070946314138,,-0.019010895572354816,,0.22031147189519948,,,,,-0.042527835921572645
NPPC,0.030001845217337574,,-0.02648019074468373,,-0.014669428258938447,-0.05289435305020005,-0.09434750426030498,-0.009793691273074542,,0.01592310999316387
LYZ,-0.03228543319267814,0.014663589491078797,-0.01655395856409495,0.076924906633457,0.018278157735465855,-0.05780852983712837,-0.019129907457931663,0.005573801991748901,0.035435867199395094,-0.03183813331677323
EREG,,,,0.019161110207390145,,,,,0.047349290238982995,0.011093168561537272
SPTAN1,-0.002678375355218971,0.022282577580643784,0.004165488110807438,0.015344562010757404,0.07700137754636466,-0.10928900419908606,0.0568291558526531,0.06599000087083018,0.07176558375279884,-0.05500567153578854
LIPC,-0.041499729214472814,-0.011247087099713875,,0.003978688201370227,-0.027251499730356774,-0.03813495207076719,-0.02127100956478513,-0.03463574606214779,-0.024780317036714013,0.07620359997315934
COL8A1,0.02509748481180357,-0.0520945173181329,-0.0008219090225099052,-0.012844957063603673,-0.10136505178178706,0.009919278561405228,-0.07574975597127169,0.030642341601314734,0.07022131774565304,0.17700791874091937
GSTM2,0.08870945573400327,-0.017932464776764686,-0.009517694287598277,0.06813096676652713,-0.04820665911247939,-0.020738664869522243,-0.026880245948958936,0.05158704719176117,0.08244478681816406,0.11086418858082206
IL4,,,,,,-0.03645337465214942,,,,
SPX,-0.050267394012698585,0.028499419417108793,-0.00785413274167615,,0.1502053081379713,,,-0.06539625640622614,0.10455347734013788,0.013611161944223267
MFGE8,0.0031545247825328438,0.029023414870540516,0.014049262412838682,0.051832406224583814,-0.03023849386271253,-0.10913480820426226,-0.03856209385089772,0.06995506799782632,0.050115422314819226,0.0737663008206576
TGFA,0.07590922301698845,0.01610439351138895,0.02336538501908101,-0.008408640366057941,-0.07350459775438183,0.08500845581779044,-0.0511973713808469,-0.052857064796100514,0.06439425521352611,0.01471587925719387
SLIT2,-0.028509252561160683,-0.0028361920440979492,0.031400223701352356,0.0006634634106068602,0.07524488734193657,0.0431169646576662,0.05629799353698637,-0.017233705255409067,0.015222946290009875,0.05879553073848577
PLTP,0.03038592234198998,-0.023810637851243516,0.05263911280017368,0.013150190159855291,-0.04757639163054671,0.023179675174664842,-0.06581498505936968,0.07646136515070337,0.07282959153693042,0.0028807082728407487
APOD,-0.10937062111939717,-0.10624234551462525,0.02551937168764734,-0.005406392509727659,-0.01707578376561673,-0.04074795519690884,-0.04133936355400808,-0.11589812184028783,-0.025274426983641008,0.02729978577821751
B2M,-0.05054329634711685,0.001990461828100622,0.04273459039500496,0.08689668101185707,-0.16257234670471818,-0.17636201716940303,0.026878917767671342,-0.03370034773459702,-0.037581336814442645,-0.020709877597177014
OMG,0.052060603589941516,-0.0273529554854437,-0.04690272699286875,-0.025125307355335736,0.07088135217421802,0.01742097031066946,0.0010839326272842702,-0.02938400760457279,0.14790879289491204,-0.10627399868677805
CXCL3,0.006937690480067993,0.007422277379338678,0.08258614411644344,0.030800464210840903,-0.012493432845497282,0.10983474480511768,,,0.04880373795064248,0.003016056097316388
CXCL10,-0.039365500525795544,-0.030102528284707757,0.007750589751935617,0.069205472720778,-0.019853576718767498,-0.04538686279037396,-0.08806617775602148,-0.02645457527130612,0.02566141495218997,-0.015321353739520436
RSPO3,,,-0.04320988984323118,,0.012852733143430096,,,,-0.01861784423067637,-0.04278235671767019
CORT,0.03975952243895462,-0.02904837779768676,0.01152566071872297,,-0.014007903594023957,,,,,
NCAN,0.004577429905381427,-0.0025284091877073897,0.04013397675466749,,-0.13284048710256507,-0.09864061069132807,0.1361591070678358,0.036099704744896446,0.013345445334615685,-0.11721979351861124
PRG4,-0.031471496772695895,,,,-0.015263916687492468,,,,0.045078098055984485,0.11015616798107875
ZG16B,,0.03032650623863213,,0.10884922177758981,,,,-0.005445739046037874,-0.040122714963132404,0.03158890154805584
TGM2,0.03592292196232861,0.03685313004816774,-0.0067782573605543244,0.09014586763552844,0.03440471077625224,0.025766239473741525,0.05143167148155135,0.05739888892437542,-0.03695117252176826,0.055388010683983656
VEGFC,-0.014697216377130607,-0.025131668231685934,0.022551162874187666,-0.046955050485644724,-0.015577435397219074,-0.041322453818889084,0.005772164306813317,-0.03887554107562922,-0.012377443492952623,0.08667889820587639
WNT6,0.05799234199876223,-0.01810045742002743,,-0.004766581594376336,0.05985685967240218,-0.046225357654411534,,0.020157515105349678,0.011014429969053448,-0.020430074738492413
NRG4,-0.010430223437642598,,0.06361760706425733,,-0.01817289533053936,,0.11672934588616911,,-0.006585140201871336,-0.03072369886371149
PMCH,,,,,,,,,0.00010423502186393653,-0.039346118068489096
COL9A1,0.005324120732791039,-0.03786175920187044,0.01977817560121451,,-0.020707582197044022,-0.07494628191963093,0.016851830420260755,0.054337035030719814,0.06804274140278939,0.17084974072654732
GDF11,-0.009625285907464528,0.06717729804167426,0.04129857774635409,0.033850212227921804,-0.029661370165630627,-0.06716723252146367,-0.05336659336817844,0.031736234551349295,0.09326117330739084,-0.010558353404997703
RAET1E,,,,,,,,,0.09794792351391587,
IL24,,,,-0.028223577641099135,,,,,,0.09749733761155835
SORBS1,0.07787040099820701,-0.06489198415774748,0.0019874398571394594,0.08367188909448466,-0.031766724467620994,-0.07081790878040894,0.012846857226711477,-0.02901423935007324,0.05001544735841755,0.011552442724742406
DLL1,0.01623036696133872,-0.013084371530311077,0.018465376249065923,0.0008142986904990801,-0.027250322031598606,-0.003361337916353867,0.021459416616853636,0.04669756886893718,0.06927306137785913,-0.05039291081108406
TLN1,0.07002042580665606,-0.009555988450491947,0.010466696829150343,0.04309292279334436,-0.12197467184947888,-0.10737216964674928,-0.043113530345702644,0.06764478528763852,-0.009567026031175008,0.10514837619132134
COL2A1,-0.031054763018049995,,,,0.01349974843720205,,,,0.0486798281388371,0.0091087076788132
SHH,,,-0.02187722286649977,,0.07074070239791529,-0.016668683845345957,,,0.02263669222844527,0.13626492688571873
PON2,0.00925516302426194,0.007179189167337874,0.06212519928520826,0.10632931139290853,-0.11342056344122868,-0.09942048178865155,0.04957531798769593,0.06276221038324539,0.10999957741123914,0.11715773022674048
ICAM5,0.019289606670071548,0.018435080363515856,-0.008943680257036877,-0.026717084032292806,0.11016321866030158,,,,0.039569468684010733,-0.035405656371001765
HPX,0.042225930530252274,,-0.0038118184875746398,0.007953344705394508,0.03952270974152502,-0.09099957546131653,0.008787058487623017,-0.049152282246799586,0.03859156481040013,0.04368253961250179
SFRP2,-0.009882899550232272,,-0.01779247036460329,-0.02785417812780526,0.02048548371635112,-0.036453396108032686,,0.03200884324498332,0.12239336490135418,0.18028579882762893
CFC1,,,,,,,,,,-0.027185639349798184
CD70,,,,0.042924051352337816,,,-0.059827642199257444,,0.07628673411824576,0.17623940640148425
HP,0.058964505212989765,,-0.045758473906102805,,-0.014344939495008799,0.013846962427567985,0.051715157507377055,0.12376138968530198,-0.010191908633600323,0.09765041756777534
CXCL2,-0.07938475364963378,0.04507267563921087,-0.026480188672262237,0.07993935812764034,-0.023958592813283688,-0.05161327431223171,0.06287862230166535,,0.03924374072183163,0.04466040098617914
NPPB,,,,,-0.015577436530210622,,,,-0.03264117342036582,
CCK,-0.0036802212211983084,0.03192766806324076,-0.024954404022785592,,0.1677394973107271,,,-0.01767902261361407,0.13849167085753386,-0.19160727107772044
SEMA6A,0.014571472586935478,0.012223659011017544,0.0023044009335479666,0.06614395590407829,-0.09060802018299313,-0.013442315717860408,0.0035206167812952657,-0.04154131878227573,0.055223036021583224,0.08566189507009637
IRAK4,-0.011044982396227608,0.04923731154817235,0.02595217122612938,0.10033448983599569,-0.06490872229392311,0.052669331681151454,-0.0047892167842076595,0.0347174213600969,0.0761698741794955,0.10506731534366785
GSTP1,0.059080001988808674,0.02228343842081608,-0.048023404193019224,-0.03993920393597015,-0.1126972632256881,0.11450079521103643,-0.006981995149865772,-0.10266948953202562,0.05168650795361007,0.1322582728343029
VCAM1,0.004103022890200427,0.02140548034117349,-0.018389511665978808,-0.04108879240823014,-0.0005054468936880536,-0.004692325854312302,0.16393049752857441,0.05436964197935895,0.12952117121035064,0.026276834721303058
NXPH3,0.1330971261629262,-0.009986334363524708,-0.01872094736295691,-0.015253394740214345,-0.04034754452151658,0.017066567673187434,0.03431753628624545,0.09979225348039103,0.16933516378147015,0.07398036360439789
MTMR4,0.01929636297851188,-0.009286563523805512,-0.029724016286570606,-0.011576881349262484,0.01777093332228854,-0.04234864292411673,0.0034722586021568636,-0.025363234374275477,0.03578406734435955,-0.003062723051319854
LAMC2,-0.027706188060059037,,,-0.03130939819465692,,,0.017273952921946837,,0.0777108314224639,-0.029585779253026055
IL10,-0.014580272428884204,0.037060841345239244,,0.029653298708369864,-0.013944020348891655,-0.011393860603562359,0.18774330934726588,-0.009551681361405513,0.06816859990589107,0.06994315001940878
SEMA4D,0.07112206735223728,-0.032496770252428676,0.06140925877500296,0.0004400460081523931,0.004024710519530117,-0.11783333799609037,-0.0030207090835604965,-0.020741178690018226,0.0788996777301536,0.031284619950936024
TRH,-7.672537651436468e-05,,,,-0.057575262700985556,0.014461119477515187,,,0.09600953616010072,0.008782801184320843
SEMA6D,0.041799318731731025,-0.02456717954738346,-0.025666526977553374,0.14952374352980108,-0.059746156095153026,0.07232850108241083,0.030702715155841696,-0.010467703830532443,0.0702992776604361,0.06659601655248816
CEL,,,,,,0.025993503188213776,-0.0984644243323376,-0.005551681350262392,0.10816687895834635,-0.03160836876038324
PDCD1LG2,0.048320585852195765,-0.0031088825845855183,-0.000486896498242888,0.004014358099098514,-0.023852903072783888,-0.06408511289536091,-0.09515681763872051,0.05155653634568986,0.11751172911899234,0.0840649407631674
SPINT1,-0.042897629485353354,-0.045499338987322724,-0.01246740673050578,0.034384231188759766,0.08103352917349256,-0.06825719433289539,0.056038515972205334,-0.01733055223435292,0.09829288250397963,0.08241111255547198
CTHRC1,0.04469385150584996,-0.01489073520398538,-0.01178731578310962,-0.036308447833787914,-0.05353416479931705,-0.10990194575245864,-0.020801018731370597,0.01057797197064263,0.003706978798575018,0.061562883570733286
PODXL,0.04457592523981777,0.02451811616929404,-0.0021336098438239676,0.020495938622963318,-0.036983995274005074,-0.1164484655404637,0.0729022917132439,0.06312294333038587,0.057739525542274815,0.08244877576576246
JAM3,0.07492949058805587,0.0019688913085393117,-0.0031735582169906042,0.007392089841501139,-0.0950048770895744,-0.0497997760737158,-0.04548940749764065,-0.03304611191315317,-0.060224266901353345,0.004311749296581533
TGFB2,0.015877495895784115,0.002436788891030354,-0.002276431724117455,0.07712320007381691,-0.06417637480395633,-0.07819548417803965,-0.023540984789594696,0.07254797141323414,0.058971663012282856,0.07480664460786327
COL18A1,0.004282419833981684,-0.023232182374637686,-0.02235989401374528,0.050651661194938837,-0.037066373386559194,-0.07091053936156039,-0.059289100032744985,0.05126871778451048,-0.028622751485701797,0.06301163701331206
NODAL,,0.05562886410549358,,,0.04251080132712197,-0.11481698380073457,-0.06520212994910343,0.01666634140119926,-0.041384577867944465,-0.04516781320958007
INHBB,0.0639627392174766,-0.04872079465698978,-0.002827907139039627,-0.01037216050944949,0.016900003450014193,0.15550902881658035,0.037563804701909106,0.022213677934545786,0.10264545876391018,0.09608908859704567
LCN1,,,,,,,,,-0.0369717685277754,0.0030730372135176565
ARF4,0.040140285923246616,0.01913661828803726,-0.019580556066015,0.07204990096590085,-0.09303161015748714,-0.07444836014399,-0.001214306337416565,0.09941375555791357,-0.05394692142145301,-0.022383808130287185
CXCL14,0.008075052250938268,0.008752306679217215,-0.013033890260100139,-0.010577212280917417,0.130464617431719,-0.056919087793787515,-0.02968626026969134,0.024298261703430066,0.049784819022586566,-0.0029057329592794183
LIF,0.01739472496077756,-0.007177231741681991,0.053802096649723595,0.06822953412303763,-0.02579810312554781,-0.04575440449482188,0.10284726109101534,-0.03453913689815287,-0.036734018291771524,0.17625301055854203
IL17B,-0.03311607712854444,,,-0.008359044102879788,,-0.04807325556800471,-0.06610155787471925,,0.015194140938608006,0.018830898084616115
MMP1,,,,-0.13173376510186838,,-0.010291726622381057,,,0.001342835163186554,0.035365527592832485
MATN1,-0.026092382380578413,,,0.11999352438192994,-0.012683397699239205,,-0.015595983464246276,,-0.044465141159503146,-0.0213819543392274
ADAM28,0.008652744152062021,0.028755405282793616,-0.020189755405499693,0.12618070283777788,-0.028770717348276797,0.05488530036899405,-0.044086119048990506,0.12266685602009804,0.09521141459991891,0.012952260518772674
TCN2,0.003316541181356057,-0.034555519404034854,0.001476147487391616,0.06997367154136405,0.012863560054813206,-0.06834753781170073,0.027400789256722125,-0.0013571402101279035,0.03527881895931574,0.09256822580074602
THPO,,,0.025166401559429324,,-0.01268339915621305,-0.046225450934668164,-0.05430909956892314,-0.030936061440411698,-0.013188989956913167,0.11360369827122863
CUBN,0.02910505595085964,-0.00781488464490344,0.03042266720951109,-0.017810376422267214,0.005022379382867718,0.08978602944478345,-0.03181929544318997,0.039840888137529694,0.15396981585534922,0.036430742683036525
TIMP3,0.0413027847929307,-0.02222327750056044,0.031938752697408694,-0.006634877175111205,0.010010767005485671,-0.03458625027080057,-0.06738946357535848,0.07925946339111219,0.01203883215978252,0.11815728662793394
PIGF,0.031137736787397334,-0.07129473878427513,0.01999153630572831,0.014525392196510615,-0.02256817299326666,-0.18526337303902135,0.10692965125773829,0.009910587569554376,0.11177140625998808,0.009353446908772444
CRH,,-0.021879341936838666,0.014551547169580003,,0.022388690115932516,,,,0.02568656764562784,-0.01423353308543203
BDNF,-0.035191509214999125,0.06497400398837448,0.007637283016944522,0.0030845916659407607,-0.014284765016212085,-0.0534235047066448,,,0.05898649915569452,0.11166514351250821
CCL5,-0.006607281328454747,-0.049217681633575365,-0.023406836497242567,0.017238381084360568,-0.017206556205036465,0.004171867206212354,0.07987668365581264,0.09307875469325314,0.023841637771373873,0.01952705000538507
GAD1,-0.06332540831309769,0.009904694922858831,-0.07201956868543116,0.027048742577588294,0.17023019145633575,0.014851315392952837,-0.04401559967270905,0.04974715516116962,0.06810869208348148,-0.07000622084239158
COL14A1,-0.006136461572372909,-0.0034571526216967984,0.13119767559482975,0.03276663996288792,-0.04248917872159832,0.09872009283743458,0.014690686504100542,-0.012558543802158104,0.07064708271328073,0.11390890061347529
HLA-A,0.021922564248029103,0.012512755034801454,-0.03956670273405584,-0.015596292079708153,-0.11021453213177106,-0.026731899013635076,-0.03999928535335215,0.06841795804254867,-0.026623701763303555,-0.04567079775277143
CD5L,,0.013533660118030243,,,,,,0.0036472788076413187,,
FGF18,,,,-0.029305422523563312,,,,,0.012666254651783516,0.04002930583367745
ADM,0.05496342297300448,-0.0344854972259458,0.006728802854635335,-0.0765059178770266,-0.0718420449386798,0.07001833516927972,-0.022709203273050593,0.07844137943618305,-0.016204777545319057,0.15975455824800197
CCL15,,,-0.050954502643360995,,,,,,-0.002832808895605622,
GNAI2,0.00984589256034495,0.07577677909783204,0.022512885051039995,-0.014454630529276327,-0.08079521561815485,0.028904365604942164,0.07163760739752821,-0.03653867737170453,0.015017026216102534,0.020585218411660198
HDC,,,-0.028615248614543343,,,,0.017305592642313718,,0.14544694696538388,0.0018924661244090338
COL11A1,,0.003115762902498785,0.03506708733840905,0.048846629517540756,-0.0382159814731355,-0.055094387674997275,,-0.02939256057353309,-0.011505090503060209,0.08721416022105156
NUCB2,-0.024993202417056413,0.01539313695967849,-0.07092550158711196,-0.04844918906005283,-0.03966792988752149,-0.012212542961367541,0.03503746311623285,0.009738853801558447,0.015015719772244382,-0.05736398338053945
FGF16,,,,,,,,,,0.02628563490710649
CXCL1,0.0004086414696657383,-0.023471301489895062,-0.02139038879185192,0.0975948206015233,-0.01720655912226208,-0.03470147977958275,0.05496225983109184,,0.0644584623082904,0.09042927848189386
VCAN,-0.010680511963558485,-0.01666733926673933,0.015401865559448604,0.09460065579867205,-0.16118010328414661,0.00812907918507099,0.11971447814000197,-0.0880024176578108,-0.09191105442928685,0.001953444916847759
MMP7,0.061346930028625346,,-0.019169370998927203,-0.01514194295116114,-0.01960348555985444,0.0061700183293086856,,,-0.03224331681468713,-0.04404612941653999
PTPN6,0.04030973524200786,0.02703763033929036,0.046289159384839816,0.05615907147688363,-0.04079590024142813,-0.0079234880692617,-0.05639216938035824,0.026979922439680712,0.11474338741094497,0.052312470627923886
PTGS2,0.02477940677206281,0.01088789684306631,-0.012312931076003897,0.05635070318469734,0.007560635713220289,-0.008952041268494264,0.011576624610570971,0.01658817013074934,-0.030662911127734914,0.10943898632615884
XCL1,,,,0.005795177717586076,,,,,,0.1358815602871333
CD58,0.07346179601061953,0.016888011004029212,0.04570784438671655,0.10162945903362812,-0.042555138283801704,0.006614989358099012,-0.04744223164435177,0.08532574301473847,0.07916911366303546,0.1075378006612548
TNFSF14,0.04812369278630879,-0.011087680517134019,0.007203343549229654,,,-0.044800243341441434,,-0.04217654451795506,0.009284298546015889,0.06382563020970781
CNTN4,0.013551982594642091,-0.019162704382918543,-0.013195517964831717,,0.12265095806473798,,,-0.04181183999128657,0.00350396617945335,-0.057018892126182275
INSL3,,,,,,,,,0.026315539862303276,
BTLA,,,-0.026680796225166642,,,,,-0.0044785013972804015,0.11368422611422947,
MFNG,0.011436000487714251,0.011647542402893602,-0.04631981901211248,0.08755358616686391,-0.04457240716189511,-0.0738215037522696,-0.08350197058344846,-0.01652001376620292,0.020641436715174197,-0.011550492601121572
