,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH916bulk
PLAT,0.008075023415394258,0.03209307216828984,0.017156164964864568,-0.014982262223073953,0.018447303623228453,-0.04658067559987571,0.007205899272538021,0.060019315418485826,-0.04263878636019645,-0.010990524635828539,0.114837112176998,0.07449988373476113
NTF3,,,,,,,-0.02312549523742924,0.0005565641328976498,,,,
LTA,,-0.019022156011527205,,,,-0.015730612897522606,,,0.009210243740133971,,,
CKLF,0.0594029115637975,0.034954953986151914,-0.023666429540771004,0.042166019042532935,0.011711656020722562,0.035038601507497824,0.015995508955679635,0.014138315973849076,0.029733822516278395,0.09283864571775706,0.06904092794897802,0.07233340115808565
APELA,,,,,,,,-0.02996974962158453,,,,
CD24,0.023953949581927644,-0.036253598234456424,0.023742770731636765,0.014748588035728726,0.03785829968000362,0.025442886058467017,0.016682541122312974,-0.009561329997073426,0.0498132710190126,0.014267855466820039,0.004557625689179815,0.002154589452717947
HSP90AA1,-0.010829795385019847,0.02994689104945863,0.09885288322846836,0.02727113205118058,-0.06521533091513448,0.030635904825563227,-0.012391743288186156,0.05674672337471911,0.007265191377791319,-0.0539356825012549,0.0016435740067521894,-0.0373866036208384
BMP4,0.022938255069840242,0.015579695898432737,-0.039894995517954175,0.06962899972855988,0.05611795849881818,0.037807982235950235,-0.01327094129385532,0.05163574175072435,-0.01838297989862755,0.0828453810258953,0.018507157111368272,-0.009319422329396915
SCGB3A1,-0.013591043642370303,,0.036359951442695285,0.04070425571545492,,,-0.012084076025446623,-0.022142347319598483,0.09512712255505862,0.07242447965990904,,-0.037022424428257227
IGFBP4,0.05972418798819847,0.03635258014805495,0.008402206182691037,0.0383118188654284,0.03529165928015032,0.03872152732648431,-0.04769721486407756,-0.02280310519271677,0.010853842336737701,0.1252766653554603,-0.006054615794035796,0.026403369060292774
RSPO4,,-0.029116742465026806,-0.028255457640157317,,,-0.01829566045515632,-0.012084074257877143,,0.03901643338485948,-0.05358092519172,,0.04298244970635986
LEFTY2,-0.0616362467171319,0.06533559401655474,-0.043856837992087075,-0.002814865958686723,0.08877289432254319,-0.04505582054107227,-0.013250335215237687,-0.01838214114207277,0.036050836818708736,,0.11505696529128472,-0.06031501898697835
PF4,-0.014098526097334555,-0.012949050827463815,,,,,,,,,,-0.018198539444664343
ANGPTL2,0.03255565966626165,-0.018362631140932267,-0.010912393907960886,0.028556425081269238,0.04988379584734402,0.051717749868605424,-0.043663727940726864,-0.046120465599504105,0.061029399695042744,0.08676126162349083,0.05635468317868641,0.036338528351123625
LRIG2,0.020352196175925746,0.03869118666480091,0.00669197023813414,0.08033777996227635,0.06874070232701714,0.00990565840596306,-0.02854060543752946,-0.024888207622288463,-0.00927447422815502,0.0957740078142277,0.10437752382173006,-0.0073162007806057755
ICOSLG,0.03186664905588628,0.11210043857527327,-0.01430606634338949,-0.048265946685827225,0.008549928272046942,-0.00654857118390569,0.030023710118906692,0.009076956694412351,0.028300908113269335,0.10277391374572535,0.04274459960726293,0.001993918573735378
WIF1,-0.025368009333701588,,0.028568693772246977,0.04539999598891678,-0.02199880967032177,-0.01411832782803813,-0.022739725802996085,,0.052569841406201204,,,0.026170825119243384
NPPC,-0.013909604878913826,-0.020087171152534423,0.021568636094778427,0.009967904922294126,-0.002845411545666346,-0.027540371680842876,-0.016793905988831077,,0.07942771066060834,-0.020244269274907543,0.07350546967525537,-0.04373529391479093
LYZ,-0.021295603517989092,0.055795075290733645,0.0076592591366341466,-0.04129085024049675,0.03697487425340529,-0.016427553622271267,-0.018555744267482664,-0.020335844518653712,0.05951720543121297,0.08907630378998456,-0.03474448081404377,-0.029659015577233716
EREG,,,-0.0397621330578271,,,,,-0.021495044987264435,,,,-0.020951909904922315
SPTAN1,0.038370825789200445,0.008299414158209067,0.011357072257797033,0.012894674520712456,0.018643025886977024,0.01959807910473514,0.02327764649045408,0.013461839152174233,0.023082135958294368,0.0866172984698691,0.03461131459504885,-0.059860143575230514
LIPC,-0.017260301667294926,-0.010875007397075344,-0.027355933577945718,-0.006044346667142708,0.008731458102202558,-0.00038202066564084323,,0.03053827750146017,-0.012890171241461032,0.1037414635279293,0.11021851625741118,0.0938348613066433
COL8A1,-0.04151055682782161,0.03177593080263759,0.007497359657302735,-0.0454895143996156,0.017863482162684595,-0.023555637009487932,0.009638900279487961,-0.02023423269628551,0.025420917107828456,0.07862508955636774,-0.03715640866420577,0.026954525929614125
GSTM2,-0.045488809625236944,0.018114908198433484,-0.05539162580202441,-0.012204513519441438,0.02303473008793463,-0.016427698587960674,-0.035716603982606454,0.011427144313828007,0.077370955871252,0.003650597617747187,0.08061532122136886,-0.04362343461941208
SPX,-0.003729189085182273,-0.038131180843391566,0.09265104027210191,-0.034272518175696154,0.007744003132658123,-0.014875086223742659,-0.09277942295331253,,0.014231565225187882,,0.08465513059704169,-0.06256629955742994
MFGE8,0.04637032624526969,0.05112531449014376,0.07706195508484451,0.05776114637779346,0.03597168032753513,0.0017725131410466128,0.044608531821151536,-0.006003801668305051,-0.03141709951589387,0.04481753205010414,0.004670104603163006,0.09448101197100289
TGFA,-0.06388142049459507,-0.01953507713344784,0.0034444443091553403,0.016846760046716206,0.01917222644491774,-0.041936321702364644,0.03160089996843775,-0.015154941223070647,0.012893814858087674,-0.027779901804034755,0.0011567711754027598,0.025599878069305464
SLIT2,-0.0360896785376032,-0.017943329821089198,-0.0006572158596049497,0.030097662468437224,0.02643193385060978,0.004020946512172505,0.06559039235953533,-0.03560143781325619,0.021177111551412033,-0.0035003132464741667,-0.03129626620317278,0.05308247647793088
PLTP,0.03966227824481853,-0.009079603982043572,-0.0795621813660784,-0.025366031480078478,0.024531941010213568,0.057194971384371386,-0.012885475642602107,-0.05813864565307582,0.014670942727479666,-0.048646561611612425,0.0021159070130513354,0.06440423146874563
APOD,0.04498064183061361,0.011540636520283623,-0.0010618904920243564,-0.04231589764219514,-0.018146453450988836,0.000639846966060783,0.00696227956156518,-0.012137473797781595,-0.05911971444093274,0.08840553955355357,-0.056446014725911445,-0.0019421663484688386
B2M,-0.018563467885161437,0.08338673475768925,0.0012347884758706848,-0.055962586004092464,0.013516003777929154,0.06920409707720356,0.014672045446604326,0.05694959916533197,0.03341094582486721,0.12027212954823986,-0.02542216126234054,-0.03886019194394379
OMG,-0.009411750485834572,0.033264443140481166,-0.00841974851169562,-0.012244119216421552,-0.008644840352649424,0.016161422944732377,0.0001796490834204805,-0.013612930092608385,-0.05993159953992177,0.0015671643785539933,-0.020940692403976002,-0.06943551385249404
CXCL3,0.03618008167211172,0.004171385886345338,0.05399602232970739,,-0.02291393830995265,-0.06025038287264801,-0.012927405164335833,-0.007486634191192311,0.07269186733832035,,,0.09564716358873789
CXCL10,-0.04268553114565716,0.008667521380375775,0.0659183550447563,-0.0012023886868672358,-0.010402964831365437,0.03033282087001877,-0.01963767462339624,0.022885210985900437,0.030679333538119753,0.019039946377573946,0.021290822054137095,0.01603124272567133
RSPO3,-0.018461705909417907,-0.015037796295954723,0.11002688264204741,0.031154389682548793,-0.02865748027706537,0.055464743947774627,-0.03139166436852185,,-0.016235798967937264,,,-0.055501737723502906
CORT,-0.005502044039800421,-0.015981852701465203,0.034307152939809286,-0.033204493572364865,-0.007669279084675319,-0.029571914378587225,-0.0013997845993062228,,-0.007864206663039575,,,
NCAN,0.015221918230721204,0.03348557745103612,0.05143735532777751,-0.017334849974432832,0.04236700658246664,-0.054150934869490505,-0.0029465239326808028,,-0.03128534830479977,0.04096828183095397,0.06485165895924293,-0.027446751803735143
PRG4,0.014214418670738006,-0.014841656439482013,0.09396215898783865,,-0.02482516378140867,-0.023381127751600807,,,0.033823463429286715,,,-0.025329887587753615
ZG16B,-0.01884667549313332,-0.017225557428758528,,,0.06010505176467425,-0.012499399948243428,,0.007351446003564681,,,0.029650549719123526,-0.015525220585077128
TGM2,0.0037387973751820294,-0.03925681673366352,0.034327448617549175,2.265512155859626e-05,0.02392238569197404,-0.0037100713356284934,0.03637520973303293,0.037589794566677166,-0.005410040352461273,0.10236945429177728,-0.012750633036831997,0.007584062950863535
VEGFC,-0.02595176846849333,-0.0038772382704099035,0.0060466803195836335,0.04475743202646036,-0.03273041977842644,-0.0006903963853155197,-0.020704944608304045,0.04063886730159182,0.06607860788455192,-0.008840927311795655,0.10086402583024978,-0.054514784452873256
WNT6,-0.021928850652665,-0.020527921909994896,0.02901479006685322,0.03565451387956355,0.10374962920655095,0.011731851179869489,,-0.027115766625145147,-0.016907101773176825,,-0.024433219802183843,-0.016042210766668463
NRG4,-0.012517829594434596,0.0454975026156204,0.026563199536447844,-0.018121812090334515,0.01862437421062944,-0.012247254352058656,-0.014522710658806321,,-0.007701677554899499,0.0021648759838777767,,0.01829088293034961
PMCH,0.009047678914187625,0.023485922908569854,,,,-0.018295659572193094,,,,,,-0.014314157446766637
COL9A1,0.00047086687415629457,-0.0038387285431127705,-0.012430716120087757,0.03046761967646582,-0.02986907312810341,0.033662566930056516,-0.014521740941229938,,-0.012555487674706682,0.03647388705936161,0.07884444477085652,0.04712680914147875
GDF11,-0.0020773193120104953,-0.004326859608598792,-0.01980845918940172,0.021592262716059598,0.03925541818489802,-0.009304244593291813,-0.04265761593313244,0.013878446750547375,0.01352617386259849,0.09448663148975539,0.0036467267608223082,0.03494990739750288
IL24,,,,,,,,-0.015291577689297238,,,,0.01125518149845158
SORBS1,-0.065845889332067,0.08892615305468379,0.02200146287998527,0.020593637484250898,0.04744335764457538,0.039650026733584975,0.028517678340261816,0.057562662283819746,0.0026784518437742892,0.004883673165611402,0.013984188181363242,-0.023656036801416827
DLL1,0.015243935916456501,0.010556048074326651,0.02252770643335926,-0.012219423120072626,0.010910929769248377,0.05672462705737224,-0.013455905117746905,-0.03269939357261391,-0.042570385049543885,0.010564377731665003,-0.033261541594154086,0.09200387957784119
TLN1,0.05122806979627693,-0.015340529685880412,-0.021500836174354696,-0.006213585967251492,0.019101774330027178,0.06530370176839875,-0.011072873270395729,0.004297938992602572,0.05417314304351048,0.1471240157197932,0.04792199744924562,0.0046520415601917445
COL2A1,0.006460088325908458,,-0.01749392851374625,-0.01603738839374293,-0.022913946107819806,,,,-0.015773180104521736,,,-0.021735352136580666
SHH,,-0.015422917833804707,0.08518107917274972,0.06649243535558362,-0.018013145830797862,-0.04820460216159478,0.0065390518957655075,,-0.01505380789134578,,,0.0043263718178090755
PON2,-0.023561018699549033,0.07174955202085818,-0.06615003917706876,-0.030291661305376624,0.03753343409496188,-0.006298279911350427,0.021883465129536567,0.011376600082438432,0.017669209161506404,-0.05781290010475944,0.010024872955584766,0.00814810750239117
ICAM5,-0.017428312817979644,0.0262697159657559,0.1633823106859423,0.05851629261744326,0.01981747713774117,-0.012401298450680673,-0.020497606818416638,0.03962148980590834,0.0393128845153335,,,-0.008330633109548846
HPX,-0.033961797031250976,0.0018106448293838996,0.017674711510360826,-0.014803167300762905,-0.022013310007366862,-0.024529297712239724,-0.012084074793504176,0.012529369982808833,0.08781841651217984,0.012184452321490435,-0.04210550898994906,0.08378129124541792
SFRP2,0.019068580925342932,0.06556738617540854,,-0.024681361535304147,0.0027369592274633747,-0.020443565605599647,0.007917390152730531,-0.015091436465964291,0.02842813055377652,,-0.051300347852628894,0.06696081564050965
CFC1,,,,0.1532445345826898,,-0.015730613848204802,,,,,,-0.02134685075108445
CD70,0.024146006386947416,-0.009513642971850166,,,,0.008380350722118839,,-0.0219993686005868,,0.04016437700128049,,0.025042540219447358
HP,-0.026574540195704068,0.038133168521316985,0.02580507556009342,,0.008831483355530445,0.021308880960461515,0.02788252832519432,,-0.018055258081174416,0.06197517876815791,-0.014843458909422073,0.04911659939704516
CXCL2,-0.022739054694444476,-0.011348016933777027,0.00797883707567332,-0.022878935901280158,0.04143626294987197,0.018633736099658897,-0.016793904674488144,0.0100496762290121,-0.029795103916771974,0.07213265996978493,,0.03318097724267873
NPPB,-0.017533761702535317,-0.05494003159458394,,,,-0.013774365228913812,,,0.015480966977176765,,,
CCK,-0.03775892869710999,-0.0004262072554002781,0.06844402571743631,0.010303198798588887,-0.05428724784583649,-0.0645696231244381,0.034792751073294784,,-0.0059220247753375005,,0.15104917266312604,-0.11194823214735271
SEMA6A,-0.04030532561316727,-0.004593767189561889,0.01794969736157859,-0.04808370224524826,0.0478537534628599,-0.00497411635121956,0.04151096392474053,0.01199255833551648,0.012108647307264622,-0.01104942575797192,0.055350929599912946,0.10190699011795051
IRAK4,0.00906502343758442,-0.0035370714127540047,-0.034916124389325544,-0.041313128486360345,0.01921114411868607,0.0046232343428834945,-0.021818727831773247,0.03763653349258861,0.05466634086071921,0.0029279890584780538,0.03907652156488263,0.03573381455894005
GSTP1,0.0724930070070613,0.04443886855840127,0.012835231709696889,-0.030534550855648067,0.04170945659403217,0.06263185407861141,-0.01743685136826381,-0.009810581574185481,-0.00567433032067349,0.07559682470303938,0.019025100251306694,0.031338609326395254
VCAM1,-0.014731429019847399,-0.001141290909861055,0.00719887507795742,-0.05089196899682722,0.02721990861520808,0.015354168793128101,0.003097656452380084,0.028348794076615027,0.03466970607495477,0.06022490132693462,0.0032734265847113556,0.04745880864255278
NXPH3,0.08076859578945174,-0.020438175614678256,-0.023937039996866413,0.0016154884809279882,0.04212225340318766,0.030083230759653593,0.02319253746740397,0.08300874012426397,-0.021603325473988817,0.03731582369672997,0.05035682626580204,0.03796864186716006
MTMR4,-0.028900426798445147,0.001634267272308445,0.04851316418409805,0.02573256012173798,0.030399485222411798,0.000437650952986337,-0.002062248814210723,0.014052625738557187,-0.013807782408083176,0.060242110734716796,0.0300547905581383,0.034547178005532
LAMC2,0.1098637262956402,0.0017079905096592139,,-0.020282732758374583,,0.046062775363527736,,-0.00453179323204114,,-0.0002520738566766224,,-0.02323150123278474
IL10,0.07394789391137617,-0.008517541588961395,-0.0032760783373278887,,0.008554732670598303,0.05849255972653881,,-0.01358466117206908,0.001719905116644039,-0.000227733305899721,-0.04420956277527962,0.009487987138833599
SEMA4D,0.00071081601243724,0.08067002605751246,-0.050221262268402615,-0.022754287965107752,-0.042636991953570826,0.0236056302596211,-0.06481079823433708,0.016022099422555152,0.03560867336253509,-0.01046245930918067,-0.04159541020614619,-0.03259935444088718
TRH,0.011986386151632169,-0.03655988618181519,-0.017215351984625076,-0.027747168579319827,0.06419279286395853,-0.03877015564428276,,,0.0564241294346078,,,-0.010151724996915346
SEMA6D,-0.05775678187576578,-0.02659339248229643,0.01943366185357617,0.015716405665309494,0.025816077040964697,-0.04274834194484901,-0.07212476697090844,-0.002038881108335361,-0.0464626132104438,-0.04398899594600373,0.009701429452461122,0.06196553501457395
CEL,,,0.008176140251275913,,,,,,,0.019429287694900366,0.16831511648740394,-0.005164637507127483
PDCD1LG2,0.0023992234968592827,0.07331875169397624,0.0013251521295455397,-0.014243562621666647,0.028776775930534106,0.017901852360262073,-0.007309363122219352,0.06315369548795266,-0.029663667282505957,0.004244204509834886,0.03111617657543865,0.04615191215560461
SPINT1,-0.034815894939214484,0.01161740272501149,0.06990478328919192,0.0016149096537830122,0.007279795215363792,0.04784218067764954,-0.01974803677238035,-0.008742089090920476,-0.0254527063827863,0.06556181502287674,-0.03785490339033503,0.05141109560871551
CTHRC1,0.02600152332365537,-0.001517998797021706,0.008661610732394806,0.0025396127021714275,0.008995224930146139,-0.00021022397616880076,-0.021928008764063783,-0.0017102559125278878,-0.035824995583355786,0.14728771968136634,0.010016604528196313,0.07818418385495551
PODXL,0.04114210035211629,0.013542526324669237,-0.06398725384909418,-0.0013740959334420553,0.026931086159464462,0.00020178765086375182,-0.01380921719418542,-0.004918917020880279,-0.04326312626362449,0.0708805714703298,0.01399115349446102,0.023165168254091786
JAM3,0.0013319776950455585,-0.02821156819593746,-0.033364778880711786,0.008796979596555217,0.03401350680718899,-0.016493073220869882,-0.03951130613926736,-0.07154203767040809,-0.009790411267539927,0.02894645717282399,-0.035699187031551914,0.05812489999581794
TGFB2,-0.030727276118697362,0.024190070528001005,0.04224920685412451,-0.027488900876639834,0.060875742986197835,-0.006519041026049503,0.008445989961499884,0.006916742931582804,0.07624421020735749,-0.0331871359970953,0.015084204009295527,0.04496112006140991
COL18A1,0.08806809092003785,0.009381565288883367,-0.033547004841510526,-0.015285382115923488,0.05692102443412011,-0.03501743777685769,-0.007231224212943535,0.016289398296773974,0.01235560480521142,0.00687021363706286,0.03978751787780787,-0.009338880725747994
NODAL,-0.028277404515657578,0.09938121952821655,-0.023533839473557496,-0.011433537468680682,-0.011521328586595138,,,,-0.0008645813531559631,0.029221919516215937,0.0783251235573799,-0.048394970841392944
INHBB,-0.013246215682785055,0.03545399145270011,-0.047360542256545506,0.02256941026299382,-0.002061907292016092,0.07185069247657491,-0.015395967146419394,-0.0077681542778719175,0.04740214920693487,-0.02107657252700615,0.01162316749515729,-0.002373035868158697
LCN1,0.011299050020206727,,,,0.11143554115680916,,,,,,,0.013667087257418312
ARF4,0.024599711628172143,0.0251847449002935,-0.008112588599892957,-0.03079952518716527,0.0019920892833172744,-0.016962642729716593,-0.010588034455906692,-0.0019704180211714793,0.07093662828340948,0.07817366232515681,-0.009956613274142453,0.021017440309293756
CXCL14,0.07192265564898392,0.017460579837978916,0.07016685629246469,0.03453445000960234,-0.04427537264044742,0.0204964320691474,0.016292524359368194,0.05261350738585322,0.06762879727364192,0.1024312281634167,-0.0693500973084702,0.018680993459698914
LIF,0.011863472871659009,-0.0022768967209408127,0.014863055804851038,-0.017969400448129186,0.06131890614604614,-0.031629606668723186,-0.014325946541567507,0.06370591670970763,-0.021651766202878155,0.04511671358725617,0.023202478881796513,0.025913858743870224
IL17B,,,,,0.03733685636783467,,,-0.025706204097811266,,-0.04083426809914299,,-0.018423642787881663
MMP1,-0.0009553599406707254,,-0.017215348229145697,,,,,0.02299303148263425,,,,0.04050778212368922
MATN1,0.13455221972211112,,,-0.017347493456101818,0.05197716307576547,-0.013947360454993715,,0.009541463116476256,0.006358824991496246,-0.044619938497923284,,-0.016789650674497683
ADAM28,0.016375676563255403,0.059617739644048554,0.04183438637460436,-0.04593392342826572,-0.025288034371110123,0.07657738404859146,0.041906080292643415,0.0828423826564441,0.006950534614918362,0.04036050784662656,0.019652518233345486,-0.05004961238972298
