,UKF248,UKF269,UKF275,UKF334,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
GSTM2,0.03380496716488393,-0.005208300101022677,-0.0033657390499065853,0.0016845791845696218,-0.007928407720010487,-0.002399342824362899,0.004964501115267629,-0.02762650879437576,0.009524998682420661
SPX,-0.014467398133392059,0.02217137592312851,0.008013413399788007,-0.05284820863633603,0.020041493651995368,0.06986273442360193,-0.04141930329001474,0.09140516602687773,0.018119114681258777
MFGE8,-0.06654134783160726,0.06291391096927686,-0.01716087952793725,0.02005314107751556,0.03793978570180774,-0.04691657987830749,-0.0933097430310318,-0.003451492969937478,-0.03016452664929502
TGFA,0.04080528886679311,0.06462413986463354,0.010155717984416907,0.047025085968637345,0.04977798995178585,-0.04566624370468269,-0.02166675710325842,0.04982914177452365,0.00031939534837385796
SLIT2,0.04150670066092871,-0.017061564318255035,-0.007627016798992979,-0.04275853890354595,-0.022687166803300726,0.06331064183270158,0.030792839370314472,-0.027095693731321785,-0.007405208769104281
PLTP,-0.052017748416851216,0.010821178135853484,-0.0534762739041484,0.07233622923197398,0.04435066227809138,-0.010914496498295937,-0.09551225871029491,0.012171262188533349,-0.003622903494697946
APOD,-0.04141589517201305,0.01313689956098473,-0.01790683347795202,-0.05956016282630085,0.09949239098536021,-0.008041563416940638,0.006400340021567676,0.024873913825660343,0.01826397970078312
B2M,-0.07290420333776824,0.00023740871472317055,0.05165828584618394,0.0579116607438318,0.07553624197410568,-0.10164574190161862,-0.05332706938064611,-0.06268474982491497,-0.01769259117931314
OMG,0.05783579068994956,0.0004150800233519624,0.022017904522391697,0.032116475095502126,0.05578464616065731,0.09707130932572719,-0.004114607610253874,0.05060383065657319,0.10383696436065427
CXCL3,-0.009860955110884629,-0.015364189979038196,-0.03426762125232091,-0.015893989695876742,-0.03491775361855248,-0.02040953822729601,-0.03850787396533648,0.03838832979749646,-0.044221229022020345
CXCL10,-0.006160494620004609,-0.0167819172722637,0.059794022887064556,0.08129988662046761,-0.021766404242672215,0.009094158223353365,-0.022997528964617913,0.008250347202753704,-0.02425600883089801
RSPO3,0.09460684673249169,0.0018355735396876044,-0.022318836142825735,0.003998888775013895,0.012495354797194049,,0.012388198574067463,-0.015249153007738046,0.0837574665135143
CORT,0.03399207419961617,-0.033256440072386886,-0.011852971324298129,-0.013783794683529022,0.11984621077258624,,-0.001589213848789125,,
NCAN,0.026553342311555664,0.023130809514272325,0.005013193357977159,0.056244815088020525,0.13931149567019116,-0.004101759001610828,0.05758180304767382,0.051748784028851066,0.013305728890668368
PRG4,-0.025634658736490103,-0.01664569954928404,-0.004122278801788791,-0.01941856474116821,0.10574201032163062,,-0.040134692985295546,0.1354167339677686,-0.02863891398406595
ZG16B,-0.009213929386339144,-0.01797170761480964,-0.010095674769840985,,,,,0.003159622895219245,-0.017553392425422348
TGM2,-0.09718724935054517,-0.016499429929777234,0.0001377071964053354,-0.003859667609992946,0.020418513582577694,-0.019222730215603577,-0.0352764213383626,-0.010158437568468124,0.04316638176729895
VEGFC,-0.03254829908724966,-0.021946309742441314,-0.02718516137679779,0.013362923176731354,-0.02712700414119449,-0.02692051723322157,-0.015095208610730607,0.023431086466479033,0.18055906569395103
WNT6,-0.02750281895236128,0.07646435510233728,-0.02246756411148555,-0.017295642880923296,0.08222299999485784,,-0.022337013991709707,-0.02296337645191122,0.03681593603493516
NRG4,-0.01569966463200866,-0.020733274762875304,-0.01939542586815596,0.005605653255241306,,-0.02161678649852366,0.06287607337115615,-0.01524915471680428,0.04443984533877882
PMCH,-0.01809470838039476,,0.02218724053302691,,-0.021424990848289915,,-0.012796412833528368,0.005589594002195753,-0.020437881828083253
COL9A1,0.0014763706362108135,0.01169108308091695,-0.02705772694231715,-0.026343928217051858,0.0658150445739351,-0.03287047324328674,0.035800862699845025,0.024569072895426605,0.006949909298554449
GDF11,-0.07858653387673378,0.007732658259154794,-0.026290472176360675,0.008767535357820525,0.016622881686543835,-0.056282287456193826,-0.0524524752361525,-0.017492531398283842,-0.07478142624399384
RAET1E,,,,,,,,-0.01672821437616739,
IL24,,,,,-0.015973956899973687,,,,0.038784772248041846
SORBS1,-0.044905954252761185,0.03329187545133589,-0.028375780069402792,-0.033089571294739974,0.026162737013588244,0.02572148105377158,-0.013452986216503067,-0.002279420345854095,0.10147069263540158
DLL1,0.025148052357390722,0.05025078973180031,-0.010470200078599647,0.020246840341548344,0.055830218397235225,-0.020405115976062576,-0.00915200517313492,-0.030031201541021558,-0.022632417789104905
TLN1,-0.0779280054345517,0.04604356466152001,0.028353195420580443,0.0060025810954331535,-0.05518286696997209,-0.06686366384724976,-0.03731269248770183,-0.027781759230356154,-0.025037433127414535
COL2A1,-0.06435988899382208,-0.015364195207642326,,0.026316195012588767,0.02734427781473204,,0.032276805621827706,-0.02219267169766101,0.01642046340396363
SHH,,-0.012078124280551494,0.033601226085349496,-0.015399758561802233,0.048415816584878764,-0.0031694680274695236,-0.021271481276148394,0.019397954027195453,-0.029113434422142075
PON2,0.011911996785311803,0.04494854810114322,0.004768389418994886,0.10022932899536789,0.09337559115042346,0.05685506377444557,-0.0445774149005204,0.059723195409529625,0.03812447358966967
ICAM5,0.06655533580200254,-0.030023138869016506,-0.013228524617623734,-0.030074896622851968,-0.006441148563081128,,0.01457854789193979,-0.03288296918974541,0.028087846948787697
HPX,0.010214395308711018,0.08340248501985628,0.03726474079317579,0.011795271886780255,0.04915232284718082,-0.028982555966989138,-0.025205115470393294,0.05634114176506886,-0.017824191402727025
SFRP2,-0.02266226738688366,-0.012262055923619997,-0.01651211980932301,-0.007572694783137499,0.04093478125381457,0.020797026367171845,-0.01262241605459506,0.016570020834959523,-0.009974398042389953
CFC1,,,-0.012705502824057613,,,,,,0.019738266454196553
CD70,0.011881902097180862,,0.06249484163526758,,0.01690029621557141,,-0.03236565986719652,0.014229532162899487,-0.0009165732371766389
HP,-0.00485075937578404,0.013259099624605438,-0.010842508687434374,0.07708568357746197,0.039576495913978146,-0.027685537736884976,-0.03285553279660697,0.03194436659565327,0.05418482785310673
CXCL2,0.026085570097431756,0.06429711777420659,-0.01010911140501748,0.027345633958658806,-0.02286335191129566,-0.0013831130683806005,-0.04926042399195564,-0.039050649753684816,-0.02494647311490032
NPPB,0.040482766906724095,,-0.011125454988874307,-0.019817420781076504,-0.022037995731194627,,-0.019125561548563298,-0.015468569158476032,
CCK,0.07248814527556799,-0.06081127963199666,-0.01932332177741863,-0.013597597917761979,0.01134550588281464,0.033186336145749805,0.025441578148814117,0.06257556951915871,0.015225979817664333
SEMA6A,0.038376925111687346,-0.0019070254290451207,0.048797121191208694,0.07998415526733008,0.05660223729413371,-0.09034604083383144,0.04862453005894731,0.0750958330170302,0.041547356090222844
IRAK4,-0.009160790483066769,0.045829052550798444,0.046159169484155244,-0.004429821004149172,-0.007018161937665328,-0.030489336613139992,-0.0020948698853201116,0.061045264118166895,-0.028159004099801058
GSTP1,-0.029662538575702776,0.04016873327440662,0.04000464352086166,0.020352368795755936,0.002630923106849221,0.04316424055186651,0.01895076294414431,0.0016316926403655695,-0.0036671670772876084
VCAM1,-0.020543643709136306,0.05509620385220882,-0.003241271099526205,0.07984395674856708,-0.008223375063389458,-0.009029076431149046,-0.03955810348897723,-0.018672048074897914,0.02405850334605728
NXPH3,-0.03243440648762214,0.06048469916412599,-0.011623023092584261,-0.0012144418542628496,0.0719418210874116,-0.005882610091484288,0.011138775796118185,0.04376175815321965,0.018610436485321034
MTMR4,0.03585835833976472,-0.05246827584064277,0.006075035189136681,-0.012611759784265526,0.06639984770312463,-0.0219233914608819,0.026258649075311467,0.03481366483697151,0.0547404768502793
LAMC2,-0.017260296198132963,,0.1253122665680708,,0.024135717385433294,-0.020900091041861885,0.04741107773331634,-0.02947236787414448,-0.026266400244433486
IL10,0.005273201946037738,0.017651991056369654,0.0024208204860185012,0.07577131758946477,-0.011919836271834718,-0.020160144945104996,-0.018498061548099798,0.03257633245264151,-0.0231323692652637
SEMA4D,0.018470720754517552,-0.05369532488026862,-0.0330222897954671,0.02415899392941547,0.09667145664967294,0.04952583200670762,-0.007256398019405763,0.06853032108943298,-0.04460883953263077
TRH,-0.05800534653885825,0.019760596897436106,-0.03690728824220928,0.04500408618586546,0.08278275552767067,-0.024118839081906564,-0.01940433802576313,0.07915826848155849,0.06304623735497479
SEMA6D,-0.005397401629364259,0.02957462230289548,-0.006641275204142547,0.10692082014891488,0.05325055418061511,0.07819294562303855,0.0575284877568002,0.03922798331735057,0.05553349695951029
CEL,,,,,0.15864119253199319,-0.027866778982022243,0.07650784682296836,0.005539329367796163,-0.009204575539045948
PDCD1LG2,-0.024244991888392582,0.009790518622087015,-0.03551098069318636,0.004016129059269274,0.01314600337201571,0.04623876073850428,-0.0010779988627676348,0.057869183208110755,0.003944763193216128
SPINT1,0.07332604746028948,-0.03831633565597958,-0.024331854697671258,-0.026037633525580403,-0.0058116682976802015,0.02686304535573449,0.0015066666620029625,0.03480790631673975,-0.06062408198971397
CTHRC1,-0.058258582189061145,-0.01692676151708717,-0.003083569546217021,-0.021152095474632007,-0.01454317832650169,-0.07652092922610708,-0.03928741154465334,-0.03284783201464406,-0.0152209243513127
PODXL,-0.02185032638130139,0.030803785108976182,-0.0003300612790541996,0.036973569210803234,0.06252886240481254,-0.011291601980427751,-0.01383488854745636,-0.03966721228041055,0.0130927853234875
JAM3,-0.05361879212640851,0.07568757170155371,0.03978081748876763,0.042233370086126175,0.004070203643666599,0.02358592123962825,0.0055667284343497705,-0.031612855439264176,0.039694128080885335
TGFB2,-0.0504012212270676,0.06852852939381565,-0.08300375192584977,-0.003183751711050283,0.02093993311755307,-0.06990223656862517,0.019111121593397788,0.030284846564275204,0.06478151726468097
COL18A1,-0.05516499309196385,-0.0005199198579742746,0.03471851531177084,0.037795817832518355,-0.0005742784813781026,-0.0285785268996308,-0.0463922416610433,-0.051878317856415904,0.009664725062019928
NODAL,0.0035099199213423364,0.04016722518370712,,-0.02724446803351747,0.011524567173883232,-0.031440445926657117,-0.014204247444002874,-0.02371198052981559,0.06283583872560318
INHBB,-0.04112437957187459,0.06681358474417678,0.010771973519859668,0.04522528883092731,0.0023051457927751318,0.024345219168486063,-0.021132227606414852,0.026029693297612823,0.02559850605121196
LCN1,-0.017260300081769885,0.014564858451723884,,,-0.025399678202486047,,,-0.01752082717792968,-0.018423638775773223
ARF4,-0.0778426015640594,-0.031058873715861073,0.010755393221810107,0.0631877137436565,0.005318248975959023,-0.01866737558849695,0.028748500153115832,-0.05543554470804977,-0.02560562478327532
CXCL14,-0.060655906821777406,-0.017077400571485653,-0.007805965673240899,-0.03436426239799064,-0.03637530175788666,-0.0424867354917158,-0.05736858415383461,0.049660865915579465,0.0200881847054651
LIF,-0.049898868895335256,0.06847087414410415,0.05312191834520706,-0.032820025554337676,-0.027388228272441164,0.013185693879557377,0.011523837876372954,-0.029341512060193763,-0.059237398177342616
IL17B,,0.08420343104244414,,,-0.02210309362994123,,-0.017671403707761723,-0.015424745461139878,-0.020830456481393856
MMP1,-0.023796173886092748,,,,-0.034921167163573255,,-0.012796411820130773,-0.019334217564984203,-0.04661696458562435
MATN1,0.07126451079937127,-0.014135980022930006,-0.011265181979487428,-0.016135660617335373,0.020901786463380197,-0.021141452116326773,-0.01821227863533342,-0.021071917431069637,0.00696350952786471
ADAM28,-0.06409319895525228,0.015247497268340206,0.04977128582631698,0.06992142620795483,-0.03603408971383396,-0.012911864368909991,0.01736500923090423,0.018947187889972163,-0.026957311261226795
TCN2,-0.06145867912468011,-0.053514359293203105,0.0013103832545346657,-0.009527108289517784,0.012776194523997175,-0.053580202201683615,-0.004845221993554232,-0.014655777917186594,0.04101557187766219
THPO,-0.029529876767848684,-0.0275104685477824,0.026883964098572306,-0.016135662470879355,,,-0.015798308163063705,0.013334679594194213,-0.02844775767839934
CUBN,0.014135974645139973,-0.03441374030681226,0.06419224263192631,0.018837276932875,0.015036827853968916,-0.04944401365595868,-0.043100811875381596,-0.008862431289036354,-0.004217987536145539
TIMP3,-0.030360868761589714,-0.02366779634232515,0.03182962822638945,-0.010716038679176894,-0.017728224154113747,-0.009967255492185844,-0.05370879471886809,-0.036156858121439955,0.03857681176387724
PIGF,0.007253790669081131,0.035510638437773245,-0.014617286323970954,0.12230799363934498,0.08716740274748803,-0.023943965655334038,-0.002032153306062091,-0.013806780225335017,0.030054888531363715
CRH,-0.020222496531359806,-0.02073326616634046,-0.017734026028506437,-0.006953536519908625,0.04121305813433351,-0.035633652473409765,0.004714327173393036,0.00684915298172024,0.07167417716950766
BDNF,-0.04750869119273813,-0.05873553791121559,0.08537916769708191,0.0942790416483547,0.016010122707998276,-0.04529574481673544,0.003763205326858352,0.02552763612303569,0.0039376072085489525
CCL5,0.03029921040587547,-0.030606461939541026,0.05445050859220149,-0.02188996654533889,0.024416496603397307,0.01884367830036766,-0.008968174524201943,-0.02076502023400697,0.02382269980892627
GAD1,0.007393324853823095,-0.011488039937417545,-0.014506582882070513,-0.034866212504837936,0.061294769202229496,-0.03914538338280606,0.012810483515800077,0.01853368495599963,0.06900217110417613
COL14A1,-0.006342411799031772,-0.023918013701307226,-0.024470413095930274,0.014109184036960168,-0.028732874020599625,-0.028549019289404384,-0.07006299940250948,-0.05284972008830342,-0.0013406498629765658
HLA-A,-0.05237366003020302,-0.0020246991535635894,0.07306925509036302,0.023398373303627085,-0.038233638546632996,-0.10565727148630091,-0.030425403657264986,-0.028338004372913735,0.010931025056730602
CD5L,-0.02022249419177099,,,,,,,,
FGF18,-0.01829770214858571,,0.010384369857095928,,-0.008693704892525042,,0.06287360832168075,-0.017325836192580834,0.05109114478101682
ADM,-0.0564742230799776,0.03365675836183436,-0.0031844135534506413,0.02993464527437964,-0.06342274612335395,-0.004013515921078535,0.07021347750792516,-0.01927492385190841,-0.019119157777114426
CCL15,-0.02327800204701925,,,,,,,-0.01502669638476443,
GNAI2,-0.06338426751903409,0.0240988221466204,0.010994650033976167,0.025232413666213784,-0.0007953485748858215,-0.04084395286648326,-0.056708300336476634,0.03652376922878846,-0.03596966517672347
HDC,,-0.007350611218288441,,,,,,0.03405792900571519,-0.018982995564308658
COL11A1,-0.002288657737524099,0.008349888566931881,-0.023054442067485182,0.004836878045391827,0.06439068516739399,0.004553521279837644,-0.0023040463768261234,-0.016589948490033864,0.039903458880881926
NUCB2,-0.05387922582245275,0.007831567538307126,0.0021978751794273373,-0.012521347630356273,0.015545743546129698,0.014114784371173725,-0.052956521969353236,-0.050404391069639815,-0.03476817948334974
FGF16,,,,,,,,,-0.018705274354626947
CXCL1,0.01606244953106698,-0.011705859648641237,0.10026847630671869,0.03992290652022772,-0.006221074996079787,-0.03177868976385024,-0.036502048393139946,0.08090021812429825,0.011766632420659787
VCAN,0.05440994391533604,0.0258107762616271,0.051228973096340086,0.03583544170344355,0.07420187509894954,0.10996565944673382,0.0020575664022145154,-0.03949086105948724,0.014672250617723585
MMP7,-0.048300880254032896,-0.009841457989395366,-0.011125454928088967,-0.024939310223601973,-0.03330774943583607,,-0.05693665156847447,-0.062334820000483744,0.0034405091912157195
PTPN6,0.0024761030197266547,-0.004310492624553813,0.00945528663922786,-0.03401541352169503,-0.02721781866224534,-0.009003840892116173,-0.017005168734240305,0.028893844938714115,0.06857191948748145
PTGS2,-0.0652872293403174,-0.027201377561232667,0.03452199799528746,0.12742959699267767,-0.07277376212900201,-0.026136219288690074,-0.05093084092484193,-0.04761754773799602,-0.03647016245394401
XCL1,-0.022160236636047263,,0.0918158546783704,,,,,,0.02486065416129479
CD58,0.002267500128314027,0.024779294741038096,0.029109625860840635,0.1023442066094184,0.06594508215809838,0.03041424820930274,-0.03462366614469307,0.045134695813835286,-0.03367469090811811
TNFSF14,-0.022328722921753728,-0.020506124035235662,-0.001328163798217003,,-0.020903546438255392,-0.04398970331887757,0.02226998379410066,-0.03604120553003784,0.03542891995162614
CNTN4,-0.0020226334203395893,-0.03494498468200886,-0.010147503104651318,0.0059470932720296805,-0.002108298999129065,0.010983709573800172,-0.05289937790962212,0.041361511822934335,-0.017004381159545907
INSL3,-0.01985148215421874,,-0.012828819659370643,,-0.02324735069820309,,-0.018477345312744618,-0.02057495579177904,
BTLA,,,,,,,,-0.019894953489299486,
MFNG,-0.05723850726045717,0.020174085134219675,0.023578586372075695,0.021353939632852932,-0.0013691109098390394,-0.020584252297021665,-0.05711363102732463,0.008552686721948066,0.019783173616177704
ICAM1,-0.02587001579936179,-0.02645513543219331,0.05481846695061495,0.07958268036649109,-0.034724250811917004,-6.712352516672235e-05,-0.001995234465378342,0.016462345031861926,0.011708759755494375
