,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH881T1,ZH916T1
CEACAM1,0.24905460622791037,-0.026011924792461498,-0.013060766540712409,,0.06595670565372118,-0.02433946107355994,0.023630825170810676,-0.025955469819553236,,,,0.004847735716203612,-0.03834496093201501,-0.027743917019806077,-0.01808102259065089,-0.019097386213297454,-0.02220399544727992
PDAP1,0.010638218213357597,-0.017365067441599085,-0.04121099864932688,0.08578874050669144,0.05467334217616604,0.011797655093822608,0.08609159033639664,0.0024218265691982833,0.012884872168109598,0.05322421083469941,0.05425120682187513,-0.0240125533865668,-0.04286644826535144,-0.0026439812323419895,0.003066558253998963,0.04100387826859982,0.03625613935171079
QDPR,0.02686465394270014,-0.0026828015917669964,0.013565104422309094,0.08666996653704495,-0.017836218893056074,0.00025681001954853987,-0.09620924984229419,-0.020921836800564825,0.024743775767466933,0.031417776831400894,0.00786908492381097,-0.020975505415027938,-0.051949807523924585,-0.08853100545897712,0.04908096810317781,0.01245597556745753,0.056672570349573875
POMC,-0.0039934135741355225,0.026340346788253567,0.03145684999468872,,-0.019874542062748076,-0.0032392925583514883,-0.01733968433862112,-0.019148910737903254,0.0634632515156406,-0.02858275696238318,-0.0025105354227727295,0.10114215497260544,0.008639360633319803,0.06387531211696994,-0.032763494529434,0.018024740409023837,0.07740617297310705
CCL18,,-0.010700195962841212,,,,,,,,-0.013712792760619328,,-0.03871223627211553,,0.1630740521460403,-0.03482841458778113,-0.03582965279525365,
CCL17,,,,,-0.00917532504529388,,,-0.020582598674710725,-0.015983164593025144,,-0.016376622551872517,,,,-0.026101091225967005,,-0.02258069278133294
VEGFD,,-0.03246043473728827,-0.018706927696258473,,-0.002050881966883013,0.00782647638850604,0.05778527630913637,-0.02192901798775649,-0.011723844520194891,-0.019311666017518825,-0.01755133362748707,-0.04361366146719176,0.02485994150496908,,-0.01808102259065089,,
TNFSF13,,-0.02449568570199832,,,-0.015569310869801529,,,,,,,,,,0.0732503525663728,-0.021445084762292347,-0.03679335415333613
WNT5A,-0.0525820939443277,0.07710894714143182,0.01838604821829846,-0.022479547260943585,-0.028082619379351168,-0.06086656050297111,0.0947454043411566,-0.0003319872034876027,0.012771119727743484,0.018171736128983387,0.023412530589917175,0.004408905287929356,-0.03014003558451517,-0.0620786594256995,0.05246474375626034,-0.05506316228508575,0.018306144090492377
CXCL8,,0.010603045743492847,-0.01751605829981039,-0.1407466065525454,0.13171018813147167,0.04551470812699874,0.12094748465255313,0.002090785685577558,-0.010917753786912654,0.03192889483664772,0.03730282347059657,0.10947890910886661,0.031428018441692816,-0.03463370474030514,-0.04394719334127608,0.011439919011584145,0.023672425639254306
GRN,0.025445402719853162,-0.015072599332198231,0.009312769445438317,0.11536298237467218,-0.015862417798643943,-0.006602757986160872,0.1511588813744398,-0.013933093044005833,-0.0446669540336601,-0.01398735674698374,0.06074258903538679,0.014485951861728054,0.09268030326464788,-0.0035541388064052656,-0.009199147799606688,-0.07368082036155414,0.011487711448385216
MIA,0.018873989476600333,-0.007866633444953594,0.059632950025664655,-0.03010945044902042,-0.016722292706009848,-0.052830868743524724,0.09010082843296767,0.004827142987126589,-0.013333404123055441,-0.026190088516931734,0.003598764830248564,-0.012346075269129052,-0.012387284156878555,0.05265547585074443,0.14393645298654542,-0.05998658091949649,0.0987479850083173
COL4A4,0.07335614140358816,-0.03898470600657645,-0.027977861987795914,-0.039198656394755324,-0.009632509957017844,-0.019503603889391798,-0.02739043768162157,0.029872284308659486,-0.00958297715130105,,-0.023317126829739538,,-0.016807022092643484,0.0033240930534499664,0.2170811885097769,0.0013389616276599245,0.09782704986637508
TAC1,-0.016985052978173418,0.04538315229736267,0.07127991883155697,0.013295338679837652,-0.024448743718011375,-0.01085861115971069,-0.11329770794193031,-0.06679580352953159,-0.028032589769104888,,-0.0413228286031703,,,,,0.05797450848801206,-0.02968461676254726
RARRES2,-0.019275500703312735,0.010373521540052435,0.07813712979053765,-0.07335731690599516,0.019030529829809486,0.046904931233305705,0.10181435200635942,-0.03376735337350715,0.02168791010513905,-0.0662931213002424,0.08582696217218197,0.05835903496988213,0.009618759961862662,0.03379579596239189,-0.007499810854131012,-0.05477263839925013,-0.00875076004682407
FGF7,0.03896976881105073,,0.03897471699042821,-0.04661408246510803,0.027527099062635705,-0.004453170595502727,0.03301074888459954,-0.03583203718335544,-0.039300271400630464,-0.03166376323694787,0.054951972910011145,0.06998167191790873,-0.038552861075767234,0.061027514875712785,0.14235040148565892,0.044388559766511376,0.054184108530345214
EFNA2,,,,,,,,,,,,,,,-0.01718480193474339,,
HBEGF,0.06244089554639849,-0.006435546702475664,-0.005234767048733114,-0.06127442909643849,0.05605068129821458,0.05484689802006594,0.06578247465930773,0.0450384030962139,-0.011110246727259288,0.07835077497705822,-0.003477342668769697,0.03417367283262439,0.12411682861303637,0.05834631914323772,0.03441295841328752,-4.268026007383986e-05,0.0077366476110132115
CSF3,,,,-0.02743756943475439,0.07126416857838763,0.04693903511141184,-0.028978555866696523,,,0.052082009708237176,,,,,-0.009711297501084461,-0.027378711814240564,0.028721891016154404
PI3,,0.027132657828678696,,-0.00998297668131203,0.08360329429134446,0.010543819856147895,-0.03263023638143835,,,,,0.016978196251896786,,,-0.06184529849879084,-0.02335244589480787,-0.05165297347961604
PCSK1N,-0.021984661694829676,0.03287626355309688,-0.025429642013926716,0.07545914865186941,-0.07225155441195527,0.019082035830692734,-0.03325575740925729,0.0264533110482697,-0.06322139495905976,-0.022125033566862,-0.02768617194122074,-0.09393499747655142,0.07566764275757709,0.03928904528952516,-0.017459043243484643,0.04099800571165436,0.031918033422213506
NTS,,,,,,-0.025241695144444347,0.010251729081744538,-0.024548535842155744,0.05609933786996725,,,,,,-0.02093642011063188,0.06385729761899253,-0.03520603143961967
SFRP1,0.10648412997636274,-0.0035330445118575637,-0.010745856676892231,,-0.0196945003183545,0.04165851805344042,0.07490961550083519,-0.039264319751394446,-0.01598316475398874,-0.009920910148243086,0.08553699445656303,0.026402789993055013,0.03146246952341956,-0.045044179160480875,0.05662289712741363,-0.01721931841985423,0.054907090433073506
CXCL13,,,-0.03158205402059674,0.005656385470988841,,-0.026327244051592646,,,,0.058003934350601936,,,,,-0.005772161505933172,0.004884938389455031,
MICA,0.058841213599829335,0.031032696152802384,0.03484127523044609,-0.008797657711887615,0.02626080629873429,0.0341629595670696,0.13998416299439198,-0.010611066129922537,-0.05076521860489541,-0.01608928585656216,0.0512529279880605,-0.05701345963344795,0.05979157349403164,0.09069334555055569,0.05639454282822345,-0.011759866744273153,-0.003901520689274501
TG,0.11992517505664338,0.017792810829688033,-0.01776001095589718,,0.04571509493381626,-0.005500890161888894,-0.034974524278380166,-0.020736189247335206,-0.011566946807144034,-0.022107114978494827,0.0031553876734131655,-0.019161255690156424,-0.032618323947095275,0.06316517540312087,0.040451565328137096,0.026823419894865294,0.06396299642636714
ADA,0.04453216156995605,-0.04790596206407183,0.11330450469199696,0.048448183205036875,-0.015449744422439727,-0.05653434514274305,0.0382124800342021,-0.014022684005801528,-0.0036093056122935108,0.021762035471444667,-0.008552890497022637,-0.04057219062729071,0.08207798201079022,0.05082360438042725,-0.0030024179866338973,-0.000656451563049993,0.06773262308098937
LAMC3,-0.024997215410046018,0.019681988861252588,0.008705869943294614,0.10108472688636978,-0.0714106441695126,-0.021524524522589045,0.08280603595695271,0.07123419059704027,0.05860942153874774,0.011145266371872629,0.008333859781282031,-0.055163850496641985,0.008234695204071472,0.031983008472117345,0.046843598955238354,-0.034639528536255106,0.06425467324075261
CCL7,,-0.004060237063343851,,,-0.015366236512333185,0.006493199242360242,,,,,,,,,,,-0.024912832820514923
NGF,,0.012689753259716682,,,0.05080547379933779,-0.037257523804087096,,,,0.052074200006749366,,,-0.012339162255588664,-0.005224445238858707,0.007455679728629314,-0.04700326514616963,0.025609880491111334
TNFSF15,,,,,0.03333175756489318,0.0025687600609051848,,,,-0.01847568095790661,,,-0.027250799918551526,0.020223836517041672,,-0.01700171000215699,-0.037857933584481675
HMGB1,0.07383966579749592,-0.04974726028319827,0.0038016837558515234,0.12582616724669596,-0.09514478305270274,-0.01801488790079655,0.1129029597845383,-0.010193998431780668,-0.0046221251352175285,0.04117763155029556,-0.011634042081818972,-0.10911553461612428,-0.04609426912370375,0.01588127665791667,0.07054545641983627,-0.04453622779808391,-0.006992019992407058
ITGB3BP,0.07330018485259332,-0.006053228824578345,-0.058340023023290805,0.01317295114518366,0.038672694540480675,-0.027068064324944536,0.17250488262258476,-0.0436424943641594,0.04361215593173966,0.038645735526592985,0.027609718559884425,-0.05010609755732258,0.011122678833643955,0.06906860867823743,-0.038826600386177204,-0.034760324287061974,-0.027639007185060366
AANAT,,-0.02995648583926936,,,0.05770201898040732,-0.00794891290822298,-0.02613944160713722,-0.01864817617279571,-0.01333340486469342,,-0.021967672712470385,0.03265862741024239,,0.04668527910162315,-0.02312608897558493,,-0.026358816043498445
RELN,0.011537165321993786,-0.019867060681814826,-0.04167691818622875,0.004627538573075503,0.015731732719571543,0.07057938352412652,-0.05388630765055682,0.015416892877181239,0.051969776745598065,,-0.024320109800301384,,-0.02290712350776777,,,0.09013158132433197,
IL15,-0.045453143793275405,0.027412292987095282,0.03658201914858855,,-0.0018270663151627488,0.02337856204717647,0.04335353277648181,0.004801102283184541,-0.028657856672261756,0.02051464612777151,-0.020374001111499986,0.054989460169611676,-0.04394277034525729,0.050310275012572854,0.04091488136902436,0.012154304729171226,0.022205459650074744
UTS2,,,,,,,0.07469982733662016,,,,,0.1299035064295638,,,,,
BSG,-0.02077968496157188,-0.02062302134650281,-0.004864568342679793,-0.02653961134782853,0.03997104985182978,0.006378769185086719,0.03868126634384477,0.06614827614962514,-0.025468001479940973,-0.049746847695917244,0.08574646568124476,0.14656387574549867,0.0023348805723932137,0.09614468690309055,-0.0009085323854429946,-0.05334838509654663,0.05383420316452895
ADAMTS3,0.009051461112539422,0.012091948833511357,0.05023588706915798,,-0.01089248986024009,0.06409104267060967,0.135864190412661,0.02009083372828556,-0.03375438617070243,0.016033235884009445,-0.03385501429446506,-0.07569877999197523,,0.17180151170591942,0.08704629352268835,0.07504590825058141,0.07394671859759874
CD34,0.005266933809685165,-0.027378377083080357,0.03057902525286015,0.004837241763088834,0.002157441750530452,-0.07358609523798154,0.06396242409616888,-0.02236780092482442,-0.02494643847199915,-0.006438907720942461,-0.011020586815473314,-0.08919810987299519,0.030500302876382487,0.005222076145070561,0.010448487616906345,-0.03591993603256681,0.024117431303950932
CCL23,,,,,,,-0.029742535185674567,,,,,,,,,,
PLAT,0.01024615486713878,-0.06615731097051906,0.043338974376976716,0.11843447192222968,-0.05835089873826209,0.027722293007425715,0.14376747825651404,0.0577918365640923,-0.003451869389815504,-0.044480528242688555,0.015455458458719725,0.04107938348734533,-0.05019153469010228,0.08317512181712775,0.09712018936193516,-0.007607279708994967,0.06855732470581788
NTF3,,,,,,,,,-0.021523296195648488,0.015485211082720123,,,,,0.10638809432740073,0.052829597554948086,
LTA,,,-0.013060767880980999,,-0.019694499397014818,,,-0.017960137098298645,,,0.045121833978615425,,,,,,-0.03547499402563397
CKLF,0.026541870568453165,0.003993708105673344,-0.0024293620513502518,-0.006175448859245555,-0.036272996090949056,0.004233962542443976,0.15238608154739083,0.012327209840729216,0.019234141279133157,0.010891296466566449,0.012206169663624774,-0.041567475998069016,0.01727894437557839,0.013385631357861557,0.1281979843203888,0.04731436073315571,0.05557029465655811
APELA,,,,,,,,,,-0.021920426115490013,,,,,,,
CD24,0.1400103460178427,-0.004352452195510616,-0.03287091269971442,-0.0031123548143394577,0.0027021702316272745,-0.03156098544500873,-0.019461469911244474,-0.06403603022040044,0.04034882972017951,0.05877533366384052,-0.04319252275667799,0.0017664802286983812,-0.012075037756774678,0.038511471051239865,0.027614966586414,0.09996782465524597,0.010402280877701278
HSP90AA1,0.05849392918220508,0.0024586467467462643,-0.004876248466843519,0.012623861059567717,-0.011312496073548265,0.015007164439428166,-0.10696584497866457,-0.03711382655924506,-0.027644134486889897,0.014498306475875702,-0.0835659330975049,0.0071935558239952825,-0.045732633954528985,-0.048993607156209894,-0.07277716193659932,-0.0020287376111776567,-0.10055714621300717
BMP4,0.024632248655789796,-0.03995402038907791,-0.013845179576127398,0.025498389575969678,-0.017669125715321716,0.028588322268019193,0.0051615657512510725,-0.01659030951575163,0.13291749029699454,-0.013733868467922706,-0.01736075540701681,0.10302942723390301,-0.01638174080276964,0.062408541789064916,0.127396907780976,-0.0458568102061004,0.03274950212126735
SCGB3A1,,-0.0206475700565993,,0.04319642941093589,,0.024233049888958334,,,-0.011246857413261408,-0.01774698773118337,-0.014216710295625623,0.06001190693521939,-0.055933384383075546,,0.13991711667418022,-0.035307186886456905,0.027750977686298965
IGFBP4,0.06067142154048472,0.007206385268132147,0.01815716648774967,0.05241017767865478,-0.014474110845388544,-0.032693854599815206,0.09180273187885174,-0.02218177940317537,0.0012925020623307981,0.000566103494081943,0.029834260954773352,-0.07423140360954915,-0.024635497838502628,0.0486409863226921,0.00806999616960992,-0.07471203495994004,0.06868547115806158
RSPO4,,,-0.02111422295600991,,0.03596084655309116,-0.032006649238183214,,0.019501928871111712,-0.01124685576815409,,0.04743585766101968,,0.004495921575834405,,,0.05324601373603615,0.07550457227158705
LEFTY2,-0.019476276884402215,0.01082726641086143,-0.01322117398216973,0.09481217926833517,-0.018232830018699027,0.03030703915884888,0.11014902031528913,-0.002901804973034271,-0.012332314901849252,0.05269047093159787,-0.025151479947462384,-0.046344482627124754,,-0.02618200427033964,-0.019759434680489064,-0.032336356470044784,-0.005495401479252107
PF4,,-0.02141853951391921,-0.011880543531770723,,-0.013406738624100136,,,,,,,,,,-0.015751060732455763,,-0.035474985816457215
ANGPTL2,0.08938695418589532,0.026310401739157458,-0.040584938455494615,0.06430005031152065,-0.03936967067548067,-0.048573265828096145,0.11847559438465438,-0.03437821968522037,0.06955129276605412,-0.03502658970979734,0.11008513908487672,-0.047144235492709824,-0.01422818672598841,0.04381884699117294,-0.012265268616614792,0.017298993016297455,0.007580422928984436
LRIG2,0.049425472042155735,-0.021745321702468314,0.05497705575536463,0.08040088670820159,-0.020089759600535814,-0.030382227836923955,0.1108971413554214,0.033382525533950776,0.012692213556047362,-0.03091115984608107,0.01418006019488351,0.08575747916521412,0.09769916753865822,0.008713417847921637,0.03743212447055052,-0.05070254235500135,0.048372388075551866
ICOSLG,-0.014765507078028034,0.05436405518362575,-0.012079944628041175,0.009818896341339995,0.046184266272991825,0.01719893629223637,0.044807733532521994,-0.005413333149173305,0.07416689871246497,-0.0010919266293782026,0.01696406407234275,0.03331658141350906,-0.0167493989608785,0.059133382305063625,0.07215550911327943,-0.06302779618605192,0.07330339451056182
WIF1,,0.04457350162928978,,-0.04755877858819678,,0.004504088016690099,-0.12042630757210777,-0.016119340361507698,-0.0211642539474594,,-0.028507508976046408,,,,,-0.022103849860021403,
NPPC,-0.02091286725451933,0.009062513562853309,,0.05960503711365455,-0.020797157793868874,-0.021680871780332848,0.0015670442390911528,-0.00481988148897892,-0.015630377173261708,,0.06143930991947739,-0.05448567186822699,0.04340560423739562,0.0868376024262845,0.02729051941404433,-0.029733914922665836,
LYZ,-0.004021392634369987,-0.0494416475958273,0.07939157560687543,-0.07559853513690537,0.04130285031779115,0.026624099370207856,0.0788574826166729,0.001982795686204555,0.009554625265601921,0.012314769402879422,0.020179581480585435,0.05569891719944789,0.08676602936511929,-0.01898769495690599,0.0406884918677062,-0.051122417680908694,0.02170182606476056
EREG,,,,-0.036983823065345714,,-0.027980268194475775,,,,0.04095519268213765,,,,,-0.00946713440496756,-0.029615760122805566,-0.04515761556492475
SPTAN1,0.01390270984524502,0.010386850318106801,0.05115129547860949,0.06687102021728719,-0.08086334570267363,0.030054196288225424,-0.030910455478997782,-0.019252325812834148,-0.020112752625658536,0.02503233866259579,-0.06720148030071386,-0.012191225988076301,-0.020419134667546864,0.05278164432231156,0.014818003354895179,0.06867859434434152,0.011118501119698782
PTH2,,,,,,,,,,,,,,,,0.10606193288454303,
LIPC,0.01241334142133769,-0.0008579998055308602,0.05276430226171229,,-0.012093602167813435,0.030307643968516224,0.0511274172122416,0.012065377279018373,,-0.03054395660508332,-0.010456265981496949,0.07709009008603143,0.04486557597877086,-0.0504059312736809,,,0.07874814669807854
COL8A1,0.07674830599275555,0.07892256513892505,0.01754158431013125,0.14186443749674857,-0.020591838031148904,-0.09051198254526968,0.054494315031420396,-0.009839529554583823,0.028815863567877555,-0.017495729887008534,0.03024895234714135,-0.05083970674019225,0.01641716790571953,0.08185596541511247,0.053969992118886964,-0.07864073017568375,-0.025484072781641214
GSTM2,-0.015520214900501362,0.01444649664260518,-0.026033339389800784,-0.01169683332766719,-0.017482330231362454,-0.015051667190949037,0.023765221679197583,-0.020140242244162224,-0.01434736780864763,-0.026462759172581313,0.03337716358725674,0.13283185412100745,0.0781253170226333,0.08298168145434583,0.08806733429090019,0.0014673668692570501,-0.04894349586309254
IL4,,,,,,,,,,,,-0.037550069057495444,,,,,
SPX,0.012630171337544804,-0.024972857573532452,-0.011503355343611429,,-0.002580314160533611,-0.002925421359933097,-0.04096594241890291,0.0031053307053088342,-0.03319162578777476,,-0.041494337428822595,,,0.016558760810712246,0.022031058730940536,0.023185470195383643,0.03429432138653083
MFGE8,0.012964294231585469,-0.0005589092318931954,-0.009298484563536866,-0.0304698201221817,-0.04662699349991192,-0.011049862703875707,0.0577322143062195,-0.024437942085495476,0.022748574762330526,-0.01867205745613952,0.057331226104005935,-0.035501056058580435,0.06169038132539174,0.07278286423854345,0.023268536595607486,-0.07387993484787533,0.024516208680317102
TGFA,0.003684366288209033,-0.005678187725378066,0.024866619497867417,0.02620880349944106,0.09202338280325335,-0.03279344272889987,0.02308418312223491,0.06856241455309173,-0.006082851058663332,-0.009059313725112768,-0.021288282397415068,0.1246975481284232,0.056531168376647144,-0.008021577423017122,-0.007401488414711881,-0.024453400409417375,0.06195118224428372
SLIT2,0.2320202938958103,0.017671564908310743,0.0013032627748475662,0.0019357886895476227,-0.018122920530096818,0.047438779496487476,-0.010054458510609234,0.0028266159232405432,-0.008489690504685331,-0.0203241081733306,-0.04582896380948276,-0.021558475877365577,0.06553649843049292,-0.027743883121597968,0.09164454053646551,0.04730742301031816,-0.05441033528614866
PLTP,-0.017995603764506183,0.040018342482292045,0.04751067608051378,0.10404198602590288,-0.03838701669821965,-0.01014968736383249,0.0997480418019293,0.023546680631036217,0.014584313819624398,-0.052925475099822906,0.08709732051391293,0.03498316477022612,0.015808836439555152,0.06384545198496963,-0.014473181336816217,-0.15167770621817583,0.06018511160348055
APOD,0.04872980829088006,-0.02886715763838276,0.04531786107595471,0.10334042477915098,-0.04816468602650989,-0.038395895237461106,0.07279953999301488,-0.02631997776573723,-0.0010986566630985578,-0.032634111464359,-0.054628436070559346,0.005426189645493885,0.028329391149536316,-0.09012675548280226,0.029039209248708595,0.03029540920019363,-0.03450464332361114
B2M,0.04794235578812932,0.039242167285725174,0.041611911711528705,0.10299845722365404,-0.05551866344212755,-0.044894238145597114,0.16423467019286872,-0.02018971240919143,0.059581679057644,-0.0025208603544382797,0.07011204990602961,0.04096424977558681,0.006754299847400102,-0.05127027696397089,0.0917393496366157,-0.14882899837880886,0.014891923053278053
OMG,0.04438764530266436,-0.046471783372691824,0.0113468055741138,0.036491539054266255,-0.04250482211010333,-0.017963675184686258,-0.026806877051996584,-0.03828814571878252,-0.02821448191461027,0.08124859291819235,-0.10765755391226502,-0.014595159154290435,-0.05784357956098786,-0.028630244245405615,0.05344327363548464,0.022742040923862523,0.08252883086541743
CXCL3,-0.015840931243400556,0.07273819592187158,-0.024425266851223097,-0.051661165781663854,0.15160580428533,0.039025722023416386,0.010478703140832251,0.002596820613598172,0.0823872202622021,-0.037973372340906135,-0.014672972065814131,0.10100083114980853,,,0.02206961761858656,-0.00456494466807032,0.008423577511646364
CXCL10,-0.010503035149853504,0.04585581370906035,0.07636203566266818,,0.06327179919506626,0.0009609592696439618,0.10519471719698734,-0.011347866242001384,0.044610467692040384,0.050971863468611586,-0.0233171283028078,-0.019289380411706712,-0.0972890996615168,-0.03309114930772531,-0.021126738619420188,-0.020326964165997847,0.06787753224398294
RSPO3,,-0.02804710044051918,,0.010465879920269153,-0.015569311381088524,0.08732179872364912,-0.04292234914649871,0.0034404984494502567,-0.009899133535274392,,-0.015332973014940765,,,,0.039682645291856895,0.053147242988804015,-0.025281653846066503
CORT,-0.019670771351828948,0.006106725249801218,0.00978864072948534,-0.03641339391868705,0.0074771972314118165,-0.028143275648981798,-0.07428674169811934,0.024840409954396434,-0.03953047415475618,,-0.03232516192906012,,,,0.03216542103627027,0.02569230684564259,
NCAN,0.05133569165325123,-0.03419041507643374,0.02805093140682398,0.05449861447352882,-0.05574074130530618,0.020149186448282296,0.052405639519193935,0.03558004333089749,-0.0028785563304462858,,-0.02732178090003208,-0.10779836924846313,-0.06844888075835409,-0.020483693968535013,0.024181091298287875,0.09010657952075847,0.0687819682980378
PRG4,,-0.01996886204919986,,-0.03067874807668461,0.05933908102767774,-0.02218707145924607,0.05980015433773815,-0.026694971306408518,,,0.000487252439650379,,,,-0.024321209609304825,-0.02937846951364739,-0.019192788427665038
ZG16B,,-0.028631947834036758,-0.014296303212027949,,-0.01783439953853539,,-0.040144393042356924,0.005251627426771464,,-0.027558053704896005,,,,0.038142385128568254,,,0.023292714799368654
TGM2,0.11495965365607652,0.11296602743957654,-0.05292223674212123,0.013636911746621894,0.02308318735568305,-0.012339837064968764,0.06730415647667602,-0.028219594375551858,-0.015816109618414252,0.06518125306512355,-0.03213362549384351,0.08218538156698074,0.0552941471886548,0.03688945132482136,0.019470317622958602,-0.02901845138951071,0.03691460086194955
VEGFC,0.14286209860491775,-0.0394260346479477,-0.018357003868085083,-0.015158576004163048,0.025288504245790332,-0.03415325506057541,-0.025622677699936584,0.027205690080957447,0.03171556532198508,-0.00942443947320811,-0.018294993639221983,-0.042565633753553184,0.0666610908807621,0.07063167353043422,0.015107561709900021,0.09056646446978546,0.014511746563402086
WNT6,,0.03882415785412411,-0.013221174329152874,0.009612231609147384,0.03302848671765513,-0.018487143316855765,0.02905298397463334,0.0032622550151329005,,-0.03081553718168377,-0.015966946607365702,-0.0476160407285703,,0.07904045746375547,0.05080298043719062,0.08926726142156614,0.005739297535219791
NRG4,,-0.0009442731012283165,,0.004820313985985936,0.05746933153939651,0.028283043234058818,0.042560071207041084,-0.005783465293561136,0.05884353048875353,,-0.021343243993669103,,0.006590104301476522,,,0.01759571359529587,0.008404651264413416
PMCH,,-0.00610194728779364,,,-0.01440374933762356,,,-0.02088873182253042,,,,,,,0.06802118828885091,-0.01807843075268371,0.025851941916945287
COL9A1,0.13653499817880985,0.026497052114540044,-0.013064839671956957,0.03340540346558701,-0.019532263753623894,-0.03672879750104172,0.11218049484855364,-0.030733205787101016,0.00030148657906032937,,-0.024320119128609527,0.000819318951987429,0.004965136597545882,0.009785182278111948,0.09181156229225448,0.014090695863318396,0.05614724301744336
GDF11,-0.007597849468604901,-0.02613040840544186,-0.00488942066315007,0.06275405304373256,0.0096810044630808,-0.03877119238597412,0.06151965333991312,0.03963261680582822,0.060199593370329554,0.025913900107375917,0.06668041151699357,0.0209104160893145,0.01711482381478584,0.02410690914343914,-0.01140646037065625,0.02037323793742782,0.11313397646254005
RAET1E,,,,,,,,,,,,,,,,,-0.027733797746435616
IL24,,,,,,,,,,0.2035729144702329,,,,,-0.01549991807721048,,
SORBS1,0.013645512398338553,0.01878426767172663,-0.041475576592704774,0.09299676025114188,-0.05541384759934283,0.016661044809616648,-0.011500671579029705,-0.03131794070112092,0.012569127572286821,0.01155220822938927,-0.02307499505000404,0.011419233539924876,0.06430888311779558,0.055933656693523674,0.00257065745471768,0.022738058995453874,0.04565890610649387
DLL1,0.1073261620127679,-0.010039184301016564,0.029518421589451057,-0.03618148340491104,-0.034016158544907346,-0.03485995295557537,0.07908418297910869,-0.04233152351904691,0.03781160561848148,0.06072499515891735,-0.004117552248818792,-0.013657703351303693,0.05439138925346898,0.027583355638002557,0.10438161387939549,0.02472581809179938,0.04947266270994133
TLN1,0.008921393365631499,0.017978708464930136,-0.006792371564287892,-0.0038751081879909027,-0.02373138805041307,-0.08568497779016744,0.13334028418813498,0.04649123274308379,0.03791749304354195,0.03485795982280826,0.02991579081537095,0.01876141799104275,0.02465754821850218,0.07343112203534069,-0.014432638525526937,-0.054935654523119166,-0.018829204354195637
COL2A1,0.006077527100002407,0.02296374121184107,,,,-0.019816420631657145,-0.03431984897677868,,,,-0.014896079052225356,,,,-0.00023884879470537364,-0.027457425613039238,0.06004751890839785
SHH,,,,,0.0021769749106497977,0.028173461497964254,-0.013013433350527225,0.040000890744466285,0.07355748366284805,,-0.01421670905299664,0.18752981574376024,,,0.04235813878968425,-0.07362293080145782,0.013545415060104109
