,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
TAC1,0.04114608165547911,-0.021608853101349874,0.13361850189828914,0.09047645596221487,0.07566161489531244,0.0008476413927597533,0.011824132275326622,0.033115386698131195,-0.0466597029756074,0.14843804051511572,,,,,,0.03439908819930862,-0.039660444417833424,0.06325918511772316
RARRES2,0.027355789754416097,0.03255569173081751,0.015680321512372485,0.0015325644739749846,-0.10058207754143388,0.03303420928467617,-0.02171500702400632,0.06140699704006811,-0.002431529059184325,0.01273585498286449,-0.030284312568563048,0.05781527643678842,-0.07353829269477744,0.03182714235662393,0.06155252891236275,-0.016009396473622213,0.018791472068585918,0.010204754740531822
FGF7,,0.014197015526875644,-0.0019481668976387297,-0.01536726918622692,0.06668475902134448,0.052160352005077196,-0.03933919356883522,0.02063659483624174,0.02281943623947171,-0.028285097835818587,0.026629896701224263,0.03153435340012325,0.03036728452524633,0.052102485834929615,-0.05439292940716907,0.021216897903855232,0.07073299435393204,0.0037809129319935544
EFNA2,,,,,,,,,,,,,,0.025415979363984525,,,,
HBEGF,-0.05936125092313392,-0.054839127456987394,0.007320990852959739,0.0052542350348299205,-0.026802036269490848,0.08994213693843142,-0.0034942021359156885,-0.022414263682942883,-0.04563876886331472,-0.06667422783963076,0.052952908112821565,-0.10131346393541467,-0.009146770272151616,0.029260085807405092,-0.026028696517425634,0.03633906901803625,0.061066336258705056,0.09501472127023543
CSF3,,,0.03503650720483473,-0.022393506853763553,-0.0462522883769648,,-0.0178350430358964,,,,0.02944982944034464,,-0.052883546861519096,-0.026741077779272638,,0.020445751405181907,0.03645990171374134,0.0516022315738807
PI3,-0.029513876972767136,,-0.023170861615816888,-0.030779967899040205,0.0015669907971987515,,-0.0200824938555079,,,,,,-0.06862029256927457,-0.09424933431785881,-0.018327144317798274,0.0030676235418038494,0.002025100244578665,0.041052656472041864
PCSK1N,0.01891014955776867,-0.025229182844190696,0.07277288267345208,-0.006900835611017288,0.03126397520986,-0.0013762359301098084,0.05230087179414238,-0.02204135350519714,-0.039821727819112744,0.22182717413307979,0.02867075423829256,0.0169612832848167,0.00528329631313184,0.018625660846027015,0.03992999239597388,0.05000529875983465,0.006795439812666718,0.021270206937410198
NTS,,,,,-0.011385919774779386,-0.01987389046541429,-0.02192141329278466,0.01093979451953969,0.04994477566823894,-0.030434073106294233,,,0.018898758730927574,0.00622411055729417,,0.07885149269529361,-0.02983110372522825,
SFRP1,0.06404428291439632,-0.020646681440007537,,0.0015971227056522095,0.08823992709012098,0.018470914262126353,-0.018186288629745383,0.015163737799758185,-0.011658578767044313,-0.06942528275985473,-0.03810767386721665,-0.05252088695660143,-0.01907464493538951,0.0352760204316977,-0.048512330611364264,0.013190970524312113,-0.010172281037494544,-0.005428453932344879
CXCL13,,0.02023687690578248,-0.02376167242814282,,-0.01992169146185168,,,,,,-0.0365539838075692,,-0.038679600115426295,-0.011139825787548843,,0.05558597643002193,,0.0776538107121869
MICA,-0.02489890284585073,0.0824836655711819,-0.017215463702741136,-0.05712349174341051,-0.026970315817601006,0.014039653107521652,0.025228232369062943,0.021573591593761706,-0.010791299003464675,0.017553093420253206,0.0461081317898501,-0.012202856947200663,0.030457382539611944,0.006955496819985502,0.050544947694711885,0.0037660519048167656,0.041980331151144426,0.08112321257983383
TG,0.03613056447050365,-0.016393590150347106,,-0.017690801457815136,-0.04263632553215567,-0.022939708618438196,-0.021525301279135895,-0.01618446434487907,-0.017533611283543905,,0.035972002749762776,-0.04159501327379552,-0.022881044892088566,-0.03716076648400926,,0.05342820535575831,0.005184076214900125,-0.04301286166053341
ADA,0.04857483093036656,-0.023783939941257787,0.08100023263070616,0.04292188759211627,0.05678154188301557,-0.011041183802890727,0.009051525163503809,-0.015002082459985194,0.02342102608655344,-0.09805729036379641,0.07373586563801052,0.04546888559614635,0.060554230532816535,0.01645519569811793,-0.01772326833249084,-0.042328811438768,0.08128167094408381,0.15183884000743467
LAMC3,-0.03468412506452101,-0.004933553453708236,-0.02484840299476755,0.04562615262504813,0.07324001459614073,0.09267456130708197,0.02364524737917035,-0.005636523207170549,-0.01800466026542309,-0.048464625793166814,0.009878628999767828,0.07637635105183314,0.041925142346326404,0.12236038042612442,0.05231378778687478,0.014332174245848756,0.09511914306053441,0.09494861244120163
CCL7,-0.017844645113601284,,,-0.012790421188888406,-0.026412484794151522,,,,,,,,-0.02580877709725118,,,,0.09651179612388697,0.03463668486039585
NGF,-0.03063836951128289,,,0.013141864916359613,-0.015332752591645524,-0.021890634842361395,,,,0.05877093130983537,0.03911094087216182,0.010600966213149937,0.014394470369130405,0.025448835055598102,,-0.016759349754609743,-0.014691533150969542,0.0542946170642805
TNFSF15,,,,-0.014242759565314124,0.0546178511059606,0.0030128559939447803,,,,,0.043013114661950486,0.03494048964824222,0.04436421740512801,,,-0.02988769360677108,0.10493723752200738,0.08183794466506011
HMGB1,0.013953280738221007,0.02603477713742465,0.06383174293663696,0.06366846554872198,-0.03319079642002744,0.04096118015296905,-0.027751170284134766,-0.00013298619116288248,-0.016439144379354967,-0.03479157009161596,0.02078778102954803,0.12366768205783536,-0.021849126769534825,-0.07066876059529778,-0.041628212118421284,0.03903796200954572,-0.06350785582574726,0.023736987311828803
ITGB3BP,0.019593632193627815,0.03470068619493928,0.025652646965475163,-0.01837331499602813,0.010948194882655206,0.06653957967738182,-0.01699200080077603,-0.0031408968696898425,0.009895792459964557,-0.004119607500379954,0.019928662184203152,-0.0989504050661993,0.02608405491399206,-0.04756700213619715,0.046187848219308984,0.034310632335393894,0.012316823426287947,-0.035316423838939445
AANAT,0.0015137888073000197,,,-0.012959455930493654,-0.017620867959948612,,-0.016087691468896465,0.062133407867389766,-0.020211274581055195,0.045951057449380134,,,-0.022641579846000914,-0.032313727879812154,-0.02668126890123139,,0.01243961431047386,0.023707153636930763
RELN,0.03278363045626128,-0.03847037691425044,-0.03685249761826592,0.0288550042865781,0.035390743278757554,-0.00807302615508629,-0.028803641069552577,0.0035923200353529016,0.025705139875086765,0.03397399236822131,,-0.010742666225473494,,,0.026049413704417098,-0.0361010948780458,,-0.01701661284342698
IL15,-0.0427234878698747,-0.020885183044233493,,0.024543885985974685,0.06421216072274732,0.001537934907179979,0.005836403783476619,-0.01825991448055151,-0.03061419196947226,-0.01805162878665652,-4.19768064247237e-05,0.006238154516454837,-0.02015349337021879,-0.018713816773999425,-0.0332266764216756,-0.039864625265065075,0.018607626248869538,0.025014997450372917
UTS2,,,,,,,-0.028410300063476248,,,,,,0.003246047890542797,,,,,
BSG,0.013233522142781602,0.006091087416118012,-0.0059923691292710305,-0.03348979327636994,-0.05512592844905005,0.0645512557083083,-0.00344232334417876,-0.016492508101862136,-0.014398508388801447,0.1740020445099656,-0.01614997854895634,0.013824304669487652,0.06577362554201929,0.018085554989794674,0.022348970083435653,0.011823498914144226,0.08342913394787078,0.08370861421171001
ADAMTS3,-0.04268278742269748,-0.028804726455766993,,0.007850439769791107,-0.02538124840666149,0.021783604129689424,0.04467994093581198,-0.009078347978456558,-0.02891263213451868,0.04231109931922414,0.06749285424758712,,-0.01451281366913734,0.06578713876993961,0.08413378061710457,0.08091624038973771,0.03185097713481439,0.01712091260912315
CD34,-0.021313156295550584,0.06801213654128545,0.062393153666538755,-0.044099440683108726,0.07826865146473218,0.039881809526086956,0.06419909978011203,-0.04365409995207366,-0.015599271028519879,0.06569247180768331,0.06959591023056777,0.04729504806035698,0.07855589968762637,0.03460024370633192,0.02565901080578917,-0.0445232199364182,0.107281590529997,0.040639943934035
CCL23,,,,,,,-0.018305239138669323,,,,,,,,,,,
PLAT,0.01270475507125545,-0.016354952144019157,0.003614352879151971,-0.0034148846294207447,-0.014221218198015202,0.04164394199263823,-0.02372071518286907,-0.06877433168862476,-0.014077468793929269,-0.042885716810110164,0.05755280224846723,-0.06564407975622741,0.04392974646327049,0.11069493806549924,0.02946932923479368,-0.011057992926605987,0.0925788954417511,0.11179248374132317
NTF3,,,,,,,,,0.04903005024007299,,0.03615227861512588,,0.019527466193516217,0.07390394029779762,,0.021459523074088115,,
LTA,,-0.012055897725588065,,-0.016393144944108377,,,,0.025232434536436442,,,,,,,,,-0.011525729988360168,
CKLF,-0.008965644049361211,-0.04078414350250336,0.03735099379327585,0.012723184257953837,0.015186120074963668,0.02976312472527238,-0.009550539077646672,0.015566132708754775,0.032213132020030476,-0.041725986827562477,-0.0229678929033641,0.0530101293587512,0.08161545891866978,0.07210881206634803,-0.009476726198716224,0.0034652305797849415,0.006079599119524098,-0.042421140422366645
APELA,,,,,,,,,,,0.08395571316653687,,,,,,,
CD24,0.02487380577444552,0.0193367757206008,0.08297603593197327,-0.011984650498970536,0.0064469907183005125,0.11394534950292581,-0.04382210403853862,0.10548073356286145,0.036007304687678904,0.0345427425832354,0.04920971742695961,-0.1292949104167248,-0.04943531866570162,0.032510878687749364,-0.033555602657321416,0.026512169859825786,0.027440617110422266,0.02932424838587606
HSP90AA1,0.02885508956298976,-0.02437144187957001,-0.1261759217239793,0.04502023000343953,0.04069948919059865,-0.05495161393359563,-0.00010838363133211579,0.014708543342649904,0.04453340907942728,0.21737285096743192,0.022894338413367684,-0.1002003993288538,-0.1335596357148257,-0.16059360089287164,-0.05662993691864089,-0.010692678644612295,-0.09096871101989935,-0.02014633295491796
BMP4,0.035496419337168524,-0.012779958305916658,-0.011426452338627841,-0.03824717507034582,-0.03419614072386074,0.048241731390959594,0.03096048365333906,0.0013260150568983249,0.01224961920483091,0.08712386577112648,-0.03124368577024628,-0.10207659115865127,0.004471483702670727,0.006432046656000811,0.08632170088008445,-0.05258133744102113,0.06663787014680331,0.024570291519065052
SCGB3A1,0.019961542224948326,,-0.034978979633475106,,-0.020984278451155906,-0.024143125451199055,,,-0.01704840778932045,-0.007627436648058421,0.06686885428613434,-0.008238752665336047,0.004923705680105936,0.09701116029883325,,0.04608281743490808,0.0771465999664189,-0.038252486459649494
IGFBP4,-0.009411790649727764,-0.0013978140128337916,-0.019050450130244666,-0.04382446935535748,-0.006743643605485776,0.0716392339525743,0.006372361025026397,-0.007973906798104603,-0.0062336599008678256,-0.06455898142463035,0.04143037754979571,0.01382924395534074,0.00016613937106027226,0.029192184188585883,0.004151926770766076,0.015042099015674314,0.11828652202023976,0.08396024554789305
RSPO4,,0.04686552199948147,,-0.013140196829590816,0.03838126707416283,,,-0.016303523645290863,0.11449722117955827,,,0.08959205729225761,,,,-0.011908845772570347,0.05654191393875989,-0.042161569337871
LEFTY2,-0.01371194036911269,-0.012203962492385409,0.10216692960950612,-0.020465337710595756,-0.03759204843138878,0.002454452457247445,-0.019207208383344318,-0.03234297577645018,-0.018693784913209048,0.0438511099597902,0.035410737584845274,,-0.02190872914235825,0.11294703145285999,0.0017669012152664604,-0.01423199279122076,0.00504609141572778,0.06888536479512986
PF4,-0.018510952969754527,-0.010966477549302144,,-0.011159390500982342,,,,,,,,,,-0.02851944130492266,,,0.12422374680835475,-0.014049264597241144
ANGPTL2,-0.0006281813321799708,0.07416696020240506,0.02331350137506209,0.039934140123303236,0.026978013878613375,0.07441787587811002,0.016520067568459626,0.009261159468892607,-0.010648400106791342,-0.1104104257577661,-0.04083438409936124,0.10040972176702444,0.040384974050652146,0.09421361767609278,0.038008872749796856,-0.03831547872282682,0.06330652692579415,0.14982044158965332
LRIG2,-0.003928166091032064,-0.011180468812900753,-0.05076396531282968,-0.024214067632363816,0.03662740315390504,-0.006545196373646395,-0.011792949200735963,0.010898092894584585,0.08681966750243758,-0.002118136320009034,0.031149358725342528,-0.005765096170498297,-0.021238502517632565,0.09445694059415627,0.04199019067482962,-0.001379108151840328,0.036816914389589714,0.011777046630400278
ICOSLG,-0.0268690429514213,-0.041125366074757336,-0.010597338727521229,-0.0010933798324944655,-0.033779156133237606,-0.0058359344963462316,0.016361734733798948,0.0024632072077490842,-0.0235228599285195,-0.07233610183770767,0.036471276190726036,0.0666777305324699,-0.023389048166492413,0.1228366260160444,0.021706003476009383,-0.04754349908428325,0.018626788540430296,0.018121392456950814
WIF1,-0.03330745529500584,,0.03713096917416146,,0.060605316525557625,-0.04795016407371841,0.016370365646849964,-0.012581043036985078,-0.03208156897477656,0.13992960543916821,,,,,,-0.03885686157819278,,0.015119259990716572
NPPC,-0.029040119646374783,,-0.0438840253824671,-0.017310966644425704,0.0361034872638174,-0.0292937185695903,-0.043315472665104625,-0.02454161750537824,0.001369409579350217,0.04511136595070411,,-0.07621811082056976,-0.026826828177878372,0.0014898922029728543,0.11331076564683844,0.016096808330465298,,0.015814359081525255
LYZ,-0.040774190359289114,-0.00467337902258087,-0.02178436362761514,-0.02180145053763636,-0.07677059550846639,-0.013457361814757917,0.04191355279514135,0.004787247640623098,-0.008755461915917077,-0.10255260943148693,-0.029447785070082534,0.01569794317327185,0.02267551479704726,0.009592213849617125,0.020823966966241066,-0.0037604365419291507,0.029635916822947885,0.02933492063758409
EREG,,,-0.04410986968949456,,-0.03408225718221755,,,,,-0.031307787836771135,0.007285105356610205,,0.008312393027738283,0.012908391185194087,,-0.03631413030206691,0.01631185167801696,0.05163077478270395
SPTAN1,0.04377413967819798,-0.02567382953825491,0.06627781339594109,0.05150666116090807,0.09222359552381787,0.0011173869980349387,0.08604937819527442,0.008037576314229673,-0.025001268772529586,0.18984205397774526,0.03886007553606187,-0.11736398874600878,0.0457772266490166,0.04752511441905114,-0.06092730006744606,0.060667128291837555,0.007397224663434542,-0.012883744942958148
PTH2,,,,,,,,,,,,,,,,0.02688428023604192,,
LIPC,-0.022662271942559795,-0.01650513481041437,,0.0242242701455342,-0.02344823810903865,-0.0028772760495598005,0.0498253390438773,0.026561162557894518,,0.04369231744338414,0.002051624932402933,-0.06937856337843212,,,-0.03107011503871503,,0.09313293722901415,-0.007439263241461678
COL8A1,-0.07154661497973694,0.09051265029600804,0.008497288505040388,0.0011715168795585155,-0.05021222800504197,0.049427357859747736,-0.04114439232443436,-0.017203820305695196,0.003447543652702181,-0.0396831381698497,-0.02313440878136968,-0.07851930484916192,0.08275809735531885,0.11271586507091685,0.03210765533709305,-0.07219299061466564,0.05115349748429607,-0.012467278998843595
GSTM2,0.022196424955228063,-0.024030384736872582,-0.024756124571877904,-0.010196798078041773,-0.03996308792180411,0.07701194825984231,-0.03579651142261367,-0.022796473728483573,-0.0313371786033136,0.01414048968358452,0.06567237821580767,-0.09541566048572771,-0.04057939664881624,0.08805547792363219,-0.03203517596860261,0.002083383691713439,-0.03278338766204574,0.06741918382349724
SPX,-0.02702765220686695,0.007310387018677686,,-0.032861152756655417,0.07996697095462202,-0.04418768214278442,0.05984173731907709,0.06430581979081168,0.032098626369335484,0.03183924247988517,,,-0.026021597935392275,-0.023841623881260595,-0.03477489828164177,-0.05084592566191718,-0.03396581365149031,-0.073008765076484
MFGE8,0.026191391536908644,0.03361508546588052,-0.03638230890205644,-0.007339622468083226,0.03270896103789179,0.054198717729794794,0.046323286306952746,-0.010197040640548055,-0.02037610638338079,0.028031845158117304,0.03599311467627616,0.02736959088516171,0.021845347181552403,0.05078890973278364,0.017910581622444438,-0.017361668396401905,0.0898303167611226,0.06359817914918628
TGFA,0.028147911973579475,0.0024735634645690744,0.08067480905436078,0.03879052950826465,-0.003947628053497544,0.052304486180667104,0.024803654475614247,-0.03760191963347522,-0.019101565191212116,-0.05974918172648878,-0.041037646300359526,0.08633919882430657,0.04275942546793672,0.014596893591982116,-0.011569978927878437,0.022477782439633602,0.02642068500271313,0.031918437127449226
SLIT2,-0.0030070770510387695,0.07691393886481411,0.05535967457266872,-0.020626220377632475,0.02257525467551511,0.007266846449661394,0.08492530800654662,0.01658850725731,-0.009696651705797898,0.1097801949669368,0.009993980317569836,-0.03642137165168728,0.12100527463836959,0.049970315017595336,-0.03763383295861459,0.08515164407059582,0.039657392659250064,0.1164325579617167
PLTP,-0.010779405557172593,0.023291151251224516,0.06931222918038532,-0.0448964017503968,-0.0772912359886466,-0.0023152647406073823,0.0006627930606287265,0.0764256592399817,0.02544531461415007,-0.1282539866751716,0.005516059730694229,-0.11624087379047794,0.0024647158173588153,-0.012412597914355858,-0.0334374219044625,0.018720241253009,-0.020704114155773428,0.026497236087187577
APOD,0.024849436808149383,0.0002066277868801286,0.06537917637719724,0.01450971798324532,-0.015144228007854485,-0.02471837316209653,-0.09825598767416269,0.018445884341890696,-0.029688299840075844,-0.15764790800155076,0.012927111235470697,0.06048870846953739,0.11587240255657469,0.17321268492152156,-0.02773138945470364,-0.07192932968064931,0.02377507619859279,-0.05434003249457543
B2M,-0.005112614358642554,0.040111193245895675,-0.0036145876032984566,0.0454704427764848,-0.11336377115446666,0.06782173562542809,0.018227487470622784,0.0665378062969594,0.0007627519309577435,-0.1969105602861924,0.039584475983937634,0.0880160021181816,0.020315102824816633,0.057731488169444185,0.11044331624038015,0.006532789375045014,0.09547604310678508,0.06898839861136968
OMG,0.09216307074713222,0.016905664746826685,0.12666936193304634,-0.006853501423437333,0.08614148592150596,0.028848286712829983,-0.0062824243167113585,0.016837425657516798,-3.125026549094361e-05,-0.05803081956023046,-0.01928435695705947,-0.0996107150282383,0.07503224922940901,0.11810342509591115,0.0014161541902999533,-0.06544136127513497,-0.03320277381873442,0.0026956163975219447
CXCL3,0.0022537697915495348,-0.007458479410483044,-0.023432641011827304,-0.010434015663069408,-0.03293036131133211,,-0.021122369865462648,-0.05368997441823435,-0.018238190030852513,0.02017921619401011,0.04978055672031449,,-0.0389670295307948,-0.05450615950255379,-0.0187889624093126,0.012348735207914711,0.06671302952276532,0.06368669819976576
CXCL10,-0.02263299429869064,0.053596353856459694,,0.01038694520989203,-0.015966278433493002,0.07690692597043905,-0.01692826348838547,0.011321505373293173,-0.027705145541011705,-0.0351217577481396,-0.02627691186991276,0.10981749323583413,0.005343740067871866,0.01641551900504371,0.05760090496862599,-0.05711543123025393,0.06919995460146791,0.0333746235733728
RSPO3,-0.024239680621315696,,0.03171226581634237,0.18549655242456586,0.21201194821499386,0.07506191104517575,-0.026416842431728912,-0.0014575990912987183,0.02560150979123159,0.22716368854141059,,,-0.0042162904733061175,0.01890520294069903,,0.03370938262893657,-0.033777819507439195,0.025277081166291748
CORT,-0.04587176059059118,0.013305684581161666,0.13809930286859806,0.023663511724711535,0.0655161434635188,0.1135230681619928,-0.008918890389285923,0.06131029839779577,0.023920697589666116,0.009721957713311991,,,-0.029428835854801036,0.011806447079192987,,-0.0025250693628280064,,
NCAN,0.05815121246157804,0.006105614895174871,0.02683355491029858,0.019472854133984804,0.06335384911848985,0.008651882013344816,-0.04010139737964931,-0.02777579168946364,0.036357011827310944,0.10813222561625892,,0.1286911083878251,0.05092460530532713,0.11754283538669737,-0.01378504324488246,-0.00880129602284889,-0.035847373768095464,-0.011642603646384295
PRG4,-0.014191494812076785,,-0.021529472901012595,-0.012790423182085684,-0.01678884395142061,,0.17919063393060564,0.006388469118632106,,,,,0.07827508306694206,0.0045123172481390805,,-0.024482647158660036,0.0743942868316154,0.11368858181178701
ZG16B,0.09019039030086186,-0.013196373364018434,,-0.014844850368253828,,,0.040829290843957936,-0.011138393342378686,,,0.010485740748311255,,,,,,0.019915054960922284,0.041844452421132564
TGM2,-0.025979978339462702,-0.0060372134426950165,0.018889868389305786,0.01688385682237336,-0.060714250005888905,0.02261547482661177,0.02336046770482839,-0.05805229864039091,-0.01189114531540449,-0.03628480037713568,0.0007736218753217465,0.06376528275560929,-0.02259186754751288,-0.010707976478724759,-0.01839815661970937,-0.004996574599202263,0.03043234020399419,0.038429414334000454
VEGFC,-0.023628982582206397,0.0018955820351025826,0.017546165938913633,-0.022795958870809117,-0.025843594126349432,0.010155145240645905,-0.030171331661109198,0.06715970253243053,-0.017451056112254427,0.10381229836581861,0.030584771458458594,0.053047803773935136,-0.03321441347329912,-0.03876317620042895,0.05528023526972189,-0.006593327654931291,0.02529452513894375,0.06354976379509257
WNT6,-0.02879194039928727,-0.012203962812672341,0.009276862583335401,-0.001496273213957007,-0.0231334106267086,-0.01939918886641787,0.08050169831179413,-0.024788097103367625,,,-0.038412753110922904,,-0.03852785521344828,0.04625354358913542,,0.03651153537809622,0.009838721988648796,0.021675421374367454
NRG4,-0.016435544631136174,,-0.024528579985361128,0.05759056632121944,0.006219416815400578,0.006892177599093589,-0.014541495950937441,0.01869732074208255,0.012137147600990553,0.016387774285182365,,0.07797840195751125,,,-0.019900351708481916,-0.05519757648151672,-0.03377782329312688,0.00575716011411032
PMCH,-0.01894284968145348,,,0.061094133683556935,,,,0.017108900275512297,,,,,-0.026232845359289127,0.00880331443330511,,0.0939090390003011,0.0331897763432023,-0.05323999908302774
COL9A1,-0.04964002139517253,0.0038816484376024423,0.02921944840207749,-0.01625810457757785,0.011392836676077345,0.06363718971957977,0.001019480740166786,-0.009692211542495256,-0.01886102985416809,-0.013433325711527444,,0.009695495815377795,0.04413420288045575,0.10321949494186157,-0.007899638799808645,0.0026793540408674684,0.04675113244959138,-0.01807612735622156
