,MGH258,UKF243,UKF248,UKF255,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1
CCL17,,,,,,,,0.05984930220824203,-0.014269316624486742,,,-0.02031831630481536,-0.028748612238895434,
VEGFD,,-0.010525736285556406,0.0009630109942513768,,-0.016770286006143567,,0.008080405172494568,0.026190005006060495,0.006293269808771678,-0.041690442172221155,-0.0031248727964068622,,0.020475987382349254,
TNFSF13,,,-0.0033691133591962578,,,-0.019876590200409567,,,,,,0.02821765949543518,-0.004553104928511314,-0.018919753659540475
WNT5A,0.04900561780271416,-0.017232718002130082,0.06549150781467847,0.11035309042094818,0.033542300901900725,0.113683434603123,0.0646792306315054,0.025304120611822294,-0.02234058280198322,0.008509420443429939,0.03673245866025169,0.04189857063160386,0.027182207685727617,0.010226448697255513
CXCL8,,-0.032841869484985915,0.01572312336943886,-0.06874153754023453,0.07419635777772415,0.02320901527021247,-0.04346722973259609,0.02918020731118933,-0.02913943618071287,-0.03613130810374898,0.03498993513819452,-0.043294322367114974,-0.0779664794493965,0.011278931242640313
GRN,-0.05170388814395226,0.014026510199676608,0.004066216874748748,-0.00850620657354595,0.02435546058796416,-0.028489260048598985,0.10057696072960289,-0.011186678841295296,-0.02932017942565179,0.039549656180556204,-0.007407490201963432,0.018425056735868636,-0.05611143427245645,-0.013355067343717006
MIA,0.014078405166376548,-0.03956319415819666,-0.042255539058379435,-0.017757237152954543,0.01907636925064283,0.10885659336431211,0.032180039791343276,0.015299110753608649,-0.020944284375451424,0.04624958468028844,0.0970365947019099,0.07031697517431842,0.07941908645362825,0.0064587690799030465
COL4A4,0.06631763997206133,-0.012200916679465608,-0.044097331995570845,-0.03395933072375648,0.006512227612666199,-0.01891169741966885,-0.02172554628495258,-0.02188265254695592,0.0470647686508848,,-0.050279878043942995,0.08197924924907728,0.05609832737848443,-0.03395558208840706
TAC1,-0.01840845134814123,-0.05077109843733941,0.015946793422016856,0.07719293066573345,-0.037778483823072,-0.031740229633275475,-0.07622727449648047,-0.003311952783466322,-0.03600550255648491,,,,,-0.029068489058875883
RARRES2,0.05351562966995432,0.03983298858064263,0.0604820498484485,-0.017240906111227753,0.026317664313942155,0.04639852215872024,0.09654508101963727,0.02961309670585487,0.01444704144123522,0.06673872476767546,-0.1163392142226549,0.022706148900712438,-0.03392164720510857,-0.050124705269078654
FGF7,0.009279477671845364,-0.04382502454465194,,-0.027064355685918813,-0.019735480798342888,0.020452825198300512,0.05080194249228733,0.01770073575656383,0.014264804712474839,0.08584897954196635,0.03239402833489498,0.057537275295130655,0.03398755443580755,0.07694752923947856
EFNA2,,,,,,,,,,,,,-0.018927913892452766,
HBEGF,-0.03877430755603776,0.09092589912748103,0.017341069518985994,-0.023409837581189585,0.0722162754148708,0.07681933972260194,0.10288030752092564,-0.008173138003668022,0.04332561225852046,0.0018168112044505717,0.046198288252325324,-0.019774618526612147,0.04101498677856632,0.038800783767436384
CSF3,,-0.011782464493525588,,-0.02377024062527621,0.05945780114941755,,-0.02298520980464038,,,,,0.0019750868773315013,-0.03985126215806868,0.06802259062612798
PI3,,0.06750855870912735,0.12310674102494867,-0.0563150244991897,-0.005952629784806177,,-0.00994186320501865,,,0.019834987612958602,,0.0008439216460783575,-0.03321253469064683,0.05611273775262982
PCSK1N,0.08036363367088352,-0.0003446218538258232,0.040349620664072716,0.10805368007699974,-0.02492734888810658,-0.03361660524476528,-0.05078024019834088,0.053192516188174783,-0.021175372684233258,0.08290580805374816,-0.05479908480512334,-0.012449044434034653,-0.018568483296280736,0.040555675015667536
NTS,,,,,0.0013045548441089033,0.08685041146265968,0.001180702304531041,0.051219615011812596,,,,-0.04740051688035565,-0.02306007125220754,-0.010143651859070782
SFRP1,-0.026784761705104538,0.012613240273306354,-0.006403817689995392,,0.0002328311604798491,0.03455067870033638,-0.0008935101727939879,-0.039983253511092796,-0.02206884025729008,0.027033833828292348,0.045713803339313006,0.030718631901211973,-0.006773674816357548,-0.021457857284573372
CXCL13,,,,0.04191193914151569,-0.018960048505803413,,,,,,,-0.045639104259145406,0.004770025222105769,0.031687509440129984
MICA,0.034161126342825206,0.015536204634104961,-0.008202212880884251,-0.01545284554038359,-0.01955571180988217,0.0451486927784619,0.04936955421267965,0.009459938553762167,-0.056686567621782306,-0.020869187445018228,0.062246609193026325,-0.03190963112525114,0.02744205442550134,-0.03942685275620532
TG,-0.021319236513545278,0.04171912636524798,0.0003155929092952868,,0.03650872722560051,0.0014647281679224394,0.08474229777070458,0.0722318446673212,0.011421390547930586,0.006290478841969513,0.10073127557627494,0.09349438436179673,-0.028400998591668208,-0.019879646834406392
ADA,-0.019102938660066186,-0.047789336593779735,-0.054075101681362994,0.07441686854153429,-0.04076160838638108,0.07294949299089032,0.0992643103112812,0.011295297019603242,0.0019848873708010906,0.01288433507381693,0.08746300260991015,0.006939976889429405,0.05412144575985729,-0.058799885386411246
LAMC3,0.07020135520360052,-0.03792944134270437,-0.011810085158628525,0.04265590856254371,-0.0645474390933891,0.06546266753170041,0.10781037976495592,-0.031981897138556856,0.006432406526982176,-0.059238143799926486,0.03044232031125171,-0.01564552134750382,0.003121777805834167,-0.1020402272484992
CCL7,,,0.14084246376354384,,0.06288008026620764,,,,,,,0.02684779171227419,,
NGF,,0.0526882836545128,0.04722891307034468,,-0.02683169028810227,-0.02542967540485216,,,,,-0.03139442816459634,0.015588905335602463,-0.018673490885690657,0.003129469331396528
TNFSF15,,-0.028893378888916202,,,0.1212211851392388,-0.007249933018172842,,,,,-0.016575252774552317,0.028342579313009406,,-0.014999621992511595
HMGB1,-0.04042476765468541,-0.03273474628960219,-0.024659325416258072,0.02748847914304634,0.005907390574035647,0.11511833203978775,0.0779083283075223,0.013563676650700148,0.023203382634977676,-0.03393892861529552,0.10479201548749088,0.044673683062083726,-0.01881428429598371,-0.013903195066782892
ITGB3BP,-0.04045643329135657,-0.0018437477184436518,0.006672174850175282,0.008095420815587966,0.03579793051998546,0.12501685165742576,0.10240364586646566,0.0041764718179316904,0.042742252716419106,-0.05364862688790203,0.0006212191714939383,0.10539393125468345,-0.011980734934486,0.004252783388290224
AANAT,,-0.041860621422562506,-0.03388511128574457,,-0.0167702884001964,,-0.02073328126770753,-0.01898990330079512,0.017057731750406736,-0.003429822534838518,,0.021560133763535137,0.10033252755578893,
RELN,-0.0176742122885748,-0.04026952955464915,0.045175842315651145,-0.02676892286040948,-0.0348742742822043,0.04049383634685248,-0.06083795251474226,-0.008135948049221998,-0.021190654299051644,,0.034088434881202896,,,-0.018117917823000085
IL15,-0.002742877552033926,0.016202767138425403,0.028150278627009237,,0.10265531955087141,0.04755548737714892,0.05633053729808821,0.015303440495871257,-0.017752321752961,-0.05808655074145039,0.04774568508513558,0.05884312912578556,0.013418447395071066,0.00323859112726542
UTS2,,,,,,,0.11343837119263876,,,0.032652547208793056,,-0.0032171839486841883,,
BSG,0.11437046218479628,-0.0228624411670408,-0.03615379527898413,-0.0023194063238814767,-0.021744934653645496,0.0024249291879982838,0.07239694256789242,0.009597598167743275,0.02689626215639131,0.057676358832729195,0.019784486140022414,0.051349545843107094,-0.05882156652298588,0.009998586526523232
ADAMTS3,0.04250924407345988,-0.02324526191509684,0.0006292620880883512,,-0.021759989893562134,0.0295566921764333,0.0953823702205525,0.0450052191776381,0.005345784000687645,0.009892556765854672,,-0.027749858986029968,0.03300412965770973,0.0003398610273194259
CD34,0.02579360006667406,-0.039398509397275426,-0.0438445318768484,0.08248573264342494,0.043319035044638916,0.12807670066987198,0.07792634695122579,-0.01224959047957664,-0.03286654060822534,-0.01943029885647124,0.05441389011955365,0.011459830995216797,-0.035714100728595155,-0.04203535650811053
CCL23,,,,,,,0.041006942792030585,,,,,,,
PLAT,0.09091813944439427,-0.012325812539728566,-0.03990045983818509,0.0726835106997043,0.03218984365054289,0.08792371653454478,0.11047442148460275,0.0013647224728204532,-0.004497301112202769,0.12088307272601305,0.0014138887231185259,0.017883733465883397,0.055462958970853904,0.03160403973295675
NTF3,,,,,,,,,,,,-0.02027963346020463,-0.022949517394269807,-0.006310765386658595
LTA,,,,,,,,-0.01828925593609849,-0.017752323944315883,,,,,
CKLF,-0.027987555267495218,0.027057649580227036,-0.028970178709746424,0.018942771989395833,0.04794116514258783,0.08233031937079988,0.08621375838829033,-0.017184377437200735,0.018485259691000153,-0.011537229170602492,0.008597231276973163,0.11370904868292742,0.0830328693644052,0.07385578668035246
CD24,-0.04926225568258335,0.0748596762696168,0.03386194655460759,0.060473227954473845,-0.0009083832811232094,0.05428177506143774,0.0020183488282464646,0.013466023404000545,0.03385355791377094,0.030053011965254506,-0.0835270538689974,-0.014269513666584369,0.023410557021842495,0.02825783139668327
HSP90AA1,-0.11418249954675325,-0.08422617866020332,0.07302735264176749,-0.07394315883428385,-0.004588307081284978,-0.0759412332526527,-0.06808286873636178,0.03486292194168303,-0.016326981427411798,-0.037442418548804306,0.013370009753547374,-0.06503038834938579,-0.07692056314528095,0.019166117274920718
BMP4,0.06259789513186975,0.06169990125280653,0.06304643555606022,-0.036793579306304725,0.013543494667737781,0.16947580226077086,-0.03949442367504797,-0.02399468315377956,-0.015126813539136483,-0.03808823860081216,-0.017331394097178637,-0.02889836052168857,0.010862904332962222,-0.006719569265180674
SCGB3A1,,,0.007346030263862714,-0.025408036579866115,0.10668324022841386,-0.002134746658234946,,,-0.012387336883677949,-0.041690401645348756,-0.06889887287138426,0.0436808375828876,-0.036232891256269474,-0.031149481837334427
IGFBP4,0.02765690491244615,0.035962809283703025,-0.018550418965019636,0.014112583238543253,0.05190085881449346,0.061726451274125606,0.1408382877606679,0.026832173214250438,0.009843064697002175,-0.0489882917284353,0.019088468091582766,-0.004017923581063852,-0.04010072000875978,-0.04886503350978153
RSPO4,,-0.02853085191882171,,,-0.02305017649682473,,,-0.02127151807524347,-0.02462526809159389,,-0.014653550039829034,,,0.014375465352209375
LEFTY2,-0.02110844728775183,-0.04778936152077327,-0.04276902066658177,0.10386386107137195,-0.025071851618744687,0.15157089052334297,0.14445042966525626,0.030506654311690157,-0.021915045657795514,0.025166006376624733,,0.00814661087844867,-0.021763700251889274,-0.015427605480680099
PF4,,,0.005484787503431342,,,,,,,,,,-0.01734874352295923,
ANGPTL2,0.025238873800014675,-0.03817695720908205,0.0788797706081251,0.04241193838423307,0.003896540011747269,0.1342152816470667,0.10514713542370764,-0.005874807812576341,0.045573578850299466,0.050085493408480154,0.07976436643953265,0.048261672822039116,0.06029588595820977,0.027552965654384965
LRIG2,0.029125586392881504,0.05517593720399942,0.06237119821559139,0.032019286820022655,0.04790344080962853,0.11687395355897819,0.005066210000705821,0.020225581502909432,0.02319184527445299,0.006249317569372673,0.049810015257850004,0.022708579759946307,0.026913376919022104,0.038993313850311184
ICOSLG,-0.0584512034018064,-0.044128764935620575,0.015616293607963353,0.15668227712750057,0.02129595034682157,0.1028176384306262,0.011941246494804776,0.004954744628742721,0.028000193993338772,0.0005627846188705688,0.06856053660892587,0.03723511588740349,0.08354999548282822,9.343776715387078e-05
WIF1,,0.026659786925530286,-0.03515567370472281,-0.003933607612119274,0.012189716189422694,-0.06890600166163942,-0.06411279828217795,-0.01641472666824041,0.00793127699664855,,,,,-0.019500943871968646
NPPC,0.05644299926929225,-0.027187825005357564,-0.009692133669828762,0.0014839321302651388,-0.04020925687396249,0.08648299505401065,-0.03450423670881035,-0.02335707573858504,0.026617314820029082,-0.05208303260540706,-0.01607901674466867,0.06653386611076065,-0.01994089070726462,-0.03780114058927809
LYZ,-0.07855569107749655,-0.03544489534377564,0.057436096624137276,0.03243218633001527,0.031322646405943705,0.01718649069978839,0.11047687430728692,0.05529570532510618,0.012505688939489031,0.012166039612552512,0.03761013394539434,0.011892281321182925,0.04607486524704253,-0.02233090264790864
EREG,,,,-0.03204053389628452,-0.007842434664557895,,,,,,,0.05748367649635899,-0.0403411027980815,0.06381220373830918
SPTAN1,0.07179644886623605,-0.08071339679977436,0.016705002976322703,0.0759295353268976,-0.033634164554183735,0.02271762010744318,-0.0603686935402934,-0.01774802141215572,0.002889969313403708,0.12469495561520516,-0.09585318822374735,-0.02270658061144887,0.015561557680538756,-0.014280088362858134
PTH2,,,,,,,,,,,,,,0.0960694568851818
LIPC,0.04008536217817519,0.02537503506655635,-0.01828936539935877,,0.0913471536069481,-0.02229287278335298,0.018517042924902576,0.04879969071839982,0.08396874088637599,-0.03755001881245036,-0.015001382800972622,,,
COL8A1,-0.03636795965426905,0.011023378590924976,-0.009857803368195677,-0.012479845711737372,0.0012294600959952247,0.0646375527821657,0.07414251299597074,-0.0008445487981194497,0.07028814528422651,0.0307801599054483,0.04844312397529327,0.03978297358250886,0.0094441837394679,0.03061730448826526
GSTM2,0.11047794271266859,-0.023745452265359707,-0.035692281144576905,0.054366853261309155,0.023987280692090347,-0.018579408608103358,-0.036795001511809984,0.006090198790998472,0.01755449284550088,0.023043559213056567,-0.04825017975056687,0.015313019122852132,0.03563274368289608,-0.000831671224361439
IL4,,,,,,,,,,-0.0358942342821194,,,,
SPX,-0.04517241730123075,-0.06117310999546749,-0.04797162628077993,,-0.01892867992432087,-0.034596485719385235,-0.0617235193040829,0.04288769119979981,-0.04833882645883809,,,-0.002184945466590927,0.01614649339351786,-0.05162534739246174
MFGE8,0.06133062856231037,-0.0002013549615649214,-0.010168638346866252,-0.053416807284307664,-0.00573679700701489,0.048266642519806634,0.056691648644827154,-0.035948334634168216,0.0808461288571788,0.06228619214600182,0.02747139151492731,-0.027042986794452564,-0.015110014867226533,0.03510568308798411
TGFA,-0.0012900350307694837,0.024464178561982193,0.0003589384018710521,0.006935000942275915,-0.024425458093552576,0.07498305922999834,0.049725265398803224,0.04313046273725358,0.029816227326758576,-0.009947051017606543,0.09799530263332734,0.1240196379875283,0.04160579043252739,-0.01441888899939105
SLIT2,-0.02194058588998794,-0.057819698688862324,-0.04657824229484261,-0.01888503602213826,0.022952478583786167,0.03847211145075275,-0.013598582054751049,0.013334956979028902,-0.03993179870258905,-0.008750311985646617,0.0010876558255508324,0.11573141662029952,0.027652304519912702,0.05096834203901349
PLTP,0.03274221154319344,-0.008366090280975558,-0.014359793487481445,0.13443035133472736,0.014900960750901153,0.06768197773168924,0.1258829384822067,-0.04683524531281796,0.053583469799631696,0.07774334922805524,-0.10146593843118058,0.016312378769828766,-0.020022569624927513,-0.019005275409069676
APOD,-0.08194360143273507,-0.07019689607378031,0.03866850921477141,0.07639521596192805,0.009922944784306553,0.005140056064132465,0.0293872274868674,-0.026273620122951834,-0.02581368825664281,0.003092140894008285,0.01389286892672555,0.07209828638738296,0.058134078819598055,-0.028556141420957554
B2M,-0.00918616089943984,-0.02263447742255587,-0.010222548002718716,0.0887197661165748,-0.0027850350462659606,0.05719467080643079,0.1566116867831525,0.02413890765558868,-0.009918137324221763,-0.00536161937186243,0.09314715792811819,0.0854654028706063,0.018228275651275733,-0.03540887677043143
OMG,-0.056617286007650584,-0.025811666990781922,-0.04370689945310285,0.01393836753183965,-0.03991093255790067,-0.03458247493093524,0.03237584889214973,-0.035672101832020825,0.02395550436501478,0.04309781255183872,0.006984823417499168,0.019392755503559924,0.09651627875946395,0.001152125016617956
CXCL3,-0.01716844878129718,0.031265348705122195,0.028969833946677386,-0.04475609053245676,0.06142540797726893,,0.028338422176804358,0.056282389171705215,-0.012784887944151294,0.10114729105079194,,-0.002454655843618887,-0.005367962690602636,0.025529516301822076
CXCL10,0.09256227431215264,-0.02472891722830814,-0.028730984017909075,,0.006669142836382328,0.019461822182512967,0.10620755513437499,0.005020780061733535,-0.002925158713148243,-0.07736634323587178,0.07455354201943888,-0.0040650099771867235,-0.005497177298472894,-0.02866430209251784
RSPO3,,,-0.03172532067909029,-0.02377024136669652,-0.022316350931803085,0.058002982459898315,-0.03404514721087677,-0.015058031468515438,-0.013359961497059973,,,-0.04159795936841352,0.1508833068967577,-0.028568635713693624
CORT,-0.021319240974748774,-0.03198811180730329,0.12669320896341874,0.07067716138905338,0.029368391781248716,0.051921161563017945,-0.0165295828489636,0.038542834142769315,-0.03544356297102013,,,-0.03472387780107582,-0.018154578327735177,-0.03488897864396016
NCAN,-0.042159615301240586,-0.06070085324848546,-0.045769760477495716,0.0576909431893104,0.041412949255933036,0.07185311719911892,0.0023583823459227145,0.05358138961932978,0.0341523077525529,-0.030205928156566544,0.12375007972194993,0.03998767968735496,0.07312150381186937,0.009035296046881058
PRG4,,0.05967413485068642,-0.004415823186522877,0.012709546061270635,0.3029064612994861,,0.07336292526550449,0.11624941636887585,-0.015620003473167481,,,-0.033353884724026894,0.03594918120529502,-0.01299084466603431
ZG16B,,,-0.0323868675347813,,,,-0.0318417280972569,0.19544699421133757,,,,,,
TGM2,0.018691949418239876,-0.0404237608156756,0.005130430361081525,-0.008945887292303516,0.013369130114643222,0.013050110236807888,0.020950432109924356,-0.018572506152197462,-0.053270097855424976,0.060493223864546045,0.01881421677369518,-0.0591707278106547,-0.0025053786140016303,-0.03472083190604594
VEGFC,0.00034172836183690925,-0.012880666639659834,-0.04459653841806943,-0.03534433182783782,0.03561721919836355,-0.010788748095659176,0.020207252629516295,0.005270871629081702,-0.015940836155571035,-0.04068862904026933,0.0319990331729683,-0.027405747246048915,-0.03637515838189262,-0.013869159462387735
WNT6,,-0.039727480985564015,0.03526676560722821,-0.019691197873692053,0.06260969821595808,-0.02253543944901021,-0.029001861521551476,0.02975725472680108,-0.013912356833352336,-0.04551632964725738,,0.015394276426750467,0.002160038809139733,-0.02784103100329773
NRG4,,-0.02960632810691442,-0.02151113012189489,0.09808580101747619,0.09184954758252502,0.1089209651364883,0.017196055529807668,-0.027919235786457774,-0.018596844701932538,,-0.05027982258079105,,,0.013789980558773337
PMCH,,,-0.02479273510689084,,,,,-0.02127151704866297,,,,-0.030952842345677394,-0.025471844653115,-0.01594955022016312
COL9A1,0.025509083448598945,-0.04612296502328214,-0.04310193670900725,-0.01674574169881456,0.005788273215370834,0.16556043177404964,0.07931704111870409,-0.02435047437600521,-0.02119066242701466,-0.02988830150572729,0.14010570918984908,-0.010752369222637568,0.051583996530451405,0.043386320033647355
GDF11,0.022699759944449643,-0.011480520330610023,-0.018420727647622703,0.02478071943895519,-0.00891113111720376,0.05245812334892101,0.025124221601385124,-0.016259928322091728,0.02605275557334914,0.031307469049187506,-0.004515346655181262,-0.07708362362222623,0.011164446141749135,-0.010467194827990122
IL24,,,,,,,,,,,,-0.023077693384452293,-0.017072126627911164,
SORBS1,0.005002312868873568,-0.06207394278945868,-0.02050219757963655,0.09594612440524743,-0.013985784331445143,-2.82551199116864e-05,0.04169321891410612,0.0022823558274521144,0.005912163601310146,0.03364744408398499,-0.03458360221339457,0.051981569219823026,0.03190296006442163,0.07864186634495712
DLL1,0.07499481176586609,-0.08035596262436627,0.02365377289267274,0.01939238170515026,0.05498630580888861,0.10616059238817634,0.03325345379580248,-0.012640125033183295,0.029135041632526937,0.06717239085616712,-0.0448800747167813,0.07727671708024145,0.0749779522676227,0.031088338773377428
TLN1,0.01369752550994806,0.03371710655672593,-0.007544953139249775,-0.05232491339938569,0.07378910845507985,0.13187122707325766,0.07266757307125273,-0.05846881216572118,0.030738927869801008,0.04645751713717241,0.003825835708417933,0.013663015074300662,-0.024949147773087064,-0.030370573796525007
COL2A1,-0.020024219477948274,-0.030304026448742093,0.041698667534877804,,-0.014271159398656998,0.09640926062462829,0.04693685260243958,,-0.012979286039372265,,,-0.03224451375104862,-0.015469355936764613,-0.03360029706440171
SHH,,,,,0.06116995288940601,0.001098690597538025,0.015242581916495156,0.012278869421069113,-0.01238733580094759,0.15452036819828624,,0.08916200374992977,0.02785210320974199,0.021811095260591863
PON2,0.021350889849294497,-0.0027341088767004803,-0.0021900230830412828,0.09542599789151276,-0.023621233070613937,0.0043835277564154415,0.08649735813336384,-0.010126026663866968,0.016920787234072157,0.0026062441109928887,-0.052203328534269046,0.08985208811455056,0.039865623247516795,-0.033715907610628496
ICAM5,,0.05252275098140937,-0.009481418212536995,0.05571658180196563,-0.037847033582156436,-0.02912297656933716,-0.04552945144962944,0.008284570021106498,-0.02419179769286283,,,-0.005757618035576413,0.04142021063538775,0.01192207101972977
HPX,-0.022745152661656366,-0.020946026875089795,-0.03921006857155603,-0.02377024761581334,-0.04048620320379381,0.2255166556344195,0.021063886970304983,0.07990248456351717,-0.031486135321184563,0.03374687734075116,-0.03635799688220645,0.04249335204217974,0.12299952915226664,-0.03487503301383596
SFRP2,,-0.009219295367979134,-0.020085844006797905,,,0.011624350196272778,-0.021725539887568552,-0.02376878803407062,-0.01052817697718529,-0.03589425540890144,,0.03971088930352798,0.03510645099501051,0.019324375677361696
CFC1,,,,,,0.01964125713829069,,-0.018289257041412703,,,,,,
CD70,,,-0.025101834877544825,,,,,-0.03411586804077259,,,0.11601501244924506,0.05502336748653081,-0.023275004798529685,-0.020619139425383397
HP,0.024126421355723782,-0.03236952942754255,0.004016773352317451,0.09834063388660381,0.00743688795531645,,0.07404185964748786,0.07548304762087994,-0.018368338836908343,0.109238824968924,0.030020060929278718,0.05994587135791112,-0.01190546905974998,0.004462078735245907
CXCL2,-0.04384706041454848,0.02848917483392567,0.007510552539491147,0.020024358335506115,0.036877015337668226,0.030315833740761796,-0.003850729211682389,0.016732666235348484,0.0309942590733721,-0.05082160370360399,0.03415544141669033,0.05820514389960453,-0.04194480991667683,-0.0304256765878386
NPPB,,,0.016232637093058354,-0.06195169404678842,,,,0.10433590209098263,-0.015940837314993763,,,0.029280582735017453,-0.0030005787385541526,0.037659910949118636
CCK,-0.034754065437710174,-0.02015362176147619,-0.014852426984035319,0.044226498932668716,-0.026741107231501964,-0.06409799909916528,-0.11009306632801073,0.01781371551286117,-0.06915166125221626,,,0.03857441627402409,0.04114857289074502,0.004819093244616783
SEMA6A,0.08606822863319082,0.013581160266669464,-0.007779302005621423,-0.014743896382282202,0.02133016135585758,0.08811243050537762,0.07129362453437511,0.0448255119076315,0.03759199270922624,0.1117392025003475,0.03833489343456784,0.039329097586751106,0.013245361673825597,-0.021634237657231332
IRAK4,-0.03036169804127015,0.027290777930623414,0.0071968344930143004,-0.00214232304404531,-0.0020029923361638037,0.113362691486554,0.08127166431413341,-0.02271452970606436,0.0481227471738117,0.03503294360308281,0.01901555235930961,-0.02056741683987987,0.04742078489887753,-0.04198866742981065
GSTP1,0.011312242659720141,-0.031834732507494544,0.05443438596671088,-0.014298581595277308,0.020420422890561094,0.10565842559318302,0.13411013504149716,-0.04564838876575843,-0.01532107760381745,0.019102288633682817,-0.0928684006953564,0.05929252097929262,0.10243371597974327,-0.023217521164638634
VCAM1,0.013779134881941168,0.014687689523014948,0.010481794772453385,0.016698316708691156,0.04431091540309802,0.08932348492379896,0.13081056860488355,0.03333369896755071,-0.027120767492314013,0.012320916391001665,0.12336156470835564,0.022846224755626986,0.03427613944728904,0.007304461814584269
NXPH3,0.022853272742459834,0.00338536723982608,-0.007742060541161442,0.025660948599438415,-0.003475154552294733,0.09416253628878148,0.0845930135474981,0.0025972350629590866,0.019360009354516806,0.00395770282225803,0.014241190600334077,0.03545223938268887,0.09370159040606849,-0.04101538872168259
MTMR4,0.026231421170346207,0.025178722732028144,0.04148344365533743,0.08285148258922378,0.014222642564018026,0.027915260176865707,-0.011506375270938682,0.008589259240612409,0.01584039746074964,0.01202678220793667,-0.004759699781161175,0.02055019090849591,0.07215845033540864,0.07657369231317579
LAMC2,,0.060469078449415355,0.02131206634585529,,,0.021028179640650117,,-0.006724668817939121,,,-0.0140121652685421,-0.02837191881074818,-0.022420492609256364,0.03190396139319753
IL10,-0.02214420126318097,0.02830967303654159,-0.04996869425258444,0.03801551736004492,0.009947815487990638,,0.008085309278904534,-0.006130146081110431,-0.014269315716200128,0.10684642717191727,0.05915112497566091,-0.029448247173932497,0.016185557204654567,0.07299922929176529
SEMA4D,-0.04016250967187886,-0.010048381579072006,-0.047922296086794436,0.05031451497582342,-0.033710087978260576,0.03946072067115484,-0.042812580422864455,0.016681959521876837,-0.010424647721689016,-0.07205483626749556,0.11652693975140792,0.01975149341185061,0.05320632844927129,0.029604282196141158
TRH,-0.019575155521312677,0.022238862562084245,0.06484671987991415,-0.018358296280322806,-0.014043902836548095,0.12153523991059863,0.008424872546490696,0.05021231945477141,-0.003627396634666314,-0.034758870161018064,,0.010453722403879099,-0.016684342184660986,0.022345983710149883
