,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk
IL6,0.09445619303070453,0.08141416143914294,0.016120965108650378,-0.02728492532162635,0.045496398928449235,0.0845521716225265
CALM1,0.10005727216684795,-0.05913089281426003,0.07521659138905558,0.02290289022606214,-0.021704945187626296,-0.13752793254243215
VIP,0.04346061024674721,,,,0.020829977628959953,-0.04354888928173017
NMB,0.12605799171326443,0.0405093501533945,0.007203941826963285,-0.009360760106139135,-0.020542015706411513,0.023118667356541802
CCL26,0.1682297502699356,0.07095187431139187,-0.028090719545773735,0.06705780827516064,-0.015999996210323227,0.014009673501359803
FBLN1,0.06126735909448932,-0.019648175182336986,-0.010175166241278389,0.04137763345637412,0.015877030397963947,0.09828486734973174
SAA1,0.06386277199346893,0.17297268829088633,-0.017558880480987953,0.052913137825017185,0.05031658448776035,-0.0408714367020949
MICB,0.026612603062837248,-0.04218599420784335,0.04563792728150305,0.10581728296844142,0.09334426182919991,0.14654569674367623
MMP13,0.09155075693970299,,,,0.08889777907778829,
F13A1,0.07161978926096808,-0.027966720844705823,-0.023750062980063054,0.06732784410388003,0.05176235248336639,0.08820740957972381
CXCL11,,0.17907511014150615,,,0.02485509571739423,0.08792625171053965
COL5A2,-0.01235679584582771,0.0639306446119916,-0.03815428543967645,0.09866937159122506,0.008669416259043303,0.07516971125827557
EFNA5,0.0895314670522199,-0.023714917708870967,0.018347160926594764,0.036247362535421844,0.058095791640299134,0.07124836042771016
AREG,,,0.018503773983915357,0.0016082706621268039,0.06284068839371282,0.1193511546894138
EDIL3,-0.06204814910750882,0.09888912372127605,0.07190392598344209,0.019969655128583452,0.03809583618018299,-0.09983770705081305
CD86,0.0940370751424893,0.04888837058065995,-0.04016510027807788,0.02389663694827578,0.10318023009653247,0.05962019447016831
AHSG,0.011214725612941928,0.06922472342607565,,,,
HRAS,0.13106266203873043,-0.006483931023114968,0.04816143511230107,-0.054201723530292935,0.051374535544863695,-0.021261956960353597
C1QTNF5,,-0.08595386372562847,0.00651058471185404,0.027681949886614605,0.006004213594120155,0.06920034549511107
RLN1,,-0.002699195803251988,0.03464020756983216,,0.11057520332819348,
COL4A1,0.0170960958675057,0.053742970162989255,-0.029725561815113544,0.0191379326690957,-0.01951311160743572,0.03594058259172565
CCL3,-0.006332139976023854,-0.03592844293861608,0.0006290987921677011,-0.046804408969801314,0.0298559059915542,0.03558932469207359
BGN,-0.0032051888897035082,0.00894876673918681,-0.028490768574596082,-0.018172406050370248,0.026147889849262577,0.03399786757693623
RETN,0.16163000034029865,0.09868585699403754,-0.038067756723770996,0.09877943855728087,0.039807364327776935,0.003866479935627434
S100A9,0.04515170305762002,0.0910872854100872,-0.032661276067677616,0.08313460582217586,0.04915690022667132,0.03202127615121522
HCRT,0.08359633101385987,0.05281374758273869,0.019259514872992368,0.035439984050549475,0.006813173868669013,0.03772146485702528
FADD,0.09936552720978319,0.0676561286025084,0.056173187261766094,0.008706624351209972,0.04290831826362091,0.014307556541767456
ACTR2,-0.0888158467204739,0.05952657338660013,-0.03314921515438927,-0.03766397368510572,0.009864731048243957,-0.03838324412346347
BMP2,0.08729247679399224,0.047251946726613675,-0.02394005855144893,-0.005671771077458328,0.07824194724874185,0.007447814023197745
PDYN,,,0.043985369510123926,-0.016482949113728062,,-0.003222786874438892
CD55,0.05710271049486766,0.013669918875576935,-0.04218985075157872,0.053090515289716485,-0.019637781634859727,0.0244702062303852
OSTN,,,,,,-0.004561866080795628
PDX1,,,-0.034649860889611785,0.008749319044659016,,
CD6,0.04929596468367749,-0.016923151545635697,-0.026980659346475293,-0.03344912518624773,0.00734098570613084,-0.01282488622511482
IL16,-0.0419383697031065,0.015245926028801843,-0.05050610602584498,-0.025772070767495468,0.04066400260665572,0.044173528190841166
LAMA5,0.09431702216301846,-0.011820595423900421,-0.004166900751105501,-0.0058401104336529685,0.0340065116748929,0.0834699789201081
RGMB,0.06716163298737934,0.1259773214919039,0.12252428740895563,-0.012361134104596943,0.07775743024347,-0.014888375991649891
INSL5,0.042135961797648246,,,,-0.04326366835447893,
IL12A,0.0511870721950099,-0.05365543607455496,-0.011024832741034715,-0.027401405731667258,0.012176527577609777,0.04564292401567662
S100A8,0.03961326539053252,0.10688560736336385,-0.015668427437274802,0.04168004281090718,0.06651043612858434,0.06683147850002816
TAC3,,,-0.054983663353645795,-0.04563329926070045,-0.03429015797484271,-0.03355562045553652
MFAP5,-0.026723700020078407,,-0.00914089294793905,0.07339006605941505,0.039734440403297634,0.043833671434662824
CXCL16,-0.0006160139841171867,-0.043285218933288204,-0.010349699933268976,0.0921381089690023,-0.024059900518737343,0.05099597424884422
AGRN,0.009402002679760458,0.09399677804972946,-0.03680461964666718,0.03906125665683861,0.029718861457923657,0.08079623742094416
COL4A6,0.06719146195064629,-0.018005300965125825,-0.00035618116036383117,0.012854596171667624,0.02506581173009512,0.009412902671038175
FST,0.196393770643634,0.01564102931724541,-0.03295285068805904,0.03299173166585622,0.07556206125033985,0.029229984516799954
MEGF10,-0.05541096332466423,0.06033717293873868,-0.014225601703060132,-0.06173229495529328,0.035859023177830726,-0.07638226754660421
C1QB,-0.022079981249261877,0.1581323028319736,-0.03271114013429556,0.08331419599130849,0.07452951055664848,0.05128136106905837
HLA-B,0.08775807166019417,0.20429312470789246,-0.042414371236477226,0.01584016987813683,0.0692626251302054,0.041901216110318024
PDGFA,-0.0734868745810044,0.06741838694766249,3.584040522017273e-05,0.05593857820565662,0.04933508453798932,-0.02978759467549878
LAMA3,,,,0.0005649300708161945,-0.04745513295922696,-0.004502823909425194
DKK1,0.0516666013609068,0.04942851155204733,0.061040048124915834,0.1004319772980331,0.10312313504929795,0.07502442739440691
INHBA,0.09055066953330262,-0.03645593101394527,0.022046702626229375,-0.013916636459170066,0.060774644891593815,0.030509599927233913
LEP,,,,,-0.02515483584737963,
IL7,0.13647530312460138,,0.10935918450038494,0.035912564819199334,0.023849298441514354,0.03444714250589002
FABP5,0.20239860568952486,0.06220999494247495,0.034285583331047365,-0.015824820081467777,0.0588188313877795,0.07979226243835982
CCL4,0.07455415960432442,-0.007684466270223254,-0.030581856065024126,-0.021342637635524592,0.024112966886834505,0.06562712590266964
FBN1,0.01354061428495463,0.006437043074500554,-0.041329046925811734,0.043970815488355776,0.036128392774499536,0.04350246143114316
TCTN1,0.21958082707078513,-0.05177901567319846,0.0026575530901947362,0.03448268102698652,0.039060510542261694,-0.0011654663907144098
NCR3LG1,,,-0.03658178896394939,0.0993762528892223,,-0.019091943021147098
BMP7,-0.05280897797040118,-0.011591734413290393,-0.007463924906405381,-0.054934628325434984,-0.016383006125334186,-0.011637129037546885
NLGN2,0.002625613792387204,0.0920065638154184,-0.006498400492949781,-0.01491814021646185,0.050038512592300265,-0.015086865400328216
CCL25,0.07511205061658971,-0.1141999767745759,0.02699939427435606,0.0028922346066080707,-0.016464932500574625,-0.01963928051777404
NPNT,0.06828562106412386,0.10784035081023524,0.06315598699586131,-0.07784094452363385,-0.02714465161985122,-0.026270681009472115
KITLG,0.10490092161067095,0.11088320048999645,0.04545759349104008,0.07476418800337825,0.056588254870194976,0.04571184841804451
MADCAM1,-0.02152103762057418,0.01392626622949263,-0.011943286837820526,-0.02552414166116334,0.022864726461308753,0.055043371057649795
F12,0.0023368568904761364,0.11913513911778188,0.06649966246834912,0.03519278382023303,0.09120020935563361,0.018802009622653996
S100B,-0.1951400836205744,-0.017234143242648072,-0.0036215386109467547,-0.049080292655320365,-0.03492489239872074,-0.004533370361485793
IL27,0.012360319791204636,0.035666399307177965,,-0.02385401705852625,0.051871469129474365,-0.016321362540601424
CD99,0.19304760872633747,0.18066487046399515,-0.001793699172939037,-0.014585637655006907,0.11396459056795805,0.10711080247481485
PDGFB,0.0391761118070696,-0.08865459724810155,-0.06540405466105043,-0.03064124516790087,0.05268322586671567,-0.004835146060767986
CLEC2D,0.01916119527832871,-0.0721104799003585,-0.038887035430096674,0.007904889775769001,0.03841476976672616,0.08355405638875482
F8,0.11807119013181559,-0.027847790543447395,-0.005962830881460555,0.007970649538727134,0.04809481745979454,0.004518143544153063
C3,-0.17040358616924947,0.12398097913386459,-0.03989067510132396,0.03673107713921715,0.0598512349533143,-0.06991800482947019
DLK2,-0.03476702324699965,-0.04757114139070153,-0.04754013466014198,0.03278460620857099,-0.013355397985402358,-0.015014843971842775
TSLP,0.17759386791037107,0.015667143792899116,0.07467656640533801,-0.010458890830195041,0.07335852580113003,0.08266975937917244
OSM,0.170058685368799,0.08936122096086654,-0.007787133307873124,-0.02144264103825634,0.038253472900652556,0.11930892362066807
PRND,,,,,-0.006756615302413798,
SLPI,0.10327756664548822,0.03993725413273858,0.08833724641703967,0.04530126219493819,0.0564890611188107,-0.033501529061970646
AFDN,0.02515588064965796,0.03918970418371644,0.062286512165747855,0.00014115446904346002,-0.018985807790284172,-0.017147010531952094
KISS1,,0.0547382817508104,-0.03156493038405632,-0.018656765503900084,,
ULBP2,0.1110755820050637,0.16978324600411898,0.07139956381493195,0.030549846435494868,0.08003842632698412,0.047829541135658404
ICAM4,,,,,0.04146082933945042,0.09265135662604117
ANGPTL1,-0.06771857387236994,,0.0734361836630545,-0.0003776388175492478,0.027665228329649686,-0.018339386407209387
LTBP1,0.05069643070496804,0.1371162388602312,-0.06681424387145816,-0.05117528499361847,0.0568151365352708,0.026777660330960715
NTN4,0.040369215021856766,0.0576457400560731,-0.013156491387344047,0.01353064512613523,0.06596590060064388,0.019139814381005905
APP,-0.04057339332352559,0.12036211169996101,-0.012059245107711085,0.002768336455207252,0.020696140495801263,-0.08285090627694992
RIMS2,0.13351814618448338,0.07669130204828818,-0.00208476268131268,-0.02677995356063755,0.022159103280168055,-0.0726184472974138
WNT7A,0.017147925506270353,0.07443520803440759,0.07062115337195574,0.019809488703196435,0.003199902224355328,0.05553920622517406
GAST,,,,,-0.034442651128119416,0.09281826639093169
GPI,0.09232135965736639,0.07279843293216097,0.028306877608406705,-0.04792911817308887,-0.014785955134304925,0.021327403058925012
IL1B,0.024420868168014497,0.050991181167104,0.028034212917366953,-0.021378489996330713,-0.003121414323116906,0.06169687315364892
SFTPA2,,,-0.003140848751824551,-0.0255241434330593,,-0.015446622165439409
HAS2,0.10147071168480959,0.05912666099829526,0.00125174359271277,-0.025952124124967297,0.08187250090872805,0.02950114577464008
IL11,-0.02922343647792126,-0.02084831863795243,0.043595422072803106,-0.05212175889645711,0.011948715727067516,0.002479736103730334
SEMA4B,0.0659598565303062,0.015102449472781871,-0.015470255605865714,-0.003689841186703822,0.025846169152329526,0.08736701686161018
FGF12,0.052440775116032734,-0.06199730975941311,0.06546870387435341,-0.0004689587810993944,0.042824614866227934,-0.08762729411111994
CP,-0.007872472558465432,0.028990437633168976,0.017460185303480317,0.016550343532913975,0.05878970790854277,0.0039321704774798434
NLGN3,-0.008033545979527889,0.18230900900044922,-0.027649522380815247,0.037445847501616114,0.043771576839356265,0.008836535322643335
GZMB,,,-0.03220236775736293,0.01619139219551738,0.04871194368357569,-0.089760850282263
PROC,0.08779121357191991,-0.03765476492663175,0.022452457324826387,-0.04789564007729133,0.0034855085147982323,0.04360117729890965
TNFSF11,0.10057405445094282,,0.019883263535670367,,-0.0018326417938796119,0.014473508129231332
AGT,0.154353062594322,0.22640488488507138,-0.08862114982883444,-0.03714733011560743,0.010699203002896169,0.06599229098172572
PTHLH,0.07557780823917229,0.016649439193723053,0.04248788873168884,0.025372780476846105,0.09760741494752818,0.04189767549863293
COL1A1,0.013796146916614977,-0.024338432356811872,-0.046572034520226506,0.0694197281759146,0.02308074098943145,0.11158614046276484
LAMB2,0.04523488852176768,0.17298503247757427,0.002296715384452718,-0.011836404111412398,0.029803909486859213,0.06580819762598049
DSC2,-0.0182704865121377,-0.055162645617211896,0.005099996034858389,0.04578588760222297,0.09374965252646161,0.03205344695684441
WNT5B,0.055033780810392195,-0.04491414246556432,-0.017648113148781536,0.027055561063764878,0.046473734792008,-0.02430745815496179
LEFTY1,-0.013377040816800254,0.1005766275140872,-0.005970930833002695,0.09151549813716224,0.09030505571919245,-0.02466607670584908
FGL1,,,-0.03113362373984608,-0.0029899658320105657,,-0.020173307750338248
CXCL5,0.10852844196029748,0.10337100591114844,-0.009166418231387712,0.06582883032866026,0.10890003388124309,0.047509719866832445
S100A1,-0.08133293854356516,0.08096768181184577,0.06644948573207815,0.0166461513550964,-0.015744875555584497,-0.04832532485388506
C4BPA,0.02072467634768129,,,,-0.02515482968274626,
NPTX1,-0.04795945375166372,-0.06610766061149258,-0.05209222331861232,-0.006074480998023856,,-0.12230696786458578
TGS1,0.0484147604248992,-0.0007062358275625826,0.001963155190185055,0.044960873490003585,0.048516473830084235,0.05424804163822475
SST,,,-0.05043240364128516,0.05395048788361303,,-0.011356219645787183
IL34,0.10259476133876945,-0.053725308388492585,0.048480554620664466,0.07434343795466794,0.049164241077486466,-0.029268204768208496
DHH,0.009778477749938407,,-0.015350512004156705,-0.004685046934863773,0.02401385813043631,
XCL2,,,,,0.03771045156655711,-0.018339374007799513
TF,-0.09653848252735402,-0.030240475038881096,-0.027427575592801894,-0.08861425276783529,-0.036429004738750576,-0.12278347454051454
IL33,-0.03728722586297324,-0.005748432216430314,-0.005094822861643778,-0.02552488877450901,0.04114989044523965,0.0025989478753801008
RBP4,-0.024612360099091964,0.011937901403640584,0.027530071422966738,0.1197119429764992,0.028849751831507234,-0.050760859582211826
CCL19,,,,,0.03704976081257906,0.059064763113174615
CCL20,,0.09637938590777535,-0.013355248466465101,-0.04563330026420113,0.039179681979999624,0.11585171528384337
NAMPT,0.12227432342467298,0.10409359464306167,-0.004826920920884909,-0.026486433340618384,0.026375068741545226,0.05328123545543
