,MGH258,UKF243,UKF248,UKF251,UKF259,UKF266,UKF269,UKF313,ZH1019T1,ZH1019inf
PTGS2,0.052893830328970215,0.030954380713784067,-0.06882240348412305,-0.00334630532021906,0.04700834928773155,0.023193138723949132,-0.1646539289642424,-0.014736065465422662,-0.02355260704402153,0.023462088048049303
XCL1,0.014654836332574266,,0.06127720900456369,,0.004885876810618079,,,-0.032097899930870304,,
CD58,0.030752819155667643,-0.0038333142627050404,0.02093358219903664,0.012006331632403054,-0.007499569447659255,0.14697153894234463,0.1414912144056047,0.04797624178905798,-0.1428871645343113,0.05171842566750526
TNFSF14,0.017892773289727087,0.014906035413144053,-0.018022186602458044,0.047908328274281126,-0.015351730992643383,,0.02139894766995747,,,-0.02113093563643438
CNTN4,,-0.013559943954002764,-0.03168517016248724,0.041221739727601285,-0.00162479919060947,-0.10969153849451352,-0.0932510855458196,,,-0.0027622589126934916
NTF4,,,,,0.05339901811101563,,,,,
INSL3,,,0.06779904636890695,,0.05516354379999478,,,,,
BTLA,,,,,0.04364196992854089,,,,,0.01597768039427485
MFNG,0.013035889718036547,-0.04626401741179584,-0.030432278338025476,0.0738392835800732,0.05435166537365666,0.21369085509765018,0.15757874469024938,0.02010351067644492,-0.031749375005654265,-0.037170042826481266
ICAM1,0.009952045307203308,0.001727587769751591,0.015908955059796302,-0.03345972943925537,0.008696877105605084,0.10869406614825772,0.19799359311068376,0.0017706518005630827,0.0056128898553308906,0.025053214425560806
