,MGH258,UKF243,UKF248,UKF259,UKF260,UKF266,UKF275,UKF296,UKF304,UKF313,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
PDAP1,-0.026653910782804054,0.02863281889516403,-0.006641918638986119,0.045190995889052676,-0.041546060719914464,-0.0166652944931579,0.06068035451043846,0.05787076686511096,0.00807711012255485,0.05543661574896517,-0.011280369936155143,-0.04292436040341318,-0.018106563437155315,-0.012351281438857387,0.02747947668267419,0.02377986876385341,-0.02513185261816983,0.10002079123624377,0.0017415041147046174,0.016064376324481388
QDPR,0.09906599610615556,-0.004513836789778624,0.02723220533269704,-0.011054370356477987,0.04007974216738368,-0.01472248894631799,0.07138198790790792,0.010311789856526346,0.08807887392176811,-0.01501988697437059,-0.04908138261969547,0.05079777286497075,-0.04019023138941374,0.023207371804339058,-0.03663510301257379,-0.06606476607586133,0.03366196903143528,0.07256557407088886,-0.06105354057894025,0.07641666027527431
POMC,0.04081994471038878,0.012437059427415974,-0.04447280108455517,-0.01730196708384181,0.005330487601174691,0.033510604190056706,-0.023535751491797104,0.03725145083772972,0.03341105630742264,-0.03427886932922711,0.10845322207082721,-0.020653274840338333,0.022126307888301368,0.05327368689320648,-0.03392511375384873,0.020544296630794517,-0.03029969725906766,-0.0003837449186901991,0.0544624230256796,0.02391005753766482
CCL18,,-0.04314939773608272,0.03665628038531836,,,,,,-0.0044730166576346245,0.013778701106515927,,-0.04960474167295081,0.09658086312625708,0.023361360735023127,0.003312299467928153,,-0.008277354858192282,,,
CCL17,,,,-0.03515187494696615,,,0.008955424608316586,-0.0203177625106767,,,,,,-0.01563224039406613,-0.020905034269987386,0.06737450720614739,,-0.008416698907546252,,
VEGFD,,-0.04861675933746778,-0.008117380426036205,-0.0024527069803716183,-0.019063373372596736,,-0.026952755949579327,-0.01530920923131912,-0.0356680343672954,0.010401737119212934,,0.03309894397015106,,,-0.014481555335047845,-0.016577536861047945,,,,
TNFSF13,,,0.03631825299624625,-0.024246976616225272,,-0.02151103912649086,,,,,,,,-0.001732129140882524,-0.022723057531093504,0.011265590823764868,-0.02079905962164286,0.045362146550398844,-0.02588392821201704,
WNT5A,-0.036736557642131,-0.006863093829355818,-0.029801122653508524,-0.008478242390597237,-0.014832616636922726,-0.043439997397277226,-0.0018208980062341667,0.03569532135135665,0.026865427151127826,0.03924376454467987,-0.029182145000074287,0.012561659469760985,0.015412794439116926,-0.028086061865214156,0.017146766108656415,0.045724119533220475,0.06784305694288059,-0.025035375714120792,-0.0020075979441941997,-0.014681326675710014
CXCL8,,-0.08085206239958356,-0.011804239592981325,0.015639172377658814,-0.08343451970741107,-0.030598057969599565,-0.024335911864314833,0.06115382014164958,0.09914658701818475,0.009281803024062663,,0.014956440014753047,-0.04179048560976956,-0.01511319200952652,0.01736857990728715,-0.057128810299150325,0.021937807743440445,0.02898761812717893,-0.011302419386020408,-0.009836142906617799
GRN,0.01238516812585432,-0.016421515142683727,-0.02690859666826062,-0.0011585448089024137,0.00444281274947813,0.0038339810894340905,-0.01831536321306332,-0.007682748716490701,0.05775096250777894,0.027837488172217133,-0.06899808902776496,-0.06535740206452051,0.013942043931091642,-0.010680217594190803,0.0035622740399828805,-0.017360234183814025,-0.04465607487243639,-0.000406694130419244,-0.08670740750135669,-0.014890382117986604
MIA,0.045964550097401975,-0.02619862243659515,-0.01908346704887707,0.058385995719499956,0.006235779505971874,-0.028465767757940613,-0.0264772726519797,0.008535178357980145,,-0.031409378149711564,-0.0019532003647874238,0.11925080173386396,0.15339134936297727,0.06649966149974865,0.021796141930883816,0.03244429583938589,-0.07764791260239975,0.10263607326289527,-0.043725943570576756,
COL4A4,0.019350171145461233,0.014787199194457666,-0.03630982808930953,-0.047130753449202145,0.016286649624625893,-0.0023672964398066434,-0.026411773845509346,-0.039279510423573714,,,,,-0.030009376092868602,0.09284346849708507,0.06800962066556393,-0.015847986989359648,0.006637427382299346,-0.02025387478718009,-0.02940880743522197,
TAC1,-0.01952082957977885,0.08352890523130808,0.01394007124446026,0.09165534105922468,0.05130519261122051,0.01541087360499519,0.026743169722769137,0.008629022858532814,-0.0981709357506736,,,,,,,,0.03072690578391908,-0.0434547746979826,0.05691432127233366,0.05006573442217555
RARRES2,-0.02764140975787801,0.04329646214187087,0.03395650235154065,0.043229876987624316,-0.03622217226713906,0.022994616004596513,0.09031709555561913,0.0011625128076203422,0.055897400680787454,0.12049509638792862,-0.0190709181668718,-0.06285931685415123,0.06169605808418564,-0.042556848161735446,0.06105733232283664,0.03406771451518405,-0.03323080940449672,0.03172107923975822,0.11561968950994612,-0.07758708815749851
FGF7,0.024244325255407678,0.009601223805374587,,0.014155244292724535,0.006372081428808903,0.004652510861094035,0.01911059911042604,0.031196434169673742,-0.04788337970599254,0.01112323270890457,0.07040293557459525,-0.0258335160516005,-0.023758247360212554,0.006918701271495801,0.03965054947494903,-0.014401089106243799,-0.08481795692064714,0.13774445033784585,-0.0009074163593650474,-0.10194199751789745
EFNA2,,,,,,,,,,,,,,,-0.01376374919571764,,,,,
HBEGF,-0.04614724682351984,-0.022036862676053585,-0.018559430390506507,-0.02599225369631487,-0.019219663249324358,-0.014233405624303797,-0.08297410060143287,0.008105000229322364,0.0707107590589375,0.0021785063356341214,0.04510713820151918,0.028553779164623472,0.11392150969268872,-0.01779940920794956,0.012196157973072509,0.001213527932881776,-0.07191379494098354,-0.055536577930536075,-0.023900168700748483,-0.060705650034445294
CSF3,,-0.048941214169919554,,-0.007046123649116926,-0.06351413663080631,,,,,-0.012689098997281947,,,,-0.07376506800090743,0.041645730085381145,,-0.02655393838262901,0.1159909885105163,0.008369822927262694,
PI3,,0.020992872929851403,-0.03180660154637439,0.009021732778525146,-0.02583807422655689,,,,,,,0.009561850365093468,,-0.04591124261002428,0.017674769725663068,0.0022506849268715515,0.0018550904550433873,-0.02217446598969609,0.06967082945717683,
PCSK1N,-0.110715372316061,0.03651743832754371,0.01009090052681735,-0.021069230595940406,0.043502109829170105,0.012415377325865104,-0.00132040818778309,-0.0277871794719947,-0.1272442176096117,-0.03133460525782104,-0.010604032622978363,0.04124492641719138,0.04060262445122144,-0.002784994841091006,-0.03302305706939862,0.06631288627263072,0.022600228277813304,0.11414847566419253,-0.058862738850350683,0.05422049410525128
NTS,,,,,-0.05653195996850931,0.0045684733082651955,0.046141637449961144,-0.0008363685769046227,0.06707739591725723,,,,,0.0147200218893741,-0.016768516538809855,,-0.04187731225872921,0.0512614888713073,,
SFRP1,0.003925293902037157,0.009296957204023447,-0.03457351030676334,0.008253170394630678,-0.005288105745909338,0.02009843475125801,0.0010750417134803081,-0.0010172607160390938,0.03294519884990763,-0.036950634374392305,0.0035031237957855103,0.04269709738012539,-0.01923830053766681,0.02635792308367431,-0.0114074109810267,-0.008216991849633091,-0.005968532370125704,0.0018463926891654624,0.09013730301779756,0.09672325890339409
CXCL13,,,,,0.01157013856159387,,,,,0.05036006310078439,,,,-0.009470393332875795,0.012795423174694847,,-0.034165361634622804,,0.019975436946022534,
MICA,-0.0277016372355914,0.01208284543381119,-0.012061906982505284,0.08649913298602253,-0.08656677949724186,0.04852533184141829,0.02351604661570542,0.06745067307511882,0.0023565497481830384,0.07270087443104646,-0.004303915587482676,0.07421785512759209,0.0018130531981379002,-0.05791501141872862,0.01719693297072924,0.03897613742640612,0.022027214671450482,0.10472103479958411,0.05870337640918328,7.563707843325039e-06
TG,-0.022607506458925355,-0.008959704566460018,-0.010320891001491694,-0.01501346006854623,-0.03818548917085957,-0.01579051703951038,-0.014601222384705275,-0.014429569512709664,,0.009925336370334542,-0.022103531449353047,0.03028082011466214,-0.0008904911065611108,-0.020771339199624483,-0.020652261191843158,,0.013781683902411523,0.08411892750391947,0.06563257029529798,
ADA,0.017724633735970476,0.03255489652495929,-0.039443148871582144,-0.012159325619186189,-0.03994134537725027,-0.03622964567447874,-0.04573076485676814,-0.014822865599401162,0.07595533547925554,0.022688084606367093,0.015207176280118612,0.01929953514156969,-0.013603565300393401,-0.005370946591995679,0.020410919306560447,0.06725627969766201,-0.031511130067342456,-0.0015529410593379247,0.02615719839295045,0.01417284914575044
LAMC3,0.02042823287206099,0.03900328266842746,-0.04078729161804373,-0.0006512970818099476,-0.017476063654828133,-0.03074242667362473,-0.0411357135668814,0.0012456074100289072,-0.06222889654800649,-0.01298492946888225,0.03446228189292549,-0.11763151530148606,0.0846002472919548,-0.013553750982645224,-0.002095675812094993,0.01369510231479728,-0.0388184378735793,-0.0937321841164836,-0.10508869007927261,-0.08080974781254521
CCL7,,,-0.019230869512280084,-0.011649699754002015,-0.028574706555456984,,,,,,,,,-0.02342912510957321,,,,-0.03646944631166211,-0.007861676957383332,
NGF,,-0.028196424710640444,-0.03301844796517744,0.10154277060689208,-0.030500525154585272,-0.027520753665106285,,,-0.03211270961377784,0.09234609532594465,,,0.12863072836263972,0.0528374283068847,-0.013578741250595367,,-0.0374602197177716,-0.034685539366606406,-0.031691112617463636,
TNFSF15,,-0.03488249637691211,,0.04127403794170343,-0.02115661576760564,-0.02188484035144662,,,,0.10014770588785502,0.12620123402320602,,-0.03562253552874846,-0.02284076611798868,,,-0.016489539860738943,-0.06952278766314136,0.06279918710568241,
HMGB1,-0.023984071353094844,0.014044879869917055,0.028274473215158736,0.03447994296486361,0.03457773377476265,-0.01872546312112797,0.063567924678131,0.03408241003522503,0.09058447806552926,0.044154758519993925,-0.09082655639394831,0.005903745213341001,0.04443838343144613,0.01711184995973509,0.06553433992860587,0.024735281659114487,-0.03364978924681248,0.014944032849615737,0.04308318623396114,-0.03905448678435351
ITGB3BP,-0.07860003357627275,-0.009285163884031862,0.042277054722448484,0.08302800648148413,-0.0026422126277652652,-0.048430723598746096,0.0653679660798552,-0.032028680575759624,-0.02881919353290419,0.03781537986443376,-0.039375913174739936,0.06091572576460971,0.053684743368124094,0.040777634896888466,-0.02530557466099902,-0.0014931951286409734,-0.04319685372999026,0.0424574299992822,-0.011150321992274382,0.04851326112636906
AANAT,,0.03410084714558472,-0.003812906285526144,0.010960936105520227,-0.019063376094000717,,-0.022920303206041784,-0.030238568481158915,0.02417465564685957,,,-0.01948583873449125,0.08768496981535992,-0.02055395359847739,0.0684738826229395,-0.00523023958879695,,-0.004467479491410157,-0.00445660515516219,
RELN,-0.018742222228103907,0.12654457552512544,-0.0484405565328094,0.015628634840093247,-0.026598039864142865,0.02386158522074367,0.024884056735602962,-0.024062072396358526,0.004141453490846454,,,,,,,-0.0388449858159467,0.0905273565757036,,0.09628064331949798,0.1054068616007893
IL15,-0.00541296153720169,-0.0005345992189201414,-0.025644884102414677,-0.02569540107940125,0.04615237171402142,0.10276157866609685,-0.008479094934925142,0.02206017313318762,0.03702760588526014,0.16805013174177277,0.10954452227526103,0.02116507925024804,0.025965131483487745,-0.02639113214073514,-0.03358071876273206,-0.021215279880941896,0.061232115868208536,0.061177731285096015,0.02521201869177494,
UTS2,,,,,,,,,,,-0.05608767589781882,0.05186098471832398,,0.0797449812788359,,,,,,
BSG,-0.06367174711042822,-0.041225375555894,0.02673234070002817,0.006904570226416399,-0.01562190507140633,-0.02116398689379897,-0.06488223833939477,-0.008953925783540794,-0.013656568122316953,0.005279563535002886,0.05162394271826982,-0.02345087517557203,-0.02007235441572718,0.030704762335772864,0.017901424935276074,0.025825742112692788,0.03120515503759246,0.06363440862698196,-0.03490099625810572,0.09536387604651383
ADAMTS3,-0.02121456138141325,-0.059351358573041864,0.005077663777836427,-0.004955209175713571,-0.003065445379561826,-0.018344176522664134,0.002393003756666373,0.0683268612643067,-0.026343569249862305,0.001807627434755483,0.1259975898627703,0.013791067662241313,0.11120430332157223,0.00973984291266656,-0.0003525567953019628,0.0018665284603429494,0.009273570806090703,0.03358017131505969,-0.00047741620869776755,
CD34,-0.05565789729494513,0.05434834298628196,-0.01781434851989946,-0.007034263248600815,-0.007841511428241348,0.015749059120183005,-0.012114635184513207,-0.01929839353383175,0.017387569264017782,0.019392834536528826,0.033135053754967975,0.01922173947319157,0.021711849019301063,-0.00333926842492483,-0.015983096196460014,0.06394190524106731,-0.010935949633843388,-0.056250767982044654,-0.08056662870067598,0.08810305654854271
CCL23,,,,,,,,,,,0.029571286007484668,,,,,,,,,
PLAT,-0.03347872346400539,0.0434623007253427,-0.0037123669857673193,-0.03577318161624194,0.08707922585618531,0.039157933099973695,-0.08115264514599425,-0.0015192160655063494,-0.008048445159980315,0.01764400632008716,0.07587198896208737,-0.05341102856731678,0.08243486100470201,0.07930059321023449,0.00421674932108873,0.06222762934747426,-0.07198637171946268,0.0001687354638851763,-0.01793409789498366,-0.01925486037250245
NTF3,,,,,,,,-0.042751222603238326,,0.054340925348417814,,,,0.07623291104619515,-0.058950260146887076,,0.012572170270817343,,,
LTA,,,,-0.0010707495842541667,,,0.16638322096726244,,,,,,,,,,,0.0637142282724215,,
CKLF,-0.005653450482366771,0.08143786421231808,-0.000730117067653916,-0.054997504177502224,-0.083401581525516,-0.020388796704538217,0.004017446092689714,0.014308263929010127,0.02041522462672136,0.028473256729620065,-0.037726777860263405,-0.020529201081011098,0.00843471311736117,0.06705467716669244,-0.008402683495914255,-0.050160265962289334,0.03369568508306453,0.02945878157155865,-0.07082664952508447,-0.03176901280577868
APELA,,,,,,,,,,0.037940357013928366,,,,,,,,,,
CD24,0.0114334433239943,0.10691604126185027,0.02476470125198623,-0.015308106785154655,-0.009309894975455719,-0.00629960470173326,0.07751242902587262,0.1023285528934091,0.0011300746302323127,-0.03573451000616473,0.02593051556253938,0.06647339183573651,-0.12237187034963315,0.023464492304788108,-0.04900339140311837,0.07707862801951046,0.008323640473459726,0.04520923518802561,0.04937829609990853,0.04000163125754034
HSP90AA1,-0.04950317911670116,-0.033060692696987797,0.06012959513665053,-1.3807305733193884e-05,0.06741266955407485,0.03224788766980906,0.08154526646686806,0.027489547512042443,-0.13461833003113038,-0.06795285990405911,0.04555786209414726,-0.1292627091599233,0.05432412513541485,-0.09221625352329207,0.012817164447697533,0.02228794141006975,0.04181404301184079,-0.08864405675749838,0.05093759763614575,0.08642237042523762
BMP4,-0.023266406199692943,0.008470346275128927,-0.021794283709329395,0.019016211001908655,-0.036995560778507325,-0.03984547608208981,0.02610961849048965,0.038536077114536355,0.0906015766819764,-0.030589407453392958,-0.07787731397353286,0.10151091050803408,0.021286624171350174,0.026074744408274703,0.01157011110186381,-0.03065729258855589,-0.04162259715979522,-0.0035713427339327695,0.004852521767768068,
SCGB3A1,,,-0.01923086758921883,,-0.022702127561756408,0.01882934775291283,,0.04576368320994978,0.002905620285080267,-0.0022085117747490586,0.16252983250420405,0.15774991634278884,,0.04102003612841701,-0.026347352947640644,,0.053680031861093276,-0.012268677360570598,0.007018780432034984,
IGFBP4,-0.010130277367464646,0.02775383759818368,-0.06438314669604803,-0.02900183577809549,-0.04440316595285401,0.02708210187792537,-0.04092900503635379,-0.0016029821527749346,0.0027850503614934618,-0.04039565657154118,0.11051410809199168,-0.10192372269589217,0.06513703532406863,-0.016996525499505828,0.010753106173511235,0.0113171879710416,-0.04337941156107188,-0.08992365910226212,-0.06751148260934163,-0.04362586659454816
RSPO4,,0.08020982410895262,,-0.02195431241108659,-0.02620194555431257,,-0.025674150953520894,0.01986947219646708,,,,,,,,,0.024845973640869934,0.10062959316898568,0.030078639002917917,
LEFTY2,-0.001810443069669214,-0.03463706291979504,-0.08877339751111207,-0.04126758605258331,-0.01063320481556104,0.01507762192523969,-0.009020037980404785,0.013730268249547636,-0.03211270961377784,0.03806869354026406,0.1187474134095884,0.04796491845841857,0.08256310353209276,-0.019888674079126915,-0.015825838681420783,0.020584195139513543,0.01821599301689873,-0.037578826461001615,-0.02339622788159867,
PF4,,,-0.019948938118022397,-0.020879079404144754,,,,,,,,,,,0.11439559498538807,,,-0.018092882193367115,-0.017179629698462522,
ANGPTL2,-0.004121384443945939,0.023478166475793216,-0.043784050630099186,-0.03143697197262618,-0.03879879137537255,-0.04977522374365945,-0.03035023296830116,-0.0031458052553542818,0.11435380304248813,-0.1030995829493283,0.012288461098471882,0.05968250071160258,0.051749002780085214,0.04954895897385638,-0.07392453048031962,-0.002225150992433052,-0.04545198280928703,-0.01353536160871694,-0.0404155798014056,0.029080394379681095
LRIG2,-0.046413328298436474,-0.004321219940534411,-0.0010460430508867802,0.06328074414712977,-0.018423412938619113,0.0006788255181845215,-0.002374786729572858,-0.037213143091986575,0.023892683575176696,-0.014373745710672608,0.004502711934629048,-0.003773152634389111,0.00958413548665319,0.027739988943870315,-0.0032692431747333695,-0.0031022909837410653,0.021514321953422913,0.0642196520305577,0.024388117725813542,0.017837962060564
ICOSLG,-0.006260743323396358,-0.04833823582683148,-0.043994243810697595,0.027367739579396186,-0.022560726314710938,-0.032665486488850384,-0.02470635604380059,-0.002497850337758838,0.024921376587170824,-0.01625900497450716,0.03792761833489564,0.03183342199118565,0.06610189650888679,0.006951862964235068,-0.01640700823420957,-0.010847814655928168,0.013550560375771509,0.12655015281478213,0.09293588178240514,0.0016182744261710213
WIF1,,0.021505808431182244,0.003725288088250006,,0.017284246644448394,0.009462596733111747,0.007635920332769047,-0.008408122203328101,-0.043877707322981796,,,,,,,,-0.021437979667714036,,0.08122100701179816,0.11928017185544686
NPPC,-0.010919712830460664,-0.052924524513293776,0.03508777186081198,0.005317398462436875,0.03136387484037171,0.02070022406722005,0.015840161682142483,-0.0015956560053526606,-0.05687158429894081,,-0.031109743028632196,0.08251737282156936,-0.029601728383769888,0.029105851382109676,-0.023869237494645704,-0.042462511958164514,0.04756843432265028,,0.01409574825132222,0.039402844630351784
LYZ,0.010038692671900084,-0.015335987536033716,-0.03086012866068716,-0.00395469190383073,-0.06817288836093988,-0.055000623299253856,-0.01872919764697028,0.035123290229416466,0.07399193888530392,0.04555860915715681,0.06568094612631585,-0.07810044899113197,0.06697111307287816,0.04571671313177908,0.016378153021345775,-0.026410289760117344,0.03544128312068731,-0.020745091447979685,-0.024244996206380376,-0.0055538379474606315
EREG,,,,,-0.01560882569825781,,,,-0.033034593626899866,-0.002767362089539492,,,,-0.011778559904246555,0.0014236730182835017,,-0.028723596449364733,0.009960232881827681,-0.050329978854097075,
SPTAN1,-0.011517742012204173,0.0295054368365458,0.03999957168317158,-0.05450362416981042,-0.004875026381765,0.005253025608289171,0.05241250381779068,0.004400016933409677,-0.09076285339946416,0.033049981512831506,-0.0020165014587846452,0.01968193529335691,0.05847950843491067,-0.0183235779931844,0.006662910028679482,-0.0024567494362295055,0.026216524087482655,0.07431835051618835,-0.02529854054962672,0.02653278980854615
PTH2,,,,,,,,,,,,,,,,,0.07778964044664084,,,
LIPC,-0.02894437580238564,-0.038963413142587056,0.04617683009395284,0.04186394868825162,0.002892840095225101,-0.005959245624925565,-0.012158942544167516,,-0.027556474013732245,-0.036630906481175785,-0.03298869796036851,-0.08309101820853818,-0.03617981901331636,,,-0.026194635009183943,,0.06736682503006633,0.06698707466613131,
COL8A1,0.11344445905227084,0.03330311222771827,-0.06433699064749511,0.0069470333650103935,-0.02990175852435483,-0.002352394712981183,-0.020185962514827842,0.06704777498897231,-0.030449040086676978,-0.005357503067854196,0.041575275528889274,0.017285895051110972,0.05446976007080471,0.04703836252145473,0.027420593500588942,-0.031037505680701686,0.028181739681219637,0.07376779362271095,0.02504824339407587,
GSTM2,0.031132829490842732,-0.036820220476709194,0.029927574464963497,0.0176636561673848,0.05394729285666377,-0.020107190493253577,0.0050404218479398345,-0.059720484701900035,-0.031229698260293492,0.0513044818628758,0.014500103930802545,-0.029208322526712852,0.0856509388345716,0.057310956704978336,-0.02845598885133797,0.00782310961865806,0.03222330327190017,0.028958632476067423,0.01787917565295827,
IL4,,,,,,,,,,,,0.044030049417431695,,,,,,,,
SPX,0.059126507840678806,0.05664953885962631,-0.03949992946499968,-0.016438145212219025,0.05524972437367789,0.020989222450443747,0.028211305508906357,-0.011770866009220483,-0.01715532334313303,,-0.0030540774304548047,,0.024727349964819168,-0.023622323184164004,0.010383097696718507,0.053816601403036686,0.0505350361593315,0.13625459194869893,0.12950245424346002,-0.06287445272038274
MFGE8,-0.03978544342016698,0.021565222724229158,-0.03388899656193267,0.0029115860181194047,-0.023110787209100675,-0.03446852814820955,-0.028496088290885534,-0.0005000921410931502,0.030036985409569842,0.05726408525374959,-0.0372831669767494,-0.0535945643039424,0.08723369538966318,0.014253251888854826,0.007738700046570407,0.0010741187958091872,-0.004825628741878905,-0.0631248297841431,0.0015373621367697236,-0.04264786217858028
TGFA,0.0005346867814545465,-0.029984122493261486,-0.039467029928699895,0.004176034685268065,-0.034902455432211085,-0.07082429343520559,-0.06530994969519237,0.03707840485184148,0.023944076813229246,0.050191182346288395,0.05303356104933182,0.08683215554859482,0.02834900333428711,0.04208212972983839,0.04851442113893503,0.040349444939547674,0.030121452821905752,0.10285200530081232,-0.06547930484002233,-0.04859325949218785
SLIT2,0.09430379679693172,0.02185882268306446,-0.05882208962068197,-0.043781749079790606,0.06587341214915336,-0.017236146711667868,0.008207731433988891,0.05823553712324909,-0.10149622998177989,0.012522418696461764,0.11890927242940788,-0.03244707720319644,-0.03347693690426875,-0.0048645136748920155,-0.002427033593157158,0.01227807209678109,-0.015799704583108868,0.07169136135003076,0.0032918822976175754,0.04834681983888752
PLTP,-0.07925561219367479,-0.06348002246382231,0.028238803727109713,0.007447025804458511,-0.0181971026953657,0.04674091325673952,0.05292056701071984,0.006517114923922781,0.06204199996471282,0.008070479199020484,-0.0018697126479230827,-0.0021247442043140405,-0.005207324531951899,-0.008946323855520496,0.009487891124565063,-0.006874500693968286,-0.007298997429498218,-0.0364745190791243,0.0065103571871261996,0.025065137243656676
APOD,0.03329477411930616,-0.011178523062837883,0.016187916841308006,0.031306598631521854,-0.020977594566430807,0.007789333219314659,0.06976135548406837,0.006882191797986886,0.10069636551776495,0.007890967012466048,0.05489416947580043,-0.03925976310975846,0.0017310305972476922,0.10012606724424836,0.005803355986504572,0.011948882785150538,-0.02558954373566843,-0.09906469168432605,-0.09563611060777945,-0.04763430209233459
B2M,0.01853080391975799,0.07629891508886788,-0.08720862580798099,0.040326420281529024,0.014707569033508823,-0.020744451233382817,0.07944948399485909,0.021879621553832187,0.17471217073053535,0.10907788621326313,0.16341093130992865,-0.0012676422322100925,0.003878083067590025,0.07298901475203988,0.028560413206054205,0.012229643438754502,-0.0242126929227004,-0.11379064122054837,-0.1839055384499244,-0.08367739410288755
OMG,0.029914232509999673,0.0011673320674390128,0.03748576114290962,0.0071501168757877945,0.11714043958743818,0.012121409351982651,0.05552977509990954,-0.03289977129016054,0.0880298688424097,-0.01855332881904582,-0.000906616174609591,0.14303211086860285,-0.05067772876173142,0.05579333169833666,-0.03425324784250649,0.029070009238575632,0.010278391660578179,0.0963955354420232,0.03937948226227727,0.004750283646234472
CXCL3,0.008174778965398656,0.03452328165150083,-0.003903204221916071,0.01583223052150035,-0.05702156392957037,,-0.08064020842210338,0.016332266797761945,0.0770821217625857,0.012285182843053818,0.13457538032278604,0.04486961546942543,,-0.04608226910662393,0.06912042810035299,-0.013343159229213664,-0.038580643689973354,-0.017341935884116547,0.041785581257298435,
CXCL10,-0.021144632623158195,0.041154818409826086,-0.04012985010021033,0.036663822010828614,-0.051948243533533334,-0.03250133070632704,0.03220317349226296,-0.013876777080902859,0.006947770969566057,-0.010022827985849666,0.08767741918798301,-0.08744122181106746,0.08367448045755427,0.010691836888734806,-0.016920947520104396,-0.030426512743434452,0.004567079921414034,-0.02104618718298353,0.0016564544271067464,
RSPO3,,,-0.026122690144875133,-0.011941346663519242,0.0028729610492512644,0.03384191367454887,0.056403551376662954,0.0006965141360463211,-0.07094844189124168,,,,,-0.03666888045279968,-0.0012745772286264511,,0.02620450063792767,0.09337606985400257,-0.006019207077876392,0.08258233021115088
CORT,-0.0226075111897086,-0.005532297051072091,0.024256343651201124,0.07856020084867556,-0.007396379306914726,0.09137704011100678,0.022304506146990387,0.06846288376783435,0.0010938642810964369,,,,,-0.010318913100989577,-0.013201405304183683,,-0.038354513489557596,,,-0.04817956381255704
NCAN,0.06512460890009185,0.02103952937654724,-0.019190094763252813,-0.09613715185352495,0.05576921146466592,-0.03542898282849893,-0.08960852095470433,0.058128884720517734,-0.10345004822768315,,0.050645466837223055,-0.01771378289789506,0.0925904352783075,0.08244736198106907,-0.01685892120491323,0.01155726023978315,0.052100675429298256,0.046651187968112455,0.07879547146931386,0.08386916716950471
