,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
WNT5A,0.04321259029316883,0.0034863621657206844,-0.006667269169682433,-0.07015926859772213,-0.08826426318017755,-0.24826123087775917,-0.043517059125726086,-0.002450171633397285,0.054080289889911065,0.04128424172398923,0.07417924888885505,0.04493271057264742,0.07636339610770297,0.07508201812667953,-0.01427716698694131,0.04779680096186482,0.1531515592813315,0.0008484354901245956,0.0447821157251227
CXCL8,0.005422836029912447,-0.005469574026217251,-0.056039501598291463,-0.10376807906153228,-0.00865542574946739,-0.07207994782816877,-0.09258712742157253,-0.016712589250237487,-0.052308602795178495,0.04113575953650896,,-0.024732523651125157,0.0970675158781092,-0.013070076808440979,-0.12725760362011712,-0.00885411820105237,0.0025508788257797652,0.0870756738044551,-0.020771248407004683
GRN,-0.052358854152888754,-0.0014886409455170126,0.02738831580923196,-0.05859304356678869,-0.09059066174586647,-0.2842528133172662,-0.012271366038668737,-0.028026399567488244,-0.0848423767250826,-0.0041219513316613395,0.03947929709245161,0.005023279209248941,-0.08843379971771556,-0.02119268779930847,0.01002082992987094,-0.0569258092444772,0.11326743334067445,-3.1018615496752856e-05,-0.019408838970039238
MIA,0.02445168711289563,-0.050971921176908526,0.015686081774375145,-0.038621940781338335,0.03306835222256193,-0.1163886900204839,-0.04294261006483401,-0.020410398582459924,,-0.04454247619161986,-0.0048450962848333,0.02266596476711387,0.08831857282632172,0.11367248968169029,0.13005036568521663,-0.007336810941430047,0.1480387444323687,0.030120048795893337,
COL4A4,-0.019448473020545226,-0.009588474530827066,0.036957141282943945,-0.06989240373883585,0.011611585451729961,-0.04015008207938229,-0.020530433364321744,-0.0015149628318802959,,,,0.013644453168393205,-0.024111170693201265,0.017637742045068527,0.05550325783859458,0.057414712088774314,0.07073765852280166,-0.03561154533635865,
TAC1,0.055823875915857336,0.007891997414409107,0.07743370406803599,0.1569249255980343,0.18184688149537084,0.34371179175800814,0.11751491479788485,0.026932900714371807,0.11175088645453081,,,,,,,0.00650796378953553,-0.004102117321138739,-0.033005724243617945,0.1187153357678652
RARRES2,-0.008762819777283626,0.011576168058262976,0.038187323581103494,-0.16789512524754882,-0.08820829461272126,-0.3441226372223461,0.11495655082829671,-0.002174738373011535,-0.043278003289882676,-0.04201822706920729,-5.6472100322051255e-05,0.08178280403588002,0.0994317695541355,0.06265015762579283,-0.08035757772350095,0.002027281363239606,0.001017882557651452,-0.02308707752897575,0.03849670257120197
FGF7,,0.04339395711555347,0.028037887480762382,0.06598229314820485,0.03820207377260193,-0.10285097639326347,-0.014673828066879542,0.03960560927367808,0.042143657869907224,-0.02672405509035871,-0.020433508356617874,-0.054712217452386316,0.07036622182946604,0.05941994613996031,0.05329018734423256,0.039757921841463616,9.645452762187109e-05,-0.004944946297400176,-0.01702561969396702
EFNA2,,,,,,,,,,,,,,,0.04616733455000553,,,,
HBEGF,0.021972866275074308,-0.008797790132100936,-0.013346235416931583,-0.05865617021731849,-0.0019488373518105084,-0.1066694527879634,-0.08337253387341712,-0.02705073445823424,-0.07788282621853403,0.019646446087775226,-0.035509452876491425,0.015857696800031764,0.0789249429972252,-0.004711510067925304,0.03494428029218364,-0.034456971051007146,0.035938295898252086,0.08816476202111878,-0.03835678716478603
CSF3,,0.05008700207454031,0.0002600143185868105,0.00016380251734820665,,-0.002590561005784159,,,,0.03764462507560151,,,,0.06005617211048611,-0.07588194539211174,-0.005382302076563376,0.0037866096951421012,0.034188938337824056,
PI3,-0.043700754492612064,0.000633831207757193,-0.021113543727570124,-0.040173705542865944,,-0.04783080446587574,,,,,,,,-0.03771592780080479,-0.1345164891165719,-0.0399630709556246,-0.07542545306498033,0.007798803037070009,
PCSK1N,0.06549215085495498,-0.03334098940616233,0.022443885412276415,0.04278205945568311,0.05952028444311775,0.20172055440572828,-0.03174023389479245,0.08494839548708757,0.17311096105103876,0.003852411989879028,-0.013425665499088368,0.06228039930096161,0.057551523033139984,0.1205915143673456,0.022164655927592983,0.12109103413803185,-0.041558347264543195,-0.029710370982497954,0.1670429206329932
NTS,,,,-0.06256765094418475,0.07785529123352483,-0.0522105890018864,-0.022575107222301636,-0.015470190298451501,-0.02066759810734128,,,,,0.02631002874254285,-0.008583354047698378,0.012673174146458712,0.007407781514855091,,
SFRP1,-0.030137948490568413,,0.04621892485098413,0.0622393038204733,0.018188588060476876,-0.0290371357327288,-0.01772770265656484,-0.001132652679263135,-0.06776104231610175,-0.018168427254876805,-0.026825405905021006,-0.035888005359219474,-0.010552836927687905,0.1396266340120181,-0.004442094993679436,0.01075067508015363,0.004276991141727938,0.0177429773099707,0.03094984142600964
CXCL13,,-0.019713601538462036,,0.005447567195765693,,,,,,0.03289760707975697,,,,0.05518147465691707,-0.026498465451215307,-0.011754760119763072,,0.007216247547505876,
MICA,-0.01533859911934434,0.029907172074859205,-0.04528848510874316,-0.018974681041510486,0.03534056311603753,-0.10258567376728037,-0.012967106248881229,0.038115793179213354,-0.04675423245138312,0.006636565935682985,0.008796343210421434,0.043351338251407134,0.08908154207273337,0.021590874513953036,-0.003438145881207218,0.05562742917786909,0.1059353706016237,0.02293431581273785,-0.01780990286376064
TG,-0.014281813759098113,,-0.023174303434539714,0.007256622752002992,0.0495855891623801,0.018026385321093297,0.12150284655955743,-0.0019699176728092916,,-0.02172745032114824,-0.030419330369632392,0.06561658882100563,-0.008898961677467027,0.09013783197811123,0.02149848803637043,-0.04179105758726111,0.05010148231345495,-0.04632182526336985,
ADA,-0.03099774598309943,0.00463721446084427,0.03808037206220484,0.017982330425131896,0.004366289300351361,-0.22002520007503656,-0.05029283462079515,0.0543245025212726,-0.06873439048796143,-0.04228522291403624,0.03327110244169126,-0.07721753149741334,0.04270646458479864,-0.03981445250933774,0.03735426067547757,-0.0005867185860958771,0.07226155908931306,0.05890113145331471,0.052486051246842594
LAMC3,-0.036742073001527535,-0.01812856422107334,-0.03144860144610472,0.0573999213302129,0.0025938089084173287,-0.09521465856528032,-0.07376482430101033,-0.010186931873693567,-0.04680258197266917,-0.0775759342156296,0.07797476983064835,-0.02687234610721607,-0.04948638026065195,0.02904738326144309,0.024852462307214784,0.025505886577469706,0.12895987487177193,0.04333703110397681,-0.02812459359537702
CCL7,-0.03049857655821232,,-0.016754984356908472,-0.03291596969258199,,,,,,,,,,0.007337957502287825,,,0.024441135054526986,-0.004439497598804147,
NGF,0.06386450114683115,,-0.00623000994053037,-0.03513437170903986,0.04112514824595587,,,,0.004660510016697647,-0.008499097705190636,,-0.03896918446346618,-0.02834008462068009,0.03981899540467063,0.08276717394918198,-0.021637327962146635,0.1590086239870803,0.08952473276708875,
TNFSF15,,,0.07455509467560424,0.038201282343223654,-0.05718690302993328,,,,,0.03204753907490335,0.16649769857127178,0.03385538777562418,-0.028621089355549415,0.03314578186556789,,-0.0019748255709091797,0.12841268558821245,0.05185856044475721,
HMGB1,-0.04182770466946001,0.011341935978326074,0.005781834259492542,5.576632431911198e-05,-0.01668647229630368,-0.2900566327847352,0.0415620383810297,-0.015098141834951393,-0.02083840014036611,-0.021503821141895526,-0.04845007211608762,-0.0074563158052485265,-0.0003544424351533246,-0.13733625415295447,-0.037334521411024835,-0.035830635675451375,-0.07406650938569202,-0.020668569957772488,-0.14858236792806626
ITGB3BP,-0.05340226585274014,-0.022951751456663127,-0.03414922226376884,-0.015190639775887128,-0.08562012372906556,-0.20403910971783193,0.03645413563376493,-0.010596846338319778,-0.03630725365006231,0.014151802757331272,0.003066881662586413,-0.047361667739733694,0.10206166851867572,0.055274324385721066,-0.05088341494913284,0.0051558771577068655,0.01665390180675418,0.0697128907525518,0.04446736871109316
AANAT,0.0747266624739916,,-0.016976413691372486,-0.004883868198186642,,-0.03831631820691839,-0.036321385859687576,0.007469615513218547,-0.01943059451969505,,,,-0.01986280757373305,0.0309513073559789,0.03669680024822693,,0.0742152723278646,0.022960388648927743,
RELN,-0.01889743731416925,0.04024771207258747,-0.01966244290390137,0.028703953601416917,0.08045480890754637,0.1636639594456767,-0.026196870663503218,0.03183924905277274,-0.0290565064009608,,,0.03530089282208814,,,,0.0009119473680604205,,-0.015029711517949828,0.05067665393618639
IL15,0.01838384712608689,,0.03142006500197168,0.02208815658234361,0.048227836456397576,-0.0956400935534734,0.014716260836607417,0.03024065688671317,-0.03981762829978481,0.012845695189351747,-0.03077431021694307,0.05912439987258695,-0.03357684485903804,-0.012620776420172888,0.028321943856179668,0.010942801498261564,0.048190337876691074,0.09449064667545044,
UTS2,,,,,,-0.10661374453301849,,,,,0.039807917259064636,,,-0.021710571072372415,,,,,
BSG,0.0050964171499455965,-0.02740987016389605,0.02828436696841854,-0.06250896245254908,-0.0006346482452589528,0.18319382087575453,-0.04531459284657215,-0.004088349021356687,0.15982566145553775,-0.014906281424176196,0.008642121577009202,0.010212216143055949,0.012206862553621908,0.09507019053294749,0.013861841431240944,-0.035894288818006874,0.05200057648672779,0.04558565205150194,0.06923908996328229
ADAMTS3,-0.012963392116084414,,0.06325132514549321,-0.01586827185192195,0.03235490877855296,-0.26870419740487395,0.04728447490161101,0.047623785847949754,-0.014070213739085836,0.0019611797074285905,0.00506596027302593,,-0.02378368995191377,0.049287722943599226,0.07063377926968396,0.19776749242784003,0.08966532851095751,0.021534969345184764,
CD34,-0.05511641717236395,0.09324906975164132,-0.024923493928937845,0.08309468471090697,0.028620483404113495,-0.11654617539057623,0.04473114355972746,0.040619050786053906,0.02467093433900509,0.018872721377036834,0.04583925014390268,0.023518394926744773,-0.0586121213287521,0.035091217595522216,0.047582967481057135,0.006428023716663566,0.1025148048606711,0.07896068845155889,-0.10693687028814812
CCL23,,,,,,-0.04359788780429056,,,,,0.17252859046381364,,,,,,,,
PLAT,-0.030618474395478348,0.042080742772100686,0.04767137320751793,0.0036461058848162513,-0.07167724963234683,-0.20431119797116987,-0.09513769095733374,0.02633544120681274,0.012436668330532055,0.030604371873972927,0.11040204520846247,-0.07387564607107563,-0.05671012359680881,0.029912160919923374,0.1751769810442152,0.029849322579374827,0.09485562619258225,0.08561696909275761,-0.03152988416453093
NTF3,,,,,,,,0.05347860785105483,,0.0450675324439937,,,,-0.04634092277403555,0.20030816163125528,0.11731055094835431,,,
LTA,,,-0.008171967586840058,,,,0.02093917539623867,,,,,,,,,,0.06447380535922882,,
CKLF,-0.02317257071773164,0.03702111451841856,-0.01952174919120918,-0.021814243129110192,-0.11263842938074213,-0.2865225133080897,-0.08004805630185338,-0.03016058048773661,-0.05278669887878321,-0.05311729394703841,0.06223441650662212,0.006412514265782099,0.02179169829088746,0.00821338299654316,0.06424036783178981,-0.05024333856091428,0.06314064535350639,-0.034765990383465305,0.023215414444886347
APELA,,,,,,,,,,0.023403907803604306,,,,,,,,,
CD24,0.05340422780996056,0.024929007282189882,-0.005755656272201877,0.004286037748964648,-0.10937316176835181,-0.06124874991744907,0.029573385906457937,-0.040814552703822296,0.028715485836241728,-0.0020061572715416556,0.024286492106944273,0.06281660768984942,0.1321048532702987,-0.013436979474960416,0.035573341800716786,0.13332968165631737,0.002992993871690086,-0.000818022747382863,-0.020563652510653962
HSP90AA1,0.0094845396401795,-0.06489108129931553,0.04861892535124678,0.18386254174662553,0.14812319288022469,0.3163591596210019,0.04358953465887586,-0.03793784053189576,0.14280840254214494,-0.05631539354181854,-0.0724333886515794,-0.06782323195566216,-0.06643397026796272,-0.08423601428699572,-0.16909599996179495,-0.002064694427821731,-0.10143866569516474,-0.0009792076934096916,0.11461469615479979
BMP4,0.004621226764884063,-0.02617332919676734,0.017844247394288696,0.012703791395105872,-0.019704897104096845,0.03726103334839254,0.026608415348889653,0.01239952555779159,0.12371471849664327,0.06260523235840867,3.3118331985791895e-05,-0.05698317232951518,-0.018660865350538444,0.02754136205704021,0.07081314173302858,-0.03163749965330064,0.08804405580544795,-0.007856154120967875,
SCGB3A1,-0.03049857350839541,-0.029019913004928264,,-0.026151188686037365,-0.0201827302431144,,,-0.017216371789693864,-0.01851261064507095,-0.03898721051731832,0.08145808279430636,-0.04893260065413229,,-0.0020754480207739465,-0.009949734188784125,0.0281285742050041,0.03422794520609509,0.06340097626014894,
IGFBP4,-0.08487347394497112,0.0074871816993799705,-0.04342282858213457,-0.00441817618022253,-0.10049004914479427,-0.17656686377713016,-0.04275794065217344,-0.03073393691457108,-0.024051121446936885,0.006106032023257496,0.015425458785305837,0.030091897134694377,-0.003969726213355618,-0.044413794728079846,-0.06979984857345488,-0.012167722915093368,0.15538329241287632,0.027198936897686276,0.03042644478148463
RSPO4,,,0.03170464241251259,-0.030182722754425954,,,-0.025597594330512157,0.06466523979566505,,,,0.07898664532231107,,,,0.007576791105430319,0.016224457788061437,-0.006691654071614474,
LEFTY2,0.02287667256166093,0.0306163759586103,-0.021347528601772487,-0.020837975316388223,0.01995568326395078,-0.18210870777141241,-0.050023973677311574,-0.01887795946692366,0.07990767416519987,-0.05380931252822808,0.0573145672652257,,0.16784930686992675,0.01817337036363372,0.013700954777623705,-0.01921105120756911,0.16679581599339535,0.058905080715705396,
PF4,-0.03163737427780041,,-0.014618393758528121,,,,,,,,,,,,-0.023313106022612204,,0.05132160255976311,0.024430360473565248,
ANGPTL2,-0.02783804994155724,0.029519282031266508,0.0023374085064982444,-0.042571286665656585,-0.12817118128028726,-0.18878883914141834,-0.025779720215377347,-0.01964206232114607,-0.0842026763822335,0.04550175123444934,-0.03153949677601161,0.001289503102978644,-0.025827669275358206,0.07899875067429568,0.15079354820651403,-0.019767888644289962,0.10307790537407364,0.039135613781139035,-0.07917288280032703
LRIG2,-0.027100354912284855,0.006588158613838546,-0.0004052206488964992,-0.06960271431094882,0.011062669002889006,-0.0808164025431567,-0.04294926826976456,0.06278210033543045,-0.01486461222490402,0.0037151632492223394,0.043231970781193084,0.07748964374437996,0.04740999089193871,0.03574815960588213,0.051712395221796846,0.021517118036047552,0.06830313229396745,0.0392863813316666,-0.01561023125734305
ICOSLG,0.025703296836689916,0.0738153235029097,0.022528717775012017,-0.025527278504553517,-0.024320570436650025,-0.1233536112529279,-0.005783026839018408,-0.015593264936857917,-0.09328888740986639,-0.016421324521431278,0.03292072448951002,0.11899665219005705,-0.011796727199769194,0.049883138265606995,0.06136240433845893,0.035194206080614326,0.05829175191578767,0.03557856292792228,0.03981941175866995
WIF1,0.019368445642289,-0.047059101846355415,,0.0983208648938321,0.13416897958204374,0.3421046217998943,-0.013900805854961158,-0.032397642401095855,0.20250438268448026,,,,,,,-0.04030917120884799,,0.09258704496061428,0.16052301480589334
NPPC,-0.033860390485590426,-0.03640788302716815,-0.009889086969735204,0.08318127142501916,0.10345575066266166,0.06253446937973269,0.10390503909137125,0.023981004108134307,0.011240796923203799,,-0.023376368793222684,0.0684935946323875,-0.023783644273913013,0.09087828570182915,0.02985697483464461,0.04754188752584776,,0.03822374771674159,-0.022833446986357725
LYZ,-0.019045552081663017,0.021052838320462283,-0.006970641352662547,-0.04844940960211089,0.005536672544281279,-0.1768024366423173,-0.002778597296382298,-0.005660879333668068,-0.13995872711858193,-0.08608692775055311,0.048417645054619624,-0.04782209240555961,0.01306283161089498,-0.02784691334703201,-0.02940623111133113,-0.02672408913308664,0.062197338892979966,0.037533785051692234,-0.06104601913631357
EREG,,-0.03659525219034188,,-0.02442716132005395,,,,,-0.021260932586327795,0.009051058254139342,,,,0.06497643328688327,-0.029958863054023156,-0.04409027268046273,0.061376906430486516,-0.002984436753969287,
SPTAN1,-0.013458880039486235,0.026220519085673816,0.04128770115935151,0.09336213232142318,0.08543607731669106,0.18388190215353714,0.10243188193391377,-0.011816039205580353,0.17066240089237095,-0.054968103562409866,-0.03892054810660877,0.010100574088162652,-0.025386292920663436,0.05306053628766323,0.0690901956910129,0.038295791746330576,0.018233661588145076,-0.016392423332106356,0.16843891507341385
PTH2,,,,,,,,,,,,,,,,0.05679268565648507,,,
LIPC,-0.010717472691701596,,-0.0152279939523832,0.056950358023922634,-0.0177830607383314,-0.09072298597699469,0.07199105648391278,,-0.010379025696889484,-0.0015177194502078823,-0.024788246203771774,-0.047012616855118074,0.05412397292540147,,,,0.08197792781758499,-0.006541357271401615,
COL8A1,0.06900845724815131,-0.03389639199237642,-0.002170785256717033,-0.10332971274054267,-0.07692948383483114,-0.10273611739824307,0.004882140406818708,-0.03747227759480326,-0.0815284534016783,0.09746519321049028,0.06907104833983355,0.008527409560363264,-0.0012559902029286466,0.003271681922606408,0.03442232964190227,-0.027181121312927693,0.07234985572631368,0.060662246840090764,
GSTM2,-0.017196080650609676,-0.022794929264043574,0.01526543600102972,-0.0405272711855468,-0.04922102052431308,-0.07563726293120246,-0.0002596333643257251,-0.03366746783189567,-0.03381577521510065,0.06481404354514338,-0.01556088846654365,-0.051634214204113765,0.05267696172441237,0.015455062018411419,0.05041190734552883,-0.028900547806766028,0.08022752848510613,0.02374463554938042,
SPX,-0.0019389573267481188,,-0.007596647913488068,0.11877726184614412,0.016751036068035324,0.11279219882888307,0.005686508523401037,0.013594134313077806,0.03160759859675242,,-0.030989861061940648,,0.008956944607213359,0.00805921635840423,-0.004745905601793221,0.0051605524778729995,-0.045055463771976216,-0.05752481426227373,-0.06303663508507298
MFGE8,-0.06128255376402941,-0.022752705795613,-0.006209961801957707,0.09214067902985697,0.010597767727260704,-0.04141095268322849,-0.05688982849491427,0.01502930205811677,0.10455332958303462,0.06133184538963775,0.01713917218809561,0.008935210139775976,0.06325964535748689,0.035965008238922826,0.0016119543675610134,-0.024259200063107254,0.12323673899796043,0.04204311926858691,0.06627377945469022
TGFA,0.015879328728776187,0.016352734851935814,-0.026664630701046035,-0.06918821322659882,0.0008832006551893916,-0.16683098361025742,-0.0534741818289223,0.040532837602309565,-0.0589155893284181,0.07607645933437195,-0.024191011378135154,-0.03696668340128891,-0.03081961072628053,0.06256799776152955,0.07182515714110373,0.08467873688241911,0.10116426038866388,0.04306575940345158,-0.08164758191547175
SLIT2,0.13416799525375817,0.026429079955985105,0.05968186954549441,0.09695928179890459,0.08164086898343763,0.18900954749848584,0.04623444049194086,-0.021450199670582773,0.08635214499879436,-0.008644977117968234,0.06112140035381153,-0.04884798646611684,0.024829056206663463,0.06030530596029243,0.029051513935491945,-0.010397601786164572,0.0241998532265432,0.13818085975388789,0.08740473614011512
PLTP,-0.05298864405255917,0.08506171112205542,-0.03321168826295029,-0.0919708728368356,-0.11015256587560733,-0.2752933548048643,-0.007978743639558325,-0.06260746953163046,-0.18308372680964777,-0.011220474371061839,0.10086060116681603,0.031340441870404245,0.10271644783462787,-0.03612801474254183,-0.08435412826177412,-0.06904748391632723,0.0712653906395063,-0.06870016377283279,-0.045048678656558476
APOD,-0.0540517691324037,-0.02126120536999648,0.00427063056800292,-0.06832250910475632,-0.11734968782508551,-0.2824754880309409,0.04011085688936152,-0.03751953902299261,-0.14882797150598623,-0.0018762829122662852,-0.04477154612822414,0.015055565905794578,-0.12730048299002653,0.08270045241274347,0.1718463283496461,-0.02973350273937751,-0.04343975021954685,-0.0253834997113861,-0.24981653925807484
B2M,0.01321158160674224,0.03672905268438811,-0.0018202627247588192,-0.07228917724373021,-0.17383834752538715,-0.36645160684105943,0.009989015711795212,-0.05918266300495639,-0.20278408992177963,-0.06163380005166391,0.12331536045000271,-0.005043586642170369,-0.04262098452288971,-0.06395253115499572,0.043132165260771786,-0.08788842345698067,0.11220225854933988,0.061866292305611005,-0.14613069359874684
OMG,-0.013361642210948384,-0.004563474915317153,0.020657029115340446,0.07238421015753015,-0.034311970395732166,-0.06255090331715162,0.0831482873398167,0.0276006156629634,-0.026247012741211155,-0.04582751784045448,-0.0036497689985397663,-0.03600107956273375,-0.10826979603331574,0.06283460184712933,0.1706245405241247,0.0017775560263301755,0.030624122157988157,-0.007629544971168933,-0.014333677670687044
CXCL3,0.00792027233555508,-0.051118387271285655,-0.04893694634235005,-0.07067513217846741,,-0.05030749418672231,-0.03336588030303632,-0.01841787598129484,-0.029929967236254705,0.025175016446869376,0.09567665873380884,,,0.06811388967433224,-0.014259208238948547,-0.010561894774882744,0.10376668912364459,-0.003323343406117529,
CXCL10,0.023097532281574837,,0.08345336038355944,0.030018431001673816,-0.013285847743229499,-0.22495685366907842,-0.023913437149221027,0.0018162131924270763,-0.050210262051016946,0.0019974606416610727,-0.060833879132846824,-0.020911271836102106,-0.01046060643655398,-0.012268790437688817,-0.02718500474076982,0.04917065191573356,0.08195798080838373,-0.054313452049121934,
RSPO3,-0.02358854174837833,-0.027149297207573336,0.10239415972366765,0.17148578983048313,0.08114800762009546,0.17344219021944401,0.05764413657931434,-0.01667490996777539,0.01589120256321029,,,,,0.09770281896277015,0.09736951134104259,0.10650532961687831,0.07012354969557848,-0.008973092970908701,0.0616143345935135
CORT,0.04334000915266083,-0.021745433249091888,0.023612104569305476,0.09019099979060595,0.07870057046999467,0.17386542624821313,0.02407891399323755,0.015834733773300774,0.030370118118694535,,,,,0.025053369908407345,0.051684584394236156,0.08420545428915853,,,0.07646950022695896
NCAN,0.007034963060834449,0.009060423943468275,-0.05083203926061554,0.16106713670175113,-0.054870685691539765,-0.1130201671050172,-0.0479507704028817,-0.06040922220419894,0.15730977001670385,,-0.009320841501591706,-0.005993280045567461,-0.08787057595381996,0.0696877516043789,0.17010525461318712,0.01861491176287266,-0.014854978643131126,-0.03767822225615132,0.023081145598613417
PRG4,-0.03849407697989789,0.005769799659287556,-0.016754986967924067,0.048757782468712554,,-0.021680329470561976,-0.017116233987492433,,,,,,,-0.010611332583328676,-0.029518730475513563,-0.0127266390796562,0.06896344671469333,-0.0148055613596414,
ZG16B,-0.034382775194756784,,0.02436249748094688,,,-0.01705368002811992,-0.017854271647630097,,,-0.00533373671167387,,,-0.022080792126055848,,,,0.03340294629348094,-0.0015895016005006836,
TGM2,-0.04072145521658796,-0.04518368732676974,-0.002972993668187425,-0.09460034819871291,0.02557369759945827,-0.08294466802664256,-0.004045220920297848,-0.009715625592194185,0.0071459695728104695,0.011208230387440721,-0.017777450394840265,0.010322452423346146,0.05072995037235768,-0.015593701795196459,0.0038541818688422906,-0.02414875999102306,0.10903028303219289,0.06291004966807204,-0.023599341260115144
VEGFC,-0.0515159639877263,-0.013408458054663912,0.030175330551070446,0.03675437221654082,0.02124634887460249,-0.03148767572439,0.08221103473405739,0.00989829165771698,0.02017156452433418,-0.04548994422645797,-0.03987504583154983,-0.03841141558171278,-0.02862109190788216,-0.05972146105403122,-0.015451263922627748,0.07221526728965028,0.15134738608851409,-0.020579244571599653,
WNT6,0.03802731361013426,0.01256981781909483,-0.023174304396749085,-0.028829496694813172,0.033696566119143956,-0.045638460359895335,0.012728350562502112,,,-0.03203217862008574,,,-0.02099883590424563,-0.009105708083172322,0.0634525498933808,0.011111637229924037,0.09876058888131727,-0.002235703456691437,
