,MGH258,UKF248,UKF251,UKF269,ZH1019T1,ZH1019inf,ZH916bulk
MFGE8,0.02393258281660427,0.04882467692050757,0.003361238685096921,0.0584378738048203,0.009997694680435602,-0.08848547315041923,0.018161803740391873
TGFA,0.0696087682033984,0.08836358580612119,-0.00013242527661080407,-0.021840386112541015,0.008041320333537225,0.07099774008167567,0.023651263206940592
SLIT2,-0.022479568252874754,-0.026235367492062626,-0.028594746931288627,-0.04749966464479252,-0.03297597617766414,-0.026897214368329887,0.020592515679436017
PLTP,0.06558943927528232,0.03900671396987628,0.023735369206586268,0.09550502322119912,0.021822985636837034,0.004637059889887298,0.055271194952509796
APOD,-0.09743394554871786,-0.00670959822607608,-0.020059150759670234,0.03873659834016786,-0.0929599490302726,-0.028730652486240717,-0.012516982887546015
B2M,0.07643336137984728,0.033976921540480834,-0.06016455093053658,0.14516249543573315,0.017411827897967195,-0.016207888992580414,0.029820167652658214
OMG,0.010147738844051318,0.020424435080239764,-0.050894724266893086,-0.06774531573944603,0.0697144845582067,-0.03648954609224754,-0.0719180117232782
CXCL3,0.00964024978416319,-0.03305198050459814,-0.022546032828733697,0.04415377890631834,,,0.07329656761790991
CXCL10,0.024966662893546564,0.0038938854667065776,-0.036778508560597646,0.13713317513558462,-0.04598533985548302,-0.03208129636083307,0.08204503216074031
RSPO3,,0.0021347091100183367,,-0.02347293521277373,,,-0.01819239230328085
CORT,-0.021842959663626954,-0.038260435894189045,-0.019585433280378643,-0.04062517335890625,,,
NCAN,-0.007938637738436507,0.06582117012911314,-0.018304830529106045,0.04579464029390565,0.08088065785652787,0.09112608702995757,-0.02287069088785986
PRG4,,-0.0011464953812649135,,-0.020333939182847628,,,0.05238893916092003
ZG16B,,-0.01789183120848878,-0.01319637257235422,0.012757904365248656,,-0.02208080530735834,0.08884685569906844
TGM2,0.029055754216934505,0.01039313174942182,0.04134894903959148,0.07452825417737773,-0.03342672302058772,0.04651377269911618,0.031435700240328504
VEGFC,-0.021842961070026107,0.05869552436378285,-0.016944650568937913,-0.026809022130279424,-0.051031808524313035,-0.028621108993468036,0.02969713224684632
WNT6,,0.029474951496789338,0.09223743366693835,-0.019995766572209847,,0.04725272605080445,-0.019210695027854753
NRG4,,-0.0118836287217791,,0.07829970620034096,-0.031604367260000356,,-0.028889938806066405
PMCH,,-0.013696521630345451,,,,,0.059310906480785325
COL9A1,0.03216772372171351,0.10659679570485685,-0.008214971333710396,-0.037648903801510744,0.03563522691852217,-0.054833204352609854,0.07886493694202791
GDF11,-0.04256600664766593,0.016103478258338723,0.029287415452475315,0.04398601436607795,0.03356498190240621,-0.05220793251043567,0.03884200705824361
IL24,,,,,,,-0.016985092408056263
SORBS1,0.06278046740086876,0.00752119893930947,-0.005850751495247359,-0.09663023139716695,0.03953762536955616,0.09322942061725713,-0.005578844981999895
DLL1,-0.024282004512556892,0.04319806803651319,0.04266747502005902,0.03847716894463266,0.03381769757072699,-0.08181768355014166,0.07662835746084953
TLN1,-0.054933253011377914,0.05520596643156176,-0.009306441331613574,0.07712325761932637,-0.04948588696797968,-0.028412403404667903,0.03884373354580072
COL2A1,-0.02051612526311301,0.07035343902764657,,-0.018768487922097305,,,0.05046162206082011
SHH,,,,-0.014754311997309413,,,0.1318109926043783
PON2,0.051408574831941375,0.02931214797796417,-0.006695373719968867,0.0818352292316016,-0.027282023060197374,0.09716564152734786,0.03210270087005195
ICAM5,,0.014995291740525695,-0.015709240009358885,-0.036675459510323104,,,-0.054136952077587126
HPX,-0.023303899642583392,0.04449966991446365,,0.0014797762896813628,0.1691877947564521,-0.03618709318351489,-0.0010534588800193369
SFRP2,,-0.017153867801120805,,-0.014978997948950119,,0.0020424392746091636,0.09526437660213576
CFC1,,,,,,,-0.025563050227233725
CD70,,0.014480992701319171,,,-0.0342999143530597,,-0.009382927654112718
HP,-0.015670527860706683,0.01725343684473191,,0.04894223459803623,0.0673593688307704,-0.029928055218634682,0.007571942299876779
CXCL2,-0.04283230348429718,0.05000726026974282,0.09641827027207096,-0.0021046529256526065,-0.031135377761076465,,-0.015100973572360723
NPPB,,-0.016645434625641303,,,,,
CCK,-0.0037894236739326194,-0.0041578748705613814,-0.013486495449117421,-0.08339439101185006,,-0.027482291411738514,-0.11296551355591616
SEMA6A,-0.022205742074838906,0.029255372095309415,0.06431901138187879,0.09220756137199727,0.06773081954161998,0.10426865766345664,0.10741477782565581
IRAK4,-0.016258867014889603,0.01685494708132681,-0.009241549411826262,0.049842065826660405,0.01415294066211661,0.0541839671250532,0.0562106290185289
GSTP1,0.01952440295285679,0.029517594422563354,0.0165322207567382,0.10510671793368132,0.012652493013115903,-0.03231541657959688,0.13078005294714123
VCAM1,0.031784906973326504,0.024680654405011385,-0.015321272282680197,0.14193380379003995,0.08839023021263409,0.04640030592993862,0.01696983099745516
NXPH3,0.014573241198463111,0.01837285183668852,-0.05050427639117399,0.048134526513704326,-0.04321246181622734,0.0033812331511148637,-0.016273054668795528
MTMR4,0.006321790939075012,0.011753357701629595,0.018321438960393146,0.03330519592857726,0.04427434738482591,-0.09405006500104061,0.07832482495768393
LAMC2,,0.09172952723742629,,,-0.03160438620696999,,0.17689004255537766
IL10,-0.022688185547872143,0.021709914502984314,-0.017479999556061554,0.08563873533717153,0.1848957517449807,0.07752184574216994,0.063077761192701
SEMA4D,-0.06471045070992676,0.01360340926726663,-0.01611934365561018,-0.011633058612522167,-0.006298175898388145,0.003835063204959896,0.01625245029964037
TRH,-0.02005602980742591,-0.021918408365453716,,0.15115220229907325,,,0.03817388668028157
SEMA6D,0.07829300170691456,-0.03913337638969362,0.03841146286111774,0.09414960612576453,-0.03608773800218565,0.1401226531710917,0.03805325837677414
CEL,,,,,0.0443730797769382,-0.030525566997330555,-0.02972180671662594
PDCD1LG2,-0.02796791101239046,-0.006211729671264841,0.0010671022204116216,-0.001403901667039187,-0.007958424785286834,0.008561476629780521,-0.014721663687579442
SPINT1,-0.016893567459168934,0.0016860434684993987,-0.002339284078887051,0.0738287317166543,-0.07791746059233366,-0.025214025220321252,0.015607102049068084
CTHRC1,0.09254477406051187,0.06257359933808487,0.0885603412277663,0.053982870812906224,-0.06380340395643343,0.01640312459975535,0.0513995640937469
PODXL,0.012538789264446147,0.08358125852674445,0.081273996693118,0.12441224025381142,0.04944512334639327,0.05970368569500698,0.04445799875652778
JAM3,0.03552777819146065,0.05659832286365821,-0.017976308158797263,0.09827136296991858,0.047768917706104384,-0.0740998286954061,-0.006888251974757554
TGFB2,-0.054792094028986604,-0.01685846160537065,0.028333837367482115,0.11239686566379868,-0.048784636442392275,0.03209738402373635,7.948049778523345e-05
COL18A1,0.019692773737746628,0.0773788324095807,0.007352373647198937,0.0973016343033042,-0.1312383238279247,-0.03917456997619392,0.019372781903195187
NODAL,-0.03172966950967688,-0.013658743387921665,-0.01175446160415486,-0.006032889031439296,0.047636631903630086,-0.06262907877942908,-0.04849855289056115
INHBB,-0.04809515958702892,-0.008333498430932684,0.05796883234248563,0.08743628027137729,0.05200421248458554,0.10028726788623764,0.09712943210515905
LCN1,,0.039748987466695446,,0.05296609740606081,,,-0.01951331193085756
ARF4,0.0607634434458409,0.052333703886878094,-0.0029284287452708883,0.0698458256426404,0.03478050908413527,-0.021972090574051282,-0.00983122685392568
CXCL14,-0.03789595775627834,-0.040476484770049406,0.008950659994742117,0.002157168961378735,-0.066355224589214,-0.022372353364210035,-0.04295025793659962
LIF,0.09438649334154683,0.04845524945756507,-0.014874596865501823,0.06850316557606075,0.1895225313568751,-0.0020232293576849087,0.0980849920660336
IL17B,,,,0.05668701448882299,-0.03017826898947387,,-0.02206248178932463
MMP1,,-0.018012161539086406,,,,,0.048017914456265236
MATN1,,0.021809745158200017,,0.004566038577268281,-0.0329760411773456,,0.07992192854786441
ADAM28,0.020752002598985138,0.03560065867037941,-0.029003649748165584,0.006853461586610342,-0.0686754650974543,0.06784774412594277,0.03423818109210627
TCN2,0.03169172180186592,0.08616682553023518,-0.006570245203466311,0.12721235524425517,0.032323665540845425,0.05821042837401468,0.01663375698111213
THPO,,-0.02235220305238494,,-0.01101435201503555,0.08694920889334595,-0.022775872999223998,0.05277379687280313
CUBN,-0.009843198210169933,0.013673745610440977,0.054725861695481784,0.053248629341705496,0.08912776245462796,-0.05326814209594525,0.011099462928746166
TIMP3,0.028474388867439995,0.03254167138467846,0.029263735986235544,0.025436064069765594,0.03099286711110519,0.02384804989311373,0.03336226836127552
PIGF,-0.020464011472911367,0.03312799161106598,-0.0043277474806707565,0.07568797214329055,0.07080854513605224,0.03545306023237253,0.04453500388910664
CRH,,-0.015307119370956829,-0.014751818318634943,-0.025327200700693442,,,0.0035095848224910085
BDNF,,0.03815671220564341,-0.013196370057012876,-0.05328240206936777,,,0.1074586731720333
CCL5,-0.021573502441607478,0.08327111701644502,-0.03343927792272178,0.020704706355784985,-0.01978606662900485,0.06337853345037327,-0.033851661705330896
GAD1,-0.02842075813761776,0.0355974700031847,0.02307631209575852,-0.05561280786962222,-0.008159153009157712,-0.06336635184907953,-0.06300765679086444
COL14A1,0.024226391764200474,-0.018855370509573553,0.15912639903176262,0.02393753253058662,0.05941947842116534,0.02343969209776307,0.012386299122020186
HLA-A,0.0809945074853752,-0.044127292157184674,-0.03708586685109494,0.12171745140018049,-0.05323045852522356,-0.11184059467244005,0.03502844402009565
CD5L,-0.03834628413126873,-0.01530711760003971,0.009892438919783144,,,-0.025998033140227195,
FGF18,,-0.013850174758011497,,,,,0.04437992823583479
ADM,0.008945533057323853,-0.08415148411475941,-0.017222335194548112,0.09907412219966316,-0.03947452361500845,0.05133764205998481,0.049876347936511245
CCL15,,0.18309522634400247,,,,,
GNAI2,-0.012986732105836476,0.018901402567884803,0.038429946634969896,0.0663372427740797,0.02477967817274121,0.06446822240143026,0.02946718121014062
HDC,,,,0.06627553606298414,0.015291244635216437,,0.07812709670603692
COL11A1,0.01219547804193962,0.029071605446841974,-0.037245817266860104,-0.01715321588825999,,-0.007161734992545028,0.0725100458084539
NUCB2,0.009519024955983989,0.05427919530659802,-0.014268626348098988,0.03622134870714436,-0.05882460895689124,0.02768953425454187,0.01823494179240197
FGF16,,,,,,,-0.019811604953635827
CXCL1,,0.004324815403776554,-0.0158251731830133,-0.023697106606866972,-0.06352445947136184,,0.10619073148628719
VCAN,0.01431507167328719,0.009958590378702309,0.04915952406415759,0.0964970438426986,0.03262925625098488,0.11093490052491316,0.03426763817927741
MMP7,,-0.01615450124062829,,0.11757977811790118,,,0.026150038338529653
PTPN6,-0.06870441155556138,0.016879504896468868,-0.052954906304279535,0.11788649046390708,-0.0043241259223662865,-0.008446626099195451,0.015053424297053005
PTGS2,0.01867829083354398,-0.026838587677034415,-0.014123136937744918,-0.05396825537896086,-0.047458891306485056,-0.004862502126905307,-0.03454080943186821
XCL1,0.02689651170796691,0.0030556716035428466,,,,,0.04800124955643829
CD58,0.06611139909041798,-0.006260020501576717,0.007580682361861679,0.08956295925939778,-0.042783477295047646,0.005572542573695165,0.08928840169968083
TNFSF14,0.031540182586014126,0.1433633190762444,-0.01650513390824394,0.005942371692784085,,-0.031051387176010137,0.006607626077245515
CNTN4,,0.018993648728897614,-0.012920166171659952,-0.042687854070997754,,0.038035124417800784,-0.012374649701161516
INSL3,,-0.015026285530761449,,,,,
BTLA,,,,,,-0.02917607849809889,
MFNG,-0.03926261568751503,0.030235318856780796,-0.024797169990273635,0.10562471471104294,-0.05041606275384921,-0.05137051378901135,0.020810089038568104
ICAM1,-0.012905197131441488,0.000870595018862146,-0.014683569080597772,0.08476422205073608,-0.07099388005922588,-0.0533103265629643,0.06164909876668213
PROS1,-0.035680363412024,0.047384410671104216,-0.004644781958856565,0.05824914619553019,-0.03820570504693454,0.013512147431339036,-0.012144548094656846
CLCF1,0.0349315316878778,-0.00803405834627225,-0.040512663291999325,0.01657285005485636,-0.019847836159843552,-0.05511784131396302,0.06188963795642947
PSAP,-0.050880600491422324,-0.00196670964670567,0.022158491607488,-0.05438010380572932,-0.07411192768327406,-0.04472231207679478,0.02309536309748728
EFEMP1,0.003929546240960161,-0.003866546704889123,0.06346353370890777,0.027203564203333096,0.04486406201639604,-0.017832260273631665,0.024240361125563433
C1QTNF1,0.07740526896346996,-0.053878627716171155,0.017431598234294875,0.09403772959314279,0.047425671974058545,-0.04938219408551084,0.03953878873599371
ALB,-0.029486278570581143,0.0647448894270695,-0.021772641073300257,-0.0201654940484277,-0.042222350679643736,-0.00685972088544093,0.006995157835252231
EFNA3,-0.02122216847411499,0.02209783478640763,-0.004565544282339507,-0.10172206485512873,0.03859768518080925,-0.025272169078621353,-0.03526181835043821
DRAXIN,0.026888954845143864,0.034219679078032535,-0.04602005549606959,0.04858247780768884,-0.030184383370971637,0.10662197203771345,0.03620502113789618
RAET1L,,0.10579769430818968,,,,,
NPTX2,0.03300925934009702,0.023710784600873846,-0.047280774986517324,-0.12312554878001833,,-0.05597640783158422,-0.05502800015443678
FGF11,0.1427180237584149,-0.03483184025317746,-0.017925574228589168,0.03005572415090298,-0.011767996322352316,-0.005391590874090776,0.09734046766219696
CD59,-0.025840818055033493,0.06632118306074614,0.014764672361791114,-0.0468173938590066,0.004359231044646028,-0.019959518168404536,-0.032044191461886584
COL9A2,0.0009582992519370812,0.02968821788589505,0.003923027742970418,0.0038614249378555944,-0.027427467238212166,0.010665159941171135,0.07742597103173962
DLL3,-0.027940773512345723,0.02523271530046885,0.06732029675124354,0.07393181683342082,-0.0015116257720376952,-0.07796288974112096,0.019909536027746904
FGF5,,,,-0.016057669390043394,,,0.024433118817179716
LIN7C,0.004304371527693521,-0.02328036731254706,0.01649232506909947,-0.0033242118392562804,0.028170686275459468,0.08462562042599724,0.004145963971878487
GDF7,0.07407898252055331,-0.015027530508403131,0.1028306977617576,0.024949047346509663,,0.05512221763839581,0.036673722327154684
PSPN,0.007762049511140543,-0.04394856341998375,-0.024979723562318718,-0.005417446182644893,-0.04897368298411046,0.05723205735475512,-0.0002363296733916315
ANGPT1,0.03435857864001202,-0.0024999903105561256,-0.005915704293008271,0.051048990167917134,-0.05474116556387484,-0.03478279171750199,-0.03533185568156211
PNOC,-0.02864985524051023,-0.02892019248713036,-0.029013570440731447,-0.042786642848478225,,,-0.046278578340914006
L1CAM,0.00034090248475937996,-0.022912702829807452,-0.019764193728343364,-0.03373819738824107,-0.008381749412432329,0.10653475970834154,-0.09138829029070425
APOA1,-0.020719744351589436,0.04776989022339967,0.047769076999444084,0.035319502456378646,-1.2528448704707492e-05,-0.02435034836461428,0.026835162635030232
PSEN1,-0.0127372882148859,0.08055149848943799,0.04958952293025881,-0.013414701358464568,-0.013470671431326983,0.03984684609577482,0.03497174574806338
CALM2,0.06888775757543554,0.030943385466427054,-0.03590745001749629,-0.12140658414201262,0.07846890864534878,-0.05515500659368285,-0.09459443861300808
CLEC2B,-0.05319246618892175,0.03351327085697085,-0.004598545285415641,0.13905647208272864,-0.10984692753894486,-0.029496585551841092,0.06110520349137441
NTNG1,0.10283049812275931,0.04778695061683999,0.009635906000011537,0.0834937850563952,-0.029193392008256696,-0.025383025661145323,-0.03955631467791665
LRIG1,-0.025717799704476862,0.011441941794355532,0.03137933824426146,0.053079718038121615,0.09525436985523755,0.059162729940393885,-0.022091798220673114
CPAMD8,-0.0178510642217142,0.005751886001102359,,-0.01452632294950006,-0.03763457922785344,0.07735318583920855,-0.021792938053349174
GHRL,0.05289645123326395,-0.020122441515428763,-0.01758531357958674,0.09277393549083603,-0.06001060762646956,0.023139618587991014,-0.019210701650507526
NPY,-0.026188207907331958,-0.023759826673659785,-0.031277368107714844,-0.07084098818070682,,-0.029450129866284425,-0.05855577827257363
MMP2,-0.02036654454344545,0.06803389673507573,0.03371714458986496,0.12326704535251456,-0.02931153123319078,0.02421182766879833,0.09962194729523555
PPY,,-0.0026474240465786405,,,,,0.04866418408653519
ALKAL2,0.09344972996994316,0.00968706782307415,-0.011128338316522574,-0.016470434150381734,,-0.04080137044825259,0.00544483265345362
CSF1,-0.026253350783064216,0.02028111906719556,0.002829821162536862,0.06392648200928427,-0.009892562778937457,0.003750607626671927,0.06952006098001236
SEMA4C,0.048306876088847456,0.04636733551173788,-0.015354086140624864,-0.01861921521856111,0.0389016590934158,0.10681701457498692,0.012393063628341123
ICAM2,0.015486688691627204,0.01773202889666792,0.04058119134986531,0.03874204910764106,-0.023628752830942835,-0.032253822523087984,0.03871438949516
SYTL3,-0.020593856781656126,-0.03922181484187054,0.018606989026435376,0.04290300527395061,0.0024687186056311975,-0.013282910297019808,0.06687923792457888
IL1A,0.09402707656083786,0.020500706259026762,-0.007988535517068587,0.01880096021454574,-0.004141857222007213,0.03460793417051153,-0.01919008665008151
HLA-G,,-0.01801215772360029,,,-0.03297601415495943,,
PGF,0.0427680894430792,0.06424635821285574,0.0008752625545103971,0.1082123743048145,-0.017423867109922407,0.023152522276184653,-0.042622618020628514
LGALS8,0.06547730210260698,0.003908136801499565,0.008826098749782739,0.033020598201549206,-0.09040388230048405,0.09589798620943818,-0.03937394615762905
DKK3,0.020800641963208365,-0.01982471770506103,-0.059871596337920274,-0.046986813391700966,-0.059899813090099244,0.0318953980399265,-0.09422383689776496
COL16A1,0.08674690128982132,0.060381513807062324,-0.0338225328006254,0.08858601254509074,0.03513710341545287,0.04979777130891935,0.007497515263242431
TPH1,-0.0036011260863959937,-0.013225498254429926,,0.005794903580377737,-0.03160434073430013,,0.1076610160665485
TNC,0.007184912534584364,-0.007158174213911523,-0.07179266010083935,0.10973908283720124,0.05335540016382441,0.04694172422260156,0.005147258935616344
TNFSF9,-0.017851055749308675,0.20089616063781562,0.016271901960325796,-0.03898116591447183,-0.03206723221269889,0.04215452491186161,-0.01418381773494027
C4A,,,-0.010966478600096995,,,,
CNTN2,-0.09499738730927984,-0.013783522883729913,0.024990802160603214,-0.037888087447124755,-3.952099649559615e-05,-0.04322205668699832,-0.07182561506783801
F7,,-0.012902470308005353,,-0.014526314506315237,,,0.10680272040312162
LUM,-0.026038847498768884,0.08508632383014453,-0.01616840617205831,0.1261754904241869,0.011887122321933447,0.004327685828101696,0.009633176992940848
IZUMO1,-0.017057249266733514,,,,,,
BTC,,0.017708648669689162,-0.017160591260166228,,0.04037549577109752,,0.0768337850374871
APOC1,-0.10193014751557748,0.006353767796247552,-0.003908049671570319,0.14236910087290422,-0.013845207416247422,-0.011679202468177581,0.052833741500243246
PKM,-0.022006094362390736,-0.050150232842465406,-0.06650753802177221,0.05043598999458701,-0.05899582766873709,-0.03657511760926811,-0.01570719024374962
TNF,,0.051562511320051393,0.0023896413660585863,0.014234367137132494,-0.0898685889859211,-0.03641695811109406,-0.02096507953637226
GNAS,0.04746887592826087,-0.03404990617902764,-0.05920982392622283,-0.05953686788655064,-0.07509536484174915,0.09882854875419946,-0.050039274594815254
BMP8B,-0.04134735290744223,-0.023613640835716022,0.048631052408813734,0.02376944234677204,0.026721223256108814,0.051250130382922185,0.010050098967702304
LIPH,,-0.01322549499841566,,,,,0.04172722435987549
CCL28,,-0.018603303872510107,,,,,0.04831050814160077
PTPN11,-0.0440182726916437,0.010981754459714884,-0.01783228944079327,0.03868908943997685,-0.003203637152234624,0.02005042498632955,-0.028253721999623796
ADAM12,0.026342556493771856,0.06906563494597025,-0.013058956591292224,0.030659735856176585,-0.010697271309591746,0.015218615085259438,-0.006610814109635037
EPO,,0.0012116903105630797,,,0.12610066690624697,-0.02972210114444693,
