,MGH258,UKF243,UKF248,UKF251,UKF260,UKF269,UKF304,UKF313,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916inf
TAC1,0.01582747782538087,-0.05646422665185915,-0.008300255541717597,-0.05216197372547526,-0.036978081536145936,-0.15875545308818376,0.004516640899507584,,,,,0.11598610743040189
RARRES2,0.030332700370888095,-0.038199459798215554,-0.0247718369513678,0.048771646945329705,-0.0033286535560314964,0.2594644539883643,-0.013096511569484425,0.03879789800804997,-0.031801160997313,0.01537809287371196,-0.07107419340484226,0.027970628205553214
FGF7,0.009074927378093539,0.015201899691524681,,-0.03496460400725856,0.028636918844187644,0.03755998876539917,-0.05308356204925045,-0.01426512145911023,-0.09281666152375763,0.028342888840886468,0.03942863606253364,-0.060388817642319306
HBEGF,0.031338334065529154,0.03562510147159438,0.008976803624579357,0.00996917850638115,-0.017859044605272004,0.15834865119862832,0.09322295025412516,-0.03309155411696996,-0.03149979932070672,0.07713897452037123,-0.05232577077280235,0.07900091660905886
CSF3,,0.038973602734591814,,,-0.003987421134312481,0.04429509203371595,,0.05003518415627691,,,,
PI3,,-0.010388267931077678,-0.02044623014151748,,0.023926363803958996,0.005748737933609304,,,,,-0.03594007960391541,
PCSK1N,-0.059846857243543695,-0.06932756475186573,-0.004045525023853299,0.014578471174478514,-0.01576112661889167,-0.06992829102146975,-0.13861814688379437,-0.023483193535864862,0.0007250443990154573,-0.05682840279141117,-0.014394758573969331,0.024591698026461748
NTS,,,,,-0.011665730846757802,-0.009190129331401396,-0.029565900589441398,,,,,
SFRP1,-0.019298321947036845,0.004581983596580155,0.016004365195027414,-0.052172976705643456,-0.02139236130867238,0.05071423037698606,-0.04527403320486202,-0.03022973964599448,-0.014847631176197671,0.03843523862773965,0.016147519407016604,-0.025050496031792397
CXCL13,,,,0.041634433377207666,-0.02120010324982788,,,-0.0103072646821149,,,,
MICA,0.005906408981939097,0.05918543330336798,0.01572509346722652,-0.031432319078642766,-0.011243466531315034,0.07959086146907075,0.06686982268723392,0.03611258487662945,-0.1413033722298504,0.016490701930569195,0.04425006876299254,-0.056376861587991774
TG,-0.027203557506937565,-0.02645746787891903,-0.007309593058164238,-0.029410110598899347,0.024718115199990457,-0.02272933247777886,,-0.024955892809955638,0.033935867752734106,0.08966337421255323,,
ADA,0.009090116064217073,-0.031909744614014995,0.023592554447710468,-0.015347917341676842,0.014388297851340314,0.18116274681581077,0.07696286704765556,0.045308352005053204,-0.023522739547153927,0.09626151528873964,-0.017118258151742987,0.23893188354211548
LAMC3,-0.01528638149572445,0.0542538644692101,0.04920852127123448,0.009918470010697867,0.011893992473733708,0.16378024709126823,0.019810976223328898,0.028241244464350303,0.0013820720246253283,0.06394010075503728,0.0063540389114873025,-0.05191666223372561
CCL7,,,-0.012362175295473878,,0.012364407085465623,,,,,,,
NGF,,-0.010499459597687652,0.010765300205422773,,0.018434096209051603,,-0.02956592005662527,0.040376076782879675,-0.10059156527158018,0.017080785507432087,,
TNFSF15,,-0.03748109705585917,,,-0.020810640457452758,,,-0.016257462692762764,-0.0242411730347348,0.0470545701440141,,
HMGB1,-0.036807788978847775,0.06045656252491394,-0.026556227554208323,-0.013035069942991523,0.025734481249577657,0.141059195574011,0.09726123713040362,0.0089403329904693,0.018556185791986507,0.03442932561680491,0.02936783447750433,-0.04404095187150472
ITGB3BP,0.014110216762498002,0.07017792389765962,0.001449009745070138,0.026406485055251356,-0.003597334831711412,0.14440055364314944,-0.028281789125486734,0.0002925202742248678,0.01851596139321931,-0.022025356689240324,-0.05561305470312619,0.07754969813395522
AANAT,,0.05687769341871188,-0.01793563558007292,,0.06033482287233409,0.01692098710354088,-0.027796313000637854,,,-0.043456386967063394,0.028676971439015094,
RELN,-0.02255247039811148,-0.005051925220140741,-0.03872083099907295,-0.016115093392234377,0.02226419009238594,-0.057471286796250375,-0.02374891207376178,,-0.04975203196076225,,0.02853810488586112,-0.06420204903294473
IL15,0.018092498553302274,-0.004414494742457343,-0.02063004066181028,-0.003007459301295418,0.01282056252588885,-0.026284130006162483,0.003270819042294017,0.08003450054838117,-0.03509443743625572,0.012735467028132224,-0.011223248401182927,
UTS2,,,,,,0.12924829444449423,,,,,,
BSG,0.029291037496005465,-0.04935414076650485,0.03732251047432841,-0.03875169748388909,0.012311291425280606,-0.03455133683798853,0.0027909563014069773,-0.009916702119221712,-0.08625453967990383,0.03462271702467275,-0.07493816506662648,0.09930142279398038
ADAMTS3,-0.00322471490014955,-0.03819350359093644,-0.01485035344363226,0.024470364626557276,-0.0012370503747211308,0.26860805789155107,-0.04463434726283201,-0.031896404017709,,0.014754678886232149,0.007531313745310651,
CD34,-0.03853250374744807,-0.038099399384483236,0.06338579467401534,0.017633514252477153,-0.035878953425333315,0.13242029217953688,-0.018345778246912692,-0.011140698185323306,-0.15694409210965868,0.03767509651759711,-0.08201013115111935,-0.006257655163956647
CCL23,,,,,,-0.006882380506756237,,,,,,
PLAT,-0.017291166067943797,0.024996206553333452,-0.048982019805826456,0.01716286685374223,0.04337196772713197,0.22360879788034477,-0.033003565393989825,0.00899838122354463,0.024509616915826624,0.025584718718663857,-0.02905701252458354,-0.06541871951509567
NTF3,,,,,,,,-0.03462935975271353,,,,
LTA,,,,-0.006522260833883687,,,,,,,,
CKLF,-0.019127928568256267,0.043850404826860444,0.009084757077988908,-0.013810420757672897,0.02994631403585489,0.19330578153598246,0.0956936115577092,0.04317972859423467,0.07676862022155402,0.06627845242729577,0.10342297927597802,0.03342449971404641
APELA,,,,,,,,0.034072417477462216,,,,
CD24,-0.013827757665481315,-0.03335462107287432,-0.05825381525959171,0.018972943408380523,0.0885035309265034,0.012996674535460313,0.021054870694501224,0.052334901038531036,0.0018428565844649286,0.08572439983265957,0.13784867538663484,0.05562848252137434
HSP90AA1,-0.0036180097236350227,-0.033031874597980106,0.013996473663101798,0.0035646518018428415,0.00013469958750257947,-0.20380696942156956,-0.07728157886350334,-0.030995481076462227,0.05532764573135309,-0.07118346474493253,-0.032532958248746954,-0.0070348402431669385
BMP4,0.03977136200776898,-0.025918565597051645,-0.007210534265327587,-0.022927252894532877,-0.014357164627916377,0.03214353376219951,0.004481312211711895,-0.04300468512877768,0.011656088314271387,0.05381244304896837,-0.0082162803507218,
SCGB3A1,,,-0.012362174059272864,,-0.022330878411581108,,0.04517102185347231,0.015139913118838319,-0.09895227590240017,,,
IGFBP4,-0.04454230272004934,-0.016274848304568244,0.011188656594240249,-0.005621842919625327,-0.04278187176891364,0.19954663174994222,-0.023694863816353925,0.016383214594635525,-0.01208306032290658,0.004437119062479255,-0.04778664892032275,-0.05871089255682576
RSPO4,,0.044137243744965436,,-0.01629796326608885,-0.02577346368654416,,,,0.016663063115436805,,,
LEFTY2,-0.02693458836153352,-0.05137352396482344,-0.019898815428699625,-0.021893916058300062,-0.040004399708934,0.2209380680971252,-0.02956592005662527,-0.018382148223426494,,0.00926858612939263,0.0033304871168360318,
PF4,,,-0.01282377116729312,-0.0027243191423986044,,,,,,,,
ANGPTL2,-0.003310304501670162,-0.038595061739343996,0.006004117960494082,0.0288396849088351,-0.047455645924344286,0.19090157526686857,0.007555660399641218,-0.08904988243993993,-0.09703293112264258,-0.01912968982089058,-0.0842604881899789,-0.004961175652819825
LRIG2,0.02931901980274157,-0.07809296944893948,-0.010618353031170018,-0.020160606432357113,-0.061477676464773416,0.13975452747230654,0.019486612721439516,-0.020497195826535728,0.05067764427608492,0.034905042583841486,0.04185030790561058,-0.01393131669646772
ICOSLG,0.0008706254502007947,-0.005962511307220144,0.010749297670659548,-0.04391133670343755,-0.017670788954479443,0.12920356085201648,-0.04660486643540868,0.006855168642335193,-0.005405889175684398,-0.017497151984397327,-0.04320493304139655,0.06631054631039748
WIF1,,-0.07195755696925764,0.03700865989497957,,0.009292243206519116,-0.14368286039920722,-0.06772713678723129,,,,,0.052292556437828236
NPPC,0.04822088214873418,-0.012786522868578457,0.027383416335933233,,-0.03556017970596755,0.022502884965901176,-0.06543795796288085,,0.04593449239333185,0.06662342703157327,-0.029342647566114276,0.09051808538924419
LYZ,0.017134601764440614,-0.02315302947866635,-0.030852271526949377,-0.04134329717475205,-0.018908294278736883,0.13496439150664735,-0.014114673857228281,0.03144883965417876,0.07295049543237224,0.03437276001217066,-0.004785872511075728,-0.004973856947645423
EREG,,,,,0.059821304263120524,,-0.030414691442200048,-0.00322527147936663,,,,
SPTAN1,0.0049615785858435155,0.036989494512965765,0.04539703501501088,-0.021140089545918915,0.02318375110846069,-0.05637584296878078,-0.10368119270548219,0.05194590982381698,0.08190615203946729,0.02637389350353128,0.010478404333339707,0.12539849800910324
LIPC,-0.03482869696723016,0.03076093466136619,0.07377927327596637,-0.029610221786211508,0.004196342223105598,0.03394806151103106,-0.05447215802982127,0.0010966267769198978,0.05594010849924219,0.07220799700910949,-0.033497646227829574,
COL8A1,-0.006841280772761094,0.06774493935346186,0.05089806029646672,0.06415082126524389,0.005678402813803179,0.06022220694079016,-0.054351993416465696,0.00956032620834311,0.008287008659472551,0.014336787200895247,-0.0038960933770591367,
GSTM2,-0.0045221318839421334,0.010360758497333871,-0.04137582051338573,0.05859284602191532,-0.02604588218116291,0.033612192625270744,0.042547320249705874,0.00409014261134378,-0.010114532359242154,-0.0002500124647752946,0.027885981461439845,
SPX,0.027482708388352407,0.0035159836030365012,0.029171392069769517,-0.012058234228071132,-0.024567766747272957,-0.08955341527959348,-0.011651109611859053,,,-0.008108374054648072,-0.008915654966612228,0.023650218964009664
MFGE8,-0.026891553841944794,-0.06643066648864139,0.04297805693215471,-0.0032119995978635288,-0.0119807408687229,0.052920743742169714,-0.03613123671175478,0.09442305961954277,-0.021183370329294182,0.026076150061496262,-0.02667931560904375,0.03650028080721467
TGFA,-0.02133475618890682,0.03655376419387534,-0.014534031612136589,-0.0711113682348496,0.03330494016281798,0.09427527678097457,0.05177392767704936,-0.0010742459519437156,0.027458343742713835,0.039120496402652895,-0.006122480435813512,0.02664035203244239
SLIT2,-0.027996405481733398,-0.0029199116043960643,0.0035324710753377904,-0.05129899628666034,-0.013262935319999917,-0.06554799091625196,-0.04268585129426764,-0.03560145152800096,0.15745810844888541,0.0029383456416614134,0.024098763557734167,0.12705200000204192
PLTP,0.05097787405396011,-0.06282971171959997,-0.02610175715104069,0.006619632386323085,-0.07226256825957537,0.2451508436801143,0.0808687930516132,-0.03700445162351717,0.014010656893346442,-0.005187722057499461,-0.07829673659439716,-0.00482136050576325
APOD,-0.000918796283485149,0.054584274798222414,0.0441717894242353,-0.036393809074337036,0.036498335701118274,0.07053448026790818,0.10724008101791822,0.00899154650051667,0.05667422292105824,-0.07797491784274356,0.0739352676457544,-0.05659463661763553
B2M,0.03267218277086827,0.0582622381350295,0.03962374007580793,0.02725333347304347,-0.055901038886073263,0.3069815220580975,0.0914987071792962,0.048028477076476936,-0.06900511320516639,0.040958543440272104,-0.023421079764746323,-0.06733053808610846
OMG,-0.02550921770472759,-0.04075665769081858,0.04129354486074501,0.03880157779985093,0.05321506075787219,-0.02960705653269057,0.07249403825549611,-0.013612935336718547,-0.014511013584665012,-0.03605077100545596,-0.060253722869711555,-0.0074131070517556436
CXCL3,0.00012710704551869347,0.028131909339996892,-0.031667916815702114,-0.02473222656843371,-0.02309931145439785,0.06548658506772295,-0.042816123642254275,-0.007005448723325659,,,-0.023538801224375516,
CXCL10,0.022971467129044777,0.09725140164363807,0.01490350910970798,0.008724387083945346,-0.021950703034745556,0.26498058876602165,0.019771250114153906,0.06327751262330478,-0.09325553268701602,0.10498252771748352,-0.0392405754554341,
RSPO3,,,0.0833949530594152,,-0.024952939533293163,-0.06995100610003147,-0.037677717324664614,,,,,-0.02898681453067378
CORT,-0.027203563199477532,-0.04149564950131668,-0.03665826624401893,0.09299355139420248,-0.005106632581055069,-0.10776657316677928,-0.0018397198228685397,,,,,-0.03095322295556574
NCAN,-0.044160570328244914,0.05284941408926006,-0.00426635355583933,0.018337452388490303,0.030360477614422572,0.08386984790028448,-0.0569706045314504,,-0.04028548702402121,0.031062103106127368,-0.039504182933143075,0.03949901737698737
PRG4,,0.026369066546874088,-0.01859123528523248,,-0.01786621512018351,0.08578361013765695,,,,,,
ZG16B,,,0.06310391641162527,-0.023674301759455302,,-0.01305049270324805,,0.008287959320295087,,0.08413633190242144,,
TGM2,-0.009844194378638295,-0.038007894892147794,0.0649315308590806,0.04459024012822268,-0.033194815487855404,0.06879156526883994,-0.006686669708242281,0.04524032886053898,0.005562486213887294,0.013181320971890613,0.019913315515917955,0.1247893203940054
VEGFC,0.09843109126435448,0.046187501848033816,0.08440239391523376,0.035569179854103086,-0.027502025361371012,-0.03474349897520025,0.02604865586151666,0.022322953788199193,-0.06640551421903154,0.21275039330755152,0.014741427262876423,
WNT6,,-0.026851759092160636,-0.019946096548680185,0.008321270948632109,0.03549897383092073,0.017498926062085092,,-0.01317760491470648,,-0.045941820436276794,,
NRG4,,0.023211124916589953,-0.011385997452637806,,-0.025448087028423508,0.04690255870277688,-0.024565299940658376,,-0.037106636585933495,,-0.011185218270008679,
PMCH,,,0.09242618856876632,,,,,,,,,
COL9A1,-0.02366947308145622,0.0875523139199001,0.02846930197290997,0.010853426023048918,-0.01669696150090414,0.1367783657072777,-0.029993059502828243,,-0.11655347388696227,0.034254975775588774,-0.054302330019263774,-0.04716151456849544
GDF11,-0.02210983887436965,0.016397698392851386,-0.0300587958074623,0.09667319782113969,-0.022975572653613826,0.13750224306875097,-0.07894102855255385,0.05351974477190629,-0.12192492446528817,0.06368798615830878,0.0016611390329032813,0.07098300392772311
IL24,,,,,,,,-0.015291583580072949,,,,
SORBS1,-0.03798698105626858,-0.019755026386163298,-0.007196844675158617,0.03042361609241866,-0.01628169630858119,-0.0023069373703173473,0.05892275735713162,0.03699179865063105,-0.10175692308736968,0.04893495204798839,-0.0174450982730619,0.023136626108716717
DLL1,0.07422524193153508,0.021233659621506206,-0.00919525190452617,-0.002861205572360046,0.04131546739333926,0.12349661748489894,0.06480489719236693,-0.027352299311066728,-0.009782426974500378,0.10113127978041868,0.04210709332207147,0.015053786424298346
TLN1,0.045848401490717644,0.009491702107933013,-0.0027232091016214156,-0.0025047324588936886,0.05931870901359346,0.2009847496938585,0.07273654337161108,0.009802412403862018,0.03474294394639869,0.02363361256513927,0.02483140351891826,0.03615815715403441
COL2A1,0.04864312362946478,-0.03931101865501584,0.009812691492260266,,0.07462494584692562,0.024525811038848783,,,,,,
SHH,,,,,0.08288553307301946,-0.03547985165664716,,,,,-0.016388800059310246,
PON2,0.010513019559522389,0.07659814895890653,0.014277955371455464,-0.04316425417189041,0.02384636058647966,0.1514233224599942,-0.008845054021157109,-0.013904024069753291,0.03419513390168398,0.055244376535798986,-0.023608244821274167,0.13325418061493913
ICAM5,,0.052203070508016355,-0.033318632390778244,0.06630437929955026,-0.042318510914981455,-0.07245370289485908,-0.0810703878601617,-0.014475362715912845,,,,0.09829848299741327
HPX,0.03482376178398505,0.01011947536534598,-0.030891052763391748,,-0.026441116126198493,0.0697734204121585,,-0.028742437845720382,-0.06479414845468365,0.005326180116485066,0.03792355361431925,
SFRP2,,0.045007342573443146,-0.01643554335625581,,,0.028775420176738398,-0.006972044138102625,-0.015091442279639584,,0.01722316302412207,0.06149561392588649,0.04362186061754357
CFC1,,,,,,,-0.031242101845977244,,,,,
CD70,,,0.018153075487504094,,,,,0.04416938473138883,-0.04536545046342495,,,
HP,-0.01094338757769007,0.06182346777670213,0.0032663159569641287,,-0.012920921168274908,0.15751937456566473,0.014574308656399904,,-0.03743181133487814,-0.014941826837886727,-0.028610510761503123,
CXCL2,0.015616356536120007,0.01878856384217714,-0.019116763694293562,-0.03718885138390416,0.017761339179711608,0.07112866742273234,0.015160522875363014,0.04011977405708911,-0.03639492964114555,,-0.0038595825583341947,0.018188773264888495
NPPB,,,-0.015948401004674546,,,,,,,,,
CCK,-0.05845650108839047,-0.03586087885790678,-0.06866442391733442,-0.010081250855453534,0.010204021155479252,-0.2204615686891609,-0.09062303211826137,,,-0.012557977543831323,0.0018108353842306998,0.0382552701917301
SEMA6A,-0.016070937081921387,0.069661070194097,0.0026588181537525023,0.048699099436730564,0.01761605680425576,0.18029889947883757,0.07208810964060738,0.0031052131221337743,-0.06861365537105514,0.039713622484274416,0.06641139396653128,-0.06569082010145108
IRAK4,-0.005255640263659257,0.04079929602426494,0.06578633735108642,-0.007662325373494923,-0.04696855248334236,0.1484295700150143,0.01758300086414305,-0.06013782694252793,-0.1853931951082354,0.01733641753357856,0.06085966864039872,-0.04735150221049544
GSTP1,-0.007294365363852056,0.1207372911215451,-0.00517256165887581,-0.02469475858202446,0.05172170344241841,0.2330502504120425,0.11320297602162538,-0.03551376136062769,0.007021820904378326,0.00619070837226362,0.07421096845030481,0.048339806832970095
VCAM1,-0.010306520497156928,-0.006111178656528399,0.0006577246986742224,-0.015561331440037594,-0.05568738801912183,0.18011429053101988,0.018662809806760078,0.03641961537963232,-0.051979008573125755,0.09249843599413086,-0.07479226014420434,0.05307278265363224
NXPH3,0.03285903197517557,0.013456951480642708,-0.017683925318014243,-0.023924866370829374,-0.007217947236740084,0.0658121871279388,-0.0531386694404781,-0.02885574675365682,-0.057255905568429084,0.11299812917116693,-0.02616679120852707,0.07246173186946181
MTMR4,0.027017872905207265,0.05149204557561524,0.02114733553537119,-0.00026208728704736145,-0.019406251670847818,0.05574809869861977,-0.060444678793355286,0.0005618767644063848,-0.1098580784891984,0.011836068944318448,-0.009319102270263472,0.07660269549448284
LAMC2,,0.032474822166219094,-0.012517827173393057,,,,,0.16945728358381534,-0.0007285625631447515,,-0.037731322844874286,
IL10,0.022569997909413993,0.09564203189054674,-0.026448792892218638,0.023350271169696114,-0.049465117957802104,0.031025665891119724,0.006765619831024763,-0.013437324924172656,0.025653042050723766,0.0683902289233686,-0.008308715338826475,
SEMA4D,0.0008700791559672847,-0.03414839519242464,0.0006707403610861194,-0.00013901417218757596,0.053396807886052895,-0.036465173539528314,0.13582618403122454,-0.013222921298812362,-0.09105188322383834,-0.008035285616982451,0.010223790073938378,-0.026041380833951237
TRH,-0.005883678089566887,-0.00440678548643115,-0.05852315840775358,,-0.015703134413091742,0.02980999781295328,-0.04865274905476609,,,,0.02831142676964296,
SEMA6D,-0.021247740194375454,0.01554219231626461,-0.013347204381143197,0.021272047412051867,-0.003393968955720738,0.09403229999383313,-0.06709911295345128,-0.020605891091216036,0.059348243344482146,-0.002225007005179655,-0.025117620448590908,0.08668758309121681
CEL,,,,,-0.030980648454130493,,,,0.010841132284930673,0.05870501239069428,-0.011978854966316458,
PDCD1LG2,0.060053777583883916,0.04257403972875147,-0.03491595117025994,-0.03897129606451139,-0.03491455828869869,0.0726973757585148,-0.03755724314645806,-0.007625252158512727,-0.03473002575393775,-0.02855571882904325,-0.05026325620315775,
SPINT1,-0.05321523016757673,-0.010878536658403831,0.037534332608127365,0.017987253272115592,0.034765558652088,0.0949824505003481,0.04850630648392282,-0.003906313355258367,-0.04054631452540999,0.017744467450621245,-0.02969025876724911,
CTHRC1,0.02256688631986371,-0.04597326976591112,-0.002313661202408547,-0.032843345621052476,-0.01763509705206049,0.15336802276850922,0.08382807145015868,-0.03145956822978154,0.01243158928041859,0.0013851603989867968,0.008324584623335289,0.05544101331005149
PODXL,-0.02938024611601679,-0.02369717115446032,0.033681964716982114,-0.03631350745697489,-0.020790319433601313,0.22158005174798212,0.03181719863356032,0.026304718418403657,-0.0009176356633625762,-0.013257632846024795,-0.028676820589610897,0.0003503347155996985
JAM3,0.002280374017684391,0.06334878443239532,0.02110912162908695,0.05089102392779167,-0.04562718332510654,0.17774526544057165,0.09481906756794867,0.0216396519935004,0.0667330072383548,-0.043708225610051867,0.060374802143696775,-0.030425704597662247
TGFB2,0.005240905885382488,-0.013778257755567068,-0.001603224027556523,0.024383179493397678,-0.040617401512075844,0.2692526462204059,-0.062457309049749554,0.01285640117508278,-0.05030321628512794,0.06733262824451867,-0.06556408042880085,0.05357631839385341
COL18A1,-0.04299494243711029,-0.07871711362363751,0.008877935684249414,0.0007067180622619875,-0.003610361811517585,0.18148271526363033,0.020962890557761044,0.003172538802408819,-0.13552750870727837,-0.040881574943980536,-0.010097979545495918,0.09620544694919729
NODAL,0.07178455668576685,,0.13637186538008117,0.010293164450461214,0.035620030432589427,0.12374678061986663,,,-0.0816903108263914,0.12336148594536227,0.006640610368836011,
INHBB,0.01893316051024479,0.03619607371858113,0.00766881207572865,0.010260653119094893,-0.012685282795037299,0.10460728702263888,0.052415613071937664,-0.0035872278319220227,-0.01877327988166569,0.027217212363881155,-0.03007798972082057,0.10175392857119722
LCN1,,,-0.01251782998995514,,,0.009872736590005302,,,,,,
ARF4,0.02140186191688017,0.03324463378804248,0.044884054832508784,0.05489168838840717,-0.0611066401328158,0.10993606279431864,-0.04477212992350018,0.0015851474607394484,-0.06938120943185774,0.012439118557338945,-0.06324826456213306,0.030007836362868585
CXCL14,-0.026139216610698714,-0.013249643781674737,-0.03648549056968931,9.014654224448265e-05,-0.039545873172795475,-0.04073803734818266,-0.07481500854135936,-0.04757487708342069,0.0029206414065662853,-0.0025805213814890514,-0.036274172471771025,0.09481636400705101
LIF,-0.03373760789296967,0.024676169031876843,-0.0446959772671236,-0.026685037332294395,-0.0024284384510139165,0.08351847316293809,-0.016153289753689678,0.14771550302688996,0.0660374353027816,0.0836048093006888,0.051075290464542726,
IL17B,,-0.027212646634002635,,,,-0.011091927272407123,,-0.01473314921805108,-0.03347758983158247,,,
MMP1,,,-0.01725789573219139,,-0.015703130987498263,,,-0.002541051214593831,,,,
MATN1,,0.1318228445382866,-0.016435545595993112,,,-0.01611380585443937,,-0.015291585784176075,0.023144822159090805,,0.015657476416071882,
ADAM28,0.05556681216376936,-0.006744732050139649,0.0047385842611362295,0.01883884859909345,0.06823040298989674,0.08072707052769479,0.0004351040352638821,0.015829038621933612,-0.0568130298355401,0.06382300922673831,0.08628275018925345,0.009125901446733779
TCN2,-0.037853016481141435,0.0643505998713953,0.027757399153042837,-0.041380793967885354,-0.0018017039394530071,0.19396115120846746,0.061578060969799335,0.03231465978288727,-0.046629409973539516,0.0427388933056532,-0.04831092298614082,-0.09497622086270657
THPO,,,-0.02141619643071417,,,0.06744255646341463,-0.0421951959660709,,-0.008553837485040235,-0.049829640449866715,,
CUBN,0.07495848937711318,0.043090811520073664,0.07252084673100385,0.00517484687069011,-0.01070111015010105,0.07908762797793867,0.0008954008839601146,0.0061266569716724355,0.08822605879870919,0.10158428478755611,0.03690649266266402,
TIMP3,0.049229066959598194,-0.02015909827327962,0.05924744638517669,-0.04128496127375451,-0.03881700957399969,0.048405395260335285,0.01769990099285187,-0.009679590593004217,-0.06355344849245828,-0.0737177825285493,-0.07395784037737622,0.06152066298978431
PIGF,0.019218253580498848,-0.011295945970885197,0.06710429129132837,-0.024567963524218188,0.026956626859253756,0.1175758010389401,-0.053913062005124454,0.04199930196604903,-0.06820307126243944,0.048143600864340226,-0.028788497740307104,0.02013859217477788
CRH,,,-0.014666128187387932,-0.0009424861347998761,-0.015957243367111813,-0.07547684832132998,-0.03619744190078148,,,,-0.03213912124599305,0.12279223990148172
BDNF,,-0.05983163457587486,-0.003424923323717288,0.017819606880325318,-0.03478931327901899,-0.1422097894344612,-0.04188175747960699,-0.006801087195133272,,,0.027184183031036785,0.06846721343671802
CCL5,-0.017686758461587494,-0.06533112694153924,0.06197830661641007,0.024867873390163137,-0.0016711006009445387,0.11643105771753103,-0.03596318390529636,0.009242194335957268,-0.026623259243132302,-0.03732149493800884,-0.0037340865315853653,
