,UKF260,ZH1007inf,ZH1007nec,ZH8811Bbulk
CCK,0.06297048941588708,-0.027513865479300393,,0.09985442588558584
SEMA6A,0.044500447382377024,0.027985317553499273,0.08350153107317447,0.010823322022628111
IRAK4,0.010078609251420506,0.006188399366903307,-0.021180811853224655,0.02167443505810666
GSTP1,-0.0253356593510324,-0.014765481253177313,-0.0424984971023718,0.12244919097391403
VCAM1,-0.04130192263996283,0.07062377054756842,0.025452442593778747,-0.057227368098157184
NXPH3,0.04169817453261072,0.04995754215288819,-0.057881278668338455,0.10598157480265591
MTMR4,-0.018968921090432266,0.02139493013448801,0.008930686450433998,0.003560231470806588
LAMC2,,,,0.1048040925718753
IL10,-0.04437175601283463,0.014008429264251122,0.022443920421041475,0.0929391669685475
SEMA4D,0.021673896605695797,-0.019755029099170037,0.07763117276580869,0.09816910610086786
TRH,-0.018616507089531525,-0.06635064453267484,0.055098667518865684,-0.005957325693703956
SEMA6D,0.04017303665980766,0.09990808109515568,0.07372793139996947,0.019166377800590443
CEL,-0.03672842926847555,,0.08062862002350406,0.07633627044963552
PDCD1LG2,-0.00623386997140047,0.08931328899509698,0.2320784341221337,0.0012993233714841056
SPINT1,0.03384679756813034,-0.0568724025064904,-0.00929631471209225,-0.0131603930681506
CTHRC1,0.004482622414488616,0.029684531046364523,0.1282975173369087,0.013275640769326786
PODXL,0.0268980252192328,0.03344675425962246,0.09945867475598842,-0.025191250154311506
JAM3,0.0055817014089923084,-0.02210287028815156,0.007489673354771558,-0.04953987045258104
TGFB2,0.00929643585874102,-0.04040742272679114,0.15962388261988428,0.012520992369616638
COL18A1,0.05052152862059212,-0.02332791770211933,0.14668518290874266,-0.046983220469016686
NODAL,0.05870517040313382,-0.002156452054163325,0.1355203097573032,0.049175058492549203
INHBB,-0.050235962475427054,0.061800742276747506,0.001592303059919534,-0.009722505382071806
LCN1,,-0.03532932773663649,,0.05214382703330734
ARF4,-0.026227667860274036,0.0192445948508713,0.06531357139272974,0.06916893646314505
CXCL14,-0.016927786669828644,-0.054239718624371894,0.029482085150432314,-0.10201965934388067
LIF,-0.011059815331515484,-0.013401953932577815,-0.038308424578314175,-0.08789395465582664
IL17B,,-0.04216826048125237,0.07468855377246017,0.00137033949473975
MMP1,-0.018616503028394203,-0.008774006441422335,0.13018535126180178,6.43121000140581e-06
MATN1,,,,0.02268015708237244
ADAM28,-0.01888615201812445,0.01078267027699504,0.0851224674470651,0.04106951703642645
TCN2,0.03136131729017117,-0.029149277977516083,0.07907826060100434,0.018115093055240835
THPO,,,0.15322934384002287,
CUBN,0.06961011229553575,-0.038652430889130104,0.05815609639652919,0.04717376161094819
TIMP3,-0.013981761672720753,0.0007737397204656239,0.14211776657906236,0.0273578925009882
PIGF,0.055944894297125985,-0.0596216661234973,0.05333406137142265,0.09897827597785465
CRH,-0.018917760394736895,,,0.04525897618598781
BDNF,-0.02309316982861276,-0.00931353105354556,0.039389290442319834,0.0004978845631362133
CCL5,-0.06335625947697728,0.0036780585218693187,0.07551741359250053,0.002214988551855433
GAD1,0.05707657991219966,0.0035127866222519235,0.06016093327545339,0.10066428967512443
COL14A1,-0.024755574568537747,0.041026706366663605,0.05504264498515174,-0.029916517268340753
HLA-A,-0.04226235621733488,0.10845916494084094,0.015854905469928873,-0.1352690561712114
FGF18,0.08870346333894673,,,0.0019650413580706554
ADM,-0.031847296497041266,-0.024860222599639086,-0.0781547548200539,-0.0608270896396132
CCL15,,-0.02674069961503313,,
GNAI2,-0.030097057166191134,0.07548333391465235,0.08046163519644817,-0.034596855120315885
COL11A1,0.04589674076334033,-0.07932813824440298,-0.07265220351488808,-0.033075500486147234
NUCB2,0.049572826345363794,0.028655454769469204,-0.05825862458948456,-0.07823074059447097
CXCL1,-0.03910832366089277,-0.0286385336858487,-0.03308241643195963,-0.026235509300442734
VCAN,0.015165598738791324,0.034309641671265906,-0.005710435777872907,0.13174080327902696
MMP7,,-0.04448271378378721,-0.0630614893609639,-0.07355179811217782
PTPN6,-0.05631247991771258,0.022118364518647793,-0.012192625527943281,0.02024455431067383
PTGS2,-0.030883883224152205,0.06731821907654958,-0.052415043837838515,-0.05390957594249755
XCL1,-0.0008245502140762548,,,
CD58,-0.013251699728498802,-0.02162519653740043,0.0005137856764826262,0.04838750608274414
TNFSF14,-0.04076216015508371,-0.03408195287597806,0.14720184797424388,-0.02977572803484272
CNTN4,0.0092274828244457,-0.03180019758824616,,0.07300877335003603
INSL3,,,,-0.017283437232508133
BTLA,-0.02063721609530508,,,
MFNG,0.005511025030445593,0.027584732499129076,0.06908077311239995,0.08353756686417732
ICAM1,-0.07715115989219912,-0.003338207058176194,-0.07159097555343982,-0.034645893293742035
PROS1,-0.06934607277466456,0.027114531045254672,0.09113972033651697,-0.05106902590665797
CLCF1,-0.06966928554681337,-0.025627410381813053,0.05444976821921209,0.006342126631166259
PSAP,-0.05533099548405267,-0.02917152868133828,-0.01935989069212678,-0.0926360773775658
EFEMP1,-0.08435943937220455,-0.003937739895178379,0.0740808176937226,-0.037078816132057775
C1QTNF1,-0.04937134722620094,0.02824510383559091,0.02633472922472911,-0.11681848587979107
ALB,0.10834127429113648,0.050229021197895914,-0.04920523539093416,0.014434435571522719
EFNA3,0.03836993134348072,-0.04348430174646871,0.005345878057179393,0.03207962171682066
DRAXIN,0.03335209238444864,0.0013154341720706775,0.020369555705179038,-0.09199705774356921
RAET1L,,,,0.0058560645494965735
NPTX2,0.06954662914528185,0.0062275350615439125,0.011472120385427699,0.006930542243058838
FGF11,0.0011764486836335559,0.1294201115802676,-0.03853868823494597,-0.02916801500273833
CD59,0.048584052417065,0.05275341139340715,0.016413584368567557,-0.03282399301478495
COL9A2,0.05576105643609473,-0.045450882531540296,-0.0032193481721359135,0.07816127725575465
DLL3,0.09533231715604078,-0.0686225356326445,0.04671399698088096,0.12822550788845954
LIN7C,0.05725728287525371,0.0028865420354144806,0.07703988945379903,-0.03499528378183051
GDF7,,,,-0.014998776887955657
PSPN,-0.03340653123354307,-0.002359649483608672,-0.014189382987168916,-0.010951348023083568
ANGPT1,-0.007487546830562205,-0.0004797193228562652,0.027477919249346006,-0.019437660212307722
PNOC,0.030966579326182197,,,-0.01594976531766391
L1CAM,-0.024461906992685797,-0.005706772938717187,0.08233107267588374,-0.07893928936848356
APOA1,-0.011785602182687073,-0.04381811790244267,0.0622410473051036,0.12569945226416993
PSEN1,0.01748161732002478,-0.0033305143736434627,0.02452259402312915,0.020172446725175174
CALM2,0.010260238878171636,-0.08324652869192728,0.030351290763170443,0.021732582020666583
CLEC2B,-0.0825520419708537,-0.03664902764647844,-0.007709424237961919,-0.04111039489891212
NTNG1,-0.01874661263263826,0.1964613682643925,0.03009867770892965,0.04074340507633237
LRIG1,0.07725588613376659,0.01343101181167261,0.00668386246610377,0.11885034996631721
CPAMD8,0.062153033374861215,-0.02863852992656575,,-0.01684991452462252
GHRL,0.03790949988656801,0.04132377614779125,-0.028429775065092512,
NPY,-0.008000114728782003,-0.0334436012451398,0.0729798182111735,-0.03310698129491232
MMP2,0.013156416463521512,0.03371519959904826,0.010048510974159406,0.035500274234514434
PPY,,,,-0.03391575883699203
ALKAL2,,-0.02991633601079393,0.06110397974378227,0.052550014366716837
CSF1,-0.02930499926244879,0.007351678127727341,-0.04744388068665896,-0.07504689190683372
SEMA4C,-0.03019300763687157,0.11820174414082149,0.13334829331797357,0.04219302915659222
ICAM2,0.008954118574581522,-6.575116883658725e-06,0.05142044688111164,0.09964330233651109
SYTL3,0.014901996363589316,-0.04919251210451224,-0.027781126492794333,0.06657156212758793
IL1A,-0.011730143450303637,0.03141079467199959,-0.06734690667956353,0.022990628367362
HLA-G,,,-0.03939447637132858,-0.013604914385812688
PGF,-0.04919157130450213,0.06315055376748203,0.04769095920336907,0.09292031284784597
LGALS8,-0.008126653477148157,-0.008586926455970933,0.12347646854417646,-0.0361153539231993
DKK3,0.01601503565589061,-0.01658721443376524,0.06681137130235457,0.06922433305359812
COL16A1,0.04024032516440656,0.024234263924695982,0.011565821642743794,0.019144523110275254
TPH1,0.09342590218240766,,-0.028573133054210404,-0.04568255237973762
TNC,-0.04403003705013213,-0.015900779805991135,0.036568951306460665,-0.1671814256632655
TNFSF9,0.10264910001161595,,,0.007016606315791895
C4A,,,0.054507106683567716,
CNTN2,0.04201867360632574,-0.008239983427579152,0.027428956201674595,0.12626228677587573
LUM,-0.003967449839411526,0.02027526762570617,0.08932616556687879,0.07742727071672768
BTC,-0.020723959299757278,,,-0.009160093193590646
APOC1,-0.0037606199901726923,-0.035077477272207544,0.010757090566149454,0.0646007833136171
PKM,-0.007150178737801117,0.03238020892518581,-0.03247455102566739,-0.10793711196881095
TNF,-0.038730147489554195,0.04848582599743047,-0.07593599134484508,-0.017496417252800243
GNAS,0.07257532610853572,0.13355699327997472,0.029551562568859713,-0.016761875051479375
BMP8B,0.02927267699638642,0.09449994265929898,0.15309641850168093,0.011531675530527743
LIPH,,,0.13618280013108008,0.04218425023100136
CCL28,,,-0.03582829573374433,
PTPN11,0.001416396143417821,0.07326675788616219,0.019047056038329083,0.014491741975327889
ADAM12,-0.05713336939099552,0.0976963381330954,0.11459006488037217,-0.04748543323171493
EPO,-0.026473879150281442,,,0.02003943517746697
EDN3,-0.02712136111668877,,,0.02892270513699747
CCL22,,,,-0.01852700856866883
CCL2,-0.09185344312190352,0.004830183834856154,-0.040431451969417546,-0.07650218515237796
DSCAM,0.02036565022765551,0.10405821160602167,0.08563698154442767,0.12845680876048127
ANG,0.006981090110508471,-0.06334376942022127,-0.07407025947389252,-0.0058861638027252385
FBLN2,-0.031377947734164593,0.05647227724717064,-0.03195872976871314,0.07117133540169455
VTN,-0.012929102366871994,-0.024288435320034774,-0.003181394775841107,-0.01424607661321202
VEGFA,-0.06113441868607585,-0.052593072690374616,-0.045946717962609886,-0.11171878407893186
F10,-0.010390699633169088,0.0025231106710788096,,0.009311921437981076
SERPINA1,-0.06785774814383642,0.045993010141885914,-0.05631659714135003,-0.09993335676245231
VWF,0.01586015000443146,0.07192620114195167,0.07663559399751771,0.09956025727404436
GDNF,,,,-0.026248969761127748
VASP,-0.025578180646140748,0.06335456366876342,0.06940937422228446,-0.008803592793934317
ADAM15,-0.034606516258367116,-0.10525150372613253,0.10794233202029874,-0.00033674262927599786
WNT2,-0.0042283295580534605,,-0.017465304957686646,-0.0208075280876892
CALCB,-0.032240341101909854,,,0.04333082440790309
OLFM2,-0.010678185038073058,-0.03891133601175077,-0.05329523439191806,0.04587734938341219
MFAP2,0.019091187207069118,-0.046669924965747143,0.09234088367288783,0.069717944541777
HLA-C,-0.03882896593105751,0.017360680633478575,-0.07315323676777831,-0.09765801460408939
THBS1,-0.004422006197692696,0.014960926585334863,0.12496009669402665,0.010734041426703816
HSPA4,-0.05894820151877563,0.03720137632272809,-0.012547775002241768,0.01331020063904676
LMAN1,-0.03965364834599216,0.10855709557515547,-0.15786113486276607,-0.09229349635255218
LYPD3,-0.02669130512506886,0.03864980420008116,0.3461429851442557,0.03687709762733934
APOE,0.0141590311842337,-0.006532705116105945,0.009812411636619896,0.042206282351244406
SOSTDC1,0.012055274594864758,,,0.027141880471342666
ANXA1,-0.04767725793763506,0.010106628783484834,0.01121469619442378,-0.02204726708056443
WNT2B,-0.03833485350725117,-0.031323266075290825,-0.026937717731659344,-0.04692693147583307
AMH,0.010040980445780114,,,-0.022290451329740512
GDF10,0.04460480261619936,0.06081597347409845,0.03844977030080667,0.06440150053966744
EFNB3,0.023232509122167736,-0.022707142529332848,0.08141988584259614,0.02508536315014993
LTB,-0.01729956205541006,-0.04598988281709934,0.06774198061257304,0.060739624605308455
ANGPT2,0.03161650757501909,0.13912863226101332,0.07256996020974155,0.0280694273669625
ADAM17,-0.016710660107265886,0.02299420915161396,0.061064933017773576,-0.06988916030704292
LRPAP1,-0.02895949117738438,0.003793449929725541,-0.056441949720870875,0.09704996108185805
NID1,0.023845082136974553,0.04550134538157972,0.12179980875413954,0.010575115418172175
MST1,-0.007321036650133954,-0.051279225463764996,0.07732740108858961,0.05122732825158909
IL13,,,0.21467491428526833,
DCN,-0.018741915590890952,0.01247797025411978,0.0800288281037699,0.05033994813968484
IGFL2,,,,-0.020073797963298463
COL7A1,0.013788041573188843,-0.0183159686229244,0.08411367835721487,0.011809341495434148
CALR,-0.03136275110378595,0.12796307218215058,-0.027282627835221486,-0.09173999665134917
PIGA,0.03250615769692187,-0.07773896928286575,0.021467709892197227,0.027330217067161152
CD200,0.06686280761764977,-0.027254182304559695,0.0366050403616443,0.03604217812726043
GRP,,-0.04190124864600607,,0.002328166632421356
CDH1,,-0.037134407231706086,-0.04879319661539241,-0.011709782900558605
LPL,0.05066270763510888,0.05666630436285131,0.0902584192881586,0.12414765846369821
SEMA5A,0.025299162228106357,-0.0039968575223623655,0.04692112842815117,0.04259774954334021
SEMA7A,0.035252852790041304,-0.06446676138710392,0.05234120422217142,-0.006020099197791618
SEMA4G,0.025048491432924078,-0.0462787771592237,-0.05521732773419749,0.054778784520823014
SEMA3B,0.0031815592864716585,-0.04059211141320135,0.06990626188880711,-0.04071230864467104
RPH3A,0.043914815859251145,0.03567458978439572,-0.04782976307247629,0.06707234016420427
JAG2,0.05452031642129387,-0.06986350349930116,0.11423740444553446,0.013373083732007204
CGN,0.009736901974921528,-0.02397540022482011,-0.020296257926285293,0.04303301701072043
GDF15,-0.027968352453349162,-0.013300078879756717,-0.05569794837165614,-0.023924189320840367
SEMA4F,-0.07402512203226137,0.03690736401600604,0.1336666020375273,0.011477783107680946
NXPH1,0.021840364712057393,-0.008388878466263015,-0.0033071663907578573,0.07500607749850954
ARF1,-0.017371886242194892,-0.011376294526991178,0.06538757293660352,-0.004197238328289905
EBI3,0.0018643881476408581,-0.047476807632601724,-0.04027781046646785,0.05794670663825211
TIMP1,-0.06363255932659759,0.06953454443349377,-0.03944331375597853,-0.12012180044867558
SEMA3C,-0.031149565921171088,-0.0533628458876884,0.06000220245325994,-0.06484994061922095
GAS6,0.04314484203608703,-0.03337693744798509,0.08380747501132156,-0.005130757745517213
MEPE,0.061558483961334,-0.02863854045256175,,-0.028838494266697302
SERPINE1,-0.0027839027039824565,0.049414538931654595,-0.0012341054568501836,-0.11030881301051075
RSPO2,0.028387399624358198,,,0.036565037053272596
SHBG,0.1022047451121749,-0.02674069961503313,-0.03364713771035483,0.003938188208441157
LGALS3BP,0.06151056123664891,-0.05727034885142852,0.10045382230057567,-0.09571230193862026
LAMB1,-0.017822249602590975,0.056077019071889826,0.11018187949155082,-0.0613909535409795
SPTBN2,0.028602797990091088,-0.034802618526972494,-0.0393768670906893,0.05838627748862397
COL1A2,0.00979366894634793,0.03237927786007615,0.04176046912039189,-0.01869175292967555
DEFB1,-0.021711719189769673,,,
CEACAM16,,,0.04618937566695829,
WNT11,,,,0.028552421924543
LGALS1,-0.059294099401053575,0.013794352765761195,-0.07775445574501698,-0.11733313993213558
BCAN,0.08295039484554309,-0.0425083431910179,0.06881367190032824,0.13288573418430638
ANOS1,0.057081916738242186,0.05397549322414186,0.02458120777396886,0.07137700149046444
EDA,0.01304777156407183,-0.03713439579245054,0.048703430276492994,0.05046194559601411
FGF22,0.014269055947312112,,,-0.019120572144492694
SHANK1,,,,0.042159287552029454
NPVF,,,,-0.01728343119861067
TGFB1,0.08163913676213098,-0.018313793374685552,-0.053365035007297806,0.004140794558422931
MSTN,0.061482012347359546,-0.02594673694658561,0.020622901178743554,-0.02390952880571201
WNT4,-0.03471891876458226,0.06281479290566612,,-0.008273194969558126
TNFSF4,-0.011194303552306592,-0.015532950311549453,0.10741936587295353,-0.031713788004904056
NTN1,-0.032135404978248294,0.01251138661115526,0.0861926061237424,0.05280059780476863
CXCL12,0.06612547026040276,0.021211960106612165,0.042505352419095636,-0.05824000713128366
GNRH1,-0.02078318112338362,-0.039993392198076017,-0.045315249572877234,0.08207241384551786
FGF8,,,,-0.023856126507595984
RIMS1,-0.0052929439798080945,-0.036241155656295036,,0.02105116760753137
FGF14,0.020261719696565685,0.03223927115442297,0.030005585049206054,0.01973125508350983
IGF1,-0.006645312984969077,-0.06339199414218494,-0.03336723875269491,0.06535899277305725
TNFSF10,0.010517880886953922,0.059525313579213916,-0.06677214221158116,0.052707588051626404
GDF5,-0.028783161804876174,,,0.06592314559116678
CHAD,-0.018670586421757923,,,0.07929718412359034
RGMA,0.010123215088085504,0.038530752777135614,0.05663341329405227,0.08304713277020742
WNT16,-0.018917752169732197,,,
CX3CL1,0.016549713267329468,0.06940666202482437,-0.04543510824270156,-0.035003877816482766
FGF1,0.04850686999327323,0.007784718223375031,-0.03610899305376474,0.05593793147357079
ALOX5AP,-0.05514952154219952,0.0007739619806628654,-0.012849456485491276,-0.058317896168950716
IL1RN,-0.06252557039859703,,-0.06306138268245957,0.023869591206670402
PCSK9,,,,0.11524538817280758
NPW,-0.03437430464495925,0.058223967146886685,-0.031926812916847215,0.04430800130224095
CXCL9,0.107911561268754,0.03541487246124849,,
ANGPTL4,-0.04757985716892321,-0.08111145880060548,-0.09573403775168003,-0.12151276724897507
UCN2,,,0.07279218246067906,-0.03183252187298727
OBP2A,,-0.03112195292021088,-0.0011965173739611886,
COL4A3,0.03964316847732742,,,-0.01450111433710522
NRG3,0.08400029661541794,0.02668631169044178,,0.05720225094699944
IL23A,-0.05231350569719143,-0.02863853443770547,0.009839027389137334,-0.023534848705810713
COLQ,-0.04798547967697977,-0.03563545349775689,0.0683386599163982,0.12092118221526776
SCGB1A1,,,,-0.023045545625132568
TNFSF12,0.04451938641537401,0.014748950005119109,0.038584834085209775,-0.028928881335470436
DKK2,-0.02091072952578416,,,
FYN,0.054889708717566016,-0.06623733187175716,0.005125701496119995,0.12591697253186734
ACE,0.05661261724245184,0.10848379802502642,0.08108910796567018,0.08023629030986429
IL18,-0.027045470313971722,-0.049836298203301516,-0.04155450825063111,0.0744295232724062
PPBP,-0.019795258621697176,,,0.05204909475682023
CCL27,-0.002394853281493747,-0.0286385336858487,-0.05383206893917595,-0.004712655863528307
SERPING1,-0.020864730617201288,0.0386287985656607,-0.03185918169962261,-0.047945118784968814
AZGP1,0.0767879277924046,-0.08233442306833696,0.08602473451919561,-0.04117806821646714
INHA,0.05702218598660105,,-0.05319520050605791,-0.015900221357515357
SEMA3G,-0.012706069881991558,-0.011282342343993513,0.0024924924723139035,
COL6A1,-0.022318952143817634,0.0457574185416985,0.039795841277200185,-0.11387917794082668
FGF17,-0.025500242054218098,,,0.05360333035775507
TNFSF8,-0.019795253490645755,-0.03502101064300124,-0.019525246851644047,-0.020073795803576083
FGF20,-0.040494732239812044,-0.02471253742886741,,0.0869449525063657
ICAM3,-0.046383135317422185,-0.054694726716467294,-0.025838697259723778,0.0781905264588833
LAMA4,0.010732801061099036,0.01802878771425533,0.0692672847485999,-0.020672368061060126
DLL4,-0.03204528330112039,0.05070607911897925,0.13104369819836176,0.031500197784252094
SEMA3A,-0.014456928289117797,-0.0975002985161533,0.12245001286449708,0.043612452462132585
RLN2,-0.030362835316654572,,-0.0471174291191641,
C5,-0.019037101741917202,0.045872479615487335,-0.037216533821285654,0.078729414436112
EDN2,0.1039126348942769,,,
C1QA,-0.010834736328476294,0.0029621521979574243,0.06837585594366502,-0.04897815005071708
UTS2B,-0.021711717600505876,,,
COL9A3,-0.001400591238997532,0.042396568482563596,0.03595183098209649,0.07624961512119335
DLK1,0.02288560347241415,0.027607878277271753,0.03967705854909587,
HGF,-0.03169391091461538,-0.0163458341254714,0.09017758685974983,-0.03170722823327555
P4HB,-0.02444638361797576,0.08546077548290568,0.010126105925508186,-0.14469851158748734
ADCYAP1,0.016501168296978855,0.032760630091722545,,-0.03168674246720684
GREM1,0.047088596747588495,-0.01837572429690718,-0.01760868804828518,-0.026765841296995878
EGF,0.008838494972095146,-0.025946721337541025,0.02295289807712231,-0.01749642116331532
VEGFB,-0.06259656776081841,-0.011078955127225579,0.07414125015904317,-0.04341307485661771
FARP2,0.0369843241421638,-0.06694962360012248,-0.028885293036526382,-0.012514239391076992
IHH,,,,0.05591185056918956
