,UKF251,UKF275,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1
AGTRAP,0.04401789598433375,-0.008288911789386911,0.04627195244646302,0.0007087913768879291,0.028084729947428454,-0.03932067817275049,0.08482159858816786,0.02426431818029999
LAMC1,0.029175911159071026,-0.027893293134073325,0.145244992149553,0.08319865172550012,0.015675617077811173,-0.0370895132710959,0.06086623609118344,0.031427801325268095
COL6A3,-0.021110515299681592,-0.032466725414091284,0.16022274141584805,0.11255566151875307,0.013372027290362931,0.020198491606776118,0.10036789433066705,0.028388020448196164
FN1,-0.0010824273054839538,0.06023635344100166,0.14838317318391264,0.07777445768922234,0.03420688051005302,-0.003790406157425447,0.020066072930516838,-0.0216036254336212
MIF,0.03379844040042666,-0.034416488404967034,-0.024150068709921757,-0.022732304084738364,0.07307859426246252,-0.04193928566210724,-0.0702502204976607,-0.003791065741341162
JAG1,0.003160442556689235,-0.021673324029246693,-0.05078040976079315,0.039124835194560885,-0.014791115606833964,0.006088686221747115,0.07430062891405782,-0.0034583741639748976
NID2,-0.025221406356241743,-0.026594737363853028,0.13697775999509698,0.06582211950188863,0.04387881632123112,-0.032084309537910166,0.02169307313862412,0.0382435104544848
EFNB1,0.08242523720499279,-0.010921126362057403,0.03548799140443626,-0.009460001869795644,0.06126330881799008,0.04735101224238415,0.08675988662890279,0.040192653203831585
COL4A2,0.035399687035052176,-0.01726972586800171,0.075878454951973,0.06951920071811604,0.01611132683008755,0.03929083735491685,0.01697094355046596,0.021128705909168093
SPP1,0.003920720845598439,0.011201736981000963,-0.025000783690126503,0.011912968900113709,-0.014434922666822518,0.028106471739293398,0.060959488786424564,-0.07928855500002752
PODXL2,-0.009640789469819225,-0.0074101199215343356,-0.029264229278287014,-0.02453809301802226,-0.04339426579684601,-0.004675636835226486,-0.03423986960811471,0.10191027431687512
FGF9,-0.008356964562860935,-0.02110333490319242,-0.05757502067780433,-0.03485813095177554,,-0.0075449789212627336,,0.004268981657462166
ITIH2,,,-0.05040915231717059,-0.04029422420989928,0.021828352868286865,-0.053485907797235686,0.12938892329154514,0.01801906569871578
ADAM10,0.020238145316407535,0.0040517605535929655,0.025247335089856538,-0.03574670785754366,-0.03168754365358523,-0.015006932624987519,0.04989905982081958,-0.06522981140298721
CFH,0.030866158717260242,-0.02701621854678123,0.06812240566358274,0.06319693031950936,-0.04085545652918515,-0.027917779306663986,0.11089160448719573,0.05858050615454794
COL4A5,0.028017837050321168,0.008524906215865852,-0.01131109161119771,-0.029306936250681207,0.006202849658546149,0.0705054787798223,0.005199484937177939,0.049287999028452975
LTBP3,-0.06844579449028633,0.01637147460238653,0.16465425984038506,0.01915409043392391,0.04615897918630179,-0.014885090086921486,0.07464291146836881,0.008251805718456856
GNB3,-0.0327377982287888,-0.05297638231611125,0.10302162154029146,-0.007002856003796723,-0.03944706253875897,-0.044582264480461875,,0.0001735444699328932
COL6A2,0.027078720229991235,0.03318541261806915,0.18663070103476828,0.11975967118957864,-0.04431233694161311,-0.008009794913400144,-0.008209546583794445,0.031128550004972933
GDF9,-0.016792128652155264,0.0020228354670364414,0.014466865649279794,-0.00020953529673515785,0.01162710460923341,0.009287436867576533,,-0.030914473626573336
NCAM1,0.000997710172794364,-0.034417570507726314,-0.07848302556167837,-0.011583573828245491,-0.005072559676748083,-0.03673986479818762,-0.025869267055003215,-0.037115656695796535
APOC2,0.005402936655996828,0.035490944213135256,-0.013741408115526075,0.004152648397075266,-0.0473451165262894,-0.01060079375488131,-0.05433196992837335,0.07644039654827813
BST2,0.00016805990614864394,-0.005957511745559888,0.0843722293444054,-0.006137278726868787,-0.006878134252574796,0.0244248051894874,-0.03324651450886054,0.041719962801002
COL5A1,-0.03283094485493467,0.0011408050660272442,0.15252824861673558,0.1030119714214783,0.05670618445354195,-0.023532472911425274,-0.04511735711034426,0.02389188860346183
CALM3,-0.033345440223515266,-0.007607145442800364,-0.09369840703911288,-0.12124988680803805,-0.01418708857796409,-0.011321503953146178,0.0034105067884940892,0.05160919964317008
THBS2,0.006589829637258957,-0.004046244825059044,0.15056368337267673,0.09928768699506306,-0.04846660592194316,0.02389743013495591,0.03156233455515094,0.0261868386888919
SERPINE2,0.01352227106164291,0.02451581774576918,0.0566135452848115,0.11179063705073805,0.0008455733830194049,0.029540049485283718,-0.08661828716256652,-0.01611724253702976
EFNB2,0.011190011639489615,0.03597668563905074,0.03418886838049826,0.042486184029928445,-0.00940815672449974,-0.00947475466442306,0.02613874416039371,0.0011848088829336898
PROK1,-0.017595331803321065,-0.030852968126158373,0.13167391944756013,0.08292317691440597,-0.0015954959730998457,-0.01296997157420121,,
MMP9,-0.013662603451526097,-0.03189068933384113,0.16490792327605863,0.06984837558020056,-0.017767018566061485,-0.04081591241596716,,-0.0025005271734652354
NPPA,0.006108837877381807,-0.016773002836509884,0.025624440453723862,0.012702775687115758,0.07756255457403549,0.0401720912913653,0.13388570406160896,0.02804205338471451
APOB,0.07766304288124329,-0.024680403246479975,,,-0.025334474511638973,,,-0.003260530500321242
C4B,-0.015921934379018787,-0.02508942362492596,,,-0.005981688045682682,-0.016011430843908398,-0.02379570396303354,-0.02473402133754394
NTNG2,0.014550002051088246,0.01067677152587297,0.017965307641136834,0.05068639994483502,-0.028676878007696815,0.03179982798326028,-0.03700430401411892,0.012683247168065901
LAMA1,-0.022371018465182253,-0.015015752992887776,0.009428853079142206,0.024479915539116513,-0.014017051699153812,-0.019306781495192694,,0.12062433184966372
UCN,0.0017015407661946187,0.037352887934645175,0.009441318020528285,0.01092025174903791,-0.019040310638749027,-0.02011138640603134,-0.04265831234494,-0.035388152184107236
ARTN,,-0.03189069242948992,0.0068465805426660385,-0.03111184552691357,-0.031946613001621715,-0.02502457401841959,,0.06544571874463946
PDGFD,-0.028299389197856017,-0.007707352065310772,0.12415038404253975,0.0431719993235657,-0.028591553863586666,0.05419115843324293,-0.04390262375962755,0.025870005313608824
EDN1,-0.005253790785527602,-0.02487409566000825,-0.040749790070461214,0.006018328792146965,-0.02930144102294133,0.05515835720689358,-0.07402776801207513,0.07747959518453694
ARPC5,0.07608974180134102,-0.04879438311258132,-0.05321126587704586,-0.03769252429288922,0.018835993101178644,0.007484637583726513,0.033526240686559405,-0.013450955109920684
GSTO1,-0.007062077574267333,3.13706542611237e-05,0.07761743812402158,-0.025318078017854132,-0.0355920577475444,0.013678366026675976,-0.07537501106182697,0.02695500721472199
PROK2,,,-0.015225704900194943,0.02108504983317803,,,,0.0006683525922777708
SYK,0.007913895220475873,-0.021788584599539838,0.0059658111094455625,0.04326129229892508,0.05152837474562431,0.051911742756273596,-0.05235652099940864,0.07412852423471006
CD40LG,,,,,,,,0.04267358804488569
ST6GAL1,0.044709287975076804,0.003431286080194306,-0.12336958215164263,-0.055914282289688165,0.017299647121648817,-4.76069673331763e-05,-0.04911388362054615,0.06541089590085249
WNT3,0.0030405526176695012,0.02629372478501228,0.02395923931271232,0.01394607069927365,0.003927832043125457,-0.03671865844992633,0.14287170987579884,0.00458334981548783
HSP90B1,-0.05454694217232896,0.0026549465254075075,0.07679628488937189,0.07790250329462527,0.04910200096985295,-0.03540183156481986,0.09362327856045229,-0.017550758316486812
ZP3,-0.030138011141966032,-3.682099972127024e-05,0.08360022588076713,-0.028499242504638207,-0.03774476044234638,-0.0226625035870093,-0.04688885235285422,-0.04357471104144715
ANGPT4,-0.003023468777811516,,,,-0.031946611572584646,,,
NRG2,-0.0040677549039798205,0.003430361623895683,0.008315435713892197,-0.0717722420825285,0.06922308433751351,-0.045186365345348124,-0.04250766340302689,-0.04679206322558457
MELTF,-0.01112315872691842,-0.0006622427074650467,0.09199249007172716,0.10125033378440793,0.07850934303266886,0.002313616532986411,-0.06313014336073547,0.03695318764564684
NLGN1,0.0005399208756010068,-0.02958066935745502,-0.11443468758083657,-0.03884050312431963,0.05599653499191538,-1.6831244633602077e-05,-0.03230706770845197,0.02522584054530288
SLIT3,-0.028089003400174128,-0.045040476827101494,0.051550426180282334,-0.03142145882528953,-0.0324430289486342,-0.007357627176484478,-0.00788947576351213,0.06972331772578547
CCL8,0.08874261231849805,-0.006372940153646228,0.1870863785235002,0.09962993434188082,,-0.027947072711011507,0.022507136644769186,0.023102388092773308
S100A4,0.03415943303177081,0.04452442993698206,0.09921033352275509,0.06060264111211976,-0.0461296421855484,0.033104345918324285,-0.08084565663592272,0.06579376227210344
TNFSF13B,0.04394060092054556,0.06561518180501373,-0.10371855533471191,-0.052326901706828265,-0.031242512190335258,-0.02876247721249859,0.01224880936981322,-0.010897686557915903
HSPG2,-0.021810718683015342,-0.019296989761579866,0.15911423660004373,0.11608376216869569,0.016009988584737452,-0.018281775606806126,-0.016565085924651144,0.057414350325307985
FAM3C,-0.027920889379159985,-0.006291153986381357,-0.051038724320254567,0.02803052312342117,0.02546159958790785,-0.031055443327842585,0.08613254822252912,-0.03625643632535937
FLT3LG,-0.0020586771793081183,0.00692769749307701,0.0009468748652874647,0.01635253734222263,0.007132397186896472,-0.03513511488440536,-0.03777657245871143,0.0635992428422677
A2M,0.058212241777295844,0.014374685331918467,-0.018859084999254795,0.012789011621158078,-0.02785033905502202,0.013889235402600113,0.0011250406725778481,0.018914586347269693
VCL,0.005662741993443589,0.033291552682659445,0.034135445090650675,0.06129540209549585,-0.04258496284826554,-0.015148897484883562,0.00149905619672883,0.009816096792882418
FGF2,0.0011275955416225525,0.0508848382751591,0.0931956165818367,0.03758950213684254,-0.07531629088228191,-0.017046974533129235,0.0575352928377581,0.007457608086966374
AGRP,,0.02606172444416009,-0.018053315379671458,-0.015334560080926134,,-0.013320732114070834,,
CNTN3,-0.014259373805435759,-0.04164280465317625,-0.030025930316664482,-0.04922111005302915,0.05394207319860703,0.02369523261061362,-0.044513501076435265,
RNASE2,0.03120449085170862,-0.014958610160686187,-0.0382113357887021,-0.029636008988598677,0.0009804691304241065,0.04603590554551153,-0.0689866761012451,0.046283351251614306
ADM2,0.004047693620917612,,,,,-0.01700431192469677,,-0.022958007154157797
GAL,0.0004953493148236375,-0.020833231836550465,0.1866113107158365,0.024880878448631984,,-0.017141849561130677,,-0.004454888173266972
CXCL6,,,0.24043844011659604,0.09050861668723614,,0.022220209714445265,,0.030551270341669077
PDGFC,0.03074327371402424,0.02682466805859872,0.04746427184840886,0.04222040173073065,-0.04674133473830013,0.013758519117523078,0.0953265226089205,0.026829996675212787
COL8A2,0.021906077259677654,0.004497477163055842,-0.021599257407729937,0.005086765780565745,0.041380848128000434,0.013824207833550723,0.0047256885111859595,0.052194162715192664
SPON2,0.04683049405414565,-0.03220539916103099,0.13595417952404446,0.02541048413683634,0.031064138143188112,0.0028072099306812874,0.08946425765935839,0.05198821046302063
LCN2,,,0.020219123153631054,0.034864828047008654,,,,
SEMA3D,0.04403438121500419,-0.035718146996647895,,,0.016430814136675336,,-0.042024023493000155,
BMP6,-0.013662604295000423,-0.02068685168827649,-0.03189401698647322,0.010513437098626378,-0.030414875608712998,-0.024727127851081963,,0.09547519004854267
TIMP2,-0.01145236131236645,0.018899595950704683,0.15402378092086064,0.03645339431052541,0.007577361167339788,0.029279039834985785,-0.052882291764665364,0.0235260413378377
EFNA1,0.03267153500527466,0.007944567870499263,0.06844286439887164,-0.045737130808651306,0.07268898849679199,0.07160779189788087,0.07321507123208525,0.060659695513928344
S100A12,,,-0.019320161763022113,,0.07816057578777803,,,-0.02501854439827512
TFPI,-0.003586823852725671,-0.04358979176377316,0.08659131636322576,0.028036081421704433,-0.0005349620858550473,0.0614965140114128,-0.047466745427012055,0.02699003288398538
GPC3,-0.02151292124332211,0.013028854293264835,-0.027826512096730448,0.01360364903371839,0.006750039992371076,-0.003406346593847063,,0.08633483643004657
NMU,,,-0.02741579159667259,0.023132160159133233,,-0.025995958243789214,,-0.032965836535366
SCGB3A2,,,-0.02186626798372091,-0.027777875483429013,,-0.022339069062587105,,-0.03611472980575414
LAMB3,-0.030632686701188076,0.02320798990415203,0.07050296599294585,0.050924127689768624,-0.025907320407591382,-0.04717336443025512,-0.01857894376657011,0.014821857936305635
LGALS9,0.017883841401855605,0.00295819159334729,0.08635410584883095,0.010354080200617736,-0.07309826408339458,-0.048454339863781296,0.07410125886386575,0.08294277551296371
VIM,0.038721853192636414,0.014218854428395558,0.058370065322535664,0.05539416549232247,0.0020079784593774693,-0.02457228535253661,0.1365985638702814,-0.021243023617571827
PLAU,-0.010512916738234462,-0.04811292150724732,0.041414692374345224,0.03159741369383295,0.042885845409231564,-0.016702536625851996,0.1263888751429356,0.0037652514295672427
TGFB3,-0.015314662536825235,0.030062602191197555,0.05902929023580796,0.013272125994061853,0.011228042187269836,0.023421241058509523,0.0019839987918028,0.029056376927056024
APLN,-0.050681552500360876,0.023704986819398033,0.04964509246022747,0.05238581884436691,-0.02163995074727411,0.06508470722087747,0.056788874022950256,-0.018817484014655494
SHANK2,-0.040060894329815924,-0.024656242996178298,-0.04094020218362305,-0.023003380841934117,-0.001891836495390955,0.0932752080071473,0.031182634805558312,-0.0004045009488288407
LTF,,0.006201401025543653,0.0029294431728438004,-0.013139087640927825,-6.628111383542626e-05,0.06058172227931251,0.0914730642481636,-0.026647715592750948
PYY,,0.0515898808103619,0.14756456218750336,-0.022000188785553938,,,,-0.002535874744857334
PENK,-0.025566213838497304,-0.035870771126412446,,,0.06022296850435109,-0.017946961771932387,0.022888071874755046,-0.027195421552995626
CTF1,0.0031852845892885386,-0.006659241840573587,-0.0063734532776021395,0.011896376666874476,-0.005448182300156189,0.016015297938774112,0.014200852117492826,-0.03385247956733545
COL3A1,0.10192061744732375,0.011385198476125449,0.13238006281752557,0.1288202011538889,-0.009658057131948073,0.005440309203629334,0.05823414926191978,0.013317273491332415
S100A10,0.005485573625745701,0.023476005078050657,-0.032357814716040656,0.010209159104332878,-0.05865814290313395,-0.061349982104865454,0.07187292999251241,-0.0044698475829683445
FGF13,-0.033765473429970584,-0.006685717024699468,-0.05908999866124901,0.013071335314459743,-0.02240703968337343,-0.07508136420612234,0.08388573786782301,0.07270522590180484
SEMA4A,-0.042129716254839675,-0.010150515066525147,0.032193502562305916,0.006243058174013491,-0.031462736908341955,-0.008064345029150606,0.08713591914118646,0.02067913601041437
EFNA4,-0.01323695101111282,0.039592946147215306,-0.021115552907696143,0.05604492120347515,0.019172909361921033,0.020226874779138662,0.16291911660903097,0.07805482145050517
HSPA8,-0.043073619536793374,-0.011334800704450419,-0.003209659920334911,0.03309544016837877,0.047074145827735586,-0.02403112843310726,-0.05468139870953428,-0.03293196822537668
NPB,-0.01609660965530589,-0.030676931682319875,0.04451092283283369,0.0075497377954667115,0.047218791276356704,-0.05402039250333861,0.047387550247264036,0.047299527359786674
ULBP1,-0.01534736174297742,0.029902982519066014,-0.02355864220478475,-0.018735462783517214,,-0.02350651476190013,,-0.012546867496676533
SEMA3E,-0.03581074257887113,-0.04328700305950108,-0.006455138266022251,-0.008996095653547793,-0.04110879227281995,-0.017375974585646554,-0.04589280338638106,-0.05790915288985123
FGF3,,,-0.009065613264989955,-0.0009145731201615682,,-0.029767938699810974,,
ADAM9,0.0002129347145640206,-0.01048207137995118,0.024161382551620883,0.0335688829066111,0.06686342026717224,-0.004430421093051546,-0.013670456668125339,-0.04704871494305464
ASIP,,0.02365262094198175,-0.055452010794006364,-0.005732623256370543,-0.04059259603196137,-0.008327230620119395,-0.021583390868503458,0.001157926046966155
IBSP,,,-0.02371142575926161,0.054889156176892676,0.006710279195414464,-0.0262050431885326,,0.009119919196502305
MMP12,,,,,,0.16208889778579813,,
FAT4,0.036816866625339,-0.02878250711767374,-0.024878210507785676,-0.03585432729008251,0.04054770303511009,0.01451575658033341,-0.049348886403009266,0.0514071220934206
MDK,-0.013639312282491397,0.012733660055348045,0.037200872244594785,0.028008855977484124,0.05046491989682905,0.02775635123586359,0.023729377449054248,-0.011573203811081047
BMP5,,,0.01895381745650225,0.05249242401960154,,0.03258002700407356,,-0.006128605590291608
CAMP,-0.013662604295000423,,-0.03788934894775173,0.02749459236789186,,-0.018466050366908793,,-0.02971027912914878
HSPA1A,-0.03256663528058336,-0.06413431739104164,0.0019310713826993706,0.07218474777609704,0.016285775728672288,0.015677293633682202,-0.005790707707280956,0.033588570008226425
SEMA3F,-0.0016002983286227206,-0.022830300284746384,-0.006928935785064552,0.06555154676736652,-0.0032939860593531583,-0.006294573368101545,,0.0994257638243605
ARF6,0.009910752959740478,-0.0009190969962352324,0.08393743268480915,0.03975268323913741,-0.010357955967868216,-0.024997264013238207,0.06211446395232055,-0.017613402627512334
IL6,0.0004396399214852449,-0.002905157122051705,0.13468282460695633,0.03405571962053952,,-0.0071376565902178096,0.048664524150490884,0.03729475452567897
CALM1,0.0047256663533500436,-0.03667163062820816,-0.13007936506739545,-0.05419481975843083,-0.036904829429522036,0.03060948994026946,0.018677424702604927,-0.012637904521924967
VIP,-0.02072961758417839,0.010361967514820943,,,,,-0.039398183798231574,0.08971774501382913
NMB,-0.0536116005971287,0.04265183972913609,-0.1076116624310309,-0.03536601702528408,-0.028535678830939232,0.02876491719015709,0.08942261458309843,-0.0058895119360241124
CCL26,0.0747293000723589,-0.019097897813949407,0.09453907927909737,0.02456666548822815,-0.0271236539630423,-0.022447321844390317,,0.08644526132595147
FBLN1,-0.02678310488028019,0.008077058627648405,0.10472377238377031,0.04596750163667853,0.02977612806752324,-0.030347202033387536,0.07098059705723102,0.05960476475439641
SAA1,,0.00604907518121098,0.07560874867356196,0.07101408685895186,-0.018698974526862946,0.030109142845959905,,0.0377902953116207
MICB,0.05014844438939548,-0.01078477932321367,0.08761322833171725,-0.024373539231351816,0.016660845945790592,-0.012285150489900356,,0.14842731976808882
MMP13,,,,,,,,0.035257266042331765
F13A1,0.060637431271639834,0.017138525605835023,0.009872973249975929,0.008725025920649939,0.004928039698164927,-0.013146344222200606,,0.02155236676828477
CXCL11,0.03515683970516917,0.05727298824834031,,,,,,0.06692929193152457
COL5A2,0.0707942346644068,0.06654088567067357,0.14037390517956633,0.06336449609357905,-0.04131463307321126,-0.010662218036850798,0.22936873064263594,0.023314142317728003
EFNA5,-0.014678747523035888,-0.02211532886968721,0.09547366092745291,0.0456293659750833,-0.005466223672681034,-0.041491419769542195,-0.015817854080576524,0.044618628687054254
AREG,-0.005475027261495178,-0.024268504900755532,-0.047198620519821814,-0.059755885139870304,0.039682713125467874,0.09938038381888735,0.05364197982900134,0.06818268079416827
EDIL3,0.006271336642354069,-0.028176436631958544,-0.03971480387761538,0.025424889441354702,-0.00966166849344371,0.03875926238637667,0.023333873213568418,0.04956188843168678
CD86,-0.03195220006804524,0.02195153299862517,-0.005980680940961802,0.021023063094608385,0.00023132456156632923,0.03565487504518006,0.06693565049632828,0.06040654807424553
AHSG,,,,-0.018527008568668832,,,,
WNT9B,,0.05019265097864342,,,,,,
HRAS,0.033260498014615045,0.0006244331954717007,0.1048809301918321,-0.012720421080865714,0.022158351839846213,0.016173688734576874,0.051585916766407516,0.03084497105823126
C1QTNF5,,,-0.04859379999946721,-0.0029169110382495198,-0.011433028181357135,-0.014802176616439431,-0.02483862387322215,0.018454915760496043
RLN1,,,0.1340143443766997,-0.020713058264071712,-0.021706768026602135,,,-0.02137280057641328
COL4A1,0.055401792736982834,0.009908414750873121,0.06128817627191767,0.008733684660402627,0.013526844153079153,0.02508179928592103,0.00012651132232304062,0.013221118378685788
CCL3,-0.0020741839887382196,-0.00023045361685206456,-0.02340675615196123,0.03005399936476617,-0.0014606351271640812,0.053417127199371674,-0.012007961411444371,0.00893853916858884
BGN,-0.04475209078614781,-0.026415462964984576,0.13096758314289972,0.08387351059666359,-0.018119151525633637,-0.00011037052304683545,0.040816190660834195,0.03434032310377023
RETN,-0.013458060660014903,,-0.0034962090679056747,-0.010424820811929449,,-0.015864940885026976,,0.030778461366187518
S100A9,-0.021715421402056154,0.0381328812524465,0.06639294610341448,0.005544444736271532,0.02417854391277929,0.01037628548125364,0.005560548134199338,-0.01323761518271956
HCRT,0.06602621361108352,-0.006900167595803438,-0.054461557342730636,0.005463251411752717,-0.0368572407113839,0.005937086443643792,-0.06288396277666312,0.06291911957632672
FADD,-0.017285059421185585,-0.009305859175014142,0.006753659425120734,0.05582254201026978,-0.019329967690541093,-0.06892745067459002,0.16765394278603493,0.12171010067733244
ACTR2,0.050104106421887215,-0.0050316088253229896,0.07493504326094116,-0.010279291814037248,-0.02137731385148549,0.0334755903266261,0.023319038495701088,0.011428990247126932
BMP2,-0.02070106569745016,-0.03282351809834186,0.003281450485380073,0.002224600911526909,-0.018113914336784945,-0.04236396769656307,-0.006707023149690019,-0.010685924399311127
PDYN,-0.028440442338646135,-0.008677716791241052,-0.012122304023925395,-0.02145714801694118,,-0.03230150184078708,-0.032856716659181835,
CD55,-0.031546021998440685,-0.029309494201092676,0.10406050315081651,0.015355992147915146,0.029529156197586823,0.04436061126409652,0.012107717105861294,0.07484202749084744
OSTN,,-0.007162752125554315,,,-0.022407036724859122,,,
PDX1,,-0.029049139329048814,-0.029457197684439138,-0.03137637885941987,,0.04918799499943336,,
CD6,0.05299407864643676,-0.038309245103817786,0.11153871856770926,,0.04068025162393783,0.003197850955452174,,0.020284157467149275
IL16,-0.03426275648754561,0.026943456233609626,-0.04075886766632507,0.0350718873615366,-0.028208491316375102,0.061376299798522084,,-0.004138137175127137
LAMA5,0.061948229014865804,-0.0012247010418124692,0.1654041229837872,0.05598688723025446,0.006451741053179008,-0.029344005308457606,0.12792073419239616,-0.014483622374961454
RGMB,0.019303698790843152,0.016267227295578283,0.04950180032808359,0.00024370697744507532,0.0339316914192681,-0.0675676727090219,0.11160950435346077,-0.009011743542754268
INSL5,,0.014881432084380558,,,,,,0.056110615351486634
IL12A,-0.01200588111007068,-0.020943693028921538,0.0010055453877574605,-0.023957082163945605,0.007559463654125342,-0.014485257213909607,0.095956663696333,0.011017696363317118
S100A8,-0.00046646708454222145,0.0037886736604840782,-0.04065728432567787,0.01901186196878186,0.07839469423555029,0.032655200339924625,-0.03676299982783879,0.02069423565351117
TAC3,0.009784878602568022,-0.04535173407966347,-0.035992713246447726,0.05573731084990951,,0.006636975082235117,0.01575545089395594,0.0265513256187444
MFAP5,-0.015019858531569804,,0.023265549257388198,-0.05887867983615128,-0.030932872091845174,0.04132589906300398,0.13109732118061643,0.024968255110061066
CXCL16,-0.0010254564192217473,0.03401924096600456,-0.08458743284727799,0.02259875121396432,-0.01110112725889674,0.04852636517295553,-0.07389427340906761,0.023456555217841252
AGRN,-0.028455327847998646,-0.009661272007837349,-0.030791737550561315,-0.02644208976342609,0.029700669495589926,-0.007054592389454966,0.09656046261636622,0.04948850717297822
COL4A6,0.09202988992263036,-0.0013346391199763313,-0.03312975367004004,0.03154974069963304,0.07435230929949255,-0.006414538255051384,0.06849379968867209,0.04667004132573198
FST,-0.0022428766226313623,-0.027378666532583237,0.10007179108986022,0.0069483822458686565,0.029846622029158474,-0.040985299772130016,0.0170748043403121,0.04653653734833221
MEGF10,0.035748132977906584,-0.06827775849749337,-0.007976485305002586,-0.01301709546895285,-0.0109659144887485,0.012277030208481027,-0.01251016838468325,0.028457756532531853
C1QB,0.06750972261959343,-0.026480468957148513,-0.12049551231542174,-0.05556668423401801,-0.05410072724908751,0.006319243564617557,-0.009551274979536714,0.02049134180137785
HLA-B,-0.005593840071811108,-0.02235548006492193,0.19220315962275294,0.14328919496536716,-0.022694934905336462,0.02258828014802963,-0.008790259976409396,0.01345897711295114
PDGFA,0.08999890377119545,0.042113493250159534,0.061154445395458806,0.07417021116735167,0.0009572085429019004,-0.06885133179680768,0.015596311215685358,-0.016461239607200345
LAMA3,-0.002528919108814601,-0.004581519980617265,,0.08576498576360443,-0.025334453979210754,-0.01464451606339477,,-0.04093485484715331
DKK1,,0.005240693887456175,0.025607495754463198,0.015610575930135118,0.08783781491498256,-0.028220452599697767,,0.0017151549701707421
INHBA,0.13165093782742887,-0.02537817626430699,0.09686612889646809,0.09695768296194139,-0.008112613770316256,-0.029285959451873785,0.21165452278005187,0.032213339668272216
LEP,,,,,,,,-0.021698591699261947
IL7,-0.02613218762568821,-0.036101473500875815,-0.012794273142221613,0.037062752278926234,-0.023749486128266453,-0.02452718979674361,,0.024122843459909653
FABP5,0.04135570158325146,0.005550594398824466,-0.14017485221231515,-0.033403423264921454,-0.003590277804253169,-0.056463265975964134,0.147696806092627,-0.0013740623557052475
CCL4,0.004140083489848277,-0.015467311111625961,0.12080709748685205,0.06632687784052184,0.08022050850947203,0.10236465822561888,-0.014902273822250858,-0.025752023886776068
FBN1,0.012879703919346253,-0.01240914468357648,0.09660453721087404,0.08538446815906646,0.055832821711685,-0.017637056067816823,0.08031795617050873,0.03800297559954726
TCTN1,-0.01326173042323109,-0.00043108952884499997,-0.060615773781654635,0.006423528999064982,-0.002139120505807487,0.034380674887016995,-0.0377589757483919,0.012672467681281458
NCR3LG1,,,-0.031099605063192648,0.09327104895603586,-0.0017476958321868347,0.021351991838335815,,
BMP7,-0.022208118727895635,0.01941829886162317,0.06473975371381385,0.046845642847082876,0.012081743165612498,0.013514300626898566,0.00038871643405707186,0.03231242366992757
NLGN2,0.003446039088093778,0.007364487874761981,-0.09107630538174688,0.045249211896187226,0.030132008325125217,0.02023259084266128,-0.030674915958921533,0.033793631992279465
CCL25,,,-0.01679149697730182,-0.0023885838349455455,,-0.013544606231029266,,0.05618593157006955
NPNT,-0.03700080180627603,-0.014648157116347557,-0.014140006172019545,-0.07182745794944972,0.00614487391089206,0.03685974155680186,0.01186574001299326,-0.03577106911611264
KITLG,0.05818641091762961,0.008285041109602383,-0.020356716602387307,-0.026506343148685708,-0.12121856276604132,-0.02068639558217254,0.025418221253898345,0.02538615149702409
MADCAM1,-0.02510556695889033,-0.016042931310104015,-0.023558638816765256,-0.01914603986671038,0.10416548807071127,-0.013492875538824441,,0.056490751464572414
F12,-0.03160332428483334,0.001673052770438983,-0.025866457380419938,-0.013414255832839776,-0.026077566654405606,-0.0005133193316343761,0.11268785820225802,0.038057329213763806
S100B,-0.00441874042877109,-0.036084132781466056,-0.07762173878794301,-0.06277362761844213,-0.07218238607753547,0.028181818805499755,0.05600205755801419,0.029376143182365304
IL27,,0.03519585047406022,,-0.004803710558857418,,-0.012609994394499852,,0.09272514865693587
CD99,-0.023676572072465575,0.015596118961186485,0.009910871926907894,-0.022145619753521563,0.013219655066424075,-0.020998698772129044,0.019276142765849786,0.030361803037471605
PDGFB,0.01897527461290232,-0.0018857431328680836,0.008303471226416755,0.07289271796344217,0.005474267861646071,-0.006956163107265405,-0.03013828089704841,0.08274825323278383
CLEC2D,-0.01902004542986399,0.03508426200617982,0.14802155822540664,0.021652533783265347,0.001003679922064812,0.011053727793182724,-0.0499239965280457,0.03930869382886583
F8,-0.054998888858493356,0.00029632351690217436,0.012473129815902538,-0.0032490826378138164,-0.015409379439712906,0.01977649610844089,-0.011451897511599887,0.10258950466102533
C3,0.02155046867373582,0.003936689436723739,-0.04806977949043992,-0.013252679542659726,-0.04035375038423163,0.06504507971588658,-0.03565462733079875,0.010749553137924285
DLK2,-0.015204323922402183,-0.02822348707825345,-0.06313304285604261,0.06533868446804691,-0.025334464098758423,0.005475809967806163,-0.010096998244753031,0.02881587340154216
TSLP,-0.01386425818205983,0.07003131546268286,-0.0021874932973324672,0.019338232115257873,-0.029584173169001166,-0.014734912445377836,,0.008653716718255286
OSM,0.056663697977576824,0.005285013403813699,0.0525658097773837,-0.021143851294419945,0.030341476595000635,-0.05595348739690071,0.0615884246844506,0.008639428139131449
PRND,,,,,,,,0.0029890665318261325
SLPI,0.035491402211286424,-0.0012369357595070454,0.0025018725040974487,0.03712690688315776,-0.03663007515741848,-0.024638183630544545,,0.03894937466209522
