,UKF266,UKF296,ZH8812bulk,ZH881inf,ZH916T1,ZH916bulk
COL6A3,-0.00022870567428451822,0.0671786649238657,0.0020646832386575623,0.018256528544092175,-0.09174508117873084,-0.02233904159096615
RLN2,0.02344247979242572,0.03423783909635347,0.020274128526445237,,-0.006834397590369424,-0.02790852120270328
WIF1,0.021254680162270667,0.03015999470776057,,-0.03479688880931434,,0.027998618034969343
PLAU,-0.004238596727642825,0.030578096076267706,0.07655534726911555,0.06472449928706385,-0.024904232821771472,0.010189200390157202
CXCL12,-0.0381771860692094,-0.024723331772618522,-0.06622075511348231,-0.054198893320299146,-0.04936193789283795,-0.07216595330096509
MMP9,0.031116758208943718,,0.04579660902137342,,-0.10751988082798264,-0.014566728966897343
TNFSF14,,-0.012601062926911303,-0.02592837909782194,0.10798230051423241,0.02271563454565808,0.026186652760216096
HBEGF,-0.00612372925380028,0.02873375244146684,0.02476235408622171,0.005447748466517886,-0.047959398705817245,-0.031165422262381167
NUCB2,-0.016336690323177583,0.03862412657123147,0.02174312063560528,-0.01675170894164885,0.005892702853410742,-0.042148179786785846
VCAN,0.05937883972727959,-0.0383856254377229,-0.0003476243831313225,0.09112221126235184,-0.0355449755279156,0.05010364507941015
VEGFC,0.07001820412810292,0.040419947398193094,0.031152550818637707,,0.001261483766467305,0.008722505109230299
LMAN1,0.005433495615535877,0.015456383270562512,0.02404949870510062,0.03378303104940913,-0.03686648847986088,-0.03232628480304483
IRAK4,0.005184912323295938,-0.041624502269043885,0.04812277597097153,-0.05370593923575175,0.08651374441934999,0.03799436511119561
MICB,0.08468050680943981,-0.009012627810158637,-0.0005966090097276083,,0.01663452657798768,-0.028481734107983013
COL1A2,-0.0020337184385608035,-0.0015978292594263112,0.06494468417175632,-0.0007530063223179278,-0.10687399589981736,-0.05234668237832473
ICOSLG,0.027677246769048855,-0.021809573690718016,0.014077820677346276,0.04357789994399472,0.017665328377430296,0.006629710043344432
GNAS,-0.05877764128765768,-0.050947974447095,0.11167230482109936,0.04009659728905792,0.03321224742261034,-0.07437504131633656
C4B,,,0.07260884287108078,-0.010671159173667812,-0.02211826953486125,
COL2A1,-0.016037385068306716,,,,-0.028657216887943378,0.04984285391318806
GSTM2,-0.012204510988771839,0.025857703974287074,-0.008268549410995266,-0.006975455015220052,0.017623106663240757,0.042176174695968474
NLGN1,0.02774967017783303,-0.02406944309962667,-0.011560462831554456,0.0675757189484675,0.09237682426892874,0.040197369941622894
SCGB3A2,,,,,0.060184890968847715,-0.013207839073944405
LEFTY2,-0.023345553032161848,0.009776079275891698,0.05235323314939372,0.004141355065487733,-0.027561609793663875,0.06365757460509452
ACE,-0.03654228949997886,-0.01691647532307981,0.06939073862325332,,-0.05349666219619227,-0.018625639122346646
RPH3A,-0.03131297794633205,0.007742326033286258,-0.0621203829356625,0.027519030041987327,-0.0387913612754458,-0.012285862105908896
NCAM1,-0.08753314360643233,-0.02474001718180658,0.055639286871888086,0.07299958613718537,0.09605527296764105,0.023415109707737785
EFNB2,-0.0055142265031496215,0.005185689825408058,-0.023375343869931075,-0.06276746611140815,-0.022633961777834274,0.045124550147964
ICAM5,0.015583062757834814,0.003302060987266434,,0.0396790670350912,-0.002084457194938025,-0.01288246386928101
CCL5,-0.02135457621684555,-0.017129818875885834,0.03637670696673044,0.029462525484658834,0.03869543563843767,-0.04246483013199265
PSPN,-0.03246406446936377,0.055272414110921715,0.10433724876115244,0.1284827544507003,0.13862135027528705,0.05698092559804956
PENK,-0.022234161755874764,-0.03964076609014814,0.0029924513846364613,-0.011262394612929029,-0.02431936383552347,-0.022131824482942944
EGF,-0.02122322682720201,-0.02000118712420291,0.025840768660026072,,0.006537577896960294,0.02088805370769928
UTS2B,-0.01326144491903377,-0.005808911466008556,,,-0.025912231240402064,
F10,-0.02443671375139343,-0.01732003793833857,0.018500689104632716,-0.03654840105282338,0.0776717694901717,0.1179678662971668
FN1,0.03383878527026906,0.016930828623359352,0.08785033082264586,0.05284964353032511,-0.1111351970026012,-0.02462695750641631
FGF2,0.0725314424813701,0.005425547925805593,-0.004470766419505027,-0.0014521031584364505,-0.003848417726608528,0.06145346683852619
GDF9,0.05764774722758667,-0.020001187017747817,0.08178541161171095,,0.10423845651299321,0.026784761214098528
CSF1,0.018059838939130886,0.010253664050567619,0.029559265001780015,0.004625733038419022,-0.007443432312588069,0.04712477488395815
GZMB,0.04874079799511263,-0.014578839011086973,,,-0.028853462952106047,-0.04804140423696224
WNT11,,-0.004671111292315739,,,-0.026132567732185148,-0.0022370775417752684
GDNF,0.02878877858549489,,,,,
FASLG,,,,,-0.019403851019145345,
SHBG,-0.01569402977797545,-0.022532914397445404,-0.009182196615454339,,0.023933607565110294,0.10141054549148983
EFNA5,-0.028433598363250424,0.013915312048748957,0.04084599673007576,0.17337394035258685,0.03828057956444531,-0.024606446281070973
THBS1,-0.0008737246394571583,-0.006459108553082269,0.025555090567721688,0.11033413292084533,-0.10446423000919496,-0.061018374886833066
PODXL,0.07396434298251875,0.03694948185694225,0.04826789879638855,-0.003207621820428389,0.006290641238130988,0.0074047220814857095
C5,0.03678841590959319,0.02633528104867322,0.011728866288191237,-0.04583466980663723,0.021291680587319894,0.05019376466628567
DLK1,0.048331781315633246,,,,,-0.03862025630615954
CXCL5,0.01688990733538316,-0.0009480339996799321,0.16221857726816563,,0.03843483607367617,-0.0060560372432240245
BCAN,0.04358080977315191,0.0688473136878775,0.08029611034990154,0.06351838901407147,0.10676735763936405,0.051384287680627826
RELN,0.06698614065907674,0.003622057933524247,0.03824275753511576,-0.020769105559338804,,0.04405884127083503
COL4A3,,-0.02332352387389873,-0.003113846934041398,,-0.023537363064037076,-0.04520622079010068
GNB3,-0.01830022155123381,-0.00455714124253447,0.027259333460166586,,0.03137371599248693,0.019799872104045584
PYY,,,,,0.004287306732874069,-0.020615665536930502
MSTN,0.07374632165890382,0.039279817162576426,0.05845176373780608,,0.06027157768619642,0.03582088682603327
COL18A1,-0.03720020206313644,-0.002499262672891898,0.052699950079543194,0.12369597701721817,-0.10436609344631333,-0.017519936292473427
FABP5,0.047039785471409426,0.02414609848551187,0.03697244638613732,-0.09442775009263174,0.02766471817611591,0.11652919850180025
TGFB3,-0.023094263411337777,-0.02921208204570497,-0.03127260908747242,0.07533334740141899,-0.037255328305771065,0.012589508175345036
BSG,-0.0648407596370644,-0.015202808276708907,0.04372987455452097,0.049470598037382886,-0.03169835283752092,-0.03797524714198367
TDGF1,0.009393637562896798,0.04978455588818564,,,,
BMP8A,,,,,-0.023846455584002533,
S100A10,0.04685879419903721,0.04705240015402646,-0.044712548106918125,0.046292268122368016,0.03249534215245757,0.05909247130264359
PLAT,0.009383960118796063,-0.0019981265989589578,0.0271097191214659,0.12075563013128249,-0.04733051644726234,0.06430781280670567
SFTPD,0.023594676768516017,0.01848050221700224,0.05660821449101571,-0.03767619155258614,-0.0013854771642240245,0.024890743460527543
EPO,,,,,-0.019691103774454398,
FGF7,-0.004306129455798369,0.013441827728476727,0.02579265176497798,-0.02951547268396605,0.009083455775987436,0.013227126833828413
CGN,-0.007201372540890503,-0.013903096192731642,0.014691870078142445,-0.027047376399615963,-0.04721059354726056,0.01457723763963193
FGF13,-0.02067979682450479,0.010678323033921,0.002559191872826143,-0.014027376276479316,-0.03354923570969727,-0.03362163659940588
CXCL13,,,,,,0.051370720433212294
ACTR2,-0.02463467939258026,0.014820160968102566,-0.0071375654278358945,0.07385438653254518,-0.03451068279335547,-0.07323412882399102
SLIT2,-0.01182507293503675,-0.018713473026653733,0.05990704053653115,0.035229028658350425,-0.029962804941205626,-0.03646352344187433
LAMA5,-0.018046631451699015,-0.007933838237821494,0.005689889290168878,0.01405734642894147,-0.026439628420380848,0.0730478116599139
TIMP1,0.010528590758246121,0.003761179202268432,0.10339838846819202,0.05565616313531102,-0.1047072702524204,-0.038466276191347584
PLTP,0.06805829961569475,-0.06534934412979099,0.001985782469584447,0.15498877405826283,0.04905442648378714,-0.04243899761096294
TNFSF15,-0.002417471789093148,,,,0.0006884286330649747,-0.04900895479764075
PRND,,,,,0.09445019456160905,
NPW,-0.017969394259693214,,0.04221139921654855,,0.014068137934312438,0.075739669081155
SHANK1,0.047507103357105146,-0.020296132524682268,,,0.07232126500412937,0.09050078420425822
PTHLH,-0.019512813038616315,-0.017700936844204714,0.002273837331752728,0.19131026121365263,0.04992711084234366,0.02485918458188246
SYK,0.00186635856938419,0.01366540849651277,-0.01583401491528886,-0.038220870858307256,0.018976434272119244,-0.004889744353538525
FARP2,0.04230691809008992,0.001771711807547034,0.01361724418978507,-0.053458985695834974,0.018065276172113648,-0.05283557057084866
P4HB,0.023666013937028114,-0.013571969014902508,0.023774375455488453,-0.04352791936454727,-0.07966238137335654,-0.024706111796202967
TAC3,0.0004163720641540891,-0.01852024897888937,,-0.032429277556439644,-0.028591085015174007,-0.0016298969626612062
C1QA,0.025753048970463856,0.004550721912950979,-0.0408838335259298,-0.06848307990358805,-0.06531257723341759,-0.06764626184596462
EDN3,0.003137668740471517,0.02585829943777159,0.024418263508767562,,-0.01180092404347647,-0.019788924950553094
AANAT,,-0.013623968822333018,-0.03836910176653143,,0.019437045361487357,-0.02533357312431379
GDF15,0.05957706410210054,,0.027567414605158214,-0.053080832545384704,0.00036791747155736856,0.035617031234039705
LRPAP1,0.034338577776814885,-0.026421609367270598,0.1360821988078173,0.03886358729250258,0.03745596773577399,0.02654780407812405
LAMA3,-0.015911435671625826,-0.026283595596807537,-0.03476454467683131,,-0.0018650781607613244,-0.015445053583831286
VCL,0.07153827220264758,-0.037834171441328376,0.07933927426555108,0.0775842098314571,-0.07827262368056997,-0.009242072879802714
COL5A2,0.026023430763073764,0.009587514006435989,0.05755793849476574,-0.005922612988218627,-0.07509015542023188,-0.01282852144205674
DKK1,-0.014052351901335936,-0.016800978475928423,0.003948986245704286,,-0.05528882019150912,-0.0012925714488229644
COMP,,,-0.02273234269735171,,0.0701322076360904,
POMC,-0.025259009037311913,-0.03548879626164328,0.00855638818070195,,0.04200621687447184,0.019543435605790055
CD34,0.005376754619610788,-0.025490075747323374,0.04879479046813347,0.06632552300301561,-0.04282363050305244,-0.011980069727024723
SPON2,-0.026131727226793133,0.15294593217288135,0.06582370478120031,0.05633480588566098,-0.06551509621304091,-0.049528930585344695
THPO,0.08510312075833053,-0.014177033328289186,,,-0.0008458110624528334,0.053860195701509794
SFRP1,0.037027900295829225,0.01810347731806436,-0.004373175587484022,-0.03450694238095372,-0.010756967112133899,-0.00826995525801469
ARPC5,-0.018596895935738142,-0.019836055586080707,-0.03620976221141944,-0.017371109334321674,-0.0944515359454881,-0.04018833851705841
VEGFB,0.023376290290922086,0.011431425146142996,0.06404882438532351,0.08809403751300103,0.039772702334093524,-0.0002628678595892481
GDF6,0.028754716661947087,,,,,
LAMA4,0.031231021943593434,0.023691192397257543,0.06162967252524554,0.0934515151147105,-0.07462894726311942,0.03315507173531895
NPPC,-0.03534479370156019,-0.015970997164700552,0.02838243346820202,-0.05939540416049301,,-0.0014041295973990628
HAS2,0.029880771399252777,-0.017743726624202733,0.01232271035684559,0.044703936393308163,0.02366836830665488,0.03610863551031853
JAM3,-0.007314626258966183,-0.047960091106448645,-0.011639293891367688,0.07703788720741823,-0.027892068384910266,0.03896809786563219
MEPE,0.018252076408794216,-0.02949753076128739,,,0.0025754669964822116,0.004723707792499714
ALB,0.025427159863081066,-0.01431214604824889,0.02042373137929927,0.16722798775490808,-0.030042355214469473,0.07212343630605446
SAA1,,-0.014040695790539147,-0.046419945563963144,,-0.002214065001832596,-0.0028785387220174913
SFRP2,0.021890262556903625,0.06869740203009489,0.06199582430425531,-0.040963830528003245,0.05323329990614232,-0.014540775303900601
CHAD,0.14373974537059395,0.07015867086277429,-0.03721973399762391,0.09601306765827006,,
CXCL8,0.020466386409237234,-0.011155675441662691,-0.02149075854063499,0.14576640674063876,0.0037004752713869194,-0.0323302012867184
VASP,-0.036045254260545286,0.04652357557185015,0.05978482567717178,-0.022790975358493858,-0.027023659717153755,-0.0018613496989646468
PDAP1,0.036957913782729265,0.0009527188169582835,0.08136151888229837,0.0449520965579226,0.06578420797420073,0.04387011762917084
VCAM1,-0.006872396383124039,0.035323696740546334,0.023316735314589613,-0.061512193955336844,0.029659829686794082,0.02817659690609188
CALM3,-0.06680695823668176,0.010379258702701082,-0.044010887959293775,0.021066171952801197,-0.013406397092425847,-0.08983501370343606
JAG1,-0.019476400721417497,-0.029587353601811063,-0.021217215114699015,-0.027751275957891522,-0.07886229177038921,-0.08831740453926927
CFH,-0.02135120253784247,0.0055830120154178615,-0.023779849902771585,0.1380789995654771,-0.0017198774552170208,-0.03305542114270859
VIP,0.01814402219255603,0.09132145934635248,,-0.03479686027431934,-0.028045129522294317,-0.02042108760521066
IL7,,0.007389083626608831,-0.03258961382137614,,-0.017795807099542052,0.06350874225041976
FGF8,-0.017660955548951616,,,,,
IL27,,,,,-0.022564605747873535,0.059666581096318075
PROS1,0.051503416572680774,-0.0218794841813222,0.05260948529852596,-0.019199455362417375,-0.027395812770946975,0.06531735256548946
TGM2,0.005424154997938229,-0.018999052575263076,-0.029195313144430482,0.011122646180405003,-0.09569752217289618,-0.0043359983301465245
C4A,,,0.032023299003593284,-0.05294688732832492,-0.0321128968068463,
GPI,-0.06761861762262339,-0.027481643887853482,0.03367292296627517,-0.029412940091922517,-0.015684487577497942,-0.009862871767458238
DLL1,-0.025902005670301213,-0.03610993036238338,0.0471369191673581,0.05461245247002653,0.012027307479341196,0.031444488431646836
ANGPT4,,,0.003287763046719533,,,
DMP1,,,,,,0.03595556056303453
DRAXIN,0.07733928933609512,0.08703561798699189,0.025205140181108452,0.018315013872025127,0.03683506571834507,0.042585015962525535
NPTX2,-0.03888130140270151,0.08797180105047246,0.01447155104964483,-0.08681898815713028,-0.0191078490138985,0.024399829566603394
PDYN,-0.06934248276908017,-0.031450921018508673,,0.04081777888562196,,0.034061513048427916
RIMS1,0.03209883735486838,-0.024354505797698864,0.012986026757264056,0.19266653750568677,0.0314669305882643,-0.023085184202529686
FGF9,-0.022937008673795,-0.006489902580080396,,,0.013583354644342675,-0.018116089489409074
COL4A4,-0.012422786098477336,-0.022887182870177606,0.020717730483118698,,-0.024238704638681677,0.053777751885762205
WNT5A,-0.016558591738884642,0.025443454565761033,0.06101082474515465,-0.0657051712014825,0.04218331810899643,0.027647230451475043
F12,-0.07692161194757888,-0.018090467178143017,-0.018086697903885268,-0.06355247639360492,0.024540541857364484,0.04591172338921444
BMP1,0.03785005493809106,-0.017628446358282857,0.04054729882736599,0.04594482953091063,-0.02328579011293296,0.08182715154177614
CORT,-0.02043224213225611,-0.025727726744517374,,-0.032982649387244864,,
FAM3C,-0.045830212150950164,0.03818747223171624,0.04682187596888435,-0.08000615562664806,0.0029822698538654025,0.011365997572409008
DSC2,0.00403766859289797,-0.044303148209073114,-0.021099894779549815,-0.02345347959329217,-0.034796350814538995,0.024831515227372085
IL36B,,,,,,-0.050627003860739005
BDNF,-0.022449240842727577,-0.023062565310857118,0.06263809485704226,-0.038775156704247825,0.007890894881864976,0.002468908519849114
NXPH1,0.018338375479810272,-0.0545691261656812,-0.019195330432238464,0.046805505712461754,0.11680584264724346,0.027830690361823292
RAET1L,,-0.013764197545536063,,,,
HSPA8,-0.019111817556728028,-0.01806760650038804,0.011726524229150713,0.04039723814820105,0.03126733210042997,0.027671165738315406
LAMB3,0.03165810853016796,-0.0120967432331125,0.02861343705820486,0.010277882636421383,0.0023698231299426123,0.07410258329291342
PON2,-0.016977409359523344,0.05190529073769779,-0.022700274783266798,0.04702998027480275,0.11219730376911777,0.1286527399242004
CFC1,0.06303965867530072,,,,,0.02922342429565217
TF,0.029360720497084207,-0.03725071679660244,-0.015420463807076745,0.04077047682177827,-0.026753606257519148,0.006879169690308016
HLA-E,0.05766872797895584,0.01665871220348475,0.02569956887166019,0.0036255507273759043,-0.053435042633461584,-0.11364171405087872
OSM,0.03525999885393562,,-0.07560178159009491,0.011132369338937695,0.00040012859453454435,-0.00890551693241697
ULBP2,0.029564716418993227,-0.022975013639235913,-0.006697986768094121,,0.00994034924134716,-0.003651332856019235
VEGFA,0.026899181029341173,-0.007113028277261115,0.04357185223592937,0.1373071979712475,-0.018711492597264852,0.046802849787006384
TGFA,0.013120414289482265,0.03181504117145812,-0.013329266473101103,0.10203064910938654,0.0037907373939068357,-0.029196138950896105
HLA-C,0.013929645067161779,0.011672516011148958,0.012157055185173469,0.05334355189826859,-0.03727459314852082,-0.09213571037386027
CD200,-0.021508796251260304,-0.03314215114829228,0.02047637527293066,0.03872685547813883,0.017417269183045668,-0.0032159642359819236
BMP2,0.019668210086269008,-0.02105293610643502,-0.08050710314288462,0.0526569091448747,-0.03244158418787876,-0.036932473543318294
TNFSF13,0.04256097633632473,,-0.007400545018260923,,0.0004837537977267017,0.0029344633689271805
CSF3,,,,-0.001928891551546715,-0.018516831147575963,-0.003545421391237563
APOA1,-0.039698572310453616,-0.020393609723482368,0.03121338583544,,-0.0011256062526446176,0.08545438123238201
IL15,-0.014432368577948435,-0.010245095061608563,0.06446755790292368,-0.03419550449481102,-0.01493796843659899,-0.04123874632906175
FGF16,,,,,,0.011793978086031871
IL12A,-0.021485219188901644,-0.01609198862391788,0.08492845658451909,-0.06243764642224428,0.05433372087417321,-0.009339843180394903
ANGPTL1,0.020180573148697714,-0.023771698977071057,-0.023693736315356383,,-0.034248141600557815,-0.016021400694418778
FBN1,0.046839503666693656,0.03563110975414571,0.04066070658080021,0.11433123578901914,-0.04616548620629281,0.018161232417900307
CD274,-0.02958652902804906,0.05770822478194434,0.05694240114889034,-0.03316171170143393,0.025145081741431933,0.017269382482625543
NPPB,,,,,-0.01997443783964593,
PMCH,,,,,-0.04246151308302052,-0.006151560107446219
MFAP5,,0.0498960156273667,0.06505266886612415,0.17593897514508292,-0.005532185271832481,-0.02546781271855156
GDF10,-0.017058366929703958,0.008708925316620916,-0.030442776614380385,0.0067746220810572496,-0.02413036425962408,0.087549395305992
COL4A6,,-0.01078325131589193,0.031105509398630958,0.0005711185808270822,-0.005551525609133222,0.016530635131502457
TFPI,-0.00041071137272460164,0.018172512730314106,0.10738180216692499,0.15553101686858053,-0.019692829299233394,-0.015344810647842766
CNTF,,-0.013048781193314466,0.09976023391885602,,,
FGF11,0.05473485401579955,-0.026047619048120835,0.009903933728730278,-0.026984283586027762,0.06736397262596415,0.01572352002926829
JAG2,-0.046234521388522465,-8.189318869518434e-05,0.0042469313388067125,-0.022691797000851544,-0.006079103503410183,0.01179980748427096
NLGN3,-0.0749726598882511,0.023321610764244535,0.04572287487259237,0.04105721812138225,0.1359302793992317,0.059977377166299715
CNTN2,0.01275992966915042,-0.010153909758633723,0.010742970707274696,-0.01415330522224207,0.06416674320522928,-0.024140899323878917
FBLN1,-0.05273981469889612,0.019404838428209625,0.013072523802771026,0.11228740845328207,-0.04011271575322858,0.061008512241150614
NTNG2,-0.03876834521711143,-0.01855375871808088,0.023711078507212255,0.09536053294611571,0.059401484658826206,-0.005209199754953102
CLEC2B,-0.005568892932671693,-0.0062840991718863615,-0.012871053705830875,0.06852204766744702,-0.02958795440836951,-0.010265375488619524
EDA,-0.026897438930539343,-0.01189696735592718,-0.001061894135661045,-0.04723246226232454,0.055674202201129716,0.058035715357680394
C1QB,0.017671144148625525,0.005715622485510552,0.0009949619444272416,-0.023854513474334975,-0.05879120130749343,-0.04600519466515401
PSAP,-0.008397620388860055,-0.04779348589315725,-0.0012096553986639547,-0.09572455690217362,-0.09983434272858722,-0.07955393226486776
APOE,-0.005977837332549517,-0.03564525171056917,0.010734581094054708,0.04738507144742627,-0.0025088657144833083,-0.06800995957013378
TIMP3,-0.0022837471202585063,0.023954534642977286,0.04531592357224023,-0.021124045183910704,-0.06310884487685499,0.003818310561469416
COL8A2,0.022539495497349127,0.05163103576408371,0.14060000101770206,0.024722783181664404,0.026913902638301093,0.08342945304784237
PTMA,0.030697659914967684,-6.251582743048217e-05,-0.009172417168182886,-0.04664360920463267,-0.0873290348106008,-0.0011508411929069574
APOC1,0.02149588138198322,0.007936408585457053,-0.034189129196863816,-0.04399902753827938,-0.0003982365747154814,0.001779440376845734
PF4,,,,,-0.02763038229648757,-0.03819015504403472
WNT16,-0.017028723918640593,-0.024369201138809617,-0.014729907604381838,,0.061476653630163296,-0.002380089329779577
LAMC3,0.01729250393504646,-0.0011902891500455602,0.07702612269357893,0.051431965869099705,-0.05723459136934128,0.007496800303083328
C3,0.008418232838990819,0.05180766649776152,0.025007846960601637,-0.08466464328032205,-0.056056071995858596,0.0022530645732335417
S100B,0.08582962542915229,-0.0034221589820564217,-0.02308464936502932,-0.025515753795018813,0.10546365992347231,0.06130663738099493
F7,-0.01220450824623235,,,,,0.10945285610769942
COL6A2,0.02164996707207205,0.010386403806592875,0.06434907790715994,0.0038387651581821753,-0.10323285559024702,-0.05286979708523883
MICA,0.01811837036184535,-0.007224112131415884,0.0805088897492556,-0.03524087375165866,-0.006308219950425606,0.08682355138535681
NPPA,0.013288290468012078,-0.03364328205170737,0.08380802057031166,-0.0377197894823869,0.03748675108590792,-0.004768547727550661
COLQ,0.03543736823614966,-0.0120853276471034,0.018927794738074637,,0.08799260811149145,0.061771465120352434
SLPI,0.09915886753700213,-0.007886013449046277,0.0890194722671525,,0.005401101478022194,-0.019272278634008173
CD59,-0.013975806002307209,0.000622093973892033,-0.010865669937398998,-0.1416773084935015,-0.03426595580966844,0.017899291312016896
PDGFD,-0.034286706496603085,0.06686719737888246,0.06176763715041776,-0.038775225590686836,0.003525392971871372,0.02394401619144611
FGF12,0.02117951407632368,-0.006971664722895594,-0.022334383054597756,0.06441234433906802,-0.026495238358847255,0.004365390097831898
TAC4,-0.01702872633885361,,,,,
PDGFC,0.04053012016272676,-0.017179194084292214,0.022881280838955426,-0.06412190397866196,0.024382658904851702,0.02777995395017233
CCL28,-0.026245430271309017,-0.013194810178859647,0.029825054942161745,,0.06960798062250363,0.1075875546193226
GNAI2,0.031789355432191066,0.025203233351799973,-0.012708734733371948,0.036060235238751154,0.034351643257108766,0.03051144998525047
IL1B,0.05457115808102834,0.0367980004891713,0.05662708963883228,-0.08774146779134485,-0.0010879198281588166,-0.020797374008113035
TRH,0.05150407820711115,,0.053047984331564144,-0.035973016335160854,-0.02237270989564872,-0.0011197084263549996
LIPC,-0.022380903012016843,,-0.03002180046737357,,-0.034935261259548704,-0.013828892189020437
RSPO4,,-0.011491949272488455,,,0.022015058223377577,0.06098988599096336
CP,0.062093104114051695,-0.023528383161507772,-0.055956674161201814,-0.08422379058576167,0.014187064589086557,-0.05000120431740207
CCL25,,,,,0.19726904758251865,-0.033444936706610744
MADCAM1,-0.021485221590534682,0.018060917583144466,0.0027329464735632684,,0.004496023896018526,-0.05568451615603257
SEMA4D,0.008465341997677898,0.022617470477296533,-0.044176718441257035,-0.010417098870386464,0.009648734702333586,0.09987667220529967
SERPINE1,-0.01617130347906113,-0.025035908832935636,-0.05445701283255419,0.0928934368223061,-0.13962949249125747,0.010263945214565279
TNFSF10,-0.023870602247987902,-0.035396239091934525,-0.0012790890915575866,-0.03984814552603648,0.04413159186843184,0.054342078583752375
FGF14,0.0020696365381495736,0.00874985350073157,-0.016705632160168425,-0.05322756916672308,0.006362708366317512,0.032587546285028315
BST2,0.043912644933511394,-0.004074928443260716,0.009502274373864465,0.062158703159959944,-0.005651315755740868,-0.03027392445304815
PTPN6,0.026390175222497005,0.019930912808831577,0.01497675762626739,0.14856564460939847,-0.051562576556429415,-0.051513484208655196
FGF22,-0.007153012456710721,0.000986892654110411,0.03107355832567477,-0.03654838528780453,0.08346191086389287,0.032622179716427085
TNC,0.09096814677385186,0.021841790399620708,0.044125165871082644,-0.03451661612773835,-0.035767278787347374,0.0598349827231853
CXCL3,,-0.012293956591388157,-0.03476456741814853,0.06634550772823458,-0.04858330185285997,7.455854957410291e-05
CRH,0.08472723339859803,-0.0024678561140606204,-0.022721893676190735,0.03204697648903857,0.019279423923833132,0.0025874814696353427
GREM1,-0.044743387007819095,-0.013048782321089938,-0.09168488524286189,-0.0038423042750937854,-0.01913794485651232,-0.008840982940179942
MST1,0.045253546458060206,-0.02999492179997534,-0.04448571253633677,-0.039314794899195,0.022342213965769797,0.11117092301799325
ITGB3BP,0.007194379115227716,-0.01621107306185524,0.029491921572316074,0.025248280912466697,0.049324304371443375,0.04125486541089005
NCAN,-0.011608796774116912,-0.05520440626133054,0.07360635213671936,-0.053292989720634475,0.12614825879239405,0.054593999851502144
DLL4,0.04109353292694159,-0.016091987049217427,0.07375385464144744,-0.014153335362228556,0.009855782669501937,0.05115128990510578
VTN,0.09393830809583299,0.04922715313977355,,,0.0918093859364041,0.06032828201238099
CD70,,,,,-0.015347236511001965,-0.04024489245078064
GNRH1,-0.012637437541039796,-0.022443599780565798,-0.033475286530799134,,-0.01882190244118735,0.009534881207079068
CKLF,0.06491019836182023,0.016098629443343365,-0.007559232448775738,0.029037020971299583,0.03590027832983591,0.07784868752353258
NTN1,0.03140141632658383,-0.017019566154551684,0.05487590898646381,0.047135297605812136,0.02911714396645457,0.10968859030176989
WNT7A,-0.025405422241534352,-0.0032894121573503344,0.04795954239648901,0.01691908775084307,0.15521034496827116,0.06176512293590945
DSC3,,,,,-0.019691109751482614,
HCRT,-0.0002946666595815895,-0.022173792993562792,-0.05390237614016867,0.08032244385653603,0.09135288231318649,0.07200153353194733
