,UKF248,UKF255,UKF259,UKF260,UKF266,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
QDPR,-0.003110006944835876,0.11733846861398735,-0.014274394885260163,0.03601948464457653,-0.04229685533163679,0.03657372188765925,0.03499336812376737,0.014069948428872119,0.03206442968659884,0.027036757954362688,0.04317984378341988,0.06780504838140498,0.07854525532804892,0.005452879890146343,-0.05739286074488888,0.0036559341424459986,0.038630692062837195,-0.02486825355079007,-0.023074217909929206
POMC,-0.049234525381344534,,0.03267521132136364,0.010947988076499536,-0.015468983761754,-0.013708637187020143,0.030111968918699904,0.08016587669758317,-0.022256556793330433,-0.03137175403059062,-0.04289044036528065,0.07612775829411497,0.03240319189535978,-0.006054407166463254,-0.02834834021287041,,0.029829432455387446,-0.013598530907520404,0.10124982358718415
CCL18,-0.02945756609202655,,,,,,,-0.06323220096343027,0.0574951474013297,,-0.017487688681290494,0.02591855793672481,-0.008011590039673321,,-0.033881383311373886,,,,
CCL17,,,0.02976891202991922,,,0.08041705421351363,-0.015263945425954387,,,-0.01974111436873063,,-0.049625148795627634,-0.07772853335475272,-0.02957173719330919,,,0.09093911956085172,,
VEGFD,0.05399283064784069,,-0.04029977747025155,0.004677591505269777,,0.05460715840399062,-0.011196288563325045,0.04208480948951373,0.035467252184481844,-0.021157163717151987,,,0.02808055063419182,-0.031189055442400655,,,,,
TNFSF13,-0.022229631719741245,,0.07322090913519648,,0.06151954991326395,,,,,,,0.066111812161856,0.06270055867461907,0.035121670214836816,-0.033173093753930794,,-0.0400815831504378,0.02981745992861264,
WNT5A,-0.01743551750384421,-0.0063567878884788495,0.028575235205818065,0.09964894602337976,0.14100500973639873,0.062062528530575686,-0.0006187154781701977,0.022885339680020905,0.04738251554837406,-0.047419046809222376,0.01327964445523357,-0.021477170234328033,0.0030639727118316825,0.07178186183399683,0.024821375659020754,0.019479554629689946,-0.06661211892983648,-0.0721447179108833,-0.007246926496579166
CXCL8,-0.012434457163810891,-0.11837526186076043,-0.043176799946599696,-0.05736202352400889,-0.003599449115893288,-0.023852279380938337,-0.01042647074097984,-0.03174071502428695,0.031805908948066085,0.008003242802550293,-0.03078982924165952,-0.10597607543917115,-0.1256721836316128,0.0056948574210884785,-0.025147637845164442,0.028199371747345776,-0.0007515741053201279,-0.09962788795617854,-0.041192805148479006
GRN,0.0032412163819093387,-0.00046582328189649354,-0.0011402834558369103,-0.013593409258248229,0.04936106126466532,-0.024045293173904143,-0.05609136150823878,-0.0227185822500898,0.00037443465474487175,0.05343980287411897,-0.07584146066333798,0.01381655273313728,-0.017223972591021378,-0.04229311509946358,-0.08265440072949572,0.07380969845517031,-0.11483511584972791,0.05480936159142894,-0.059299578903543974
MIA,0.07696237612341959,0.07550973651873807,-0.014318950532997953,0.007904553411510355,0.030262595199995076,-0.028961855670930462,-0.012733420324366005,,-0.020393455861048647,0.09037381141895603,0.0069403647385835815,0.13937334494960152,0.15686859245807538,0.02899923960211246,-0.06658288196597856,,0.14390637411671017,0.10271377757264537,
COL4A4,-0.015098873160710694,-0.03396909915922229,-0.012916898758341988,0.04159431366408463,0.07872305734662319,-0.015383805579350514,-0.021391133489609207,,,0.04425374741302299,0.04167310947527895,-0.00910372390811229,0.01706031456217424,-0.034556832941261655,0.043113174058525196,,-0.059803011342867744,-0.03850021740762782,
TAC1,-0.013837040028543772,-0.0489715051417141,-0.02285602411098254,0.024674422306695077,-0.08428628978680494,0.05346153907161025,0.024811266666064837,-0.008323776434671151,,0.06739265255004584,,,,,0.0476656131193956,-0.0018735894638368113,-0.019570226899142697,0.054423125357306965,0.13056811751011738
RARRES2,-0.020626390961097172,0.03804996142208666,0.02947127791433868,-0.06694459020108806,0.021281745706055802,-0.009414914942090501,0.03918977511263879,-0.039923333584462935,-0.018081259745316457,0.029404503712649188,0.005576506196590765,-0.031001903191881716,0.008499454559383278,-0.04344331965960951,-0.05570021284410604,0.04754726571863106,-0.0007342516335554244,-0.08619324582753043,-0.05292963498244736
FGF7,,-0.03360176171392913,0.09634356390759866,-0.0040642879480955775,0.07681179701415977,-0.03506935170590726,-0.04440359729457044,-0.0252239704918486,0.015975222434667247,0.0445183315907152,-0.07093162987457823,0.05235489481798903,-0.021656199368159518,0.027417704170364657,0.06140741103544337,-0.02457784184086456,0.06171070885993872,0.09249897590603094,0.05440151956043397
EFNA2,,,,,,,,,,,,,0.02389412301085594,,,,,,
HBEGF,0.008813457030601374,0.02288752546284472,-2.9916714903500794e-05,-0.09287478479219101,0.12211291375718128,-0.005986593940940587,0.051515951813970014,-0.06228736535920958,0.058751893823667946,0.0154904367925424,-0.06951180121334574,-0.04241401330555433,0.04918623539723884,-0.03193103186285001,-0.0071236719616176065,-0.022686766341318013,-0.04344435196942301,-0.009127721978131258,-0.05868653411758695
CSF3,,0.030981809679922218,-0.02283292618820892,-0.08769846304991535,,,,,-0.022591124843243583,,,-0.029057393752273227,-0.08693741219692948,,-0.04955323098825919,-0.036974916362576764,-0.025898671627915638,-0.06006883176249265,
PI3,0.014839166552514618,-0.07614839119004398,-0.04322998656734423,-0.045710967559466846,,,,,,,,-0.1331858481155216,-0.14516873949483905,-0.025126013787090427,-0.0531520929946648,,-0.04066962476376296,-0.09844536668143272,
PCSK1N,-0.020387727623703805,0.07817193836730929,0.030677701450511057,0.021581512739521254,-0.07427310307254018,0.036300950050661404,0.03607537693260131,0.02664127649348838,0.020582623650471712,0.022026961250558297,-0.04779087828572819,0.03580290189543438,0.010776477603660661,0.020778554805119174,0.07828271989663386,0.03357709212370284,0.11639037867458166,0.047418492309450645,0.07982526912541645
NTS,,,,-0.03100891520629498,-0.0036747238983849753,-0.017574209621571496,0.002091426833691879,0.052694845831589295,,,,-0.017647876408572398,0.03365607901105116,,0.02830193710906256,,0.15516418892143924,,
SFRP1,0.04125533795457637,,-0.03156160523756336,-0.010212123856739233,0.10617263139903226,-0.03263162032131398,-0.015263945579674854,-0.042599233792372126,-0.013549434684263935,0.023725886779841616,-0.06149010371286908,0.05123554194044801,0.018126764328108794,0.07924484640028931,0.028265212856122216,-0.07500255652322443,-0.01581799655814448,-0.04639703395904662,-0.003592767267876995
CXCL13,,0.1359441309713007,,-0.0021307483873435644,,,,,0.028321953585230535,,,-0.00413522950246033,-0.05378046862316178,,-0.02571774511195577,,,-0.048723982244774436,
MICA,0.015618566032938788,-0.0836423848021727,-0.03612046357307107,0.014321679342078397,0.028249818010754192,0.004250679918992739,0.03368935346400104,0.03850834152892076,0.04176810851116604,-0.014673514968451557,0.029241057713119873,0.06060385234876772,-0.03222869210390814,-0.008138145875037325,0.041195613720062765,-0.06150839704284355,0.037995271216143746,0.0894447236655349,-0.017002883438369608
TG,-0.014841757424523237,,0.0029841232724924747,0.04032962771886807,-0.04859020541932703,0.02301770900327202,-0.011046451019231279,,0.00464443444734488,-0.02965393931108584,-0.02847404575726525,0.1173948996652771,0.03508354201452504,,0.03998707875838938,,0.028468708893043634,0.07078959700797283,
ADA,-0.039213739364479146,0.050307455852088255,-0.040602123553810696,0.03066691781034788,0.06634278407997005,-0.03577184056897454,-0.01794032481141384,0.018382333839123896,0.07923389076018879,0.061696585444261216,-0.07447141536500858,0.046492096053522676,0.04815192728924399,-0.019769815431770282,-0.0029898354478939894,-0.0061442672512811046,0.031506191768728986,-0.02284127079799177,-0.0688453400914216
LAMC3,-0.005530742494193801,-0.02242395397102444,0.022221344927423555,-0.01551096594662291,0.12174961929709577,-0.017154817035834446,0.03766792367722965,-0.0248718817080298,0.03289702521029861,0.05573249303709032,-0.08877275545265349,0.0067863920992315505,0.06090076229767806,-0.011031508926152792,-0.0040436814571773935,0.08498540858745869,-0.0529688170195449,0.0824902120685344,-0.028502821221784925
CCL7,-0.018737500543881284,,-0.024625305691930003,0.03343598715414052,,,,,,,,-0.014761351076141608,,,,,-0.027139297386342926,-0.05753056249402394,
NGF,0.02270802754943011,,-0.002586007394992489,0.001980438798992072,-0.007250717140207053,,,-0.027202181491908922,0.037523885313624585,,0.08336876289333371,0.05915015190332503,0.09406434932882482,,-0.020057076798948137,,-0.022835238516251778,0.039109474963904066,
TNFSF15,,,-0.004607573751518531,0.012412730746878398,-0.041097879008191646,,,,0.012283954797498237,,-0.026245490333060582,0.017266144943784253,,,0.02566596176369986,,-0.03604156163401215,0.002140808570983995,
HMGB1,-0.01090109791123792,0.025092886195444558,-0.03616681199127583,0.056680766103259485,0.12091656767462364,0.018518422047401076,0.006933040357585538,-0.0668517951410612,0.05817453097320525,0.04061062164396898,0.018395161861914824,-0.04382284826047787,-0.008141974528549804,0.02999890061537764,0.01863694733059164,0.015426251288245605,0.05096378497426669,0.10945936153333835,0.1346301562727334
ITGB3BP,0.042903703018227025,0.05824160297822664,0.011678157894926931,0.04685975913912949,0.20585544512807138,0.03006771261898739,0.0420129057151986,-0.07396522676933917,-0.036129394212321725,0.0172056796597672,-0.0327283639217616,0.06227508291262469,-0.0069122352827059525,0.03860552629084243,0.013300271037021338,-0.03991710471630197,0.052788904439304424,-0.009744699237571427,-0.014363166659443344
AANAT,0.07512201653086714,,-0.024950747061147915,-0.04626518877360248,,-0.013350163090293991,-0.012733421032631354,-0.02557405112376414,,0.025598726885999238,-0.018214160812952268,0.016682621336891985,0.06896520375559866,-0.036579290185343206,,,0.04510217111537166,-0.023245197360223138,
RELN,0.013985608054394399,0.0060728526614497146,0.012690402061166164,-0.0076449941557428435,0.04467580435013451,0.03892625044883762,-0.007846377101354307,0.05315408065175178,,0.03128876257691486,,,,-0.045744657881061024,-0.02614562637360319,0.03156170062110654,,0.01306681467189563,-0.022988377257666188
IL15,-0.009946867515404627,,-0.049113177413622276,-0.031335179792077096,-0.021316649785408356,-0.022817113409066395,-0.02736829479070222,-0.05240694311919161,-0.03382813429545521,0.03108198265369391,-0.03078990971361095,0.025187205900142406,0.02959536620089757,0.02370666251525605,0.07129202903023511,-0.0391065931995654,-0.007579685980102788,0.02495762227312422,
UTS2,,,,,,,,,,,,0.022081106809966323,,,,,,,
BSG,0.02029592844204204,0.06902519954309921,0.02837155880432488,-0.02771265871638824,0.09582544536930922,-0.0069499669761451536,-0.003912006335029807,-0.022821502292421598,0.00044826275263020783,0.048938217089136954,-0.08419283436171521,0.0027467114628945376,-0.0015719925180194493,0.04118668361307455,0.02727549739158979,-0.0123588151356166,0.07348079078068452,0.09460530817232582,-0.030809738196903316
ADAMTS3,0.0025837816145550373,,0.03426974920333387,-0.018931966485036547,0.015463765901004291,-0.005361986455362678,0.03273241416922126,0.012747288303044134,-0.028225605860153016,0.01811231922380224,-0.021809603295076276,0.1025302863750168,0.05241922581930538,0.0768294981167667,0.02552435946527441,-0.04496114289717867,0.09869133431958146,0.037762023842672014,
CD34,-0.01373104776809877,-0.027091374180463687,0.013241942203693883,0.007634903641729237,0.06666169766325727,-0.02146612908913595,-0.011753397738956211,0.10327032467610774,0.035404161912650715,0.05026926758245229,-0.07571129102301759,0.016078826964437472,0.01682060264902704,-0.005129982868226728,0.05361683688421834,0.050388755023391456,-0.016761273178187843,0.004141623236744169,-0.031168559368450453
PLAT,-0.012692584634788694,0.19001461464227062,0.04645970158032297,-0.007854331336113794,0.09207666242420091,-0.038618613874832716,-0.013166997698418427,0.004912885439967074,0.06450584179247164,-0.017387525017335988,-0.05111249588486072,0.10119783958473384,0.08343622553425588,0.03946472916178793,0.058955915542525675,-0.09946327724881855,0.08394246907970401,0.08535754015371405,0.02790357980019751
NTF3,,,,,,,-0.020554779161843638,,-0.030644039341452503,,,0.10192610005906724,0.06509826048915222,,0.050157049681071715,,,,
LTA,,,-0.021742527876959832,,,-0.012857598360536095,,,,0.030789808095677634,,,,,,,-0.02796812562183686,,
CKLF,-0.012915839936078087,0.015783401665134377,0.02882771772796532,0.03801791009192807,0.14928082922249436,-0.03906537016483865,0.020758020305357082,-0.029257953319672226,0.05281604335147363,-0.015354898101668507,0.010551837074475752,0.0856011369889776,0.042585590623901944,-0.030722962079857627,0.010953278326411811,0.014661812095764766,0.10535362094359096,0.04930217572236169,-0.08283908642140154
APELA,,,,,,,,,0.03641049746967542,,,,,,,,,,
CD24,-0.027324135314939192,0.06957667518482355,-0.016482233296239792,0.07215482878636693,0.12547874448773594,-0.023665838172774487,-0.03243827693355518,-0.0031325862263478416,0.016937359283702567,-0.007725747823495116,0.004441623503433667,0.13743197870291887,0.0788223650662411,0.12682337918608994,0.0254884563105036,-0.08955842378498574,-0.004305442276534407,0.010746228301130414,-0.05344454312103726
HSP90AA1,0.016001154376938193,0.01211416352496157,-0.011603584837311895,-0.07488199430382667,-0.16184464097557028,-0.015838435596215856,-0.02385872304161174,0.04678151572311335,-0.016397651462385542,-0.0018618004421536267,0.07636929867661586,-0.17368858700388914,-0.15889965638109146,0.015446681069806446,-0.04918427312678638,0.029077996137943672,-0.062312229500907694,0.052553341043824,-0.011825546779887673
BMP4,0.0293272683194838,-0.04538223485245447,-0.03740280022481135,0.04051727949941595,0.13222470641386877,-0.02839796208040834,0.017677004455380247,0.012282256142685292,0.0008074343345699551,-0.02092743219378226,0.01754825001859479,-0.00674030310258781,-0.0266797576080351,0.0472298432402631,-0.007965921317400648,,0.018331233310706515,0.017103892119212386,
SCGB3A1,0.017898041969607165,-0.025328605067047715,,0.03920024340360475,-0.03455201886789188,,0.04167510694559721,0.046076548633427236,-0.030119287616631345,0.002510927610489957,,0.04813755912326656,0.0724807145294662,,0.04058018262210286,,0.018543379015597983,0.06109275928735477,
IGFBP4,0.00023514116385657543,-0.020338323055898153,0.04081036481516515,-0.0798984151706895,0.09370542509931663,-0.023139141145324105,0.017909811367554852,-0.03723125979254146,0.03711866003092912,0.01290394117704514,-0.07372442483855578,0.027082781424376888,-0.11316427203039037,0.009342802510928302,-0.08031251686147632,0.001746132513035183,-0.06752955877979905,0.02166151320974931,-0.02833625906969894
RSPO4,,,0.010892682499424919,0.013408918511546684,,-0.014954169643967933,-0.010740763611581628,,,-0.013517306487449357,,,,,-0.04678435254892309,,0.0777593248260155,-0.024121898991133824,
LEFTY2,-0.002053723206195809,-0.036117936445587605,-0.018717117978307236,0.02017333759966058,0.10081867816368874,-0.003796463158290394,-0.011777378662524476,-0.027202181491908922,-0.016266638406300667,0.025967729443677753,-0.023276153871867173,0.10301737433820611,-0.008295487657763802,0.031700133344414745,0.037825711241803714,-0.0605509094947681,0.035420455995005304,0.06810146136327391,
PF4,-0.019437147061790883,,-0.021485094068758558,,,,,,,,,,-0.04690634728318969,,,,-0.003877018848600897,0.03593493545500831,
ANGPTL2,-0.030018903584368938,0.16468380739573005,-0.017982301890829548,0.03126074821457305,0.18991319195685147,0.006588712288686661,0.014102826243521568,-0.02381805730704255,-0.012529473344651943,0.0704047772699627,-0.008744161932209709,0.16894347987701683,0.07299837927203565,0.02459907015965166,0.028030291461640013,0.05260979373167774,0.029869113895763695,0.08681401808563792,0.013986910407305599
LRIG2,-0.03554343835847185,0.08543822659206672,-0.06331371152855628,0.03305712388452068,0.09974392543706556,0.01089426680459666,-0.01122607415107462,0.05115191759281935,0.0021395745582565183,0.0626311418610128,-0.07101256377465694,0.05137557587939517,0.050217771377909115,0.002806381302674164,-0.052764172755072926,0.049433426406215175,0.06750574997056474,0.022629121189915596,-0.0064941948747570845
ICOSLG,0.05604499820039133,0.03385839706255368,-0.02372041592222971,-0.002906116352397031,0.08348679723272057,0.012733873391237842,-0.020383963584155947,0.010157827693902796,0.10421716010545976,0.003258674129930502,-0.03882231731383961,0.08970690668331933,0.05893371047959547,0.023136251542941428,0.04621287707845321,-0.05985616824818686,-0.018019948952659216,0.08862798948349733,-0.012495042164956697
WIF1,0.006328426451284071,-0.062397133183468075,,0.0994554765983781,-0.10268036124170175,-0.011539778514534723,-0.02021189329277352,0.019149815611357854,,0.016328298300286526,,,,,-0.06060316422186856,-0.039794347104393724,,0.043609639702305816,0.07961861132431396
NPPC,-0.0207038869807843,0.039650712085964046,0.004402747999811485,-0.018247433451891264,-0.019346189846170078,0.00237828908924518,-0.014927032927125322,0.03065375176861778,,0.041056921372101186,-0.02180956140842716,-0.006864194761529979,0.03517919517325766,-0.0038681779798379287,-0.008052235687106824,0.11132415637264284,,0.005072868530017105,0.10308514638945362
LYZ,0.009255522903474275,-0.03612007428168809,-0.022627824869467763,-0.030845606932564218,0.07246114461177522,0.04164225363019999,0.032563254680502564,0.004843009781947166,0.050082248338455655,0.01084497441488004,-0.03214900623624148,0.005769617832645044,0.06795826459424063,0.017972310639038376,-0.006788774725730141,-0.05218498343479159,-0.10745371259496686,-0.026128676102497816,-0.05497399293103517
EREG,,-0.00046054593583693266,,-0.03915723779890007,,,,0.08845697342404346,-0.01902129472473246,,,-0.020028093573455866,-0.07254430760671526,,-0.04819526942494552,,0.04929654443777241,-0.041711243356651585,
SPTAN1,-0.024151844255609574,0.10203693230380186,0.01745098680661418,0.033366284106110936,-0.03705285158484874,0.0195843401414042,-0.033694563534109934,0.009029324187482892,0.03782984260138022,-0.023798361928264504,-0.008177130353374959,0.09548892646461847,0.008480754122202063,-0.040266764653205944,0.07379374282274832,0.006132310807545182,0.07806206884696781,0.06317793445134673,0.01768643074236735
PTH2,,,,,,,,,,,,,,,0.04725797418011432,,,,
LIPC,0.0335417853897361,,0.0072677817152623,0.011855199647269983,-0.005453433800371676,-0.00664986507193805,,-0.03830429422358376,0.0398682778866635,0.03272938845500586,-0.044811550722649786,,,-0.030991598847402997,,,-0.013105239545776238,0.035074629888399544,
COL8A1,-0.004581862254562799,-0.010202528677518852,-0.0055665765757946075,-0.004159741640911665,0.06914541299907673,0.008292140019972302,-0.005398818351027975,-0.016325975243541232,0.0030280965076777398,0.020164243629731474,-0.049681140197847,0.07320098004236114,0.07309522724843058,0.055570637835241875,-0.053863169086180815,0.023141665353878037,-0.05087949852025992,0.029447298711770285,
GSTM2,-0.002546669422434124,0.04218850837146523,0.04840132472073313,0.03889270746444572,-0.03387741496652507,0.014703620663427253,-0.013078079218667788,-0.04450745772416402,0.01004509239423708,0.05909087857831066,0.004483872600143344,0.021537385820227704,0.04881905439415781,0.0009224074587729239,0.016243473943259246,-0.040658457991498885,-0.041271302416721466,0.010600821415935324,
SPX,0.015528700202194946,,-0.0092595730864494,-0.026943542537234504,-0.03592828258328285,0.024808796911031026,0.007819222468992703,0.029730777744875807,,-0.011386665530241258,-0.03674156836876281,0.11655552298497433,0.035604138551446264,-0.0601206478430345,0.004506479318160636,-0.014009549426641708,0.13559428927572117,-0.013771005075483027,0.10796969969210567
MFGE8,0.026585844464548248,-0.012783682163438177,-0.0142966071200736,-0.0435595958687338,0.07883191578338261,0.031073706833880874,0.02087873521215203,0.06235787678858256,0.01773029954664281,0.06657898342923754,-0.05321210475227178,-0.03696359349819494,0.0014325894654798298,0.021414312484966443,-0.04171777110441865,0.1464048484841872,-0.0013905547215623875,0.07134774691611828,-0.06127462854911955
TGFA,-0.009746394633042235,-0.025603312655942314,0.0373747388004839,0.053742990170838924,0.14016637546496163,-0.04426457769276995,0.018069239214723965,-0.038930005353695694,0.06443340103190727,-0.011388593363018439,-0.001275530662422391,0.09095428166815334,0.07352719871041256,-0.08398226216503447,0.02463473973404337,0.02654305494508711,0.11302965575432886,0.09496621730725614,-0.009422946224939992
SLIT2,0.0003956349772091464,-0.008054804983185244,0.027241119137088942,-0.023328084656936927,0.02515088220084773,0.10406891890935845,-0.012084698329059809,0.05007703108899574,0.08150203563965094,-0.03665779603503387,-0.024664685173586054,0.0501963502577821,0.02665815542406948,0.04854593957799881,0.07233574058133081,-0.02598974409367692,-0.04987302594685868,-0.03333654550074282,-0.03875769245350919
PLTP,-0.030417200336805592,-0.08357989493521317,0.10598135580768937,-0.02719752618063446,0.05888085053439245,0.028243238694244388,0.055718038364125595,-0.0444051919214891,0.034591716851591646,0.027008943022688,0.04837392452869233,-0.03372629014738534,-0.060196587945224256,0.016743611661770855,-0.13339926990607656,0.03154203715304823,-0.033016033515962336,0.04520731348023664,0.06266514782485055
APOD,-0.016216317080418347,0.016084827466294967,0.040949021048646526,0.09584128086482266,-0.11228467407751859,0.03870410501255711,-0.0114109160364455,0.04880571406457728,-0.005517674323194917,0.013436494212792884,-0.06086014120696231,0.14735078568493654,0.10754589628747174,-0.0019196816813419931,0.01515319137606646,0.08165605728875153,-0.14283149439519569,-0.09693970394567807,0.011241882209613675
B2M,-0.014085021808395243,-0.03099036878266756,0.028790651734921523,-0.049499246776527825,0.04591306751701703,-0.023118085919710207,0.008022050612227634,-0.05025839460614351,0.04445025562851304,-0.00947765372752006,-0.0781555725064115,0.020412035183923673,0.022102503521650038,0.061181201693789655,-0.10772307424181998,-0.009325084931310542,-0.08883224309839341,0.008051062913722429,0.05938601491803672
OMG,-0.021604737375897402,0.04986506454504623,0.0048893503594293845,0.12493358941088668,-0.047571299259259875,-0.024222467551390115,-0.02185316120844581,0.07014853258807555,-0.012046290459596617,-0.010318538498401301,0.023878250822107743,0.1295319299774768,0.1269582795380816,-0.06965602384776712,-0.007881109541927707,-0.009303180225726427,0.14694669810413905,0.050667613159304487,0.10573067386527397
CXCL3,0.03790261641544266,0.00281690307529542,-0.009284514131441894,-0.09378581159370315,,0.008934213057192957,-0.011490346717354837,-0.025670931174803315,0.01784494525105297,-0.01768745776260847,,-0.07653245548303876,-0.026282291999374312,0.051053900496256806,-0.027991876411697644,-0.017941531581214795,0.0401850380934191,-0.06264804969991565,
CXCL10,-0.009567726532893103,,-0.0016325990458687456,-0.06262381729862472,0.06160237965815486,0.019798537931516976,-0.0010647956689992177,0.010037896906916602,0.007541767379946057,-0.028107510881324124,0.0473634953727733,-0.03931768849450147,0.061208123174392406,0.03955823431230561,-0.02742998306687563,,0.08297041802386793,-0.0020517211195427588,
RSPO3,-0.025452511155810244,-0.015314497842467918,0.021358722628143745,-0.006320041859718627,-0.03961360352386751,0.02761813617930353,-0.017846844790800082,-0.04109860869807118,,-0.018483052469570188,,0.034767694391090745,0.06185029969092375,,-0.009231197855329802,-0.03719733504545158,0.03208418452845988,0.08642920388808574,0.1186699730369298
CORT,0.0064068957686719144,-0.054098411115763724,-0.029271386120067074,0.09749928467230295,-0.0006427869879516544,0.05269187964105498,0.0011795746802744785,0.054489650564541074,,0.0008847339166533372,,0.08926564223583333,0.0015681634242611917,,0.021179522577006372,0.08398352217193389,,,-0.04008707173653295
NCAN,-0.015510468513121496,-0.020224642732661207,0.034759307606318984,0.05580707439274378,0.10894355342305884,0.01589666452942787,-0.013588304757813648,0.01109960887640768,,-0.026598847720520888,-0.05895175653487791,0.14359048752545966,0.10091916440502863,0.02667441169333488,0.05519279431335295,0.05968942369500162,0.17387891134910904,0.11662167067356406,0.0039058717326107754
PRG4,-0.02817896308233147,0.06626752214071902,0.07229573811715966,0.050732195386917235,,-0.019110835147040747,,,,0.041333238095591154,,0.06274887226468104,-0.02387275365230609,,-0.02618429436220098,,-0.00416362235518679,0.03937689713390763,
ZG16B,-0.00026392211688168606,,0.06678595629270626,,,-0.010216529090708857,,,-0.021458650339569212,,-0.020248048880723474,,,,,,0.04041047635577224,-0.03090774334790887,
TGM2,0.016670724860334808,-0.07688964892573448,-0.013351495109303948,-0.08034651142564363,0.022939870669540133,-0.0050635735762498595,-0.006375684112857763,0.05924787784661141,0.07516671534481816,0.006541807694285571,-0.08007094935748589,-0.07521773384862177,-0.03465781063113772,0.020935256232331112,-0.01584751422980011,0.03905963451665931,-0.04076207727847503,-0.030180749805433386,0.022368538523418066
VEGFC,-0.026457399278592957,0.020756295489938743,0.04008835627919925,-0.00020114703659894278,0.015536635171520735,0.0714023573753957,-0.04291387085325017,-0.031620775772575625,0.04917790449746889,-0.022053604805453906,-0.02624549267354537,-0.06355526038864585,-0.04723740325163192,0.026546616643421582,-0.011728015301121563,,0.035620498294185274,0.033580807484375086,
WNT6,-0.030232542897692106,0.01261203334609483,0.0011347335613823286,-0.048826412302957575,0.031829759323768324,-0.02273652109198976,,,0.08700918227492001,0.07044338098717234,-0.019255896862763723,0.02706640804200878,0.06736167079292388,,-0.012891953373320034,,-0.031635159445969924,-0.031936971870521476,
