,UKF248,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916inf
RARRES2,-0.04088707086910861,0.03964969577946228,0.05026641532542944,0.030244610960620495,0.1293831723349142,0.05360341804621045,0.03303756202458231,0.042577467815244026,0.015436182993960922,-0.07038848374217598,0.07666491166237566,0.15795997673812923,0.18157112337228262,0.03261904638202448,0.1201113370241262,0.026075757895614827,0.1330268767187113
FGF7,,0.03967019530514982,0.017372871203429188,-0.02802141818014538,0.013287642349857721,-0.037438113469784234,0.04682506981630451,0.03955943709471272,0.028699559475874607,0.023884221502522274,0.053311834467804166,-0.03195194880004891,0.07819538700044544,0.020526269487896244,-0.010624155756770143,0.04440872781159656,0.052706472654124245
EFNA2,,,,,,,,,,,,,-0.019665370875598557,,,,
HBEGF,0.038752899045609336,0.017234151507449714,0.004115369198399088,0.10881272920733767,0.004379858519884643,-0.01244325911901589,0.01858902953550835,0.14031699085800342,0.040070889250636156,-0.044496423072431415,-0.0485641015996907,0.014941337129181862,0.043913739810244476,-0.04994940828058548,0.1270953080418346,0.05091045509266154,-0.059260456506735525
CSF3,,0.09690353641850616,0.053691192252218425,0.03418587863399378,0.04718608208969213,,,,,,,0.08815149520941554,0.09028016032810979,,0.09135279842332318,-0.01320461999655381,
PI3,-0.020446227207436076,0.05303325239512202,0.012096044341256728,0.057550409686530676,-0.025167595766816764,,,,,,,0.06510491536315173,0.09578133228267505,0.04668336859491533,0.23205958529899431,-0.028689252447574316,
PCSK1N,-0.016941445684027074,-0.0425246639796545,-0.06100854456424373,-0.09321725588613071,-0.036551247770197234,0.009255972238888842,-0.07005606125128735,-0.19017046969007417,-0.021778750070516696,0.005869166493607117,0.0874779101695299,0.017024309909340656,-0.0711528010445774,-0.08992183754681327,-0.08670083225658554,-0.06827627626757257,-0.05983602693012621
NTS,,,,0.10184092040685147,-0.027472149243995114,-0.022174849030122245,0.01107445559370309,-0.012025237757676815,,,,-0.07176266986104492,-0.04210082782456434,,-0.048006337054853285,-0.019554241616837026,
SFRP1,0.05769793712938104,,-0.04082172258117256,-0.002652848901076044,-0.01591565052368476,-0.025846367807092242,-0.011414231355692002,0.02971719986293483,-0.003636245385609088,-0.04403092108583734,0.033744553296554416,0.014260173593959967,0.027649490746346858,-0.019786447455824623,-0.12379813628695026,-0.019099850581196336,-0.06291441050914683
CXCL13,,-0.020941151991030946,,0.04135048813976369,,,,,,,,0.1485172652399419,0.17970274277533047,,0.25044184100978517,,
MICA,0.060239888201570696,-0.011982398907885957,0.060158545038653005,0.023537506411789342,0.1314882016924609,0.0382736572097623,-0.0011423196573272178,-0.018065626142042438,0.05560723673702893,-0.10234974726168186,0.006621037429341832,0.05529540520578468,0.07801991254638424,0.012123509917339658,-0.03670561543398469,0.029655783322564813,-0.06082134164160546
TG,0.058601817496664335,,0.029616506558172127,-0.023765611577791567,0.0027254889348098297,-0.018731132030696415,0.03672628700795814,,-0.023515171106134845,0.006401580796579106,-0.033740989844266406,-0.02959396904253646,0.06574026258937565,,-0.024941932105937273,-0.02575152767391842,
ADA,0.06811718974509734,0.0017655535253799472,-0.002032879333385916,0.011306684507232288,0.009182184553552235,-0.020989220114429663,-0.014857046119219541,0.11366145454822599,0.06371603219737203,-0.039887679971941675,-0.021208363282300004,0.015456290114488784,-0.0006829718072361629,0.008936217908360366,-0.05853810151553102,0.025916848583495588,-0.05548317648879661
LAMC3,0.03838369052239132,-0.05383380780857676,-0.05174104194870353,0.04443198255717167,0.06553032031109846,-0.01217563651670975,0.01087065724091098,0.031449137650916136,-0.05676073334722332,0.02364905097508852,-0.0907700364820937,0.020532561452333828,0.022511826717465117,0.007335700837249998,0.0828427481808787,0.07872256911582148,-0.031322720570044066
CCL7,-0.012362173521473075,,-0.01162328192865212,0.07775427997238385,,,,,,,,-0.0461039434313399,,,,-0.013837161770638894,
NGF,-0.02122523804212833,,0.031196541219752166,0.02036695781600806,,,,-0.039517601547301905,,,-6.58307943238355e-05,0.07313848539150229,-0.0415320232032131,,0.22334951382334098,0.12914213860992324,
TNFSF15,,,0.04967285953432395,-0.021528684942836007,,,,,,-0.059274066842343105,0.08188726580086152,0.023348133936385514,,,0.01705030313266888,-0.013900012664357498,
HMGB1,-0.038902258668001136,-0.011105477836207396,-0.012578346102921769,-0.04789740224959734,0.12153594231707977,0.028665354989470777,-0.005671360798218074,0.122070128411751,-0.006054539808540691,0.13894003918218983,-0.11293090458608177,-0.03871063767693936,-0.06960711294714281,0.05984314734850867,0.015358983889109975,-0.004277118446313265,0.08624443264213101
ITGB3BP,-0.029239032463522625,-0.005920199708945608,0.11248927784268918,-0.02749834394373714,0.11876174420835073,-0.03540524928444274,0.02939855781482437,0.045744738052566035,-0.012814402176053254,-0.019129538102446903,-0.006465427274800264,0.022915680047516908,0.0688820178470149,-0.002577746690620563,0.04210147816248751,0.05682071301350484,0.07393162715371575
AANAT,-0.01793563300626765,,0.05356451039865545,-0.04122225932370136,-0.020161266754198787,-0.016845016500281598,0.01785177184090745,0.022859816893184753,-0.02099892794808519,,0.0008888813288366203,-0.04044616730512857,0.009721139121694922,0.029837902769469155,,-0.014640294193121838,
RELN,0.06672260030147059,-0.032478090766001284,0.024555599619340236,-0.02970948367564315,-0.046518475214214726,0.062302962460076106,-0.018087173523526377,0.010407763118285233,0.005949133120122132,,,,,-0.031029627577132887,0.006670652399348053,,0.06683814753972145
IL15,0.04890669910551922,,-0.017347090909902014,0.051892912742103586,0.05202246239191811,0.004471267352546802,0.050285575969871654,-0.05356843971235127,-0.01947553511718738,0.02001004270538478,-0.06331340096317738,-0.00799775140145463,0.07434257827046233,0.01627937283780998,0.018293939012824296,0.0607051851854429,
UTS2,,,,,0.0053271303508374964,,,,,-0.028927030512800597,,-0.034442871617758046,,,,,
BSG,0.003326072750973248,-0.011058425650253272,-0.033612020155041555,0.01357361306286657,-0.05019659861168645,-0.03812876264391757,0.04837192983546975,-0.18183389515294465,0.0021089651372045003,-0.06297457014297216,0.10399564173577412,0.1770244371476692,0.13727580638302347,0.027875014224730463,0.1331904774854176,-0.01982760420269799,-0.08887875850776876
ADAMTS3,0.017097082543871232,,0.09092149283964858,-0.05217435552653082,0.05159287177863507,-0.029780743354297406,0.043095677509095424,-0.04138558344239749,0.0334577672717603,0.0018360457269997205,0.034505858245469624,-0.06287557039658143,-0.014121303007323492,0.02779425283538715,-0.07041808629707008,-0.007181421286696381,
CD34,0.05691678891076142,0.018762471514643622,-0.0035391524884767814,-0.015993135803349212,0.08392603282076454,0.010854594536316226,-0.029605489425105002,0.012209903038496362,0.0837912569509365,0.03476033038624555,-0.028128134384137388,-0.01296915652570913,0.086286840288954,0.03787017301777406,0.07257973479441494,-0.0074820934812684075,0.011337796939226381
CCL23,,,,,0.00999691547170488,,,,,0.0649326545096956,,,,,,,
PLAT,-0.0008238365512980498,-0.04235043482501053,-0.009875955946316045,0.030838877441361736,0.0523518086267264,-0.03407929101494787,0.06573838074320644,-0.05697317111921738,0.04651459147303274,-0.054021396800277434,-0.050280316300891754,0.024223461436218948,-0.07118825712373297,-0.03785938707213499,-0.055725291951101166,0.0279261116060012,0.09719435043747726
NTF3,,,,,,,0.01777906496640531,,,,,-0.023710686341504042,-0.04693203483669311,,-0.06509764823026029,,
LTA,,,0.01911577797624826,,,-0.0162235064150407,,,-0.019475537521256525,,,,,,,-0.019703629638654623,
CKLF,0.02708224341889681,-0.010227790989443888,0.0219296172256245,0.01691687249047893,0.13381564455880807,0.02972962907790068,0.05801093363787913,0.07219320728151574,0.02796166572548651,-0.05152344521650083,0.0647393898930596,-0.0014538092061228583,-0.01714324387058451,-0.03286369217467257,-0.00915532595821793,-0.0008230124855323396,-0.007931491184613487
CD24,0.01778626936569527,-0.0016245190354949263,0.015982618651872414,-0.0028190648357158147,0.059815069848854305,0.049079404834946334,0.1471905427068492,0.10379498878042076,0.03859465590334099,-0.00789520691270292,0.0007103020558338729,-0.11828885875859128,-0.10684132824807438,-0.01192446244191866,-0.193804771128659,-0.04459290959235379,0.04034219074146938
HSP90AA1,-0.03989699292444998,0.02013794362165316,0.010739238189596146,-0.04156219248276279,-0.13780081501102434,0.06364620602999542,0.0486212497612761,-0.19224988394659265,0.0023693458169921,0.20392272866573843,-0.11500108739169589,-0.03583961394159834,0.013539426118516048,-0.03322472349918271,-0.0032416429400210006,-0.021291306208525214,-0.16221216328715357
BMP4,0.011930161756454383,0.05006758129981113,0.04587730406908832,-0.02690223188902969,0.021263851466837326,-0.005456360433211441,0.05324338200838554,-0.039726031722013014,-0.016595169487814167,-0.09767851216999504,-0.0318745310479878,0.0033623393984806944,0.05170002540485551,0.054408256472349335,-0.0033495973746623213,0.03079359179122946,
SCGB3A1,0.09787916052148224,-0.030826960148151037,,0.00802023396422661,,,0.015155545189399478,0.0574961301584902,-0.013589772529120654,-0.012790725566769702,,-0.012403686487480926,0.050801844608265,,0.020896445226166904,-0.029012828763339903,
IGFBP4,0.11184207704725617,0.04403734490565485,-0.11355474523437599,0.014253157390887563,0.034437633661680775,0.006707962113504618,0.024875039162929304,0.09417552965615701,-0.0015329569583405968,0.06685060521611821,-0.008417062914692712,0.06081299216654814,0.07927760685428557,0.060660100402164845,0.3213230387515252,0.11478821908118089,0.0330380058382219
RSPO4,,,-0.03686269056567703,0.044292552148586524,,0.03977827052127182,0.0142153791578843,,0.025152204733268867,,,,,,-0.0130248159662481,-0.02598702497773306,
LEFTY2,-0.0048359952806978765,0.05447574509059593,-0.005424439917797788,0.04334547712423913,0.03881188083541189,0.02648807204090565,0.02028546531366395,0.0134310232467773,-0.024042333574309627,0.14619013716612195,0.011355901165760395,-0.03913702711390434,0.11667927771296581,0.005180270326629543,-0.02076290810481783,-0.015668415250189072,
PF4,-0.01282376932705224,,0.04852394869483373,,,,,,,,,,-0.038585630450826455,,,-0.019703625079088575,
ANGPTL2,0.047709304617388176,-0.09563618376230705,0.0308234067935968,0.007852124282510519,0.08600470527012584,0.02724910155142347,0.036671285054005597,0.16479605683970636,-0.03168159847208489,0.019123189189058785,0.037555215070931416,0.02718184127902046,-0.07329358296319252,0.03931941787747379,-0.19174134293232145,-0.03062409955918378,0.04049923073121586
LRIG2,-0.02529810204096764,0.004565904148727045,0.016133916089690704,-0.022473204008736834,0.054152573861670494,0.028156584025319013,0.010334459927196131,-0.07512536444518438,0.0713430372185936,0.10863483366681562,0.06832174188552376,0.027850014083453004,0.015093438050879726,-0.04629707746624221,0.012990711128284234,-0.0015463342540605368,0.040858382415128965
ICOSLG,-0.02357620988931667,0.016058990881703983,-0.028020641699517176,-0.010634834187174608,0.05112910955834648,-0.018689706752080003,0.012847336002776015,0.08371128605160243,0.008413023537460767,0.04793784818612304,-0.027670671850694783,-0.017020875691106444,0.07428240267018248,0.021268991809941934,-0.02351360200042268,0.004754727707843362,-0.02942868813520505
WIF1,-0.023074291435570743,0.05335461952517647,,0.003840921032736404,-0.08470686530675894,-0.014560702979595719,-0.05623797332659252,-0.043495872862224755,-0.05286119286164858,,,,,,-0.03088569582507752,,-0.0791059496518549
NPPC,-0.018710701711441634,0.003329800357704987,0.09717717298762803,-0.013195737424246087,0.036702776055180644,0.038486628446458344,0.03771967721409391,-0.010127863719621906,0.06644970151373973,0.015851598310114786,-0.04484707877114615,0.03474691671233991,0.010896102521950507,0.09624933922126691,0.16658106094641048,,-0.0325781632266379
LYZ,0.025298778441282192,0.05560951886136988,-0.04053508446769442,0.11283813693249803,0.15898747822145934,0.0016458048798822403,0.010154445869381986,0.170713877959416,0.014657257535690383,-0.017920094811586337,-0.07640229074580672,0.0005996107006404222,0.06459190634510095,0.0490245200763019,0.06080981423204847,0.03342125390761531,-0.04427690403197306
EREG,,0.09795664621718571,,0.17933775635451782,,,,-0.04065206343300194,,,,0.12698941317364468,0.20095918256905934,,0.11177350347301336,-0.029757037946872327,
SPTAN1,0.03373405717801033,-0.04474543270856992,-0.0254904118236563,-0.016931751113668025,-0.013033487093072782,0.03188424382605832,0.01845069254205113,-0.20119795424845272,-0.04279181308333447,0.06685355579223115,0.1187799556908543,0.03762623102687363,-0.10949991457243374,0.04681091797445774,-0.13283538640863024,-0.039640436089110616,0.009487080875722316
PTH2,,,,,,,,,,,,,,,0.023419195529578038,,
LIPC,-0.015699664317291428,,-0.013854025615018513,0.015432808008493448,-0.05273151078016313,-0.027259160353946224,,0.03809695777691636,0.03960172665318145,-0.02181784458324617,-0.031527582419001596,,,-0.011336721011649798,,0.00958389623072351,
COL8A1,0.1523941492354575,0.03973665683711487,-0.03506277583492339,0.024986312604828365,0.04426681607724875,-0.03519548858797758,0.027062625783725685,0.2178690639740908,-0.013714338695957869,0.06382480216197013,0.030326702745150882,0.08544798748810847,0.15302582458711514,0.033531513921167384,0.24362762276652145,0.02519600097220944,
GSTM2,0.01434957572122132,-0.0021244796864138796,0.0380297441260936,-0.060412897872975296,-0.009278674064575854,-0.032514491489776996,-0.02944314566442012,-0.06465760772716145,0.0012431198961060617,-0.033381436183502325,0.02548531212321569,0.02137578223844033,-0.04770036529657351,0.04264225742416295,-0.017298392961164106,0.004886828135504338,
SPX,-0.025391726662201138,,0.04886667312304081,-0.006471114692265842,-0.07070740795506085,-0.01757373069025316,0.04420858650887075,-0.07627161843130045,-0.053031064067194614,0.18074497880478518,-0.020094982669913282,0.02686296394941584,-0.005120108753598825,-0.01319392558367007,-0.13689575627218215,-0.05096294367993775,0.0930886274829085
MFGE8,0.0652133658429398,0.015732397116294677,-0.06383289168233963,0.012646361277626507,0.06184967565891426,0.029921455734745,0.045836581746705615,-0.0435899817852315,-0.003897180527710714,-0.05147679329637292,0.04916114449250015,0.07072522740262861,0.08608916746910296,0.01100832196843415,0.023589278792187918,-0.017202194203011067,-0.05011689099804215
TGFA,-0.003426308517561789,0.05299012096977996,0.03155529902159788,-0.005775687570370934,0.08530991189214951,-0.05173753490289987,-0.005181347991195883,0.10450701661566768,0.04616372353970448,-0.006740671894287025,0.013857056419549218,0.01220348903103347,0.023082639497258764,-0.07594611227665228,0.12022840156105871,0.026862757335268713,-0.07699275590615513
SLIT2,0.05474839795836986,-0.022912760339465814,-0.026586414834511237,0.015153673704615444,-0.06699280100024949,0.034065019653725874,0.03414581822518085,-0.12517835377423958,-0.027259334446356323,0.027835414913935267,-0.021471523882747007,0.036976067198119904,0.05984306275464864,-0.014683738191486294,0.04197090827766762,-0.00306848327293256,-0.007696995583206535
PLTP,0.014088568185768802,-0.07285503741572301,-0.07028503617693574,0.0984019538660649,0.12443124743901895,0.08336681760429557,0.0970738906364533,0.17114325018198392,-0.006527329573811637,0.09949528194903277,0.09546524107505404,0.08109542284573139,0.09430808298548345,0.06996812549901067,0.4182881130352151,0.07121631983446806,0.056729040270488425
APOD,0.07828961975011037,-0.09352325438657196,-0.025468761278100382,-0.06824629449085004,0.10614564171584358,0.0011709897308485085,-0.030323151231863393,0.18137032262084546,-0.0724642418959339,0.12183434437401985,-0.02840589928034977,0.01161395523427416,-0.09620440970464923,-0.006847972121952912,-0.0671680849734589,0.012421439066785897,0.070590882586073
B2M,0.05038449075070752,0.0185139256097589,0.07495008272148129,0.09830315021542724,0.09537265733120392,0.09772485936836073,0.06642282046389161,0.21365212896014718,0.05081011102428181,0.0024894724311423175,-0.0866596680658693,0.15463272289308905,0.05810948633887238,0.06820008214567448,0.2882561324264941,0.05968862033836087,0.04386957095902395
OMG,0.006868577161262285,-0.08284418272845648,0.005117891238434315,-0.050354659189298254,0.017026082686164772,0.05037681364547559,-0.010923131462108101,-0.0514347152923059,-0.010792438829269061,-0.004791995845598044,0.040290793464344145,-0.03114356969412568,-0.0807028390945396,-0.0348988252346018,-0.032662142053369966,-0.037882115947905644,0.0912858313804572
CXCL3,0.050989472758335215,0.0859354215744468,0.04759636828681343,0.06990636595048282,-0.026470779487646017,-0.00949104125687144,-0.017580597657222502,-0.019135843034727252,-0.014025913770073109,-0.05092965308491121,,0.07499377481396338,0.15921606856956774,-0.00833791889941618,0.1565848103029757,0.03574638885816916,
CXCL10,-0.05621662986614229,,0.03995252733021764,0.02089171911481234,0.07801255627084452,0.06811869487790066,0.01614689152789744,0.03350429651282091,0.03730234103558266,-0.09322557285446356,-0.009005879394930348,0.012024006337223307,0.040214111773993096,0.014281577370695683,-0.06986071188718188,-0.013220485910649074,
RSPO3,-0.016792440311261453,-0.028839862577328918,-0.019539110453330098,0.005843939286243854,-0.03310586904898279,0.11328744066198368,0.004720843081691462,-0.08730849220699426,0.03177555967678563,,,-0.014643802270819994,-0.025568881120942733,,0.08686527575111894,-0.014042013472239347,-0.03922922995490153
CORT,0.0062441789760279065,-0.03827442683400737,0.04696177528352409,-0.055395282500236814,-0.05729712356468639,0.032569818273437634,-0.0006073460732774349,-0.0320964497831485,-0.02969912885112964,,,-0.024841983240725247,-0.04037790110952571,,-0.02033817521341447,,0.04968770067378858
NCAN,-0.042966350290123974,-0.0707008321162686,-0.18890549504630177,-0.11628451694725368,0.06421504122384562,-0.029879189048054988,-0.010029251684945773,-0.10912095573937491,0.041929986216334064,0.043453863167780625,0.1414763691087246,-0.07507891376522546,-0.14987712710593976,0.0012942036775787705,-0.4175362389307204,-0.019631062420061268,0.04321139537493841
PRG4,-0.018591232617347134,-0.0322466920068501,0.014307155823512604,0.0072824045125188894,0.026006503361865257,-0.024113737877862418,,,-0.017136233243492317,,,0.003693666012602354,0.012717005563717434,,0.02534637361751681,0.15028597635495033,
ZG16B,-0.01714260181789094,,0.0006520712520466782,,-0.030963240492152218,-0.012891048592036923,,,,,-0.04163613500108943,,,,,-0.017508879600060884,
TGM2,0.11880560833943903,0.12674698122104533,-0.03536941975182462,0.0592362341272966,0.057087028735987255,-0.020759565513123884,-0.019178714247147614,-0.02633644732026927,0.05466633396513075,-0.042756990190252385,-0.09324074401034546,0.12718631505290567,0.12303768807453845,-0.012023659852454096,0.07116646077013436,0.03208119057307849,0.05745671744598277
VEGFC,0.09868936636197591,-0.0013683556932399742,0.030395333486363318,0.03696967099192614,0.01571618676812331,0.007786437368421424,0.03139881100118029,-0.045936654674879604,0.03961454178029652,-0.020171733578714685,-0.05396870002453262,0.1019510870348995,0.10321828611157699,0.07626407304452382,0.016872601663890735,-0.0071909028843545565,
WNT6,-0.0024846668834621615,0.04746906054924482,0.054308879520907294,-0.04034078129686,0.00048457779071182336,-0.028688568848422507,,,-0.015262825778019823,,0.029604092513589354,-0.0011193314853794264,-0.03542631713272351,,0.0015417654741128745,-0.02114557059937793,
NRG4,-0.011385995818720787,-0.02161702730104312,-0.003684421941814257,-0.02817855864721894,-0.03572111156225141,-0.02476579159191621,-0.02125059563197289,-0.051176151487609844,-0.0038982625485285373,,,,,-0.003783978787337594,-0.03204256405538613,-0.01404201504601404,
PMCH,0.19698758168436642,,-0.016084676586049288,,,-0.018868924711993976,,,,,,0.13914536342289005,-0.049256186645897364,,-0.04038873424565755,-0.0023324927881830364,
COL9A1,0.011156112055362839,-0.026218556605810128,-0.018986002366914462,-0.015957718925041522,-0.003394515225197675,0.0236143291530814,0.06117604998014468,-0.025138860372174443,0.005441334433611709,0.14333253549078895,-0.003239871092634595,-0.05573959104252237,-0.05564338746931536,0.03079070051725242,0.07920894611991011,-0.0788680665389199,-0.06382591291882603
GDF11,-6.642724567793945e-05,-0.07325483883409332,-0.0016411689636132445,-0.01682823741843763,0.10038682949303271,0.010839048195245084,0.008206782126763436,-0.0398016522430028,-0.04001947818793897,-0.057649450760188105,0.036988945357442675,-0.026829117358313948,-0.03171236499562304,0.038003302550085806,0.11236005870824872,0.09062959081770776,-0.0060238078346440205
RAET1E,,,,,,,,,,,,,,,,-0.015403990734269216,
IL24,,,,,,,,,,,,0.11365952953395757,0.0706520905558969,,,,
SORBS1,0.06547720458138791,0.016194003950438175,0.0047148867995577305,-0.02278684492763074,-0.02502382323556414,0.024896326466430967,-0.02657680138035715,0.08031773510029601,0.02026047901712327,0.09250483268008543,0.10762668749285585,0.08078201122263183,0.04987750897644442,-0.03940171780332748,0.15509968918435635,0.00430782632855396,0.019297908617442922
DLL1,0.04432411429087149,-0.04297000389905454,0.032937109702224,-0.025870705512230835,0.03194515538470993,-0.0023561567879594914,-0.011228836916491888,0.15147072661214644,-0.008291918930961052,-0.10277207197609514,0.029532430377603593,-0.03125736608782628,-0.0820018637517244,-0.017856163766741425,-0.12062211336532999,0.011329157880684646,-0.013418036311232673
TLN1,0.09627061346602774,0.06530170522773746,-0.03260341790071979,0.07777718543607876,0.0733719556359268,0.026960734240690707,0.020606128471522305,0.14753894199284273,0.051544187002844216,0.061035594217273496,0.05769417796262465,0.06720771514971563,0.10160357355909758,0.0187224487737129,0.10821019481253143,0.007221888620444076,0.16204138691267814
COL2A1,-0.040888280111986725,,,0.009995941692111073,0.04876272251061672,,,,-0.014239182039028346,,,0.07200668851213358,0.09352643290877016,,0.001613879743145495,-0.020435875671613177,
SHH,,,0.04272108341065536,0.02376883880925018,-0.020809256126815757,-0.017610502154627297,0.026622439650402986,,-0.013589771341289933,-0.07764538474303644,,0.07861276236337188,0.08408748186226837,0.012879407683184779,0.1299891012991698,0.001014391465667545,
