,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1
ARF6,0.009156536620487331,0.0439817677844455,-0.007943418570427858,-0.016193259646603158,-0.018997019255355612,-0.025094005345206966,-0.02680019254636192,0.012147783741871023,0.0342157322212845,0.02276647493216458,-0.003656021902672322,0.008331102440420322,0.07588565877210568,0.037883960990949095,-0.0760575854565013,-0.09365852228642917,0.06435090044194183,-0.028126963179575127,0.018161762587503127,-0.0639479111167776
IL6,0.06117717905429087,-0.03735023792269513,0.044547136815495464,0.07339351449567484,-0.00895490655304442,-0.010666925847279837,0.046036981383720275,0.02710798403276034,-0.0051047053876956865,,-0.001191325818509703,0.010936826274136639,0.04810875140997642,0.10005630580861655,0.062210724516059676,0.023272993469008577,,-0.01793705839896356,-0.02006156620473359,0.008102926868494665
CALM1,0.015507487429769063,-0.0003450933840122455,0.002122856861154695,0.03851428326403386,-0.022084647767634913,0.09534699903691053,-0.0055848453057808865,-0.07215781341691012,-0.011765859259479892,0.0835478949240237,0.13640246319843516,-0.04736549489796002,-0.05278059856534356,-0.0456534231212468,0.034127475633305565,0.05744913007975139,-0.03689587696988399,0.057022856486226285,-0.09308593421148874,0.008778408093858978
VIP,,-0.030608999994222327,-0.00995327028498344,,-0.0021121210622733143,0.024860492681850366,-0.029365049816351994,0.09183409920352695,0.01047607891357943,-0.008854218343377955,0.1400417597210875,-0.031026192992674298,,,,,,,0.13454123834883258,-0.024823159945986613
NMB,-0.0005041436300508684,-0.0639990243540783,-0.00830148615553811,0.045302217181741176,0.060472124279244054,0.018234173396735307,-0.006606992932573848,0.0964243484022665,-0.05538408701967395,0.09729786857500156,-0.06210930269520889,0.003086554957209308,-0.0302876695359217,0.03522845293156476,0.051024835976832134,0.09341837546176458,-0.052483412480563665,0.05207429873083256,0.07105655122124291,0.005264642559947379
CCL26,0.0376748983041612,0.09591500933179833,0.026566063564678045,0.033192517863216704,0.01260372252182686,-0.002045309183994531,-0.017273030426868903,0.07655703730515714,0.044620281896077946,,,-0.023370073719174374,0.0837470478359845,-0.06933203401849504,-0.027049213963277485,-0.0007254924988879764,-0.0212219345213019,-0.04154844558548331,,-0.04220166406863042
FBLN1,0.013862743458743073,0.06766160659547611,-0.011036254145993254,0.04877655890227368,-0.05396580776487019,0.09729662930365522,-0.03600472175430458,0.07337507451284954,5.498567722018344e-05,0.002685131498616138,0.004855485304444419,-0.01592690175090717,-0.015677956238407887,-0.06251772768709872,0.018326880017009228,-0.0046219624092653355,0.12446777836279282,0.0005668142846318153,0.09686146278225245,-0.009030354835691014
SAA1,-0.028140584440511485,-0.032634256526332256,0.05320275428702784,0.1260515943000847,0.03793897292215852,-0.09052731954201963,,0.002195570427319904,0.0066924093442701366,-0.018438836940180222,-0.07270070204425633,,0.1261731790281673,-0.05103929205830266,-0.052569321799827526,-0.10728717325688475,-0.021660577839743664,-0.016516106176229513,,-0.015237439151554575
MICB,-0.02639363884410916,-0.04159272893668375,-0.009019303338453088,-0.02286943074073232,-0.027296722873853027,-0.047907784502374234,-0.01606697261151695,-0.0035998149100102263,0.050740616472667074,-0.02935618807466192,-0.022062021562446313,0.0012836637970480198,-0.0021233582384270772,0.08128566370668733,0.010308976086771776,0.0034389650797523887,0.024949774319254193,-0.06321072798192193,,0.014675265928959996
MMP13,,,-0.026367840429494523,,,,-0.016300854348014118,,,,,-0.014103558596915169,,-0.029746560567685265,,,,,,-0.021525420403562413
F13A1,-0.0016541981889554487,0.008620103320577914,0.02852851495551559,0.015925976309072134,-0.04498055707447929,-0.03028019776242326,0.016855502781685263,0.0321958411230637,0.02706454624390793,0.006285396995769668,-0.0669194924002089,-0.03020543754240797,0.007080932912278664,,-0.06257027945378893,-0.04160225089968102,0.028984877469284433,-0.01604569462078529,,0.012371714631892227
CXCL11,0.02174179581612438,0.036568840162127095,0.05004004155866873,,-0.01617507734908657,0.013546606643424771,-0.010779338554150754,0.04352277266729442,0.02366373491765611,-0.023540159929246563,0.06640637586083026,-0.017315925096742714,0.022991174574699253,-0.06882793159652129,,,,,,-0.03506793033315459
COL5A2,0.07700893107402446,-0.024190074316114054,-0.01452125739315088,-0.033471757084165735,-0.00011911494448582,0.012586615321285622,-0.019770620429581852,0.10055957805210165,-0.01796339963687472,0.015617487410550968,0.014402353821433884,0.0688700027344625,-0.05768126845878549,-0.024656328094696634,-0.01983128273858505,-0.062094490127836494,0.12783041246954976,0.07566922697592529,-0.06908176405811331,-0.06224979871122588
EFNA5,0.0004287769325415796,-0.0030984623709181904,0.006020384676906311,0.038592089979738155,-0.020576316459828894,0.07448342875897453,0.006109444141325571,-0.028311514255805158,0.008378199307601338,0.009582756256974488,0.07095301801989783,0.02481095044650169,-0.019973724126462773,-0.039606308403326455,-0.06349605251180097,-0.02735514119334901,-0.02981209842277526,0.006750120754442885,-0.06705580186772753,0.011721322563382196
AREG,,-0.020325201573124292,-0.05775674531200639,-0.07149564852089207,-0.021307558511166523,-0.07550763940782228,,-0.015274539173692704,0.10900798941590611,,-0.008157649170436841,,,,0.15762184792443815,0.06090674749240914,0.06446585123573809,-0.0076879020707760525,-0.006448320197998092,0.06726558254244322
EDIL3,-0.07126332979081651,0.010235430338802592,-0.014204024202574288,-0.01868334031333374,0.026194951360334028,0.10345597901984664,-0.03111845247029591,-0.105575958301298,0.012008796023257601,0.08436546228075154,-0.09964898048313221,0.0014461342542602704,-0.003542069855845856,-0.08399568141789032,0.0712280977888791,0.006274203944738955,-0.06674592622335927,-0.017643585451614735,-0.03382151562595803,-0.02306402643047523
CD86,-0.01975701703427364,0.04018003736008737,0.026760388556760824,0.07693886962277936,-0.03064615775962359,-0.05408222847671338,-0.023373246489522576,-0.005617673845247086,0.04726912666238673,0.00988200471612944,0.0050410574563730685,0.060792349264996964,0.022743651953673984,-0.00853010319595248,0.06319199073471629,0.026547386635348405,0.025767836242248852,0.02222787499326864,0.042015277384382654,0.002543756066800527
AHSG,,,,,,0.11301571412339409,,,,,,,-0.03582826643188798,,,-0.011119700425263371,,,,
WNT9B,,-0.027808543792223712,,,0.025749894028694657,,,,0.03361531061719886,0.05840958332517292,,,,,,,,,,
HRAS,0.09222268778179026,0.02364279182555789,0.006334687378062153,0.03285911702281385,0.03672869530467731,0.05278244632117251,-0.024108903752070282,-0.06787022616794712,0.029867180865087026,0.03141379561210802,0.09249288708154332,0.022102537347147073,0.022942409472172683,0.033762268427600856,-0.07476320111255523,-0.0038029294436059506,0.03406627468361317,0.05764630049397878,-0.04248752523140423,-0.004984317372836912
C1QTNF5,-0.029654785925692317,,,,,,,,,,,,-0.0492610363490363,-0.07393782273236324,0.030075985766399378,0.014215585154870656,0.015633110510027092,-0.019320746686720305,0.15858322975689151,0.08561103050841928
RLN1,-0.025647867615490337,,0.03876316168666902,,,,,-0.03699396926171992,,-0.02587393028006622,,,0.08077538802405182,,0.011623423745672259,-0.01760537729672773,-0.028355221998864595,,,0.03241396026865784
COL4A1,0.012233624619854187,-0.012331640767792836,-0.023946599397371572,-0.044488134837977804,-0.06153271515887848,0.0475340724266806,-0.030416487036581143,0.09990351596720574,-0.03393842643468994,0.008814339943488401,-0.043836977280804296,0.034156449982055775,-0.045460972308550306,-0.037947540463803546,0.007643947764740548,-0.013699030707631829,0.060256537693020196,-0.021360233970498816,0.017325661587973325,-0.035134365048108865
CCL3,-0.05560822030192142,0.018773246304359507,-0.0026096180470495476,0.045493521224465774,-0.0173540729771082,-0.08099281125002597,-0.0578670981358236,0.0744315382597556,0.005075212480165446,0.02392625309232511,-0.10869734412143671,0.06082984283380302,-0.009971558231792289,0.029789793679643833,0.07429873536104767,0.04217325752132508,-0.010115457957714947,0.01601446792565447,-0.036580881539584414,0.017700141219186255
BGN,-0.008797731182387325,0.07054908983075682,-0.012763730809116258,-0.07548149446017707,-0.037449895370700134,0.06399674832206745,-0.053384804901357094,0.05673648918860756,0.01140740982480443,-0.006297826972183661,-0.05029828592688098,0.027055423734666323,-0.021356397304751706,-0.050973198063735715,-0.07439892821318683,-0.05101761857308815,0.0893659886066673,0.006792116338326103,0.0811431571841438,-0.004815110629876226
RETN,,,-0.01932980171877475,-0.020992018727592092,0.014459191850315323,-0.034244562923309685,,,,-0.02564092428116958,-0.015147678843031236,,0.0790311880346392,-0.03735493193610648,-0.009169222654503626,-0.015721322484622623,,-0.011583504000567759,,-0.029381490839760323
S100A9,-0.026614734576108943,-0.03599656427784849,0.039408782772165,0.09206267013750263,0.012730242037385256,-0.043550509737041936,-0.013233661930647428,0.04296213539208299,0.04738919760575837,-0.017126133578554806,-0.05596955705500683,0.017192356820811702,0.09812496222882436,0.06651695082186668,-0.04078676661242414,-0.04089302870981393,0.05911420398449856,-0.02374700153341488,-0.026238502271428685,-0.025078236511306532
HCRT,0.08351582004911885,-0.022725753854053385,,0.14818396488571153,0.0017682183290467955,-0.042521428470641734,0.013790109728557005,-0.010737338573451787,-0.013612217332430943,-0.02911956497405997,0.02943732944270859,0.026025763992878342,0.07225426108708266,-0.039335699256797606,0.06416418093972355,0.04583685398191595,-0.004383390238358233,0.06792819798635015,0.00727474657047379,0.027650336664131737
FADD,0.009766458146272923,-0.000827535799373744,-0.012280793574167203,0.05789898232331618,0.02074851530024318,-0.016892509619485428,-0.017786776381696262,0.08581254947801903,0.0031708693631003456,0.07500660674959439,-0.0358603871507501,0.07097461529910815,0.08824976950512915,-0.00967673841199243,0.0789770430252399,0.022608220636241433,0.05548943197165835,0.01215596528752777,0.054112253184174536,0.058859697322442166
ACTR2,-0.08719615243828628,0.07810408770474485,0.005936504407896566,0.08797425851483277,-0.069140292222466,-0.021297096885913358,-0.00431103802640776,0.04600544808213847,-0.006952553115083463,-0.03441140140332913,0.07207894184172679,0.02180489987667676,-0.023577603464363796,-0.09403090679001934,-0.09725616847034166,-0.025867329799405935,0.09631978072218285,-0.017121758412201007,-0.02910722090625407,-0.021359065093685743
BMP2,-0.0038699276193323398,0.06553208879192417,0.032702984403376795,0.03593598157578491,0.05655180078527439,-0.0012862028550883421,0.03577741830055451,0.05565849511526561,-0.002060470008781603,0.059058864357203436,-0.013466036875197795,0.022581405888089295,0.016527949145794897,-0.011576016252915121,0.025093861178191092,0.06963421669391948,0.08905413419831097,0.036844782833867974,-0.027400635465590104,-0.003233122194309985
PDYN,,0.11143724852948805,0.041229363050626106,-0.042260650419847036,-0.04432083027259133,0.11647950694801808,0.003151626360583762,-0.03978025652123847,-0.00021381365371605344,-0.010938091426897405,0.0353255854585851,0.0036452791763564134,,,-0.05620525728915431,0.03814740191429504,,0.0022345200546163304,0.029836704886613843,
CD55,-0.0028026908485438203,-0.006402763578067179,-0.03056529793632864,0.042586475511084854,-0.02056346916505684,0.0031219688408248435,0.009026580425116882,-0.06589345913799417,0.07517468446237803,0.055021542698812057,0.002739379165690799,-0.046343734468595035,0.0402792041842148,-0.07763748562796245,-0.063153131320542,-0.0016083535163867646,0.023800332453130603,-0.08655323994528531,0.025608132045553653,-0.03149436752516474
OSTN,,,,-0.023445812651231846,0.04058448990120607,-0.0007753847372644674,,0.02810215830706009,0.03676312255061639,-0.005009173787784199,,,,,,,-0.029269972383334477,,,
PDX1,,,,,,,0.037985968367967346,,-0.0050591275770652585,,,,,,0.04893386846401309,0.05090193737632724,,0.04160387308045383,,
CD6,0.0251264605806034,,0.011603827283852937,,0.017737194065959968,-0.02338548113440034,-0.019076677255879092,-0.005073975013693986,0.014323202698189845,0.0023326685631291895,-0.012577328604342996,-0.01863552389139822,0.02455749611943557,0.017955166162723715,0.05278300255504998,,-0.03763600847370002,-0.018071761178965917,,-0.025573481498917645
IL16,-0.07132402783986078,0.04858481902107015,-0.0005598259486554664,0.12773210654606354,0.011455906255913697,0.05958009832446246,-0.04408551513051407,0.04289056047910759,-0.03764107808976992,-0.03194603752783047,-0.0034386662825059227,0.04262236649717826,0.08390767724973372,0.05460816815058845,0.03592044665707278,0.0019512834908142313,0.006799430087032187,0.03038538098606021,,0.0916403781000335
LAMA5,7.828639745544874e-05,-0.061944505225652736,-0.007935909985601501,-0.055706213932274214,0.02680586603387927,-0.03607622396316039,0.0545952113503997,0.08157988154844545,-0.066265146211834,0.04961547729061296,-0.005893352592560176,0.0360104858637006,0.09021454593938995,-0.11304283309500995,-0.04059024072380938,-0.06777715220351459,0.08072182922124542,-0.0020311441300235322,0.10195206754829753,0.005546073834787806
RGMB,0.017210903791014937,-0.0215811871848792,0.02300249760287962,0.026127201194958254,-0.0013572670920052267,-0.06562294796794974,0.06325903796735662,0.05685176765702596,-0.010644059997269447,-0.020451668570571888,0.09812689073175555,0.0013939917374635907,0.0841861694271049,-0.019806110328660875,0.027037086044464507,0.031025814835964755,0.07310933319522014,0.0313418095283189,0.017911211669030303,-0.013248665409098066
INSL5,0.05206288010972357,,,,-0.024982357845298467,-0.024380022375359658,,0.027813185063790925,0.00548247937086204,0.015373423605939693,,,,-0.010570859434633522,,,,,,-0.029538567605608124
IL12A,0.03907396980125541,-0.035396504714035694,-0.018684193296390553,,0.05254352276977916,-0.03925465060045411,-0.026409447143332952,0.09389084528265644,-0.036626287344356794,-0.007902166215048648,-0.02464875972416007,-0.012041945559558244,0.00038548273893513935,-0.028317869130596817,0.12620406750241928,0.04309980858020648,-0.031088218460405527,-0.028547279362326178,0.06277245218243342,-0.01371203496107928
S100A8,-0.00788361365070625,-0.011217809259292926,0.05283592733564399,0.04677678874707003,0.002367004549383021,-0.10804286077394593,0.0006872373579569098,0.09418037422458844,-0.016488437009751004,0.01287693962060602,-0.08834606822786222,0.0032575501929274476,0.17762021607530873,0.12145283121135328,-0.015162202324169394,-0.035465091288565904,0.0010920073025848039,-0.0038098630072336314,-0.055192580043403154,0.0378700856822116
TAC3,,0.0409441544250572,0.015872283536247117,0.044807033933225264,0.034120892512167426,0.007124963462232965,0.03405791823389592,0.010902343892187576,-0.02424674318214863,-0.012569562364092743,0.05244087760862128,-0.03199621034558592,,,0.057738253988363436,0.07970222567482955,,0.07280805601352207,0.06670776277808159,-0.03520380931090129
TAC4,,,-0.0010816700363721137,0.046654684103855835,-0.007673557238872285,,-0.02093156435641774,0.04631092046467554,,,,,,-0.01904326764254162,,,,,,
MFAP5,-0.01489819961877238,,-0.024250589366353603,,,,,,,-0.04289055599416369,-0.02927109352839572,,,0.02272096507187199,-0.012559302236467685,0.04725669583448801,0.025288118419908915,0.02154342189925572,-0.0033167864603903677,-0.03794883649032694
CXCL16,-0.03935281041308824,0.11489122036348859,0.011065423133536763,0.03194271345838764,-0.0033509257234770264,-0.04140674169487029,-0.04205655896353448,0.044053628013231344,0.04176625781642338,-0.010939860658752885,-0.1037954809368075,0.06488126430447207,-0.037972480637679364,-0.012794150283785326,0.08740338309810712,0.021751857846508255,-0.019714629977415205,-0.0959453967855131,-0.04692676074069151,0.022084421664166826
AGRN,0.038387494840007766,-0.003536548352894316,0.02015245729153898,0.04361900194687722,-0.06813778373872406,0.05966812730402903,-0.024890501683028553,0.09442464856092136,-0.0002742231000531062,-0.0005897497520315708,-0.043744776212575325,0.05327939029815349,-0.05876397364836282,-0.0062136886204294875,0.11166523437929624,0.0789627762999065,0.036911302179760366,-0.005321836722942042,-0.013918924823865019,-0.033008348083616704
COL4A6,0.03506119981560233,0.04910664556585474,-0.03094537537952069,-0.03945527334395856,-0.019922505196072342,-0.018443715793313727,,0.0042905086732242526,0.004952353680876085,-0.019210292195608904,,-0.015246115668290318,-0.03844064409780377,0.03571849649276486,0.12321237292982623,0.0878646308964952,-0.03382933097784225,-0.011037242075746887,0.050268708459952474,-0.008636340294072923
FST,,-0.03083251466209387,-0.037914474620813474,-0.006198187089102592,-0.03261572690447977,0.022774603236311683,0.010307921636364537,-0.048215724754527345,-0.03283195414694374,0.07541274593733557,-0.0056443091669345835,,0.006907508660653471,-0.0621244114961921,0.05827339242315095,0.03370198249067276,0.0701730802203199,0.03462565931684857,0.058760144527865994,0.006335500430543462
MEGF10,-0.04256141548985242,0.07718731738197152,0.03652607296516587,0.01924225758671088,-0.026400530844453846,0.07934879338007723,0.041168931184980995,-0.038670675919252835,0.013216849240319456,0.03682413583190351,-0.06780435209280262,0.05031922301352702,-0.060281028180824876,-0.09209382763313015,0.06952883243957309,0.041412630373082585,-0.002333341401193423,0.03854745030506126,0.04207183218461733,0.0420000071377367
C1QB,-0.09369322351269446,0.05274251313076858,0.05791309570907169,0.016388286889939825,-0.029873478527194762,0.03006754506493965,-0.00836595187341769,0.0792167480746885,-0.0027931704372972164,-0.009545134028384389,-0.12513310404216513,0.03365054714809412,0.06645537384472279,0.006662108003073795,0.04367477485465339,0.03765274201245674,0.0563386340447837,-0.06853545247555992,0.07154307140113317,0.053395317055240865
HLA-B,0.057246038217241856,-0.07329178414665652,0.05740124551036576,-0.018885318057954407,0.031754697263114647,-0.14417049171436835,0.030828322563681704,0.0865448025869584,0.013260521816100362,-0.04905519176075645,-0.11712541575413928,0.038678476776263085,-0.030525717260925088,-0.07581522777969324,-0.005429178376121257,-0.10062482241491716,0.0944101850416151,-0.057493015833264195,0.12440164912927751,-0.03453720386168074
PDGFA,-0.047160197692767476,-0.00732148310870187,-0.023529732194360737,0.07659701437435376,0.03096826174035889,0.03027511915197806,-0.01126164221031357,0.013002570182532187,-0.017588540951213413,-0.0025196671258961613,0.005356832684583635,0.020749410561663403,0.028952139387614848,-0.043562752640449516,-0.07465017992027038,-0.09762550703167565,-0.009586999872387278,-0.015442241153688314,0.020930622978946295,-0.031411339324712795
LAMA3,,-0.028915453699874045,-0.02425098916751321,0.01710832572815804,0.03430118574811768,-0.011771412831647569,-0.02403766522328951,-0.010233469132176588,0.030015614622573666,-0.0010303767632297894,0.08762194571351235,0.035633589913657525,,0.02420958198547179,,0.07793472628085563,-0.017404635319429065,0.03018140026546134,,0.009292783509840625
DKK1,0.012015494008173236,,-0.018900729332919947,,,-0.06866304668218484,-0.017273030426868903,0.03544216296657929,-0.03064748864598331,-0.022063757179459992,0.03349985068741482,,0.047216486330987274,-0.042589533188824844,0.0836068515355156,0.019428905198528437,0.03717385901164888,0.003803603126129613,,0.0014969811639476025
INHBA,0.028249798924926232,0.07630419281469966,-0.02218643285974195,0.06828863309937272,0.030152866609432238,-0.035243530903158335,-0.001526831341400615,0.02947067700181479,-0.008174453214595416,-0.011729253548293813,0.0209557963183007,-0.029847954444654164,0.01197056890616294,-0.04050565534910952,-0.0270082010148422,0.010605179092358865,0.03563247238831834,-0.03454896000429639,-0.08218446026712369,-0.08519266138991957
LEP,,,,,,,,,,,,,,,,,,,,-0.01717463746249511
IL7,-0.03814894234965482,0.0027841346548804365,-0.02877616714076894,,-0.024159995775869067,0.09170131226750085,,0.05870761919332837,0.01145102634086926,0.043670845685150186,-0.02638484358280918,0.057188178533802675,,-0.005419329035614276,0.011654969536493642,0.023862210819353087,-0.031023593687492152,0.04894428093133312,,0.02883159124399759
FABP5,0.009132216268299855,0.0035769331964258812,0.06101912151430596,0.057902620585866066,-0.011629130066715766,-0.021205532994537847,-0.00846153495284298,0.06730706992997364,0.011732698869407738,-0.0018254863270400958,-0.0820671707863232,0.04499367103127875,0.1260234894779766,0.010799633568271173,0.12212244611289591,0.0632590070175989,0.0638565700671768,0.013021160474394408,0.016042306103555233,-0.04821666651599277
CCL4,-0.018618463022209243,0.04795335112053072,-0.013344873363901588,0.08429855892531272,0.0072794054376485555,-0.032772653942173775,-0.004707877292094808,0.05176128620495621,0.017949282066827825,-0.004746064742597123,-0.060257916998679724,0.029231547372780747,-0.006346086004681276,0.05094559680552564,0.1043149076169678,0.027670997679285027,0.026056931726896687,-0.005470098253697334,-0.008854172007138074,0.007325122214959669
FBN1,0.009631416020209324,0.009680795569523167,0.015085779413706429,0.0439749206312036,-0.06668626985231385,-0.014165701490426485,-0.05469181516187827,0.11328694552710841,0.004300051573321819,0.006501822482873136,-0.031274063079239224,0.06586535599455912,-0.028631190204553018,-0.07496264551789009,0.030646143525159618,-0.012627513897433804,-0.012842405862475937,0.02397647806148169,0.016637033042846673,-0.01739510477290703
TCTN1,0.011101080413063964,-0.003061547054170134,0.057889266858916384,0.0019235529248974776,0.01607718868778814,0.059729649423021516,0.012677702834753552,0.11578813988862506,0.010545004982148552,-0.016327930307729634,-0.0022202466176505617,0.08225050079361815,0.05442645071315991,-0.04043990441846328,0.06632857658386834,0.024190215160042435,-0.001834643183673546,0.04008287198120686,0.07543708786915759,-0.007481585646887018
NCR3LG1,0.032142897233734896,,,,,,,,,,,,,,0.07991615747447482,-0.007424265875013345,0.0377052763191473,-0.003949420469891145,,
BMP7,0.06174029138111857,-0.006836067393572735,-0.002907973195258465,-0.013494958550414915,-0.009933530531947834,-0.01911010853842532,-0.041419025511880446,0.037604585452043725,-0.006916038696077512,0.0014513450553601721,-0.011439359559005801,0.08090476547775846,-0.04404165295993541,-0.0015684406141461364,-0.05089413659223534,-0.049949864072043826,0.03674432663849236,-0.05283783523357317,0.0007688968714544076,-0.002168374779365863
NLGN2,-0.06628452223544327,-0.00803528280857607,0.010707354753162996,0.007739969173498265,0.025121113163803766,0.008221699563067389,-0.002877681304225447,0.03760478348234237,-0.002054146279580161,0.010416369999381172,0.08115802765582303,0.03425999612809002,0.03036567535369541,0.01899106292595288,0.10525951419463606,0.033896349234421766,0.031508037577889614,0.056452214959673085,-0.03393547152527269,0.02128332388062661
CCL25,-0.005540051008203108,,-0.016508946732308568,,-0.024846993686078792,,,0.04509220002843267,,,,0.03283379986022717,-0.05746554047400609,,0.0655065392357376,0.0796440115117704,,0.10922677319919932,,0.005049633081598024
NPNT,-0.007948520883265928,-0.00957853898967672,-0.02871598021379877,-0.0456083804244018,0.03629093692059541,0.039442412806220746,-0.02719099577885394,0.08958120708881402,-0.005822930668864392,-0.009602532746025062,0.005929069422619825,0.034364948109398684,0.004472028174146993,-0.02649032022058755,0.012491753707414616,0.05900467882897695,0.04028071960961024,0.006844893745034856,0.018279741006491008,0.02576987069563778
KITLG,0.09671290665029977,0.05359579032671116,0.007774194579302153,-0.0449580663022973,0.018044065513343508,0.029026776017945937,0.011829278130763813,0.056198509132293496,0.023065987187054708,0.03212269513151869,0.033353264173022354,0.008855332038494411,-0.005001895293009177,-0.02992274815038008,0.011019889745367053,-0.018108325186387005,0.07003010885288323,-0.002187130518937119,0.011232737935996816,-0.03700412983421778
MADCAM1,-0.0256478740062657,0.04701506961924865,0.055314040920395866,-0.03153909814819761,-0.012011612279324568,-0.003372568012975669,-0.02640945009539968,-0.034937806231212946,-0.0007306220692758931,-0.022063758418624176,0.011752016355454878,0.02881931107119936,-0.036711157911743786,-0.06545716170792458,0.08465657917424108,0.0015024483795863957,-0.04107395771083067,-0.04255824719376914,,-0.04560298230471727
F12,-0.031941430490862906,0.04871335321319554,0.021103822256935818,0.08102855287617769,0.01776068913180325,0.06481323968497271,0.0530579848932004,0.037437546419013874,0.03692898052735938,0.006934553321734532,0.10245259095531276,0.08894467777099284,0.017440938667159102,-0.0723468476769208,0.017219457841608943,0.025906391914061456,-0.011535420580914148,0.06029522359670239,-0.05301347470953178,-0.06352748959813463
S100B,0.08414266187906196,-0.016476869713118323,-0.0026493594941754415,0.11286106042031854,-0.10387254817429306,0.11545527487197918,-0.08405589782160193,0.01527079623171013,0.02795454613930019,-0.017429805036039463,-0.12419453048697815,0.024807178808920142,-0.03920023181919596,-0.10066071342271882,0.18452652300213093,0.13502111278662335,-0.08421061223788101,-0.043643039598091564,0.061546596987039,0.06962455119904691
IL27,,,0.037994152935268824,,-0.03152839217804796,0.0011231538566873237,,,0.04039834672641201,,,,0.02241200798510849,,,0.013203236330171132,,0.04128893758900668,,-0.030618896485348254
CD99,0.06319719779568794,-0.050419759479256775,0.028910226597143072,-0.04553892417643381,-0.010957868554190465,-0.06113046186446596,-0.014974982339393298,0.0996537828009453,-0.03198919694541777,-0.01925264696758631,-0.1548066831718908,0.0039306315884775084,0.07419629764780117,-0.06230999128080413,0.07914279323585484,0.005398089592833305,-0.010144797653548811,-0.07532423424934334,0.10514279249617671,0.018895646280898813
PDGFB,-0.02410172753502608,0.1035034706178066,-0.049158217193405546,-0.0077345997984912635,-0.026884333911924845,0.04503586757104009,0.0021915653438437685,0.03143593743221829,-0.011579366505034274,-0.01924229088465693,0.06448828854895398,0.007218656665049702,-0.033528201916488,-0.045271965504049105,-0.01318681760667012,-0.013802520749421225,0.05407561435478633,-0.062362003475307924,0.05540854571598132,-0.02366160435600743
CLEC2D,-0.041279478356240254,-0.019719215358483182,-0.00012969947359069706,0.022674258931090523,-0.03698485968711776,0.07084973284066996,0.016335679396550756,0.08860475172847013,-0.0029818620959570588,0.014272862182145055,-0.04319606656006894,-0.036811044452233606,0.06481109508653765,0.022184600934854304,0.08468219180416371,0.04825868618329506,0.015193157236387672,0.01714233104663837,0.08410665468223388,-0.016932648173376984
F8,-0.01653553719236888,-0.10927616904873728,-0.05553069409195376,-0.029688497347029105,0.002771561684202317,0.0005691812742466354,0.024346067016763544,0.11092070808867752,0.0019194479277259147,0.07102139071112695,-0.0023471251551561165,0.029432374765618222,-0.06427863949229237,0.020208917045906556,0.027794684246276465,0.060164223152646884,-0.01194685587187217,0.019209293665074928,0.04522646446759002,-0.00481034538050197
C3,-0.10899823470978812,0.05125908890118705,0.026200126262143335,0.005019659134321495,-0.06627433837571128,0.004303403378642277,-0.02020710371819059,0.05521137065628142,0.017332059310585304,-0.049930639400256764,-0.1340611989494451,0.051562932930396994,-0.04216072642929186,-0.054368218400516255,-0.011513485442617882,0.012749732962768887,0.12418067326052022,-0.055009845551523,0.06760140492443227,0.027506210788060707
DLK2,,-0.04516997765608126,0.07337755356343598,0.04011934286873476,-0.009045422847776008,0.09488469634477177,0.06564726527187782,-0.009983695495001825,0.019436759884942152,-0.031193487006788406,0.08821825593480082,0.019661732331215227,0.0014768039976193377,-0.005980785125046268,0.03126780449117016,0.02615731904944711,0.030589111106030572,0.006614777508539323,0.012790074097251894,-0.01911936676813158
TSLP,-0.02527306687180582,0.019405789574313794,-0.06976795607945335,-0.03371545354475839,-0.009068821816775765,-0.065797111844357,-0.021516836685293535,0.02160430237624449,0.0001325705323796155,0.03846167330930413,-0.026384855595986016,-0.021043315374976692,0.07819606303688459,,-0.007773730911273758,-0.005051403126223983,-0.055243771232811864,-0.033277742227917906,,-0.021174456431574142
OSM,-0.024115893924918277,-0.05265532015047881,-0.048446902102028726,0.09488717567497382,-0.04867215554358184,-0.07676895849527517,-0.025597637559293996,0.01986561527856246,0.053679768734399766,,-0.08547721138386687,0.06069722203627671,0.0691138422057004,0.0512151415478697,0.08218553887382979,0.004092755408930744,0.0343955448846046,-0.0011737530167895778,0.10582841456657088,0.0028219548105314725
PRND,-0.02564787081087742,,-0.011196922251118267,,,,,0.02354485974007638,,,,,,-0.0438167989463433,,,,,,-0.022340999302193576
SLPI,-0.006140728318871862,-0.02526282183965467,0.09343081835062247,0.04409132511186763,0.0532368140839676,-0.05936758672977802,0.03217902342655355,0.10818889061153904,0.02200133384260295,-0.008000162949002918,-0.06441563550681528,-0.042397618459102296,0.08544600621149495,0.024151733811035015,-0.07622808805376556,-0.1214472808129594,0.07730925626833648,-0.008581211669105741,,0.035086888762542796
AFDN,0.012496888927474543,-0.038359486399152105,0.04024801663665649,0.07983964233746778,0.029212622686842153,-0.03819785195293087,-0.03181649229476383,0.018822298706526824,-0.02632901911328116,-0.015176732400008082,0.013314512335697476,-0.003188949918514235,0.023144175848224837,0.036374885607329925,-0.01726644129333968,-0.010437783855405943,0.011686257253263391,0.06563320016948916,-0.033353921566975656,0.0774281290767846
