,ZH1019T1,ZH8811Abulk
RSPO4,-0.04860627297522186,
LEFTY2,,-0.00045245073613330814
ANGPTL2,-0.07024507832486154,0.06024057498067024
LRIG2,0.07652207124598494,0.052068339077283456
ICOSLG,0.019057419060104663,0.039462348576872114
NPPC,0.014561934555790908,0.10346428197206149
LYZ,0.06744706646792169,-0.025354623993722715
EREG,,-0.013678735175915089
SPTAN1,-0.02803458724083473,-0.019982649757449716
LIPC,0.09100078867259956,
COL8A1,0.011866572999232761,0.09453013714518295
GSTM2,-0.04270918892893868,0.01653965437598065
SPX,,-0.02508705206251814
MFGE8,0.05885807361408636,0.027109500876765263
TGFA,0.005546081281260197,-0.04771373768423168
SLIT2,-0.04047717780214207,0.02047633570037032
PLTP,0.011613691779507105,-0.07121024215575897
APOD,0.059981932082198625,0.07965611422339701
B2M,-0.03968248883585995,0.05258913640240989
OMG,0.057620802796729806,0.08674406683709114
CXCL3,,-2.2799271415453507e-05
CXCL10,-0.04061935522380263,0.04425514283381656
RSPO3,,0.02093449672270806
CORT,,0.016423511105082483
NCAN,-0.014616149805727048,0.07181751084160275
PRG4,,0.03494883528740951
TGM2,0.02490653084794769,0.004465081408164845
VEGFC,0.015415464244736304,-0.018449094873467853
WNT6,,0.0320437580842303
NRG4,-0.03879356250183489,
PMCH,,-0.025290712696063058
COL9A1,-0.03356428496835076,-0.04337050555932491
GDF11,-0.06718280302928195,-0.0015343380667039242
IL24,,-0.018856145957643396
SORBS1,-0.019921742276449016,-0.005989898232362413
DLL1,-0.09450558560554141,0.0457512578999663
TLN1,-0.021303080980395666,-0.038179385096154976
COL2A1,,-3.257249756125412e-05
SHH,,0.05098145903114167
PON2,0.11446698291419935,0.05169847521795837
ICAM5,,-0.0352771366249511
HPX,-0.05046678489115451,0.006565187760946477
SFRP2,,0.0071949883898342675
CD70,0.005560817342347962,0.01799433972518278
HP,-0.011314823363357068,-0.011682351385903421
CXCL2,0.1368905297392281,0.06528531654789065
NPPB,,0.012484364596122515
CCK,,0.027050810488029688
SEMA6A,-0.034666329274165346,0.026258693380349633
IRAK4,0.06887028732567523,0.06018956300919183
GSTP1,-0.009420872495619462,0.014316909352242816
VCAM1,-0.11826623305302825,0.08568068964925077
NXPH3,0.07151808249005984,0.025692736980134166
MTMR4,-0.06272053009402749,0.022965514739745823
LAMC2,-0.03879358575876152,-0.023181911349697604
IL10,-0.05161858281077548,0.07099117616010855
SEMA4D,0.0007892677022310187,0.005325150891545418
TRH,,-0.013808824304023685
SEMA6D,0.12459145600457604,-0.030542396339972883
CEL,-0.037103331571427506,-0.028554750808229067
PDCD1LG2,0.07530947217130265,0.0415468486349644
SPINT1,-0.032549607603039224,0.07604922114611565
CTHRC1,0.010281917444145236,0.08484097542356912
PODXL,0.030407114235235427,-0.043900088447235044
JAM3,0.051029381589313146,-0.04301540507406311
TGFB2,0.04941099955576595,0.024619151865484846
COL18A1,0.014428887982043757,0.009912674135284549
NODAL,0.04849282799563839,0.0023724779818534002
INHBB,-0.04125313451604025,-0.053420555770317506
LCN1,,0.02940234455476151
ARF4,-0.08194669715055315,0.07391863603588796
CXCL14,0.07342767470675203,-0.05097671855297304
LIF,-0.040621446259003734,-0.022064528375141227
IL17B,0.015213348230794975,-0.02609116590281499
MMP1,,-0.020510522790833
MATN1,-0.04047725758760921,0.0069382964790457155
ADAM28,0.06411650451233346,-0.029287828074305876
TCN2,-0.011449190193245841,0.06025718681476837
THPO,0.010457151239794038,
CUBN,0.0191249928717765,0.03367815707718623
TIMP3,0.04457520361262471,0.02738381039077176
PIGF,-0.06995575946988797,-0.02282868450140098
CRH,,-0.04184554356181823
BDNF,,-0.020622367080590377
CCL5,-0.0452273331279021,0.07547961246963197
GAD1,-0.019889058024386667,0.06646925644199096
COL14A1,0.08149163022935531,-0.021169811195748796
HLA-A,-0.0012041608039736493,-0.05343541665860848
FGF18,,-0.003163676627900843
ADM,-0.05775127533150145,-0.023210148702681132
GNAI2,0.0326398913773296,-0.08235171342297526
HDC,0.040077180486535705,
COL11A1,,-0.03690573430005197
NUCB2,-0.0371114301372126,0.015258650102193447
CXCL1,-0.029833483537184593,0.014076453770922457
VCAN,0.12361875849427682,0.015859344444269584
MMP7,,0.011220288160160716
PTPN6,0.06153892797949005,-0.011220005459687177
PTGS2,-0.02008734628459603,-0.014782766324092735
CD58,0.051832277332296776,0.04201341569174515
TNFSF14,,-0.024675183809514955
CNTN4,,0.04769786522156879
INSL3,,0.02070349899231843
MFNG,0.026550116176386414,0.001564556988928421
ICAM1,-0.06298060634660171,-0.0030700421802959113
PROS1,-0.10277456508534091,-0.03243996165523596
CLCF1,0.0006985930003760209,0.005030945647266574
PSAP,0.024166301272327134,-0.063016105028126
EFEMP1,0.02202486560712568,-0.003171227150538153
C1QTNF1,0.061437605576469205,-0.04069701111752251
ALB,0.0038956132408156305,0.04876409485849902
CCL13,,-0.01831715370926249
EFNA3,-0.002371775422404594,0.012378090418749335
DRAXIN,0.04725534122434909,-0.0811773920840383
NPTX2,,-0.016495674912439046
FGF11,-0.0902918635457032,-0.0360364837242501
CD59,0.022442284726441764,0.025131885031441085
COL9A2,0.025943262887062876,0.024883378019056452
DLL3,-0.015468726544687282,0.06175685669952921
LIN7C,0.005149012875051536,0.01284754187516676
PSPN,0.08430831159842374,0.003256104714060026
ANGPT1,0.0324612608069412,0.04381605653729099
L1CAM,0.009926123843395498,-0.06333029520675311
APOA1,0.0603098866236526,-0.006467952413693743
PSEN1,0.08166437364604778,0.011827972717342478
CALM2,0.07026945320117424,0.00346390473194685
CLEC2B,-0.13153902149955632,0.013050362154420915
NTNG1,-0.03583415128029557,0.06232433541009428
LRIG1,-0.07399563601739037,0.05572346045163338
CPAMD8,-0.046195495372368764,
GHRL,-0.008229692128590612,
NPY,,-0.004487275431854247
MMP2,0.052004075164798685,-0.04490607315390243
PPY,,0.03789918411288578
ALKAL2,,0.016601501264350584
CSF1,0.007238356780513823,-0.006934844303442988
SEMA4C,0.04330492950452273,-0.01696190282928462
ICAM2,0.04636396820208505,-0.006299229127332885
SYTL3,0.07929844379730973,0.0398759795896788
IL1A,-0.03456741621979055,0.11210094465930522
HLA-G,-0.015910519010970733,0.042225111269310465
PGF,-0.02547762216917303,0.057890700231291295
LGALS8,0.01827325495705752,1.553264218523725e-05
DKK3,-0.021639260095624224,0.0050876907939921496
COL16A1,-0.0825715357158281,-0.0046726897612564535
TPH1,-0.014203975625431325,-0.003021862453460703
TNC,0.06906661434748095,-0.0386611008446277
TNFSF9,0.08190110328696126,0.09866309916497668
C4A,,-0.020392777401635503
CNTN2,0.0012202609248444366,0.10125893398052106
F7,,0.040171177759374024
LUM,-0.07531311105829924,0.03813303493054394
BTC,0.08053371730512705,0.004662167852572925
APOC1,-0.08392442125269439,-0.048614043188266065
PKM,0.022863352482916783,-0.07514760524676534
TNF,-0.023597618173167068,0.02870420540155248
GNAS,-0.03477102348536973,-0.059935929655524876
BMP8B,0.034637712462944406,-0.007851421010112379
LIPH,,0.029549539300898115
PTPN11,0.08980352168277239,-0.011346433000803437
ADAM12,-0.03982881857466391,-0.028431814766753508
EPO,-0.05532369645995088,-0.01989290404120084
EDN3,,0.04472242972464456
CCL22,,-0.022514482792957303
CCL2,-0.0973060490441618,0.03830444001532626
DSCAM,-0.008524233447875385,0.09662952568696306
ANG,0.06418683807486958,0.033519470511718226
FBLN2,,0.011535189742112761
VTN,-0.05865876084387984,0.01430069696515111
VEGFA,0.0020501209096581777,-0.06277075286025362
F10,0.07301785994688265,
SERPINA1,0.08430594560423775,-0.02401488731877315
VWF,-0.005939663656013915,0.06913129571457968
GDNF,-0.013398442248199607,0.01879335576178788
VASP,-0.0067459150443519985,0.022507180252673693
ADAM15,-0.015064239444913016,-0.09291313105374839
WNT2,,0.04367533991022102
CALCB,,-0.021595289260230185
OLFM2,0.00686149064005658,-0.0024663265229170075
MFAP2,-0.0234464372141876,0.018363142358530697
HLA-C,-0.0008888082998327456,-0.015415766440879362
THBS1,0.003339758754703736,0.002570663664819433
HSPA4,-0.021601552466212436,0.013596174941874033
LMAN1,-0.004668551622277066,-0.08339017809643905
LYPD3,-0.0722563447720859,0.07707442793133665
APOE,0.10275529412947805,-0.01086754333555136
SOSTDC1,,0.014124468734456502
ANXA1,-0.07715484976842188,-0.014130794022285854
WNT2B,-0.09314975200393683,0.08953629804750109
AMH,-0.08569990228215285,-0.041529928920495535
GDF10,0.07313830584747688,-0.03067497512278474
EFNB3,0.12435629319589399,-0.006630082946567483
LTB,0.04878828932999971,-0.0029208395396885566
ANGPT2,-0.012897609539849263,0.010490476917793885
ADAM17,0.07477885213142187,-0.06038547616411969
LRPAP1,-0.023812254750162836,-0.006242045690500196
NID1,0.10166168930789336,-0.020639078490953124
MST1,0.09224997846010063,0.024609463240252077
DCN,0.04476436757535446,0.02476139205921364
COL7A1,-0.033072456537478465,0.006557922919439946
CALR,-0.05131787514458611,-0.04780472023621864
PIGA,0.0265853729335671,0.06012183629371623
CD200,0.04497010340616083,-0.0016315950533605647
CDH1,0.05698666728398889,-0.025790811697567147
LPL,0.08197256193459598,0.10988513733153757
SEMA5A,-0.1431708827729025,0.012859518498191912
SEMA7A,-0.008145102229950109,-0.04220357742154206
SEMA4G,0.04352798820006831,-0.000328298638721127
SEMA3B,0.03023628055853838,-0.05222948511803393
RPH3A,,0.051384123573418046
JAG2,-0.03450354936693442,0.05485278002965887
CGN,0.014405738641056837,0.003162674311834424
GDF15,-0.0007512539293473153,0.027240143552085
SEMA4F,0.05533102981092023,0.0390841534096036
NXPH1,0.16230178926850555,0.02165057996039036
ARF1,0.042201483719914445,0.028370773928384697
EBI3,-0.03567888587196375,0.014497569793953445
TIMP1,-0.018352067427108917,-0.02280993684803055
SEMA3C,-0.05568258727381737,-0.039782687144278794
GAS6,-0.08664773844700144,-0.0684851612515873
MEPE,,-0.009315324944788152
SERPINE1,-0.00959057824940672,-0.01745279866964328
RSPO2,,0.003997025632139725
SHBG,0.05766940480232788,0.028330175916009115
LGALS3BP,-0.032246101145069844,-0.06693258704570351
LAMB1,-0.014991278077082332,-0.03419124408864276
SPTBN2,0.0063524480285929155,-0.0010490385947998875
COL1A2,0.05294524778692776,0.0010739917358763822
WNT11,,-0.044642387134381456
LGALS1,0.03753158924699208,-0.07124890492567568
BCAN,0.1040050313314352,0.06573481795495544
ANOS1,-0.014207482504402916,0.06724057003492553
EDA,-0.06866485335755228,0.015267474094094974
FGF22,,0.0394242997384004
SHANK1,,0.16141910063960338
NPVF,,-0.022514484302084314
TGFB1,0.00046837563846850505,-0.0002953187087591034
MSTN,0.10917594596062762,0.04394059608477766
WNT4,,0.047318780202016915
TNFSF4,-0.006080008618972911,0.06320768328810973
NTN1,0.023786112345983365,-0.006029119062904193
CXCL12,-0.0779109713401723,-0.01942612879125502
GNRH1,0.03158985754449797,0.01767574017290271
FGF8,,0.028869931897630412
RIMS1,-0.003728645815790819,-0.007661905658067823
FGF14,-0.05305264174997457,0.021752650896480243
IGF1,0.011648666009141467,0.004979222549877302
TNFSF10,-0.035333532671669415,-0.019267795862977312
GDF5,,-0.034325598454560215
CHAD,,0.10455924099703258
RGMA,0.08597025762642722,-0.01868280449256981
CX3CL1,0.006582036531037329,0.02756008209394453
FGF1,0.0477159231043284,0.055401902638616066
ALOX5AP,0.03762987234608214,-0.02205791928513523
IL1RN,-0.02759579942413034,0.04999858325443133
PCSK9,,0.002368911762784041
NPW,-0.09196243666038406,0.013532322731215693
CXCL9,-0.0656998586466,
ANGPTL4,-0.005170263616810341,-0.035186067505726594
UCN2,,0.07298123129961873
NRG3,0.04904778412844573,-0.007916941222875788
IL23A,-0.02032687474369219,0.09111799918887066
COLQ,0.011408891976506567,-0.021218694750525825
TNFSF12,-0.01672955268380518,0.02978316203682435
DKK2,,-0.023181912432414322
FYN,0.0903831191435485,0.07487838185787338
ACE,-0.0005676999436566712,0.047742234391533474
IL18,0.007261425845973674,0.015831360008006348
PPBP,,-0.02404548228438027
CCL27,-0.008418163128832236,0.025413283862194117
SERPING1,-0.0006296006225965077,-0.045877767028870385
AZGP1,,0.017653691612362462
INHA,0.06597901298733991,-0.037272507443800125
SEMA3G,0.0025024070956943855,
COL6A1,-0.04242233580663971,-0.0019233457871214224
FGF17,,0.01145430367913779
TNFSF8,,-0.026091158254219333
FGF20,0.07035438600015707,-0.013532238338881236
ICAM3,-0.10450861243042167,0.005169035338647002
LAMA4,0.02120310188556163,-0.014764025621407483
DLL4,-0.004781450173547224,0.033184501020294
SEMA3A,,-0.018876378387683614
RLN2,,-0.018041972561240294
C5,0.036009001931418254,0.10822719839003346
C1QA,0.043354881644077074,-0.061877834094719406
UTS2B,0.060440298182100415,
COL9A3,-0.08150860282435388,0.010065836557979163
HGF,0.022729350448798622,0.004364345909655375
P4HB,-0.11340731004040104,-0.02944164480606706
ADCYAP1,-0.04619554025356324,-0.047797272676936196
GREM1,0.035324403050598085,0.01101580111923104
EGF,-0.042632117489458124,-0.022059287081222703
VEGFB,0.039893748648086515,-0.11179984837160321
FARP2,0.09989780973011576,0.029461244571637464
IHH,,0.03052901540049354
LAMA2,0.07257324634900195,0.05400559689677902
NRG1,-0.07642316478723461,0.03246361451701063
SPINK1,,0.018907139886360644
EFEMP2,0.012627722228355344,-0.027418584904614317
SELPLG,-0.019808608690034615,0.009818276291630937
GDF6,,-0.021952549912629016
HLA-E,0.02150874879516841,-0.08284209698581904
PTN,-0.13479469885796258,0.031830267629869895
CD274,-0.059742901434913495,-0.03123676376604578
CD14,0.017939798928773638,-0.055359446172703754
SFTPD,0.0008951484036357456,0.03364709092875627
SLIT1,-0.14563233364400902,-0.0265604791663583
BST1,0.04639865348356629,0.06369893228202954
AGTRAP,-0.08611097292605026,-0.04775772160200637
LAMC1,0.03783552540405919,0.024264124871196335
COL6A3,0.030012251524751645,-0.008357775133353246
FN1,0.02704263034354702,0.04340218091087161
MIF,0.06616677432875155,-0.0057383654655855576
JAG1,-0.0355789984562615,0.02807330028702321
NID2,0.06393848851140167,-0.011632402354949804
EFNB1,0.05420319776458685,0.014822734517185616
COL4A2,0.048450754398179065,0.04674030184597455
SPP1,-0.03524472645405582,-0.05799714190319545
PODXL2,-0.010283039865759172,0.02435218965183458
FGF9,,-0.0016658550966418962
ITIH2,0.044273867959842415,0.0254172304949133
ADAM10,0.022111504017005814,0.02368552633149658
CFH,0.017150382565098644,0.07245122074532241
COL4A5,0.10814879352561467,0.047956508376350376
LTBP3,0.037583460079030344,-0.08465512794705833
GNB3,-0.05248488132923064,0.008648023792039916
COL6A2,0.028912795467357984,-0.006230557519337033
GDF9,-0.008469580840845052,0.011509275154447222
NCAM1,0.04671598110403904,-0.010457678426204067
APOC2,-0.031045232705425294,-0.021718435725508606
BST2,0.018224208890179897,-0.02994306751501557
COL5A1,-0.0323625624327184,-0.03518216301950594
CALM3,0.12890895615084996,0.03147587602183846
THBS2,0.10682004466744077,0.07176655037051141
SERPINE2,0.0728913500847899,-0.07839394564036312
EFNB2,-0.04405292239479828,0.03031273182193886
PROK1,,-0.018041976563771718
MMP9,0.09800121749517128,0.016610568710217606
NPPA,-0.005144375600867044,0.029691236284693525
NTNG2,0.02674747386297879,-0.003433540927518991
LAMA1,-0.0048646182270357125,0.08571739697352954
UCN,0.02006414646218414,0.04901129352574225
ARTN,0.08521369849009108,0.004501667191142334
PDGFD,-0.07089162748116036,0.0470050375048282
EDN1,0.09034181070757955,0.10780077137671096
ARPC5,-0.05484928617576222,-0.027191760778057565
GSTO1,0.0015110632399343825,0.008675616923938048
PROK2,,-0.01567706706277569
SYK,-0.03303040511385468,0.016327848748534764
ST6GAL1,-0.01637139627417626,0.05652147803335085
WNT3,-0.011671596588109975,-0.018861285750057716
HSP90B1,-0.040591051673405584,-0.0630421489859332
ZP3,0.06348929784023026,0.031532056565994615
NRG2,0.08137089806687968,0.028834647122841492
MELTF,-0.05368616224618344,0.02953086952249251
NLGN1,0.027931143486767087,0.050951215947615654
SLIT3,-0.04619550338685818,0.04750409916892997
CCL8,-0.0040855192077812,0.03466934045732488
S100A4,-0.06785308884870905,-0.03546186211953111
TNFSF13B,0.11792289350263352,-0.029335606789272262
HSPG2,0.03461441366135018,0.03055627605774235
FAM3C,-0.07114505956198469,0.033513844046227974
FLT3LG,-0.08022551619827431,0.06986903709822749
A2M,0.04837054417873503,-0.03655361391794611
VCL,-0.0011655949224196318,-0.014042577762287735
FGF2,0.057414241338283004,-0.05793381154442406
AGRP,0.010453724558183207,0.027893841870728797
CNTN3,0.05247205413392138,0.09088131206903059
RNASE2,0.03293287624921785,-0.0025143402184113657
ADM2,-0.009358778288644157,
GAL,0.023275877043456523,0.0228467603860949
CXCL6,,-0.05230320260898482
PDGFC,0.04418927694680155,-0.006207867962341882
COL8A2,-0.004971191421207769,-0.020891880825987717
SPON2,-0.022775112171067088,0.051815706559820686
LCN2,,0.022233441457813356
SEMA3D,0.002508215322698617,
BMP6,,0.045736557299863916
TIMP2,-0.023450199621569794,-0.0775921870808401
EFNA1,-0.07472797990167979,0.03491051384489622
S100A12,,-0.01989290306149926
TFPI,-0.013986027418767267,0.03311544470695995
GPC3,-0.03644308160893121,0.05724969233666037
NMU,-0.05664604412273348,0.0683975840128407
SCGB3A2,,-0.022514487955761484
LAMB3,-0.00804825777330122,0.0687191406599761
LGALS9,-0.0040098603851535216,-0.02669254137092101
VIM,0.039292056380160784,-0.031705519168495
PLAU,0.07106487745668709,-0.05709653093691617
TGFB3,0.0894428534298859,0.023656336000508746
APLN,0.00027705371060313604,0.00361767531360654
SHANK2,,0.029423157163688766
LTF,-0.07133837280190855,-0.004176624923448175
PYY,,-0.026287882975797927
CTF1,-0.03484860625406645,-0.009565515689027476
COL3A1,0.09410906465468308,0.011382902545121787
S100A10,-0.0797039405492138,-0.0726909606067849
FGF13,,0.07094142631669784
SEMA4A,0.012818821110559955,0.05338850914375253
EFNA4,0.09182433240895987,0.023834285312017905
HSPA8,0.019440600822915724,0.025808490571710016
NPB,0.05772581776819123,-0.02790275059175897
ULBP1,0.009317453253563302,-0.024257032181650883
SEMA3E,-0.02183483692627468,0.031195145715833244
FGF3,,0.054463385657992996
ADAM9,-0.035188914842832375,-0.041295465062154584
ASIP,0.06815651199058016,-0.013043909738258018
IBSP,-0.03967162507280097,-0.03285895928294073
FAT4,-0.06638579075549592,-0.001704120334834731
MDK,-0.04955736759599167,0.046401744289310834
BMP5,,0.024794760985813447
CAMP,,-0.01711117884287729
HSPA1A,-0.0019237238450904644,0.00842659620323799
SOST,-0.0457007852148659,
SEMA3F,0.0325638801476697,0.06299802074323375
ARF6,0.0802388464291428,-0.08553912673515396
IL6,-0.028622791165909135,0.07184081316803155
CALM1,-0.06945334040052491,-0.04790540790205368
NMB,0.11192932020826094,0.12101134268100265
CCL26,-0.03029177716701427,0.048940900776623227
FBLN1,-0.047997509157055765,-0.01953106916050882
SAA1,0.01226715578690378,-0.05405145988513864
MICB,-0.0534268150654044,0.14353695899920288
MMP13,-0.03394890521363936,
F13A1,,-0.038830252133599426
CXCL11,0.022888376683455437,
COL5A2,-0.05234894970797727,0.012996683261586829
EFNA5,-0.04520155554747981,0.06665580438053885
AREG,,0.1317687082482446
EDIL3,0.0973445116214266,0.017730902188608035
CD86,0.051948293870283664,0.007380919154753825
HRAS,0.13510754779022166,-0.06906430185903105
C1QTNF5,0.06412404789170331,-0.0072375834110252925
RLN1,,0.08958468527676029
COL4A1,0.04280498460746686,0.04269224891226332
CCL3,-0.06794331914699198,0.0008197170007587018
BGN,-0.0007946347405274818,-0.0029988028699933045
RETN,0.002283392106729287,0.03611862120476934
S100A9,0.017271452981839748,-0.0542934419623286
HCRT,-0.0295878575793286,-0.028810798837147076
FADD,-0.06849450832900963,0.01883103032723331
ACTR2,-0.04412651523226528,-0.04408720746980042
BMP2,0.05850796242384595,0.092878273331838
PDYN,,0.009471876893309134
CD55,-0.033420504777116555,0.017724786343272694
PDX1,,-0.0013994824961031012
CD6,-0.047942308885210165,0.03158656078821846
IL16,-0.014715201632410746,-0.016214617906603012
LAMA5,-0.10453881479156331,-0.018270564242788317
RGMB,-0.031013727688626685,-0.006570527433730973
INSL5,-0.017933138112606748,
IL12A,-0.009289051604176242,0.04870240717087488
S100A8,-0.006841148735601046,-0.07652773919190534
TAC3,,-0.006398061608299176
TAC4,0.09694780425192788,
MFAP5,0.04916987686826301,0.010950434660125158
CXCL16,-0.0038913478700080234,-0.024708127681935185
AGRN,-0.009817815973288452,0.038579925482771664
COL4A6,-0.0826879088523419,0.025330449798076145
FST,0.04615695112308212,0.011705569532477512
MEGF10,-0.025809072281968007,0.03321717555477529
C1QB,-0.030741731453136988,-0.02989632337559996
HLA-B,-0.02150657437227736,-0.02633647466464948
PDGFA,0.03952850568802827,-0.1165202101879233
LAMA3,0.05872333468554343,
DKK1,0.03361343631850545,0.025743901853818023
INHBA,0.009043234054387016,0.014820384175187514
IL7,0.17517144891648903,0.031033863181492222
FABP5,-0.03957633338661532,-0.06828560742936839
CCL4,-0.06807743006601026,0.020182237995112342
FBN1,0.023291385533374318,0.022724668737796352
TCTN1,0.007669176618462579,0.03955827972698065
NCR3LG1,,0.06316775580757962
BMP7,0.023372274915276128,0.005166330344401297
NLGN2,0.028000138922141902,0.07027797465554159
CCL25,,-0.0340461348871513
NPNT,0.1344840969455926,0.005914541813846107
KITLG,-0.03288698130645277,0.015973764227127665
MADCAM1,-0.07470440064221232,-0.006485126751440312
F12,-0.04072166457287192,-0.029015868138323117
S100B,0.13380100024572425,0.08123847048548899
CD99,-0.08367507919140332,0.05219210784899608
PDGFB,0.07277797267223698,0.02494626323687924
CLEC2D,0.029018895039818138,0.06304957333666056
F8,-0.009658713296200352,-0.02979276961595606
C3,-0.028651913312409957,-0.04497814740332652
DLK2,-0.038793554129351544,-0.038040841700498144
TSLP,,-0.03202153996180247
OSM,-0.06846210986075237,0.09031704822690859
PRND,0.05454887650488915,
SLPI,0.0607347798769634,-0.07331671713157209
AFDN,-0.009074792210919376,0.02133700955992301
KISS1,,-0.027630082247943607
ULBP2,-0.006203584080119759,0.03543938525745352
ICAM4,-0.03879360529461221,
ANGPTL1,0.045123408679762514,0.007778419559566953
LTBP1,0.019113944997738868,0.07000699555018422
NTN4,-0.05104173231788582,0.05926671588451782
APP,0.05644114905214572,-0.018855844661295394
RIMS2,,-0.029587465887778674
WNT7A,0.15389916297685335,0.015998299516465277
GPI,-0.09976019956250992,-0.04236450218518255
IL1B,-0.08614767648983913,0.050865314830360955
SFTPA2,,-0.019638531678226843
HAS2,0.04944278612808068,-0.06336468917378535
IL11,0.09282973347040087,-0.028638820428738627
SEMA4B,0.12288385448065739,-0.03895602542840073
FGF12,0.09836561800939785,0.005244355124388274
CP,-0.0620572646844245,0.004890152537574096
NLGN3,0.06471471179484195,0.09254206062590745
GZMB,,0.002467651976263193
PROC,-0.08694600694841208,-0.012214330257724518
TNFSF11,,0.07605677219706027
AGT,0.09779008594048737,-0.08799202031997279
PTHLH,-0.038521437231109505,0.025605572596736792
COL1A1,0.02393835601285803,-0.015342024852458341
LAMB2,0.019318215407240893,-0.006572826809758245
DSC2,-0.0827384552853131,-0.026504603443771257
WNT5B,-0.024943281482012383,0.014910668715861903
LEFTY1,0.0008191457189031245,-0.006483757637200251
FGL1,,0.10315235495031572
CXCL5,,0.02411389429420058
S100A1,0.140599703139307,0.036741213058830505
NPTX1,-0.08622847650947212,0.056701525587297096
TGS1,0.08448191397854062,-0.011043190837536937
SST,,0.009381264691583194
IL34,0.05378716873241323,0.002377138815380317
DHH,,0.03285065382500761
TF,0.06209939451120526,0.01354414964904678
IL33,0.07965687113967376,-0.00033907557353745276
RBP4,,0.08049141795828384
CCL20,-0.02556450431912524,0.04777844413513308
NAMPT,-0.11401721702257966,-0.06627418322579232
