,UKF243,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
NGF,-0.0188806751737726,,0.10324253214995714,0.05199238092060298,0.003410370014882224,0.006925096676130408,0.03427526850001727,-0.0012350829001989015
TNFSF15,-0.023357751562531975,,-0.00432884514133814,-0.01911790943254294,,0.06394502027939966,-0.02708947199121195,0.013406357267744914
HMGB1,-0.0166519294117283,0.014902767628304047,-0.034790746673441494,0.06232811504917984,-0.042710431491758065,0.052047824936914885,0.05456118683557857,0.004591766578977463
ITGB3BP,-0.049310557775810664,0.0020049937518112747,0.00714656502581992,0.029411201303000015,-0.0038558159851919092,-0.04964856014853097,0.04805702562559227,0.025174933144733635
AANAT,0.054443721134100585,-0.02099892556991724,,0.04330868916289557,0.019028895306489903,,-0.018171476206485588,-0.026060246707327758
RELN,0.001960332889671975,0.15630544543219296,0.011944568306770743,,,-0.021725715009404133,,-0.0058503160023139706
IL15,-0.033202640658311314,0.1045509299184155,0.08034074727462834,0.0034477204610145824,-0.03760535651470932,0.01246712606270086,0.028892017539152992,0.019220061628037684
UTS2,,,,-0.02487048579939445,,,,
BSG,-0.03722581382914968,-0.0456882085013082,0.0017905668946828844,0.06814890405556562,-0.01569531713689716,-0.02162823689661342,-0.004257605221022351,0.014659928065886048
ADAMTS3,-0.04058084351368737,-0.0005347058963043709,,0.021103549712388134,0.11057613875987451,-0.011064173202773375,0.04694623447347044,-0.016943154110905904
CD34,0.10141074052409489,-0.00971582223008648,-0.021649915664627938,0.074081079580449,0.05262416798767815,0.0017518152838095708,-3.024699288952652e-05,-0.0263887853170459
PLAT,-0.09469728356977948,0.010332268263854942,0.012676322908597869,-0.03234317465554164,0.06398178637217745,0.05863402819439605,0.04352802675964442,-0.03408447251999551
NTF3,,,,0.03289218176278775,0.06921667259436849,-0.03520400675612153,,
LTA,,-0.019475535315615394,,,,,-0.024456068466740886,
CKLF,-0.0023714002815884106,-0.016701783046192464,0.052409094717028294,0.07025884303981081,0.0581154621439789,0.06329692834249157,0.025684537058726004,-0.027363099711803715
CD24,-0.031217872396257042,0.08641752490571548,-0.030488259668184525,0.037549460960146185,0.04075874111374236,-0.020413625816465667,0.044615078933569224,0.07311090100731943
HSP90AA1,0.07789698508301003,0.03452264203401918,0.028946329915918084,-0.07613642830804537,-0.11569056329991415,-0.046453713738879035,-0.021623675963464685,0.10198841126808189
BMP4,0.04432983886891363,0.12385201413403593,-0.02784152170079672,-0.023201603550047446,-0.025962513235160096,-0.02063162280229643,0.034126666539411696,-0.04020288692087443
SCGB3A1,,0.08611796045492473,0.04536060402615533,0.1255793289756283,-0.04357440173257285,0.005979111618878746,0.036913531293283626,-0.05236821684240651
IGFBP4,0.023744748161024707,0.08996274787016822,-0.04991311162832607,0.02642969279672861,-0.05295099099751181,0.0150464173381153,-0.035668761012043436,-0.009502208720990354
RSPO4,-0.023064680442856426,-0.02701563355190427,-0.03959861034058881,,,-0.02515514216730146,-0.03225499432122601,-0.032860938828039865
LEFTY2,0.021044374792882254,-0.024042330851470284,,0.032268511188152875,-0.004786283511966343,-0.012488082484483772,0.0021092599921676766,-0.04631915528867124
PF4,,,,,-0.024821169678293876,,0.04454182733332134,0.014247656254494485
ANGPTL2,-0.0010782901829923448,-0.05924768451591568,-0.0037850174762885215,0.04079590209846828,0.06250529038202621,0.021217751144103732,0.02935615348845495,-0.007642959839493254
LRIG2,-0.07782326589038172,-0.01598492523472388,0.02300709779947378,-0.028204320894326434,0.024879521067605326,0.01260680312683942,-0.007769763497269542,-0.004337595274592033
ICOSLG,0.014464079852399706,-0.005788076592489211,0.06911138177193242,0.02159028584166239,0.040404614736518435,0.03642136466176213,-0.00026311576921087064,-0.038080303246936786
WIF1,0.1382021493694686,0.025965940524166366,,,,-0.02338414121952466,,-0.047235713214729934
NPPC,-0.04707165953189826,0.0011664094277713188,0.0005522604727588531,-0.015588440102787737,-0.019471973912045287,-0.021224571321191966,,-0.052134243346364684
LYZ,0.040272413313018424,-0.008726446868389477,0.04852863600055525,0.06846460595700227,0.024229192690100286,-0.0376580933955917,-0.02825647993718465,0.06590253284461697
EREG,,,,-0.016700298414338854,-0.06780689074780571,-0.03133115368684384,-0.03693431975438852,0.005539586038590861
SPTAN1,0.06382963610436794,0.020129784060339693,0.0002009080349992239,-0.02637455924752015,0.07003951923171077,-0.006382949995470994,0.02091763072095574,0.003204207293255312
PTH2,,,,,,0.026217692047247446,,
LIPC,-0.03634393865346524,-0.007916464321129522,0.06390884514526711,,,,0.12163984180107547,-0.0401428473877178
COL8A1,-0.0908467373194917,0.008231207054726212,0.05866014448801696,0.053330059382470325,0.006903041588164819,-0.010222138502257564,-0.03019593696169524,-0.006199999866754107
GSTM2,-0.03072780222269651,-0.040771450161230655,0.02564654311670006,0.00349220412018122,0.030217787757872726,0.0055563634944055555,0.010185156333175618,-0.05162769311178824
SPX,-0.010824788871898484,0.01680216776533588,,-0.033565222064060256,0.022540322756078406,-0.05537106747697341,0.10357411254924487,-0.03725564352072073
MFGE8,-0.10756844869589031,0.027865187908869896,0.044550576793347084,-0.0019569924970126613,-0.025525224038154073,0.03881163194674835,-0.03070191898381469,0.015917887511517875
TGFA,-0.0785952624234759,-0.03638722033137102,0.004152677710778159,0.02264872659179196,0.0851505328953924,0.011939232452557125,0.02781007978158848,-0.011470941721319319
SLIT2,0.08356578774228197,0.008722244635025191,0.11337243983605032,0.09834961093189616,-0.03621335396716718,0.03087957647843664,-0.05909148023162263,0.003389320480148528
PLTP,-0.0677615853893698,-0.023497526889453214,0.00689225320495834,0.05088431651805968,-0.05184413882331589,0.02801923342323833,-0.002937826750680262,-0.021980631633128616
APOD,0.004479044747362486,0.06992494234435133,-0.03438272312250207,0.05381252452333352,0.08428160168667573,-0.0048402885536532065,-0.10562782660411955,-0.05246085017448512
B2M,0.010871074937608747,-0.014222024591223835,0.09759461627189034,0.12118150205940263,0.02911664107376099,-0.0014914194594650577,-0.05687596462143826,-0.013782608831795808
OMG,0.030154381679694746,0.012101089400574487,0.03764615212590493,0.04540127484030413,0.08539752294848173,-0.012046031768517845,0.0733568406070239,-0.012560192572932906
CXCL3,0.07827255233540498,0.010176857401939722,,0.011612659650574501,-0.02679582329102832,-0.0420555904472529,0.1366896800750432,0.04580924955821394
CXCL10,0.03193871610454831,-0.022288871841072217,-0.04716919968244114,0.003410490203144621,0.017925549308648203,-0.03437218693060556,0.004231383652153769,0.025922872624246585
RSPO3,,-0.014656807906807293,,0.027709196888627545,0.0939291014536782,0.06270524006174528,-0.01742889250284507,0.008359072271815218
CORT,-0.0031503050571157617,-0.03011591680025959,,-0.03796021339679825,-0.025974092504984368,0.006109547064603477,,
NCAN,-0.06091727083896031,-0.028066776914906544,0.11179125329623288,-0.0014675719192603785,0.07035302736029235,-0.03606179180060085,0.06743562594759418,-0.04400884671933748
PRG4,-0.03529224216714686,-0.01713623130278178,,0.06283471198550791,-0.017348555330871776,-0.034820098232275686,-0.039481138667327935,-0.0358291242746607
ZG16B,,,,,,,0.0364406583506326,-0.021960423464460404
TGM2,-0.02364378095167174,0.055441138247193725,-0.03186083455129015,-0.01166647630296863,-0.08903158185672691,-0.033706141116897945,-0.06990864297161449,-0.0006192275383596153
VEGFC,0.06799281734645216,-0.017488207092326492,0.025502812472639375,-0.03267978810841381,-0.05204261490619837,-0.04293270165592768,0.06715938242519581,0.03499507891155343
WNT6,-0.012829662027140839,-0.015262824049476195,,-0.03106028092779373,-0.013870048571550822,0.0011355747491555088,-0.02624579997850591,-0.022691706041252053
NRG4,0.07052190739593898,-0.020402033383773943,-0.03160438089990021,,,-0.021465093369321602,-0.017428894456208096,-0.03412484545647516
PMCH,,,,0.03272299009428022,-0.024428516027538753,-0.019125563212984288,0.11555439710702371,-0.017667051634501548
COL9A1,-0.03728635416726739,0.0767366273348331,0.01195763328416756,0.023434022569458538,0.06829627106105564,0.03271206011073762,0.017440936896737123,-0.03329190702472284
GDF11,-0.09950163990783784,0.017282548243736807,-0.05621868902822694,-0.025389451426628643,0.03351376749251907,-0.0006097205463503508,0.010002149222921718,-0.027633278050164377
RAET1E,,,,,,,-0.01911937338282476,
IL24,,,,-0.025228581053022447,-0.024425408747320142,,,-0.0381504419990613
SORBS1,-0.00662498074171477,0.030815845642067716,-0.011212581819407227,0.038606829566761765,-0.011415497879539922,0.029531519219194252,0.0057815914765272725,-0.04055174084971204
DLL1,0.07196797567177561,-0.05509243787017675,-0.027563059712612886,0.007842444317166597,0.08467415629356129,0.012043183900523016,0.10416608771369734,-0.06604722150689686
TLN1,-0.032329331482178446,-0.055103514715671174,0.013937350723801138,0.06478120878414655,-0.034619186874355265,-0.02229553968892965,-0.03718674218578799,0.03643399060045097
COL2A1,-0.0007195027132702598,-0.01423918042641429,,-0.007887739374500451,-0.008086127285762258,0.017949425723533304,0.04192695704871898,-0.030744654122806747
SHH,,-0.013589769802222854,,0.004853654838659176,0.03362131308863186,0.004644509758990616,0.11974694934910947,-0.06217925114527569
PON2,-0.07206584615240146,0.003115906897369801,0.09462577150178242,0.07230380927062485,0.006708998236827518,0.02703099398992428,0.05626605786928452,0.002357487112951012
ICAM5,0.11323699497118038,-0.01335521052237716,,0.011114061532994182,0.05236220211955988,0.06860217730184154,-0.026443638206425254,0.06826743325957169
HPX,0.01957764936487101,0.015603045121845278,-0.04111433417381906,0.009033044184773685,0.024537774199463562,-0.007088329620824996,-0.007089863449066697,-0.044179787165418136
SFRP2,0.17613496164740045,0.055199183633420704,,0.09211544252985755,0.0191174545647403,0.00034479351584226244,-0.023204317558952,-0.08086026282955178
CFC1,,,,,,,,0.03634452183438524
CD70,,,0.0238714021740077,0.030320234280484984,-0.03435819288123958,-0.015740278953889505,0.00470571886121568,0.00539065301158069
HP,0.03430968696303811,0.05416236093409962,0.1008482895979776,0.06735978544532074,0.02008565472117355,0.01082882088036514,-0.010111393905535374,0.012473464980299177
CXCL2,0.041918357414422486,0.024854115983372522,-0.03113539119856854,0.04294122996068543,-0.03850751009317888,-0.007633770457146127,0.0559986868598513,-0.05741467998801816
NPPB,,-0.017488208364293947,,0.03167419287933684,0.03591530291480012,-0.015307499111334165,-0.017679672366005986,
CCK,0.12223311479076775,0.05245058640192011,,-0.04618929811685113,0.04779272964934955,-0.016628421146877508,-0.022935307781862094,0.015041587817745108
SEMA6A,-0.03661135850750605,-0.011693105159091163,0.05727452209474812,0.0024632868828179826,0.04563030403045698,0.0017076678991164232,0.04934315802030258,-0.028675932622716196
IRAK4,-0.016769623614537734,-0.004597907109661622,-0.022496958966283957,0.0616580430433008,0.07256391956431336,-0.018537457913817283,-0.0019002148976996578,-0.016524461234747982
GSTP1,-0.025051155095356905,-0.026811559224358877,-0.04966663928076663,0.0364976497479253,0.08026836649200293,0.003200134583925455,0.08661934784121739,-0.04687625537306264
VCAM1,0.004870222268392832,-0.008563806500416177,0.05517820742657789,0.016345916237119385,0.012201403850557636,0.011430847617217152,0.0850470571745835,-0.0026118286399666097
NXPH3,-0.01745327421831061,-0.018204118395819625,0.05729756984003004,0.08351054200967091,0.07241497500435319,0.028966319320805654,0.11180708906627952,0.04542999195235733
MTMR4,0.07353487480735171,0.016178291528496185,-0.10618054277728861,0.01431619203221051,0.03653006272452525,-0.023636014641759767,0.008590965790442209,-0.08849329218319667
LAMC2,0.08421214427631835,,-0.03160439984687802,0.040545215425928524,0.021529205272663967,-0.01856434226175282,-0.03368519754652019,-0.01715079906717547
IL10,0.08789042772937065,-0.01565443279607924,0.10303067450465829,0.05479897444598576,0.023999417193400024,-0.011163387032332484,-0.02794521374645311,-0.05716417958586307
SEMA4D,0.03589580076981604,0.04771199875123942,0.01766305509158955,0.0014900499802978728,0.10265085445143027,-0.0058192558123137846,0.05080595765833848,-0.08266738290611629
TRH,-0.0291994931525029,-0.06463760508932612,,-0.009504545780190369,0.04126978334341886,0.06072606013752934,-0.01980241867481667,-0.028215103104172527
SEMA6D,0.0035269864360788243,-0.05335599777866977,0.07965631614660888,0.03890421103795537,0.02378932683294491,0.02853270751620651,0.06673626325316998,0.0360932928831394
CEL,,,3.321234214796e-05,-0.015306850088754168,0.0049029215756567655,0.039926656348135435,-0.041065011771723364,0.10076208338240043
PDCD1LG2,-0.08765259139258716,-0.013656019377650036,-0.026458179202500008,0.06819570999005958,0.03440107311814709,-0.010499428408706681,0.03651637179187643,-0.01741506093102739
SPINT1,0.05638255929018318,0.06676130203411852,0.00035802864437852464,0.05259779020797806,0.038568785034032646,0.026547536133236144,0.034545742498490045,-0.03260267418559202
CTHRC1,-0.03493078296211619,0.04930377779936205,0.03926122981741712,0.026603120887343425,0.018850073967754316,-0.005570469805314211,0.0045445417764514535,-0.08937801420117408
PODXL,0.03079308678248811,0.07387855977811604,0.052537050955768896,0.04227568713889483,0.016854494931109052,0.02778019235003219,-0.012330832942942323,-0.06767261134840148
JAM3,-0.13286805397858467,-0.035785757504010515,-0.010275822540141635,0.053688356710628556,0.026489937203571175,0.02926741011867544,-0.012541871433222197,0.017735756798477394
TGFB2,-0.03890760379183446,-0.05712325352044654,0.12066066414570804,0.0174469692056635,0.0367760775092047,-0.013673787100281358,-0.022875845069925956,-0.012213063381686887
COL18A1,-0.0157748745114665,0.0730980186190427,0.034802365045510104,-0.015450863693692425,-0.101486026230188,0.023845893881173492,-0.03146549350708638,-0.006666551289554623
NODAL,,-0.024042328162071632,0.06889718453279813,0.031155524255374614,-0.016757859386509887,-0.021229717727717385,0.004668050068983624,0.11935862105931797
INHBB,-0.07437298884578773,-0.019914218016246613,0.006586918186399549,0.0806017553577243,-0.024993245881362303,-0.045698985254134246,0.04129080541350161,-0.059804060652693364
LCN1,,,,0.07365941100291179,-0.028492819455317966,,0.0007443115458958835,-0.02304915764808341
ARF4,0.04336386272284625,-0.00272035966624972,0.011868788256699297,0.06627791624263858,0.012036816377668094,-0.028063281500883067,0.02190552485230681,0.001728234898754431
CXCL14,0.07003162253158428,0.06274409570402789,0.1006588876585585,0.012819304949811193,-0.06450165891424728,0.08169753464956785,0.008776367155219088,0.042166672819691046
LIF,-0.03163240022616181,0.03185529430203978,0.0003703802288110959,-0.00803385855347167,-0.05880829157534385,0.02522610871803782,0.019125415602666535,0.021546614988604974
IL17B,-0.02612424238378284,,0.12152918353384046,0.05280239271148299,0.05014984710716657,-0.011854463118531763,0.028181898366575482,-0.02606024147371709
MMP1,,,,0.0005675096732726107,-0.04696331399799114,-0.01912556169835671,0.013161564784688384,-0.0492032007272776
MATN1,-0.02058346823612848,-0.014239178654416419,-0.03297605540923626,-0.04197509115996419,0.0023270869087864444,-0.02722013511317061,0.02982631768287488,-0.02374895974017497
ADAM28,0.07581802936018116,-0.00011078722679273296,0.11011006545254105,0.0683529950348856,0.06060561418888402,-0.018674762237235965,-0.004466289938209793,-0.052885459625466556
TCN2,-0.05929728400804033,0.11150632016850333,0.04336996851842887,0.004822085344255308,0.0030434857366443855,-0.013728128699256957,-0.003706672423453385,-0.04991917540061422
THPO,,0.08157667659995661,-0.03160441576236571,,,-0.023612206433290577,0.0065371107030759565,-0.03558997543558724
CUBN,-0.03569033153028586,-0.016655805974614992,0.05174504586075635,-0.043529324430147655,0.08930034090709317,0.021310984689922076,0.04354273703321568,0.00013386982306996546
TIMP3,-0.0903875497928562,0.07613809378270263,0.0433815677320826,-0.022805048332329457,-0.05778804949518305,-0.04140897082675837,-0.06933267365175261,-0.05406461054117967
PIGF,0.039006863872855166,0.01300265025352045,0.056375079182248905,0.08615687029539239,0.074586189766718,0.05938765509483846,0.06655440781170456,-0.04645094872500769
CRH,,-0.01947553111696048,,0.05252722515506589,0.0027139468104807447,0.02911105464792557,-0.000997019742752838,-0.05201397031474196
BDNF,0.10517594721685516,-0.016036974155151058,,0.017728504581522354,-0.012496673930489297,0.08334794396992382,-0.019684627338629482,-0.09428553991223447
CCL5,0.018873523375368143,-0.019317160404539548,-0.008922529713108987,-0.05128155111923528,0.01724849801629751,0.014565040608050315,0.02010138918677171,-0.017552910823158113
GAD1,0.094317423081142,0.02461606007197503,0.019302102752929654,0.03609416039596946,0.06271184458484462,0.06813496949577824,0.03422123080802866,0.06547076733952262
COL14A1,0.009911015235167367,0.009182327206857722,0.1167158976692799,0.025890775326919746,-0.012159354567890293,0.022670546756763586,0.0226292988623531,-0.07872039244207905
HLA-A,-0.15096678840802163,0.00453954274600214,0.059220210150434036,0.024524867071213263,-0.10119491507689334,-0.024111435575634915,-0.041520680651519884,-0.004550454090284798
FGF18,,,,0.02149411231272721,0.003019235627997387,0.001871837014493468,-0.01980242026354918,-0.032603034558268754
ADM,-0.07232498957682078,-0.055367897791640454,-0.0348191200760655,0.011949823060051292,-0.04971449750856697,0.025593279034205062,0.018318860986221465,-0.040644711242618745
CCL15,,,,,,,0.07975963814783445,
GNAI2,-0.05969732858579337,-0.003941479417089173,0.005057822044529669,0.008811179094643408,-0.00020550530567361576,0.006261608356977326,0.0072236870066196114,-0.06936697529958573
HDC,,,0.06765854998346865,,,,0.013138038649724047,-0.02374894898449587
COL11A1,,-0.0012991026168935834,,0.02491105637293263,0.02222096118836156,0.013615045638648352,0.006051727291434093,-0.023438567790992484
NUCB2,0.07388878473722611,-0.04487718258689669,0.06396299306766728,0.03634668422408706,0.031198292536398112,-0.0728528118287653,0.01830600650614246,-0.04834423794729964
FGF16,,,,,,,,-0.02340150188014927
CXCL1,0.0049692707303852345,-0.0193171636796002,0.0132818996768038,0.031108451364253987,-0.06412380064223924,-0.046884054241983095,-0.04320485429908755,-0.07513659661132095
VCAN,-0.010502201612116256,-0.056055211742474575,0.04354877076396096,0.0006365721753441967,0.05208096462524001,0.020756691948656026,-0.03411563677047098,0.033397487347187615
MMP7,0.1172698422314469,-0.022008103802720266,,0.12282605732273254,-0.03047058891440961,0.010030138335680743,0.004204081494819227,0.020196886487639055
PTPN6,-0.009376659011791261,-0.03923021409366523,0.008330534751681253,-0.0012143830805778832,0.01787192905687036,0.03268414186535624,0.0011330574554024066,0.007865433244465387
PTGS2,-0.04552929084990243,0.07541575132285504,0.058104725711811314,-0.013719606652202324,-0.04104445926751679,0.01763104131499684,-0.005722637890218031,-0.05707042816205731
XCL1,,,,,,,,-0.04226555797439482
CD58,-0.05329776000047542,-0.031087472208337505,-0.006572907706007648,0.07666310601428045,0.030464421045555422,0.021538767054446663,0.024421545590201474,-0.008664394933203616
TNFSF14,0.04162933610394786,,,-0.005725153833359255,-0.04848959110809225,-0.000703538884919116,0.009309816364452843,-0.02088137940304847
CNTN4,0.00045774530101399613,0.027503798404781007,,0.03353720897724929,0.05565238262835755,0.03602241344901568,-0.001470657552417778,0.038271380362791825
INSL3,,,,0.011254312298429362,0.06135023074679486,-0.02761630469291413,0.04553194363410312,
BTLA,,,,,,,-0.022738771493613422,
MFNG,0.11755927622026152,-0.01833233055953101,0.06667398266428173,0.07321309978313986,0.07749639914343524,0.0031099279728888374,0.012386133112876152,-0.014148711472076423
ICAM1,-0.05987747535183619,-0.023383909887220593,-0.018848106352410663,0.02659728715584637,0.002475219389661447,-0.013053408609549877,0.022181053725553092,0.03202269514582107
PROS1,-0.009780576499018043,0.05427888278172745,0.01753445306774384,0.03550425160293069,-0.025533943995732444,0.04295223872940888,-0.003176766860541931,0.039864906442835434
CLCF1,-0.060153188828569196,0.008728521405907892,-0.017574540954769912,0.006820761012250551,-0.013332520242752593,0.027699837790458783,0.027278421830820205,-0.02741105600112121
PSAP,0.04158746484679472,0.014200373647629782,0.008540960298264262,0.06082103026800737,-0.07122321871912952,0.0063870172922237374,-0.06787286694588322,0.004715215487296683
EFEMP1,-0.12250726443121933,-0.017880079142481534,0.03380293044844967,0.11328771003605224,0.09302830992121905,0.04502616325768372,-0.011142133078703842,0.04574130639255753
C1QTNF1,-0.12043513726084393,-0.016138675964852127,0.042078575906233685,0.07348528684206192,-0.04658898245237462,0.02685762330540894,0.029165364327789104,-0.04531277820728853
ALB,-0.02913367038038166,-0.030806441826548087,0.022852446726034766,0.012113884959825818,-0.020990270706955257,0.019941700772687188,0.03781368551169339,-0.003839958923276156
CCL13,,,,-0.02450743635803686,,-0.03097742427341061,,
EFNA3,0.06990853479519518,0.02179930154809944,-0.08610061311930671,0.07786985646465873,0.05589268715487428,0.0012021610525096622,-0.00030470033494344535,-0.005964684475822772
DRAXIN,0.00700136299065283,0.005734220589412135,-0.027036043448541082,0.009685456270269713,-0.05474387979205209,0.02722631690067736,0.0634337107660278,-0.0033990459603741555
RAET1L,,,,,0.2666765169248405,0.023406642208685473,,
NPTX2,0.05344865343879509,-0.027774842913586107,,0.03936013674623559,0.03828279860461605,0.018363150436917268,0.004737345501413074,0.02830876891890994
FGF11,-0.08631689164901998,-0.03080252567804071,-0.07040438927404395,0.05802119754799521,0.004413641802498291,-0.003997196731542802,0.022186493069506635,-0.11611158252340874
CD59,-0.026723750474054755,0.07879308693770738,0.09402406671598883,0.03495951374090015,-0.05406835033031402,0.0026422775406969297,-0.05774334690466242,-0.09480080920414728
COL9A2,-0.09330645756704777,-0.026593383178724218,0.041840129909164345,0.010358361941134478,0.09485353790892626,-0.0032182261238891197,0.01675958441307319,-0.018555392937062147
DLL3,0.09506819044683136,-0.05040998401627806,0.051567220431194945,-0.02132238885153853,0.10417151074610612,-0.06363219600514332,0.12323521074906331,-0.05160478931457194
FGF5,,,,,,,0.008154387849662475,-0.02671088134451093
LIN7C,0.048341815200713845,0.04539849295733289,-0.01754328265113399,-0.01028746089095177,0.038825513368991905,0.024294011437030655,0.03904889016709035,0.0040649698277467885
GDF7,-0.020583482243859384,,,,-0.0244254164857842,-0.022450443765935784,-0.03354441274521228,-0.021788811416040613
PSPN,0.03471123079120748,0.028805427093992857,0.012433280685632346,0.017490444997394723,0.05768307862353378,-0.034119835434289425,-0.023620191219521323,0.025703684909178105
ANGPT1,0.0032461046800045484,0.009035905514944778,0.12152774169360113,-0.03573190016636689,0.04307512732332749,-0.048625331948956255,0.0026252036143870746,0.05205670220076709
PNOC,0.03513844851524444,0.00831529140942454,,,-0.025974095330886484,-0.026615918032726043,0.01002110152989423,0.023659246982136967
L1CAM,0.13769302861019247,0.006429515723017084,-0.04792891788303847,0.07673717506682197,-0.029690328035835097,0.04464289779905161,-0.01525664146029114,-0.011816700472011957
APOA1,0.013901020818673213,0.05622473460458909,0.020642702709773197,0.0955192396684226,0.04155050916747527,-0.030900769049724122,0.05563114281081917,-0.003368589803339719
