,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,ZH1019T1,ZH8811Abulk,ZH916bulk
HBEGF,-0.021578556694192938,-0.02252123968136138,-0.043080251674096695,0.025527374477624935,0.04603204960509898,-0.01970453879745173,-0.026222366571970752,0.10736579009864165,-0.09257245303170401,0.0006196962707808582,0.044556100990320965
CSF3,,,-0.01658919943570193,-0.00444187252393899,-0.02311023090696307,,,,,0.02333457348678894,-0.04060247853172541
PI3,-0.03671601310106351,,-0.016423204152946205,-0.03452584695277633,-0.010565136925648965,,,,,0.017920130367438485,-0.05686902654443107
PCSK1N,0.03975112373815437,0.11004671678266734,-0.07164646633730318,-0.01185923515230123,-0.06010648201323707,-0.013062493743065551,-0.008653041809615299,-0.05462221578182151,0.07788958071438254,-0.05219434399943733,-0.05607034328207448
NTS,,,,0.0766218454692627,-0.028405253745874166,0.048685104824729215,0.03113038178920715,0.1776989010464355,,-0.030142427752633105,
SFRP1,0.01836431445579142,0.03966542996931686,-0.024687022872810608,-0.005924829942894971,-0.029683815683694225,0.07366859526897873,0.06737552277775269,0.0666831535506262,0.1010481370556187,-0.007801135206682839,-0.05065486110508607
CXCL13,,-0.02090840032690461,,-0.02207158756090601,,,,,,0.0013988572025610232,0.0604047300410812
MICA,0.009850686244546544,-0.00917937554186415,0.010513219565851316,-0.010572746113653999,0.07836202456256713,-0.004248368037021618,-0.04692404924992184,0.02940228360272868,0.030959367251876514,0.008793403481961956,0.03889062024745159
TG,0.03454758428300072,-0.017978134411990317,-0.026641208949557106,-0.01678286867142827,-0.027891981079134848,-0.02210039943719497,-0.01007417145244478,,-0.09255143552834966,-0.017168254433703276,-0.008645689077692423
ADA,0.02350693415298593,0.12401085434187577,0.020246689547344796,-0.0004957156806397815,0.13545373213578865,0.021591450138144494,-0.01636126460417776,0.03197665135955299,0.08427627609473273,-0.04116750528178115,-0.008429573996577793
LAMC3,0.07073034228725786,-0.01010733696281151,-0.0024134888614239782,0.0488614925972764,0.08144779649803834,-0.0557125432888708,0.07957523655131071,0.04168688116360954,-0.03713305717514072,-0.007296756681132717,-0.001900886995705832
CCL7,-0.02219919207426938,,-0.019261551505089503,-0.004213964531346249,,,,,,-0.019365009505380903,-0.011759863668843623
NGF,0.006086762806628013,,-0.01718045486630342,-0.031235046757379904,,,,-0.02160909159152132,-0.01037551425382952,0.1342230694444291,-0.023748384796747818
TNFSF15,,,-0.00828303728340828,-0.02166611490719654,,,,,0.053157790131355326,0.07184775108227077,-0.023195229815434842
HMGB1,0.04316022705324163,0.036269128904709076,0.01579302263523103,0.03640351974083408,0.059076272721142686,-0.00021099496026278527,-0.01961856413275126,0.01213736172693564,0.05067362656041693,-0.053602824720094186,-0.0012086969337214274
ITGB3BP,0.009777246987950329,0.014679702031414563,0.03638167357645112,0.032157854963701354,0.10011306844130655,0.005896416789554003,-0.008700915428924746,0.05635260887318996,-0.10341412547766543,0.04087241996534783,-0.05413426938869206
AANAT,-0.021090575779616184,,0.06954615215421142,0.05515480218334173,-0.020846053685313736,-0.01987501836900576,-0.011612658801959875,-0.020315724062941208,,-0.016988577462717012,-0.024791823383483264
RELN,-0.0134896771164487,0.007973178672624467,-0.03387559113324291,0.09315217074157588,-0.026100883482916917,-0.03009824397538676,-0.019567935900178586,-0.037136450255074796,-0.06327697770725726,,-0.044635692355603225
IL15,-0.006524729372017342,-0.02290386819145291,0.0473251129287779,-0.016829194246465083,-0.008286598352233035,-0.05058661537610782,0.043840784429908214,0.04359175894263407,0.0877963714633626,0.05810306701024579,0.105482036599239
UTS2,,,,,0.04012793574411341,,,,,0.10310762715519534,
BSG,0.05316394837960194,0.03737018408935506,1.6562523475753252e-05,0.029866962603157,-0.009195889921840191,-0.029514985546627518,0.03252094006634233,0.004353389463660998,0.03891538392337739,0.07188132267195618,0.059282361336721934
ADAMTS3,-0.015727365124590498,-0.03158888560547719,0.052323617877967264,0.03900828935435054,0.10825381608398466,-0.059276285418077904,0.01378332653004747,-0.03262227917423372,,0.011017247087577068,0.009284302108827679
CD34,0.03837050429516357,-0.013681010017754031,-0.022127355016663377,0.0361711882936163,0.04974331043286332,0.04066154043879906,-0.02172696931048095,-0.009024578244367788,-0.04349395587012209,0.04352286888968247,-0.012357173167954032
CCL23,,,,,0.042398412645197316,,,,,,
PLAT,0.07998203723705656,-0.05420674095699484,0.0024028297031775513,-0.022933358109833556,0.12709715673284908,-0.05220825108856021,0.04542902627568453,0.11421227370563362,-0.05825899285323571,0.020357995584313116,0.04594981442019136
NTF3,,,,,,,0.011518589660631543,,,-0.011524258485776368,
LTA,,-0.013221176556206722,0.023824693762379338,,,-0.004359775095676651,,,,,
CKLF,-0.020581018518339197,0.048002973623298924,-0.0504495022612684,-0.016342468395906314,0.1254182406266287,0.011522217388319241,-0.008687035175466106,0.08091945040982551,-0.09022135488641063,0.04014615377569601,0.09829361279174201
CD24,0.04534771200219665,-0.02485045984120321,-0.02496368543759185,0.01401412491557093,-0.05438526233754198,0.0916322867649308,0.06370099506715393,0.0660263858865891,0.012103520339217067,-0.03725538740516842,-0.08102903242675158
HSP90AA1,0.004827583783740002,-0.0028559270333467744,0.07548083337997574,0.0747722463895829,-0.11393440585968415,0.015553180845444927,0.01690930630127667,-0.004854547176117625,0.11015717756635646,0.01071467344488345,-0.1510772601574999
BMP4,-0.004095621440709871,-0.014015222175024121,-0.006773917597980458,0.04178296894385732,-0.039155235543632524,0.05376373538239753,0.04755007019301814,0.03545085045179818,-0.050715444457353216,0.012564276739508103,0.024877316638142175
SCGB3A1,0.07057414697554537,,,-0.02324884611951877,,,-0.009795391279262771,-0.01951499338781226,-0.02931108337747847,-0.029474363120733517,-0.02954198225798194
IGFBP4,0.00966424565046852,-0.060429494088578735,-0.05333402499124211,-0.007406183625322111,0.1116666829951916,0.027407709702056696,-0.0014109405297003971,0.09167675398109922,0.019739256267805167,-0.022669298023054917,-0.01516410650250789
RSPO4,,-0.0058897811032796645,-0.013420408572642515,0.044050129571602405,,-0.022262978688490753,-0.009795389846465212,,-0.056852842679557404,,0.17664251979148884
LEFTY2,0.033921868718360344,-0.013383552719984752,0.016758078288863356,-0.0416488825828897,0.07259534123483523,0.0571611808498777,-0.010740764766899136,0.02755159177918969,,-0.016438700155915954,-0.054052250010718485
PF4,0.008210188034015724,-0.012026457023707748,-0.0168053242129987,,,,,,,,-0.024488907559473284
ANGPTL2,0.010870838748583465,-0.0006027893475076555,0.053711286184436095,-0.03363767461644603,0.06081403287100569,0.03049361919022308,0.018558144580307554,0.03763684945095307,-0.03575452937716116,-0.011545856289450184,-0.003388981178623844
LRIG2,-0.031076002607521705,0.02291694324974664,-0.049715965747089294,0.01897924148457024,0.00833939354610769,0.012158722573301042,0.007915682379340018,0.005251796220987125,0.030168784389410105,0.010428691903441334,-0.012128559927840121
ICOSLG,0.022789858936114047,-0.021499819912622113,-0.027382541406294803,-0.017650098774951443,0.07113709647096532,-0.030628359902555028,-0.0027152385658132557,0.010181635109354888,0.0611361111991776,0.059633775893721194,0.08675717681764038
WIF1,-0.04143532095437425,,,0.03905301579457267,-0.08548005091370288,0.04651409316443122,-0.01843289560198393,0.0446963280614814,,,-0.04493662214959639
NPPC,-0.01623063735384418,,-0.0030602533197685985,0.05287248447885271,0.053862582427841095,0.028096079916337117,-0.013613194746652119,-0.05364924562042009,0.14275581541156038,-0.028908467028785037,0.004307659988610094
LYZ,0.007594356086636514,-0.035876443005764334,0.007895662913447517,-0.034674865094334435,0.08876126979658044,-0.02403660595225746,-0.02185706385650773,0.10588410522638715,-0.003374413622403784,0.03212126088993692,-0.01682497163115704
EREG,,,,0.011979004012857364,,,,0.07624333846878754,,0.021377286513056756,-0.028193987018364192
SPTAN1,0.048023423408940794,0.060239676250941274,0.058535755458157625,0.06693259404706127,0.003993335342346428,0.04630534749438027,0.07440518601233492,-0.07465391779161944,0.015536289417932522,0.02725988545741634,-0.07081763748654854
LIPC,0.020993779073695703,-4.550186909422697e-05,0.048624765974913574,-0.012071145670388037,0.0659245107854506,0.027740408373074593,,0.018100585987748913,-0.014167960204724949,,-0.023930776450322332
COL8A1,-0.0638474952611826,0.03136962586939918,-0.018920698478519637,0.03504901962891592,0.02024686652951495,-0.002598758655123176,0.008433589499538145,0.007131698657004782,0.016915749454662992,0.0055666560476380295,0.1181394142810236
GSTM2,0.0747729685780263,-0.02635307353723178,-0.0378235792015186,0.047384830471522796,0.005673723687016494,-0.024672771286374535,-0.01838400773991823,-0.03535619857375385,0.04153501185947256,0.027892272795335432,0.035400149322769345
SPX,-0.037978976038033636,-0.02150668805224275,-0.03809033520198631,-0.04505820151152062,-0.06648693695843576,0.050308546259295865,0.03975194600395116,-0.019992671799928176,,-0.019524694620952857,0.03301940471585864
MFGE8,0.0026479605411330012,0.014698135556907316,0.008325738819102107,0.05404843555125254,0.03095966980958417,-0.041147259577583896,0.023512151792479348,-0.03301388596653612,-0.018786120138344842,0.07296363755063082,-0.03425155473097415
TGFA,0.035817659951531196,0.008467709510233066,0.012225901332562353,0.05145826039123191,0.09039276478905227,-0.07361389126406473,-0.03268740049330927,0.023983581599970744,-0.06197009587743243,-0.013033978590098642,-0.07069963527731325
SLIT2,-0.005001842685317259,0.012021098567228515,-0.03558119350890925,0.03241332283746217,-0.06926824307256875,-0.05181205096253694,-0.006682928262240283,-0.03694611177279234,0.07647263506770105,0.0043609509460966695,0.0005932989925994738
PLTP,0.03264249584473928,-0.012465520866779017,-0.017413512309146617,0.03314101140868608,0.14880619478941765,0.01984565414438888,0.05600092564029353,0.07005336045396368,0.04260626191185639,0.03804098177078131,0.046483519044030634
APOD,0.10439632509166569,0.0035629481863022065,0.025218363712138717,0.017596800179560546,0.04081201026229934,-0.033646655580524515,0.007440734255848316,0.017949749478455866,0.012313881104105587,0.035377055923659806,-0.030172761363890764
B2M,0.036185971492097714,0.010552085023495361,0.003062972177387473,-0.044164485699391805,0.14454998695240612,0.026350260681373843,0.013383661463996752,0.07291295999527404,-0.08590493535176191,0.0356474281469503,-0.0017983208687373097
OMG,0.06612217333686843,0.055462290051143365,0.029535365221267415,0.009326155713844746,-0.023746017807531866,0.0411799064898406,-0.0036971902998166415,-0.05220918592396578,0.09527059342834256,-0.010816387519376126,-0.029348084499311245
CXCL3,-0.0002006926019318326,0.001668013243748485,-0.010711758206720235,-0.020431611679682223,0.00017281197925191115,-0.050202387301675484,-0.010478996618655548,0.03881581742261587,,0.023732432978605344,-0.029549531263707345
CXCL10,-0.0030506925836869324,-0.023137943631255518,-0.012963793689024656,0.004635418991902246,0.16869079408230242,0.012204870075665406,0.0016072012743959295,-0.023520080417488737,-0.04734135334688313,-0.01999685660476319,0.0649652164775364
RSPO3,0.06369684760434659,,-0.004937272178123998,0.016549547071976187,-0.03423032550027323,0.01706092284238607,-0.025446185107528566,-0.047742199195977705,,-0.02277880170885935,-0.027376502735959173
CORT,-0.02617240550091311,0.11417818062326313,-0.022497392678505194,0.08907578189860305,-0.052474401343004365,-0.002649708311992124,-0.005366458193428491,0.010210294321490274,,-0.02208123553909936,
NCAN,0.09370392008099422,0.03390192304906946,0.00817557746669805,0.005961587357163939,0.07137960823326087,-0.04446949095095944,-0.0227469083618147,-0.0256868092635041,0.0030179787776848112,0.011333888624622144,-0.08832026458187535
PRG4,0.042637358769451635,,0.010893986501143755,-0.01860065145721942,-0.029652761813650726,-0.008450371017260476,,,,-0.021210044251232442,0.12698207427252714
ZG16B,0.044823920528721896,-0.014471886384454293,-0.02235538968817321,,-0.019997558117940312,-0.015209829420956441,,,,,0.1467556093151527
TGM2,-0.010986644822832764,-0.012895590783572228,-0.06079226505693046,0.020648621193169518,0.058588615447052204,-0.01940740360728188,-0.012400165139170924,0.058867000275622534,0.012730059858385467,-0.004201530074771453,-0.0011641310920163504
VEGFC,-0.04238881504971146,0.05172074046208986,-0.025348735431057902,0.08925396135500022,0.032478189030927064,-0.014088132906738852,0.014552970026956564,-0.02511917068371102,-0.031793156236163585,0.0481570701627742,-0.00019909615555637137
WNT6,0.10502276896799013,0.03423486592940221,-0.026641210055714234,-0.02562990693875218,-0.016302245680874843,0.010209229778782077,,,,-0.028908470929055734,-0.021587238784138416
NRG4,0.048300150582615255,,0.06361041195683274,-0.026494195546428102,0.006627917973895444,-0.029220545008315942,-0.007495323569152326,-0.007897383407058076,-0.02437050056048438,,-0.016824265198150137
PMCH,-0.023565386469472507,,0.04385369886652432,,,-0.022262977614061572,,,,0.06936768659810438,0.07965989856969574
COL9A1,0.04309413296968041,-0.03324145434945444,0.03534032850635256,0.05048844861967824,0.09629496261901126,-0.033113589053710014,0.03455218006724335,-0.021921278575646085,-0.01161864688265276,0.027047481157122976,0.08361106686272428
GDF11,0.07566423149742661,-0.0006237288254701887,-0.035429035853102246,0.044149562073763346,0.12360380868834127,-0.010033891158815327,0.023764878781883304,0.04297588940877468,0.06558125119313574,-0.04853130939386602,0.008263346842651917
IL24,,,,,,,,,,0.10420797104651411,-0.036293555877066945
SORBS1,0.06362256321483414,-0.02050799003419887,0.01446389465510973,-0.029336747642377724,-0.029569599257324906,0.040191985100320765,0.03244834936298494,0.0723990427702555,-0.0029384209625384987,-0.0029390583954952304,0.09225986546260319
DLL1,0.09108095213258154,-0.0019357008117557985,0.04807229962692316,0.07400064853850653,0.060795997306521916,0.015647144223645434,-0.030779012058035637,-0.03264848815434517,-0.05423882786882546,-0.06499916656736825,-0.001833790382825373
TLN1,0.010099165440309416,-0.0005872696320126971,0.05073530191909138,-0.02260856672393428,0.09636632467426401,-0.08004751191333291,-0.029362603265717765,0.04011812518839428,-0.06867439650028687,0.050397575412413596,-0.015870983856948843
COL2A1,0.059586139658766114,,,0.02648468693839979,0.0729240747142414,,,,,-0.03208217113683656,-0.029248227906629197
SHH,,,-0.02001591761133675,-0.04211559489908803,-0.02151605232249129,-0.00995515373147546,-0.011246856122339813,,,-0.004355196745318648,0.058301515962201164
PON2,0.0614046512196649,-0.009394171555944198,0.014864666082987048,0.052434078482469455,0.09352369553650139,0.0160450488439463,0.06976143976071875,-0.017167628424590405,0.020275265484767303,0.016417938331978375,0.038991953690613
ICAM5,0.025282173821403846,0.0016576193002294211,0.02468799967832029,-0.010359460929903941,-0.03819466198854351,-0.013696802177922,-0.02518125719449404,-0.0069366337139659855,,0.026107595741260477,-0.05718481613421604
HPX,0.0015193100279569428,,-0.0025072353845236686,-0.015024319315652391,0.10066853214912734,-0.019964136970475475,-0.009795390280646223,,0.045029634005931435,-0.02372789707879351,-0.019649190638066645
SFRP2,-0.029513882070907715,,-0.02279596103711703,,-0.02184370939606488,-0.0022485958605265835,-0.012467725649177324,0.08412406841457848,,0.02888165332214735,0.03670763405673369
CFC1,,,,,,0.08166570581335647,,-0.022834176613085882,,,-0.02872544010021908
CD70,0.03207578809627397,,-0.01598957770566361,,,0.0588051486026382,,,-0.04924537652890593,0.06347312803236019,0.0353210380409456
HP,-0.00524893262111472,,-0.035112269323934055,0.04531232729610552,-0.005481773241530047,-0.0177057208985446,-0.02647968138472213,0.039983251169950405,-0.10939232953786411,-0.005744940139929119,-0.047525272091067675
CXCL2,0.04970473999203659,-0.03397330184630926,0.021339413519035545,0.028765942694628403,-0.049482911902094674,0.030046100836605652,0.007250063910059385,0.0193966099526397,0.0006848108431584391,0.038495835639080614,-0.03434317665730531
NPPB,-0.028639103452113727,,-0.018376012008195698,,,0.016608514874557313,,,,0.06424775557227401,
CCK,0.05779884678756943,0.10924122141044497,-0.0005531159145194681,0.09606583487312502,-0.07549545320749777,0.050809394762609414,-0.09721221276901833,-0.04495340956876753,,-0.001261229813706172,-0.09574923385928447
SEMA6A,0.015205812542471303,-0.03302142502279025,-0.024020433503655115,-0.03797259131896172,0.08562433067567154,0.01958940895408649,0.011527334718660444,0.07260945915072207,-0.06029198272573565,-0.009316474088898625,0.05636090753437167
IRAK4,0.043949968306322425,-0.02384298994794583,0.015609662355132121,-0.01339569746048851,0.06954588155559802,0.054405091070246034,0.004560239305130823,0.050683560709938326,0.02776216404572566,0.013149645329761896,0.08999221814461762
GSTP1,0.0748331781182127,0.026296101896452186,-0.03692745974828223,0.024071616088947746,0.13139378337035323,0.036446750750389154,0.022219333943089736,0.07168471249744271,-0.03224496886121064,0.03298305327423031,0.12370604581014598
VCAM1,0.011597201685767935,0.010572392097330355,0.007772509123411787,-0.025198944084725075,0.11738618147735042,0.027102770266111284,0.008347095159593601,0.02529629823396045,0.012284497730538134,0.038386978838548254,-0.03361403788562159
NXPH3,0.02970855560662636,-0.023780865561760532,0.015113477523854146,0.01612194051833866,0.02347835875695445,0.03184597639124103,0.06077280697432222,0.04960921835283878,0.0947938744146387,0.047400787183794514,0.07766221822761615
MTMR4,0.0016885497117764242,0.02457179770003976,0.0856940742266775,-0.006338109494890272,0.009332529589452998,-0.01640953353678721,0.02407475391547143,-0.04114657562892225,-0.0903730449440431,0.036227203873358545,-0.02660836900527623
LAMC2,-0.022478701614626225,,0.00012999697644709037,,,0.0061689498965214196,,,-0.023614605078129444,-0.018041965979298673,-0.031261524469440645
IL10,0.034331571823435915,-0.01916955331388502,-0.001037889514105311,0.016827128557563006,-0.014605082238164396,-0.025707698775933135,,0.1271575078192532,-0.01125624678869546,-0.03434072065323543,0.015119664141519192
SEMA4D,0.012997434080378675,-0.008212136464093642,-0.0037739770591163845,0.009298149018799147,-0.058767707004035885,0.07566750266495759,-0.07432478084089487,0.05482643560234735,-0.029760671941684615,-0.015272423442944176,0.038236732148294615
TRH,-0.013674260619652628,,0.05515424455842975,0.07598542955063954,-0.007643163887660839,0.07158549673790505,,0.025614929172186586,,0.007317136382513094,-0.019766232798313802
SEMA6D,0.042731676161972446,-0.0064660555271756045,0.011717237729374894,0.018627527036778734,0.03009592219255805,-0.004546803221154244,0.010025299271597827,-0.00881321182462649,0.05650930802221975,0.0383154192548384,0.06279361988777002
CEL,,,,-0.03225418701932691,,,,,-0.056068113332370446,0.015786038547718123,-0.0016034693566995251
PDCD1LG2,-0.020648064585645186,-0.034550844116251506,0.021954760249856056,0.00494186567724987,0.01465897282255948,-0.005051347294368333,-0.009732549888137529,-0.004288111908170838,0.0161068043145704,0.005653582792669532,-0.047786917552086375
SPINT1,0.002452389540774785,-0.017181827665670876,-0.014919426504284081,0.09124688041318431,0.03328024313630617,-0.021530591399942216,-0.016007822755781245,-0.004227522874354039,0.01343458789859292,-0.06092343946390851,0.018963859404748477
CTHRC1,-0.003464322280914965,0.18784764492015318,0.025349888173568553,0.012981390687497592,0.06231625173531688,-0.03935655200891238,-0.013478517432127959,-0.00016132618135538022,-0.06272080020040258,0.00039575469457546133,-0.014253041385632293
PODXL,0.03404389326140116,-0.04524705169915807,-0.012484043408712802,0.03550957015098741,0.11443823523358597,0.005272019078111458,0.017888757518001775,0.02277593304224177,-0.08272913287314522,0.013789367029042154,0.05510199776047451
JAM3,0.01938078683631973,-0.007658374786562598,-0.00466657933629304,0.08383628154186236,0.040291871751712796,-0.02354016498220836,0.04052846956728723,-0.0033561867680911768,-0.011276577023906442,0.001701129814070594,-0.004173263851381829
TGFB2,-0.021146336672706878,0.010682879507598463,0.012600325334885776,0.11975629700116008,0.1402587744929089,0.03119461001114333,-0.0023328866870145778,-0.009241778494195739,0.001224500570721045,-0.04028023051188511,0.07640882794758018
COL18A1,0.0516144256450779,-0.009747010486668749,-0.044107950187791775,0.06943427019563064,0.15162387107252032,-0.04970587102517133,0.02006903080262741,0.05512771831436925,-0.039293169546333225,0.06518649409441944,-0.04642600122531633
NODAL,0.09057453372048664,-0.012890605498827024,0.03722137324149346,-0.02061672354363506,0.08142689058568468,,,,-0.06478886180126336,0.016599701203001006,-0.06512280674401866
INHBB,0.04617697162791787,0.02947529421470189,0.026534167155321257,0.053631117261924766,0.07524553343785371,0.005513070089150207,-0.035269150849655165,-0.028335108740471803,-0.0037035890094658337,0.03615418431315369,-0.02247476371914463
LCN1,0.022465445519187516,,,,0.0409338554806445,,,,,-0.023334755578346612,0.11269566228661247
ARF4,0.08848287775758647,0.004667535187237154,0.024336963107215094,-0.017858495751081727,0.0705571502062768,0.013380739478428933,-0.006748230457832386,0.037868474093226266,-0.1304636418412965,0.013437633627038238,-0.05733682411553828
CXCL14,-0.004458029059945966,0.010033574955647008,0.0026920994932907102,0.053878027220074204,-0.015663156857344075,-0.03318579995908771,0.022616693832981483,0.03602266213081087,0.04584774315753,-0.05419362148842085,0.05580627973313161
LIF,-0.050999671463747884,0.061774316154450566,-0.03313387678109853,-0.032651259393404033,-0.001703954739212589,-0.028671902931350343,-0.011612658801959875,0.04109751749008248,0.042859088414394404,-0.04437431013892962,0.05608798789027263
IL17B,,,,,0.013728046586923075,,,,-0.043327811378184276,-0.020306174088831813,-0.024791818404606713
MMP1,-0.020261750197838883,,,-0.01634864823470887,,,,,,-0.03208217418253778,-0.018958582634699604
MATN1,0.015550328203588495,,,,0.05149359816564114,-0.016971772586800053,,,-0.0473446536191199,-0.02936186286749843,0.022002222510600498
ADAM28,0.021145039570308655,-0.0298030781348403,-0.009618576107484995,-0.000515185031848331,0.08726891454112316,-0.04049558061494211,-0.040497665021514584,-0.00480062984625389,-0.008973463690177175,0.039352788818118045,-0.011981780146385861
TCN2,0.01377228989669098,-0.02086912710939989,-0.026764356630709373,-0.005360087415160008,0.07461464065528924,-0.024342815165567286,0.07285889994081401,0.04472504610860514,-0.01198053824919192,-0.004001495567826055,0.022435417115916543
THPO,0.04885362759417653,,-0.040607171373058235,,0.04562062862142168,-0.03484231321375102,-0.012084074252692218,-0.030839556239302512,0.04065826645913312,,0.04181988618024287
CUBN,0.036401905331133695,0.03337931391455,0.034898647440143885,0.07156947829457173,-0.02730478533933157,0.013658019716666692,0.06713492059051919,-0.023714632132801002,-0.0840168286473893,0.009781472887912332,0.05230035990921197
TIMP3,0.03373737885581323,0.024498913272056385,-0.04114295551003632,0.017763274453490366,0.0842697744607566,0.021402247960279168,0.01867541473812458,-0.009002261450107659,0.027444745529257197,0.034647632034321425,-0.05121406013721877
PIGF,0.07811302419082405,-0.0022411246286225045,0.04302840302551569,-0.019395080448023762,0.07012221501756485,0.0111888533782426,-0.03761712388713026,0.07223233578495386,-0.012634140092776013,-0.005280349434013988,-0.03178978054895042
CRH,0.03750821658538014,-0.016177675910624176,0.003048464308222143,-0.01661320655175368,-0.03693438064463686,-0.026717531714290057,-0.021863615432563422,0.054451503377910104,,0.05523869106667933,-0.049482308437019895
BDNF,0.05014513676893089,-0.01447188362598912,0.03913830954045735,-0.03621941672514693,-0.09666424594938064,-0.013273829517451825,-0.01965783286393615,-0.030610470827810675,,-0.007194240541540428,0.03346919388340882
CCL5,0.05334317141930524,-0.037338754148586034,-0.030808731835392476,-0.025481045427754454,0.02058784086849495,0.00500384545966378,-0.02086027620113636,0.07278995188077911,0.02283306340535385,0.03506254729847159,-0.015217060664978688
GAD1,0.025577242345499684,0.029013119496708498,0.03129915552991405,0.02000500371343865,-0.04492379100919133,0.025447725322659247,-0.04651745750555455,-0.011338391955222724,-0.04986511437386663,-0.04006505421481617,-0.08588330335668863
