,UKF243,UKF255,UKF260,UKF269,UKF296,UKF304,UKF313,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
PDAP1,-0.023470337552392355,-0.014458450559730527,0.03497016198175145,0.08052073782457361,-0.026056166823070655,0.04826908495427281,0.015419137982248332,0.05148363924983324,0.028108694729160062,0.07970906175089924,0.021846258466933572,-0.0006619901427049212,-0.014116020727323896,-0.018302640958557662,0.022560100630152156,-0.05752816458761445
QDPR,0.05594994490092523,-0.04413868642277088,-0.03237978275238234,-0.05943780245380437,-0.0036292824533819355,0.03925549840213108,0.04617503396273164,0.04861332551287442,0.010104840148403233,-0.12169141570456955,0.016841912284665504,5.268803194695279e-05,0.03810570020909447,0.03125499921219709,0.01948623589188752,-0.07094534220398518
POMC,0.04332235949078711,,-0.03673287329940131,-0.031827087844319826,-0.030505868373570312,-0.051317610562237236,0.09245183984478396,-0.016029245885630712,0.06369457238426766,-0.08408156734662181,0.06449487983080095,-0.0019464540024877342,0.0333067199416041,0.024479697451885628,-0.022911030523396197,0.048124850599824985
CCL18,0.020368495418573097,,,,,0.10854793532592959,0.01618873075130133,,,-0.02962787321795236,0.05618422840894424,0.0029910332116835406,,0.029937189690242793,,
CCL17,,,,,-0.02619541197478473,,,,,,-0.01644362292725221,-0.03212048253493836,0.13436361474010156,,0.010926323051187755,
VEGFD,-0.044143412857204974,,-0.021547503978297862,-0.017536667267579045,0.01009290454954731,0.08995128348774623,-0.021397930456827828,,-0.027746956353839905,,,0.014393670776218748,-0.023420613891615965,,,
TNFSF13,,,,,,,,,,,-0.03155284252734081,0.02575043348778863,-0.023813203318583984,-0.02268722074529077,0.04806632691107821,-0.00719623081719193
WNT5A,-0.04436188978539754,-0.02970305718075618,-0.011253547280485507,0.12205993297620349,0.061101175404396746,-0.031862549108950866,0.006661526755934508,0.08577450552880894,0.05168229374816444,-0.012967918224761392,0.018264673451481722,0.0434692047992464,-0.05540700934441537,0.049069907360647015,0.02992172225917264,-0.0014909803717232052
CXCL8,-0.07711274870213139,-0.02515123577731701,0.030853059540415825,0.08786500720125005,-0.017893518935057938,0.06954127971104235,0.019561025606338652,,0.09677825037032084,0.0358038758590284,0.03313843096046452,-0.06857095318599449,-0.014944909673291566,0.02052892179598241,-0.011337239411477058,0.08968843176579351
GRN,0.02865533122260857,-0.06401197200320007,0.08194665805259466,0.11394580891566888,-0.0024499946183306745,0.028537735783990756,0.0035929870780081314,0.0753587081808191,0.009525567366055981,-0.023628323506729366,0.06333851596720634,0.008130860438224674,0.04277800601026961,0.03619917344873389,-0.04092191210374778,-0.002314549388859417
MIA,0.003947002902855288,0.04676769309746596,0.12080308878705655,0.04259603262208683,0.004302776975799805,,0.041082985561303645,-0.03936776885688363,-0.044195659518647866,0.17361561305857767,0.02514557781245434,0.08344660948701679,0.06580918559283586,0.053672136431691886,0.07622030916831771,0.04259887527757814
COL4A4,0.08723872720521463,-0.03666481396231379,0.017214123469258574,-0.023109222256231146,-0.03671066285490807,,,,0.02429516227867085,0.0019086874143874756,-0.011998604009031208,0.04769951249903578,0.07622796539308205,-0.04071711504478664,-0.045312774606226236,0.03679221294678562
TAC1,0.06437902233494189,-0.0698296815956947,-0.017010126402890565,-0.08415798288651642,0.022439300873578368,0.014428905867814753,,,,,,,,-0.034856861240274956,-0.030514059028595625,-0.09846508336891709
RARRES2,0.02570257016828011,-0.0032969666062508656,0.06347427859589994,0.13749052491258426,0.02676753436577981,-0.0034107427808542255,-0.0424475193517761,0.00028562758071394226,-0.05238334102171745,0.0030883340339191447,0.043425401079299895,0.026503281648262923,0.051605532472844974,0.1164647850841934,-0.007971067597196787,0.021685891380303336
FGF7,-0.0293530059850295,0.031223538375570792,0.004971741231776428,0.08078025708326106,-0.008136111251136575,0.03869016013393475,0.04189891888485484,0.11261324218092761,0.0036119735782672918,0.11932389977588592,0.02732215945799323,0.01964667270234112,-0.01597807391757707,-0.027994260245323897,-0.007647058617151464,0.01585398467004355
EFNA2,,,,,,,,,,,,-0.021147933074236822,,,,
HBEGF,0.03167110581088235,0.001983190880041056,-0.03218209488032409,0.051407266462099026,-0.026032006838535373,0.013147984534308309,0.03048724277134152,0.07234109656286078,0.0649647211014686,0.0028069874078775993,-0.007464924067672853,0.035127774247341176,0.005405163329984391,0.03214296536312543,0.03352051423285208,0.12193699017878862
CSF3,-0.015545595044120222,-0.02566397604990195,0.03886071815158652,0.03712563543556874,,,-0.019256453671896854,,,,0.03924534430406062,0.0009934125813387449,,0.024521367623053986,0.021621091505997045,-0.006314084849847129
PI3,-0.05264345399825654,-0.021745075659417103,0.07833718273291915,-0.013160820265969483,,,,,,,0.03773694906574796,-0.04450892741855368,-0.018867729695425793,0.03914015313184711,-0.005226346894743512,-0.06187359540881217
PCSK1N,0.04600003844879562,-0.07246010197073348,0.011554091222657548,-0.031457202841406365,-0.040408055411444675,-0.015884322500851377,0.02422143242143022,0.015482575291751146,-0.007690624335541652,0.029738853736410716,0.008625777779606842,-0.0068628164276417665,0.0016224857035827857,0.020980221299708248,-0.006401789773942838,-0.0774080705209393
NTS,,,0.031074499139869677,0.10324470095495113,0.024783145103621045,-0.021377242367358378,,,,,-0.03836126057121664,-0.025764743346770518,,-0.04770004348780564,0.023819123153523275,
SFRP1,0.03905781520952694,,0.03474367499444641,0.021029928416380173,-0.004374491619469142,0.06568813163183178,-0.011238219004549552,0.06678207085828444,-0.002423112009257833,0.030050597979791916,0.04551984588310923,-0.02046910859649939,-0.038870829130548214,0.02537608651264962,-0.02200066374947807,-0.009422733440369438
CXCL13,,-0.018635083245535075,-0.008944896051381261,,,,0.03943572446131399,,,,-0.036935748509687207,0.014595900482724793,,0.014073432997435052,,0.07593532294361849
MICA,0.0981687870037932,0.0010301318825473955,-0.023037424844300144,0.05680815127393187,-0.011363902943914947,-0.008022890111917522,-0.026869575352321116,0.12034357446835375,0.02881984147073231,0.11487920546847069,0.03505931737686767,-0.013819481292161992,0.030732625362211663,0.03682058060969631,0.06748599853817357,0.10843895518185662
TG,-0.03542418983713256,,0.008018431312795145,-0.02950789119362442,-0.01895750588940219,,0.07870469994037933,0.06609364664354257,0.14060317458542332,0.07623710573629933,-0.021849463728969374,-0.03173209794120963,,-0.008067436860524023,0.06607265019429179,-0.020258325235812634
ADA,0.02263708706066225,0.002664612992285145,-0.03561632127789741,0.084465423389068,-0.012173462031006409,0.006545932137574734,0.006325064512943237,-0.018042386495616892,0.0825410521660403,0.03137644540859631,0.010941391583641769,0.03130067721466881,0.08993696348993739,-0.04046066708367735,0.09253853816791431,0.04668674554374398
LAMC3,-0.07073687440103621,-0.036919357916030446,-0.007420538083325576,0.06346351975790937,-0.023372700309231574,-0.06744253315031833,0.04844053971885446,0.022810569389602204,0.029018590070047284,0.02007941363190966,-0.037557306587634176,0.0778684513691143,-0.014226228733761073,0.04138706098475089,0.01706205345662108,0.1453176682756429
CCL7,,,-0.0092261062736768,,,,,,,,0.09679287936576628,,,,0.028514858527995835,-0.06620778591784666
NGF,-0.025602002973070383,,-0.034475020462712454,,,-0.021377256442854122,-0.02098772021395932,,0.06792964108459246,-0.010085656606939462,-0.028463233583072598,-0.001414205658570884,,0.029440385257704024,-0.019020826723717937,0.06601980548807128
TNFSF15,0.1023934346760842,,-0.023913514859605602,,,,-0.020471632842095796,-0.028038910844363007,0.00943930938211277,-0.026682340488936192,0.011949905340274042,,,0.003336181184726139,-0.015577290290490172,0.0007994611480505696
HMGB1,0.10096671060471928,-0.07300859896738708,-0.03517238991673096,0.09573213204660908,-0.012040633912312975,0.00987779221262202,0.008115063555105042,-0.011490405181665057,-0.016635058374803603,-0.06394716299666002,0.05494878183074266,0.011128261861646371,0.009620581438084455,0.0024340832682051253,-0.011365523625868281,0.022562675769836733
ITGB3BP,0.014199349722724778,0.005374942973297961,0.0035751127366535555,0.0646972367799265,-0.06380098232355652,-0.016362890981949367,0.062304482721316785,0.10089659723070697,0.09446980257275112,0.07452597596896422,0.04021258104481314,0.0121915651486268,-0.07575931783389989,0.048365526786615674,0.019136384536717784,0.003590444783866657
AANAT,0.04495062776364451,,0.04914237258773737,0.01315112251589916,0.005247007441256427,-0.020097764928080502,,,,-0.030858671901844655,0.13968743236891107,-0.028459390092575945,-0.027468271151797303,,-0.0007035165840066686,-0.02447578080267619
RELN,0.08292349516188943,0.044151237073987146,0.015150025290293098,-0.03909368766643646,0.04810439380612145,-0.06321198295741257,,,-0.0166647445430475,,,,0.011056161661647286,-0.005059385485746766,,0.022359087640123045
IL15,0.052955662100657525,,-0.001230029213502558,0.04326594282887734,-0.03497168534680512,-0.00047885192085302965,-0.048136689002243375,-0.012912043125241067,0.07215148283439814,0.06444910179530204,0.004284654820524623,-0.007308813554286339,-0.003410338408079722,0.02730191807483114,0.027416471166952623,0.02397535723064098
UTS2,,,,0.12078099873369597,,,,-0.05181960688490157,,,0.027905206992532964,,,,,
BSG,-0.01777459318887437,-0.05695658124121777,0.008875227016169844,0.039430803418158716,-0.00995696699139081,-0.01362458873895445,0.020119898078092446,0.05173549896292437,0.03055377404149511,0.0742600271478996,0.08476472958529194,-0.02493676313320275,0.006668989418729265,0.004097334921748799,0.0984786073814795,0.1050270077035656
ADAMTS3,0.048370212924938996,,-0.04188520242501788,0.12087229108073666,-0.0319092660076143,0.03621620091778331,-0.019578988334815313,0.07360074696202722,,0.022214970833736962,0.038565590115016535,-0.03166872348993787,0.005233498639847485,-0.016766802289763228,0.061964075758313024,0.01027335208311807
CD34,0.052912311341863076,-0.042553696386315655,0.02906568889534153,0.039520410195305354,-0.026928755925675382,0.0008749992880188433,0.018980982659919175,0.01848636244030087,-0.05532155065136919,0.06321903080770935,0.02432997916082213,0.04611539088734897,0.04810224543665864,0.04886562950534078,0.04920127804571214,0.03793172612416127
CCL23,,,,0.06846332050585224,,,,0.002744334560845608,,,,,,,,
PLAT,-0.037010720318888475,-0.05897347725060768,0.029855226292302504,0.11806772574783497,-0.060969001506960066,0.006765155900660825,0.019371703171043576,-0.02569844469032274,0.030688316866792322,0.02087644279702689,-0.024086570710870153,0.03550980797091394,-0.06743548602708176,0.040747881789784675,0.04181783900366505,0.08409720963787748
NTF3,,,,,0.006338957973076661,,-0.03428641893424945,,,,0.04024638032775383,-0.030152352134341764,,0.007203582379923482,,
LTA,,,,,,,,,,,,,,,0.04934709977103987,
CKLF,0.06035294192225532,-0.04027265814576118,-0.02355502154333836,0.09796549622089029,-0.027356330311492896,-0.006680281405097754,-0.017425518509383463,0.025890177122444107,0.03039851715910302,0.04307327298671201,0.04294630868640335,0.10145406487207562,0.08325275700350548,0.036428277903263105,0.07970115801329017,0.057079367346564894
APELA,,,,,,,-0.02678116163331922,,,,,,,,,
CD24,0.0022879188492642534,0.05582491839498183,-0.0012896009057710982,-0.002946290355845015,-0.00980428250916233,0.09587494716221984,0.05345494680087995,0.10653651627041971,-0.07844808362663605,0.16330165437806457,-0.007096771426904652,-0.04625293483568381,0.009824263146808959,0.010055587694790643,0.010439256406336831,-0.07728659247543002
HSP90AA1,-0.07885225243736037,-0.030496074965998644,-0.04487943184157102,-0.10714808853762635,-1.571699035554293e-05,-0.026118485569866914,-0.00516423650550123,0.022138107756023432,-0.01695177057583113,-0.09361241642515557,-0.008047945820731381,-0.09154129245339979,-0.010005660112908989,0.041277419417866376,-0.06810452693197679,-0.1463756021125631
BMP4,-0.03274858749313199,-0.06426314682976299,-0.03205406175299816,0.0210114503917579,0.008504094074955462,0.08907384355360613,0.01937240585316257,-0.004810960540207441,0.045438280320277843,0.11927050352148018,0.0021419765274941806,-0.009165643379777513,0.11481131583725096,0.00035731637329117953,0.046795251290348096,0.02309035553187565
SCGB3A1,,-0.027432252476541324,-0.02566042087052395,,-0.018432899295212857,0.02676744943455329,-0.03364465535147666,0.05705052742098481,0.022014776047068765,,0.04633438304528724,2.1212148350260214e-05,,-0.03735223953027916,0.0005950489834372194,0.056258686115613514
IGFBP4,0.033100312322008225,0.012970278217980316,-0.008435199524315531,0.061600948957255194,-0.053002244286426275,0.029829089648479898,-0.0005245961545651465,0.008898012228058777,-0.00803774372505494,-0.03045648378302181,0.015042643737899025,0.01561729121197698,0.010156906401345893,0.08579880541821584,0.03224150938875445,0.06000262074734683
RSPO4,0.09450362322320222,,-0.02961629691848124,,0.0428731213775477,,,,-0.03515252789863946,,,,,0.00408775507821212,-0.01797162348830595,0.0771844180175149
LEFTY2,-0.05238661698216869,-0.010626327605508051,0.028660771363730915,0.11456073623202724,-0.020211896560065026,-0.021377256442854122,-0.023147067681507975,-0.019196346018796384,,-0.021757401630907336,0.02043081804804975,0.04233401694788755,0.0035433148310662793,-0.03420933353568606,0.08055652276411937,0.029745575367571664
PF4,,,,,,,,,,,,0.06628905076568277,,,0.05865170319618609,0.015404002162255027
ANGPTL2,-0.021343479678734,0.024247528646867418,0.026934343597316193,0.14218961762926238,0.060195420966084656,0.007104718073680549,0.05072210503155241,0.004583663906917401,-0.032439103092906,0.03880221030504783,-0.005615335641192044,0.06722475337544433,0.04534681898807308,0.018591245425636782,0.04196043142941613,0.05224267511161834
LRIG2,0.045730570862977174,-0.022747565484169372,-0.009065962851221994,0.07361039158142793,-0.0654017413997346,-0.015131785987390359,-0.03330315887218579,-0.03366866436518201,0.012691606597093705,0.03173572172107417,-0.012579304108556599,0.018015508570906735,0.0032146089967230174,0.059069737078683536,0.04712691065851931,-0.011005081060099139
ICOSLG,-0.024958859385480123,-0.02698526459301264,0.008175604675304326,0.03433223419865962,0.03949592258021273,0.0052321152708156415,0.03565870272727222,0.10352378352833749,0.06983429760462662,-0.000978437064761308,0.01957845431097351,0.051400985699607216,-0.008715263947134901,-0.025325589930386947,0.050917792798399135,0.048949398419267875
WIF1,0.10442308572693128,-0.04448452905249104,-0.022750191071978967,-0.08963388862176207,0.034878277641581704,-0.04896923107645581,,,,,,,,0.00933068421653746,,-0.03736635385622098
NPPC,-0.06382869024499063,-0.034416031473562626,-0.0028294536752755495,-0.04552819096040283,-0.0031872238984106413,-0.006574391055543784,,0.10752596469358057,-0.08342066977157266,-0.036950047094522175,0.051459712859359096,-0.036674966238623916,-0.026059378515407888,0.014189539494284068,,-0.0422569004989391
LYZ,-0.014192972771743907,-0.018524944583812975,-0.031155378138449215,0.10742156452242886,-0.024881152553124206,0.04390894141449363,0.011000391658879545,0.064122634352505,-0.005452416291377051,0.041553726499279804,0.07320471358569945,0.04398626519740194,0.043602174816192635,0.03829788167302507,-0.0025680934126894187,-0.00474334783404184
EREG,,-0.019867272060286024,-0.01518740069822843,,,-0.02199094962527625,0.0015204375611843554,,,,-0.050025337873742276,0.014004793155789579,,-0.03133115559548144,0.05399686937006237,0.02529551258396948
SPTAN1,0.09287940798343378,0.010764178112151038,-0.014317654758353558,-0.062316483237301226,-0.005451258672742228,-0.012452030494873726,-0.030121086444357296,-0.02445858789249647,0.03717886556710885,0.1117316051398047,-0.002575767545117555,-0.024338748920670283,-0.006342688888009013,0.0013538244140248973,0.011457616048969525,-0.006152272960004607
PTH2,,,,,,,,,,,,,,-0.003791083539883134,,
LIPC,0.08488578789660002,,-0.02867344998069479,0.08825793444261448,,-0.03938538996821193,-0.022333362195494984,-0.02478823619239848,0.11216094132389133,0.07913188046427236,,,-0.031986572593688437,,-0.018385216265794667,0.019154776868818637
COL8A1,0.008101676365287533,-0.032041942476559886,0.06680037669463788,0.07548606768534337,-0.0002598393278669305,-0.02397368954795625,-0.04029366823079462,0.02177820553616262,0.042180508271996674,0.07217401884167614,0.04688880255566696,0.06886911707609711,0.011564025957989896,0.010739393933451169,0.006378374380167703,0.1131683756356962
GSTM2,0.05493952709705385,-0.0427044275055478,-0.036571409280878,0.037004213379160496,-0.054481663553920784,-0.0046704077076790175,-0.0019474963923586535,-0.015145961186997077,0.07289174944406421,-0.0226228784183897,0.001168695924343712,0.010126185491862302,-0.034323829310429495,-0.009668373376481704,0.06110874924762142,-0.033889543876796865
SPX,0.12087814004688159,,-0.04281315458438522,-0.009326905776409824,-0.009219235990730426,-0.043397709447081455,,-0.030989848545885063,,-0.03531601349616159,-0.02484842641324324,0.010000691504110062,0.007906315028304411,0.0004546722010097343,-0.0093355313219078,-0.03431782244165141
MFGE8,-0.08181394346390101,-0.06373517038729941,0.03279248072254047,-0.02661618061977327,-0.024598951465154773,-0.013519388733589854,-0.00541108678581129,0.040445763805301335,0.08004331233889272,0.002075696817859672,-0.04699232321326975,-0.038447661677276694,0.059509369603619536,0.03995924575247565,0.05220972982527167,0.07330303144209532
TGFA,-0.07743438990634227,-0.007400686832806992,-0.034168241359866285,0.04102716267694507,-0.0219222431921651,0.006409883882433397,-0.036477812076628056,0.13100709153156245,-0.0919928373424938,-0.020537526362604377,0.04047077873513824,0.03555201915422179,0.05461056966488118,-0.019155879700084037,0.02235771787793151,0.08593722606024427
SLIT2,-0.0035266286935154417,0.10592070409681041,0.01642313027740599,-0.04040981515694698,-0.0030736742176125605,0.004504806326964778,-0.02769725484455906,-0.04905587262375174,0.07164021422890265,-0.024471570121035572,0.0907826671113951,-0.03486823201812022,-0.025699830534972577,0.03246171255523698,0.012583586069975785,0.045232785506005006
PLTP,0.05031240914028438,-0.13963506895690533,0.07776497342095283,0.09182451211749916,0.006890666995340954,0.050197006674453204,0.013160349714471813,-0.01511240993203199,-0.029511981679117737,0.07999945682375674,0.04433953189933491,-0.0017011985246430487,0.026186493603550905,0.0749565358616154,-0.07818388907309161,-0.002744830362443081
APOD,-0.0038298518773358325,-0.04925704743916659,-0.0008841837943864509,0.1212056998380863,-0.015450377912746753,0.022438325714387784,-0.01892726415020001,-0.09991885578324218,0.008948593339378981,-0.12065588181482091,0.010089234353170233,0.06829092553269314,0.0011392836088208486,0.015045220233320616,-0.12046529481901114,0.07908040660802011
B2M,0.05372543988533502,0.0073270438078658325,0.0153017017399799,0.12039660419224148,-0.07246556501163444,0.05472420930098492,0.016687977601909113,0.00430155543567721,0.07831593720775756,0.01157439007267285,0.10433806626221845,0.07397425110010052,-0.022804220703216027,0.07909333959978543,-0.035305626702718515,0.03729800922542248
OMG,0.09032331379291375,0.0008573820521605369,-0.00046775592232565095,-0.023827251434533972,0.022499994727248177,0.045239972816687256,-0.017141605635703022,-0.04030275825057138,0.08178857668403759,-0.11144232541503225,-0.0233213686994856,0.03711042102862003,0.07691567605283495,-0.05538861996988824,0.031644288641092325,-0.0682356629480045
CXCL3,-0.05276631293429343,0.06552149546721572,-0.0024773602878045485,-0.0012005256077905796,0.08161684253337655,-0.03095764492484705,0.019320945702943904,-0.024091682556224507,,,0.0454103929572961,-0.016072843807498727,0.08843393572368602,0.0230678825190303,-0.020379564695204997,0.07076899022633569
CXCL10,0.004347275616470768,,-0.03882915423929237,0.12388927631156131,0.009850570554295649,-0.01358617313778042,-0.02335719368818667,0.03863714329356618,0.10704686593282177,-0.04984117194561522,0.008670982280654561,0.03602383308402967,-0.0260593756818795,0.00829897787613722,-0.020010613930206887,-0.011608382501741607
RSPO3,,-0.025663976850389982,-0.028673432302106307,-0.036213444915177036,0.0346684317074834,-0.023573423874783048,,,,,-0.039435273097694075,-0.0004407622760367908,,0.07875058726246813,0.06623929393544718,-0.09651892188493148
CORT,0.09485526222644886,-0.03405959378607019,0.007450774757360891,-0.044471008510534066,0.012999210303292928,0.04687033919090842,,,,,-0.02810205061122869,-0.00040850146447950957,,-0.003735390865985384,,
NCAN,0.12084210295664863,-0.07272654602910476,-0.023553469843875116,0.03613572584225879,0.02469177339013635,-0.029192555065042373,,-0.05829403246222233,0.09225245651737991,0.03486182586461368,-0.04191729263297528,0.037406094258874104,-0.016467564808478614,-0.07042204887974994,0.04222860776369533,-0.05503507323202865
PRG4,0.02437588644549408,-0.028695641490886218,-0.02053007458539859,-0.03137068201448841,,,,,,,0.006193937740816709,0.05177688424798465,,0.028266943440434837,0.014255601917764094,-0.012596766617463926
ZG16B,,,,-0.03386969247956915,,,-0.017257204727709242,,,-0.034304511938778835,,,,,0.06645480926260616,0.03029872406475603
TGM2,-0.03937582193591809,-0.003498099372223717,0.019439952158608078,0.020201527754701982,0.02139417849219198,-0.016036465091003354,0.019933556359883985,0.07660487300620121,-0.00561465921883606,0.05793553417797591,0.0237906642171859,0.04102962682619749,0.006641930905014078,0.05263106292845622,0.007475560053703775,0.004242346960905615
VEGFC,0.0023856987497540456,-0.03816015579433692,0.08754238525021552,-0.03152516864517249,0.04615955149706056,0.018796631614879933,0.03606696452909142,-0.039875029726982945,-0.05807766018180296,-0.011512615078194958,-0.01751441685583052,0.025675701095918456,-0.005911985330217987,-0.007044215163354381,-0.054453528408231595,0.057123202231336406
WNT6,-0.043549197223580235,0.06692094196370592,-0.0282884662550451,-0.0052164297676149645,,,0.059141805161254384,,,0.15241496813962818,-0.012676074893036272,-0.0376985244404532,,-0.022139416590749052,0.04333526177436459,-0.00394609898968015
NRG4,-0.03245440661748864,-0.019236530227586163,-0.016297966981096448,0.0019824669482209575,0.048011666391472495,-0.02768401095394111,,,-0.02798817218363276,,,,-0.020487341091918087,0.03692154335948091,0.013624068114965499,0.003947033868162465
PMCH,,,,,,,,,,,-0.007566493122953497,0.03008408052741598,,-0.019125564378079243,0.07363735913138718,-0.017500901593872433
COL9A1,0.08098603591298068,0.04013535739843786,-0.026685330212080444,0.1611192445479964,-0.039046652936240225,-0.021686094099888018,,0.037402343703586576,-0.11845522142553001,-0.00891016650938759,0.01880928170144096,0.012688388727424057,0.03976383910745181,0.025240666208680995,0.06972899939778411,0.12099779620682542
GDF11,0.0930839490928535,-0.018647336244065626,0.0010724135667499247,0.11198350762667596,0.042506763532251406,-0.03460971903084368,-0.022148520937662803,0.05219269568026564,-0.007072994021762649,-0.032526827784915446,-0.004941999274991724,-0.04563285846667791,0.06072416619760135,0.0032017600593484503,0.04438131324206532,0.016331795658128187
RAET1E,,,,,,,,,,,,,,,0.026291817810028803,
IL24,,,,,,,0.06171546162396831,,,,-0.018676788093644398,-0.019074484035238627,,,,0.07458507464502243
SORBS1,0.0445157534823241,0.0026243222707793322,0.04198431325006094,0.007654359051345955,0.06261387756049967,0.03801049107118839,0.026026093788890863,0.035450664007200296,0.033155860019937325,0.0768106342666826,-0.017643194588884973,-0.0049473701926677355,-0.05498613239463121,0.0974680988158767,-0.06114331637909868,-0.07205478258459101
DLL1,0.03195449594362127,0.06914168809642371,0.04958741069796383,0.08460371235915662,0.051624574803513144,0.020568895063474844,0.0133437828847411,0.037279833932741945,-0.011286542720900112,0.0722391377559204,0.026017739352540082,0.04555398872284468,0.02528292023385184,-0.040198394596600705,0.009050480744218286,0.03413836293680051
TLN1,0.015192969908191014,0.059272627489116464,-0.01364255600367256,0.0754977830428992,-0.030362911014887414,-0.0170465901373327,-0.011995776313640131,0.03501630881465794,0.10663738335873386,0.06929499552126255,-0.019884091099578064,0.00023821194272994315,0.0016404896081179583,0.03263690265798712,-0.06462987199254731,0.04205852347546451
COL2A1,-0.033219222355538064,,-0.018336471053912454,-0.028955543793183817,,,,,,,0.15176958945342875,0.04401888656230375,,-0.0219402359764557,-0.018406360398043737,0.003724916000106558
SHH,,,-0.029127396392271937,0.0437326985160489,0.03176241112286236,,,0.13388158039863832,,,-0.001217041794332498,0.0353006318107565,0.1120913062790706,0.02860411668296053,0.07357744179433998,0.06524258780320404
PON2,0.07883352202279269,-0.08256152937724434,-0.001999842217511283,0.10355596989969372,-0.04429170231416227,0.004270558239133448,0.06605887858286036,0.011780809020332607,-0.025079274971572748,0.004057643803226651,0.019127435279748275,0.04853716340888277,0.02483116569495872,-0.02499672245868594,0.0024435814242616182,0.06769995721707323
ICAM5,0.08817554729667462,-0.02743225441791901,-0.006101557296392349,-0.056581962190784256,0.025330078153743756,0.04168043369957058,0.02469905437787001,,,,0.06565719410278031,0.004432030677381137,,0.0026651028952397997,0.028896303901744958,-0.05086350299384337
HPX,-0.03139185202354817,-0.02566398359736351,-0.004934204783846803,0.07944962136776594,-0.018432897416023167,,-0.01307672701173837,-0.024091669951973968,-0.016512579700195477,0.020185230701915313,0.07021460638563536,0.06053539807657941,-0.027468259903101918,-0.05294043369630322,0.04506441000959032,0.009892238347390418
SFRP2,-0.016232340582052033,,,-0.02310921545140482,0.02520283853764298,0.0027864247228752844,-0.01900336302441552,-0.03561708116112422,,0.09457741704272714,0.05278376179038633,0.026385704536272273,-0.05419379935567741,-0.005863435972942896,0.04138896438850517,0.07681783447495523
CFC1,,,,,,-0.022589198025838603,,,,,,,,,,-0.04462327976186578
CD70,,,,,,,0.025977945822570705,,0.026882976595516164,,0.04964664823299801,-0.022647010728491394,,0.058413563310807784,-0.01954279388596249,0.027313506583516292
HP,0.08474856617070747,-0.026099008061099164,0.03291831719228206,0.060669731531571396,-0.05408288772988696,-0.004314014669010802,,-0.006921163755459599,-0.00710243622443219,0.04923932204613642,0.03621484798613915,0.01823083307973071,0.09297144218107219,0.07640509201893718,0.07369916581293624,0.042736769585118586
