,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF275,UKF296,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881inf,ZH916inf
PDAP1,-0.04533232416613333,-0.0684083100971804,0.031175574198012656,0.00857292449685341,-0.010370494460600142,0.0010416943448106227,-0.024340374616304363,0.00784837621294984,0.039705427159057054,0.06902543580205867,0.01773523271500332,-0.015173188279804689,-0.0900976462855146,0.007856783752179883,0.055316932644093944,-0.010963569636547942
QDPR,0.05773415088317829,-0.016867982834154048,-0.013990287183070441,-0.020626213509842305,0.0011084130225841678,0.04817855385903602,0.038516974478007435,0.03331431681471702,0.004493199488407913,0.020584387857480502,0.039560874449167845,-0.008906069785411905,0.0268684293208527,0.050803445995552754,0.0798537486457068,0.053029885836384974
POMC,-0.024882016265020485,-0.05156775967135325,-0.040581225953991905,-0.013286846131565264,-0.011953201614856617,0.04597456348078763,-0.012354528249030876,0.07107418525771692,0.0002662809269716719,0.013024661968340682,-0.04755165600857771,-0.017765538425746828,-0.030906415763178714,0.0719387795574124,,-0.06651643203924391
CCL18,,-0.020439596894595815,-0.021366729540715248,,,,,,,,-0.03958805927936167,0.007755311810077147,-0.022610786259705522,,,
CCL17,,,,,0.009211688443245481,,-0.013279517579130084,-0.020351397214396435,-0.00449545864846264,,,-0.016913324267667163,0.022380904952707444,-0.04406829210423799,,
VEGFD,,0.0013668886159970957,-0.021366736325652634,0.001558079726970155,-0.009647369153364968,-0.016059733879509364,-0.014148202783512946,-0.014927995974866694,-0.02252546423440487,-0.013701037244234424,,,-0.017496427291571904,-0.00026619412691451794,,
TNFSF13,,,-0.01612402488588424,,-0.012006351318956013,,,,,,,0.08680368544146834,0.0029845594473918067,0.018953323972680836,,
WNT5A,-0.012426572429367282,0.09665434038568169,-0.03503259101892492,0.06837007497545701,0.028101854152468922,-0.0011940527195951139,-0.04804907062911016,0.02427961771463112,0.0007338316310022763,0.016646535046589597,0.07601632874996017,0.01629497472240022,-0.019102815553507485,-0.018520109664224176,-0.04915895438108414,0.03605639044162149
CXCL8,,0.013695033284504788,-0.010126823943395435,0.023366913382824553,0.017994229686341522,-0.007063666124275585,-0.03861021851875317,-0.013901598942640056,0.027707874720668567,-0.021031595026895868,-0.06970101123336622,-0.051902765440896226,-0.022974216164631026,-0.031234387575682303,-0.08714347177119963,0.17697024633499087
GRN,0.02349880536156712,0.06295125477152345,0.021634380877769824,0.035455653762830615,-0.010221885014022337,-0.0031559980400628226,-0.032752389021199806,0.047749145911264855,0.023149979076304433,-0.038952913337193744,-0.03809957273592863,-0.012664154411555219,-0.030232692726525845,-0.049302517646345606,0.014524542962377492,-0.059406497998889106
MIA,0.012765264751497947,0.022946048977647772,0.04324595355514408,0.007436466978339139,-0.027368195901911214,-0.0034926791896401597,0.05866995922095023,-0.016977451614731395,-0.03084965555608686,0.008557939143327723,-0.011741320751217194,0.13221164721191048,-0.03746354465229552,-0.04216651726790186,,
COL4A4,-0.032854657051050645,-0.041542596572576126,-0.012095668919175342,-0.035617829719149834,-0.025785800174077934,0.0027120459675654125,-0.013864227203243833,0.02316582252407631,-0.018606584640509367,-0.030092455520461716,0.040497470812872305,0.06078881820095479,-0.028014515816153603,0.0035275352523142195,,
TAC1,0.07609541360863518,-0.02861179749479078,-0.029139767897726907,0.009363988480730388,0.022493074543167617,0.01360335653742836,-0.030217980340346822,-0.014380651832754696,-0.05303391283653842,,,,,,-0.01889416851763106,-0.0692388318186926
RARRES2,0.011580426539835513,-0.0031920807224436153,0.032136563638612406,0.03749640640478529,0.05004881607323226,-0.03595221311026616,0.020075019684846214,-0.008790037658259045,0.053870447846369025,-0.047627602612466416,0.03704865935110407,-0.03713981682241822,0.014795191067837813,0.017679806150686928,0.07273927399087987,0.13040400795987728
FGF7,0.012653192402596323,0.05325223348388878,,0.051357663442595125,0.03393768012847303,-0.030749719759407542,-0.03160527851273665,-0.05365852595065066,0.05797670347732681,0.007483892531902428,0.14668819724526444,0.04151866686869524,-0.04782130939572744,-0.07345215634066467,0.007701862337431272,0.03663424341032763
EFNA2,,,,,,,,,,,,,0.10900204029186392,,,
HBEGF,0.07775773268331197,0.09118979571903382,0.021054098869072866,0.04115609726165423,-0.014597746013973038,-0.0017280364702920079,0.0012551170160066706,-0.022663401319534364,0.08932100030723285,-0.009679801464857347,0.014115702080705367,-0.02248461766312932,-0.0008260938065867266,0.039102086223064214,-0.017384677204887646,0.05715791020824856
CSF3,,-0.014392217282871888,,,-0.035457592382504205,-0.01368304181992969,,,,,,0.007007468421886604,-0.0428517436842286,,-0.02655069510379873,
PI3,,0.024588650219583886,-0.02247870033563144,,-0.030447205225707527,-0.01778328765764613,,,,,,-0.053925501349540404,-0.04616929666145601,-0.011232107674030609,,
PCSK1N,-0.009633377465597413,-0.02555524444423111,-0.008693406927934568,-0.03905908378919614,0.005929445354246765,0.02008573415175624,0.013229015713334012,-0.03821148871549037,-0.045938294755939316,-0.049752161766133195,0.07016218969817027,-0.02226108203030308,0.12678810299773982,0.09097423628726324,0.0027064610617056045,-0.04316438329357436
NTS,,,,,,0.056029816753166775,-0.015838267966539643,-0.0013675057687984095,,,,-0.03945702490429713,0.06184132738100519,,,
SFRP1,-0.04127746137362301,-0.05426936132142332,-0.012473888070860122,0.016336274860906455,0.03738998428620521,0.0013027670740605943,0.047786812251427745,0.00829845635150383,0.06532719848743007,-0.057410152956896554,0.020034197484897074,0.03374982461265047,0.008828368708027145,0.036953630831484015,0.01926758673808668,-0.020046115102178092
CXCL13,,,,-0.01729918306422564,,0.02133345882577921,,,,,,-0.03799079402252716,0.0085031784961694,,,
MICA,0.09111468671801883,-0.03097976018366672,0.07155518215689988,0.08081686351471759,0.07017201526313262,0.011417353618232413,0.0628804157063658,-0.011286844266466685,0.03362550496284797,-0.026551657494276928,0.09213580594187433,0.028497665905980536,-0.007243735622505543,-0.027590073969132073,-0.018723388971144294,0.06309324987583895
TG,-0.018375401984519164,-0.033116053938104836,0.02120933935922212,0.03393051793296714,0.039872911979239464,0.04319477366943035,-0.013378611417638507,0.023830418778578225,0.07591578047144854,0.018572733762935858,-0.0188980628297669,-0.0026948971751879686,-0.024951794057308838,,,
ADA,-0.024996776799293893,0.0018057557327335431,0.04676746934048201,-0.025094511373468752,-0.007006610946329973,0.0302221961914291,-0.030584987646715488,-0.023919810127960153,0.042897470334665566,-0.02855799891737978,-0.008480299947059594,-0.013936822512440702,0.012915976056924261,0.014052634105756684,0.0872465037442536,0.012427495211684708
LAMC3,-0.027827485264988915,0.09699617904835114,0.03235261359451718,0.0008310513792589774,-0.0019359737833342418,0.03503824259371899,-0.0025554244276115123,-0.019660853144717192,0.056068806342760645,-0.014279151402060075,0.040071497660680876,-0.02437402255307208,-0.03853053194806204,0.03765787055128787,-0.05218940284995971,-0.04035387893162513
CCL7,,,-0.013591045001456645,,-0.024070923957086075,0.0060307424381750956,,,,,,0.008923101993553737,,,,
NGF,,-0.02393385184750207,0.0491133926209922,,0.038018219991253044,-0.02569483939668533,,,,0.03123013755139078,-0.046134335196861276,-0.013834446854671468,-0.016405659026632796,,,
TNFSF15,,0.05190549143473673,,,-0.02680415112002515,-0.01782316342327907,,,,-0.020412757727441406,-0.04744870907193195,0.04353464983134863,,,,
HMGB1,0.09037311728988254,0.02348301394898131,0.04370779417637165,0.027612125263087203,0.02124971129829365,-0.02957901530693553,-0.009296494411791919,0.005993162735880228,0.006102249556740693,-0.06361361657077426,-0.05756597234303964,-0.06667163513354764,0.04814876667439196,-0.022582974181573453,0.029149066448096905,-0.04368147763213723
ITGB3BP,-0.03563526428409363,0.008227972999032173,0.06570681694664371,0.04585683450603063,0.009857493883289577,0.02694008191890846,0.004384640066390214,-0.0037292416695138978,0.1270484955824403,-0.022451903376899923,0.10813077116229167,0.007614343320089073,0.009748471030352637,0.00312251759594041,0.0450680593426821,-0.025474286104510416
AANAT,,0.02621483672099464,0.014150686650626366,,0.06337274052040828,-0.01605973617212688,-0.012031463432730795,-0.016977452559060604,0.007909197043284279,,-0.04123262319727951,-0.02223837872436968,-0.022378376680363316,-0.054511063530556236,,
RELN,0.007565736044118206,0.01695758939721003,-0.04256989923083152,-0.007656298958066052,-0.020810671025261254,0.009512891985242779,-0.02648939870959768,-0.041507114918271394,0.09950022735558925,-0.004069745130109368,,,,-0.036085040138804786,-0.04813697040625968,-0.005873255149766655
IL15,0.04268104641483771,0.04414241563699833,-0.03411090439222606,0.019470704335327813,0.016497356887063445,-0.06087134691407157,-0.03412645718673844,-0.01160777048193121,-0.0007512482631420015,0.20048804592125397,0.08303114770552313,-0.017770688776643135,-0.040571788778026634,-0.01981113120693204,-0.028081395030303477,
UTS2,,,,,,,,,,,,-0.01893760705710733,,,,
BSG,-0.02410010405572583,-0.051990252248825586,-0.0016897628079475284,0.04633552779444506,0.07645320700772995,0.03466679118896637,0.060556428295786245,-0.025212984011466346,0.04312728857533985,-0.02074225230203332,0.017850477389584632,0.057654335722202396,-0.07641737378531951,-0.005573571151852416,0.042484867713697895,0.010585675306324609
ADAMTS3,-0.038446629657201636,0.03027151713374749,0.008465922795991931,0.041686934537632114,0.006974659248418388,-0.037451635753587946,-0.04291005006625235,0.07320247316187713,0.08526153366642875,,-0.04937186862370008,0.0127810881993318,0.09568820153009458,0.0722622155908721,0.08973666896960857,
CD34,0.0699266520688368,0.027244501580948582,0.004276715665762449,0.010371565731202818,-0.008981676581668176,0.1011354991077451,-0.041263991729614785,0.06138155599312779,-0.03029281694715991,-0.04159102650187922,0.051120285476590456,-0.002327626774317178,0.01307103288743108,-0.012671660696651384,0.1900236692636857,0.010250550012425926
PLAT,-0.05201231355863479,0.03208830890580757,-0.007206989672845467,0.01675765615286265,-0.03708179064450979,-0.025791953632078247,0.00615615904145416,0.01047342800252853,-0.011185328557548726,-0.07875702772506657,0.07138999518537346,0.010658906520717316,0.020208738712599338,-0.05625696041002894,-0.04693453282331126,0.0057145382234291145
NTF3,,,,,,,,0.017479487298710208,,,,0.06139152252792201,0.012330140102399365,,,
LTA,,,,-0.013171582618133908,-0.03085106733701055,,-0.011587553160305459,,-0.0002740823904228293,,,,,,,
CKLF,0.026656527262187597,0.00892292318515659,0.017694898053209878,0.023273621710695618,0.00983062815704619,-0.003833901967514734,0.00759847894814843,0.041478603590122586,0.04972546193260174,-0.039976160624736044,0.018141013231389603,0.03229653285518161,-0.028771452457472497,0.060185930532870385,0.11363453200779906,0.01349453636097832
CD24,0.020064086325546286,-0.02916073045667038,-0.04107243109039237,0.05444662381661254,0.030024317049778496,0.031231964105909716,0.005630889428498068,0.01602474515298164,0.030574956014074665,-0.018742945098004265,0.04740286175805267,0.038918363578620545,-0.05949691579427083,-0.008857588057082972,0.025105054709284858,-0.06324218745123798
HSP90AA1,-0.006388091918374004,-0.03308162523307516,-0.043179265732806615,0.05304241144874105,-0.015364268912097686,0.02773229270757713,-0.014635860514413032,-0.01803886957691973,-0.08375514817265438,0.006191333250780909,-0.09920354129796871,-0.07629457759765036,0.02116451848177387,-0.06809142435604526,0.04627028049968822,-0.07180357742211006
BMP4,-0.018605386442026865,0.05577799029662068,-0.047294180695862956,0.037734884441312504,-0.042955569125773856,-0.006830694559803631,0.035521874848407034,-0.017988348966539135,-0.022280875248737335,0.055993122689017384,0.009739251161329471,-0.06238642093952986,-0.02339217420767998,0.04313783797449393,,
SCGB3A1,,,-0.013591043642370303,,,0.018661416632329304,,0.06523358944617257,-0.018245792946097666,0.07334292775798211,,0.030398726147643097,0.00825948390144962,,,
IGFBP4,-0.06638836989616936,0.03720812235343109,0.02132556395943914,0.022013318896079204,-0.0393510253226747,0.039305969195818705,0.03242510891513083,-0.024185909925198836,-0.0038140847110298736,-0.01770535894434485,0.005600301604570151,-0.027968332105946014,0.007642067587603642,0.019392287675133575,0.027944475281277286,-0.03011243830279016
RSPO4,,-0.029237653820565257,,-0.0051144996958129955,0.004901551599563843,0.02804501515993368,-0.013477029757715937,-0.014320645190040403,-0.007031820833150083,0.0664678458078857,,,,,,
LEFTY2,-0.003970545367920196,-0.048973259278263986,-0.039102911818978875,-0.032164685916465666,0.005719852817368157,0.0011615313185473126,-0.03318921640892202,0.05600253516459582,-0.021804662581605478,,-0.03937691853802134,-0.02151857862177635,-0.019120572991734527,0.01613714634755727,-0.02061625323391079,
PF4,,,-0.014098526097334555,-0.03739813859950467,0.033773050712223814,,,,,,,,-0.015241797718511937,,,
ANGPTL2,0.0025547326698288257,0.08490198813089288,-0.04459820212695138,0.07071900803474732,0.017066573687695034,0.01098152444712909,-0.003258740896538866,-0.010990661094019086,0.06016407275278882,-7.05419279533706e-05,-0.030618771800673423,0.015108940977262031,0.06725979174561601,0.02134021488000455,-0.01623618452570263,-0.04196636724593513
LRIG2,-0.04672260057564147,0.026852424940834535,-0.0018234751046375607,0.03327730577054791,-0.001969625012797432,0.028481410376973527,0.011910826547371838,-0.07843784358439367,0.08956186297474904,0.08597488146882422,0.05102591205990417,-0.021474020505861235,0.05239124086268247,-0.011170905151972553,0.0373683068258552,-0.025704837215643095
ICOSLG,0.09670557579008188,0.045723873500492035,0.03693613906974156,0.0770124348861882,-0.017819908013868787,0.03900550678952841,-0.014233451648522948,-0.016692656101356406,0.06481357527701603,-0.02442754698412704,0.020914383286883283,0.05611181341609072,0.009407324707270352,0.017707086652159264,0.04716204667648101,-0.01013956723078555
WIF1,,-0.06804069330846182,-0.025368009333701588,,,-0.027557226115100985,-0.01039990465138052,-0.026948489225911237,-0.07139851596939299,,,,,,-0.028575252651358858,0.01102238551143619
NPPC,-0.02828889489463123,0.005895362315883318,0.028896627451872367,,0.11061290717789656,-0.02795549521248771,-0.02028690954289496,-0.01990219224812956,0.06167519143605047,-0.0018461598412499458,-0.005114706045199102,-0.0016386873131407724,0.09333049252136599,0.0027357936637584664,-0.027199873558180897,-0.06527630359187785
LYZ,0.04808174553481269,-0.03352759062041218,-0.059062404601750704,0.004768125931821456,-0.05459574908436298,0.007992044421210797,-0.0224922148389386,-0.017398912023793425,0.04836718984914982,-0.11538688813107788,0.016233140214373602,0.018447524620497677,0.019128736580260132,0.006820442200295289,0.11073416385367665,-0.019570492598592726
EREG,,,,,,0.014847053292760192,,,,,,0.0186876209199705,-0.030324739636767534,,,
SPTAN1,-0.004514664703212514,-0.00933455253226311,0.042177828071286505,-0.004209555783055795,-0.018600373868120038,0.021076977881828253,-0.042656879548202443,0.0026750108339776506,0.029763463044107645,-0.0501124178797168,-0.04723398925049379,0.037259215189050565,0.07280249592557544,0.003249869994301032,0.03462943148384621,-0.06814883754401033
LIPC,0.03594247873811237,0.10694081876312324,-0.017260301667294926,-0.04974411986659036,-0.004552480229909865,-0.02137082682807131,-0.01361637807622071,,0.020741096327162315,0.0533788106935621,0.05845932099165169,,,-0.009324886448392728,,
COL8A1,0.05701658834029277,0.07225456116327422,-0.0473093250117737,4.208495297574836e-05,-0.07130061761861169,0.022898212671602875,0.04846135831066429,-0.022028498981759147,0.04512935137234299,-0.08550157569804019,-0.10732333632326932,0.06224455901512155,-0.08095280977754546,-0.043400142894663415,-0.06056438021578704,
GSTM2,-0.031359846618101414,0.06429246587187888,-0.014255216065007088,-0.00939182108372859,0.0058204100410643445,0.009581605777279416,0.05434791705634751,0.010002538538518544,0.04653373102764698,-0.0909882915464535,-0.03397107776212761,0.04620014955609798,-0.00720962966934274,-0.0067731671140594755,-0.05034717024001469,
SPX,0.014987839871071055,0.01063723307887773,0.0326230145886266,-0.03271348948113287,-0.007257253443489809,0.05235067297242895,-0.01358417298354705,0.0022844630956592176,-0.03194338122790935,,0.006279953992539794,-0.025558205471370356,-0.018924640052581678,-0.033860068272883584,-0.02782842688201793,-0.013769165374093596
MFGE8,0.007859362798061889,0.07383863171083149,-0.004103968415631131,0.03405976204564997,-0.048961844683506804,0.03208670133827525,-0.007303341629620026,-0.016210935859440518,0.08915891584761822,0.002909343781327315,0.04717334658914058,0.009199346392055188,-0.07896300355655418,-0.0440616293545865,0.029530846471241937,0.0046800945257399135
TGFA,0.022499178347593914,-0.03133915242747267,-0.06695295483664311,0.02550349108529549,0.013744316458556432,-0.008516350114106567,0.021212398546532025,-0.0019653559727716135,0.07943639633096389,-0.0040320655787516235,-0.06536891310263442,0.05494039905069244,0.02633528321720868,-0.025814270469467732,0.036741304149979906,0.028311392343969264
SLIT2,-0.006423097826123347,-0.04015489932185322,0.003722883186489593,-0.023925211170885256,-0.052274989914307145,-0.025478706169299713,-0.0005760492384733472,-0.043829012172430376,-0.058817107981676595,-0.03139841381986604,0.058683953725080965,0.054494812845296184,0.0166604361395914,-0.03137198527791832,0.022260485579332082,0.01244900732205147
PLTP,-0.06364323909080034,0.046831237260710215,0.06291427644571398,-0.00769602117024249,-0.01975916283743734,-0.0066227894790021734,0.029041881166925906,0.040213205696776735,0.023536247774779306,0.007581652320307218,-0.010842592029850495,-0.032663155350270964,-0.040346096993909654,-0.03904469549670388,0.06561467512643702,0.040222987326014904
APOD,0.053762392093584806,-0.004116230066931015,0.05237777667785107,0.015151469475938598,0.003742809383301912,0.03307893512722618,-0.014486746024914638,-0.00345178234585749,0.019275280826615344,0.042594742769968406,0.019457680007908502,0.0647207691538039,0.012857524605665726,0.035450821647137844,0.0008073732664877442,-0.07019437411459863
B2M,0.04419225506656401,0.09316294804538763,-0.021384349658969376,-0.06052740044612814,-0.007409076507308414,-0.007465359149391071,0.012636869994238317,0.016584595176832143,0.03176914788145554,-0.0387088602086546,0.028809401793198488,0.052208860607080826,-0.04641484100276677,-0.006227316905952199,0.0750883575394001,-0.05683020650715213
OMG,0.0545797158553772,-0.04632639576535483,0.025245557750816883,-0.01054220788333372,0.008172802786840376,0.03870032299284949,-0.01820333723185621,-0.009221841100700373,0.026130851877878673,-0.04184816892181073,0.04538085024203565,0.044735488812758496,0.06041663598989194,0.001872492910035974,0.0354717533843556,-0.0142532106101119
CXCL3,-0.026457953563946163,-0.051120110770997866,0.08996999448555493,0.05562044503114591,-0.05302923478061997,0.009575488274123814,-0.04438190164704376,0.021675259837353134,-0.018831361450693345,,,-0.012859251098549546,-0.00043340324129657475,-0.03838671718945133,-0.03916401786754447,
CXCL10,-0.08730343430301687,0.04591304868994217,0.0013216275663429228,-0.01555941426545462,0.0364004620905476,-0.04376323908420868,0.05467247303935819,-0.023272297458433653,-0.029925312274354316,-0.019461980224077344,-0.0438979829883136,0.040762762250732325,-0.020443669284162032,0.0002434179461408722,,
RSPO3,,,-0.018461705909417907,,0.025673346595829677,0.012298908487650053,-0.020355016207720004,-0.03720176471552147,-0.01967840977703491,,,0.04860517240335057,0.016825886334237296,,0.03425636791499164,-0.033963134473292675
CORT,0.058169562523903255,0.0036890907816190532,-0.02291690042961338,-0.05057299120750422,0.04307385005657869,0.0024916560339604587,0.007063279707647437,-0.01267819344700005,0.00939573784519696,,,-0.02890476731781451,-0.015949766631227554,,0.02863928082598294,0.028430359349531562
NCAN,-0.006631839078998897,0.04671114444643472,0.008176152800977016,0.02445353247700804,-0.0135402009236781,0.04021875421428517,-0.08351866205150889,0.009015633506926328,0.07684534769697947,0.009239422141437878,-0.0023351198313812382,0.005389702465436464,0.07318919508839217,-0.01797911301180648,-0.0019812098719889687,-0.04554407783181436
PRG4,,0.01026480596824859,-0.020439308564632157,,0.012535247220005409,0.03156012242915174,-0.01722310901263333,,0.05342883617579452,,,-0.027764360956924444,0.012902794851982596,,,
ZG16B,,,-0.01884667549313332,-0.029626405176346904,0.014275966743736657,,-0.009207362886350112,,,,-0.04583687267026196,,,,,
TGM2,0.029016260098702725,0.042606014628088655,-0.00569249223614873,-0.011929061319773896,-0.03424423880481561,-0.03032743575119228,0.023448777631864304,-0.007684296106175749,-0.05449442154947954,0.08197476241287353,0.04664523799712536,-0.0313153564931399,2.2559282354209656e-05,0.0031127349643874634,-0.027155181796785808,-0.010861005642904308
VEGFC,-0.032854658637606324,0.04250605787998737,-0.012135065201648566,0.015588406326090818,-9.003790044844193e-05,-0.00771685689739873,0.019607468872645764,0.012202933381948042,-0.02347988099568491,0.030176063954513017,0.002625642763681385,-0.03262293139219676,0.018654621324635818,-0.04092388655981938,,
WNT6,,-0.040711659768306686,-0.021928850652665,-0.017240867378757165,0.002221953386210167,0.04727161585388432,0.03458457755304699,,-0.02049205447121133,,-0.043590871290837205,-0.02664928093342968,-0.0002858073042540213,,,
NRG4,,0.04944017909868243,-0.012517829594434596,,-0.008351184699327706,0.04759031435566209,0.013460719234422611,0.014913681654759262,-0.0030356637735921787,-0.030092422325822075,,,,-0.015174810599847592,,
PMCH,,,0.10268329188930105,,0.0850353738592893,,0.06788212505995599,,,,,-0.025765691002376512,-0.022378375886780984,,,
COL9A1,-0.036138427775275976,0.05236019390105929,0.008102778325360016,0.05113010799252597,-0.011449667637518259,0.006433535317903603,-0.0019485906895299787,-0.0005928980074835885,-0.031212555423709657,-0.005911216362855004,0.08085537482449319,0.008272423391517706,0.06420680480991779,-0.026878257619801133,,-0.055257981506004784
GDF11,-0.045573450792069134,0.023360570068408432,0.031915178572137486,-0.01516495213464369,0.00228274103459615,0.036056481450093894,0.050778291500384154,-0.00984007370045011,0.022907980456574342,-0.08122302950431327,0.0048587155188912715,-0.03197354814069713,0.04718257449480706,-0.03222687174179029,0.08375637767619806,-0.053565834218479866
IL24,,,,,,,,,,,,-0.019210278337311565,-0.01499877500310515,,,
SORBS1,-0.048284389889712113,0.02750807638723568,-0.018000312735801906,-0.03392997937883127,-0.005284011984549328,0.019009676116982746,-0.05578475051341721,-0.010545008248345906,0.015372690872028007,-0.02711555902920775,0.07702012226026639,0.1084785628957067,-0.09765435396527908,0.012407417614254774,-0.03489325364219472,0.015545610139682288
DLL1,0.007201354512659133,-0.03459139625482491,0.03959121272628281,0.06796510288598696,0.012643536865928345,0.04290108946827089,-0.027108903351699964,0.0009143254187863687,0.10914111928134475,0.06093804747963257,-0.011525723352250432,-0.0025699889314351426,-0.04934503719513479,-0.02660872709274944,0.014250015141264413,-0.0684112830272407
TLN1,0.02827185217687858,0.07063560503274495,0.015019304880000712,0.05368237143276814,0.023910481370300985,0.005536080885466599,-0.008377019799680412,0.08497974575372814,0.05519922231906261,-0.0003989379408948184,-0.007438409438394021,-0.013963235020693496,0.03754711218170885,-0.077251109500475,-0.012656122369634584,0.002009656656507937
COL2A1,0.030917332492196796,0.02565762556169663,0.06344015550356982,,,-0.01366649453745328,,,-0.019117698007761655,,,-0.0207900588066036,0.014292705280690415,,,
SHH,,,,,-0.013729816689409398,-0.003500901643124536,0.003930829386152249,0.0007826802718754387,-0.018245791351301777,,,0.022292239115333592,-0.04411446734219732,0.052620588233327846,,
PON2,-0.07684133323788901,0.065867676719326,0.004635684912567944,-0.003485579621783694,-0.020063163501407483,-0.02648633197275011,-0.06008300002885986,-0.028187201775513093,0.03353958796724674,0.004260195658155197,0.07188502247384254,0.03220119820277669,0.032423153805641855,-0.00987451560204077,0.023417216063421325,0.017631141983073164
ICAM5,,0.0044122103209385775,-0.03663069171781224,0.006507367596031624,0.07402991173130534,0.04736855486000305,-0.011124439475703551,0.055723186884833804,-0.03563304492666723,,,-0.045200008324260695,-0.047870597262190645,,-0.059452837820947846,-0.039722851820706784
HPX,0.032453139900217386,0.1118865112073672,-0.033961797031250976,,-0.014304101017918895,0.03205405148144986,-0.018068879011719927,0.06569537577942478,0.015483380112086121,0.06430152979481488,0.08320966455373813,-0.04865109379954671,-0.03129781677425374,0.010611217339621804,,
SFRP2,,0.02156289135159449,-0.018069328741847603,,-0.028487832068364385,,0.05839222258914612,-0.041212562837910104,0.05969145194018938,,0.031005423498056052,0.0054927872266624595,0.012731957096915821,-0.01265346074986835,0.057714314831548444,0.08365328019961503
CFC1,,,,,,,0.012196899041180135,,,,,,,,,
CD70,,,0.043813248249179565,,0.04470150630954799,,-0.008797337295502984,,,-0.002196038462513278,,0.03137145986849997,-0.03435583804958099,,,
HP,0.046869460348136646,0.056587268991647115,-0.055700991647253985,,0.03583413769287555,0.02060746651330012,0.006628600036499826,-0.026419732257283716,-0.0064918605767398975,-0.004128423325577859,0.03422517576481414,-0.030210169930892827,0.041157101768275424,-0.05207158023410543,,
CXCL2,0.06834444930124457,-0.04597047045749235,0.01715971234715774,0.04185857677928323,-0.021228583436764425,-0.032836954913795215,0.03387340790569399,-0.005215771831033295,0.023482102046246876,0.13664020586479333,,0.005175439650511408,-0.04167877354538173,-0.03981153736550718,-0.07455562264976608,-0.040347644723415926
NPPB,,,-0.017533761702535317,,-0.016080575840058578,,0.016676824803448585,,-0.02347988270344399,,,0.07387795405848176,-0.04372528935334087,,,
CCK,0.00497997594402128,-0.02652323393298693,-0.014845657352790888,-0.035220161080990374,0.06726124542147428,0.08575484473724974,-0.025010123862606565,-0.012178979761361076,-0.09688184659083812,,-0.04395684657840701,0.046139699525220186,0.05907854618181478,0.07990261958585249,0.016380207280121437,-0.05098304566768886
