,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
CXCL8,0.006366086635899907,-0.012549153456293973,0.051791057243296176,0.011908890618441553,-0.0183352418415481,0.029211836626367258,0.021263561038064156,-0.010300164200979846,-0.06761488234866198,0.09599714171625204,,-0.06001488899116172,-0.04370670698888424,0.04239670769649378,-0.02789133543376678,0.03335809231575368,0.04636486055279047,0.0014336038127131434
GRN,-0.021526743055049084,-0.04360543738091572,-0.0784361383388544,-0.018032955693356157,-0.009277855868690076,0.07549530333408538,0.012547890732988377,-0.04294340354881359,0.06668188421337598,-0.06277552550584402,-0.01118111506283755,-0.046514361179269124,0.003267514002123177,0.02351761268901923,0.018797721884093975,-0.0016759787904398638,-0.046033806069215165,-0.04006152256208728
MIA,0.03870543167545682,0.010500830084937402,0.022829586269743674,-0.012872460789267076,0.14922404595132613,-0.0073012845436937176,0.05602854766039103,-0.012579167336611,-0.04321007307377622,-0.02186972354773112,0.047268447120861166,0.03677999529824058,-0.004439661392765556,0.10291928472435022,-0.004758885460377292,-0.019215537499966486,0.050833414072114315,-0.010110775137581875
COL4A4,-0.007286062639914844,0.012273539140582027,-0.0004913790450555732,0.035553754026211956,0.04733407577291013,-0.017728105629559465,-0.01969974304387647,-0.007479480548743935,,0.07320077729833736,,,0.08492847359455853,-0.008168436205700711,0.024136570217093294,0.04035267358181685,0.08307165938366064,-0.004379393921006011
TAC1,-0.0672165933498127,0.05097690474234198,-0.0012678279641342165,-0.05667727516941265,-0.03719767312412387,-0.04097305832450205,-0.04542180038782571,0.0072774897407937855,,-0.03759643313621114,,,,,,,-0.02046424533210177,-0.007263044215459761
RARRES2,0.006514123398888117,-0.0033823287276978048,-0.0038824762455022923,-0.002184624766886633,0.0036621117211286186,0.08557625920045754,-0.053848372157145316,0.05274646146479178,0.0026700987957068863,0.01099704097936635,0.011582394826004459,-0.0018552971114115886,0.009090153261679904,0.053789418964319484,0.028399071000112026,-0.0008776971291724925,0.055085817867046194,0.009285596393744527
FGF7,-0.04979539270101696,,-0.007209219993427919,-0.028172020588214605,0.03947620903027336,-0.0005573909750362304,-0.020586894334795488,-0.04386569095241893,-0.007476508084838767,0.04328575690860054,0.010450315137470106,-0.010608958126753637,0.01634628635638502,0.13800414292245222,-0.028556120414193895,-0.02755691097297774,0.02182554895344621,-0.028821186295903977
EFNA2,,,,,,,,,,,,,,,,-0.022037856659625966,,
HBEGF,-0.004781294186975481,-0.003497434167952813,0.03220630313780077,0.06770466373380296,0.062160008134622254,0.05225309174793406,0.14029390457006083,0.0020046411136669853,0.03949829428160453,-0.019833168937512687,0.1093742157186633,-0.10446022274516008,0.0004136106007532379,0.054587312940024064,-0.017668722470488857,0.025952667414656932,-0.009143498012910652,0.051432925880843305
CSF3,-0.00836719933150777,,-0.003095063526000206,0.014013614728051198,,0.002058803749795846,,,-0.0343762184670042,,,,,,0.007061464646722709,-0.030157224564507305,-0.01638952209622944,-0.008870592341604403
PI3,-0.04416100574603089,-0.015443751795964307,0.032153705527506994,0.015355533688134729,,0.054231272131304895,,,,,,-0.09838188660689122,,,0.029629753536436525,0.006835535777126656,0.05840024965793292,-0.029339456856078923
PCSK1N,-0.014571847198330287,0.05693451039560625,-0.02048001639686661,0.032026412949027375,0.003797721287920585,0.011750022728822904,-0.027269126016772675,0.002792768601618841,0.013170352670860985,-0.029437450273772175,-0.012001332425217986,-0.04134670406435922,0.11786464797804454,0.08541108084923098,0.014977905148522036,-0.08156121699947781,0.07089235043530766,-0.02486032927019188
NTS,,,,-0.003592047283522659,-0.014971924828477924,-0.023053373464515674,-0.02250466647920264,-0.0418051922281782,,,,,,,-0.017920482356401726,-0.026848946360620685,0.061632119550290326,
SFRP1,0.01756886939991224,-0.02159193488531754,-0.01860803823253006,-0.0226147807964377,0.06909981814126308,0.055408077379510874,-0.014554254412248408,-0.015079037742611693,0.006312424413484171,0.03204771467708496,0.004213427530158023,0.08034014738804333,-0.03994791399147541,0.006460308536571959,0.04482140321272341,0.02746148746103357,-0.023706658973669494,-0.0011738261683080285
CXCL13,,,,-0.02241153657321329,,,,,-0.03207960881199169,,,,,,0.010932125925826422,-0.04080185595037486,,-0.029625795476597053
MICA,-0.005642006654908385,-0.010057927534960785,0.012201171473880487,-0.015514945359161304,-0.020084747347422393,0.11444731229881097,-0.0006474823579579429,-0.007247582904931682,-0.001730098106394331,-0.03873670547454772,0.0061875866716430096,-0.09878001506430492,0.004974020374479826,0.06896451502428898,0.05346879238664453,0.003175312604883578,0.007207521042554403,0.09982507181596688
TG,-0.042782951248620166,0.03285269559515608,0.008160864712816475,-0.01699061095493655,-0.01728154805019875,-0.022636807339765322,-0.01900972938107117,0.014984022810834927,-0.03140553858370779,0.04057146161827711,-0.032368936522709016,0.05219809500461418,-0.002500278544814808,0.02981965315588208,-0.022473582634399455,-0.0205898658257974,0.022236764554424377,-0.032647779926895264
ADA,-0.025051645799398965,-0.0041954864715552905,0.012101439239574277,0.004240797523418766,0.08840490167279959,0.07137664710450271,0.020723660042038385,-0.017722995246146886,0.011753853703183898,0.005449358917206474,0.06783535093542721,0.06846088327841683,-0.05621743461508717,0.039794727532707366,-0.02084871456618225,0.02599810281026935,-0.005989070508643748,0.04495035505625391
LAMC3,0.03540241858886009,0.025814703400194493,-8.991159841465202e-05,0.012088340253675028,0.06569636163971973,0.0838333776168522,-0.020757053507950717,0.01541338562702001,0.025177325084336052,-0.05713940727793987,0.025307031746778074,-0.034199734514872904,-0.11299655327663305,-0.030606823336858904,0.0052567329865959925,0.03274044810090619,-0.019470912028523527,-0.005740192556518387
CCL7,,-0.016771630856187065,-0.014518546390593858,-0.017102569447042897,,,,,,,,,,,0.08027023260701498,,0.12940765402408144,0.020355397926797053
NGF,0.05079463484786817,0.018150072306546205,0.05514025394075064,0.014344942685113502,-0.016491232045273446,,,,0.013775393887968765,,,,-0.024977774738345712,0.021550827849809627,0.03179355114496244,0.051418808055791645,-0.051420325912993656,0.07044720163985502
TNFSF15,-0.03825236323526187,,0.00207855834902954,0.04565362310279528,-0.0019603870116801357,,,,-0.029568415249817598,,-0.029835965513127276,,-0.006935789815216765,-0.03745979365116813,-0.007548314325909126,,-0.008056163651653429,-0.040422609278751256
HMGB1,0.0017901986650089858,-0.020111984752083117,-0.038921127146780116,0.014702197891104647,0.026461805702013348,0.042862772034434816,-0.10318291824297661,-0.015383773532802068,-0.00468368519879722,-0.014356663545959873,-0.07407120389659198,0.08285319495966549,-0.05002831773290483,-0.031865498039454376,0.04029919191452672,-0.0554575879491923,-0.028796611145807473,-0.025626141799006897
ITGB3BP,0.02993469023729041,0.06419582076102275,-0.005096949670635015,0.021643998308048053,0.0674399953261204,0.10463141936980999,0.02100965337421348,-0.014034575002172268,0.020564531077022823,0.03191588207465682,0.09874474966555707,-0.04673698923724385,0.01449031285863346,0.07559836762409611,0.07350655037932868,0.07639039109294002,0.027047856706776653,0.055097895517774456
AANAT,-0.02045744522389844,0.04649004054904023,-0.01471041956672897,0.11418291896948807,,-0.016918414641470453,0.04666872188389346,-0.012579168036296405,,0.04928062974958914,,0.051856571235737205,,-0.025996797808837867,-0.0222383819463766,-0.029656986206591802,0.026691861847564502,-0.02230141162726178
RELN,-0.0423685293078415,-0.02466753516319132,0.020688214115479896,0.014597231880304923,0.03870688699155855,0.026301242672367865,-0.037638906252472036,0.026110654261652804,,-0.022126979514228963,,,0.005188836571536565,,,,,-0.03602773506144551
IL15,0.09532062835699917,0.03925538159656666,0.03446175569190502,-0.026258249513438178,-0.014248245867609964,-0.0060661164099946934,-0.030535525649919442,0.0405065353952509,-0.02784642095009958,-0.018536721623331313,0.1313284487150538,0.016102481601332402,-0.011914315374817911,0.11197002372481558,0.025879497470617702,-0.053767840150019196,0.00487662120177456,0.08389288164919953
UTS2,,,,,,0.03362586455213222,,,,,-0.0019645562475694195,0.032001228673180934,,,-0.018937609800882035,,,
BSG,0.030024956969463095,0.026026593233578973,0.029145712391063786,-0.05428098739931316,-0.006635837690564566,0.034877036475881,0.05341257456872143,-0.04443233731491787,0.04311245090144982,0.029207651443787903,0.12410056292749863,-0.12497777867744186,0.01833319837064746,0.14051069679604256,0.06765201477927249,0.053393633652505525,0.03326029739448398,0.03903241614500811
ADAMTS3,-0.02436174247242434,0.013929168046829078,0.0167731440622938,-0.01883499602991311,-0.022949802254596873,0.07993602669836995,-0.003448342257193431,0.023838694791770094,-0.03811882788902529,0.01677063803607454,0.03670231150255599,0.045669385337883416,,-0.031128518792360563,-0.05243811972467578,-0.0601122056350205,0.03890767674018562,0.05662143974395999
CD34,0.015589345668834515,0.007204352895828396,0.001464878609937372,0.019563450821306526,0.04392214745457494,0.03929578599540092,0.009720872294756837,0.025905689152736697,0.05835318472851139,-0.010059463491329619,-0.03227014681983101,-0.06700688834469058,-0.02591984327388538,-0.02881017475145567,0.03334836010005594,0.06226194833728253,0.0043211102962073585,0.042445172290816714
CCL23,,,,,,-0.019250470240434355,,,,,-0.0017455170565725856,,,,,,,
PLAT,-0.04744645997402621,-0.016133960258435644,-0.05321223587216418,-0.0288755703784716,0.043046301007557713,0.04840798121164813,0.045356483096883685,0.005082696729831585,0.04687617131934795,-0.07257985912539495,0.06454491223198516,0.04292119118722315,-0.03311617567613535,-0.0064794610908313335,-0.0488385717609178,-0.048038282864953576,-0.025135490704584398,0.012660493503041324
NTF3,,,,,,,,0.008906078443595115,-0.020774553086710223,,,,,,0.016742553718844186,-0.005051995345824786,,
LTA,,,0.011870368482247531,,,,-0.01646480661481566,,,-0.018536723911512884,,,,,,,-0.007912509682648802,
CKLF,0.006092134740102406,0.0439464179838004,0.010552465783232337,0.051961174802960655,0.07032863532509129,0.07433082091800114,-0.027053224671223675,0.02868187641757711,0.012212109550168392,0.07474752036913732,0.07256526925040357,0.04232820586635452,0.013213372066602704,0.022389176934776354,0.035662135223331504,0.03813598575710332,0.05310460532133426,0.004119514703405139
APELA,,,,,,,,,-0.056465972247256184,,,,,,,,,
CD24,-0.015111997190605596,-0.004712649168410849,0.024317044355001063,0.04173386279282031,0.04990225403280205,-0.046757214401369124,-0.028247224927178575,0.015515477214637075,0.016526780602976337,0.06332471131914011,0.0002745801072638175,0.07903492233780202,0.07424455468658314,0.1632100470021977,0.04504913196748759,-0.006829753854399711,-0.0029086786203107048,-0.04549128274616876
HSP90AA1,-0.011046658832787786,-0.025950847223578682,-0.025874817864477085,-0.043452908576523376,-0.058862257702762814,-0.074623572185266,0.03472073398618852,0.01711185666501428,-0.021796356553958597,-0.02923396898554923,-0.0067139393367425595,-0.09870608825392099,-0.07657222830714046,-0.12627846010608731,-0.0019769103864453593,-0.0087664443503699,-0.062448536774225016,-0.07056755113481364
BMP4,-0.019951532224863802,0.014532000338884824,0.05005367581200869,0.08148267480969737,0.13170020144038855,-0.017885026499581208,0.0038876676458727663,-0.009972290050056174,-0.030131661854290056,0.026446804506628556,0.013786521311615091,0.023933830484095288,0.026317932211880522,-0.008574825051389234,-0.03550064341951402,0.014084762678121285,0.04192898582064925,-0.01241442153403543
SCGB3A1,,-0.01677162917904639,,0.06923219330123834,-0.018188137848948807,,,-0.010610651271552323,0.06774326760309478,-0.012934680807532288,0.13344662165976415,-0.05302135683579386,-0.0875502157058589,,0.00912057534245893,0.03023542740567989,0.024041915537910536,-0.02273466469705743
IGFBP4,0.02407701820291506,-0.00306116054083896,-0.011912934423302617,-0.008970231375693897,0.035367562330980915,0.05743435948043839,0.0691823622332504,0.01601574180943143,0.02468070209231365,0.039306505118470295,0.002330310385055969,-0.0003482659333944647,0.0833627021131607,0.026279602742027303,0.023017214147968472,-0.03416120721136804,-0.02313362214600041,0.061718104447895
RSPO4,0.02434236157073614,,-0.028482861318197147,0.029061485243556465,,,-0.0045390755353350715,0.042170030676365225,,-0.025713354335617642,,,0.0043373688220785436,,,,0.045530720223120665,0.07995527273715192
LEFTY2,-0.01330299999782642,0.06094356852569703,0.0245072357456194,-0.003398698789396541,0.11515773997485725,0.0954973408164832,0.00029631783249799696,0.08584787908733969,0.024096926635709483,-0.022883378657408207,0.08707617812876763,0.05383227037271381,,0.05156232822649118,0.19966254338172967,-0.025339575679570535,-0.05627352552417957,0.018399480645758293
PF4,,-0.01739787303297666,-0.012667145693373783,,,,,,,,,,,,,-0.020199221380441626,-0.02445606149164633,0.0673171297733544
ANGPTL2,0.1554042840502261,-0.026363886025378945,-0.007904394181965368,-0.039315924239222436,0.08592240433413319,0.04063038099558569,0.010490729749009385,0.038250571010870725,-0.03815172175526747,0.02992209389874819,0.1202453381550644,0.024167330521079722,0.029547034730239063,0.055797400188277065,0.02663708417190321,0.022298299034860906,0.002444214168623081,-0.032988515739278086
LRIG2,0.0235776641782801,0.010692278109393914,-0.012131329645977981,0.042245610828903844,0.03312567591630397,-0.002675732516455376,0.0028621650177105425,-0.0034109914760265623,0.006375704300485187,0.01770002212465254,0.061400499563491945,0.0644590644926968,-0.004246678614420669,0.08600054637828966,-0.0398039380831474,0.06616648178914056,0.05209028634814248,0.0689454077807662
ICOSLG,0.00424922731400907,0.010807322369639168,0.02946037864585958,0.028375555884055395,0.07852420894977322,-0.03885839275657475,0.015648203601151676,0.03538404504857772,-0.054461972580068324,0.04181602719903278,0.029850766380622444,-0.07417516238125949,0.029771883276907187,0.027169613519329863,0.025126322918362958,-0.011438563921575402,-0.021844961071613694,-0.027798123198718074
WIF1,-0.07246934156624585,0.015155812226106579,,0.014478474418856524,-0.06449782093161238,-0.07420696810108594,-0.01477727148506892,-0.01996704588734941,,-0.028618232225027133,,,,,,,,0.10221931806018636
NPPC,-0.0264468301962662,0.03426735931369965,-0.019649866769943337,-0.0475289517712314,-0.024392490658905974,0.01325670577657145,0.008829881765453308,-0.014746206458770986,,0.06138096705946668,-0.02487458429902331,0.006411194589902853,0.19591648092799366,-0.008493573424407319,0.0692833197511763,0.028811223792470697,,-0.030504763168216407
LYZ,0.03687476525451157,0.05914681396507093,-0.014441075608487668,0.024954007781834518,0.05936305293798562,0.008066973075978869,-0.025435003198072056,0.013416622846392844,-0.011953844801846606,0.0162534366713977,0.0459773962249367,-0.051794482118951254,-0.03157809670950851,0.05272104667466076,0.03167045369756151,0.001518959013847819,-0.014376286572449288,-0.006394327425773152
EREG,,,,-0.029040957889882014,,,,,-0.04499893374424382,,,,,,-0.010962976966976404,-0.02756506727336985,0.008957409409792422,-0.025361817893923416
SPTAN1,0.00361210660246667,-0.008444752503393904,-0.06625597496641439,-0.011142724007822999,-0.024910432018255785,-0.021779449312820477,-0.07487443558944262,0.0014935715779301998,-0.032868183062414014,-0.04872816045823625,-0.03613427981433817,0.038983530406016785,-0.05004985821453238,0.11012298390975334,-0.0033549248645639374,0.009739850057161084,-0.013002644713041266,-0.053767532986588235
LIPC,-0.013262771751617214,-0.005153358059166374,-0.022763804226470227,-0.026378836704927477,-0.02209537589980802,0.012232153538975214,-0.03580207583426683,,-0.007228804152355766,0.04012864520662893,0.08603861510305934,0.045879739787130315,0.006246294022436476,0.008675320074756316,,,-0.03092171828903226,0.009163852821390397
COL8A1,0.055082563270432934,0.054754527139070405,-0.03761499409134519,-0.034580192476446406,0.09605244224614061,0.04380734999901709,-0.0040602268895188484,-0.020354924695054486,-0.030059941409620525,0.03902499563377302,0.07253706576406119,0.06498216994070542,0.012641894325799907,0.11487432159192418,-0.018438595962579397,-0.021279960881039266,-0.04913298732941613,0.0689734194903962
GSTM2,-0.06297947056522765,0.08432285344988563,0.048573679919519296,0.03425560093580899,-0.012048810444576914,0.03982879584627129,-0.0013569210687006707,0.008406790369701317,0.03382677833870894,0.024388738438179458,0.05981642738549435,0.11661104450542191,0.06694833915088924,-0.01713563425541942,-0.03126334001788754,0.0194945730798061,0.04385800057123939,-0.023711261983311006
IL4,,,,,,,,,,,,-0.03993304804696248,,,,,,
SPX,-0.05835992618161862,-0.03444868862582467,-0.03730105238132165,-0.009279702143422998,-0.056834112930482156,-0.04648465040486445,-0.042758004750181745,0.015742396688437143,,-0.04373196331882656,-0.03297603311356689,,,-0.030363326032721388,-0.02555820917437029,-0.008867824891485642,0.036026374150304186,-0.0016359605858822296
MFGE8,0.07609754599047303,0.03784865056236144,0.005136573294487769,-0.03434797110515527,0.02097467835357846,0.05921355109060031,0.04377115396521064,0.041343582033832274,0.047210622885763075,-0.010535349154962471,0.04657904575738238,-0.07967759720695317,-0.04547157879182395,-0.011881567379001038,0.02236579095289684,0.06930285110369461,0.007647856247170027,-0.0021664346422131807
TGFA,0.0591163770208848,-0.012835620812150898,0.06645120379964782,0.001759664478071056,0.04117885456185469,0.003230653884949204,0.00911195218573183,0.05933121394533429,0.019076047750732933,0.02363253336061143,0.06582975045396562,-0.0800331091431336,0.0681950853665171,-0.0069067806714153135,0.05390603618790741,0.03814595520752077,0.06827296027156565,0.024999378369715494
SLIT2,-0.06113250974954605,-0.009359581415205386,-0.035794706421186706,-0.04354015502784466,0.0770000361739534,-0.049095869579432086,0.004784945921517031,-0.0323207061129752,-0.022920364328953096,-0.03379032066532592,-0.011158679634406043,-0.002481902838052923,-0.0379749296003737,-0.035203534220494645,0.017397006958017394,0.0059901828726410455,-0.008134433172322228,0.04805100567899269
PLTP,0.014255319905004366,-0.03366850232355689,-0.011449489995557187,-0.020646257630509254,0.05756957528836034,0.03401555823282899,-0.04581964616173241,-0.01631001454734496,-0.0024475328349236234,-0.007390981421681819,-0.005470195290268086,0.08398589910128197,0.03264817262545146,0.06960946851084722,0.07703544081850892,-0.035070921374089174,0.03649252342489459,-0.028023812608409308
APOD,-0.022189786740377835,0.0012438365954113707,-0.0524700475084663,0.004818165110666203,-0.013388765999948253,-0.026812349871069823,-0.004470539771973568,0.0407496915806176,0.016457710304736684,-0.05731859333182079,-0.06581673438680592,0.08798516311584788,0.035668928437276017,-0.1528307689749313,-0.057898144673307006,-0.020683481825270886,-0.09152935316116918,0.025068758914589404
B2M,0.0002996300991722309,0.011785598041311997,-0.018013362603161817,-0.042699333554362756,0.0654332101239842,0.05020819825389069,0.0759935684421271,-0.033253947252828334,0.016899076683006917,0.07201226965373388,0.08777581391943318,-0.08632333032855187,-0.04736165026651293,-0.0634027179607836,0.06955118196246012,-0.011602518428875688,-0.08286380821504022,-0.052360004981344944
OMG,-0.004289245562986206,-0.028164639026869994,-0.017724322744025665,-0.04095103997363463,-0.044042086551869634,0.007676050869299608,-0.08375793932942,-0.0008460745279635404,-0.008913469439944456,-0.0400718120498562,0.027131363413631898,0.00022359779816218036,-0.024711544044965252,-0.09917554826042126,0.030312697794499972,-0.0016997150075665803,0.07521393345700428,-0.029112936026956575
CXCL3,-0.040343681683230534,-0.01166784025919833,0.05541770896823292,0.00842107269808317,,-0.005241023191342875,0.022786273076313472,-0.011351152355875914,0.025680757741650007,0.06193138411514176,0.17739941498166334,0.011327496504966889,,,0.034549508815541904,0.0315307743794704,-0.009017145503048222,0.07090507220511348
CXCL10,0.08768878931930112,-0.03847173605937839,0.018322791665809787,-0.019565776288335043,0.05560708990187091,0.030383803574823894,0.1025080371764448,-0.017243231238721773,-0.045614195863433765,0.0617409820567571,0.07697811017246572,-0.09302569993686355,0.09010168312299568,-0.04198854940183692,0.00800415229297391,-0.027093011554521505,-3.997274280182241e-05,0.027052628887704294
RSPO3,,0.09663818046746615,-0.014710418479795515,-0.026378820441080635,0.04133449111594935,-0.013457496002381523,-0.028922534452710428,0.014636657078263988,,-0.013950281580949752,,,,,0.005668689377295,-0.011736491708507792,-0.017428891565140193,-0.05904932444128811
CORT,-0.04234952501635342,0.03939270241619651,0.0022973685875633853,-0.03201468141679814,0.0384041028227072,-0.0305053142488073,0.011918589507468968,-0.013910730920867587,,-0.03700966382176057,,,,,-0.028904771505680965,-0.02113745852690662,,
NCAN,0.019484172689787253,-0.0473684620866382,-0.08812480511238432,-0.050798102636383034,0.04350052068460672,0.01991742748176596,0.003083698669682381,0.009928416458386545,,-0.023577574252823683,-0.06563788129954752,0.04198846621140937,-0.1313754365448749,-0.06845215773207325,-0.00262386095052268,0.0030140974883171123,0.014319861038833155,0.025859913078281352
PRG4,-0.0577971583930224,-0.025222529847040678,0.025910338896921598,-0.018887140730983933,,-0.00777531886328281,0.05257867190560021,,,0.12686756328366677,,,,,0.0033916594895943178,-0.031189613543054256,-0.03948113654317369,0.001969054850715552
ZG16B,,-0.023257187670506708,0.051620046957125756,,,0.020212219146598074,-0.013082783505624002,,-0.05283602653877816,,,,,-0.028899735660690828,,,0.05367017875044563,0.033574724038665044
TGM2,-0.021882479401138005,0.0561742502946516,0.0011643947575778052,-0.0016469071042016096,0.014948983654909815,0.041618447295175366,0.06606275133464228,0.049171434621607966,0.02433273258117565,-0.01104112071868371,0.0899946949941804,-0.0864602946708498,-0.06838006907642634,0.011780802541482885,0.008198904507733203,-0.01077383495414977,-0.010147799681253603,0.013358657601252114
VEGFC,0.02001518032165515,0.010235161695610829,-0.004050983222872177,0.03510608950007295,-0.029209075898149896,-0.031729294430768024,-0.01804636076718368,0.06447100946229543,0.011790253184638047,-0.01664519415381083,0.027738152493572935,0.08105847144484855,-0.10316507528915306,0.08158759059926365,0.049064835431649856,0.05152972701049455,-0.019716611970049692,-0.003945174127088992
WNT6,0.015529135215195989,0.08575393093118606,-0.020081022237136,-0.026024661576374567,-0.014614310064096435,0.041368962553920786,0.020807732303533086,,-0.015165302588790152,-0.014527084926302034,,-0.07559616365440207,,-0.027483652006252645,-0.0036145013578799496,-0.017824692344676096,-0.010561177405178163,-0.01941873699946552
NRG4,0.02033041658200224,-0.015447260829171687,-0.017669737874499554,-0.026902262051976496,0.0630457370166191,0.07232851018041164,0.019724916533785275,-0.037072178561238976,,-0.01941856046263633,,,-0.06389087555638166,,,,-0.01742889351850312,-0.029202802022114224
PMCH,,-0.017803799414280532,-0.024483143273258314,,,,0.0969492997801409,,,,,,,,-0.008908231487045459,-0.015745773670265664,0.09850903033238959,0.06306180677284333
COL9A1,-0.041351804064715884,0.017848413354996456,0.028849474275179705,0.0013240046063009204,0.07931615317441708,0.045186999479011,0.006514166904581157,0.003656061899535525,,-0.022126988001332226,0.042908852770557386,0.04722927822995094,-0.0030587097401577517,0.059956197078830625,0.03115839208379671,0.034198150330605546,-0.0388030535490426,0.0021993845699762446
