,UKF248,UKF255,UKF260,UKF275,UKF296,UKF313,ZH1007inf,ZH1007nec,ZH8811Bbulk,ZH881T1,ZH916T1
IL15,-0.02265919216770734,,-0.06312177098906815,-0.01289498443958783,0.020969904394744887,0.11093721907141299,0.17509672179413116,-0.0007840726407843942,0.06890547778911874,-0.029355313048465385,0.010271351913330467
UTS2,,,,,,,0.04209502791341332,-0.0874799062744411,,,
BSG,-0.02119568315283988,-0.001428079551238596,-0.025795392592364033,0.02296220558160908,0.035953946416177066,0.0480833170462786,0.07057694089924459,0.19059225900531726,0.08436435672455524,0.02012999466677219,0.07464060637384648
ADAMTS3,0.0809125170357041,,-0.03401092877897914,0.06025445249754557,-0.059820927744702344,0.041994248215086266,-0.013613532226505309,-0.1351328035608581,0.009547162368850167,-0.04232094472312214,0.04763355020244452
CD34,0.057363485812376075,0.026633352834739835,-0.008671846736883657,-0.010586038825449855,-0.0006826543655587739,0.06125814745848889,0.020812984302827613,-0.042866418319005596,0.03331226164620569,-0.010656970231206106,-0.0072965334666560125
CCL23,,,,,,,0.0544567274643475,,,,
PLAT,-0.011010095693411784,-0.00920772831384966,0.00946228882844245,0.035938040216102626,0.004668496050710904,0.0809117131671616,0.07790069049121721,-0.10698088347091939,0.02085977602413807,0.08977527562289092,0.027251191787549346
NTF3,,,,,0.02967588224770316,-0.04152974101870564,,,0.0623567178988865,0.005739869892379999,
LTA,,,,-0.014544190188490406,,,,,,,-0.01563185529076587
CKLF,0.044735438456916396,0.053479225456860575,-0.001239159771824859,0.06301569847060172,-0.07778389053210327,0.049949818410418054,0.006034777215604869,-0.07521950111740715,0.03623006606347046,0.02288467812973736,0.040718282788068216
APELA,,,,,,0.032660854116097496,,,,,
CD24,-0.05755124369949747,0.06382974803147246,-0.009331781462929583,-0.019374518727408696,0.04773138826259463,-0.038510781798508274,0.04113025364037033,0.053061386297520836,0.05280849737940039,-0.008808327411300504,0.027823078946157296
HSP90AA1,-0.016533377675983486,-0.11282400131897717,-0.019952604308270942,-0.02827706412086265,0.01976429915596424,-0.0588480212330803,-0.022104240697494986,-0.06469490762939548,-0.06055559030322455,-0.03366643419810084,-0.034533672342136196
BMP4,-0.030598736800375604,0.0005809034188573863,-0.0026072369473425583,0.001215528538440256,0.04766821388420599,-0.011417979472755291,0.1461003089750121,-0.025737090309141574,-0.0012150453195623663,-0.030903217508838014,0.015813634200399343
SCGB3A1,0.05180892044353398,-0.04589904080244288,-0.028190416783578996,,-0.015464061412897702,0.03494004358018929,-0.043883402384023946,-0.08228864071527599,0.01839145112719294,0.03736060756395487,0.040165416702622816
IGFBP4,0.037068960624808536,0.08166696507793221,-0.029332886529974695,0.04175942161592001,0.04611687420762198,0.01668172808967916,0.02162806738316429,-0.06672967197030163,0.0833803884258559,-0.03579364500168871,-0.007928124114748289
RSPO4,,,-0.032536323466044736,-0.009055692735983126,0.05751048637753162,,,,,-0.016830646003687517,0.0899943338011232
LEFTY2,0.005589337687542154,0.10967119677060069,-0.012484056786793396,0.004364457057979353,0.10049012444863474,-0.02204504676199051,-0.022519829488578835,-0.04572769538353305,0.06271663453141689,-0.022888566634103626,-0.012609781375203482
PF4,0.06308988631051975,,,,,,,,-0.015583020682369619,,-0.029709936931825366
ANGPTL2,-0.02534978650987961,0.06273107880129349,0.005453514580490166,-0.009860867354253202,-0.019616977663473874,-0.047888336917920916,0.13232654257077603,0.12326342940326203,0.020221158417552426,-0.010059648631577411,0.03734683487145576
LRIG2,0.022361787315282534,-0.005989964771603487,-0.04912725853944724,0.02997996075429149,0.03564152497504789,0.059034151668015795,-0.01201678317917838,0.12470630174743644,-0.041830642652311574,0.03357062502652523,0.034712189219503926
ICOSLG,0.00663660209037532,0.008356401217757046,-0.0031586584547246763,0.007385037234723545,0.01055845996469132,-0.01431612695762489,0.03215421546474182,-0.007867431909946342,-0.04934499864491985,0.04941993437376067,0.028513423894623354
WIF1,-0.03723787921370416,-0.04353687433084356,0.040037780380911034,0.0005559956367830355,0.08882706561342839,,,,,-0.015645715708879966,
NPPC,-0.019272449413211924,0.01524950651056385,-0.050262422620007914,-0.014028967388569572,-0.02149125783608398,,0.039425141346585285,0.0263140378174528,0.05921220403342145,-0.0010861771660550642,
LYZ,0.006676389274010677,0.046567742712936906,0.022315159193684198,0.039319414967942855,0.005529527828057246,0.06475108511996205,0.03711141879430423,0.04075766260248791,0.056389502661308204,-0.020357664399125782,-0.04583673427904105
EREG,,-0.04886455195298445,0.03728181554909915,,,0.1127962963498027,,,0.015465415435612806,-0.02096285336347065,0.03966232996992885
SPTAN1,-0.004497679046067867,0.05108176630709271,-0.08541901804297965,0.010738146626100297,0.012867593901291392,0.11303136424271548,-0.012422838730012953,-0.02394446932592957,0.050425650444498066,0.03693175157063356,0.017205606129064466
PTH2,,,,,,,,,,0.030750529077879965,
LIPC,-0.025336518140780726,,-0.031500516287610934,0.02864837450847946,,-0.032232379419563854,-0.04340372241619368,0.026861270703173335,,,-0.026257070251252793
COL8A1,-0.016155494712621562,-0.01267232516047463,0.04183061008803624,0.04902544699303963,-0.02206663688679577,0.03297418876792181,0.05451551081818958,0.035383489416941326,-0.011899769068755556,-0.01379795904102333,0.002836480513005016
GSTM2,0.06382236099217661,-0.018202771807168703,-0.05080910260144717,0.016020067079998396,0.01928469073290643,0.018765235253358697,-0.03977435391884393,-0.0013824109767681797,-0.03774619145148182,-0.024417712851264133,0.02030413396707616
IL4,,,,,,,,-0.07072712400415397,,,
SPX,0.012938229981435066,,-0.01895714268289119,-0.03980801207116108,0.009288214628319576,,0.0039013376800516144,,0.0015542499851137215,-0.04141930329001474,-0.04387277447360387
MFGE8,-0.02583452467632769,-0.03937688969354982,-0.030257025615752133,0.037113127506574334,-0.01573171542273308,0.02956709738866882,0.048279353489021605,-0.003605526721859743,0.010965307063457658,-0.07766516169298203,0.022874202957403025
TGFA,0.012093722967075594,-0.07591074357280021,0.01182095805233908,0.005061215017373154,0.03649063878212614,0.06698381206628518,-0.0057836608724389045,0.06457370433600573,-0.067258500288966,0.04553933890308123,0.0827052206654865
SLIT2,-0.0013514616611872532,-0.01873484871707845,-0.01482806172360062,-0.016807542403718605,-0.007400115036733259,0.04776905041486095,0.04278078445515983,-0.02052344062553376,0.001119449720885506,0.10542782772852566,0.002070231776957608
PLTP,0.012592578195806788,0.011671864773124202,0.00048193899888252526,-0.007464689648230829,0.03508673628631169,0.07363997367396548,-0.005305506604683385,0.11406010027759263,0.031299186356166436,0.028519284297800446,-0.061779267318632425
APOD,0.050928119658572295,0.0077127145951362466,-0.03004517945539372,-0.008495888557882157,0.05704019693480662,0.010168257570786692,-0.03103246514189356,0.09965242980940835,-0.014121910649351576,0.030943649860118216,-0.04289624411450804
B2M,0.004291350161978335,0.048609212192242554,-0.03171520010722028,0.004135452950571653,0.08888498793713072,0.09722750141361836,0.13939672248036658,0.07437867944745552,0.09745516654955502,0.03312967399095157,-0.006208364675488214
OMG,-0.01968394130800199,0.060757454670712106,-0.0015089105590146224,-0.00010169765436662602,0.020940022174833768,-0.016325501917314772,0.06833846511253076,-0.02498026709759719,0.018897977058985056,-0.019245702125258977,0.06394459978677208
CXCL3,0.0063525830535692785,0.05534168980192329,-0.03698672597497663,-0.027181489573502905,-0.01654327454988944,0.0746691411681489,-0.02434994344301038,-0.07976429304595466,-0.03833641000346158,-0.027807467840333232,-0.04849353070678223
CXCL10,0.009511231008769622,,0.015140899102147944,-0.007728465178961672,-0.0017740979034937148,0.11844673532463865,-0.023570979035344594,-0.10898745869085565,-0.020901348198034214,-0.022997528964617913,0.047539812158369825
RSPO3,-0.027100067872512054,0.031838670951645505,-0.007920251482478189,0.01945315449727393,0.029766935756215133,,,,0.09604606284541145,0.01652948747379462,0.019886389244479906
CORT,-0.0047285000442223125,0.07691145553693672,0.08257371890303124,-0.014462476257409247,0.017905849835876855,,,,-0.016306839119870783,-0.027991621575878072,
NCAN,0.02380270325173227,-0.02307261799496233,0.02675773470398456,0.006615142314001709,0.026682104600840903,,-0.07028133272424829,-0.1434608474207385,0.04340613037424059,0.01600594479057182,0.04456473787673775
PRG4,-0.0300030047107501,0.07544292390123608,0.04572358586137279,-0.003929636456878849,,,,,-0.024061739002828025,-0.040134692985295546,0.005690411445619428
ZG16B,-0.0028016907629212053,,,-0.025768017456793288,,-0.01602571698896359,,,,,-0.010519798356144422
TGM2,-0.03641443639405316,0.0027450943142406244,-0.01973209973284211,0.007447459356100182,0.07379830246823935,0.015388188748743661,0.04299602293349884,0.044856015285089285,0.036270777363440844,-0.008559799001898228,-0.021973832225236443
VEGFC,0.035792425947623434,0.023741690718065613,0.006933014978425665,-0.011800042530216888,0.0755489630821431,-0.015348789651850402,0.1608701047476259,-0.026107168412079655,0.043562515900002596,0.05112940344852481,-0.05081538397013921
WNT6,-0.021761583474182302,0.08852127236064528,0.018078304385067512,0.0018715256450552527,,-0.032518972551591564,,0.001051951864964051,0.15119693973651557,-0.005619464401682756,0.022904105066658378
NRG4,0.018724147500337424,0.04746859493339782,-0.020828279456202626,-0.025404253967074943,-0.024590918324093398,,,,,-0.02222530473057149,0.0559563070970319
PMCH,0.010815486875457485,,,-0.03771724060290365,,,,,0.10289521782447407,-0.012796412833528368,0.05349216905262856
COL9A1,-0.016618355110479505,-0.03433984022270202,0.0032543621319936662,0.06998570960565625,-0.032757724615298967,,-0.045718530846885694,0.12233817582613499,0.025307976850203362,-0.005174679734872701,0.037114433495194554
GDF11,0.03671779980978122,-0.007493291628643605,-0.003348681302407339,0.04609629291406303,0.058768429164528006,-0.02007993382472475,0.06682943879653246,0.023497782286996696,-0.0184679684299502,0.024075760371176903,0.006738073464287972
RAET1E,,,,,,,,,,,-0.023226771285821186
IL24,,,,,,-0.018338644155745865,,,-0.015334557340288253,,
SORBS1,-0.0129283264439204,0.07946356822785663,0.022345767991386094,0.044831918199054764,0.07937739966323866,-0.008936189862037923,-0.02254373574235508,0.09955278238444841,0.016345668807903144,0.0617952626633861,0.04868464092283837
DLL1,-0.003009092783408538,-0.011712360796329445,-0.004534652044691507,0.024948549750136943,0.014911842796611634,-0.023853772869638322,0.0421646750405268,-0.0900312773122947,-0.0538027746302947,-0.044534760431674404,0.08989726736734661
TLN1,-0.021527828664395895,0.015357729552155698,0.011619893187283877,-0.010279536873813827,-0.04012064553240347,0.07795904207748064,0.060751865345958396,0.07160081472448399,-0.018925258535268608,-0.060812101516171,-0.010272522027971034
COL2A1,-0.03394773277944968,,-0.020144360217552015,,,,,,0.0755603833970618,0.06753300633143788,0.023253116503576775
SHH,,,-0.005423297661362364,0.02554527653075195,-0.017755500400079702,,0.09338465360600176,0.043407403389850524,-0.021196553100409153,0.038539914374340616,0.042243842904873256
PON2,-0.0023530432309571635,0.05705302844682507,-0.03755383049634993,0.03787738805405664,0.018397668875504102,0.09118376411493942,0.03489050458902855,0.03170342049038634,0.08799966446092224,0.06242062566871011,0.01295298134504257
ICAM5,-0.0004819548212267201,-0.009943970493710777,0.01762343761316624,-0.02509508868051395,-0.03288488351856236,-0.01735977993923441,,,0.06378424185943579,0.006838169088055559,0.011301392147222573
HPX,-0.03418590987759653,0.03011188108146221,0.033143351528028706,0.00853900228218047,0.003318864669201837,0.09236721628491223,0.03638261121854112,-0.014242099515445387,0.033487811056415,-0.013829932989896234,0.005490752758804422
SFRP2,0.04024228294066606,,,-0.028408649069087737,0.01420710286081946,0.0030626173706368278,0.004536988506747418,0.0009444183298877164,0.055833027383442486,-0.003586892618215609,-0.004111482308070303
CFC1,,,,0.029386143526741283,,,,,,,
CD70,-0.032719914876126445,,,-0.030922623877778815,,0.060975355610241866,,,0.03182140868386634,-0.03236565986719652,-0.032303432886736504
HP,-0.007121658869132065,0.05241628865889879,0.006643733373427763,0.006228857476011209,-0.03268407028580719,,-0.04535371782401137,-0.014783224153850607,0.02471527108548881,0.00862377340350012,0.05906128604994738
CXCL2,-0.025474672020994172,0.053086229337556724,-0.05092376209166265,0.02642948685567162,-0.008061673149464363,0.052080907224229235,0.028802781161369428,0.031146969461155548,0.037854302351866195,-0.01651720666764383,-0.05611303941172492
NPPB,-0.025737932048671745,-0.007801413931579534,,-0.028396409839240154,,,,,0.10893210389111328,-0.019125561548563298,-0.0017744048429690757
CCK,0.008287674169670784,-0.02600005533746362,0.024356454224338745,-0.03172796986845465,-0.002150367744597687,,-0.00969668559271363,,0.03337269310164887,-0.03999533840182741,-0.027862479462730228
SEMA6A,-0.03177638993626039,0.0745219332612853,-0.0037077623758623277,-0.014000256484639232,-0.002069441136267035,0.05707241400819159,-0.008461561571739057,-0.08492111730816061,0.0041934180349263335,0.015054169758484379,0.05419901924145249
IRAK4,0.03314934536812318,-0.01243077327415037,-0.03413565581240806,0.009576377213273198,-0.03623026010574248,0.12992594925982096,-0.06537218589991178,-0.03099605238053772,0.012555968945914537,-0.02126725496730809,0.07496464132229155
GSTP1,0.03487904120027732,0.012514615551001576,-0.00930746551424642,-0.021086509555179,0.02846862758399738,0.03989383543930909,-0.007970077507186223,0.10161639462324332,-0.04407202719665646,-0.004459512640869256,0.03493465300299344
VCAM1,0.0054787882317685705,0.01906063264501852,-0.03186989118421933,0.01729191145738046,-0.00039042051523371246,-0.07733888181242801,0.09242542767679614,-0.0055422421552123735,0.003576509123223079,-0.04268745007540264,0.028655914468487316
NXPH3,-0.006803432288022736,-0.020113236722659654,0.043065556893416776,-0.01460791181313389,0.002918328027485601,-0.03460565537850638,0.009377835157834701,-0.004027611497004882,-0.011915851049473996,0.024939748068440952,-0.010308846026563085
MTMR4,0.03938139340383938,-0.04155043594308064,0.06602401722273883,-0.038430420342231285,0.002694246356269507,0.04695816214880945,0.016987921315261507,0.036758360731076405,0.04126807721394139,-0.013365120537051038,0.0366883155831537
LAMC2,-0.02020158541858673,,,-0.002510543906811156,,0.0034453796926958284,,,-0.020138576582021103,-0.012420914611446841,-0.007613236744437977
IL10,-0.025162289452240076,0.059995040416542675,-0.010913961669761297,0.009305734912566263,,0.0867967743415745,-0.006723646672543994,-0.05911975481315885,0.024707696738691606,-0.03093061845991235,0.026498598206967667
SEMA4D,-0.00017279599270823265,0.062261245799863175,0.062752358307515,0.08111086814972966,-0.007404778838233373,0.031832090361529515,0.045468761913443456,-0.02430484500957505,-0.03612008855644919,-0.02188413200923697,0.041044737768042946
TRH,0.04117505178478726,-0.017048096279487297,-0.01982357772742336,0.0033922132978669007,,,-0.0034525944582543796,-0.06760204805786484,0.042966866904350746,0.011932723928359432,0.078533120315249
SEMA6D,0.03761082417970693,0.008085508357248089,0.009756556988013762,0.02080050913030303,-0.014068099971140967,0.10109366553861691,0.009148826730191106,0.08423235135073798,0.025692311500563347,0.025281615069008844,0.02909597793998648
CEL,,-0.007377794912120811,0.01860154348887433,,,,,-0.08122226429300004,-0.025035698270257187,-0.006541316748621925,0.004707386025251601
PDCD1LG2,-0.022032632559083158,-0.03224062943845322,0.01920526925174368,-0.014406367878554472,0.01943874019332012,0.00011825280794815505,0.11613371184827204,0.044077997082209906,0.056920509811101576,-0.03472182837775477,0.01273418881981562
SPINT1,0.014646257753029416,0.032190721873973094,0.027096097546274036,-0.001626332482285743,0.030661552891616387,0.04631147837415936,0.05723352516871703,0.10197143311612791,0.03668500813621187,0.09496070484027795,-0.025867790691185905
CTHRC1,0.026626465178670185,0.005820370806397096,-0.01763184606363627,0.030305392234098543,-0.010819567509146078,-0.10934836175245237,0.055458717896225924,0.017493837294672146,-0.007509042438467216,-0.01987251738720524,0.0035076642975359553
PODXL,0.0019730806269968953,0.03882286398704035,0.010017104185099842,0.050536181673870514,0.058014483585523746,0.015328011950150714,0.10032022884585133,0.07121729179089462,0.07633642951122467,0.02177722967017736,0.03443633223992336
JAM3,0.021950979380799485,0.05465738669598211,0.0010517484117522628,0.009058546169677757,-0.011557323100371011,0.035802170572200046,0.05552938439882542,0.11052423950803972,0.057322742773547916,0.04448665725119939,-0.013810777441393095
TGFB2,0.029192673580181343,-0.010858690003141352,0.015753635347137286,-0.019408521827025058,-0.02000712807005093,0.05088831537743841,0.05983957082417865,0.0902815387784038,0.07446036342611494,0.0005829048170208336,0.0029966345136763642
COL18A1,0.022764332760377017,0.09723453362970105,-0.002790707411881584,0.0746131325730153,0.003319766628369729,0.07132017964877063,0.05869532234051684,-0.08388008281362413,-0.004168411751585164,-0.0351893238476167,-0.027691697396887822
NODAL,-0.03242161958380868,,0.0326737457068671,,,,-0.02018011976570146,-0.014697606561445356,-0.018941790563885057,-0.014204247444002874,0.020618854518638284
INHBB,0.01211452061034975,0.026962369194606945,0.029253520770065686,0.023238446579095535,0.022936683410063555,0.10479688041273773,0.02140057767519026,0.0008713289986235144,-0.012629744767048917,-0.033663855863617885,0.09954903534929606
LCN1,-0.020201589964025702,,,,,,-0.05573282943716901,,0.004974663850348311,,0.061081659323546825
ARF4,0.018751181950363953,-0.009805045136274108,-0.03277135187472176,-0.06608595928615717,-0.013582898814556429,0.07097988985833069,-0.024331750770251893,-0.06887253920984851,0.006121142683131857,0.026161358816332976,-0.009604611757286803
CXCL14,-0.0158299159962518,0.040876184696670176,0.05176180514856661,0.07432319088460672,0.007538692127543005,-0.01118952427821036,0.08115162085759148,0.0005533176289273726,0.07637794442758565,0.005466190101049773,0.05068326036492581
LIF,0.016689549004806917,0.002508303740798453,-0.05824694419525615,0.042109049236799256,0.013434437206277168,0.07213010653458987,0.011805053913917061,0.10657831864166188,0.017260086093186102,0.04885105842539089,0.015804979780420062
IL17B,,-0.033163845123774294,,,,-0.008437839161739345,-0.019729387013598217,-0.0992297543609188,-0.013971266549506266,-0.017671403707761723,-0.02111876718202838
MMP1,-0.003294870536257696,-0.005076343535610132,-0.019823573402967053,,,-0.0823829434079165,0.1593071439046078,-0.024433301811959702,-0.02948411790534192,-0.012796411820130773,0.028151923575212647
MATN1,-0.026524098284745203,-0.032908512501425256,,-0.028753046479721076,,0.06435767842469034,,,0.10299506950030159,-0.01821227863533342,0.08690360498825797
ADAM28,-0.008704015815475552,-0.014639348434265847,0.023759997072174736,-0.013545416162434808,0.0834228849020139,0.025868795489296752,0.016643138998925278,0.03954790079075181,0.06735914808839176,-0.011551073131499825,0.06360947736077585
TCN2,0.05465112043331766,0.055649733344634876,0.02931537978901848,0.00856258482123608,0.004766399691411724,0.06989149068725432,0.03248448807528817,-0.005266059840724056,-0.0061195721612359805,-0.022070804647941932,-0.006401480189100086
THPO,-0.03456199830397832,,,0.008582387133977853,0.08529659996786777,,,-0.02293415314231483,,0.007741596830309924,-0.03167269375534737
CUBN,-0.06777994172218274,0.05413232599902235,-0.004906652491029462,-0.003764872236635992,0.0007109196884717241,0.03845186492042639,0.040753725112925514,0.008349205308431053,0.012532340621831511,-0.0018342953915042378,0.048324726776023647
TIMP3,0.006173736419397112,0.004150625616169238,-0.025944489594491013,0.03942949898287843,0.02829430380962099,0.03111124812105391,0.1015857436270123,-0.05945446898842679,-0.03676876276322635,-0.06233767600131097,-0.04797210360984303
PIGF,-0.023725012349957476,0.10366555182605605,0.007126756569929271,-0.003984766183376382,-0.0177688913888444,-0.009334294465319365,0.053885943552649515,-0.004407863117627267,0.06296872321765831,-0.02116138208469467,0.1013134235883963
CRH,0.005493378998050986,,0.017644208623361083,-0.04526400688410628,0.024758706192511408,,,,0.07005863047813801,0.019083871307823175,-0.0007426736658493689
BDNF,-0.055604543064514386,-0.020026497229032575,0.009779957767271278,-0.0013951080532806181,0.04207271738038629,-0.014692076049524863,0.025317337220895714,-0.023258850723411686,-0.013034236040512088,0.027744266666147873,0.04871512462916419
CCL5,0.06260077679914237,,-0.01624906751849822,-0.03989119885575572,-0.035125588147428215,0.060537848039373385,0.02519186236647287,0.08437726016313207,0.04271129871084168,-0.03219924768474278,0.03893557652667742
GAD1,0.03301330807984879,0.02385783291241256,0.01922382374545589,-0.01735333584954155,0.032556875037280046,0.06074215521734112,-0.0768201061364296,-0.007820216076452016,0.016510312448254693,-0.025893209339583376,0.0270646140992005
COL14A1,0.0036240489344156334,0.05730764014918067,-0.020029477140152747,-0.007688239457066287,-0.0021578635528626627,0.0602269617764537,0.13376397563280562,0.05326569170550968,0.005178959120510602,-0.002174861548449277,0.006527318741126278
