,UKF334,ZH1019T1,ZH8811Abulk,ZH916T1
TGFA,0.08528188175918812,0.11491304692605495,0.024935579764636853,0.049562633026867815
SLIT2,-0.04126176236969176,0.02021305263700459,0.054370146815579216,0.007877205263580135
PLTP,-0.013499049323664277,-0.10382614753161556,0.044482791113439654,-0.004264138252300858
APOD,0.06649718738684088,0.05641757436939779,0.04275908000248658,-0.02372861457953486
B2M,0.015786144828573875,0.0480880206041222,0.07999546287904391,-0.0541817756820618
OMG,0.04471334643914376,-0.10185609131643714,0.03967441647474155,0.026290762395634614
CXCL3,-0.013210699878653464,,-0.023424233223761467,-0.028314369113653075
CXCL10,-0.004688447360727211,0.03855095741767835,0.24379150837822247,0.024406627164346138
RSPO3,-0.013804926761893608,,-0.008762198642817862,-0.017257002095624335
CORT,0.001446903103700734,,-0.020318329004815595,
NCAN,0.10926017080210441,0.12014981814125646,0.0740510718719415,0.043237769906026666
PRG4,-0.01614024142322967,,-0.01951669128931432,0.006327974183169587
ZG16B,,,,0.056238092085278454
TGM2,0.01032686070936589,0.04583067353942734,-0.004177919144255085,-0.024463138163852996
VEGFC,-0.016471759720223085,-0.03236354395707684,-0.022931976785699942,0.07192439601004885
WNT6,0.03258676254394742,,-0.010635800102800557,0.005377301133567507
NRG4,-0.01921622896660174,0.11510256953568583,,-0.017257004029722547
PMCH,,,-0.01811174541093957,-0.01340658963177857
COL9A1,-0.02189643607171503,-0.09189903173903531,0.045800535356267755,0.021984437178540372
GDF11,0.09108364297580251,0.08002563832736104,-0.025105324929667126,0.0423320649996409
RAET1E,,,,0.13034432340024868
IL24,,,-0.01350368094092966,
SORBS1,0.03885055633861454,-0.0257963351697705,0.02021551675926746,0.006602841370690587
DLL1,-0.008197242534446059,-0.013555757431319714,-0.0089783165990693,0.038316106819442634
TLN1,0.034707779112487756,-0.04383599251213921,-0.022362811856186146,0.046985407941876015
COL2A1,-0.013411572573366521,,0.032990697776084744,-0.025114770754788785
SHH,-0.012799906911759905,,-0.019115890901726593,0.013377617353606194
PON2,0.042044791647516885,-0.006415808927576804,0.026042324230969967,0.03404428762260738
ICAM5,-0.011804344138800507,,-0.026333724619541258,0.03304235011510326
HPX,-0.032534808743249564,0.006623520933692039,0.04232019818006017,0.013295010776473423
SFRP2,-0.011733494606999304,,0.04186241842225839,0.007196863928996065
CD70,,-0.03535625923182552,0.009556765203173534,0.1146772940707072
HP,0.06072290611812768,-0.03238060765240091,0.0834347687189315,-0.025814590555933957
CXCL2,-0.025334092165487314,-0.03209426344539067,0.013382654655670031,-0.007824523400109301
NPPB,-0.01647176091826141,,0.013704693568332189,-0.01750530867181108
CCK,-0.035406192310535635,,0.03246945437158939,-0.02270911100006924
SEMA6A,0.04472507654345507,0.06016382858451761,0.005387510137355785,0.06866236125184019
IRAK4,-0.01709858675667028,-0.0012568037590231244,0.04653122212933239,0.07699758400249766
GSTP1,0.04085401325126955,-0.05929280914440085,0.03329983566185351,0.04169884633359603
VCAM1,-0.029017300672463775,-0.0677378471952442,-0.01679895353630411,0.040767804085817955
NXPH3,0.025060108010778116,-0.13969273974989588,0.013812466178324228,0.028555558906231127
MTMR4,-0.016465275560390652,0.04327305810234888,0.01604786348822697,0.07071768873564932
LAMC2,,-0.032577716086824096,0.03594736088279399,0.04261997148722631
IL10,-0.014744567822881048,-0.056737599788229405,-0.0038049598084350157,-0.05255607417214477
SEMA4D,0.030630118414374092,0.03612284273134747,-0.002792400604679115,0.041904555482438176
TRH,0.07266447599590543,,0.002483313623431186,-0.01960711964423202
SEMA6D,0.03459118278169668,-0.005475078624236745,-0.0030830585381786723,0.02696998145908401
CEL,,-0.05766273244117978,0.08495087076662382,-0.021448261357863537
PDCD1LG2,-0.025222334615800018,-0.07926515167375062,0.0797111433942865,0.05505618236072696
SPINT1,-0.021641851331138297,-0.028449902380192252,0.08190878657063572,0.032050694258378774
CTHRC1,0.02441414428782368,-0.030013324858021724,0.0516091646853315,0.010450803609140528
PODXL,0.03782411203810324,-0.00639509899968297,0.010114552438675548,0.06895149515469276
JAM3,0.05342204038624642,0.017287737550654825,0.04299656980678544,0.045601034734517716
TGFB2,0.009670444585395612,-0.0864989953824589,-0.02433516604592381,-0.023148530558385054
COL18A1,0.06730787262055818,-0.14216893409529416,0.015261440560170697,-0.019261877546319278
NODAL,-0.022644942989848444,-0.07891617261819761,-0.02018665580764103,-0.026834126294541558
INHBB,-0.016863894265730463,-0.062142382706905315,-0.01964385260634446,0.00861382129395694
LCN1,,,0.10210249900536858,0.06243596610771224
ARF4,0.028278516896334302,0.004128870461499555,0.018235959049847324,0.006381520679427555
CXCL14,-0.01795018253448145,-0.06839878659210044,0.03166144210766456,0.043618278745165454
LIF,0.03402499233798571,-0.04046199677667087,-0.0572954748304188,0.006085425302415924
IL17B,,-0.03110767830428763,0.05045892605916343,-0.03349190587990361
MMP1,,,0.028710213936345312,0.022537503619603792
MATN1,0.011758973334814236,-0.033991614331876016,0.03769142939425047,0.04716579707359963
ADAM28,0.04346896534752638,0.05841137905932981,-0.008057845063594967,-0.013110281452119116
TCN2,0.001978663568043992,-0.10740060048458981,-0.01628349340327778,0.002861516961415318
THPO,-0.01341157244498142,0.05331331144578442,,0.08888811079669082
CUBN,0.058708253522643916,0.035760890837696,-0.029509722318923737,0.048524556882934
TIMP3,0.02832089549546365,-0.08229817062593267,-0.00932947460637586,-0.013660139176515927
PIGF,-0.0056040844487244565,-0.003938886025773021,0.0516345389050934,0.0332035365087387
CRH,-0.018343576747959518,,-0.0365048973651264,-0.029402069789188322
BDNF,-0.01510487516121554,,0.012527267000175963,-0.013908572084798477
CCL5,-0.018194410838158346,0.047786863469628724,0.027768000672103492,0.031723972805162946
GAD1,-0.0599178460268154,0.15927532480717363,0.0362083575573009,-0.027541343898488512
COL14A1,-0.013154839234802616,-0.04509583778081369,0.013449837824432296,0.000622731701037473
HLA-A,-0.006250831199665331,-0.05202476714397952,-0.007625382121058631,0.0318981795439588
FGF18,,,-0.02209012638405594,-0.019607121217295843
ADM,-0.029561033380558006,-0.03188424129171525,-0.025548041652831425,0.017384615075671267
CCL15,,,,0.031637022321744666
GNAI2,0.04841426225867568,-0.020479143455546564,-0.03283793718151566,0.018138212966217253
HDC,,-0.03879366048337375,,0.020487870161636276
COL11A1,-0.003207906359841493,,0.0243623108331501,0.002617185060642121
NUCB2,-0.06472655112384365,-0.1017884687586239,0.026431736483427178,-0.0038867018086351937
CXCL1,-0.01819441392286634,0.033264713282627666,-0.05898280573431722,0.04672142080341901
VCAN,0.03772353619586576,-0.09262817623253296,-0.007610018049889955,-0.028316486585109307
MMP7,-0.020728951562747677,,0.011329434743788405,-0.004680541428980534
PTPN6,0.011145690872033707,-0.11964978301958774,-0.00983179819667982,0.012799003431453073
PTGS2,-0.03095718114352736,0.01681428958111381,-0.043251094951968494,-0.015516447575132812
CD58,0.0017624770621481156,-0.035113082689170474,-0.0064008755265908945,-0.0016055008735595916
TNFSF14,,,-0.017670939229626467,0.024088994031191642
CNTN4,-0.011082309306502256,,-0.012545867405854644,-0.01440412683583149
INSL3,,,0.023367227808627312,-0.023284050926365284
BTLA,,,,0.014882684977243087
MFNG,0.06403160033394002,-0.010392586538499718,0.06118256684286354,-0.026172592634875893
ICAM1,-0.016195678069787712,0.00856569329730144,0.01056004823961586,0.017660842208031446
PROS1,-0.002492369808297344,0.04228430503190444,-0.011635810116439447,0.00031061694757240487
CLCF1,0.033586436680979846,0.01025322279445301,-0.0032032869568274953,0.0190618976588441
PSAP,-0.029216224316903225,-0.06141776333784227,0.03972746628905246,-0.024983276799275384
EFEMP1,0.0017752425094164064,-0.13200733561043115,0.06468965457654795,-0.054438181590272645
C1QTNF1,-0.0249246963077469,-0.0465231651244277,0.022265086217703876,0.041612569949391956
ALB,0.04478934780353853,0.04621314474949705,0.03181584878793993,0.005601661557168805
CCL13,,,-0.013117685872365836,
EFNA3,0.014743560784832209,-0.0006494021870760283,-0.009315118445680018,0.006146141185200342
DRAXIN,0.017753488659146246,-0.06378277732080732,0.005041656099244165,-0.006086066716479482
NPTX2,-0.027690499561318648,,0.02829085790180293,0.015993335378838413
FGF11,-0.05641885264512634,-0.047180534436412236,-0.07683874803637826,-0.012625676071492736
CD59,0.012733674291803903,0.014396616437791736,0.050407389623501,-0.014987827526146247
COL9A2,-0.013495886896856766,0.010687239710913015,-0.02071281521942637,-0.005293411314248079
DLL3,0.07659260334847012,0.1277173261055091,0.0037468058958248225,0.05736422910524886
FGF5,,,,-0.02850336951609194
LIN7C,0.01772604571237802,0.018380086770536097,0.006433040326803335,0.0504768865948541
GDF7,,,,0.1209716080676032
PSPN,0.06642488532869495,-0.05248504583660493,0.059146295598660255,0.04089232877556309
ANGPT1,-0.021254899339514917,-0.022821346772822604,0.010302099874741073,-0.0010357038689177774
PNOC,-0.026537009924475094,,,-0.024031302105397324
L1CAM,-0.03615176625659365,0.018236102735521266,0.049314368917980834,-0.015290022594230908
APOA1,0.08458905614646677,-0.03389726541409477,0.07576379616999324,-0.0014234828788950078
PSEN1,0.0073036867487942005,-0.04985436942496685,0.017599687382191375,-0.02017789814814726
CALM2,0.0012137904320211616,-0.08524959777346434,0.06813222177687747,0.0632093072322034
CLEC2B,-0.013476020090182133,-0.021851132330268933,0.06059505340360649,-0.008669040890522794
NTNG1,-0.02364116834606543,0.09919312236026664,0.028861435997730594,-0.017648199199288058
LRIG1,0.020984319709475,0.06775141841657761,0.0022999206403937636,-0.005586584750129764
CPAMD8,0.032563826071984416,0.19233670683095333,,-0.024397212063437868
GHRL,0.1186901078197622,0.008322140065313453,,0.01803441451174525
NPY,-0.00937798746485354,,-0.03271673092366709,0.0007621379766496854
MMP2,0.10427971275681629,-0.09118565505691416,0.004507819929322537,0.050042967683118125
PPY,,,0.02980513615515752,0.0027839561089370206
ALKAL2,0.10498301818943229,,0.04455879130042784,0.02918817077733845
CSF1,0.03749181808654192,0.007217013576803274,-0.02404961405844788,0.0009928551612008966
SEMA4C,0.01617695037633303,-0.04217262713371343,-0.00990327915104524,0.06613541245458872
BMP8A,,,,-0.02089868906838766
ICAM2,-0.012589608756019355,-0.02690915992044839,0.006052327034654077,0.07495324088666204
SYTL3,0.011319431845486953,0.011101786127004626,-0.03853581808615195,0.027814843105880116
IL1A,-0.025777010056246427,0.06893568954580125,-0.03314016692186784,-0.013755637751080744
HLA-G,,-0.004329947874783185,0.08006537271323767,
PGF,-0.043639973916110415,-0.03002037686335836,0.011382300557524727,0.051441169920490214
LGALS8,0.02568874566260938,0.008719119523164733,0.0505447193747028,0.016227917197940884
DKK3,-0.0001634516803971493,0.012633329533147983,0.059733615367582746,0.06432351888914385
COL16A1,0.11796370019176756,-0.042913459780052,0.02725013754623364,0.046981526018925406
TPH1,-0.01614024030993105,0.024087727542844,-0.004295862075373153,0.02231218479089401
TNC,-0.01678574192282496,-0.11858354119491836,0.007781076283973396,-0.03702989963261845
TNFSF9,-0.027383865288615535,0.07946696385011714,-0.0057793277954783,-0.020137355992842332
C4A,0.07900642128940401,,-0.014604127489767402,-0.013640228462602145
CNTN2,0.05767671848519334,0.038054142315493596,-0.012664861239156503,-0.02479033631066357
F7,,,-0.018400357449386232,
LUM,-0.045582149419155935,-0.006638108902336997,0.06642855904907882,-0.004600413055546445
BTC,,0.004771829278928423,0.11373346772901259,0.039470125678948524
APOC1,0.001839986522962229,0.09367623693195569,0.01302845214854418,-0.011414909953031167
PKM,-0.06401161029882994,-0.17163873573174745,-0.0009371184153461411,-0.012247518090670649
TNF,0.043858227011964464,0.08018598763371687,0.08573624713150606,-0.0003357061126529992
GNAS,-0.03636502669793137,-0.0350254821996174,-0.0265422726642,0.05575079836141406
BMP8B,0.05616891521245439,0.045605485407630715,0.046613380386052464,-0.019989091703410802
LIPH,,,0.020077083634439972,0.0014208448027185684
CCL28,-0.012799911700190205,,,-0.01622787725124063
PTPN11,0.06903450527309622,-0.0018950824172349514,0.004466154001289107,-0.009969192663285059
ADAM12,0.027129365633195804,-0.0002875997548841283,-0.0042263817593022465,0.03381036012692411
EPO,-0.01614024268018,-0.046459218473736005,-0.014246147105793772,-0.01725699879154139
EDN3,0.025261951511519824,,0.0015757923219760308,0.02233155245417892
CCL22,,,-0.016123570154213163,0.004074462475143758
CCL2,0.04002437416485963,-0.013488472636283892,0.007134984887867873,-0.008791539840808313
DSCAM,0.022085045337968425,-0.04355602419919756,-0.021569076044674274,0.03271995971389783
ANG,-0.034665442072297034,-0.06676085127043574,0.03812118960239798,0.055768879867644096
FBLN2,0.05648345290352147,,0.01616014231567615,0.008169500050438878
VTN,-0.013411569920075174,-0.006795639105528805,0.09140052318591117,-0.028143284540522888
VEGFA,-0.03525769101873132,-0.07888690020143699,-0.047503138983558894,-0.02041155295606675
F10,,-0.0007726857203790262,,0.041484448277885264
SERPINA1,0.040146495262891074,-0.06760664449843841,0.027953688966587533,-0.07688995780467528
VWF,-0.0034048763255786303,0.018892519802289412,0.022235298746954155,0.01212717828289309
GDNF,0.0043395840522523045,0.04430130460723817,-0.0238826220888009,
VASP,0.019762148877270156,0.03408343394838368,0.025852888929046657,0.04376385419475631
ADAM15,-0.007339944315596989,-0.07316430946361606,-0.010501949401936245,0.07549519729919092
WNT2,-0.015104872982495772,,0.006355678278384466,0.009641162748266062
CALCB,,,-0.015465296919757131,
OLFM2,0.030247380662989393,-0.022846427652762433,0.05612156456994437,0.040855349419843215
MFAP2,0.03540946502444925,0.0019441780264631353,0.023596633767211318,0.07130271517541291
HLA-C,-0.021036986256192183,-0.033096363222948726,0.013987405922741853,0.05136594674923494
THBS1,0.07931666579128714,-0.07030772044294654,-0.041759043210427844,-0.059513104365011914
HSPA4,0.051578446329414496,0.07560026995159001,-0.005571027658853165,0.050316639189673926
LMAN1,-0.042116847391477585,-0.05339405854029274,-0.04797634279554698,-0.029866143509512014
LYPD3,,0.0007841446215441756,0.027655429934201784,0.07257183651731804
APOE,0.015324382334246033,-0.013052414387465055,-0.03221351500430732,-0.02265307229185203
SOSTDC1,-0.024542655177388503,,0.09001868177413944,-0.028778539464087278
ANXA1,-0.0041711445301447474,-0.009176499100638471,-0.04700886659159367,-0.035685195858645664
WNT2B,-0.026429569540981256,-0.00040968010451874955,0.014263535094205575,-0.027835646044859576
AMH,0.026772360828018524,0.09314238770594067,-0.015426371768354942,-0.0021534890513132897
GDF10,0.03359089343389149,0.0020432106214166848,-0.021967642691115914,-0.006177407097051916
EFNB3,-0.02751260402660486,-0.039110302463177114,-0.036642024676465754,0.049197558038735975
LTB,0.017453450415829526,-0.06807000406754361,0.04631864294908049,0.037846867827486204
ANGPT2,0.014410206626828074,-0.04204101861523974,-0.018114143834827123,0.023060227837162085
ADAM17,0.03371234549056134,-0.04491658632796972,-0.013115812859731344,-0.012124547841717095
LRPAP1,-0.024273391556722836,-0.014320531891653878,-0.0018627755704003492,-0.016229824232585188
NID1,0.009676107891412758,-0.02348427185945332,0.008731847682042318,0.010776253933398252
MST1,0.028961167383451943,0.005972560458437372,0.02436148341679249,0.053510210079777985
IL13,-0.018929439058890763,,,
DCN,-0.015002295816128917,-0.07798824062535982,0.021566549628456222,-0.003608230541054433
IGFL2,,,,0.024612331877092077
COL7A1,0.02387373525179381,-0.0441280530718503,0.0046032453312189235,0.017444977997637844
CALR,-0.0026017869869179176,-0.02789718649466141,0.043907039698407264,-0.012993052936184647
PIGA,-0.006264806259688622,-0.06948867200083335,-0.006207409842406931,-0.008636071869080584
CD200,-0.019493519100162716,-0.044508716309490035,0.05061548596609743,0.008964233919375165
GRP,0.025752654511803346,,,0.06303521264120833
CDH1,0.024572279971133714,0.028005647578344606,0.036551736210360126,0.0029941804957825417
LPL,0.05646766509486094,0.1254593195787405,0.0416772004674137,0.06970698803349767
SEMA5A,0.0410980163055659,-0.03992352399530814,0.042664099616998574,0.06328007807186244
SEMA7A,0.008130795848197264,-0.07108808336258784,0.0196975357996341,0.03850994249534834
SEMA4G,0.0005786310710594007,0.0936986650648915,0.0960017226115321,0.039114860227280036
SEMA3B,0.0655399435932371,-0.0017861702295564436,-0.006168166066973485,-0.015661609021579658
RPH3A,0.07145990532626087,,0.062494321792616395,0.024256660187376447
JAG2,0.0002702749325722271,-0.020272777772590293,0.014101870640754004,0.0031516054352670603
CGN,0.005445602581236145,0.06056919861430423,0.012924047078758175,-0.02879253355348059
GDF15,0.02998690664436597,0.004131167581464869,-0.02198206435320147,0.00926311029696626
SEMA4F,-0.05684435243023463,-0.02251686400904821,0.015248502758282614,0.01921136323238237
NXPH1,0.0816085119033506,-0.07240042740831702,0.04776304000557349,0.03757892884243368
ARF1,-0.01137734997139938,-0.035957182349002824,0.014103213554150321,-0.014044609960929178
DSC3,,,,0.07814691490614949
EBI3,0.025848098087094352,-0.05205284696385544,0.14826178651194183,0.02642103503126865
TIMP1,0.06500997564602688,-0.07657947382639746,-0.04682615550623712,-0.032241400460127766
SEMA3C,-0.05180187197551464,-0.058958078457209795,0.048633767287392014,-0.011813893117177322
GNRH2,,,,0.09457329224043803
GAS6,-0.06321917515085303,-0.0702632915792595,0.01939132195639859,0.04968258337376758
MEPE,-0.02990191629071217,,0.010473251884783425,0.010309575947607154
SERPINE1,0.0016316183225259296,0.0014124906122111478,-0.06432502673187297,-0.03358398269121736
RSPO2,0.00448303292529128,,-0.019921047938578882,0.06260448183636992
SHBG,0.08864809742658117,0.06402410220297747,-0.02134625904877477,-0.01328508345717498
LGALS3BP,0.04476620340644278,-0.017589674931891133,0.0036238168895270685,-0.012156349565472697
LAMB1,0.04325644737617637,-0.044990983517522995,0.005247731915163477,0.025254225373402175
SPTBN2,-0.053492325994222635,0.013375865724485932,0.01712821993548683,0.02584129897933626
COL1A2,0.0362884706156313,-0.07273244383499028,0.023554042733404126,-0.033552145049613985
DEFB1,,,,-0.03695663962944981
CEACAM16,-0.02361039377568037,,,
WNT11,,,0.08262293749952287,0.04799525719760169
LGALS1,-0.009923500668892431,-0.1263944454806241,-0.046861477095414786,0.02487565535531182
BCAN,0.11838470357801069,0.09819727143370766,0.03293142056561189,0.045926450615384175
ANOS1,0.035792417153435556,-0.03430235975670518,0.06667414833954102,0.020216030224024396
EDA,0.032455333045362245,-0.023691819018913412,0.0781427642998864,-0.01399771475475707
FGF22,-0.02951078377439044,,-0.021720916656512164,0.04419350450162275
SHANK1,-0.018194407978378384,,0.007753588338536931,-0.03076575872541088
NPVF,,,0.036945058106018024,
RAET1G,,,,-0.002149138630771508
TGFB1,0.05396386897942804,-0.06117985834356545,-0.010714604670402911,0.04176537789098377
MSTN,0.038591892413206944,-0.07214010850274122,0.005316851367730174,0.12222068586600013
WNT4,0.018592307157605924,,0.02359630917811163,-0.010230149339024554
TNFSF4,-0.02696321583450874,0.03305418301481157,0.05311170039372384,-0.026638006954716617
NTN1,0.04496633821709388,0.03656595488124742,-0.012664017986902249,-0.00784397522761425
CXCL12,-0.019040128849825495,-0.07237542730461466,0.06330299128462642,-0.001767433276567821
GNRH1,-0.044928548135861966,-0.008175004461115085,-0.03411145654619833,-0.01904469409497768
FGF8,,,-0.02431810942656577,
RIMS1,-0.04751119753325777,0.0021448555840209386,-0.025241682864842935,-0.03721265484722606
FGF14,-0.042872565838252406,-0.037896113770835335,0.06500618906722125,-0.009602019369111354
IGF1,0.029687916096205216,-0.009483391787268761,0.06424854950321462,-0.003373253702877981
TNFSF10,0.03224871199395965,-0.05644534813538445,0.04297783741221752,0.06427678354981366
GDF5,0.08907226136564869,,-0.018660972744653302,0.06712245023316216
CHAD,,,0.09503835808510135,
RGMA,0.05149645870857864,-0.05052205563810287,0.07667819821540352,0.09912225492786753
WNT16,,,,-0.040427916385305074
CX3CL1,0.010811963355938158,0.06148440885790656,0.0520472840268492,0.033498980288303636
FGF1,0.05074721441018372,0.008803655562777544,-0.06337343506504749,-0.02357237293585483
ALOX5AP,-0.01871395715445498,0.04694380539185526,0.02084028505272043,-0.04218666317842697
IL1RN,-0.01418788124328318,-0.071673440719918,-0.0008582919482682413,-0.020746856164452005
PCSK9,,,-0.014063978720561345,
NPW,0.00531017406679599,-0.07722735842994115,-0.021566129426579688,0.006206036666837164
CXCL9,,0.04964270349259729,,-0.0053085171937286655
ANGPTL4,-0.02977402368257578,-0.07908653319309643,-0.03862418467363639,-0.015771771790251035
UCN2,,,-0.02431811352103841,
OBP2A,,,,0.12960540534344164
COL4A3,-0.017892646861320794,,,0.009851493301242192
NRG3,-0.026509412270513164,-0.02957323960711206,-0.00916789662585777,-0.003923610388403081
IL23A,-0.02176947282911981,-0.04891638032498893,-0.014063973814456171,-0.0279825332701328
COLQ,0.06482683893874058,0.04154001731308437,-0.016861240895465535,0.03370346374849309
TNFSF12,-0.009587381396932916,-0.07802039062644567,0.08043398261506765,0.03667750773839558
DKK2,,,-0.01660154465239496,0.06039231570810534
FYN,0.04228028585351776,-0.037802268732758514,0.029475987705011798,0.02832016009292723
ACE,-0.025794444691214932,-0.05145864786354541,0.004120242978416379,0.012447741569590824
IL18,0.06263831062581622,-0.06499338868866339,0.021923878867838986,-0.0006008152169689443
PPBP,,,-0.017219983424419157,
CCL27,-0.019996108717023963,0.022220108198927724,0.05087720838098802,0.0639502019812839
SERPING1,-0.001760222008515094,-0.0971866818995552,0.03391542483616308,0.010520882430485571
AZGP1,-0.010467799442879271,,0.018339485867117564,0.006863167786699157
INHA,0.022747171888777142,0.08663668458620645,-0.03376045086941078,0.009438944213686632
SEMA3G,0.0473756065942506,0.016646471186570953,,0.058546231831485954
COL6A1,0.018780044760912322,-0.06656435170164651,0.008854732197433343,-0.0035960068935301658
FGF17,-0.018784538423045328,,0.0265939580235894,0.028129204277543524
TNFSF8,,,-0.01868497821536349,-0.043008782161642355
FGF20,0.002397115755318624,-0.03580123274845358,0.04434834817761822,-0.031792443360842026
ICAM3,0.01689969048111215,-0.05917848709990409,-0.027899070327573366,0.09515637089876808
LAMA4,-0.040381728299002474,-0.11478561030094578,0.0313795324925973,0.03840129100360782
DLL4,-0.009023927861586581,-0.0886911645176998,-0.0025678750141950642,0.09225286340472669
SEMA3A,0.01948925892186353,,0.02691810536416197,0.0008010020290377099
RLN2,-0.013609611024463576,,-0.012920617052883972,-0.02131313664259964
C5,-0.01648460431783317,-0.04384538498953757,0.0117701561391358,0.013274403175193716
COMP,,,,-0.010249221170684187
EDN2,0.02275917412507183,,,
