,UKF259,UKF296,ZH1007inf,ZH1007nec,ZH8811Bbulk,ZH916T1
MIA,-0.016396443694433948,-0.0116126581302976,-0.01125999792286992,0.08115127041211354,0.029981218151372578,0.02074622117285053
COL4A4,0.03112237501040621,0.03774725395625594,,,-0.008895515227851316,0.006696551027121769
TAC1,0.02037612866670406,0.014467932145890318,,,,-0.016731603091199122
RARRES2,0.07877916589966258,0.04533247922850058,0.015145733338959178,-0.0073786280337806605,0.005139137424058515,-0.05397393501149727
FGF7,0.012756944444360834,-0.0019112378129647483,-0.01809514598352578,0.09803873472063487,-0.03761091122108168,-0.08385488341220156
EFNA2,,,,,-0.019746584964239932,
HBEGF,-0.005133708345295136,0.019658647521520526,-0.014585609228304418,-0.061735668432406736,-0.062435666203939026,0.02015911492362727
CSF3,0.009321724447589406,,,,-0.02984717117655066,-0.013400102183997075
PI3,-0.011514173264282286,,,0.009557486063726467,-0.03348743883660526,-0.029113970298298344
PCSK1N,-0.025243747919757645,0.025831308103239543,-0.04229896742372863,0.03332022863431077,0.09973039479060863,-0.0798238797345317
NTS,,-0.004307093684362484,,,0.010895936085049743,-0.019843724080251424
SFRP1,-0.027273564930278132,-0.013920453202745969,0.02371334903177032,-0.0272564649988355,0.03485147949554341,0.06839952436428383
CXCL13,,,,,0.028090853830047086,
MICA,0.07650296796415176,0.008972946737731025,-0.007587594949641561,0.021708293806053304,0.018307475507165268,0.04092479372664263
TG,-0.02943249762639887,-0.010074171430117879,-0.03376411410307995,-0.00019065218533506476,0.10921062689297095,0.03832037661648463
ADA,-0.016173635691856904,0.05265206656682427,0.07038293187546246,0.10139892759804235,0.0011826007525338464,0.146104281459304
LAMC3,-0.06069807027106786,0.04979457240598451,0.03258835329033143,0.03276552494506059,0.00707998246442393,0.10666943212918274
CCL7,-0.021279648758722375,,,,,-0.014042008154074139
NGF,0.011724856615793283,,,,-0.019481157640952682,0.11123329845110676
TNFSF15,-0.011123422816818697,,0.06735866867666342,,,0.05171499596163368
HMGB1,0.043800787577169153,-0.012751344606773797,-0.038775538752734276,-0.11592298463980137,-0.0464019746828071,0.005940922018379097
ITGB3BP,0.03795583725025711,-0.05877974231092741,0.08221251505974325,0.0051249339946320156,0.005725846077660867,0.04183445432078341
AANAT,-0.021560874832223846,-0.011612658776223297,,0.05018795460904429,0.05203269424803836,-0.014857030209336713
RELN,-0.029360243080770496,0.025801368248915428,,,,
IL15,0.005333195845592777,-0.013156270681056279,0.0948147004166977,-0.06157336975709318,-0.01009409565319108,0.014323552830770392
UTS2,,,0.1532385685903424,0.04396032175654924,,
BSG,0.06821809420452585,-0.018015335671504887,-0.002446881127159677,-0.00814333349493796,-0.09391396392258101,-0.05587436066644921
ADAMTS3,-0.015034841345231146,-0.007752029930314074,0.06548655366222936,-0.0224366397690974,0.0334816390502059,0.053358993430877945
CD34,-0.0128031073731733,-0.021726969262328512,0.001401896098082185,0.07444016714858773,-0.04131640795692558,0.12237414805288196
CCL23,,,0.17219209195768115,,,
PLAT,0.05236216164764507,0.07061765945339839,0.0381038688709097,0.08614157623178874,0.026237247002694163,0.0868857673211505
NTF3,,0.04364312349578384,,,0.04962127319564312,
LTA,-0.0272735636543779,,,,,-0.01999532365357829
CKLF,0.016786426366370982,0.03359067980829391,0.09074870403435066,-0.012447541591323621,0.029000999602621695,0.00019095423286258855
CD24,0.0027377732754019176,-0.03334397230057738,-0.008979019443187132,0.0954600521520388,0.02950472444545633,-0.057070010713341356
HSP90AA1,0.04299862786380295,-0.02293533055515112,-0.08456999963330537,-0.09645145475905229,-0.08592907492031608,-0.0412470774559631
BMP4,-0.043649136070421354,0.01575603868139572,0.05395660597475597,0.134018590538026,-0.010010330517583965,-0.020993352192349383
SCGB3A1,,-0.009795391257553717,0.005212740400216928,0.04935745706019999,0.005474863817166687,0.07515113766846217
IGFBP4,-0.05864782251734734,-0.009330938844278434,-0.01833458545952279,-0.032016784416153875,-0.025585673306771962,0.13192174262905468
RSPO4,-0.011540447048514587,-0.009795389824756159,,,,-0.026371738849780554
LEFTY2,-0.018962619596665304,-0.010740764743094896,-0.032763163226659266,0.1412237433366265,0.05174689359267659,0.14572375788938727
PF4,0.044060348644556886,,,,0.003998820624244405,-0.01999531902651208
ANGPTL2,0.010981067700951391,0.022225178551613288,-0.050886548614945744,0.08633395613652887,0.024444270749519686,0.07858572753490313
LRIG2,0.04678747301331634,0.007584426467944759,0.03511393287341822,-0.043435162616212275,0.02714730601786168,-0.01322747180308019
ICOSLG,-0.03623008437946993,-0.01858982067766028,0.10590468739544759,0.097300293057635,0.03102570095799662,0.03617475534295317
WIF1,,0.04450614157414552,,,,
NPPC,0.021613144534177814,-0.01361319471648185,-0.025946737605966125,0.009520981583015585,-0.02265650580915379,
LYZ,0.016942188384074467,0.0011626141411506257,-0.013219700983473312,0.10940040450011926,0.054776796780990775,0.02420702931444104
EREG,,,,,-0.05751070568096714,0.02806121233210252
SPTAN1,-0.004562684269151582,-0.05488632951690119,-0.012729468635077866,0.031385710979098896,0.0041068503551848655,0.04621852575625239
LIPC,-0.014284819459133832,,0.0004872653588065036,0.01927978387848807,,-0.025281651432236048
COL8A1,0.017303533249452576,-0.04710063957920081,0.03448915678256331,0.01641889555060884,0.007960901087526586,-0.0657144144846183
GSTM2,0.03075901327704922,0.04954377568570742,-0.039869387006889516,0.11978580619583061,-0.02481426146911177,-0.02407038671389319
IL4,,,,0.07396080676802784,,
SPX,0.04100855144666742,-0.0032660559153189174,-0.034397377990230994,,-0.022472361248282002,-0.035029544762246526
MFGE8,0.018208556820734453,0.05412969771524173,-0.07059095369461461,0.133905176807001,0.0060886249081816635,0.12178346637642602
TGFA,-0.03979817393751236,0.0405948759511002,0.04022813063134591,-0.027229946209177913,-0.015056283109199693,0.00071508696644956
SLIT2,-0.0422894627281195,-0.0187051756037767,0.02958265002587825,-0.007580876931653745,0.09435106979117087,-0.030688209236999102
PLTP,0.007609842411839487,-0.04963105717694991,0.024711209574190634,0.12704843222127557,-0.03450050963778256,0.051684979210218564
APOD,-0.03977885369553172,0.02072065901468657,-0.014642492175575802,0.07399340786693119,0.031085424447291263,-0.08362085918017965
B2M,0.038331350723769385,-0.06352084289971863,0.06327448851308332,0.13804679152940863,-0.026795307130099047,0.09605204626566274
OMG,-0.013137596244226222,-0.0142722666459227,-0.08182320629714342,0.0784880021673448,0.03938315217751747,0.044560596970473425
CXCL3,-0.02237393206359543,-0.010478996595431452,-0.02674071511127618,0.08867957796522012,-0.012836023786174355,0.022375830946224064
CXCL10,0.04694212820092139,-0.015918362804043223,-0.022188064093696322,-0.004361740896512624,-0.024276156382241086,0.07454228085485923
RSPO3,-0.021560873239119305,-0.013499907376394414,,,0.027075281928176376,-0.014249892495670354
CORT,0.0016644944092518493,0.017546033566329743,,,0.06600095813342084,
NCAN,-0.07231748742073885,-0.023168790027771412,-0.05534756840524792,0.0719645456952815,0.04865000210616712,0.012425365594087627
PRG4,-0.021279652074839752,,,,0.03003112171019882,-0.032279846899293155
ZG16B,0.011848531403546138,,,,,-0.01776808237036355
TGM2,-0.06734759714779566,0.03600226245651869,-0.010205654054143,-0.009030568905742014,-0.11469412145542615,0.027180927742345987
VEGFC,-0.022045323770941233,-0.019095184364753163,0.005603320819299026,0.05279215575984053,-0.03794845853890602,0.12182458415420724
WNT6,0.029455856963348178,,,-0.06129500045023484,-0.023051506336030113,-0.02145861121672104
NRG4,-0.02589831003134359,-0.03213038252695525,,,,-0.014249894092743324
PMCH,-0.018638034234039865,,,,-0.010675323688240685,0.05472505763970885
COL9A1,0.0619116168117634,0.008453854298725109,-0.0020088180153693216,-0.04815649431307844,0.04868788665311198,0.016309310330391093
GDF11,0.007737925021695844,-0.03816249276683577,-0.05071617515427259,0.1573689257937833,-0.0031773097002471885,0.04057778311356828
RAET1E,,,,,,-0.015632032571510777
IL24,,,,,-0.01781053109675922,
SORBS1,0.03208193249528802,-0.020743698296716975,-0.02330949318019699,0.05610621281860258,0.023575102979773634,-0.06540445277092695
DLL1,0.05093372329331915,-0.010238602887398737,-0.018843708763732165,0.040896338927769234,0.07368798101941224,0.055122622008853185
TLN1,0.01825819911149889,0.06244375461089928,-0.004152327458494022,-0.0412690561561607,-0.022627696121297836,0.04447266477832272
COL2A1,,,,,0.012754006602720618,-0.020738409911875155
SHH,0.004394761124365964,-0.011246856097413948,0.01876550823751053,-0.03953678236914095,0.02012976941905641,-0.023144824736640833
PON2,-0.04561253496543633,-0.022369687262951188,0.06036136233083352,0.09859821963119389,0.0705484570641872,-0.08527463343094098
ICAM5,-0.01692546256523765,-0.0030971408454938767,,,-0.007220778242034517,-0.030728183765651534
HPX,0.010671566835638718,0.10717888279281221,0.02720795968806706,0.19078704197793653,0.03643912953761646,0.004690003479168162
SFRP2,-0.025184370213333803,0.04643711508203609,-0.03642269460674072,-0.04948069687528843,-0.0029104397041009897,0.0076842285777629395
CD70,-0.015926266413290386,,,,-0.03286755608352139,-0.021740788198372444
HP,-0.038026840919776324,0.00103582868058853,-0.0027028153040026637,0.06508736401125735,-0.03413310210342686,-0.02131628299072172
CXCL2,-0.04614361838174105,-0.013613193651071198,0.012580349280867417,0.08007056609214051,-0.017564108024746478,0.026387955122458586
NPPB,-0.022027057453612275,,,,-0.018886019106842372,-0.014454930543242143
CCK,0.06295874093290241,0.06743551188751752,-0.027513881423593282,,-0.016849311322635178,0.07002580568435131
SEMA6A,0.019390469077431756,-0.032055972068946344,-0.013274387098839982,0.03396350141137071,0.04959064523287395,-0.023317393032905653
IRAK4,-0.020622468168920455,-0.024330557041256164,0.023562519964672363,-0.008617798017586439,0.0373650667782295,0.06274500751277062
GSTP1,0.03580881107930229,0.021489095557152137,0.059670337383317854,0.05898580899220491,0.01639840701574664,-0.023592060685454618
VCAM1,-0.0061923960767528265,-0.054135366698783126,-0.0017187250904289585,-0.03346485961630895,-0.011004661227238748,0.03797396323623807
NXPH3,0.014382473535416596,-0.0410027921061855,0.010865155059148698,-0.00248548316444371,0.05224804218002941,0.009985144098724918
MTMR4,-0.005325829335579527,-0.002973600702386314,-0.004149278158934763,-0.033070062018371274,0.017034459539210445,-0.016514912363161174
LAMC2,-0.0060641427472854165,,,,-0.02339022486917197,-0.012561088674942102
IL10,-0.043125894358003625,,0.008274740844801775,0.006722105635255067,-0.017858065886883087,0.0899388684539927
SEMA4D,-0.053544389186659665,0.03964676287488271,-0.02835710004859712,0.07397382234966059,0.054440924333332696,0.028186804735133627
TRH,-0.01842434849428456,,0.09084204259451721,0.0664949407568883,0.0686008381443818,0.08586104294998681
SEMA6D,-0.038221449139194195,0.0031530244507285998,0.030504783877378108,-0.08555095300344101,0.03895658340616084,-0.058446767609537036
CEL,,,,0.012413542744895178,-0.02907805374987856,0.04656423025846065
PDCD1LG2,-0.003437382228900853,-0.00756209017007314,-0.0062925814028694715,-0.014674934430577435,-0.02054316676671901,0.04075332470007962
SPINT1,0.0198866203592775,-0.016007822720303874,0.015630664582359736,0.055657548236979285,-0.025712156173294413,-0.021648331857937436
CTHRC1,-0.004988380644840439,-0.013399733939949551,0.06429271179043856,0.0512657112977427,-0.014370044372793354,0.14275679645341002
PODXL,-0.03289266981259282,-0.019804891140848276,0.0006152232426333188,-0.010347654996438707,-0.018571912720003463,0.09604025380543457
JAM3,-0.0019334855153046284,-0.020108280654735862,0.058663168313667004,0.002635574379392954,-0.019069349615408418,0.01217253889711326
TGFB2,0.046992336160460904,-0.038529778417630625,-0.018809851638628094,0.03275381424346086,0.027253706331031184,-0.13194888581728376
COL18A1,-0.08225808263189166,-0.017021614317658713,-0.04542890446824083,0.026610449187379277,-0.09985576398809867,0.14488739560685504
NODAL,-0.014824558209602575,,0.02391100746693438,0.01357072850428147,-0.022000201400012083,0.14927357904515515
INHBB,0.05331253553545861,0.03598379610261205,0.06612383781045555,0.02366039303537136,0.017066645220799426,-0.04650129751093059
LCN1,,,-0.035329348209991986,,-0.020776407559564978,-0.016372706313198156
ARF4,-0.00334197176594692,-0.043857298511417515,-0.011614996153489309,0.07436191835753873,0.023657159284529897,0.06516993215773953
CXCL14,0.02039326489966887,-0.01590109425096328,0.10530238004924582,-0.009657296452004721,0.003783538189494241,-0.08756879952195415
LIF,0.016343062025413302,0.15741592441470453,0.10267036834004194,-0.0071217463346551655,0.0012986444722555034,-0.02685299060903265
IL17B,,,-0.042168284917771345,-0.05133690281089227,0.019631455602918756,0.12442729903203556
MMP1,,,0.013297299039993734,-0.036767556706251175,-0.03424473150157046,0.15334080221500337
MATN1,,,,,0.02317831773722617,-0.019691097460823818
ADAM28,-0.028680588650780443,0.01342622085876312,-0.020955028423806026,-0.060784778115407105,-0.027043440140398372,-0.0066581724158784154
TCN2,-0.029314125145892832,-0.018403621146766552,-0.03968807533590948,0.1355224532695028,-0.039110397315715535,-0.012724153937922741
THPO,0.025520160715042227,0.08192501256521197,,0.061217343020635986,,-0.021316289479860497
CUBN,-0.003462355765288631,-0.00039671753713617624,-0.013090323234047935,-0.04589566536704762,-0.02434785470739901,0.0702175585783161
TIMP3,0.0826508681015424,0.01858779823156538,0.015194826561767601,0.02926097272055839,-0.025468079255109334,0.1059106052708197
PIGF,0.0153017846456108,-0.0012657697329744573,-0.07207818517335683,0.004081407168998643,-0.009670247133454856,-0.007406392901694054
CRH,-0.024942123482227498,0.005656167954518655,,,-0.01233147261736034,-0.024278627963565343
BDNF,-0.04021689327551521,-0.019657832820369436,0.05795942389220786,0.1022998283540157,0.044176997520942285,0.010514435296875619
CCL5,0.030700460708557163,-0.020821364536956485,0.09252990206608545,0.01516147456967323,-0.009331932138278638,0.1034161157113305
GAD1,-0.022134496012215746,0.015425742001656601,0.02076631427617766,0.03011244023696465,0.031480783408508795,0.037792599501143026
COL14A1,-0.04399438176948572,-0.01582844614158827,0.07122483916714192,0.0004296925938491381,-0.030918623563206495,0.09888861723112737
HLA-A,-0.01970564942669604,-0.01913952830548894,-0.07698933011163377,0.06738386589506404,-0.053404242455759685,0.1390837156076766
FGF18,-0.019816330583693535,,,,-0.03243204767743793,0.008944574399682331
ADM,-0.023044506032271365,-0.007049435236499093,0.07391075323803942,-0.015181496415494893,0.01677145875545095,0.024773898857529113
CCL15,,0.048711217955012424,0.0844845751109643,,,-0.014042013214721743
GNAI2,-0.031716761113766555,-0.018303624625950088,-0.016006766653153832,-0.133350552282358,0.03287199837261925,0.09464942339130317
HDC,,0.08236068032512833,,,,0.06780586547000744
COL11A1,-0.033013519631691024,-0.0352402055661059,0.007669826967630136,-0.049695689781948556,0.0624756742864442,0.09128177014561002
NUCB2,0.009824923777595883,-0.02910304315287554,-0.03713039534276768,0.05575962264743108,0.04038614531563432,0.05104269678033766
CXCL1,0.0015630020645324265,-0.010996579688278565,-0.028638550281887137,-0.013396358436336553,-0.021546523679416413,0.10114324147421327
VCAN,-0.03502688053315417,-0.029845323412921523,-0.06728687403569648,-0.06619706365306323,0.051267131622871234,0.09136091888722728
MMP7,-0.02504271383318143,-0.021243009697589653,0.08494487211327346,0.025805452408361407,0.024992583963039387,0.08554413944428364
PTPN6,0.002849086928370175,0.010665887975039189,0.0035770978658086487,-0.0024485208351668624,-0.00866409043431601,0.0053162469329853515
PTGS2,-0.0446658736157773,0.0029735469435576735,0.04133920413912704,-0.02837709334520314,-0.08098091160360535,0.019457266906610177
XCL1,0.04541332038393704,,,,,
CD58,-0.050942346295759236,-0.015026630023011219,0.04246213969327668,0.09121243127629516,-0.04501617357949768,0.013860932557478776
TNFSF14,0.030630436884934924,-0.010740764743094896,0.07533837666644326,0.05488968352705554,0.07004913673331854,-0.009789694353547342
CNTN4,0.05201325391935695,-0.02760252506207087,-0.031800216016469735,,0.009177867370536408,-0.023893358726273448
NTF4,-0.02727356503660316,,,,,
INSL3,-0.01981632669683595,,,,0.08079194949377425,0.002215658573028511
BTLA,-0.012936503520715533,-0.013716323938372198,,,,0.02476066599649641
MFNG,-0.01015281697042838,0.015621362743688314,0.03359283956509211,-0.029169647904338247,0.06241455291336657,0.053303739698302946
ICAM1,-0.03837490495157313,-0.008167765675594206,-0.04739335788820418,-0.0134360210468755,-0.03858014920954257,-0.06792091550153129
PROS1,-0.014492717539200369,-0.006298064495030979,0.00602808718343425,-0.04728929310228353,0.006833321362936292,-0.0360353625587711
CLCF1,0.039024906771266944,-0.009509073556370715,0.0705602345045055,0.05448378628774813,0.03442528516684623,-0.06947421793940252
PSAP,0.02913779094434079,-0.010553623870286155,-0.014771836144607026,0.09392150377357945,-0.018310847502280483,-0.026044353107350843
EFEMP1,0.08610317463149392,0.0004827895220012208,0.047339031308095664,0.020092616209795553,0.07042225977425315,-0.13551642483203585
C1QTNF1,-0.005651252842213797,0.051414098449335775,0.07739122762932783,0.15316465154849257,-0.038182919708229145,-0.04441173013802006
ALB,0.01616694197806404,-0.012199240220026138,-0.03624121351165566,0.01792131650629511,0.07599660734668814,-0.021740794983407776
EFNA3,0.03124242785880912,-0.023858371024525517,-0.04348432694563397,-0.024935063469518962,-0.04051263406558669,0.07382638191083751
DRAXIN,-0.0034899131546508723,-0.009795391257553717,-0.041696381085966044,0.04583973154478732,0.005092196243028466,0.027156908136738763
RAET1L,,-0.011732185496697954,,,-0.020776393943577446,
NPTX2,0.013732931998063372,0.029019399150712628,-0.004320569161897095,0.09598518613225478,0.024628551003097066,0.03291794771207036
FGF11,0.0083782463890519,0.0049579895316297735,-0.022809019284937577,0.031334992374248645,-0.008381073650976649,-0.07324169483473324
CD59,-0.03356356577650655,-0.008444753659934655,0.010905306728494858,0.15795581040130963,-0.025891509996585106,0.061003441894512817
COL9A2,0.009293362727405262,-0.02343361185794048,0.009824214369676412,0.1134367401672091,0.020071895034931862,0.027707556058925442
DLL3,-0.016146152010811012,0.028518448139962647,0.02869933988406145,0.1091409385940905,0.034027582435630775,0.023964618048011335
FGF5,,,,,,-0.04925581710945064
LIN7C,0.027953404716266925,-0.046895468853160704,-0.052832115810502386,-0.053256588863092695,-0.027193941407255035,0.02694289178012499
GDF7,0.025394584475375532,-0.01074076432570876,,,-0.017810536739496098,-0.011835561799300802
PSPN,0.02908573301452641,-0.02486836469486928,0.027104115921970564,0.024456661364814187,-0.0031536066199749713,0.04173938899506273
ANGPT1,0.03959952466596281,-0.012161693039664714,0.00631244597717003,0.05998078795844186,-0.008750059801813785,0.07507112189553097
PNOC,0.021063377253356386,0.005700887544133291,,,-0.01893980311185982,-0.019843740508075736
L1CAM,0.016799703684710038,0.011542661647721643,-0.022741852157441737,0.019942865531362777,0.006051459992010703,-0.024150779666849576
APOA1,0.02748740415173788,0.014891569719332864,0.01676335961899472,0.015010998535680053,-0.031236322687043957,-0.011744169339427695
PSEN1,0.024118596570363585,-0.052187718806971456,-0.01849892592536156,0.048237538888195736,0.015982046031186248,0.016148759212698812
CALM2,-0.004691435949802724,-0.01701950533346682,0.05863807662252209,0.022180463992549936,0.004963911205858624,-0.06440978567637073
CLEC2B,0.007362239782492405,0.007985375467037637,-0.04160010416382917,0.0977178523263844,-0.0812227621279553,0.11366666490064552
NTNG1,0.010997852758441447,0.024854484795694458,0.03487479238049375,-0.01695654870893895,0.015384628409468042,-0.020317419763637632
LRIG1,0.043306374829666726,-0.011366137945542169,0.02928902002755831,0.13954132140797487,0.05927204845028111,-0.10117711137970198
CPAMD8,0.0019238640717378081,0.06820352829293409,-0.02863854652260201,,-0.020008699638645197,0.06239131864098856
GHRL,-0.03241637797379677,-0.009795391257553717,0.03838285243441576,0.005292232082447085,,0.06269499500787211
NPY,-0.03603379545220529,-0.056758476753419135,-0.03344362062571626,-0.029573381354948757,-0.019925624339190574,0.07930580258664502
MMP2,-0.0010786613098074528,-0.01584070758405461,0.012999571441889143,0.1662360416678053,-0.06487432156333334,0.09304368481725568
LHB,-0.020413754373162358,,,,,
PPY,-0.009400297148198213,,,,-0.014589982056073269,0.055895384320827565
ALKAL2,-0.020117174362111162,0.018620249649183615,-0.011211379472683004,0.03308822681475554,0.024175414849012797,-0.010749171240580219
CSF1,-0.00903872130102718,-0.01838422466480641,0.040806812753184714,-0.028468875818972738,0.03524182000614653,-0.0400375149936842
SEMA4C,-0.048661778372919726,0.02010181936688119,-0.01781096669829811,-0.01794086041912029,0.016859291058875774,0.09861916699988575
BMP8A,,,,,,0.030984511219397406
ICAM2,-0.020872741513606005,0.01461430510512885,-0.03163349856433332,-0.008244062747151535,0.04363553111477397,0.12379243003818728
SYTL3,0.019286599380392528,-0.022067277851390652,0.012748648471252873,-0.04845272026781814,-0.024413323313881297,0.06710273938661443
IL1A,0.050750905527137916,-0.0276118537962118,0.04043276970463755,0.07503292992961404,-0.009216350548396968,-0.03877629287398559
HLA-G,-0.021560874920729663,,,0.13020352010242703,-0.002463175699123382,
PGF,-0.04139595613866,0.04874814153693505,0.04874412477142335,-0.020818854811149624,0.032948071824663895,0.13941278062951704
LGALS8,0.013093949287597722,-0.020417840872111556,0.02656621903476881,0.01300107018324974,-0.012498817565693295,0.05811442454958586
DKK3,0.037517524679203135,0.06092376761976055,0.04149272401763331,-0.013728567878043099,0.028702651371241464,0.0061568617723429635
COL16A1,-0.00833237533259904,-0.006327454635541896,-0.02465684022117145,0.040480456642263025,0.056024551194561345,0.14117353692891965
TPH1,0.013710375128124919,,,-0.005885454055100107,0.014222251270966036,-0.016885649593987986
TNC,0.0604575696578705,0.039397221743208824,0.0587850150469346,-0.08882774197758946,0.007761979200485464,-0.09635033598124669
TNFSF9,0.01663521043173854,-0.016361261596168873,,,-0.0053184890335571475,-0.027310471018143153
C4A,-0.024201690372904244,,,-0.043545528051212305,,-0.02323918683528237
CNTN2,0.03131963574068766,0.011815194005315615,-0.01648670250910811,0.0874335674067686,0.04302712075821829,0.08683673463509713
LUM,-0.06543512032373443,0.04073166482438694,0.054990357800608444,0.030299500640856073,-0.02031406643365638,0.09215138818969221
BTC,-0.04986020527180557,0.031121053005596595,,,0.11934564920575527,-0.028229032605729565
APOC1,0.0320506349983556,0.016235965646157906,0.06007067692361535,-0.1191840663158518,0.04320983260869865,-0.12240604673885572
PKM,0.06637096620484101,0.022586627102316254,0.024323582793825873,-0.020776488905111745,0.037032318416900245,-0.09939533716724509
TNF,-0.023381563420434157,-0.014320645535174783,-0.01226468371173616,0.04475372744707934,-0.020776399610343572,-0.007579322000090553
GNAS,-0.04365367829082679,0.05173361190845081,0.0025094122556685618,-0.039163182803113955,-0.031568508683097865,-0.005995667951669348
BMP8B,-0.012898769017331158,-0.00950876143763717,0.11056332064010087,0.0038011692103919552,-0.00884789276899224,0.12173648251682619
LIPH,-0.001207201764133371,,,0.09182745812691956,0.011171798676090737,-0.04141408674706008
CCL28,,-0.011246856934446204,,-0.07976103435680748,,0.11041335353351561
PTPN11,0.05263482966558684,0.03662094318821468,-0.024505844040113443,-0.026441276646850122,0.02498886761133358,-0.020023660286308326
ADAM12,0.024280334777047566,-0.010869388061340907,-0.07496501797269398,-0.005473597106243895,0.01633774714368496,0.0750393455028014
EPO,0.01777403969152647,,,,0.043187499950595315,-0.0142498897673386
EDN3,0.04450680261458948,-0.04079200769673228,,,0.020724552318186033,0.006085760207429092
CCL22,,,,,-0.022000191698978672,0.056958584698206784
CCL2,-0.06747664110049675,0.022355993805052047,0.008750002083440199,0.005575400164592985,-0.03404693983553535,-0.16101955163757614
DSCAM,-0.016041525393217463,-0.004113090024739533,-0.005681953502555448,-0.10659524233494994,0.004570809011140177,-0.017699318681883933
ANG,0.014207072966747752,-0.03666735509422014,-0.05085610792918213,-0.04990243907098233,-0.06017654974167177,0.005411088608632533
FBLN2,-0.0220439909185041,-0.004298684277292273,0.029991989766040186,0.08723716052703649,-0.0023708585282372968,0.07676655388549436
VTN,-0.010582407888620922,-0.014997317160325022,-0.024288449395189968,0.018138586420159624,-0.01691673079803192,-0.023239191660016055
VEGFA,0.0563804008300818,-0.03687502769837029,0.021348637111602096,-0.11424402723611374,-0.020872763365913996,-0.08280356480101284
F10,,-0.007992576294071888,-0.026346416045053188,,0.0004471416672700236,0.04016690415721187
SERPINA1,0.02504287724766433,0.015595568389954004,0.061172523614629236,0.013951656623078058,-0.015010115135338321,-0.035618282468488166
VWF,-0.050800692935554524,0.006207976398805492,-0.00896147309105828,0.08308702592278121,-0.053849314561788424,0.1384004798342226
GDNF,0.020731808969382735,,,,0.003100019356314254,
VASP,-0.03630637955730642,0.03840383598549116,0.03523879944438028,0.022693163470538243,0.020534045498077472,0.07945009836401501
ADAM15,0.054830761663709975,-0.004329251960647034,-0.050473027738704254,-0.03534879566909976,-0.01245836580722389,0.11505060243076103
WNT2,,-0.012760402685195833,,-0.0052614494187508305,-0.024708230959917796,0.016338842123726095
CALCB,,,,,0.028447158609075592,
OLFM2,-0.017934582332217414,-0.021672725859465575,-0.06620548001532268,0.011260995412024633,0.05521084834586414,-0.05343772690757213
MFAP2,-0.0067254564794478585,0.005999295884142337,-0.00510212046996647,0.05482518451674378,-0.034228904904621,0.09691154345310335
HLA-C,-0.006603517841256564,-0.004422698182727452,-0.016051869791605854,0.09412256642242967,-0.014636562825848572,0.05460513912769251
THBS1,0.01574767116391587,-0.0205111188008236,0.008483709964336067,-0.10752878948327489,0.026159354971400477,0.018134357576959543
HSPA4,-0.015681316336382773,0.005668733509489928,-0.04110341209653995,-0.09584433409217932,0.04360477739815142,-0.014083315030120466
LMAN1,-0.0020006235355721556,-0.039072501510217225,0.05594238615499863,-0.05398161515480014,-0.026542566324830978,0.01194306251722494
LYPD3,-0.022917491368668056,0.060193049010684216,-0.02079863254981119,0.0341007858534132,0.028875962547567174,0.11859804356417084
APOE,-0.024708903964840698,0.046835991596074884,-0.03165775530353516,-0.0939322131395087,0.05353654940343456,-0.08517920549844935
