,MGH258,UKF243,UKF259,UKF275,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
ITGB3BP,0.03872752308089737,-0.0401398338122006,0.024000732313856268,-0.006333814382834758,-0.013639858747352745,0.06535322411380802,-0.05857399678164802,-0.011609517104526606,0.07124505069344048,-0.014075562307198183,-0.04866476879431913,0.07179058541085499,0.048104618219312056
AANAT,,-0.030756271679385733,0.003786721764124878,-0.013032484678577943,-0.022588197603409462,-0.02615877618804149,,-0.030364774766234875,-0.025493395184310715,0.04142419320897816,-0.023126090589197627,,0.07123757283451936
RELN,-0.020915478940785874,-0.029587248093653006,-0.02647483007479183,-0.0002378697100616399,-0.03030550865647226,-0.02896002309673594,,,,,,0.058240095193318214,
IL15,0.03448901085349654,-0.0301764356090388,0.058596639154655426,-0.011286821303364713,0.0598590365953607,0.030484820427095913,-0.033491119842981684,-0.040826503684904196,0.14663575872746773,0.02244346564471955,-0.022088598556911976,0.017217403528771894,0.02406934458655146
UTS2,,,,,,,-0.04395786241605329,0.03097573941714517,,0.006743588029712795,,,
BSG,-0.022608552988206323,-0.010933943923195192,-0.0017841536747597118,0.008997369288883807,-0.04109862278311137,0.07258431328951818,-0.07212036093552567,0.05127064367915929,0.08418965766436295,0.035186032218915045,-0.02224130654885612,0.014049475697732452,0.02799673753648486
ADAMTS3,-0.05277826033407573,0.06423923850695541,0.018614086680050025,-0.04648017867253894,-0.006676413517543629,0.027592032367106348,-0.04531655082901359,0.062052474574104496,0.017520740251959325,-0.0037221867755389466,0.009834042684146333,0.0004901332580865324,0.10902350540812686
CD34,-0.023598177868539173,-0.049547153851073215,0.05332271469693287,-0.027828088874255287,-0.025090915729411422,-0.030821774352450815,-0.01062505507976738,-0.10564187576209495,0.10015467311861807,0.048295281432566006,0.03235573766353499,0.02609379306060048,-0.04409673060943431
CCL23,,,,,,,-0.039713099159502344,,,,,,
PLAT,0.042144845090953675,0.04703494215271444,0.010158643416528074,0.033645101377854765,-0.023426394464535472,0.013754414069545008,0.05505440469833238,-0.04110543344242935,-0.004807372005081473,0.0037189629908904623,0.03787934352381199,0.13944078185428435,-0.015515586174543728
NTF3,,,,,,,,,,-0.035291733391182266,0.06974154315955655,-0.036465271964619544,
LTA,,,-0.019293676749837164,-0.012551640942785327,,-0.010464766875328218,,,,,,,-0.0349527897584571
CKLF,-0.0020167247485037795,0.02919532485203539,-0.007478899507946224,-0.0073847994396487576,0.07207326990357188,0.0408053093940551,-0.10303399154561474,-0.05457405370419808,0.036026837329162405,0.03913325635709535,0.05989025788450889,0.07132354523164604,-0.036210855189537136
CD24,0.0220179818541692,0.023229733072235945,0.00037144520102220645,-0.0440852359507267,0.09307036177379692,0.046708050784592274,0.02263865863708589,0.04930880061919166,0.05519078487016863,0.011610429231524303,0.010325872020975705,0.015199245923418385,0.035186932163558775
HSP90AA1,0.0005302951595628165,-0.03619281329326859,-0.006477923288918502,-0.034060924774463416,-0.09083515994897153,-0.06247867601792812,0.04333611546727395,-0.02985342585365241,-0.024594014469901015,-0.03776434966199213,-0.07418691605050698,-0.04113278527476988,0.05241140991241273
BMP4,-0.007430028268672824,-0.03713805721115683,-0.0450144639675678,0.014995612222665386,-0.036028665315926696,-0.020672927946968386,-0.030738872354601085,-0.0392672200789645,0.05496081161234775,0.058769196136512755,0.014273517121751988,0.0223347063826,-0.04508491331672473
SCGB3A1,,,,,0.0012752121121106528,0.11910325475151698,-0.016902569113812393,-0.0429808843025213,,-0.012200230419414398,-0.02023139055040461,-0.012412355127082966,-0.033250442608013187
IGFBP4,0.0016925273966186647,-0.004357749970391053,-0.046735301537713374,0.02063359434501099,0.039291300864556185,0.05930658733454235,0.005636058902006055,-0.07571684016202314,0.030671113860963793,0.029395069061427345,0.010963565942399051,0.06102029398337884,-0.028136164530920594
RSPO4,,-0.020962484622520157,-0.029532352525552766,-0.014598322540910294,,0.007010181165962607,,,,,,-0.007318139289608679,-0.018068798329296348
LEFTY2,-0.0061236115540032575,-0.002192218551307591,-0.021955497797186606,0.04189675471751086,-0.024026238463724793,0.013977033694718208,0.03831300823920403,-0.018251675761882247,0.1394451229167088,0.022327640690642598,0.02150470309996531,-0.04266698540851183,0.003927529636399075
PF4,,,0.09636915765267859,,,,,,,,-0.015751061831479105,,0.015257058546772385
ANGPTL2,0.031103571765982805,0.03041087400297952,-0.019425971705087943,0.021736924564321167,0.08370363250781387,0.08438602405970422,-0.01507139264446247,0.08252556170148223,-0.009344867723300893,0.03514257695969389,0.05505635891520932,0.05142161727658246,0.006574470897125269
LRIG2,0.06485404749329361,-0.025186687434457473,0.07617986661057695,0.0017129548005490021,0.019860836459418614,0.020610103609519734,-0.041981732765129065,0.08122025694892425,0.035091864968787745,0.03709345184176486,-0.009920125000606904,-0.024599240314645974,-0.003256999340455711
ICOSLG,0.08116339230567356,0.027388381617188297,-0.005006097237991134,-0.02073307877850799,0.0012390423475544194,0.005240306012642518,-0.026223491810505976,-0.04544045023291435,-0.06302269021931792,0.0037687986148195306,0.021935455244439333,-0.014478550325449934,-0.0449082974345141
WIF1,,-0.0018361501228392617,,-0.011265179733586672,-0.05503729753036012,-0.02707956695357635,,,,,,-0.02916545778195905,
NPPC,0.026721187353096938,-0.01409873953748116,-0.02037389383205559,-0.021974786298583012,-0.03815242231759898,0.061154257595153666,-0.03508788608173703,-0.03177398627142776,-0.006837920357464128,-0.010060855431813067,-0.02980206493643141,-0.0228528223243324,
LYZ,0.06763423515190689,0.09588096901806743,0.010130463270989213,0.0017976908874095122,0.11099928460677759,0.021266562569292415,-0.07232406836105283,-0.08562263163076007,0.03398440027087485,0.03451831977138519,-0.0339954982951411,-0.028969806742089165,-0.024616010978418222
EREG,,,,,-0.024715977990583726,,,,,-0.009122644381008268,-0.05004967476672163,-0.03907722894483484,0.07152644907319909
SPTAN1,0.047101104496847616,0.023866762184480743,-0.04185583341960653,-0.03760294315902479,-0.13001833228340573,-0.035897021341832216,0.007105526359876676,0.01831597822999629,-0.004492830553285575,0.005723206375839127,0.029492187652768762,0.03424888256708909,-0.10438906639823169
PTH2,,,,,,,,,,,,0.003791203850264227,
LIPC,-0.032300624503385486,0.11182005148537164,-0.023602568707143456,0.015441453906565381,-0.04426586610366329,0.12585003944065057,-0.03720711144906982,-0.03871234026155006,0.04217545620960479,,,,-0.04419354557931376
COL8A1,0.11899507233605355,0.07960806487585713,0.01818104644571184,0.03660993039145176,0.02909509119843365,0.08933346712580108,-0.050887293969779895,-0.037978316655019856,0.04820364688831133,0.0552474208942854,-0.022015566050278396,0.016129841101213536,0.026663879281317936
GSTM2,-0.023216392528111283,0.0025897186301874044,0.003353627891046695,0.03745640893119989,-0.02471377174008652,0.06977513080848899,-0.07305375956512775,0.06772474698816772,-0.03815442844663257,0.022138627914621754,0.01970079329376215,-0.04800047237141935,0.038623958804366025
IL4,,,,,,,,-0.03700530265770391,,,,,
SPX,0.010224047422785931,0.013201652830053732,0.024286016812755565,0.008128020873971397,0.08869286752160382,-0.06091274288182903,0.1600655054751748,,0.040369908179070664,0.06554732986237989,-0.019556956542249787,-0.07721046220835115,-0.07604019199477083
MFGE8,0.02922892843922668,0.01055948144240825,-0.026942456891365874,0.02398519760993128,-0.054393116046991055,0.013340408492189693,0.03804774423293539,-0.030276331453362074,0.0019842998046704793,-0.04155539463279647,0.02175430206756274,-0.0004031153348286144,-0.04071389460061033
TGFA,0.0665026143453241,-0.0809580345294605,-0.001716057361507415,0.038094167299568715,0.03290689570218766,0.01382593619396062,-0.036225540956947015,-0.07791228482394322,0.029876925272936273,-0.01157476602041646,0.05891834688460702,-0.05407486354247932,0.0922375393820811
SLIT2,0.0296421401286153,-0.04248189111536635,-0.01599170343529732,-0.022658876553590255,-0.09428062884837372,-0.04842996717037015,-0.06453734929699202,-0.06790134539262872,-0.03452185212835621,0.022302700849402717,-0.014494993681636847,0.06948761754500855,0.01891386770752324
PLTP,-0.013618185345418792,0.0024491756632347146,0.0035942521759312943,-0.03556023440005683,0.09975195538583048,0.05193222415118229,0.0559939281437116,0.04319248922360656,0.03654042970043032,0.08884634166509364,0.05092761673610547,0.010529463782998065,-0.07065187852033686
APOD,-0.0549463736491243,-0.0058214594216552335,-0.06676935256284261,-0.09815580935150958,0.15474824593506345,-0.0519308532952262,0.06868252349762947,-0.021052166338259976,-0.06583043846590073,0.046830234673909475,0.02681565622190698,0.06182618820364708,-0.09234380782416582
B2M,0.03581637466678159,0.03791012712099408,0.07209452897934508,0.007939758373048033,0.11888196744733993,0.11525170447982402,-0.03713163056103999,0.07431209284856292,-0.03207559773528548,0.07422731784508219,0.05035394230696647,0.04586539134778247,-0.04640360821312409
OMG,0.007759606735006874,0.035504556956814703,-0.020956868761723955,-0.08980126174490662,0.015557822419036606,-0.05672663003598561,0.05229728445559346,0.05172345048215658,-0.0068219861333384865,-0.017735392168126383,0.05126231472282884,-0.03495113848136785,-0.03161726786265092
CXCL3,-0.020316963668208704,-0.025596682619201047,-0.02007358192595816,-0.01596830103761651,0.02879605175071231,0.021939063197276863,-0.0361615853144057,-0.05767393276945596,,-0.015841872005426843,-0.004664708604612039,0.03344677926800284,0.022424268550660816
CXCL10,-0.02818003918056822,0.06756416908815469,0.06644897103903458,-0.039934896586227335,0.01690664253304597,0.008919744343132106,0.00039752607743210623,-0.07976113724731036,0.08030232927458289,-0.02444946701900859,-0.021126740093529092,0.019251322036010824,-0.004275460995796554
RSPO3,,,-0.015252444601349661,-0.008803265704060769,-0.05308253971746227,-0.01825827499548587,,,,-0.04591959429502393,0.03501566241840301,0.06971590904271657,0.009125228589259932
CORT,-0.025228967965330102,0.025023266717140103,0.01971977914749352,-0.035618785522454025,-0.06047944481946444,-0.03462120846647976,,,,-0.0269979652663796,-0.016482685641536952,-0.021027700317522848,
NCAN,0.02844688424396634,0.07197735929734299,-0.026313805501505597,0.005086830088147862,-0.10895692242537101,0.011722531069094749,0.03424708264428245,-0.11029473743191048,-0.03076395408460812,0.019847510094344312,0.04784481255947269,0.01828302517761831,0.028874672711181545
PRG4,,-0.03207558351202771,-0.015053505060203498,-0.018656076675925663,,-0.00566689387568013,,,,-0.025932789719995165,-0.02432121130630654,0.025706415843640612,-0.03329488433127286
ZG16B,,,-0.017471433662137274,-0.009973418147955894,,,,,-0.02834012047705514,,,,-0.031059464615924102
TGM2,0.01776259457928011,0.018684434287604443,-0.007340083686260023,0.009682382616946643,-0.02016066698499293,-0.027121245319244685,-0.07776694329700358,-0.01632742853419227,0.03677499413076576,0.04720730079150875,-0.0009786965973556095,0.02208543342459023,-0.02186316926411629
VEGFC,-0.025228969589743633,0.002450187372491441,0.02883016551818706,0.014388694176794501,-0.02792894751275184,0.0385764833415104,0.02043269858231844,-0.04194810287713155,-0.0367344245724365,0.08451384796281307,0.06651508839637943,-0.010817963964090318,-0.017792286935388497
WNT6,,-0.029188988524452748,0.063751818361064,-0.022195486360084272,,-0.019013201269672313,,-0.04692523989301624,0.02698997811971564,-0.03534539055411138,-0.030633807978774234,0.022588607350482737,0.05146176475482576
NRG4,,-0.021752669686707023,-0.01832080429399998,-0.019160551102405086,-0.031114500150654215,0.02701764272188728,,,,,,0.12067612423280923,0.026388560223764557
PMCH,,,-0.0025822857998912684,-0.014598321836383557,,,,,,0.04888863015216896,-0.023126089769099852,-0.0075164365453320664,0.08963033164497722
COL9A1,-0.041217572139423994,-0.03388794515482931,-0.019134742927870572,-0.026730063228175036,-0.02437334601769507,0.0664588768786067,-0.04966070173912723,0.18009211573941644,0.0027952267825026296,0.0791843888799984,0.06111981458337183,-0.0576743803436492,0.036577892957990216
GDF11,0.019488802271164618,-0.015532083982529591,-0.021645425453236698,-0.02401999733719325,-0.020129102728707243,-0.00024301527165417614,-0.0251999182863469,0.017317895734795082,0.011443702044433323,0.03729189897790163,0.004372861665539781,0.018176101552542505,0.016028973069170883
RAET1E,,,,,,,,,,,,,-0.01118757686082882
IL24,,,,,,,,,,-0.017943006480753653,-0.015499919158710455,,
SORBS1,0.08753738280004733,0.06197926629162844,-0.01662709524837074,-0.042887465072925804,0.02985857086842655,0.0003757441576710963,0.005571094194085311,-0.05594756686564077,0.039110181716672916,0.06606532211286575,0.03573357443890829,0.014953361425902683,-0.013056845468917897
DLL1,-0.02796134716567491,0.02547154393638827,0.02952138720346902,-0.02467384434033473,0.05826788608456941,0.007688333052830153,-0.06545012272580326,0.048966322293894075,0.04392445875484421,-0.038925350844064045,0.042650572702911,0.01779342997499451,-0.07712451781161749
TLN1,-0.0011549209340907692,-0.0014788973244925759,-0.034620611084225324,-0.03820766981246003,0.08856770736335763,0.03612087609963398,0.027757853956674725,-0.04515715719813554,0.02117477594579263,0.05322917444470864,0.027363193163965696,0.0314229624983164,0.011262758418847567
COL2A1,0.1828900644631765,-0.022265289877766648,,,,0.001219966753718298,,,,0.02804020365388478,0.0010393715511287961,0.03377776869553727,0.082295651621537
SHH,,,0.057841978767678826,0.02094759415820264,,-0.016929044560861955,-0.02666661451402047,0.027270624782000236,,0.04112419968836327,0.014663245108311046,-0.043351898582116834,0.10239645054101863
PON2,-0.1005834880140979,0.09043651310059608,-0.055345110690120304,-0.026977171831900983,0.017577047195181217,0.013223368155777114,-0.11940929921364807,-0.01471095565389737,-0.07142551706487442,0.012915740468840736,0.040564472972889606,0.01305299504191449,-0.07317164153208613
ICAM5,,-0.030266902071681773,0.02298617235897079,-0.01503694247823082,-0.05411888054575347,-0.02276604497430473,,,,-0.006010548607739593,0.010024638146854913,0.005106568869851014,0.0323824168848873
HPX,0.00971845077473555,-0.0354560336921756,-0.022201464768114618,-0.01957221498414767,,0.018495768963127636,-0.036161566395441436,-0.05693531628352026,-0.01671675198505171,-0.04544165763832382,0.03014082909746349,-0.0231487476836768,-0.041262791812444806
SFRP2,,-0.028988119087054114,-0.017815753900069987,-0.016312161308868905,-0.05445686781827263,0.007972176177437855,0.008797605291086797,-0.03700532443844333,-0.005748883326087218,0.06253640065924124,-0.0320282343380648,0.11340706747953597,-0.023295035436226817
CFC1,,,,-0.012551641701345826,-0.025388358881502864,,,,,,,,
CD70,,,-0.020502626950436566,-0.011810742883577214,,,,,,0.042540136177465514,0.0018870009537107551,0.07591730162452898,-0.03800394593487204
HP,0.03761166770835737,-0.03951873708827422,0.05630439377922331,-0.008771864869249633,-0.019615302074259617,0.013274154810827428,-0.015227359176081888,0.040008167348143796,0.0028153415661002247,0.06035424677656966,0.0352045671634484,0.004883531268588212,0.009783100916430441
CXCL2,-0.019777904429927093,0.11235883926552034,-0.020816057164077795,-0.010929270434254942,0.05176206734057666,-0.023310159552351602,0.010737423962413156,0.0572427594625896,,0.02858301333683789,0.014645489301605146,0.00810871821987104,0.04790515385591476
NPPB,,,-0.0007029790809952577,-0.010990727932497881,,-0.006513041952990398,,,,0.06249272919257396,-0.036056930140594676,-0.024907407541603217,0.02578910683139001
CCK,0.013101053157184205,-0.08402765322790531,0.00048223899762231854,-0.06770658492702934,-0.1029035512618002,-0.05776685811194266,0.04590261015693894,,0.12784941946087613,0.021355906274813357,0.0189509960939694,-0.06270389571797826,-0.03277930759946725
SEMA6A,0.04607937530712796,0.15175843006576803,0.016691095549578233,0.003672547044940368,0.040578365600652457,0.030741837119204102,-0.041166909711434406,-0.03542311552906525,-0.029059315009040063,0.0002762448610482077,0.012511884036941767,-0.07648880255983875,0.026855547632043168
IRAK4,0.027649555299575808,0.021885892666916068,0.027030528314085787,-0.00808135828921727,-0.044161850780152584,0.01367365908850616,-0.04896138627156264,0.03091866216738645,0.08248261538584553,0.011420632341944984,0.01190737855290178,0.01430391823451364,0.05139786310429041
GSTP1,0.0418619950356608,-0.07402661254551969,0.02377993798232532,-0.0024538977712533134,0.1212098361500817,-0.032562833356814355,-0.003154196294209748,0.08978603944659538,0.01339684770469323,0.06168796845018181,0.039041063872629844,0.00954227701840228,-0.019018306430397237
VCAM1,-0.013175177537596035,0.0174281708303067,0.047477346360610725,-0.05445944578861843,0.040212842537981144,0.06165514615379894,0.018065787056715833,-0.05529812595316461,0.02509396811924977,0.06631838197843301,-0.03808114485092401,0.03679908072153955,-0.05419403382872777
NXPH3,-0.04454732435969269,0.006349976606075771,0.02587416749248775,-0.015048176082584925,-0.019582029509161027,0.03348405634141132,-0.028448897226328793,-0.05310591113289632,-0.07641761731587493,-0.024196396888603842,0.013761765448295722,-0.022789178766463518,0.00965361855129542
MTMR4,-0.018863503231316813,0.008162165782882211,-0.015311879775032948,-0.02735931321268062,-0.041100044209494986,-0.02764250525343531,-0.07390574930786588,-0.012544569913147832,0.04688793328866066,-0.04961948361605907,0.04891200703618727,-0.0068460136523939554,0.05155552513436136
LAMC2,,-0.019864466787480498,0.01812667771887516,-0.013836100295407914,,,,,,-0.0220592896617494,-0.02035574304924533,-0.023154048523830968,-0.022271384315196496
IL10,-0.026205217387820178,0.005884596575676924,0.04849245128116079,-0.03676490428983857,-0.003783107621161673,0.014395098277385197,0.04008243753397723,-0.0777382520171004,0.07056232812147419,0.012225839614863405,0.03574848854512826,-0.0026223346452676787,-0.042107337050491835
SEMA4D,0.0007660544475780311,0.00017664400923114555,-0.005755059270727043,-0.03767290774684125,0.10874788008232202,0.06441218067532033,-0.04021525058223583,0.0029075568678905463,0.015786984660079193,0.01342607849201159,0.07406372618382463,-0.055048901306534496,-0.015710933400091453
TRH,0.10003511462151779,0.005420632031268228,0.005605686619179447,-0.0035792835005703013,-0.03953682308775739,0.03736803298966179,-0.048592088527692784,0.0654466347234558,,0.03796724559507814,0.04775190829306675,-0.04828511054060418,0.1679249209883707
SEMA6D,0.006444566796988439,0.06812424983340659,0.00963194282969645,0.04123773406159499,-0.025237919953941312,0.02435501316644897,-0.07652655910994387,0.008222092932052217,0.027918264831045526,0.06385294855803456,0.027734864939192704,0.08726874060104949,0.05364161754619778
CEL,,,,,,,,-0.04739971832720021,0.03065966256566258,0.005346276150481726,0.03861740897496251,-0.04457143661067262,-0.07046833418787692
PDCD1LG2,-0.03684979139325179,-0.047362429125743864,-0.0033756623075699983,0.010942925009434957,0.04653562099326114,-0.022582057512783107,-0.023206502429693875,-0.05018790402564367,0.05648492403465019,0.050475501111498323,0.04451170150278743,0.024830629296009446,0.022311766530174318
SPINT1,0.002703330225957112,-0.030756253235784542,-0.02931702376446416,-0.024037200756517895,0.1389033042956792,-0.028623322660868908,0.010303240571467788,0.1271562940995081,0.030833416360466215,0.04283292995416676,0.13104228336657925,-0.011116217234112352,0.000894468741983162
CTHRC1,-0.024638531928801166,0.025395395319795955,-0.009565982326682208,-0.03348940472139415,-0.052254470980787955,-0.003189948003598543,-0.029847652765081997,0.04053232441378353,0.09819489161226905,0.000648167481087681,-0.0075725527042074916,0.020503362376133916,0.01645350774497019
PODXL,0.07285443839203704,0.058088088352739195,-0.05327730307461174,0.0066969463995119865,-0.026791228291885197,0.04492395295466092,0.0324777168593618,-0.023115516661332908,0.013521947519192109,0.08578325247334005,0.013797165353864552,0.055861923131365565,-0.006959774806798565
JAM3,0.0786596298237794,-0.06040862899694759,0.0030514510961494067,0.023063983662407906,0.12080458889246687,0.05821869968083811,-0.038849421716841664,0.1013363657736111,-0.04641143570155949,0.07521797079032197,-0.014659789655434914,0.09376243417215825,0.03997169496869197
