,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF334,ZH1019T1,ZH8811Abulk,ZH916T1,ZH916bulk
CEACAM1,,-0.020060547251295177,0.027653007571289828,,0.0015763068569888416,0.01735240999505718,-0.027314730228609127,0.03764714692758909,,-0.02052447425164317,-0.020334238556100146,0.022948445546895402,
PDAP1,-0.016125083555034357,0.01267022894321555,0.0081816381234006,-0.01564453713649061,-0.05380327050740522,-0.02248728888257347,0.03672967996771044,0.0026331656698158766,0.00834704519459185,-0.06441191078652535,-0.048182424046767126,-0.017453173994586582,-0.01200041850678645
QDPR,0.0021269708150184817,0.01686871239995411,0.050066223706116075,0.03349031219849834,0.03153926350452673,0.02833653458033944,0.028093515542883748,0.02109082775949368,-0.00887574748047055,0.016475403287913696,0.1185110343047173,0.004584471451483512,-0.0931755701690717
POMC,-0.004297850666820762,0.09058494019088398,-0.02668788421840043,,0.010850698528158965,-0.002158908633538153,0.01452486246976299,-0.021601949231272906,0.004247955652747294,-0.016603581919592107,0.04540992634530052,-0.0468830428248463,0.04926087135040832
CCL18,0.015458342092423544,-0.025033667568324876,,,,,,,,,-0.03721140712581151,,
CCL17,,,,,0.05769273497265219,,,-0.023219297311709707,-0.024891019930932196,,-0.014426158050741636,-0.005975653325430134,
VEGFD,-0.00673186636383757,0.003122507195536421,-0.0215129274045495,,0.023994810314297566,-0.01859396698984806,-0.02341674383393685,0.020623713334647208,0.028047417052353783,0.027247525133890848,,,
TNFSF13,,-0.018891214871581682,,,-0.02218106079347285,,,,,,-0.02768163045719049,-0.03820622583243037,-0.037159137120423104
WNT5A,0.018316499240374227,0.04701155173320034,0.05364360351840699,0.08848087022073649,-0.014011280109856266,-0.1048379443958794,0.003985992353748465,0.02017285321791586,0.006582950466148462,0.05693494287904619,-0.03702291818148577,-0.03845893263339049,0.08871590317805099
CXCL8,-0.04947192139440298,0.0021856829359553523,0.013002552029918095,-0.08631349409674323,-0.006841422977882811,0.09577145101995596,0.011617708587115465,-0.034655281543365835,0.01539165911217472,0.024259616572259418,-0.013750452194429672,-0.008951453608407222,0.04806414187399838
GRN,0.0007854969678226692,0.09328428363812045,0.061105280420881,0.1133345086880321,0.010591409714877374,-0.06389003763974221,0.028763741071344013,0.014931370094839507,-0.012437336793193171,-0.05779121752305405,-0.011963827682009454,-0.05296784796626852,-0.06001453528282928
MIA,0.024849598013552507,0.03476041177109816,-0.019132093173851658,-0.02919877679813122,0.004011874116407039,-0.011677235677734727,0.0355992451069694,-0.019265295246825874,-0.03653465779390292,0.04213837483476543,0.07493835862991077,0.0952072988081767,0.12271940116685104
COL4A4,0.11261418648956126,0.16243312772833146,-0.021813222887989623,-0.015943734736612945,0.08532760537946396,0.003315214769099863,-0.013774189908097895,-0.024241664767636863,0.013623107364761997,-0.04645920623083769,-0.0381179898738792,-0.02405116125019366,-0.04153096228862276
TAC1,-0.06551911803094275,0.061785111408853774,-0.002285324151469269,0.09185963963014046,-0.00612361730088884,0.000341415910961634,-0.011563777417970723,-0.015650049925709328,-0.05219181953156543,,,-0.03082451159664643,-0.05895472318916298
RARRES2,-0.06336768822050726,-0.008093401703711962,-0.009286415935472006,0.010526697740653908,0.0447181370290816,0.01818061283010759,0.005792512896666621,0.0231193015858562,0.10194992209203099,0.03932090791341124,0.005649112390722683,0.043465008734718785,0.10271297732245215
FGF7,0.045222657049033374,,-0.024281316486954606,-0.03809988520317691,-0.009897614827417682,-0.014695339170040282,0.02644236090697179,-0.04516524298416696,0.06954915844403278,0.10832687175688133,-0.025163925015840024,0.09658445971416278,-0.00489876398811941
HBEGF,0.038310514958188914,0.05214834612389457,-0.039774856158119175,0.07875035641221545,0.005263922826583405,0.07054719649331105,0.03012205880565968,0.03471828693203401,0.006108222933109335,0.06396359223701344,0.022271326329985595,0.03301220765289331,0.12593007797572095
CSF3,-0.0033618508804435835,,,-0.02242601785631683,-0.03832813604055041,0.10145668782667985,-0.014572827802533732,,,,0.004199245772344187,0.09572087195084966,0.13070452448000447
PI3,-0.011684650734408551,-0.026336473745216568,,-0.05313037275923968,-0.029205906543971552,0.1239087948562418,-0.016409196446160925,,,,-0.01919721902770771,-0.021375414349965184,0.021569978396434177
PCSK1N,-0.03685122570723637,0.036157918598505805,0.005750357059516767,0.07082561932326399,0.02855908891133606,-0.009190439088883935,0.0020154395513224004,-0.002344165378780988,-0.051677157289338756,-0.002645869162977941,-0.011910397993159282,0.08032325481731659,-0.12493283434008809
NTS,,,,,,-0.02552947162220385,-0.01791175835465926,0.012422109185299833,,,-0.03365472502467136,-0.036557949629710255,
SFRP1,0.0229275278071676,0.03806813217287702,0.01890869919759236,,0.06868261201405679,-0.021212496291194798,-0.03524062442378419,0.04841768674881431,0.021693679498022724,-0.042750464959465925,0.017298214608587572,-0.03570843549775635,0.01855838279915569
CXCL13,,,0.008853601768408673,0.015885071580064497,,-0.021021854720526388,,,,,-0.019131621873996175,,0.006986421643212507
MICA,-0.010923347458663926,0.07237552244190758,0.07007828821347237,-0.04277177397187993,0.01076601047570185,-0.024423609725128855,-0.03395341834867864,-0.00517384729757613,0.047868104644845026,-0.04892695031014366,-0.005322968749291066,0.009555759443986546,0.05556840236294836
TG,-0.013530208410508216,0.03454252372917239,-0.020423975149839096,,-0.030279109447636548,-0.01716901931266174,-0.017588099356259303,0.024249423659562508,0.0366895978233627,-0.09476215729561639,-0.01916875730321375,-0.004218912217502202,-0.03904970179336815
ADA,0.09469777613859369,0.09528157633293326,0.025412006150059115,0.006142782323876248,0.03635516232569189,0.030656247482426093,0.011565729427800462,0.049252830845118487,0.011797376711338216,-0.03818078423736767,0.0337339217134066,-0.013291377083680084,0.04874938036780949
LAMC3,-0.07665408821267458,0.08519896384326996,0.04222410294692847,0.08855800424386669,-4.635812476067275e-05,-0.018002864795144024,-0.028726770524980336,0.055112577080845764,-0.03686923005119368,0.004808027287045727,-0.0694412163104781,-0.04563866130589323,0.052348191664865325
CCL7,,-0.015923527361746157,,,-0.0218917477528207,-0.0006506845746085333,,,,,0.09745361801652776,-0.025869490259013868,-0.021905699102447804
NGF,0.06792642562758398,-0.027339905732299746,,,-0.037503709709940096,0.008577459225295602,,,,0.02249818420259995,-0.007574863899644872,-0.0036117027414369492,0.09763619408300221
TNFSF15,0.02768691750170132,,,,-0.0006618235686492304,0.07031855744061183,,,,-0.03513026412104406,-0.0005570207337629005,0.05891286761199697,0.04556202180303099
HMGB1,0.017555099844613755,0.010068603646647576,0.03499419856661177,0.04234638155068449,-0.004759333865434785,-0.07633590269941935,0.018586702445748296,-0.03844072412704904,0.03957929704775135,-0.0973587540958253,-0.007458002293424399,0.02516924464341853,-0.0354235952842652
ITGB3BP,0.06681378570471569,0.04498016367567836,-0.056088638443678944,-0.035636431807698016,0.05739389233201388,-0.013250079891037157,0.009135080473746175,-0.02342365299816789,0.022544249109857452,0.11387249572888312,0.0015242894278778498,0.00236442120244195,0.08542922873663153
AANAT,-0.020784873666930173,-0.02310261560634594,,,-0.02218106316081525,-0.018593969644241638,-0.013145085046593827,-0.02103706892022807,0.008648306000464942,,-0.018968143765995257,-0.0273709995081293,-0.02667450820747256
RELN,-0.040416299659155566,0.07205610615890232,-0.04792836803260929,0.01786105815056978,-0.006622439426359459,0.010546298363903339,0.023137896329941444,-0.04631683497397499,-0.018863263559168845,-0.019625193591927804,,,-0.0062310662143341446
IL15,-0.05300189606484705,0.028179130558967782,-0.02601983187229029,,-0.002717304090568862,-0.011725943701068706,0.013937764774462414,0.006897323149619782,0.034979517793407626,0.05817221430573938,0.01680702367686507,-0.00033200917976548323,0.10100164333880449
UTS2,,,,,,,-0.043360959664192414,,,,0.08952732130168564,,
BSG,0.12029664501916483,0.06397037660328746,0.02626606472815704,-0.015370270718360984,-0.005749433425465428,0.0024345587559402057,-0.027985059294495577,-0.0049104236719830045,0.023405074674286475,0.007184872605174704,0.047382408742274146,0.03480119597163878,0.053628235078226
ADAMTS3,-0.049287024368674624,-0.03175319071753585,0.05011932160771231,,-0.06055946321146658,0.047841231418594546,-0.03627074955532252,-0.031573741895586614,0.03170668022196337,,0.05246178110130274,0.02378758523714716,-0.01363972636639916
CD34,-0.056667053902332114,0.010675099580981607,-0.05116695077208478,0.0753089305260136,0.015857942863129595,0.03090512412182482,-0.08816467588646262,-0.048249177012922584,-0.016486484368539632,-0.004822377881810602,0.06568421648260117,-0.014238985208428414,0.07661888209404706
CCL23,,,,,,,-0.014957020138113812,,,,,,
PLAT,0.07995567961080051,0.08353946168369515,0.019968325302191874,0.10519298028802639,0.10657561654031103,-0.04292980779733633,-0.022826875562174987,0.03706526999544951,-0.014740015167939085,-0.061018062603569935,-0.030216902359522835,0.047572672816461346,-0.005131460370918677
NTF3,,,,,,,,,,,-0.059956085317387435,,
LTA,,,-0.015019855522690303,,0.05388516454983893,,,-0.006656438222280572,0.01565386988888804,,,0.04330471902174411,
CKLF,0.021702001750096487,0.022204236218398923,-0.030227185851637084,-0.009696011035694946,0.06167540977831731,0.0067776431854301485,0.02086696913697792,-0.02129329673334631,-0.017406877693677183,-0.09854459452774228,0.08110175632537008,0.008497171755395605,0.00760380443564092
CD24,0.03589488510012349,0.016122832384461157,-0.020289726601761548,-0.009286514968453109,0.028512772874761498,-0.10987462809433605,-0.032069454572179225,-0.03780536868106297,0.018914894260029333,0.034148797947281664,-0.010727332784070742,0.06732771927704696,0.00167875121061992
HSP90AA1,0.018381060547926844,-0.0590996417232168,-0.04509079813737652,-0.053869937140245835,0.02258581010236985,-0.0011230343914356436,-0.011590014761813436,0.04933084967360767,-0.085928538448777,-0.1487146849988487,-0.06677008003737459,-0.007790789947543944,-0.1169230961110325
BMP4,0.05887531658414858,0.07134752769857919,-0.01592192731806797,0.01478925961822094,-0.006524336586621209,-0.01363575520176933,-0.029396988939282546,-0.00042480303657030307,0.02417516147862274,-0.01852556268869404,-0.006347018937693062,0.04153960500760476,0.00413281774560746
SCGB3A1,,0.15509295659368613,,-0.023971195370573052,,-0.02214312242813292,,,-0.02160814406021984,0.0003300851493251327,0.16309310917020883,0.016400925394453654,-0.014961032133471462
IGFBP4,-0.007542202049214886,0.08549012594310437,7.362548110382617e-05,0.014525375059967427,0.03820190096325795,0.01917172345796369,-0.02647355653792749,0.0015167016815223133,-0.01327872454887641,-0.048773401274431714,-0.03392390064333685,-0.07004783099639013,0.05490009813433172
RSPO4,-0.004200619951789478,,-0.02428131187714821,,0.038861712424754356,-0.025556762760940457,,-0.023564648260638442,-0.003029505364738273,0.11426969320112013,,0.041754879714065884,-0.03363549824826986
LEFTY2,-0.022271191517917285,0.1292910240584866,0.07114457585696234,0.1408532549178367,-0.05199407879989815,0.029079191006858792,-0.06037836192738791,-0.021632594796502962,-0.009798033825480489,,-0.018354192902130955,0.02940825788036891,0.01606101443461533
PF4,,0.2730317522835315,-0.013662600009764974,,-0.004302183788235995,,,,,,,-0.013837510454007705,0.032208380362220006
ANGPTL2,-0.04217553127925891,-0.0064910587654553285,-0.01478779634750038,0.11065214758845192,-0.013652326279463896,-0.02754704977232711,0.05731423607367923,-0.053891213501831306,0.0639938917602981,-0.03146792852334486,0.019967774205994472,0.018519072437569804,0.017651857144168732
LRIG2,-0.009027441327238475,-0.0019290446939930648,-0.003577595719245355,0.04016550211549973,0.00044813935590812417,-0.027784333987801856,0.06034810176363998,-0.0007457113895005578,0.11462929366224761,-0.00504306424964539,0.009445466718308817,0.0899680861917096,-0.0015586767834706353
ICOSLG,0.09677996231987684,0.03933428882423818,0.014869252145236078,-0.030873824084769477,0.008216708288437307,-0.0662313854459209,0.09365954936844537,-0.012641840966951583,0.003843892456300757,-0.10194912789734564,0.04232147954362166,0.015058785864264089,0.08996924421162003
WIF1,-0.06546120451870946,-0.029721643236037796,,0.10766000921487488,,-0.03989095536664568,-0.015137842221546348,0.013278697749462045,-0.008338113124206516,,,,0.049201453047798646
NPPC,0.05899935319975327,0.09345183508763744,,-0.030073848840449887,0.008460680171725346,0.013554900925656494,0.000796474265284566,-0.01950723836217575,0.09193501034718445,-0.0012703148219708543,-0.032276979038410404,,0.021181867989271068
LYZ,0.019738445240959974,-0.0008597674570137553,0.013392729788460405,0.08524437655470836,-0.01882305613196813,0.04659212916185745,-0.03935816766567288,-0.06036909344654471,0.06721408212167412,-0.06356087840208555,0.04516679473602651,-0.029789105818859078,-0.01217628348640222
EREG,,,,-0.011608988259638698,,0.08160724116676756,,,,,0.007357005790420985,-0.026063869860029534,0.07100946388272047
SPTAN1,-0.014173813247933058,0.020036349322043075,0.0037383858238865214,0.11577728671490196,-5.58885999916266e-05,0.014162494006677705,-0.032926506801326125,-0.017527422900848074,-0.014632178342187656,0.031151182537656006,0.0039297049950981,-0.024886593254921773,-0.06764485503090918
LIPC,0.05306090567786156,-0.0028771857198343115,-0.020562943206525734,,-0.03432433568854659,0.03341441463871155,-0.022676559649080243,0.002283873442498865,0.04558199004794122,-0.08152797564872484,,0.06607068464644696,0.009018338586361467
COL8A1,0.0218057540894089,0.07883818469070399,0.03262418194275453,0.09806403739430791,0.020782214173677146,-0.010304118413507937,-0.025508274094665728,0.05019814932275309,0.03744277916392778,-0.09388148339601582,0.06442961299030606,0.047553679390268125,0.12279813911519268
GSTM2,0.05024674356401379,-0.013577104863833029,-0.02993828540336948,-0.02350208091818535,-0.04866967838282374,0.005342195526067369,0.04601440980074685,0.05891485491716675,-0.01615376408973212,0.050748818212094655,0.015207721170944407,0.0013884102516411808,0.0436255411294371
SPX,-0.03229689748469681,-0.03270669624279468,0.01038507914978398,,0.02680578983376775,0.030667156249544535,-0.006359652104603141,0.004568660652341437,-0.027377693715740288,,-0.0023575096018921544,0.0170910754245706,2.1335979423496907e-05
MFGE8,0.02325401532983041,0.05378180634320322,0.050375618159001975,0.056378939201118104,-0.014079364295861447,0.007743932380377803,0.001010555280149623,0.03605484195839564,0.054026770936478806,-0.04306371250784234,-0.01914923641802414,-0.02702530080366496,0.019761958408931114
TGFA,0.13510971459674403,-0.0329678324042166,-0.0020501783709471646,0.00968656600705747,0.01916435192572545,-0.018297298414169876,-0.020425556561217285,0.05913103229700414,0.015202505561363926,-0.07609469263261552,0.05282649901160677,0.11652440313241746,0.08074753984053032
SLIT2,-0.05936901013903981,-0.0029036207956967142,-0.02628576330173103,-0.017817074792221957,0.007746941015790441,0.09205853975091391,0.059226662907382654,-0.06064049709067271,-0.015016289194495736,0.03401882795781674,0.11172512648284758,0.09127012840400471,0.09887191128269275
PLTP,0.043505353221025465,0.058882708512318215,-0.007970335083624805,0.16247972183778248,0.00817529712164674,0.05944990717531505,-0.013103386712487085,-0.015714330340474113,-0.019320397167370777,0.06755135850392671,-0.02895361792316009,-0.07959704202091332,0.012619125706641492
APOD,-0.06244050907465568,-0.043360255964179445,-0.00803358212417037,0.11061722814376423,-0.013820363557340226,-0.1300371622705955,0.034402229283071656,-0.0018896953692992891,-0.007899175306764742,-0.029925684734908586,0.012107675525355494,-0.06933487102045559,-0.1223076570196845
B2M,-0.060444427673953104,0.07775616397610441,0.030654685233496896,0.13890691191155943,0.00523091704746732,0.008661522953249129,0.0017060315673103987,-0.018798866677042256,-0.04013747721819938,-0.09196788239340663,0.05919593809940797,-0.0558636716197789,-0.0697794336966005
OMG,-0.0028977033853042162,0.0010898549460602793,-0.057103296907417146,0.041062191329118904,0.0152262137310606,-0.07704398087706697,0.01028890185160974,-0.016921400134275025,-0.018130585961326585,-0.06363947950116551,0.011566005993060405,0.04646901996235057,-0.11777171135808309
CXCL3,-0.0038171570572926587,-0.022919448036268143,-0.016099275562997915,-0.018073089900090118,-0.04579230194319954,0.0976455867229256,-0.017258868297165508,-0.03643774616430441,-0.0223016216548528,,0.025233015505300424,-0.03800529239789175,0.02688218567375699
CXCL10,-0.022851859988108437,0.03311698728365501,-0.013567483111296066,,-0.013743920911415335,0.010066312662765952,0.01762814582223377,0.017107034071446193,-0.035439975701884285,0.03327434260645046,-0.022326957732603316,0.05352919077149743,0.007172854784689722
RSPO3,,-0.021630086513702178,,-0.02242601855580933,-0.022181061521885814,0.06367590586417042,-0.021584926656438717,-0.01874497405779672,-0.02330476480766772,,-0.013651870315286273,0.0820462464911723,-0.004272605137951101
CORT,0.07190280070756666,0.020840552005419125,-0.010639487972268522,0.0921782106366332,-0.043156279519770406,-0.030029533203549234,0.042630342662376135,0.010344680927997993,-0.014115155651218828,,-0.024654215525438977,,
NCAN,0.02519530461078747,0.025826763409296315,-0.020624382827546223,0.06417909298126959,-0.023599140528507055,-0.025819711734397868,0.028635891078626723,-0.02970455212613188,0.03950306802930088,-0.0489338379848495,0.03944879996701429,0.007021452775881665,-0.13221939192819832
PRG4,0.05029998306979245,0.09032753502939928,,0.05636980550704502,0.030657687175608222,-0.017715997617380425,-0.018698410825903147,0.016361766231897806,0.125439483646325,,-0.02368151009249689,-0.05258641034302351,0.06070369394503064
ZG16B,,-0.022081124215297263,-0.016440718548096946,,-0.001841003216726598,,-0.020187939307073244,-0.016099116179563038,,,,0.019260661108862685,-0.02247804875069001
TGM2,0.026198795812417675,0.001028400009691816,0.0060517941549633435,0.05343654426096946,-0.04647124095410399,0.06504476001820199,-0.02648041428130551,0.02072733645468347,-0.018881956125596,-0.0868842366520947,0.04028935092144662,-0.03489421505841212,0.06760999437372407
VEGFC,-0.012752885406237677,0.03911605256397597,-0.021110515740012954,0.060952918105384515,-0.039016962304335163,0.012416471265149226,0.007203061892167569,-0.015654413074555788,-0.027806774557314534,-0.01756337722413234,-0.02782560996846802,-0.029898465545711274,0.0657478304453942
WNT6,0.0184979975804814,0.015293084513712332,-0.015204322599848748,0.026798413091606875,0.0385986604279073,-0.02441093911710187,-0.018387438596326137,-0.0358280088402931,-0.024268348676975946,,-0.032276983393153776,0.0032667127272648345,-0.0006194068954672044
NRG4,-0.022618945560486492,-0.014666127735968187,,-0.01680950642794393,-0.026643262624253948,-0.025234121840004457,-0.0059578017395385836,-0.021361319144426443,-0.032439845881190095,-0.046459154982224644,,0.092172757039543,-0.020678420897328124
PMCH,,0.1209350379231445,,,0.02177394051800892,,,-0.023564647123389643,,,-0.021976751867604533,-0.007604764640881711,-0.03329566548271084
COL9A1,0.10966927448751998,0.0029657152937897706,-0.02926337508841421,0.06683267754671951,-0.017495164255356258,-0.02764282310706894,0.04246856107795197,0.00786057803218826,0.0013664357748324686,-0.00026450498383736264,0.06850906014714578,0.05100556455420099,0.00798447687619098
GDF11,0.04606996135719666,0.03505780084387935,-0.016689341476293935,0.08598193938396702,0.030276158948414778,-0.054604689643302985,0.000977829146633598,0.015482834022378086,0.014893627742731076,-0.004632793966647675,0.01380221196033577,-0.005616413990056075,-0.0757916810525899
RAET1E,,,,,,,,,,,,-0.02879878076555277,
IL24,,,,,,,,,,,-0.016385336620227838,,0.09005931933904808
SORBS1,-0.006354841809532024,0.049910029570665794,0.04828100691185191,0.109972314297367,-0.03353226812662104,0.04964221718196943,0.04686052258567338,0.025620878919934986,0.06033509296506564,-0.0016998802195495302,0.02100632213090852,0.006577188548774814,-0.009801622238789725
DLL1,-0.013858167452424389,0.06184750608525753,0.009705675188063602,0.04923074914010304,0.01885113422912483,0.0038431062505839223,0.0867737555608403,-0.07148867826823513,0.05200012511878355,0.12841112403180402,0.041282017347062924,0.02577793290600359,0.09595602891525436
TLN1,0.052428519090026514,0.029311841084314446,0.053868753938174654,-0.017839547729537955,0.022134764570051167,-0.020945232404315298,0.0016002002028684818,-0.018270689950091096,0.05523957440377531,0.03363850673847512,-0.07836766289485246,-0.06474435465466795,0.06802277323605789
COL2A1,0.021123672636721897,0.014912181144364024,,,,0.07611607379341388,0.026548138644161424,,-0.022640724569870957,,-0.03582049384560152,0.00865274017841541,0.001626475594460746
SHH,,,,,-0.022749123780233586,-0.02111321757046384,-0.013567572160929794,0.013001589350985216,-0.02160814217153353,,0.07669223490234235,0.021671411131590268,0.046495569838693414
PON2,0.024224022300786522,0.0040477297260894055,-0.006031739188025305,0.13969774746257255,0.033055103557603625,-0.10636353284917327,0.03679884240122655,0.04448945516733672,0.021748843741282393,-0.037641440404335695,0.08470038136903596,0.032312084246582475,0.03882303309266361
ICAM5,-0.06347243587482643,-0.016772808764835348,-0.019571377829953003,-0.023971197067012083,0.03241537032478964,0.038763376714032,-0.03372552671600743,-0.040306602992785656,-0.0421995344545652,,-0.04580152292800536,-0.01689980803836866,-0.006667028555471391
HPX,0.05819942393722613,-0.005233979903407964,,0.11597664334694695,0.04885537052859932,0.038699949405606934,-0.02513251648205115,0.05847220083692786,0.04142865318916554,0.09914693228151286,-0.04149677244912911,0.028189109282753557,0.14652531990922418
SFRP2,0.04609947739884041,-0.021170369945678114,,,0.007948729484321352,,-0.013774185852099424,0.10040260416780779,-0.042389645124850286,,0.018230345942962134,-0.04005005268975138,0.0021296965107390456
CFC1,,,,,,,,0.06279903735081734,,,,,-0.030906842787006766
CD70,,0.01784750080037431,,,-0.0302452758824436,,,-0.037793655706350474,,0.029070060724097582,0.047216875742139744,0.014281301502749512,0.038769843381674336
HP,-0.03334946370864853,0.10331179028993191,,0.11310553491796227,-0.012954008399565085,0.1310733936789162,-0.051995931244072896,0.018161281357128824,0.018477496055085686,-0.04965064070864369,-0.00854631294300918,0.004736610461298287,0.0628558516587404
CXCL2,-0.027154523591462785,-0.01886973885228617,0.015124874511266193,-0.01609071354497142,0.01479667686956629,0.05459561140030225,0.00019843961870782547,0.050703032959115366,0.008581806868979512,0.10535939060795466,-0.05482044226845125,-0.023123169748219985,0.04356375410583635
NPPB,,0.06504381643243749,,-0.02121603206344634,-0.037140625944300905,,,-0.017741260143546385,0.035536561331354626,,-0.012088715846406662,-0.010197294812448418,
CCK,-0.11745475470816734,0.005051352071638427,-0.00433330690486286,0.008308436238514136,-0.00415090626043694,-0.0297866430193644,-0.009875475467394687,-0.03873513572738655,-0.0312786588438901,,-0.017789894143854044,-0.03454657678235776,-0.15430767645018503
SEMA6A,0.06313813729693314,0.014646581042596191,0.02618351282352555,0.06828737892862098,-0.013286750557514231,-0.016644148321898245,-0.029748665305510156,0.046460205718599545,0.03796018366214732,-0.067049901738807,0.00837999843013754,0.07801466255890623,0.046844882168430975
IRAK4,0.062352468692537896,0.02585703964711845,-0.014799220786397334,0.009802447419343326,-0.07551496516976451,0.03216053549557669,0.012521743059428587,-6.640141361952817e-05,0.07553207359571636,0.033214936919590154,0.0018681396611804435,0.08804858436177185,0.08351039044603407
GSTP1,0.029914627634786348,0.05759917682734527,-0.042467237873024886,-0.0009529132004114558,0.03769776498212166,-0.04202445268831885,0.018912044450897746,0.02868143043047072,0.022567580654247573,0.028547081255524846,0.09302536237764397,0.02582687145684666,0.11640392737032668
VCAM1,0.06483320756036245,0.011019404734006219,0.014526986476339874,-0.02162978702711888,0.009079706654103806,0.04111661786668463,0.05347523108589504,-0.008568444076487778,0.05402154706186967,-0.09155229032222324,0.04955385546663188,0.021238418046629473,-0.003270490268793676
NXPH3,0.1243719899881714,0.007874950246628864,0.022805828349532865,0.023556676358111713,0.04067309882666699,-0.013662527393325649,0.04982575023633869,-0.025063755904893865,-0.0099983915981278,0.0063623491232212,0.0486332074559855,0.03440829417058403,-0.010624825191559072
MTMR4,-0.020347063721932002,-0.019881067151789535,0.03765700634853352,0.0269355518106036,-0.03730562147057383,-0.009616510272293105,0.03290842255124324,-0.003936790816097685,0.005120493274014613,0.02151838485845526,0.042741447707494155,0.11778619828215478,0.0073330709135426735
LAMC2,-0.03488995246802058,-0.01612402014539571,,,-0.05084828562485019,,,-0.02233426723149195,,-0.0464591828347107,-0.020144276662808963,0.12091396094570972,-0.033635516764521145
IL10,0.1198021728508672,0.006789888311150199,-0.021777480996870532,0.08569377679210856,0.02737675609798169,0.04092937359738652,-0.022647496400932922,-0.006974430135825744,0.0018829384349931403,-0.01649957447176586,0.030088417663455803,0.1053564449653083,0.035505790045289386
SEMA4D,-0.02165548712141415,0.007474438324167951,0.024090152200962254,0.049060981951688044,0.02359701509775283,-0.026960439745990387,-0.0030468198336398387,0.062475444279877175,0.019621131922766117,-0.018415989747987107,-0.05102785025045966,0.06634681777896287,-0.0360394482759893
TRH,-0.04930643336923071,0.024307670016621628,,-0.017320122529861433,-0.03251185118333647,-0.015571103895052642,0.03367207033861184,-0.001464140263802623,0.055954235412303696,,-0.009646078518171125,0.011848670416142402,0.02025748786721623
SEMA6D,0.04215526222995064,-0.005782053088347097,0.021436038017090892,0.07747212702653616,0.008911856982969679,-0.0044892265992332765,0.04292081493964588,-0.014988631862269328,-0.004867170801282283,-0.10526317487866967,-0.04380234673947292,0.059235008984700244,0.04139292043201535
CEL,,,,-0.019006752856391043,,0.01801251709583808,,,,0.09006559860580747,-0.0248130877407586,0.034635289956930104,0.052069243935012166
PDCD1LG2,0.14669683314003845,0.005063154258209518,0.035008116992596934,-0.0013025340848396415,0.029276675244633107,-0.034620999875664915,-0.04133952765442586,-0.04180531102301607,-0.008358984136111525,-0.07505209510640688,0.002624209879277183,0.07201439451120537,0.03562314174490974
SPINT1,-0.00896446836932421,-0.040790966083096875,0.05780382823528388,0.16211599221910108,0.040581459626560276,0.04298347178958394,-0.022606322501714647,-0.010236146310804937,-0.017027572431314843,-0.0010665098619996704,-0.03060390833721168,-0.006655853476876982,0.06557844047761684
CTHRC1,-0.02197055778420139,0.010043569047526672,-0.022808199668145977,-0.020349861821906092,-0.03157849014051702,0.05197363890955961,0.009746599383347999,-0.06208264334671878,0.006438790857802139,-0.025557203773096736,0.0470157600155761,-0.0465177549092387,0.0033363611189280245
