,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
PDAP1,-0.014917670814033305,-0.03016393143655348,-0.00231824771056679,-0.004765841966490817,-0.019817486493880147,0.029902761737712766,-0.03439326636536863,0.01047948530898952,0.03473071755675385,-0.02051397528597316,-0.002497353949188018,-0.004991035494120823,-0.01958173019205929,0.01332179412737065,0.013902890676952039,-0.0066665267983862546,0.08984977415442826
QDPR,-0.008239746542636898,0.033920886933608785,-0.007191294474515678,-0.008661526876656923,0.10377642322798424,-0.023755805803746803,-0.026086978611450203,-0.16941362044211342,0.03491593393767919,0.03959125073280011,-0.01948373433152366,0.10902674845917187,0.0633788606176031,0.054394175175032936,0.08499216328912647,-0.028365184139250838,-0.043161796154805226
POMC,-0.00994339845755527,0.010179130861102871,,0.02138452782600356,-0.0349034987593926,-0.012680143838959542,0.07385659929774496,-3.1705536726511768e-06,0.0928994774773854,0.003266943869205972,-0.015307493264202183,-0.0608404440838371,0.0006447974733299644,0.09701750882379101,0.08220526618584176,0.023435675437308602,-0.03680196808299057
CCL18,-0.0043386632901198955,,,,,,,,,,,,-0.03085370096221514,0.08754125244454142,0.03324923406452381,,-0.061508681150062916
CCL17,,,,0.005916032075718066,,,,-0.044745900424150206,0.07407729369060023,0.028726372638570443,,,,-0.0438742682246873,-0.03466986031867259,-0.02571715652297023,
VEGFD,0.018056741036673173,-0.03445525461897416,,-0.017816498437268055,-0.016595311686073623,,-0.014816544770131309,4.287641496514301e-05,-0.010449981875733432,-0.026989110036197594,,0.09031247059528995,,,-0.006465073983861735,-0.027123662548891227,
TNFSF13,0.0811038855305783,,,-0.02508959522263227,,-0.0005701114070975257,,,,,,,,0.08178542687255543,0.004825726171430877,-0.02757832454821461,0.04132673567770871
WNT5A,0.0498970633792263,0.009074303069420392,-0.03981509468521935,0.00047868292090956504,0.03548938752872655,0.007670395150577747,-0.08396677324769346,-0.0030432313964374835,0.026192858348872625,-0.05307290511153586,0.0043491523049006674,-0.04743631323233785,0.0030514672042827253,0.10712742812487783,0.015748741146116914,0.01104096698446871,0.02749312270973771
CXCL8,-0.024844623435416012,-0.01197900751571359,0.045825129177447604,0.01704551679921457,-0.01857464610571589,0.09581596892134245,-0.06096984144562862,0.13048881833416576,-0.03900571981117991,-0.039057711150618964,,-0.08688548227773872,-0.02842473932176324,-0.08125545274255931,-0.17767220775818715,-0.022673397530418592,-0.02855841238606352
GRN,-0.013463658237429494,-0.0041892676116275845,-0.0515449478673306,0.0007995837240261281,-0.04030900412134296,-0.020235929699873374,-0.1059357843260106,-0.050408844443281184,0.009806714005924142,0.05344701378709518,-0.05007940089892086,-0.026829997507348352,0.02465059630875837,-0.0012903055118367668,0.014278225222531322,-0.07584249888814229,-0.05635079143285643
MIA,0.02552826847023006,-0.030642093904876475,0.008424616067997614,0.043373758192045066,0.06622190529705946,0.05984563243449159,-0.026943043819810813,0.08011455209142589,0.08107108182231453,0.03095629481727624,0.00592014676483819,0.024512233549192717,0.0900926366847617,0.2004812859577014,0.13665856781260113,-0.07511110522519696,0.09719476745793758
COL4A4,-0.011714328068099791,-0.036960097191461476,0.0316624946507996,-0.009344255514616682,0.0023887296352694135,0.001439950621170941,-0.021126145297416944,0.0073214056090522535,0.005023069796124659,-0.03585530963585912,,-0.03142660184373268,-0.039008718356042874,0.0598027633868527,0.0514246909078125,0.012221645582658052,0.056490488224685366
TAC1,0.022237459250946154,-0.021213002162580732,0.026223930140810026,-0.06821973252493548,0.043246466083928646,-0.005947790376130558,0.11984923874790654,-0.1523746032663353,-0.009298779533232625,-0.004083404648310922,,,,,,,-0.027086418544072923
RARRES2,0.017652037101602448,-0.0032141093246440557,0.02164231611842555,-0.023953625840556658,-0.03694579105429851,0.08429355607357344,-0.120519239782812,-0.18729277171940445,-0.015011409260389717,-0.01116999434293725,-0.007230779082258072,0.025385568110905202,-0.04898486229175525,0.020416943452490222,0.060446077650614764,-0.03127935151627365,0.015815535167524427
FGF7,,0.02132621981126019,-0.038099865757018694,-0.033462121937439554,-0.008687756826497103,-0.010256700014835939,-0.01227338149613893,0.008284776356754824,0.08113019842735184,-0.020728486392001703,-0.009221501246943212,-0.0014492085006496112,-0.006456061852861096,0.04560440319611615,0.007987963968900285,-0.00615528087857107,0.026122412770895394
EFNA2,,,,,,,,,,,,,,,-0.04586780621639453,,
HBEGF,-0.004864786166025958,-0.022683004149870106,0.0014383799333751446,0.016908589763870413,0.02248437931020109,0.02066615249216048,-0.029543523414539287,0.22631399983123254,-0.035883055647048905,0.01643651831678082,0.005183861902649028,-0.00380847555686157,-0.03981500922338278,0.018695354976019436,0.03506338824298076,0.08258351792342628,0.023528603519433332
CSF3,,,-0.022426006410090963,0.0038435896757851172,-0.027796941534525874,,-0.022351055096864053,,,,,,,-0.05145860593411002,-0.09210191911724343,,-0.03425391577238904
PI3,0.026545451134804797,,0.05455472780594855,0.057073270394785054,0.00779524605704895,,-0.025167583041065013,,,,,,,-0.10852935138873543,-0.1518326865829217,-0.02185091883973299,0.0768710723367789
PCSK1N,-0.009655340024310352,-0.011240430558622326,-0.028572180036526156,-0.002975482128680503,-0.014869418888966616,-0.016058969814597486,0.08309957089072559,0.034881524309863444,-0.04671799525956953,-0.04366727992677149,0.007824706661692112,0.05303645826804521,0.008560275944814734,0.013274171717218832,0.027547592617938866,-0.03968578496083516,0.10657933744054868
NTS,,,,,-0.02793494213389834,0.00987174419985301,-0.027472135352968153,-0.026564241286958307,0.008587650485978194,,,,,-0.04218739258950059,0.008349353901872863,,-0.040734374329403945
SFRP1,-0.008496830149929201,0.03258581362816401,,-0.0032149895972928342,-0.018932376710373785,-0.013532449456840356,-0.018042752907494148,-0.03397958378103042,-0.027725022767812038,-0.00833808479766138,-0.0557559685293936,0.04325922210841851,0.06629391531251573,0.11345149858005206,-0.006944491588655907,-0.03373794024844883,-0.0020218933227204193
CXCL13,,0.00652461591387196,0.07960385856822885,,-0.01876222709747557,,,,,,,,,0.02200702426655341,-0.08682181381273964,,0.0021539697277060607
MICA,-0.02077442805217249,-0.008901959059829786,0.04019959252705727,0.05530453841798762,0.004751674353982429,-0.023250337646251496,-0.0324710884186812,-0.009196682512790747,-0.04012718528827365,0.01011698786447276,-0.03223806073059821,0.0077730081027206094,0.04561698511802322,0.06640730276309376,0.13851112653989325,-0.01831874864337318,-0.061866552332876905
TG,-0.004851980800786192,-0.0019677912739369933,,0.07108570543341013,0.03176133436926446,-0.025882339221585074,0.0017159130614221067,-0.026888459141347687,0.0723903526939699,-0.03782801143731735,-0.03554796848342978,0.04684901800533503,0.04950070522913814,-0.0004952715029050735,0.02417823200406366,,0.03526051635265571
ADA,-0.008630514992209187,-0.02366881815595742,-0.030289457084870925,0.014317224208624227,-0.0162709959294939,0.017581191605528988,-0.0373153277182404,0.0463304006872493,-0.025503485567425363,0.05610183354596289,0.029327822803151306,0.07190032599142909,-0.011170456628774418,0.04532200770824376,0.08724441483261666,-0.011682807392027747,-0.07749677652326847
LAMC3,-0.012199592857110742,0.03271220072075155,-0.0418614115588788,-0.03652987379665785,0.019383902507364402,0.03288796284896173,-0.05491987321657712,0.08473822929141238,-0.0004484808255206019,-0.016229297493888697,-0.023258539441571156,-0.016744787459159995,0.01866224047824564,0.0577307789534836,0.08169828574215043,-0.05076449321564685,-0.0730138831071444
CCL7,-0.006872194762039963,,,-0.024762345450848256,0.03410919824566206,,,,,,,,,0.037957820580208364,,,
NGF,-0.023483026633670124,,,-0.013462706205701152,-0.026551739381912114,0.006322162022460436,,,,,,-0.07459733408549264,-0.04585054758316889,0.03283801159992126,-0.005141414555525892,,-0.004597612879162819
TNFSF15,,,,-0.027574082770321407,-0.018417550032913715,0.01828853162042133,,,,,-0.03276622823209708,0.010858804947926239,0.035457349907958416,0.0194264429788259,,,0.030276002768924986
HMGB1,0.04932222293557528,0.04889540845708762,-0.02728256749899009,-0.00870548501509672,0.0016496316200597652,-0.009919433867325729,-0.09858247351878108,-0.15226301186605506,0.06925780005871014,0.019255084830630664,0.030240523657131795,0.021542304206370738,0.09770042483850236,-0.06904490621453076,0.003721746401731045,0.006912814224199878,0.0828624946404444
ITGB3BP,-0.03747500754682398,0.05914939138479962,-0.0016959417326998462,0.04120495264285259,0.02573157771183542,-0.03268001204854795,-0.11445920494073976,0.04996004217472405,0.061920696378806026,-0.0028686215310644186,0.04312694540100033,-0.03880297585864657,0.038624022844089514,0.09014791573993036,0.027354448305453374,0.05491433518993699,0.05309880698747439
AANAT,0.02832428353335653,,,-0.025089597900397012,-0.01659531405514789,,-0.020161256559848954,-0.04858795680561751,0.024695271247180788,-0.03378022141562616,,,-0.03213542288191375,0.00018706819240979584,0.046942899304678744,-0.03181129755909177,
RELN,-0.03374128456806657,-0.013908586003257005,-0.025255109745099508,0.052310890100321916,0.0031531350699751173,0.04200032326928806,0.1566488915949051,-0.06636979792074495,-0.01184305539282231,0.009931315572587704,,-0.031625759981226104,,,,-0.03978198910421617,0.040495214112731895
IL15,0.008349294176055502,0.006275292669491311,,-0.005130325515316653,0.03421062482106323,-0.0038495207291124093,-0.015929938659939878,-0.004150635870098596,0.011091453057463523,0.06473346298774416,-0.05593156151854741,0.09427520016291396,0.05928031249320067,0.04759871880874726,-0.031582173888510645,-0.025877731718094803,-0.001241323083488944
UTS2,,,,,,,-0.034169475601284235,,,,0.10664087569121933,,,0.025037914184582434,,,
BSG,0.025225000408253644,0.002298988034769225,-0.04424770409361149,-0.0026324597133001457,2.973593875063139e-05,-0.012670955390949935,0.06206370531359068,0.2678567888555365,0.035407568761225666,-0.06865142704287606,-0.011162339953727013,-0.003397232575355485,0.0024961509602790515,0.14043559839608571,0.003817324546171636,0.054028140128223684,0.1205418269017801
ADAMTS3,0.04345546584065845,0.1305773095842948,,-0.03232409506592704,0.030340592243479413,0.04564273101805545,-0.06324435067428273,0.024154814790610168,0.07995484239664781,-0.030666536995613076,-0.01272390872693652,,0.0384320314905328,0.07697042399062187,0.04514916264010631,-0.026839397499801593,-0.04357508572793842
CD34,0.0525498009963657,0.04397383779765505,-0.037184786413336196,-0.009957840698541703,0.017045747849129222,0.03998275891096459,-0.0629270454759978,-0.04005684864929075,0.046408446735705294,0.003244399031716564,0.01969733033480726,0.005212714853987015,-0.02997409177381992,0.07110500752575803,0.10665174155419947,-0.08970772598894512,-0.04698052258202045
CCL23,,,,,,,-0.02294030957627609,,,,-0.03091852469209942,,,,,,
PLAT,-0.012322447769320833,0.025546408857189066,-0.020105061794164453,0.02380371022681534,0.07405075711254475,-0.09191423475338104,-0.10535869125676678,0.2330924986994777,0.024840252081326997,0.0015161992094593294,0.00616773013010914,0.028293024120700054,0.01426224776862935,0.12232513004223464,0.09083579226980434,-0.020320295668185908,0.15339713261580357
NTF3,,,,,,,,,-0.0222701330835648,,,,,0.10879559103701215,0.04131264638809332,,-0.03946161394088885
LTA,,-0.009929276438536333,,-0.022050855419216774,,,,0.006161108266883883,,-0.03132959793389693,,,,,,,
CKLF,0.04123998962248979,0.03649882991915824,0.003791422867324088,0.020681055901618277,0.007877358171473241,-0.017633698954925323,-0.11638875309414996,-0.06153224155613108,0.047037498778581446,0.0071023258794901106,0.07901046234526819,-0.029451433082192773,0.07442563471388218,0.1794971733408176,0.131854908891852,0.0456729340212877,0.11096316192024841
CD24,0.06435203745698709,0.01688364027589254,0.028736100991665008,0.021079028125435995,-0.008936688799477344,-0.04463707836023526,0.06089469432879599,-0.2302581846032452,0.08533245072106023,0.025115136643395618,0.028112359340170204,0.1302642028550308,0.03075652080907905,0.06422452361954452,0.033385116195489305,0.038973684647560285,0.004284585170407239
HSP90AA1,0.06010489766261227,0.02490679966821409,0.022820077865580404,-0.07434724115363094,0.03499980214451814,-0.02435737043451126,0.06239325773388149,-0.06734638138158186,-0.04135397452620851,0.02910765184872378,-0.0889589526914724,0.00822179563797274,0.0714740742194539,-0.20121724625747547,-0.19462306432347962,0.03419175111464328,-0.0437054842249137
BMP4,-0.0014226841247295355,-0.012748591659097058,-0.00948144230562806,0.02869007572536283,-0.032205887705213605,0.016689279616403402,0.016593290258956502,-0.02921285384645116,0.006827102422568696,0.04945753370399478,-0.0468802447103939,0.045259177371803946,0.04492363234007867,0.10392950159034765,0.07823934204262573,-0.056262887713916604,-0.0405633708715153
SCGB3A1,-0.025716886449461778,,-0.023971183135689522,,-0.01976297035475999,0.10817703795730202,,,-0.04018150414271435,-0.02186137912166844,-0.03815594334722378,-0.07296664902852507,,0.07122648052445413,-0.014175919605265007,,0.01224337175890013
IGFBP4,-0.009533790213234566,0.025608057299999293,0.0062219036700942604,0.003631660695583776,-0.03872137782449668,-0.010014144935309102,-0.07103368460051428,0.11486803869311175,0.001513551096554535,-0.05022930101764188,0.01753904483279599,0.034806835119247384,-0.08499511724587025,-0.010176913662701884,-0.03610705585250084,0.027395629760080104,-0.04334738680065338
RSPO4,,0.0502131063045542,,-0.00265793397695844,-0.02280968036225991,,,0.05322223044086796,-0.012170494839509735,0.022952178884730595,,-0.050835974781780195,,,,,0.027631067287337833
LEFTY2,0.018002574789708785,-0.010972590200901081,-0.010299474246264864,0.0070782619177272525,0.0356122985791824,-0.002996991652317904,-0.07024497093843457,-0.004885515428151692,0.0462933919369058,0.035821781710823744,0.025346180267242936,,0.0987485188502549,0.025855538402482947,0.044948835049831146,-0.04755204010770723,-0.06899114765136101
PF4,-0.027933690905666088,-0.02188211549461643,,-0.021604658558570498,,,,,,,,,,,0.05067831573741544,,
ANGPTL2,-0.020548905715729978,-0.003909462134105641,-0.014299320215332386,-0.06085815876808201,-0.02524024259067224,-0.017523647448742852,-0.07279196923959352,-0.05001046885777338,0.048927964254132345,-0.03327474879097523,-0.041239024633927986,0.06191550746596276,-0.0016784005953986289,0.10460416001645914,0.09394731943564928,-0.03865170551168682,0.03469617762399457
LRIG2,-0.03373740976656212,0.029864135347475233,-0.007053785585478604,0.007875541799140056,0.027601166258054116,0.028052010391305456,0.026687612221238277,0.024416322336717918,-0.00689165335502084,-0.026905804667174123,-0.025798478269379418,-0.025807969989476848,0.0006361325139622165,0.04840735387778827,0.06291661755620485,-0.02111415279091452,-0.043446071340971976
ICOSLG,0.015029789827728434,0.006044923416349477,0.022497374598728623,0.057759657540892136,-0.020345934795937277,-0.018864889305683634,-0.04641365850677401,0.04690092044168406,-0.026067282918122416,0.07191895397314964,-0.02834206893400287,-0.011761088059052658,0.05435224769494797,0.12927849619003495,0.10271200935800491,0.06852579883899892,0.03250034668403167
WIF1,-0.023635758169682428,,0.0035873975711894525,,0.035769059706718266,0.014039068757596024,0.1112269425064948,-0.04433295751392274,0.009257411862579402,-0.01282351664710653,,,,,,,-0.0444456444113459
NPPC,-0.021078336986354036,,0.13483197180064102,-0.01646535971243915,-0.0030295504986171205,0.00854092510666948,0.03946167208978098,-0.05403227779364116,-0.0501196405622744,-0.0432379236251621,-0.027317577705394894,0.07077462183461519,-0.03847882347840505,0.0596121435568322,-0.035666706726176965,0.004494133742129292,0.03446016397684066
LYZ,-0.011820537036937648,-0.002556445906968699,0.04617847220889243,0.0035767389054228932,-0.09904402897876677,0.028828009203031378,-0.06356449314820048,-0.017366833524563766,0.04234932527347978,-0.045837599975777,0.024028770352940865,-0.04413156374978947,-0.021679274045312766,0.018230284435450744,0.12073811417790394,-0.012745626465986589,-0.04707615523134526
EREG,,,0.02290468236926095,,-0.03209863231100845,,,,,,,,,0.000773333989981906,-0.053995956340451054,,-0.043562962927812324
SPTAN1,0.02954211569869268,0.07363066152429536,-0.036331030453228316,-0.025744581814762295,0.010846124520151402,0.005514760282176418,0.09299652297224267,-0.11411999771367422,0.09658606507289659,0.0009420443093222412,-0.017488020791762347,0.0560749746183372,0.0035090246201833404,0.043040642282973336,0.06401175866736114,0.0013755974976352157,0.00024325086850015653
PTH2,,,,,,,,,,,,,,,,,0.0032453428267065973
LIPC,0.011398770060568815,0.017743216553173156,,0.038993507166373585,0.043739228419096214,0.0817995435593518,-0.03024411553593089,0.0053445485810902655,,0.09931826699562613,-0.028967494816744897,0.007603523175101716,-0.0044534890282452826,,,-0.023383205719751173,
COL8A1,-0.05205787250230432,0.019984987783471245,-0.027999278286960656,0.010627980964113387,0.03289452152341346,-0.013844877275721855,-0.0707073995625466,0.1321100478945833,0.0046130722150063185,0.0015415411662115421,-0.017066924446727666,0.1513005662179607,0.04573119058806733,0.1194793684187135,0.09752833970477247,0.00194125052269803,0.04214717635188986
GSTM2,0.009204406471927957,-0.013848564743866927,0.005485210077966307,-0.018082898814026846,0.058367410958271165,-0.018045339354857762,0.0048354810886689446,0.004894331125222854,-0.0003448910860792548,-0.024354010123839257,0.01920776591614447,-0.032083388787229265,-0.01752856620598074,-0.021966565567800703,0.05467940598963737,0.06896687857889272,0.06832551425652791
SPX,0.032953923773096465,-0.014944575822615668,,-0.019513222207347143,0.08956264121464778,0.027709938039979558,0.04736947729524361,-0.10505167887541615,0.030267659912844254,0.012805377474418083,-0.03621468950662661,,0.08942963739433915,0.054334201938964426,0.03626248559995938,0.010997493713666233,-0.11905422339617301
MFGE8,-0.055428507856185256,0.04684035221501489,-0.03167841282926174,-0.0006242171970874152,0.02774709972917714,-0.003146976277161886,0.011054803939705458,0.08041439544120839,-0.02009063609838829,-0.025710149327569324,0.11681597111190883,0.10735232523468655,-0.1397519385640886,0.011682191590865365,-0.03380032535796774,0.012364936198160582,-0.0735323994655283
TGFA,0.026598424889555043,0.022358927447366023,0.0011411612534311232,0.017846120441772268,0.015116397635374574,0.07043559233757304,-0.09932713618497063,0.22932408275432203,0.05484914725658667,0.00822496014136323,0.07485912232082007,-0.02059374981585362,0.0695932923003367,0.1270007586725582,0.15095990384831431,-0.02980914150077385,-0.026485942505758697
SLIT2,-0.053493565211035,0.057023011645978616,-0.017817065698397822,0.008139816092034964,-0.0038621905117414233,0.0043369988576174735,0.08598126988223971,-0.07435924082218241,0.05351256451416874,0.059973184392223655,-0.008123625378736182,-0.06920194208868508,0.02572218177645638,0.10509176748638284,0.0716323553563661,0.02587956908716455,0.05998646754166536
PLTP,0.03546936236383886,-0.019803913480376037,-0.0024644096368373093,0.023181828024832908,-0.0204841555944139,0.0297710734947612,-0.06839245388465236,-0.12345454208032049,0.09847616960963156,0.028954779040788917,-0.08032254411840292,0.0949991641409936,-0.06397611433199941,0.028524820383493157,-0.003339669908503093,0.035052132437298635,-0.040841599131674886
APOD,0.02226114906919331,-0.019417101094551442,-0.07719778864545472,-0.0479808567410443,0.06753849804426587,-0.0033981279488096722,-0.10961907931607791,-0.1083727835202627,-0.06296006993952379,0.0874366292137631,-0.057378513067869855,-0.04487090812716754,0.07173438442272542,0.17739120382488707,0.1362126170014595,0.0532668539675647,-0.09114324714217531
B2M,0.031589447768891415,-0.014726736340765741,-0.0734789693819827,-0.04592303978981693,0.01097886098219038,-0.030092053581572884,-0.1271004330833661,-0.19118131357162935,0.06714507527293045,-0.01001495161721751,0.008087036247892903,-0.06323328357657025,-0.005420039447537628,0.18174659004388605,0.1059284059173292,-0.057675070931763536,-0.04391446245299025
OMG,0.03809472656789481,0.012327096464241174,-0.07556895050612386,-0.014931743726814686,0.020050563291024524,-0.03773694748391971,0.004090112523883549,-0.2053569959504992,0.03259546225704203,0.04969752777060812,-0.06628473482671207,0.016892569395526254,0.029754731843845004,0.08992509514667892,0.13353132283248967,0.013021697059764529,-0.0131391230519886
CXCL3,-0.03823172205105602,-0.03697855178663536,-0.0184145231758268,0.01166749067312839,-0.05436839740142749,,-0.026470766102952004,0.15364895070461487,0.013105973561786725,0.00789085536525006,-0.02815350330525358,,,0.006919796554002147,-0.05485243707686206,-0.02240153106067785,-0.004378363530936832
CXCL10,0.017406978212071593,0.013937554981005797,,0.013958922235790228,0.07333153268994723,0.06119607396724505,-0.06572317524024707,-0.07672160965468851,-0.024300756006234416,-0.0358553119010318,-0.07109034919118598,0.045548613209921804,0.020964871097932696,-0.008279686859346073,0.08591801564666464,-0.012903126097241174,0.013368633927814802
RSPO3,0.00885432043448762,,-0.022426007109583108,-0.025089596046559793,0.07865082693004033,0.029467158084634383,0.028138123197265667,-0.04741031343333278,0.012189751823007796,-0.023577883291683185,,,,0.07543282964996498,0.04745847601763942,,-0.02507459347805722
CORT,0.038826391444958974,0.038124963998006176,-0.029762366793294394,-0.04463464860910568,0.057652377192773,-0.04026113951034656,0.07630047328213041,-0.031813272518480665,-0.015074650783534956,0.04059400687766144,,,,0.035463245927893246,0.04783425229160872,,0.004990100274434958
NCAN,0.090595759528987,0.0355361164532928,0.013440255899128532,-0.03921623558970472,0.10659767194013997,0.015286835890249139,-0.052587753312558015,0.10553500009528104,-0.0029630800520169505,0.041468680430863145,-0.10265860261801246,-0.07888530693705209,0.05306510116371977,0.11869456421475957,0.09380465335819248,0.046638768850044705,-0.01906388963601786
PRG4,-0.050713013640920734,,-0.025075173027164083,-0.024762349309692212,0.07750899766608858,,-0.028678662525669623,0.06554395203103675,,-0.0033711199374494008,,,,-0.011565244724038162,0.006956870524563645,,-0.03470672830388966
ZG16B,-0.015814410445169288,-0.026331569527528638,,0.02257485809336185,,,-0.01823378674489178,-0.03724392357234519,,,,,0.10944505080357844,,,,
TGM2,-0.01868904402946745,0.016842172561043346,-0.012353399146020173,0.009318726162503954,-0.0006100989788818501,0.004107930730249949,-0.04965067229138864,0.0318442561804399,0.023304499049521483,0.010821710998687001,0.031297313449263536,-0.005532984649097415,0.004041937398994103,0.07861799686092628,-0.041011731039716476,-0.07054327669675135,-0.039962512140971636
VEGFC,-0.014311798880652652,-0.023929364852938357,-0.002412894184555888,-0.030566130109753963,-0.024339468510596284,0.039610912939554176,-0.03781101592779625,-0.025814005921191856,-0.02280215525727028,-0.0025606396949436477,-0.046597898614833363,-0.1248429697070168,0.05394493858179017,-0.03756032822782143,-0.025689061262136065,-0.029547988604807535,-0.009987293704404227
WNT6,0.01034992458825613,-0.02435134915093077,0.06696310022348628,0.037192542826026104,0.011718923245538634,-0.02188765320500431,-0.028201709285636006,0.0014479555361024416,,-0.024552759811562193,,,0.24101080634391217,0.10524131483733054,0.005178964355200953,,-0.024484201019770606
NRG4,-0.038782313011418316,,-0.016809497848382076,-0.011044947870947572,-0.006187268342114466,0.0022822047826024103,0.043230735525964334,0.007364134612372583,-0.006685764564710417,-0.03282002227867302,,-0.08585495369439741,,,,0.0625031696080701,0.08857698440040802
PMCH,-0.04469870285178309,,,-0.020127210741041256,,,,-0.04394057521913914,,,,,,0.010877805160454987,0.03659682532112274,,0.028778929146555852
COL9A1,0.04520134169429391,0.05171433629205207,-0.04813620661045049,-0.03147580489966557,-0.01941555980481622,-0.0020927203252814114,0.03266586270130247,-0.05494505152756588,-0.016560774356220585,0.10506457955752348,0.030652541592542253,0.025983020557462388,0.021510681676496904,0.07253551919332062,0.13330913163698188,-0.009699292933004991,-0.06068533515079022
GDF11,0.03133129716806129,-0.006783153023376378,0.027424986443157943,-0.006270644046720941,0.009668388464996604,-0.04944991869612453,-0.047253758770797336,0.06500430809117327,-0.0480839271771101,0.05004084152379004,0.050154936883872715,-0.0033976243288181564,0.020406214531322592,0.004461414729471109,0.0047848980037659816,-0.029289275917227374,-0.03960959561366138
IL24,,,,,,,,,,,,,,-0.0671549169152941,-0.06900726234207259,,
SORBS1,0.006319998236909794,0.03932739714176354,-0.027640680552426355,0.01895351287469995,-0.03378864464291572,0.044628193291357636,0.014228896244393852,-0.03238387100983906,0.00461124028957532,0.04466694941809989,-0.0725079099833918,-0.03294160033611263,0.01554668616362117,0.026590949492077402,0.04547475884911713,0.07709183579104406,0.0836443961352056
DLL1,-0.01045585669939678,0.04373625059061368,-0.0538766537863878,-0.03313007376581061,-0.04714438586215675,-0.03684208026799327,-0.01622697238072012,-0.10940997418962263,0.08758723032650463,-0.019976480484419832,0.05615760512622079,0.01569943898527326,0.041598330190825414,0.14274732994365244,0.13533599787664094,-0.008990285811567042,-0.017646498601690413
TLN1,-0.03691391115138688,-0.012539884631486701,-0.010938785237245724,0.013003150099581267,0.019873759325854355,-0.010773001804040035,-0.09252380134682141,0.07663504399557385,-0.01496499880431323,-0.002369942398417805,0.08417489016014651,0.012964904314979172,0.0022906344568767757,0.015433989769142977,0.051051270965513755,0.04127624251903522,-0.008567278646090646
COL2A1,0.040415477362342724,,,,0.03849029159831848,0.007345336680409391,-0.026470775111247083,,,-0.00805354300947364,,,,0.018948158990120284,-0.015910351780862822,,-0.002087427598242961
SHH,,,,-0.025732146565486908,-0.014524299049233478,0.03169858959665386,0.015392305852040206,0.11829930035723532,-0.024789659775713815,-0.02186137721084781,0.0011632284726089642,,,0.059064898692451025,0.021013159977274456,-0.05059124989631665,-0.004841601092205099
