,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,-0.03507899706101128,,-0.008459914913175364,-0.018474307416194463,0.013757180695285313,-0.011174319829167082,,-0.07011419120759743,-0.04610402639625464,,,,,0.017745574385923096,0.07217242387940202,0.03301447751445938,0.019578085144806658,,-0.025994982529934596,,
PDAP1,0.09407137245315039,-0.056405128558129625,0.02592197904234226,0.008757681537534806,0.027922504190544914,-0.07585397430357826,-0.11251348756659096,-0.1310912056659368,-0.02312098725649097,0.002963705391739153,-0.01565425853923799,-0.026730714454079565,-0.1478367139381804,0.04233655672908164,-0.001112674343176747,-0.03135082448600582,-0.04054938708566284,0.07178832286293749,0.00933407323391093,-0.05251724000849669,-0.03154828692729569
QDPR,-0.021289208339062216,0.11551928043597852,-0.0389516738807989,0.05170311114424214,-0.012711115469826511,0.16546073926995092,0.0362792431472222,0.04985512153583569,0.12317768335509793,0.09439128883833942,-0.249866549873513,-0.003426815472612236,0.012821852118087364,-0.039789342448462314,0.047849180728602295,0.041413355835010476,0.043689202770513275,-0.1441184369610121,0.10465273394579884,0.29600138302185763,0.0924824578170675
POMC,-0.0185308222540694,0.08388953937217866,0.0779318756538127,-0.032825896839583986,0.05331694645103513,0.03451837038557769,-0.009380392085678846,-0.026678721257242695,0.005349043325777249,-0.003260467652475191,-0.07964293479866993,-0.038412148339584284,0.03432460740988745,0.009237685726766297,-0.08253321195580512,0.032554522498229495,0.024925128055689447,,0.053352485037196,0.10133235811320997,-0.038180228533030644
CCL18,,0.008076626575712306,-0.038009918767090534,,,,,,,,-0.11415528366184799,-0.010188652847093011,,-0.04880082664272029,-0.0004357312849042419,0.01199865932901371,-0.04477192125255018,,,,
CCL17,,,,,0.011857213758100041,,,,-0.022145199110497477,0.004894959372884676,,,-0.008114469348272977,,-0.02844013982625636,-0.030832394942187168,,,-0.009571966059439649,,
VEGFD,,-0.025557962747433858,0.027013598444913533,-0.026460738885112224,-0.014296300248954206,-0.009786020115569841,,-0.031145884022027788,0.0903437784793862,-0.0035325168661059945,0.09119482230573234,-0.02595280016989627,-0.03626780821180908,-0.05497958623609125,,0.009490268214623374,,,,,
TNFSF13,,,0.13269511427056646,,-0.023453232366293195,,-0.022981961751243264,,,,,,,,0.06195087013319358,0.08465515527626208,0.021712539754345346,,-0.025258903295393043,-0.007216000964786591,
WNT5A,0.03427142107822113,-0.06918680928142489,-0.03928737226095913,0.005752312232036607,-0.031588665149947695,-0.0542015217618629,-0.23837242155074104,-0.1546776497982805,-0.012727165055010604,-0.054891195015763825,-0.002467488305789124,-0.00015556950499844574,-0.03026398378026325,-0.02122268972403922,-0.026999012919205326,-0.011028809708658924,0.04339894198876501,-0.04706254363661726,0.062468404328691905,-0.1822566082135486,-0.03151427637776272
CXCL8,,-0.08591935450598007,0.024834877730288446,-0.024776267514006942,-0.0003582300130698212,-0.08336959326580061,-0.013025482876319343,-0.04115663960677191,-0.04542395664578736,-0.023581748063476623,-0.16075328374903078,0.02487571129960289,-0.028863641098841476,0.058609377714614115,-0.06166386144640169,-0.032137067607431596,-0.03522992225356107,0.03766316984335593,0.011006796034573862,-0.20451353755764246,0.07865677114672529
GRN,0.015268753754109783,-0.08762211209863813,0.03546020126395949,0.03506608939536961,-0.0382871017176037,-0.0603226229191515,-0.20108740840526804,-0.19466316680319373,-0.0537971441591085,-0.027999923421315624,-0.3402791966366241,-0.023673160315867147,0.041681611313684135,-0.13142635300228367,-0.025343643448685477,0.08985429488788366,0.012538392529760108,0.11219424006275316,-0.0487649576965488,0.07133387345592694,-0.0652252984057155
MIA,0.051473324852546416,-0.017150031779309845,0.02943268759715815,0.1278994080177607,-0.009292436714950508,-0.050908181654389865,-0.0653220724913263,-0.026227449146714658,0.007240372142798883,-0.0054378574797186476,,0.0075056014349436755,-0.054694985155724234,0.0791481875872633,0.11950026757176536,0.08529459411438299,0.039089559318517694,,0.12884963590848889,-0.05993196852464533,
COL4A4,0.005203220135063033,-0.017625385155425513,0.0187366363371031,0.01095218017143987,0.044530518230480744,-0.02845135606660148,-0.04325222123071108,-0.046724208873844146,0.01516002141700844,0.016985386283495926,,,-0.006622019383257472,,0.05167430176425634,0.012722278342106088,0.07454469473702086,,-0.041906454900752975,-0.12043594109965282,
TAC1,0.04754980500528588,0.16466362064737494,0.1258214428591303,-0.005695627834087732,0.08789723923594986,0.161359285659084,0.31439992588991245,0.2374430771589272,0.15280422100753085,0.02068624891809367,0.3009684859545977,,0.2443884256815438,,,,-0.0204247893715779,0.034407963325961764,-0.005634661519218828,0.1633942748589017,0.1767978733836586
RARRES2,0.03683549689269974,0.11379061701457742,0.028994952768134897,-0.09109193123988829,0.06516669092175913,-0.1373392640029761,-0.1717940155853973,-0.23004101390176557,0.12390804386956097,-0.0007243532635975141,-0.1508799010160343,-0.039100012787937725,-0.1419020618649274,0.024824345512571695,-0.05092161136866437,-0.003910948322947937,-0.007036349632841898,-0.014456997981654693,-0.019585560324341996,-0.17487545748137942,0.13355267223417924
FGF7,0.019594870963121454,-0.055328234156441815,,-0.0298658366323591,-0.000551842085689822,0.06583016457120615,-0.022961892730322002,0.01559595211810436,-0.015488945942676639,0.0033328936920275446,0.04425530550223517,0.025645967616658636,-0.029984161019495494,0.01528541747717419,0.03748991348647571,0.04890470653374364,0.005234519546125984,0.046477735693236134,0.06218560301146004,0.05493792708600651,0.013708617519773543
EFNA2,,,,,,,,,,,,,,,,-0.035378477217886006,,,,,
HBEGF,0.021025722542264317,-0.055624849810479056,-0.019190159063498326,0.019584948844107487,-0.02514569111245103,-0.04871451131243793,-0.14846841830384738,-0.04388588928786729,-0.15309103447990763,-0.0022787314054887415,-0.1872871991111042,-0.003276380744950185,-0.012323306737687383,0.04880054534968259,0.00029844883668737594,0.10887677227042876,-0.06698146178500342,0.04668664777435836,-0.031029954335973668,-0.1633678412711752,0.04015845966691295
CSF3,,-0.047847358772903505,,,0.08282841988492302,0.00162759844680749,,-0.049433313659182486,,,,-0.008699606525233218,,,-0.11289975401292758,-0.028901643414386426,-0.056876226404563,0.07254239433941553,-0.023832447124709694,-0.07203958103196671,
PI3,,-0.05357341471573111,0.0013481628539936824,,0.014252951235515733,-0.01151107436257186,,-0.04849663752283817,,,,,,-0.02145524535787743,-0.11589305715876265,-0.02710444195446712,-0.09985592657385091,,-0.029837744442010206,-0.07466691464706113,
PCSK1N,0.05972549111634979,0.1876453471463075,0.09522050237740097,0.009010496976690712,0.002738375828451015,0.06494227689050554,0.15353239240122218,0.1102280277716947,-0.07299789423228904,0.09396348726233514,0.4639376337773977,0.02527807964901447,0.25098152282951314,-0.09564882018711242,0.10324507830076407,0.012965835666289375,0.15526498340694977,0.13537786986586214,0.013371940620005227,0.29227899965591053,0.07716335740297402
NTS,,,,,,-0.08504581394554497,0.08285260708628203,-0.02766553017211383,-0.027652802133971716,-0.0102343881842731,-0.08977116724342646,,,,0.04043755006581644,-0.04310196094902741,0.0360224717901588,,-0.021798703105187597,,
SFRP1,0.01547791655251446,0.03247588211773236,0.05728374068501763,-0.025808379408485686,0.03398805858583256,0.08688619205430755,-0.09554059370153464,-0.06965723820180052,0.009703317839357725,0.051231145883237315,-0.14657863592215084,-0.04291365379906842,0.01704714172798368,0.0035838824028701665,0.0673646682955931,-0.002588236009105306,-0.0056260433131646555,-0.012331568119015767,0.02713507184805509,0.005022575005376075,-0.057791017447826706
CXCL13,,,,-0.04467246030258952,,0.005640755021203033,,,,,,0.020252683590546567,,,0.034804011278502564,-0.02936149188090737,0.021034682634424786,,,-0.05919169233671879,
MICA,0.016651193960556757,-0.056905927501499406,0.02496039206728606,0.017337410293786184,0.017188873324811116,-0.012724358305280013,0.0003203993486724691,-0.059331119949279386,0.009104268055364271,-0.06105881151329018,-0.03566044600652196,0.03115456884186907,-0.07088160310319827,0.03286860952861003,0.013812049539523958,-0.0030062143305256664,0.003805037678587271,-0.009700148054751528,0.002584877935369329,-0.11480505485209513,-0.07155753605627459
TG,0.0034341091192278766,0.062143157143392344,0.02317100801824719,-0.025121335803030862,-0.03201573614228655,-0.009111131824537745,1.3949784929935436e-05,-0.00010706927890889777,-0.05675334864303238,-0.007360223644516649,,-0.02485779806168245,0.009152495989247,0.016161406198637,-0.03778983538662572,0.024826885726024282,-0.0040093552015643815,,0.014629638835990449,0.044471111750417305,
ADA,0.023283657075068975,-0.03504714308058983,0.05036958893480384,-0.017236931974851228,0.0021335169187997154,0.06850480321523426,-0.0539868602601725,-0.10615577995602953,-0.02235999053798189,0.036562778618528524,-0.1982520090919126,-0.015186460830636647,-0.053843347795786985,0.02455506058656234,0.016995034896509574,0.016301776226937004,0.00619557778964128,-0.11469019761440821,0.05415626595005899,-0.031188261252452918,0.09675613838835298
LAMC3,-0.0037512519300247167,0.03263384168613936,0.05546319060690484,0.018417990499332723,-0.02447726600254837,0.01861484613131788,-0.11023086432688006,-0.13054863575392864,-0.03978871151038437,0.025184132203378826,-0.1085744997477914,-0.03909011601523691,0.035068945601994625,-0.091962402449473,-0.027510331703269233,0.030772474149798962,0.08292788718350531,-0.05685399600897867,0.009478641417225368,0.03898876032378949,0.03598514210861155
CCL7,,,0.006370810659617749,,0.0017560770382348872,-0.03222148469950115,,,,,,,,,0.02980225053121578,,,,-0.015409742613712136,-0.0768996260096105,
NGF,,0.029441952527101935,0.03883435538220869,,0.05230018235280013,0.009829311684965708,-0.009799486505261417,,,,0.09108455494375964,-0.052448297994663676,,,0.04754521491174846,0.047286246033851134,0.03718600381089609,,-0.0767138600513476,-0.056187891658400976,
TNFSF15,,-0.03543647561802482,,,0.045304744466963864,0.006556684498717866,-0.053749075675883835,,,,,-0.024829326246028037,,,0.0727495685840259,,-0.006847076898162085,,-0.02897061576184592,-0.06500038297824567,
HMGB1,0.01727808355987078,-0.0036492991546567015,0.05887047994620761,-0.016256486584334255,0.00014373780811039713,0.0003342621161021404,-0.17618009696266748,-0.16150104960989778,0.07986433977311792,0.0036338834194988272,-0.12878054133969222,-0.05183978195846753,-0.06037192800955433,-0.08376231779313474,-0.08923306561620142,-0.010922591964868665,-0.0476275384106759,0.028920787917891422,0.02210365354720128,0.061819908161910304,-0.0781805783040434
ITGB3BP,-0.03405312679809626,-0.13204658388517876,0.012310868555299231,-0.07441138939173937,0.02101834982249464,0.01564811896031468,-0.19011544041272643,-0.09925456890252499,-0.054368294393057875,0.05190297418754966,-0.007434923071324551,-0.0004084680385840044,-0.11658494412531617,-0.002451993240120549,0.006317340211356014,0.027281380607988678,-0.049970743300404845,0.08714777340850406,0.09282285098571436,-0.051868276327635555,-0.014732999432936853
AANAT,,-0.0029090776423551976,0.011952199437729183,,0.026446281492347977,0.004357182354970341,,0.04613543788432025,-0.005749498481879835,0.05951506660169108,-0.03075699493497294,,-0.04928802939147207,0.042860891921400815,0.09812745951745318,0.07238758470303513,,,0.013540819935479464,0.0021621702637592962,
RELN,-0.024256108318098317,0.02734963896932434,0.02603735551355446,-0.05895153215792632,-0.017712219340485152,0.10577022359363702,0.10959594897301374,0.15948023527746372,0.0611370445437991,0.001316366496714664,0.10308852614544917,,0.17518595699389464,,,,0.04303536491329937,0.10934459668722196,,0.033558868112999574,0.0034435011348285327
IL15,-0.00820128575894683,0.004725220157448034,0.024942953806162384,-0.010766119424618387,0.0036699318556544726,-0.06333639793008981,0.0759019796530428,-0.09072806180292317,0.01141746947972949,0.03378208265676861,-0.05707152874959087,-0.03700537491927679,-0.008831775843991108,-0.07660207854006831,0.014928057835034118,0.06747726876660823,0.03140469339860446,-0.013678446572505887,0.033569849917940986,-0.08491920391474964,
UTS2,,,,,,,,-0.04547687475777464,,,,,,0.03932570947855668,0.07777399816976131,,,,,,
BSG,0.05378725606609596,-0.01855006652123005,0.10231888268199324,0.013126721108084964,0.005733740646272212,0.006615322459607653,-0.023173175170646734,0.12948288755250267,-0.05864045315054326,0.016669724867887075,0.29595883797624395,-0.01467167544875855,-0.1509773098925703,0.052875108379072146,0.0038287482420697686,0.02555891708479062,0.03137106655228522,0.03932186151010887,0.13689346209044986,-0.14031030405099731,0.034363103708073106
ADAMTS3,0.0590768661247996,-0.05735642354726397,0.09980389137337954,0.00998596198458831,0.023179853921057276,-0.04648123786927613,0.07223660186874092,-0.20090878566886708,-0.007449498852313458,0.04796772522359083,0.0726247774718448,-0.031670711706486186,0.07270336839144975,-0.09415972578153169,0.052540988471637955,0.011025793815949864,0.097707109285163,-0.010119043319859128,0.08047837598242522,0.009925390882795641,
CD34,0.08285252955942618,0.09475453653132171,0.1239281444233082,-0.031533969529257216,-0.07098635027213339,0.020188245388938063,-0.09630484033805392,-0.0899634224383476,0.06320330749164216,0.012020055238575621,-0.03660503306530207,-0.07011243676605602,0.014576724864421712,-0.02943085900060184,0.0411138164176053,0.10620436587295451,0.002459567959144381,0.07041929733520569,0.009559838441636844,-0.048508768441342026,-0.04664320605517124
CCL23,,,,,,,,-0.035699076688433765,,,,,,,,,,,,,
PLAT,0.1133375338367159,0.0005887730462368565,0.09305836170561778,-0.02772199094172048,0.009441506377265771,0.018050322331733495,-0.28675864658990147,-0.1714931009637036,-0.16900538073084523,0.008316584966755629,-0.012802771744773194,0.017621456318278522,-0.13158169112193022,-0.02534776959536603,0.15251917871243661,0.059730312851496055,-0.024548999461368022,-0.06592972204269656,0.06133278057460779,0.02918719337941866,0.0034453602232555835
NTF3,,,,,,,,,,-0.04168701978286642,,0.06561492052487325,,,0.1406078634976439,0.12685473675074188,0.1424594122270228,,,,
LTA,,,,-0.01847430931198931,-0.029667316335234683,,,,-0.006416965989027658,,,,0.013045735743037004,,,,,,-0.02872367476745182,,
CKLF,-0.02485302092204939,-0.007917466137898326,-0.011675845245144732,-0.01105803970252527,0.013696423675293152,-0.04339348466032148,-0.22830896896510738,-0.19010396917490294,0.0022293374310140366,-0.06210231251609235,-0.2121904103293163,0.01049396809509216,-0.15693785344497505,-0.0370307187908504,0.02022357453737377,0.09285919622076454,-0.059878651449958915,0.020106393251857563,0.03461419463151741,-0.020741389845956956,0.024047206165970038
APELA,,,,,,,,,,,,0.02332475774904583,,,,,,,,,
CD24,0.0834820108372717,0.044439196022586794,0.027756171824211834,-0.07300574874445662,0.02128020390296457,0.02489715759446727,-0.15148937413604097,-0.04815225031964075,0.11393821419134374,-0.14404136940232357,-0.038326047849609475,0.05404389682853626,-0.0003014750135156549,-0.005188936756571852,0.07456100408823067,-0.04874820208603191,0.0916679987856856,0.13682483482832253,-0.006587584091746199,0.003224868919198794,0.07633603029424672
HSP90AA1,-0.045672829243302585,0.08075599777527313,0.00981734812960296,0.003458934312929138,-0.056302493299469986,0.1744784439672212,0.37741318637311283,0.21902230370814368,0.037014085436943234,0.021836429722391498,0.466945513864103,0.01599126975217779,0.27353867340195737,0.04428858817301099,-0.05246918596756823,-0.09640976032380223,0.015332044844089522,0.06965676910669596,-0.021150215515165324,0.1891725598461143,0.13974811386752867
BMP4,-0.03011128894344137,0.05682213381115194,-0.025033482899219802,-0.01958385083482572,-0.034209658240627494,-0.062147506227064435,-0.1980092841058102,0.028723884003867918,0.04055251012626284,-0.02686315935115527,0.051677553630681244,-0.03002559129283948,0.014437173274290066,-0.050229153005469436,-0.07170882198807947,-0.047942130953929935,0.00903252967007786,,0.0042497905189473675,-0.03220376565111024,
SCGB3A1,,,-0.013466985846914376,,,0.013674706455047557,-0.039897547594902286,,,-0.012016102840286104,-0.01447227797179902,-0.035025379260235114,0.0983943432332014,-0.05497953279097145,0.023554470249391266,0.032298329934039756,-0.051990303004950375,,-0.03453285733241809,0.025735070055220844,
IGFBP4,0.058415872784839784,0.038113546329954694,0.04884822561021201,-0.0036252125903394124,0.01433517907583171,-0.08969253971637578,-0.2212870144618958,-0.13113824683197464,-0.09190828338265651,0.0021952930243883,-0.19879974961277674,-0.08779864705430239,-0.04122602923090008,-0.07882658802011419,-0.043650122445330654,-0.01835194489071722,-0.012980335158324289,0.0851076334623875,-0.020927634475976314,-0.019610296781224043,0.07172687417295276
RSPO4,,0.005127318296997307,,-0.029865830962331908,-0.01885804823343391,-0.0356351718779071,,,-0.03965230997551974,-0.009109313707614308,,,-0.010350107368851991,,,,0.05110102316168607,,0.07006783933790456,-0.08435521578317472,
LEFTY2,-0.02896925619534153,-0.021615318459981478,0.10136530046800406,0.016734809542739214,0.019980025583476058,-0.01258186221199654,-0.15749430824893051,-0.11031281782263987,-0.02647300723439609,0.04072082565836653,0.01919895717102372,0.07115865560249145,-0.010488740007780599,0.027690126519941252,0.04733840050801687,0.08903770930663762,-0.04938876317333902,0.054547562617984865,0.05309950852305802,0.06877101090759816,
PF4,,,-0.01494640207894649,-0.016804895240508683,0.008295286323514048,,,,,,,,,,,-0.03242682373627521,,,0.0433609782397691,0.0184464282152786,
ANGPTL2,0.003864857262765885,-0.02284220170991688,0.018626991379528623,-0.07361968475207539,0.08449766994532686,-0.05660309048225361,-0.32653454868799925,-0.084575309970707,0.0188218339078917,-0.02425372118681937,-0.21180499925857682,0.014564923387878157,-0.23317418273735233,0.06762373878501078,0.0830028259439457,0.054639274663656236,-0.014226488478004591,-0.010372861874008075,0.04275030269260686,0.004959501188615278,0.04169696756991028
LRIG2,-0.005310915779661591,-0.06578962092414005,0.0343143938453474,-0.043373723140847864,0.02681660436174293,-0.011894032437546274,-0.13692815881208098,-0.05724285508758418,-0.03115294230686021,-0.018488995631194268,0.0638989476035353,-0.05973395476256137,-0.021437141826083583,0.08431848965556421,0.03488065580978856,0.017916800516453276,0.019828316858956824,0.04845121332523749,0.06300299478010433,-0.0315503378791012,-0.06768908966079482
ICOSLG,0.039656367357042345,-0.07095679981820079,0.055067941609162945,-0.0031297146609033308,0.02912511008792612,-0.01274223332823971,-0.08307553194039802,-0.07464439973206242,0.006822754579044036,-0.01599185705916187,-0.14001935799848658,0.01289764596833783,-0.0787728189511602,-0.005611574636187079,0.042154849850693135,-0.01614646851867396,-0.018894919245849486,0.04928897430842566,0.03447514951188957,0.016097585366298007,-0.03729784556390931
WIF1,,0.2796815523795995,0.016557629242216224,,,0.09177721506769726,0.3317515546030545,0.26112138124760076,0.04122176596736956,0.0020180140257697564,0.11766272780885322,,0.2630424286643815,,,,-0.038458785028810984,0.007726139241908202,,0.11619731271758191,0.10910346071109238
NPPC,0.05196717120255094,0.03234146803865824,0.058154715873123514,,0.009400113598730532,0.09686120157334602,0.03649905009701874,-0.01721995899057824,0.06781007701424266,-0.0036520734964376788,0.1151369625221952,,-0.11773453080671106,-0.017907240644294744,0.03020310170756214,0.020485404853894523,0.04702480812252809,0.03527446969065032,,0.1327497623725329,0.042250710168069375
LYZ,-0.0067664864815346155,-0.008819580481984403,-0.013584713946535388,0.006263309211988722,-0.042183055114024294,-0.10579878384193296,0.014154615495987989,-0.13009136697359083,0.03591209815671933,0.02276514458667525,-0.3428537686491622,-0.034916484239259395,0.0095154621791102,-0.012163430997541358,-0.03961491144981064,-0.030734348549414158,-0.025676003846322532,0.0828242028613533,-0.062088083974847406,0.051618035537605356,-0.06799875128965907
EREG,,,,,,-0.017524532349534112,,,,,-0.005757223040880486,-0.020792233237969273,,,-0.0214578788776541,-0.01499137421383297,-0.053336253791137336,,0.037805138103113006,0.0007781999357444532,
SPTAN1,0.06281340966099579,0.1135434256117186,0.049962195695454625,-0.015667093077523925,0.030396289798865314,0.04707264241734984,0.19160068277273934,0.07268088997098127,0.08775989733955869,0.021704353004685262,0.42893674785773306,0.0033381117276101674,0.14332423801543,0.03733893889951712,0.0938654437196734,0.032834821849998155,0.024724657133010995,0.07361860861431457,0.0056093776130124754,0.295171597835173,0.020282599923724474
PTH2,,,,,,,,,,,,,,,,,0.09770713112868176,,,,
LIPC,-0.010121401311461914,-0.03217604751810469,-0.011865739557788005,-0.025292265467423213,-0.02778260468307811,0.02634515306205375,0.08548207678316416,-0.05227284935074349,0.013602367712262992,,-0.03204635615470456,-0.03189251074721206,-0.05825602375777462,0.016095926982218546,,,,,-0.04183061014028017,-0.010925027984256664,
COL8A1,0.050942959962615005,-0.13195648676000413,0.010386973043066667,0.07849659664088224,-0.04610934143331842,-0.058636723635427185,-0.18032050431570446,-0.0657296133963948,-0.01485164462678888,-0.03008618500588814,-0.2287479658755866,0.02497975995474141,-0.15873619534740635,0.027145862234424428,0.09269895168658354,0.009479372466018345,0.016492181476371243,0.0633130675433005,0.00951423555951985,-0.1743687945303115,
GSTM2,-0.029929838401133637,0.03575929423185103,0.01911499442217379,-0.02779438323731247,0.0004781877574139746,-0.05455029330760738,-0.0033174664268736803,-0.03799112021757826,-0.04993188433867409,0.016493325548788768,0.0005246405681985651,0.005744326821480116,-0.0010819524977598639,0.2276411441456804,-0.05477199807348134,-0.059901153167765446,0.03403055720825993,-0.010562744288455694,0.06014989272152046,-0.003808847753351612,
IL4,,,,,,,,,,,,,,-0.023180842387252258,,,,,,,
SPX,0.021856274514788332,0.14394877066897194,0.028807380279122732,0.022212235289208408,0.08369451852985085,0.17879393295865928,0.09451974574813295,0.1189319056948048,0.11264327812287926,-0.005892007919568752,0.14322369208897992,,0.17977449739186802,,0.03329801480593685,-0.02008313553930589,-0.009817156876799734,0.00945060347978322,-0.0037099087872182975,0.03671761238590377,-0.10523496593497665
MFGE8,-0.010711131701207357,-0.06117364029102384,-0.014361193044756035,-5.692983668954574e-05,0.013034555315542236,0.10721706353975964,-0.10873414718734725,-0.03198562681136348,-0.09849443892527227,-0.0214333016237235,0.0878876928673493,0.010268481439335385,-0.08819012802500346,-0.09464064071666523,-0.006130369008551004,0.025072306618879235,-0.03186388477435816,0.007838184878657579,0.04121911040878259,-0.05011007216409208,0.026147716137764575
TGFA,-0.002751242547601711,-0.03790080135044243,0.03576326007876048,-0.03555742590095792,0.00019623205848074172,-0.05043213532492849,-0.1022947096225113,-0.13376452166798874,-0.11853202314301509,0.019019366303963465,-0.16798197569987797,-2.3176135222844562e-05,-0.09690289454482698,0.06348072714814322,0.036181354641227396,0.10836992348371878,0.08752276701240234,-0.06568049334203187,0.009702285413971197,-0.05650158824231683,-0.05145072175234644
SLIT2,-1.8497635108092737e-05,0.25395326386296235,0.06237657003455091,0.08996476573625037,0.005002655381628627,0.10080194504269258,0.08949670192521395,0.11861364751640073,0.08052453793506195,0.013673457620044332,0.1737466419663601,-0.030564151818838717,0.23919419103482548,-0.01079403972956122,0.028961508966873,0.024240025550490207,-0.013408669483186532,0.0619530088864554,-0.0381815451542202,-0.03794659739878924,0.14223020112957085
PLTP,0.014700192779328942,-0.08493220917274454,-0.011989930339204582,-0.010303322115995404,-0.042208031184983584,-0.1259840632804103,-0.13318983350162028,-0.2218663621576607,0.043094686922267346,-0.04708849818115917,-0.436923640556793,-0.06330504161365687,-0.04363566347393698,-0.05810843600691186,-0.10027895051975902,0.02703989394166712,-0.00147895009969413,-0.03261831776277774,-0.013211209072645506,-0.009790081191959201,0.035351439215325096
APOD,-0.025943677307160518,0.07742611768120422,0.015782995312956807,0.017701944656357268,-0.010693399593924154,-0.030691996454998254,-0.10444951035410156,-0.20273146359335922,0.09860127518969994,-0.07494490080901407,-0.22770690973159144,-0.03720962200273753,0.11332526009513409,0.003740134934842407,0.06349057464254491,0.05749409242981087,-0.06785393628028834,-0.07204865541785163,-0.06235696349605495,0.08654211185336592,0.041321126786382424
B2M,0.01770768529750839,0.0019807277035800443,0.07613892507634876,0.07976948772438903,-0.049777196574962095,-0.14764561026946638,-0.37498590076399696,-0.2813555686756663,-0.015692363028762434,-0.09960771530119393,-0.4816275210476262,-0.015745676445627004,-0.2647183943841613,-0.0528648764443979,-0.011395594256329616,0.07430024309990761,-0.023286618345435786,0.09847051188719948,-0.006891350628173631,0.1440813103722347,-0.1580210759068016
OMG,-0.024442975159547194,0.13364149852543641,0.008338015141836116,0.03675466228210483,-0.002227924668912575,0.08764861537157374,0.08768661704564691,-0.027905691961561542,0.093111790836164,0.07706913943340932,0.03455423463995461,0.10876456667113145,0.1815417653502452,-0.07617740787906832,0.061372289093824216,0.05555360080851265,0.056452328135118496,-0.007308218621846419,-0.004513680618453892,0.2839714041311052,-0.005482099009531441
CXCL3,-0.003265841359811071,-0.04326360749346568,-0.06444396599934443,0.02518882009899709,-0.008339774210489263,-0.030469115135011545,,-0.05854478358606327,-0.08549227443375493,0.018767765796484263,-0.027323059574219197,-0.009715773841901521,-0.03722126070817762,0.09264229653584155,-0.06836655747021342,-0.035190162706840285,-0.0026382708936682183,-0.034375509729923114,-0.07421730862891054,-0.18819502058162685,
