,MGH258,UKF248,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH8811Abulk,ZH881T1,ZH916T1
CCL17,,,,,,-0.013279517579130084,-0.01844403891695676,,-0.01707050330476949,,-0.016601530717281772,,-0.015719028301020416
VEGFD,,-0.010228868166827684,-0.020119759506950427,,0.058373334890593764,-0.014148202783512946,-0.01352892559719914,0.1443051268524915,-0.01829498712216899,-0.02011479063127893,,,
TNFSF13,,0.07118320266376987,,0.0418228380658723,,,,,,,0.02254691283730992,0.028595364927014134,-0.008521330140231934
WNT5A,-0.013332304262520812,-0.040317417599890146,-0.06120837826191881,-0.0701469877896008,0.010858129525494064,0.0025072394881215337,0.02477990939464137,-0.009138829268436156,-0.021761076054317978,0.02209390658195145,0.007941410631718018,-0.008922439772958755,0.011816536568677557
CXCL8,,-0.04002694496630533,-0.025373174295884465,-0.01880630670130442,-0.033437789574098375,-0.009346399359064075,-0.012598723773353578,-0.04447014395645256,0.01473256918643235,-0.026735399987951436,-0.10247909648868518,0.031976425043210646,-0.042139723840557634
GRN,0.01549402124141446,-0.010046886104342848,0.020370655726182282,0.002578341508606104,0.04077953822164113,-0.0035363265492766383,-0.042199154061324934,-0.03298289619260289,0.0853498787054929,0.005951885252219978,0.0035348252006737477,-0.04473526238424131,-0.01940552520409249
MIA,-0.024392715390146757,0.004731003725594193,-0.001918180526818667,0.041599300720012465,-0.013740833936792209,-0.026101067462027047,-0.015386303701612604,,0.001660693167388098,-0.03185751962284093,0.08645545644394541,-0.0005317769962535084,0.023498331864225477
COL4A4,0.06904496947664271,-0.029790618311349513,-0.06741244003045703,-0.012579392509396423,-0.016099505235522865,-0.013864227203243833,-0.0033871080754634963,,-0.02430507812853551,,0.06289183624702681,-0.02915013236748852,-0.0367561352210292
TAC1,-0.01863583613450764,0.01320630879866428,0.03598658043072624,0.035048139976161574,-0.010112950631622175,-0.0389193222891533,-0.007462572942053139,0.09575418070851949,0.044438812759830734,,,-0.024954668766477187,-0.02066426107976485
RARRES2,0.03920277342453898,-0.03633896137847907,-0.06808252050423769,-0.03761065176762224,0.04485851283131927,0.010840481006642595,-0.0009917021637327232,-0.0069692975777574115,-0.017336307043277894,-0.03581030499998396,-0.06929581267699193,-0.03499351735099156,0.0031842318834277143
FGF7,-0.03599591179164254,,0.056365360721523525,0.016519804514854637,-0.0011487249338053857,-0.02255354336187186,-0.03360974778954622,-0.021512242401025106,0.055989311818857336,-0.017466285896686543,0.04898027436731523,-0.007237350075838341,0.023754821508359055
HBEGF,-0.004465816466516973,0.02611268252051378,-0.05446306661537736,-0.06593565331225515,0.031859964198200065,0.06401413866183846,-0.01850412603591245,-0.02124064784396435,-0.00527528274398639,0.020388876197319803,-0.010519188503223371,0.037926742779078544,0.02873460955380777
CSF3,,,-0.009460767235102176,,0.005336936472853721,,,,,,-0.05863193081254685,-0.02073624293254324,-0.016549711854645578
PI3,,-0.026095918827227834,0.0027799787510271474,,-0.019179345272448925,,,,,0.028163721315380603,-0.11828913798114335,0.01421394882027883,-0.03595702575738303
PCSK1N,0.02791961436401561,-0.009299767117706421,0.022843645439791296,-0.0358112788883432,0.02134796779816201,0.0124114784886634,0.025726505536805038,0.08405442588084165,0.030915890286037792,0.00042612484110927717,0.030143521129854953,0.0023627926439194623,0.026073720676169854
NTS,,,-0.006199132895039821,-0.01535658011312366,0.014890629632261974,-0.015838267966539643,0.00017591948303292715,-0.01757055271895524,,,0.007785225129985611,0.011924916341311953,0.09544279016566248
SFRP1,-0.027115612312958923,-0.05329428859585037,0.07162441227198389,-0.04673707409769353,-0.04792440807379203,-0.019116545055423713,-0.018444039102703383,-0.04074916862053191,-0.04874384724665293,0.039716244725510864,0.04061382839423231,-0.047752889776859216,0.010250544474552283
CXCL13,,,0.05715274833279457,,,,,,,,-0.014334528017525012,-0.033825127349478915,
MICA,-0.008116751054372278,0.017551289596692193,-0.03685836282889418,-0.03259484499479994,0.01651467248248926,0.08787863975529091,0.024910173510511953,0.011984353163027733,-0.000684363222416623,0.10172128214277573,0.04402998667463744,0.08995405527712516,0.06927479298377522
TG,-0.021582575886773807,0.034354623589436334,-0.004663915192405319,-0.017725541648919214,-0.020557266856217976,-0.013378611417638507,-0.01334787086872851,,-0.025642304661946714,0.04706318406697474,-0.022059283702708522,-0.017066246578635993,-0.03227509484797802
ADA,-0.020596786654714618,-0.0070502904495186374,-0.03911118871277526,0.013426502361196163,0.017473148648785283,0.02278513318008967,0.005112480461562858,-0.06672036891219231,0.006004153221837431,-0.009437796061779618,-0.05735085190780471,-0.04050039298801205,-0.0014327039081773738
LAMC3,0.04280255166184531,0.006728140463303088,-0.001528365646778143,0.06800182261502291,0.1039878093533318,0.06566498862359081,-0.013535268271117283,-0.052647106077893246,0.03407192487767169,0.019529287435171478,0.013465879895709432,-0.042093351756716184,-0.02289398239594958
CCL7,,-0.015778083333982496,-0.0054798184731927446,,,,,,,,-0.024881867882051194,,0.006525127860781336
NGF,,-0.027090185559247054,-0.020952395994822338,-0.01691492102509438,,,,-0.017570564287998417,,,-0.028736565459635467,-0.024565123867050117,0.061757749843993195
TNFSF15,,,0.009943111702327343,-0.020538422434319782,,,,,,,-0.024257027192210772,-0.012876850863743121,0.028361428385273574
HMGB1,0.023599037160613803,0.0053350749056962484,0.013778882270470933,-0.013053378052258856,0.05005450318886043,-0.01745485943677852,-0.019227601351986295,-0.05563661256426758,0.04579127738498505,-0.03939135477109574,0.017876133787667003,-0.051133258229388176,0.04193253827052615
ITGB3BP,-0.02689259804239254,-0.0040992487104005585,0.009614039171543349,-0.009785985454916964,0.04150514017592463,-0.0013380992630157948,-0.0076790628404879765,-0.06589233696670627,-0.05545839401340582,0.11567599263168447,0.004057741374294676,0.030276429188314285,0.042969800470839
AANAT,,-0.022891598449824777,0.016734522204916922,,-0.015364196874083535,-0.012031463432730795,-0.0153863045574381,0.04817863774203343,-0.007939967839173053,0.07114360780802981,0.10173474562042001,,0.0704371016656132
RELN,-0.017892527610674832,0.013806199989597765,0.06421455388616205,0.033780004985326594,-0.00776481909291709,-0.02648939870959768,0.009631702556307898,0.014300571780465126,-0.025350557686934793,,,0.07874568719055311,
IL15,-0.019278017224071582,-0.015679781567692775,-0.0002747045986935828,-0.014614308557123555,0.020851787800170895,0.01206584206398978,-0.014568097784087556,0.08654029831098124,-0.021237251588574393,0.20836078472077835,-0.007972907679008259,-0.03141060237671222,-0.00511099137351752
UTS2,,,,,0.013512695370518885,,,,,0.030695849807169426,-0.018588496282271265,,
BSG,-0.0010897361348654626,-0.006187572661676801,-0.03320092598957554,0.012481321872150989,0.03384019559110577,0.09032113720067149,-0.006397346315758599,0.017488372047057422,0.013719663371002068,-0.02225115875355488,0.004245058514602008,0.027803184212038944,0.0066963058216875995
ADAMTS3,-0.05808334909743663,0.09848415992538219,-0.021312216717017336,0.025647040158878,0.07374820516920634,0.07306854973748414,-0.01961283521269022,0.015879523210632383,0.014742182526835249,0.057716735395511,0.027057275408125803,0.025186316234635985,0.06552214328580551
CD34,0.011970097862723102,0.056345114551981205,0.035841184037536965,0.00503838797009137,0.027196606783014683,-0.0010409440099741758,-0.008010357628270015,-0.02134083680281637,0.08202281348460502,0.061394014903363284,0.02949412708108291,-0.03796383169338031,0.03830164276568266
CCL23,,,,,0.004725184676278876,,,,,,,,
PLAT,0.055929926884195603,0.013179093155524102,0.05860622431752524,-0.000969884286748994,0.05749224002246105,0.06844108963965027,-0.0463000514933684,-0.021279590509885763,0.0022459965512864116,0.02756403970379471,0.1058376795133298,0.011207866904480945,0.0058604815522483675
NTF3,,,,,,,-0.0014227323832374961,,,,0.0213655262686584,-0.027139855098664612,
LTA,,,,,,-0.011587553160305459,,,-0.02123725421011064,,,,-0.024695098616657835
CKLF,0.02113262394919051,0.04498656604165525,-0.014921838176735957,0.007433399717490642,0.0628364434611415,0.002190067561934774,-0.003428420661851173,-0.03975733706798652,0.036309439700921146,0.057628319771992426,0.08491812399538201,0.0009751823185968671,0.0748026102253573
CD24,-0.02913597734103802,-0.015236845743821597,-0.026608304614161415,-0.031858639174772684,0.04845920049553714,-0.030493993211468517,-0.004039493083045581,-0.0454032872068253,0.02868772042249502,0.028127057732542135,0.03910804382114226,0.03135187468612304,-0.015003840678229277
HSP90AA1,-0.046061276761090404,-0.053219026336380405,0.07958100710327404,0.023601220473077816,-0.03872960166515504,0.01508616656558542,0.03524987361693825,0.06814234931525462,0.04908280363546662,-0.09525841827752418,-0.07973237241287064,-0.0032908361238435995,-0.05362641143359674
BMP4,0.0835228237645087,-0.03540175087440633,0.02237342812630197,-0.01678746995033076,-0.03064193775601942,-0.024828801615121434,-0.02001844593809889,-0.026348027016382482,0.020351594755029838,0.12383677483176818,-0.013073572791873617,0.005869814592242284,-0.047956493468137094
SCGB3A1,,-0.015778081756195248,-0.02396015321691366,-0.01865542334641243,,,-0.012978498382865945,0.009990480556963591,-0.01481907513687422,-0.020546611678405623,0.00807886175083551,0.05645486623968746,-0.013447984844286541
IGFBP4,0.002751200557884201,0.035453074248535575,0.028539411424769224,-0.029336541889705456,0.13821534815259592,0.06183870948883,-0.008851325605391267,-0.017996118850833298,-0.04686944455672122,0.009118827625948053,0.03308931363087041,-0.08446959637300344,-0.013667139316402099
RSPO4,,,-0.02765391165892944,,,-0.013477029757715937,-0.012978496484466962,,0.041030030075103245,,,0.02282942605010328,0.031125405430892792
LEFTY2,-0.021369182951294582,-0.0007389277597469992,-0.04292314564211756,-0.04189095313674576,0.037130031423266936,0.05067553636194998,-0.014231080125717603,-0.017570564287998417,0.0786699956857538,-0.004113725016373541,-0.021121888182833077,0.005233532084072221,0.04549111809064988
PF4,,-0.016367227069458635,,,,,,,,,,,-0.024695092902028842
ANGPTL2,-0.010426587328516307,-0.026949541978716053,0.0021075045735309186,0.01476699018046795,0.03377227063073371,-0.025804952142197694,-0.016071272358475566,-0.0370516670823634,-0.03254849930607741,0.004614895738284023,0.08551836521341528,0.0004963485001997323,0.013633622043266026
LRIG2,0.010873929280565369,0.034638339225137905,-0.03461807694814718,-0.017771143626150013,0.03806502995827691,0.014127546666083225,0.01907187604954785,-0.02569048739675575,0.04347578754890875,-0.05977729419850024,0.021355537093936134,0.07395608418280313,0.04485116193337262
ICOSLG,-0.047836009729499376,0.038661828418241374,0.0010484449386651442,-0.04002585461585911,0.04375274821450233,-0.022245268319343082,-0.000784324429294249,-0.07392865059684488,0.03354527608759238,-0.019201841583370745,-0.0029988420561457866,-6.470563910585511e-05,0.01690995942348146
WIF1,,0.04284628031296536,0.033754030887085645,0.018261345056736683,-0.003514236362452694,-0.01039990465138052,0.02348340012578586,0.10301426769286946,0.065168833959983,,,0.027234713650045463,
NPPC,-0.0008614309859461701,-0.010455309427528236,0.04429261781852311,0.048602392077630265,0.050666254832880064,-0.02028690954289496,-0.01803693399967592,-0.04362272773863718,-0.021892098289323935,0.046177232848457275,-0.014178097251805195,0.009821298521211608,
LYZ,-0.02260198406501586,-0.02363278960274717,0.009039907799880181,-0.03226452641991674,-0.01238684858800012,-0.033986025037290986,-0.02052377942092752,-0.04264305199255246,-0.0011502001723598966,0.002203330070877721,0.07067842439101943,0.01122451758906236,-0.03711701076865749
EREG,,,0.0202963621452253,,,,,0.07077216642903102,,,-0.024513723473740624,-0.02243055117805065,-0.03729531056531866
SPTAN1,0.011907277373928984,0.004381159415190678,0.004395401423465477,-0.04846423846995375,-0.02388836792819368,-0.020206984433038203,-0.02522176792280728,0.029620087462203307,0.07618643223530862,0.006203836018168143,0.04464308843979291,0.01733912295569181,0.0010678010325506793
PTH2,,,,,,,,,,,,-0.0033628629450517533,
LIPC,-0.027632157858066685,-0.0031699379456263813,-0.013375749297359536,0.009277201290464089,0.07773361320556094,-0.02519667960178463,,-0.03237195232673001,0.06222455313651354,-0.013281036497781503,,,0.01147722117440099
COL8A1,0.03386689615411028,-0.014536263518183518,-0.04330476788082049,-0.046062963131094314,0.009777221834502208,0.0014771767197259628,0.028965618918130022,-0.03240457307085536,-0.007417132290154109,-0.04150089468741957,0.09856632859520115,-0.0465348192924757,0.05163026346468447
GSTM2,0.05959503602676086,0.015451271741590823,-0.02794099683318495,-0.0123583657398577,0.10786470186620398,-0.02311792049420273,-0.030074383699414203,-0.028748471789676197,-0.020656801811559176,-0.007956324789765656,0.005226220636498514,0.02142524091885678,0.03870813827362808
IL4,,,,,,,,,,-0.03862007948805218,,,
SPX,-0.023083712926320787,0.055994469353911495,0.049754677213231784,0.05910268072791168,0.000864758040008389,-0.02045316786241301,0.044192593272203026,0.007334217862947115,0.0037767501090687126,,0.1505648773450101,0.018539141290681942,0.03507676718066872
MFGE8,-0.01281480191266201,-0.0009644680553752168,0.025850476136818953,-0.02737996382985772,0.022544778758519676,0.04414355404534902,-0.03894730557760755,-0.027107347609741386,0.026839770244758993,0.006797053029978221,0.01204906842774152,-0.007763837193195182,0.042509903641647064
TGFA,-0.06021647312316707,0.05570068073130939,-0.022778339729146505,-0.015493765689628309,0.024810604157569797,0.03828523782548837,0.002129656396611134,0.022814761120215625,-0.007102659462066474,-0.02310201973789875,0.04328736517281336,0.0494921445547038,0.07200450838532664
SLIT2,-0.022211600292068676,0.09276616889432003,0.01066341278953991,0.008693076080006001,-0.04361492913667742,-0.034681348720948,-0.03857272600897669,0.04497779230410244,0.06803997020152788,0.02262393531548866,0.04911318404623957,0.0134691041032119,0.03230806377980554
PLTP,-0.025067143261829374,0.02617731223447991,-0.031102337648647446,-0.02803027267422466,0.06296729918775541,-0.019887703564360863,-0.01311701675320214,-0.030350645267804212,0.014369396668817591,-0.05945953501703352,-0.007561374665135999,-0.0352921015017764,-0.04693276120096649
APOD,0.03251363650685142,0.03256209136734381,-0.032749357593120386,-0.008639416591227123,-0.005099584939815738,-0.03244343940367916,-0.04450485277560748,-0.05977931680800354,0.011880003622022123,-0.041545947795652016,0.07664174701437097,-0.02215527833303849,-0.11708952057067372
B2M,0.036828292680362765,0.01563298971649711,-0.036180209599017646,-0.017606308612941764,0.061783129113819016,-0.04235278944921088,-0.0397692617813007,-0.09818317379540037,0.005173360332664478,0.00888042308332672,0.029241833740881403,-0.04685263181688029,-0.05134437531155634
OMG,-0.03559156937378144,0.0720165400318592,0.02767027144518549,-0.008187334110011888,-0.034811892469488744,-0.028296209935950216,0.022193260600810054,-0.048330680169987775,0.01719334258276075,0.0023918059146664085,0.07894538965272091,-0.012796198424015292,0.028791880461857575
CXCL3,-0.017380516813775754,-0.005555967392845399,-0.011468399265825751,,-0.02017245604738332,0.05165314877743606,-0.013884247886779118,-0.02544495322920072,-0.015294668808962138,-0.007059163611471003,-0.051223384820353754,-0.014956980202787412,0.026204560481192508
CXCL10,0.023656594173211604,-0.028682725502833833,0.10505273483910349,-0.019976104172068423,0.04405737514776532,-0.030908830302715146,-0.021091188751733783,0.007566806926069267,0.00500172260260084,0.07123524777062373,-0.0256937206231572,0.03722397827816002,-0.012406378078678207
RSPO3,,-0.02143251930186776,0.14940363850589652,0.038874221436751906,0.06947378132085222,0.033171071247692814,0.024080057359465876,0.0932952952604009,-0.01598263412949943,,0.08317332411905178,-0.03376719316642743,-0.01759924003002455
CORT,-0.021582580403082967,0.037512946947605666,0.059798255684361604,-0.033623075194300724,-0.014913508348681992,-0.00797539853171925,-0.018030209658669794,0.04481352403860411,0.0895482815834309,,0.09956411547450496,-0.0032179104737716487,
NCAN,-0.03250961003133219,0.041324697200092415,0.03353614614747255,-0.02683568000064752,0.06202337301778444,0.016853001953882635,0.00252663746105,0.05431865557584224,-0.03427193020742984,0.002916436964900933,0.07158952770869198,0.03214295627342981,0.005561287306439632
PRG4,,0.018842844223595636,-0.01916974530943348,,0.04914926052358142,-0.0009145013635026546,,,-0.018686341324268378,,0.0856600707567581,0.03155729491348717,-0.028546546869920145
ZG16B,,-0.02187943726676739,,,0.042741320003775674,-0.009207362886350112,,,,,,,0.034322698585707336
TGM2,0.01409544077703168,-0.012382848585976448,-0.060636105351736476,0.03406066955251392,0.0618647874297633,0.023324966794471925,-0.04343890724888575,-0.048212804993960294,0.06078600069660648,0.021419122166620355,-0.0036877710746302758,-0.03815774690969517,-0.026795578054205064
VEGFC,0.0690449728108333,0.028595134824574386,-0.0033778690109504015,-0.029959508827286097,0.053642571709964254,-0.024793156636533472,-0.014224874534834158,0.03134671097421782,0.0341854572903385,-0.043778565533513995,-0.005353269646418294,0.04643768804055414,0.011371176275911901
WNT6,,-0.01164105197761839,-0.01283367007989898,-0.014989777591619248,-0.021491548027472135,-0.006669653500499398,,,-0.016643469309057805,0.12711209484892244,0.04677571334369176,-0.023900922590002146,0.03566283898462104
NRG4,,0.17564054500469425,0.025625990357992377,-0.018350258805856844,0.02875956943516695,0.014902790323488267,0.013598406256318318,0.00048060088876888924,0.02388395769997994,,,0.03831841086706779,0.030009268867140268
PMCH,,0.06660445038775996,,,,-0.013477029107303687,,,,,-0.00795502241612231,-0.013692343689151336,0.029045665658452204
COL9A1,0.06591757948481353,-0.03488831262538669,0.0501060554581024,-0.016415685330316454,0.024871438755505876,-0.024676935075396696,-0.02749252376813734,0.10076012394015023,-0.011282923613647584,-0.047195220733106384,0.06998334358739107,0.012885525053987148,-0.03810690207309492
GDF11,0.014236264341595667,0.05698932011004685,-0.015396854895352972,-0.061771494813903934,0.023879069178911964,0.0546253973290797,0.007311860184392803,0.02578043860527143,0.02027890411304004,-0.021141270673660083,0.018672395884049574,0.0029567203702670036,0.008035029456536738
RAET1E,,,,,,,,,,,,,-0.019306243430732496
IL24,,,,,,,,,,,-0.018856140925180693,,
SORBS1,0.03135611694688167,-0.040440713293457574,0.013821441222574985,-0.05588702984868874,-0.050431353940006814,-0.026901594038845466,0.018988409466565825,-0.025375180057584816,0.013802272515035794,-0.021656070662816978,0.021100563132386212,0.011498192584565801,-0.01205633487940024
DLL1,-0.018043588993558547,0.02604091634389272,0.03804448142337104,0.007154696399198975,0.07358927088921215,-0.050875409410758,0.05527788389320849,-0.032185843531915385,-0.008478957679468522,0.08566577197207127,0.0949130608175045,0.06412639144753349,0.04969966931501259
TLN1,0.051630908062337576,0.0005987096280439981,-0.05313527569546525,0.004796284645237301,0.02687628139179198,0.010669039630521933,-0.007589073258228717,-0.04557396500591626,-0.0019559802132772305,-0.0007857673187833056,-0.010197378645990655,0.014679325632561377,-0.0317070100052097
COL2A1,-0.020271562547826184,0.005404644533315944,0.0260032259047727,-0.016239558501557956,-0.020172462912293684,,,,-0.01552722888273721,,0.026232605890882763,-0.028845127863340196,0.038572732173389815
SHH,,,-0.04340413719528305,-0.017725543543844653,0.17629936181964503,0.0336735642725638,-0.014901630760287414,,0.03096746133709616,-0.01668735286624625,0.057624987103578225,0.017844246538062037,0.06571504713928737
PON2,-0.000797025276206804,0.03919059205311481,-0.03911264673809219,-0.027763589533185997,0.020441332502937812,0.01242954145351969,0.010657548278559891,-0.04074309727761763,-0.023036744788151063,0.12700794906073695,0.02526676185574223,-0.02766824851572913,0.062108033248969005
ICAM5,,0.02673508107433486,0.1073138134924449,-0.0026229286728293127,0.002653315345113683,0.007514594115166155,-0.0056676268379087106,0.09506922266038655,0.028780616617231476,,-0.015172850585014185,-0.0070899704126523595,0.005897825871766904
HPX,-0.023026105229638917,-0.0023139985181741814,0.010402173339454064,-0.01498977860278554,0.05103843509461002,-0.0027307416992594894,-0.012978497059739292,,-0.001220016051425513,0.031848515957051106,0.01076950069145915,0.03659442470370868,0.054585287170630194
SFRP2,,-0.02097700174250328,,-0.035435790226184066,0.007781763051215045,-0.015059229083082064,-0.015528328749132616,0.002008313039590785,0.01722290305060732,-0.03862010221922385,0.07728338059261963,-0.06003346824492452,0.022300492584176396
CFC1,,,,-0.010683887945845346,,-0.011587553860601155,,-0.01856669293313359,,,,,
CD70,,0.01662740533295582,,,,-0.021614845126211788,,,,,0.03787758632611173,0.04234918170942066,-0.026850823615780697
HP,-0.0402232918397726,0.002437397141843489,-0.01871394672847741,,0.0777157187831178,-0.024082849443968674,0.020126145922267195,-0.04189565115142533,-0.029876703607669253,0.08400181981135925,-0.003472570702066274,-0.020383327832826325,0.06841681770755055
CXCL2,-0.05424033668918837,0.05283605842641623,0.011026337440940575,-0.023167351747070825,-0.029352655961314176,0.016501875016382447,-0.018036932588049774,-0.023752201890576568,0.028056765213478517,0.0777217710102226,-0.03828685467541153,-0.05320426117757449,0.0024185202511565274
NPPB,,0.031615855637718474,,,,-0.010146533410954308,,,-0.01907015754345431,,-0.011779997610117464,0.10471677642633082,-0.01785247098005452
CCK,-0.0034390673617734945,0.05837366377670516,0.07775479501908071,0.026391534097922935,-0.04792634488288846,-0.0556820981346212,0.04792431709760016,0.05163769433399739,0.04748395673253463,,0.06842023728116581,0.0036964835381367352,0.06893950322989792
SEMA6A,0.05213934017061777,-0.021888249744815645,0.014167914407079407,0.040552592329042327,0.03959035676675639,-0.014139815711272291,-0.03598421204809279,-0.021873700311220354,0.004826743698042182,0.018960688102691105,0.09693074535375668,0.020894271118414572,0.033656587447877785
IRAK4,0.02151978808119422,-0.03145181056367351,-0.005718956196617855,-0.057619744127277515,0.04248907711536441,0.008686908422929863,0.009345182879572507,0.042796519751572865,0.022604309814799144,0.017919823012978037,0.012332161224679098,-0.02958307459717561,-0.01711925596016436
GSTP1,0.12391423328114325,0.07753499955001768,-0.11226205782994493,-0.01801400612233901,0.05690689091403469,0.03815775136147812,0.00983521661675763,-0.0668335198712588,0.0017438326084182611,0.003917784865934452,0.05894425520410219,-0.010905663640236445,-0.02379111342198689
VCAM1,-0.05023845151682458,-0.038925425693742965,-0.03630694754576834,-0.01674557021443288,0.06401163302447457,-0.02012316186360428,-0.023715511308411527,0.006098868312448741,-0.05159272316356687,0.09575189344204105,0.01701009207105064,-0.030760400435465816,0.020257489204702144
NXPH3,0.019015052554109988,-0.039830288737867606,0.010585237840932907,-0.02699504704022616,0.05746945981421243,-0.00041354260677769784,-0.05803955644113596,0.06875035851271702,0.011059975014390641,0.06347052033466039,0.002328914101927553,0.023519278604113174,0.049636036053277606
MTMR4,0.08553040539568277,0.007474276754956343,-0.02416718789279104,-0.05438099250074252,-0.01762041108280661,-0.03039634107205764,-0.02890361644972829,-0.03365532878855971,0.08071692917067977,0.052881756122605546,0.016797204259791473,0.06019694586761815,0.044373542210351315
LAMC2,,0.13083961411775252,,0.03420647410768419,,-0.01277335357465853,,,,,-0.023181905162743783,0.01396871379428275,-0.03401443189710588
IL10,0.01816246642950389,0.01721388834555995,-0.008767872606243215,,-0.026470775363997792,-0.031677376061239354,,0.041350144304906813,0.12165843039053245,0.06690154245280777,-0.002330146859647193,-0.03309620156685373,-0.03779858675553842
SEMA4D,0.0075528491494192785,0.0020964012717964373,-0.014224992353605984,-0.020316907781231828,-0.05905380059063254,-0.03663545276403983,0.020636205409745135,-0.010172772001886824,-0.015966429682657688,0.014521909618953941,0.06101919673424756,0.03097495408024164,0.024736852398941266
TRH,-0.01981695166549253,-0.06726247259822193,0.025522306029728766,-0.028096954213084953,0.06246672813622377,-0.007220932758056803,,0.007684362682956912,0.05455522192429404,-0.07535144026969953,0.027990554788348117,0.0168485485625883,-0.019995964710680807
SEMA6D,0.0565418701879325,0.028341202402783292,0.07805166105155431,-0.022300078091770016,0.019540259385643806,0.08048302508870914,0.046827869915292475,0.07594808354677185,-0.029546939516296382,-0.008851513088917854,0.027100647895620132,-0.0016242965598063414,0.06913049621682082
CEL,,,0.02389282011025276,,,,,,,-0.0009191695158887449,-0.028554743187333538,0.014097845789595082,-0.020290862707399625
PDCD1LG2,0.06130822326327165,0.03884247090998705,0.005026735970560712,-0.01442311944976067,0.05009083151458182,0.05359025422724374,-0.001472131065019864,0.014660673263747658,-0.006568752266933547,0.014143207573794284,-0.051974207122367944,-0.038527847084537985,0.04276097293569557
SPINT1,-0.03115940629298471,-0.03137814283023961,-0.027572730416477863,0.062170048132566484,0.02526920375190721,-0.022190910563864238,0.060140228652404974,-0.028080090138960265,-0.02505582229276222,0.023892168847581476,0.07509000637428391,-0.01989887028409238,-0.013135349684777186
CTHRC1,-0.008594306183797562,0.012542817501813993,-0.015029163813450914,0.005628082602301915,0.023612409920959598,0.07628419357694008,0.002891281733446863,-0.055616457642212666,0.06587826531433448,-0.07727933691051944,0.07676966744061775,-0.05613603033815466,0.011318181773613479
PODXL,-0.06199901435929633,0.03408856350933709,-0.041135931366036216,-0.04214164249876949,0.06990660198462333,0.033885194566228946,0.05086025028210657,-0.038793431868669806,0.05243756017785616,0.011323578298016935,0.03602161404873196,-0.0339115525603138,0.051385109766232305
