,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf
POMC,0.05605528480903031,0.013847738447180694,0.004203491483967318,,-0.04231102291862311,0.075920564729385,-0.025419571365152004,-0.03185234152586749,-0.023828455839218048,-0.039744042216027516,-0.011276698580921042,-0.05769240514982552,0.1452297887157449,0.01362400710041836,0.012972288638636427,0.09947834410006708,0.04632103003420613,-0.05424337558031895,
CCL18,,-0.03959424367611177,,,,,,,,,,-0.04449298898021119,,-0.041236975214070645,0.002392291878207797,-0.09021780424730683,,-0.004911142350532632,
CCL17,,,,,-0.029984403771600478,,,,-0.02561250351467226,-0.018289680251101337,0.054254971229723094,,,,-0.04512651235158632,-0.032561703845230376,-0.015045020721717539,,
VEGFD,,-0.04742351656954889,0.04378182872354287,,0.0019853656030465305,0.027462884968819212,,0.06780593285578461,0.026565158332386797,0.028574235732070546,0.04739757552259571,-0.050126325573296084,-0.030369648806373026,,,0.026335049420223574,-0.015344209627861245,,
TNFSF13,,0.09247575978801964,,,0.0067615847661244765,,-0.004062125892054057,,,,,,,,-0.0003686390765104969,0.034286718544395106,0.058356042813760195,-0.0327308442552565,
WNT5A,0.0444451550870961,-0.025923991249727767,0.056836138851278514,0.08978382582094939,0.01624478131517259,0.2597601322724685,0.23523072585453916,0.07621524248968274,-0.002976941245228891,0.00016797071735764435,0.02154624329352577,0.0863861209611521,-0.0035670400815266392,0.0923416143119387,0.034930277276270724,0.059126673756973655,0.02994855183801851,-0.024001868354896188,-0.07668770746927735
CXCL8,,-0.06691602888904459,-0.009144030011472393,-0.24757992177182198,-0.042686789692633766,-0.199975857656702,-0.013839069897193485,-0.009377232373489012,0.009407364941486073,-0.012493284709714,-0.004847717894502502,-0.07768344308059144,0.10003148778181384,0.0638111236634704,-0.17310651372022154,-0.3030378365871476,-0.06619926877035828,-0.05644994024447088,-0.05537346811293357
GRN,0.017341580644258756,-0.010326053130427672,-0.10641861168213664,0.0648165442006738,0.012033165893025456,0.007805818969276327,0.1406595172427012,0.0404155300864424,-0.030295452919816095,0.008805247169057347,0.01778826845985164,0.0548373627038066,0.1073732881215959,0.025504125250796726,-0.07863132834477415,-0.1166878795347098,-0.061714972065334786,-0.02308499872420004,0.05252479711943444
MIA,0.08550495483388085,0.025606112183788072,0.0679625144443357,-0.006087306153525395,-0.06313709501297282,-0.041409733855503124,0.13527174832261532,0.0785483311072422,-0.044103414108947914,0.003243523661852932,-0.03752740268358146,-0.07517325806220418,0.05946512597638948,0.05451166788822094,0.2526558859256999,0.2424457076371369,0.0517207237623068,-0.14912446231393164,
COL4A4,0.052524845786495376,0.09301868233209847,0.06247138597808769,-0.011362210197316215,0.027496164223571172,0.15137097410004016,0.056720730760775044,-0.012460598957919858,0.06831048810980883,-0.025631445921467294,0.02381461351848571,,0.04472254385689352,0.0361009155065867,0.09163471101666967,0.0448530618916187,-0.05678208296394305,-0.04056753315161143,
TAC1,-0.02474315116910749,0.03754985496795197,0.015186605049304787,0.13898917113320192,0.07761102098144715,0.05282194804960756,-0.2191281003546104,-0.005329681359022104,0.0323361156672344,-0.004325895142585834,0.014839133039304895,,,,,,,0.0043887719458750776,0.04261833897415955
RARRES2,-0.024307517250948107,-0.001977559669180218,0.042901474646919596,-0.0858841167860785,0.03395880805895991,-0.22119570756518092,0.1132985983122002,0.04997293336854072,0.06090605233519763,0.04039031773640428,0.07016831553200222,0.09412079494938956,-0.12768309299731054,0.09795312039305906,-0.13843506879274128,-0.1756194974090884,-0.041479740898367035,-0.03022034515061365,0.01584843970266733
FGF7,0.027381332563848688,,-0.004375357956583274,-0.0014277000857842415,0.006336800949378564,-0.03992467531821349,0.08509413969584352,-0.03551080980031215,0.029215653710320835,0.0011877807960556112,0.035924748781556666,0.02165581209855392,-0.001969842743590513,0.050975061795565504,0.004848547314186015,0.04226768746478377,-0.002788358854313179,0.044461644381207456,0.06044395000389971
EFNA2,,,,,,,,,,,,,,,,-0.017490794828547693,,,
HBEGF,-0.0263241257433149,-0.04414768052088202,-0.06729626610280454,-0.05932395954071254,-0.024074538075675046,-0.11713476831801653,0.16383270652836196,-0.011385691846131672,0.00205746307522197,0.008635043878647235,-0.028080024807348274,-0.052976500951900686,0.13171485510750935,0.04122341990630851,0.02169948535256916,0.035279445722882274,-0.056706286287030526,-0.09300480756776917,-0.06585194179005284
CSF3,,,,-0.054556045752755994,-0.0357387948645097,-0.168249043809407,,-0.013183073860731528,,,,,,,-0.08815041725269197,-0.18731164358501862,,-0.03746520707071775,-0.03150249167519639
PI3,,-0.02744220329412415,,-0.11866118723505913,-0.023534711875701567,-0.16811292439306869,,0.03682123851910102,,,,0.048654627680284245,,,-0.2330293642848054,-0.3582202536055467,-0.026889526190680746,-0.10703133169232366,
PCSK1N,0.028150785000427954,0.03116608014068458,0.023667054087497613,0.24059396071792355,-0.015304519749637167,0.10402222260214453,-0.08597014123988769,-0.04287371253107728,-0.0462658976169397,-0.034077254339639304,0.019035392897960777,0.002888022172975455,0.019225768540606192,0.12258552780417169,-0.004705104531517552,0.029913179217589247,-0.027419263692531462,-0.014630117401517522,-0.002047137303399812
NTS,,,,,,-0.010260325733632319,0.04158428040030172,-0.01620358358478596,-0.012416802319013839,0.027630326967133252,,,,,-0.011590414832344888,0.018761675477113895,,0.08504273284611044,
SFRP1,0.05386051769082311,0.038957125246394324,0.07915859138354016,,0.07475443057968532,-0.035889416352350635,0.11720242248856033,0.027118962247448693,0.04715075514990214,-0.018289680435293436,-0.025350783621078753,0.017571301950606386,-0.032762818303457786,0.009678403460701708,0.04551250853203275,0.06675738010211052,0.00819487060585894,0.09850832608283916,0.07255451058885305
CXCL13,,,0.12342574286912603,-0.025108012185213947,,0.05775638653913631,,,,,,,,,0.0038419291554048374,-0.1020674973508911,,-0.025447178189195698,
MICA,0.08193001554798518,0.013651833748714795,-0.009947960412980477,-0.015283988606468598,-0.03614634582732216,-0.06004589310201752,0.02224757139540523,0.0033002635738070894,0.012413562204868125,-9.661213066274697e-05,-0.007726170905269618,-0.010137192192724657,0.025174144021235623,0.020824085010951655,0.13451133092746315,0.06287375353573525,-0.031403668302759195,0.06237586808655974,0.026979757885895024
TG,0.06989626039954946,0.013162657147360124,-0.023312673887892408,,-0.02823353789196112,0.047209944016706626,0.011709034878835312,-0.01591079068697548,0.01929395033346142,0.007842282649881824,-0.02970549619408255,0.014266836533050971,-0.011609914021088246,0.03478775124219917,0.0471624239887953,0.02287004905933565,,0.03980238367290918,
ADA,0.054531827000903504,-0.014622711417734665,-0.04138729110748312,0.11935873372571425,0.02832779264603148,0.01635167454990328,0.05281972897478661,0.10305464863798881,0.005990935524056744,-0.021496591821124313,0.05990888157434574,0.1736113701645759,0.10983892418434504,0.11604590013494231,0.09138614234164978,0.10617682991891042,0.06858959539249057,0.04414934605993008,-0.0671973567493362
LAMC3,0.015893819497756805,0.022591392330954457,0.008383323101559021,0.07919183121831204,0.008662056918803378,0.03604407310559172,0.19813687962254492,0.0356276270519992,0.022756314827208773,0.0988706987616022,0.01963184305376027,-0.0347324634923465,0.08542175255726481,0.032893001344811525,0.07988967698258903,0.1006630053734884,-0.07697148172611663,-0.014663954919565436,-0.027860464383417872
CCL7,,-0.03016535319201947,,,-0.00656345262493885,-0.049654113849683705,,,,,,,,,-0.034535505420243966,,,,
NGF,,-0.009501581148371097,,,-0.004614762698914132,-0.06806816882321197,0.032579035801719176,,,,,,-0.03999430150781164,-0.048461025260798075,0.05124934123786055,0.12038454963275352,,-0.0005091078126680011,
TNFSF15,,,,,-0.022730654279981465,-0.02120141758614115,0.0648516261878069,,,,,,0.0824081820455545,0.03813360445603473,0.0027752274547479653,,,0.040891015401778495,
HMGB1,0.09654777708093333,0.03277665826094108,0.01781355554618206,0.2002864853695125,-0.0061745961238522645,0.08372356681967809,0.20119746360764873,0.07931803792022785,0.007221627437052377,0.05562906237947694,0.06781786315759228,0.04827491227427853,-0.07422097013817666,-0.06833503554340888,-0.11852122769870262,-0.10781802001454564,-0.046012278676501525,-0.03796898697124708,-0.012749096834905405
ITGB3BP,-0.013348435509210716,-0.04068248188883738,0.07701121196667016,-0.000900043829321306,0.012623509389253705,0.10452758269081895,0.2600478307588398,0.03222981428236533,-0.011802237354760345,0.014948412028108114,0.0281630099072332,0.02877868517601143,0.07278938552973109,0.022864289257005427,0.04084232891842625,-0.04457648528571904,0.032143106004541615,-0.02649403505798348,0.036814655546092125
AANAT,,0.03788608045950029,,,0.035667767016104066,0.029689128652559082,,-0.01189148938167746,0.001487182842408506,-0.015257536154019263,0.024259134404977293,-0.022016306015518503,,-0.0075432155518865346,0.003196639443743502,0.043195078972181666,0.07776069302502649,,
RELN,-0.023756246420764834,0.02591030548469471,0.09900333263352439,0.005008081246162589,-0.03590031472235031,0.010885863274093244,-0.06112485974930717,-0.03489336092009942,-0.05109069764833807,0.010301631878256407,0.059755864007183315,,-0.012423501500550365,,,,-0.003484748928264745,-0.018037823411017385,-0.05711468206628638
IL15,0.04877343292504234,-0.022365283595779346,-0.02969998987005579,,0.05985543096058317,-0.020630768819034546,-0.039271656198700114,-0.031017850039480807,0.058161380515824763,-0.005855825214040484,0.033345026102200526,0.0478681099602894,0.07300943146556317,0.026521981815785065,0.04511885050391598,-0.010957106297022744,0.031094695873556812,-0.003290648162354191,-0.033318672438201746
UTS2,,,,,,,,-0.01865678548100595,,,,0.07122126637216057,,,-0.03103149358143616,,,,
BSG,0.00032229940819230104,0.11831521194795881,0.013194300549430583,0.026273133141229334,-0.056044159664323634,-0.010316081365872734,0.1499896822122893,-0.03218034547512261,-0.0494828947164391,0.04630821155594907,-0.03790289128321662,0.03318957183607332,0.06935474716949666,0.04651518331980531,-0.02086738735901006,-0.06896130645124819,0.0006777215143914732,-0.06066581475306931,-0.08226907416135132
ADAMTS3,0.03661871939581915,0.016712261811820218,-0.008513542804586906,,0.00423541250744196,0.05079510657442829,-0.05737513599405305,0.01763772285424954,-0.009253242258649987,0.032444407344528615,0.006985193521422507,-0.02486873155631176,,0.0876552427826758,0.1485516141134366,0.18189514476283256,0.011706908569375415,0.07802930561299748,0.2555557212941851
CD34,0.03187576387451417,0.02621084328742624,0.015374999501977758,0.05414816743983079,-0.041320470020388175,0.07672377712581252,0.10293721043614121,0.03181287776070607,0.012879997429617153,-0.01837154189277057,0.006614111229476976,0.12089536136667865,0.08936663375292722,0.043951162079215914,0.11550295849394622,0.04566401926991443,-0.06719362031695843,-0.032340827312657514,0.013881266960220538
CCL23,,,,,,,,-0.013530627266653097,,,,,,,,,,,
PLAT,0.014227939122840259,0.12869563533967618,0.09856004938745504,0.11710478400836905,-0.015545080910815681,0.00874259921375066,0.27457427647567295,0.06020864945760033,-0.06523819769218406,0.034946642561193536,0.09498488545265768,0.07738258147694195,0.05774597249871745,0.10903195318141788,0.11190105371001462,0.25029469279548583,0.038254696191539615,-0.0016594574813165019,0.024788264836466463
NTF3,,,,,,,,,,-0.024629303106841718,,,,,0.1215403392056058,0.1816431366269942,,0.06722699278361449,
LTA,,,-0.017144213654534207,,-0.0041211099209019835,,,,-0.0223491737765535,,-0.03180813425206218,,,,,,,,
CKLF,-0.007948329868688243,0.07347313357186963,-0.04662977196346744,0.009247956165978378,0.022149804336964708,0.08830023642772548,0.25324642125456376,0.0409037461691803,0.018618737839037204,0.03392663748983497,0.054021024062170006,0.03618571394570701,0.1416366836960701,0.01140855460474385,0.1480015154221335,0.1673348591472507,0.011145579847774348,-0.03345636447244075,0.003087262411490802
CD24,0.04747282874348571,0.021728680305553204,0.03885974273452919,0.014397832030082896,-0.004344337893094602,0.16145341827803691,0.1606457929797441,0.016063285682578504,0.04109162644276401,-0.022963006925598564,-0.026858110294835483,0.0047983024410923995,-0.16974560642243314,0.037707699228864404,0.0652649234966857,0.14135179952924554,0.058923631214190135,0.15410559677663696,0.021786307834176073
HSP90AA1,0.041164562085167895,-0.05215243587723299,-0.03233527240188625,-0.13366649197454555,0.06279922842845814,-0.08838865789718377,-0.3098556451349618,-0.03260144059700261,0.0031586074472853714,-0.015410468127182978,-0.0283490120336354,-0.014990899365363913,-0.04024801533531317,-0.14694601343453983,-0.3191044050236697,-0.3848219707377191,0.06216316651555941,-0.11108242261873491,-0.023585055046702056
BMP4,-0.029490765410769188,0.017346124390193042,0.00011443419302321304,0.033139015985937256,-0.027253373348984564,-0.00010084586422308943,0.29261400138452776,-0.03642403761939154,-0.043542537451154245,0.04575081733882689,0.06307520591794584,0.051573603964381,0.10534970209642115,0.013336285652081713,0.09103242761322404,0.03051670063758355,-0.06101849356432219,0.03224656050567651,
SCGB3A1,,0.0914090785878519,,-0.019294760625599722,,-0.04567158379256039,0.03345430652791052,,,-0.01286988097513839,0.039901881402823386,0.11711251790605233,0.04579145718644951,,0.06063100159807813,0.06935577444790747,,-0.040855077222007596,
IGFBP4,0.0349848347905735,-0.030506035071039377,-0.036855441374556694,0.0806905684286196,0.0033256835929586946,-0.032221463219377876,0.21777938853849335,0.07611235086159956,0.00266496012261405,-0.028899147443045652,-0.032824970596992936,-0.026618922020843882,0.06472207715936555,0.0191758856772171,-0.049260238532519235,-0.14082709399721696,-0.02696174958345409,-0.1568456592761316,0.0046628472637999
RSPO4,,,0.019422918687576195,,-0.009047069253116375,0.05000441678191019,,,-0.014934961256911019,-0.01286987909262716,0.020064572584110513,,-0.025582380555429184,,,,,0.002460712191493242,
LEFTY2,0.07151800100445922,0.06704576382996807,-0.0173547706826761,0.066674891404826,0.005585651571144655,-0.004382365897546621,0.1837498808867588,0.07355070814627897,0.009649301811836227,-0.014111979827145371,-0.021902478527784222,0.08787811040018603,,-0.00191437032690212,0.092319431505439,-0.025924817488177924,-0.00790220979360965,-0.009104879147957375,-0.05158915042780558
PF4,,-0.020496742302708246,0.026644359058302067,,-0.017809768274884466,,,,,,,,,,,-0.04007931095454263,,,
ANGPTL2,0.014220813208267416,0.03764712336327137,0.0962779598347241,0.17836165985188646,0.03694184298444574,0.031135894638995625,0.3488046878245528,0.033653027295772284,0.06984224270663074,-0.01568026699658537,0.017325154269831753,0.15232373649242467,0.04320920049250685,0.024590530712674752,0.1693750491359244,0.2616642455262776,-0.0007667934416640247,0.09129606343918566,0.1072286403260267
LRIG2,0.0013277207963196447,0.08975572085434008,-0.0376261473375055,0.07633441454237579,0.014896948413238907,0.09410506035662251,0.1931300681036131,0.012122124334203014,-0.023284669738834564,-0.011360739013411107,0.01570127590271193,0.02882339414213117,-0.05849502614077698,0.019680832865746064,0.09590156209896443,0.11719605595272281,-0.003561979425301609,0.03540711114710879,0.0667811893588561
ICOSLG,0.04026327520093004,-0.0207624603768909,-0.025064667354930847,0.07873324854092588,0.006897349327321283,-0.00803729263077713,0.16647693781000344,-0.00933555985357745,0.029025796077989052,0.06072119038906007,-0.029275665009129797,-0.025466778521557352,0.011941145025829294,-0.08013804084914063,0.09171759435093282,0.1855446646188678,-0.03504477144426367,0.05884314827795193,-0.0422213223728497
WIF1,,-0.03645262752739234,,-0.045148468701646516,,0.06850247877932139,-0.25639235227174,-0.06260307534542295,-0.005949357926698689,0.024184820009344056,-0.03831588896763386,,,,,,,0.04648694610368818,-0.033904636215617255
NPPC,0.013925732980760113,0.06056922547337667,,-0.06461559827762364,0.017098117643985798,-0.04984128652856855,-0.061205414237031165,-0.007635535939279077,0.02825682198029657,-0.017885982406001248,-0.02125049116409791,0.017154233242399876,-0.045586335086254676,0.007328014892204815,0.011389463284572686,0.08889715118776967,0.0808418088838699,-0.049427953071867224,-0.057872402960405814
LYZ,0.09268928694754736,-0.04085470304834979,-0.08609219519870266,-0.02716109005481523,0.04313179094884328,-0.11207201538584687,0.046184915793927396,0.06682913484274243,0.04838173501970365,0.03897763389453702,-0.03411038742767254,-0.015311019798551985,0.028297138592749946,0.08445754086627491,0.018742612031485115,-0.02140132308107375,0.03683198464493734,-0.038496566056540796,0.18651328044651264
EREG,,,,0.00668102261617093,,-0.09275598213652358,,,,,,,,,-0.06185589111455227,-0.05486234397534921,,-0.029744332196167733,
SPTAN1,-0.006633197375035847,0.0609712769453444,-0.02222796580183699,0.2563236866057488,0.05571234350566995,0.0707318210526625,-0.11766173467013265,-0.029996657378358025,0.06801905142309526,0.002207100261495945,0.015638519199518596,0.026615469197241334,0.06847673622615086,0.03071448266096864,0.06801460174875207,0.20055037894760402,0.032999864603045874,0.11913440108505649,0.008223953394641373
PTH2,,,,,,,,,,,,,,,,,,0.00986610574558543,
LIPC,0.03940216775465996,-0.03830927614020489,-0.023471297121743895,,-0.03200548001436075,0.06250585538572453,-0.04633269185073166,0.02402071787738989,-0.03718516789613917,,0.012639303021311502,0.06059192080434669,0.08819590559465136,0.059064947501240944,,,-0.021947423425784162,,
COL8A1,0.09077350275644702,0.012990579298853047,-0.05788733550727724,0.018301687301639426,0.02198952360555217,0.013493220720270633,0.14998860304277484,-0.021101947062988177,-0.03163539399933755,-0.022114221171407943,0.03504817030813455,-0.07433167421670867,-0.0509397714026066,0.04071110004047448,0.12183650261375678,0.04958092246890906,0.035528125507226324,-0.006926764904024946,0.18042444201819427
GSTM2,-0.04006554373443777,0.07465103238454279,0.07242915842245644,0.0028857482373977348,-0.008074219443406583,-0.019716794965962278,0.08131916155022642,-0.043561934184814084,-0.0026631977387040146,0.03216599174464063,0.024134485623958365,-0.0754029380433759,-0.01760210330862713,0.048037717683989976,0.13393624150911923,0.16920059425011194,0.025202555694115975,0.024284654872526085,0.0297084382170183
IL4,,,,,,,,,,,,-0.018148743405134855,,,,,,,
SPX,0.005919245018169381,0.03444780996630967,-0.01499554986986608,,-0.039569418815652714,-0.00045313396814199104,-0.07806931780270457,-0.03205398009400895,-0.0008634400921785356,-0.011672107606285054,0.026474762463303467,,,0.056439223678106436,-0.0036604050187821714,0.05086094490551807,-0.05114835242185987,0.06868395147581634,0.024358697294491728
MFGE8,0.025372996156482804,0.007207798691875341,-0.025620404958309254,-0.0690447316985017,-0.06880187236397374,-0.05073527143601057,0.047162147405321854,0.06340216797429986,-0.02164688630460029,0.014714001943638508,0.0067600679940292745,0.05850826787013463,0.10387709457495352,0.04586178404567163,0.07008200217713062,0.05086258509089653,0.03421755880136622,-0.027325478182479736,-0.015446118989518472
TGFA,0.044464848719802295,0.101198145697818,0.03265281709972542,0.03177084607412061,-0.029465401408603344,0.11951418421188774,0.20290508026194837,0.07157022255088286,-0.07612791772757338,0.04923330592590599,0.03641016070951412,-0.011719410791287382,-0.019469533430403835,0.0886398334843082,0.06935772857281818,0.11976849964670305,0.015208139252103955,0.014336648577532177,-0.08457694059679692
SLIT2,0.048056692764459834,-0.05074450600600877,-0.024768335566803818,0.10608992856292063,0.035370073550855835,-0.030955334681863678,-0.017978719170460206,-0.0395135976055368,0.0012371720222615961,-0.04119316880535076,0.056050248418778516,0.05751813417534977,0.04488633387325648,0.03326183089330503,0.05281373146610974,0.0843243478352034,-0.053853675828776655,0.06926509824988553,0.09825235003933358
PLTP,-0.048983987189371116,0.019807246712055342,-0.025906491612624736,0.06695909331277047,0.006414419624155502,-0.09501700901473793,0.12878482037465666,0.05932404862031396,0.03261204272459662,-0.05029658217606702,-0.007935640925878413,-0.03252572408298045,0.02076778349127285,-0.058890201565457864,-0.0355277795477652,-0.0959229412836361,0.014522032882804067,-0.12017052556606618,0.015738846759208114
APOD,0.038135146450984474,0.1523132766718167,0.07239342357697447,0.2398699713523567,-0.0175307487825836,0.2679506039547652,-0.01905993684874564,0.00041616985398070276,0.055056805761883355,0.0013586905691271645,0.015217718226619657,-0.01994323459599259,0.011586996086696196,-0.05861268586808152,0.27309245221181083,0.37851910359065644,-0.013614261131358992,-0.0012090806459609386,0.0005695722164335249
B2M,-0.022882589068500603,0.04954621399327903,-0.08308061165940238,0.12040806754197099,0.023033944697192183,-0.1860846483662645,0.1842847879099944,0.05717326099107734,0.043907345714733134,0.023242004730217286,0.016773440988067472,0.04216519730555238,0.10320275762145001,-0.017135571772896818,0.02348850467569066,0.03501033791914193,0.03894434143051443,-0.15169192697237782,0.11851180525019941
OMG,-0.01983493272009318,0.07512961414578546,0.039887760266360386,0.19017512845696244,8.05172709534177e-05,0.1775758619109094,-0.04586951628095759,0.00959923579818108,0.062679613188756,-0.04293214606026776,0.06176871622084469,0.0358440484006549,0.005981099008916352,-0.044187747371056255,0.2884550766760683,0.3559936060259021,-0.021000010574771938,0.07836575457930217,0.0454484300366457
CXCL3,0.017590450376411597,-0.03049206644837743,0.07232372994922678,-0.09356908486298891,-0.012150874702162244,-0.09821542139197288,,-0.015612957114240489,-0.03611538471551143,0.08722384660111622,-0.02290761668166523,-0.08746567600330138,,,-0.09023627134189147,-0.13799913266050157,0.04560217451291635,-0.0774691788822437,-0.04646824280932074
CXCL10,-0.06694514144886618,0.01684294858429696,0.006586713156604932,,-0.004929486311810788,-0.06509038171243134,-0.005339539310302285,0.0402320686342858,0.03828278737964096,-0.02091467601655247,-0.007524153714974999,-0.040960339216140104,-0.032335769096969225,0.10293955347003397,-0.008952017222445383,-0.022040137453623692,0.032231600644226324,-0.008526842264507692,
RSPO3,,0.013290583853811344,,0.09373032569992351,0.006765333536297243,-0.08647607716075165,-0.03661235964925958,0.021920059668128,0.12863713204649443,-0.006583890108160402,-0.008755829226008113,,,,0.06844117683522041,0.1319262381433708,,-0.05451534568592302,0.2204913877824007
CORT,0.03774405717748854,0.043826427918679585,-0.027851668989060104,0.08138414304935146,0.0501419998845685,-0.01654968547452286,-0.035091351855084156,-0.022419169900836734,0.04007472787975504,0.0011585571698134486,0.03770704470760604,,,,0.07608474845855004,0.04926711246912566,,0.08567469248765539,-0.030774465711846232
NCAN,-0.04835533892003105,0.19800192294265248,0.07093097351273331,0.12929004257901416,0.009359193287423032,0.18193631501106322,0.14330703864019645,0.04555109510269686,-0.05954082563121559,-0.013611847041281015,0.08922874269408683,-0.06503780139317575,0.15832694460001687,0.09189081483383127,0.2769086358367107,0.385295926677674,0.06227173169238882,0.17823104657091937,0.07934925428635689
PRG4,,0.029622948187759252,,0.06101868080443356,0.06904406101439046,-0.016056526171292808,,-0.01691521606762722,0.03487641480957595,,0.033738782070225945,,,,0.01497147650555677,0.0020362982960519882,,-0.06344364987930824,
ZG16B,,-0.008249304122873094,-0.018766038794236762,,-0.02369155780601645,,,-0.018262694007462235,-0.017758447389543915,,,,,0.01215320179394807,,,,,
TGM2,0.06568690828258969,-0.07793074882686808,-0.04436636968151332,-0.08852719389816804,-0.021359148269408938,-0.2314241809392508,-0.005069284348049744,0.009067984643794795,0.018179898090183794,0.007484875952807051,0.04425344784967569,-0.024571637805100164,0.06663333585619102,0.060583568578871275,-0.024194384955525016,-0.11061101177142682,-0.04396165044772701,-0.04650754538882767,-0.047491726040226605
VEGFC,0.052380228307701206,-0.050576469208098135,0.02886436292905666,0.007163077340926202,-0.019746207570405034,0.03421712083258534,0.00222942686819823,0.04728756216886687,0.023343862525695126,0.00415409298029882,-0.004560109409351669,-0.00043917075499475656,0.0290464097366327,-0.03808376487480605,-0.07612116938894031,-0.052554734108367154,0.00435369057244021,-0.015654930767837374,
WNT6,,0.0015777566698789093,-0.01735477113814344,-0.01946452720755579,-0.028233539064232586,0.0577364634444814,0.03891650920034732,-0.016633900050811504,-0.039520791263693365,,-0.02492778496527821,0.0068547201530617516,,-0.04540651175383867,0.005529098619750473,0.06014081063746199,,0.030143158110287522,
NRG4,,0.03797954324938412,,0.09198533262561705,0.04836662590048528,-0.0025140398584165536,0.05109517411745385,-0.02106897468413112,0.10234173823435455,0.03991052527689532,0.04064619669688636,,0.056678345375437665,,,,0.033002694954532646,-0.014678163280836428,
PMCH,,-0.020758521112618,,,0.02003848093153578,,,,-0.0044625080360609585,,,,,,0.040185714137328514,0.029462100269950567,,-0.013270635952159627,
