,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
PDAP1,0.00029474329233976414,0.004067257997547733,-0.004726461402922731,-0.02421294709374698,0.02773814522357268,0.014804434032570932,-0.05082843724031844,0.16469895512029412,0.01846881824148617,0.0037350684400074916,0.05108730548008323,0.011797974398730414,0.059327291691948524,-0.014000241852738508,-0.006301564094653466,0.014735773351951847,-0.06115023889042772,-0.04541024510047994,-0.021048259906004077,-0.010286663507098774,-0.01274801199441963,-0.028527426306519527
QDPR,0.06848340844276155,-0.019723763816557893,-0.011552248814486351,-0.011689205483449651,-0.009282739959746019,0.07644875778551816,-0.04291539096553068,-0.12082146349138234,0.0021076753879225047,-0.02995026521029661,0.07859536111677827,-0.04445965331388469,0.07271243831142475,0.05880259075800112,0.021250289617664477,-0.10456253584324442,0.04260105240803462,0.04472893386284998,-0.03018921234076186,0.10061775680825029,-0.019555508812804788,-0.09953230870103903
POMC,0.04584091343777734,0.010109954030354385,0.08897276402378096,0.028231710526264883,,-0.0329256006717842,0.007893023218538794,0.007314518537025446,-0.012638502711172906,0.00909301685066369,-0.003571852260998472,0.010450880195177188,0.007395687617755969,-0.03433528595550734,0.06627820795128696,-0.053768597733394714,0.0677645193498266,0.023976408543301984,-0.03052280739007784,0.04552837853618908,0.027249846498828348,-0.061808357872839746
CCL18,,-0.026259927730457357,-0.033349483896663513,,,,,,,,0.07137958589807693,,,0.02582486475652276,,-0.03145232141378619,0.0056607308775501195,0.031134845346941463,-0.030557769743333255,,,
CCL17,,,,,,-0.019859717863683048,,,0.03698888535392012,-0.013920454173200043,,0.05216986739038205,,,,,0.023024693976013626,0.08033044708800664,,0.027795403651489553,,
VEGFD,,-0.010027900048192621,-0.012835180278408083,0.004854481103871031,,-0.020113819390295752,-0.005985018346796739,0.008859261824336651,-0.019272408088614325,-0.010210821482018302,0.0003213389633446069,0.043998127118626426,,0.0073964070113581755,-0.051502564145334544,,,0.04068318885152579,,,,
TNFSF13,,,0.031766210394830956,,,0.008308935565712836,,,,,,,,,,,0.06930806753848463,0.011016536195653523,-0.0010858220905746415,0.08740195307980378,0.14642408477290103,
WNT5A,-0.03519101223507682,-0.02900232602898506,0.016526061149381287,0.10174046242882143,0.07565762237609852,0.03687839697536215,0.02133328524405168,0.14774009186893838,0.03651499452551323,-0.011743215535380538,0.03461429004474535,0.03552574650824672,0.08573517000465168,-0.024436374917330687,-0.055579802876057904,0.004201118219537067,0.013202228791891318,0.07357670402452224,0.07086912999725341,0.048895159985533745,0.08002380526916593,0.1605772748403367
CXCL8,,0.10897259087976663,0.02517431843055968,0.01988529971901845,-0.04164229957612567,0.016611688916316095,-0.025448758546522773,0.06777606924185497,0.001723555056095383,-0.00950876094533376,-0.03898954871961249,0.0026486483866724067,,0.03301099518170509,0.06428019625156914,0.11796753990505252,-0.06282693990948376,-0.05324397201281152,-0.009613115381710328,0.03900792524611497,-0.02805790061478499,-0.026562840884237014
GRN,0.0011619840499549048,0.02891033331289415,0.02039521087439456,-0.0856244461835875,0.04866395967437211,0.01904840283279891,0.025349386952792034,0.11160853393411141,-0.03014230499314658,0.028250517802878714,0.03491894660655025,-0.0017769637649606644,0.04114167701244398,-0.06601773531640602,-0.013342142977364713,0.019999969562066452,0.08210486962359181,-0.01468465393259785,-0.02702252307711208,0.07547258428626823,0.06787221948769402,0.03111547617670221
MIA,0.17147014975336455,0.0971443508470122,-0.018784177574804096,-0.02567980982777197,0.021582530767195338,0.005222159503859396,-0.012002998242194016,0.11334776855434894,0.01988069274553608,-0.011612659056814467,0.006083172972807384,0.0537352630808869,0.08219398364723403,0.004938716802995288,-0.002660582212418187,0.06358994326100975,0.1235068235856448,0.07068143112672029,0.002825770864099359,0.04344523633211987,0.05496355831712463,
COL4A4,0.028668013719085037,-0.029784743984038305,0.005230012820127153,0.013000956059621925,0.027247512487798824,0.02823335542791975,0.017791253893190372,0.10726732528315214,-0.034600936167916777,-0.019508343691309497,,0.08360088810677267,,,0.08171613745986732,-0.0026174171422633646,-0.009758397813435517,0.08218104682861206,0.05887787683549565,0.029723447390301055,0.006523757669947331,
TAC1,-0.016485138738298866,0.04284403731736541,-0.06829790019759002,-0.002568119927473414,0.026018158991144465,0.024996329460211037,-0.014786200760145361,-0.09188768979895719,-0.04186958598424699,-0.01544899377170462,,-0.06805150938623279,,,,,,,0.05090181069899454,0.03160771436888074,-0.05995287641053867,-0.06433806451347598
RARRES2,-0.046962947079472156,-0.030185540610321478,0.0294520122696573,-0.030082270369897402,-0.05706800368068902,0.0591571433345688,0.03180175665353172,0.13881972232618145,-0.044715043901326884,-0.03404082434207269,-0.043987068714120225,0.0894641370478407,0.04808022246140472,0.06323263366431843,-0.002899286585991907,0.023217432716865785,-0.019790157060481966,-0.03226649696704802,0.012865335991495733,0.004038704262960016,-0.06872721255446713,-0.06203464564935812
FGF7,-0.0016306781981589777,0.025972384407149374,,-0.022540185684388106,0.04790388572990127,-0.0504205550886651,-0.023823855583730517,0.014507401142019516,-0.004321585457195508,-0.010781990197429238,0.03658720949902421,0.01772465991217401,0.06469448762021097,-0.049461854677707175,-0.025841226286642205,0.07934513876112187,-0.003769122257047579,0.021327512563530975,0.012545419890375244,0.08491273589493069,-0.018713517656665287,0.021027800028862877
EFNA2,,,,,,,,,,,,,,,,,,-0.02453700944946303,,,,
HBEGF,-0.0010411936838449066,-0.027453298233249886,0.07706407662234964,0.03075231018528428,0.07941272403462724,0.007655988112590026,0.06448047710732793,0.09545710046984528,0.051147715724075685,0.09244450620710135,0.035058993165197685,-0.03214912482867042,0.11024908311344106,0.08971403279867522,0.12896815162865785,0.04073231266953826,0.04334329239156608,0.01078371264828554,0.05214783512958715,0.014121514612415778,0.07931458633222567,0.12028066419626564
CSF3,,0.07268904416720966,,,-0.04746439065040551,-0.03044855321200766,-0.009305768018965987,-0.009788541060956118,,,-0.004970493815236285,,,,,,-0.03231383574016222,-0.005545043231322349,-0.03531951272310452,-0.041034494067039524,0.0004000190945000062,
PI3,,0.00044473613606832,0.0257975167671214,,-0.05058342071429007,0.002378402698169995,0.018568865506120136,0.01301576307797586,,,,,,0.15057370459375588,,,-0.08320061976588924,-0.07697393342011775,-0.02199461643386988,-0.08322086805671405,0.0201569579602321,
PCSK1N,-0.0371553785122317,-0.06225433939495869,-0.017402506434553905,0.027540759066011035,0.03256008466999136,-0.028186131494049554,0.08018510480320032,-0.0023602690431131397,0.013743829346375545,-0.05951731887691701,0.04620856477768674,-0.06052931093196721,0.03651526376005069,-0.035663647868336736,0.05812607891391273,0.042089953225498855,-0.016817445654158575,-0.04406053082363826,0.13319910576386396,0.06356809405411719,-0.03902271413483188,-0.03759401052734677
NTS,,,,,,,0.07431406701823291,0.11109527837859852,0.0036464009492350206,-0.0041735368471812195,,,,,,,-0.039602317025778856,-0.029893689787247074,0.021675129124412072,0.010301235471183499,,
SFRP1,0.09081749640812516,-0.04598801227584396,0.03676061668938807,0.01439585175528583,,0.005385432294491579,0.028407284075883728,0.08330205644143535,0.007411691638485073,-0.013920454313390451,0.05393469778053095,-0.04826099675184602,0.0748974073297399,-0.11572996220497782,-0.042493658326345614,0.022967672147377514,0.027270756960879643,0.02806051815492204,0.026193852688313753,0.02338661311885753,0.00446562672456775,0.020532663746795132
CXCL13,,,,-0.011862177288850672,0.08839737017144152,,1.3229064378501524e-05,,,,0.028316255227714558,,,,,,-0.046516547250271996,0.10120682965065589,0.0021474552914445516,,-0.022682528891593782,
MICA,-0.007833870437614762,0.014070673014339757,0.04631401551927554,0.010614587476563709,-0.053414922955482474,0.05436845223962705,0.04194318525362504,0.07945670146649032,-0.0301809145556724,0.076135792083029,-0.02642860023102023,0.023480107864977468,0.06602674817091699,0.021395408078381056,0.017983622633039188,0.049363590789778165,0.002262571870285967,0.12993618086585884,-0.07717970390284888,0.12697748179346166,0.03327206896110195,-0.04011866218657347
TG,0.12436893428486169,-0.023743176153779123,0.045691049714368555,-0.027413822053293915,,-0.017563639701216237,-0.012678497294327252,-0.030776174655468162,0.009759341395788178,-0.010074172233886458,0.0012263998985430596,0.03916498688269861,0.08972322495488132,-0.07379596862430432,-0.05044108509358468,0.019132764884982344,0.0366187218880796,-0.025825696268814115,-0.029068501711261765,0.031422231603537056,-0.013872573907956265,
ADA,0.13728306505356339,-0.01786396553809972,0.035457037408903186,-0.007650049269744276,0.050285716746760495,0.005506437129072386,-0.05446924359354522,0.0991861302312561,-0.018987326866253335,0.05292090402114434,0.008383538722707501,0.0028878608114611794,0.04104174737024258,-0.05641819127059419,0.050634668525827375,0.03674491642016694,0.018166972847173165,0.04857917404679287,-0.040464600259619156,0.13285674000324865,0.10873980744020202,-0.05787641541412421
LAMC3,-0.0038574798188957113,-0.041467854797736736,0.04621174458370122,0.010182194819553176,0.10500904635921132,-0.0006592093426513823,0.021781081061134605,0.09232803864670568,0.022133805153832523,0.050846406741651785,-0.019773898287040143,0.0503365699760268,-0.029959107622027244,-0.1028626960657942,0.0056891973362421105,0.06109553352814658,0.040282172676154616,0.10187333190079338,0.03385429156335113,0.09680051115867011,0.11642527044213179,0.02584938954862803
CCL7,,,0.010590693481220725,,,-0.02503463364232513,0.012409869799509135,,,,,,,,,,-0.03103794237100248,,,0.052737949864414664,-0.052463493541230234,
NGF,,-0.017159824099689042,0.0007769939855666903,,,-0.036941476878241085,0.015242566849302367,,,,-0.019858830822269004,,,,0.10188912476434671,0.017825129497755318,0.027765481056208467,0.010509048225623254,-0.02603089282517056,0.021603248537901843,0.02912899890282564,
TNFSF15,,0.005516114189902403,,,,-0.027877288988975756,-0.0336237500258308,,,,-0.02652201286616329,,-0.03316595987031037,,0.15371743935975327,-0.0033054763134273946,-0.0023465974337359553,,0.013260723966153805,0.06034753944049617,0.05186292615918899,
HMGB1,0.05035158107760109,-0.058272792479220466,-0.023991561705449933,0.01316968820135204,-0.03382528492834506,0.030693025718603047,0.013251160321841086,0.15579813643100388,-0.054159588991525565,0.0035923728859559006,-0.02318270187060553,0.03912397413637222,0.014942725893015412,-0.1250513077516692,-0.08660678164514007,-0.019732974681393414,-0.0191326193988174,-0.0172738098655026,-0.03075447438997405,-0.07083728508278109,0.018069864851630858,0.06775831605638584
ITGB3BP,0.11484808512433378,-0.029538359204634,0.006419674554879472,0.016123981207132522,-0.001260063367299001,0.06297874797994206,0.054659895257376065,0.11549842475153677,-0.0037351864210303136,-0.002863698339129132,0.010840842290330542,0.03746049217164897,0.1193501750361108,0.09367737934392578,0.08121510241627157,0.0854813377694015,0.10374832104791114,-0.0344845823688215,0.03359529221870049,0.08926054202326529,-0.05872903167594769,-0.061106945013013364
AANAT,,-0.03075627139356662,0.03827953569476417,,,0.07907020681252407,0.06063644751138794,-0.005049458161761888,0.018964358045373046,-0.011612659702740214,,-0.017791569497513583,,-0.046838093459350784,,-0.03275891117528108,0.15453727549607907,0.04120203086220808,,-0.0033907630355013434,0.04789639196994765,
RELN,0.12769879363451725,-0.02958724781869767,0.02387611600952888,-0.004599061396150593,-0.05345215607897457,-0.030192541245765064,0.020392653159162003,-0.024154283678294506,-0.010504871209806234,0.031521117583819924,,-0.0400509896416541,,,0.007505172777108467,,,,0.0014505892889447797,,0.03202298239687898,0.11552832549603229
IL15,-0.02008126407126551,-0.030176435328608125,0.03768009440691945,0.0403260514194797,,0.02345661992408646,-0.03347017422316508,0.0684195973566339,0.0284369469224658,0.02243705818203312,-0.016306494320780084,0.006525125936686923,-0.01641078419748959,0.11743223373907082,0.020451102459887925,0.03968929205992485,0.017070577102616606,0.02670746613973198,-0.04593106705479203,0.07626601203711801,-0.03412704480458674,
UTS2,,,,,,,,0.10250297010275466,,,,,0.0018571385280786072,0.055884678422653475,,,-0.023187514663596358,,,,,
BSG,-0.0685218765951912,0.025105927791035473,-0.006680222679908515,0.008611396427999279,-0.022749147096415904,-0.04261614500419056,0.01499356845940686,0.03819832753037785,0.04291457428498672,-0.07240477789064358,-0.02043131469321298,0.03839858108658986,0.11692154492555397,0.1104010030946222,0.03561305203764306,0.09773747478395117,0.05876469283503521,0.05572410746712691,-0.03409029362563379,0.1339319382538365,0.05485232792777857,-0.0519985602465247
ADAMTS3,-0.03892542468724479,0.030172826252059286,0.04645571492381696,0.001453426546380303,,0.023283378821400642,0.08178872075256215,0.13263664875875622,-0.009230417680025431,-0.03329208227780768,-0.01399034252095515,-0.024265732636318142,0.15717273035800566,-0.05990657379980492,,0.052123736103068634,0.014305960565024797,-0.025372430145453897,0.12530118043058694,0.11387198150743263,-0.02725716415465359,
CD34,-0.00844729983277213,0.020972639718353475,0.009299790134906692,0.03125610842066976,0.015516352126823136,0.0049494995067292605,0.04490343373382917,0.08754117484990938,0.025126384129963774,-0.021726970995816507,-0.009430366308991979,-0.02218215397316285,-0.011658739863799434,-0.10563226836352486,-0.01734010682377035,0.07827739716962438,0.01280852339335219,0.07260850006911243,-0.054576002186397986,0.08762685644013939,0.062959381021739,-0.03195978303195409
CCL23,,,,,,,,0.11012406152467204,,,,,0.06497655913669045,,,,,,,,,
PLAT,0.02965536076710281,-0.035220997285560454,0.029721877969232285,0.027945730578906033,0.09155069191224331,0.04490282924711458,0.0009200936847297439,0.15504734610314905,0.07842608479146987,0.04983820525688383,-0.01893310144017593,0.03873955630766267,0.039550031025551054,-0.011440982534172115,0.027710788729950152,0.09256188770553553,0.06662036195370263,0.05967091335104912,0.10575148379677385,0.046645976842714154,0.11924955651759306,0.03882121938688083
NTF3,,,,,,,,,,0.041553879941540396,-0.027609955089158845,,,,,,0.0064143981444445474,0.03697035393038735,0.07368539570866417,,,
LTA,,,,0.012774975799256882,,-0.032086228581574526,,,0.08999518772961777,,,0.006095595393042032,,,,,,,,0.006990580608902424,,
CKLF,0.037556354714971506,0.015325718291978716,0.009803710911000858,-0.005564786616621734,-0.009620004973508164,0.02449575296806144,0.013941732334668548,0.1184686058341503,0.013035039022696138,0.030642402626673004,-0.012861040225375613,0.04042444586014811,0.12336312988496567,-0.008161872686549627,0.020764337642669967,0.056116034533337765,0.0163981105461247,0.07267737183892492,0.005242067055461066,8.877895138431967e-05,-0.03016703020282388,-0.023827787486303955
APELA,,,,,,,,,,,0.10268360837920204,,,,,,,,,,,
CD24,0.08277086865550302,0.008460156650749704,-0.01269232234654997,0.06761012441713829,0.01809304607977756,0.024112293572615198,-0.009158877769246291,0.07806475703933691,-0.017231118009420846,0.01633080121256348,0.023327054190625664,0.01673217910301318,0.09532557773893496,-0.0944938223557632,-0.08532672813899257,0.12171387808969036,0.015142634631160237,0.014135423145424342,0.09605904048666719,0.06514172740589988,0.055524647927551324,0.005308887392847902
HSP90AA1,0.04716722786622886,0.04800402295924292,-0.0042017434850403785,-0.004496304712097177,-0.10217377713560388,-0.06537296861056222,-0.016496052779689508,-0.1418155123300881,0.004688860472666069,-0.005275187731306627,0.002636216198034062,-0.07148134952979211,0.042785986727768954,0.01851997893200603,-0.14111168312657105,-0.054925721558249756,-0.09834898933767386,-0.10962882058863115,0.015431939759482791,-0.13505275583649223,-0.05437546771672082,0.08613752904309667
BMP4,-0.019648239465235896,0.04569297000112442,0.030504187500122633,-0.005382157842487639,0.10328600441300133,-0.0161092109487823,0.01949128256999914,-0.004663679743715598,-0.012918239250454128,0.03472470484492378,-0.019083658117665405,-0.016730272785060948,-0.011773775919953967,0.025412564205664012,0.10621243722402589,0.03619938293474064,0.0248473079111679,-0.03075801945876194,-0.02538874287950969,0.09912684511896241,-0.053562451575625884,
SCGB3A1,,,0.011719807641526242,,0.08810127745936835,,-0.03607999835965304,,,-0.0097953920390798,-0.019341371750943515,-0.023412448441389976,0.04050807832774578,-0.0628786136465443,0.03148147043688484,,-0.037332061971360846,-0.01162219028066768,0.013267297859385461,-0.00495413030270437,-0.05521082373673775,
IGFBP4,0.06285417562876638,-0.033436345667137,0.01932142342622743,0.04641240252300416,0.0822525398189817,-0.05498997159052443,-0.013969339446208559,0.04744457533053009,-0.009299286631981821,0.018327275010094318,-0.02467030513580153,0.05619369917579041,-0.06733555710886571,-0.047317470955608364,0.04618900273600226,0.059897841340858245,0.013590081973788207,-0.02844399515897062,-0.0009327865516184546,0.08009333159629818,0.10603283368731377,0.10123601654040058
RSPO4,,-0.02096248442771505,,0.06763328611555168,,0.0025357220390532114,0.05109830881808966,,0.010836996756230646,0.10740441239728404,,0.04981095190226461,,,-0.03159654496857158,,,,0.07991342339569421,0.08196809020192865,0.03898070379364626,
LEFTY2,0.0785901970673092,-0.03511229701587638,0.016813493827150534,-0.02040780896942475,0.1182018742320191,0.06595262694294558,0.038196781225452524,0.15359777704235272,0.036232323115338694,-0.010740765600047678,-0.02998817102661841,0.04263289633047937,0.07817584538872241,-0.09178846065849951,,0.042236669623471494,0.07524027207405548,0.07480507259485263,-0.04171505078513388,0.12403647754583143,0.09874800470302461,
PF4,,,-0.02200517248808729,-7.445261073344826e-06,,0.03042001669534355,,,,,,,,,,,,-0.02248986793673536,,0.07041244552727989,-0.027139129029555287,
ANGPTL2,0.11270780272246066,-0.0010403519047030509,0.03731482784310017,0.0071403811184794,0.06782835250534867,-0.009296158502577529,0.02695426051027394,0.12566562016635519,-0.05460374725402592,0.057306152845560746,0.0019625836910310552,0.05287171324611262,0.07515670992309562,-0.10311841569405236,0.034059843987349216,0.03820333942398242,0.095496865741561,0.061475388098293816,0.03622303987781618,0.12234238685171575,0.094717045055551,-0.04057032451309353
LRIG2,0.04810056437327815,0.035377605518250824,-0.03192228668318161,-0.04881101967134123,0.07482571126265705,-0.029940115782159753,-0.0013709478940817476,0.08425206551641114,-0.03682404522737537,0.06804840716519561,-0.022981936505687483,0.05754356681793857,0.04716545084500323,0.035179846397896765,0.07433975790635775,0.11136185486651062,0.06660057436836352,0.05055454502968232,0.03636874967228811,0.10208901436214168,-0.0023689268244748663,0.02034749609013382
ICOSLG,-0.004008531218829414,-0.014665475982711574,0.06256008235041512,-0.015423662638486987,0.08530148494949986,-0.02878595202243027,0.027520688675085326,0.037709725852215804,-0.05585518296138981,-0.01858982216085062,0.0004989509713627933,0.018635509646095044,0.11276316945405147,-0.012227760822465237,0.11352622543428595,0.07023339631888187,0.007247437891018112,0.029812756827230565,-0.02742955012663702,0.14982455182180274,0.03286999862253832,-0.06521131974802505
WIF1,,0.0043199772446568694,-0.03959473615990606,,-0.05399729866411453,,-0.04785800837041043,-0.07718270773992347,0.04996477326673583,-0.018432897031802047,,-0.032837375527243445,,,,,,,-0.02851475305549445,,-0.049799721923426576,0.031168189887814113
NPPC,-0.023370480330791723,0.04546739019917434,-0.030535616219545623,,-0.06365093075685242,0.034229825868952776,-0.006490510984738261,-0.005749901951368645,0.002465159999097305,-0.013613195802611689,,0.05618099586165212,-0.027650838525372326,-0.017259189254945514,0.011953325483827637,0.017235052046454206,0.020940100895023496,-0.022693852618325048,0.018574620052608338,,-0.016773401787540124,-0.0585101484417387
LYZ,0.012887762835940491,0.03171762474377015,0.06603813590365809,-0.019631706326726412,0.03546809557036288,0.02371854502596196,0.02180163864189773,0.11246795199555913,0.011437079179039515,-0.023265123290749794,0.012312527368377651,-0.018129737159123974,0.021357908565208004,-0.011468852481873102,0.12476013935756144,0.033781307485647685,0.08873353475288275,0.037779788700422194,-0.03674991808765455,0.05192141281106107,0.0415495323879548,0.040471734118661847
EREG,,,,,-0.047267095894030726,,0.039985205151132436,,,,-0.03506648547201058,,,,,,-0.02875215942434559,0.003038998930017554,-0.038205384663780144,-0.03184898150476775,-0.013893446169792559,
SPTAN1,-0.021050893006291357,-0.0368499409334506,0.040466151368709916,-0.004065554222108459,0.028656775184983222,0.03643345860894651,0.036544477934641544,-0.041507232080978916,-0.08697984464772049,0.009667846831249789,-0.0027425953706828117,-0.017114061754427066,0.058621163892517675,-0.008107657834855198,-0.0168434427298471,0.04302959604328819,0.040859703597025954,-0.04568362736152764,0.07144601837242173,0.03859049916500166,-0.10697490777676202,-0.04159609376842564
PTH2,,,,,,,,,,,,,,,,,,,0.07094376658902932,,,
LIPC,-0.024443226085537773,-0.030824897257296344,0.025635339785983174,-0.027600350167882304,,0.00213781731680983,-0.021088721971478777,0.052468386570125876,0.00546718301429149,,0.013500170016558283,-0.004458915608070291,-0.029320883802380102,0.030621630156665944,0.025755637708048985,0.07381894851672896,,,,0.1634907339448626,-0.01641328003215429,
COL8A1,-0.004607410758787265,-0.028871246679213532,0.06560709973209021,0.05107505515676023,0.07099123004458373,0.0869143175860563,-0.003128119014423832,0.07177774086518031,-0.01242690551381554,0.00410034659447775,0.0013707839824446356,0.017991436627554945,0.07764621107088836,-0.1239817306722112,0.023748846135665417,0.09966375326601466,0.09036959601494364,0.042145014374083474,-0.07123339141234074,0.08019907302958221,0.0717155503017148,
GSTM2,0.009996633390655886,0.009431790203455161,0.004840377865293185,-0.04018428452872277,-0.02369586284100452,-0.02901430417280439,0.017120446942896907,0.1120320105008031,-0.005539974313091708,0.022481554479453096,0.03217678858962079,0.07497925101085237,-0.04362179178562475,-0.05969527728996378,0.019324037812172873,0.006009239134381564,0.08289923225291546,-0.05135759929220737,0.05014165138337494,0.09085882342939519,0.017911260048204022,
IL4,,,,,,,,,,,,,,0.02871669258239009,,,,,,,,
SPX,-0.021115878227314748,0.07345348518949993,-0.027845840172615738,0.07717949151404345,,-0.001688561782308852,0.017226870515325655,-0.049145346521438996,-0.006770356940845326,-0.010336683166497102,,-0.05805522174394776,-0.03665649065204159,,,0.02720514616861454,-0.0039957886812196815,0.14958772442131185,-0.035015376386114204,0.03372512826785554,-0.029265128905403566,0.033392463838222315
MFGE8,0.022632008792612627,0.018077153732156948,-0.0012246613803293819,0.0306962008571939,0.08507461322921323,0.02401848182638643,0.02932583058133964,0.04025750513272123,-0.015753571886438857,0.03293921317218521,-0.045660316603414665,-0.02486156862032563,-0.01500932445883113,-0.022324022417827726,0.06122581633060276,0.06810856448207597,-0.0018854550996235887,0.02937194303272585,-0.003914770399291856,0.08197307822619461,0.041679339648861224,0.07031908420402723
TGFA,0.030507690711238482,-0.027321313205417398,0.019023956476062077,0.04983605562166194,0.08057540295643564,0.051203193666352856,-0.0026028689140292316,0.00868811282621921,0.06046458179408361,-0.024184025364781685,0.04948564801809232,0.01902669122215478,0.057821398359633805,0.1192241246420612,0.07217907099869783,0.03823701327243211,0.04721197785358857,0.053423518331700996,0.06079326447967747,0.059190496649619145,0.07557641027501184,-0.007595163927110453
SLIT2,0.17203642534414404,0.013865837965595557,0.05628483014045075,-0.01737761947816954,-0.00790292562714979,-0.0389954339239789,-0.006008070878133059,-0.018881363363767535,-0.018265016383687018,-0.012379531065780191,-0.0003388364617115984,-0.06641264507326007,0.03196772749876608,-0.020462954477987187,0.04468914094517874,0.03869934940308764,0.060316331256533184,0.016880787655323203,0.06255420077598504,0.04453917095528943,0.05221569346934203,-0.05323406417659445
PLTP,-0.009886940766950588,-0.020818828753305207,-0.023877180117801964,0.011824304079661079,0.037826785036401425,-0.01976526253636253,0.021146591697997368,0.09342221322909536,0.004349225186286169,0.013107453733562601,0.0074089332934438165,-0.036410033149061584,0.0289081067820845,-0.05863038908538416,0.023797419597734796,0.053208302858735665,0.021839590267914443,-0.0070279454150223375,-0.0053668227939527155,0.07872065383339769,0.05587120008756479,0.03913372587468891
APOD,0.0799318926465948,0.006218469281476205,-0.0008415523469674497,-0.009858567634533048,0.04253068610698448,0.03324239329046298,-0.0017818115221227193,0.060049681219415244,-0.03460426091457445,0.018886184448325894,-0.02130860509040591,0.00873612616241349,-0.11860045423135814,-0.05675178574896997,0.08038674973254203,-0.15752634017480846,0.09588414118111009,0.14018141528141717,0.024341580142850795,-0.07171357630504688,-0.07353001225428432,0.042703388901963624
