,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,0.04077568565852494,0.022486183470294248,0.02695075798537817,,-0.015128677413213637,-0.03188330039469884,-0.03680802128327492,-0.035088946603458536,,,,,-0.044493219311622464,-0.024062984823652378,-0.04761977620775485,-0.0204358119501123,-0.029211169491849633,0.09304195616886263,,
PDAP1,0.011466988545645762,0.019631569932029802,0.011995589423113904,-0.032316663938038524,0.0028781990714046835,0.0527552118446216,0.031925533608629514,-0.016201488327732813,0.04171723495000102,0.02963734259911242,0.054120217816802166,-0.02544573664803959,-0.07297424463737383,0.03899309267573047,0.06288417259313825,-0.0366733371375951,0.054288527216818254,-0.04687465863984259,0.060854298886139156,-0.04828578694252313
QDPR,0.018392337048671336,0.0049466867535822665,-0.014039482527170069,0.05984492205796336,-0.005322215167790927,-0.015305913222253156,-0.11945168896493606,0.018745726877038852,0.024889960521740057,0.09717409415308434,-0.010460517498563927,0.02139001298878507,0.007025494918595874,0.06204798365029161,-0.10956882338901272,-0.003331489366345494,0.001664497532756923,-0.023251351459686757,0.009780879546084932,0.00590603578497305
POMC,0.06980764851857127,-0.006488535323281798,-0.018232400665192477,,-0.03702296931769255,0.005140554747595775,-0.030227361668101884,-0.025887225739620472,0.01836961004824366,-0.010628490892522765,0.04576117349709586,-0.02153742456440352,0.03542264647655803,0.08039263490884398,0.1533577384271935,-0.008100037126183481,-0.04225473381882071,-0.07159225672988657,-0.009599519984538292,0.037002184931200666
CCL18,,0.009735465916503826,,,,,,,0.09049172011788269,0.04222130893196688,,,-0.03815060945993713,,0.11977361514474248,0.024320548614712435,,,,
CCL17,,,,,-0.0364737711723758,,,0.07404356529344298,,,-0.023283926205512527,,,,,0.029566114379884757,-0.025990058218398275,-0.022248300966581286,,
VEGFD,,-0.03369934644792269,0.0009088852543391732,,0.02680256649340638,-0.030504136643891316,0.0416860486087545,-0.011295445751622,-0.02597865288707958,-0.017197397864358695,-0.02495410489533524,,-0.042980926083860525,-0.03636279122846808,,-0.0204358119501123,-0.008638883643178314,,,
TNFSF13,,-0.02543060823528664,,,0.010754832507782277,,,,,,,,,,,0.06489632009746545,0.08057067291622903,-0.02398672569544245,-0.022675886494940213,
WNT5A,-0.014487168910924438,0.031124884956845008,0.022021721620257118,0.027751861362582113,-0.009067892239076872,-0.009356481163795307,0.12689549879591625,-0.021154902337906206,0.05595149834952919,-0.00935429944994249,-0.00521911181971098,-0.02213438312598694,-0.052792292677937364,-0.018760735228561542,0.06438241849714813,0.021650505281358978,-0.03779545165885598,0.06098964496386419,0.04589237997644962,0.04243954338461144
CXCL8,,0.005376707388928857,-0.01421203006242631,0.019310345794014507,0.031906386444044005,-0.008051102411383572,-0.023447337603083183,0.02413203626299451,-0.017535603749534286,0.034649760126141606,0.022351656124263295,,-0.0717097840012129,-0.010217048125579357,-0.013232953860509473,0.00905964829431162,-0.03690021723722757,0.05350254113016587,0.013813009597070242,-0.04457790239409638
GRN,-0.03655254948276998,0.007066389337037703,0.01478277533641435,0.04393706008410852,0.0030203007664649176,-0.02631626303690512,0.13838910091781553,0.038367611800217215,0.0946274412190243,-0.017103064453510515,0.03374735859653541,0.045362946671043146,0.015048104734381644,-0.03335509543836378,-0.021235981884644175,-0.019492059951676324,0.00947377600177161,0.08808755226565397,0.0953071077682926,0.10815185319059456
MIA,0.042821957404191154,0.0037580409407639314,0.03647481537830911,-0.05258048406339822,0.06272641025764268,0.02414243798399593,0.017695069245810397,-0.003948077328464635,,0.07625343770904665,-0.034175790239907224,0.06855324363353367,-0.009086873349340345,0.04786925630051191,0.12560113091004527,0.04393675659957287,0.07449612136215902,-0.00075613094236327,-0.03531700180323884,
COL4A4,0.05725524828083235,-0.021913248960911482,0.004165670758856602,-0.026959084924597324,0.04638644679369914,0.013286849498970486,-0.018561438134436024,-0.029050593602707075,,,0.051393092333431596,,,0.018572593860830523,0.024494330195878235,-0.007247992085396843,-0.04003558377841321,0.045837991998568216,-0.005548061469410378,
TAC1,-0.020161086570145252,0.009827028469981371,-0.05531504366181119,0.06097685088836302,0.04016343692053099,-0.0007343387127156205,-0.09772173328292064,-0.05214772651439434,0.009013209391706665,,-0.058751900079008997,,,,,,,-0.029247653923033884,0.004376126707020102,-0.008930215854202686
RARRES2,0.04381430043833657,-0.016035705016144916,-0.010048902277837666,-0.008007999076569999,-0.007840954524007336,0.04968144987551327,0.11963323193236676,0.0365448546556974,-0.03893120670585762,0.047523964480554376,0.030724559945254238,0.057208683863898976,0.020759642189201576,0.04289613520317478,-0.009965898778729144,0.0013062708769025653,0.017993850717651413,-0.032814582211456285,-0.018907617063923847,0.07021724690574103
FGF7,0.023587837252254534,,-0.003062129227255095,-0.0025224324928473352,-0.009638440571134659,-0.032949429933149414,-0.005574651886567659,-0.008138299851011745,0.018772139779307966,0.10429583034266,0.07948888686906838,-0.026528496692320293,-0.014221707767468953,0.0068473336204958315,0.06073613445954056,0.004224151462809936,0.026384616628327355,-0.0157422754983327,0.048932495290083776,-0.1211711981865933
EFNA2,,,,,,,,,,,,,,,,-0.01942287163116142,,,,
HBEGF,0.029900456703712025,0.0278001656331725,-0.006200437228274959,-0.013139048803409064,0.03220327914641737,0.013439727217389919,0.0773985404193853,0.01696509187245717,-0.030403882183848863,0.0541258595335952,0.04552192761290616,0.06932240333061578,-0.019188471951647537,0.036662518953194376,0.09032899005236805,0.029796142092687605,-0.053141499851860646,0.05071431667966769,0.02303314266043797,0.10324416086803302
CSF3,,,,-0.0280060690605465,0.030940937836427183,-0.03309342091552239,-0.0001759173495610929,,,0.07790178773210352,,,,,,0.02469020889236572,,0.04980783853835891,0.07897039302704434,
PI3,,0.015437348514458223,,-0.016132657880004578,0.03513754104749825,0.03727346516918829,-0.005101338619381384,,,,,,-0.023532905760287343,,,-0.0046335791949949825,0.0005185005828425187,-0.015408673919838453,0.01474994050872815,
PCSK1N,0.02933857819965542,0.02576337667459766,0.0063422427424986785,0.02670896271939317,-0.01138497351205802,-0.0011863610613951966,-0.028944191292322854,0.006408365873044095,-0.01234258630289905,-0.023103663095494855,-0.07679787916411367,0.04512111323317875,0.03606770144185749,0.004680460168859388,0.10490744722514954,0.018911477734314914,0.05365243849656976,-0.029553915284191677,-0.009316068298884933,0.023423430621870658
NTS,,,,,,-0.0206538313021494,-0.024137027062732477,0.0017996469433701366,0.06935593823283955,,,,,,,0.047629382143405535,,-0.03468779239382331,,
SFRP1,-0.013781988271548584,0.038547354193792016,-0.009762065266241505,,-0.03182477519011237,-0.03479993730105742,0.0008778793318797009,-0.014034774084392933,0.05074688438923916,0.0344431001364585,0.03923091655278322,0.031291795860357983,-0.05130893283464257,0.06502300090945953,0.12162374711003636,0.08059748988018638,0.06025351042723017,-0.007625594325621868,0.042151626113979754,0.06325298418183138
CXCL13,,,0.006615411171953097,-0.02033571989424773,,-0.011769416524387098,,,,0.05079902665069005,,,,,,0.031770402207484526,,,0.049143588269719075,
MICA,0.019668646326126908,-0.025880506745193745,0.015353380074417179,0.015211940710387872,-0.008960533776108687,-0.048992711258152855,0.08309838100131808,0.02703422394772022,0.05162172335397027,-6.400542391627995e-05,0.07356939882755936,0.0498244435953174,-0.07489370604222696,0.07951684357939821,0.022161662347924115,-0.0013520977243934315,0.041317991324435595,0.0835081946108199,0.026949112227803433,-0.0028417877379114413
TG,-0.023349002304986856,0.023488339350100945,0.027995322375380518,,-0.025962917941722417,0.0703853027386618,-0.023700879709201185,-0.018077133313743825,,0.08935149617791542,0.014104783167984473,-0.016625585294923716,-0.01724273187348073,0.041359999874377114,0.01682778209661,-0.01536740572602049,,-0.016593651562426735,0.015296497067470749,
ADA,-0.007545536308577524,0.09407747693391914,0.03048341697865345,0.03188729933995429,0.036605242107486696,-0.0014270748245461661,0.08424558021335435,0.038601906617853926,-0.01675844889873312,0.028776405146385804,0.06645791583143332,0.030974246059508485,-0.04535496754076071,0.07017141306551801,0.006740295628816088,-0.05829995870475816,0.004133221522207853,0.1031864185047941,0.04997886991554165,-0.009953610932848486
LAMC3,-0.010861729618020857,0.04864971173753338,-0.03862924079453705,-0.05227741228872519,0.02402537301796296,0.013515458884941024,0.07241766272622656,0.04510494421378025,0.014387032375275225,-0.02187706166204773,0.017632770030837516,0.04520867137599627,-0.0015563692880095042,-0.034272712122930836,0.07137100862716045,-0.015516538139921906,0.03893884415544588,0.048758187244003104,0.07119450356415258,-0.012718742644470196
CCL7,,0.011513517472305973,,,-0.024830638737624942,0.0028337276863176332,,,,,,,,,,,,-0.024546111489508592,0.0764622059399542,
NGF,,0.07789282007348279,,,0.0208373580509257,-0.025000709688925985,,,-0.023389148045815798,0.09383537743284501,,,,0.0022095289118106497,-0.0501742531987001,0.0021228142280421995,,0.05622553557285466,0.03906288641022344,
TNFSF15,,,,,-0.017224502480837272,0.0006726537784402612,,,,-0.01645293761604201,,0.05352443203592542,,0.042510436874992744,0.006539592744946828,,,0.14860580174165966,0.01678358342046517,
HMGB1,0.0001857866368073506,0.0014996469062794147,0.01916992434885929,-0.04765991060908725,-0.0010152180912061403,-0.036780494069698175,0.07561600467252957,-0.02635215017200601,0.04401242781326617,0.03764904643282848,-0.0061795342335327795,-0.01250866559558036,-0.03830964187959921,-0.03458584345723898,0.026024514877084674,-0.03640630738546303,-0.057819485859488574,-0.04111160269713729,0.051576953909482366,0.07406952694572516
ITGB3BP,0.06910341212673447,0.04542243150421554,0.033557597445546435,-0.03920112275037431,0.003004552438856655,0.038499846032212584,0.03778528059515774,0.004862091269543831,0.09268443521828955,0.01116315830652226,0.08148580741186999,0.021888358581935836,-0.06337142701272662,-0.024207675318742433,0.08968975364847598,-0.007980429208256618,0.013842156041520025,-0.011744047263046826,-0.012486454446850408,0.005184354578101416
AANAT,,-0.03109982977215549,,,0.05921497380147956,-0.030504140998528727,-0.017713686575557365,0.019820032288019124,-0.021989238916110387,,-0.031233159873097698,,0.11613668732912567,,-0.03516579254369299,0.08977771240360513,-0.001379059750100897,0.037607453554478136,-0.00786193051540879,
RELN,-0.019356941943139704,-0.03599577074175645,-0.03144754032222154,0.03828036340728917,-0.008398375874234724,-0.003243345379286783,-0.05197751425980357,-0.029752366663567703,0.11806309190925719,,-0.03457780382411218,,,-0.02469299560894383,,,-0.04020414200686477,,-0.013622778792565337,-0.06697124868622993
IL15,0.0023308401360805464,0.03181279603021998,0.030302554869286038,,-0.04886366896888435,0.025320628530214627,0.02516594057024076,0.11206035268659748,-0.04506086218151331,0.044847324679750354,-0.028967312209131554,-0.045777247285573794,-0.039331844498207605,0.009852868051374192,0.05756385281309141,-0.04738781421660968,-0.040035578704848404,0.07927626027728635,-0.029616382291673824,
UTS2,,,,,,,0.04954149106033357,,,,,0.07451666549218604,-0.020797468558652995,,,,,,,
BSG,0.0074004673491306515,-0.026667380057934415,-0.013247305377728627,0.01362695021644745,-0.04925710740057396,0.020143187617356183,0.011872625940544928,-0.05727024327734219,0.04251372787250336,-0.003560272364260477,0.06988848173708363,0.025322432624045054,0.05859088323292677,-0.035147831476305624,0.04342369846216742,0.0074377865847501876,0.024167327850876396,0.010143605371137943,0.04124055102536136,0.032124036231963374
ADAMTS3,0.04418270519954975,-0.031896058839453394,-0.014698881606507399,,0.04571484894732403,-0.003747220177867383,0.10527597621433325,-0.009388277645348407,-0.003591635298817331,0.0028857190401719948,0.062170782574817285,-0.002673673521944525,-0.022455860210695507,,-0.009148883654665079,0.020456541642055414,-0.01685069128985453,0.05999760290019019,-0.0031391248187553284,
CD34,0.02260157423637606,0.019396669380013547,0.028051430531031787,0.002289862898604895,-0.050004623312344385,-0.021919794630425666,0.13329595585900858,-0.0025315167595234647,-0.04070869282234294,-0.02268642403772796,-0.04148308254744609,0.016822038245527745,0.029558840944928146,0.006460712084392623,0.035477541750515096,-0.04606157057211681,0.0646112160241062,0.07619428553931305,0.08299550142981996,0.004925247775095868
CCL23,,,,,,,-0.02015536346031481,,,,,-0.010180355359383211,,,,,,,,
PLAT,0.013102265660935397,0.029870797961121007,0.03368986923573952,0.11915384955862032,0.03931231960531713,-0.01521604008240089,0.09099102989968193,0.0136995543728547,0.04386221190797541,-0.0037414697299758513,0.00431742523033488,0.04235004394042717,0.019060294885125163,0.03962857499738519,0.07123716655609975,-0.020742158619529306,0.007407203876976839,0.08267312701320832,0.027157911978804836,0.03431301850639752
NTF3,,,,,,,,,,-0.03504573293275992,,,,,,-0.005526599196776472,,,,
LTA,,,-0.025771057545245214,,-0.013616050978107527,,,0.0106823740525593,,,-0.028967315784870096,,,,,,,0.03786408567629893,,
CKLF,0.00651671414265419,0.023659697963478294,0.019752845887698198,-0.06131776632711605,-0.026870493766528874,0.014943904615706022,0.09495292741789343,0.05319695815523929,-0.02022656823416568,0.05917832934675015,0.08887672776177903,0.04530268715358769,0.08898721266870904,-0.04288474950109992,-0.02490548281820356,0.047514585812840134,0.04679443344908691,0.011749069992795215,0.02826248564306169,0.04196339582627921
APELA,,,,,,,,,,0.12098162089435828,,,,,,,,,,
CD24,0.07434323941948273,-0.02276885136454975,0.016505495089963868,0.026505492817562336,-0.012851893381899394,-0.028933502887994372,0.03689486509541956,0.07758503069308872,0.059145978604456376,0.00397709824436601,0.06073765237759362,-0.024747156128527098,-0.02347325545629412,0.07574848101108411,0.09766547338450765,0.015953188789312348,0.04495265024993783,-0.020892474117958977,0.0733260267897884,0.05102171966616807
HSP90AA1,0.016726944441742428,0.009592307627799553,-0.003699992915802365,-0.05977118514963189,0.007758590878097019,-0.09179431852242406,-0.11999137817813585,0.08074316881450815,-0.04879464729544008,-0.023036068584308008,-0.042586674667141,-0.05598662416091313,-0.00866316442111511,-0.02165917373632915,-0.049512476602346756,-0.04505869128791244,-0.020852652546840763,-0.06346606746432358,0.041055945098505096,0.040867354313012305
BMP4,-0.024029513072235307,0.0327821376991197,-0.027318831697499945,-0.020032185356671527,0.03274645931907738,-0.017009760631642494,-0.0542576262314416,-0.04067448955056261,0.04177436715234568,-0.006069451294219026,0.04556367928397754,0.013264322343196794,0.07736971180400831,0.011726464780606278,0.06640585507364682,0.03476656009726103,0.03570106396694937,0.01595265913547552,0.02598512782591551,
SCGB3A1,,0.09488233483074593,,-0.02993571829441055,,0.0365024057064941,,,0.02019031549347151,0.009469765996557173,0.012948394293955206,0.03986855570661013,-0.0429808843025213,-0.02508046529030457,,-0.026331942119958186,,-0.017938680722676174,0.053039299193823816,
IGFBP4,-0.014638003379301302,-0.009813486657922732,0.0016912562788439904,0.022412171468382244,-0.03974730397974617,0.02254602107836954,0.12411267277775699,0.061173534455629675,-0.01719783549302826,0.03646941239503257,0.043587070856833,-0.003996678281883288,-0.012594767775318887,-0.1005572171969442,0.03561704990397385,-0.03453218285288027,0.027238277879294972,0.07874859639974814,0.03413089754398888,-0.04088018247470688
RSPO4,,,0.04012109522281082,,-0.02409748140493147,-0.022708372078661457,,-0.028239274264878746,,,-0.03174247547659723,,,0.0719584102709629,,,,0.002124034449489292,-0.03363549522992725,
LEFTY2,0.0167398762885745,0.059311376212840064,-0.02608756534187813,0.117142015176189,0.04404563125609693,0.017938388191173264,0.16149426720892257,-0.008930985756510381,-0.023389148045815798,-0.018603169737151485,-0.035759827840031726,-0.02800733172489909,-0.021903906188767933,,0.0032517118226123576,0.015113090315354656,0.029880698631524642,-0.0011218684448254393,0.07519512826247136,
PF4,,0.009817920740251453,0.07297988315094253,,-0.021664243105825178,,,,,,,,,,,-0.017802406558006335,,-0.023246901262871232,0.05353574268534965,
ANGPTL2,-0.019522262048051416,-0.01692213384697,-0.018659397143231612,0.002537615264215663,0.04183829927055937,-0.003188627806397662,0.07082732496019079,0.011175580929846532,-0.037437108627164754,-0.06321281209413536,0.09690462065475858,0.02596907879265044,0.10901437072643202,0.016265216771963662,0.08765170379020443,0.031205961380374375,-0.032226015252683156,0.057560242165598505,-0.0013073518776123034,0.05584633320557269
LRIG2,0.026667368204431434,-0.0048965984659978135,-0.010252984233785596,0.01668952187531005,-0.014482607088609302,0.030801198081808725,0.041464935279435226,0.00011770937326512455,-0.019284223887377876,0.008849170976440588,0.053016889471436804,-0.009363473784603072,0.10406054004933463,0.06697767201047794,0.06651790738013791,0.04453198437574054,0.03198271275665598,0.009856763372565412,0.03283842531700892,0.138607787788986
ICOSLG,0.03622576585486703,0.0468895607951334,0.018682379553191655,-0.05363232934996716,-0.013869214401863542,-0.012393526626700879,0.10938543080445305,0.048000314084876476,0.02112272567512341,-0.04873404640702571,0.07127325292413803,-0.011045460798387407,-0.05391615220710021,-0.032005821029250835,0.06096641887868162,0.0766487604647233,0.0027571418813715502,-0.02556649927458343,0.07555449590680681,0.07894514792479947
WIF1,,0.005823453413652369,,0.022037888283776126,,-0.02794460769510006,-0.07275387758031832,0.004925185451104298,-0.053577904086932075,,-0.04012630866621698,,,,,,,,-0.04834909357977801,0.01776735466717686
NPPC,0.030841678576826934,0.005976248080228521,,-0.037556836569843176,-0.01556682849594593,-0.015189401986495727,-0.021054281517994086,-0.008265615419731125,-0.007313499283505987,,0.026928170794220035,0.15445366573604938,-0.0074720724392007415,0.03920617370402051,-0.04210737567510088,-0.03368334668118283,0.034370918554817186,,0.043889887997160225,0.14273446605495915
LYZ,0.002086131882558221,0.01666486506389403,0.09005790677536679,-0.019877623865996636,0.036867595026026115,-0.01680985127760798,0.07364996295591385,-0.04287629546944217,0.06234041811803235,0.05829049679258993,0.012667952053132436,0.041231536488343296,-0.005400390974175607,-0.08184598592572476,0.009024762709671588,0.005588141180220022,-0.015057898285471985,0.050305396840548466,0.02524032069299611,-0.009271466002272504
EREG,,,,0.01870617912918897,,-0.032654987132330046,,,0.06655671606332211,0.013211131173054226,,,,,,0.06964754753121279,,-0.018609249439114402,0.022115795318536878,
SPTAN1,0.02187370826350958,-0.008430682410918017,-0.026167114646037985,0.059007875940138454,0.0010931003043856812,0.0008829254573732982,-0.013247333350380218,0.012553928316058956,-0.03087000755035433,0.07124119529477904,-0.012242496890331866,0.03454028453283853,0.04320951110332089,-0.008267154986433222,-0.032255485775261356,-0.010469567602902189,-0.02391145470783945,0.008348710744312426,0.07881816469938753,-0.005885847322041967
LIPC,0.033131962221254224,-0.01470709516589296,-0.006821273916365082,,-0.015793684693650136,0.0041424470089196815,-0.02860640814287563,6.55949099118823e-06,-0.01695940104349508,-0.02719996159900514,0.0016648962610938426,-0.030359277452562495,-0.00973953322453283,-0.005068362553873775,0.02058371681009471,,-0.023099626777068998,0.012618409561179779,0.06999663709701749,
COL8A1,0.07054792665378061,0.05046825415716303,-0.021260109015011245,0.026719043890102996,0.022142487215394968,0.04682090841152814,0.10178839437427553,-0.004637033482728589,0.015144985944985178,-0.045582046690334596,0.07000184749679791,-0.017593721376266254,-0.02857492215801467,-0.018806437306673453,0.033720294727097956,0.049076130738452954,0.006772183409481068,-0.002046816707591661,0.04161355730034476,
GSTM2,0.025543716467764148,-0.019548692550984237,-0.02301019811302394,0.03381400541330662,0.026789655509233654,-0.024607520424808866,0.00507430882776482,0.04212883003069555,-0.03826867775891411,0.020949125343788618,0.027601077880778837,0.0914355888854132,0.08165272505956242,-0.05160841943086404,0.020197802797875225,0.015733933862502162,-0.04427409146354992,0.0707968646370484,-0.01799614550110445,
IL4,,,,,,,,,,,,,-0.03700530265770391,,,,,,,
SPX,0.0036200343832368163,0.011527600295997533,0.03696637849727874,,0.0553538357823769,0.008844136189713404,0.007928414094512086,0.0269898277674665,0.07831395338135697,,-0.029891045716647555,-0.037954673455383975,,,0.05387514987220677,0.01419873840024175,-0.0031817685954314465,-0.051179851941639994,0.011997960496147457,0.1393530994989699
MFGE8,0.006083684849680881,0.04231056058425921,-0.025353794279369925,0.07652803322576533,0.01021694587030076,0.11903321300576497,0.03191311139296946,-0.023817657967834967,-0.023852868703965933,-0.019484545145770533,0.027513353683575013,0.027558053842295236,0.0015531607228775081,-0.05223294319236014,-0.005512603707118818,0.06820902092967539,0.019563402667275187,0.09670211534475874,0.08558473174710823,0.010511462170496932
TGFA,-0.02271053547124932,0.00633459444697403,0.02638594603292922,0.04862439061406435,0.01191237489260482,0.027587725094533146,0.10879736211406289,-0.03037528180572607,0.015076095062771773,0.03895616209490651,0.02418242859121526,-0.0348900739244763,0.004840699165030577,-0.12727709066142595,0.013161290316121852,0.004415114016455194,-0.0504333636397988,0.06730477486311481,0.00489188130883975,0.024194128069472597
SLIT2,0.051650275918866416,-0.029305202995870562,-0.012244345237916062,-0.02225032684290576,0.11619158707753108,0.034424267750681616,-0.0523486225676733,-0.0022465289819549043,-0.00469778946178566,-0.015159711698885756,-0.044014369205912535,0.05064897774099105,-0.017936312186406456,0.06637097737716609,0.051205083139000386,0.05424474868672294,0.09350052542115711,-0.03542007829909746,-0.05761933538340928,0.04752229488927503
PLTP,0.024780831659880775,0.05179116524938591,0.0004557002876290112,0.017746863533063366,-0.04935606084737033,0.02767055699342701,0.11975047075692268,0.04272093546917516,-0.004263808091496626,0.0053581627498761894,0.045755535641970733,-0.01774655874924565,0.03652176303129807,0.02974603487723017,0.09345531447547636,-0.003073517334994346,-0.03427002812767015,0.01263804905879954,0.1514805414712127,0.056336602668458566
APOD,-0.01934221559826377,0.03744535233135514,-0.03934848338410468,-0.02419021059396634,0.012319245140017168,-0.034289747827546374,0.051299784253116945,0.0611359407202466,0.030686042433343712,0.008239592070349093,-0.005379408496977277,-0.012386194709347549,-0.0328985801207289,0.031728162655818966,-0.021885500992181815,0.03335221234199116,0.003957377196357426,-0.09326234755332051,0.026352582061204277,0.08155167179401915
B2M,0.055453871570569226,0.044847511242339266,-0.00838091884416894,0.10117953316084013,0.03958868092523442,-0.010878759785167627,0.1419614769306989,0.08196138555707595,0.030480497873210433,0.05993846963960204,0.0900066309278745,-0.03259320853618322,-0.06903894023401448,-0.04362370810247424,-0.0054268935986320505,-0.00038924847501398585,0.014875123488415158,0.1069305409990306,0.0067517186079418,0.011482835666172227
OMG,-0.03697274505550568,-0.01652448368762272,-0.0395117743077506,0.04141938444363271,-0.031105826106257665,0.03123528045608807,-0.02867150854614134,0.009203219754497591,0.054041494553142416,0.2650317528130324,-0.0423643866880998,-0.011082230677055526,0.027974606401226544,0.022046072192953844,-0.0539147226163973,0.05964376134954628,-0.0806567575943227,0.0035699306480414155,0.023547807771807636,-0.0066601050944793275
CXCL3,-0.01880302561083106,0.019965617103551058,-0.012257467336846767,-0.042775064406486235,0.03481010467883495,-0.02533331908299454,-0.023257223713743207,-0.014385063298372986,0.01391347190294565,0.09563695303048325,-0.020861712951728194,-0.02950617661323445,-0.00022749845548719307,,,-0.04923988803239666,-0.02263924846933392,-0.0031001492934416243,-0.007186938063063574,
CXCL10,-0.012334396452129076,0.07714077002986479,-0.07366680537264453,,-0.027862586568126253,-0.0034482144876776984,0.11721332750859607,0.13500284965940215,0.026513599850862858,0.12374394036510537,-0.03315178651809174,0.006008864877141952,-0.07976113724731036,0.009902720569263408,0.0415564247252895,-0.023878188049435096,0.003673864317977952,0.010332072782106329,0.02347028552023398,
RSPO3,,0.029921610863698652,,-0.009830325179717393,-0.025158791873801597,-0.03095396917990138,-0.029086812614241973,-0.02141051342294781,0.0022040775288171732,,-0.021800087964424307,,,,,0.044150942717684064,,-0.02490950340395234,-0.0089472021725535,-0.03710878636961744
CORT,-0.0029237794222743093,-0.03911724221562151,0.02006630863685556,-0.03716787039904078,-0.0027685251464178357,-0.0419658926261768,-0.050341245958390235,0.006260713127983002,0.00722350265854846,,0.016272902156567893,,,,,-0.018629313635987393,,,,-0.03962617337250849
NCAN,-0.015583557137628533,0.01957498254297956,0.01754342446327259,-0.008401451874569518,-0.012795019886172734,-0.047465051956058144,0.008724480967147783,-0.03023119717336156,0.046329723537035315,,0.05403457437918589,0.034922775295009846,0.031180167982968073,-0.026723388398675635,0.00423238682884234,0.029453818855992506,-0.046424293600522054,-0.037539152206293856,0.023362782093528378,0.03234108899761815
PRG4,,-0.010688707239059986,,-0.031314404119135435,0.012511387125875635,0.009222185017707106,0.06626283676891423,0.010281393582141408,,,-0.02548790651788924,,,,,-0.011924620186915627,,-0.011107901691661603,0.021426898460337924,
ZG16B,,0.01720953045921132,0.04251464936096074,,0.003970524290769562,,-0.027204299418704236,0.038949702918464654,,0.007197341653857779,,,,,0.030566655656009543,,,0.02272591900154469,0.04350218844167705,
