,UKF248,UKF269,UKF275,UKF313,ZH1007nec,ZH8811Abulk,ZH8811Bbulk
LEFTY2,0.05661144041492324,-0.010562882068904687,-0.04983443957367776,-0.021086748485093402,-0.08400520054277177,-0.016438703624872954,-0.003896000939109688
PF4,0.006992508439661678,,,,,,-0.01765235945369941
ANGPTL2,-0.028703917114271518,-0.030792250271697262,-0.09380455659655959,0.09952654055820659,-0.012198208775989481,0.004963688713434417,-0.08467932530863433
LRIG2,0.0017827455102756116,0.04165487411248242,-0.006062492265568097,-0.01282285701914955,-0.005453541550836485,-0.006356639100880567,0.04029932517400077
ICOSLG,0.07732796199243232,0.01970575334255166,-0.0462747717359931,0.027050321613097117,0.03669301440837313,0.030953798554133632,0.06381092605666838
WIF1,-0.027480258945780853,-0.0032877599987064846,-0.015615717272008538,,,,
NPPC,0.007135890995612833,-0.02992708445910409,0.0067869732465304635,,-0.036194363528884,-0.02890847312915965,-0.007367784239007116
LYZ,0.038313944435383614,-0.008430053180648827,-0.00107913521992191,-0.029463714213450325,-0.06860154267699577,-0.0022578946334321525,0.00706942193935931
EREG,,,,0.007526697902296524,,-0.039307505238537245,0.03076371533110875
SPTAN1,-0.11150370065839654,-0.0879426958857936,-0.1627028656598776,-0.04104914455982936,-0.09003229894454302,0.03864853189522868,-0.05708501137753917
LIPC,0.037660504546230586,0.05278325147692072,-0.022481981278448488,-0.0308312377485324,-0.04095163480142136,,
COL8A1,0.011144423596619305,-0.01633000087920742,0.053210190204792236,0.12416076196052714,-0.010910436132603564,0.05915798350264555,0.05622582797275999
GSTM2,-0.02824651416311227,0.03183050503491435,0.07289028386775123,-0.045202613180135326,-0.0677829227564041,0.02766914578221678,0.022078981812414515
IL4,,,,,0.07862168820693233,,
SPX,-0.00727868096379237,-0.018299013087426312,-0.08434285515014366,,,0.09477125817498287,-0.021917660561412006
MFGE8,-0.027980868110607654,-0.00011463708038492844,0.06892766201393907,0.002777686197295818,-0.0016025002840985793,-0.014047180061401805,-0.032480523343786115
TGFA,-0.03006092136749454,0.015974289078862246,0.11087152790468414,-0.03323092406909345,0.0922984563635268,0.03710218760247224,-0.05169129209828202
SLIT2,-0.044796487742141046,0.00023121892456611257,-0.05207491360667124,-0.020005850316117294,0.0562964449772898,0.09086124772245986,0.05605100693605676
PLTP,-0.039913943080429275,0.00921977068986544,-0.10159625305274063,-0.09083449999747636,0.03115700665168873,-0.10622079037590912,-0.026529039829360616
APOD,-0.013539539218034885,0.03298818464341066,-0.16269085104049333,-0.04938544665918306,0.004182335617617612,0.06663659238164918,-0.07492681675251778
B2M,0.02988298421007499,0.029190278261613193,-0.11014258082158689,-0.08769120547759113,-0.11768592555780744,-0.09446010085416538,0.08243581942490426
OMG,-0.08408197604123759,-0.011984074380302641,-0.13578727334554805,-0.01561583227924363,-0.08223499701303126,0.03645818284165334,-0.0337861590894186
CXCL3,0.12825925539431526,-0.014593652292045444,0.10413303510615866,-0.05740470578825105,-0.03378558154477764,-0.038779865253515976,0.08290642623814419
CXCL10,0.02786481364214007,0.021228876668933506,-0.1122707634984369,-0.021278171187699937,0.0260761893833715,-0.019996860824575892,0.15142013467687168
RSPO3,-0.019998906981544735,-0.018251655262072074,-0.030563566573152515,,,0.06754124721009984,-0.025932129340407548
CORT,-0.027934059457133863,0.008901503404081636,-0.009913994111289029,,,0.07757205471505514,-0.018472296967639915
NCAN,-0.07132735831258072,-0.021170963558178678,0.0035444972754550153,,-0.07878484532131522,0.0845755713663659,-0.09291121031047202
PRG4,0.04011582236711612,-0.015810892192268753,0.016190841801393855,,,-0.02121004872705661,0.03282165047948396
ZG16B,-0.020415930789269947,0.006132902132420425,-0.01382508594777761,-0.02781725094256678,,,
TGM2,0.029997306703941393,-0.0106936219004019,-0.0038747529458472434,-0.019887263484676954,0.12081639127519311,-0.030468867387644896,0.029045268350428293
VEGFC,-0.003082136880293911,-0.020845668656250718,-0.03722754556844282,0.06974059694812772,0.003874084080858862,-0.02492166002024798,-0.014919526953963803
WNT6,0.13490460676619834,-0.015547942124350666,-0.030767235668724288,-0.0046050942842943265,-0.049639605203008884,-0.028908477029431168,-0.008688802338509452
NRG4,-0.01356011794891703,-0.019693469240985292,-0.004427653468823182,,,,
PMCH,-0.015628765686443676,,-0.0202360967009777,,,-0.019683203315738286,0.039691995730103895
COL9A1,-0.04095541463409187,-0.04052702138114109,0.015693289785454027,,-0.043201661301179146,0.04685902870736396,-0.02770110442368776
GDF11,-0.07347677652513748,0.04173790303714123,0.004490559470326055,-0.00807777953213634,-0.07571316849876084,-0.010016084982434312,0.009596339518275888
IL24,,,,-0.017541463215972088,,-0.014675322087435971,-0.017370901556999704
SORBS1,-0.09216174767996048,-0.012098536054631149,-0.09771020757020697,-0.009106684351969133,-0.040304222726449575,0.001644424830695427,-0.014555676649031683
DLL1,-0.09846023910026676,0.023223579823658032,-0.03604032880481379,0.006109277162532645,0.0006283926827967225,0.11618886531279285,0.020059473564288825
TLN1,0.002390475702436239,0.04287811242327053,0.019482939684561846,-0.019082579159884733,0.05279655409438481,-0.0312182595045801,0.025861135044926004
COL2A1,0.007613069107030787,-0.014593657258427059,,,,-0.03208217790693828,0.05870402814047319
SHH,,-0.011472387827211328,0.007572605110005487,,0.11367299329561499,-0.021745559999380343,0.06447561769796054
PON2,-0.08331913851667515,0.028543899275840827,-0.02053540983303945,-0.1109885076388931,-0.08301449624355234,-0.012780538157981051,0.0466373940159945
ICAM5,-0.03968072072692149,-0.028517432417068406,-0.024279395335397306,-0.01660515023113307,,0.09663782214253927,-0.0061512825604977985
HPX,-0.01841430408596146,-0.021251405390432965,0.01472900995303513,-0.009748136522612857,0.010598674317514796,0.0007387698038775504,0.02156003021619547
SFRP2,-0.01957385880265908,0.21581583260899503,-0.02261180958660057,-0.017311874747180423,0.3142142129333692,-0.04294914573536588,-0.024441645197471638
CFC1,,,-0.01739900230117004,,,,
CD70,0.05607485494227501,,0.011290215981528816,0.03726240158965138,,-0.0039945348172468805,0.02616942644179247
HP,0.025886395781106446,0.0463973501558003,-0.0314254586669147,,-0.03857010330174069,-0.0884793309534787,0.015764765941418745
CXCL2,-0.033100886973401515,0.04353568392490263,0.06351551109591268,-0.03197239891906453,-0.016794428993496226,-0.0750282235446027,0.06455585219941534
NPPB,0.14277975211939875,,0.11052281005277884,,,-0.03866399568227575,0.08325064858748302
CCK,-0.01749550144378018,-0.04357907245626086,-0.11025235878413063,,,0.0744533521787904,-0.0006195732391062861
SEMA6A,-0.060166045073918865,0.04357593994731889,-0.05325288421820469,-0.02912114987608423,0.012822249327516477,0.07170652471059061,-0.09868422991855834
IRAK4,-0.02892300320468648,0.019392228508966044,-0.029643745979031307,0.00219373211660507,-0.014541413654570087,-0.04170782456793484,-0.051156225955319774
GSTP1,-0.035478774904555185,0.08221141426399065,-0.07935483431068344,-0.05704302797816479,0.013511358222516931,-0.007935562765559746,0.04584267365563066
VCAM1,-0.00949100638213857,0.001618635557370814,-0.10755934618738756,0.05033386832210617,0.10658769602405983,-0.05813503547233207,0.09122565065484511
NXPH3,-0.07025803717644036,0.019616229819226498,-0.00760668610074759,-0.033101347391403545,-0.08543488232718568,-0.0022430179264808906,0.05104813089888468
MTMR4,-0.040301978551946345,0.031912739568201794,-0.04423566530296731,-0.002188026287221919,0.047737382288196226,0.044370361644020515,0.0030483404015454476
LAMC2,-0.014908067004357525,,0.09578892858243276,0.048639128617596276,,-0.018041969786582922,-0.022812867925786004
IL10,0.023780742978713805,-0.019150136733753664,-0.05996775122229407,-0.032012685897528335,-0.013312828053526763,-0.020507820053062526,-0.03591607365895644
SEMA4D,-0.06486469272929826,-0.007904014337571211,-0.06318936613562032,-0.04890841488844321,-0.0047253244206700035,0.034342572262722595,-0.0404749209780911
TRH,0.062068799679660475,0.011785242909620469,-0.050541092465876056,,0.045557901404921705,0.03593142467772095,-0.00692954336837477
SEMA6D,-0.03037562017825356,0.03422610805384363,-0.03905032296525718,-0.023637674850100036,0.0630636929448068,0.0016513988340130096,0.048359800335283566
CEL,,,,,0.04063402915217047,0.01853877992506102,-0.02836030022991263
PDCD1LG2,-0.025463982103025945,-0.010800068164563227,-0.03609382525939659,0.0497939728911558,0.07854807690402878,-0.046839367339205046,0.03708792571233932
SPINT1,-0.027658453609610317,-0.0023129735541749,-0.03332020792399595,-0.029103642597594043,-0.05513811555416698,-0.005061814063725189,0.036849191675182524
CTHRC1,-0.060119176566944106,-0.019657682985517733,-0.043879527497070206,0.07184515602155059,-0.057614403728815884,-0.02896495569819818,0.01670392618637872
PODXL,-0.08058023932035925,0.01878375702330526,-0.061652051250605716,-0.04531478254973466,-0.036114190347422415,-0.06606860542760774,0.030140444935977662
JAM3,-0.07122581856013244,0.01844614888898127,0.058481380471859384,0.03907769770845561,-0.0003785770108689549,0.011576840140350791,-0.004064052027348846
TGFB2,0.02302413255939339,0.0520012068800645,-0.03202199198467252,-0.042374342347835575,-0.08417312788964065,0.022019385558074714,-0.020338941878578907
COL18A1,-0.03782506080604982,-0.04761859638233854,0.09203156163137045,-0.04578163780025339,-0.11068866335038513,-0.04434763149819538,0.014439800940547854
NODAL,-0.03063190288930237,0.003996965581518458,,,-0.09345104420212748,-0.021938142432514185,-0.021457155358119272
INHBB,0.05675396264967397,0.08369502998938683,0.06948582355204108,-0.05339842350952012,0.15444102581028987,-0.016005109548342507,0.0770018419758997
LCN1,-0.014908070358733302,-0.012806780750901033,,,,-0.023334760502535443,-0.02026356925936799
ARF4,0.049619936455688254,0.04534986193607022,0.04960265911516335,-0.09155233956385622,-0.004960309930512013,-0.021524845285679918,-0.020482286956028776
CXCL14,-0.04830235631531303,-0.04688616381289815,0.08733346729883293,0.012315619983468293,-0.049808517520700736,-0.05183625162560156,-0.0065406038868846255
LIF,0.08880349850544896,-0.007583147644523542,0.07060776362336149,0.02208893610804917,0.09298620826229685,-0.09607424722336726,0.024032685837198944
IL17B,,0.05228265734075995,,-0.02382145666853514,0.03547689396568074,-0.020306178373917867,-0.006808175535234863
MMP1,0.0131897889857514,,,0.14058539834121,-0.06365837318439102,-0.03208218095264014,-0.033399445335344745
MATN1,-0.019573861470067195,-0.013427038948580827,-0.015426617104289133,0.0709274429229811,,-0.029361869063550355,-0.0016344571338409411
ADAM28,-0.0016538080951340394,0.07869402048207684,0.004999434139061353,-0.02977700455309145,0.04384412076509185,0.014273405723391624,-0.05654797475911234
TCN2,-0.025335025923867455,0.02753184345973249,-0.07254054663823868,-0.03664470638123399,-0.07871736085976806,-0.03597832920464182,-0.0006858938183152032
THPO,-0.02550555195762681,-0.026130776365388412,-0.03167017600708929,,-0.0027307473875506083,,
CUBN,-0.008428760961527382,0.03525991800686462,-0.015227287130532008,0.029927631676986713,-0.03160197161796058,0.06917385667224825,0.010342987057129764
TIMP3,0.03438685982289062,0.038757192658237044,0.04111557528014916,0.027664502374818923,-0.1101715393339952,-0.017363655292119966,0.0406283646185051
PIGF,-0.06603478456665765,-0.00786627820331067,-0.033790192627271995,-0.08445135312578524,-0.04740327497065555,0.07756913743976651,0.012231931306787736
CRH,-0.017466579357862375,-0.019693461075579847,0.023560811173099296,,,0.009222154743250645,-0.04212194613475332
BDNF,0.0048716968961649105,-0.028496857539520953,0.025035163787101532,-0.012504848106784372,-0.002274325554590607,-0.0373463180868356,0.020718068115712657
CCL5,-0.028797849118452425,-0.0016151128039443026,-0.003701496208707386,-0.05650993409245019,0.023191066702045578,-0.03791990747740672,-0.05652175213645564
GAD1,-0.05860312246316257,-0.013767342042307782,-0.10114916725886508,0.0037886992382890378,0.026686982996720236,0.030520959462172342,0.07750870654120723
COL14A1,-0.03532597689882367,0.045804542077563085,-0.03350995074043846,0.0751415532376339,-0.05048931261597354,-0.019556245356806428,0.10873213484160704
HLA-A,0.04902223088759994,0.02374112100007116,0.021486885572061243,-0.02559406832345774,-0.03257078397101267,-0.09814620805328139,0.03873848479282404
CD5L,-0.017466577337112186,,,,,,
FGF18,0.02712045227100294,,-0.016530227988465925,0.003567590060465085,,-0.024006766825747452,-0.031631505227781
ADM,0.15431669402973222,0.02703453144749519,0.20280059545923423,0.12484940505285795,0.13269178575813284,-0.03266849062609814,0.10579859738146204
CCL15,-0.029141437117321246,,,,,,
GNAI2,-0.05158274878365533,0.010117052618473791,-0.0512756402800984,-0.003291601901746153,0.0888484403519856,0.021037086041879306,-0.05817842209816576
HDC,,0.025782223503896952,,,,,
COL11A1,-0.004959415806903684,-0.023283805411554236,-0.03157091034798288,0.002030344223319376,0.014284524988409876,-0.03919513961400882,0.1129770531460536
NUCB2,-0.020218807703673958,0.07416813601328248,-0.023240545512699804,-0.04939938539185866,-0.07297746836032241,-0.031825061187274024,0.00509526886096355
CXCL1,-0.005320264140299651,0.008900680575190948,-0.03490638165313007,-0.051382397585539294,0.07717040563151654,-0.034291055879166595,0.006519399100977233
VCAN,-0.0780911943567769,0.02664541045828246,-0.08300837759997093,-0.04611757135100243,-0.12579218408401469,0.02617320161924501,-0.08476831778561997
MMP7,0.010791754701117956,-0.009347893780274608,-0.015235273926259667,0.05221229836723373,0.06784845785311744,-0.03322261518490544,0.024638942910230936
PTPN6,-0.006361940784566048,0.009614398630469524,-0.055738346049636275,-0.04487294120385258,-0.015297990615759668,-0.013903349446589228,0.03938848197665598
PTGS2,0.12382220394705515,-0.031095294679831843,0.06317594717791296,-0.037166909127433034,0.01548223918655874,0.010845788069581835,0.02884652001586218
XCL1,-0.019140244687014498,,-0.02502336737366794,-0.032710149232348745,,,
CD58,0.016007298720173473,0.03967039211943272,0.053185545598483625,-0.036395822914123334,-0.06605998907165925,0.0008764334348038708,-0.025100175199457998
TNFSF14,-0.019285769700478583,-0.01947771047065111,-0.012775922613408262,,0.24315027425938002,-0.01920415077316117,-0.02173948773560158
CNTN4,-0.03390670112087621,-0.033192440115350365,-0.0348422333742112,,,0.042903196915065375,0.08709895914301967
INSL3,0.003136458229408816,,-0.017567873217268052,,,-0.021357410772547648,-0.0200168976506453
MFNG,-0.08135731722732528,0.049815227747615244,-0.07554571242540895,-0.03685993154924483,-0.009181959178736019,-0.014365736590149296,0.022795930332935047
ICAM1,0.13881433962284936,-0.012964908915076616,-0.020559653678812538,-0.06016720504121692,0.11688032964241525,0.0028321876994927553,0.04372683044059247
PROS1,-0.019822973308954345,-0.009129930419014746,0.10294253568766427,-0.0612693870484995,-0.01151755121169739,-0.03947394547141944,0.07716755153973061
CLCF1,0.09492733619371656,0.027667422020861254,0.06461745991041544,-0.024571158327121766,0.1795564272375522,-0.03513569632763667,0.09194166780897205
PSAP,0.048602812559485696,-0.044095965071044525,-0.17601679734565667,0.02272590402907018,0.015573380063815761,-0.046330605792442706,0.06230840102412054
EFEMP1,0.009665023038656366,0.009517139945493422,-0.16789980628999865,-0.10123437488603544,0.05789958414032019,-0.058272432385555496,0.10267794521471399
C1QTNF1,0.06284251915618169,-0.011419859475827483,-0.014254755049124507,0.002688569744033482,-0.01890426863165564,-0.06000595390898261,0.0031892721094217836
ALB,-0.0009092858852200999,-0.015679915708239907,0.03848092204832707,-0.016605155690261955,0.023625430405927687,-0.03165891481042716,-0.01912479286377584
CCL13,,,,-0.031647740534163735,,-0.014255836320546543,
EFNA3,0.0005555951661202579,0.0036970492261242755,0.056297102625963,-0.04660523491354608,0.08116666941219187,0.07530444489048148,0.07913813204967565
DRAXIN,0.039497403802190516,0.03357751280386321,0.03384161941177788,-0.0022999669901413067,0.157385746625135,0.043155419615345615,0.0071022681072031345
RAET1L,-0.013356999247542576,,,,,,0.20250330479767206
NPTX2,-0.026344769119288097,-0.044198115481331776,-0.1008778355753609,-0.01812651904017543,0.0279799339370296,-0.0486468371189705,0.036039035868837006
FGF11,-0.011563567299962491,0.0456401955168381,0.00836409297330381,0.003106095860818765,0.07325582234925278,5.634407019838903e-05,0.06056553064226159
CD59,-0.05685526795073156,-0.0059033505351242625,-0.14043554058160176,-0.06666573956245421,-0.1351240514997495,-0.04483975306297845,0.053383777306393085
COL9A2,-0.04968602773793586,0.0395291806237616,-0.08069081009389227,-0.008579935983241896,-0.07765451016994322,0.05980001391508816,-0.01774848250744443
DLL3,-0.09392398082037427,0.012499914812283595,-0.14707846442302897,-0.003646472813129305,0.020271665549191478,0.04188644131324762,-0.0273164863332198
FGF5,,-0.012485828609108442,,0.0013194246962090622,,,
LIN7C,-0.01968681705114823,0.04099647184523369,0.02168696676729586,-0.04871287984240723,-0.055062645521312036,0.04582107955442709,-0.014707808458118895
GDF7,0.015571158509695399,-0.022335106992701147,-0.05004708126329289,,,,0.006285279812733816
PSPN,-0.043764118379772204,-0.026146829699608392,-0.0222816810346403,0.004253829384605191,0.022818628155680448,0.012332973231604727,0.05925391743873599
ANGPT1,-0.04804197493596785,0.030696352257136107,-0.10371171163577891,-0.04027999193396373,-0.03903706246259154,0.055087813819051215,0.12554143677784982
PNOC,0.014866725879701196,-0.03127066083339864,-0.05781801021891575,-0.016605155690261955,,,-0.018472298977369534
L1CAM,0.0017374221219567017,-0.056684281132952374,-0.03054298682707314,-0.039900837272677896,0.1970592923190216,0.04788510644049888,0.058274424912798245
APOA1,-0.0020357513524957792,-0.02672156167681052,0.06103735701531971,-0.052286386736941276,0.05505269587556997,0.05430219152460649,0.0980314897136995
PSEN1,-0.07211889961194355,0.03171316921963015,0.007201615376646017,-0.05803507875102394,-0.12277796683460065,-0.0433426488773317,0.03731026800012498
CALM2,-0.09689432396397403,-0.03702003158619258,-0.14372816116372128,-0.06407875239187427,-0.16271832553670953,0.031526055092919024,-0.012496040618593385
CLEC2B,0.1310728325502768,0.06301275766301649,0.014847507594495173,0.09382517432299581,0.073751461669043,-0.07957249539288769,0.06380643316774112
NTNG1,-0.06898178647701991,-0.020967332668869694,-0.053718085131304306,-0.02721105575625524,-0.045334670829489915,0.02784785855843778,-0.0032962631362119014
LRIG1,-0.12381437572156163,0.06400335634324843,0.04698374276453324,0.024335034922751735,-0.12591507310503852,0.04111854956773608,-0.08473155413033086
CPAMD8,0.026718421955737835,-0.011295112277033014,-0.019486827571056187,,,,0.021729661380591243
GHRL,-0.035587433642906355,-0.024020649258747084,0.007139911685791078,,-0.056345310233956704,,
NPY,0.004936435800070087,-0.045637841659806,-0.038273608293896186,,-0.03290886429536067,-0.0708376383262626,0.055662991919745615
MMP2,-0.05245911700246176,0.03949154386691416,-0.07419584929405917,0.068135415843855,-0.08628365678134142,-0.0067561152713919255,-0.09876780073187547
PPY,-0.022522540292759068,,-0.014241700667761696,-0.015359028551080204,,0.012221168277154545,0.1455055323854611
ALKAL2,-0.025048953960851172,-0.012806778675290514,0.0222268019683586,0.03557522480366248,-0.050639501771113586,-0.008908193126102165,0.05515189731856448
CSF1,0.03781981304809363,0.014417101237425872,-0.05538991641484885,-0.08444201700209601,0.042610560849835916,-0.03467535568367341,0.04602233426482084
SEMA4C,-0.07371295486152019,0.0004394778093023001,0.0014506283628003952,0.02367083131152851,0.012352253649042312,-0.03848368193357994,0.008828036974539695
ICAM2,0.0043157860388984125,-0.06078848445864336,-0.052045949830644325,0.011511281295047878,-0.06564531414734522,0.01152126147386415,-0.006428221538839258
SYTL3,0.12141540924505059,-0.018662867030125846,-0.020710567514600143,0.03371164792262986,0.0933027411918135,-0.051670174300084526,0.0688121768572558
IL1A,0.007367603435486451,-0.03106663869063582,0.003496657283821375,,0.05410744239295369,-0.03601555944169989,0.044569986251689744
HLA-G,0.08100497213319631,,,,0.05681668425467437,-0.001399459078412568,0.13311275798524919
PGF,-0.057194296040921355,-0.02108251574060163,0.07654312743690804,-0.06248039428965487,-0.1323668127856898,-0.06989181231883175,-0.02267263319092616
LGALS8,-0.007881690568617908,-0.0037312157113751246,-0.03562122363120231,-0.01314504324132613,0.08250212916050145,0.08384408670778047,0.07916617530115584
DKK3,-0.06972796729750172,-0.01830530929518419,-0.058898957207516,-0.037240395709527106,-0.0922898256725481,0.05597076881518747,-0.01648558811416964
COL16A1,-0.07131963222810228,0.03326184720495139,-0.07729944065802706,-0.10934261300285526,-0.05974260382608893,0.03479067219802495,-0.004564855200711791
TPH1,-0.015091292437855397,-0.013427038821835232,0.018575726021661625,,-0.018323479741701062,-0.02164121609673991,0.031479056378269185
TNC,0.08510997060229751,0.025119849142760952,0.13963960738362877,0.09909853431036238,0.17343128918904177,-0.014946386635272492,0.03469170801553224
TNFSF9,-0.02683558982284521,-0.03031026139404156,-0.024374179746690674,0.010727630850048957,,0.01846199230720877,-0.003480536990033236
C4A,,,-0.016882821796357344,-0.018213859232461875,0.07797726159490363,-0.01587124841410534,
CNTN2,-0.004217187701010578,-0.011002268268477207,-0.07704270371389371,-0.01928557113292168,0.14534248926673632,0.06820296452754838,-0.0440492698862045
