,UKF248,UKF255,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
WNT5A,0.08983748340315996,0.06835750406671937,-0.0012779849023910536,-0.08639276817439548,0.009508755641814578,0.014354228589102033,-0.0032210337945697675,-0.013003273121638268,0.0828424819225088,0.03889717077382202,0.06285219767288965
CXCL8,0.033204479987719596,-0.0039002183655712564,,0.07162686906008366,-0.020541477060409666,-0.03515130461365135,-0.040374452627793926,-0.05387051439421315,0.03196108661378522,-0.08985549467391293,0.063277174687505
GRN,0.06816692485626247,0.07965877793971642,-0.038223074086061834,0.04747727565155761,0.017346313141053105,0.05916125142205523,0.0037243793195824103,-0.016578546212935984,0.004948070404924296,-0.011542382355325663,-0.032794521578642585
MIA,-0.016300885646540017,-0.014459331071315073,0.07881546220921745,-0.08867143463807349,-0.13936820571093647,0.07614833608388022,0.06162972816664831,0.05550405776601247,0.011656459288630185,0.025191755490985353,-0.06754399308814324
COL4A4,-0.01232647827716794,-0.03154178309383941,,,0.015800574619954356,-0.025241839258729484,-0.002504721867697834,-0.013015865414922901,-0.052988774532799654,0.009575705655281878,0.0001908182791259641
TAC1,-0.0151579184632537,-0.03123981036856875,,,,,,,-0.03736037902887008,-0.027286447366016185,-0.04061720196402413
RARRES2,-0.02437235650954545,-0.04419675709223642,-0.06454343050224003,-0.02682454181774215,0.01538861855195105,0.027291809491130935,-0.016277683907039386,-0.051320982719322554,0.033436099809983855,0.034337597459893364,0.03650497047844517
FGF7,,-0.03750871620256611,-0.04648419006133304,-0.010248609184973188,0.02115215207674434,0.05579815079823303,0.0009450553661594773,0.038070276228453305,-0.007524600716823155,0.013901515658623789,-0.022517041439673705
EFNA2,,,,,,,,-0.004470153935674962,,,
HBEGF,0.01765173225827093,0.025296420170833098,0.029897065610333114,-0.03593532182557968,-0.02835017810774225,0.05783491553568267,0.018347869855760857,0.0678582032470707,0.032654558893190626,-0.07898546182196363,0.09497387572232356
CSF3,,0.0021183824588080443,,,,,-0.06687672851729895,-0.0844874939667872,-0.03769410332542385,-0.02185332636387981,0.006842739480259705
PI3,0.00842320887850213,-0.019866325809046147,,0.05559918281841343,,,-0.05507806259583059,-0.05768130657736188,0.06257316909671808,-0.04748001813275992,0.057783041537637435
PCSK1N,-0.034671634107356235,-0.021144626244432956,0.024423869027570884,-0.025973222271312126,-0.08652099761373597,0.011508263608290822,-0.062396095150960125,0.03163202213607258,0.03510686047093472,-0.02873506876433784,-0.06701370937299064
NTS,,,,,,,-0.05803495597972998,0.03287578838880378,0.04932474405944621,0.05764414173484449,
SFRP1,-0.0006615539943111329,,0.03790631514567846,-0.0813167956971649,0.08241525897009293,-0.027152588158966273,-0.03230049970848231,-0.013409676507568111,0.013152176274393187,-0.03160979023714096,-0.05128140427471412
CXCL13,,-0.016031276042214923,,,,,-0.02038716398893443,-0.038754116404549725,0.009581084960350589,,0.02037251635273507
MICA,0.022241852220122434,-0.029304854957802412,0.07161208022045151,-0.010137174272905636,0.05110877677834074,-0.022260223737758315,-0.06692772561118336,-0.01206692900628727,0.03201826310341519,-0.0018170168504352423,-0.004009167686312133
TG,-0.011458486172713868,,-0.03683547142867286,-0.07030264907906808,-0.08121063826893446,0.05391196611562513,-0.03305503121664565,0.018635894375802833,0.042392392400546215,-0.03182466477129774,0.028530851047586587
ADA,-0.005132245432869478,-0.0026686456919015667,-0.05287285899520549,0.034378492703577124,0.07760201976976343,0.04675852815795588,0.025880106944763413,-0.03914624495705749,-0.024503589718806347,0.01797839096381038,-0.06147400289850887
LAMC3,0.03737392431833012,-0.014384215796300785,0.03055958304329658,-0.07544644154961547,-0.012938650650759442,0.046644007377064055,0.08885002261315085,0.022624933063315977,-0.024918464638471114,0.04910074750810534,-0.0020605872908064315
CCL7,-0.013758079533776196,,,,,,0.008952978946883341,,,-0.022900167683923583,-0.004893913415339151
NGF,-0.008769244578723091,,,,0.11535355261863886,-0.02966906375789171,0.019359566233600578,-0.004279614015328736,0.023107629980059205,0.028988161869111358,0.04028543191774771
TNFSF15,,,-0.03395298002560665,,-0.028312459568969845,-0.02996324592095497,-0.011589230127554629,,-0.02340739103718032,-0.028731252625666177,0.08258931420180478
HMGB1,-0.027296000555381856,0.056253672127701285,-0.044984252147946255,0.04027388020766506,0.0919996262036971,0.05741082015406119,0.05663637203189556,0.04690907715021042,-0.012761464875835734,0.06608695950268695,-0.006386110278482779
ITGB3BP,0.026284422219460746,-0.0018305999859096046,0.019250347905135964,-0.0006498297665890196,0.017151916112269138,-0.019213914494013943,0.011212155998256479,0.01562292787826434,0.014112234879647443,0.0422537732101297,0.06646564515336487
AANAT,-0.019960880257847074,,,-0.060593287764996305,,-0.020794253517711563,0.024529780942550122,0.09986478731040457,,0.042392092969715064,0.022387723341563137
RELN,0.004403027715224201,-0.024863256740454295,,,-0.01668231886305165,,,,-0.028273591659455546,,0.0037772337358281194
IL15,-0.0352383272889548,,-0.03146529051689844,-0.003390328817694798,-0.007809305162841993,0.04831635794105292,-0.02851557848222965,-0.042540130363102564,-0.004120628836386172,0.014007406648262541,-0.04376427529630228
UTS2,,,0.01567724934414777,0.009317907442509163,,,-0.027854182989882608,,,,
BSG,-0.008843168543206674,0.032082761614038384,-0.08090178609084213,-0.10572647526389217,-0.013056596834535885,-0.017301034438309583,-0.0512667942754051,-0.06770257355223835,-0.006456007259398968,-0.04886434702495014,-0.0453286953855312
ADAMTS3,-0.03108276860875642,,0.026682516079340968,-0.11803490213267695,,0.03304980760675525,-0.07534038207787863,0.042163799759296246,-0.013309169206872596,0.046902927957126826,-0.08082336513161274
CD34,0.040396485373918566,-0.02262821516759911,0.004812118089577387,-0.13283667006890482,0.03376185376404733,0.04804182100025003,0.02150171585431872,-0.018538070340353204,0.0051357662670532015,0.022772271283348675,0.003663869360230488
CCL23,,,0.05892819716006519,,,,,,,,
PLAT,0.022399169058670693,-0.03140935499458841,-0.01612570774786512,0.0392967764826427,-0.06437457047538735,-0.010989631204541439,-0.04002599687282911,0.06742446102246615,-0.054899745625042184,-0.0015545940252160463,-0.02458383830983777
NTF3,,,,,,,-0.06555333887057008,-0.003466852387147427,0.033984786823293305,,
LTA,,,,,,,,,,-0.032609029957614194,
CKLF,-0.00891704598082868,-0.023915498843241723,0.05983505502913537,-0.08436900844936294,-0.035056433979090834,0.018705645004777238,0.06365078934844402,0.008283621100454915,0.0015182911685458521,0.0007090075428794706,0.0307162422456955
CD24,-0.00274614119768373,-0.004750600174925518,-0.06254750659285316,-0.047315418048845634,-0.00811573409319354,-0.008106504661723411,-0.04469339866545526,0.032618206850732225,-0.017704218785408943,-0.04290785266362015,-0.02648845456192779
HSP90AA1,0.04370028332185846,-0.0385526482707581,0.00866034126525505,0.1856807838589723,0.06938507428332287,-0.07074456630881577,-0.10196507358929974,-0.008608818808480079,-0.00613216848250989,0.02540051244877276,0.06694013404844303
BMP4,-0.0008078351284554608,0.044058518006043296,0.027750301023591297,-0.04579519529272832,0.02302775731519161,0.026513086774795906,0.03086448888833197,0.030876721166565337,0.02080700901921327,-0.03615994319423858,-0.05370980487362612
SCGB3A1,-0.013758078157986625,0.04226734712027948,-0.039537903879257506,-0.05012623726685848,-0.05074350037738262,,0.0566398179307608,0.0005274717000142063,-0.007144335393291516,0.00018032532522068104,-0.012626592154871037
IGFBP4,0.01784022948469455,0.021038865746299297,0.04215815530081871,0.0015654425550168593,-0.031054923094675394,0.021559429495907476,0.06531817039991443,-0.03979351676693129,-0.0024372031767011535,0.037816312918525635,-0.00991799957943538
RSPO4,,,,,-0.04105465016580997,,,,-0.03273660809165423,0.00481989142695089,-0.002693163548909171
LEFTY2,0.05824312316962912,-0.06233022941807914,0.09044369334570763,-0.009224046089020936,,0.05572207558087657,-0.0035984351471962605,-0.03615267814015831,-0.04451962423285458,0.053518320714891016,0.024561970663297364
PF4,-0.014271797594324735,,,,,,,-0.028818791541077884,,-0.03260902241164279,0.055340126425959583
ANGPTL2,0.0023366782348957817,0.013418482119290585,0.030601251240995126,-0.11061841221093961,-0.0513268609474051,0.03358889619661219,0.017163450563071916,0.022742804226169862,-0.06610353463988003,-0.012591279895693946,0.03737188659802199
LRIG2,-0.008716609217688112,-0.056785618640366645,0.13429632786685933,-0.007780563614654649,-0.08070132537785213,-0.0155896630526684,0.017776893094486147,0.02846892427474869,-0.03936196982761736,0.0027281519201661705,-0.08164115725642579
ICOSLG,0.04212338977120419,0.0209920150033637,0.047811366351683114,-0.009981624696378793,-0.004443820366847778,0.017080055331324295,-0.016662736786347842,0.004263198376890098,0.005099163587576121,0.001206163298075805,0.05189404396888782
WIF1,-0.025679783268265022,-0.009088423259142947,,,,,,,-0.017218700341316555,,0.023114497665744103
NPPC,-0.04268124356981905,0.005094275146993098,-0.028306986193505752,-0.06262176296992883,-0.023495692886419003,0.003961227590088601,-0.055659140173619844,-0.0003621601409698854,0.11974256998458198,,0.03148005310549776
LYZ,0.05049774341783291,0.010013594402840978,0.019993017689469844,-0.024299483516943346,0.1621119963905421,0.05195877578644107,0.0113205234769234,-0.04594950492970667,-0.025367185118519823,0.08127175120202741,0.026772757452522288
EREG,,-0.029759584444944105,,,,,-0.02232340072147167,-0.04294776089446198,-0.021305747086360818,-0.012514991981135181,0.046116196621031134
SPTAN1,0.00977913324111102,-0.011077481515663146,0.0241155487355795,-0.10470772438866517,0.046871499742873295,-0.009740267120487133,-0.03865098104747637,0.03334488634988841,-0.05989436814746723,0.031194094776431265,-0.054458686165800935
PTH2,,,,,,,,,-0.00587524128219644,,
LIPC,-0.017472431523121463,,-0.0036294277005829824,0.03117551694852605,0.14744183967430555,-0.05115924668821098,,,,-0.041230146769052754,0.02971340684556188
COL8A1,0.06858179551814542,0.012566184558502776,0.05461771636212714,-0.12891281347144104,0.07457172441719319,0.05457276271153119,0.07660648120796305,-0.06938744934946209,-0.036875036391945074,-0.07875949730399263,-0.03053008050522094
GSTM2,-0.02106544785097188,-0.0077094575549468145,-0.04571542358480693,-0.051297185279017526,0.08638024995817065,-0.0626432159036641,-0.004699968712573604,-0.036291683712921984,0.06520176195787081,-0.03635190055680962,-0.019238830446235734
IL4,,,,-0.04315724562798636,,,,,,,
SPX,-0.028258897540279902,,0.044342151933887644,,,0.046338982291059455,0.011360236568171648,-0.010377337946387752,-0.03238648984309934,0.06306912541558383,0.043088128820357924
MFGE8,0.04419511109614705,0.013401907812296754,-0.012439151614311882,-0.15038286623486,0.01493039648275039,0.021724861565858754,0.08726644500699539,0.015797288008632893,-0.07925404428208815,-0.02137119674730192,0.008303016983745621
TGFA,-0.007037644553467507,0.0342545111948567,-0.007876092554640508,0.02511828100578842,0.0032978069915638834,0.04755655161885671,0.0012851083020924945,0.09570735706972511,0.04024211733526584,-0.004630140032750547,0.07403689264159802
SLIT2,0.030953883992458273,-0.01754061983067662,0.011462966507336275,0.04277625535180704,-0.04147610832660288,-0.002532716958449772,-0.03484157830907851,0.11321224411850525,0.0004603724360658522,-0.02971922813531624,0.014357029560367726
PLTP,-0.020136695452882696,0.02465185180608185,-0.020236770287546547,-0.07794740959414492,-0.02695370723258545,0.0020676926106785267,0.01817496631462377,-0.03806752989417323,0.0011817360758383558,0.0727695854879088,-0.04244068924282527
APOD,-0.0661805992393728,0.028498762206317665,-0.04202811102291706,-0.06254916322285811,-0.0038697637135518196,-0.0349844706900809,0.05485707004016272,0.04790715062057945,-0.058061337517883164,0.07161333128833833,-0.02443401970297066
B2M,0.04442416363731097,0.006295300768696284,0.038445468578379285,-0.20170920708604953,0.005070180073092302,0.10165721834477211,0.07368734464920831,-0.03242740390911271,-0.02574803130966443,-0.012490877972145972,0.0893242350850168
OMG,-0.02366392593356994,0.034180491488780246,0.029424787314037696,-0.06374702409214394,0.04412990194115999,-0.08924952199825811,0.07206104871204111,0.0034993687262541645,-0.006563016559705849,0.005301759164856699,-0.00084017415968661
CXCL3,-0.035243774481903356,-0.041569927016124476,-0.02917318797278447,0.003768855940082682,,,-0.021662535592708993,-0.04944825323747877,0.008423034150126225,0.022279544953498102,0.06019922628285208
CXCL10,-0.015120721940322757,,0.21019789710145756,-0.04267435690086871,0.08128070132862439,-0.033585695727722555,-0.02691905839315626,-0.03865435392305697,-0.03602037808019519,-0.034561743352193336,0.04652839712447276
RSPO3,0.017411950743450696,-0.02207804987016584,,,,,0.0034046842772715255,0.042626155969051185,0.013359725558540907,-0.023239192289890225,0.020400713704853277
CORT,-0.04079762100932274,0.0943091366821263,,,,,-0.04251427731721894,0.02395626252726995,0.0021247827270145627,,
NCAN,-0.020447361967228062,0.0393766379163605,-0.011954659111566917,0.03935580944471114,0.015377608983454237,0.05736569673905916,-0.000663413976419139,0.09087300976494803,-0.08038244976905685,0.07002032992329524,-0.06660924572772867
PRG4,-0.020690508553055598,0.05813615678840866,,,,,0.003736310373835287,0.06128725660633127,0.008943328201032271,-0.007201655330281586,-0.029005028339950615
ZG16B,-0.019078301952058035,,,,,0.007503025319426925,,,,-0.0009638002318031746,0.0009649631646386436
TGM2,0.02070048949743701,0.005021078998745666,0.10113049277085205,-0.003877981812172418,-0.010569361479466235,0.06500543797955187,0.027004371782223768,-0.04836877406004752,-0.0072380316996975246,-0.007652025051054444,0.05754116420477177
VEGFC,0.04057232006874644,-0.03282818666772083,0.03281939843438913,-0.04892176119304131,-0.007928490606410309,0.01633512958404417,0.01677977515372007,-0.029039489195206693,0.012956139749704748,-0.018532634784335,0.03596013592411618
WNT6,-0.006725364366075825,0.03891881508515223,,0.13629763427166539,,-0.02198355472904789,-0.03782848375950435,-0.017603769477556448,-0.03447146578528202,-0.010860120108545215,-0.014158042009348764
NRG4,-0.012671674262871656,-0.016548685192846344,,,-0.02090968833364707,,,,-0.024168119548855206,-0.023239194894449235,-0.025351540412877346
PMCH,-0.014604786525855886,,,,,,-0.014241617766284914,-0.0014765058093063753,-0.024889784493028456,-0.015202413188391084,-0.017044187771076937
COL9A1,0.03828057823915726,0.003277360426295237,0.025486740649189196,0.06362787896214753,0.013339470176991225,0.06728278688313147,0.018976553966535026,-0.006102888114184723,-0.011603729253705078,-0.010299107123784812,-0.012279182061732022
GDF11,-0.005757325485129731,0.018205935589852836,0.019375495950416235,-0.011075767796497394,0.052752880867772536,-0.01894553424320366,-0.015035482903604916,0.0826077915135142,0.004874427593683852,0.04077654681165242,-0.048765063841457894
RAET1E,,,,,,,,,,-0.00893904346043834,
IL24,,,,,,,-0.028255238715243845,-0.02835929056196775,,,0.08526191437266992
SORBS1,-0.03247938598470474,0.08105223103475316,0.05285824010414803,-0.1484049959184039,0.01683755457053138,-0.02337180515029627,0.025185098345836876,0.04090315478261759,-0.005590325566334656,0.06255482188771255,-0.09713005537859785
DLL1,-0.019679489400355556,-0.013520262644664898,0.0784728949411725,-0.0278446082143883,-0.05526086582199226,-0.008114480741247971,-0.014440043845586094,0.08342837551017326,-0.04485044451579808,0.09440726117159216,-0.01811134160282893
TLN1,0.030565417175114504,0.03683387340905413,0.03780115449501032,-0.11792581966688559,0.012376482420100275,0.04111029576133075,0.0006577863875305379,-0.10433619704801109,-0.05132568467118672,0.009507255936702392,0.03544274323471103
COL2A1,0.027165366073803866,,,,,,-0.061769655879753325,-0.01633003178604379,0.01833799199902354,-0.02097995323553359,0.04271108275454315
SHH,,,0.03126594029123026,-0.07074868280627063,,,-0.0005669831932972438,0.003258435488322498,0.01814926841452748,-0.006494232502986433,-0.011145814346487185
PON2,-9.035939332146449e-05,0.053393028739929446,0.08788697320270941,-0.09297966756755935,-0.020868924919998054,0.0032062230352049937,0.03279294514545941,-0.025202760378268005,-0.12520649456881244,0.023901514367170484,-0.05461963230550429
ICAM5,-0.03708088450717985,-0.023599252938099887,,,,,-0.032695501980125,0.01164275632511463,0.06010940993995296,-0.007144767277104043,-0.037220533780780905
HPX,-0.02401695831890873,-0.02207805567441118,0.07440548239750351,-0.02392585062597699,-0.01875709493682377,0.13448661657392497,-0.05320233236984941,-0.03415913803298018,-0.00565749206307756,0.09077902067374079,-0.02545377857075145
SFRP2,0.059171081322659594,,0.05764402399877798,0.05938488568574574,,0.06758973262118573,0.0462713198239088,-0.021175455164320196,-0.032612741254313765,0.04210777027625791,0.016920820873906277
CFC1,,,,,,,,,,,-0.015228170778553648
CD70,-0.010327557077700061,,,,-0.060561668250081344,,-0.042934597631920396,-0.08048666053659707,-0.05665557971603909,0.013784639400323598,0.05187659637737581
HP,-0.023876892459389808,0.06825083261191509,0.0006976662519820187,-0.1310423440906577,-0.05177760877008211,0.045043608320239376,0.011400439869907197,-0.023322858499242954,0.0193483250993188,0.015622156214324614,0.019308763972939687
CXCL2,-0.019573648185206072,0.03181025416677926,-0.022053388934377586,-0.061105090500209215,-0.05497420195858503,,0.019129000951635465,-0.058933076763543424,-0.03521116809896407,-0.0012314115322119646,0.07170916807778924
NPPB,-0.01774925239405106,-0.00961475759748093,,,,,-0.011847484789826366,-0.03016431208668907,0.014030234754065864,-0.02357357506616115,
CCK,-0.05180654950970877,0.005378779929756982,0.06905583801562322,,,-0.028771028043060174,-0.01335531050236472,0.029239641849321596,0.010410959972024535,0.02746667523928751,-0.0046779869051728614
SEMA6A,0.005167280095232798,0.04080638206652991,-0.047969514335232895,-0.13900753734182555,0.0018776220037827166,-0.012480369748696873,0.021678658431916985,0.05467461654732954,0.06034063073224344,0.01899039990299073,-0.01648875798347739
IRAK4,0.03805708128599636,-0.04429007810067514,0.0022787939460817627,-0.017347908765841392,0.023948306647386276,0.012585209581078683,0.058273771437044944,0.026035530486709535,0.08937246760627407,0.025794436496870247,0.03970218435758636
GSTP1,-0.03770598237779291,0.0406981176369001,-0.07097429989205349,-0.03147262013746251,-0.011558197142942308,-0.05380928590189785,0.056181858417614916,0.06933856701776803,-0.0034810074586737413,0.031953366278813636,-0.034785056275909006
VCAM1,-0.013687813641204244,-0.0359545117382043,0.06598528137083211,-0.08347603230099651,0.1100279683602492,0.07825579185467128,0.006533542251365634,0.019714733285447514,-0.06558781762671893,0.04073049876685867,0.046878597703769766
NXPH3,0.0572841668789412,0.02775651380512836,0.019207949833718176,-0.09418964655762097,-0.04836728930164305,0.056245928655672114,0.018759040794191204,0.04800670725736686,0.013455624884739194,0.007443130735610739,-0.04459894009974108
MTMR4,-0.0005193248264048388,-0.010082454448656604,-0.022020540813657345,-0.03316397134712426,-0.017316229333095255,-0.010408180381936525,0.02506113375409428,0.016699088130859265,0.04359844152723069,-0.03730637395078795,-0.03132120267417392
LAMC2,-0.013931307211333703,,,,0.012971156833385592,,0.027369075257102898,-0.01372372440913059,-0.024159418104673386,0.03209745929202595,0.01220789776245763
IL10,-0.029435320846546032,-0.02303916357688579,0.13808366202080305,0.094611667462854,0.03801290546249527,-0.039777129280798705,0.019998249130728948,0.002768480296140359,-0.010569573400445438,-0.007064128437131549,0.04338753757604746
SEMA4D,0.06188646870444146,0.03198116552692995,-0.025752475203110414,-0.02165316714606908,-0.03433533860096044,-0.025557393162024662,-0.06821598760938677,0.04909044137130061,0.030590249807728297,0.008088781343932918,-0.017405413916818706
TRH,0.004227161426394741,-0.01705137842546761,0.029468999979011607,-0.0842038820025738,,,0.023785793521168115,0.09031462661830246,-0.0240194512220596,-0.026403984952793565,0.04439802344142533
SEMA6D,-0.0325283359703217,0.03908329690931419,-0.015396697163010661,-0.052947167840884414,-0.01608521412393952,-0.0339809542302313,0.014945933534669607,0.028703594444062785,0.0607939873012875,-0.009988558555239916,0.015052813376233248
CEL,,-0.018711838500847722,,-0.0341762930140574,0.016361036319265106,-0.009815399106469091,-0.04278824009705796,-0.046300302376686066,-0.06115765269020961,-0.017292201526901505,-0.007416166125799799
PDCD1LG2,0.06060297040261007,-0.023039151638195962,-0.030517046875890692,-0.03496697608175659,0.07218560043836209,0.03455661582462874,0.012747102902222682,0.046882497721021495,0.01460361747186297,-0.017468064151482908,-0.0008607234911751432
SPINT1,0.004569334487967223,-0.022466852061045473,-0.06204584444952067,-0.03757965136661541,0.05994474831705535,0.05832009065845797,-0.009162742548389738,-0.0039008246856261667,-0.005498129366310789,-0.0662367493681847,0.07075914682446455
CTHRC1,0.03893274091407289,-0.020034107393469617,0.07773552140702686,-0.007559689886530651,0.03605163673121725,-0.029728688744480508,0.05347852465433964,-0.045076530254758905,-0.011557906413275157,0.035024432371323425,0.0032940064802324375
PODXL,0.023236322001564738,-0.00996826567853713,0.019627198423717764,-0.0674214854541588,0.0005153301499817227,0.0165637410685947,-0.010384466624582596,-0.018874301785852345,0.004271107016399283,-0.022813790006571136,-0.000244900492736792
JAM3,0.023657430042318572,0.006361461382468925,-0.08254624272883854,-0.03484868736089068,0.08959778959135975,-0.07849056696816696,-0.015001616217469121,-0.042753034690239736,-0.01828645526459349,-0.031147837256105704,0.011892397066446975
TGFB2,-0.009186186144899614,-0.05593504519143476,0.01198564694093692,-0.049545563691180836,0.05019872162990527,-0.0015337499972826422,-0.007980406646281654,0.03413863576142327,-0.030480715668024533,-0.02849295281316026,-0.00291551825772953
COL18A1,0.016730490422115735,0.050143088151205134,0.06972804109444335,-0.05471779010306125,-0.057017788877639676,0.034150479488460214,0.02848194306679709,-0.051012915792555485,-0.05398537051508457,0.018044415531703488,0.03497463272238073
NODAL,0.052646966599167955,,0.04938448988261898,-0.04079469882914312,0.008464717581288344,0.014994205355282465,0.1418164194214554,-0.03503040423304828,-0.027628106592541023,0.04653695869377054,-0.06138447529055326
INHBB,0.08468834838374995,-0.060659199074122164,-0.09747793627481532,0.04464330198764054,-0.07531072270444272,0.012842890886842494,-0.061646138325109755,-0.005903719233325685,0.012660198968696246,-0.024040229893535818,0.03103129572206607
LCN1,-0.013931310345934547,,-0.038543087273362926,,,,0.16429357376303028,0.06204227054240647,,-0.02670114672331164,-0.032302026982944786
ARF4,-0.0018829395954583828,-0.01489539108969614,0.1117514136238577,-0.04323480402279313,0.018401986398701123,0.07442710131456426,0.10327636328767303,0.06453216817640593,0.012625314428436361,-0.038176302179421556,0.09345190849893237
CXCL14,-0.010315463960766434,0.04124234521381695,0.052451225332805156,-0.06985460812649595,-0.0009424797332869954,0.046120188220206554,-0.054439784772522835,-0.04554528967972247,0.03680308844479969,-0.0932800513847864,-0.06120684701652068
LIF,0.05616994728503115,-0.02333033689317353,0.07483865083551985,-0.06297994021109829,0.05088478384492344,0.036822015397447276,-0.09271062962448516,-0.005868964380968873,-0.0592141819725155,-0.03576028057477234,0.027222159004630726
IL17B,,-0.01705137842546761,-0.029156255434174154,-0.012836544107478023,-0.03371377044255164,,0.14936507538349914,0.0017458193149880268,-0.034371931860705404,-0.02591116367491217,0.021604561198748356
MMP1,-0.01920661181337862,-0.025190796404032493,0.024914699149230203,-0.09099334552915965,,,-0.013092349160261509,-0.022655968411357016,0.033691911626726495,-0.014005319827014058,0.010829102862081606
MATN1,-0.018291404068138995,-0.027239529977421864,,,-0.041676154445922924,,-0.056532089352002664,-0.007753657359633767,0.006461385481309788,-0.032112887899336175,0.07889738822261237
ADAM28,0.09586279570471792,-0.03535539426020979,-0.06389960832655235,0.026464065173046624,0.06337228143647557,0.03361940240295699,0.07278814408395337,0.014550046136276156,-0.029709835913630165,-0.018434144186016098,-0.05718001329267293
TCN2,0.011438582315799889,-0.005398903959587587,-0.04463525365949718,-0.1333539946577436,0.02516240155592031,0.05906643372686834,0.08099069532272365,0.020694212579182036,-0.03942467083969279,-0.02918010372730912,0.02453698051190599
THPO,0.005277414521072175,,,0.02687435208173672,-0.03837594286431917,0.09640558499136694,,,-0.0055904790060521915,-0.022121883701105592,-0.038625866197553455
CUBN,0.013019263011677003,0.07123943935175601,0.0401771572950796,-0.03156117599334859,-0.07541870298370865,-0.003396999803687394,0.00040405554047818186,-0.0052303642596361185,-0.02886478752656252,0.08232439840096102,-0.04893138269423859
TIMP3,-0.05191278879019372,-0.00855431560557378,0.023309339954601698,-0.05343405065700876,-0.004017945799780536,0.021208362153359642,0.0002590433436204292,0.0014619232504760092,-0.041778412093061865,0.0457450217881452,-0.02077223614342226
PIGF,-0.025702225709990114,-0.016073860350222013,-0.022909119264837983,-0.09716934366297456,-0.02097732543237483,0.002118837141767431,0.012777419034539734,-0.001459733527616357,0.05065849673650622,-0.02253168185577267,0.05672426814839039
CRH,0.005208559635237557,,,,,,-0.07638321683095929,-0.0346181440010974,0.026889223354118866,-0.02831220601664786,0.04042307129823864
BDNF,0.09433834769175539,0.07499987440676817,0.048541058476276606,-0.1121574634122577,,,-0.019151424727949232,0.0140254352857861,-0.034847540914353645,0.017858249320942765,-0.0034997252441790042
CCL5,-0.03634785536641641,,0.0344783919501079,-0.026018763153488764,0.0006485059229053807,-0.005530642051614248,0.002610225155144214,0.012595518089171035,-0.05102595739640342,0.03270868691663946,0.05149217029161296
