,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF275,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
LAMC3,0.02239607475648918,-0.0681709145040484,0.020538346470496394,-0.0016311177285811816,-0.07945362675836,-0.04099528360784876,0.007999073471994073,-0.045960634086258646,-0.06207210418210664,-0.06324226070831537,0.01278861139677573,-0.018570172744988803,-0.020676692760815046,-0.046995164917406324,-0.0787548344101778,0.017646461337709977
CCL7,,0.09746632820509861,,,0.008037133496949712,-0.02513752608558064,,,,,-0.019660381568817897,,,,0.031880474848870195,0.025820009922456255
NGF,-0.025781693625119978,0.0654520738770237,,,0.12215320818869832,-0.026831692749295293,-0.016704345093657234,,0.011161303622866986,,-0.02270616677943599,-0.018173282486486406,,-0.005987527525261701,0.050534155453362775,0.0025633722813832352
TNFSF15,0.005579688730131217,,,,-0.007948894695769966,-0.018611739011515048,-0.02028273708834978,,0.02185932172896964,,0.025192801195231058,,,-0.015280419614407412,0.08177641146676011,0.008808722633916993
HMGB1,0.007747647055750834,-0.053508592159657004,0.00284223235606543,-0.05636668392566642,-0.09029134827833173,0.09454098539865477,-0.001026883697595321,-0.10255759583495214,-0.04154342181918188,-0.05988178944264416,0.007474514857624351,-0.055976277708302616,-0.03850285827906883,0.012870236234874413,0.06067173361530516,0.015938039649585407
ITGB3BP,-0.010906671605908712,-0.013774147335370511,-0.031763833789148196,-0.012839897938562626,0.05370364150421465,0.0009742937809382072,0.001961151013216021,0.0011253817527860938,0.01893922019484464,0.06359649235381863,-0.02645677896570868,-0.055188341249186486,0.02946901601513938,0.02470763980750992,-0.018578598714875372,0.005291810626352232
AANAT,-0.04620960923103783,-0.00553829994115876,,,-0.014813055708059474,-0.01677028993848625,,-0.009245364927487941,,0.045158286209482604,-0.01724770210598804,0.10781847861835524,-0.013662184853341731,,-0.025313056981918765,-0.029018050011139458
RELN,0.02763770973485817,0.04449334678118081,-0.041676919204514024,-0.012909939880896752,-0.019497439841645467,0.0009325438892068931,0.07013515814748414,-0.04810102425087962,,-0.026538504765361674,,,0.0032049805230647296,-0.018457090919558262,,-0.0538248901715519
IL15,0.03667726955554237,-0.06382488873544494,-0.022625982798301497,,-0.011529846693095184,0.03502313436434251,0.03573641389473894,-0.02479942805640377,-0.04057353655621834,0.05663205484186944,0.05258713252435139,0.11212336276022475,-0.038328966918330085,-0.016333672657799583,-0.010378387571541178,0.028368131276724842
UTS2,,,,,,,,,,,-0.014687680660969682,,,,,
BSG,0.01229250774582086,-0.04850852030408612,0.034284682871463204,-0.03808639140542472,0.05186574100976381,0.0019324134529562923,-0.022643974195998593,0.14404568896016653,-0.02942686124595053,0.10036746321373614,0.0966458067081889,0.07304792019954254,0.020077422464484376,0.038820007263480734,0.01205149537677398,0.07892192695419839
ADAMTS3,-0.039390639752396116,-0.06859068445618961,0.032623076085734594,,0.0037863711860571603,-0.027087734285023524,0.039858829551935905,-0.012644920299424873,-0.05077961243840135,-0.01775023059184655,0.03576973035212637,0.0007806814767134366,-0.01552794305092362,0.000761144296461586,0.03802572135448804,0.030902807562040297
CD34,-0.02587919378950767,-0.06223961648904742,0.05295653334000656,-0.05048047257907054,-0.027748877188113048,-0.015875650801511716,0.030430883982732394,-0.01058644359606972,-0.009427050971169299,-0.009849416210755446,0.025547825172810172,0.04649575380755243,-0.03522107074360497,0.004552309097012532,-0.019541300526627482,-0.007736155302371494
PLAT,0.024019504374088087,-0.08390991738811991,-0.04232580396083332,-0.037759091318348245,-0.08187932760347698,0.012488205143819509,0.047965077795540906,0.017318481914081807,-0.013315528062512363,0.004860386808830967,0.07324413211126747,-0.016689542144106884,0.023386446937706987,0.10155424635512254,0.008293198333025407,-0.030476984287751852
NTF3,,,,,,,,,0.03096304819196861,,0.018885142218833497,0.06578901045605838,,0.01081570095621931,,
LTA,,,-0.013060768200092589,,0.010235549791992753,,,0.04520652188622564,,0.06749531102423496,,,,,-0.034067559928420706,
CKLF,0.026259124413488516,-0.005413400333774701,0.0023544409266822598,-0.01648923989028326,-0.07823823529353821,0.04049735420759987,0.017799089425120436,-0.07475844999743289,-0.03678976516439887,0.012140850261069565,0.05287901700676427,-0.004252849472305421,0.10044934853958769,-0.02023847368416576,-0.0416799685618192,-0.012716810640536414
APELA,,,,,,,,,-0.04771236456869317,,,,,,,
CD24,-0.03428988486099097,0.00654000160960426,0.006901843398195142,0.0032732845460692202,0.04600902327891217,-0.008977343215382735,0.03514503910176164,-0.08615616549676682,-0.026941020352907182,0.017440034960277857,0.04799210226696196,0.02360296043908432,0.035677542696198564,0.029558456269514168,0.009395929075717737,-0.006393798098720617
HSP90AA1,0.011153520791612626,-0.010522975996546327,0.0696819577258289,-0.00959248413329984,-0.004695063390069887,-0.04397921792912792,-0.06731771464202867,-0.09056949708730946,0.00956838623950523,-0.002809465195759624,-0.057257006551989675,-0.02470808782381196,0.05738450522084364,0.05349828998232224,0.11077847006732872,-0.03470408967007904
BMP4,0.04656859441149443,0.043847992517062236,0.0778074234798316,-0.01301813209435345,0.012150318339915329,-0.032545456672163506,0.01571085675214198,0.023942789339103106,0.0584572557178258,0.017049804203353863,0.0033152113199122154,-0.017751245699338492,-0.025830998068124025,-0.029274022260582726,-0.05442213980775878,0.09140710929086325
SCGB3A1,,-0.02018515147614594,,0.07442384404767349,,-0.019971345031112756,0.0013269023175054569,,-0.001182829012473756,-0.015513508657084743,-0.029923931888104542,0.03420157287768919,,-0.031732609893999925,-0.01651004780013788,-0.0119887146864287
IGFBP4,0.022191137696854473,-0.035175259490072316,-0.05883934984218505,0.0005057201980442832,-0.05325748669660526,-0.009414341388097571,-0.003226941043908919,0.009524340088549013,-0.07467495252187446,0.0467618949210991,-0.01793483591155716,-0.030581362289083328,-0.019200394583001452,-0.008858565986293698,-0.014390520378881978,0.01956103471210657
RSPO4,0.04736171903375732,,-0.02111422347189024,,-0.00736282054707903,0.009696499176510722,,0.04391570494776785,,0.03704399842119949,,,,-0.021370562297964663,-0.02588290899649435,0.005240534697975094
LEFTY2,-0.04062711970897339,-0.08463906930151782,-0.013221174305200496,-0.03295144087471065,0.0065814635159358635,-0.03577744030594539,0.04438859468152949,-0.010724566984101142,-0.02926468958860054,-0.02744570957625189,-0.01668943758952918,-0.0024195736405651586,0.0557171403118185,0.06273995876383545,-0.03660970213605038,0.005374838419314213
PF4,,-0.020938854465738673,-0.011880543822046086,,-0.022600626989096075,,,,,,,-0.016884021244787106,,,0.04883304432792134,0.00583481416507922
ANGPTL2,0.033336223328881726,0.0350118933669137,0.011721021214967396,-0.07633363076969298,-0.031803432947301764,-0.02457379859739067,0.051341619087889215,-0.010845831968508806,0.07792708161981178,0.06689723471373842,0.07104842379273922,-0.037739429392284404,-0.030550826480459772,0.01784962315892336,-0.03273773202270175,0.045340722952046525
LRIG2,-0.03543608687201332,-0.021981437995389187,-0.0015509679232283205,-0.037275701784876956,0.05468055259987198,0.04987713650463839,0.00045168905929133315,-0.021996836809752708,-0.03634602569549717,-0.059493994694080565,0.0027450555881933735,-0.015160745766696045,0.03795677199389445,-0.009059678446364385,0.05307442356820304,0.011528536381831564
ICOSLG,0.038916089615563684,-0.033765845547989046,0.003952853935882174,-0.03764830103467924,0.06732345036049296,0.09549379347020423,-0.040610611686674875,0.02301790569923548,0.01610672425292517,0.020109703164745207,0.0615875070006681,-0.007993381340966322,-0.042376279097521743,0.03658670525710023,-0.03104125106811202,0.008142683058705144
WIF1,-0.04137439945163128,0.09394564224168117,,0.0070809766337414926,,-0.013795072939423256,0.03093903475549544,-0.018884764857332915,,-0.060277930024020016,,,,-0.019866007649356265,,-0.013453568257090253
NPPC,-0.028792472586535934,-0.05596443969715391,,0.05327954136193259,0.023718821657604944,-0.010136458649531842,-0.03534480510211844,0.03152176872910268,,0.07461721420573092,0.0010156234678676411,0.019956408542066664,-0.011179117652923391,0.01570578639131309,,0.06007643126791172
LYZ,0.05760612472990268,-0.003523047655576246,0.028795871718256434,-0.020935590962015957,-0.006588164897884836,0.015861778612099416,-0.04129085499709538,0.0181214996594078,-0.08151207385422643,0.03737095659720919,-0.020112787181341796,-0.0016353354773343096,-0.05858787695983187,0.012064980216900884,-0.02492917901990515,0.019361735282727097
EREG,,,,0.007203294035431558,,-0.032437070410095206,,,0.02530424459114312,,0.027065718265046765,-0.04551684337894762,,-0.02661739565130153,-0.015878795582741575,0.19631021482989378
SPTAN1,-0.07552955755450966,-0.020117580126696125,-0.004728737259629503,-0.09332093196877131,-0.12898947904298322,0.02414138284152811,-0.01687223633927121,-0.09857317390550868,-0.04773398977803928,-0.005505994348742745,0.018759672177262807,0.029898761649255527,0.040530931136905715,-0.05943226579948973,-0.041364779811490546,-0.0049358048059426046
PTH2,,,,,,,,,,,,,,0.046901012449855325,,
LIPC,0.01415130429045064,-0.02563466153490774,-0.01788085340277603,,0.04328514981052755,-0.022316366737951964,-0.022380910231037287,0.011318232061544135,0.04345220021048868,-0.00538791291079393,,,0.03749651159016153,,-0.043074280275678986,0.09868203547676004
COL8A1,0.08490399115032056,0.02618361025321449,-0.014976121138979639,0.009698918953687876,-0.056010228569705604,-0.019387048167397426,-0.045489519639889425,-0.03352498474224392,0.019153205285675396,0.05992077214778431,-0.01464229155490771,-0.047067242533785705,-0.0002623850494096502,-0.06495202994178363,-0.06132607447941953,-0.0703685329287159
GSTM2,0.007622547219571529,0.07931495120461102,-0.026033340025869076,-0.018219920441356247,0.0812804591475403,0.07764164404042408,-0.012204514925369673,0.021683296047978494,0.010243016605017839,0.09227541730926164,-0.01050151245206335,-0.04435202693339753,0.02357273694169501,-0.036758679972074604,-0.031935219562064424,0.008375912230554214
SPX,-0.05170250915634944,-0.03230482588599309,0.017505918843942894,,-0.002272717448542608,-0.04475757543661438,0.037644762709022825,-0.06712678769138215,,-0.060538016345596135,0.025269410368020755,-0.020963670467143116,-0.05577889954941638,-0.03754897716550337,-0.012804059788722337,0.0011847692445845273
MFGE8,0.07025549036178629,-0.056967314509976365,-0.014698676735247265,-0.027978853228858465,-0.0073642035210355165,-0.013943171882938286,-0.0009730697309591677,0.024837675767213588,-0.04940651282805674,0.013718598978650978,0.003948068316707352,-0.018132742351423748,0.052174979603515685,-0.052425045124120155,0.034702517136813646,0.01626747785652411
TGFA,0.06877690954081157,-0.03322844923711514,-0.029424004220532644,-0.01322605558208013,0.06441367564886165,-0.012890178364198387,-0.035470974315705485,0.13966371394265203,-0.010789109416330635,0.044502699499445,0.038303585063071785,0.03555252133879966,0.05417731554243631,0.01108790011224042,0.019545580901645584,0.09148663703732546
SLIT2,-0.0638267085263237,-0.002644811176597636,-0.030978147983290943,0.023160692445283713,-0.0030339903016117294,-0.0012540862737900605,0.040098691744430336,-0.03355338174084216,-0.025927156997088585,-0.04331973747990267,-0.00930728316692289,-0.012367378105180122,-0.004869318670822427,0.013533025404573826,0.028339974701552147,0.02505903009330389
PLTP,-0.058297991778624624,-0.01686319401221001,0.007736504536598848,-0.02552164937718376,-0.11203575422782053,-0.006749375173009755,0.03622639029135547,-0.08126523459132515,-0.058036960448147296,0.04850115593226873,0.008146024836545354,-0.01677239199075211,0.022652629250410537,-0.02709528894330625,-0.02216491993821342,-0.03324571328447277
APOD,-0.020288846201745068,-0.022338074874826728,-0.01721854375803949,-0.09651052218068375,-0.08391743297699922,-0.004779352687306243,-0.008222869344441238,-0.11636781260822655,-0.06616597414976468,-0.07598403726959725,0.09272103434908009,-0.0017230968668078587,-0.0399186254795977,0.015082203575474816,-0.04145083541254002,-0.0006754722570953337
B2M,0.02256929602862641,-0.031194423287236355,0.05881480306827869,-0.04560128150123031,-0.09577581574471526,-0.011414107777631122,0.026394580143552338,-0.07901183691792385,-0.07630466788094496,0.04678964825873885,0.06877227025621924,0.016012365517582106,0.0666970611522323,-0.002191317024474891,-0.024211509472019926,0.028434643336934462
OMG,-0.1264944499775008,-0.045100758461335266,-0.032945587708919664,-0.06642901531106774,-0.07347595755464696,-0.027006832960210135,-0.028587231810615406,-0.064971034256088,0.013822931286705382,-0.0348690271639527,0.04342700289950423,0.03847676531747091,0.02697910022756657,-0.09066658287730472,-0.05885453685015684,0.0033769984477447826
CXCL3,0.04598281043753413,0.04248775362100781,0.03152005395906193,0.00019952352163559703,0.1227549459188824,0.015201234354930048,,0.05598964687744917,-0.015613835816272344,-0.016011389022832515,-0.02519844349691394,0.005525045953197529,-0.02167419664479258,-0.0380001741633789,0.05558947676208199,-0.014509248925349381
CXCL10,-0.021472194917590236,-0.008348521087298156,-0.000321748349478532,,0.010605564631071195,0.008115482574144536,0.055266127205338335,-0.02444655808512993,-0.029530350554583584,0.028510162237595477,-0.020301866152832936,0.0508049824069916,-0.029199766097965218,0.05016976494531022,-0.08280552802446714,0.03907773424656376
RSPO3,,-0.02741896355390319,,-0.04598886721746632,-0.02624621907437895,-0.022316352978817143,-0.007648165391205358,-0.03696184798184338,,-0.01673159293956497,0.009963830297844135,0.04935561140673738,,-0.05449617666361348,-0.02427863009273802,0.005033746619464908
CORT,-0.018190935603298805,-0.02268514274410465,-0.021217898935575547,-0.045512459548431076,-0.023606461271763798,-0.027084263778868838,0.012917670166992794,0.0265773186983088,,-0.020499817460341543,0.0535136509829324,0.005478441720151201,,-0.035542111252134474,,
NCAN,-0.08208612393178406,-0.04218414305111247,-0.05500472303339579,-0.07627540332932858,-0.1153814381229407,-0.022446050134914932,0.07253736854184802,-0.031041608711783165,,0.028068989888143183,0.029802573311148925,-0.004996546785702481,0.10568909070088946,-0.03629044564116032,-0.04961836490446478,-0.007728113415987137
PRG4,-0.03582345015863151,-0.03035606023356379,,0.000191364147128054,0.04281444346864829,-0.01597842861301061,,0.03188674107824119,,0.014760212019987841,-0.0016846206325528844,-0.02607061370135418,,0.03714006820280233,-0.054997640337025366,-0.03989568217575965
ZG16B,,-0.015538917489239872,-0.01429630356132717,,-0.030064628157990936,,,-0.016719276656231137,-0.038605440502972675,,,,,,0.04282738381461504,-0.02445290228884624
TGM2,0.11387089874677854,-0.004675478300930386,0.03711731096570997,0.017722492852236517,-0.010231037323048623,0.05060254276653089,-0.0025301656393639156,0.024974997323714918,0.01682779583190768,0.020332886056161542,-0.01452180712537998,-0.004880685868556351,-0.00617467337936646,-0.006877737383982891,-0.008552063025287736,0.021307669178790407
VEGFC,-0.016265837949859602,-0.0203958805500596,-0.018357004316598733,0.0039435168066071944,0.015697588779696098,-0.02459609637485214,0.0199357664140964,0.008395160331797654,-0.0016759872170063483,-0.01996379867786359,-0.02530178163842939,0.03963563843872803,-0.028588622525129764,-0.03647349592603628,0.012411177173425091,0.019885697839515097
WNT6,-0.04385485235742163,-0.0325682989304733,-0.013221174652183648,0.050454693699040445,-0.026852104661951925,-0.005179576283667099,-0.014803168007471145,0.00031102580702992605,0.05138071024251163,-0.01742339537556689,0.07973690387808552,0.018095217523036958,,0.024317063338924163,0.07646825449075033,-0.005210565469748759
NRG4,-0.03268219166591291,-0.00021592924072769576,,0.030304543559992222,-0.0021232856771778103,0.02712271706779067,-0.018121814177920165,-0.032120437548547265,,-0.023290099719337827,,,-0.022956250953825353,-0.02822038198841944,0.19884342084553777,0.042479136700969054
PMCH,,-0.021427398864574964,,,-0.04368264185427019,,,-0.02447239029572034,,,-0.019983424532514907,0.04178364495830173,,-0.016248130796018005,0.02146778992194033,0.04945481635112582
COL9A1,-0.050914776653409384,-0.042596354345378944,0.08525432999051,-0.01997696759092109,-0.023789631726315506,0.011868029551574653,0.003968785111870709,-0.007962287995449254,,-0.0014672526732086208,-0.0016165898436153452,0.008248190507573016,-0.01336119398485537,0.0017370216492305192,-0.02736171445507015,0.04875280753968166
GDF11,-0.061367772126992064,-0.023441379412672148,0.004750063939784062,-0.055519355684442315,-0.04713574299302303,-0.019861655158975033,-0.004770648135131145,-0.0034072267419011835,0.08415310095252082,0.024798499356029947,-0.03853799460714754,0.0021239258781183953,0.0384052276173893,-0.023023478365678196,-0.0449103311503639,0.0034446719587149267
RAET1E,,,,,,,,,,,,,,,0.02310213367466411,
IL24,,,,,,,,,0.13763566003195088,,-0.014899159792254882,-0.016614814110191004,,,,0.09630118699539761
SORBS1,0.028945527014037954,0.04686362296183028,-0.023438418410878164,0.041234099628445695,-0.052634374205872025,0.030129410666403327,0.02321108758734316,-0.060415266937359206,-0.0013402693256032653,-0.04680846889536953,-0.01712732713995403,0.04602408312173672,-0.005633527392534724,0.040720626789376414,-0.04363156457193069,-0.024865769519108735
DLL1,0.004433413561931252,-0.043720967878974205,0.006238933409809582,-0.07008159686852074,-0.03520630904005296,-0.08673082858057406,-0.03511695946854974,-0.047038036681676915,-0.028396645528770116,-0.03000126790453779,0.03836683841235395,0.0712351122003501,0.014775239163605207,-0.040202750175026176,0.019353904537684378,0.06017630074965382
TLN1,0.09307293953382084,-0.0011805794905374225,0.07932536929039709,0.023677123242736055,-0.0007662471805767167,0.04349342302390833,0.06446794602385908,0.024961715987140448,-0.056912403836218886,0.08551065528069729,0.016939695824615627,0.0490831227075939,0.0010252869307477857,0.07163568259384658,-0.05422693594786841,0.12100303174574753
COL2A1,-0.03345237535266589,-0.05613304248050555,,,,-0.014271160707709002,-0.016037390241208392,,,-0.016254847044637432,-0.006283784336542174,0.016108090654700796,,0.09963312107506762,0.12897949208990053,0.0552705669585713
SHH,,,,,0.004616342581663512,0.00799988516920685,-0.017504876073010038,0.05364068277646957,,-0.015513507301107511,-0.009609398343944602,0.004682141923538447,0.04793056735278396,0.020031276888277282,0.03023193120526304,0.015151910503936702
PON2,-0.062310269568840546,-0.04211620636770462,-0.039853148050381634,-0.09846674893904814,-0.09605470166828094,-0.021935832029005443,0.006581081384116726,-0.026800662069705293,-0.025193927275491263,-0.02293369408262801,0.03375475145325868,0.024626209527481707,0.052424036234441154,-0.10513129267346255,-0.09823768364209627,-0.010568544601295984
ICAM5,-0.021023605765318306,0.012648980419186044,-0.017018621038483995,0.013278208375329089,-0.034471877014388225,0.012804155087363683,0.07017004420459734,0.0007886724853979388,-0.02304502125729392,-0.030297041766352548,-0.04164724989479579,-0.0365450834044206,,0.006501688097125671,-0.04355321517336792,0.009324044376243778
