,MGH258,UKF251,UKF259,UKF275,ZH1007inf,ZH1007nec,ZH881T1,ZH916T1
PLAT,0.037485204984647344,0.024879731113063602,0.022961118489449716,0.032206053074877325,0.016382001583261186,0.060529916063701804,0.03206325321730931,0.04466883314529759
NTF3,,,,,,,0.005970654388887643,
LTA,,-0.012898471055867323,-0.018885048660152233,-0.013736462557630773,,,,0.09076661487955609
CKLF,0.07813300787345498,-0.01524532066507832,0.010103294145873597,0.012495909974731259,0.1295339393408532,-0.027934992536252135,-0.014528696356607966,0.025756028291288886
CD24,0.06453331979310174,-0.052029859774931124,-0.029710354408743235,-0.018635439013244368,-0.046616760261277805,-0.005063353975247478,0.05161354820323216,0.0355004401601497
HSP90AA1,-0.02032913808841513,0.048607317682729356,-0.06266044114203628,-0.03397961247483937,-0.08002791200727248,-0.03609254166831894,0.041966943503476115,-0.04118515425534111
BMP4,0.003183561153089574,0.03361778418968371,-0.002440138437290219,0.050357758208198426,0.00441651343997618,-0.036876714578816396,-0.039852708479281684,0.025318670201028688
SCGB3A1,,,,,-0.03474366525252166,-0.04036429876069304,-0.023883359425022267,-0.010079281088416096
IGFBP4,0.01836111692709795,0.010431074220234881,0.03376953342759652,0.03358066403643804,-0.052884699555475395,-0.014354426826222783,-0.04222991609470716,0.032537274123979186
RSPO4,,-0.004769809533259787,-0.01856618337262701,-0.0159763422090795,,,-0.01608442615284624,0.03921370908458633
LEFTY2,-0.019476281390736126,-0.013056883905113364,-0.007264837220380701,0.05759824101325393,0.008330930353325675,-0.029315089286073875,-0.02187375693660721,0.020732563330837655
PF4,,0.01518618635912964,-0.012855717029723037,,,,,-0.0318583989857122
ANGPTL2,0.01890221196299078,0.0031804651099720956,-0.04312251451089606,-0.03858576519431953,-0.025712722891643804,0.039450799566069866,-0.03648542443338939,0.02946970788860166
LRIG2,0.01596430821061928,0.02241164443431793,0.015408823510097487,-0.01825954736454402,-0.030810158149622433,-0.03231559376242939,0.01758393500087732,0.04395954494403384
ICOSLG,0.012797723448728536,0.05330006488344937,0.025125324442777444,0.044133574334089085,0.011640194424889661,-0.11543403094559468,0.014688756061622342,0.07531554548749023
WIF1,,,,0.009842675382471033,,,0.08547253515218041,
NPPC,-0.048560385472693375,,0.010136715167815542,-0.02404911282742913,-0.024874572400659736,-0.0504263572783812,-0.006416511034876977,
LYZ,0.012652932099779583,-0.010196484244998525,0.011217621891233156,-0.002418535850664717,0.09632474633389601,0.10369767040127686,0.017796511283694742,0.018148510944970192
EREG,,,,,,,0.01725179062740617,-0.013601188351719992
SPTAN1,-0.03444963173188079,-0.05288941133056979,0.03874920854315668,-0.02733194441843142,-0.041114225720949776,0.08296311652893744,0.01461257465576213,0.07362423156509088
PTH2,,,,,,,0.034387796269377484,
LIPC,0.06854882123168873,0.10808956224674574,-0.02310268096218377,-0.0298693987538444,0.0015712100226710419,0.08449859377590445,,0.034213539402686385
COL8A1,0.008909139752442096,0.0016547114100316437,0.022083416689210458,0.07223819003454386,0.007444211986780493,-0.02862592516785875,0.046320141868122756,0.0034808326084353625
GSTM2,-0.016982420385145323,-0.025709841692837344,0.028396239188665205,-0.021495296980969754,0.10071439588228073,0.11454889949605672,0.00037474748060741143,0.059191265266096915
IL4,,,,,,-0.0347524979172615,,
SPX,0.01503748018170904,0.011627871090639964,-0.03785634001004601,-0.03161541678311912,-0.032976017340003536,,0.002057847628739603,0.11827923926862029
MFGE8,-0.010559892922640323,0.012652760681117581,-0.03139381804555296,-0.033976294445956234,-0.061041995362166444,-0.007160243712495559,-0.03243682236060344,-0.03079614919187311
TGFA,-0.0027295818243531812,0.02317201869147505,0.022050064565091888,0.01427452326800748,-0.03439584635870545,-0.05121357987753874,-0.016135252209390365,0.06534779048067214
SLIT2,0.02568598262904663,-0.03059320393757699,-0.015693766901704057,-0.041112997848881484,-0.028373046009631645,-0.08458775267550273,-0.012611915970669714,0.04526319179001211
PLTP,0.010689264189331816,-0.04291741961346434,0.023178688217134445,0.03306698172568,0.0335488031320392,0.0350284938539637,-0.006392009991096584,0.022472152732781265
APOD,-0.004554584648240934,-0.005241824866588556,3.033204853900631e-05,-0.02942531622665989,-0.022186520229456528,0.05959178127115861,-0.005815789676778779,0.01565961723792681
B2M,0.06325768107431606,-0.061455063682295336,0.007717176467604234,-0.027728983958635902,0.041563645197600994,0.013060216099427376,-0.035730354103252975,-0.025599850333776895
OMG,-0.010028169620214742,-0.005523847574533949,0.00024555586725993043,-0.008461657343616756,0.03158766726596492,-0.07300572684354294,0.015531033091403818,0.11881779405171876
CXCL3,-0.01584093490860444,-0.024121751522060836,-0.04336528617085958,-0.023275408876561925,-0.02563574134761009,0.003190296711740316,-0.04511999496184045,0.03939221482484189
CXCL10,-0.049963709036174954,-0.030474333699252423,-0.030677423639758533,0.011812026542662833,0.062188186986467,0.05059281668968009,-0.021977888207517136,0.07564099385002197
RSPO3,,,-0.014929407298440183,-0.02412984985951449,,,0.031278043961866946,0.053146994811229135
CORT,-0.01967077590316412,0.011132542333327848,-0.015574625892408848,-0.027447023667592222,,,0.016395560351818342,
NCAN,-0.018913638798996987,0.028199036052636923,-0.01577351052652725,0.016270016400497005,-0.028076367532533432,0.04602494343947056,0.03592087137512377,0.04012160143428845
PRG4,,,0.08170588818175546,-0.020417131106546242,,,-0.027862723029903332,0.09188782325811955
ZG16B,,-0.014118653272658516,0.05196483792194607,-0.010914866477258384,,,,-0.028309758729805224
TGM2,0.012574668906201422,0.010338464093491404,0.015177184964236866,-0.0193754284894622,0.12016957427805629,-0.03361325747478918,-0.043388012481941504,-0.001433525794141505
VEGFC,0.05112452498295406,-0.018128894504720005,-0.026261147204995585,0.012320754852609934,-0.0424306582125825,-0.039394390889195836,-0.0274515589987233,0.07862263800926596
WNT6,,-0.013056884247784797,-0.02037996134229658,0.06167573589412817,,0.13378297037324044,-0.02134665846730018,-0.03418985198061275
NRG4,,,-0.01793278103864966,-0.0080355858998363,,,-0.021239902056347622,-0.02270425447620131
PMCH,,,-0.02484761520378041,0.018547656175691377,,,-0.012229058658659099,-0.04895899777354406
COL9A1,-0.027213950630611647,0.028419781479620824,0.013251128943936596,0.043131608773152606,-0.021193310696804413,0.06261801718032607,-0.03059407310467176,0.09922203434260103
GDF11,0.004633818349424621,-0.04954419803613155,0.025856294611219386,0.016211699862861896,-0.07959734509296197,0.046149523177080855,-0.018291856351183734,0.0636469324458367
RAET1E,,,,,,,,-0.024906405842313305
SORBS1,-0.017674485089277176,0.02055323965416042,0.004681275763688631,0.006039971791370926,-0.06945022935939313,-0.029217636503621334,-0.042025089908521975,0.0657237822818586
DLL1,0.005848644679650422,0.021449768238995224,-0.034858862424653504,0.04218459109041661,-0.033484207839494726,0.04010793735144386,0.06386868419670291,0.07856218913506986
TLN1,0.033976485535326686,0.0008729234535657627,-0.005403600053525821,0.009828106731578173,0.004326615403364279,-0.06587258482909648,-0.014084502275952555,-0.0038469725609208347
COL2A1,-0.018475889195728564,,,,,,0.03535023764103964,0.016246229610611704
SHH,,,-0.015311752968298124,0.016507336676834242,0.07010212859607878,-0.034885166284226124,-0.0178502386375529,0.03537722503181198
PON2,-0.02832851847303022,0.015887862394461518,-0.017056479901340137,0.02847961635778652,-0.08900294836493008,0.10722984307094542,-0.05117666275273419,0.053175949483826715
ICAM5,,-0.016807142391065816,0.05013821265602068,-0.02737616157850528,,,0.007530179421192148,0.010599793496385991
HPX,-0.0209864319944895,,-0.014357420940002964,0.005465071537534971,0.17132869693880873,0.06399422034745288,-0.011306324760010188,0.098566995772433
SFRP2,,,0.01609374695212075,0.04599190840805952,0.07200393257292922,0.026976222385449278,-0.017342995598390223,0.05497525031668188
CFC1,,,,-0.013736463387796164,,,,
CD70,,,0.009194449247061354,-0.014700713058937206,,,0.02361277680426581,0.0019013276526952943
HP,0.06960928251400798,,-0.023523986770608272,-0.026043360723506298,0.03700102802523441,0.01565596674411989,-0.006598620344031526,-0.033963081434726344
CXCL2,0.04951852451483175,-0.01403443522204751,0.0020656008564598274,-0.02257926598079817,0.05701338805080007,-0.04920505234851053,-0.04243401780556098,0.029944496898491248
NPPB,,,0.024861218419574088,-0.012028205986297228,,,-0.01827759209552521,-0.023030937588280922
CCK,0.03033080883117888,-0.06872042685842594,-0.02225168372359154,-0.009235046138799986,-0.026376959056963294,,0.02457285131053888,0.014285883874512354
SEMA6A,0.06248236540541336,0.017160112641860195,0.006281849574943796,-0.007509024528196997,-0.07006778536583914,-0.003913401334632854,-0.04187394372854972,-0.012872726951224458
IRAK4,-0.016777216938615603,-0.018842797085938476,-0.014769205375881516,-0.022302026642604472,-0.09183734729389187,-0.0713103508605414,-0.015572146716384506,0.035974611128778325
GSTP1,0.039534243480340306,-0.019430063441030314,0.014558075500622792,-0.023803236925477884,0.049084028856074505,0.09294800414458755,-0.0022722858715659,0.03532186721840086
VCAM1,0.03138834277201293,0.02660896542343657,-0.0027276010065594705,-0.053461479206328225,0.03181226512328329,0.06431211567219555,-0.049361501735635825,0.10955073256414335
NXPH3,0.042772209355938,-0.014077647551125104,0.018634705095731337,-0.04589849593813766,-0.0008546569902177471,0.01123716394780558,0.007117230925852831,0.06421420304941913
MTMR4,-0.015456334809564478,-0.02780317202123211,0.011342026339757246,0.03338461655915872,-0.05297604032591258,-0.11025818415864351,0.0499397687673633,0.024341319276323915
LAMC2,,,0.0183863388858743,-0.01514216941974752,,,-0.011870208890071956,0.02475477152675576
IL10,0.0248763320056045,-0.01870165847357779,-0.02323208753910092,0.040494268019101144,-0.04828952658072604,-0.03697925340654425,-0.029559248550015415,0.05620803232420901
SEMA4D,-0.012372074648359061,-0.01980273974384447,-0.04468828772075354,-0.02557519501093142,-0.0006773489800108633,0.04968848810300746,0.039104439842846804,0.07066280967887045
TRH,-0.018061548156681737,,-0.011762323429563156,-0.03990205037159172,0.10605783780053092,0.06223822781820693,-0.015669795721930828,-0.025796194587498555
SEMA6D,0.08594908676824511,-0.011847792000328575,-0.048072239314402784,0.04847948733353829,0.030487574774097134,-0.02037520359570195,0.03590196469177468,0.06760639034253474
CEL,,,,,,0.05690778147037128,-0.03004849328381924,0.011908504196944098
PDCD1LG2,0.0533955077198538,-0.03370751921318535,-0.07101813091688071,-0.007571235417307907,0.06553932323826105,0.010612105289479958,-0.02326096943530742,0.06314908774786879
SPINT1,-0.014428223838098522,0.014476402064127161,-0.027514674792223644,-0.026306210453857264,-0.05452236558739539,0.03396803637560772,-0.03241765102491732,0.1109409898784229
CTHRC1,0.044547265045552537,-0.003157836663310217,0.0035184505776238175,-0.006971142893757669,0.08109368096842896,0.02497942273202952,-0.017600011108498227,0.03508087572804907
PODXL,0.024888648193097343,-0.00885332215894104,0.04493492154309138,0.019754587513840776,0.09251085580392565,0.013633180971216515,0.015590165565675117,0.00118040055081385
JAM3,0.04860648172361384,0.013077153520803131,0.00448489347345228,0.03261273150428341,0.05676543809999129,0.04093010283124762,0.024874712421157654,-0.010920206852888619
TGFB2,0.07184189535687166,0.02163845050503325,-0.05110951466940592,-0.058113413958307075,-0.028545932568247966,0.08991377803083743,0.029453224482370532,-0.02224876732358356
COL18A1,0.05256901156815298,-0.04354883165044263,0.03360214631973349,0.027281978977325948,-0.04463071760957406,0.008294770782543261,-0.012552593001169706,-0.03745853801230337
NODAL,0.05518034754068464,-0.01257596865243956,-0.009934659687156318,,0.05615848474472117,0.05643080235192131,-0.013574474147918212,-0.023829055286458383
INHBB,-0.0005847175761750076,0.0053342505826247085,0.015086829297285434,-0.04216354019487484,0.07092263477048703,-0.055858643801420846,-0.034103349489628045,0.009015348670239195
LCN1,,,,,-0.033869476897762076,,,-0.010323313160859682
ARF4,0.057978806068824745,-0.020700014779971444,-0.00495516019192642,0.05201755974314288,0.03463015710538637,-0.0351494934353747,0.005472781167769806,-0.019798777207818977
CXCL14,0.05340205626853602,-0.027562702359503588,-0.040720261274138796,0.01792463842084002,-0.0021320183965305765,-0.05772056491063107,0.0513745345733875,-0.03716942851114934
LIF,-0.004882692744961615,-0.015914166909363633,0.02868287000098996,0.0735092728484813,-0.032742774617479015,-0.030336367368849475,0.009678397078974027,-0.029121267232062903
IL17B,,,,,-0.022274624954492117,-0.021149361455385696,-0.01688790720762306,0.03308288792509702
MMP1,,,,,0.017443136856596455,0.026056852596585342,-0.012229057690192481,-0.009583436363102719
MATN1,,,,-0.012179270821544033,,,0.02573420276912335,0.020947748589673385
ADAM28,-0.028623329229737586,-0.01915759481191986,-0.01875796518444457,0.024518352263339843,0.06490987101932336,0.010195703295569444,0.018216672262490123,0.08112276325952145
TCN2,0.08656982917376249,0.045462415197476645,-0.01298639755537457,-0.047673277084570385,0.05665946726618284,0.03228348494905819,-0.031322608563973876,0.03190431948633158
THPO,,,-0.01057694004161979,0.030271681722494243,,-0.044068619233769826,-0.01509785904433095,0.09083045352973004
CUBN,0.06608326483518151,0.06612282273974174,-0.048132132155599944,0.06820689561223207,0.030051610592376047,-0.053133132380098,0.0037665241327207795,0.0906687845668242
TIMP3,-0.05304631127502003,-0.007883249692181786,0.06443366267079548,-0.07973842924928587,0.050379606198078096,-0.0038700033149587517,-0.02852209220120902,0.02877352955878309
PIGF,-0.008937699626447512,0.0010559483663558483,-0.012550754892077314,0.030044184582099388,-0.036665380876961785,0.020960364016625283,0.032924555720843796,0.10166077774100578
CRH,,-0.01578280749805345,-0.017270688261296675,0.00979062551955765,,,-0.029508286733858753,0.014921595325279546
BDNF,,-0.01411865058152259,-0.03987819385987015,0.04124472366849227,0.08859870813514381,-0.020574944245799674,0.05355564526693164,-0.004401544615899415
CCL5,0.0007694906777255943,0.049081961910732344,0.047674803300273405,0.05505329755216216,0.06929480168858448,-0.03627787076656433,0.020300772284954634,0.11464461492242349
GAD1,-0.006558077457315105,-0.003823456828575836,-0.028651301176648075,0.013120805560465442,0.03820758172077456,-0.036691545900033457,0.034552644454294304,-0.013167402100759711
COL14A1,0.1263246835157469,0.04897993323043836,-0.026529186192037316,-0.0264560118738493,0.028158171602897596,-0.0563084184519931,-0.04160546517456121,0.05746901420444158
HLA-A,0.019372567968230732,-0.02009025392341664,0.05321784136608133,-0.009276664760241351,-0.06581049044372042,0.12014879079741642,-0.0448180120156553,-0.02193833370418004
CD5L,0.09102933670759687,-0.006288889364254796,,,,,,
FGF18,,,-0.013721432669421047,-0.013050568511058585,,,-0.021132681881490933,-0.025796196657107
ADM,-0.02538564105646462,0.022044912528998182,0.02496121883241156,0.005477619258908418,0.010326930325177694,-0.07832385972222318,-0.0332719642714456,-0.01571702795711364
CCL15,,,,,-0.02563574134761009,,,-0.022373039358066386
GNAI2,-0.03954418580260878,0.001281506550749617,0.007936757433003512,-0.052038631560731324,0.035311311221623135,-0.03974075083664817,-0.029465029732797087,0.012750327306812722
HDC,,,,,,,,0.05197706891981508
COL11A1,-0.022747212658700597,-0.021939726202199073,0.049319150801367895,-0.024925144936919656,0.04613188765725794,-0.08786363994908013,0.03273150900130343,0.02721360215289571
NUCB2,0.007728417179820431,-0.058812169632674584,-0.007589808024077126,0.036182342574112125,-0.006661360550792246,-0.04633730930822898,0.03221763665748951,-0.0327719237572672
CXCL1,,-0.01693117801317721,0.013950285856394786,0.0569536976804986,-0.027455154603827157,0.24453474779122886,0.03081364318977725,-0.025862284471422553
VCAN,-0.00882535101603223,0.06528992182303478,-0.004503676436866944,-0.016150191179857644,-0.08679913475716403,0.011199949439385138,0.0038073895293763236,-0.050683707661238926
MMP7,,,-0.016856294770578196,-0.012028205920579594,0.06025180980380361,-0.044490771874280646,-0.049336687581684815,-0.025287570448553873
PTPN6,0.04081279586452268,-0.0033451858521542956,0.0251311282812764,0.0068732702265225905,0.008278152018283594,0.0629966974341554,0.06106476346482078,0.06929680581615562
PTGS2,0.007180802043793804,-0.015110188231880447,0.08359212717067843,-0.0016915647755329861,-0.03559994406835897,-0.05241493010235711,0.06999444819633874,0.0215101930768399
XCL1,-0.017638268933280948,,-0.014929409811089664,-0.0051046710373734445,,,,
CD58,0.04678877773686393,-0.011598648586256565,0.006358996884453521,-0.04492543757445253,-0.026980936483212065,0.08705757368831125,0.03881185187137863,0.02423749467113712
TNFSF14,0.0031889632076468324,-0.017658660483524297,-0.007333268462463578,0.014097033760418827,-0.009717242069683997,-0.04270991035186506,-0.01765811750971603,-0.019982303476347635
CNTN4,,-0.013823143095016142,-0.01602561240468561,-0.03332122801806619,0.017316147231958817,,0.057639993784565156,-0.03806911779707421
NTF4,,,0.04189984877208214,,,,,
INSL3,,,-0.013721429978042116,-0.013869786501161574,,,-0.017658115803657552,0.05370525927439179
BTLA,,,-0.021780079378895804,,,,,0.15636565648066178
MFNG,-0.0006200441990557296,0.006536956470847578,0.0019445015692277422,-0.06678309160692268,-0.014880540049273973,-0.021503011929673705,0.02264363705581698,0.019086953470482167
ICAM1,-0.0043201740937471094,0.02875545582273513,0.03732799057244125,0.055403222928283764,-0.0206273116273359,-0.010565339414006683,-0.001987994141290594,-0.003915581745673403
PROS1,-0.08780161959491083,0.02856503286098313,0.05270227655338142,0.004980007903493659,0.06273288863835763,-0.06581496958312218,0.0075277031198784485,0.026903091718418114
CLCF1,0.12070691881684753,-0.04334405102883946,0.027722685927992943,-0.02474131598698326,0.13018979946527015,-0.00830353208625363,0.010720340376149001,0.04137282124849185
PSAP,-0.005078700971530603,-0.055939128865709724,0.004661728484150084,-0.015513805979097016,0.06419934147222878,0.13244571593914886,-0.0388101478920831,0.04195975704143118
EFEMP1,-0.027031329740822917,0.0500948467921266,-0.05208966754164968,-6.733943047894663e-06,0.06698221177057245,0.024630172786897043,0.023144584079969357,-0.039546337658665345
C1QTNF1,0.034710475931501984,-0.006715963826784665,-0.0034023101417449387,0.04884742680071819,-0.05823645689389835,-0.040240877438924835,0.01850156820022239,-0.07151541212121645
ALB,-0.02655400123940264,-0.023294308224364565,-0.02436043994816881,-0.015142169032147346,-0.0347436623082881,-0.00044641749756430216,-0.029559247778951376,0.014286878441622646
CCL13,,,,,,,-0.019807246161332677,
EFNA3,0.02954486666616852,0.009775985152952246,0.02646512973040526,-0.008245666943613618,-0.04168747745205619,0.011472146843415595,0.038231550747230815,0.024303588208021767
DRAXIN,0.009130031145293824,0.03964181128328902,0.04126308219925343,0.00606535286741196,0.00036031664487408334,-0.03179581662003387,-0.03946253993517906,0.05028255108771285
RAET1L,,,,,,,-0.004282433201597033,
NPTX2,0.09614212746786027,-0.025881336919077375,-0.03153399690423086,-0.011973740306109995,-0.04160952445141747,0.09729064521505461,-0.0441036833577182,0.05885816357402431
FGF11,-0.004083887314482331,0.02898815294457494,-0.0219330089523307,0.06501510699241056,-0.09002303099931502,-0.08646166734567269,0.03237053740771072,0.09805725054769299
CD59,0.02080936406183034,-0.015603222943081566,0.01207634069208743,0.012743462905272838,0.007074299014025294,0.05398782342328875,-0.016642882559405724,-0.002461548327537358
COL9A2,0.038238233217587146,0.06680807093796413,-0.02636818478556717,-0.014647256453687543,0.0477223354629452,0.10829772772692779,-0.04765962331752744,0.08217293802078136
DLL3,-0.010089888737428374,-0.048087903246498066,0.03735625488824075,-0.015013363549588198,-0.0536446108249415,0.07537703345538915,0.007406568514412394,0.028539586497475098
FGF5,,,,,,,,0.006590247612827453
LIN7C,-0.01121639263173519,0.0066688356201668,-0.017555937272076914,0.040206111372240554,-0.016626346841118474,0.03142889951603258,0.04555497581744431,-0.08631676410194884
GDF7,-0.018269800422820608,-0.014833216179596653,-0.024483037063065385,-0.03951202991639649,,,-0.014355017453298655,0.03781938129686278
PSPN,-0.05767285733111569,0.023473608384954988,0.02814746638687282,-0.011639261131682184,0.1545709808960934,-0.04268030678189049,-0.014308474382902744,0.022752485518632723
ANGPT1,-0.02328277180456648,-0.04605212263270198,-0.011406239880998474,-0.015455630510595317,-0.020068393408382183,-0.0032781554688565673,0.027287961573912337,0.028114889402321902
PNOC,-0.025800756434697855,-0.031041298584787026,-0.008288629339335973,-0.036343083953422166,,,-0.017018459495890644,0.02042959708761277
L1CAM,0.09256072592443414,-0.021938616792981258,-0.02020800381371778,-0.031486908755165646,0.03641166622963768,-0.03790069387175659,0.020694942400374214,-0.027503299748785976
APOA1,0.08604441638864438,-0.020542013088455734,0.03356813829708595,-0.01806087478288071,0.08886115097237196,-0.0006559971448748948,-0.021484895097088227,0.019210958205160552
PSEN1,0.04169501849169505,0.04416994511600016,-0.0069558596668743665,-0.015540322129972948,-0.00265629243720493,0.080024199504654,-0.0036124951611885194,0.01302817007318272
CALM2,0.04555937826604436,0.06401059409583129,-0.008090095955021337,-0.0126469673719426,0.02269939985258165,-0.03426269244273518,-0.013330329302733526,0.06666478826440306
CLEC2B,-0.03690197876225395,0.016175946566498726,-0.05127974305318852,-0.012593916520914144,0.029923282984465987,-0.06773735391810687,-0.0031814782275794242,0.03596080612130919
NTNG1,0.01620636104099247,-0.0038587235332651357,0.015253439183450316,0.007575091926354079,-0.00875248309205463,-0.05586483885411936,0.0957268955352431,0.12455585757021125
LRIG1,0.03536519754169813,0.07039532667330711,0.01571664565714103,0.028275446882939793,-0.02658609949131117,0.053234099849567056,-0.03783697259166694,0.0336074421767891
CPAMD8,0.09929355934163027,,0.0016527958278296556,0.02052861483144435,0.027415929355596808,,,0.01952863005058884
GHRL,0.08272545493779024,-0.01881433278424523,-0.021183221338150444,0.005674791144320855,-0.03699086692192602,0.043124089574823624,0.03247623562762455,0.0036672255428249704
