,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,ZH8811Abulk,ZH8812bulk,ZH916T1,ZH916bulk
CCL18,0.08270624164551223,-0.02548525783532444,,,,,,,-0.03186998234230392,0.09137664032378033,-0.020564220798571883,,,
CCL17,,,0.025997694162204724,,,,-0.021816753568714643,0.05782635656998192,,,-0.016601534206486145,-0.01674548334532078,-0.01689099680623005,
VEGFD,0.038067956927743,0.001956920526294664,-0.02614315417272802,0.038071685922486796,,-0.00303292507227124,0.05008932406851953,0.0015156923387566004,0.13511256133699634,0.0007871912328165361,,0.041092646372350945,,
TNFSF13,,0.05300790448682639,0.05622962711423007,,-0.013703803764573495,,,,,,0.08876416072005307,0.036971990713052336,0.10907644348993313,-0.00014385628938565946
WNT5A,0.045132654072360584,0.04929851630556623,-0.00987599578679283,-0.11394481582459029,-0.07317043050130362,0.06028763812570995,-0.0008825680954726708,0.009970632124542907,0.009512284437688074,0.046665443460155276,-0.04845145386865355,0.025585735384345522,0.011575208915134964,0.004024577273807748
CXCL8,-0.043114820202192136,-0.00517954529159625,-0.043580817784740294,-0.0391208319802508,-0.019492772037965206,-0.005479265812509681,0.007726724542619849,-0.01483183015720794,0.031754621519056454,0.009358356290234461,-0.021125510424070487,0.0392537540840746,0.00013071872381888733,0.04620062793242216
GRN,-0.020308108178176323,0.09858854271647478,-0.03466986875571732,-0.06733275207336202,-0.06234317405499733,0.045684911182623605,0.03883184682510158,0.005235718049451457,0.027393153771392023,0.07492923316199249,0.013581418778902569,0.007565153501537337,0.006359643883692777,-0.08985414895489875
MIA,-0.029578591747823506,0.02946550677102768,0.008250345259479363,-0.012272799778407149,-0.024779120138560352,-0.012543062233574544,-0.022075837378572473,-0.018113504776745566,,0.003735182083734241,0.05641819878585006,-0.0042530236718980275,0.005152236113286165,-0.05020335247461696
COL4A4,0.07955949738849133,-0.007710055175545201,0.018522601341294326,-0.09661868493262663,-0.013038563842242555,-0.017585752302915838,-0.022777365707109892,-0.030429247505683862,,,0.05820783506132009,-0.004845961107619906,-0.04960354771115709,-0.008546586431082843
TAC1,0.04403439820540581,-0.012531905838936716,0.0034743911010099494,0.04106299469775833,0.037719905716473844,-0.08388223642829463,0.021741379161342014,0.02480218759092335,0.04135889512119894,,,,-0.022204932850636433,0.047188445904422005
RARRES2,0.04852510541327714,-0.009751818813985822,0.006057674940363745,-0.021009982021674388,-0.006377693200493678,0.08691405659647139,0.032232680632979606,0.010330806664867064,0.0008573597339676986,-0.0027632994090668727,-0.03470180991172454,-0.0019436093381328102,0.025427580525782825,0.05772502540779534
FGF7,0.07675937365728955,,-0.04159476939755457,0.1231120408798629,-0.006620231097550781,0.040348306611230796,0.03696246135452863,-0.03553256695433447,-0.0363700387928224,0.02397669180446731,-0.014242532345212295,0.1144862927660863,0.05710760946017825,0.010150607330037248
HBEGF,0.06767958773752819,0.10402789486000294,-0.0192750476927715,-0.0021225699371046508,-0.04179452042961107,0.043376141349009176,0.007753551402894597,-0.026144053836733478,0.04394588486429459,0.08684013362929625,-0.03744139023302251,-0.01018552731499913,0.04890398889018209,-0.05102235608720432
CSF3,-0.03881464341799098,,-0.02796882556847759,-0.04641835271258064,,-0.01860538745278508,,,,-0.028459417911562982,0.018208439680966138,,-0.017783613893150085,-0.024661710440463575
PI3,0.043242225151591124,0.012934806731751333,-0.03660879928342389,0.05751652660947129,,-0.020949911836370332,,,,,-0.02986879422901631,0.008926884232143046,-0.038637884963287565,0.018806212083303638
PCSK1N,0.042315759587115725,-0.0515553962109199,-0.007812441935307304,0.055538338819121645,-0.01319281527874084,-0.012868655669956644,0.0003020044212959893,-0.01707038091212931,-0.016920667019340287,0.049196739943622496,-0.0261805213914472,0.013300250292235498,-0.00585529561275526,0.04634876426369233
NTS,,,,-0.0372738426071118,0.03136480392133207,-0.022868259246922124,-0.026020492621231062,-0.029026100246742483,0.0031965572185035456,,-0.016036814501416235,,0.005625442352516455,
SFRP1,-0.03621360592619042,0.023844371549822108,0.0527587425231144,0.09812386922504888,0.011328224191110374,-0.040517792997253894,0.013314250217799941,-0.02171321955345811,0.021523030192939566,0.028616232600614137,0.041529072966545,0.06815418735157602,0.0074330218973023094,0.04523586608006911
CXCL13,,,,0.14288973408422723,,,,,,0.033906839819483836,0.013367387410833053,,,-0.014309520839230608
MICA,0.012106073510487632,0.04084444399240575,0.0008621355522235166,-0.007897300163899943,-0.02272961750320365,0.01167373251757855,-0.004641108670799357,0.024057871678018056,0.09971425032187343,0.06789458373885533,0.023592607453997754,0.028475604254365464,-0.07907868731841927,-0.008222995195617394
TG,0.08062578574841604,0.04431496566048105,-0.022095286074277545,-0.02308913976613272,-0.018372557041615976,-0.02245503806916522,-0.021979553598311642,0.05751574210082777,,0.010049306690939255,-0.022059288338988788,,0.05732312269035157,-0.004324233419477519
ADA,0.0875755080082646,0.09478291948882145,-0.012075983238918446,-0.021385511147179063,-0.0034309111482287644,0.06785136950972681,0.009710750460448017,-0.013751311692107708,0.006501313752624644,0.13143218499057072,-0.013571010666435842,-0.05907143033852186,0.06804320623697471,-0.02843626191038514
LAMC3,-0.041975508426995066,0.12597523138029276,-0.03350890532679388,0.010255988995372464,-0.00016297933911356424,0.07567229511397303,-0.004641853477749251,0.04858923698893846,0.005911091825755566,0.03657408560972618,-0.0015197839768785436,-0.00798746241531736,-0.0018536297528052538,-0.05847145698647269
CCL7,,-0.01621077692089443,-0.015974856529416583,-0.020883395066199364,,,,,,,0.04488888153848323,,-0.01863550351091667,0.013390304836985872
NGF,0.003300203290566234,0.09836792587809666,0.004078242417364591,-0.022290850661705743,-0.017532347250270044,,,,0.12606985805152357,0.04776492362347215,-0.028736571499304437,,-0.002385274009641254,0.06999334964987038
TNFSF15,-0.027664856325354033,,0.015836208491694516,-0.015461994840829447,-0.021288113231922215,,,,,-0.018123516714311647,-0.024257032290398817,,0.015117457474355113,-0.029792153788677472
HMGB1,0.04972996275978451,-0.03980962373605158,0.040309775066572844,0.021992727850416807,0.0030557556173206168,0.11339188434163133,-0.002957484592242756,0.010259208023611412,-0.011093658637293509,0.06066458079587369,0.011795229599668364,-0.028364663292199565,0.00787472098586172,-0.008676237415305306
ITGB3BP,0.0351536087121426,0.02554561885619503,0.031283315973282225,-0.040335967860891636,-0.07275235474240375,0.12206516280873042,-0.05451011396663561,0.01478408193222982,-0.03244594109038822,0.0206460595877287,0.05584818436506109,-0.002450548645213719,0.03226453317582619,-0.005935986011155591
AANAT,-0.025570459253218585,-0.023519371014700835,-0.016185975905843114,-0.013932182067869031,,-0.016782562979929475,-0.006136631829313153,-0.01811350578426495,0.03354615893821837,,-0.021828423510757835,0.010005081282207248,0.10882743981612293,-0.00019857686806043002
RELN,0.054257736984546584,-0.03695217517612471,-0.02809522940349541,-0.0017947245416316906,-0.01048549785546522,-0.04924530548084896,0.017699667034347537,-0.005241827873973351,0.019280545562413456,,,0.06806576894373294,,-0.029216401642193836
IL15,0.022604581720058282,-0.022621486448910717,0.005872523655201691,0.006943616095758713,-0.015147758128220612,-0.024307596089289896,0.004184731255763007,-0.009058420016829513,0.014409450510571048,0.05098559783932014,0.005884903075229427,0.03649983691534521,0.013221498168525832,0.020756188056604164
UTS2,,,,,,0.05762367471179583,,,,,-0.01858850018908345,,,
BSG,-0.04774696741002662,0.03793577905068045,0.03499168423870727,0.007820206347692033,0.02455655605232405,0.004522849778016547,-0.0571763219776995,-0.04690739561782743,-0.03014219146444855,0.04025626705080086,0.05117203991797629,-0.0005610158102949037,-0.04318312980291101,-0.021867212209661816
ADAMTS3,0.04126262651854322,0.01726762501332886,-0.057332255576697556,-0.05081695516993152,-0.02439865628886984,0.07331356367676012,-0.026053285000593167,0.0375475393714749,-0.00017887781283010235,0.04033021011336087,0.04291984550472581,-0.028920500104151127,0.027499095697937685,0.044200642043017886
CD34,-0.05398835546688481,0.12218746283109336,-0.023018480614253642,0.004052430310430306,-0.04418550974436904,0.08199304947133083,-0.04205376057989689,0.051809532095060576,0.037262302901575235,0.12208709275136223,0.0829356424146411,0.05759932573395614,0.040004411346515105,0.0010013126553737551
CCL23,,,,,,0.16504894745587598,,,,,,,,
PLAT,0.06741270536347387,0.10742353622239272,-0.05255013278982386,0.028563371913299402,-0.06624953110494841,0.07607874912941974,-0.09786919497120818,-0.034185198367456086,-0.017699554930930422,0.023733203610442555,0.019007037338033047,-0.014177093868298343,0.08105294293387924,-0.03856699845252876
NTF3,,,,,,,,0.020473277002012038,,-0.03860416549278642,0.06820899785820994,,,
LTA,,,-0.02047455159456101,,,,-0.019037046357773292,,,,,,-0.026536298801397636,
CKLF,0.07228692641611298,0.11661679493776596,0.049461477404607976,-0.052613247520266984,-0.05611956938645925,0.10583532733665141,0.014217589076861763,0.0039645553937456895,0.03681672520972963,0.03508204255408228,0.0306419731022779,0.04627417156691422,-0.03944200821202205,0.02284463125787046
APELA,,,,,,,,,,0.04888017355264917,,,,
CD24,-0.04340679915561318,-0.008224160829392577,-0.007001612345282744,-0.015203881750693874,-0.03958307044974308,0.05435124290082746,0.09296852160571838,0.05538808373967552,0.03757517994141463,0.04735799121733657,0.018960143635115067,0.005306715854357682,0.003286094525057838,0.07835957856887296
HSP90AA1,-0.05044708230017684,-0.004826302841460689,0.0390333374103065,0.09505951273580733,0.0162519975311113,-0.09898908988340838,0.04221517380069404,-0.01077554962451106,0.028370823136172233,-0.06875928557378326,-0.06892135468549018,-0.000772747125165478,0.035006807738730085,0.03218795824564535
BMP4,-0.04839731295006911,0.04950808496195324,-0.002737326854341708,-0.02703764988570336,-0.04664685185902123,0.06776876811628248,0.010147254533164873,0.018889466043122194,-0.032748328558495236,-0.0022876563462050996,-0.02128461630742382,-0.008476116895055124,0.020834540277766517,0.0401600296090501
SCGB3A1,,0.02574189397389459,,-0.01659150892049573,-0.01933638115867423,,,0.11369231625074323,0.05499600079899741,0.10309168179543099,0.07070255239021349,,0.028402289980545125,0.049750328352337704
IGFBP4,0.022008213612485217,0.12696035378803738,-0.006671619791603043,0.011197706007423171,-0.07378556812912106,0.04909901494170648,-0.045477570483398004,-0.0672880614524525,0.01962304676721364,0.10338375345496187,0.06136158842416351,0.0562125405312475,0.033264633726347345,-0.03280705909774242
RSPO4,-0.00533061850533774,,-0.031339888365150385,-0.01914929832968864,,,-0.022141243859973382,-0.015278917056715125,,,,,-0.023192044337468416,0.05900397764518919
LEFTY2,0.029401035412580916,0.0336671578456624,0.007322313806478126,-0.029722671110225286,-0.043420051205005125,0.09830717400532063,-0.038521603906263024,-0.01675351941794948,-0.021838698279144884,-0.02049207658465242,0.04075747360818186,-0.027257348088118864,-0.031779624935939665,-0.016484827364000712
PF4,,-0.01681607716351493,-0.013937747598476094,,,,,,,,,,-0.026536292660701264,-0.02272359017696995
ANGPTL2,0.04792274228726983,0.08801302112623685,-0.06640863598750707,-0.04645177363596892,0.016037157592060758,0.05217757281923826,0.04986250238608025,0.0020025112287961775,0.015098289660106439,-0.048357051294545386,0.02146689327087867,0.007112772059662076,0.025016835609585304,0.00022457765749594788
LRIG2,-0.021120851852952635,0.0255949304538773,-0.05431108331827976,-0.041264189032982485,-0.05903304763550521,0.024981244769240164,-0.019733320857430868,0.032191057297264486,0.017816796418395994,-0.016737337582366632,-0.038286767640559424,0.008051543081883857,0.013884821277095828,0.026982540918183917
ICOSLG,0.04250968728435168,0.04168542599069891,0.003989123934015015,-0.046803981145372306,-0.026903037422499654,0.0009459621254730557,-0.02998450395751429,-0.02899653135961332,-0.003790128817162065,-0.0013999458000370107,-0.027197608635301237,0.007645977229941786,0.06457274608911075,-0.028133098914256898
WIF1,0.03361154903798237,-0.030257801382581644,,0.05053606922860169,0.08775943621782518,-0.034914083766253816,-0.017085873456267622,-0.02875175847334273,0.004728601924426178,,,,,0.04244274889269387
NPPC,-0.043829841505288354,-0.011595453053302267,-0.02162088366335106,-0.011430255748539108,0.004861665048219274,0.0058795981344451536,-0.03332911030320261,-0.021233955633329426,-0.009237281018933941,,-0.014323942075444476,0.04189164168733201,,-0.023463543856412725
LYZ,-0.09146123302168768,0.052079872014976575,-0.0557259990020082,0.012273318281029441,-0.043337563011943775,0.05826228299354145,-0.013172232938751884,0.0009545390979451155,0.00924425068594586,0.00035055130389436166,0.04823079401764637,0.0391411480850465,-0.004414899545338435,-0.014833749587011733
EREG,,,,0.016328052075378626,,,,,0.0016977519622703437,0.042227719720387365,0.03723427988923113,,0.05521601058207438,-0.006449827715130071
SPTAN1,0.08656673563498372,0.010442455845569978,-0.050102197781665664,0.037369963642445984,0.02742086039977959,0.010341056514341314,0.06082649922124457,0.003941817093592066,-0.015868320227756,0.06491849869955746,-0.040654782728647344,0.047597684476494574,-0.018382876483447178,0.04722814451645689
LIPC,0.04309302922793937,0.0963468338443759,-0.025047170481005313,-0.018539672577333372,0.05705126941515195,0.04111392536349192,0.0001419095031932251,,-0.013203566877362535,0.022774635566461143,,0.0008586757026509396,-0.0077327956811097725,-0.03543607867038058
COL8A1,0.0594424601723923,0.06748103691772185,-0.02148749906958694,-0.047775074069957756,-0.047744347360098034,0.05478592764835257,-0.04129027965116928,0.02269841674980805,0.07646219095032582,-0.07905798230959643,0.022755392506410323,-0.043218303728593754,-0.020056543796413244,0.024278541164936555
GSTM2,0.04733438763749806,-0.019970971372112838,-0.00718027698432094,0.016904598261012642,-0.012809469182598014,0.014965196171796206,-0.006120042390167596,0.0013353670300412413,-0.03573187469170161,0.027597929434670113,0.12803342966922446,-0.013491909647113883,-0.05045635399963779,-0.0029119043724820347
SPX,0.04686484535803418,-0.0017605915874564825,-0.018347668394049384,0.07308600083041558,0.03367688979264909,-0.009531090880980078,0.049879637198019744,-0.01874243609254256,-0.08353375955459494,,-0.025087050639742776,0.02159210049840341,0.019140204936699472,0.0185006999556041
MFGE8,-0.007419589004827439,0.10743875290625451,-0.003113811097058365,0.02721948007807252,-0.04752497468816121,-0.004832750789445724,0.004131588206853353,0.06121652327450844,0.00931691239066614,0.004859819571587333,0.03898379726342126,0.024677392669480252,0.037761606853774124,0.007273218063351278
TGFA,-0.08981769840026449,0.04161769527250255,-0.040789597594391575,-0.043444528747867334,-0.03399449451493779,0.014635206613405177,-0.06206826921532264,0.031925653004644824,-0.04822376576238442,0.04147612195348286,-0.0013012019871574165,0.012001444980613115,-0.003378443335301049,-0.059946724249429734
SLIT2,0.05058118315164465,0.04523746585530173,0.002014449153908428,0.06810866096216753,0.01017149351130043,-0.031056192628368083,-0.036522370337651294,0.033823521839712246,0.0023628121598316815,0.0075453127241464435,0.12326945250172183,0.01833313406314213,-0.011044525376688473,0.08938681845933688
PLTP,0.030276580182046705,0.017794055487411926,0.025882579150374646,-0.015083160032621851,-0.016727439479863406,0.037407466740992955,0.06562687104984766,0.021444326773650126,0.011160105532329663,0.09071256489555715,0.07647795526120854,-0.06001861287844315,-0.0070338306725429645,-0.06294987917500552
APOD,0.006764308492526126,0.0017170548533451623,0.007979813233906277,-0.06721608287818387,0.04479128106271851,0.015593504583274886,0.08680549217331175,0.054637798713954036,0.011339279960578085,0.0873386173245375,0.018110351864377875,0.029757948736394004,-0.025968946895315776,0.044222449511987866
B2M,0.05537810781850988,0.053203534854053845,-0.010607759247373,-0.022190483808788818,-0.06173044176125046,0.06544586074520489,0.08765067345902541,0.009424839505392642,0.03572302529138452,0.1332138290235208,0.0756798437254306,-0.030337629335787958,0.023069858848978296,-0.0984404002534941
OMG,0.12959921306793273,-0.029849093415890135,-0.02159119360447109,0.021102945210591223,-0.02406365393180267,-0.026501351775334085,0.0368772703202589,-0.03736459765206789,0.02219207593652081,-0.01517544685590394,-0.02157074390240066,0.05603288190613716,-0.0002967721809296587,0.0531583145461433
CXCL3,0.024840131781240716,-0.03264001232983505,-0.01404419129737089,-0.03727021382857152,,-0.022034702942796275,-0.07291447188309033,-0.016345211643803363,0.0013824099711708994,0.12327926136249756,-0.038699472302999346,0.04268922605654086,0.1009130318917817,-0.054645588339893574
CXCL10,-0.03130798245562943,-0.03174072963387183,0.020690207116068185,-0.00941294891879565,0.05051391187001693,0.07995189343826546,0.02332212045842128,0.03387759092186209,-0.03346363743864455,0.05466757999058433,-0.02569372602330035,-0.037713081015919754,0.046582973593164656,-0.05263361683020421
RSPO3,,0.07065273386238442,-0.01618597470988275,0.11671933609709365,0.016475582429246276,-0.02755785829797337,0.025168776592794397,-0.024612572793480395,0.06814562984281035,,0.014958574865801155,,0.06695428642601396,0.060787956360050056
CORT,0.08875533071970201,-0.048070745009263824,0.01603330596222045,0.010024039126069504,0.022981250923258416,0.005847997471536118,0.030709021319527848,-0.04218042236309623,0.1486040608190522,,0.003245169813756875,,,
NCAN,0.10751540383802444,-0.0042803855273886885,0.034622132025690505,0.020375856233819347,-0.00600229936926286,0.03787430660940443,-0.051094307988854705,-0.011834558154739714,0.0708734605187664,,0.058678555966714084,-0.06379271047236418,0.022849523300477386,0.08071596342157149
PRG4,-0.04180003397758044,-0.024379072508631035,0.0020497315442076385,-0.013274330820246144,,-0.023872592394647826,-0.01866866180400497,,,,-0.011608998556554038,,-0.0428393997228307,-0.03162814172659268
ZG16B,,0.05232173921429342,-0.018540777612509694,,,-0.025774299797607033,-0.015126661485423366,,,-0.012547442141455565,,,0.05037745465604479,-0.019385552948084788
TGM2,0.03426328272481376,0.07947517969879815,-0.042443795831892756,0.02803773199271881,-0.015224473085836956,0.0679209717253481,-0.02721825597951772,0.004876709735287606,-0.05183622071516773,0.01792949267267731,0.01021000556209245,0.016642134637317074,0.021652220329924466,-0.030909932035022195
VEGFC,-0.02999235894442616,0.08935583143091698,0.0019389355774035878,0.08662716802421673,-0.031053086882773646,-0.007105004413964098,-0.012521794691603676,-0.0013667472837591344,0.07938595961210723,0.03750602136873895,-0.032021541292077786,-0.036923755957719774,0.0021439255294050693,-0.05934820705998427
WNT6,-0.03803830136514326,0.026932435764839807,0.0299457524373894,0.06016632258583095,-0.015536932484088785,-0.006949861174232879,-0.016120812837339973,,,-0.030228163413578306,0.0951320030209745,,0.0003047263111982156,0.05670911881594641
NRG4,-0.02834749153250734,-0.014930694664567803,-0.01944213420982724,0.01945053535208287,-0.01902007754214819,-0.003089301797300267,-0.02906076593806914,0.052682011224589834,0.049002053958359715,,,0.07704721186707333,0.15665312120470995,-0.03012369044305059
PMCH,,-0.01720842911008759,0.06292528574236765,,,,0.05329246098540004,,,,-0.02529071126173738,,0.024017237528593884,0.06979249277077461
COL9A1,0.0883513010504402,0.042447009566556546,0.007734965402391415,-0.030779646027681247,-0.027836378556510603,-0.0002949532369487126,0.0726270733818045,-0.022763983279075986,0.026519996215542248,,0.03619361061235333,0.09941252504978959,-0.012435397070612184,-0.05035600227125944
GDF11,0.06223127125868273,-0.025878602587642307,0.06949375649784019,0.004801016624670722,-0.058361678007234304,0.10959330056845887,-0.008083390255307485,0.01881943163032726,-0.002627539874748303,0.04702040942565262,0.06159457015002139,-0.005742720920324893,0.01428711630791746,-0.06744424027770847
RAET1E,,,,,,,,,,,,,-0.02074566505536689,
IL24,,,,,,,,,,-0.017046772663062433,0.004706160079416966,,,-0.033677283799309135
SORBS1,-0.0006982396895668119,-0.030477236160616147,-0.004731008865086318,-0.012578139379973905,0.034838438741726534,-0.0033526224936599384,0.03905293948453208,0.07999710952749708,0.027471422675705525,-0.056123101591816646,0.02333911306058037,0.05694369221338363,-0.010123265535962633,0.02404478612555148
DLL1,0.006989987872634049,0.011295299621917769,-0.059131912844370284,-0.024454298045927168,-0.03816830492438715,0.11177652546114566,0.0014015692644844062,-0.003861697796159038,0.01933590323947145,0.013870856374537784,-0.0021582588579516357,0.05603087042558611,-0.003940150666752041,-0.02733350179646775
TLN1,-0.09490461835550282,0.11044691940112328,-0.005618261318418037,-0.08167154339145115,0.004975932519808838,0.0005640040951587727,-0.035488818548680606,0.034876394556002395,0.028008848839316085,0.07301949370010108,0.02603706692121019,-0.033403489315127224,-0.004049458724615444,0.02431929241221134
COL2A1,0.09329930211174994,-0.009453307094738156,,-0.011855991162283235,0.07076949451498256,0.012548791875531757,,,,,0.00038405043848372186,,0.03301682114820474,-0.02713982821564265
SHH,,,-0.01660050136985273,0.030910339605227436,-0.01837255900570973,-0.017321959764310824,-0.08030902359235984,-0.017542924226139834,,,0.03149644096009134,0.03354515303224158,0.061318882733172556,-0.011625028874327606
PON2,0.1350131283292296,0.025361047998896807,0.02702474359528079,-0.04186862896988171,0.06969833800276388,0.06091399064580045,-0.022540195788806526,0.028834519332895343,0.07491421320607346,0.1413947841545379,0.07274636315753218,0.03943487928723362,-0.02197542857785258,0.055022480666293935
ICAM5,0.01105216670662882,-0.043691413856099114,-0.002750134070353307,0.11270904488623554,0.006990760481560916,0.03805708439194392,-0.0020838749782113274,-0.00808662866065649,-0.008742265730187384,-0.016136864840806703,-0.052708111676299706,,-0.04078014840653315,0.011416030680389246
HPX,-0.02037202034842079,-0.040508078330054716,0.012975929913664254,-0.023058030001128237,-0.015536933532164536,0.08829328393886332,-0.011347774321412513,-0.015278917733953679,,0.04187467060953704,0.0072190078296986175,0.01624671408994563,-0.002716699829594958,0.03407418800233648
SFRP2,-0.0055575033296854795,0.108811918607746,-0.01890617206624772,,0.005224268308334408,0.026698441749545252,-0.024740619369844927,0.09857519110132769,-0.008467122910002721,-0.01682365886774412,0.02439122533720375,0.048808809901747366,0.030836672394103735,-0.06381583247816032
CFC1,,,,,-0.011139439724282005,,0.010613723857681638,,-0.0230768004010659,,,,,-0.026654726304357713
CD70,,0.04143022192709369,-0.032135113178841844,,,,-0.012087719909412094,,,0.041086720112192256,0.058890475779117796,,-0.028852748862940616,-0.015042784555512693
HP,0.11028550812136528,0.019230339843167417,-0.014623035345933367,-0.03775316929627506,,0.026253836850762755,-0.00921911962170036,-0.012982171230626208,0.05022278818655737,,0.047207056279888665,0.014119665106201836,-0.0137179105622823,0.023312349413704202
CXCL2,0.031761236744687296,0.006803541029387527,-0.01637097358850397,-0.05929836055322918,-0.024013003377089646,0.000926482862666325,0.00171390940369473,-0.021233953971494496,-0.023866751375967134,0.0647986764402229,-0.016022603269259746,0.1271043512056459,0.006294464453428402,-0.05292770411623783
NPPB,,-0.020913469090379635,-0.026752046958001662,,,,-0.016669613009994668,,,,-0.013701451577522842,,-0.019183503237782226,
CCK,0.06875691951391709,-0.07322701245558758,0.04575591176342683,0.10108209284868556,0.07559233044802899,-0.07991733104482866,0.060711912008740446,-0.014095852757028987,-0.04063768189608418,,-0.005857860142958782,0.08100504014289168,-0.024886182389831195,0.04848776806984571
SEMA6A,0.05729124418315086,-0.03384603365757273,-0.04506070803721,0.02486947537923088,-0.00933053374993815,0.010186600479902608,-0.019614068303492212,0.011628201981860504,0.014103584147897731,0.0971070616747349,-0.031481285411321586,-0.0190656366145473,0.013102124829642575,-0.0077816415048176215
IRAK4,0.013814472279289645,0.03112837476139476,0.0006292904897939497,-0.008534740231981499,-0.03877917454031844,0.047979392118147855,0.07766464371172761,0.0013026517770580407,0.024387791785013286,0.009036938438411827,0.026825593022988106,0.04612679414836507,0.05743622177302176,0.06797715805702433
GSTP1,0.05776249043991772,-0.06572047973738239,0.11950307821221776,-0.01881478693842126,-0.08023163630952106,0.07441497771667406,0.022942839580939945,0.007042138130315927,0.033118881529638246,0.025351285049905598,0.00454730648038061,0.006984805941239644,-0.009756784031005425,0.016266945294602608
VCAM1,0.03180108122909686,-0.04266752554217413,0.05757444071039066,-0.03801383101469279,-0.04462681084779879,0.08584698395954878,0.03206497104641726,0.03896259475077331,0.03348491364589333,-0.0010588075560695636,0.019154231787614953,-0.0261344284031686,0.06670614917156263,0.030859052965730594
NXPH3,-0.03513563897682491,0.07299937771339461,-0.002801457926546064,0.024264691590208845,-0.019902494079868865,0.039774649191143055,0.03886975080153484,-0.0295614302171567,-0.020961212284251168,0.027562897455218973,0.07121261413588557,0.08129718937549749,0.03891933715031823,-0.01845784203452888
MTMR4,0.03312791620378202,-0.015038137870612419,0.01152013969230058,-0.02272218485717591,-0.04331202655022828,-0.00440860249421896,-0.007074684605824255,0.003990105242854407,-0.0029153078127656363,0.029355373310050975,0.05045361188554219,0.0029903723980901366,0.0465649658789775,0.010257956937074241
LAMC2,-0.025886836520116415,-0.01641488645744096,-0.037105035047698055,,-0.02128811113965329,,-0.02098518304778966,,,-0.024761213370505814,0.014247489518650456,0.043977937524455876,-0.011288489448973201,-0.02900799346094498
IL10,0.0021111581483779637,0.08980290834202224,0.04550372936630026,-0.03675184337686511,,-0.0013270480480989638,-0.005072932011750496,,0.06986642132680553,0.06797774799110122,-0.014130010472140294,-0.027651336175171775,0.0004833809808463535,0.02904711237505105
