,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
POMC,0.016316385006520037,-0.012012385335217549,-0.0066978524756100355,-0.011454806228808996,0.050027489989517976,-0.013546472848331409,-0.030960269959176667,-0.010207214233021442,-0.025651556293831358,-0.06501583191973406,0.013077920881276614,0.011174967541899018,0.054829944000349636,0.05316770795597445,-0.03104101147938966
CCL18,0.0021636332654194363,,,,,,,-0.0005826357061207871,,,,-0.04655136768892534,,,
CCL17,,,-0.020346440985291304,,,-0.014560703630163823,-0.02938658856963185,,-0.018386066614990183,,-0.011889178631283845,,0.19565738974993993,,
VEGFD,0.02099765734685974,0.04400041894835336,0.06524429795809474,,-0.015932473485852902,-0.015513198156682288,0.05730219640184334,-0.02205256157288647,-0.019704917069117943,,0.004101148578529048,,,,
TNFSF13,0.008301820290320934,,-0.014034519624858428,-0.025522479259867368,,,,,,,-0.015148764913603781,-0.01517942099361404,-0.003512458775067018,0.02866274723226968,
WNT5A,0.0047874332886930025,0.01306139962715329,-0.004529977076123721,-0.04933160335322644,-0.06018852362643478,-0.002512947537946406,-0.03171051978998728,-0.035029931250217146,-0.025032737567136393,0.06712682808175911,0.000667338879722465,0.08046639185219913,0.00750402197198439,-0.04040211310660068,0.013970096521129743
CXCL8,0.0027958769991054213,-0.018973406977217496,0.06096849308149406,-0.02535592134782892,0.010855873816408013,-0.018073986204002475,-0.020073342595780495,-0.032821190741325404,-0.02472772291099925,,0.009935620741902284,-0.022567245584113774,-0.044760757934792526,-0.03324562947127983,-0.06295272211096135
GRN,0.10636789850142375,-0.0019962448035195797,0.004596051787430665,-0.020576602815105493,-0.0896859545447441,0.026006546208977337,-0.03154470657664663,-0.028027334804006394,0.07804910352266278,-0.00993493933669182,0.014737887273804913,0.03692993664186656,0.07577922975401087,-0.06603655873500516,-0.04150210775590015
MIA,-0.03672468004867794,-0.01802081314531823,0.019806824927962784,0.059909387932849785,-0.06366707915379459,-0.02861925559274604,-0.001344173683607554,,-0.02698678695443126,-0.0409224751997812,0.13926931660964326,0.03164646381663466,0.011939099391572821,0.12308899083150468,
COL4A4,0.004828700308388449,-0.01961953015116898,-0.02512213262890345,-0.024283511422016422,-0.031283782881262094,-0.015201825078717418,-0.04118282798812579,,-0.026178184531263245,,0.07943813585601923,0.0839063577725687,0.044189964126532845,-0.04050741017597148,
TAC1,0.11405288934624389,0.011729068010817936,-0.0034365306056126648,0.08612348405493196,0.12585897192837248,0.1032456017999677,-0.0027263624255158027,0.0017651375014627795,0.05755122837402704,,,-0.02332180645758247,0.051095307030892594,0.036136002750108864,0.01827750644284109
RARRES2,-0.0802130285379304,0.018559151332686735,0.021347673284492424,-0.08173146989004666,-0.10623912125595093,0.02922117945350285,0.001281816983881711,0.07034424876892646,-0.024994991757221127,0.06503864931661724,0.026258441927345912,-0.017044504969542195,-0.008349668717851684,-0.051668870311416495,0.04063274550622976
FGF7,,-0.022870945868682116,0.008420728347769996,0.03908358807453131,-0.0203857063693477,0.024923382908054875,0.08853207602675639,-0.01633413452898232,-0.02899414886303557,0.04062392588128301,0.008220772982802178,0.013598289093099422,-0.0012157389410692142,0.06753373296688144,0.022676268170488494
HBEGF,0.07594785599797783,0.02366640887372907,0.020005417648046798,-0.00010871467157285314,-0.04765287494949062,-0.05288759332137597,0.00952158840961602,-0.035525148269355294,0.05979299799319753,0.036458138573882026,0.017619656412778396,0.008322741305084709,0.07229097595373817,-0.019627257255799987,0.05504346421938076
CSF3,,,0.12223682257210702,,0.014653406472268326,,,,,,,-0.01937940546739847,-0.01433976753417809,-0.060830613641028694,
PI3,-0.039135924215552,,0.04751754233457746,,0.02715434559756062,,,,,,0.05500553608180039,-0.06179380845585866,-0.03115555093103273,-0.02013848310332591,
PCSK1N,-0.002772618564917479,0.0048290161325108116,-0.022838042885981902,0.07515596805662501,0.0717541913201211,-0.008438114136245404,0.04676087244936563,0.09203972429043143,0.055592556443492855,0.041244005820462865,0.01088704150735564,0.07497649694559924,-0.05767894921637369,0.04758036947172826,0.07112547711694218
NTS,,,,-0.029644650033902264,0.034208665099569935,-0.017366318053476184,0.0073228625918694765,-0.042394577594074445,,,,0.06051260055044131,0.054916819967183526,,
SFRP1,-0.006680533618641755,0.039046842618463376,0.014320840304556678,0.008863328003792196,0.03088598839920485,0.0031768231268710216,0.032299772968152736,-0.0014510235929709777,0.046422411990967624,0.03562427313545141,0.012690582304388628,-0.012758162790617712,0.038597601751530354,0.0317911527473281,0.03249169674467609
CXCL13,,-0.034209703681777344,,,,,,,,,,-0.00690643732366231,,-0.04934189082789687,
MICA,0.0549386330009808,-0.004383820831206673,0.07295669085835854,0.007000350647582457,-0.052685948503040245,0.03954418516736912,0.004746824784177653,-0.018163479442750596,-0.003261708005761644,0.019556107182768723,0.022494339641630154,0.011569036217601887,0.05591224153162833,0.10128262536932367,0.012055908930034028
TG,0.04589596477651644,-0.019237656670149723,-0.019158360356288318,-0.022044305856202616,0.011534813048005356,-0.01466935787949921,-0.021266946533022146,,-0.003574608820911073,-0.030917191443683854,,-0.015949548494869282,-0.027965281893028174,0.002674053368873859,
ADA,0.053646513949776764,-0.0056170624092013255,0.02005172749709022,0.07709638667409763,-0.055477440739019675,-0.002725538185254161,-0.0345392314586065,-0.026911981959148453,-0.049782844006207146,-0.0584111520908898,-0.002508741951664511,0.023588241167838656,0.11075823478128698,0.018461996513628006,0.008588894529226853
LAMC3,0.12538477675876955,0.023471870112164717,0.027373582834244663,0.002060317073204147,-0.0414321167997008,-0.02835544569769609,-0.025531198016138183,-0.07174366697235249,0.01408020731805358,-0.03628432304246122,0.055245212439330824,0.08365353836510196,0.08865355856005895,0.030999374929245073,0.05385871721856761
CCL7,-0.02366231584768456,,-0.01385146392772266,,,,,,,,,,-0.015026686354894169,-0.07435988242326445,
NGF,0.031882804498774814,,0.00497656375214632,0.004413863959256808,,,,0.016984338402660164,,,,-0.010434287725076893,0.10327967792220065,0.01755363097076623,
TNFSF15,,,-0.015424282549941656,0.058863481160330584,,,,,,-0.028497824048972,,-0.012034278091913351,-0.03970310696724016,0.0030860038344999747,
HMGB1,0.022592031773885305,0.015156759976020076,-0.02600225275156919,-0.012482793616187754,-0.109574933058943,0.03676823146332799,-0.012499426798203275,0.02017637374625527,-0.06983654251334251,0.04220445753477962,-0.02494012677391774,-0.027735885254911538,-0.013966353413540977,-0.017588130334904712,0.011339420520627187
ITGB3BP,0.02183218373314507,-0.02247769721161233,0.016569924378065544,0.0678595365026843,-0.06580719910022612,0.011362096254996573,0.004647394324457418,-0.0692403073446639,-0.0622627917217949,-0.059341347721078866,-0.009094416812991047,-0.007176725255233892,0.020404878232422687,0.02267471999420233,0.05384029338200867
AANAT,-0.014281606801675305,,-0.014034521122735996,,-0.029854967101303267,-0.013192239269027926,0.024977738291362784,0.12903873871159816,0.12519883455862693,,0.04958112892975585,,-0.0158988608090301,-0.037143097767268346,
RELN,-0.02488028193078904,0.0007029854886719059,-0.012378357248269918,0.018915269128707023,0.029049702768658068,-0.019051209253009002,0.006911281881828296,-0.013619171061535023,-0.0027065131641420977,,-0.02031784785986696,0.03673917384844629,,0.12836473687061106,0.1118392255303241
IL15,0.035006175028914295,-0.024508480278780744,-0.024290844888604262,-0.028211754145257218,-0.03355766604643889,-0.0292676638333614,0.018239374914173854,0.04094677789503103,-0.022873931450968863,-0.04864544639222285,-0.02214879481231736,-0.02935530806683497,0.08985161040712684,-0.019872203551874842,
UTS2,,,,,-0.012129710093514242,,,,,-0.05266773903914712,,,,,
BSG,0.04305384441359773,0.012467373353285651,-0.052556930994275636,0.07817452797251213,0.06019679069539845,0.01627593764501874,0.0015976621311387072,0.05670496575909302,0.009592507964887403,-0.0314481690673368,0.020068419433169005,-0.012487426749645628,0.008272082544270302,0.05003351527421014,-0.15416809408712054
ADAMTS3,0.023974498699701446,0.0058702792231457345,0.05632586838751505,-0.005035139633496806,-0.08641704483257241,0.04073553863055955,-0.006354704102529309,-0.02754589749114363,-0.0030872980582059284,-0.04603208406831323,0.007565223249208613,0.018777355690020134,0.0500419324201817,-0.028517445672030354,
CD34,0.0845662199173078,0.0161499210790471,0.006425642858448038,0.07847368740297156,-0.06742318502398721,-0.00435868010912964,0.02645167493843491,-0.007203089526746479,-0.016186486337386494,-0.016759464335403308,0.08088883777008596,0.003334233109198834,0.10451476735142637,0.03579166522306335,-0.01392816831563635
CCL23,,,,,-0.03397021339718352,,,,,0.08150278772284139,,,,,
PLAT,0.07191580775375184,0.06429257307242903,0.01458953400983754,-0.052737098478391996,-0.07963566620950688,-0.02119474443785269,0.0097203598336887,0.036227750990465775,0.001254127513244326,0.002850337937234739,0.005451734624609841,-0.01867520376970443,0.0733677120451901,0.009068355557754353,0.02298148624828682
NTF3,,,,,,,0.017942809032262995,,,,,0.03088218805249549,,,
LTA,,-0.014147433183840541,-0.0014961669194539205,,,-0.012705501262420763,,,0.03465394085474265,,,,-0.021397470633126015,,
CKLF,0.009181755379429704,0.07746971109914762,-0.03327202453282541,-0.07151718931054019,-0.08786339880220584,0.024641014431679834,-0.007930447992264876,-0.11139186793276246,-0.026684899097526714,-0.06028234652939397,0.07101277675484748,-0.003935963729494625,-0.018848643355510848,-0.01591061352829005,-0.1006746294945583
CD24,0.035711996996749665,-0.008688389469379637,-0.006568761272104394,0.010719296259579252,0.0261229963007396,0.023658969942645425,-0.08542028043892369,-0.010116154897657957,-0.0310144765069214,-0.02395863423006234,-0.010727896681576476,0.03711051541075243,-0.03879172907497178,0.020675704417006946,0.04125864764294284
HSP90AA1,-0.07485385894441413,0.009845841049971257,0.06105586656261079,0.03997943039063789,0.0636197213146811,0.003928945927031814,-0.055231411320471935,0.08006153384361021,0.012937775288113022,-0.0293781558587831,-0.03674261869659119,0.014999885268824729,-0.06445139626638874,0.013642226999503433,0.006179122588557321
BMP4,0.017842136204736132,-0.014997108497484755,-0.004952101875361989,-0.014631503940942021,-0.0259476714738777,-0.027814615402722485,-0.0356679231267748,-0.007950604093298605,0.016207826644091313,-0.05947603058783147,0.1126733661826306,-0.014837678936842538,-0.009049981565125206,0.02742133501104781,
SCGB3A1,-0.023662313481484593,,,0.006287448262188134,,,0.008026271436320488,0.07489924003523118,-0.015961128841642747,-0.03318542959017088,,-0.010090353852686276,0.10846501537735757,0.03679920719651946,
IGFBP4,0.06471093216547381,0.046097372077603234,-0.011568337821343344,-0.02433508926434846,-0.017438490196726386,-0.037073713100830685,0.011067733833226859,0.02706768089108004,-0.033583270231021305,0.0029382671009243037,0.041190003225732845,0.020825556853730588,0.14847553514141074,0.002566550008012063,0.017096821672401803
RSPO4,,-0.022870941526634495,0.0365518818889596,,,-0.014777271459424151,0.0335447483057101,,0.011454697234003913,,,0.07110603867313248,0.01596916158246475,-0.025225487126057183,
LEFTY2,0.03847691120882033,-0.014321185188280688,-0.032104891612309894,0.06717825292084509,-0.04013360342595001,0.007898950383554837,-0.022674149541695433,0.007950919117245794,0.045318112872629476,-0.006471013570739356,0.003907210395915148,-0.02288856274988752,0.16474453994221305,0.09350715048434279,
PF4,0.01811060487620839,-0.012869013317983471,0.03551584940972271,,,,,,,,,,-0.0213974656815926,0.020167469458589625,
ANGPTL2,0.02396342982394433,-0.013842015447225256,-0.05660067624985114,-0.03852293076542565,-0.05737131111475046,0.005676268447431208,0.03173105556355698,-0.025827915269920027,-0.06546943373919162,0.017529303268385615,-0.025349037553669327,-0.02449752985734368,0.07508589992628906,0.05828666775411362,-0.009506985447623963
LRIG2,-0.03386852613645368,0.0851653880790797,0.03129419015299314,0.004903182177268944,0.006084377329782095,-0.009835806124240743,-0.00451197687572121,-0.022761886478997496,-0.030098199460063195,-0.034247894777035215,0.005424483811348784,0.03643417690153741,0.06830984979080804,0.07995486522225884,0.013192256807321202
ICOSLG,0.022115643434114693,0.026040477077466505,0.01639865832810538,-0.05145484161703048,-0.04749452731058801,-0.04513598065302406,-0.01779113778642148,-0.03976018331612507,0.032242063657055,0.018991754932919873,0.05215301588052988,-0.03110269987215992,0.07699366574619708,0.04142419051818449,0.03803835708559126
WIF1,0.014067020386494407,,,0.06866007157726456,0.20305160232974598,0.08409063715456076,0.052117155243677576,0.02922672671192243,0.02451039735484346,,,0.0077642200167086775,,0.0834478462862326,0.0720235844137467
NPPC,0.06646785420990937,,0.04250998169772936,0.07039797042963086,0.026489084498154434,-0.01004316717586566,-0.028737954896569738,0.009920724230403076,0.037208204997338054,0.2914948360503805,0.00965517411336731,0.003459934259502891,,-0.003927378952615005,0.009432984481959094
LYZ,0.07620216784728097,0.025819170333290276,-0.01456623923749317,-0.015173636246455104,0.0002684433906511814,0.020333551981161088,-0.026812959940445732,-0.013381709737058258,-0.03785340978973815,-0.04121235208244141,-0.0029409765358053325,0.029951857631872247,0.02576468663493367,0.01673046337207179,0.001673236677012264
EREG,,,,,,,,-0.031140586457121165,,,,-0.0209628498060503,0.018855292192469845,-0.018979783586798075,
SPTAN1,0.07479604073001397,-0.03636039298922103,-0.030916046749520674,0.0627788923049858,0.07707922540007557,0.08351393794655833,-0.07271060897126166,0.12301076438410563,0.029020586792613556,-0.09538141463408817,-0.050218544988683306,0.03356711885709889,-0.02639134888932094,0.014530603950279207,-0.012449305980990068
PTH2,,,,,,,,,,,,0.07228856039881519,,,
LIPC,-0.03005057445060891,-0.019368552822492353,-0.02171787757657161,0.007474418231711367,-0.0676114598336907,-0.027627613876754543,,0.054233369536333724,0.03405876776464934,-0.025193945564306736,-0.028742293011197823,,-0.02705449551357426,0.05639126783963161,
COL8A1,0.08006412275651223,0.0022788611106936024,-0.00603971869774207,-0.04414979829442752,-0.02828667228670479,-0.013760526955479102,0.003986590459009593,-0.02898168446241435,-0.04376213985842844,-0.11617265153440916,0.030855876362218978,0.021110172093749366,-0.005702727172462666,0.006209283772609953,
GSTM2,-0.015260384624872546,-0.02819933199377763,-0.02486758568957205,-0.02385683691618033,0.04847955636213482,-0.03513359719751528,0.08220112633963715,-0.003180374220393474,0.015771239364224286,0.019770808647064406,0.00942169256658499,0.06113996343537938,-0.03851341761010387,0.0678943116511402,
SPX,-0.004486471377057708,0.04781886048431448,0.045917018557992226,0.018681050361208294,0.06939424171928103,0.08186364225083159,-0.020582386680965136,0.040863122247748365,0.005746328380809169,-0.005921992418909281,-0.0525463723328398,-0.02230229883215869,-0.008549707039260807,-0.026854727125516297,0.05502979948350982
MFGE8,0.08987993115038993,0.02287570675753212,0.019208207520539068,-0.021010845604156354,0.0011540068261312979,-0.03809274812933408,-0.043094208665654075,0.0005551116098719345,0.04042710825023317,-0.010704654415306006,0.05734308654431505,0.03910722823245037,0.12075267165357535,0.062307567982062176,-0.05735940656664943
TGFA,-0.01441604786565727,-0.052230491617856326,0.00029059463944380675,0.026714571502193023,-0.06926768931099025,-0.019987908812943093,0.03628963089927841,0.036434876604468626,0.0213901938776617,-0.02285066697616403,-0.061593533857278525,0.05457541239826037,-0.005027530093057279,0.02291699617294602,-0.007904011986686008
SLIT2,-0.015440928563072363,-0.03355555140697056,0.017109318191153182,0.029244746237485224,0.03671957246842231,0.06333693363439916,-0.04640443079704471,0.01825870764988567,0.04394290969257374,-0.05486010196647231,0.0640138509979796,0.0076879333915927306,0.01241961017697622,0.012736966666594999,0.02714750720879865
PLTP,0.03138833140879604,0.04101393616941016,0.04304299094869484,-0.07534861733462062,-0.06642119286533636,-0.004934958053338612,-0.06462636892669302,-0.06527178659920052,0.015768857990427067,-0.04314361656828478,0.01777419413241758,0.012590060727260063,-0.02670896541230429,0.036615769910309764,0.14546028690838628
APOD,-0.01561240826932776,-0.06158471698367444,-0.014109867466448862,-0.03168142660549986,-0.11933054276580282,-0.014333792716961169,-0.023490913394148275,-0.0648667900859516,0.04132795775363761,0.044896575411451985,0.0348854681959527,0.03834969887377488,-0.05173912578854339,-0.05284712126012125,0.05530923276236796
B2M,0.08379305216527662,-0.04444591721414313,0.08530136663075374,-0.056071607143507514,-0.12582189471648103,-0.009520154076586908,-0.072533989763259,-0.07265045004341723,-0.0391510604518215,-0.11937100730726917,0.03812811455816809,0.007111365297530029,0.0861028446428931,0.06911071723144603,0.01431612865907495
OMG,-0.0034205244960787713,0.0005926565577348747,0.005106499066013301,-0.057887721859103056,-0.049292344433903124,0.00864306623697199,0.03966188509284775,-0.0081009503319561,0.05503451370101553,0.05658238484297164,0.04732812231161354,-0.0060791701027425385,-0.018993761210515603,0.06084790474069469,0.059147207863982615
CXCL3,-0.003189529293814876,-0.014137973064585295,-0.008096006326951427,,-0.039198144659483805,-0.033584833763057154,-0.022121547351130807,-0.015563718868207529,-0.016473374835832805,-0.02448599142605432,-0.005895189818842918,0.05094911922377842,0.008262066398657498,-0.05335613106760203,
CXCL10,0.04660829853816199,-0.03445050338209257,0.018327471688881575,0.018137090094083815,-0.0943395614339648,-0.03028694561565078,-0.016029123422949713,-0.0028470494889745947,-0.02617818618507991,0.011134911310656725,-0.034130940749400734,0.043880714017824875,-0.01129667490082463,0.035889025321383536,
RSPO3,-0.03214224632976281,,0.04718999126039156,0.06734699319032342,0.03703573915874921,0.06569035284161995,0.019694496701679592,0.0854096562201754,0.04352319702823191,,,0.06092858453861867,0.011524611403979833,-0.012255975760493303,-0.03964244897945634
CORT,0.0431340477704496,-0.022983242860891474,0.02533279715957051,0.03928078768920134,0.06241130348991959,-0.006161456418375332,0.07334952844214614,-0.007700802586317345,0.02052267482576803,,,-0.0010264001859188027,,,0.09985102839292004
NCAN,0.06919170587479372,0.03248377322024832,-0.01574329166761261,-0.047198652492485074,-0.0677499146775539,-0.027793545555273393,0.0412778203420836,0.0936619140439241,-0.09593384578470562,0.0875535030813724,-0.022035628966124175,0.010918099602172644,-0.010422931558694714,0.03491819896662121,0.058305436123708775
PRG4,0.08061527830632881,,-0.013851466086267698,,-0.02212600333537793,-0.018884766289784565,,,-0.0028179096420007845,,,-0.00042618990297131534,-0.03454343065588851,-0.0510664645962514,
ZG16B,-0.010140954475095991,-0.015485765945095322,0.03756073016330485,,0.026880443398518482,-0.010095674139112524,,,,,,,0.0025892245495999383,0.00014990965273219397,
TGM2,0.07118138236822458,-0.007048898048642668,0.057818168505723515,0.03329145975064668,0.02287003020078179,-0.02911115274492734,0.0296302670703624,0.0015569068268857426,0.03759410255038336,-0.021737196112279793,0.05313715503607328,0.018692717790742868,0.052749730914795005,0.037085552698002656,0.07260905995541275
VEGFC,0.050411153513341994,0.04655414750189691,-0.0004593060255208247,-0.05085290592664761,0.04989724520303621,-0.027185159678401655,-0.030343216994609692,0.009439836808922911,-0.004286654495562677,-0.04052766483743581,0.13693783819158992,0.06476232336784833,0.03785349637888768,-0.041901283851228426,
WNT6,0.014636247309196281,-0.01432118556413308,-0.0191583611517536,0.047842889799780075,-0.03259563535380428,0.0038509950193432747,,,0.057109847121360746,,,-0.02233701020109272,0.04895301821109834,0.015045244545531444,
NRG4,-0.021793823621307908,,-0.016857867874397737,-0.01401706777964308,-0.004237101642560191,-0.019395424656424465,-0.03332620573428691,0.0112546964187817,-0.023962102356857445,,-0.026833038268343753,-0.022225300958911696,-0.015249150034141373,0.007816365069740497,
PMCH,-0.010787006149560782,,0.002505398686997539,,,-0.014777270746261196,,,,,,-0.01279641066196238,0.09018231434058625,0.0654342092598903,
COL9A1,0.06519251419451942,0.06290634038817168,0.04785021627113941,-0.05284452043173134,0.002628669959277102,-0.027057725251882495,-0.03726064180776681,0.03501870559045755,0.023272876056267797,-0.035485129780192144,-0.03882919315855977,0.03324145529283682,0.01121513823935502,0.0067845994201977495,-0.024302415397771292
GDF11,0.08646627621711572,0.013817252757523699,0.0309376096075253,-0.02858741434991238,-0.032634904959091535,0.043048975556995744,0.06081971169292085,0.03674942100878073,0.030390464805097012,0.014767570325044112,0.026706850715220772,0.004405784319703244,0.04691041827709343,-0.018047073073536254,0.05249969993884079
RAET1E,,,,,,,,,,,,,-0.016728209239319454,,
IL24,,,,,,,,,,,,,,-0.043983657241731436,
SORBS1,0.054502523582353433,-0.03803337580563491,-0.0012369291701773318,-0.029743773576110494,0.0005121974784646471,-0.021281530135582077,0.020006988993320936,-0.030290366210532296,-0.03996782286480868,-0.0371386455374127,-0.004803995362773411,-0.007783156669517936,-0.03052658174816905,0.0053682493493658065,0.0898703791886893
DLL1,0.05662993081784555,0.028206223820557905,-0.01718136303794595,-0.03095725938833535,-0.03142163194633674,0.029568567853974003,-0.04221689640772433,-0.02757531799244804,0.02745658762065285,-0.041978395282895486,0.05590032310510241,-0.006911302835365124,0.06785799220068425,0.08375485179632922,-0.04505496509416165
TLN1,0.075124802672547,-0.0703194760942386,-0.09344559136134543,-0.051881192608241554,-0.09341046983698725,0.027109601420776824,-0.031048348603941164,0.006539693900750883,-0.018977639158200204,-0.06652070891074324,-0.03265838730735247,-0.01906745967887365,0.07831581916257598,0.005303452032818371,-0.008615996118847604
COL2A1,0.0168068141077956,,,-0.03134916921198829,0.0922932421082187,,,,-0.016723857491913647,,,0.028424509448391692,0.05133231011417876,0.03772966955862687,
SHH,,,0.06558180570377173,-0.023658898957013823,-0.018525550137186663,-0.05359898702037179,-0.023742527010531304,,-0.015961127446540723,0.011911976944771582,-0.006601096701833014,0.042626960565238826,-0.014773592568392429,0.06308815405854079,
PON2,0.04684784162421306,-0.006564049310402429,-0.03578040596935402,-0.047297096602105286,-0.09017637116413428,-0.03645530561280992,-0.040149571931035966,-0.05824298319070351,-0.056183544721038724,-0.09150637793035374,0.04179494304310585,0.0013348569015473708,-0.04266711134614003,0.04162991914104221,0.0018601509018426976
ICAM5,0.012647700293461241,-0.018434582126750282,-0.022433988777099147,0.11722022689656268,0.01867032972519369,0.06336037589350373,0.046062502100883015,0.08540031360106175,0.013467249524369725,,,0.02436436925345998,0.08344597740822636,0.07458406713484539,-0.04208062710503489
HPX,0.03799597213152699,,0.07676741887244523,-0.028936569046743695,0.006290359306575265,-0.019812134789626602,-0.020678429223877644,,0.011224692412957387,-0.024485978615509853,0.07508747217810542,-0.012776170823165645,0.07064852707869881,0.060266611059616323,
SFRP2,0.12077956628019715,,0.03626666193434136,-0.06208485787203157,0.010601348251625975,-0.016512118777726396,-0.005934557704628019,0.028564857215212548,0.011585877961718607,-0.04687232886303276,-0.03785407667527408,-0.041442195767084855,0.06705049366674702,-0.08515535983558802,0.08457066561709148
CFC1,,,,0.04737910090590593,,-0.012705502030279838,,0.056614167857886,,,,,,-0.04303644042418718,
CD70,0.03536783614864493,,0.04848876311603409,,,-0.02370020989235951,,,,,,0.05931239573001363,0.012110973291883055,-0.07956398333567623,
HP,0.0120347215187694,,-0.0051171091338934535,,-0.05177783950031905,0.035588653894576,0.032856017470695505,-0.04383443791216831,-0.043433946632583216,-0.0620087228995375,0.13098183053727444,0.008732912094588876,0.03361700476751483,0.016164910081596224,
CXCL2,0.025127980850580257,-9.99725897821971e-05,0.05085530256933496,-0.012096903646871344,0.010512193664478305,0.05621850677309995,-0.028737952647448658,0.007062789025856506,-0.03159090738575964,-0.043947215346723495,0.016016296767267596,-0.01506138516021406,0.04953236112344902,-0.02806669226551351,0.0030048295511220353
NPPB,-0.030526674538930567,,0.08214202206310875,,,-0.011125454293810207,,,0.09510397061075584,,,-0.019125558302933488,-0.015468564408436023,,
CCK,0.03726418848320851,-0.0632251370711129,0.03926726381872665,0.06252536133970796,0.09863465720953593,0.06998662305249043,0.07487613177467746,0.053444219378487055,0.03937991998936433,-0.025193965899269782,0.03274221102813315,0.04641857207639638,-0.020066903860344855,0.05251360311234388,-0.024160201190682584
SEMA6A,-0.047340960039036026,0.08237463393544507,-0.025103563178265054,-0.047736081557855574,-0.07111951385948888,-0.014469973951085107,0.010901256044246445,-0.023017105512020967,-0.039866613356323126,-0.025514582641490046,0.026187532633828975,0.02085640828873459,-0.03729361255691971,0.06916018789134486,-0.03536421707675549
IRAK4,-0.006779328545753028,-0.06342461327965639,-0.0003003248523192759,0.015826442534087937,-0.034008736950703035,-0.033072163847654885,-0.02065807292858133,0.08549630340726365,0.008141476939626184,0.09112170031210398,-0.0198207270832473,-0.0040388051698714645,0.07721476772749677,0.05346938563411238,-0.05271527602173066
GSTP1,-0.022829723791269445,0.0628691660180816,-0.0077125628613977665,-0.12822094308402393,-0.12890491838398038,-0.04321283716015682,0.010050005335271632,-0.029717711921452717,-0.04238329486396939,-0.01812139154062898,0.04192946284410661,0.03398480867023489,0.026101764776337,-0.0050429880754677145,-0.003169666638905003
