,UKF313,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
SFRP1,0.10925279238121992,0.08643708415633859,0.05066212306712109,-0.028792661190322883,0.03386965460343889,0.02452275733930826,-0.06626547206069913
CXCL13,0.15518251577822786,,0.06195775013388597,0.033041607626484636,0.0013174949043242557,,0.0694871345189165
MICA,0.11092912574256071,0.09862980655387833,0.016934607318676364,-0.006925405742498925,-0.00403429077211773,0.06539014887658143,0.15312428195701985
TG,0.0765006329052324,-0.056611421548563697,-0.019870247582938774,-0.007330234330817237,-0.018919755899343405,0.003605943426291135,-0.024841083792462734
ADA,0.2258969857640876,0.0670151705834152,0.07400714005083728,-0.0649248692252682,0.02201180441408293,0.1919032755438409,0.00940305606683315
LAMC3,0.15857024640906892,0.05280170745259266,0.05047943873329438,0.0060063757469759425,0.0036465037142870242,0.17496491957999724,0.08250277782671225
CCL7,,,-0.022412734783479125,,,0.0283808910820826,0.015360386814137294
NGF,0.12724390509151887,,0.04467467899553506,-0.015839918154989,-0.039465953717592456,0.06783445717458703,-0.023369372675865353
TNFSF15,0.04504221976019903,,-0.021849899680837104,,0.038769061103506613,0.0897485562895497,0.09770701712368939
HMGB1,0.2304499020668824,0.050799758459197875,0.0032921170363222107,-0.032461130077235556,-0.030854659516446344,-0.11500765350582902,-0.00602468658850119
ITGB3BP,0.1668225034640685,-0.042493311711924726,-0.05621207709423232,0.052411991560686114,0.048172365671589897,0.018117829744114085,0.0394504191911305
AANAT,,-0.04879292888123845,-0.019662292492790476,0.05229630277473349,,0.0499220934361908,0.03312546457741198
RELN,,,,,0.06759771492471363,,0.007324720881840149
IL15,0.057057736919975635,0.026929325841318668,-0.023649752209806602,-0.01829612178413999,0.03434367235823921,0.06611235203541665,0.010022098013593456
UTS2,,0.05693420467988365,-0.016743881093379098,,,,
BSG,-0.10583371149977461,-0.17906879970604683,-0.03526422397045491,0.06801655785041551,0.008411099138534222,0.05365618067014776,0.06940104554278725
ADAMTS3,0.04635625018762232,0.10735328739969018,0.04653190844083048,-0.022202433793535085,0.005809038571937421,-0.0010888731115754008,0.012877675492061275
CD34,0.1842815911159224,0.16717137261949966,0.029571882316392448,0.041425634371505635,0.017560182190182717,0.09216101329326058,0.1086552583973364
PLAT,0.032162553693835895,0.03675662502354747,-0.013966487035213417,-0.0438056103565403,-0.04584363752316348,0.13419634739594466,0.0748267763471882
NTF3,0.018449374734253166,,0.04088156894972978,-0.025822843399173,0.05191075126004166,,
LTA,,,,,,0.12122384826617201,
CKLF,0.1861840300468975,-0.00240779669328208,0.03960733590927114,0.014994272743511516,0.005531982735641934,-0.05868624746444908,0.1025534676217143
APELA,-0.02919892108484429,,,,,,
CD24,0.2483281562630567,0.1089066540559657,0.04295237370938721,0.00767588190158268,0.028379589972183882,0.038137045499029056,-0.09787813657780398
HSP90AA1,-0.01666613663252244,-0.02540330565992584,-0.04194983183419964,0.010255368272677238,0.0006265606445491291,-0.12931632731583959,-0.14644644426189588
BMP4,-0.032723069094898805,0.145202034357599,-0.011315752380367654,-0.037969912275956474,0.005963276710368185,0.1383023408367849,0.01517071787461681
SCGB3A1,0.016980857704645545,0.06882489329523465,0.0547891708318951,-0.030734801303687668,-0.0050583114871849124,0.06346672166925968,0.13941703998516441
IGFBP4,0.1647060333761161,0.11377866331227932,-0.0020804045998125934,0.046827064572833484,-0.007443407426064326,0.206169550062379,0.04914651854688434
RSPO4,,,,,0.017208556874089995,0.11773734832796463,0.09646996281768798
LEFTY2,0.020539430967395723,0.1145393966266769,0.004209979725242594,0.026444215376083893,-0.027150989274334646,0.12952873115767555,-0.05236958693171899
PF4,,,,-0.014716192016681184,,-0.022863730326832983,0.06112544549943303
ANGPTL2,-0.06701443365043727,0.015635724462582157,0.08954400089597712,-0.04623843023278073,-0.051173624473407814,0.11746540465518242,0.0005809010778838563
LRIG2,0.1617319130995761,0.02563108431073882,-0.020537511150526513,-0.0015659164839122001,-0.04255422028307182,0.023621921123880722,0.07456933670976706
ICOSLG,0.04153617478213987,0.023022951030879413,0.06435041772392999,0.06136938830206505,-0.02829177498652318,0.09364877855069155,0.010361652842869837
WIF1,,,,,0.021338469424545713,,-0.05878500926848439
NPPC,,-0.027072932907261097,0.0330733187833775,0.018499530049199107,-0.05320394111353003,,0.00916558748262048
LYZ,0.10102398109966308,-0.10821867593895028,-0.02409022168706791,-0.028180007047788315,-0.018961865151061377,0.1402105017611085,-0.024744477949272956
EREG,-0.03773677725054926,,-0.04549383276869605,0.051659348880330296,0.03578989609409324,-0.025267256003167572,0.003963433898201318
SPTAN1,0.07743308783237034,0.03431437676617199,0.08220840209771377,-0.050269702527566316,0.06342005737927324,0.007797181161508502,-0.08714433907186202
PTH2,,,,,0.015272696985029192,,
LIPC,0.01802734064450545,-0.03635562002216849,,,,0.10874880391062167,0.05517863942655002
COL8A1,-0.2500352615926704,0.024950750861952316,0.0024535768741676314,-0.0032728323257361926,0.045754045039875485,0.13539424199000968,0.06998486530324083
GSTM2,0.08545458598164549,-0.0733421976956402,-0.05392405136053827,0.02349422779398686,-0.04238634441297617,-0.02922872317680346,-0.021464890381765217
IL4,,-0.03475250302976534,,,,,
SPX,,,0.016761240721809238,0.004475447470915557,0.0056500891143007196,-0.023454797775067957,0.02998953371568482
MFGE8,-0.07532507916904779,-0.07337743196622785,-0.022887493143720773,0.0032105326463583096,0.010072211637435912,0.13594007754482015,0.05599050155267775
TGFA,0.06623194377716263,-0.07519353267939018,0.035873269944678064,-0.043880104079370104,0.02851517454104799,0.06829723180223415,0.04881087517195589
SLIT2,0.07076089878681956,0.022827819719400958,-0.010573591130910907,0.0004891877355065601,0.03971820025783083,0.15328851246986944,0.013135551443616205
PLTP,0.13873422660551837,-0.1589529396829171,0.018982541402606072,-0.0011324593565742575,-0.06266105342091108,0.06756764307390027,-0.02206112824132134
APOD,0.06944579443709668,-0.03666632675426409,0.008559437150648132,-0.007133250960129875,0.007519018280039459,0.03271073359870268,0.002227547728106509
B2M,0.24956593562744975,-0.05491864434595878,0.03779912817498703,0.06291227074032012,-0.03624357782175973,0.1496895616222531,-0.03149050271668305
OMG,-0.006862593433034458,0.053657349148464685,0.07030995264067079,-0.029158120087991606,-0.01456809048692838,0.041624862937202196,-0.08230465676914302
CXCL3,0.18744671312531697,-0.070431945459023,-0.04103376834865888,0.06343775389208742,-0.027371142220694807,0.046140452909856314,0.04291910584811057
CXCL10,0.03803423012882443,-0.07490545853615975,-0.023144023939739584,-0.01973867966675968,0.0002851194052435285,0.054036212908079265,0.029515016881196645
RSPO3,,,0.042127724136816085,0.08106436694099492,0.008820427243988368,-0.015440651461882912,-0.0977024885430707
CORT,,,-0.007868725613165305,-0.015399746978751705,-0.03320436047076494,,
NCAN,,0.06722741601085623,0.00849600106243935,-0.04212655705069559,-0.0057618018822835956,-0.12989529882866419,-0.09093340532133812
PRG4,,,0.06406260409788919,0.04812874673560495,0.022136262335880653,0.05199404951982031,0.09509203964455819
ZG16B,0.04895252959240439,,,,,-0.016023451461461745,0.12005341178395929
TGM2,0.12004491066715389,-0.12790128444330376,-0.045976750505207865,0.05091374664297217,-0.041908179912014676,0.09353924805862975,0.011512587405504896
VEGFC,0.008207761099034937,-0.03939439668457708,0.046712777870588446,-0.017379189339374927,0.06842484103267706,0.08333078134983503,0.028374298406022392
WNT6,-0.05806336891040571,-0.044068536788875914,0.11583621323893045,0.001702919145808385,0.016214532618504984,0.010881792868160396,0.04343937771733634
NRG4,,,,,0.07734706814779069,-0.030516794706666163,0.031123639553789908
PMCH,,,0.10889511891078789,0.055195443931068476,-0.01517942443260792,0.07329425922565633,0.020761263056167854
COL9A1,,-0.03313385774972589,-0.003562471560006619,-0.019763717234500114,0.005109141443015728,0.03163488142305148,0.1397698232415781
GDF11,0.13484875964396104,-0.10172864662504884,0.026633929126825263,-0.026506606808494912,0.025827712771202677,0.1304205787442187,0.040912551726792534
RAET1E,,,,,,-0.03347670696553757,
IL24,-0.06251584122080805,,-0.016984966225178033,-0.014481549816962326,,,0.030501003270334018
SORBS1,0.11552293000856743,0.040243143229152956,-0.036680917938833275,0.01708689084927847,0.026041524894420857,-0.007759532991949174,-0.00412610286424244
DLL1,0.06765101719378944,0.13613391812648676,0.03374322212397897,-0.008321752056505465,0.03670033060591845,0.1040261471135758,-0.03196207748340728
TLN1,0.06703376307237559,-0.14581777650352382,0.011878566893363684,0.024474699166048386,0.022317143253795323,0.11262432994171762,0.04706988570935496
COL2A1,,,-0.000651662208526672,0.0445264620650657,-0.00649446276869758,0.017983434091338003,-0.0097244002082805
SHH,,-0.020076410450326484,-0.06117873716630714,0.04479764632607799,-0.061816964641245316,-0.0102836150754384,0.022550123641025446
PON2,0.24537018109497458,0.17793611746942312,0.027736795213586102,0.03060942271932766,-0.07575267268169424,-0.013117068656987599,0.11211509165414495
ICAM5,0.0006343974404624339,,0.0030495535618604475,0.013644026180602594,-0.03907236560858243,0.014535269155385071,-0.0880177114323609
HPX,0.0737411884799558,-0.086753642210195,-0.010966185724987263,-0.03840613177221917,0.04478899664022186,0.056544611597363216,0.0960917005013323
SFRP2,-0.07398125932451825,-0.03475252348454231,0.01416175806331157,0.00500989133479918,-0.004814300863357347,0.1169462526812254,0.0015977681986057855
CFC1,,,,,,,-0.03757793046640553
CD70,0.09796606648491268,,-0.014500613453270946,0.04084114314349026,0.021480407356335253,0.010574672988566347,0.058401963474718016
HP,,0.035512975725826006,0.04803676497888662,0.045491756582502194,-0.02236867902032311,-0.007291234791663172,-0.05212046316424376
CXCL2,0.20287319783559493,-0.02516948651446457,0.005147013187353968,0.0771189242997125,-0.01402689733544443,0.02729890181897694,0.07431916114525615
NPPB,,,-0.044749045839076414,0.038203636588813365,0.00945500308623636,-0.030955889567760072,
CCK,,,0.04783170223592648,-0.020225169024217227,0.0051610284928598205,0.0214390848420714,-0.21399854745785757
SEMA6A,0.13604248290768725,0.018524051637135594,0.03422119402222606,-0.009687044810174348,0.05245165620503469,-0.07628551158617268,0.06515589556683925
IRAK4,0.13358359046990542,-0.05461706925265617,-0.019459790897418453,-0.017004306326332635,0.020635112111180506,0.05355744841664781,0.003595254841848457
GSTP1,-0.07704404088799915,-0.04003341680463391,-0.010760975885687044,0.01579611326088719,0.042321833226599735,-0.004559589390981603,0.15636674223408964
VCAM1,-0.056640826504951725,0.03272687334616398,-0.025523847231828906,0.10916003157856922,0.07484414024937969,0.11482960896192504,0.02107852768188924
NXPH3,0.009239834685208354,-0.0387874377472407,0.048928209361020436,0.039210554584582204,0.010676542404370206,0.05694404614049745,0.043737365620498
MTMR4,0.12937056104337813,-0.07912028095957876,-0.0061453235001910555,-0.01615131901166726,0.08108925696433503,0.005168092652213309,0.04109193726194848
LAMC2,0.10055558299429206,,-0.020881466562369267,0.023169184194801348,-0.014733999065294764,0.015054501030342459,-0.04089557509608063
IL10,0.09662894627004191,0.025570183924698498,0.0463270312048964,0.06457100379247868,-0.03669067196205867,0.07068320720702304,0.09444919890268683
SEMA4D,0.08507835132938506,-0.09365948508048236,0.07327424876157801,-0.04216169716621823,0.06328165665901753,0.04115597356100902,-0.035554617701107884
TRH,,-0.0010647866984127856,0.08790137645977195,0.021828593072979664,0.005568322466104457,-0.022775268560389406,0.05536438743206845
SEMA6D,-0.03320910208120698,0.0690576366918797,0.005189733260259562,0.02438375469286849,0.06388052464901,-0.05406243531799989,0.10052752119179008
CEL,,-0.04451413004274176,-0.025721135121440284,-0.023643050376852402,0.05981070322284967,0.07753938151742104,0.002606289312411591
PDCD1LG2,0.031793246941304344,-0.0011513674935299033,-0.008788726883139359,0.01707233607494251,-0.021125612000261692,0.1092222789909923,0.013282071015824433
SPINT1,0.03151808620245649,0.008134650496864385,0.04111913434367764,-0.03886910444406348,-0.00445554691936314,0.0684985562580683,0.012164469901010234
CTHRC1,-0.04328334672772799,0.07979910261472647,0.01629201678729944,0.028392957226178007,-0.007810336976261033,0.15351610481406983,0.06291600435804456
PODXL,0.2354037013797331,0.043277684646181216,0.039940671526311096,0.059398095788621486,-0.04289415681159702,0.07769445370671031,0.02443217149295077
JAM3,0.14973232119542623,-0.028942005701942296,0.009045761562244264,-0.00013109477845024247,-0.027573537990729015,0.031198316666004575,-0.021867660977966392
TGFB2,0.1662335191033717,-0.05476776197116246,0.11435745208169726,-0.051654574436460446,0.01378270170336067,-0.03688576981421708,0.003217505481402329
COL18A1,0.23367186543186877,0.08937128396045078,-0.003853866500328523,0.05309487087579229,-0.021520199832132957,0.183497001373562,0.0016782650956684085
NODAL,,0.04203905199076188,-0.025390829996052324,-0.017888125335883482,-0.016849433001518345,0.07358364193866243,-0.03911330426414325
INHBB,0.2127296633734528,-0.10853019045860737,-0.05734124576627274,0.01865168078230804,0.01159932361249342,-0.041616672377409146,-0.04344453890357826
LCN1,,,-0.02700725180999624,-0.016893071826819338,,0.03860322671556138,0.1149504974725479
ARF4,0.212922795300661,0.14357224905306779,0.015330909861355206,-0.0009094882365995292,0.0465373742343905,0.027176892002548202,0.04535782602473256
CXCL14,-0.05641259334607377,0.06975762364265466,0.06666994895412222,0.002678013558085362,-0.018125145673623784,-0.10113710939646342,0.023580513081105883
LIF,0.16247969800020542,-0.056207783791954964,-0.0238847373440511,0.04773101345908853,-0.05035431669147135,-0.00012797536561620241,0.1438934387868914
IL17B,0.07161120622565711,-0.04583021395741365,-0.023502022769143555,-0.011659457265350793,-0.02096226033730688,0.12803340726785375,0.11878811582252002
MMP1,-0.24469664976578318,0.08850164261266719,-0.03713136629397472,-0.012776570719975488,-0.015179423230490385,0.1492014300834486,0.04544095301893471
MATN1,0.07358398038927753,,0.047512352182738825,0.02528960535217586,-0.02160385968216821,0.018029349916042017,-0.029555662938687152
ADAM28,0.08081616660735032,-0.039300334008648186,0.007015338038587759,-0.02492838741644026,0.010386934487986365,0.14467538105609662,-0.035295875829392746
TCN2,0.010300222233559133,-0.036789645670436,-0.015786995207631133,-0.03950691510901022,0.019365099416106202,0.1394057035172825,0.015353924376128966
THPO,,0.05613346531831007,,,-0.01874034763054417,0.07945803989610171,-0.044291848126339114
CUBN,0.13507643683818302,0.1102199710115526,0.024279542395667007,-0.0034282688238847035,0.0117536637371255,0.019428406992195786,0.03736386671308723
TIMP3,-0.15043047808048832,0.14708746607867612,-0.045121189736168694,0.035188096061194704,-0.032149335852655746,0.19236217080145637,0.046409335462911885
PIGF,0.17367165729221173,0.03925105664689588,0.005965612751141329,0.013216971107993521,0.027802849102092474,0.05877447507813746,0.07698743405837749
CRH,,,0.07170666875498963,-0.0028422078020626605,0.022500011402964114,-0.0357272563389341,0.04519447204004859
BDNF,0.06986711462831775,-0.008291853344021147,-0.0005086477678472882,0.01827220020135703,0.06337872330409708,0.06982096530283532,0.07061913133204929
CCL5,0.11392087834026993,-0.042437566481223335,0.008231820014420571,-0.01930042228551188,0.013046804179949243,0.2079052972358639,-0.03302782155690528
GAD1,-0.014534274267809576,0.1697001293095751,-0.09591984742891613,0.07205465028027822,-0.0677734841070936,-0.0021017418273009663,-0.09912792286295576
COL14A1,-0.026626061007239778,-0.050923679406876074,0.016711274846490327,0.09006775607604205,-0.03307254941402363,0.156263279427192,0.05680664747137576
HLA-A,-0.2268171842096919,-0.13180416744273427,-0.027771207871051518,0.03568800234858642,0.014065954321042337,0.07764954637712165,-0.07761329146311997
FGF18,-0.07783579373200285,,-0.027785020409203602,-0.02637014649116076,-0.026231123476646037,0.06079171029551212,0.07218051581277776
ADM,-0.17022184438979018,-0.10574870003659585,-0.15512671093435654,0.03244654895028083,0.01784229180975768,0.016666401536733214,0.1150820758109878
CCL15,,,,,,-0.015214650930239283,
GNAI2,-0.10676719997439633,0.01633041217141506,-0.038030483040085765,0.04214038824536835,-0.010875713358363858,0.08491645612360217,-0.024210046075463437
HDC,,,,,,-0.04448979426291134,0.003802482319775091
COL11A1,-0.05938542388932792,0.06360114054899839,-0.03462653919142572,0.06648024775444515,-0.01388050920852003,0.025652018240427784,0.10204718395253765
NUCB2,0.08553253747571025,-0.0010611507598400842,-0.006317934934343061,-0.022335974709626977,0.0005780660385175417,0.07798104424514142,-0.04515354268111634
FGF16,,,,,,,-0.02912325042425836
CXCL1,0.2767875869412539,-0.03308234951317964,-0.0741887317721715,0.04645000870656982,0.004106211782948214,-0.011559937651176896,0.12957307220479491
VCAN,0.1724704933282864,-0.03547579593337482,-0.018736124402039554,-0.04743967045670837,0.023039721571594462,0.06969287895302591,-0.06068655275936537
MMP7,-0.0011979705952554149,-0.06306136180081601,-0.02859521145210953,0.09525767143290385,-0.03350817438767213,0.10298653084048877,-0.05406159825062769
PTPN6,0.15058076274716667,-0.009452815892298162,0.015614441470218237,0.005920961651163915,-0.04358920076465101,0.14772396479529804,0.04636155594905686
PTGS2,-0.02603115121566142,-0.052414937813213804,-0.008576594945278286,0.0355615403918116,-0.04248808230207562,-0.01301763933532743,0.055514553786613983
XCL1,0.07949502766906459,,,,,,-0.05259963379758336
CD58,0.20480609124458454,0.1185699598865871,0.008852810403915558,0.01947018418051454,0.031246172602975027,0.035586963805905834,0.03495930679045497
TNFSF14,,-0.042709916634998464,-0.022226554914568052,0.08762228374352882,-0.021918290511351222,-0.005085815195220524,0.035798633275554374
CNTN4,,,0.0413827948535968,0.00234551148546017,-0.015598820385370542,0.008011230528398658,-0.058846070871271375
INSL3,,,-0.007477741068099211,0.17801429342300495,-0.005367833810013916,0.09409479798407087,
BTLA,,,,,,0.013942150204116328,
MFNG,0.07617506374870991,0.01681267724663944,0.07735565467149896,0.005807783140189197,-0.061543587804076004,0.055510331368223836,-0.007830275373455755
ICAM1,0.0727766041642606,-0.0064501046647562725,-0.06318887836190995,0.043633871716958726,-0.047546227403625234,-0.03650710988816618,0.04530666111456961
PROS1,0.17652935881441095,0.006471075505145567,-0.006261545342935149,0.02878664198689792,-0.01423228966589771,0.060148978974186904,0.039837589704792856
CLCF1,0.08607821277693303,-0.03181934086564505,-0.004961805284562107,0.061695998566379744,-0.02410417178775005,0.010468457475081402,0.02619331465360072
PSAP,-0.014581291205570186,-0.20036597529904257,0.0014672477835465994,0.06675738617114865,-0.04074301411361081,0.20023858978035355,-0.1818039952529617
EFEMP1,0.02995496119346101,-0.06758352265374107,0.014841249786280755,0.07721946501745557,0.00767283581096344,0.10082282949400155,-0.0039751715669287995
C1QTNF1,-0.09298244189750539,-0.1489937119985088,-0.08583569144967357,0.04075744942492194,-0.04414442557546557,-0.13550746723107326,0.08848588036498695
ALB,0.003310111478254567,-0.049205135859077764,-0.01156427408820716,0.03648441877379724,0.005785897724308649,-0.009245344799159247,0.12269821929229477
CCL13,0.08654258546166206,,-0.01649946058924656,,0.08519273834698639,,
EFNA3,0.03181659656137054,-0.0314194000795686,0.06504935648951374,0.0022305224486695234,0.028373722722612408,-0.020016219472840158,-0.0203252939198216
DRAXIN,0.07623379463100054,-0.07831023865807334,-0.004006651899970124,0.06540569622780049,0.04072070515614264,0.13440319170007947,-0.031883239619819745
RAET1L,,,,0.12623420065648538,-0.026628676735532614,,
NPTX2,0.12259720493983615,-0.14278230973438,-0.015152514171779784,0.04855402338740122,0.02303495925273464,0.0572032612983476,-0.07172686833399988
FGF11,-0.05089843881728122,-0.12446764547653454,-0.021179157299170283,-0.0307195811951773,0.031306587457346734,-0.0030433827495322673,0.02552622129677694
CD59,-0.0034692514793024766,0.030757606267324725,0.012315774558297755,0.03829297316592353,-0.015462159978041621,0.12725381553992868,-0.03744129069984977
COL9A2,0.1422604974062812,0.11607932347505355,0.017556820946075462,0.010741497541097383,-0.024612197798373786,0.08991115008115905,0.02409857744515522
DLL3,0.10495995371581414,0.015542347300278007,0.03567845679927163,-0.03673835059169347,0.04461426741111534,-0.06426259326696412,0.007427538597592243
FGF5,0.015334454427667555,,,,,0.08770119439621242,0.002156041426525182
LIN7C,-0.002542410705833333,0.07126971141721808,0.07377709437799067,-0.011167900065626523,0.0072145346371255865,0.008862286618308395,-0.011317123944834041
GDF7,,,,-0.01448155440501053,-0.017818289104928314,0.028846452227188398,0.0664881056231398
PSPN,0.1100309016925793,-0.012751855429364247,-0.017680081361305357,0.07128665135472279,0.019224194074033234,0.046143688493365975,0.03164121045205325
ANGPT1,0.11618221207353172,0.012938026634715648,-0.0034813433514966716,0.04781301828073186,-0.04358533208192198,0.1315987897982166,-0.028410933347698057
PNOC,-0.02696809091337856,,,-0.01539974865419725,0.04792011318172072,0.07998065971706457,-0.1099312648530701
L1CAM,0.08945265728541181,-0.03790069944739732,-0.013697462010288864,0.02380639518801224,0.06081499458548599,-0.05171999035940142,-0.1546232746728705
APOA1,0.13903586760901515,0.0040225698687329425,0.03940688317647719,0.08235146477382749,0.007603678717577193,0.06470492099362567,0.03998478615685036
PSEN1,0.005560581365293544,-0.08286259031309919,0.010082230146414465,-0.020940038726933088,-0.04222329571745091,0.03362474194696023,0.0346584128823512
CALM2,0.14875853129261338,0.09706731080573305,0.05472335763176772,0.03259485034383834,0.06676495449844944,-0.12404052396699589,-0.013770150432816038
CLEC2B,0.08460988431392172,-0.12950195268820708,0.01430338233452075,0.05618852272738808,0.0006268042228314043,0.11006192867703375,0.0017362214451575942
NTNG1,0.02571125193801811,-0.036905584544345046,0.03698507288806747,0.011367374892454945,-0.013226871693866958,0.05043641518815319,-0.031640650806271695
LRIG1,-0.06348124564841486,0.029729124672916767,0.04915500428837004,-0.019732634666639392,-0.02269991353439798,-0.09961520095414797,-0.001476086480531694
CPAMD8,,,,-0.016268856836189477,,0.006569357998998108,0.03195856051731429
GHRL,,0.11546791482573612,,,-0.019273939110790058,0.07549001889150739,0.009436730048442357
NPY,,0.050094825344440985,0.024356432272222332,0.1022036740302057,0.02146719847084699,0.028606510506709187,0.004059569125190729
MMP2,-0.17645541856940838,-0.030325048612480247,0.017395001285685014,0.008580983619560159,0.008883999477894505,0.12864865300783762,-0.008288528094748929
PPY,-0.030616591670158972,,-0.03936166966096898,0.07092285295995243,0.020408587365892062,0.0423691240658095,0.0011411600835237474
ALKAL2,-0.07241673847612871,-0.020164635867265218,0.02520851596258705,-0.04274863931719193,0.07885778315627832,0.029715755446259307,-0.03641690293619324
CSF1,0.1817389991883299,-0.02894130598863534,-0.008565495295890223,0.08233301564613997,-0.04208607542128351,-0.005143404268505661,0.02995473968371604
SEMA4C,0.08315591283352883,-0.04945935124284104,0.053682649944508394,-0.017181295530342863,0.020589837632085977,0.1018170746982819,-0.01564888936300078
BMP8A,,,,,,0.046836424723092754,
ICAM2,0.18328469136624215,0.022017527161649626,0.0530845786752824,-0.005906128816456004,0.040423348808955775,0.1449226173966823,-0.002681409576559935
SYTL3,0.001784937912342713,-0.09601630820011371,-0.05148848413186631,0.02591722523634091,-0.0026037797810097617,0.1055896748148114,0.05539221000115034
IL1A,,-0.07566701090023598,-0.020619764167123106,0.07848243344104355,-0.015662068340447567,0.024880840183826063,0.1067133215762454
HLA-G,,-0.03939439668457708,-0.0363946889564918,0.03813835999323377,0.0038829969133559487,,
PGF,0.2083903017472423,0.13583016296348036,0.03139161717535331,0.052206760124263445,-0.05857302932071574,0.1357040735010532,0.010037929699209486
LGALS8,0.060415149856672234,-0.053033427032702626,-0.06802407724634299,0.01500251553790089,0.03040610467456558,0.0430526557645585,-0.05172478997326836
DKK3,-0.03694628359182877,0.11377276623776097,0.039806840671119594,-0.002911210269228183,-0.02223632489675439,0.09503735451609532,-0.17054179212319198
COL16A1,0.15967173122316755,-0.029632402281786537,0.0031437139160393154,-0.017371553889371255,0.05028760882940181,0.1307675987714925,0.02161605965998639
TPH1,,-0.05122854611424688,-0.028267219838668898,0.014169358380492453,-0.017550778192151856,0.1038498174936569,-0.043980964042121956
TNC,-0.2314845705346094,-0.11688571596642447,0.00021244672939721985,0.03706469537247929,-0.01632717630967868,0.06618864420070901,-0.041779335259861564
TNFSF9,0.024712817068548314,,0.006746381460584031,0.023723977133401703,-0.027537207832779537,0.041137139622475255,-0.053357610771097644
C4A,-0.004327044334684799,0.04880937875074511,-0.018369110855548425,,-0.018006212295803344,0.03405788982243485,
