,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
QDPR,-0.057229577930930635,0.041702929630165045,-0.016524180514801638,0.01681559630684206,0.03232870796784302,0.011798014390225044,-0.03389064015331085,-0.04566897662505167,-0.034302407039456737,-0.008613792541840507,0.07835760533751875,0.0879196644807452,0.051622146476313684,0.020543145636591768,0.023738467580586002,-0.024948744216976775,-0.013888316541724129,-0.04727733719937686,0.10026514079060227
POMC,-0.03674463728987306,-0.0434926308355389,0.05508649815112038,,0.02254114070268616,-0.006089026237389199,0.04846837113053385,0.004528357201246458,0.0292641309538252,0.016607866843710264,-0.018942117012881107,-0.028111425044992196,0.005729868387052567,-0.02380828446565884,-0.05666213629993686,-0.010420368586991895,-0.0010558863604277625,-0.023661340091296622,-0.010678330761602727
CCL18,-0.017794690998559834,0.037796671443268294,,,,,,,,,-0.018775939338907244,0.0339191686506234,,-0.03926712055600568,,-0.03228859874879681,-0.003525051762352291,-0.049810624591466096,
CCL17,,,,,-0.011755187115582823,,,,0.026706481670814942,-0.014702565942472082,,,-0.014587768899986657,,,-0.012517678442318868,-0.025541364225390915,,-0.014623536420325392
VEGFD,-0.03959240603172884,0.09797679639934923,-0.025610735297139985,,0.049075855131161056,-0.023328758350912814,,0.018913596085101684,-0.013119586540983942,-0.01078450992318979,-0.020126946707817128,0.16570356485575546,-0.015634163761994425,-0.04423880063871728,-0.0353468769404328,,-0.01769328261248687,,
TNFSF13,,-0.017280805235895595,,,-0.016683972572455016,,0.025748687234755714,,,,,,,,,0.04752555316783512,0.06256416872701491,-0.016242196054931487,-0.02382783201992975
WNT5A,-0.04937927612047465,0.004651125635623449,-0.040262885283333376,-0.055553869366259036,-0.0028472238669413306,0.13226160327386458,0.07840822694913445,0.08921726009977257,-0.004726202102565376,0.026548481499576438,-0.02687994662748229,-0.03117980083004637,0.020047238830079007,-0.0328609670048113,0.029154730030785402,0.004292966293668682,0.07131670593118278,0.06969155581582075,-0.03213208656019651
CXCL8,0.11715748367139857,0.04880590052018827,0.0027114700490394623,0.02114907085541179,0.011293818054513724,-0.048762716244844476,0.006280046477477888,0.0018428066761139504,0.014838308161077958,-0.010043004566555368,0.0330768658896311,-0.01126676472691747,0.029173564289686652,0.0010321582353878824,-0.004831478504162876,-0.05329698258294145,-0.035611620693362205,-0.009054979896976621,0.0008611322825916555
GRN,0.04707337306766784,-0.02638587301940354,-0.018032056816145697,-0.022398047687966167,0.006655203842239811,0.08834710714768633,0.09476841461163409,0.08452912062459697,0.011952765629326657,-0.03361466255654376,0.06788577650615912,0.012972149698236252,-0.07116444411413114,-0.08136844499028065,-0.020642971817232913,0.015560543911724078,-0.03226810366540259,0.012011362458953054,-0.05078185953330393
MIA,0.025722095426811618,0.055246129668638407,0.03540177388085609,0.049406386531144715,-0.03276388421435432,-0.02263458539305652,0.1129655608223644,0.004349836329394376,0.04049650179506095,-0.01226510884098629,,0.0533377207183024,-0.02141170374763315,-0.044442345188477346,0.006473981959978368,0.0945931815826522,0.06629721489475425,0.036232907092837316,0.018350763754198453
COL4A4,-0.00831185265000526,0.04870953550424984,-0.038303115785959234,0.06638646554461633,0.027033266185441888,0.035827220567183626,-0.01664406455718912,-0.018561440067330074,-0.02400317769824912,-0.020604407441108086,,,-0.02077014699010856,,-0.009640796620739762,-0.007354361742646864,-0.028329711965022403,-0.029150126971189256,-0.0006140066146998897
TAC1,-0.049917367371502534,-0.04101353924460128,0.007261006557642752,-0.03202900264692832,-0.004277387964478506,-0.01850088545081034,-0.09552500501504495,-0.08296093820647014,-0.07487008242022962,-0.03703024834432358,-0.03209567520786294,,-0.03680904728966116,,,,,-0.02495466414684599,0.06579206704136635
RARRES2,-0.0019095744117143799,0.017118221390908208,0.025804867325549655,0.04384121423254023,0.01643482178570071,0.009522902590315893,0.09127118229801329,0.09990672040970532,-0.04108684882312544,0.044913341688633125,0.02587311570217221,0.06533242038365392,0.05328219789367526,-0.06838724218842537,-0.01118047546216639,-0.00815692395763827,-0.02613150771154147,0.009336817647121238,0.03909363981015815
FGF7,0.03397019110244339,,-0.017550158078699928,-0.043080083372686186,-0.042874527299990625,-0.019507241602690923,0.018361154380269123,0.009979092642241795,-0.017099855729744044,0.006628126845173212,0.06708478886771654,0.06538305464526373,0.013197726412249769,0.0355198669648488,0.06811486112422652,0.0073880194199983954,0.04867728248642057,0.06210684150510863,0.0688334077713398
EFNA2,,,,,,,,,,,,,,,,,0.15193555565195638,,
HBEGF,-0.06179077792916153,0.021626647985874967,0.03577227359232285,0.02878235347298757,-0.0115701218280618,-0.05076517627306588,0.05359402199503164,0.014590284885546352,0.11666198112646575,0.01539405845933753,0.019122762937073545,0.009277245978235307,0.04773994327925345,-0.0030395891334597273,0.009846042944492022,-0.043363431694603695,0.008965359866059104,0.00821825169739893,-0.0461841565487456
CSF3,-0.03985663482115141,,,-0.005557665392312749,-0.028829350246496827,-0.0775655852473212,,-0.019637646327877886,,,,0.029569165343097246,,,,-0.060634863419525745,-0.04749023888732065,-0.02073623909383091,-0.015396327903843134
PI3,0.0862319487104799,-0.024091381972262765,,-0.0049214986740936835,0.019298158170866497,-0.06725985526035276,,-0.022112248954067274,,,,,,0.05734068326136536,,-0.0492234907481931,-0.006932088662789131,-0.03932722144505833,-0.0334511056065428
PCSK1N,-0.07119051854518844,0.014894266786726406,-0.01927813700091423,-0.038025545466324195,-0.07006791813992215,0.03501170145169543,-0.03664690751268904,-0.04349397410092467,-0.014866048752024017,-0.07014488516198027,-0.10344363034690668,0.015229343165919638,-0.03943745498673435,0.07433997712834056,-0.022963433309210524,-0.01544362946158706,0.02630291396037993,0.05114814687517113,0.06616265257838179
NTS,,,,,,-0.04968100180475683,-0.02031862115674938,0.04101994862525219,0.02446653229761373,0.010437089084368975,0.010588623877966215,,,,,-0.02920244076362662,-0.0204874473251697,-0.04794505981572351,0.051378450205321544
SFRP1,-0.061539184743252005,0.0163387491005452,0.020512313753651486,,0.020325656061750814,0.02843049864694022,0.1356021592450612,0.05830168035511291,0.07284564721305228,-0.014702566090538997,0.04738849797652309,0.009703342426732037,0.0035728766974422437,-0.03984788447210036,-0.005581863924587603,0.0313771392344025,0.039067562646258186,-0.0739304452744368,-0.022270051129018056
CXCL13,,,-0.008991144118367917,-0.01841248590699346,,0.008391768097891028,,,,,,-0.008138421475298665,,,,-0.028117272265126256,-0.043205819795108964,0.010933405242288413,
MICA,0.07100806545626803,-0.0117383313283856,-0.014432979687088645,0.058633523258290896,-0.02123490844437267,-0.012462981086767458,0.021267429396320606,0.026941546989596332,-0.020794155285734753,0.024509870608315547,-0.057687186048677515,-0.043966074102969405,-0.02704458083741713,-0.0483754600345481,0.06004057441379212,-0.02126279057763279,0.0739764731198466,0.045609668707761716,-0.026595407705005694
TG,-0.03177209954095966,-0.005814708463598904,-0.024314358127163854,,-0.022775097920086324,0.05025211601116704,-0.023453045073152868,0.009127894704480556,-0.011029749151871054,-0.01064018312489354,,-0.024950586057494773,-0.021912887264842147,0.015186178767724148,0.0920319878389602,-0.016632865050868174,-0.009204358619512739,0.004504250908709233,0.023720024896686766
ADA,-0.046985744736963826,0.012417238956498078,-0.021974943007428322,-0.005864789536245216,-0.014874259098592645,-0.051995388659726166,-0.0028562306370516076,0.042357883504078646,-0.010665842130507383,-0.017280513078923542,-0.033789055471448025,0.03329050816185411,-0.00018399019281970587,-0.054168112321961316,-0.09260469691030265,0.022843579809626677,-0.000210469760793764,0.027081554384670532,-0.06817147820782644
LAMC3,-0.03290729216949669,0.01596731440289948,-0.020295429593337442,0.08653889586333587,0.036913864268670486,0.011307887025939593,0.015597217667443803,0.017081217454705065,-0.009650237987122555,-0.031622377032498095,-0.021761988447471833,-0.00030328214397098876,-0.038039740042257866,0.019980312334844614,-0.07730605491307684,-0.003619356076095144,0.029911706650262652,0.016524192987820544,-0.08179845670504204
CCL7,,-0.014566102650218323,,,-0.01646635940778102,-0.02973759768609447,,,,,,,,,,-0.018761114652370767,,,-0.016133859204950945
NGF,-0.022962540305034144,0.04608012259142502,,,-0.03772863510888303,-0.002856318167453623,-0.022380495505735263,,,,-0.018120729288988925,-0.01599989834126126,,,0.009498278512687372,-0.021667585482699477,-0.016590241925683563,-0.0037887654356584307,0.004983719616793806
TNFSF15,-0.02840752816057502,,,,0.04448769507454024,-0.027972247564621217,0.043971903437759696,,,,,-0.024963009953944747,,,-0.03439458392919641,-0.018289980094582253,,-0.012876848479968667,-0.0011697098281550976
HMGB1,-0.07001911855556107,-0.006394365152501145,-0.023190975648146518,0.01904360142472824,0.019336686271671656,0.038902488969674645,0.048430597614394146,0.10179835392296002,-0.0271255697678157,0.0040006946742068925,0.03327758308909936,0.007598586078888784,0.06156513988831252,0.019578721080169083,-0.15171332648617333,0.028336170682035786,0.038090498051957876,0.02507238304843361,0.02822420471602453
ITGB3BP,0.07758657504195042,0.05499765418810509,0.018298352185153376,0.027263794836294326,0.02875002577734623,0.012011434069505581,0.12788301292181561,0.1232598250906491,-0.016486940237260855,0.09631506106871843,0.024935420255889632,0.02212621297936199,0.004698642092372869,0.03761150331163326,-0.015319278542487009,0.11122081320694177,0.003927852883877401,-0.009803738385066173,0.0036326671141465802
AANAT,-0.0411567226682784,-0.021133198867670285,,,0.017406840566647458,-0.03462874005201087,,0.027135314073550503,0.033065241924408864,-0.01226510952320296,-0.017036150478384752,,-0.019568096644165464,-0.05347642108960309,,-0.01645879127867987,0.04874356685262469,,-0.01707029585590966
RELN,-0.03959238548163149,0.028997907999946337,0.02955122791268757,0.00923484267351378,0.013197910516465301,-0.0042589668002546675,-0.007371464042477072,-0.037201240328601094,-0.045861174591648214,-0.00015215693223013548,-0.036386754988224274,,-0.006263822319469777,,0.008010673007561787,,,0.008511449177312282,
IL15,0.033631143594229855,-0.046057607696983055,-0.019908701416369228,,-0.025146262696263796,0.06021374427240735,-0.019336505709775086,-0.011072384842876867,-0.022887905613608286,-0.026361739882082635,-0.004455001504066454,0.03821846256674412,0.019251275989096647,-0.0066134534205904765,0.021809317231640896,-0.0012657323335793851,0.05608498845502167,-0.03141059656195267,0.0321831074153232
UTS2,,,,,,,,0.038852695999976,,,,,,0.014386970803770015,,-0.014015865353035938,,,
BSG,0.003531970842910365,0.004928188908150795,-0.06915478427577013,0.018364223655032354,0.007085532551711483,-0.02569233654905462,0.0400239098965617,-0.012391080669507547,0.046596033057667643,-0.0338135625292273,-0.0783526367342715,0.014704342006368932,0.05408189099626515,-0.007466823108889127,-0.018044477437975413,0.012471679719848711,-0.006099207946855228,0.06218585968166009,-0.04219324953479756
ADAMTS3,0.016258005941434134,0.03822640868153587,-0.026130200579543024,,-0.046313139184693576,0.04110207675691363,-0.01937266236448877,0.10894727305309344,0.01487381997690161,-0.0013710026109227452,0.010666792712500404,-0.007821182403845127,0.01661919509898743,-0.03936981492378948,,-0.0005679231382311809,-0.02563350158204319,-0.026666960268645155,0.09421895654839495
CD34,0.03656867533752654,0.004901892691923114,0.06490959112550186,0.011393311533816234,-0.018737709961974842,-0.040546553789369146,0.07650154373080269,0.06516696760553706,-0.02619210648483751,-0.022947686894524425,0.012928698325646405,0.04903165286404484,0.014682008576016514,0.012204862457739267,0.01646979148578432,0.035994446777348706,0.012196425621579856,0.0808659171191398,-0.06215567442326167
CCL23,,,,,,,,-0.0009949697282675037,,,,,,,,,,,
PLAT,-0.09050650862832253,0.04622771258543268,0.021981469132317685,0.009413253510796865,0.0011434043591818156,-0.03344655731584493,0.12477669205192621,0.0900855062302385,0.10762944801792915,0.02635783422494324,-0.038749276594808084,0.029452839222864464,0.019584621715166076,-0.08401813684182373,0.03430732370359056,-0.0197173748544171,-0.0450339192988089,0.03384517775672301,-0.001822450706726169
NTF3,,,,,,,,,,-0.019798812667797608,,0.0054234584289027336,,,,0.02701765084977918,0.07554437893527349,0.03735169611826661,
LTA,,,0.1074159967555006,,-0.021104497849378206,,,,0.036029825342490954,,,,-0.018148507455008876,,,,,,-0.004012304287204774
CKLF,0.04489606617322889,-0.027410809665103408,0.026555292688726844,0.05718859380376291,-0.05724234612409713,0.016341576632323204,0.13176607979461313,0.11325668270590489,-0.014113206287737295,0.010252283497712414,0.052353986925731115,-0.0018917001222663922,0.04872432627923677,0.00013127453202410938,0.0856173665630726,0.06620291233173385,0.054860040168319864,0.02154738567326736,0.039595783455062934
APELA,,,,,,,,,,,,0.05264908518069948,,,,,,,
CD24,0.05373285082771546,0.0347529257401748,-0.006706300401659678,0.05956576907950621,0.0031965167559617554,0.03533393250637974,0.06188640630091341,0.016020282607721262,-0.0344426941264136,0.044950158034833286,-0.019418335735715775,-0.027397162431400682,0.07563142911374096,0.01421413388365373,0.03556717996736514,-0.021599881137558005,-0.006136808107621237,-0.0041576591795750555,0.06146414458078157
HSP90AA1,-0.08349007863951222,-0.0061651342332536855,0.02748253613817353,0.0482358498942593,-0.022137245326556372,-0.052478750966499794,-0.09492237611853643,-0.10321660930981459,0.023968524368102442,0.03677653021999727,-0.08969690750974807,-0.06867715729218682,-0.035149699871542414,-0.03855467170986075,0.004220074606247315,-0.017173034452031517,-0.04117263783383167,0.03875552815499662,0.02091490971458898
BMP4,0.012868856442158391,-0.00582442451206466,-0.01895475489203325,0.04583204180644594,-0.00718097266164866,0.09038618593507655,0.06747491412509844,-0.031613415540399765,-0.026340505664785442,0.06799391914310948,-0.027173029678332697,0.0006862118988384882,-0.015464402809833196,0.06566100525767131,0.019051158545387525,-0.028245113801774722,0.07145758837674064,0.060687822630397806,-0.011677437534603869
SCGB3A1,,0.07763627262234062,,-0.027104572352389323,,0.022181275686126233,-0.009585650800115145,,,-0.010345739844049212,-0.01156282022082267,0.05879650762521768,-0.012663788498131713,0.052507835283909086,-0.0707309550453492,-0.013590916663866444,0.02255285893354123,-0.02674115108028322,-0.008973279764777678
IGFBP4,-0.09043270739287808,-0.03774737435840017,-0.0011741295392674977,0.027514441866609136,0.02143806649230793,-0.014526351784556558,0.11918458518602854,0.07154956605162736,0.07174522474746622,0.012241617374223515,0.005483416216679361,0.02031422774845272,0.00016701863041514333,-0.04522347386360066,0.05860955676318891,-0.004017731109778029,0.02404134345749322,0.007275213457146516,-0.050933531705962945
RSPO4,-0.028051097188914666,,0.055652082853444466,,-0.014237324446669572,0.0861114539665291,,,-0.023332821611821188,-0.010345738330750722,,,-0.02517483699281978,,0.06139017323028202,,,0.043822673248334595,0.026579729247853852
LEFTY2,-0.04698576924480257,0.032060501914464315,0.05262963026942366,-0.009988468122567831,-0.009676911749759489,0.05694364241454375,0.03740584060398177,0.0649621601779217,0.01291517247972289,-0.011344228610828051,-0.018120729288988925,0.014985546295626548,0.023934811173278097,-0.03883866272516294,,0.01114268830844267,0.06360117046697365,-0.02449108722629631,0.009239094709369814
PF4,,0.030103974154112697,-0.016265068242028047,,0.06753246476569309,,,,,,,,,,,,-0.015413285813263945,,-0.022974040350362802
ANGPTL2,-0.00807724436359041,0.0496900219805471,0.012865112651937535,-0.019445864793571375,0.02698935212332611,0.06571129922736381,0.1633355433377311,0.07285764922466316,-0.026593552077386798,-0.0036580264112852645,-0.0009742074663260403,-0.02040020538765686,0.043771210509209485,-0.09331988906134155,-0.04341735507704706,0.004039869898314205,-0.0020800481623204884,-0.051451760359157314,-0.05239446314339207
LRIG2,0.07172500057101452,0.04172030679325532,0.029756466136188105,0.04624967454055399,0.008785046135205412,0.013968063294358233,0.11018287191879286,0.019790149378746492,-0.012325329221444827,0.0472974636881765,-0.031213330127206267,-0.0016224503428151676,0.01574788369715971,-0.01843832423614202,-0.04737385147790638,-0.023566411063742864,-0.013782931988398925,-0.08295254851366686,0.03853510382385274
ICOSLG,-0.035485809044027275,-0.021555232781387112,0.01272977890452262,-0.013871893701963215,-0.04271177718861738,-0.05169201867512993,0.06875400467317953,0.01244308213795782,-0.030344797754147137,0.00903960975357807,0.07227861925618163,0.039496775976732394,-0.0018705172742097737,0.035613458645173096,0.06041730944630706,-0.0519682658230757,-0.01787094820178592,0.05987164953054202,0.008667902300060608
WIF1,-0.033484827450842844,0.026410489958324596,,0.05305027063127129,,0.04917967670012548,-0.11782587512791697,-0.05620564733457314,-0.018005385784036175,-0.005100706715107436,-0.04150945104665295,,-0.037784366617327036,,,,,-0.0167411351820118,
NPPC,0.022700614929466213,-0.037225121288718965,,0.13563776046854367,-0.02228609943751162,-0.03421665954936066,-0.012310792170986969,-0.013839150181526873,-0.0009027475375556664,-0.014378044457846316,-0.031587910894184223,,0.03215769865991057,-0.05526664568757341,-0.0077553539263189595,-0.02800696091580092,0.0012265558099290993,-0.005464152269769177,
LYZ,-0.018749495985998996,-0.019746081157201185,0.02076750609286742,0.05017096810571174,-0.00014170454341610003,-0.017904974514117978,0.0019441695375696515,0.07612775013469712,-0.029658459225413082,-0.054417315089390766,0.07236681861053626,0.0691965870830712,0.01285337950542227,-0.03172185134415194,-0.03936785696437459,0.011485287368496801,0.05477529090360969,-0.004123668828466543,-0.029225107235776857
EREG,,,,-0.0030947445818055894,,-0.029542945212969605,,,,,-0.018640934866112308,0.0013298188016333918,,,,-0.0032678362739188187,-0.040496488905082846,-0.02243054702568642,-0.0102727039568588
SPTAN1,-0.11605099015965838,-0.014704510104193661,-0.02752679748335305,-0.08978054531610363,-0.05975019358699091,-0.01950348160806227,-0.03341716792134827,-0.042469376458325075,-0.007001413817705793,-0.044678838421781275,-0.056663537190586075,0.04625348447932825,0.0043837397444265284,0.022187659701291475,0.018126637181178098,-0.03295324706497535,-0.005814856317953852,0.0386156600296932,0.10084177040348956
PTH2,,,,,,,,,,,,,,,,,,0.05020801065381628,
LIPC,-0.036196106609296994,-0.018498601530096213,0.06873476459938146,,0.008949740975633938,0.09990576817494957,-0.005528422165063677,0.023977910704858676,0.01819547924435063,,0.03303572261650481,0.009297675357544393,-0.028509608060885993,-0.039845290902933414,0.08959214138343764,,,,-0.029047882624822267
COL8A1,0.0007689495749813092,-0.04611122255000064,-0.02441245054065479,-0.031659199291406974,0.007837796578179086,0.05848785020662691,0.1287568572228961,0.04732068287737887,0.030263358514763902,-0.008632594233484248,0.04648837907516674,0.012967694897168378,0.039984382311936746,0.022844150400454163,-0.14447313985768048,0.03556586944938544,0.0068687433684698285,-0.0057091949902529455,-0.045343709908151376
GSTM2,-0.01496301118086249,0.09658876434494115,0.029222575369489252,-0.04219432021053714,0.012588582914865627,-0.06363941117213255,-0.016351619288602303,0.018532771296035585,0.025902926798837395,0.060445010970827544,0.0065600325201741255,0.0773224144716546,0.019426140572281744,-0.0676455445339408,-0.012929892152234796,-0.02521200559523911,-0.001612489499771491,0.005933504696858578,0.038408882404296296
IL4,,,,,,,,,,,,,,-0.03808829534420579,,,,,
SPX,-0.06666051716239144,0.018544111377712107,0.011423502891116731,,-0.0423053739868365,-0.047061865330813024,-0.05778316513893573,-0.02941500010480545,-0.042698124067277646,-0.016075470247482168,-0.014907975830756641,,-0.035714313354950386,,,-0.01891582001209136,-0.019137564441582263,-0.044319235273419265,0.1349744685813827
MFGE8,0.07860503777263954,-2.504263022563242e-05,-0.05913885470119896,0.0033334876162067896,-0.01949935543752408,-0.015594983220464187,0.02378762957612069,0.024719828085264052,0.02592515180813281,0.04812586197177591,-0.0075188390430171986,0.020050903701865037,0.006575146031255759,-0.04181049868788063,-0.07197420180879667,-0.03630643134057572,-0.005775017623976759,0.02304905428677857,-0.05524167211674607
TGFA,-0.002473567977221271,0.03397731537695254,0.045197952080531824,-0.007646924299344009,0.024251143858507726,0.031106588268342786,0.10302785603843267,0.04385019910143397,0.039935891243989406,0.035926098194246435,0.027477265932601958,0.01726293179129914,0.14003100228428908,0.009120835807201067,-0.00468975625083527,-0.023716940998093197,0.0030405023319584703,0.011270352033393573,0.07802921237581986
SLIT2,-0.036564344987187705,-0.00976452707754887,-0.04241065884752528,-0.02014602047783349,0.0007729310694486837,-0.04052380552057979,-0.0034460863817819,-0.05228026472035749,-0.003890348051583656,0.04992796329613046,0.004594747851162558,0.06680262876402017,-0.03271039009740104,-0.007079496673658127,0.06565367966835202,0.027479614093338073,0.056118419007084655,0.00030173595049825906,-0.02652509308873971
PLTP,-0.027132302272876527,0.03976328593665662,-0.0692643026171188,0.0038856091916431184,-0.008498934759094346,0.01292038331972684,0.07634265623071355,0.06689155435192644,-0.03071621484975803,0.01669233313757006,0.0614876657770475,0.029273798826155703,-0.02785518678229113,-0.13209586491328668,0.0347312966450835,-0.0003085856848666516,0.02506012344640034,0.027425271984801505,0.0288389758011684
APOD,-0.0056908085160630294,-0.004264226060842504,0.009429669164438896,-0.01685558267019599,0.0002584302254048777,0.025055930996851127,-0.07830313796316879,0.08211611047793992,-0.037642294813008334,-0.027119551730092725,-0.013475497895913064,0.03244739128893963,0.049679397773791524,-0.02168448109959739,-0.02481358659307255,-0.017414987278364782,0.0029596834952324087,-0.037982543762108724,0.005123361303021822
B2M,0.016087193850188846,0.005787039518926626,0.000883857938798335,-0.004039804667615413,0.03640629359943548,0.06518315358167324,0.10845605198551503,0.10166152751428241,-0.03967676535079574,0.034488796846376533,0.06778432502719355,0.05437609883505766,0.02999407886843637,-0.018709725629530764,0.10420027378090747,0.07586614767082106,0.047158270269166164,0.023883808399369332,-0.04434409743821833
OMG,-0.1204437013805675,0.017000987333827104,-0.0280921144199196,-0.004840131193338376,-0.006693251239460424,0.020306858409727846,-0.05176840130633034,-0.02813163180942492,-0.04951168744795545,-0.014486880742513936,0.018205777255639242,0.18467380197317093,0.04907421506826047,0.0638754386701983,0.025756041501650666,-0.03790531636989898,0.027855915135030693,0.01987688640403582,0.15524821304933384
CXCL3,-0.01831336062136933,-0.028341040893951164,-0.012280515857621807,-0.025260442391905863,-0.0373163419732284,-0.0761230417552757,,-0.02325722613563256,0.01939927317258331,-0.01106775316600126,-0.026241679076424006,0.05369472647257266,-0.013070211815291681,-0.041900283311799624,,-0.028380985170655338,0.015685446657830934,0.05612252656963153,0.0067633990032887935
CXCL10,-0.005233044175778658,-0.01064161282710887,-0.017182848359139438,,0.002184542984450382,0.04878822669817991,0.0020501039591696996,0.0659698518471766,-0.02279012011117677,0.00037429506833005697,0.14610790803236365,0.051523726105553044,0.04343641746254007,-0.019689203240173786,-0.0401714140945218,-0.019373257696813126,-0.02067368453302097,0.020003284612083665,0.030015772768185567
RSPO3,,0.051546634806746115,,0.015687593151602373,0.05388824523341016,-0.04608072901822067,-0.023038476441539384,-0.029086815643195152,-0.017982611468469117,-0.026875864745019514,0.0037062576998319907,,-0.013658119443322734,,,0.042923440865970046,0.022958064178645692,0.01146363233900336,0.08402152884826415
CORT,-0.03145022222783984,-0.007096673798301879,-0.017459756740323053,-0.03365274961860964,0.04307956014683399,-0.006730928678873531,0.008556017232769173,-0.019503371618369434,-0.017186671266771706,-0.036363224542598986,0.057734052966800356,,-0.03623456674344864,,,-0.021392635593591395,0.009538169682019215,0.08561981514961163,
NCAN,-0.1136765682105724,0.04481005022993219,0.02395378689380478,0.031998075123862685,-0.06672133341577241,-0.024492422962977774,0.10635650497980749,0.051075638352290544,0.057641447035019194,0.009628124813985312,-0.036611757229530466,,0.09867449234401796,-0.02177462978403148,0.08027946840760822,-0.049762172867503576,0.019883204503207044,0.01095326717617877,0.04818207919511728
PRG4,0.0742032839532499,-0.021905678821607148,,0.010400060165081212,-0.016466361973818705,0.01347406201240691,,0.005921683217601555,0.1287113618197354,,,,0.005020089433506268,,,-0.02054861227249381,0.012317334733263888,0.008981579087575436,-0.012685209396123958
ZG16B,,0.013514558150447257,-0.019572366090030408,,-0.019111226902422427,,,-0.027204302251622035,0.0014444892713721066,,,0.06572100289374772,,,,,,,-0.020415010172333714
TGM2,-0.002144404550401848,-0.010037915006703384,-0.013119789924933407,-0.03711980085168811,0.022594854548441786,-0.05423339171858728,-0.028501007844064466,0.03102946381771732,0.022567536037736948,-0.02647752346046129,0.03739304714459033,-0.05975241074384103,-0.02247878453524954,-0.025100618856754957,0.02371487999144523,-0.006607977365818666,-0.009721260707952088,-0.0276681840224349,-0.01259666298055198
