,MGH258,UKF248,UKF251,UKF259,UKF269,UKF275,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
SFRP1,-0.034443419517147085,0.027012429995615334,0.09600810042129534,-0.012549088476603382,0.0291113120364966,-0.023996720858806695,-0.010491377026994592,0.026881934430858873,-0.021962002420353188,-0.0612530606124324,0.03074277357236802,0.07180152261476931,-0.03350473871580019,-0.007690248007696031,-0.032499591587803425,0.027836867902453124
CXCL13,,,-0.026510928788241236,,,,,,,,0.0026492882921260066,-0.04760179187201534,,0.0024964545048598926,,-0.02521754277505676
MICA,-0.04673466811049435,0.002795224423114178,-0.028740073170649152,-0.007298234876377952,0.07401929549623033,-0.013429573688667169,0.06745130999740934,0.04205590883929982,0.03510259507297905,-0.049982085791764476,0.009817413444050231,0.08751264645101275,0.057959832902438745,0.03589833318306561,0.09182886362199871,-0.07941108036675584
TG,0.00696760057771228,0.042438382927533935,-0.014908288910629819,0.0003499427038794054,0.030856772706943862,-0.025273428838062783,-0.014739319930649907,0.006068622352007627,0.04322594077999673,-0.047560855953629196,0.020448765805340736,0.021729095914018517,,-0.023356491974008336,-0.004220225313398622,-0.0277898626373589
ADA,0.04251625557142717,0.025262112053225556,-0.018640992047285566,-0.020911456903441414,0.07903103455965067,0.03406146084194582,0.016756480713799298,0.04647154107949001,-0.026645514020245488,0.030399854502580183,0.021777180146818054,0.07653690858157415,0.04967121046081355,-0.040426552910878294,-0.027318710262960642,-0.0286564962373367
LAMC3,0.04043810793587921,0.00889564694305609,-0.014364249777974266,0.012974700055656568,0.15141730531905118,0.009947441498239737,0.009883731713012928,-0.030691843776375072,0.04188302011189031,-0.06402916665951626,0.022125480711410846,0.04255566575890647,0.07432803685396414,-0.026598563415205976,-0.06662836246361158,-0.028255816609042972
CCL7,,0.015518769336114659,,-0.024487663293019123,,,,,,,0.09955658457608159,,,,-0.023544797084583447,-0.052644100091325245
NGF,,-0.03855186056331241,,0.011756058143703896,,,,,-0.0332643241079632,0.02188912883613753,0.0024057574265652555,0.08850241332478229,,-0.04073803694637926,-0.02478496140712028,-0.03523357551759907
TNFSF15,,,,-0.004103963532100998,,,,0.07159843459012093,0.02881289008983419,-0.043838448382227696,0.02523544769389907,,,-0.01762297658502227,-0.020730734706974403,-0.0025768623066282498
HMGB1,0.01850457325297749,0.032510139805453496,0.023607913417886126,0.08075834406366424,0.0456903464905123,0.03010837288267344,0.0784920240226469,-0.12221446868606452,-0.04694806936170246,-0.11489683845766764,-0.050472313044972836,-0.06775377742766803,-0.04119471121768596,0.014495628796280238,0.03441349364982146,0.02624250908745517
ITGB3BP,0.006808601394013326,0.016948372930789483,-0.0035730099749504175,-0.009141322524958355,0.08208852437366981,0.028593685990925658,0.0335076152218553,0.04302913461598757,-0.07882028407729069,0.04573130754298359,0.041507729127944,0.03206217686289439,0.05188239347857365,-0.07010387148939638,0.043711409039944825,-0.0523353083050819
AANAT,,0.019724597083917373,,1.6638929313226763e-05,-0.02016126288292488,-0.01086372377286989,-0.02449189913694231,,,0.01740604337901238,0.04965339880604338,0.061528100901947144,-0.0018144255161655586,,-0.024911377184812903,0.08695289026760498
RELN,-0.02272785978807058,0.005981133859112416,0.049323768594256155,-0.03572638403651517,-0.028760061331236927,0.024833214165821106,0.035733002300443795,,-0.09847417655510439,,,,-0.054714192776309595,-0.021286645871708715,,-0.020457185383085368
IL15,0.004956219535143437,0.015316650277263134,-0.0017796897646444538,0.016827744487559308,-0.00428482525836876,-0.013925852999513384,-0.0075378975769932865,0.047022371609996554,-0.019670461981795454,0.11460668312180763,0.010265672854379765,-0.037080175153456185,-0.023515473888242176,-0.04298786373032013,0.07662195826004545,0.01542938262361276
UTS2,,,,,0.10260684737616907,,,0.09823082698437133,,,0.18377221154315895,,,,,
BSG,0.02436619612501938,0.008325086181007121,0.026624104305721426,-0.027618632334657695,0.09558975723723535,0.013034715024528852,0.007182526790665104,0.10895406542967144,0.018262160765812583,0.010405132234691956,0.059657661097875854,0.02208167524399569,0.15064951149706607,0.03700150913893689,0.07481405933512215,0.039933119165315084
ADAMTS3,0.01403082698528672,-0.021668259942417,-0.013999211560796967,0.013832180773228987,0.11587248013531483,0.05526200335285467,0.0009568466776657323,0.040830804578589334,,-0.0364290838599307,0.03722924435390591,0.013513122916437931,0.026138916995297804,0.014939651050089391,0.10082556073506177,-0.0024213275551368246
CD34,0.04021317448159571,-0.0010135975875098474,-0.03734883533640721,0.0010765221417811447,0.14419792488993255,-0.01889345496901711,-0.027676788611979027,-0.009788175645620454,-0.06074156698194307,0.055735704490227855,0.027225691327572153,0.004103704397011309,0.0820475512645692,-0.018213322766382982,-0.022413038780253268,0.060183405533065906
CCL23,,,,,0.09454713411161043,,,-0.01990402188596695,,,,,,,,
PLAT,0.006563912877617614,0.011690847422018289,0.019297691937452014,0.0656418009156724,0.1254811754892027,0.0484715424231409,0.07316162776248229,0.02685781079327045,0.09415171028266518,-0.014517150865253766,0.10146020463446948,0.09861296063321956,0.07243438736639272,-0.024444332141753268,0.017178591471423168,0.04788377558451797
NTF3,,,,,,,,,,,0.0801324820526053,0.1261825909426267,,0.0017629581358347822,,
LTA,,,-0.010963602525238576,0.005993028706326423,,0.06534839869260382,-0.022715107256313306,,,,,,,,0.06112990830525012,
CKLF,-0.02631782436874984,0.0010094907135099055,0.013058000116635628,0.07682677707650035,0.08802072377846891,0.04574972586620834,0.03962239230784455,0.017693043105105808,0.008649404082189324,0.08312177987510794,0.06801621472832833,0.07468331297666568,0.039908751104319344,0.016966819455598695,0.08114909973579888,0.047046395190175165
CD24,0.1076059960532366,0.016540276006135706,0.05384375176293091,-0.07470792606873347,-0.002030638898094393,-0.03089436578383551,-0.03576943694531208,0.20085338520047819,0.011714218149723284,0.028333761372899457,-0.002157804000769717,0.0478169666422129,-0.03422620216421706,-0.0041092174243965674,0.03436802730339706,-0.04282792884642044
HSP90AA1,-0.05897505615889089,0.01850688712331211,0.03633063542809971,0.02271214481612657,-0.09676572162677056,0.049644073653850006,-0.07335549564559685,-0.07830215875701144,0.06805047253113408,-0.035533454364262466,-0.10902160054976745,-0.22197898026381493,-0.0018391276674340166,-0.015358973221180964,-0.03777172276414437,0.0007037409655726022
BMP4,0.03875920310500759,-0.02133918816741117,0.015847889909720043,-0.06884428283925342,0.00855884976975447,-0.04303649670768696,-0.019355617499181396,-0.0341611860196575,0.00235248496506979,-0.010384825166219448,0.07559034561435343,0.03258456375264532,0.0639732792069276,0.0012485168679808776,-0.025177766128213624,-0.032609608492284954
SCGB3A1,,0.016263864327282353,,,,,-0.015850301448725276,0.060976103637367385,0.020611938297470093,,0.052355291768419396,0.14998485767174818,,0.026252256447472477,0.0016176723995522647,0.07786194201783701
IGFBP4,-0.003543173131113397,-0.028158080298063156,0.005735649327695501,-0.029530992919524983,0.1599076391703748,0.05782783635476686,0.0121369280112199,-0.023355916225905875,-0.058499526499061746,-0.05104997498780193,-0.03984422817442193,-0.09135748901208315,0.07559885083045553,-0.06749199267846394,-0.06708026508515656,-0.030126332518848012
RSPO4,,,0.0587032134923473,0.007879363141936139,,-0.025459350144591483,0.05692931269382202,,0.06546554414095411,,,,,-0.024646765500516418,0.03246629310496551,-0.023936824946952373
LEFTY2,0.0574898790570147,0.012641838891500345,-0.011098252245077588,0.004861152255611162,0.14145553914057382,0.03994183730996979,-0.028041546233907012,-0.05747907948742005,,-0.03887869714376363,0.1508089172900873,0.03205450665000594,0.09644734095149786,0.05777086896132064,0.009614436142728248,0.07561169378155638
PF4,,0.035962567887410916,-0.009972886606139191,0.0060416914913996485,,,,,,,,-0.02941042786198781,,,0.05615152599768574,0.008797966757683148
ANGPTL2,-0.006629182427541074,0.017591707622887115,0.008428267976933879,-0.005707536274819385,0.09597285781017924,0.01010915638386019,0.0681075393094821,-0.030425811556607413,-0.046120841116981684,-0.11014534720395243,0.07272135727384264,0.11589792566393471,-0.0491507253043823,-0.024512498325361565,-0.003116524762669426,0.050121368556931604
LRIG2,0.012461942314897709,-0.00016068364800015116,0.014968225186648145,0.03809301096093875,0.09459491909494173,-0.009240253547716336,0.0010900916518779699,-0.013850333925298434,-0.018598376909124574,0.09591529970102114,0.06912565667667175,0.0746998551915843,0.04198296141668464,-0.01649560432816676,0.034326203810829965,0.036693043782137
ICOSLG,0.004851371990695664,0.009867119169835455,0.03964645765446663,-0.021260400444808408,0.007513691496314672,0.04248127677453072,0.026112976045120872,-0.03146797340126539,-0.022254582880788916,-0.046065316634387496,0.12228425898908868,0.07128616240501762,0.04667868748514968,0.018644141210366758,0.0572721771018982,0.07315874044290241
WIF1,,-0.010304288537301256,,,-0.05355491688885911,-0.01964637748449521,-0.06143873194051785,,,,,,,-0.006563500769465948,,-0.03440781179083796
NPPC,-0.0059462290691166785,0.02992025886477286,,0.019916546404584536,-0.004261130281681659,-6.5266101284011e-06,0.03751057613655552,0.01037111587700886,0.06654574015572982,0.06678491204670566,0.12727601197064678,0.021954395220296383,-0.0028108236239434595,-0.034923424044688386,,0.008509473168199746
LYZ,-0.039280576416182295,-0.013684801721450035,0.020077633832489044,0.031297549908447325,0.13101598703158662,0.01769647475285586,-0.012759618450874068,0.04042500416602097,-0.03756545033189724,0.009370175812594111,0.033503918321206375,0.06576768575577044,0.0880942868591289,-0.04579167894667294,-0.055222945378052564,0.012841932035494486
EREG,,,,,,,,,,,-0.04352603508323558,0.0047467219867130496,,-0.030697961977096642,-0.009861905292487119,-0.021588035605607195
SPTAN1,0.03701333858461215,0.05641475766430147,-0.04980156958444056,0.06225926332809686,-0.016496032179099132,-0.01701944997495329,-0.05117989018430797,-0.014006035760274827,0.02559718288318087,0.023483738107018884,0.04307747242004145,0.05660146605749268,-0.0057724254376992756,0.057356654823961455,0.07532986545785465,0.03906457588822016
PTH2,,,,,,,,,,,,,,-0.029871783932506644,,
LIPC,0.05733326238609137,0.0141549650649753,-0.015009727338910001,0.04785010907827091,0.08703790607611561,-0.012206213185970557,0.053914237985916304,-0.036629284996919996,-0.03951662810016526,-0.05465517463474573,,,0.029682005936824643,,-0.031847731907526856,-0.029241170370096266
COL8A1,-0.01606347553004148,-0.04535515096477584,0.0045416803988614345,0.019011876981804936,0.13886695137615326,0.027092478430262096,0.09676926083090027,-0.04923981508031849,-0.037496849419357395,-0.026413173594861086,0.07619394655538402,0.05137625081916684,0.038522207682119516,-0.009026319946019734,0.014267344940556783,-0.02391886223880844
GSTM2,-0.002450460443060663,0.04265714636406555,-0.02185317035532331,-0.04848634508076212,-0.02817482106645036,-0.00886817139937653,-0.03327842789953463,-0.004574361085675504,-0.027799036457988736,0.04559217036988064,0.033847477551553776,0.05044412711366966,0.09364841808538517,-0.03636405076889629,0.07889991062217987,0.001431123654051401
SPX,-0.02942299877283419,-0.016125382965592926,0.005492599768270695,0.04926396079944019,-0.01398507771798622,-0.028258220665134726,-0.03832087212857306,-0.045793334611952334,,0.076874095544387,-0.0253285389200115,-0.03651680538999292,-0.07968565934456646,0.06840348736082241,0.11492424644674938,-0.024981019944848804
MFGE8,-0.05186192739407106,0.005346797448721471,0.03746282843382361,-0.03426907415614402,0.038164609957813345,-0.033782156512273585,0.060057388430067124,-0.01627697447299601,-0.0350635399576058,-0.017382525516637704,-0.04019816374227272,0.04012425271971553,0.10115502205212681,0.006739402007804268,-0.007444935255906294,-0.053870890455962564
TGFA,-0.05827705106428906,0.06286743916015691,-0.01168144709643106,-0.031386003068282674,0.057817761622166126,0.018291183051890786,0.020965976409561934,0.04267499628017465,0.011300212517321403,0.011348230761716338,0.028625644145127346,0.03162851111106441,-0.05960933683201122,0.02196349561682852,0.06266564833311417,-0.07838638462893403
SLIT2,-0.028214132071850112,0.005571204440216569,-0.026003991208910303,0.010812701193077779,-0.0669927881365993,0.0654952916258321,-0.051095005550372045,0.10112277120812439,-0.020131201254328615,-0.004518861887025513,0.10919100420150736,0.03628758956162031,0.010042415480675807,0.03112233255730499,-0.004768144650094715,0.030359859672285137
PLTP,0.022654157178741783,0.02430583986748666,-0.037761834607539686,0.008038778913218199,0.109019038744381,0.007645706387296288,-0.005606484802401487,-0.01590822874579846,0.017598564689974137,-0.02813262211001208,-0.0014542140477242782,-0.07633335786707598,0.11551767933286924,-0.0019926678318695646,0.0031725476414893837,0.012257023304848541
APOD,-0.05923489273128504,0.03532697468890039,0.05675538301557373,0.011393754341952774,-0.0019826400722722376,0.03980443892553227,-0.050061041640072516,-0.017023765039341658,-0.030648782286551404,-0.06757912716756861,0.12382547887819147,0.1588830479759713,-0.09976779611111353,-0.055934509974589236,-0.07787293869643032,-0.021412001116113258
B2M,0.04237800490866606,-0.013510132588540523,-0.042586468803948535,0.09250033032243667,0.13343078350584045,0.02630150807288926,0.08906057634070016,0.06692835924923106,-0.0041602820198275384,0.0013727778752390858,0.05630485435573261,0.057385522129801234,0.025724327634200125,0.03164830938455931,-0.10236374502041565,0.15670948739733118
OMG,-0.1371589021735258,0.007602671806081017,-0.01585865266967312,0.11083282074543818,-0.07100647101407591,-0.040064799685818824,0.016056572177779137,0.04512343493315284,0.0485123048142247,-0.10158871025226697,0.0611884763783079,0.17823551307727303,-0.10308924086490798,0.06327799715072535,0.11473830086781553,0.026320881096745005
CXCL3,0.020815977824304742,0.04251804845086442,-0.020503305760425312,-0.06069177122120562,0.002556356707027506,0.04536923466058616,-0.016358990621300036,0.13471038442295977,,,-0.03331721315751416,-0.11970456117365576,0.03365551273715578,-0.012071604455005141,0.046994117855013735,-0.04703177233085254
CXCL10,0.05030555582014839,-0.0052793172532032894,-0.012929449373145994,-0.010666382594645364,0.1117959144949517,0.023597239457144092,0.07737844061538073,0.035224200874688784,-0.0336577910689548,-0.006422105811979479,-0.03781064944509791,-0.039447909742689094,0.000678183245399987,0.012441582476821544,-0.0074143486443140495,0.061784959850847275
RSPO3,,0.030214882560919906,,0.05664098460181897,-0.03310586269214576,0.09563286013460039,-0.01709482991059897,,,,-0.0062852884576477435,0.13247708376189393,,0.04015257036197102,-0.02389336508043132,-0.016305010646072
CORT,-0.009875275530892158,0.04080203270530463,-0.01781094394958207,0.0870318246510814,-0.04980176118737822,-0.026452332648329423,0.0021557991307166323,,,,-0.02143555282156521,0.03872809814567312,,-0.04099087657174349,,
NCAN,-0.07556727255717446,-0.007312345143952733,0.0059428717027225665,-0.03649425535666892,0.011951074025690277,0.022086821510830707,0.0896425084104664,-0.03928346416136063,0.05884129490985691,0.02991445200713152,0.09150405608694114,0.16668268143574536,0.07524892161689571,0.09956841945838664,0.14942112199930346,0.032524413362255394
PRG4,,-0.00664181258302824,,0.02209121411224915,0.07005386675193573,0.029744545833082316,0.04869205181759465,,,,0.08210099018225579,0.00953619988021755,,0.014966558527634694,-0.012868060145272059,0.012516900759079717
ZG16B,,0.015074749068608145,-0.012000748150896112,0.015374136837724917,-0.004848496211916843,0.061422987535878444,,,,0.0776539623993474,,,,,0.027448499644512216,-0.015996585337397357
TGM2,0.03828529826236452,-0.01009156762483736,0.028778825060546007,-0.007376362280481539,0.10004549737818394,0.03204728026840245,0.005715305870292644,0.03185644812140826,-0.056125375036209214,0.06345858997129357,0.031225189157319127,-0.05825775876377513,0.06998366438999516,-0.01445928626880396,-0.06491375476731541,-0.05484146516926967
VEGFC,-0.010841538638195137,-0.0137201430470237,-0.015409422768857546,-0.043643579599617545,-0.026688020537067505,-0.021803381129197066,0.013416500139136178,0.025781025776943425,-0.08334595972906338,0.023373751296734153,-0.037357623893319834,-0.03316339062615033,0.06721165970613706,-0.03250215334020582,-0.0535526940933146,-0.03808336966935926
WNT6,,0.03414368048354081,-0.011098252536345705,0.055481206796150505,-0.00044740412282742227,0.01269921107616654,-0.017801651133055645,,,-0.0321635690535536,0.0296045946176803,-0.012990380761320725,,-0.03271028014698923,-0.02463792327884589,-0.016529271975445615
NRG4,,-0.015138285879454818,,0.00950858749028185,0.04105570888405606,-0.033415837889073735,0.004653990641287209,,-0.01259277448248974,,,,-0.032967846854124634,-0.02098717196800744,0.04517123596344245,-0.02485748980903882
PMCH,,-0.02133155846939216,,-0.012762968609915758,,-0.025459348915902853,,,,,-0.012682187012558698,0.053532011164717036,,0.019978818087390368,0.0006445081638382421,-0.03183359312468394
COL9A1,0.026694458619867707,0.021630619478971574,0.10675719815225002,0.016394460058113174,0.02385562854396571,0.021748985334502195,-0.014518286855374938,-0.028706578418841232,-0.016346329028386515,0.0274270239739647,0.06820156671081443,0.1870723130206858,0.003947466657934553,0.035178846834091546,0.09448843956267802,0.004546481809001492
GDF11,0.009588432810968337,-0.00029427107706832034,-0.039899015341814455,0.07977309418037264,0.09207264046374795,0.049345878426131064,-0.004436906002349389,-0.026858748778229254,0.03993148480574278,-0.010124964722726493,-0.025678442919070222,-0.03507783794657218,0.08258381993195152,0.019499530736356557,0.034354391931481904,-0.032090335593557534
RAET1E,,,,,,,,,,,,,,,0.05453051186299647,
IL24,,,,,,,,,,,-0.02774852832200538,-0.028941493542539724,,,,-0.027789846679644056
SORBS1,0.011495184640228355,0.03363768416892217,-0.00017907487576421406,0.013767741471567589,-0.0020575268203039602,0.007395726126194798,0.06061034432770394,-0.0039138436560389395,0.054529367604690696,-0.0025368238078026665,0.030168972343048186,0.03808820711331386,0.02809581132996415,-0.030872332168171486,0.02601425539202434,0.03936304368516637
DLL1,-0.05645332213635912,0.02957552558241599,0.04321818962852294,0.05682638268066789,0.06281184532590738,0.004500379549220894,0.005942504547462446,-0.007741936281931566,-0.03820964866427324,-0.10379382670220175,0.034391110745314715,0.21850427801509276,-0.03559099602547313,0.04797636118450337,-0.01951375412826166,0.04659356271482065
TLN1,-0.056065975686452836,0.0007793370871262655,-0.024143635738942126,-0.009599212737682607,0.06456134092955716,0.048760030335084345,0.06647671308590272,-0.015074871287320315,-0.05948368973173723,0.02363566273296565,-0.05385112337451414,-0.07167054515480967,0.05962123417639841,0.01663653070045593,-0.06411657350639456,-0.04198287254568783
COL2A1,0.04634768634585171,-0.012542664904059128,,,0.07860600142451363,,-0.01660773403073862,,,,-0.02391740855999652,-0.06365065646692446,,0.02839722538228642,0.1156423873297178,0.06703989776247307
SHH,,,,0.019673391251960604,-0.0208092521311179,0.03600681708487749,-0.015850300063310258,-0.029915204068837697,,,-0.002044860701485487,0.005402351262474799,0.023953241902628992,-0.03748203111772099,0.08899033683949677,-0.03427688755145297
PON2,-0.030866548028745246,0.03645027251007621,-0.04745596537582961,0.08266332483071383,0.08577150527539347,-0.01247964877544387,0.05888362210599758,0.04269012992495721,0.03531512276203385,0.027998193758474208,0.10438199404532707,0.1086159883289876,0.10140615841428527,0.08302857196857233,0.12417668626045522,-0.015118142434292242
ICAM5,,-0.03215481039254465,0.055546418111248635,-0.024741817525770343,0.027207837942543923,-0.015030501291106398,-0.03095477983840885,,,,-0.005864792512478801,-0.015247850300035119,,-0.011072759069650785,0.051296421825859945,0.07164689479215165
HPX,0.018400305690799673,-0.013098511497817253,,-0.025972932496984992,0.27713487389468056,0.014805309633127718,0.020676434306571616,0.005899424802802888,-0.009366413063576202,-0.028940817805642335,-0.027826874282956122,0.0767777050010493,-0.0011236375160556392,0.04239680960607585,0.03435068600502499,0.012200260294238992
SFRP2,,-0.04076807783834122,,-0.018915426950577446,-0.021126145702222016,-0.028448270355290753,-0.031094232418151006,0.04258227493455472,,0.024298633840296215,-0.015417401084728229,0.028683191024503427,-0.060822846117845775,-0.028578033156968764,0.013885027083190697,-0.05942070510051663
CFC1,,,,,,0.06918514282100914,,,,,,,,,,0.02584660583221176
CD70,,-0.031279202557798334,,-0.04925952417522459,,-0.040832432686013935,,,-0.03786872504041074,,0.09228736385577377,-0.043573928668931415,,-0.01437940697738224,-0.014145446273266193,-0.043667576938221715
