,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8812bulk,ZH916T1,ZH916bulk
CEACAM1,,0.0053809646492971545,-0.012898469829130156,,-0.01815688499109194,0.028725679382706454,,-0.0343022976789418,-0.018361622339191235,,,,0.1199031489504222,0.0327466644967026,-0.0010047401590068397,0.09002048904066894,0.005589364283321288,
PDAP1,0.06148419744491429,0.011956695071161415,0.013034877342579406,0.02066344433197741,0.011653219159373845,-0.01438289387625423,0.05947773827355296,0.10862127907521071,0.007719246012005013,0.01352314515447276,0.005028934676021163,0.0993888857079568,0.027750044469211317,-0.12529353141072352,0.0172059073280755,0.04591606073809757,-0.003994369103534273,0.004271370230320343
QDPR,0.03974198375985423,-0.022021606366620174,-0.02107147031577691,0.005356629486530466,0.04267693433156192,0.010271536514945594,-0.07240356131221629,-0.08348725993330977,0.03083409480886625,-0.0790408816985689,0.03246064586196756,-0.06616683588777807,-0.06697002995677903,-0.03805768249537479,-0.043867271362672725,0.023349497302357736,-0.009663260393184504,-0.06653616398653782
POMC,-0.04989963218175208,0.12071324035676441,-0.022918523030983007,,0.020835313004315664,0.07251223189753124,-0.019093087561418174,-0.025961652312345287,0.006511913676578818,0.05095079386817119,0.036417098429117355,-0.034735596668540016,0.011679037262481413,-0.007888674198893867,0.06514796358889016,-0.0024824129930525424,0.004598810387466442,-0.008891767408621664
CCL18,-0.03544152277335455,-0.006424992336773099,,,,,,,,,0.10942655391893089,,-0.03700512683223747,,0.019068300422300892,,,
CCL17,,,,,-0.02841700572267641,,,,-0.014560703630163823,0.15168092518755455,,0.16043734408026103,,,-0.014954095838358331,-0.012902757612725451,-0.017450129016097,
VEGFD,0.01925726660716625,-0.02926077659441865,0.016450485403650364,,0.00535990550361976,0.03471206824158722,,0.03910355920869004,-0.015513198156682288,-0.01021082100679344,0.07435404610872975,0.024619213347594565,0.0668635905819684,0.064703448946642,,0.0663702080437215,,
TNFSF13,,0.03930870125397155,,,-0.019601414556134296,,-0.01401687352687172,,,,,,,,0.04709855282426097,0.07912222102182709,-0.012828232687777223,0.03185969529932553
WNT5A,0.04743273027472106,0.011817373163809394,0.015800045836467054,-0.0204516660642299,0.06241363031733755,0.09977517344057982,0.11632352461399706,0.025469968108144777,-0.03515116461917628,0.033201462721822755,0.042054108173978505,-0.05106139057276254,0.05285780538371811,-0.052196992805749694,-0.010703859653281377,0.06055782956218873,0.059765764492950534,-0.027778334655788054
CXCL8,-0.0038842057935222114,-0.029764541845525124,0.01921407697350353,0.04305335795741179,0.06663143389364169,-0.0472104295728848,0.017174626381549568,-0.030517728556628015,-0.050276397734760975,-0.009508760502783705,-0.00042443802372989426,-0.014274330624307698,-0.07240851822633147,0.029566907128902347,-0.04398959910245019,-0.041985384448974115,-0.0467334079942136,0.08878726884287894
GRN,-0.04284023672406782,0.008052621422880456,0.0020181360746729603,-0.03516146076671594,-0.04390357013385032,0.00496245156379805,-0.012823218691246186,0.07137358043036257,-0.008683839990623797,-0.023141757535456435,-0.0199966722929523,-0.024509468893350293,0.03456327588007158,-0.053007924524131105,0.052144299315534846,0.04930438768883824,0.0054475827180080335,-0.09693126785029615
MIA,0.0790310783110765,-0.05829756237075172,-0.01642990184038324,0.008516931679654335,0.05415145629256402,0.04356401819210657,0.048221350653316765,0.0834654874418058,-0.02861925559274604,-0.011612658516346267,0.012121975158711662,0.03587313895617719,0.08050086394711803,-0.015022599318010423,0.06519061917386143,0.04303586844951956,0.11253965436781271,0.025768633901760526
COL4A4,0.0021813746375675624,0.02419334908022597,0.02334848069249781,-0.03301212865772998,0.0993250306781665,0.08000103117832612,0.04224945467523294,-0.017297859380612637,0.0027237781747892808,0.010218463495894675,,0.027752886272598195,,0.0024012203079213815,-0.0040055924742180135,-0.022708373391168372,0.08912787860017321,-0.0035868013451570524
TAC1,-0.038246273008133456,-0.00917452283189966,-0.014539785053804164,0.07384208207903484,0.012757918305625263,0.021077825885683948,-0.07971309967910564,-0.0653584081283977,0.02451092161102578,-0.05856172208835971,,-0.05246119877467214,,,,,0.03152282005729543,-0.08437814548433016
RARRES2,0.020732454008358152,-0.05208893609398876,0.011471286633911266,0.021446097129803707,-0.004413863436497234,-0.05242479439085188,0.0273804697302878,0.09287974157505996,0.03707463054963297,0.016702835721299006,-0.0376219057510801,0.10397621026439187,0.021256734945446776,0.03724663632784207,0.021430242145541328,-0.020919860732353503,0.0339375111341481,0.05951731984955996
FGF7,0.08329365415164201,,0.09368804345770076,-0.02520553157875547,0.017462898959904105,-0.01607221225509881,0.049983976578077814,-0.01566743377081561,0.015050727509394818,0.021576053161055292,0.07483109595767204,0.09752741552709016,-0.016525623569335224,0.043613381603050484,0.04452782860495479,0.06484979771333205,0.03269898970931988,-0.04272998265967445
HBEGF,0.11240621551692054,0.026735425505811716,0.012061849280226708,0.017425832062157257,-0.047136757874285465,0.012344481682066576,0.04205879310080546,0.045542959056567106,0.014121501228984626,0.016637404819934,0.04416132012936471,-0.0075589076664962914,-0.04469817768194135,0.025059997645126047,-0.019547816944762503,-0.011531955951237417,-0.09245823941040482,0.0158489904675174
CSF3,0.11229003453737846,,,0.022255663867939993,0.04481448057168728,-0.08463678009001518,,-0.018300802282238956,,,0.03476493563825953,,,,0.0007655997220298621,,-0.018372293853815884,0.07460206668254238
PI3,-0.0476213947523932,-0.030783560887776562,,-0.006989820578239645,0.0659900119055026,-0.007102355665667764,,-0.001738989341485947,,,,,-0.021850750633540448,,-0.03113301740547523,-0.025125992134287487,-0.01810805181468206,0.01741081823509355
PCSK1N,-0.04017664811793566,0.007536012787494911,-0.0053286319374613545,0.009963561758334322,-0.07064272064056555,0.05317575571071172,-0.09347464298479845,-0.04819095831491233,-0.014942114931684063,-0.09117723200151165,0.058907539563398004,-0.059675592536579745,0.03173336825951423,-0.06699258765159462,0.017682238435252972,-0.007318217192670268,0.07711992486053519,-0.10895431150111655
NTS,,,,,,0.026203850272332782,-0.01628075807380403,-0.022493887433355068,-0.017366318053476184,0.0003903073931542018,,,,,-0.022826869577275106,,0.03358916450318472,
SFRP1,-0.02398740362371403,-0.029459589127833738,0.01093231164980415,,-0.0004618493694505765,-0.02898065598234475,0.04759333586753828,0.016907517359456833,0.0028949941076207237,-0.013920453665514471,0.01685035879672952,-0.019124821216626203,0.05345469367914169,-0.05645120671966897,0.044695302174297825,0.029363314579186672,-0.026574643384913492,0.03086266219342955
CXCL13,,,-0.020936241539764325,-0.016778586856636826,,0.03705413963390151,,,,,0.09697995071950768,,,,0.005793915550020637,,,-0.029625800847045785
MICA,0.04413261359560515,0.01624591419756368,0.04969547468900063,-0.010502970998665184,0.03618855016365732,-0.02275227266681345,-0.0020883338793313555,0.06269939020876708,-0.012064463011251914,0.024964838901882655,-0.008349033919767934,0.004446422541518375,-0.028265967003768277,0.03684568263545313,0.028122202711730705,0.1761770593532792,0.02095101410172741,0.016783154134318544
TG,-0.03204480709175491,-0.013890352488733897,-0.017539320128385487,,-0.026757664216327193,0.02835883173295857,-0.018792286641123146,-0.004285709378200275,0.004598384150329657,0.10356946122586741,0.020908475277307412,0.012784895700905779,-0.05847124591094985,0.06479237774183834,0.06853296902734862,,0.024433546199487493,-0.032647785845157554
ADA,-0.022279532631687086,0.031718691942783095,0.05464418388560798,0.0021476745769499084,0.025112185063673485,0.036622697286645724,0.03589603372355858,0.05592467531578785,0.044580593114638245,0.019096105380584042,0.02859238724169489,0.05964369735009127,0.06181582879298093,0.02804853614476655,0.05110821237430744,0.058894365616228746,-0.06600854978130806,0.04766971641328207
LAMC3,-0.04436653988835673,0.006040930417361928,-0.03118960676535305,-0.016969078546380235,-0.03638815967316867,0.02233034483092173,0.05227185996593479,0.08112036355188378,-0.02984793105178242,0.018358249591480975,0.02316869247117944,0.022738474551290036,0.10803129753784814,0.029443147960621908,0.020311037218282868,0.0871148575376653,0.07371407925005585,0.026670029499804335
CCL7,,-0.018612319888782366,,,0.010431011421213795,0.0006206185456520813,,,,,,,,,-0.02241274273330902,,-0.019252383046184773,0.07940431262217663
NGF,-0.023159633295963197,-0.031956428978240956,,,-0.0102404788514927,-0.040643963329677374,-0.01793288186682384,,,,0.014597258564586676,,,0.06999616563306651,0.07601164518926,,0.07367813762273498,0.06215077956199882
TNFSF15,0.014184545555425442,,,,-0.021542437117465958,-0.028192587212203038,-0.003920427978347701,,,,0.031265991493757736,,,0.033625915864903606,-0.021849907431028565,,-0.025027501437095742,-0.027286560775849976
HMGB1,0.04647675501312608,0.13144794422229034,-0.01070035332432142,-0.004724078499565734,0.0036689141374396136,0.051979177702093246,0.14709526977424126,0.10841366331994293,-0.003364742278671407,-0.01797623388533491,0.07257664450702257,-0.009873064003117153,0.01911809635137483,-0.1065606851813394,0.013972129818897165,-0.0070628801693439795,-0.007744639390309481,-0.008257668892218798
ITGB3BP,0.060423233754994816,0.0037589852788436503,0.027382312937977542,0.04321241434240946,0.03228985341580152,0.024097128650753523,0.1264185866672064,0.07539743812919626,0.03224453746220723,-0.014268171909540366,0.06870518899485407,0.045835462894207916,0.008936360907097854,-0.01484059217925404,-0.0018518046654760506,0.031262658504564125,0.031370015056305794,0.022233099638942905
AANAT,0.015303191914884792,-0.014224870294041103,,,-0.004449890124573357,0.060450452185303385,,-0.016507818913437177,0.0710077714438627,-0.011612659162271985,,-0.015696103664065958,-0.05039589653976397,,-0.019662299467034457,0.007595570428386286,-5.457979423796589e-05,-0.022301415669974754
RELN,-0.039932216422325806,-0.003392846283216738,-0.04115902922853067,-0.026022277431942718,0.0651444673378483,-0.02208180155490245,-0.011548555434987557,-0.04843912018604957,0.06155718296022675,-0.04541408352667883,,-0.030875478702287525,,-0.038827539138369366,,-4.4187484002812013e-05,,0.028154215890728033
IL15,0.002460129304826959,0.03002885917726646,0.036644735042698454,,-0.03221063836416736,0.07420195187422836,-0.015493815698660478,0.07907416305675725,0.014556912900221817,-0.00047176078817586707,0.002577737791860579,0.0001335556353610585,0.04403960971209166,-0.055476918707336245,-0.010877095551059365,-0.023305921917979443,0.007937905410273283,0.03565417595949252
UTS2,,,,,,,,-0.025618127087631323,,,,,-0.018533213027772798,,0.16622426302315907,,,
BSG,0.026441078658520575,-0.009765396875309132,0.022879640639689437,-0.07867471395097705,-0.010833586186384574,0.01975481195245009,0.07565040981952165,0.004137175384957267,0.04126298950055974,-0.020462758732110314,-0.07393525953833109,-0.0026427479024222897,-0.0557453128669996,0.022414468624253753,0.04322827520031565,0.09570321022430314,-0.017294653974618383,0.052389410554543984
ADAMTS3,-0.02035351029436791,0.04282028098560813,-0.03081785709444339,,-0.02573935010378092,0.03725232415693765,0.005107693594539713,0.09858942591253855,-0.02151993606116629,-0.01594344512051131,-0.03150849981490081,-0.01889110535694108,0.050847823745980895,,-0.043409365761432006,0.0257796918821523,0.041898619655931564,0.04204353066247264
CD34,0.028413874548795782,-0.027729931389504102,0.045125226749018144,-0.0383143386847934,0.0050717961178319655,0.117638374621603,0.017040274439346068,0.041199947745185476,-0.022769354792835223,0.03196064224650666,0.0264247115714954,-0.001940399414374268,0.0917200917702461,-0.00274100404313045,0.02982731490838585,0.011170459152972108,0.04087636927658555,0.0638450525061537
CCL23,,,,,,,,-0.01878327747971437,,,,,,,,,,
PLAT,0.015597097863028951,0.025941637670395878,0.021272131990947483,-0.023616037957352565,-0.03675258681282387,0.07539303372335913,0.09626491381209284,0.10854162054373398,-0.041430117633828374,0.03732951171248849,0.004665093280537976,0.04157517806739166,-0.017447890795125928,-0.04801481810302284,0.055397484406075455,0.12497917371969976,-0.026564646988184674,0.02308355064639372
NTF3,,,,,,,,,,-0.0034488582775855695,0.0328350313712806,,,,0.032196501466740746,,,
LTA,,,-0.012898471152744196,,-0.013151294927696929,,,,-0.012705501262420763,,,-0.00010599014528304912,,,,,-0.027414713471693622,
CKLF,0.0535469536900623,0.038073872911148623,0.05354698964671755,0.027394590483867887,-0.029213753673222924,0.04806470456490737,0.10964228929085322,0.1198862389088353,0.022893493967139356,0.012255873018531125,0.043512689731885525,0.03368230541846398,0.04372602682639561,0.07271836658750137,0.0547421124161834,-0.07568296460320649,0.07429237797559154,0.1275627929292356
APELA,,,,,,,,,,,-0.029605287594599006,,,,,,,
CD24,0.03895885981338328,-0.007659247447861943,0.05222109533332512,-0.016586577716255116,0.011966232889840866,0.03907945995370167,0.10972742620066059,-0.028802108649010186,0.016794360380793613,0.03879182336960725,0.08786376935986233,0.0008287193515994177,-0.006039349942351844,-0.04931622145015752,0.04524338685555161,0.038609145164003246,0.009130854034051259,0.012341519797272566
HSP90AA1,-0.08149752690648321,-0.02649867197548331,-0.004278107576413385,-0.04664413996935083,-0.007558770247029044,-0.05957121751332182,-0.11620412991608554,-0.09098738897194689,-0.001455188620443623,0.01325391839685365,0.035303505125114786,-0.07252901713872881,-0.13016220606759468,-0.10747336764000975,-0.05283654954561428,-0.05292022473394115,-0.06444418650221798,-0.10244009672102214
BMP4,-0.050123111597484574,-0.014895836847163873,-0.013673135530361254,0.0045688522324836955,-0.018416468830307103,0.08521322414888152,0.10442865280690351,-0.050564012447725855,0.010572355672712468,0.005036580650446194,-0.03334935663156466,0.13269360806252872,0.04971751561471138,0.04663371527174674,0.004998796379892636,0.11568003716853535,0.05716994940736846,0.07259512768989022
SCGB3A1,,-0.018612318027575247,,-0.02469934932869806,,-0.030252083708367614,-0.019778129767823435,,,0.0481293566850759,-0.03362243393447669,-0.018048756340061478,0.09957416134642254,0.00387621236778905,-0.02060311941066425,,0.033956795062446754,0.021415008938327356
IGFBP4,0.0389406846071945,0.0018868512709291168,-0.004141212613507306,0.04773504141929914,-0.09989587149479232,0.06931379658722386,0.06052178860877735,0.12487680688671739,0.01632680424000444,0.053600508619515715,0.040682061739707426,0.04435653961290955,0.03688000727278212,0.04482120337901274,0.0034292145347057535,0.08852986713441424,0.05270233647456071,-0.0014007690633282607
RSPO4,-0.008146152244265927,,0.010219262108748612,,-0.030466231860956688,0.03174162907221906,,,0.022037604067738168,-0.009795390150391957,,-0.03587982370766884,,-0.035396333777119766,,,0.03659228649846459,-0.02812120178062877
LEFTY2,0.0021931849667463812,0.02899198318849587,-0.013056884003180034,0.016391065579458342,-0.038723828158929545,-0.0017212327740343488,0.058791491934478496,0.07085598307564929,-0.03639125751127933,-0.01074076510015853,-0.018158595983852673,0.011480306019275346,0.09073502225763548,,0.003346765267522706,0.09370240839828693,0.0320780866442322,0.018732405863721564
PF4,,-0.019307292239545477,0.043332415052262666,,-0.01687878441212435,,,,,,,,,,,,0.05231527689073781,0.0673171419763413
ANGPTL2,0.010103232090936748,0.015067073539739479,0.031611210705203605,-0.007131448732786602,0.01180076315009246,0.03324197161616865,0.15441923337543118,0.043917632545699234,6.413861932829495e-05,0.042557600116920814,0.012970512321523615,0.05921868786861561,0.1351522161057765,-0.013546962433879274,0.046567805292893366,-0.0017487123460540013,-0.02787039108601614,-0.026619182835877178
LRIG2,0.0072410680254659104,0.04130396708813382,-0.008216017190787036,-0.021617015188592617,0.0472441440665844,0.026168246289624567,0.10197773129551559,0.027473080994025317,-0.02570442673243762,0.04187196707409888,0.06356421961590793,-0.005565813302219228,0.10842875184664495,0.05408249275276646,0.06865771179001022,0.0666676939166748,0.06849310049182446,0.09511892792050403
ICOSLG,0.021607400742300872,0.014518955732204958,-0.02100207038018436,0.06474915060390461,0.02361810762817336,-0.03657960011888802,0.05807399914439117,0.0410813944670696,-0.007102518408337529,-0.01858982129565621,-0.014800543683191432,0.0061630154529329455,-0.037403216526740356,-0.03769493324295426,-0.03673550394944449,0.0225786876064722,0.03953391584690586,-0.012287109394225348
WIF1,-0.005933288257475688,0.0057704310921746745,,0.015638808734988643,,0.018974876799948213,-0.10165864214567094,-0.04722100601127414,0.012405683596539518,0.04497128298772571,,-0.03555836156404216,,,,,,0.013508949402036178
NPPC,-0.014996834973659761,-0.03221719102573038,,0.03669004526228737,-0.026183157039895353,-0.04784846996741502,-0.03794427204110349,-0.017332574859272823,-0.022244157264437785,-0.013613195169035917,,0.08779293630630855,-0.05208299473713741,0.008703506927871797,0.0585874452757888,0.07099262970540463,,-0.0034992552150759078
LYZ,-0.009256433701069156,0.01646490788864238,0.015275234458313131,-0.04664020358838515,-0.009376234012642908,-0.04560433834303246,0.04483013911236949,0.025962799635981568,0.04105015203935805,0.03833156949548016,0.07326597335500641,0.008953288951557437,0.023457920568263787,0.002630310515802489,0.0742720247786123,0.0649907457034654,0.01717498715894945,-0.06325925016299663
EREG,,,,-0.031146851386754916,,-0.033934716435302666,,,,,0.051263264576061195,,,,0.007668210320196169,,-0.020970003336108607,-0.02536182249141491
SPTAN1,0.07898922250326862,-0.003389659064411217,-0.01978353397601834,-0.017622023570038923,-0.07559596551053756,-0.006663860109262218,-0.02360497298014008,0.001006454428628867,0.029325599709230824,0.005733659812124015,0.019273318300470046,-0.07852977147150764,0.04438998585384724,-0.03096535410902366,0.04954866222293535,0.054313767696207216,0.09391156203589009,-0.07639482543340878
LIPC,-0.05933747796672601,0.006241894578798097,-0.017658660522014286,,-0.020848205462244907,0.009380489559131927,-0.024026935326999312,-0.03365840276893091,0.05386328255921217,,-0.01182374523627521,0.02838765329616739,0.0899008370764358,0.040617833613039576,,0.005594183653689685,0.01583364095770523,-0.01974618335138743
COL8A1,0.03559769368961217,-0.04066687102972794,0.028951794753707457,-0.028849804844694384,0.022901981736541465,0.029228767968108565,0.06267665882972874,-0.030303890601238604,0.02291065501933488,0.011006368024612556,-0.0635181800684066,0.01436513217703812,-0.04805998593319129,-0.05059636469413222,0.003700354905870669,0.09483625154991196,-0.06734274375287384,0.04011942546462
GSTM2,0.04078008820513264,0.052530478414703444,-0.013085555619999549,-0.038450053408613606,0.022007694893847535,-0.03801174416423851,-0.013102107455960446,0.024241344697838865,-0.018018520891413644,-0.028951996105834456,-0.0192680936219132,0.03854942115384959,0.002730138548845215,-0.017401837574849005,0.012306575680369804,-0.027829855690249018,0.0981267055969224,-0.05280520059049364
IL4,,,,,,,,,,,,,0.08803416640247635,,,,,
SPX,-0.008030765632489474,0.020953723538692185,-0.03631653653117984,,0.05378439438632228,-0.04390778353012236,-0.020235315759435785,-0.05789443196160209,0.021513676721029128,-0.025872233995661877,,-0.0346370408886112,,,-0.022597559653365712,-0.02538098984985366,0.018031831191710507,0.03161365797296075
MFGE8,-0.017923600071843716,-0.02661931192519774,0.04226623968093706,-0.006256974301829347,-0.009758744379821414,0.05472060142048843,0.013696242200498754,0.08593346461227572,-0.02164431945178471,0.0332316964405138,-0.06188276501806632,0.045373717077489335,0.03570694514786955,0.042815421021468764,0.030017882972889584,0.05716350620524996,0.006687556037444249,-0.003379782114986226
TGFA,0.020064672270988917,0.029703324411134036,-0.004963011268358868,-0.03705482315736956,0.019150598344549605,0.028493108193418906,0.03628802667397463,0.004141066544316839,0.002538925012246219,0.02804138320336001,-0.028616404504816215,0.03659063304537264,-0.07358174228673747,0.02691886465587549,0.04117352758744623,-0.05799522870063948,0.02142956317102784,0.05932600030845314
SLIT2,-0.057335378561698555,-0.023952230038520338,-0.03059320416735414,-0.018358289918610354,-0.04705356846237394,-0.05154310687350103,-0.02479325073273908,0.002477578692822878,0.00500184183059731,0.006093673681335771,0.05468584464907869,-0.04636757225805024,0.050259587407213424,-0.06300208883100857,-0.024024567259902308,0.10332068051770141,-0.012345856711671363,0.03799682211769987
PLTP,0.04097490000180902,-0.006166598487365108,0.06852797080454343,-0.04809345869025408,-0.102787653578874,-0.0029471366642643674,0.026555549042026068,0.06712354594642447,0.030775305083961466,0.03402883219917911,-0.019497441567038844,0.04198977088965862,0.014569219906241672,-0.03309227811490793,0.0358239912660662,0.0727889760641117,0.09018075375196502,-0.0644947252205684
APOD,-0.04033162077555891,-0.02662481588362747,-0.04459139245119506,-0.044851470872617115,-0.049553769838367415,0.08683703681994406,-0.03724062275510156,0.029296347463709762,0.005201478746761428,0.01597632015122017,0.07835843353117451,-0.012586597591576463,-0.03926903179902084,0.03722393376222502,0.08828199634171181,-0.05719612310249872,0.09115314614488995,-0.06890535174786559
B2M,-0.032094147946083465,0.029805024967353787,0.008848364659446703,-0.014501952648086885,-0.003701030775375455,-0.023515500970870358,0.039137151160606884,0.09840973744181508,0.019054823642746622,0.018490521984930067,0.02437060489376156,0.032690150431549735,0.13697660050916768,0.06345565996155457,0.11430152200001223,0.031568237620089305,-0.06874139135642812,-0.07705674466055583
OMG,0.060351988541760125,0.026743324204346722,-0.0005129132902767207,0.045689431832080275,-0.025731670599472078,0.054140154937037825,-0.0150770777470403,-0.03156737019960654,0.017786639021480963,-0.014987745495992617,0.09963878428341816,0.002170471137959084,-0.07540415552886438,-0.024616309077484123,0.044086973816760314,-0.049961925305013984,0.1006201536880678,-0.06929472766896135
CXCL3,0.024416737902971095,0.010305403663821155,0.03195168911416392,0.073537203544814,0.06544575952938694,-0.0532918222714642,,0.013114931948464905,-0.00891976712555241,-0.010478996943792923,0.015993909647524306,-0.018628001281132782,-0.014451087045085239,,-0.008910257589215483,-0.02575913156581321,0.07045788741124241,0.056348330150351046
CXCL10,0.03047849521617665,0.11487466976872251,-0.030713902506626322,,-0.0005629796343887799,-0.05262359795512372,-0.02117829079696049,0.07041682244244248,0.04950710447082046,0.1455724455662177,0.02312385696897466,-0.018178056646396636,-0.013797936231506056,0.07924086129503703,-0.023144032148958816,0.024312331569552807,0.07460467103781553,0.07680392730107284
RSPO3,,-0.025282469158323162,,0.0896241314075291,0.05458186327267114,-0.03380424189401925,-0.02332135090020186,-0.027106713972660342,0.002990615216784488,-0.025446185897060818,,-0.019465902319227457,,,-0.007151194481454152,,-0.019537404172066473,-0.01602252185915725
CORT,0.03921620338219271,-0.04214419768103108,-0.02095423891991459,0.03667401922789261,0.01242192314741075,-0.004653505521649094,-0.035646553392960086,0.0029798022528311372,-0.0059757030369529075,-0.034428859510427866,,0.07079106757924776,,,-0.025556457962693863,,,
NCAN,0.012829895526815233,0.04916241041491895,-0.03563768821434552,-0.04547728933480137,-0.09929963616727248,0.021713845935852783,0.07279964626406951,0.09665365782218478,-0.009774751136100747,-0.05059045414190129,,0.015100909254394355,-0.0674716706729436,-0.018184280186050356,0.048890679855865996,0.07653453349961978,0.06683029956650298,-0.08920687537717736
PRG4,-0.015581106653757134,-0.003031645042239544,,0.13800160728752395,-0.01934575149164801,0.037021797382681645,,-0.0069239156286135944,0.01019667460595305,,,0.006518122918192535,,,0.04660557613528232,,0.06800416490878965,-0.030661267428282353
ZG16B,,0.025975117928783868,-0.014118653378699842,,-0.022453110586455816,,,0.005024558682314526,-0.010095674139112524,,0.0080353648668919,,,,,,-0.024361040389451093,0.08594239561502906
TGM2,-0.0023621727072981403,-0.01876521347144156,0.015193118113904553,-0.01449309986932865,0.028504422147242692,-0.09870564891017737,-0.003581284512364229,0.02489874411548169,0.0486086842365206,-0.008035364358492966,0.016899406645718363,-0.03610962925683165,-0.10250877938568073,0.011212987457519306,0.0036677522318377636,0.08865687792050618,0.02071709631911588,-0.03751536175122264
VEGFC,-0.012525197548120728,0.006527280661622993,-0.018128894640881153,-0.003971869514885391,0.023414591065341064,0.0034389657680439817,-0.007952083353874664,-0.006121931025625223,0.05470545460569536,-0.0375427452399549,-0.008032596409607469,-0.023226321390180736,0.1766241544480698,0.05645894817468786,-0.028843912340739804,0.15002303039357706,-0.027578873004232597,0.10553626660495215
WNT6,0.020467547623386217,-0.007674412303105156,0.08542967116725336,-0.0004965214981089753,-0.02675766532731961,0.03299359866168568,-0.01589188092345653,-0.006851238920061763,0.0024449779245114085,,0.0016944267886369673,0.013476838816946906,-0.04551629655347312,,0.01705136494684175,,0.026397846718819486,0.007104782100867595
NRG4,-0.0293583340682261,-0.01714260005024727,,-0.01732011545058202,0.02648392820249723,0.00913703474801353,0.11146483089018235,-0.029248045187117377,-0.005506421019710114,0.06756624513688449,,0.036758531118209994,,0.04626563625568924,,-0.02728281459601342,0.13054886294780146,-0.029202807315884347
PMCH,,-0.019757769102821794,,,0.0618049429265631,,,,-0.014777270746261196,,,,,,0.15043813632267417,,-0.0010975163773006258,-0.02415784417607594
COL9A1,0.006524062404191686,0.02062114754375618,-0.032430089574775146,0.028657324850108357,-0.02459068370181616,0.10041719380635475,0.22959802948845223,0.07976293539004307,-0.005346481218504881,-0.006478432888233822,,0.013960460508999647,0.004177401921185714,-0.04973481205039571,0.026470556040114702,0.01145446003288614,0.02726777325979644,0.055961197516545505
GDF11,0.11951783529153301,-0.035577044197510746,-0.017666511212329778,0.029075982047627163,-0.009035510917286214,0.08898782234911874,0.12550846776924632,0.11146112833366906,0.02688552698879934,-0.0071045316668176236,0.026063686769748177,0.035178372614954295,-0.022579920035495984,0.02051851383402752,-0.019536823725813852,0.10127289178651734,0.06293516295140816,-0.036102309179310635
RAET1E,,,,,,,,,,,,,,,,,0.09526783727909136,
IL24,,,,,,,,,,,0.08749040989518408,,,,-0.01698497224977046,,,0.15470473211251687
