,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1019T1,ZH1019inf,ZH8812bulk
QDPR,-0.010551403433309209,0.011371318061289742,-0.008289796423185022,-0.018773497706451068,0.005742227193523434,0.010487857983990115,0.0112521165470289,-0.024127523702029495,-0.038721516549218696,0.0401389151628562
POMC,0.021318905572005213,-0.006206798032373515,0.055986530326895594,0.0037043475997499604,-0.024969471491934198,0.018547011195349124,0.07633349202340625,0.09573958736077069,-0.0033460310108962034,0.011130414838563207
CCL18,,,,,,,-0.018603132956815968,,-0.0247192869675644,
CCL17,,-0.012087005405075894,,,-0.00635810015135414,-0.010062035076852941,,,,0.014873370035862664
VEGFD,0.05205414621816927,0.007760018410469427,,0.049903516041110034,0.012588814499637098,-0.03485894302455633,0.13072866356519766,0.014171030436099363,,0.03675982970218962
TNFSF13,,-0.0213243891851873,-0.013383890785873943,,,,,,,-0.019425134720669732
WNT5A,0.023197611143155772,0.012578318108761477,0.09287538380289376,0.06954787819188614,0.013613703512599773,-0.05863492667430593,0.00138378009421659,0.017419500871136296,-0.005128251506558925,0.030341440678850702
CXCL8,0.04055052942096589,-0.0698142504129208,0.05804119493357334,0.0075407753811050325,0.0071430393181513415,0.0074685705266688395,0.08061719663643656,-0.029480314728958425,-0.027874063320525413,0.009432711055857171
GRN,-0.05439298087819257,0.0051375565514766835,0.014279056148173909,0.07667392927020336,0.018743815216140013,-0.023304704868459893,-0.03292277980381545,0.01450154213541517,0.021355794711571518,-0.046536612317858474
MIA,-0.02001405542949201,-0.014526899116468194,0.09970161623481683,0.05517187368186705,-0.02330212891737546,-0.024347833151064046,,-0.036236386189033166,-0.0026581979316758694,-0.0025170158296831707
COL4A4,-0.033657680115354346,-0.007766668263569958,-0.012734180776898366,-0.023665357810214747,-0.028020691598341772,-0.03324493438695924,,0.009787188104654997,-0.007725258057591046,0.01660856918084928
TAC1,0.01621932166601187,-0.0013053180838330024,-0.03492498408239061,-0.08655823301282191,-0.012532416090997209,-0.026456307616024327,0.024971069238781198,,,
RARRES2,0.025677742590217125,0.062077972808922,0.07554141165839941,0.10960632500710678,0.0692622348337157,0.053520092829352994,0.08053387945175282,-0.02801823649737928,0.020366908222978528,0.0826102405110525
FGF7,0.07944748348920054,-0.04903959151873173,-0.02538856020480053,0.0781575682452525,-0.03624355636946592,0.048953061292021746,-0.03704797567089276,0.006041874918617885,0.02260109427062277,-0.016721861026654978
HBEGF,0.008601581984687212,-0.0291725712623341,0.049761622734153875,0.06331780661290838,-0.026274616724525746,-0.0634781561184308,-0.05862704057868375,0.03455779928396671,-0.007319444373406977,0.04816570019431528
CSF3,,-0.03684783596607841,,0.00613038695900003,,,,,,
PI3,,-0.044075081413089946,,-0.028192547646537256,,,,,,-0.03449657746816653
PCSK1N,-0.02210567594885419,0.013402908545230687,-0.020736490442600366,-0.044195578603892983,0.014031234361793545,0.05074972366291671,0.05560098632788392,0.03563312692537538,-0.006534299039392142,-0.011751361007966369
NTS,,,-0.015545541418583332,0.04727733080090114,0.056008519348553255,0.012291893767902368,0.017724423862261383,,,
SFRP1,-0.021501562126362016,0.0060895587684479,-0.016105270005708567,0.017106973930692538,-0.04556473996581595,-0.00945812459665428,-0.0035007173775616954,0.18034025008189258,-0.010791597435572835,-0.02988014431674413
CXCL13,0.03704671431005176,,,,,,,,,
MICA,-0.011591743546572006,0.010048277095681155,0.012300392672667203,0.020158070808556684,-0.014240075981061251,0.026804182486674856,0.08544910504350202,0.023552560711010914,-0.042447026548903144,-0.02700317282855174
TG,0.08256099573919083,0.003013059483789633,-0.017943652808128235,-0.03021801407157758,0.08094118591910984,-0.0343924332179394,,0.019846008099734618,-0.0402487784994957,
ADA,0.02411056371274568,0.0454641277809255,0.051391711976806656,0.13398496527781167,-0.02101945131683429,0.08426338005027759,0.06344913008602848,0.010235032242576882,0.03958170889236617,-0.033386282596873366
LAMC3,-0.029369405601664074,0.04374882808423044,0.10470416488088544,0.03199794242866851,-0.0026845562939499623,0.0015259153156875855,-0.039862539240379975,-0.1262464355674509,0.02018727149594968,-0.06568280736686491
CCL7,,-0.021046249923379237,,,,,,,,
NGF,,-0.04195924303296852,-0.017123057572105756,,,,0.06476225121229978,0.010313226364889842,-0.03673442108991473,
TNFSF15,,0.015328355035956536,-0.020791145832803188,,,,,-0.039939266203319904,-0.03709865946101039,
HMGB1,0.027272461691645954,0.08426412411013717,0.04431489354705728,0.13785869521334704,-0.03700210771797671,-0.01141044849901052,0.018154596769088177,0.09703990689910472,-0.02508661254026824,0.014254845689308336
ITGB3BP,0.04197638593140044,0.02092918784122692,0.04591862013165025,0.008195886783071562,-0.047065924180165274,-0.002663937764565516,-0.017396136021667084,-0.03414314072017709,0.0339297109055211,-0.06018541234219974
AANAT,,0.00683597164474122,,-0.022584496304240687,0.021172137190824857,0.0046851401385104635,-0.030803672009617016,,-0.025746173563258323,-0.03549313384271938
RELN,0.032283019331597565,-0.03701436808473374,0.04811668444527873,-0.02186316541243286,0.00809482012911909,0.001487369745385484,0.01408462046200493,-0.09400922694017189,,0.0026815211218700384
IL15,0.03204333510155426,0.035026262167093015,-0.014794136279376932,-0.008233576505101502,-0.018053019820828655,0.019051113483007417,-0.06312360443239105,0.08036429980218766,0.053466289299846044,-0.05778280386087623
UTS2,,,,0.019793218761717805,,,,,,
BSG,-0.031238103748310986,-0.04456461488956737,0.02057230569651746,-0.04640988900065071,-0.061247945051306416,-0.02163330962680641,0.026070670438809476,-0.0016281117642953573,-0.003961386007362328,-0.03224071633164592
ADAMTS3,-0.03754071729085671,-0.01445524857376072,-0.008641277536083134,0.10870299230370305,-0.022041796124244846,-0.0020155219202188106,0.020182144605379607,,-0.03082842177288489,-0.00032611030042254454
CD34,-0.038432722818221285,-0.030346202955562437,0.045465363862117386,-0.006812426499356696,-0.04842423067009078,0.09511997628529498,-0.020579636278501522,-0.07421567817035465,-0.014879080875879216,-0.002314415029364436
CCL23,,,,-0.025697571741402712,,,,,,
PLAT,-0.04866475617032723,0.021942884523367772,0.10531404480698918,0.08145593626987206,-0.019398380815487077,0.011884381313613324,-0.0056612096146148125,0.035181988117544784,0.10076175341887182,-0.035981258054989404
NTF3,,,,,,0.00748073476526225,,,,
LTA,0.004561471247750251,0.04740310874789857,,,0.03494962762466999,,,,,
CKLF,-0.038510848476136075,0.03954322277923186,0.055268456354778554,0.10263146751150073,0.012496399005823442,0.017627464247639852,0.00474252067178921,0.0974854104443611,0.05480899848101392,-0.007037928245337277
CD24,-0.004289212664578818,0.006914688971713648,0.009739796184424013,0.1198292130123542,0.0763019707710118,-0.007947566138209704,0.026908296027176808,-0.04856643398022282,0.04530547103117316,-0.010916627438056825
HSP90AA1,-0.011561024541186907,0.04280387767701977,-0.105034044124045,-0.06970145533537461,0.07079636439446792,0.009686510293395493,0.048475701840064875,0.09162585525750003,0.02107542782006613,-0.061901459097211224
BMP4,0.06148078897637098,-0.05226845081123701,0.041525867826690065,0.0016338004388358098,0.019711683036774254,0.024390006977203338,0.02150431683170833,-0.04444729435244849,0.06015579854544762,-0.014848351392489583
SCGB3A1,,,0.06234649101508915,,,-0.03344069951617467,-0.024631087102176912,0.028922207063943058,,
IGFBP4,0.02047893948293465,-0.03501926922507287,0.13373284689520162,0.07504356160066841,0.011939057139795112,0.031089117093712107,-0.08419161652324145,0.03408800545190331,-0.07011494127177148,-0.040439136630475825
RSPO4,-0.025400645783714447,-0.018246148324279506,,,0.026568360022067444,-0.016267599833070905,,-0.03696532726184516,,
LEFTY2,0.12728530381896724,0.026565602440724978,0.05696322296161042,0.048512759969498775,0.017109499197119925,0.012595395561560514,0.03186971054999808,,-0.03290142782993611,-0.09703666987229383
PF4,0.008549745937492605,-0.0183624384223011,,,,,,,,
ANGPTL2,0.03497278120184512,0.05587392839901506,0.08103653967326804,0.04799433370926588,0.04763227264753465,-0.06679877590860439,-0.01342775798595868,-0.030511217447023405,0.03929534827392501,0.030388475759847176
LRIG2,0.024400004412362567,-0.03011751619192241,-0.006279680337121261,0.08916425581957416,-0.04707501529428932,0.003931569018245442,-0.02828474909275615,-0.0948103270429855,0.07337356322154008,0.00878775711182279
ICOSLG,0.05306089223121035,0.017994774732611987,-0.01803458753398875,0.06138430531717512,-0.01663219708976283,0.026752354876937463,-0.010061215566857655,-0.09715717333041769,-0.009753191510693156,-0.049544007847771195
WIF1,,,-0.05104454702135281,-0.07331292272308418,0.02035546340160763,0.05813640756153269,-0.006748586111895363,,,
NPPC,,-0.028484670288291603,-0.036230760873602545,0.0049462475416187845,-0.025871898014584793,-0.00011411463211447242,0.04430335927748569,-0.08203278821758031,-0.008063506043000754,-0.02176803136055064
LYZ,-0.05302811073128112,0.016603644970916338,0.010137100711667103,0.11209944089505519,0.002958403152220251,0.031183969366739582,-0.0844629847490649,0.04505816957132043,-0.001866540736012865,0.01454231522635959
EREG,,,,,,,-0.03370533996497078,,,
SPTAN1,0.07039909978260885,0.02766042008681082,-0.04704155891779288,-0.039785180346815135,0.061235785367206544,-0.06393535848394805,0.03230961687528117,0.028189121520815746,0.0421450675370508,-0.07804564257378034
LIPC,0.06958936217715354,0.03225409310050116,-0.02294191195485403,0.00848436806013955,0.017028665891544496,,-0.05119463162089131,-0.04606836394403921,-0.014584041925901037,0.047603186295873436
COL8A1,-0.0049526285176204055,0.06066586027237439,0.10258218527706586,0.005603133926611401,-0.02331107893945178,0.013963363539148413,-0.02082283570898877,0.015571376971976483,0.014642678416553144,0.011892226955160998
GSTM2,0.0324054874305582,-0.009919636942191196,0.016914161765398544,0.05752186286545171,-0.012655759229542419,-0.002038101846066099,-0.05360875846701807,0.07879652294094008,0.015702975958357183,-0.007868351890151497
SPX,-0.00748801449503144,-0.015476140176123494,-0.012620673108193424,0.00043203128141247116,0.017452218968723145,-0.040267816944240815,0.0027279298368104244,,0.08280623523262835,-0.014511168804383717
MFGE8,-0.013344611761836246,0.027709314491828417,0.012724389773184583,0.04132378361198734,-0.030464780446915952,-0.005200170576931874,-0.03834942788167733,0.01700286727359907,-0.03362576633696459,-0.02198752702625797
TGFA,-0.004399775467682151,-0.04283828958959089,0.02516470013351077,-0.013959873818137963,-0.061702839349964324,0.008317466993140425,0.01655616398573905,0.04843835729035712,0.005598224372100865,-0.013783409748460498
SLIT2,-0.03726705673105285,-0.02983206410165009,0.05587740611293187,-0.04033697474622126,-0.012006523184749738,0.02997281507249513,0.057258120184977244,0.09961900184641027,-0.03486415168305206,0.0054705773624427
PLTP,0.009113847800839419,-0.042000325549392696,0.04591395975825632,0.04698871245420827,0.013573720913053948,-0.036306798691608064,-0.06757549503942986,0.0848598738245663,-0.020770481547629737,-0.03526077284665301
APOD,-0.04134923821910964,0.06289034205248491,0.034156904206773274,0.09045541903614933,0.040171416291935075,0.03778122632329651,-0.010054026743371377,-0.05293588334916688,-0.04655685377273351,0.06473229564911348
B2M,-0.045511448258854774,0.027156582721938435,0.10901992110828529,0.10351786882337936,0.06255128861536542,-0.031886886736546605,-0.062172644988323346,-0.007755051642059997,-0.15213235603396355,-0.04982753125653319
OMG,0.014141410701374165,0.03186984441454249,0.001543282068155527,0.020318435550162977,0.09224790868841158,-0.012304263691665636,0.08052017799419038,0.06774462431645382,-0.03898965232415034,0.0768359609445858
CXCL3,-0.02938386853038443,-0.040943279659530936,,0.024926548352668023,-0.06690367169262178,0.024828346206385417,-0.04744851698025361,,,-0.003791577272759606
CXCL10,-0.010775812819173168,0.05434471948793332,0.03504226080426034,0.08374381360781862,0.0031825751883880343,-0.05434404541104589,0.017979021467001522,0.031475208744580395,0.11106492087868705,0.004511087362859294
RSPO3,,0.033295762610767825,0.05241711251732604,-0.037084940460386316,0.01695541269532118,0.03158660683393257,0.026880630897331413,,,
CORT,0.025609949446765135,-0.009903350051410142,0.05841673849274558,-0.04565990681523776,0.020295776547087543,-0.03751360864425024,0.01071973135832275,,,
NCAN,0.01455400460834744,0.008518896248231985,0.004599998647751994,0.008646721761329681,-0.012703921871371331,0.03613972425695928,0.029603942689857582,0.06168197399578283,0.032379467784544,-0.05611632247934892
PRG4,,-0.02104625320312487,,-0.03212563393054723,-0.03480925542641884,,,,,
ZG16B,-0.017198612265384786,-0.024426750793543724,,-0.034684784393157905,-0.018608803223599115,,,,-0.02862112540643303,
TGM2,-0.010267931961892792,-0.05351401702015746,0.05927296493265931,0.0591916160646802,-0.03999847531753581,0.025150439224351666,-0.04795348642842576,0.014502312064592217,-0.0277938437919476,-0.09179697623953824
VEGFC,0.022691498099372695,-0.037510058547166464,0.018427965314559175,-0.032729892304106306,0.04265686594044958,0.010475554574394199,0.0463968316185956,-0.009423884458862887,0.021366187413481043,0.08503672198176684
WNT6,0.06800062344937705,-0.0291096781557629,0.00868357540398172,0.05925591077002621,-0.041413227842205684,,,,-0.027218693621743607,
NRG4,,0.03163207856546089,0.02068296456178117,-0.03025053668395924,0.029599779505891738,-0.03795087287465067,-0.0049281418865645965,-0.041464397232952165,,0.024209659586043757
PMCH,,0.00015288344877430296,,,-0.006314575629546319,,,,,
COL9A1,-0.03148959389631993,0.01579293258841173,0.04953862237189532,0.02881395891114425,-0.025207586837950977,0.07223326920293721,0.030462808782609048,-0.030764578988339418,0.11549609506715261,-0.03192423656702776
GDF11,-0.039699026032844247,0.013275133978041294,0.03148138116735867,0.06767061922122462,-0.014607122867431986,-0.003819350502513719,-0.0005231765640838569,0.05529270127791957,0.07098011487086868,-0.04491684215562428
SORBS1,-0.034580064770179574,0.01065341642708874,0.02928797317340092,0.07061252613021453,-0.0056617207343540666,0.020335513739698385,0.049859455001799884,0.06587401015228604,0.09106757654698308,0.05037991344399632
DLL1,0.08751303116533932,-0.0022539497938544625,-0.017011064128434478,0.07298252595778087,0.06012293626555952,0.007644643590234746,0.13416494359117706,-0.017918675971733924,-0.003276023939208604,-0.0003427703784667684
TLN1,0.05845154300261383,0.011347849141695232,0.030287778287018285,0.09699950627755838,-0.03455634648190774,0.024607059640059006,-0.041327674622041934,0.0547945729759738,-0.0122554112773957,-0.058023317708056986
COL2A1,,,-0.016439384774851754,0.052053854378939605,,,,,,
SHH,,-0.02187051257956303,0.02269970020480399,0.041020665511556094,-0.012109955113878197,-0.03839588693971209,,,,-0.05879612027139713
PON2,0.032943699007394835,0.09530743989098425,0.03421899420759637,0.06451399177938733,-0.010023449877621545,0.06837362680283318,-0.027489503080447803,-0.0019149414553106823,0.07869971273575739,0.07564139578046618
ICAM5,-0.02047359048279991,0.04817355210483554,-0.008397557389156266,0.005951742582236436,0.020075307625268653,-0.07665685032123803,0.1471146687288118,,,
HPX,,0.00811532045949023,-0.015174226449406886,-0.005875009244544052,-0.03651862299232186,-0.0334406961069759,,-0.023416402914953425,0.193360848055548,-0.017567608075204934
SFRP2,,0.03424288492525294,-0.025210657511126666,0.02492218998729909,0.037750698151692325,0.025692361155286902,-0.039916207354310285,,-0.023955425220464354,0.05134729105535185
CFC1,,,0.0027118526990585266,,-0.010989421680730952,,-0.03462227015980318,,,
CD70,,-0.04233675726805938,,,0.002000584378990853,,,-0.028763469448051686,,
HP,,-0.029089562407762573,,0.048058515851738044,0.018389528011432087,-0.018088686169319173,-0.018166381320243095,0.06088186934044009,-0.05342307777642566,0.010484739849564976
CXCL2,-0.006488790226213192,-0.037286269337134796,0.1194330171191958,0.13258722726925556,-0.006927371320845151,0.07291132143734236,-0.004476734642031351,-0.010770945242593623,,0.00026073944800637176
NPPB,,-0.061254511402871,,,-0.020506940584044984,,,,,
CCK,-0.014977160293071156,0.009238749745913455,-0.05222015883718143,-0.07875888234407333,0.017717691653984114,0.011027819221350259,0.0588558207283574,,0.08311992393478218,0.058641251757260815
SEMA6A,0.0038884398808894218,0.013610176718848375,0.09538936559376811,0.10278051570607391,-0.07857039345123135,0.0026631633381821256,-0.002721854080900255,0.11843659458717722,0.0880318030250114,0.034728304166138195
IRAK4,0.011472682447034921,-0.03133650939117739,0.052211584334839585,0.07104398314324392,-0.049400673389272794,0.029821413578703954,0.015105211225457523,0.018627163230125098,-0.01604520536937267,-0.029187373818804055
GSTP1,0.0016575888425821878,0.08155450297277768,0.11021174326250172,0.08839341118213004,0.03678312146392703,0.03329208543189771,-0.05456463964893874,0.019023240066019485,-0.06280343768000143,0.038527155637394755
VCAM1,-0.052889111926006496,0.04662663531469379,0.06445823305513163,0.10431328377096193,0.0718991054046145,0.00469426366454244,-0.050403349299869324,0.10574604338037653,0.09119436416865243,0.008276982887122038
NXPH3,-0.0421453685333891,-0.00950828596153501,0.01688418321951018,0.04794013634368329,0.04346010196067726,-0.04188477534704114,0.08722565411197572,0.01815257098942925,0.06565367310100914,-0.04257513937164121
MTMR4,-0.03751633983808245,-0.026548434789243437,0.018319509606086713,0.04634344771886676,0.031537539542164865,0.002492472490392433,0.007003864142842252,-0.043113546802310894,0.06423453920375374,-0.017443281514209864
LAMC2,,-0.023820363934103174,-0.02079114378937793,,0.04072469893147792,,,0.07745776687042878,,0.005761597012273768
IL10,-0.022781391864731843,0.014518680601577247,,-0.007553321327069416,0.032927408891690886,,-0.06357867310392336,0.03747980864797383,0.01155661538453866,-0.03409293427556979
SEMA4D,-0.01148548755872584,-0.001947422413775418,-0.02306567713342411,0.003402902482330433,-3.594315135168193e-05,0.013566906237799605,0.009732545491503306,-0.01701673610001985,-0.06372246330834365,0.10288997638795337
TRH,,-0.011425837534651744,0.05001056148061463,0.005056353923458136,0.034954661770047045,,-0.053916622834648174,,,0.022533415998746406
SEMA6D,-0.018222126464492932,0.05156413702212046,0.04122108023000447,0.07352783443176784,-0.010384015036830998,-0.028862724315281564,-0.03074742525250205,-0.009631613450754703,0.025617989312775976,0.04566235707894079
CEL,,,,,,,,0.07347966059198914,-0.002851412694003661,0.04451422541315326
PDCD1LG2,0.021704548498297865,0.09054661864399742,-0.014600594607637681,0.06471091121537456,0.05078842861501798,-0.05028982039267047,0.024329087631233766,0.12953877736384614,0.01712552065047624,-0.08732139177247719
SPINT1,-0.01563668857748044,0.035658015784334536,0.06090957122491944,-0.06192572262184223,0.0029127187027099457,-0.013293516535650491,-0.052362392721417475,0.032703350716414885,-0.059693664517347436,0.043354509007302075
CTHRC1,0.06097458952689935,-0.028052698461009766,0.03214074744453377,0.09682064505013817,-0.034260006264109105,0.00702847174604476,-0.027858073859751125,-0.05677406234814949,-0.02441329394089685,0.006860892564398817
PODXL,-0.04319531489859182,-0.010348206212393449,0.0864255124356137,0.08453096553615368,-0.04211501636408316,0.02435716836339452,0.015145348687707741,-0.027965483262336215,0.03420108346633853,-0.029545316593179324
JAM3,-0.007397146490100856,0.014858925969124977,0.034684984504375294,0.06946135338332571,-0.031741438812010386,-0.02486959320397721,0.00040258199003888605,0.07196864479379664,-0.022983091613415475,0.007745644651959966
TGFB2,-0.04693074586205177,-0.013384422924203677,0.008169730634224088,0.07121072996217098,-0.01125405887009958,0.023470617584315765,0.02080864478905083,-0.025720694871230448,0.05150427232849386,0.00759062985729814
COL18A1,-0.005555995663424112,0.02090408789853527,0.09274896270594218,0.05300018710133867,-0.03702306708847764,0.0203386912101792,-0.023163509697174265,-0.06247858603658266,-0.053426603186293185,-0.0507637851100752
NODAL,0.0689122949930654,0.07449819938720545,0.14502759259306616,0.002356799917991827,,,,-0.061656365568393726,0.02941157284901404,-0.06463146691380574
INHBB,-0.02304528379573763,-0.01864387768041336,0.03965295848762317,-0.00011355179717980545,0.009442215757047607,0.0688995491513559,-0.02951915107435561,0.09865360752870905,-2.526252301522405e-05,0.011054858146153226
LCN1,,,,0.03303299413136572,,,,,,
ARF4,0.05241993971092625,-0.019844480271352348,0.05036055201084575,0.03352113133979857,-0.008166222632786461,0.027442127541550825,-0.002602607241097468,-0.13778081809001164,0.004317489637726616,-0.033149663422588044
CXCL14,-0.037364607779972456,-0.016021183656999678,-0.0029829245314638582,-0.056170756583154284,-0.05962688472018791,-0.029188501078543296,0.03619737365302602,-0.02315249773568719,-0.06234618812689832,-0.10022226686034122
LIF,-0.019385813994795036,-0.018710757890165394,0.001900402843083181,0.0919731301720207,-0.05234635752635202,0.04338464738628117,-0.03587586995295814,0.03665551878707172,-0.011754018269425504,-0.07118263040755847
IL17B,,,,-0.024815358190888214,,,,0.0317968437672221,,
MATN1,,,0.12651244938906683,-0.027281960612205745,-0.007743567818020137,,,0.03228282910236891,,0.02910656579167296
ADAM28,0.03517683580416881,0.02727811126796569,0.007487107265222012,0.10829235627572235,0.03076214597187672,0.02646352233441958,0.005272509932815145,-0.024727114223009734,0.0451926545336826,0.0656530850230878
TCN2,-0.034209993954574545,0.012938339854213301,0.01983474206597339,0.07576559448699638,0.0061620298659500776,-0.009414859676693092,-0.040693070792554416,0.0665603162344774,-0.04712980082753829,-0.014053431485184986
THPO,,-0.03767719264013472,-0.025287247469607265,0.05288791246225094,-0.0007382612490773897,0.04036789195701142,0.0249799512601624,-0.012908355952477097,-0.029522071694303136,
CUBN,-0.03689983510077002,0.017559501195203654,0.06462209390291573,-0.01708144227503064,-0.019893828163201007,-0.009928120458884726,-0.021005268192090493,-0.029029256576217827,-0.038530964812736546,0.01509416227310436
TIMP3,0.007160643612184688,-0.016165337610778954,0.06336553145089222,0.09221490016493274,-0.01721943222006134,-0.02658902025002721,0.002378497168908228,0.07807124428330421,0.0038841188321136083,0.0046039501255751595
PIGF,0.05467200736479243,0.01911915340247473,0.03761941275826236,0.014103780776168402,8.903912995710902e-05,0.026232930800497545,0.033802886484477185,0.0671890240344811,-0.00974172961710797,0.027660755451944855
CRH,-0.019225798762541393,-0.02466855399629552,-0.014985316210912944,-0.04001449846384514,-0.006151073048643224,0.04851026641078917,-0.012219823038996262,,,0.0279940896684721
BDNF,-0.017198608987182368,0.007701278322179741,-0.04792319222245077,-0.0663946562903567,-0.03954085525897523,0.025570856191888265,0.004853452133363296,,,-0.06191643798260268
CCL5,0.03244711677432507,0.0029363890833954466,-0.005258792384102391,-0.002920837484425603,-0.01171281154486002,-0.03033851748970447,-0.021976877365685123,0.03054546308507017,0.03066913239468547,-0.048796682007017415
GAD1,-0.03787554357343539,0.027186581532923308,-0.037809089478810634,-0.03208075355894467,0.010536770371118236,-0.020043604329922967,0.05773465164034035,0.04541973629671139,-0.017276874762440164,-0.003638454871659301
COL14A1,0.0034564981845178547,0.007177462994373925,0.10575990771719972,0.0569842334979847,-0.006583987979862547,-0.04774997735030477,-0.06883120307593864,-0.08183903893530148,0.00786093113114899,-0.0904045719800636
HLA-A,-0.057313357167459195,-0.05334334186504457,0.08789461499554248,0.10583078284711767,0.04500060278669456,-0.03859773925960111,-0.06587077291691701,-0.14058474011039399,-0.08388949109501741,-0.04541270434373718
CD5L,0.03551601853423967,,,,,,-0.03795431121529926,,-0.03369863356292891,
FGF18,,-0.019598981672936118,0.10107731429712494,,0.02797630113316653,,,,,
ADM,-0.037540720787004864,-0.09988493623258825,-0.015514390247390961,0.027199097494728954,-0.052867200487965046,-0.00437046082537691,0.014225034573430346,-0.0354969693592828,0.003739916410172077,0.02926110718616447
CCL15,,,,,,-0.04764923062391787,,,,
GNAI2,0.022257423125148876,0.043637722453477266,0.05022803471270556,0.08019576535677131,-0.027111918509263935,-0.029298897994625907,-0.007722208261490004,0.06821371570001808,-0.012677641859974251,0.02221692408726102
HDC,,,,0.06359910882394616,,0.03493400439579559,,0.03980347273128746,,
COL11A1,-0.010222285990739865,0.019775482158558105,0.032396388464869114,-0.020330147943870263,-0.03547864618310456,-0.04101542267959628,0.13658900866680573,,-0.05315873034730451,-0.06206381850289866
NUCB2,0.03290015301046664,0.032460613710707,-0.004671201578107626,0.06455181556077368,-0.056085381937451266,0.04549444635132373,0.0180701041205026,0.014141556224689355,-0.0012223597173025573,-0.059222549105821885
CXCL1,0.01162726900213889,0.006514472111539226,,0.06961929872283436,-0.04125698212200831,0.00857637471137561,0.04545600194703118,0.06333713316512367,,0.007521663037285463
VCAN,-0.02832385287336067,0.030059939994033537,0.054414967375290293,0.07817142709713427,0.02394179005410753,0.013837214579055459,-0.05917313715475023,0.04464483221583547,0.07497667938527416,-0.04078535843174367
MMP7,,-0.038964108744315516,-0.01841981985897869,0.002072745295905523,-0.020506940472002702,-0.022970234176711287,-0.010189726518190025,,,
PTPN6,0.045575794533651216,0.022648598305043493,0.09932070876102257,0.04047885878916112,-0.009811331372621584,-0.027900241437270237,0.0028528608387373,0.009226406708604586,0.056409740949335985,-0.05153178477420319
PTGS2,0.08801996921905048,0.001921582231600273,0.0583444027844992,-0.07185368673362384,-0.009035558994803251,-0.046895002025583006,-0.01402645959174386,-0.07953049833320673,0.002938396736634221,-0.016752361439856766
XCL1,,-0.007126412814146828,,,-0.016982312802673812,,-0.037669739279839846,,,
CD58,-0.051253117279804125,0.006682592680759197,0.04743312902804659,0.10150335022788146,-0.026814368277962845,-0.026935638414694887,0.006088493253220555,-0.06564520258393615,0.041394816609345575,0.03454685051009189
TNFSF14,-0.021510865726148656,-0.012613440245781198,,0.022297533856747494,-0.012629947294128247,-0.0366681306446824,-0.024510993994506368,,-0.020799818348211006,-0.05311013107754589
CNTN4,-0.01683863707032929,-0.038323771549165504,0.010262234552573838,-0.0674426317908089,0.015263546841161216,0.012187027683108989,0.0297841584346023,,-0.008131081184957792,-0.06036486923485318
NTF4,,0.04671502756497318,,,,,,,,
INSL3,,-0.019598977828710257,,,0.02606987072962462,,,,,
BTLA,,-0.00291385505632253,,,,-0.006141437408411094,,,0.04049393719753182,
MFNG,-0.01681476141395139,-0.004136205120413363,0.11201522760455314,0.12374441661180094,-0.01952992094439945,-0.021681742711319642,-0.03955359945880521,-0.01802376830077859,-0.006044195339823981,0.008322091699786668
ICAM1,0.03772319671337475,-0.016949680691778435,0.0436969319666959,0.08715257521504412,0.04497489737775776,-0.03349941146681804,-0.03127363762177992,-0.04971352801378892,-0.03187720861962573,0.007649653892623305
