,UKF248,UKF269,UKF275,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
CCL17,,,-0.013279517579130084,-0.014744569297097053,,-0.013311997995691004,-0.03142536642897251,,-0.01326978264640769
VEGFD,0.014485374363316783,-0.0076815507924470755,0.02503628166032402,-0.015802211604209138,-0.044856493997853714,,-0.0217693105396471,,
TNFSF13,0.03108370809226528,,,,,-0.008608852327284266,-0.022454658892674714,-0.01724308915638072,-0.021622003238567212
WNT5A,0.02920247370155155,0.019658888338787747,0.004581917979835227,0.05101363557390045,0.0027691585218205146,0.04423009341502504,0.07848107777159678,-0.025170592035531385,-0.0090580331306076
CXCL8,-0.0241749128355172,-0.048346360023183474,0.004634569943954293,0.012725768476711063,-0.030695083741407492,-0.04873754486021084,-0.09838195451206003,-0.0813426713959442,0.005201403078581872
GRN,0.08992026886656353,0.0777950506718836,0.0059263454501588516,0.06766828980042314,0.004927519222545602,-0.013087611296961359,0.015909890890402557,-0.055499148240786,0.01394056616754081
MIA,-0.021856759649049772,-0.0322975162206267,0.028893919117853134,-0.02164185296876881,-0.03556631565315526,0.11146124099226458,0.07751058665884489,0.010672438383104577,-0.006055775050114464
COL4A4,-0.023685743805620017,-0.014302197975026484,0.00564339252977455,0.04354442644071804,,0.06731540562484846,0.0008891463095685885,0.05297137809233653,0.04523132878573473
TAC1,0.01867487310551368,-0.02854440526075958,-0.001965415700619018,0.021624587336614674,,,,-0.026492445805747777,0.10368036215296583
RARRES2,-0.001013612574018514,0.08935827503310971,-0.023196676450282592,0.04113525620603444,-0.013377779811732549,-0.027817944458643884,-0.046705861797754926,-0.04149170892045377,0.03707752244994309
FGF7,,0.03960662490363727,0.042415191470605934,-0.00518019959008809,-0.04098689320828622,-0.026653688866401168,0.14542186592770706,-0.015941616543593728,-0.012056795587890887
EFNA2,,,,,,,-0.020690272798685225,,
HBEGF,0.11523607024481165,0.0491561520862082,0.04007842909351158,0.014628390817640212,0.1770750907826607,0.05585134311884706,0.0013323538092953487,-0.005934504172920573,-0.012462101679113569
CSF3,,-0.015131450174450889,,,,-0.016816084019061213,-0.06756977232436409,0.012378388076714814,-0.013971034021076688
PI3,0.011611212362460016,-0.017038212609956895,,,0.009581143690350282,-0.054879091425393864,-0.07785033763015428,-0.022900794525163755,0.024172707266499106
PCSK1N,0.037971696033334515,-0.009646363300004856,0.013542919899947261,-0.002152439483581566,0.0025669865596599064,-0.008558537103075085,-0.03421013999333892,0.06419210594964198,0.005223947289186321
NTS,,-0.01859837244719297,-0.015838267966539643,,,-0.03105550559602562,-0.025207171148191737,0.04144279657151532,-0.020689196278005924
SFRP1,0.05078175877322084,-0.03940377531977534,-0.029408340856306232,0.017360760618180295,0.04567706071186705,0.007397392768787176,0.017873840768919402,0.028580895620877733,0.020376340786870693
CXCL13,,,,,,0.041646093544614765,-0.022992562623422603,-0.01485963150167144,
MICA,0.06756377375603057,0.052059263171466835,0.03545763365962406,-0.01290682528548169,0.14009621172927197,0.09111952537814719,0.03038709450213922,-0.03345865983286945,0.028506988855129214
TG,-0.03105707965186022,-0.0182623065803507,-0.013378611417638507,0.007556507388742871,-0.044479378015972404,-0.017688317146029774,0.11727791107915664,-0.018117916804385962,-0.012065901499347479
ADA,0.07321010758882687,0.040190077023408204,-0.028742363153245923,-0.04794026326376709,0.14112960512277029,0.03824860567800608,0.02048097175533826,0.015268011922319734,0.04590721962798665
LAMC3,0.0784544570811588,0.002409276340849597,-0.00865551368145079,-0.012011323347649726,0.06847674058604401,0.011780595891728276,0.08624746807609504,-0.07930197931551362,0.00025882791097157676
CCL7,-0.012544742632953531,,,,,-0.019951616571724593,,,-0.01464028937623278
NGF,-0.021538700140325016,,,,,0.05139044150896077,-0.0006609584090368055,-0.008731995281456588,0.022994503771455493
TNFSF15,,,,,,-0.01945058578411637,,0.013474367909234298,-0.03868217925148898
HMGB1,0.008515366195304469,0.05291072002167634,-0.007288722443942918,0.034487906411283804,-0.09368669362252004,-0.07738644605479769,0.006128884723183611,-0.02176937220582427,-0.05139425666155155
ITGB3BP,-0.01254731274677132,0.0872225009619114,-0.025769970918917254,0.043097751687921224,-0.05373275862440079,0.003526018211572369,-0.015846644583141764,0.013455433795368076,0.023729965935201797
AANAT,-0.01820051301107473,-0.013648977543457359,-0.012031463432730795,-0.019778429378769072,0.16072423332710364,-0.01750319737984062,0.04616032333189229,,-0.015490036692010696
RELN,-0.02140678909195437,-0.030711800678771734,-0.005547688119670221,-0.021896428468552043,,,,-0.016512311839347572,
IL15,0.06528822642470367,0.04174947627702872,-0.03412645718673844,0.018488090141115632,-0.0412086751565465,-0.005166429474902504,0.06514262015072918,-0.03334621224501284,-0.01794693508098327
UTS2,,0.07479854754222477,,,0.016492046692213533,0.10097853021064507,,,
BSG,0.03965756572078079,-0.00391931371535935,0.003732848149002026,-0.01515418752544641,0.052925302908276524,0.06146712722558201,-0.04273108856154888,0.010737071945988169,0.006598125634439795
ADAMTS3,0.07309946650182236,0.06703640268457618,-0.028073415704565705,-0.01969644256862168,-0.017680078378372738,0.17174726658852213,0.08291360153991616,-0.006620060433310906,0.015492378549946985
CD34,0.0425764297559203,-0.006387733996539781,-0.04581514754977096,0.030215871725740164,0.042075871831800234,0.013843880996751805,0.0552929003010134,-0.052730406777609054,-0.03013503189353124
CCL23,,0.18178256472556464,,,,,,,
PLAT,0.034352544160204807,0.0804386799929058,0.01998187353287514,-0.008986919788027542,0.000456271740086731,0.04188191807851068,0.06975756723551439,0.05622571740193263,0.0074795446105554225
NTF3,,,,,,0.03225469990688165,0.08251069839773816,0.0074434910171641494,
LTA,,,-0.011587553160305459,0.05569645025721761,,,,,0.05898385170699909
CKLF,0.014747980234718629,0.0515303144514875,-0.05383260218854748,0.010665842978346196,-0.027880172853307204,0.00695584048760897,0.08769462208980223,0.033371598534862996,0.03110312427396007
CD24,0.04064146729126821,-0.02577612402030762,0.013212554006247991,0.01934893538219348,-0.02892546989872723,0.028809540347492665,0.05870987619688214,0.009722545084391777,0.006915257264033746
HSP90AA1,-0.005540501657265902,-0.030916894918535484,0.03997402788862683,-0.004621474195003116,0.012962761556262015,-0.11112346550144622,-0.1366825092438572,-0.020163875540162565,-0.058671012362020505
BMP4,0.011568436100461885,-0.014420267578159687,0.006501199130021268,-0.015630625932661738,-0.040980732205439366,0.1105221731021128,0.08074884302953934,-0.014505652228491081,0.05961397675420276
SCGB3A1,0.04173773128338013,,,0.038611720632356274,0.007312213724223333,-0.030367203874454702,0.003755469502636493,-0.028389021451416974,0.010017405816696464
IGFBP4,0.07693681861567388,0.008014844776341,-0.0007259769604846491,-0.0007643027709140366,0.02283127859517162,-0.08441138407403966,0.01430955912150015,-0.049916363200699365,0.023667763898466965
RSPO4,,,0.02819724675022526,0.05576156730178144,,,,0.05806960961446579,-0.027495347095579603
LEFTY2,0.09090978333481334,0.0361471312443728,-0.02431738180595207,-0.022644946345637244,0.000754354748152904,-0.01693666312723729,-0.0065160740046092585,0.00278434598396126,0.025919162862014292
PF4,-0.013013155454645703,,,,,,-0.018964067474312434,,-0.020847250158681573
ANGPTL2,0.05039892034408417,0.022799550828842476,-0.014013319175637962,0.03084403331192687,-0.049830068124383425,0.02166241176792314,0.04938792062567087,0.09362736610424939,0.003171860580929625
LRIG2,0.006359338204102274,-0.021864680875610512,0.04216888099706941,0.006511339840619226,-0.11729912048600526,0.03709262904650025,0.07258336150084306,0.03307100533930521,0.03892116259480267
ICOSLG,-0.011969164213176047,-0.016115469487367234,0.020238315212114583,0.03092707240378509,0.10067640444161849,0.03609985019394539,0.040884841486805996,0.007834006734862396,-0.04127913205214049
WIF1,-0.02341506103228574,-0.03461919805756821,-0.01039990465138052,-0.0473408526586904,,,,-0.017772774417090305,
NPPC,-0.03891714788559766,0.01603014546201953,0.035308263213990575,0.00919993102950249,0.21441681757239892,0.07589946396706394,0.07937228334176677,0.010891859581719652,
LYZ,0.08785774976839508,0.017788594640528895,0.04006983871424266,0.04230615609161872,0.020250259235248185,-0.02343402247586911,0.02139677185772995,0.0012418838082581816,-0.03604816838335673
EREG,,,,,,0.003030049370376866,-0.039678661830462286,-0.007689740857713064,-0.0022814370150811523
SPTAN1,-0.029926889572495938,-0.01650771125438154,-0.004323685870718458,0.029864261884267492,0.027635664886345477,-0.007609539491009903,0.057208694410382295,0.008504947478774458,-0.014629021219684903
PTH2,,,,,,,,-0.005563067573333483,
LIPC,0.13536931106313627,0.010105307857824703,0.009176037252778917,0.01896598977045859,-0.04040163897811294,,,,-0.0106839434566705
COL8A1,0.11828101080176667,0.011097974629473338,0.032799496831460204,0.03642697062018342,-0.16060214852311538,0.03250982375350662,0.012442708075268042,0.019396376327133504,-0.05066544220648386
GSTM2,-0.010157754450964302,-0.034567706812943744,-0.03204221673985341,0.078702360783243,-0.040691487265064774,-0.009429637725813855,0.06845395600681578,0.0595062598519764,0.04091330093635954
IL4,,,,,-0.038620111007272216,,,,
SPX,-0.025766720992091454,-0.04786821359494762,0.03119542649625279,-0.021897347241785613,,-0.020116138886945658,-0.006121777984009555,0.01609928335507877,-0.03678450644766179
MFGE8,0.01923337046720798,0.028225739035195922,-0.020387544990361838,0.00896988534742572,0.05622973002612751,0.034095582111607695,0.02205271317923313,-0.015198944422627734,-0.036994864872396206
TGFA,0.024180303926144984,0.026887584630999,0.041229466944320156,0.09190960562338166,0.0686428828636235,0.028015480894191414,0.05202966622040717,0.07529854331921856,-0.0015884097977061785
SLIT2,0.08305223185351522,-0.04535346154453729,0.02490370406319348,-0.008100089679136615,-0.009462466427914883,-0.021317492312810753,0.042451925987603945,0.008259965694139103,-0.03249514717992059
PLTP,0.013324079266837437,0.0679666685667511,0.06118143559663738,0.019031469705579947,-0.030706829588937473,-0.034875536209836806,0.010921547792450524,-0.05849485469649283,-0.028342952234393134
APOD,-0.0057347772780126155,0.04024700763528257,-0.027335698606263482,0.051660163315474884,-0.06762594719636374,0.10307867145882524,0.07873207910641195,-0.04120969214751288,-0.04177064980327121
B2M,0.10899256094888388,0.056494529694042304,-0.018689406909965598,0.044752523137717694,-0.000440852651042988,0.022248655421728776,0.11642913433173047,-0.05648315202519556,0.03289671220129498
OMG,-0.041669035157583446,0.02828300615053375,-0.0039011343776636093,0.013126046909147326,-0.0018153238273704918,0.08151142571618265,0.09514971944383607,0.0532852515261911,0.04356149104560264
CXCL3,-0.00013853182289861197,-0.017920455058184678,-0.006402528037181787,-0.013210700358605288,-0.023326875604810532,-0.009257322912305296,0.002445160014285433,-0.004633665494572309,-0.00770044389763813
CXCL10,0.013931198642509836,0.004204172047454772,-0.010862096966343823,0.07547070264778931,-0.0832416911449342,-0.020602603655171612,-0.025436312099622074,0.01725941981163915,0.054415994629828
RSPO3,-0.017040437227167086,-0.022412344854873836,0.007188108483335467,0.03386344588138138,,0.013432146931100723,0.10161547473397259,0.03270926243321475,-0.014857030947976788
CORT,0.0006440364270339258,-0.03878958412552311,-0.038995141814607455,0.04164964523662869,,-0.02275012283281517,0.020461755087572454,0.0161936806881558,
NCAN,0.008245599359455723,0.044851992516501286,0.015912317977745182,0.0121054908948166,-0.019660373463931444,0.1019890735479543,0.09201041410457797,0.08401357734537584,-0.01097744068028716
PRG4,-0.000792943754741251,-0.019415179784418625,-0.01722310901263333,0.06800926970779766,,0.0369063989620415,-0.015188427344381767,-0.04559106518354973,0.018094647386999202
ZG16B,-0.01739577004732238,-0.020961806582021493,-0.009207362886350112,,,,,,-0.018525118680221567
TGM2,-0.012040073278898963,-0.03755491022486791,0.019191378126967498,-0.009006302990374297,-0.028738931528420768,0.0014881157186483022,0.03522841764862551,-1.569731012191298e-05,0.035004503543195335
VEGFC,-0.008969963444082624,-0.02559769554847955,-0.024793156636533472,0.02367002949331072,0.08868869832882961,-0.0256765843564346,0.0364115597571217,-0.03263037177563507,-0.03980280765186163
WNT6,-0.0032714429456128617,0.02103281037142281,-0.020490657698756486,-0.014375720632850116,-0.023972484408832182,0.07860535234669036,0.021209929802673434,-0.025373764819255174,0.07257507029389204
NRG4,-0.011554148379945825,-0.024182838086747,-0.017688834909469545,-0.019216229664737666,,,,-0.025246868515151778,-0.014857032613095494
PMCH,0.038377685369724,,-0.013477029107303687,,,0.022376658865116982,-0.02784350232958437,0.010587841636255845,0.08981556301227557
COL9A1,-0.0348968157524245,-0.007358092585193278,-0.024676935075396696,-0.021896436867224322,0.01751000902858005,0.0600239313278179,0.1303048982854206,-0.006397974838731213,0.025173971029295052
GDF11,-0.021744669133060023,0.02125938434423854,0.047935040855583026,0.038927445147754515,-0.0314933922161823,0.026280116701127617,-0.004279581257636896,-0.008679638109920921,0.007305640100639622
RAET1E,,,,,,,,,-0.016298059214501552
IL24,,,,,,-0.015119865419468484,-0.018661695060120935,,
SORBS1,0.06987346619617615,-2.471661893229506e-05,0.005803706233166885,-0.02582180358998147,0.05204587191207074,0.03171376257115297,-0.021111893499407636,0.002393672547046591,-0.0493669717976712
DLL1,0.04285587517818518,0.006932416200639174,-0.024334573183112093,-0.00715241043629258,-0.05375237208217179,0.07131324782215005,0.12490209010698378,0.08224565574518156,-0.04870397686214989
TLN1,0.056930372847068436,0.005177679414821425,0.011018534238113161,0.01881932077764067,0.07877754892613259,-0.029763514307967247,-0.05799549014676836,0.03298342463486317,0.01658284556098417
COL2A1,-0.020548768319434516,-0.017920461156714144,,0.03633930076995808,,-0.03305400790703213,-0.0403890418230233,0.020228847197736953,-0.021622001567111707
SHH,,-0.014087659919077738,0.020497235859343817,-0.012799907376787403,0.15203975845159934,-0.0292032178563841,0.042855048350876654,0.046908985811423706,-0.001047766504145397
PON2,0.015175120621148579,0.044302306599889055,-0.009178382200570458,0.018353807397283435,0.03167551342050945,0.07445260163399187,0.09409203375253058,0.01650763723305831,-0.01945715973768868
ICAM5,-0.033810689319163235,-0.03501833233915327,0.007953614762221608,-0.010953857612008372,,-0.011309852633420261,0.02624975615267105,0.008854706433017157,-0.005161534728194014
HPX,-0.03134725865921178,0.03247925934168461,-0.018068879011719927,-0.012332850656670847,0.05369070508182332,0.0631184064964301,0.06598441360578736,0.0006584803901692515,-0.034286168655358024
SFRP2,-0.01667826709369396,-0.014302193763548823,-0.015059229083082064,0.0019318575862568466,-0.038620133738462445,-0.023171947709519324,0.039163002572557296,-0.026535035931828776,0.02126380277143258
CFC1,,,0.03598508484621853,,,,,,
CD70,-0.007398265251206102,,0.032152302684884185,,,0.022975098387710717,-0.025258079174717934,0.014255376742205639,-0.022667087712750705
HP,0.04714980999080608,-0.04103653384179573,0.03158247475557554,-0.013780700590379504,-0.12562032437652204,-0.04075869203246945,0.07729024310639739,0.012177939445346238,-0.022224495811825104
CXCL2,0.005441969468956012,0.031588139038619824,0.008972779241817087,0.15177622603581525,-0.054681093380462856,0.051358213459617746,0.029612612526449224,-0.016486289749833016,0.08021526130715857
NPPB,0.004632350266069106,,-0.010146533410954308,-0.016471761516689335,,0.04113709192811119,-0.017216229636465498,0.04730321244624502,-0.015070804954988587
CCK,-0.04217367807709717,-0.06662227942832623,0.002639807272035865,-0.02077171251815833,,0.014029783218036308,0.049548004061089786,0.08766737062458799,-0.019550902471908316
SEMA6A,0.008788362680589473,0.04137706245347075,0.03605039391543545,0.04564151146400091,-0.03420028142350809,0.08448938474624258,0.037377053275093323,0.04094167288538013,0.03945047678199893
IRAK4,0.024740625554352164,0.012200603093655782,0.011529390123262803,0.02547047305118292,0.027438421129422512,0.0538778625369867,0.0755731277760482,-0.08614429107539658,0.0686873015442514
GSTP1,0.020059675675183224,0.04011880149633956,0.00752025019894791,0.028416781329452794,0.04610923826321028,0.06998385792448515,0.09596125463891608,0.01702480064405324,0.002623077663704466
VCAM1,0.04355322071090736,0.005822938005464401,-0.022830702864659783,-0.01354032242618909,0.050628836173375366,0.03624551563167044,-0.015348679281806565,-0.002925268200504384,0.01535720966504493
NXPH3,-0.0181124378753854,0.0029867401290669636,-0.006405244967514224,0.023709261128538803,0.0786826359594001,0.05581967455616145,0.06001270412793966,-0.004288794589983768,-0.0019064658406384954
MTMR4,-0.0006280292903195635,0.03825388719197292,0.0033651591154573186,-0.00435664126316638,0.037220119917526696,-0.014396171041117574,0.04995880354505434,-0.019723720442329038,0.04262445841742496
LAMC2,-0.01270269321221339,,-0.01277335357465853,,,0.004233214506469641,0.09394379880891826,-0.01410955673430096,0.03369063695577257
IL10,-0.013881266645965246,-0.023515646243153304,-0.008206866801845698,0.12178287306379619,-0.05256052818073939,-0.009844953965806012,0.09478315833502948,-0.03513568280913527,0.030276401959489514
SEMA4D,0.0253360579037334,-0.03211363861228062,-0.04831520646677273,0.005716979356336156,0.008528486804741898,0.08077440434422514,0.053140592139394344,0.06344405019290031,0.012405740749384766
TRH,0.053420138266554854,-0.03712610272923262,0.0023476147542401465,0.0684244025724926,-0.07535150176668913,-0.03530088771538663,0.059935039883252994,0.01450636025650715,-0.016880312219982947
SEMA6D,0.00838463806108218,0.05932602220452553,-0.0017978999516270954,0.02818414527445399,-0.040644223326139844,0.020642925112090576,0.002361759095494151,0.023858505869684975,0.07860077663775926
CEL,,,,,-0.049468110028518024,-0.004340979695687621,-0.016773934783415583,0.038567219105573904,-0.04830529500309158
PDCD1LG2,0.06431977259404158,-0.01649487219588121,-0.007742186835465078,0.0024210938243234685,-0.08359095540761613,0.02732977772440133,0.052348756737449494,0.005748920845172114,-0.02329113349037441
SPINT1,0.011890812595250195,0.06105321900926632,0.015825676031031327,0.009763627665415817,0.058497105441217126,0.08627592409994968,0.14745235225833977,0.044582374736650075,0.03148268739957772
CTHRC1,0.057209221454654825,-0.015962805055260005,-0.020412832777641204,0.008244887875440508,-0.03596767588993314,0.02973771254743219,0.08081530278007411,-0.06324841771211233,0.05123367343291063
PODXL,0.10727845611302873,0.0005616720742074756,-0.004739388914045482,0.003565748974765736,0.08961390732927137,-0.038448898489738655,0.06724732548702451,0.043986003008487276,0.035835282415980385
JAM3,0.07475585785292567,0.07230343895521049,-0.0009591858475444391,-0.011152509808036018,0.12468220882794938,0.014753202700638962,0.021658617747778122,-0.003051037362697121,0.043039011693760836
TGFB2,0.04216970538678844,0.004400745647315079,0.01697097883706294,0.03558326989527714,0.03336885942205094,-0.015398355902951083,0.046330617480494475,0.021964123887423685,-0.06957023804714654
COL18A1,0.11324273006900895,0.0682025659546453,-0.006968280809742992,0.027322854492335864,0.08602408415540161,-0.005089997064807268,-0.021872712136542165,-0.07161153226512577,0.018404449444090736
NODAL,-0.026100477331862503,0.022117338363711575,,-0.02264494381255139,0.16336436886404715,-0.022602690363895065,0.08514244056185892,0.030166135619958123,0.08708021970001614
INHBB,0.00026397420059482806,0.007595207011639454,0.005667881329871123,0.01486308088385422,-0.03801070486014245,-0.025142927046290103,-0.02991357372269886,-0.0721356898730152,0.021585637156016933
LCN1,-0.012702696070371085,-0.015726244143259592,,,,-0.024041614643396766,0.017465252402277493,,0.07990133905844418
ARF4,0.11350298881602408,0.04426741426194852,-0.0008550737125370654,0.015746861560594936,0.0033054824857834176,0.056187482827802004,0.09134258899098051,0.045160008073085914,-0.008873567361069925
CXCL14,0.05273360667948711,-0.08481949347612387,0.01903574613651601,-0.01635774040536039,-0.0993370176807406,-0.06292853805445779,0.0036640006379335404,-0.047546561348449985,-0.0011201820619883918
LIF,0.015700033633139193,-0.003945875403781637,0.019233618456261703,-0.014437928354938444,0.08161338355954063,0.0011880132923327476,-0.03680480329021089,0.020043180867472334,0.020384814045042443
IL17B,,-0.025972125832698104,,,-0.05093066099458744,-0.02092129101958282,0.15495968911980873,-0.020073857762424204,-0.028834109157964475
MMP1,-0.01751276415130216,,,,-0.05293614327303512,-0.0068517473270850345,-0.03588128468635663,-0.014536103356287633,0.04874554633080421
MATN1,-0.016678269366508198,-0.016487897835807137,-0.01027396591417201,0.08739339552131976,,-0.030251295750777056,0.005284307790995962,-0.020688265454245926,0.10204831535061941
ADAM28,0.04990615880104222,0.0683534656942069,0.014715640314364373,0.08599462854619547,0.030539085417452386,0.028629638337088894,0.028303138772004233,0.07336304608766162,0.06539567883125945
TCN2,0.0557022344313594,0.012503817335082344,0.0342398590916709,0.021528322744086517,0.05134623472666716,0.04727854451681131,0.025746012132696117,-0.05611092004174073,0.037956004334209245
THPO,-0.021732475553752354,0.0034018956944924287,0.05829336500870041,-0.013411572932231055,0.04357773277825857,,,0.022751789349522402,-0.02222450257744356
CUBN,0.08470592629594723,0.04633246625933329,0.03202855204517821,-0.030863299410804453,0.050677323533777685,0.059271188747358934,0.049833531685822864,-0.03016728261220478,0.03019171717672706
TIMP3,0.03436619863554686,-0.0041450680694400536,-0.02330832685296227,0.03675192506141383,0.009946077320796885,0.07910696497234916,0.006644086999680954,-0.06714942908164802,-0.007715048683583717
PIGF,-0.03789120795719843,-0.015590409763860882,-0.003874963499328048,0.09185394688181206,0.04063097565093929,0.03937235898947216,0.11009315569343116,0.012028096878737212,0.05472726249152311
CRH,-0.01488272081047483,0.00839911601278882,0.0009889013717211863,-0.018343577414391517,,0.044957527668004024,0.08165857488185062,0.015849275898140152,0.07253027688655408
BDNF,0.008086852836356396,-0.02956808521291146,0.016280798775349728,-0.015104875709983772,-0.019435106277318464,0.05588029562186371,0.05658545920019056,0.042328140826136264,0.03648165758553971
CCL5,0.023604933398024292,-0.014332053891341826,0.00904561826431181,0.0005541311353811848,0.027893815031029737,0.007149921279385343,0.0012310114219180434,0.007453553838801713,0.039362476537875175
GAD1,0.01030244462610938,-0.03429098651299316,-0.02148676579013423,0.008537924867494967,-0.07306984742934201,0.03938130478015242,0.09766861626196727,-0.00879381891033971,-0.005264859753237576
COL14A1,0.019510603876802268,0.027481337745678066,-0.009967665098173472,-0.012174911409819241,0.05073317124008942,0.03093136332112176,-0.03337123063941717,-0.06531499730192725,0.0014741111435624247
HLA-A,0.08281846877672755,0.047504504389959866,0.0316366431779263,-0.020524203114080545,-0.02592833213597377,-0.045838530140796765,-0.10221705648953709,-0.08648205584589652,0.036219134892291414
CD5L,-0.014882719088657393,,,,,,,,
FGF18,-0.013466170812705049,,-0.01100895923966196,,,-0.024733977312335825,0.05308572810094978,-0.025119420956796895,-0.01688031357427715
ADM,-0.0326664035860194,0.08034665453821484,-0.001131647213178928,-0.013294521961393297,0.06261034223941117,-0.04621875326912102,-0.09820006197694922,0.028024067707414783,0.02922955283069907
CCL15,-0.02483049850501345,,,,,,,,0.09842600970465058
GNAI2,0.06715822174980773,0.018613977048674648,0.0013091505359990158,0.0248495911012845,-0.11164611328506872,-0.0057764852260796425,0.05206971337417071,-0.00616686554979739,-0.014301136929921361
HDC,,0.02768630940850965,,,,,,,-0.0309043832403504
COL11A1,0.02632138010197054,-0.0285916356037007,0.005035569269219237,-0.005572892764890803,-0.041185142492166975,0.036084257008660976,-0.03999341207102708,-0.04818040318473538,-0.005007037579454955
NUCB2,0.020293363578759025,0.03410061474787096,-0.01674090257036567,0.024142661176396338,0.11193931707766173,-0.025166582638447565,-0.05785640783641657,-0.011727334229864382,-0.028667813576199047
CXCL1,0.03580596554727695,-0.019759351584296054,0.02872249715114258,-0.01819441458387917,-0.03676408601377806,-0.011065716927830265,-0.03621902971092836,-0.03167340472254787,-0.011789351774902989
VCAN,0.0442706631336677,0.03325122027056567,-0.03502646855541894,-0.020621464446040304,-0.11122240143413863,0.055392521003545254,0.024350841950696697,0.025697487516838088,-0.042963261847009354
MMP7,6.042949504355007e-05,-0.0114788612902203,-0.01014653335551743,-0.020728952315841626,-0.07007946423114705,-0.020989648997867427,-0.033399358207990844,0.00533215721719976,-0.06141198548804531
PTPN6,0.07699250280090766,0.0652901682251349,-0.013770276413479656,0.06689915882530394,0.02809122797408659,0.019543417988512297,-0.005214570090817834,0.003249097090787083,-0.05381252472881892
PTGS2,0.0499913312538544,-0.040250279370382246,-0.009495076096608634,0.011515434805663208,0.02084819091035416,-0.015930267299124536,-0.10041521754591103,-0.039909473879677894,0.010569104415796846
XCL1,-0.016308798195955012,,-0.016665301388947333,,,,,,
CD58,0.06382678944121205,0.06368599351044334,-0.02889139455148678,0.03533708765569832,0.06107952350068213,0.054177244064648564,0.06286467344710636,0.06263892064254695,-0.006648269295278152
TNFSF14,-0.016432795465366076,-0.023917894447566944,0.00654490024241809,,0.026230066181188377,-0.019785880913235212,-0.02626741155838292,-0.020989370375164577,-0.03511442935161365
CNTN4,-0.016522736340967157,0.00229089972319512,0.04305975334505731,0.00017564270762152477,,-0.0071155056337968235,0.034330940028072965,0.02539131636550892,0.0076476579768914085
INSL3,0.07972062382186373,,0.08343911928090972,,,-0.022004367240817863,0.07316717334034863,0.05258347075414202,0.06095900396211012
BTLA,,,,,,,,,-0.019383367689280312
MFNG,0.10969664760370104,0.044921238650904693,-0.006550699235430043,0.02722903693163388,-0.08440561051330675,0.028561313713402994,0.09259907549720801,0.02271656112031357,0.00896455268961646
ICAM1,0.07673008924749265,0.009098703105320972,-0.0008103730993282421,-0.012372971032645081,-0.011984840969571253,0.018885424527301204,-0.020631301756378985,0.009033621858751128,-0.013270249815398137
PROS1,0.09296198608795724,0.0459057365262005,0.0378990217624416,0.018481761611166766,0.00533641906153606,0.0005459748832134775,-0.06825082782100395,-0.041202335429721196,0.00940350145263329
CLCF1,0.047052594845112296,-0.03764426464985585,0.050064015701010815,0.0200160839859149,-0.016495629291020577,0.05417364528311089,0.009008865607017066,-0.02509882976589734,-0.010384596271087669
