,UKF313,ZH8812bulk,ZH881inf,ZH916T1,ZH916bulk
S100A1,-0.018821763574259923,0.08078614061813343,0.09503289563096148,0.01250114918355901,-0.006100905718672948
C4BPA,,,,-0.020291301252313917,
NPTX1,0.0850908700990999,-0.023319528795953108,0.028327093495611997,,0.05756008087941583
TGS1,0.14293576990244397,-0.05721209088550196,0.017400740768509077,0.03362619913030114,0.06191993981164794
SST,,0.12294657414485673,0.04232680161535456,,-0.0674998732895518
IL34,0.016403985277378786,0.011340200959266104,-0.020207318092249005,0.016804303838867513,0.012338718353892079
DHH,,-0.04107395121237219,,-0.015742286473824706,
XCL2,-0.020492075805526377,,,-0.02118039211622137,0.005212608908303327
TF,-0.030415259272885197,0.048669213756473005,-0.041467442870208024,-0.03720020931322153,0.07909770895209345
IL33,-0.0323456441044332,0.0004884379863185253,-0.06957057621127913,-0.02429153313841745,0.030063610739716022
RBP4,0.1340225108720616,0.0349419468563792,0.006679585118231049,0.05248608820807642,0.021843133897963087
CCL19,-0.02420355503558465,,,0.0715546106034434,-0.006325461266004307
CCL20,0.05617426761446404,0.09669923890387659,,0.08524277341033909,-0.015804072419842018
NAMPT,-0.043313307130924135,-0.024304519277969734,0.14150005820291953,-0.012797467441101407,0.048437530438250886
