,UKF313,ZH8812bulk,ZH881inf,ZH916T1,ZH916bulk
SLIT2,-0.03185714629331529,0.017405435558171176,0.10702596329618186,0.004885833940622694,-0.02030670212200263
PLTP,0.018884324604543964,0.0026586623527523304,-0.08245172933085446,0.001113884396960033,0.023102655121053268
APOD,-0.004397211736368539,0.01375288160798061,-0.008614923818656339,-0.0007491809000926593,-0.011892029108319845
B2M,-0.01077500651419462,-0.041587327646009586,-0.15199518046308286,-0.017696950020863043,-0.015435238714912407
OMG,0.07917960085889976,0.09436961064682232,0.0038973105051123657,0.09646478141788237,0.0706204434195874
CXCL3,0.02535058643882258,-0.02596917436237739,0.07332750640778592,-0.014582957380246557,0.06606828695339495
CXCL10,0.04925156091973807,0.011933525152211598,,0.03862007723558975,-0.03020340499839878
RSPO3,,,-0.014348319985435554,-0.0006682562944889787,-0.04663736035538669
CORT,,,0.022804507633537585,,
NCAN,,-0.00601570818449735,-0.0305304043621514,0.014022247431463904,0.022917745665994815
PRG4,,,,0.029224471964959284,-0.02571709920627377
ZG16B,0.0008296043839832627,,,-0.009508417323761923,-0.01576255072599479
TGM2,-0.028795030832290083,0.052313287112028865,-0.07831127180270772,0.012723032647224177,0.025428693443623578
VEGFC,-0.015717149221893937,-0.005491153940921949,,-0.04337590823943613,-0.02575171907211401
WNT6,-0.03139276983145981,,,-0.0032516677834869166,-0.01628744400641668
NRG4,,-0.008244999362461187,,-0.020591701548553488,-0.0034727248788439203
PMCH,,,,-0.03442906715621341,0.12015105078858576
COL9A1,,0.013656578835153222,,0.07175883616478941,-0.004581892078733953
GDF11,0.02760503803551511,0.01425689045019665,-0.00011483130955685174,0.03754550414673245,0.007292392020914063
RAET1E,,,,-0.022588950290777086,
IL24,0.004101432481685892,,,,-0.009176382522379118
SORBS1,0.12714768472445942,-0.011546454053738671,0.130559459165184,0.04702924263488911,0.0356439642273922
DLL1,0.03901078599026327,-0.02107268902056036,-0.015596850311286737,-0.05387418862907467,0.02193266253818822
TLN1,-0.04453142314455176,0.020620104731538916,0.0030385233183427575,0.0363542310966075,0.009884513248152932
COL2A1,,,,0.07926956230761562,-0.0220676149960487
SHH,,0.011664854672005905,,-0.0002881014981738179,-0.03218110399009054
PON2,0.042626802125129204,-0.03954214663398009,-0.09093395313113421,-0.004836513772475143,-0.03382724187438261
ICAM5,0.0063779389559455455,,-0.035081922301517944,0.10428839595480785,-0.01996101638018008
HPX,0.04261460733333097,0.005921496680400901,,0.026392498987814435,-0.03908929486698195
SFRP2,-0.017471827293379368,-0.02336372361831202,-0.017387323150247016,0.03172945323355371,0.02320378385229366
CFC1,,,,,0.16107150199570444
CD70,-0.0607725830132667,,,-0.005621740587681726,-0.04302870781808915
HP,,-0.02129308618132562,,-0.030802933313937804,0.0679481666383627
CXCL2,0.0033148019925390705,-0.014844310453935555,0.09270296774890992,-0.0006444387003175953,0.004430870402693468
NPPB,,,,-0.020887987918667392,
CCK,,0.1209672186195844,0.0037017567476485486,-0.027097359155795312,0.036616581688442916
SEMA6A,-0.019232289145943306,-0.036815420086517496,-0.05447827848719538,-0.0069152717879530905,-0.03831812774536938
IRAK4,0.018421436989973974,-0.09143229559883916,-0.05501798836608586,0.0006288309067387257,0.0381101706683421
GSTP1,-0.09192951260722938,0.07050360953686571,-0.050996690152763424,0.028757654118833326,-0.03593145848990955
VCAM1,-0.002896693875501994,0.05987003998311939,0.03273880074401545,-0.022192748950704323,0.06108638242716224
NXPH3,0.09194170211222563,0.01373939350608006,-0.01791700929839758,0.017939832635581368,-0.03805442671225137
MTMR4,-0.011764692146164398,-0.038690334463915885,0.04975322182096478,0.05249635694837855,0.027903574818756743
LAMC2,0.03317046601050706,-0.02659335563652197,,0.015135988807470838,-0.02358663534705332
IL10,0.015193587254284577,-0.025651845397954162,,-0.0009599014586514025,-0.041030778932394436
SEMA4D,0.007684968255640602,0.01429034390499172,0.060059494734268255,0.02773905766947517,0.05443870819073258
TRH,,-0.023539777355713876,0.12425770033381688,-0.005710582445041244,-0.03799931305298737
SEMA6D,0.007832245864226017,-0.0419553142856042,-0.054345631096420294,-0.01922534458590755,-0.00239222955364632
CEL,,0.060341331342126374,,0.03387771865836913,0.015136632230765758
PDCD1LG2,0.0350536460278802,0.034829942864234145,,-0.021373074273364094,0.08043294522252896
SPINT1,0.00017933444877083664,-0.014842293520484042,,0.03777540680217342,-0.05443905909582268
CTHRC1,0.066938844874044,-0.05204749986701986,,0.029474617551255657,0.06665015548981612
PODXL,0.016219078728861885,0.017349177348981355,-0.09614381710319596,0.0040860459769553915,0.016177951735188472
JAM3,0.03304540071929282,-0.03865645646418946,-0.03444528818818728,0.04785988088066119,-0.021165029892122635
TGFB2,0.12541021854216391,-0.029692752407200537,-0.05148344504499978,0.03648535238595621,-0.01660761120890353
COL18A1,0.01745470614177564,-0.05737531150398198,0.06670150212642965,-0.01555338372558643,0.016543724962496037
NODAL,,-0.040004943434157725,,0.005988859619976414,-0.004547427966885748
INHBB,0.026161050709423594,0.04824564316202816,-0.11128704569840839,-0.017295996957235087,0.06826918269636612
LCN1,,,,0.10102418309680919,-0.01654401233233653
ARF4,0.04637426350723853,-0.03354362984535035,0.0851018736429934,0.00627460845276745,-0.0033704288750264775
CXCL14,0.03112516436253366,-0.04805498498458162,0.07254091443724792,0.08260809657566645,0.08929331672808605
LIF,0.0023620154550763844,0.04510401668117976,0.06006687932911528,-0.01688980733335973,0.022555795922219422
IL17B,0.08019743503870815,,,-0.019426420793689534,-0.018705280379766674
MMP1,-0.03416351413399476,,,-0.007489674733701905,0.013856081410740226
MATN1,-0.017703539589683282,-0.026900464389168148,,0.0022874451367720563,0.12762992074063653
ADAM28,-0.007760146524483717,0.021936723662583594,-0.026762326584463116,0.020659656857270125,-0.03785708144714573
TCN2,-0.023910624464225778,-0.0482329849749204,-0.037697963712472034,0.0358029523009346,0.05294358085162509
THPO,,,,-0.03080294269101865,-0.0255454451526505
CUBN,0.05829598610474049,0.04556047339410568,0.12735355491729727,0.030402762888672753,-0.01143544222021388
TIMP3,-0.026369566487533327,-0.03456432720909668,-0.0037497134840291167,-0.00838424743071376,0.04021284579673901
PIGF,0.038561600023860935,-0.10494367993229668,-0.026164285137441682,2.567099867262363e-06,0.07315422351294767
CRH,,-0.04534039545356918,-0.056820527550629475,-0.03508364748399732,0.061437756697564565
BDNF,-0.013466758054648746,0.06650543338336225,-0.052554008797365694,0.01905749271719021,0.000736162591713976
CCL5,-0.028389681685742713,-0.0026579397443006795,-0.054076580827912085,0.0336198437942525,0.005939098530416354
GAD1,-0.011028476357693313,-0.04211026930460693,-0.05580621322390681,0.07321081090014772,0.048092987159023486
COL14A1,0.040645801428704414,-0.035301231161292364,,0.050212094683581524,0.016313509506089372
HLA-A,-0.09823979106506635,-0.0436884396497438,-0.05235239984345166,-0.04033110758048872,-0.02699048913990181
FGF18,-0.018382135661726376,,,0.08237768289244307,-0.02340150620855524
ADM,-0.040657414633803526,-0.07237667527893066,-0.009555697741987614,-0.04488792123901543,0.002673622335504216
CCL15,,,,-0.020291304859987817,
GNAI2,-0.07734742858477349,-0.03750533479604957,0.0039883230971570136,-0.005492358928331027,0.025102272605914043
HDC,,,,-0.020912990523257607,-0.017046302119947607
COL11A1,-0.024844734867124674,-0.02446791838111675,,0.01026477614251455,-0.014010787167835707
NUCB2,0.03943074030771256,-0.024408360256432355,0.007013477052726966,-0.00946846873105224,0.010049744792520682
FGF16,,,,,-0.016796914733783294
CXCL1,0.009645228896918441,-0.04043532618398986,-0.023187338938969074,-0.0510452035503982,-0.04418016128534115
VCAN,0.08243443027540205,-0.01188342820494744,0.0019855076600082512,-0.015014674238779863,0.06947253915760966
MMP7,0.1099607946192851,,,-0.031819837101283444,0.12280009266027424
PTPN6,-0.01591912214580954,-0.03338272394047221,-0.06741732517886803,0.01539150557137745,0.002253248331319219
PTGS2,-0.011615591773462339,0.016436602760699425,0.01633034212208455,-0.011783539709006098,-0.032117699942341184
XCL1,0.1713386271668766,,,,-0.013665063394973134
CD58,0.028053000397551778,-0.01667735180286295,0.041146307382332464,0.05263735600177937,0.05125858384228177
TNFSF14,,0.03304688520745191,-0.058855039148074835,0.04280728215186249,0.040571634578694525
CNTN4,,-0.018160474718058373,-0.04120471231677591,0.017097419326176554,-0.014501310543445323
INSL3,,,,0.002841696564769659,
BTLA,,,,-0.011202396859003448,
MFNG,-0.021838759014219205,-0.019659428105693797,-0.06291609968420342,-0.0006713482427347216,0.10003353915410236
ICAM1,0.05355988751115757,0.05688536405815925,0.038930147965706555,0.0388405982803129,0.0030308528248320986
PROS1,0.08301527744051958,0.0005139043331625177,-0.07575083079608257,0.05122636197113687,-0.0068863065480018705
CLCF1,-0.007314238415810064,-0.02732053243155521,0.02562694515435755,0.022587085869775186,0.02315873448832812
PSAP,0.041741234955611245,0.026039223441321212,-0.016030069984637903,0.06817532061299914,0.024556542002836815
EFEMP1,-0.05465064787698885,0.007885790874270967,-0.07388282614587874,0.021171960328219584,0.037709457988160756
C1QTNF1,-0.05315871180174563,-0.05570521215776929,-0.04839001185565199,-0.006647695345001409,0.0005056939469225975
ALB,-0.016758578526983894,-0.02233466162075988,0.01558465792419752,-0.03141637115426705,-0.024134503561168235
CCL13,-0.03194014888125552,,,,
EFNA3,0.011422173795786705,0.04746599127373998,-0.07175627376036924,-0.011382016672318,0.07788143766313947
DRAXIN,-0.043014220193175585,-0.05955547772068448,-0.06309624324880546,0.031843864120153935,-0.015000914972842823
NPTX2,0.002188445314620579,0.05789943431518472,0.009271780159457716,0.02945650726754647,0.018951807684004857
FGF11,-0.015930262014131353,0.08234131238829036,0.002290116857667546,-0.02439159153386285,0.020247022725125442
CD59,-0.06557632947429011,0.003742767305671255,0.03894051515991182,0.0033589386812531274,0.070135710987751
COL9A2,0.05043611519855794,-0.03414352613231457,3.294994303115939e-06,0.032785723555878596,0.05544042112666969
DLL3,-0.00294451783441073,0.022889418591203962,0.009929992641772162,-0.01651506786452576,0.006007874918179521
FGF5,0.06493694570992968,,,0.007415431084095409,-0.028813355019088393
LIN7C,-0.004707400040215268,0.01183153424448276,-0.05474460757967077,-7.66026088098842e-05,0.004777799133515499
GDF7,,-0.02012009831076035,,-0.00787109504037632,0.05242144492498935
PSPN,-0.01585731699369334,-0.03614587566073353,-0.024772141231905093,0.045186467087965886,-0.02475750005166035
ANGPT1,0.02089314193746162,-0.018523269130580163,-0.0016542689031679933,-0.018455278649072798,0.02989202931067506
PNOC,-0.016758578526983894,,-0.052554037212873515,0.04627268081512957,0.022275087146795533
L1CAM,0.11761514727498112,-0.03126711649222196,0.02916162713609143,-0.034898901270984925,0.05042725272701465
APOA1,-0.02336997017617007,0.04507524291441284,,-0.042106169295898575,0.007087409471326311
PSEN1,-0.017617314387380848,0.004154701456174576,-0.0204961752907699,-0.003947947979201586,0.0395946237293607
CALM2,0.03676629437178756,-0.006227097223066226,-0.08910495161852386,-0.003449174959446481,-0.02126321651979682
CLEC2B,0.041350228460568746,0.055278042400020905,0.04667881570264257,0.01722936573876981,0.019084644770360017
NTNG1,-0.027462471487742283,-0.06740929731355637,0.000729700354478032,0.05583264334460183,0.036724559976978925
LRIG1,0.026977232699957707,-0.028238034253392972,0.007971287309929406,-0.04755913163190305,-0.005230417469868123
CPAMD8,,-0.05393323475622991,0.020252896956269785,-0.029111664374755236,-0.018476752546670836
GHRL,,-0.033296208299824125,,0.05171852930056295,-0.016287449621314325
NPY,,0.15115652486300665,0.052155427119159506,-0.02254589766419755,0.05309139119876746
MMP2,0.010310705138409886,-0.019897128070025635,-0.1081505661524853,-8.203127800155683e-05,-0.004944947322956847
PPY,-0.015500937833567803,,,0.02567579283567442,0.06280526660994452
ALKAL2,-0.03951997351552234,-0.047454257907986575,,-0.006539494005987999,-0.01771712716077884
CSF1,-0.0128884642976562,0.03270935346493973,0.09953683066815987,0.030766199273449948,-0.0013786562349619696
SEMA4C,-0.002569191096289022,0.044163105777684904,-0.01372007290225768,0.009536151627325696,0.07714358206848053
BMP8A,,,,-0.024937096109560044,
ICAM2,0.009780784650311675,-0.028501689459254503,-0.029375995187248222,0.048046518927410055,0.037963974594642506
SYTL3,-0.022998266127015225,-0.009594544029362393,0.01488745925178346,0.013692811542717367,-0.004384321375032358
IL1A,,-0.030258086701968313,0.07106805773559777,0.0010188170026398252,-0.02927720251768208
PGF,-0.03939442169302918,-0.052519440227767306,-0.06945034346805055,-0.020192273668684257,0.027775633569192205
LGALS8,-0.0312664057855755,-0.04750577693866777,0.018876821610135635,-0.056651681693150144,0.00845965337648871
DKK3,-0.00029625633518717484,-0.044252308455215945,-0.012107574231625264,0.004952001020526862,0.026186953425103174
COL16A1,0.008843204293801848,0.012177465715576399,0.019938596133500987,0.03314559832117105,-0.014173512861470916
TPH1,,-0.003062323618101405,,0.04849724608777443,-0.02354552102476027
TNC,-0.03389619696616567,0.061232972362427966,-0.06087524606560974,0.0029676453497013604,0.11198692626387133
TNFSF9,-0.01587122271520897,0.027738394367278558,-0.05921316635284411,-0.028752300203838007,0.0051134427475057155
C4A,-0.018382145637192013,-0.03664563547076992,0.015165970226915224,0.09360471449069849,
CNTN2,0.01948255681876701,0.02252900203006609,0.05643845790263299,-0.00268020622902633,0.08225628147896963
F7,-0.016758580878630566,,,,0.2650459624539097
LUM,0.022952719769551093,-0.03157338161061121,-0.051064585965117294,0.027278595789134562,-0.0035408262483940154
BTC,,-0.031443338231143925,,0.03768508783480678,-0.04652911748557144
APOC1,0.01619090231750101,0.05364926580359644,-0.10538259037304909,-0.008738213564420297,-0.10993260710447789
PKM,-0.11182629817710607,-0.016138765092338296,0.044310802761784875,-0.004019495306745069,0.06595847303349904
TNF,-0.02385607637430685,,,-0.03348451756840887,-0.017774867517475076
GNAS,-0.0044220883260155915,-0.05414053570339852,-0.1163728915138548,0.07832632385284301,0.037709238982635965
BMP8B,-0.03905831828716314,0.10308145972759666,0.008042603820357735,0.03318235296918329,0.03260056687131512
LIPH,,,,0.043540711682202395,0.06497009039530313
CCL28,,0.058722515734551846,,-0.019363709051036255,-0.02689259026410423
PTPN11,0.041179050507511354,0.012506916339549874,-0.045194635698716824,0.02524400823518524,0.045159857662568754
ADAM12,0.11206434955965511,-0.018995178272075718,0.009769746693426201,0.04297225405233989,0.0979124163631958
EPO,-0.015237548406502951,,,0.11661366648201275,
EDN3,,-0.062287988955203835,,0.018393049939571925,-0.010271828200230537
CCL22,,-0.03144333962270429,0.08793482682923316,-0.03181956530684006,
CCL2,-0.008278429334578962,0.036902772725444864,0.12407288188405644,0.025276993376664787,0.08238700601277305
DSCAM,0.013084449817878374,0.016072410025679496,0.019638431390374935,0.03822613079226179,0.0177631586921417
ANG,0.00443268853753809,0.007689626823439993,-0.03360026390361695,0.018578405756552462,0.05422139152090093
FBLN2,0.07290487901357728,-0.05411725675636191,-0.03949818155125317,0.04332171868335553,-0.0011860761792209188
VTN,,,,-0.007670813720858612,0.15359779573553772
VEGFA,-0.05805160358539491,-0.040065792529961286,0.0027601361222783817,-0.022148442382374924,0.011185476835821603
F10,-0.011101466214464416,-0.02720441033803066,-0.04953596977338094,-0.012613497199350995,0.020791021541841162
SERPINA1,0.04950455949184557,0.008276914346177937,-0.11740007381580489,0.010090519037494512,-0.08249653722216972
VWF,0.024022059491405408,-0.060335443993499896,-0.04401853692886767,-0.0480077205933283,0.010140128957372896
GDNF,-0.02053967377691353,,,,
VASP,0.011586457694357608,0.014174318787345104,0.05596328526781731,0.015308406596782825,0.02064094188371124
ADAM15,-0.042604475939264655,-0.03347522621581355,0.009177614802395328,0.008520347819728944,0.05664731118323988
WNT2,,,,-0.03215007906079257,-0.04474349625160173
CALCB,,,,,-0.027383286710308815
OLFM2,0.019068078546132773,-0.04586906883481255,0.040479617947929404,0.03704307554090804,0.03170748576012588
MFAP2,-0.004000551922154155,-0.02561574683645749,,0.021524719430239415,0.009760078572882781
HLA-C,-0.006711399512426936,0.011445010543864674,-0.030005148401468524,0.013397566374052048,-0.006935526817322919
THBS1,-0.010966582178234553,0.012253751792846365,0.08170812057807293,-0.029032739534826373,0.008832285626278004
HSPA4,0.004331010974234832,-0.07093823594990595,-0.029107251904818027,-0.015473883730531823,-0.023577784913909043
LMAN1,0.0583488661866337,0.05992012624795485,0.03722309405282426,0.015136842934047419,0.020325525094910767
LYPD3,0.09684044322857427,,,-0.03259483178513624,0.03308617534489474
APOE,-0.011072574894295355,0.0127855668186421,-0.05811666886197175,0.021806396187129064,-0.0669176740023077
SOSTDC1,,,,-0.034339627818773893,0.07948926756625548
ANXA1,0.001499792374695847,-0.01089901990560971,-0.008655732083678144,0.04980608208987533,-0.013823257495834494
WNT2B,0.03411890705145482,0.03387329640595489,-0.007855655458281879,0.008221217242119624,0.09966444995585166
AMH,0.01700325616390566,-0.02533086901195201,,-0.0454107931092624,0.028537245149077708
GDF10,,-0.031970401481060624,0.0012357231293002979,-0.01392072808818767,-0.028657387950888822
EFNB3,0.06731817813044698,0.0009663529064898236,-0.037600384598370534,0.02183609677065616,-0.033493297469459914
LTB,-0.0301311078716891,-0.06102676016641743,,0.0052315721034617655,0.036690051167944895
ANGPT2,0.028260597559877344,-0.046772460674154616,-0.0327224714627324,-0.04158121209798807,0.0786776678371023
NRTN,,-0.03197041295029157,,,
ADAM17,0.03037200157853792,0.011350238927890695,0.0025746550793944935,0.031664498590796814,-0.03896606905168235
LRPAP1,-0.0487338982965636,0.05521028081730799,-0.01800396758443731,-0.043522504207856215,0.059741054147929865
NID1,0.025633311024950974,-0.037665137920182105,0.030695882131879057,-0.016034560542229206,0.05197543645550905
MST1,-0.014624294733824655,-0.011326458621351886,-0.012249955771400882,0.03804709984255846,0.014027478160312828
CCL14,-0.023503987235796137,,,,
DCN,0.030555287987806455,-0.04934003645897958,0.03982489617756028,0.017986570662185314,-0.015950045024676274
IGFL2,,,,-0.0153177141200638,
COL7A1,0.004510402364896721,-0.022514132874377417,-0.036943566084335064,0.059317522967112866,0.026257588157404012
CALR,-0.05749880857953589,0.011430495309063721,-0.011484369786381315,0.017321099592820046,0.004544930778374205
PIGA,0.008317162008290887,0.00347767445628702,-0.06347549690352777,0.05993006389485216,0.017936464607307495
CD200,-0.009365136433960348,0.015527344735709827,0.03206449929275385,-0.004099839200680244,0.05274665452976351
GRP,,0.07072013997895524,,-0.024433374892175726,-0.026561234473472167
CDH1,,-0.016996088065535667,-0.07332248549597609,0.11675273951505082,-0.024936040844006323
LPL,0.012406744507614663,-0.04941801257442301,0.004158315326925605,0.0021749903590685396,0.0035959542130044697
SEMA5A,0.054983432025291636,-0.03219040349265228,0.07252111830052418,-0.024970807797251707,0.05836243087136326
SEMA7A,0.010975820061955636,-0.05140346174065066,0.12013862739137612,0.03125487774973481,0.0877642368991991
SEMA4G,-0.009902133017755417,-0.013782489602623545,0.03781303082253375,0.10485895237814855,-0.011404785700074731
SEMA3B,-0.025165805793175164,-0.014472844060096628,-0.06190513126177052,0.04436245046061349,0.05304960387822352
RPH3A,,-0.013901447938270006,0.060941731929646116,-0.02176982478510504,0.037629152715417266
JAG2,0.029450124951125402,-0.03308727664157209,-0.0494944279220438,0.013431631170168476,0.053995526592462394
CGN,,0.00566754674929539,-0.028616160017387423,0.015147847154993437,-0.044290292664595644
GDF15,0.01297769142900545,-0.015325745327831167,0.026252184340031334,0.03992878683296611,-0.05271596179820904
SEMA4F,0.035892214266913025,0.0021414609316373267,0.007203447574255567,0.043189741363174085,-0.05414152343643566
NXPH1,,-0.009441915906232988,0.0546555890608971,-0.012179154403790136,0.015156360672900031
ARF1,0.08289108290998863,-0.050659569820273496,-0.005492393930188658,-0.037248226968022005,0.021468708667701137
DSC3,0.005313223494736239,,,-0.020591701548553488,
EBI3,0.010969020762131142,0.08578860764139853,-0.004713793201269518,-0.035587874522129845,-0.006449640591525942
TIMP1,-0.1259496116730132,-0.0318319111869602,-0.018470262160864278,0.0034128736035007406,0.03610115484740855
SEMA3C,-0.018927567239705376,0.00954649138614329,-0.06542116493514324,-0.012905983469508726,-0.010254723408103603
GNRH2,,,,-0.004151728372917306,
GAS6,-0.07366765866743906,-0.03681464604708627,0.06683319387838531,0.02693756587370699,0.022882560193497162
MEPE,,,,0.10702085915864956,0.0781033408166275
SERPINE1,-0.10661145877457523,-0.036778938264987696,-0.007391905314638521,0.01377468980696748,-0.020997702598399975
RSPO2,,-0.03087483120880073,4.167390113077171e-05,0.01655157317067158,0.023426890877520194
SHBG,,0.07444445440435747,,0.0851801913278167,-0.03208805942398089
LGALS3BP,-0.02902235998618478,0.03960170489752296,-0.04806087416411763,0.04844569783653566,0.021201558929225917
LAMB1,-0.021203767585252015,-0.05005758172112831,-0.009588992286356998,-0.009954098256289312,0.08491678414642681
SPTBN2,0.04460262730259014,-0.011351751135736323,0.0028898478722711313,-0.027411235068746244,0.05860337998760812
COL1A2,0.016366270004456288,-0.08595337002110075,-0.02119712377440217,-0.010331342326057086,0.013047697376510166
DEFB1,,,,0.003946410614551617,-0.022067596513383556
WNT11,0.014974009028221926,,,-0.027327765790244467,-0.019811611500957796
LGALS1,-0.03871173080614198,0.013135874433808783,-0.15659749780662904,-0.0002614190162601279,0.05630622330323377
BCAN,-0.02166638431392874,-0.0747529434445707,-0.02225675427540876,-0.015228162688976374,-0.02048052315148192
